date,SPXL_unscaled,SPXL_monthly,isPartial,scale,SPXL
2019-09-07,27,10.0,,0.1,2.7
2019-09-08,26,10.0,,0.1,2.6
2019-09-09,66,10.0,,0.1,6.6000000000000005
2019-09-10,22,10.0,,0.1,2.2
2019-09-11,33,10.0,,0.1,3.3000000000000003
2019-09-12,100,10.0,,0.1,10.0
2019-09-13,78,10.0,,0.1,7.800000000000001
2019-09-14,14,10.0,,0.1,1.4000000000000001
2019-09-15,13,10.0,,0.1,1.3
2019-09-16,76,10.0,,0.1,7.6000000000000005
2019-09-17,44,10.0,,0.1,4.4
2019-09-18,33,10.0,,0.1,3.3000000000000003
2019-09-19,33,10.0,,0.1,3.3000000000000003
2019-09-20,11,10.0,,0.1,1.1
2019-09-21,0,10.0,,0.1,0.0
2019-09-22,26,10.0,,0.1,2.6
2019-09-23,22,10.0,,0.1,2.2
2019-09-24,78,10.0,,0.1,7.800000000000001
2019-09-25,67,10.0,,0.1,6.7
2019-09-26,46,10.0,,0.1,4.6000000000000005
2019-09-27,69,10.0,,0.1,6.9
2019-09-28,0,10.0,,0.1,0.0
2019-09-29,0,10.0,,0.1,0.0
2019-09-30,23,10.0,,0.1,2.3000000000000003
2019-10-01,16,13.0,False,0.13,2.08
2019-10-02,100,13.0,,0.13,13.0
2019-10-03,62,13.0,,0.13,8.06
2019-10-04,89,13.0,,0.13,11.57
2019-10-05,0,13.0,,0.13,0.0
2019-10-06,0,13.0,,0.13,0.0
2019-10-07,24,13.0,,0.13,3.12
2019-10-08,32,13.0,,0.13,4.16
2019-10-09,48,13.0,,0.13,6.24
2019-10-10,40,13.0,,0.13,5.2
2019-10-11,32,13.0,,0.13,4.16
2019-10-12,0,13.0,,0.13,0.0
2019-10-13,0,13.0,,0.13,0.0
2019-10-14,56,13.0,,0.13,7.28
2019-10-15,31,13.0,,0.13,4.03
2019-10-16,39,13.0,,0.13,5.07
2019-10-17,40,13.0,,0.13,5.2
2019-10-18,24,13.0,,0.13,3.12
2019-10-19,10,13.0,,0.13,1.3
2019-10-20,9,13.0,,0.13,1.17
2019-10-21,69,13.0,,0.13,8.97
2019-10-22,30,13.0,,0.13,3.9000000000000004
2019-10-23,31,13.0,,0.13,4.03
2019-10-24,16,13.0,,0.13,2.08
2019-10-25,40,13.0,,0.13,5.2
2019-10-26,9,13.0,,0.13,1.17
2019-10-27,0,13.0,,0.13,0.0
2019-10-28,53,13.0,,0.13,6.890000000000001
2019-10-29,77,13.0,,0.13,10.01
2019-10-30,16,13.0,,0.13,2.08
2019-10-31,47,13.0,,0.13,6.11
2019-11-01,0,9.0,False,0.09,0.0
2019-11-02,36,9.0,,0.09,3.2399999999999998
2019-11-03,0,9.0,,0.09,0.0
2019-11-04,40,9.0,,0.09,3.5999999999999996
2019-11-05,60,9.0,,0.09,5.3999999999999995
2019-11-06,20,9.0,,0.09,1.7999999999999998
2019-11-07,50,9.0,,0.09,4.5
2019-11-08,10,9.0,,0.09,0.8999999999999999
2019-11-09,12,9.0,,0.09,1.08
2019-11-10,12,9.0,,0.09,1.08
2019-11-11,20,9.0,,0.09,1.7999999999999998
2019-11-12,77,9.0,,0.09,6.93
2019-11-13,39,9.0,,0.09,3.51
2019-11-14,29,9.0,,0.09,2.61
2019-11-15,20,9.0,,0.09,1.7999999999999998
2019-11-16,23,9.0,,0.09,2.07
2019-11-17,0,9.0,,0.09,0.0
2019-11-18,39,9.0,,0.09,3.51
2019-11-19,20,9.0,,0.09,1.7999999999999998
2019-11-20,60,9.0,,0.09,5.3999999999999995
2019-11-21,100,9.0,,0.09,9.0
2019-11-22,91,9.0,,0.09,8.19
2019-11-23,11,9.0,,0.09,0.99
2019-11-24,0,9.0,,0.09,0.0
2019-11-25,40,9.0,,0.09,3.5999999999999996
2019-11-26,52,9.0,,0.09,4.68
2019-11-27,21,9.0,,0.09,1.89
2019-11-28,23,9.0,,0.09,2.07
2019-11-29,22,9.0,,0.09,1.98
2019-11-30,0,9.0,,0.09,0.0
2019-12-01,22,13.0,False,0.13,2.8600000000000003
2019-12-02,19,13.0,,0.13,2.47
2019-12-03,39,13.0,,0.13,5.07
2019-12-04,70,13.0,,0.13,9.1
2019-12-05,41,13.0,,0.13,5.33
2019-12-06,71,13.0,,0.13,9.23
2019-12-07,12,13.0,,0.13,1.56
2019-12-08,0,13.0,,0.13,0.0
2019-12-09,81,13.0,,0.13,10.530000000000001
2019-12-10,41,13.0,,0.13,5.33
2019-12-11,89,13.0,,0.13,11.57
2019-12-12,71,13.0,,0.13,9.23
2019-12-13,61,13.0,,0.13,7.930000000000001
2019-12-14,0,13.0,,0.13,0.0
2019-12-15,36,13.0,,0.13,4.68
2019-12-16,60,13.0,,0.13,7.800000000000001
2019-12-17,61,13.0,,0.13,7.930000000000001
2019-12-18,71,13.0,,0.13,9.23
2019-12-19,83,13.0,,0.13,10.790000000000001
2019-12-20,75,13.0,,0.13,9.75
2019-12-21,25,13.0,,0.13,3.25
2019-12-22,0,13.0,,0.13,0.0
2019-12-23,79,13.0,,0.13,10.27
2019-12-24,48,13.0,,0.13,6.24
2019-12-25,27,13.0,,0.13,3.5100000000000002
2019-12-26,0,13.0,,0.13,0.0
2019-12-27,100,13.0,,0.13,13.0
2019-12-28,48,13.0,,0.13,6.24
2019-12-29,46,13.0,,0.13,5.98
2019-12-30,22,13.0,,0.13,2.8600000000000003
2019-12-31,22,13.0,,0.13,2.8600000000000003
2020-01-01,9,12.0,False,0.12,1.08
2020-01-02,24,12.0,,0.12,2.88
2020-01-03,31,12.0,,0.12,3.7199999999999998
2020-01-04,0,12.0,,0.12,0.0
2020-01-05,17,12.0,,0.12,2.04
2020-01-06,54,12.0,,0.12,6.4799999999999995
2020-01-07,46,12.0,,0.12,5.52
2020-01-08,84,12.0,,0.12,10.08
2020-01-09,61,12.0,,0.12,7.319999999999999
2020-01-10,68,12.0,,0.12,8.16
2020-01-11,9,12.0,,0.12,1.08
2020-01-12,17,12.0,,0.12,2.04
2020-01-13,63,12.0,,0.12,7.56
2020-01-14,33,12.0,,0.12,3.96
2020-01-15,29,12.0,,0.12,3.48
2020-01-16,59,12.0,,0.12,7.08
2020-01-17,15,12.0,,0.12,1.7999999999999998
2020-01-18,9,12.0,,0.12,1.08
2020-01-19,9,12.0,,0.12,1.08
2020-01-20,0,12.0,,0.12,0.0
2020-01-21,8,12.0,,0.12,0.96
2020-01-22,38,12.0,,0.12,4.56
2020-01-23,23,12.0,,0.12,2.76
2020-01-24,53,12.0,,0.12,6.359999999999999
2020-01-25,17,12.0,,0.12,2.04
2020-01-26,0,12.0,,0.12,0.0
2020-01-27,29,12.0,,0.12,3.48
2020-01-28,59,12.0,,0.12,7.08
2020-01-29,38,12.0,,0.12,4.56
2020-01-30,23,12.0,,0.12,2.76
2020-01-31,100,12.0,,0.12,12.0
2020-02-01,6,24.0,False,0.24,1.44
2020-02-02,9,24.0,,0.24,2.16
2020-02-03,29,24.0,,0.24,6.96
2020-02-04,15,24.0,,0.24,3.5999999999999996
2020-02-05,32,24.0,,0.24,7.68
2020-02-06,23,24.0,,0.24,5.52
2020-02-07,16,24.0,,0.24,3.84
2020-02-08,0,24.0,,0.24,0.0
2020-02-09,6,24.0,,0.24,1.44
2020-02-10,23,24.0,,0.24,5.52
2020-02-11,3,24.0,,0.24,0.72
2020-02-12,13,24.0,,0.24,3.12
2020-02-13,10,24.0,,0.24,2.4
2020-02-14,16,24.0,,0.24,3.84
2020-02-15,3,24.0,,0.24,0.72
2020-02-16,15,24.0,,0.24,3.5999999999999996
2020-02-17,5,24.0,,0.24,1.2
2020-02-18,20,24.0,,0.24,4.8
2020-02-19,40,24.0,,0.24,9.6
2020-02-20,17,24.0,,0.24,4.08
2020-02-21,13,24.0,,0.24,3.12
2020-02-22,21,24.0,,0.24,5.04
2020-02-23,6,24.0,,0.24,1.44
2020-02-24,42,24.0,,0.24,10.08
2020-02-25,37,24.0,,0.24,8.879999999999999
2020-02-26,41,24.0,,0.24,9.84
2020-02-27,68,24.0,,0.24,16.32
2020-02-28,100,24.0,,0.24,24.0
2020-02-29,12,24.0,,0.24,2.88
2020-03-01,7,100.0,False,1.0,7.0
2020-03-02,35,100.0,,1.0,35.0
2020-03-03,29,100.0,,1.0,29.0
2020-03-04,21,100.0,,1.0,21.0
2020-03-05,42,100.0,,1.0,42.0
2020-03-06,38,100.0,,1.0,38.0
2020-03-07,7,100.0,,1.0,7.0
2020-03-08,9,100.0,,1.0,9.0
2020-03-09,55,100.0,,1.0,55.0
2020-03-10,53,100.0,,1.0,53.0
2020-03-11,37,100.0,,1.0,37.0
2020-03-12,75,100.0,,1.0,75.0
2020-03-13,72,100.0,,1.0,72.0
2020-03-14,24,100.0,,1.0,24.0
2020-03-15,18,100.0,,1.0,18.0
2020-03-16,58,100.0,,1.0,58.0
2020-03-17,81,100.0,,1.0,81.0
2020-03-18,62,100.0,,1.0,62.0
2020-03-19,57,100.0,,1.0,57.0
2020-03-20,68,100.0,,1.0,68.0
2020-03-21,34,100.0,,1.0,34.0
2020-03-22,25,100.0,,1.0,25.0
2020-03-23,83,100.0,,1.0,83.0
2020-03-24,100,100.0,,1.0,100.0
2020-03-25,85,100.0,,1.0,85.0
2020-03-26,92,100.0,,1.0,92.0
2020-03-27,61,100.0,,1.0,61.0
2020-03-28,16,100.0,,1.0,16.0
2020-03-29,17,100.0,,1.0,17.0
2020-03-30,56,100.0,,1.0,56.0
2020-03-31,58,100.0,,1.0,58.0
2020-04-01,81,71.0,False,0.71,57.51
2020-04-02,85,71.0,,0.71,60.349999999999994
2020-04-03,65,71.0,,0.71,46.15
2020-04-04,22,71.0,,0.71,15.62
2020-04-05,19,71.0,,0.71,13.489999999999998
2020-04-06,86,71.0,,0.71,61.059999999999995
2020-04-07,93,71.0,,0.71,66.03
2020-04-08,99,71.0,,0.71,70.28999999999999
2020-04-09,100,71.0,,0.71,71.0
2020-04-10,23,71.0,,0.71,16.33
2020-04-11,15,71.0,,0.71,10.649999999999999
2020-04-12,11,71.0,,0.71,7.81
2020-04-13,83,71.0,,0.71,58.93
2020-04-14,81,71.0,,0.71,57.51
2020-04-15,55,71.0,,0.71,39.05
2020-04-16,61,71.0,,0.71,43.309999999999995
2020-04-17,79,71.0,,0.71,56.089999999999996
2020-04-18,17,71.0,,0.71,12.07
2020-04-19,15,71.0,,0.71,10.649999999999999
2020-04-20,55,71.0,,0.71,39.05
2020-04-21,78,71.0,,0.71,55.379999999999995
2020-04-22,57,71.0,,0.71,40.47
2020-04-23,63,71.0,,0.71,44.73
2020-04-24,60,71.0,,0.71,42.599999999999994
2020-04-25,8,71.0,,0.71,5.68
2020-04-26,8,71.0,,0.71,5.68
2020-04-27,61,71.0,,0.71,43.309999999999995
2020-04-28,55,71.0,,0.71,39.05
2020-04-29,75,71.0,,0.71,53.25
2020-04-30,53,71.0,,0.71,37.629999999999995
2020-05-01,54,43.0,False,0.43,23.22
2020-05-02,11,43.0,,0.43,4.7299999999999995
2020-05-03,17,43.0,,0.43,7.31
2020-05-04,75,43.0,,0.43,32.25
2020-05-05,63,43.0,,0.43,27.09
2020-05-06,58,43.0,,0.43,24.94
2020-05-07,91,43.0,,0.43,39.13
2020-05-08,62,43.0,,0.43,26.66
2020-05-09,14,43.0,,0.43,6.02
2020-05-10,23,43.0,,0.43,9.89
2020-05-11,64,43.0,,0.43,27.52
2020-05-12,49,43.0,,0.43,21.07
2020-05-13,61,43.0,,0.43,26.23
2020-05-14,62,43.0,,0.43,26.66
2020-05-15,55,43.0,,0.43,23.65
2020-05-16,11,43.0,,0.43,4.7299999999999995
2020-05-17,11,43.0,,0.43,4.7299999999999995
2020-05-18,70,43.0,,0.43,30.099999999999998
2020-05-19,40,43.0,,0.43,17.2
2020-05-20,45,43.0,,0.43,19.35
2020-05-21,71,43.0,,0.43,30.53
2020-05-22,48,43.0,,0.43,20.64
2020-05-23,15,43.0,,0.43,6.45
2020-05-24,6,43.0,,0.43,2.58
2020-05-25,9,43.0,,0.43,3.87
2020-05-26,100,43.0,,0.43,43.0
2020-05-27,70,43.0,,0.43,30.099999999999998
2020-05-28,55,43.0,,0.43,23.65
2020-05-29,36,43.0,,0.43,15.48
2020-05-30,9,43.0,,0.43,3.87
2020-05-31,9,43.0,,0.43,3.87
2020-06-01,59,49.0,False,0.49,28.91
2020-06-02,49,49.0,,0.49,24.009999999999998
2020-06-03,42,49.0,,0.49,20.58
2020-06-04,48,49.0,,0.49,23.52
2020-06-05,98,49.0,,0.49,48.019999999999996
2020-06-06,36,49.0,,0.49,17.64
2020-06-07,9,49.0,,0.49,4.41
2020-06-08,78,49.0,,0.49,38.22
2020-06-09,47,49.0,,0.49,23.03
2020-06-10,44,49.0,,0.49,21.56
2020-06-11,88,49.0,,0.49,43.12
2020-06-12,100,49.0,,0.49,49.0
2020-06-13,15,49.0,,0.49,7.35
2020-06-14,6,49.0,,0.49,2.94
2020-06-15,86,49.0,,0.49,42.14
2020-06-16,86,49.0,,0.49,42.14
2020-06-17,79,49.0,,0.49,38.71
2020-06-18,51,49.0,,0.49,24.99
2020-06-19,39,49.0,,0.49,19.11
2020-06-20,9,49.0,,0.49,4.41
2020-06-21,18,49.0,,0.49,8.82
2020-06-22,39,49.0,,0.49,19.11
2020-06-23,36,49.0,,0.49,17.64
2020-06-24,56,49.0,,0.49,27.439999999999998
2020-06-25,54,49.0,,0.49,26.46
2020-06-26,53,49.0,,0.49,25.97
2020-06-27,15,49.0,,0.49,7.35
2020-06-28,3,49.0,,0.49,1.47
2020-06-29,41,49.0,,0.49,20.09
2020-06-30,68,49.0,,0.49,33.32
2020-07-01,52,28.0,False,0.28,14.560000000000002
2020-07-02,82,28.0,,0.28,22.96
2020-07-03,37,28.0,,0.28,10.360000000000001
2020-07-04,11,28.0,,0.28,3.08
2020-07-05,21,28.0,,0.28,5.880000000000001
2020-07-06,68,28.0,,0.28,19.040000000000003
2020-07-07,34,28.0,,0.28,9.520000000000001
2020-07-08,44,28.0,,0.28,12.32
2020-07-09,70,28.0,,0.28,19.6
2020-07-10,67,28.0,,0.28,18.76
2020-07-11,10,28.0,,0.28,2.8000000000000003
2020-07-12,20,28.0,,0.28,5.6000000000000005
2020-07-13,52,28.0,,0.28,14.560000000000002
2020-07-14,65,28.0,,0.28,18.200000000000003
2020-07-15,56,28.0,,0.28,15.680000000000001
2020-07-16,44,28.0,,0.28,12.32
2020-07-17,100,28.0,,0.28,28.000000000000004
2020-07-18,10,28.0,,0.28,2.8000000000000003
2020-07-19,15,28.0,,0.28,4.2
2020-07-20,40,28.0,,0.28,11.200000000000001
2020-07-21,57,28.0,,0.28,15.96
2020-07-22,49,28.0,,0.28,13.72
2020-07-23,74,28.0,,0.28,20.720000000000002
2020-07-24,63,28.0,,0.28,17.64
2020-07-25,21,28.0,,0.28,5.880000000000001
2020-07-26,10,28.0,,0.28,2.8000000000000003
2020-07-27,49,28.0,,0.28,13.72
2020-07-28,31,28.0,,0.28,8.680000000000001
2020-07-29,67,28.0,,0.28,18.76
2020-07-30,57,28.0,,0.28,15.96
2020-07-31,46,28.0,,0.28,12.88
2020-08-01,13,23.0,False,0.23,2.99
2020-08-02,0,23.0,,0.23,0.0
2020-08-03,100,23.0,,0.23,23.0
2020-08-04,64,23.0,,0.23,14.72
2020-08-05,65,23.0,,0.23,14.950000000000001
2020-08-06,53,23.0,,0.23,12.190000000000001
2020-08-07,74,23.0,,0.23,17.02
2020-08-08,14,23.0,,0.23,3.22
2020-08-09,20,23.0,,0.23,4.6000000000000005
2020-08-10,47,23.0,,0.23,10.81
2020-08-11,76,23.0,,0.23,17.48
2020-08-12,75,23.0,,0.23,17.25
2020-08-13,81,23.0,,0.23,18.630000000000003
2020-08-14,71,23.0,,0.23,16.330000000000002
2020-08-15,20,23.0,,0.23,4.6000000000000005
2020-08-16,13,23.0,,0.23,2.99
2020-08-17,52,23.0,,0.23,11.96
2020-08-18,74,23.0,,0.23,17.02
2020-08-19,79,23.0,,0.23,18.17
2020-08-20,57,23.0,,0.23,13.110000000000001
2020-08-21,35,23.0,,0.23,8.05
2020-08-22,14,23.0,,0.23,3.22
2020-08-23,7,23.0,,0.23,1.61
2020-08-24,44,23.0,,0.23,10.120000000000001
2020-08-25,83,23.0,,0.23,19.09
2020-08-26,55,23.0,,0.23,12.65
2020-08-27,76,23.0,,0.23,17.48
2020-08-28,86,23.0,,0.23,19.78
2020-08-29,6,23.0,,0.23,1.3800000000000001
2020-08-30,13,23.0,,0.23,2.99
2020-08-31,88,23.0,,0.23,20.240000000000002
2020-09-01,61,25.0,False,0.25,15.25
2020-09-02,78,25.0,,0.25,19.5
2020-09-03,64,25.0,,0.25,16.0
2020-09-04,100,25.0,,0.25,25.0
2020-09-05,48,25.0,,0.25,12.0
2020-09-06,22,25.0,,0.25,5.5
2020-09-07,5,25.0,,0.25,1.25
2020-09-08,78,25.0,,0.25,19.5
2020-09-09,52,25.0,,0.25,13.0
2020-09-10,46,25.0,,0.25,11.5
2020-09-11,74,25.0,,0.25,18.5
2020-09-12,10,25.0,,0.25,2.5
2020-09-13,10,25.0,,0.25,2.5
2020-09-14,26,25.0,,0.25,6.5
2020-09-15,60,25.0,,0.25,15.0
2020-09-16,30,25.0,,0.25,7.5
2020-09-17,76,25.0,,0.25,19.0
2020-09-18,48,25.0,,0.25,12.0
2020-09-19,16,25.0,,0.25,4.0
2020-09-20,5,25.0,,0.25,1.25
2020-09-21,30,25.0,,0.25,7.5
2020-09-22,68,25.0,,0.25,17.0
2020-09-23,57,25.0,,0.25,14.25
2020-09-24,55,25.0,,0.25,13.75
2020-09-25,78,25.0,,0.25,19.5
2020-09-26,6,25.0,,0.25,1.5
2020-09-27,6,25.0,,0.25,1.5
2020-09-28,19,25.0,,0.25,4.75
2020-09-29,61,25.0,,0.25,15.25
2020-09-30,66,25.0,,0.25,16.5
2020-10-01,30,25.0,False,0.25,7.5
2020-10-02,72,25.0,,0.25,18.0
2020-10-03,4,25.0,,0.25,1.0
2020-10-04,4,25.0,,0.25,1.0
2020-10-05,26,25.0,,0.25,6.5
2020-10-06,29,25.0,,0.25,7.25
2020-10-07,68,25.0,,0.25,17.0
2020-10-08,48,25.0,,0.25,12.0
2020-10-09,43,25.0,,0.25,10.75
2020-10-10,19,25.0,,0.25,4.75
2020-10-11,5,25.0,,0.25,1.25
2020-10-12,37,25.0,,0.25,9.25
2020-10-13,59,25.0,,0.25,14.75
2020-10-14,38,25.0,,0.25,9.5
2020-10-15,38,25.0,,0.25,9.5
2020-10-16,26,25.0,,0.25,6.5
2020-10-17,14,25.0,,0.25,3.5
2020-10-18,0,25.0,,0.25,0.0
2020-10-19,17,25.0,,0.25,4.25
2020-10-20,43,25.0,,0.25,10.75
2020-10-21,43,25.0,,0.25,10.75
2020-10-22,38,25.0,,0.25,9.5
2020-10-23,49,25.0,,0.25,12.25
2020-10-24,14,25.0,,0.25,3.5
2020-10-25,14,25.0,,0.25,3.5
2020-10-26,46,25.0,,0.25,11.5
2020-10-27,51,25.0,,0.25,12.75
2020-10-28,54,25.0,,0.25,13.5
2020-10-29,100,25.0,,0.25,25.0
2020-10-30,48,25.0,,0.25,12.0
2020-10-31,15,25.0,,0.25,3.75
2020-11-01,6,22.0,False,0.22,1.32
2020-11-02,31,22.0,,0.22,6.82
2020-11-03,65,22.0,,0.22,14.3
2020-11-04,40,22.0,,0.22,8.8
2020-11-05,41,22.0,,0.22,9.02
2020-11-06,30,22.0,,0.22,6.6
2020-11-07,15,22.0,,0.22,3.3
2020-11-08,22,22.0,,0.22,4.84
2020-11-09,100,22.0,,0.22,22.0
2020-11-10,45,22.0,,0.22,9.9
2020-11-11,30,22.0,,0.22,6.6
2020-11-12,58,22.0,,0.22,12.76
2020-11-13,40,22.0,,0.22,8.8
2020-11-14,29,22.0,,0.22,6.38
2020-11-15,34,22.0,,0.22,7.48
2020-11-16,66,22.0,,0.22,14.52
2020-11-17,66,22.0,,0.22,14.52
2020-11-18,26,22.0,,0.22,5.72
2020-11-19,56,22.0,,0.22,12.32
2020-11-20,58,22.0,,0.22,12.76
2020-11-21,23,22.0,,0.22,5.06
2020-11-22,22,22.0,,0.22,4.84
2020-11-23,63,22.0,,0.22,13.86
2020-11-24,42,22.0,,0.22,9.24
2020-11-25,37,22.0,,0.22,8.14
2020-11-26,0,22.0,,0.22,0.0
2020-11-27,22,22.0,,0.22,4.84
2020-11-28,6,22.0,,0.22,1.32
2020-11-29,5,22.0,,0.22,1.1
2020-11-30,29,22.0,,0.22,6.38
2020-12-01,41,19.0,False,0.19,7.79
2020-12-02,69,19.0,,0.19,13.11
2020-12-03,56,19.0,,0.19,10.64
2020-12-04,100,19.0,,0.19,19.0
2020-12-05,39,19.0,,0.19,7.41
2020-12-06,0,19.0,,0.19,0.0
2020-12-07,91,19.0,,0.19,17.29
2020-12-08,98,19.0,,0.19,18.62
2020-12-09,64,19.0,,0.19,12.16
2020-12-10,63,19.0,,0.19,11.97
2020-12-11,43,19.0,,0.19,8.17
2020-12-12,8,19.0,,0.19,1.52
2020-12-13,15,19.0,,0.19,2.85
2020-12-14,21,19.0,,0.19,3.99
2020-12-15,21,19.0,,0.19,3.99
2020-12-16,65,19.0,,0.19,12.35
2020-12-17,57,19.0,,0.19,10.83
2020-12-18,74,19.0,,0.19,14.06
2020-12-19,0,19.0,,0.19,0.0
2020-12-20,16,19.0,,0.19,3.04
2020-12-21,66,19.0,,0.19,12.540000000000001
2020-12-22,60,19.0,,0.19,11.4
2020-12-23,46,19.0,,0.19,8.74
2020-12-24,32,19.0,,0.19,6.08
2020-12-25,9,19.0,,0.19,1.71
2020-12-26,8,19.0,,0.19,1.52
2020-12-27,15,19.0,,0.19,2.85
2020-12-28,73,19.0,,0.19,13.870000000000001
2020-12-29,88,19.0,,0.19,16.72
2020-12-30,29,19.0,,0.19,5.51
2020-12-31,22,19.0,,0.19,4.18
2021-01-01,24,17.0,False,0.17,4.08
2021-01-02,8,17.0,,0.17,1.36
2021-01-03,23,17.0,,0.17,3.91
2021-01-04,35,17.0,,0.17,5.95
2021-01-05,35,17.0,,0.17,5.95
2021-01-06,69,17.0,,0.17,11.73
2021-01-07,70,17.0,,0.17,11.9
2021-01-08,35,17.0,,0.17,5.95
2021-01-09,8,17.0,,0.17,1.36
2021-01-10,23,17.0,,0.17,3.91
2021-01-11,48,17.0,,0.17,8.16
2021-01-12,49,17.0,,0.17,8.33
2021-01-13,72,17.0,,0.17,12.24
2021-01-14,43,17.0,,0.17,7.3100000000000005
2021-01-15,93,17.0,,0.17,15.81
2021-01-16,0,17.0,,0.17,0.0
2021-01-17,8,17.0,,0.17,1.36
2021-01-18,15,17.0,,0.17,2.5500000000000003
2021-01-19,71,17.0,,0.17,12.07
2021-01-20,77,17.0,,0.17,13.090000000000002
2021-01-21,42,17.0,,0.17,7.140000000000001
2021-01-22,100,17.0,,0.17,17.0
2021-01-23,31,17.0,,0.17,5.2700000000000005
2021-01-24,8,17.0,,0.17,1.36
2021-01-25,56,17.0,,0.17,9.520000000000001
2021-01-26,36,17.0,,0.17,6.12
2021-01-27,56,17.0,,0.17,9.520000000000001
2021-01-28,92,17.0,,0.17,15.64
2021-01-29,57,17.0,,0.17,9.690000000000001
2021-01-30,24,17.0,,0.17,4.08
2021-01-31,8,17.0,,0.17,1.36
2021-02-01,88,17.0,False,0.17,14.96
2021-02-02,88,17.0,,0.17,14.96
2021-02-03,82,17.0,,0.17,13.940000000000001
2021-02-04,41,17.0,,0.17,6.970000000000001
2021-02-05,59,17.0,,0.17,10.030000000000001
2021-02-06,36,17.0,,0.17,6.12
2021-02-07,9,17.0,,0.17,1.53
2021-02-08,56,17.0,,0.17,9.520000000000001
2021-02-09,75,17.0,,0.17,12.750000000000002
2021-02-10,74,17.0,,0.17,12.58
2021-02-11,49,17.0,,0.17,8.33
2021-02-12,50,17.0,,0.17,8.5
2021-02-13,36,17.0,,0.17,6.12
2021-02-14,9,17.0,,0.17,1.53
2021-02-15,9,17.0,,0.17,1.53
2021-02-16,25,17.0,,0.17,4.25
2021-02-17,41,17.0,,0.17,6.970000000000001
2021-02-18,74,17.0,,0.17,12.58
2021-02-19,42,17.0,,0.17,7.140000000000001
2021-02-20,9,17.0,,0.17,1.53
2021-02-21,9,17.0,,0.17,1.53
2021-02-22,80,17.0,,0.17,13.600000000000001
2021-02-23,25,17.0,,0.17,4.25
2021-02-24,57,17.0,,0.17,9.690000000000001
2021-02-25,50,17.0,,0.17,8.5
2021-02-26,100,17.0,,0.17,17.0
2021-02-27,28,17.0,,0.17,4.760000000000001
2021-02-28,9,17.0,,0.17,1.53
2021-03-01,92,21.0,False,0.21,19.32
2021-03-02,84,21.0,,0.21,17.64
2021-03-03,45,21.0,,0.21,9.45
2021-03-04,93,21.0,,0.21,19.529999999999998
2021-03-05,47,21.0,,0.21,9.87
2021-03-06,26,21.0,,0.21,5.46
2021-03-07,9,21.0,,0.21,1.89
2021-03-08,85,21.0,,0.21,17.849999999999998
2021-03-09,84,21.0,,0.21,17.64
2021-03-10,89,21.0,,0.21,18.689999999999998
2021-03-11,100,21.0,,0.21,21.0
2021-03-12,39,21.0,,0.21,8.19
2021-03-13,16,21.0,,0.21,3.36
2021-03-14,0,21.0,,0.21,0.0
2021-03-15,76,21.0,,0.21,15.959999999999999
2021-03-16,84,21.0,,0.21,17.64
2021-03-17,90,21.0,,0.21,18.9
2021-03-18,74,21.0,,0.21,15.54
2021-03-19,38,21.0,,0.21,7.9799999999999995
2021-03-20,8,21.0,,0.21,1.68
2021-03-21,34,21.0,,0.21,7.14
2021-03-22,46,21.0,,0.21,9.66
2021-03-23,68,21.0,,0.21,14.28
2021-03-24,74,21.0,,0.21,15.54
2021-03-25,46,21.0,,0.21,9.66
2021-03-26,24,21.0,,0.21,5.04
2021-03-27,35,21.0,,0.21,7.35
2021-03-28,0,21.0,,0.21,0.0
2021-03-29,62,21.0,,0.21,13.02
2021-03-30,54,21.0,,0.21,11.34
2021-03-31,52,21.0,,0.21,10.92
2021-04-01,74,20.0,False,0.2,14.8
2021-04-02,35,20.0,,0.2,7.0
2021-04-03,9,20.0,,0.2,1.8
2021-04-04,0,20.0,,0.2,0.0
2021-04-05,94,20.0,,0.2,18.8
2021-04-06,81,20.0,,0.2,16.2
2021-04-07,81,20.0,,0.2,16.2
2021-04-08,65,20.0,,0.2,13.0
2021-04-09,80,20.0,,0.2,16.0
2021-04-10,9,20.0,,0.2,1.8
2021-04-11,45,20.0,,0.2,9.0
2021-04-12,81,20.0,,0.2,16.2
2021-04-13,90,20.0,,0.2,18.0
2021-04-14,40,20.0,,0.2,8.0
2021-04-15,89,20.0,,0.2,17.8
2021-04-16,25,20.0,,0.2,5.0
2021-04-17,28,20.0,,0.2,5.6000000000000005
2021-04-18,0,20.0,,0.2,0.0
2021-04-19,56,20.0,,0.2,11.200000000000001
2021-04-20,80,20.0,,0.2,16.0
2021-04-21,88,20.0,,0.2,17.6
2021-04-22,58,20.0,,0.2,11.600000000000001
2021-04-23,50,20.0,,0.2,10.0
2021-04-24,28,20.0,,0.2,5.6000000000000005
2021-04-25,0,20.0,,0.2,0.0
2021-04-26,58,20.0,,0.2,11.600000000000001
2021-04-27,100,20.0,,0.2,20.0
2021-04-28,57,20.0,,0.2,11.4
2021-04-29,72,20.0,,0.2,14.4
2021-04-30,79,20.0,,0.2,15.8
2021-05-01,6,18.0,False,0.18,1.08
2021-05-02,24,18.0,,0.18,4.32
2021-05-03,77,18.0,,0.18,13.86
2021-05-04,20,18.0,,0.18,3.5999999999999996
2021-05-05,45,18.0,,0.18,8.1
2021-05-06,41,18.0,,0.18,7.38
2021-05-07,59,18.0,,0.18,10.62
2021-05-08,6,18.0,,0.18,1.08
