date,ON_unscaled,ON_monthly,isPartial,scale,ON
2021-05-24,87,92.0,,0.92,80.04
2021-05-25,87,92.0,,0.92,80.04
2021-05-26,86,92.0,,0.92,79.12
2021-05-27,83,92.0,,0.92,76.36
2021-05-28,85,92.0,,0.92,78.2
2021-05-29,88,92.0,,0.92,80.96000000000001
2021-05-30,96,92.0,,0.92,88.32000000000001
2021-05-31,100,92.0,,0.92,92.0
2021-06-01,93,90.0,False,0.9,83.7
2021-06-02,94,90.0,,0.9,84.60000000000001
2021-06-03,92,90.0,,0.9,82.8
2021-06-04,95,90.0,,0.9,85.5
2021-06-05,95,90.0,,0.9,85.5
2021-06-06,100,90.0,,0.9,90.0
2021-06-07,94,90.0,,0.9,84.60000000000001
2021-06-08,96,90.0,,0.9,86.4
2021-06-09,93,90.0,,0.9,83.7
2021-06-10,92,90.0,,0.9,82.8
2021-06-11,95,90.0,,0.9,85.5
2021-06-12,96,90.0,,0.9,86.4
2021-06-13,99,90.0,,0.9,89.10000000000001
2021-06-14,94,90.0,,0.9,84.60000000000001
2021-06-15,91,90.0,,0.9,81.9
2021-06-16,91,90.0,,0.9,81.9
2021-06-17,92,90.0,,0.9,82.8
2021-06-18,92,90.0,,0.9,82.8
2021-06-19,97,90.0,,0.9,87.3
2021-06-20,95,90.0,,0.9,85.5
2021-06-21,96,90.0,,0.9,86.4
2021-06-22,94,90.0,,0.9,84.60000000000001
2021-06-23,91,90.0,,0.9,81.9
2021-06-24,96,90.0,,0.9,86.4
2021-06-25,93,90.0,,0.9,83.7
2021-06-26,96,90.0,,0.9,86.4
2021-06-27,100,90.0,,0.9,90.0
2021-06-28,96,90.0,,0.9,86.4
2021-06-29,94,90.0,,0.9,84.60000000000001
2021-06-30,91,90.0,,0.9,81.9
2021-07-01,85,91.0,False,0.91,77.35000000000001
2021-07-02,89,91.0,,0.91,80.99000000000001
2021-07-03,92,91.0,,0.91,83.72
2021-07-04,100,91.0,,0.91,91.0
2021-07-05,94,91.0,,0.91,85.54
2021-07-06,90,91.0,,0.91,81.9
2021-07-07,84,91.0,,0.91,76.44
2021-07-08,89,91.0,,0.91,80.99000000000001
2021-07-09,87,91.0,,0.91,79.17
2021-07-10,89,91.0,,0.91,80.99000000000001
2021-07-11,93,91.0,,0.91,84.63000000000001
2021-07-12,86,91.0,,0.91,78.26
2021-07-13,88,91.0,,0.91,80.08
2021-07-14,85,91.0,,0.91,77.35000000000001
2021-07-15,87,91.0,,0.91,79.17
2021-07-16,86,91.0,,0.91,78.26
2021-07-17,94,91.0,,0.91,85.54
2021-07-18,91,91.0,,0.91,82.81
2021-07-19,86,91.0,,0.91,78.26
2021-07-20,86,91.0,,0.91,78.26
2021-07-21,86,91.0,,0.91,78.26
2021-07-22,87,91.0,,0.91,79.17
2021-07-23,86,91.0,,0.91,78.26
2021-07-24,90,91.0,,0.91,81.9
2021-07-25,93,91.0,,0.91,84.63000000000001
2021-07-26,86,91.0,,0.91,78.26
2021-07-27,88,91.0,,0.91,80.08
2021-07-28,86,91.0,,0.91,78.26
2021-07-29,83,91.0,,0.91,75.53
2021-07-30,83,91.0,,0.91,75.53
2021-07-31,84,91.0,,0.91,76.44
2021-08-01,98,89.0,False,0.89,87.22
2021-08-02,93,89.0,,0.89,82.77
2021-08-03,91,89.0,,0.89,80.99
2021-08-04,92,89.0,,0.89,81.88
2021-08-05,92,89.0,,0.89,81.88
2021-08-06,93,89.0,,0.89,82.77
2021-08-07,96,89.0,,0.89,85.44
2021-08-08,100,89.0,,0.89,89.0
2021-08-09,91,89.0,,0.89,80.99
2021-08-10,94,89.0,,0.89,83.66
2021-08-11,88,89.0,,0.89,78.32000000000001
2021-08-12,92,89.0,,0.89,81.88
2021-08-13,93,89.0,,0.89,82.77
2021-08-14,95,89.0,,0.89,84.55
2021-08-15,98,89.0,,0.89,87.22
2021-08-16,91,89.0,,0.89,80.99
2021-08-17,92,89.0,,0.89,81.88
2021-08-18,90,89.0,,0.89,80.1
2021-08-19,90,89.0,,0.89,80.1
2021-08-20,93,89.0,,0.89,82.77
2021-08-21,96,89.0,,0.89,85.44
2021-08-22,98,89.0,,0.89,87.22
2021-08-23,90,89.0,,0.89,80.1
2021-08-24,90,89.0,,0.89,80.1
2021-08-25,88,89.0,,0.89,78.32000000000001
2021-08-26,94,89.0,,0.89,83.66
2021-08-27,91,89.0,,0.89,80.99
2021-08-28,96,89.0,,0.89,85.44
2021-08-29,96,89.0,,0.89,85.44
2021-08-30,88,89.0,,0.89,78.32000000000001
2021-08-31,92,89.0,,0.89,81.88
2021-09-01,85,86.0,False,0.86,73.1
2021-09-02,88,86.0,,0.86,75.67999999999999
2021-09-03,86,86.0,,0.86,73.96
2021-09-04,95,86.0,,0.86,81.7
2021-09-05,94,86.0,,0.86,80.84
2021-09-06,100,86.0,,0.86,86.0
2021-09-07,88,86.0,,0.86,75.67999999999999
2021-09-08,89,86.0,,0.86,76.53999999999999
2021-09-09,88,86.0,,0.86,75.67999999999999
2021-09-10,90,86.0,,0.86,77.4
2021-09-11,95,86.0,,0.86,81.7
2021-09-12,99,86.0,,0.86,85.14
2021-09-13,87,86.0,,0.86,74.82
2021-09-14,88,86.0,,0.86,75.67999999999999
2021-09-15,91,86.0,,0.86,78.26
2021-09-16,89,86.0,,0.86,76.53999999999999
2021-09-17,90,86.0,,0.86,77.4
2021-09-18,94,86.0,,0.86,80.84
2021-09-19,96,86.0,,0.86,82.56
2021-09-20,86,86.0,,0.86,73.96
2021-09-21,94,86.0,,0.86,80.84
2021-09-22,86,86.0,,0.86,73.96
2021-09-23,89,86.0,,0.86,76.53999999999999
2021-09-24,88,86.0,,0.86,75.67999999999999
2021-09-25,93,86.0,,0.86,79.98
2021-09-26,94,86.0,,0.86,80.84
2021-09-27,89,86.0,,0.86,76.53999999999999
2021-09-28,89,86.0,,0.86,76.53999999999999
2021-09-29,87,86.0,,0.86,74.82
2021-09-30,89,86.0,,0.86,76.53999999999999
2021-10-01,89,86.0,False,0.86,76.53999999999999
2021-10-02,93,86.0,,0.86,79.98
2021-10-03,97,86.0,,0.86,83.42
2021-10-04,94,86.0,,0.86,80.84
2021-10-05,99,86.0,,0.86,85.14
2021-10-06,94,86.0,,0.86,80.84
2021-10-07,92,86.0,,0.86,79.12
2021-10-08,94,86.0,,0.86,80.84
2021-10-09,97,86.0,,0.86,83.42
2021-10-10,100,86.0,,0.86,86.0
2021-10-11,100,86.0,,0.86,86.0
2021-10-12,93,86.0,,0.86,79.98
2021-10-13,95,86.0,,0.86,81.7
2021-10-14,96,86.0,,0.86,82.56
2021-10-15,97,86.0,,0.86,83.42
2021-10-16,96,86.0,,0.86,82.56
2021-10-17,98,86.0,,0.86,84.28
2021-10-18,93,86.0,,0.86,79.98
2021-10-19,92,86.0,,0.86,79.12
2021-10-20,92,86.0,,0.86,79.12
2021-10-21,92,86.0,,0.86,79.12
2021-10-22,94,86.0,,0.86,80.84
2021-10-23,95,86.0,,0.86,81.7
2021-10-24,97,86.0,,0.86,83.42
2021-10-25,90,86.0,,0.86,77.4
2021-10-26,93,86.0,,0.86,79.98
2021-10-27,93,86.0,,0.86,79.98
2021-10-28,93,86.0,,0.86,79.98
2021-10-29,92,86.0,,0.86,79.12
2021-10-30,94,86.0,,0.86,80.84
2021-10-31,98,86.0,,0.86,84.28
2021-11-01,72,93.0,False,0.93,66.96000000000001
2021-11-02,74,93.0,,0.93,68.82000000000001
2021-11-03,69,93.0,,0.93,64.17
2021-11-04,72,93.0,,0.93,66.96000000000001
2021-11-05,70,93.0,,0.93,65.10000000000001
2021-11-06,75,93.0,,0.93,69.75
2021-11-07,80,93.0,,0.93,74.4
2021-11-08,77,93.0,,0.93,71.61
2021-11-09,73,93.0,,0.93,67.89
2021-11-10,74,93.0,,0.93,68.82000000000001
2021-11-11,79,93.0,,0.93,73.47
2021-11-12,76,93.0,,0.93,70.68
2021-11-13,76,93.0,,0.93,70.68
2021-11-14,77,93.0,,0.93,71.61
2021-11-15,74,93.0,,0.93,68.82000000000001
2021-11-16,74,93.0,,0.93,68.82000000000001
2021-11-17,72,93.0,,0.93,66.96000000000001
2021-11-18,73,93.0,,0.93,67.89
2021-11-19,73,93.0,,0.93,67.89
2021-11-20,76,93.0,,0.93,70.68
2021-11-21,74,93.0,,0.93,68.82000000000001
2021-11-22,75,93.0,,0.93,69.75
2021-11-23,76,93.0,,0.93,70.68
2021-11-24,74,93.0,,0.93,68.82000000000001
2021-11-25,100,93.0,,0.93,93.0
2021-11-26,76,93.0,,0.93,70.68
2021-11-27,75,93.0,,0.93,69.75
2021-11-28,77,93.0,,0.93,71.61
2021-11-29,74,93.0,,0.93,68.82000000000001
2021-11-30,71,93.0,,0.93,66.03
2021-12-01,62,92.0,False,0.92,57.04
2021-12-02,64,92.0,,0.92,58.88
2021-12-03,64,92.0,,0.92,58.88
2021-12-04,66,92.0,,0.92,60.720000000000006
2021-12-05,67,92.0,,0.92,61.64
2021-12-06,64,92.0,,0.92,58.88
2021-12-07,63,92.0,,0.92,57.96
2021-12-08,64,92.0,,0.92,58.88
2021-12-09,62,92.0,,0.92,57.04
2021-12-10,62,92.0,,0.92,57.04
2021-12-11,65,92.0,,0.92,59.800000000000004
2021-12-12,64,92.0,,0.92,58.88
2021-12-13,63,92.0,,0.92,57.96
2021-12-14,61,92.0,,0.92,56.120000000000005
2021-12-15,61,92.0,,0.92,56.120000000000005
2021-12-16,63,92.0,,0.92,57.96
2021-12-17,62,92.0,,0.92,57.04
2021-12-18,63,92.0,,0.92,57.96
2021-12-19,66,92.0,,0.92,60.720000000000006
2021-12-20,63,92.0,,0.92,57.96
2021-12-21,63,92.0,,0.92,57.96
2021-12-22,62,92.0,,0.92,57.04
2021-12-23,64,92.0,,0.92,58.88
2021-12-24,72,92.0,,0.92,66.24000000000001
2021-12-25,100,92.0,,0.92,92.0
2021-12-26,76,92.0,,0.92,69.92
2021-12-27,65,92.0,,0.92,59.800000000000004
2021-12-28,66,92.0,,0.92,60.720000000000006
2021-12-29,63,92.0,,0.92,57.96
2021-12-30,65,92.0,,0.92,59.800000000000004
2021-12-31,68,92.0,,0.92,62.56
