date,DNA_unscaled,DNA_monthly,isPartial,scale,DNA
2019-08-27,92,47.0,,0.47,43.239999999999995
2019-08-28,94,47.0,,0.47,44.18
2019-08-29,100,47.0,,0.47,47.0
2019-08-30,87,47.0,,0.47,40.89
2019-08-31,62,47.0,,0.47,29.139999999999997
2019-09-01,56,64.0,False,0.64,35.84
2019-09-02,66,64.0,,0.64,42.24
2019-09-03,71,64.0,,0.64,45.44
2019-09-04,76,64.0,,0.64,48.64
2019-09-05,78,64.0,,0.64,49.92
2019-09-06,81,64.0,,0.64,51.84
2019-09-07,58,64.0,,0.64,37.12
2019-09-08,70,64.0,,0.64,44.800000000000004
2019-09-09,88,64.0,,0.64,56.32
2019-09-10,93,64.0,,0.64,59.52
2019-09-11,95,64.0,,0.64,60.800000000000004
2019-09-12,99,64.0,,0.64,63.36
2019-09-13,84,64.0,,0.64,53.76
2019-09-14,64,64.0,,0.64,40.96
2019-09-15,70,64.0,,0.64,44.800000000000004
2019-09-16,95,64.0,,0.64,60.800000000000004
2019-09-17,100,64.0,,0.64,64.0
2019-09-18,96,64.0,,0.64,61.44
2019-09-19,97,64.0,,0.64,62.08
2019-09-20,92,64.0,,0.64,58.88
2019-09-21,62,64.0,,0.64,39.68
2019-09-22,67,64.0,,0.64,42.88
2019-09-23,96,64.0,,0.64,61.44
2019-09-24,96,64.0,,0.64,61.44
2019-09-25,99,64.0,,0.64,63.36
2019-09-26,94,64.0,,0.64,60.160000000000004
2019-09-27,84,64.0,,0.64,53.76
2019-09-28,61,64.0,,0.64,39.04
2019-09-29,70,64.0,,0.64,44.800000000000004
2019-09-30,97,64.0,,0.64,62.08
2019-10-01,82,71.0,False,0.71,58.22
2019-10-02,85,71.0,,0.71,60.349999999999994
2019-10-03,83,71.0,,0.71,58.93
2019-10-04,75,71.0,,0.71,53.25
2019-10-05,49,71.0,,0.71,34.79
2019-10-06,59,71.0,,0.71,41.89
2019-10-07,77,71.0,,0.71,54.669999999999995
2019-10-08,81,71.0,,0.71,57.51
2019-10-09,81,71.0,,0.71,57.51
2019-10-10,84,71.0,,0.71,59.64
2019-10-11,72,71.0,,0.71,51.12
2019-10-12,53,71.0,,0.71,37.629999999999995
2019-10-13,56,71.0,,0.71,39.76
2019-10-14,80,71.0,,0.71,56.8
2019-10-15,84,71.0,,0.71,59.64
2019-10-16,77,71.0,,0.71,54.669999999999995
2019-10-17,83,71.0,,0.71,58.93
2019-10-18,75,71.0,,0.71,53.25
2019-10-19,52,71.0,,0.71,36.92
2019-10-20,57,71.0,,0.71,40.47
2019-10-21,90,71.0,,0.71,63.9
2019-10-22,100,71.0,,0.71,71.0
2019-10-23,93,71.0,,0.71,66.03
2019-10-24,91,71.0,,0.71,64.61
2019-10-25,87,71.0,,0.71,61.769999999999996
2019-10-26,57,71.0,,0.71,40.47
2019-10-27,62,71.0,,0.71,44.019999999999996
2019-10-28,91,71.0,,0.71,64.61
2019-10-29,90,71.0,,0.71,63.9
2019-10-30,86,71.0,,0.71,61.059999999999995
2019-10-31,83,71.0,,0.71,58.93
2019-11-01,75,73.0,False,0.73,54.75
2019-11-02,49,73.0,,0.73,35.769999999999996
2019-11-03,53,73.0,,0.73,38.69
2019-11-04,89,73.0,,0.73,64.97
2019-11-05,89,73.0,,0.73,64.97
2019-11-06,91,73.0,,0.73,66.42999999999999
2019-11-07,90,73.0,,0.73,65.7
2019-11-08,87,73.0,,0.73,63.51
2019-11-09,48,73.0,,0.73,35.04
2019-11-10,57,73.0,,0.73,41.61
2019-11-11,83,73.0,,0.73,60.589999999999996
2019-11-12,87,73.0,,0.73,63.51
2019-11-13,92,73.0,,0.73,67.16
2019-11-14,93,73.0,,0.73,67.89
2019-11-15,89,73.0,,0.73,64.97
2019-11-16,53,73.0,,0.73,38.69
2019-11-17,58,73.0,,0.73,42.339999999999996
2019-11-18,95,73.0,,0.73,69.35
2019-11-19,95,73.0,,0.73,69.35
2019-11-20,95,73.0,,0.73,69.35
2019-11-21,100,73.0,,0.73,73.0
2019-11-22,84,73.0,,0.73,61.32
2019-11-23,53,73.0,,0.73,38.69
2019-11-24,52,73.0,,0.73,37.96
2019-11-25,75,73.0,,0.73,54.75
2019-11-26,69,73.0,,0.73,50.37
2019-11-27,55,73.0,,0.73,40.15
2019-11-28,58,73.0,,0.73,42.339999999999996
2019-11-29,58,73.0,,0.73,42.339999999999996
2019-11-30,57,73.0,,0.73,41.61
2019-12-01,57,69.0,False,0.69,39.33
2019-12-02,89,69.0,,0.69,61.41
2019-12-03,100,69.0,,0.69,69.0
2019-12-04,94,69.0,,0.69,64.86
2019-12-05,96,69.0,,0.69,66.24
2019-12-06,87,69.0,,0.69,60.029999999999994
2019-12-07,56,69.0,,0.69,38.64
2019-12-08,57,69.0,,0.69,39.33
2019-12-09,91,69.0,,0.69,62.78999999999999
2019-12-10,93,69.0,,0.69,64.17
2019-12-11,99,69.0,,0.69,68.30999999999999
2019-12-12,95,69.0,,0.69,65.55
2019-12-13,83,69.0,,0.69,57.269999999999996
2019-12-14,55,69.0,,0.69,37.949999999999996
2019-12-15,59,69.0,,0.69,40.709999999999994
2019-12-16,84,69.0,,0.69,57.959999999999994
2019-12-17,84,69.0,,0.69,57.959999999999994
2019-12-18,81,69.0,,0.69,55.88999999999999
2019-12-19,75,69.0,,0.69,51.74999999999999
2019-12-20,56,69.0,,0.69,38.64
2019-12-21,44,69.0,,0.69,30.36
2019-12-22,40,69.0,,0.69,27.599999999999998
2019-12-23,46,69.0,,0.69,31.74
2019-12-24,48,69.0,,0.69,33.12
2019-12-25,50,69.0,,0.69,34.5
2019-12-26,55,69.0,,0.69,37.949999999999996
2019-12-27,51,69.0,,0.69,35.19
2019-12-28,45,69.0,,0.69,31.049999999999997
2019-12-29,49,69.0,,0.69,33.809999999999995
2019-12-30,51,69.0,,0.69,35.19
2019-12-31,43,69.0,,0.69,29.669999999999998
2020-01-01,40,76.0,False,0.76,30.4
2020-01-02,49,76.0,,0.76,37.24
2020-01-03,50,76.0,,0.76,38.0
2020-01-04,45,76.0,,0.76,34.2
2020-01-05,49,76.0,,0.76,37.24
2020-01-06,64,76.0,,0.76,48.64
2020-01-07,75,76.0,,0.76,57.0
2020-01-08,78,76.0,,0.76,59.28
2020-01-09,85,76.0,,0.76,64.6
2020-01-10,78,76.0,,0.76,59.28
2020-01-11,48,76.0,,0.76,36.480000000000004
2020-01-12,53,76.0,,0.76,40.28
2020-01-13,80,76.0,,0.76,60.8
2020-01-14,85,76.0,,0.76,64.6
2020-01-15,87,76.0,,0.76,66.12
2020-01-16,90,76.0,,0.76,68.4
2020-01-17,77,76.0,,0.76,58.52
2020-01-18,51,76.0,,0.76,38.76
2020-01-19,50,76.0,,0.76,38.0
2020-01-20,56,76.0,,0.76,42.56
2020-01-21,84,76.0,,0.76,63.84
2020-01-22,89,76.0,,0.76,67.64
2020-01-23,91,76.0,,0.76,69.16
2020-01-24,84,76.0,,0.76,63.84
2020-01-25,48,76.0,,0.76,36.480000000000004
2020-01-26,53,76.0,,0.76,40.28
2020-01-27,83,76.0,,0.76,63.08
2020-01-28,96,76.0,,0.76,72.96000000000001
2020-01-29,93,76.0,,0.76,70.68
2020-01-30,100,76.0,,0.76,76.0
2020-01-31,96,76.0,,0.76,72.96000000000001
2020-02-01,51,81.0,False,0.81,41.31
2020-02-02,57,81.0,,0.81,46.17
2020-02-03,84,81.0,,0.81,68.04
2020-02-04,92,81.0,,0.81,74.52000000000001
2020-02-05,92,81.0,,0.81,74.52000000000001
2020-02-06,94,81.0,,0.81,76.14
2020-02-07,84,81.0,,0.81,68.04
2020-02-08,49,81.0,,0.81,39.690000000000005
2020-02-09,57,81.0,,0.81,46.17
2020-02-10,95,81.0,,0.81,76.95
2020-02-11,97,81.0,,0.81,78.57000000000001
2020-02-12,100,81.0,,0.81,81.0
2020-02-13,93,81.0,,0.81,75.33
2020-02-14,81,81.0,,0.81,65.61
2020-02-15,47,81.0,,0.81,38.07
2020-02-16,50,81.0,,0.81,40.5
2020-02-17,65,81.0,,0.81,52.650000000000006
2020-02-18,88,81.0,,0.81,71.28
2020-02-19,90,81.0,,0.81,72.9
2020-02-20,91,81.0,,0.81,73.71000000000001
2020-02-21,82,81.0,,0.81,66.42
2020-02-22,51,81.0,,0.81,41.31
2020-02-23,59,81.0,,0.81,47.790000000000006
2020-02-24,94,81.0,,0.81,76.14
2020-02-25,93,81.0,,0.81,75.33
2020-02-26,93,81.0,,0.81,75.33
2020-02-27,95,81.0,,0.81,76.95
2020-02-28,88,81.0,,0.81,71.28
2020-02-29,48,81.0,,0.81,38.88
2020-03-01,55,69.0,False,0.69,37.949999999999996
2020-03-02,91,69.0,,0.69,62.78999999999999
2020-03-03,100,69.0,,0.69,69.0
2020-03-04,92,69.0,,0.69,63.48
2020-03-05,96,69.0,,0.69,66.24
2020-03-06,86,69.0,,0.69,59.339999999999996
2020-03-07,51,69.0,,0.69,35.19
2020-03-08,57,69.0,,0.69,39.33
2020-03-09,84,69.0,,0.69,57.959999999999994
2020-03-10,85,69.0,,0.69,58.65
2020-03-11,86,69.0,,0.69,59.339999999999996
2020-03-12,78,69.0,,0.69,53.81999999999999
2020-03-13,60,69.0,,0.69,41.4
2020-03-14,41,69.0,,0.69,28.29
2020-03-15,41,69.0,,0.69,28.29
2020-03-16,51,69.0,,0.69,35.19
2020-03-17,58,69.0,,0.69,40.019999999999996
2020-03-18,64,69.0,,0.69,44.16
2020-03-19,62,69.0,,0.69,42.779999999999994
2020-03-20,62,69.0,,0.69,42.779999999999994
2020-03-21,44,69.0,,0.69,30.36
2020-03-22,46,69.0,,0.69,31.74
2020-03-23,68,69.0,,0.69,46.919999999999995
2020-03-24,69,69.0,,0.69,47.61
2020-03-25,70,69.0,,0.69,48.3
2020-03-26,69,69.0,,0.69,47.61
2020-03-27,65,69.0,,0.69,44.849999999999994
2020-03-28,47,69.0,,0.69,32.43
2020-03-29,50,69.0,,0.69,34.5
2020-03-30,74,69.0,,0.69,51.059999999999995
2020-03-31,81,69.0,,0.69,55.88999999999999
2020-04-01,93,71.0,False,0.71,66.03
2020-04-02,97,71.0,,0.71,68.86999999999999
2020-04-03,92,71.0,,0.71,65.32
2020-04-04,59,71.0,,0.71,41.89
2020-04-05,57,71.0,,0.71,40.47
2020-04-06,96,71.0,,0.71,68.16
2020-04-07,94,71.0,,0.71,66.74
2020-04-08,98,71.0,,0.71,69.58
2020-04-09,91,71.0,,0.71,64.61
2020-04-10,76,71.0,,0.71,53.959999999999994
2020-04-11,59,71.0,,0.71,41.89
2020-04-12,56,71.0,,0.71,39.76
2020-04-13,88,71.0,,0.71,62.48
2020-04-14,92,71.0,,0.71,65.32
2020-04-15,93,71.0,,0.71,66.03
2020-04-16,93,71.0,,0.71,66.03
2020-04-17,87,71.0,,0.71,61.769999999999996
2020-04-18,62,71.0,,0.71,44.019999999999996
2020-04-19,66,71.0,,0.71,46.86
2020-04-20,96,71.0,,0.71,68.16
2020-04-21,100,71.0,,0.71,71.0
2020-04-22,97,71.0,,0.71,68.86999999999999
2020-04-23,95,71.0,,0.71,67.45
2020-04-24,92,71.0,,0.71,65.32
2020-04-25,64,71.0,,0.71,45.44
2020-04-26,70,71.0,,0.71,49.699999999999996
2020-04-27,93,71.0,,0.71,66.03
2020-04-28,93,71.0,,0.71,66.03
2020-04-29,91,71.0,,0.71,64.61
2020-04-30,96,71.0,,0.71,68.16
2020-05-01,99,61.0,False,0.61,60.39
2020-05-02,65,61.0,,0.61,39.65
2020-05-03,64,61.0,,0.61,39.04
2020-05-04,91,61.0,,0.61,55.51
2020-05-05,100,61.0,,0.61,61.0
2020-05-06,95,61.0,,0.61,57.949999999999996
2020-05-07,88,61.0,,0.61,53.68
2020-05-08,87,61.0,,0.61,53.07
2020-05-09,60,61.0,,0.61,36.6
2020-05-10,55,61.0,,0.61,33.55
2020-05-11,83,61.0,,0.61,50.629999999999995
2020-05-12,87,61.0,,0.61,53.07
2020-05-13,85,61.0,,0.61,51.85
2020-05-14,86,61.0,,0.61,52.46
2020-05-15,78,61.0,,0.61,47.58
2020-05-16,57,61.0,,0.61,34.769999999999996
2020-05-17,58,61.0,,0.61,35.38
2020-05-18,79,61.0,,0.61,48.19
2020-05-19,72,61.0,,0.61,43.92
2020-05-20,69,61.0,,0.61,42.089999999999996
2020-05-21,71,61.0,,0.61,43.31
2020-05-22,68,61.0,,0.61,41.48
2020-05-23,49,61.0,,0.61,29.89
2020-05-24,47,61.0,,0.61,28.669999999999998
2020-05-25,49,61.0,,0.61,29.89
2020-05-26,59,61.0,,0.61,35.99
2020-05-27,68,61.0,,0.61,41.48
2020-05-28,68,61.0,,0.61,41.48
2020-05-29,56,61.0,,0.61,34.16
2020-05-30,45,61.0,,0.61,27.45
2020-05-31,47,61.0,,0.61,28.669999999999998
2020-06-01,86,46.0,False,0.46,39.56
2020-06-02,81,46.0,,0.46,37.260000000000005
2020-06-03,100,46.0,,0.46,46.0
2020-06-04,93,46.0,,0.46,42.78
2020-06-05,95,46.0,,0.46,43.7
2020-06-06,76,46.0,,0.46,34.96
2020-06-07,87,46.0,,0.46,40.02
2020-06-08,89,46.0,,0.46,40.940000000000005
2020-06-09,89,46.0,,0.46,40.940000000000005
2020-06-10,97,46.0,,0.46,44.620000000000005
2020-06-11,95,46.0,,0.46,43.7
2020-06-12,89,46.0,,0.46,40.940000000000005
2020-06-13,75,46.0,,0.46,34.5
2020-06-14,87,46.0,,0.46,40.02
2020-06-15,86,46.0,,0.46,39.56
2020-06-16,87,46.0,,0.46,40.02
2020-06-17,94,46.0,,0.46,43.24
2020-06-18,94,46.0,,0.46,43.24
2020-06-19,93,46.0,,0.46,42.78
2020-06-20,87,46.0,,0.46,40.02
2020-06-21,94,46.0,,0.46,43.24
2020-06-22,98,46.0,,0.46,45.080000000000005
2020-06-23,87,46.0,,0.46,40.02
2020-06-24,90,46.0,,0.46,41.4
2020-06-25,92,46.0,,0.46,42.32
2020-06-26,89,46.0,,0.46,40.940000000000005
2020-06-27,80,46.0,,0.46,36.800000000000004
2020-06-28,79,46.0,,0.46,36.34
2020-06-29,91,46.0,,0.46,41.86
2020-06-30,90,46.0,,0.46,41.4
2020-07-01,62,45.0,False,0.45,27.900000000000002
2020-07-02,56,45.0,,0.45,25.2
2020-07-03,55,45.0,,0.45,24.75
2020-07-04,56,45.0,,0.45,25.2
2020-07-05,68,45.0,,0.45,30.6
2020-07-06,68,45.0,,0.45,30.6
2020-07-07,62,45.0,,0.45,27.900000000000002
2020-07-08,64,45.0,,0.45,28.8
2020-07-09,64,45.0,,0.45,28.8
2020-07-10,63,45.0,,0.45,28.35
2020-07-11,53,45.0,,0.45,23.85
2020-07-12,53,45.0,,0.45,23.85
2020-07-13,58,45.0,,0.45,26.1
2020-07-14,57,45.0,,0.45,25.650000000000002
2020-07-15,56,45.0,,0.45,25.2
2020-07-16,62,45.0,,0.45,27.900000000000002
2020-07-17,60,45.0,,0.45,27.0
2020-07-18,56,45.0,,0.45,25.2
2020-07-19,59,45.0,,0.45,26.55
2020-07-20,64,45.0,,0.45,28.8
2020-07-21,65,45.0,,0.45,29.25
2020-07-22,61,45.0,,0.45,27.45
2020-07-23,57,45.0,,0.45,25.650000000000002
2020-07-24,58,45.0,,0.45,26.1
2020-07-25,54,45.0,,0.45,24.3
2020-07-26,58,45.0,,0.45,26.1
2020-07-27,60,45.0,,0.45,27.0
2020-07-28,70,45.0,,0.45,31.5
2020-07-29,100,45.0,,0.45,45.0
2020-07-30,80,45.0,,0.45,36.0
2020-07-31,65,45.0,,0.45,29.25
2020-08-01,66,45.0,False,0.45,29.7
2020-08-02,69,45.0,,0.45,31.05
2020-08-03,74,45.0,,0.45,33.300000000000004
2020-08-04,74,45.0,,0.45,33.300000000000004
2020-08-05,74,45.0,,0.45,33.300000000000004
2020-08-06,77,45.0,,0.45,34.65
2020-08-07,75,45.0,,0.45,33.75
2020-08-08,65,45.0,,0.45,29.25
2020-08-09,68,45.0,,0.45,30.6
2020-08-10,71,45.0,,0.45,31.95
2020-08-11,71,45.0,,0.45,31.95
2020-08-12,74,45.0,,0.45,33.300000000000004
2020-08-13,71,45.0,,0.45,31.95
2020-08-14,70,45.0,,0.45,31.5
2020-08-15,66,45.0,,0.45,29.7
2020-08-16,66,45.0,,0.45,29.7
2020-08-17,79,45.0,,0.45,35.550000000000004
2020-08-18,72,45.0,,0.45,32.4
2020-08-19,76,45.0,,0.45,34.2
2020-08-20,78,45.0,,0.45,35.1
2020-08-21,77,45.0,,0.45,34.65
2020-08-22,70,45.0,,0.45,31.5
2020-08-23,72,45.0,,0.45,32.4
2020-08-24,78,45.0,,0.45,35.1
2020-08-25,86,45.0,,0.45,38.7
2020-08-26,87,45.0,,0.45,39.15
2020-08-27,96,45.0,,0.45,43.2
2020-08-28,92,45.0,,0.45,41.4
2020-08-29,75,45.0,,0.45,33.75
2020-08-30,79,45.0,,0.45,35.550000000000004
2020-08-31,100,45.0,,0.45,45.0
2020-09-01,71,70.0,False,0.7,49.699999999999996
2020-09-02,72,70.0,,0.7,50.4
2020-09-03,81,70.0,,0.7,56.699999999999996
2020-09-04,79,70.0,,0.7,55.3
2020-09-05,50,70.0,,0.7,35.0
2020-09-06,56,70.0,,0.7,39.199999999999996
2020-09-07,65,70.0,,0.7,45.5
2020-09-08,76,70.0,,0.7,53.199999999999996
2020-09-09,84,70.0,,0.7,58.8
2020-09-10,87,70.0,,0.7,60.9
2020-09-11,86,70.0,,0.7,60.199999999999996
2020-09-12,63,70.0,,0.7,44.099999999999994
2020-09-13,61,70.0,,0.7,42.699999999999996
2020-09-14,91,70.0,,0.7,63.699999999999996
2020-09-15,98,70.0,,0.7,68.6
2020-09-16,98,70.0,,0.7,68.6
2020-09-17,100,70.0,,0.7,70.0
2020-09-18,100,70.0,,0.7,70.0
2020-09-19,62,70.0,,0.7,43.4
2020-09-20,65,70.0,,0.7,45.5
2020-09-21,92,70.0,,0.7,64.39999999999999
2020-09-22,91,70.0,,0.7,63.699999999999996
2020-09-23,96,70.0,,0.7,67.19999999999999
2020-09-24,99,70.0,,0.7,69.3
2020-09-25,89,70.0,,0.7,62.3
2020-09-26,57,70.0,,0.7,39.9
2020-09-27,59,70.0,,0.7,41.3
2020-09-28,87,70.0,,0.7,60.9
2020-09-29,89,70.0,,0.7,62.3
2020-09-30,94,70.0,,0.7,65.8
2020-10-01,78,70.0,False,0.7,54.599999999999994
2020-10-02,75,70.0,,0.7,52.5
2020-10-03,48,70.0,,0.7,33.599999999999994
2020-10-04,46,70.0,,0.7,32.199999999999996
2020-10-05,80,70.0,,0.7,56.0
2020-10-06,80,70.0,,0.7,56.0
2020-10-07,100,70.0,,0.7,70.0
2020-10-08,85,70.0,,0.7,59.49999999999999
2020-10-09,72,70.0,,0.7,50.4
2020-10-10,45,70.0,,0.7,31.499999999999996
2020-10-11,50,70.0,,0.7,35.0
2020-10-12,68,70.0,,0.7,47.599999999999994
2020-10-13,76,70.0,,0.7,53.199999999999996
2020-10-14,71,70.0,,0.7,49.699999999999996
2020-10-15,74,70.0,,0.7,51.8
2020-10-16,69,70.0,,0.7,48.3
2020-10-17,46,70.0,,0.7,32.199999999999996
2020-10-18,47,70.0,,0.7,32.9
2020-10-19,72,70.0,,0.7,50.4
2020-10-20,77,70.0,,0.7,53.9
2020-10-21,74,70.0,,0.7,51.8
2020-10-22,74,70.0,,0.7,51.8
2020-10-23,72,70.0,,0.7,50.4
2020-10-24,44,70.0,,0.7,30.799999999999997
2020-10-25,52,70.0,,0.7,36.4
2020-10-26,72,70.0,,0.7,50.4
2020-10-27,79,70.0,,0.7,55.3
2020-10-28,75,70.0,,0.7,52.5
2020-10-29,76,70.0,,0.7,53.199999999999996
2020-10-30,74,70.0,,0.7,51.8
2020-10-31,45,70.0,,0.7,31.499999999999996
2020-11-01,51,66.0,False,0.66,33.660000000000004
2020-11-02,88,66.0,,0.66,58.080000000000005
2020-11-03,77,66.0,,0.66,50.82
2020-11-04,54,66.0,,0.66,35.64
2020-11-05,65,66.0,,0.66,42.9
2020-11-06,69,66.0,,0.66,45.54
2020-11-07,44,66.0,,0.66,29.040000000000003
2020-11-08,46,66.0,,0.66,30.360000000000003
2020-11-09,88,66.0,,0.66,58.080000000000005
2020-11-10,96,66.0,,0.66,63.36
2020-11-11,82,66.0,,0.66,54.120000000000005
2020-11-12,90,66.0,,0.66,59.400000000000006
2020-11-13,90,66.0,,0.66,59.400000000000006
2020-11-14,58,66.0,,0.66,38.28
2020-11-15,58,66.0,,0.66,38.28
2020-11-16,97,66.0,,0.66,64.02
2020-11-17,99,66.0,,0.66,65.34
2020-11-18,100,66.0,,0.66,66.0
2020-11-19,100,66.0,,0.66,66.0
2020-11-20,95,66.0,,0.66,62.7
2020-11-21,58,66.0,,0.66,38.28
2020-11-22,57,66.0,,0.66,37.620000000000005
2020-11-23,79,66.0,,0.66,52.14
2020-11-24,78,66.0,,0.66,51.480000000000004
2020-11-25,67,66.0,,0.66,44.22
2020-11-26,52,66.0,,0.66,34.32
2020-11-27,67,66.0,,0.66,44.22
2020-11-28,58,66.0,,0.66,38.28
2020-11-29,59,66.0,,0.66,38.940000000000005
2020-11-30,91,66.0,,0.66,60.06
2020-12-01,91,66.0,False,0.66,60.06
2020-12-02,93,66.0,,0.66,61.38
2020-12-03,95,66.0,,0.66,62.7
2020-12-04,93,66.0,,0.66,61.38
2020-12-05,62,66.0,,0.66,40.92
2020-12-06,61,66.0,,0.66,40.260000000000005
2020-12-07,93,66.0,,0.66,61.38
2020-12-08,93,66.0,,0.66,61.38
2020-12-09,95,66.0,,0.66,62.7
2020-12-10,100,66.0,,0.66,66.0
2020-12-11,97,66.0,,0.66,64.02
2020-12-12,60,66.0,,0.66,39.6
2020-12-13,60,66.0,,0.66,39.6
2020-12-14,88,66.0,,0.66,58.080000000000005
2020-12-15,91,66.0,,0.66,60.06
2020-12-16,91,66.0,,0.66,60.06
2020-12-17,87,66.0,,0.66,57.42
2020-12-18,78,66.0,,0.66,51.480000000000004
2020-12-19,52,66.0,,0.66,34.32
2020-12-20,48,66.0,,0.66,31.68
2020-12-21,57,66.0,,0.66,37.620000000000005
2020-12-22,56,66.0,,0.66,36.96
2020-12-23,45,66.0,,0.66,29.700000000000003
2020-12-24,43,66.0,,0.66,28.380000000000003
2020-12-25,45,66.0,,0.66,29.700000000000003
2020-12-26,43,66.0,,0.66,28.380000000000003
2020-12-27,44,66.0,,0.66,29.040000000000003
2020-12-28,50,66.0,,0.66,33.0
2020-12-29,51,66.0,,0.66,33.660000000000004
2020-12-30,49,66.0,,0.66,32.34
2020-12-31,42,66.0,,0.66,27.720000000000002
2021-01-01,40,71.0,False,0.71,28.4
2021-01-02,45,71.0,,0.71,31.95
2021-01-03,47,71.0,,0.71,33.37
2021-01-04,63,71.0,,0.71,44.73
2021-01-05,80,71.0,,0.71,56.8
2021-01-06,71,71.0,,0.71,50.41
2021-01-07,79,71.0,,0.71,56.089999999999996
2021-01-08,82,71.0,,0.71,58.22
2021-01-09,53,71.0,,0.71,37.629999999999995
2021-01-10,46,71.0,,0.71,32.66
2021-01-11,78,71.0,,0.71,55.379999999999995
2021-01-12,83,71.0,,0.71,58.93
2021-01-13,87,71.0,,0.71,61.769999999999996
2021-01-14,96,71.0,,0.71,68.16
2021-01-15,92,71.0,,0.71,65.32
2021-01-16,54,71.0,,0.71,38.339999999999996
2021-01-17,54,71.0,,0.71,38.339999999999996
2021-01-18,56,71.0,,0.71,39.76
2021-01-19,86,71.0,,0.71,61.059999999999995
2021-01-20,86,71.0,,0.71,61.059999999999995
2021-01-21,99,71.0,,0.71,70.28999999999999
2021-01-22,90,71.0,,0.71,63.9
2021-01-23,61,71.0,,0.71,43.309999999999995
2021-01-24,60,71.0,,0.71,42.599999999999994
2021-01-25,93,71.0,,0.71,66.03
2021-01-26,97,71.0,,0.71,68.86999999999999
2021-01-27,99,71.0,,0.71,70.28999999999999
2021-01-28,100,71.0,,0.71,71.0
2021-01-29,98,71.0,,0.71,69.58
2021-01-30,62,71.0,,0.71,44.019999999999996
2021-01-31,64,71.0,,0.71,45.44
2021-02-01,94,80.0,False,0.8,75.2
2021-02-02,90,80.0,,0.8,72.0
2021-02-03,95,80.0,,0.8,76.0
2021-02-04,100,80.0,,0.8,80.0
2021-02-05,95,80.0,,0.8,76.0
2021-02-06,59,80.0,,0.8,47.2
2021-02-07,63,80.0,,0.8,50.400000000000006
2021-02-08,87,80.0,,0.8,69.60000000000001
2021-02-09,94,80.0,,0.8,75.2
2021-02-10,95,80.0,,0.8,76.0
2021-02-11,91,80.0,,0.8,72.8
2021-02-12,91,80.0,,0.8,72.8
2021-02-13,51,80.0,,0.8,40.800000000000004
2021-02-14,54,80.0,,0.8,43.2
2021-02-15,57,80.0,,0.8,45.6
2021-02-16,78,80.0,,0.8,62.400000000000006
2021-02-17,85,80.0,,0.8,68.0
2021-02-18,85,80.0,,0.8,68.0
2021-02-19,79,80.0,,0.8,63.2
2021-02-20,60,80.0,,0.8,48.0
2021-02-21,60,80.0,,0.8,48.0
2021-02-22,96,80.0,,0.8,76.80000000000001
2021-02-23,94,80.0,,0.8,75.2
2021-02-24,99,80.0,,0.8,79.2
2021-02-25,93,80.0,,0.8,74.4
2021-02-26,89,80.0,,0.8,71.2
2021-02-27,60,80.0,,0.8,48.0
2021-02-28,60,80.0,,0.8,48.0
2021-03-01,99,78.0,False,0.78,77.22
2021-03-02,99,78.0,,0.78,77.22
2021-03-03,97,78.0,,0.78,75.66
2021-03-04,98,78.0,,0.78,76.44
2021-03-05,100,78.0,,0.78,78.0
2021-03-06,64,78.0,,0.78,49.92
2021-03-07,66,78.0,,0.78,51.480000000000004
2021-03-08,92,78.0,,0.78,71.76
2021-03-09,93,78.0,,0.78,72.54
2021-03-10,95,78.0,,0.78,74.10000000000001
2021-03-11,99,78.0,,0.78,77.22
2021-03-12,97,78.0,,0.78,75.66
2021-03-13,61,78.0,,0.78,47.58
2021-03-14,59,78.0,,0.78,46.02
2021-03-15,90,78.0,,0.78,70.2
2021-03-16,100,78.0,,0.78,78.0
2021-03-17,97,78.0,,0.78,75.66
2021-03-18,91,78.0,,0.78,70.98
2021-03-19,81,78.0,,0.78,63.18
2021-03-20,59,78.0,,0.78,46.02
2021-03-21,60,78.0,,0.78,46.800000000000004
2021-03-22,88,78.0,,0.78,68.64
2021-03-23,93,78.0,,0.78,72.54
2021-03-24,94,78.0,,0.78,73.32000000000001
2021-03-25,89,78.0,,0.78,69.42
2021-03-26,82,78.0,,0.78,63.96
2021-03-27,60,78.0,,0.78,46.800000000000004
2021-03-28,61,78.0,,0.78,47.58
2021-03-29,85,78.0,,0.78,66.3
2021-03-30,87,78.0,,0.78,67.86
2021-03-31,85,78.0,,0.78,66.3
2021-04-01,90,71.0,False,0.71,63.9
2021-04-02,75,71.0,,0.71,53.25
2021-04-03,67,71.0,,0.71,47.57
2021-04-04,65,71.0,,0.71,46.15
2021-04-05,87,71.0,,0.71,61.769999999999996
2021-04-06,89,71.0,,0.71,63.19
2021-04-07,92,71.0,,0.71,65.32
2021-04-08,93,71.0,,0.71,66.03
2021-04-09,88,71.0,,0.71,62.48
2021-04-10,64,71.0,,0.71,45.44
2021-04-11,69,71.0,,0.71,48.989999999999995
2021-04-12,97,71.0,,0.71,68.86999999999999
2021-04-13,100,71.0,,0.71,71.0
2021-04-14,95,71.0,,0.71,67.45
2021-04-15,96,71.0,,0.71,68.16
2021-04-16,97,71.0,,0.71,68.86999999999999
2021-04-17,65,71.0,,0.71,46.15
2021-04-18,65,71.0,,0.71,46.15
2021-04-19,94,71.0,,0.71,66.74
2021-04-20,96,71.0,,0.71,68.16
2021-04-21,88,71.0,,0.71,62.48
