date,SLV_unscaled,SLV_monthly,isPartial,scale,SLV
2019-08-28,89,17.0,,0.17,15.13
2019-08-29,69,17.0,,0.17,11.73
2019-08-30,97,17.0,,0.17,16.490000000000002
2019-08-31,58,17.0,,0.17,9.860000000000001
2019-09-01,19,18.0,False,0.18,3.42
2019-09-02,18,18.0,,0.18,3.2399999999999998
2019-09-03,83,18.0,,0.18,14.94
2019-09-04,94,18.0,,0.18,16.919999999999998
2019-09-05,100,18.0,,0.18,18.0
2019-09-06,92,18.0,,0.18,16.56
2019-09-07,41,18.0,,0.18,7.38
2019-09-08,21,18.0,,0.18,3.78
2019-09-09,55,18.0,,0.18,9.9
2019-09-10,52,18.0,,0.18,9.36
2019-09-11,54,18.0,,0.18,9.719999999999999
2019-09-12,37,18.0,,0.18,6.66
2019-09-13,33,18.0,,0.18,5.9399999999999995
2019-09-14,18,18.0,,0.18,3.2399999999999998
2019-09-15,20,18.0,,0.18,3.5999999999999996
2019-09-16,59,18.0,,0.18,10.62
2019-09-17,57,18.0,,0.18,10.26
2019-09-18,46,18.0,,0.18,8.28
2019-09-19,51,18.0,,0.18,9.18
2019-09-20,59,18.0,,0.18,10.62
2019-09-21,16,18.0,,0.18,2.88
2019-09-22,13,18.0,,0.18,2.34
2019-09-23,67,18.0,,0.18,12.059999999999999
2019-09-24,59,18.0,,0.18,10.62
2019-09-25,54,18.0,,0.18,9.719999999999999
2019-09-26,43,18.0,,0.18,7.739999999999999
2019-09-27,45,18.0,,0.18,8.1
2019-09-28,20,18.0,,0.18,3.5999999999999996
2019-09-29,15,18.0,,0.18,2.6999999999999997
2019-09-30,38,18.0,,0.18,6.84
2019-10-01,100,11.0,False,0.11,11.0
2019-10-02,89,11.0,,0.11,9.790000000000001
2019-10-03,81,11.0,,0.11,8.91
2019-10-04,61,11.0,,0.11,6.71
2019-10-05,27,11.0,,0.11,2.97
2019-10-06,16,11.0,,0.11,1.76
2019-10-07,64,11.0,,0.11,7.04
2019-10-08,87,11.0,,0.11,9.57
2019-10-09,70,11.0,,0.11,7.7
2019-10-10,69,11.0,,0.11,7.59
2019-10-11,52,11.0,,0.11,5.72
2019-10-12,29,11.0,,0.11,3.19
2019-10-13,19,11.0,,0.11,2.09
2019-10-14,72,11.0,,0.11,7.92
2019-10-15,64,11.0,,0.11,7.04
2019-10-16,73,11.0,,0.11,8.03
2019-10-17,44,11.0,,0.11,4.84
2019-10-18,39,11.0,,0.11,4.29
2019-10-19,22,11.0,,0.11,2.42
2019-10-20,40,11.0,,0.11,4.4
2019-10-21,51,11.0,,0.11,5.61
2019-10-22,61,11.0,,0.11,6.71
2019-10-23,63,11.0,,0.11,6.93
2019-10-24,52,11.0,,0.11,5.72
2019-10-25,63,11.0,,0.11,6.93
2019-10-26,33,11.0,,0.11,3.63
2019-10-27,11,11.0,,0.11,1.21
2019-10-28,57,11.0,,0.11,6.2700000000000005
2019-10-29,65,11.0,,0.11,7.15
2019-10-30,50,11.0,,0.11,5.5
2019-10-31,57,11.0,,0.11,6.2700000000000005
2019-11-01,62,8.0,False,0.08,4.96
2019-11-02,32,8.0,,0.08,2.56
2019-11-03,22,8.0,,0.08,1.76
2019-11-04,53,8.0,,0.08,4.24
2019-11-05,75,8.0,,0.08,6.0
2019-11-06,90,8.0,,0.08,7.2
2019-11-07,83,8.0,,0.08,6.640000000000001
2019-11-08,86,8.0,,0.08,6.88
2019-11-09,40,8.0,,0.08,3.2
2019-11-10,22,8.0,,0.08,1.76
2019-11-11,61,8.0,,0.08,4.88
2019-11-12,82,8.0,,0.08,6.5600000000000005
2019-11-13,67,8.0,,0.08,5.36
2019-11-14,49,8.0,,0.08,3.92
2019-11-15,47,8.0,,0.08,3.7600000000000002
2019-11-16,31,8.0,,0.08,2.48
2019-11-17,31,8.0,,0.08,2.48
2019-11-18,57,8.0,,0.08,4.5600000000000005
2019-11-19,100,8.0,,0.08,8.0
2019-11-20,59,8.0,,0.08,4.72
2019-11-21,69,8.0,,0.08,5.5200000000000005
2019-11-22,57,8.0,,0.08,4.5600000000000005
2019-11-23,21,8.0,,0.08,1.68
2019-11-24,15,8.0,,0.08,1.2
2019-11-25,51,8.0,,0.08,4.08
2019-11-26,64,8.0,,0.08,5.12
2019-11-27,77,8.0,,0.08,6.16
2019-11-28,22,8.0,,0.08,1.76
2019-11-29,35,8.0,,0.08,2.8000000000000003
2019-11-30,24,8.0,,0.08,1.92
2019-12-01,9,9.0,False,0.09,0.8099999999999999
2019-12-02,51,9.0,,0.09,4.59
2019-12-03,62,9.0,,0.09,5.58
2019-12-04,78,9.0,,0.09,7.02
2019-12-05,64,9.0,,0.09,5.76
2019-12-06,33,9.0,,0.09,2.9699999999999998
2019-12-07,36,9.0,,0.09,3.2399999999999998
2019-12-08,27,9.0,,0.09,2.4299999999999997
2019-12-09,89,9.0,,0.09,8.01
2019-12-10,62,9.0,,0.09,5.58
2019-12-11,38,9.0,,0.09,3.42
2019-12-12,46,9.0,,0.09,4.14
2019-12-13,46,9.0,,0.09,4.14
2019-12-14,30,9.0,,0.09,2.6999999999999997
2019-12-15,33,9.0,,0.09,2.9699999999999998
2019-12-16,64,9.0,,0.09,5.76
2019-12-17,59,9.0,,0.09,5.31
2019-12-18,64,9.0,,0.09,5.76
2019-12-19,50,9.0,,0.09,4.5
2019-12-20,68,9.0,,0.09,6.12
2019-12-21,25,9.0,,0.09,2.25
2019-12-22,13,9.0,,0.09,1.17
2019-12-23,100,9.0,,0.09,9.0
2019-12-24,88,9.0,,0.09,7.92
2019-12-25,34,9.0,,0.09,3.06
2019-12-26,72,9.0,,0.09,6.4799999999999995
2019-12-27,87,9.0,,0.09,7.83
2019-12-28,30,9.0,,0.09,2.6999999999999997
2019-12-29,20,9.0,,0.09,1.7999999999999998
2019-12-30,92,9.0,,0.09,8.28
2019-12-31,74,9.0,,0.09,6.66
2020-01-01,18,10.0,False,0.1,1.8
2020-01-02,68,10.0,,0.1,6.800000000000001
2020-01-03,55,10.0,,0.1,5.5
2020-01-04,15,10.0,,0.1,1.5
2020-01-05,13,10.0,,0.1,1.3
2020-01-06,100,10.0,,0.1,10.0
2020-01-07,79,10.0,,0.1,7.9
2020-01-08,70,10.0,,0.1,7.0
2020-01-09,38,10.0,,0.1,3.8000000000000003
2020-01-10,43,10.0,,0.1,4.3
2020-01-11,17,10.0,,0.1,1.7000000000000002
2020-01-12,21,10.0,,0.1,2.1
2020-01-13,56,10.0,,0.1,5.6000000000000005
2020-01-14,51,10.0,,0.1,5.1000000000000005
2020-01-15,49,10.0,,0.1,4.9
2020-01-16,61,10.0,,0.1,6.1000000000000005
2020-01-17,51,10.0,,0.1,5.1000000000000005
2020-01-18,20,10.0,,0.1,2.0
2020-01-19,19,10.0,,0.1,1.9000000000000001
2020-01-20,35,10.0,,0.1,3.5
2020-01-21,41,10.0,,0.1,4.1000000000000005
2020-01-22,66,10.0,,0.1,6.6000000000000005
2020-01-23,53,10.0,,0.1,5.300000000000001
2020-01-24,64,10.0,,0.1,6.4
2020-01-25,39,10.0,,0.1,3.9000000000000004
2020-01-26,18,10.0,,0.1,1.8
2020-01-27,66,10.0,,0.1,6.6000000000000005
2020-01-28,58,10.0,,0.1,5.800000000000001
2020-01-29,55,10.0,,0.1,5.5
2020-01-30,70,10.0,,0.1,7.0
2020-01-31,54,10.0,,0.1,5.4
2020-02-01,23,13.0,False,0.13,2.99
2020-02-02,19,13.0,,0.13,2.47
2020-02-03,46,13.0,,0.13,5.98
2020-02-04,63,13.0,,0.13,8.19
2020-02-05,43,13.0,,0.13,5.59
2020-02-06,55,13.0,,0.13,7.15
2020-02-07,38,13.0,,0.13,4.94
2020-02-08,17,13.0,,0.13,2.21
2020-02-09,32,13.0,,0.13,4.16
2020-02-10,44,13.0,,0.13,5.720000000000001
2020-02-11,35,13.0,,0.13,4.55
2020-02-12,48,13.0,,0.13,6.24
2020-02-13,59,13.0,,0.13,7.67
2020-02-14,59,13.0,,0.13,7.67
2020-02-15,17,13.0,,0.13,2.21
2020-02-16,25,13.0,,0.13,3.25
2020-02-17,19,13.0,,0.13,2.47
2020-02-18,61,13.0,,0.13,7.930000000000001
2020-02-19,60,13.0,,0.13,7.800000000000001
2020-02-20,73,13.0,,0.13,9.49
2020-02-21,74,13.0,,0.13,9.620000000000001
2020-02-22,30,13.0,,0.13,3.9000000000000004
2020-02-23,31,13.0,,0.13,4.03
2020-02-24,92,13.0,,0.13,11.96
2020-02-25,98,13.0,,0.13,12.74
2020-02-26,76,13.0,,0.13,9.88
2020-02-27,64,13.0,,0.13,8.32
2020-02-28,100,13.0,,0.13,13.0
2020-02-29,26,13.0,,0.13,3.38
2020-03-01,11,20.0,False,0.2,2.2
2020-03-02,46,20.0,,0.2,9.200000000000001
2020-03-03,61,20.0,,0.2,12.200000000000001
2020-03-04,48,20.0,,0.2,9.600000000000001
2020-03-05,45,20.0,,0.2,9.0
2020-03-06,45,20.0,,0.2,9.0
2020-03-07,25,20.0,,0.2,5.0
2020-03-08,11,20.0,,0.2,2.2
2020-03-09,54,20.0,,0.2,10.8
2020-03-10,43,20.0,,0.2,8.6
2020-03-11,39,20.0,,0.2,7.800000000000001
2020-03-12,61,20.0,,0.2,12.200000000000001
2020-03-13,54,20.0,,0.2,10.8
2020-03-14,30,20.0,,0.2,6.0
2020-03-15,25,20.0,,0.2,5.0
2020-03-16,82,20.0,,0.2,16.400000000000002
2020-03-17,85,20.0,,0.2,17.0
2020-03-18,75,20.0,,0.2,15.0
2020-03-19,85,20.0,,0.2,17.0
2020-03-20,78,20.0,,0.2,15.600000000000001
2020-03-21,31,20.0,,0.2,6.2
2020-03-22,24,20.0,,0.2,4.800000000000001
2020-03-23,95,20.0,,0.2,19.0
2020-03-24,100,20.0,,0.2,20.0
2020-03-25,97,20.0,,0.2,19.400000000000002
2020-03-26,86,20.0,,0.2,17.2
2020-03-27,73,20.0,,0.2,14.600000000000001
2020-03-28,22,20.0,,0.2,4.4
2020-03-29,19,20.0,,0.2,3.8000000000000003
2020-03-30,62,20.0,,0.2,12.4
2020-03-31,45,20.0,,0.2,9.0
2020-04-01,76,17.0,False,0.17,12.920000000000002
2020-04-02,78,17.0,,0.17,13.260000000000002
2020-04-03,72,17.0,,0.17,12.24
2020-04-04,29,17.0,,0.17,4.930000000000001
2020-04-05,15,17.0,,0.17,2.5500000000000003
2020-04-06,87,17.0,,0.17,14.790000000000001
2020-04-07,100,17.0,,0.17,17.0
2020-04-08,63,17.0,,0.17,10.71
2020-04-09,79,17.0,,0.17,13.430000000000001
2020-04-10,34,17.0,,0.17,5.78
2020-04-11,26,17.0,,0.17,4.42
2020-04-12,31,17.0,,0.17,5.2700000000000005
2020-04-13,74,17.0,,0.17,12.58
2020-04-14,96,17.0,,0.17,16.32
2020-04-15,79,17.0,,0.17,13.430000000000001
2020-04-16,65,17.0,,0.17,11.05
2020-04-17,65,17.0,,0.17,11.05
2020-04-18,32,17.0,,0.17,5.44
2020-04-19,14,17.0,,0.17,2.3800000000000003
2020-04-20,59,17.0,,0.17,10.030000000000001
2020-04-21,68,17.0,,0.17,11.56
2020-04-22,71,17.0,,0.17,12.07
2020-04-23,57,17.0,,0.17,9.690000000000001
2020-04-24,48,17.0,,0.17,8.16
2020-04-25,20,17.0,,0.17,3.4000000000000004
2020-04-26,23,17.0,,0.17,3.91
2020-04-27,52,17.0,,0.17,8.84
2020-04-28,66,17.0,,0.17,11.22
2020-04-29,62,17.0,,0.17,10.540000000000001
2020-04-30,69,17.0,,0.17,11.73
2020-05-01,42,18.0,False,0.18,7.56
2020-05-02,16,18.0,,0.18,2.88
2020-05-03,25,18.0,,0.18,4.5
2020-05-04,49,18.0,,0.18,8.82
2020-05-05,53,18.0,,0.18,9.54
2020-05-06,34,18.0,,0.18,6.12
2020-05-07,45,18.0,,0.18,8.1
2020-05-08,50,18.0,,0.18,9.0
2020-05-09,17,18.0,,0.18,3.06
2020-05-10,11,18.0,,0.18,1.98
2020-05-11,57,18.0,,0.18,10.26
2020-05-12,48,18.0,,0.18,8.64
2020-05-13,43,18.0,,0.18,7.739999999999999
2020-05-14,44,18.0,,0.18,7.92
2020-05-15,100,18.0,,0.18,18.0
2020-05-16,24,18.0,,0.18,4.32
2020-05-17,24,18.0,,0.18,4.32
2020-05-18,91,18.0,,0.18,16.38
2020-05-19,86,18.0,,0.18,15.479999999999999
2020-05-20,82,18.0,,0.18,14.76
2020-05-21,71,18.0,,0.18,12.78
2020-05-22,49,18.0,,0.18,8.82
2020-05-23,22,18.0,,0.18,3.96
2020-05-24,14,18.0,,0.18,2.52
2020-05-25,12,18.0,,0.18,2.16
2020-05-26,60,18.0,,0.18,10.799999999999999
2020-05-27,52,18.0,,0.18,9.36
2020-05-28,59,18.0,,0.18,10.62
2020-05-29,62,18.0,,0.18,11.16
2020-05-30,19,18.0,,0.18,3.42
2020-05-31,25,18.0,,0.18,4.5
2020-06-01,100,16.0,False,0.16,16.0
2020-06-02,72,16.0,,0.16,11.52
2020-06-03,87,16.0,,0.16,13.92
2020-06-04,62,16.0,,0.16,9.92
2020-06-05,75,16.0,,0.16,12.0
2020-06-06,27,16.0,,0.16,4.32
2020-06-07,22,16.0,,0.16,3.52
2020-06-08,62,16.0,,0.16,9.92
2020-06-09,57,16.0,,0.16,9.120000000000001
2020-06-10,75,16.0,,0.16,12.0
2020-06-11,72,16.0,,0.16,11.52
2020-06-12,64,16.0,,0.16,10.24
2020-06-13,8,16.0,,0.16,1.28
2020-06-14,20,16.0,,0.16,3.2
2020-06-15,57,16.0,,0.16,9.120000000000001
2020-06-16,71,16.0,,0.16,11.36
2020-06-17,61,16.0,,0.16,9.76
2020-06-18,65,16.0,,0.16,10.4
2020-06-19,63,16.0,,0.16,10.08
2020-06-20,26,16.0,,0.16,4.16
2020-06-21,5,16.0,,0.16,0.8
2020-06-22,61,16.0,,0.16,9.76
2020-06-23,65,16.0,,0.16,10.4
2020-06-24,67,16.0,,0.16,10.72
2020-06-25,54,16.0,,0.16,8.64
2020-06-26,60,16.0,,0.16,9.6
2020-06-27,21,16.0,,0.16,3.36
2020-06-28,19,16.0,,0.16,3.04
2020-06-29,62,16.0,,0.16,9.92
2020-06-30,63,16.0,,0.16,10.08
2020-07-01,17,35.0,False,0.35,5.949999999999999
2020-07-02,17,35.0,,0.35,5.949999999999999
2020-07-03,6,35.0,,0.35,2.0999999999999996
2020-07-04,6,35.0,,0.35,2.0999999999999996
2020-07-05,6,35.0,,0.35,2.0999999999999996
2020-07-06,19,35.0,,0.35,6.6499999999999995
2020-07-07,19,35.0,,0.35,6.6499999999999995
2020-07-08,29,35.0,,0.35,10.149999999999999
2020-07-09,26,35.0,,0.35,9.1
2020-07-10,18,35.0,,0.35,6.3
2020-07-11,6,35.0,,0.35,2.0999999999999996
2020-07-12,7,35.0,,0.35,2.4499999999999997
2020-07-13,21,35.0,,0.35,7.35
2020-07-14,24,35.0,,0.35,8.399999999999999
2020-07-15,21,35.0,,0.35,7.35
2020-07-16,22,35.0,,0.35,7.699999999999999
2020-07-17,20,35.0,,0.35,7.0
2020-07-18,9,35.0,,0.35,3.15
2020-07-19,6,35.0,,0.35,2.0999999999999996
2020-07-20,30,35.0,,0.35,10.5
2020-07-21,50,35.0,,0.35,17.5
2020-07-22,92,35.0,,0.35,32.199999999999996
2020-07-23,79,35.0,,0.35,27.65
2020-07-24,60,35.0,,0.35,21.0
2020-07-25,20,35.0,,0.35,7.0
2020-07-26,17,35.0,,0.35,5.949999999999999
2020-07-27,100,35.0,,0.35,35.0
2020-07-28,97,35.0,,0.35,33.949999999999996
2020-07-29,77,35.0,,0.35,26.95
2020-07-30,66,35.0,,0.35,23.099999999999998
2020-07-31,64,35.0,,0.35,22.4
2020-08-01,19,53.0,False,0.53,10.07
2020-08-02,15,53.0,,0.53,7.95
2020-08-03,45,53.0,,0.53,23.85
2020-08-04,62,53.0,,0.53,32.86
2020-08-05,77,53.0,,0.53,40.81
2020-08-06,94,53.0,,0.53,49.82
2020-08-07,95,53.0,,0.53,50.35
2020-08-08,28,53.0,,0.53,14.84
2020-08-09,18,53.0,,0.53,9.540000000000001
2020-08-10,81,53.0,,0.53,42.93
2020-08-11,100,53.0,,0.53,53.0
2020-08-12,91,53.0,,0.53,48.230000000000004
2020-08-13,77,53.0,,0.53,40.81
2020-08-14,69,53.0,,0.53,36.57
2020-08-15,18,53.0,,0.53,9.540000000000001
2020-08-16,16,53.0,,0.53,8.48
2020-08-17,62,53.0,,0.53,32.86
2020-08-18,53,53.0,,0.53,28.09
2020-08-19,58,53.0,,0.53,30.740000000000002
2020-08-20,45,53.0,,0.53,23.85
2020-08-21,48,53.0,,0.53,25.44
2020-08-22,13,53.0,,0.53,6.890000000000001
2020-08-23,9,53.0,,0.53,4.7700000000000005
2020-08-24,40,53.0,,0.53,21.200000000000003
2020-08-25,41,53.0,,0.53,21.73
2020-08-26,55,53.0,,0.53,29.150000000000002
2020-08-27,45,53.0,,0.53,23.85
2020-08-28,41,53.0,,0.53,21.73
2020-08-29,14,53.0,,0.53,7.42
2020-08-30,8,53.0,,0.53,4.24
2020-08-31,42,53.0,,0.53,22.26
2020-09-01,100,29.0,False,0.29,28.999999999999996
2020-09-02,72,29.0,,0.29,20.88
2020-09-03,76,29.0,,0.29,22.04
2020-09-04,73,29.0,,0.29,21.169999999999998
2020-09-05,22,29.0,,0.29,6.38
2020-09-06,13,29.0,,0.29,3.7699999999999996
2020-09-07,15,29.0,,0.29,4.35
2020-09-08,80,29.0,,0.29,23.2
2020-09-09,71,29.0,,0.29,20.59
2020-09-10,66,29.0,,0.29,19.139999999999997
2020-09-11,52,29.0,,0.29,15.079999999999998
2020-09-12,15,29.0,,0.29,4.35
2020-09-13,13,29.0,,0.29,3.7699999999999996
2020-09-14,54,29.0,,0.29,15.659999999999998
2020-09-15,64,29.0,,0.29,18.56
2020-09-16,62,29.0,,0.29,17.98
2020-09-17,55,29.0,,0.29,15.95
2020-09-18,50,29.0,,0.29,14.499999999999998
2020-09-19,12,29.0,,0.29,3.4799999999999995
2020-09-20,6,29.0,,0.29,1.7399999999999998
2020-09-21,91,29.0,,0.29,26.389999999999997
2020-09-22,70,29.0,,0.29,20.299999999999997
2020-09-23,80,29.0,,0.29,23.2
2020-09-24,75,29.0,,0.29,21.75
2020-09-25,67,29.0,,0.29,19.43
2020-09-26,20,29.0,,0.29,5.8
2020-09-27,11,29.0,,0.29,3.19
2020-09-28,60,29.0,,0.29,17.4
2020-09-29,69,29.0,,0.29,20.009999999999998
2020-09-30,63,29.0,,0.29,18.27
2020-10-01,74,20.0,False,0.2,14.8
2020-10-02,74,20.0,,0.2,14.8
2020-10-03,19,20.0,,0.2,3.8000000000000003
2020-10-04,20,20.0,,0.2,4.0
2020-10-05,83,20.0,,0.2,16.6
2020-10-06,77,20.0,,0.2,15.4
2020-10-07,84,20.0,,0.2,16.8
2020-10-08,72,20.0,,0.2,14.4
2020-10-09,80,20.0,,0.2,16.0
2020-10-10,26,20.0,,0.2,5.2
2020-10-11,18,20.0,,0.2,3.6
2020-10-12,83,20.0,,0.2,16.6
2020-10-13,100,20.0,,0.2,20.0
2020-10-14,71,20.0,,0.2,14.200000000000001
2020-10-15,89,20.0,,0.2,17.8
2020-10-16,60,20.0,,0.2,12.0
2020-10-17,27,20.0,,0.2,5.4
2020-10-18,11,20.0,,0.2,2.2
2020-10-19,70,20.0,,0.2,14.0
2020-10-20,74,20.0,,0.2,14.8
2020-10-21,82,20.0,,0.2,16.400000000000002
2020-10-22,75,20.0,,0.2,15.0
2020-10-23,63,20.0,,0.2,12.600000000000001
2020-10-24,17,20.0,,0.2,3.4000000000000004
2020-10-25,23,20.0,,0.2,4.6000000000000005
2020-10-26,63,20.0,,0.2,12.600000000000001
2020-10-27,72,20.0,,0.2,14.4
2020-10-28,72,20.0,,0.2,14.4
2020-10-29,76,20.0,,0.2,15.200000000000001
2020-10-30,72,20.0,,0.2,14.4
2020-10-31,23,20.0,,0.2,4.6000000000000005
2020-11-01,22,17.0,False,0.17,3.74
2020-11-02,48,17.0,,0.17,8.16
2020-11-03,65,17.0,,0.17,11.05
2020-11-04,19,17.0,,0.17,3.2300000000000004
2020-11-05,66,17.0,,0.17,11.22
2020-11-06,75,17.0,,0.17,12.750000000000002
2020-11-07,23,17.0,,0.17,3.91
2020-11-08,18,17.0,,0.17,3.06
2020-11-09,100,17.0,,0.17,17.0
2020-11-10,77,17.0,,0.17,13.090000000000002
2020-11-11,49,17.0,,0.17,8.33
2020-11-12,57,17.0,,0.17,9.690000000000001
2020-11-13,75,17.0,,0.17,12.750000000000002
2020-11-14,33,17.0,,0.17,5.61
2020-11-15,16,17.0,,0.17,2.72
2020-11-16,69,17.0,,0.17,11.73
2020-11-17,52,17.0,,0.17,8.84
2020-11-18,61,17.0,,0.17,10.370000000000001
2020-11-19,47,17.0,,0.17,7.99
2020-11-20,57,17.0,,0.17,9.690000000000001
2020-11-21,14,17.0,,0.17,2.3800000000000003
2020-11-22,11,17.0,,0.17,1.87
2020-11-23,45,17.0,,0.17,7.65
2020-11-24,64,17.0,,0.17,10.88
2020-11-25,55,17.0,,0.17,9.350000000000001
2020-11-26,25,17.0,,0.17,4.25
2020-11-27,45,17.0,,0.17,7.65
2020-11-28,20,17.0,,0.17,3.4000000000000004
2020-11-29,12,17.0,,0.17,2.04
2020-11-30,69,17.0,,0.17,11.73
2020-12-01,61,20.0,False,0.2,12.200000000000001
2020-12-02,69,20.0,,0.2,13.8
2020-12-03,53,20.0,,0.2,10.600000000000001
2020-12-04,62,20.0,,0.2,12.4
2020-12-05,22,20.0,,0.2,4.4
2020-12-06,29,20.0,,0.2,5.800000000000001
2020-12-07,70,20.0,,0.2,14.0
2020-12-08,84,20.0,,0.2,16.8
2020-12-09,68,20.0,,0.2,13.600000000000001
2020-12-10,62,20.0,,0.2,12.4
2020-12-11,65,20.0,,0.2,13.0
2020-12-12,16,20.0,,0.2,3.2
2020-12-13,16,20.0,,0.2,3.2
2020-12-14,57,20.0,,0.2,11.4
2020-12-15,61,20.0,,0.2,12.200000000000001
2020-12-16,80,20.0,,0.2,16.0
2020-12-17,98,20.0,,0.2,19.6
2020-12-18,81,20.0,,0.2,16.2
2020-12-19,27,20.0,,0.2,5.4
2020-12-20,18,20.0,,0.2,3.6
2020-12-21,92,20.0,,0.2,18.400000000000002
2020-12-22,66,20.0,,0.2,13.200000000000001
2020-12-23,71,20.0,,0.2,14.200000000000001
2020-12-24,43,20.0,,0.2,8.6
2020-12-25,16,20.0,,0.2,3.2
2020-12-26,15,20.0,,0.2,3.0
2020-12-27,24,20.0,,0.2,4.800000000000001
2020-12-28,77,20.0,,0.2,15.4
2020-12-29,82,20.0,,0.2,16.400000000000002
2020-12-30,100,20.0,,0.2,20.0
2020-12-31,77,20.0,,0.2,15.4
2021-01-01,3,42.0,False,0.42,1.26
2021-01-02,2,42.0,,0.42,0.84
2021-01-03,2,42.0,,0.42,0.84
2021-01-04,10,42.0,,0.42,4.2
2021-01-05,12,42.0,,0.42,5.04
2021-01-06,10,42.0,,0.42,4.2
2021-01-07,8,42.0,,0.42,3.36
2021-01-08,11,42.0,,0.42,4.62
2021-01-09,4,42.0,,0.42,1.68
2021-01-10,1,42.0,,0.42,0.42
2021-01-11,8,42.0,,0.42,3.36
2021-01-12,7,42.0,,0.42,2.94
2021-01-13,8,42.0,,0.42,3.36
2021-01-14,8,42.0,,0.42,3.36
2021-01-15,9,42.0,,0.42,3.78
2021-01-16,2,42.0,,0.42,0.84
2021-01-17,2,42.0,,0.42,0.84
2021-01-18,3,42.0,,0.42,1.26
2021-01-19,7,42.0,,0.42,2.94
2021-01-20,7,42.0,,0.42,2.94
2021-01-21,6,42.0,,0.42,2.52
2021-01-22,6,42.0,,0.42,2.52
2021-01-23,3,42.0,,0.42,1.26
2021-01-24,2,42.0,,0.42,0.84
2021-01-25,6,42.0,,0.42,2.52
2021-01-26,7,42.0,,0.42,2.94
2021-01-27,8,42.0,,0.42,3.36
2021-01-28,58,42.0,,0.42,24.36
2021-01-29,83,42.0,,0.42,34.86
2021-01-30,44,42.0,,0.42,18.48
2021-01-31,100,42.0,,0.42,42.0
2021-02-01,100,100.0,False,1.0,100.0
2021-02-02,40,100.0,,1.0,40.0
2021-02-03,21,100.0,,1.0,21.0
2021-02-04,15,100.0,,1.0,15.0
2021-02-05,11,100.0,,1.0,11.0
2021-02-06,4,100.0,,1.0,4.0
2021-02-07,2,100.0,,1.0,2.0
2021-02-08,7,100.0,,1.0,7.0
2021-02-09,6,100.0,,1.0,6.0
2021-02-10,7,100.0,,1.0,7.0
2021-02-11,6,100.0,,1.0,6.0
2021-02-12,4,100.0,,1.0,4.0
2021-02-13,2,100.0,,1.0,2.0
2021-02-14,2,100.0,,1.0,2.0
2021-02-15,3,100.0,,1.0,3.0
2021-02-16,5,100.0,,1.0,5.0
2021-02-17,6,100.0,,1.0,6.0
2021-02-18,5,100.0,,1.0,5.0
2021-02-19,4,100.0,,1.0,4.0
2021-02-20,2,100.0,,1.0,2.0
2021-02-21,1,100.0,,1.0,1.0
2021-02-22,5,100.0,,1.0,5.0
2021-02-23,6,100.0,,1.0,6.0
2021-02-24,5,100.0,,1.0,5.0
2021-02-25,6,100.0,,1.0,6.0
2021-02-26,4,100.0,,1.0,4.0
2021-02-27,2,100.0,,1.0,2.0
2021-02-28,1,100.0,,1.0,1.0
2021-03-01,99,22.0,False,0.22,21.78
2021-03-02,85,22.0,,0.22,18.7
2021-03-03,78,22.0,,0.22,17.16
2021-03-04,68,22.0,,0.22,14.96
2021-03-05,100,22.0,,0.22,22.0
2021-03-06,31,22.0,,0.22,6.82
2021-03-07,16,22.0,,0.22,3.52
2021-03-08,87,22.0,,0.22,19.14
2021-03-09,75,22.0,,0.22,16.5
2021-03-10,76,22.0,,0.22,16.72
2021-03-11,74,22.0,,0.22,16.28
2021-03-12,56,22.0,,0.22,12.32
2021-03-13,22,22.0,,0.22,4.84
2021-03-14,16,22.0,,0.22,3.52
2021-03-15,48,22.0,,0.22,10.56
2021-03-16,62,22.0,,0.22,13.64
2021-03-17,54,22.0,,0.22,11.88
2021-03-18,55,22.0,,0.22,12.1
2021-03-19,48,22.0,,0.22,10.56
2021-03-20,18,22.0,,0.22,3.96
2021-03-21,21,22.0,,0.22,4.62
2021-03-22,45,22.0,,0.22,9.9
2021-03-23,62,22.0,,0.22,13.64
2021-03-24,63,22.0,,0.22,13.86
2021-03-25,52,22.0,,0.22,11.44
2021-03-26,48,22.0,,0.22,10.56
2021-03-27,23,22.0,,0.22,5.06
2021-03-28,20,22.0,,0.22,4.4
2021-03-29,69,22.0,,0.22,15.18
2021-03-30,60,22.0,,0.22,13.2
2021-03-31,38,22.0,,0.22,8.36
2021-04-01,100,18.0,False,0.18,18.0
2021-04-02,42,18.0,,0.18,7.56
2021-04-03,37,18.0,,0.18,6.66
2021-04-04,22,18.0,,0.18,3.96
2021-04-05,71,18.0,,0.18,12.78
2021-04-06,74,18.0,,0.18,13.32
2021-04-07,78,18.0,,0.18,14.04
2021-04-08,74,18.0,,0.18,13.32
2021-04-09,71,18.0,,0.18,12.78
2021-04-10,28,18.0,,0.18,5.04
2021-04-11,16,18.0,,0.18,2.88
2021-04-12,69,18.0,,0.18,12.42
2021-04-13,49,18.0,,0.18,8.82
2021-04-14,67,18.0,,0.18,12.059999999999999
2021-04-15,78,18.0,,0.18,14.04
2021-04-16,87,18.0,,0.18,15.66
2021-04-17,26,18.0,,0.18,4.68
2021-04-18,31,18.0,,0.18,5.58
2021-04-19,70,18.0,,0.18,12.6
2021-04-20,61,18.0,,0.18,10.98
2021-04-21,65,18.0,,0.18,11.7
2021-04-22,72,18.0,,0.18,12.959999999999999
