date,REAL_unscaled,REAL_monthly,isPartial,scale,REAL
2019-09-06,78,86.0,,0.86,67.08
2019-09-07,79,86.0,,0.86,67.94
2019-09-08,78,86.0,,0.86,67.08
2019-09-09,80,86.0,,0.86,68.8
2019-09-10,79,86.0,,0.86,67.94
2019-09-11,81,86.0,,0.86,69.66
2019-09-12,83,86.0,,0.86,71.38
2019-09-13,78,86.0,,0.86,67.08
2019-09-14,87,86.0,,0.86,74.82
2019-09-15,84,86.0,,0.86,72.24
2019-09-16,82,86.0,,0.86,70.52
2019-09-17,90,86.0,,0.86,77.4
2019-09-18,100,86.0,,0.86,86.0
2019-09-19,85,86.0,,0.86,73.1
2019-09-20,83,86.0,,0.86,71.38
2019-09-21,84,86.0,,0.86,72.24
2019-09-22,99,86.0,,0.86,85.14
2019-09-23,87,86.0,,0.86,74.82
2019-09-24,87,86.0,,0.86,74.82
2019-09-25,94,86.0,,0.86,80.84
2019-09-26,86,86.0,,0.86,73.96
2019-09-27,82,86.0,,0.86,70.52
2019-09-28,98,86.0,,0.86,84.28
2019-09-29,85,86.0,,0.86,73.1
2019-09-30,83,86.0,,0.86,71.38
2019-10-01,100,84.0,False,0.84,84.0
2019-10-02,95,84.0,,0.84,79.8
2019-10-03,84,84.0,,0.84,70.56
2019-10-04,80,84.0,,0.84,67.2
2019-10-05,87,84.0,,0.84,73.08
2019-10-06,81,84.0,,0.84,68.03999999999999
2019-10-07,82,84.0,,0.84,68.88
2019-10-08,80,84.0,,0.84,67.2
2019-10-09,80,84.0,,0.84,67.2
2019-10-10,80,84.0,,0.84,67.2
2019-10-11,76,84.0,,0.84,63.839999999999996
2019-10-12,80,84.0,,0.84,67.2
2019-10-13,75,84.0,,0.84,63.0
2019-10-14,78,84.0,,0.84,65.52
2019-10-15,78,84.0,,0.84,65.52
2019-10-16,81,84.0,,0.84,68.03999999999999
2019-10-17,81,84.0,,0.84,68.03999999999999
2019-10-18,78,84.0,,0.84,65.52
2019-10-19,92,84.0,,0.84,77.28
2019-10-20,84,84.0,,0.84,70.56
2019-10-21,84,84.0,,0.84,70.56
2019-10-22,96,84.0,,0.84,80.64
2019-10-23,80,84.0,,0.84,67.2
2019-10-24,79,84.0,,0.84,66.36
2019-10-25,76,84.0,,0.84,63.839999999999996
2019-10-26,79,84.0,,0.84,66.36
2019-10-27,81,84.0,,0.84,68.03999999999999
2019-10-28,81,84.0,,0.84,68.03999999999999
2019-10-29,82,84.0,,0.84,68.88
2019-10-30,91,84.0,,0.84,76.44
2019-10-31,81,84.0,,0.84,68.03999999999999
2019-11-01,77,80.0,False,0.8,61.6
2019-11-02,91,80.0,,0.8,72.8
2019-11-03,83,80.0,,0.8,66.4
2019-11-04,81,80.0,,0.8,64.8
2019-11-05,83,80.0,,0.8,66.4
2019-11-06,99,80.0,,0.8,79.2
2019-11-07,87,80.0,,0.8,69.60000000000001
2019-11-08,81,80.0,,0.8,64.8
2019-11-09,92,80.0,,0.8,73.60000000000001
2019-11-10,84,80.0,,0.8,67.2
2019-11-11,77,80.0,,0.8,61.6
2019-11-12,78,80.0,,0.8,62.400000000000006
2019-11-13,78,80.0,,0.8,62.400000000000006
2019-11-14,80,80.0,,0.8,64.0
2019-11-15,75,80.0,,0.8,60.0
2019-11-16,78,80.0,,0.8,62.400000000000006
2019-11-17,80,80.0,,0.8,64.0
2019-11-18,79,80.0,,0.8,63.2
2019-11-19,78,80.0,,0.8,62.400000000000006
2019-11-20,80,80.0,,0.8,64.0
2019-11-21,77,80.0,,0.8,61.6
2019-11-22,77,80.0,,0.8,61.6
2019-11-23,91,80.0,,0.8,72.8
2019-11-24,82,80.0,,0.8,65.60000000000001
2019-11-25,81,80.0,,0.8,64.8
2019-11-26,100,80.0,,0.8,80.0
2019-11-27,83,80.0,,0.8,66.4
2019-11-28,74,80.0,,0.8,59.2
2019-11-29,74,80.0,,0.8,59.2
2019-11-30,89,80.0,,0.8,71.2
2019-12-01,63,87.0,False,0.87,54.81
2019-12-02,62,87.0,,0.87,53.94
2019-12-03,62,87.0,,0.87,53.94
2019-12-04,61,87.0,,0.87,53.07
2019-12-05,64,87.0,,0.87,55.68
2019-12-06,61,87.0,,0.87,53.07
2019-12-07,66,87.0,,0.87,57.42
2019-12-08,64,87.0,,0.87,55.68
2019-12-09,61,87.0,,0.87,53.07
2019-12-10,61,87.0,,0.87,53.07
2019-12-11,70,87.0,,0.87,60.9
2019-12-12,67,87.0,,0.87,58.29
2019-12-13,60,87.0,,0.87,52.2
2019-12-14,72,87.0,,0.87,62.64
2019-12-15,77,87.0,,0.87,66.99
2019-12-16,67,87.0,,0.87,58.29
2019-12-17,66,87.0,,0.87,57.42
2019-12-18,100,87.0,,0.87,87.0
2019-12-19,66,87.0,,0.87,57.42
2019-12-20,60,87.0,,0.87,52.2
2019-12-21,60,87.0,,0.87,52.2
2019-12-22,71,87.0,,0.87,61.77
2019-12-23,65,87.0,,0.87,56.55
2019-12-24,60,87.0,,0.87,52.2
2019-12-25,61,87.0,,0.87,53.07
2019-12-26,63,87.0,,0.87,54.81
2019-12-27,67,87.0,,0.87,58.29
2019-12-28,62,87.0,,0.87,53.94
2019-12-29,64,87.0,,0.87,55.68
2019-12-30,66,87.0,,0.87,57.42
2019-12-31,61,87.0,,0.87,53.07
2020-01-01,64,90.0,False,0.9,57.6
2020-01-02,73,90.0,,0.9,65.7
2020-01-03,73,90.0,,0.9,65.7
2020-01-04,79,90.0,,0.9,71.10000000000001
2020-01-05,72,90.0,,0.9,64.8
2020-01-06,72,90.0,,0.9,64.8
2020-01-07,72,90.0,,0.9,64.8
2020-01-08,81,90.0,,0.9,72.9
2020-01-09,72,90.0,,0.9,64.8
2020-01-10,69,90.0,,0.9,62.1
2020-01-11,75,90.0,,0.9,67.5
2020-01-12,100,90.0,,0.9,90.0
2020-01-13,71,90.0,,0.9,63.9
2020-01-14,67,90.0,,0.9,60.300000000000004
2020-01-15,69,90.0,,0.9,62.1
2020-01-16,69,90.0,,0.9,62.1
2020-01-17,66,90.0,,0.9,59.4
2020-01-18,79,90.0,,0.9,71.10000000000001
2020-01-19,69,90.0,,0.9,62.1
2020-01-20,70,90.0,,0.9,63.0
2020-01-21,69,90.0,,0.9,62.1
2020-01-22,74,90.0,,0.9,66.60000000000001
2020-01-23,70,90.0,,0.9,63.0
2020-01-24,66,90.0,,0.9,59.4
2020-01-25,73,90.0,,0.9,65.7
2020-01-26,75,90.0,,0.9,67.5
2020-01-27,69,90.0,,0.9,62.1
2020-01-28,68,90.0,,0.9,61.2
2020-01-29,75,90.0,,0.9,67.5
2020-01-30,69,90.0,,0.9,62.1
2020-01-31,65,90.0,,0.9,58.5
2020-02-01,91,92.0,False,0.92,83.72
2020-02-02,74,92.0,,0.92,68.08
2020-02-03,71,92.0,,0.92,65.32000000000001
2020-02-04,75,92.0,,0.92,69.0
2020-02-05,77,92.0,,0.92,70.84
2020-02-06,95,92.0,,0.92,87.4
2020-02-07,76,92.0,,0.92,69.92
2020-02-08,79,92.0,,0.92,72.68
2020-02-09,95,92.0,,0.92,87.4
2020-02-10,81,92.0,,0.92,74.52000000000001
2020-02-11,78,92.0,,0.92,71.76
2020-02-12,78,92.0,,0.92,71.76
2020-02-13,76,92.0,,0.92,69.92
2020-02-14,75,92.0,,0.92,69.0
2020-02-15,76,92.0,,0.92,69.92
2020-02-16,98,92.0,,0.92,90.16000000000001
2020-02-17,80,92.0,,0.92,73.60000000000001
2020-02-18,82,92.0,,0.92,75.44
2020-02-19,84,92.0,,0.92,77.28
2020-02-20,87,92.0,,0.92,80.04
2020-02-21,85,92.0,,0.92,78.2
2020-02-22,100,92.0,,0.92,92.0
2020-02-23,86,92.0,,0.92,79.12
2020-02-24,80,92.0,,0.92,73.60000000000001
2020-02-25,81,92.0,,0.92,74.52000000000001
2020-02-26,96,92.0,,0.92,88.32000000000001
2020-02-27,81,92.0,,0.92,74.52000000000001
2020-02-28,81,92.0,,0.92,74.52000000000001
2020-02-29,80,92.0,,0.92,73.60000000000001
2020-03-01,100,86.0,False,0.86,86.0
2020-03-02,65,86.0,,0.86,55.9
2020-03-03,61,86.0,,0.86,52.46
2020-03-04,56,86.0,,0.86,48.16
2020-03-05,59,86.0,,0.86,50.74
2020-03-06,57,86.0,,0.86,49.019999999999996
2020-03-07,71,86.0,,0.86,61.06
2020-03-08,91,86.0,,0.86,78.26
2020-03-09,70,86.0,,0.86,60.199999999999996
2020-03-10,66,86.0,,0.86,56.76
2020-03-11,61,86.0,,0.86,52.46
2020-03-12,54,86.0,,0.86,46.44
2020-03-13,50,86.0,,0.86,43.0
2020-03-14,52,86.0,,0.86,44.72
2020-03-15,53,86.0,,0.86,45.58
2020-03-16,50,86.0,,0.86,43.0
2020-03-17,48,86.0,,0.86,41.28
2020-03-18,51,86.0,,0.86,43.86
2020-03-19,49,86.0,,0.86,42.14
2020-03-20,49,86.0,,0.86,42.14
2020-03-21,54,86.0,,0.86,46.44
2020-03-22,55,86.0,,0.86,47.3
2020-03-23,52,86.0,,0.86,44.72
2020-03-24,55,86.0,,0.86,47.3
2020-03-25,53,86.0,,0.86,45.58
2020-03-26,54,86.0,,0.86,46.44
2020-03-27,56,86.0,,0.86,48.16
2020-03-28,56,86.0,,0.86,48.16
2020-03-29,60,86.0,,0.86,51.6
2020-03-30,53,86.0,,0.86,45.58
2020-03-31,56,86.0,,0.86,48.16
2020-04-01,83,83.0,False,0.83,68.89
2020-04-02,85,83.0,,0.83,70.55
2020-04-03,82,83.0,,0.83,68.06
2020-04-04,91,83.0,,0.83,75.53
2020-04-05,87,83.0,,0.83,72.21
2020-04-06,88,83.0,,0.83,73.03999999999999
2020-04-07,84,83.0,,0.83,69.72
2020-04-08,86,83.0,,0.83,71.38
2020-04-09,87,83.0,,0.83,72.21
2020-04-10,87,83.0,,0.83,72.21
2020-04-11,90,83.0,,0.83,74.7
2020-04-12,92,83.0,,0.83,76.36
2020-04-13,86,83.0,,0.83,71.38
2020-04-14,87,83.0,,0.83,72.21
2020-04-15,84,83.0,,0.83,69.72
2020-04-16,89,83.0,,0.83,73.86999999999999
2020-04-17,88,83.0,,0.83,73.03999999999999
2020-04-18,89,83.0,,0.83,73.86999999999999
2020-04-19,95,83.0,,0.83,78.85
2020-04-20,89,83.0,,0.83,73.86999999999999
2020-04-21,88,83.0,,0.83,73.03999999999999
2020-04-22,89,83.0,,0.83,73.86999999999999
2020-04-23,89,83.0,,0.83,73.86999999999999
2020-04-24,88,83.0,,0.83,73.03999999999999
2020-04-25,86,83.0,,0.83,71.38
2020-04-26,100,83.0,,0.83,83.0
2020-04-27,93,83.0,,0.83,77.19
2020-04-28,91,83.0,,0.83,75.53
2020-04-29,95,83.0,,0.83,78.85
2020-04-30,95,83.0,,0.83,78.85
2020-05-01,91,86.0,False,0.86,78.26
2020-05-02,95,86.0,,0.86,81.7
2020-05-03,99,86.0,,0.86,85.14
2020-05-04,100,86.0,,0.86,86.0
2020-05-05,93,86.0,,0.86,79.98
2020-05-06,93,86.0,,0.86,79.98
2020-05-07,93,86.0,,0.86,79.98
2020-05-08,92,86.0,,0.86,79.12
2020-05-09,92,86.0,,0.86,79.12
2020-05-10,94,86.0,,0.86,80.84
2020-05-11,96,86.0,,0.86,82.56
2020-05-12,94,86.0,,0.86,80.84
2020-05-13,95,86.0,,0.86,81.7
2020-05-14,96,86.0,,0.86,82.56
2020-05-15,95,86.0,,0.86,81.7
2020-05-16,97,86.0,,0.86,83.42
2020-05-17,96,86.0,,0.86,82.56
2020-05-18,99,86.0,,0.86,85.14
2020-05-19,96,86.0,,0.86,82.56
2020-05-20,94,86.0,,0.86,80.84
2020-05-21,98,86.0,,0.86,84.28
2020-05-22,92,86.0,,0.86,79.12
2020-05-23,93,86.0,,0.86,79.98
2020-05-24,98,86.0,,0.86,84.28
2020-05-25,100,86.0,,0.86,86.0
2020-05-26,97,86.0,,0.86,83.42
2020-05-27,93,86.0,,0.86,79.98
2020-05-28,96,86.0,,0.86,82.56
2020-05-29,91,86.0,,0.86,78.26
2020-05-30,88,86.0,,0.86,75.67999999999999
2020-05-31,89,86.0,,0.86,76.53999999999999
2020-06-01,71,89.0,False,0.89,63.19
2020-06-02,70,89.0,,0.89,62.300000000000004
2020-06-03,71,89.0,,0.89,63.19
2020-06-04,73,89.0,,0.89,64.97
2020-06-05,76,89.0,,0.89,67.64
2020-06-06,74,89.0,,0.89,65.86
2020-06-07,79,89.0,,0.89,70.31
2020-06-08,75,89.0,,0.89,66.75
2020-06-09,76,89.0,,0.89,67.64
2020-06-10,75,89.0,,0.89,66.75
2020-06-11,78,89.0,,0.89,69.42
2020-06-12,74,89.0,,0.89,65.86
2020-06-13,79,89.0,,0.89,70.31
2020-06-14,95,89.0,,0.89,84.55
2020-06-15,77,89.0,,0.89,68.53
2020-06-16,76,89.0,,0.89,67.64
2020-06-17,77,89.0,,0.89,68.53
2020-06-18,93,89.0,,0.89,82.77
2020-06-19,79,89.0,,0.89,70.31
2020-06-20,77,89.0,,0.89,68.53
2020-06-21,91,89.0,,0.89,80.99
2020-06-22,80,89.0,,0.89,71.2
2020-06-23,80,89.0,,0.89,71.2
2020-06-24,87,89.0,,0.89,77.43
2020-06-25,81,89.0,,0.89,72.09
2020-06-26,79,89.0,,0.89,70.31
2020-06-27,80,89.0,,0.89,71.2
2020-06-28,100,89.0,,0.89,89.0
2020-06-29,82,89.0,,0.89,72.98
2020-06-30,82,89.0,,0.89,72.98
2020-07-01,81,98.0,False,0.98,79.38
2020-07-02,90,98.0,,0.98,88.2
2020-07-03,83,98.0,,0.98,81.34
2020-07-04,82,98.0,,0.98,80.36
2020-07-05,100,98.0,,0.98,98.0
2020-07-06,83,98.0,,0.98,81.34
2020-07-07,85,98.0,,0.98,83.3
2020-07-08,87,98.0,,0.98,85.26
2020-07-09,85,98.0,,0.98,83.3
2020-07-10,96,98.0,,0.98,94.08
2020-07-11,89,98.0,,0.98,87.22
2020-07-12,87,98.0,,0.98,85.26
2020-07-13,95,98.0,,0.98,93.1
2020-07-14,86,98.0,,0.98,84.28
2020-07-15,84,98.0,,0.98,82.32
2020-07-16,99,98.0,,0.98,97.02
2020-07-17,86,98.0,,0.98,84.28
2020-07-18,84,98.0,,0.98,82.32
2020-07-19,98,98.0,,0.98,96.03999999999999
2020-07-20,86,98.0,,0.98,84.28
2020-07-21,79,98.0,,0.98,77.42
2020-07-22,83,98.0,,0.98,81.34
2020-07-23,81,98.0,,0.98,79.38
2020-07-24,79,98.0,,0.98,77.42
2020-07-25,82,98.0,,0.98,80.36
2020-07-26,84,98.0,,0.98,82.32
2020-07-27,83,98.0,,0.98,81.34
2020-07-28,84,98.0,,0.98,82.32
2020-07-29,85,98.0,,0.98,83.3
2020-07-30,80,98.0,,0.98,78.4
2020-07-31,82,98.0,,0.98,80.36
2020-08-01,75,90.0,False,0.9,67.5
2020-08-02,77,90.0,,0.9,69.3
2020-08-03,76,90.0,,0.9,68.4
2020-08-04,76,90.0,,0.9,68.4
2020-08-05,72,90.0,,0.9,64.8
2020-08-06,77,90.0,,0.9,69.3
2020-08-07,100,90.0,,0.9,90.0
2020-08-08,80,90.0,,0.9,72.0
2020-08-09,77,90.0,,0.9,69.3
2020-08-10,78,90.0,,0.9,70.2
2020-08-11,77,90.0,,0.9,69.3
2020-08-12,75,90.0,,0.9,67.5
2020-08-13,76,90.0,,0.9,68.4
2020-08-14,77,90.0,,0.9,69.3
2020-08-15,78,90.0,,0.9,70.2
2020-08-16,80,90.0,,0.9,72.0
2020-08-17,76,90.0,,0.9,68.4
2020-08-18,77,90.0,,0.9,69.3
2020-08-19,73,90.0,,0.9,65.7
2020-08-20,74,90.0,,0.9,66.60000000000001
2020-08-21,72,90.0,,0.9,64.8
2020-08-22,76,90.0,,0.9,68.4
2020-08-23,78,90.0,,0.9,70.2
2020-08-24,74,90.0,,0.9,66.60000000000001
2020-08-25,74,90.0,,0.9,66.60000000000001
2020-08-26,73,90.0,,0.9,65.7
2020-08-27,72,90.0,,0.9,64.8
2020-08-28,73,90.0,,0.9,65.7
2020-08-29,74,90.0,,0.9,66.60000000000001
2020-08-30,78,90.0,,0.9,70.2
2020-08-31,77,90.0,,0.9,69.3
2020-09-01,85,90.0,False,0.9,76.5
2020-09-02,85,90.0,,0.9,76.5
2020-09-03,87,90.0,,0.9,78.3
2020-09-04,84,90.0,,0.9,75.60000000000001
2020-09-05,85,90.0,,0.9,76.5
2020-09-06,88,90.0,,0.9,79.2
2020-09-07,89,90.0,,0.9,80.10000000000001
2020-09-08,86,90.0,,0.9,77.4
2020-09-09,85,90.0,,0.9,76.5
2020-09-10,87,90.0,,0.9,78.3
2020-09-11,82,90.0,,0.9,73.8
2020-09-12,86,90.0,,0.9,77.4
2020-09-13,86,90.0,,0.9,77.4
2020-09-14,82,90.0,,0.9,73.8
2020-09-15,85,90.0,,0.9,76.5
2020-09-16,87,90.0,,0.9,78.3
2020-09-17,84,90.0,,0.9,75.60000000000001
2020-09-18,83,90.0,,0.9,74.7
2020-09-19,82,90.0,,0.9,73.8
2020-09-20,92,90.0,,0.9,82.8
2020-09-21,87,90.0,,0.9,78.3
2020-09-22,87,90.0,,0.9,78.3
2020-09-23,86,90.0,,0.9,77.4
2020-09-24,88,90.0,,0.9,79.2
2020-09-25,90,90.0,,0.9,81.0
2020-09-26,100,90.0,,0.9,90.0
2020-09-27,92,90.0,,0.9,82.8
2020-09-28,91,90.0,,0.9,81.9
2020-09-29,89,90.0,,0.9,80.10000000000001
2020-09-30,93,90.0,,0.9,83.7
2020-10-01,69,97.0,False,0.97,66.92999999999999
2020-10-02,66,97.0,,0.97,64.02
2020-10-03,66,97.0,,0.97,64.02
2020-10-04,76,97.0,,0.97,73.72
2020-10-05,71,97.0,,0.97,68.87
2020-10-06,66,97.0,,0.97,64.02
2020-10-07,68,97.0,,0.97,65.96
2020-10-08,67,97.0,,0.97,64.99
2020-10-09,67,97.0,,0.97,64.99
2020-10-10,65,97.0,,0.97,63.05
2020-10-11,66,97.0,,0.97,64.02
2020-10-12,67,97.0,,0.97,64.99
2020-10-13,65,97.0,,0.97,63.05
2020-10-14,66,97.0,,0.97,64.02
2020-10-15,68,97.0,,0.97,65.96
2020-10-16,65,97.0,,0.97,63.05
2020-10-17,75,97.0,,0.97,72.75
2020-10-18,67,97.0,,0.97,64.99
2020-10-19,69,97.0,,0.97,66.92999999999999
2020-10-20,68,97.0,,0.97,65.96
2020-10-21,82,97.0,,0.97,79.53999999999999
2020-10-22,70,97.0,,0.97,67.89999999999999
2020-10-23,70,97.0,,0.97,67.89999999999999
2020-10-24,100,97.0,,0.97,97.0
2020-10-25,72,97.0,,0.97,69.84
2020-10-26,68,97.0,,0.97,65.96
2020-10-27,82,97.0,,0.97,79.53999999999999
2020-10-28,71,97.0,,0.97,68.87
2020-10-29,73,97.0,,0.97,70.81
2020-10-30,67,97.0,,0.97,64.99
2020-10-31,76,97.0,,0.97,73.72
2020-11-01,73,95.0,False,0.95,69.35
2020-11-02,72,95.0,,0.95,68.39999999999999
2020-11-03,81,95.0,,0.95,76.95
2020-11-04,60,95.0,,0.95,57.0
2020-11-05,58,95.0,,0.95,55.099999999999994
2020-11-06,58,95.0,,0.95,55.099999999999994
2020-11-07,63,95.0,,0.95,59.849999999999994
2020-11-08,79,95.0,,0.95,75.05
2020-11-09,71,95.0,,0.95,67.45
2020-11-10,100,95.0,,0.95,95.0
2020-11-11,77,95.0,,0.95,73.14999999999999
2020-11-12,71,95.0,,0.95,67.45
2020-11-13,68,95.0,,0.95,64.6
2020-11-14,67,95.0,,0.95,63.65
2020-11-15,72,95.0,,0.95,68.39999999999999
2020-11-16,66,95.0,,0.95,62.699999999999996
2020-11-17,67,95.0,,0.95,63.65
2020-11-18,68,95.0,,0.95,64.6
2020-11-19,68,95.0,,0.95,64.6
2020-11-20,68,95.0,,0.95,64.6
2020-11-21,77,95.0,,0.95,73.14999999999999
2020-11-22,70,95.0,,0.95,66.5
2020-11-23,68,95.0,,0.95,64.6
2020-11-24,67,95.0,,0.95,63.65
2020-11-25,72,95.0,,0.95,68.39999999999999
2020-11-26,64,95.0,,0.95,60.8
2020-11-27,64,95.0,,0.95,60.8
2020-11-28,74,95.0,,0.95,70.3
2020-11-29,71,95.0,,0.95,67.45
2020-11-30,66,95.0,,0.95,62.699999999999996
2020-12-01,97,94.0,False,0.94,91.17999999999999
2020-12-02,88,94.0,,0.94,82.72
2020-12-03,86,94.0,,0.94,80.83999999999999
2020-12-04,84,94.0,,0.94,78.96
2020-12-05,97,94.0,,0.94,91.17999999999999
2020-12-06,89,94.0,,0.94,83.66
2020-12-07,88,94.0,,0.94,82.72
2020-12-08,85,94.0,,0.94,79.89999999999999
2020-12-09,95,94.0,,0.94,89.3
2020-12-10,88,94.0,,0.94,82.72
2020-12-11,80,94.0,,0.94,75.19999999999999
2020-12-12,100,94.0,,0.94,94.0
2020-12-13,89,94.0,,0.94,83.66
2020-12-14,84,94.0,,0.94,78.96
2020-12-15,92,94.0,,0.94,86.47999999999999
2020-12-16,92,94.0,,0.94,86.47999999999999
2020-12-17,86,94.0,,0.94,80.83999999999999
2020-12-18,78,94.0,,0.94,73.32
2020-12-19,84,94.0,,0.94,78.96
2020-12-20,92,94.0,,0.94,86.47999999999999
2020-12-21,83,94.0,,0.94,78.02
2020-12-22,83,94.0,,0.94,78.02
2020-12-23,90,94.0,,0.94,84.6
2020-12-24,79,94.0,,0.94,74.25999999999999
2020-12-25,79,94.0,,0.94,74.25999999999999
2020-12-26,81,94.0,,0.94,76.14
2020-12-27,84,94.0,,0.94,78.96
2020-12-28,83,94.0,,0.94,78.02
2020-12-29,87,94.0,,0.94,81.78
2020-12-30,92,94.0,,0.94,86.47999999999999
2020-12-31,82,94.0,,0.94,77.08
2021-01-01,77,90.0,False,0.9,69.3
2021-01-02,91,90.0,,0.9,81.9
2021-01-03,86,90.0,,0.9,77.4
2021-01-04,80,90.0,,0.9,72.0
2021-01-05,84,90.0,,0.9,75.60000000000001
2021-01-06,79,90.0,,0.9,71.10000000000001
2021-01-07,77,90.0,,0.9,69.3
2021-01-08,79,90.0,,0.9,71.10000000000001
2021-01-09,90,90.0,,0.9,81.0
2021-01-10,81,90.0,,0.9,72.9
2021-01-11,78,90.0,,0.9,70.2
2021-01-12,81,90.0,,0.9,72.9
2021-01-13,89,90.0,,0.9,80.10000000000001
2021-01-14,100,90.0,,0.9,90.0
2021-01-15,80,90.0,,0.9,72.0
2021-01-16,82,90.0,,0.9,73.8
2021-01-17,80,90.0,,0.9,72.0
2021-01-18,81,90.0,,0.9,72.9
2021-01-19,79,90.0,,0.9,71.10000000000001
2021-01-20,90,90.0,,0.9,81.0
2021-01-21,80,90.0,,0.9,72.0
2021-01-22,76,90.0,,0.9,68.4
2021-01-23,87,90.0,,0.9,78.3
2021-01-24,82,90.0,,0.9,73.8
2021-01-25,78,90.0,,0.9,70.2
2021-01-26,79,90.0,,0.9,71.10000000000001
2021-01-27,80,90.0,,0.9,72.0
2021-01-28,77,90.0,,0.9,69.3
2021-01-29,76,90.0,,0.9,68.4
2021-01-30,92,90.0,,0.9,82.8
2021-01-31,88,90.0,,0.9,79.2
2021-02-01,86,95.0,False,0.95,81.7
2021-02-02,82,95.0,,0.95,77.89999999999999
2021-02-03,86,95.0,,0.95,81.7
2021-02-04,81,95.0,,0.95,76.95
2021-02-05,79,95.0,,0.95,75.05
2021-02-06,95,95.0,,0.95,90.25
2021-02-07,87,95.0,,0.95,82.64999999999999
2021-02-08,87,95.0,,0.95,82.64999999999999
2021-02-09,89,95.0,,0.95,84.55
2021-02-10,85,95.0,,0.95,80.75
2021-02-11,81,95.0,,0.95,76.95
2021-02-12,81,95.0,,0.95,76.95
2021-02-13,81,95.0,,0.95,76.95
2021-02-14,93,95.0,,0.95,88.35
2021-02-15,84,95.0,,0.95,79.8
2021-02-16,83,95.0,,0.95,78.85
2021-02-17,85,95.0,,0.95,80.75
2021-02-18,87,95.0,,0.95,82.64999999999999
2021-02-19,83,95.0,,0.95,78.85
2021-02-20,94,95.0,,0.95,89.3
2021-02-21,90,95.0,,0.95,85.5
2021-02-22,87,95.0,,0.95,82.64999999999999
2021-02-23,85,95.0,,0.95,80.75
2021-02-24,100,95.0,,0.95,95.0
2021-02-25,89,95.0,,0.95,84.55
2021-02-26,82,95.0,,0.95,77.89999999999999
2021-02-27,87,95.0,,0.95,82.64999999999999
2021-02-28,89,95.0,,0.95,84.55
2021-03-01,94,88.0,False,0.88,82.72
2021-03-02,85,88.0,,0.88,74.8
2021-03-03,80,88.0,,0.88,70.4
2021-03-04,80,88.0,,0.88,70.4
2021-03-05,82,88.0,,0.88,72.16
2021-03-06,81,88.0,,0.88,71.28
2021-03-07,100,88.0,,0.88,88.0
2021-03-08,81,88.0,,0.88,71.28
2021-03-09,79,88.0,,0.88,69.52
2021-03-10,80,88.0,,0.88,70.4
2021-03-11,77,88.0,,0.88,67.76
2021-03-12,76,88.0,,0.88,66.88
2021-03-13,87,88.0,,0.88,76.56
2021-03-14,79,88.0,,0.88,69.52
2021-03-15,76,88.0,,0.88,66.88
2021-03-16,88,88.0,,0.88,77.44
2021-03-17,80,88.0,,0.88,70.4
2021-03-18,76,88.0,,0.88,66.88
2021-03-19,77,88.0,,0.88,67.76
2021-03-20,86,88.0,,0.88,75.68
2021-03-21,88,88.0,,0.88,77.44
2021-03-22,82,88.0,,0.88,72.16
2021-03-23,78,88.0,,0.88,68.64
2021-03-24,80,88.0,,0.88,70.4
2021-03-25,78,88.0,,0.88,68.64
2021-03-26,75,88.0,,0.88,66.0
2021-03-27,75,88.0,,0.88,66.0
2021-03-28,79,88.0,,0.88,69.52
2021-03-29,78,88.0,,0.88,68.64
2021-03-30,77,88.0,,0.88,67.76
2021-03-31,77,88.0,,0.88,67.76
2021-04-01,67,97.0,False,0.97,64.99
2021-04-02,67,97.0,,0.97,64.99
2021-04-03,73,97.0,,0.97,70.81
2021-04-04,69,97.0,,0.97,66.92999999999999
2021-04-05,70,97.0,,0.97,67.89999999999999
2021-04-06,85,97.0,,0.97,82.45
2021-04-07,73,97.0,,0.97,70.81
2021-04-08,69,97.0,,0.97,66.92999999999999
2021-04-09,67,97.0,,0.97,64.99
2021-04-10,100,97.0,,0.97,97.0
2021-04-11,77,97.0,,0.97,74.69
2021-04-12,72,97.0,,0.97,69.84
2021-04-13,70,97.0,,0.97,67.89999999999999
2021-04-14,84,97.0,,0.97,81.48
2021-04-15,71,97.0,,0.97,68.87
2021-04-16,65,97.0,,0.97,63.05
2021-04-17,70,97.0,,0.97,67.89999999999999
2021-04-18,80,97.0,,0.97,77.6
2021-04-19,69,97.0,,0.97,66.92999999999999
2021-04-20,69,97.0,,0.97,66.92999999999999
2021-04-21,76,97.0,,0.97,73.72
2021-04-22,74,97.0,,0.97,71.78
2021-04-23,67,97.0,,0.97,64.99
2021-04-24,77,97.0,,0.97,74.69
2021-04-25,76,97.0,,0.97,73.72
2021-04-26,70,97.0,,0.97,67.89999999999999
2021-04-27,90,97.0,,0.97,87.3
2021-04-28,75,97.0,,0.97,72.75
2021-04-29,68,97.0,,0.97,65.96
2021-04-30,64,97.0,,0.97,62.08
2021-05-01,78,94.0,False,0.94,73.32
2021-05-02,74,94.0,,0.94,69.56
2021-05-03,74,94.0,,0.94,69.56
2021-05-04,77,94.0,,0.94,72.38
2021-05-05,100,94.0,,0.94,94.0
2021-05-06,76,94.0,,0.94,71.44
2021-05-07,69,94.0,,0.94,64.86
2021-05-08,75,94.0,,0.94,70.5
2021-05-09,86,94.0,,0.94,80.83999999999999
2021-05-10,75,94.0,,0.94,70.5
2021-05-11,76,94.0,,0.94,71.44
2021-05-12,77,94.0,,0.94,72.38
