date,TWTR_unscaled,TWTR_monthly,isPartial,scale,TWTR
2019-08-19,54,21.0,,0.21,11.34
2019-08-20,76,21.0,,0.21,15.959999999999999
2019-08-21,70,21.0,,0.21,14.7
2019-08-22,57,21.0,,0.21,11.969999999999999
2019-08-23,41,21.0,,0.21,8.61
2019-08-24,8,21.0,,0.21,1.68
2019-08-25,4,21.0,,0.21,0.84
2019-08-26,52,21.0,,0.21,10.92
2019-08-27,51,21.0,,0.21,10.709999999999999
2019-08-28,78,21.0,,0.21,16.38
2019-08-29,66,21.0,,0.21,13.86
2019-08-30,66,21.0,,0.21,13.86
2019-08-31,14,21.0,,0.21,2.94
2019-09-01,7,15.0,False,0.15,1.05
2019-09-02,12,15.0,,0.15,1.7999999999999998
2019-09-03,53,15.0,,0.15,7.949999999999999
2019-09-04,47,15.0,,0.15,7.05
2019-09-05,100,15.0,,0.15,15.0
2019-09-06,54,15.0,,0.15,8.1
2019-09-07,13,15.0,,0.15,1.95
2019-09-08,18,15.0,,0.15,2.6999999999999997
2019-09-09,50,15.0,,0.15,7.5
2019-09-10,59,15.0,,0.15,8.85
2019-09-11,59,15.0,,0.15,8.85
2019-09-12,50,15.0,,0.15,7.5
2019-09-13,43,15.0,,0.15,6.45
2019-09-14,9,15.0,,0.15,1.3499999999999999
2019-09-15,4,15.0,,0.15,0.6
2019-09-16,38,15.0,,0.15,5.7
2019-09-17,39,15.0,,0.15,5.85
2019-09-18,42,15.0,,0.15,6.3
2019-09-19,39,15.0,,0.15,5.85
2019-09-20,32,15.0,,0.15,4.8
2019-09-21,11,15.0,,0.15,1.65
2019-09-22,5,15.0,,0.15,0.75
2019-09-23,40,15.0,,0.15,6.0
2019-09-24,32,15.0,,0.15,4.8
2019-09-25,35,15.0,,0.15,5.25
2019-09-26,45,15.0,,0.15,6.75
2019-09-27,52,15.0,,0.15,7.8
2019-09-28,10,15.0,,0.15,1.5
2019-09-29,4,15.0,,0.15,0.6
2019-09-30,31,15.0,,0.15,4.6499999999999995
2019-10-01,10,26.0,False,0.26,2.6
2019-10-02,12,26.0,,0.26,3.12
2019-10-03,9,26.0,,0.26,2.34
2019-10-04,13,26.0,,0.26,3.38
2019-10-05,6,26.0,,0.26,1.56
2019-10-06,0,26.0,,0.26,0.0
2019-10-07,6,26.0,,0.26,1.56
2019-10-08,8,26.0,,0.26,2.08
2019-10-09,10,26.0,,0.26,2.6
2019-10-10,8,26.0,,0.26,2.08
2019-10-11,9,26.0,,0.26,2.34
2019-10-12,3,26.0,,0.26,0.78
2019-10-13,3,26.0,,0.26,0.78
2019-10-14,8,26.0,,0.26,2.08
2019-10-15,8,26.0,,0.26,2.08
2019-10-16,13,26.0,,0.26,3.38
2019-10-17,12,26.0,,0.26,3.12
2019-10-18,15,26.0,,0.26,3.9000000000000004
2019-10-19,3,26.0,,0.26,0.78
2019-10-20,2,26.0,,0.26,0.52
2019-10-21,12,26.0,,0.26,3.12
2019-10-22,13,26.0,,0.26,3.38
2019-10-23,18,26.0,,0.26,4.68
2019-10-24,100,26.0,,0.26,26.0
2019-10-25,53,26.0,,0.26,13.780000000000001
2019-10-26,7,26.0,,0.26,1.82
2019-10-27,3,26.0,,0.26,0.78
2019-10-28,20,26.0,,0.26,5.2
2019-10-29,26,26.0,,0.26,6.76
2019-10-30,34,26.0,,0.26,8.84
2019-10-31,27,26.0,,0.26,7.0200000000000005
2019-11-01,98,21.0,False,0.21,20.58
2019-11-02,21,21.0,,0.21,4.41
2019-11-03,10,21.0,,0.21,2.1
2019-11-04,91,21.0,,0.21,19.11
2019-11-05,100,21.0,,0.21,21.0
2019-11-06,78,21.0,,0.21,16.38
2019-11-07,69,21.0,,0.21,14.49
2019-11-08,90,21.0,,0.21,18.9
2019-11-09,24,21.0,,0.21,5.04
2019-11-10,6,21.0,,0.21,1.26
2019-11-11,67,21.0,,0.21,14.07
2019-11-12,78,21.0,,0.21,16.38
2019-11-13,57,21.0,,0.21,11.969999999999999
2019-11-14,90,21.0,,0.21,18.9
2019-11-15,60,21.0,,0.21,12.6
2019-11-16,26,21.0,,0.21,5.46
2019-11-17,6,21.0,,0.21,1.26
2019-11-18,65,21.0,,0.21,13.65
2019-11-19,75,21.0,,0.21,15.75
2019-11-20,50,21.0,,0.21,10.5
2019-11-21,69,21.0,,0.21,14.49
2019-11-22,77,21.0,,0.21,16.169999999999998
2019-11-23,31,21.0,,0.21,6.51
2019-11-24,16,21.0,,0.21,3.36
2019-11-25,67,21.0,,0.21,14.07
2019-11-26,73,21.0,,0.21,15.33
2019-11-27,68,21.0,,0.21,14.28
2019-11-28,12,21.0,,0.21,2.52
2019-11-29,41,21.0,,0.21,8.61
2019-11-30,12,21.0,,0.21,2.52
2019-12-01,16,16.0,False,0.16,2.56
2019-12-02,47,16.0,,0.16,7.5200000000000005
2019-12-03,82,16.0,,0.16,13.120000000000001
2019-12-04,89,16.0,,0.16,14.24
2019-12-05,95,16.0,,0.16,15.200000000000001
2019-12-06,78,16.0,,0.16,12.48
2019-12-07,33,16.0,,0.16,5.28
2019-12-08,22,16.0,,0.16,3.52
2019-12-09,90,16.0,,0.16,14.4
2019-12-10,89,16.0,,0.16,14.24
2019-12-11,77,16.0,,0.16,12.32
2019-12-12,97,16.0,,0.16,15.52
2019-12-13,85,16.0,,0.16,13.6
2019-12-14,19,16.0,,0.16,3.04
2019-12-15,0,16.0,,0.16,0.0
2019-12-16,71,16.0,,0.16,11.36
2019-12-17,91,16.0,,0.16,14.56
2019-12-18,91,16.0,,0.16,14.56
2019-12-19,100,16.0,,0.16,16.0
2019-12-20,91,16.0,,0.16,14.56
2019-12-21,20,16.0,,0.16,3.2
2019-12-22,20,16.0,,0.16,3.2
2019-12-23,79,16.0,,0.16,12.64
2019-12-24,59,16.0,,0.16,9.44
2019-12-25,16,16.0,,0.16,2.56
2019-12-26,56,16.0,,0.16,8.96
2019-12-27,57,16.0,,0.16,9.120000000000001
2019-12-28,17,16.0,,0.16,2.72
2019-12-29,16,16.0,,0.16,2.56
2019-12-30,72,16.0,,0.16,11.52
2019-12-31,58,16.0,,0.16,9.28
2020-01-01,7,19.0,False,0.19,1.33
2020-01-02,50,19.0,,0.19,9.5
2020-01-03,62,19.0,,0.19,11.78
2020-01-04,20,19.0,,0.19,3.8
2020-01-05,13,19.0,,0.19,2.47
2020-01-06,66,19.0,,0.19,12.540000000000001
2020-01-07,90,19.0,,0.19,17.1
2020-01-08,100,19.0,,0.19,19.0
2020-01-09,95,19.0,,0.19,18.05
2020-01-10,56,19.0,,0.19,10.64
2020-01-11,17,19.0,,0.19,3.23
2020-01-12,12,19.0,,0.19,2.2800000000000002
2020-01-13,85,19.0,,0.19,16.15
2020-01-14,63,19.0,,0.19,11.97
2020-01-15,64,19.0,,0.19,12.16
2020-01-16,80,19.0,,0.19,15.2
2020-01-17,85,19.0,,0.19,16.15
2020-01-18,28,19.0,,0.19,5.32
2020-01-19,2,19.0,,0.19,0.38
2020-01-20,17,19.0,,0.19,3.23
2020-01-21,66,19.0,,0.19,12.540000000000001
2020-01-22,65,19.0,,0.19,12.35
2020-01-23,56,19.0,,0.19,10.64
2020-01-24,59,19.0,,0.19,11.21
2020-01-25,12,19.0,,0.19,2.2800000000000002
2020-01-26,13,19.0,,0.19,2.47
2020-01-27,51,19.0,,0.19,9.69
2020-01-28,81,19.0,,0.19,15.39
2020-01-29,67,19.0,,0.19,12.73
2020-01-30,65,19.0,,0.19,12.35
2020-01-31,86,19.0,,0.19,16.34
2020-02-01,4,25.0,False,0.25,1.0
2020-02-02,3,25.0,,0.25,0.75
2020-02-03,19,25.0,,0.25,4.75
2020-02-04,23,25.0,,0.25,5.75
2020-02-05,30,25.0,,0.25,7.5
2020-02-06,100,25.0,,0.25,25.0
2020-02-07,45,25.0,,0.25,11.25
2020-02-08,7,25.0,,0.25,1.75
2020-02-09,4,25.0,,0.25,1.0
2020-02-10,21,25.0,,0.25,5.25
2020-02-11,26,25.0,,0.25,6.5
2020-02-12,22,25.0,,0.25,5.5
2020-02-13,18,25.0,,0.25,4.5
2020-02-14,17,25.0,,0.25,4.25
2020-02-15,5,25.0,,0.25,1.25
2020-02-16,0,25.0,,0.25,0.0
2020-02-17,2,25.0,,0.25,0.5
2020-02-18,16,25.0,,0.25,4.0
2020-02-19,22,25.0,,0.25,5.5
2020-02-20,17,25.0,,0.25,4.25
2020-02-21,18,25.0,,0.25,4.5
2020-02-22,3,25.0,,0.25,0.75
2020-02-23,4,25.0,,0.25,1.0
2020-02-24,22,25.0,,0.25,5.5
2020-02-25,17,25.0,,0.25,4.25
2020-02-26,14,25.0,,0.25,3.5
2020-02-27,17,25.0,,0.25,4.25
2020-02-28,20,25.0,,0.25,5.0
2020-02-29,12,25.0,,0.25,3.0
2020-03-01,14,25.0,False,0.25,3.5
2020-03-02,100,25.0,,0.25,25.0
2020-03-03,69,25.0,,0.25,17.25
2020-03-04,57,25.0,,0.25,14.25
2020-03-05,32,25.0,,0.25,8.0
2020-03-06,47,25.0,,0.25,11.75
2020-03-07,8,25.0,,0.25,2.0
2020-03-08,11,25.0,,0.25,2.75
2020-03-09,87,25.0,,0.25,21.75
2020-03-10,65,25.0,,0.25,16.25
2020-03-11,45,25.0,,0.25,11.25
2020-03-12,67,25.0,,0.25,16.75
2020-03-13,88,25.0,,0.25,22.0
2020-03-14,19,25.0,,0.25,4.75
2020-03-15,11,25.0,,0.25,2.75
2020-03-16,71,25.0,,0.25,17.75
2020-03-17,57,25.0,,0.25,14.25
2020-03-18,62,25.0,,0.25,15.5
2020-03-19,75,25.0,,0.25,18.75
2020-03-20,59,25.0,,0.25,14.75
2020-03-21,17,25.0,,0.25,4.25
2020-03-22,11,25.0,,0.25,2.75
2020-03-23,49,25.0,,0.25,12.25
2020-03-24,90,25.0,,0.25,22.5
2020-03-25,74,25.0,,0.25,18.5
2020-03-26,40,25.0,,0.25,10.0
2020-03-27,37,25.0,,0.25,9.25
2020-03-28,17,25.0,,0.25,4.25
2020-03-29,13,25.0,,0.25,3.25
2020-03-30,39,25.0,,0.25,9.75
2020-03-31,36,25.0,,0.25,9.0
2020-04-01,18,21.0,False,0.21,3.78
2020-04-02,16,21.0,,0.21,3.36
2020-04-03,30,21.0,,0.21,6.3
2020-04-04,7,21.0,,0.21,1.47
2020-04-05,6,21.0,,0.21,1.26
2020-04-06,31,21.0,,0.21,6.51
2020-04-07,24,21.0,,0.21,5.04
2020-04-08,32,21.0,,0.21,6.72
2020-04-09,25,21.0,,0.21,5.25
2020-04-10,10,21.0,,0.21,2.1
2020-04-11,2,21.0,,0.21,0.42
2020-04-12,4,21.0,,0.21,0.84
2020-04-13,15,21.0,,0.21,3.15
2020-04-14,23,21.0,,0.21,4.83
2020-04-15,13,21.0,,0.21,2.73
2020-04-16,15,21.0,,0.21,3.15
2020-04-17,24,21.0,,0.21,5.04
2020-04-18,9,21.0,,0.21,1.89
2020-04-19,5,21.0,,0.21,1.05
2020-04-20,16,21.0,,0.21,3.36
2020-04-21,29,21.0,,0.21,6.09
2020-04-22,41,21.0,,0.21,8.61
2020-04-23,28,21.0,,0.21,5.88
2020-04-24,20,21.0,,0.21,4.2
2020-04-25,4,21.0,,0.21,0.84
2020-04-26,11,21.0,,0.21,2.31
2020-04-27,37,21.0,,0.21,7.77
2020-04-28,30,21.0,,0.21,6.3
2020-04-29,41,21.0,,0.21,8.61
2020-04-30,100,21.0,,0.21,21.0
2020-05-01,38,24.0,False,0.24,9.12
2020-05-02,11,24.0,,0.24,2.6399999999999997
2020-05-03,7,24.0,,0.24,1.68
2020-05-04,25,24.0,,0.24,6.0
2020-05-05,28,24.0,,0.24,6.72
2020-05-06,18,24.0,,0.24,4.32
2020-05-07,25,24.0,,0.24,6.0
2020-05-08,33,24.0,,0.24,7.92
2020-05-09,8,24.0,,0.24,1.92
2020-05-10,2,24.0,,0.24,0.48
2020-05-11,26,24.0,,0.24,6.24
2020-05-12,28,24.0,,0.24,6.72
2020-05-13,24,24.0,,0.24,5.76
2020-05-14,22,24.0,,0.24,5.279999999999999
2020-05-15,20,24.0,,0.24,4.8
2020-05-16,10,24.0,,0.24,2.4
2020-05-17,2,24.0,,0.24,0.48
2020-05-18,33,24.0,,0.24,7.92
2020-05-19,16,24.0,,0.24,3.84
2020-05-20,37,24.0,,0.24,8.879999999999999
2020-05-21,34,24.0,,0.24,8.16
2020-05-22,22,24.0,,0.24,5.279999999999999
2020-05-23,8,24.0,,0.24,1.92
2020-05-24,5,24.0,,0.24,1.2
2020-05-25,11,24.0,,0.24,2.6399999999999997
2020-05-26,27,24.0,,0.24,6.4799999999999995
2020-05-27,50,24.0,,0.24,12.0
2020-05-28,100,24.0,,0.24,24.0
2020-05-29,76,24.0,,0.24,18.24
2020-05-30,14,24.0,,0.24,3.36
2020-05-31,5,24.0,,0.24,1.2
2020-06-01,90,20.0,False,0.2,18.0
2020-06-02,74,20.0,,0.2,14.8
2020-06-03,100,20.0,,0.2,20.0
2020-06-04,75,20.0,,0.2,15.0
2020-06-05,91,20.0,,0.2,18.2
2020-06-06,14,20.0,,0.2,2.8000000000000003
2020-06-07,21,20.0,,0.2,4.2
2020-06-08,87,20.0,,0.2,17.400000000000002
2020-06-09,70,20.0,,0.2,14.0
2020-06-10,53,20.0,,0.2,10.600000000000001
2020-06-11,80,20.0,,0.2,16.0
2020-06-12,47,20.0,,0.2,9.4
2020-06-13,12,20.0,,0.2,2.4000000000000004
2020-06-14,14,20.0,,0.2,2.8000000000000003
2020-06-15,77,20.0,,0.2,15.4
2020-06-16,78,20.0,,0.2,15.600000000000001
2020-06-17,65,20.0,,0.2,13.0
2020-06-18,52,20.0,,0.2,10.4
2020-06-19,50,20.0,,0.2,10.0
2020-06-20,8,20.0,,0.2,1.6
2020-06-21,8,20.0,,0.2,1.6
2020-06-22,57,20.0,,0.2,11.4
2020-06-23,62,20.0,,0.2,12.4
2020-06-24,74,20.0,,0.2,14.8
2020-06-25,65,20.0,,0.2,13.0
2020-06-26,85,20.0,,0.2,17.0
2020-06-27,36,20.0,,0.2,7.2
2020-06-28,18,20.0,,0.2,3.6
2020-06-29,73,20.0,,0.2,14.600000000000001
2020-06-30,95,20.0,,0.2,19.0
2020-07-01,26,28.0,False,0.28,7.280000000000001
2020-07-02,22,28.0,,0.28,6.16
2020-07-03,9,28.0,,0.28,2.5200000000000005
2020-07-04,2,28.0,,0.28,0.56
2020-07-05,3,28.0,,0.28,0.8400000000000001
2020-07-06,25,28.0,,0.28,7.000000000000001
2020-07-07,24,28.0,,0.28,6.720000000000001
2020-07-08,49,28.0,,0.28,13.72
2020-07-09,52,28.0,,0.28,14.560000000000002
2020-07-10,29,28.0,,0.28,8.120000000000001
2020-07-11,6,28.0,,0.28,1.6800000000000002
2020-07-12,5,28.0,,0.28,1.4000000000000001
2020-07-13,27,28.0,,0.28,7.5600000000000005
2020-07-14,16,28.0,,0.28,4.48
2020-07-15,64,28.0,,0.28,17.92
2020-07-16,100,28.0,,0.28,28.000000000000004
2020-07-17,40,28.0,,0.28,11.200000000000001
2020-07-18,7,28.0,,0.28,1.9600000000000002
2020-07-19,5,28.0,,0.28,1.4000000000000001
2020-07-20,32,28.0,,0.28,8.96
2020-07-21,39,28.0,,0.28,10.920000000000002
2020-07-22,42,28.0,,0.28,11.760000000000002
2020-07-23,93,28.0,,0.28,26.040000000000003
2020-07-24,49,28.0,,0.28,13.72
2020-07-25,9,28.0,,0.28,2.5200000000000005
2020-07-26,5,28.0,,0.28,1.4000000000000001
2020-07-27,27,28.0,,0.28,7.5600000000000005
2020-07-28,29,28.0,,0.28,8.120000000000001
2020-07-29,29,28.0,,0.28,8.120000000000001
2020-07-30,19,28.0,,0.28,5.32
2020-07-31,24,28.0,,0.28,6.720000000000001
2020-08-01,8,15.0,False,0.15,1.2
2020-08-02,16,15.0,,0.15,2.4
2020-08-03,63,15.0,,0.15,9.45
2020-08-04,59,15.0,,0.15,8.85
2020-08-05,51,15.0,,0.15,7.6499999999999995
2020-08-06,39,15.0,,0.15,5.85
2020-08-07,39,15.0,,0.15,5.85
2020-08-08,20,15.0,,0.15,3.0
2020-08-09,26,15.0,,0.15,3.9
2020-08-10,100,15.0,,0.15,15.0
2020-08-11,78,15.0,,0.15,11.7
2020-08-12,57,15.0,,0.15,8.549999999999999
2020-08-13,50,15.0,,0.15,7.5
2020-08-14,33,15.0,,0.15,4.95
2020-08-15,15,15.0,,0.15,2.25
2020-08-16,6,15.0,,0.15,0.8999999999999999
2020-08-17,45,15.0,,0.15,6.75
2020-08-18,59,15.0,,0.15,8.85
2020-08-19,67,15.0,,0.15,10.049999999999999
2020-08-20,40,15.0,,0.15,6.0
2020-08-21,50,15.0,,0.15,7.5
2020-08-22,12,15.0,,0.15,1.7999999999999998
2020-08-23,16,15.0,,0.15,2.4
2020-08-24,59,15.0,,0.15,8.85
2020-08-25,51,15.0,,0.15,7.6499999999999995
2020-08-26,61,15.0,,0.15,9.15
2020-08-27,44,15.0,,0.15,6.6
2020-08-28,55,15.0,,0.15,8.25
2020-08-29,13,15.0,,0.15,1.95
2020-08-30,13,15.0,,0.15,1.95
2020-08-31,41,15.0,,0.15,6.1499999999999995
2020-09-01,32,13.0,False,0.13,4.16
2020-09-02,50,13.0,,0.13,6.5
2020-09-03,47,13.0,,0.13,6.11
2020-09-04,40,13.0,,0.13,5.2
2020-09-05,8,13.0,,0.13,1.04
2020-09-06,8,13.0,,0.13,1.04
2020-09-07,7,13.0,,0.13,0.91
2020-09-08,40,13.0,,0.13,5.2
2020-09-09,31,13.0,,0.13,4.03
2020-09-10,36,13.0,,0.13,4.68
2020-09-11,31,13.0,,0.13,4.03
2020-09-12,7,13.0,,0.13,0.91
2020-09-13,4,13.0,,0.13,0.52
2020-09-14,30,13.0,,0.13,3.9000000000000004
2020-09-15,29,13.0,,0.13,3.77
2020-09-16,22,13.0,,0.13,2.8600000000000003
2020-09-17,18,13.0,,0.13,2.34
2020-09-18,16,13.0,,0.13,2.08
2020-09-19,11,13.0,,0.13,1.4300000000000002
2020-09-20,10,13.0,,0.13,1.3
2020-09-21,29,13.0,,0.13,3.77
2020-09-22,27,13.0,,0.13,3.5100000000000002
2020-09-23,100,13.0,,0.13,13.0
2020-09-24,42,13.0,,0.13,5.46
2020-09-25,44,13.0,,0.13,5.720000000000001
2020-09-26,13,13.0,,0.13,1.69
2020-09-27,5,13.0,,0.13,0.65
2020-09-28,36,13.0,,0.13,4.68
2020-09-29,37,13.0,,0.13,4.8100000000000005
2020-09-30,28,13.0,,0.13,3.64
2020-10-01,12,23.0,False,0.23,2.7600000000000002
2020-10-02,18,23.0,,0.23,4.140000000000001
2020-10-03,4,23.0,,0.23,0.92
2020-10-04,1,23.0,,0.23,0.23
2020-10-05,12,23.0,,0.23,2.7600000000000002
2020-10-06,13,23.0,,0.23,2.99
2020-10-07,7,23.0,,0.23,1.61
2020-10-08,11,23.0,,0.23,2.5300000000000002
2020-10-09,11,23.0,,0.23,2.5300000000000002
2020-10-10,5,23.0,,0.23,1.1500000000000001
2020-10-11,1,23.0,,0.23,0.23
2020-10-12,16,23.0,,0.23,3.68
2020-10-13,14,23.0,,0.23,3.22
2020-10-14,12,23.0,,0.23,2.7600000000000002
2020-10-15,17,23.0,,0.23,3.91
2020-10-16,17,23.0,,0.23,3.91
2020-10-17,4,23.0,,0.23,0.92
2020-10-18,3,23.0,,0.23,0.6900000000000001
2020-10-19,16,23.0,,0.23,3.68
2020-10-20,18,23.0,,0.23,4.140000000000001
2020-10-21,26,23.0,,0.23,5.98
2020-10-22,22,23.0,,0.23,5.0600000000000005
2020-10-23,16,23.0,,0.23,3.68
2020-10-24,2,23.0,,0.23,0.46
2020-10-25,4,23.0,,0.23,0.92
2020-10-26,16,23.0,,0.23,3.68
2020-10-27,20,23.0,,0.23,4.6000000000000005
2020-10-28,26,23.0,,0.23,5.98
2020-10-29,82,23.0,,0.23,18.86
2020-10-30,100,23.0,,0.23,23.0
2020-10-31,13,23.0,,0.23,2.99
2020-11-01,22,17.0,False,0.17,3.74
2020-11-02,100,17.0,,0.17,17.0
2020-11-03,82,17.0,,0.17,13.940000000000001
2020-11-04,47,17.0,,0.17,7.99
2020-11-05,41,17.0,,0.17,6.970000000000001
2020-11-06,45,17.0,,0.17,7.65
2020-11-07,11,17.0,,0.17,1.87
2020-11-08,13,17.0,,0.17,2.21
2020-11-09,64,17.0,,0.17,10.88
2020-11-10,32,17.0,,0.17,5.44
2020-11-11,26,17.0,,0.17,4.42
2020-11-12,29,17.0,,0.17,4.930000000000001
2020-11-13,23,17.0,,0.17,3.91
2020-11-14,8,17.0,,0.17,1.36
2020-11-15,12,17.0,,0.17,2.04
2020-11-16,29,17.0,,0.17,4.930000000000001
2020-11-17,51,17.0,,0.17,8.67
2020-11-18,27,17.0,,0.17,4.590000000000001
2020-11-19,34,17.0,,0.17,5.78
2020-11-20,30,17.0,,0.17,5.1000000000000005
2020-11-21,4,17.0,,0.17,0.68
2020-11-22,5,17.0,,0.17,0.8500000000000001
2020-11-23,40,17.0,,0.17,6.800000000000001
2020-11-24,45,17.0,,0.17,7.65
2020-11-25,28,17.0,,0.17,4.760000000000001
2020-11-26,5,17.0,,0.17,0.8500000000000001
2020-11-27,17,17.0,,0.17,2.89
2020-11-28,11,17.0,,0.17,1.87
2020-11-29,1,17.0,,0.17,0.17
2020-11-30,14,17.0,,0.17,2.3800000000000003
2020-12-01,38,12.0,False,0.12,4.56
2020-12-02,47,12.0,,0.12,5.64
2020-12-03,38,12.0,,0.12,4.56
2020-12-04,53,12.0,,0.12,6.359999999999999
2020-12-05,13,12.0,,0.12,1.56
2020-12-06,15,12.0,,0.12,1.7999999999999998
2020-12-07,18,12.0,,0.12,2.16
2020-12-08,36,12.0,,0.12,4.32
2020-12-09,41,12.0,,0.12,4.92
2020-12-10,93,12.0,,0.12,11.16
2020-12-11,58,12.0,,0.12,6.96
2020-12-12,12,12.0,,0.12,1.44
2020-12-13,13,12.0,,0.12,1.56
2020-12-14,66,12.0,,0.12,7.92
2020-12-15,50,12.0,,0.12,6.0
2020-12-16,100,12.0,,0.12,12.0
2020-12-17,78,12.0,,0.12,9.36
2020-12-18,43,12.0,,0.12,5.16
2020-12-19,18,12.0,,0.12,2.16
2020-12-20,10,12.0,,0.12,1.2
2020-12-21,48,12.0,,0.12,5.76
2020-12-22,61,12.0,,0.12,7.319999999999999
2020-12-23,52,12.0,,0.12,6.24
2020-12-24,31,12.0,,0.12,3.7199999999999998
2020-12-25,12,12.0,,0.12,1.44
2020-12-26,11,12.0,,0.12,1.3199999999999998
2020-12-27,10,12.0,,0.12,1.2
2020-12-28,64,12.0,,0.12,7.68
2020-12-29,43,12.0,,0.12,5.16
2020-12-30,19,12.0,,0.12,2.28
2020-12-31,40,12.0,,0.12,4.8
2021-01-01,3,34.0,False,0.34,1.02
2021-01-02,3,34.0,,0.34,1.02
2021-01-03,3,34.0,,0.34,1.02
2021-01-04,6,34.0,,0.34,2.04
2021-01-05,8,34.0,,0.34,2.72
2021-01-06,11,34.0,,0.34,3.74
2021-01-07,19,34.0,,0.34,6.460000000000001
2021-01-08,21,34.0,,0.34,7.140000000000001
2021-01-09,42,34.0,,0.34,14.280000000000001
2021-01-10,16,34.0,,0.34,5.44
2021-01-11,100,34.0,,0.34,34.0
2021-01-12,82,34.0,,0.34,27.880000000000003
2021-01-13,54,34.0,,0.34,18.360000000000003
2021-01-14,47,34.0,,0.34,15.98
2021-01-15,40,34.0,,0.34,13.600000000000001
2021-01-16,14,34.0,,0.34,4.760000000000001
2021-01-17,8,34.0,,0.34,2.72
2021-01-18,12,34.0,,0.34,4.08
2021-01-19,27,34.0,,0.34,9.180000000000001
2021-01-20,24,34.0,,0.34,8.16
2021-01-21,20,34.0,,0.34,6.800000000000001
2021-01-22,19,34.0,,0.34,6.460000000000001
2021-01-23,4,34.0,,0.34,1.36
2021-01-24,4,34.0,,0.34,1.36
2021-01-25,18,34.0,,0.34,6.12
2021-01-26,28,34.0,,0.34,9.520000000000001
2021-01-27,25,34.0,,0.34,8.5
2021-01-28,16,34.0,,0.34,5.44
2021-01-29,17,34.0,,0.34,5.78
2021-01-30,6,34.0,,0.34,2.04
2021-01-31,5,34.0,,0.34,1.7000000000000002
2021-02-01,18,26.0,False,0.26,4.68
2021-02-02,29,26.0,,0.26,7.54
2021-02-03,28,26.0,,0.26,7.28
2021-02-04,30,26.0,,0.26,7.800000000000001
2021-02-05,27,26.0,,0.26,7.0200000000000005
2021-02-06,6,26.0,,0.26,1.56
2021-02-07,8,26.0,,0.26,2.08
2021-02-08,40,26.0,,0.26,10.4
2021-02-09,100,26.0,,0.26,26.0
2021-02-10,88,26.0,,0.26,22.880000000000003
2021-02-11,50,26.0,,0.26,13.0
2021-02-12,48,26.0,,0.26,12.48
2021-02-13,14,26.0,,0.26,3.64
2021-02-14,10,26.0,,0.26,2.6
2021-02-15,10,26.0,,0.26,2.6
2021-02-16,35,26.0,,0.26,9.1
2021-02-17,30,26.0,,0.26,7.800000000000001
2021-02-18,26,26.0,,0.26,6.76
2021-02-19,31,26.0,,0.26,8.06
2021-02-20,8,26.0,,0.26,2.08
2021-02-21,8,26.0,,0.26,2.08
2021-02-22,22,26.0,,0.26,5.720000000000001
2021-02-23,31,26.0,,0.26,8.06
2021-02-24,21,26.0,,0.26,5.46
2021-02-25,61,26.0,,0.26,15.860000000000001
2021-02-26,52,26.0,,0.26,13.52
2021-02-27,16,26.0,,0.26,4.16
2021-02-28,7,26.0,,0.26,1.82
2021-03-01,81,14.0,False,0.14,11.340000000000002
2021-03-02,93,14.0,,0.14,13.020000000000001
2021-03-03,59,14.0,,0.14,8.260000000000002
2021-03-04,100,14.0,,0.14,14.000000000000002
2021-03-05,73,14.0,,0.14,10.22
2021-03-06,7,14.0,,0.14,0.9800000000000001
2021-03-07,11,14.0,,0.14,1.54
2021-03-08,58,14.0,,0.14,8.120000000000001
2021-03-09,68,14.0,,0.14,9.520000000000001
2021-03-10,41,14.0,,0.14,5.74
2021-03-11,38,14.0,,0.14,5.32
2021-03-12,57,14.0,,0.14,7.98
2021-03-13,6,14.0,,0.14,0.8400000000000001
2021-03-14,6,14.0,,0.14,0.8400000000000001
2021-03-15,59,14.0,,0.14,8.260000000000002
2021-03-16,35,14.0,,0.14,4.9
2021-03-17,39,14.0,,0.14,5.460000000000001
2021-03-18,44,14.0,,0.14,6.16
2021-03-19,42,14.0,,0.14,5.880000000000001
2021-03-20,11,14.0,,0.14,1.54
2021-03-21,7,14.0,,0.14,0.9800000000000001
2021-03-22,37,14.0,,0.14,5.180000000000001
2021-03-23,22,14.0,,0.14,3.08
2021-03-24,31,14.0,,0.14,4.340000000000001
2021-03-25,45,14.0,,0.14,6.300000000000001
2021-03-26,45,14.0,,0.14,6.300000000000001
2021-03-27,5,14.0,,0.14,0.7000000000000001
2021-03-28,9,14.0,,0.14,1.2600000000000002
2021-03-29,40,14.0,,0.14,5.6000000000000005
2021-03-30,44,14.0,,0.14,6.16
2021-03-31,43,14.0,,0.14,6.0200000000000005
2021-04-01,21,16.0,False,0.16,3.36
2021-04-02,10,16.0,,0.16,1.6
2021-04-03,3,16.0,,0.16,0.48
2021-04-04,4,16.0,,0.16,0.64
2021-04-05,19,16.0,,0.16,3.04
2021-04-06,17,16.0,,0.16,2.72
2021-04-07,29,16.0,,0.16,4.64
2021-04-08,24,16.0,,0.16,3.84
2021-04-09,17,16.0,,0.16,2.72
2021-04-10,3,16.0,,0.16,0.48
2021-04-11,3,16.0,,0.16,0.48
2021-04-12,13,16.0,,0.16,2.08
2021-04-13,19,16.0,,0.16,3.04
2021-04-14,18,16.0,,0.16,2.88
2021-04-15,20,16.0,,0.16,3.2
