date,UNT_unscaled,UNT_monthly,isPartial,scale,UNT
2021-04-24,49,37.0,,0.37,18.13
2021-04-25,56,37.0,,0.37,20.72
2021-04-26,74,37.0,,0.37,27.38
2021-04-27,83,37.0,,0.37,30.71
2021-04-28,78,37.0,,0.37,28.86
2021-04-29,100,37.0,,0.37,37.0
2021-04-30,75,37.0,,0.37,27.75
2021-05-01,93,28.0,False,0.28,26.040000000000003
2021-05-02,71,28.0,,0.28,19.880000000000003
2021-05-03,100,28.0,,0.28,28.000000000000004
2021-05-04,98,28.0,,0.28,27.44
2021-05-05,88,28.0,,0.28,24.64
2021-05-06,87,28.0,,0.28,24.360000000000003
2021-05-07,80,28.0,,0.28,22.400000000000002
2021-05-08,51,28.0,,0.28,14.280000000000001
2021-05-09,41,28.0,,0.28,11.48
2021-05-10,87,28.0,,0.28,24.360000000000003
2021-05-11,78,28.0,,0.28,21.840000000000003
2021-05-12,79,28.0,,0.28,22.12
2021-05-13,73,28.0,,0.28,20.44
2021-05-14,66,28.0,,0.28,18.48
2021-05-15,46,28.0,,0.28,12.88
2021-05-16,47,28.0,,0.28,13.160000000000002
2021-05-17,72,28.0,,0.28,20.160000000000004
2021-05-18,75,28.0,,0.28,21.000000000000004
2021-05-19,81,28.0,,0.28,22.680000000000003
2021-05-20,70,28.0,,0.28,19.6
2021-05-21,67,28.0,,0.28,18.76
2021-05-22,48,28.0,,0.28,13.440000000000001
2021-05-23,45,28.0,,0.28,12.600000000000001
2021-05-24,82,28.0,,0.28,22.96
2021-05-25,71,28.0,,0.28,19.880000000000003
2021-05-26,60,28.0,,0.28,16.8
2021-05-27,68,28.0,,0.28,19.040000000000003
2021-05-28,68,28.0,,0.28,19.040000000000003
2021-05-29,45,28.0,,0.28,12.600000000000001
2021-05-30,36,28.0,,0.28,10.080000000000002
2021-05-31,53,28.0,,0.28,14.840000000000002
2021-06-01,86,27.0,False,0.27,23.220000000000002
2021-06-02,100,27.0,,0.27,27.0
2021-06-03,70,27.0,,0.27,18.900000000000002
2021-06-04,70,27.0,,0.27,18.900000000000002
2021-06-05,60,27.0,,0.27,16.200000000000003
2021-06-06,51,27.0,,0.27,13.770000000000001
2021-06-07,69,27.0,,0.27,18.630000000000003
2021-06-08,77,27.0,,0.27,20.790000000000003
2021-06-09,74,27.0,,0.27,19.98
2021-06-10,87,27.0,,0.27,23.490000000000002
2021-06-11,93,27.0,,0.27,25.110000000000003
2021-06-12,53,27.0,,0.27,14.31
2021-06-13,53,27.0,,0.27,14.31
2021-06-14,75,27.0,,0.27,20.25
2021-06-15,84,27.0,,0.27,22.68
2021-06-16,70,27.0,,0.27,18.900000000000002
2021-06-17,90,27.0,,0.27,24.3
2021-06-18,72,27.0,,0.27,19.44
2021-06-19,50,27.0,,0.27,13.5
2021-06-20,43,27.0,,0.27,11.610000000000001
2021-06-21,81,27.0,,0.27,21.87
2021-06-22,71,27.0,,0.27,19.17
2021-06-23,68,27.0,,0.27,18.36
2021-06-24,70,27.0,,0.27,18.900000000000002
2021-06-25,72,27.0,,0.27,19.44
2021-06-26,53,27.0,,0.27,14.31
2021-06-27,56,27.0,,0.27,15.120000000000001
2021-06-28,88,27.0,,0.27,23.76
2021-06-29,80,27.0,,0.27,21.6
2021-06-30,70,27.0,,0.27,18.900000000000002
2021-07-01,95,29.0,False,0.29,27.549999999999997
2021-07-02,59,29.0,,0.29,17.11
2021-07-03,62,29.0,,0.29,17.98
2021-07-04,58,29.0,,0.29,16.82
2021-07-05,83,29.0,,0.29,24.069999999999997
2021-07-06,93,29.0,,0.29,26.97
2021-07-07,85,29.0,,0.29,24.65
2021-07-08,84,29.0,,0.29,24.36
2021-07-09,87,29.0,,0.29,25.229999999999997
2021-07-10,55,29.0,,0.29,15.95
2021-07-11,51,29.0,,0.29,14.79
2021-07-12,88,29.0,,0.29,25.52
2021-07-13,86,29.0,,0.29,24.939999999999998
2021-07-14,96,29.0,,0.29,27.839999999999996
2021-07-15,89,29.0,,0.29,25.81
2021-07-16,73,29.0,,0.29,21.169999999999998
2021-07-17,60,29.0,,0.29,17.4
2021-07-18,55,29.0,,0.29,15.95
2021-07-19,88,29.0,,0.29,25.52
2021-07-20,74,29.0,,0.29,21.459999999999997
2021-07-21,80,29.0,,0.29,23.2
2021-07-22,81,29.0,,0.29,23.49
2021-07-23,81,29.0,,0.29,23.49
2021-07-24,48,29.0,,0.29,13.919999999999998
2021-07-25,56,29.0,,0.29,16.24
2021-07-26,100,29.0,,0.29,28.999999999999996
2021-07-27,90,29.0,,0.29,26.099999999999998
2021-07-28,71,29.0,,0.29,20.59
2021-07-29,92,29.0,,0.29,26.68
2021-07-30,67,29.0,,0.29,19.43
2021-07-31,72,29.0,,0.29,20.88
2021-08-01,20,58.0,False,0.58,11.6
2021-08-02,28,58.0,,0.58,16.24
2021-08-03,36,58.0,,0.58,20.88
2021-08-04,35,58.0,,0.58,20.299999999999997
2021-08-05,31,58.0,,0.58,17.98
2021-08-06,29,58.0,,0.58,16.82
2021-08-07,26,58.0,,0.58,15.079999999999998
2021-08-08,20,58.0,,0.58,11.6
2021-08-09,38,58.0,,0.58,22.04
2021-08-10,33,58.0,,0.58,19.139999999999997
2021-08-11,32,58.0,,0.58,18.56
2021-08-12,40,58.0,,0.58,23.2
2021-08-13,38,58.0,,0.58,22.04
2021-08-14,42,58.0,,0.58,24.36
2021-08-15,38,58.0,,0.58,22.04
2021-08-16,56,58.0,,0.58,32.48
2021-08-17,55,58.0,,0.58,31.9
2021-08-18,57,58.0,,0.58,33.059999999999995
2021-08-19,68,58.0,,0.58,39.44
2021-08-20,60,58.0,,0.58,34.8
2021-08-21,43,58.0,,0.58,24.939999999999998
2021-08-22,56,58.0,,0.58,32.48
2021-08-23,100,58.0,,0.58,57.99999999999999
2021-08-24,98,58.0,,0.58,56.839999999999996
2021-08-25,70,58.0,,0.58,40.599999999999994
2021-08-26,69,58.0,,0.58,40.019999999999996
2021-08-27,52,58.0,,0.58,30.159999999999997
2021-08-28,33,58.0,,0.58,19.139999999999997
2021-08-29,32,58.0,,0.58,18.56
2021-08-30,53,58.0,,0.58,30.74
2021-08-31,59,58.0,,0.58,34.22
2021-09-01,79,54.0,False,0.54,42.660000000000004
2021-09-02,81,54.0,,0.54,43.74
2021-09-03,73,54.0,,0.54,39.42
2021-09-04,68,54.0,,0.54,36.72
2021-09-05,84,54.0,,0.54,45.36
2021-09-06,55,54.0,,0.54,29.700000000000003
2021-09-07,79,54.0,,0.54,42.660000000000004
2021-09-08,74,54.0,,0.54,39.96
2021-09-09,78,54.0,,0.54,42.120000000000005
2021-09-10,60,54.0,,0.54,32.400000000000006
2021-09-11,68,54.0,,0.54,36.72
2021-09-12,100,54.0,,0.54,54.0
2021-09-13,78,54.0,,0.54,42.120000000000005
2021-09-14,67,54.0,,0.54,36.18
2021-09-15,67,54.0,,0.54,36.18
2021-09-16,57,54.0,,0.54,30.78
2021-09-17,56,54.0,,0.54,30.240000000000002
2021-09-18,62,54.0,,0.54,33.480000000000004
2021-09-19,72,54.0,,0.54,38.88
2021-09-20,68,54.0,,0.54,36.72
2021-09-21,70,54.0,,0.54,37.800000000000004
2021-09-22,60,54.0,,0.54,32.400000000000006
2021-09-23,65,54.0,,0.54,35.1
2021-09-24,59,54.0,,0.54,31.860000000000003
2021-09-25,53,54.0,,0.54,28.62
2021-09-26,45,54.0,,0.54,24.3
2021-09-27,67,54.0,,0.54,36.18
2021-09-28,69,54.0,,0.54,37.260000000000005
2021-09-29,68,54.0,,0.54,36.72
2021-09-30,64,54.0,,0.54,34.56
2021-10-01,85,45.0,False,0.45,38.25
2021-10-02,69,45.0,,0.45,31.05
2021-10-03,63,45.0,,0.45,28.35
2021-10-04,75,45.0,,0.45,33.75
2021-10-05,73,45.0,,0.45,32.85
2021-10-06,71,45.0,,0.45,31.95
2021-10-07,100,45.0,,0.45,45.0
2021-10-08,80,45.0,,0.45,36.0
2021-10-09,67,45.0,,0.45,30.150000000000002
2021-10-10,47,45.0,,0.45,21.150000000000002
2021-10-11,98,45.0,,0.45,44.1
2021-10-12,88,45.0,,0.45,39.6
2021-10-13,92,45.0,,0.45,41.4
2021-10-14,91,45.0,,0.45,40.95
2021-10-15,81,45.0,,0.45,36.45
2021-10-16,65,45.0,,0.45,29.25
2021-10-17,54,45.0,,0.45,24.3
2021-10-18,78,45.0,,0.45,35.1
2021-10-19,94,45.0,,0.45,42.300000000000004
2021-10-20,81,45.0,,0.45,36.45
2021-10-21,77,45.0,,0.45,34.65
2021-10-22,70,45.0,,0.45,31.5
2021-10-23,70,45.0,,0.45,31.5
2021-10-24,62,45.0,,0.45,27.900000000000002
2021-10-25,80,45.0,,0.45,36.0
2021-10-26,83,45.0,,0.45,37.35
2021-10-27,67,45.0,,0.45,30.150000000000002
2021-10-28,74,45.0,,0.45,33.300000000000004
2021-10-29,62,45.0,,0.45,27.900000000000002
2021-10-30,54,45.0,,0.45,24.3
2021-10-31,51,45.0,,0.45,22.95
2021-11-01,75,43.0,False,0.43,32.25
2021-11-02,66,43.0,,0.43,28.38
2021-11-03,64,43.0,,0.43,27.52
2021-11-04,75,43.0,,0.43,32.25
2021-11-05,61,43.0,,0.43,26.23
2021-11-06,40,43.0,,0.43,17.2
2021-11-07,52,43.0,,0.43,22.36
2021-11-08,69,43.0,,0.43,29.669999999999998
2021-11-09,87,43.0,,0.43,37.41
2021-11-10,61,43.0,,0.43,26.23
2021-11-11,78,43.0,,0.43,33.54
2021-11-12,65,43.0,,0.43,27.95
2021-11-13,76,43.0,,0.43,32.68
2021-11-14,58,43.0,,0.43,24.94
2021-11-15,66,43.0,,0.43,28.38
2021-11-16,71,43.0,,0.43,30.53
2021-11-17,56,43.0,,0.43,24.08
2021-11-18,57,43.0,,0.43,24.509999999999998
2021-11-19,52,43.0,,0.43,22.36
2021-11-20,54,43.0,,0.43,23.22
2021-11-21,47,43.0,,0.43,20.21
2021-11-22,65,43.0,,0.43,27.95
2021-11-23,54,43.0,,0.43,23.22
2021-11-24,38,43.0,,0.43,16.34
2021-11-25,39,43.0,,0.43,16.77
2021-11-26,32,43.0,,0.43,13.76
2021-11-27,100,43.0,,0.43,43.0
2021-11-28,60,43.0,,0.43,25.8
2021-11-29,66,43.0,,0.43,28.38
2021-11-30,76,43.0,,0.43,32.68
2021-12-01,87,34.0,False,0.34,29.580000000000002
2021-12-02,76,34.0,,0.34,25.840000000000003
2021-12-03,71,34.0,,0.34,24.14
2021-12-04,60,34.0,,0.34,20.400000000000002
2021-12-05,56,34.0,,0.34,19.040000000000003
2021-12-06,89,34.0,,0.34,30.26
2021-12-07,86,34.0,,0.34,29.240000000000002
2021-12-08,77,34.0,,0.34,26.180000000000003
2021-12-09,72,34.0,,0.34,24.48
2021-12-10,74,34.0,,0.34,25.16
2021-12-11,59,34.0,,0.34,20.060000000000002
2021-12-12,56,34.0,,0.34,19.040000000000003
2021-12-13,65,34.0,,0.34,22.1
2021-12-14,67,34.0,,0.34,22.78
2021-12-15,66,34.0,,0.34,22.44
2021-12-16,68,34.0,,0.34,23.12
2021-12-17,48,34.0,,0.34,16.32
2021-12-18,38,34.0,,0.34,12.920000000000002
2021-12-19,32,34.0,,0.34,10.88
2021-12-20,55,34.0,,0.34,18.700000000000003
2021-12-21,46,34.0,,0.34,15.64
2021-12-22,48,34.0,,0.34,16.32
2021-12-23,100,34.0,,0.34,34.0
2021-12-24,39,34.0,,0.34,13.260000000000002
2021-12-25,28,34.0,,0.34,9.520000000000001
2021-12-26,27,34.0,,0.34,9.180000000000001
2021-12-27,38,34.0,,0.34,12.920000000000002
2021-12-28,40,34.0,,0.34,13.600000000000001
2021-12-29,40,34.0,,0.34,13.600000000000001
2021-12-30,35,34.0,,0.34,11.9
2021-12-31,31,34.0,,0.34,10.540000000000001
