date,MC_unscaled,MC_monthly,isPartial,scale,MC
2019-08-15,84,81.0,,0.81,68.04
2019-08-16,85,81.0,,0.81,68.85000000000001
2019-08-17,82,81.0,,0.81,66.42
2019-08-18,91,81.0,,0.81,73.71000000000001
2019-08-19,81,81.0,,0.81,65.61
2019-08-20,80,81.0,,0.81,64.80000000000001
2019-08-21,79,81.0,,0.81,63.99
2019-08-22,81,81.0,,0.81,65.61
2019-08-23,83,81.0,,0.81,67.23
2019-08-24,86,81.0,,0.81,69.66000000000001
2019-08-25,89,81.0,,0.81,72.09
2019-08-26,82,81.0,,0.81,66.42
2019-08-27,79,81.0,,0.81,63.99
2019-08-28,82,81.0,,0.81,66.42
2019-08-29,83,81.0,,0.81,67.23
2019-08-30,77,81.0,,0.81,62.370000000000005
2019-08-31,78,81.0,,0.81,63.18000000000001
2019-09-01,77,80.0,False,0.8,61.6
2019-09-02,76,80.0,,0.8,60.800000000000004
2019-09-03,83,80.0,,0.8,66.4
2019-09-04,100,80.0,,0.8,80.0
2019-09-05,72,80.0,,0.8,57.6
2019-09-06,71,80.0,,0.8,56.800000000000004
2019-09-07,67,80.0,,0.8,53.6
2019-09-08,74,80.0,,0.8,59.2
2019-09-09,72,80.0,,0.8,57.6
2019-09-10,69,80.0,,0.8,55.2
2019-09-11,81,80.0,,0.8,64.8
2019-09-12,71,80.0,,0.8,56.800000000000004
2019-09-13,63,80.0,,0.8,50.400000000000006
2019-09-14,70,80.0,,0.8,56.0
2019-09-15,71,80.0,,0.8,56.800000000000004
2019-09-16,70,80.0,,0.8,56.0
2019-09-17,67,80.0,,0.8,53.6
2019-09-18,73,80.0,,0.8,58.400000000000006
2019-09-19,66,80.0,,0.8,52.800000000000004
2019-09-20,68,80.0,,0.8,54.400000000000006
2019-09-21,74,80.0,,0.8,59.2
2019-09-22,72,80.0,,0.8,57.6
2019-09-23,67,80.0,,0.8,53.6
2019-09-24,68,80.0,,0.8,54.400000000000006
2019-09-25,75,80.0,,0.8,60.0
2019-09-26,70,80.0,,0.8,56.0
2019-09-27,61,80.0,,0.8,48.800000000000004
2019-09-28,69,80.0,,0.8,55.2
2019-09-29,74,80.0,,0.8,59.2
2019-09-30,67,80.0,,0.8,53.6
2019-10-01,77,80.0,False,0.8,61.6
2019-10-02,87,80.0,,0.8,69.60000000000001
2019-10-03,82,80.0,,0.8,65.60000000000001
2019-10-04,76,80.0,,0.8,60.800000000000004
2019-10-05,73,80.0,,0.8,58.400000000000006
2019-10-06,74,80.0,,0.8,59.2
2019-10-07,73,80.0,,0.8,58.400000000000006
2019-10-08,74,80.0,,0.8,59.2
2019-10-09,80,80.0,,0.8,64.0
2019-10-10,74,80.0,,0.8,59.2
2019-10-11,77,80.0,,0.8,61.6
2019-10-12,78,80.0,,0.8,62.400000000000006
2019-10-13,71,80.0,,0.8,56.800000000000004
2019-10-14,74,80.0,,0.8,59.2
2019-10-15,63,80.0,,0.8,50.400000000000006
2019-10-16,87,80.0,,0.8,69.60000000000001
2019-10-17,74,80.0,,0.8,59.2
2019-10-18,75,80.0,,0.8,60.0
2019-10-19,80,80.0,,0.8,64.0
2019-10-20,67,80.0,,0.8,53.6
2019-10-21,73,80.0,,0.8,58.400000000000006
2019-10-22,84,80.0,,0.8,67.2
2019-10-23,100,80.0,,0.8,80.0
2019-10-24,86,80.0,,0.8,68.8
2019-10-25,76,80.0,,0.8,60.800000000000004
2019-10-26,86,80.0,,0.8,68.8
2019-10-27,71,80.0,,0.8,56.800000000000004
2019-10-28,72,80.0,,0.8,57.6
2019-10-29,75,80.0,,0.8,60.0
2019-10-30,90,80.0,,0.8,72.0
2019-10-31,77,80.0,,0.8,61.6
2019-11-01,66,69.0,False,0.69,45.54
2019-11-02,73,69.0,,0.69,50.37
2019-11-03,69,69.0,,0.69,47.61
2019-11-04,73,69.0,,0.69,50.37
2019-11-05,73,69.0,,0.69,50.37
2019-11-06,100,69.0,,0.69,69.0
2019-11-07,81,69.0,,0.69,55.88999999999999
2019-11-08,76,69.0,,0.69,52.44
2019-11-09,69,69.0,,0.69,47.61
2019-11-10,81,69.0,,0.69,55.88999999999999
2019-11-11,74,69.0,,0.69,51.059999999999995
2019-11-12,73,69.0,,0.69,50.37
2019-11-13,76,69.0,,0.69,52.44
2019-11-14,72,69.0,,0.69,49.67999999999999
2019-11-15,62,69.0,,0.69,42.779999999999994
2019-11-16,70,69.0,,0.69,48.3
2019-11-17,72,69.0,,0.69,49.67999999999999
2019-11-18,63,69.0,,0.69,43.47
2019-11-19,64,69.0,,0.69,44.16
2019-11-20,64,69.0,,0.69,44.16
2019-11-21,64,69.0,,0.69,44.16
2019-11-22,65,69.0,,0.69,44.849999999999994
2019-11-23,62,69.0,,0.69,42.779999999999994
2019-11-24,65,69.0,,0.69,44.849999999999994
2019-11-25,58,69.0,,0.69,40.019999999999996
2019-11-26,64,69.0,,0.69,44.16
2019-11-27,63,69.0,,0.69,43.47
2019-11-28,67,69.0,,0.69,46.23
2019-11-29,60,69.0,,0.69,41.4
2019-11-30,60,69.0,,0.69,41.4
2019-12-01,90,66.0,False,0.66,59.400000000000006
2019-12-02,80,66.0,,0.66,52.800000000000004
2019-12-03,79,66.0,,0.66,52.14
2019-12-04,82,66.0,,0.66,54.120000000000005
2019-12-05,83,66.0,,0.66,54.78
2019-12-06,78,66.0,,0.66,51.480000000000004
2019-12-07,87,66.0,,0.66,57.42
2019-12-08,89,66.0,,0.66,58.74
2019-12-09,78,66.0,,0.66,51.480000000000004
2019-12-10,85,66.0,,0.66,56.1
2019-12-11,90,66.0,,0.66,59.400000000000006
2019-12-12,82,66.0,,0.66,54.120000000000005
2019-12-13,81,66.0,,0.66,53.46
2019-12-14,83,66.0,,0.66,54.78
2019-12-15,89,66.0,,0.66,58.74
2019-12-16,82,66.0,,0.66,54.120000000000005
2019-12-17,85,66.0,,0.66,56.1
2019-12-18,81,66.0,,0.66,53.46
2019-12-19,75,66.0,,0.66,49.5
2019-12-20,84,66.0,,0.66,55.440000000000005
2019-12-21,85,66.0,,0.66,56.1
2019-12-22,80,66.0,,0.66,52.800000000000004
2019-12-23,86,66.0,,0.66,56.760000000000005
2019-12-24,85,66.0,,0.66,56.1
2019-12-25,100,66.0,,0.66,66.0
2019-12-26,94,66.0,,0.66,62.040000000000006
2019-12-27,82,66.0,,0.66,54.120000000000005
2019-12-28,82,66.0,,0.66,54.120000000000005
2019-12-29,82,66.0,,0.66,54.120000000000005
2019-12-30,86,66.0,,0.66,56.760000000000005
2019-12-31,85,66.0,,0.66,56.1
2020-01-01,72,67.0,False,0.67,48.24
2020-01-02,70,67.0,,0.67,46.900000000000006
2020-01-03,67,67.0,,0.67,44.89
2020-01-04,69,67.0,,0.67,46.230000000000004
2020-01-05,67,67.0,,0.67,44.89
2020-01-06,73,67.0,,0.67,48.910000000000004
2020-01-07,67,67.0,,0.67,44.89
2020-01-08,63,67.0,,0.67,42.21
2020-01-09,67,67.0,,0.67,44.89
2020-01-10,63,67.0,,0.67,42.21
2020-01-11,68,67.0,,0.67,45.56
2020-01-12,69,67.0,,0.67,46.230000000000004
2020-01-13,73,67.0,,0.67,48.910000000000004
2020-01-14,67,67.0,,0.67,44.89
2020-01-15,64,67.0,,0.67,42.88
2020-01-16,63,67.0,,0.67,42.21
2020-01-17,66,67.0,,0.67,44.220000000000006
2020-01-18,73,67.0,,0.67,48.910000000000004
2020-01-19,100,67.0,,0.67,67.0
2020-01-20,77,67.0,,0.67,51.59
2020-01-21,71,67.0,,0.67,47.57
2020-01-22,71,67.0,,0.67,47.57
2020-01-23,66,67.0,,0.67,44.220000000000006
2020-01-24,77,67.0,,0.67,51.59
2020-01-25,77,67.0,,0.67,51.59
2020-01-26,62,67.0,,0.67,41.54
2020-01-27,70,67.0,,0.67,46.900000000000006
2020-01-28,71,67.0,,0.67,47.57
2020-01-29,73,67.0,,0.67,48.910000000000004
2020-01-30,65,67.0,,0.67,43.550000000000004
2020-01-31,74,67.0,,0.67,49.580000000000005
2020-02-01,76,72.0,False,0.72,54.72
2020-02-02,81,72.0,,0.72,58.32
2020-02-03,100,72.0,,0.72,72.0
2020-02-04,86,72.0,,0.72,61.919999999999995
2020-02-05,83,72.0,,0.72,59.76
2020-02-06,80,72.0,,0.72,57.599999999999994
2020-02-07,74,72.0,,0.72,53.28
2020-02-08,80,72.0,,0.72,57.599999999999994
2020-02-09,85,72.0,,0.72,61.199999999999996
2020-02-10,78,72.0,,0.72,56.16
2020-02-11,77,72.0,,0.72,55.44
2020-02-12,82,72.0,,0.72,59.04
2020-02-13,78,72.0,,0.72,56.16
2020-02-14,81,72.0,,0.72,58.32
2020-02-15,84,72.0,,0.72,60.48
2020-02-16,84,72.0,,0.72,60.48
2020-02-17,89,72.0,,0.72,64.08
2020-02-18,78,72.0,,0.72,56.16
2020-02-19,86,72.0,,0.72,61.919999999999995
2020-02-20,84,72.0,,0.72,60.48
2020-02-21,82,72.0,,0.72,59.04
2020-02-22,92,72.0,,0.72,66.24
2020-02-23,80,72.0,,0.72,57.599999999999994
2020-02-24,78,72.0,,0.72,56.16
2020-02-25,78,72.0,,0.72,56.16
2020-02-26,72,72.0,,0.72,51.839999999999996
2020-02-27,78,72.0,,0.72,56.16
2020-02-28,81,72.0,,0.72,58.32
2020-02-29,80,72.0,,0.72,57.599999999999994
2020-03-01,97,68.0,False,0.68,65.96000000000001
2020-03-02,91,68.0,,0.68,61.88
2020-03-03,90,68.0,,0.68,61.2
2020-03-04,86,68.0,,0.68,58.480000000000004
2020-03-05,90,68.0,,0.68,61.2
2020-03-06,90,68.0,,0.68,61.2
2020-03-07,85,68.0,,0.68,57.800000000000004
2020-03-08,100,68.0,,0.68,68.0
2020-03-09,93,68.0,,0.68,63.24
2020-03-10,84,68.0,,0.68,57.120000000000005
2020-03-11,73,68.0,,0.68,49.64
2020-03-12,79,68.0,,0.68,53.720000000000006
2020-03-13,80,68.0,,0.68,54.400000000000006
2020-03-14,88,68.0,,0.68,59.84
2020-03-15,92,68.0,,0.68,62.56
2020-03-16,88,68.0,,0.68,59.84
2020-03-17,83,68.0,,0.68,56.440000000000005
2020-03-18,82,68.0,,0.68,55.760000000000005
2020-03-19,89,68.0,,0.68,60.52
2020-03-20,81,68.0,,0.68,55.080000000000005
2020-03-21,92,68.0,,0.68,62.56
2020-03-22,92,68.0,,0.68,62.56
2020-03-23,82,68.0,,0.68,55.760000000000005
2020-03-24,90,68.0,,0.68,61.2
2020-03-25,90,68.0,,0.68,61.2
2020-03-26,93,68.0,,0.68,63.24
2020-03-27,87,68.0,,0.68,59.160000000000004
2020-03-28,92,68.0,,0.68,62.56
2020-03-29,92,68.0,,0.68,62.56
2020-03-30,89,68.0,,0.68,60.52
2020-03-31,86,68.0,,0.68,58.480000000000004
2020-04-01,86,70.0,False,0.7,60.199999999999996
2020-04-02,87,70.0,,0.7,60.9
2020-04-03,90,70.0,,0.7,62.99999999999999
2020-04-04,85,70.0,,0.7,59.49999999999999
2020-04-05,89,70.0,,0.7,62.3
2020-04-06,89,70.0,,0.7,62.3
2020-04-07,91,70.0,,0.7,63.699999999999996
2020-04-08,87,70.0,,0.7,60.9
2020-04-09,88,70.0,,0.7,61.599999999999994
2020-04-10,91,70.0,,0.7,63.699999999999996
2020-04-11,91,70.0,,0.7,63.699999999999996
2020-04-12,96,70.0,,0.7,67.19999999999999
2020-04-13,87,70.0,,0.7,60.9
2020-04-14,88,70.0,,0.7,61.599999999999994
2020-04-15,89,70.0,,0.7,62.3
2020-04-16,91,70.0,,0.7,63.699999999999996
2020-04-17,89,70.0,,0.7,62.3
2020-04-18,100,70.0,,0.7,70.0
2020-04-19,100,70.0,,0.7,70.0
2020-04-20,92,70.0,,0.7,64.39999999999999
2020-04-21,89,70.0,,0.7,62.3
2020-04-22,97,70.0,,0.7,67.89999999999999
2020-04-23,97,70.0,,0.7,67.89999999999999
2020-04-24,90,70.0,,0.7,62.99999999999999
2020-04-25,99,70.0,,0.7,69.3
2020-04-26,99,70.0,,0.7,69.3
2020-04-27,95,70.0,,0.7,66.5
2020-04-28,90,70.0,,0.7,62.99999999999999
2020-04-29,90,70.0,,0.7,62.99999999999999
2020-04-30,95,70.0,,0.7,66.5
2020-05-01,88,75.0,False,0.75,66.0
2020-05-02,89,75.0,,0.75,66.75
2020-05-03,89,75.0,,0.75,66.75
2020-05-04,87,75.0,,0.75,65.25
2020-05-05,88,75.0,,0.75,66.0
2020-05-06,83,75.0,,0.75,62.25
2020-05-07,95,75.0,,0.75,71.25
2020-05-08,90,75.0,,0.75,67.5
2020-05-09,93,75.0,,0.75,69.75
2020-05-10,95,75.0,,0.75,71.25
2020-05-11,87,75.0,,0.75,65.25
2020-05-12,84,75.0,,0.75,63.0
2020-05-13,85,75.0,,0.75,63.75
2020-05-14,92,75.0,,0.75,69.0
2020-05-15,89,75.0,,0.75,66.75
2020-05-16,93,75.0,,0.75,69.75
2020-05-17,90,75.0,,0.75,67.5
2020-05-18,87,75.0,,0.75,65.25
2020-05-19,86,75.0,,0.75,64.5
2020-05-20,90,75.0,,0.75,67.5
2020-05-21,100,75.0,,0.75,75.0
2020-05-22,88,75.0,,0.75,66.0
2020-05-23,91,75.0,,0.75,68.25
2020-05-24,97,75.0,,0.75,72.75
2020-05-25,94,75.0,,0.75,70.5
2020-05-26,89,75.0,,0.75,66.75
2020-05-27,89,75.0,,0.75,66.75
2020-05-28,84,75.0,,0.75,63.0
2020-05-29,82,75.0,,0.75,61.5
2020-05-30,93,75.0,,0.75,69.75
2020-05-31,87,75.0,,0.75,65.25
2020-06-01,83,78.0,False,0.78,64.74000000000001
2020-06-02,86,78.0,,0.78,67.08
2020-06-03,89,78.0,,0.78,69.42
2020-06-04,90,78.0,,0.78,70.2
2020-06-05,89,78.0,,0.78,69.42
2020-06-06,89,78.0,,0.78,69.42
2020-06-07,95,78.0,,0.78,74.10000000000001
2020-06-08,89,78.0,,0.78,69.42
2020-06-09,92,78.0,,0.78,71.76
2020-06-10,87,78.0,,0.78,67.86
2020-06-11,90,78.0,,0.78,70.2
2020-06-12,87,78.0,,0.78,67.86
2020-06-13,100,78.0,,0.78,78.0
2020-06-14,100,78.0,,0.78,78.0
2020-06-15,95,78.0,,0.78,74.10000000000001
2020-06-16,90,78.0,,0.78,70.2
2020-06-17,88,78.0,,0.78,68.64
2020-06-18,87,78.0,,0.78,67.86
2020-06-19,88,78.0,,0.78,68.64
2020-06-20,97,78.0,,0.78,75.66
2020-06-21,87,78.0,,0.78,67.86
2020-06-22,93,78.0,,0.78,72.54
2020-06-23,86,78.0,,0.78,67.08
2020-06-24,87,78.0,,0.78,67.86
2020-06-25,93,78.0,,0.78,72.54
2020-06-26,92,78.0,,0.78,71.76
2020-06-27,95,78.0,,0.78,74.10000000000001
2020-06-28,98,78.0,,0.78,76.44
2020-06-29,91,78.0,,0.78,70.98
2020-06-30,99,78.0,,0.78,77.22
2020-07-01,82,79.0,False,0.79,64.78
2020-07-02,83,79.0,,0.79,65.57000000000001
2020-07-03,86,79.0,,0.79,67.94
2020-07-04,87,79.0,,0.79,68.73
2020-07-05,80,79.0,,0.79,63.2
2020-07-06,81,79.0,,0.79,63.99
2020-07-07,81,79.0,,0.79,63.99
2020-07-08,84,79.0,,0.79,66.36
2020-07-09,83,79.0,,0.79,65.57000000000001
2020-07-10,86,79.0,,0.79,67.94
2020-07-11,85,79.0,,0.79,67.15
2020-07-12,89,79.0,,0.79,70.31
2020-07-13,87,79.0,,0.79,68.73
2020-07-14,83,79.0,,0.79,65.57000000000001
2020-07-15,83,79.0,,0.79,65.57000000000001
2020-07-16,82,79.0,,0.79,64.78
2020-07-17,89,79.0,,0.79,70.31
2020-07-18,98,79.0,,0.79,77.42
2020-07-19,95,79.0,,0.79,75.05
2020-07-20,89,79.0,,0.79,70.31
2020-07-21,81,79.0,,0.79,63.99
2020-07-22,85,79.0,,0.79,67.15
2020-07-23,88,79.0,,0.79,69.52000000000001
2020-07-24,89,79.0,,0.79,70.31
2020-07-25,100,79.0,,0.79,79.0
2020-07-26,90,79.0,,0.79,71.10000000000001
2020-07-27,88,79.0,,0.79,69.52000000000001
2020-07-28,90,79.0,,0.79,71.10000000000001
2020-07-29,90,79.0,,0.79,71.10000000000001
2020-07-30,86,79.0,,0.79,67.94
2020-07-31,88,79.0,,0.79,69.52000000000001
2020-08-01,96,78.0,False,0.78,74.88
2020-08-02,92,78.0,,0.78,71.76
2020-08-03,89,78.0,,0.78,69.42
2020-08-04,95,78.0,,0.78,74.10000000000001
2020-08-05,86,78.0,,0.78,67.08
2020-08-06,85,78.0,,0.78,66.3
2020-08-07,93,78.0,,0.78,72.54
2020-08-08,97,78.0,,0.78,75.66
2020-08-09,100,78.0,,0.78,78.0
2020-08-10,96,78.0,,0.78,74.88
2020-08-11,82,78.0,,0.78,63.96
2020-08-12,87,78.0,,0.78,67.86
2020-08-13,84,78.0,,0.78,65.52
2020-08-14,85,78.0,,0.78,66.3
2020-08-15,94,78.0,,0.78,73.32000000000001
2020-08-16,91,78.0,,0.78,70.98
2020-08-17,89,78.0,,0.78,69.42
2020-08-18,93,78.0,,0.78,72.54
2020-08-19,92,78.0,,0.78,71.76
2020-08-20,89,78.0,,0.78,69.42
2020-08-21,83,78.0,,0.78,64.74000000000001
2020-08-22,96,78.0,,0.78,74.88
2020-08-23,97,78.0,,0.78,75.66
2020-08-24,83,78.0,,0.78,64.74000000000001
2020-08-25,86,78.0,,0.78,67.08
2020-08-26,85,78.0,,0.78,66.3
2020-08-27,86,78.0,,0.78,67.08
2020-08-28,84,78.0,,0.78,65.52
2020-08-29,93,78.0,,0.78,72.54
2020-08-30,89,78.0,,0.78,69.42
2020-08-31,85,78.0,,0.78,66.3
2020-09-01,83,75.0,False,0.75,62.25
2020-09-02,80,75.0,,0.75,60.0
2020-09-03,78,75.0,,0.75,58.5
2020-09-04,82,75.0,,0.75,61.5
2020-09-05,89,75.0,,0.75,66.75
2020-09-06,93,75.0,,0.75,69.75
2020-09-07,91,75.0,,0.75,68.25
2020-09-08,85,75.0,,0.75,63.75
2020-09-09,90,75.0,,0.75,67.5
2020-09-10,83,75.0,,0.75,62.25
2020-09-11,86,75.0,,0.75,64.5
2020-09-12,94,75.0,,0.75,70.5
2020-09-13,90,75.0,,0.75,67.5
2020-09-14,89,75.0,,0.75,66.75
2020-09-15,85,75.0,,0.75,63.75
2020-09-16,79,75.0,,0.75,59.25
2020-09-17,75,75.0,,0.75,56.25
2020-09-18,83,75.0,,0.75,62.25
2020-09-19,93,75.0,,0.75,69.75
2020-09-20,89,75.0,,0.75,66.75
2020-09-21,77,75.0,,0.75,57.75
2020-09-22,80,75.0,,0.75,60.0
2020-09-23,82,75.0,,0.75,61.5
2020-09-24,79,75.0,,0.75,59.25
2020-09-25,82,75.0,,0.75,61.5
2020-09-26,100,75.0,,0.75,75.0
2020-09-27,90,75.0,,0.75,67.5
2020-09-28,86,75.0,,0.75,64.5
2020-09-29,83,75.0,,0.75,62.25
2020-09-30,83,75.0,,0.75,62.25
2020-10-01,82,78.0,False,0.78,63.96
2020-10-02,80,78.0,,0.78,62.400000000000006
2020-10-03,91,78.0,,0.78,70.98
2020-10-04,92,78.0,,0.78,71.76
2020-10-05,85,78.0,,0.78,66.3
2020-10-06,84,78.0,,0.78,65.52
2020-10-07,91,78.0,,0.78,70.98
2020-10-08,82,78.0,,0.78,63.96
2020-10-09,86,78.0,,0.78,67.08
2020-10-10,84,78.0,,0.78,65.52
2020-10-11,84,78.0,,0.78,65.52
2020-10-12,94,78.0,,0.78,73.32000000000001
2020-10-13,82,78.0,,0.78,63.96
2020-10-14,87,78.0,,0.78,67.86
2020-10-15,73,78.0,,0.78,56.940000000000005
2020-10-16,86,78.0,,0.78,67.08
2020-10-17,88,78.0,,0.78,68.64
2020-10-18,93,78.0,,0.78,72.54
2020-10-19,86,78.0,,0.78,67.08
2020-10-20,84,78.0,,0.78,65.52
2020-10-21,83,78.0,,0.78,64.74000000000001
2020-10-22,86,78.0,,0.78,67.08
2020-10-23,89,78.0,,0.78,69.42
2020-10-24,100,78.0,,0.78,78.0
2020-10-25,86,78.0,,0.78,67.08
2020-10-26,83,78.0,,0.78,64.74000000000001
2020-10-27,76,78.0,,0.78,59.28
2020-10-28,89,78.0,,0.78,69.42
2020-10-29,81,78.0,,0.78,63.18
2020-10-30,95,78.0,,0.78,74.10000000000001
2020-10-31,86,78.0,,0.78,67.08
2020-11-01,98,73.0,False,0.73,71.53999999999999
2020-11-02,98,73.0,,0.73,71.53999999999999
2020-11-03,88,73.0,,0.73,64.24
2020-11-04,53,73.0,,0.73,38.69
2020-11-05,60,73.0,,0.73,43.8
2020-11-06,68,73.0,,0.73,49.64
2020-11-07,75,73.0,,0.73,54.75
2020-11-08,96,73.0,,0.73,70.08
2020-11-09,87,73.0,,0.73,63.51
2020-11-10,97,73.0,,0.73,70.81
2020-11-11,90,73.0,,0.73,65.7
2020-11-12,87,73.0,,0.73,63.51
2020-11-13,89,73.0,,0.73,64.97
2020-11-14,100,73.0,,0.73,73.0
2020-11-15,93,73.0,,0.73,67.89
2020-11-16,87,73.0,,0.73,63.51
2020-11-17,80,73.0,,0.73,58.4
2020-11-18,82,73.0,,0.73,59.86
2020-11-19,92,73.0,,0.73,67.16
2020-11-20,83,73.0,,0.73,60.589999999999996
2020-11-21,93,73.0,,0.73,67.89
2020-11-22,90,73.0,,0.73,65.7
2020-11-23,98,73.0,,0.73,71.53999999999999
2020-11-24,99,73.0,,0.73,72.27
2020-11-25,100,73.0,,0.73,73.0
2020-11-26,88,73.0,,0.73,64.24
2020-11-27,94,73.0,,0.73,68.62
2020-11-28,83,73.0,,0.73,60.589999999999996
2020-11-29,96,73.0,,0.73,70.08
2020-11-30,94,73.0,,0.73,68.62
2020-12-01,79,81.0,False,0.81,63.99
2020-12-02,78,81.0,,0.81,63.18000000000001
2020-12-03,79,81.0,,0.81,63.99
2020-12-04,81,81.0,,0.81,65.61
2020-12-05,88,81.0,,0.81,71.28
2020-12-06,84,81.0,,0.81,68.04
2020-12-07,84,81.0,,0.81,68.04
2020-12-08,82,81.0,,0.81,66.42
2020-12-09,82,81.0,,0.81,66.42
2020-12-10,81,81.0,,0.81,65.61
2020-12-11,81,81.0,,0.81,65.61
2020-12-12,89,81.0,,0.81,72.09
2020-12-13,78,81.0,,0.81,63.18000000000001
2020-12-14,79,81.0,,0.81,63.99
2020-12-15,69,81.0,,0.81,55.89
2020-12-16,84,81.0,,0.81,68.04
2020-12-17,78,81.0,,0.81,63.18000000000001
2020-12-18,82,81.0,,0.81,66.42
2020-12-19,88,81.0,,0.81,71.28
2020-12-20,80,81.0,,0.81,64.80000000000001
2020-12-21,84,81.0,,0.81,68.04
2020-12-22,86,81.0,,0.81,69.66000000000001
2020-12-23,89,81.0,,0.81,72.09
2020-12-24,81,81.0,,0.81,65.61
2020-12-25,100,81.0,,0.81,81.0
2020-12-26,91,81.0,,0.81,73.71000000000001
2020-12-27,77,81.0,,0.81,62.370000000000005
2020-12-28,84,81.0,,0.81,68.04
2020-12-29,83,81.0,,0.81,67.23
2020-12-30,86,81.0,,0.81,69.66000000000001
2020-12-31,95,81.0,,0.81,76.95
2021-01-01,84,82.0,False,0.82,68.88
2021-01-02,87,82.0,,0.82,71.33999999999999
2021-01-03,83,82.0,,0.82,68.06
2021-01-04,76,82.0,,0.82,62.31999999999999
2021-01-05,77,82.0,,0.82,63.13999999999999
2021-01-06,71,82.0,,0.82,58.22
2021-01-07,72,82.0,,0.82,59.04
2021-01-08,76,82.0,,0.82,62.31999999999999
2021-01-09,78,82.0,,0.82,63.959999999999994
2021-01-10,71,82.0,,0.82,58.22
2021-01-11,75,82.0,,0.82,61.49999999999999
2021-01-12,76,82.0,,0.82,62.31999999999999
2021-01-13,77,82.0,,0.82,63.13999999999999
2021-01-14,75,82.0,,0.82,61.49999999999999
2021-01-15,73,82.0,,0.82,59.86
2021-01-16,78,82.0,,0.82,63.959999999999994
2021-01-17,80,82.0,,0.82,65.6
2021-01-18,87,82.0,,0.82,71.33999999999999
2021-01-19,76,82.0,,0.82,62.31999999999999
2021-01-20,75,82.0,,0.82,61.49999999999999
2021-01-21,82,82.0,,0.82,67.24
2021-01-22,83,82.0,,0.82,68.06
2021-01-23,88,82.0,,0.82,72.16
2021-01-24,100,82.0,,0.82,82.0
2021-01-25,80,82.0,,0.82,65.6
2021-01-26,80,82.0,,0.82,65.6
2021-01-27,80,82.0,,0.82,65.6
2021-01-28,80,82.0,,0.82,65.6
2021-01-29,78,82.0,,0.82,63.959999999999994
2021-01-30,83,82.0,,0.82,68.06
2021-01-31,88,82.0,,0.82,72.16
2021-02-01,92,83.0,False,0.83,76.36
2021-02-02,83,83.0,,0.83,68.89
2021-02-03,90,83.0,,0.83,74.7
2021-02-04,82,83.0,,0.83,68.06
2021-02-05,87,83.0,,0.83,72.21
2021-02-06,94,83.0,,0.83,78.02
2021-02-07,91,83.0,,0.83,75.53
2021-02-08,85,83.0,,0.83,70.55
2021-02-09,88,83.0,,0.83,73.03999999999999
2021-02-10,84,83.0,,0.83,69.72
2021-02-11,87,83.0,,0.83,72.21
2021-02-12,92,83.0,,0.83,76.36
2021-02-13,95,83.0,,0.83,78.85
2021-02-14,98,83.0,,0.83,81.33999999999999
2021-02-15,91,83.0,,0.83,75.53
2021-02-16,85,83.0,,0.83,70.55
2021-02-17,92,83.0,,0.83,76.36
2021-02-18,91,83.0,,0.83,75.53
2021-02-19,91,83.0,,0.83,75.53
2021-02-20,98,83.0,,0.83,81.33999999999999
2021-02-21,100,83.0,,0.83,83.0
2021-02-22,95,83.0,,0.83,78.85
2021-02-23,91,83.0,,0.83,75.53
2021-02-24,85,83.0,,0.83,70.55
2021-02-25,91,83.0,,0.83,75.53
2021-02-26,94,83.0,,0.83,78.02
2021-02-27,99,83.0,,0.83,82.17
2021-02-28,96,83.0,,0.83,79.67999999999999
2021-03-01,70,89.0,False,0.89,62.300000000000004
2021-03-02,66,89.0,,0.89,58.74
2021-03-03,66,89.0,,0.89,58.74
2021-03-04,69,89.0,,0.89,61.410000000000004
2021-03-05,67,89.0,,0.89,59.63
2021-03-06,72,89.0,,0.89,64.08
2021-03-07,74,89.0,,0.89,65.86
2021-03-08,71,89.0,,0.89,63.19
2021-03-09,67,89.0,,0.89,59.63
2021-03-10,67,89.0,,0.89,59.63
2021-03-11,71,89.0,,0.89,63.19
2021-03-12,70,89.0,,0.89,62.300000000000004
2021-03-13,76,89.0,,0.89,67.64
2021-03-14,80,89.0,,0.89,71.2
2021-03-15,70,89.0,,0.89,62.300000000000004
2021-03-16,76,89.0,,0.89,67.64
2021-03-17,100,89.0,,0.89,89.0
2021-03-18,75,89.0,,0.89,66.75
2021-03-19,75,89.0,,0.89,66.75
2021-03-20,79,89.0,,0.89,70.31
2021-03-21,79,89.0,,0.89,70.31
2021-03-22,69,89.0,,0.89,61.410000000000004
2021-03-23,70,89.0,,0.89,62.300000000000004
2021-03-24,78,89.0,,0.89,69.42
2021-03-25,73,89.0,,0.89,64.97
2021-03-26,73,89.0,,0.89,64.97
2021-03-27,75,89.0,,0.89,66.75
2021-03-28,75,89.0,,0.89,66.75
2021-03-29,68,89.0,,0.89,60.52
2021-03-30,73,89.0,,0.89,64.97
2021-03-31,69,89.0,,0.89,61.410000000000004
2021-04-01,79,90.0,False,0.9,71.10000000000001
2021-04-02,84,90.0,,0.9,75.60000000000001
2021-04-03,82,90.0,,0.9,73.8
2021-04-04,83,90.0,,0.9,74.7
2021-04-05,81,90.0,,0.9,72.9
2021-04-06,74,90.0,,0.9,66.60000000000001
2021-04-07,88,90.0,,0.9,79.2
2021-04-08,84,90.0,,0.9,75.60000000000001
