date,QQQ_unscaled,QQQ_monthly,isPartial,scale,QQQ
2019-08-20,65,30.0,,0.3,19.5
2019-08-21,73,30.0,,0.3,21.9
2019-08-22,74,30.0,,0.3,22.2
2019-08-23,100,30.0,,0.3,30.0
2019-08-24,25,30.0,,0.3,7.5
2019-08-25,24,30.0,,0.3,7.199999999999999
2019-08-26,85,30.0,,0.3,25.5
2019-08-27,67,30.0,,0.3,20.099999999999998
2019-08-28,78,30.0,,0.3,23.4
2019-08-29,81,30.0,,0.3,24.3
2019-08-30,73,30.0,,0.3,21.9
2019-08-31,31,30.0,,0.3,9.299999999999999
2019-09-01,16,22.0,False,0.22,3.52
2019-09-02,22,22.0,,0.22,4.84
2019-09-03,70,22.0,,0.22,15.4
2019-09-04,94,22.0,,0.22,20.68
2019-09-05,83,22.0,,0.22,18.26
2019-09-06,63,22.0,,0.22,13.86
2019-09-07,25,22.0,,0.22,5.5
2019-09-08,20,22.0,,0.22,4.4
2019-09-09,65,22.0,,0.22,14.3
2019-09-10,62,22.0,,0.22,13.64
2019-09-11,74,22.0,,0.22,16.28
2019-09-12,74,22.0,,0.22,16.28
2019-09-13,78,22.0,,0.22,17.16
2019-09-14,34,22.0,,0.22,7.48
2019-09-15,34,22.0,,0.22,7.48
2019-09-16,86,22.0,,0.22,18.92
2019-09-17,74,22.0,,0.22,16.28
2019-09-18,74,22.0,,0.22,16.28
2019-09-19,75,22.0,,0.22,16.5
2019-09-20,70,22.0,,0.22,15.4
2019-09-21,26,22.0,,0.22,5.72
2019-09-22,21,22.0,,0.22,4.62
2019-09-23,78,22.0,,0.22,17.16
2019-09-24,100,22.0,,0.22,22.0
2019-09-25,60,22.0,,0.22,13.2
2019-09-26,66,22.0,,0.22,14.52
2019-09-27,85,22.0,,0.22,18.7
2019-09-28,27,22.0,,0.22,5.94
2019-09-29,15,22.0,,0.22,3.3
2019-09-30,62,22.0,,0.22,13.64
2019-10-01,80,25.0,False,0.25,20.0
2019-10-02,97,25.0,,0.25,24.25
2019-10-03,97,25.0,,0.25,24.25
2019-10-04,79,25.0,,0.25,19.75
2019-10-05,39,25.0,,0.25,9.75
2019-10-06,18,25.0,,0.25,4.5
2019-10-07,100,25.0,,0.25,25.0
2019-10-08,88,25.0,,0.25,22.0
2019-10-09,75,25.0,,0.25,18.75
2019-10-10,74,25.0,,0.25,18.5
2019-10-11,91,25.0,,0.25,22.75
2019-10-12,24,25.0,,0.25,6.0
2019-10-13,15,25.0,,0.25,3.75
2019-10-14,71,25.0,,0.25,17.75
2019-10-15,68,25.0,,0.25,17.0
2019-10-16,67,25.0,,0.25,16.75
2019-10-17,96,25.0,,0.25,24.0
2019-10-18,78,25.0,,0.25,19.5
2019-10-19,29,25.0,,0.25,7.25
2019-10-20,29,25.0,,0.25,7.25
2019-10-21,76,25.0,,0.25,19.0
2019-10-22,71,25.0,,0.25,17.75
2019-10-23,76,25.0,,0.25,19.0
2019-10-24,83,25.0,,0.25,20.75
2019-10-25,97,25.0,,0.25,24.25
2019-10-26,24,25.0,,0.25,6.0
2019-10-27,22,25.0,,0.25,5.5
2019-10-28,75,25.0,,0.25,18.75
2019-10-29,90,25.0,,0.25,22.5
2019-10-30,86,25.0,,0.25,21.5
2019-10-31,83,25.0,,0.25,20.75
2019-11-01,100,23.0,False,0.23,23.0
2019-11-02,76,23.0,,0.23,17.48
2019-11-03,55,23.0,,0.23,12.65
2019-11-04,92,23.0,,0.23,21.16
2019-11-05,61,23.0,,0.23,14.030000000000001
2019-11-06,63,23.0,,0.23,14.49
2019-11-07,76,23.0,,0.23,17.48
2019-11-08,69,23.0,,0.23,15.870000000000001
2019-11-09,28,23.0,,0.23,6.44
2019-11-10,22,23.0,,0.23,5.0600000000000005
2019-11-11,55,23.0,,0.23,12.65
2019-11-12,70,23.0,,0.23,16.1
2019-11-13,55,23.0,,0.23,12.65
2019-11-14,50,23.0,,0.23,11.5
2019-11-15,68,23.0,,0.23,15.64
2019-11-16,29,23.0,,0.23,6.67
2019-11-17,15,23.0,,0.23,3.45
2019-11-18,54,23.0,,0.23,12.42
2019-11-19,61,23.0,,0.23,14.030000000000001
2019-11-20,75,23.0,,0.23,17.25
2019-11-21,68,23.0,,0.23,15.64
2019-11-22,57,23.0,,0.23,13.110000000000001
2019-11-23,22,23.0,,0.23,5.0600000000000005
2019-11-24,21,23.0,,0.23,4.83
2019-11-25,47,23.0,,0.23,10.81
2019-11-26,81,23.0,,0.23,18.630000000000003
2019-11-27,69,23.0,,0.23,15.870000000000001
2019-11-28,28,23.0,,0.23,6.44
2019-11-29,48,23.0,,0.23,11.040000000000001
2019-11-30,22,23.0,,0.23,5.0600000000000005
2019-12-01,33,23.0,False,0.23,7.590000000000001
2019-12-02,75,23.0,,0.23,17.25
2019-12-03,86,23.0,,0.23,19.78
2019-12-04,83,23.0,,0.23,19.09
2019-12-05,69,23.0,,0.23,15.870000000000001
2019-12-06,82,23.0,,0.23,18.86
2019-12-07,18,23.0,,0.23,4.140000000000001
2019-12-08,24,23.0,,0.23,5.5200000000000005
2019-12-09,65,23.0,,0.23,14.950000000000001
2019-12-10,63,23.0,,0.23,14.49
2019-12-11,66,23.0,,0.23,15.180000000000001
2019-12-12,79,23.0,,0.23,18.17
2019-12-13,72,23.0,,0.23,16.560000000000002
2019-12-14,31,23.0,,0.23,7.13
2019-12-15,22,23.0,,0.23,5.0600000000000005
2019-12-16,79,23.0,,0.23,18.17
2019-12-17,84,23.0,,0.23,19.32
2019-12-18,100,23.0,,0.23,23.0
2019-12-19,85,23.0,,0.23,19.55
2019-12-20,98,23.0,,0.23,22.540000000000003
2019-12-21,32,23.0,,0.23,7.36
2019-12-22,18,23.0,,0.23,4.140000000000001
2019-12-23,93,23.0,,0.23,21.39
2019-12-24,60,23.0,,0.23,13.8
2019-12-25,26,23.0,,0.23,5.98
2019-12-26,77,23.0,,0.23,17.71
2019-12-27,89,23.0,,0.23,20.470000000000002
2019-12-28,37,23.0,,0.23,8.51
2019-12-29,28,23.0,,0.23,6.44
2019-12-30,72,23.0,,0.23,16.560000000000002
2019-12-31,91,23.0,,0.23,20.93
2020-01-01,18,31.0,False,0.31,5.58
2020-01-02,58,31.0,,0.31,17.98
2020-01-03,64,31.0,,0.31,19.84
2020-01-04,24,31.0,,0.31,7.4399999999999995
2020-01-05,20,31.0,,0.31,6.2
2020-01-06,50,31.0,,0.31,15.5
2020-01-07,62,31.0,,0.31,19.22
2020-01-08,71,31.0,,0.31,22.01
2020-01-09,71,31.0,,0.31,22.01
2020-01-10,61,31.0,,0.31,18.91
2020-01-11,27,31.0,,0.31,8.37
2020-01-12,15,31.0,,0.31,4.65
2020-01-13,56,31.0,,0.31,17.36
2020-01-14,65,31.0,,0.31,20.15
2020-01-15,57,31.0,,0.31,17.669999999999998
2020-01-16,67,31.0,,0.31,20.77
2020-01-17,72,31.0,,0.31,22.32
2020-01-18,29,31.0,,0.31,8.99
2020-01-19,18,31.0,,0.31,5.58
2020-01-20,25,31.0,,0.31,7.75
2020-01-21,59,31.0,,0.31,18.29
2020-01-22,67,31.0,,0.31,20.77
2020-01-23,67,31.0,,0.31,20.77
2020-01-24,78,31.0,,0.31,24.18
2020-01-25,22,31.0,,0.31,6.82
2020-01-26,13,31.0,,0.31,4.03
2020-01-27,86,31.0,,0.31,26.66
2020-01-28,75,31.0,,0.31,23.25
2020-01-29,75,31.0,,0.31,23.25
2020-01-30,89,31.0,,0.31,27.59
2020-01-31,100,31.0,,0.31,31.0
2020-02-01,12,41.0,False,0.41,4.92
2020-02-02,10,41.0,,0.41,4.1
2020-02-03,35,41.0,,0.41,14.35
2020-02-04,36,41.0,,0.41,14.76
2020-02-05,35,41.0,,0.41,14.35
2020-02-06,45,41.0,,0.41,18.45
2020-02-07,34,41.0,,0.41,13.94
2020-02-08,15,41.0,,0.41,6.1499999999999995
2020-02-09,10,41.0,,0.41,4.1
2020-02-10,36,41.0,,0.41,14.76
2020-02-11,45,41.0,,0.41,18.45
2020-02-12,38,41.0,,0.41,15.579999999999998
2020-02-13,37,41.0,,0.41,15.17
2020-02-14,36,41.0,,0.41,14.76
2020-02-15,14,41.0,,0.41,5.739999999999999
2020-02-16,12,41.0,,0.41,4.92
2020-02-17,13,41.0,,0.41,5.33
2020-02-18,35,41.0,,0.41,14.35
2020-02-19,37,41.0,,0.41,15.17
2020-02-20,44,41.0,,0.41,18.04
2020-02-21,41,41.0,,0.41,16.81
2020-02-22,15,41.0,,0.41,6.1499999999999995
2020-02-23,15,41.0,,0.41,6.1499999999999995
2020-02-24,64,41.0,,0.41,26.24
2020-02-25,83,41.0,,0.41,34.03
2020-02-26,62,41.0,,0.41,25.419999999999998
2020-02-27,81,41.0,,0.41,33.21
2020-02-28,100,41.0,,0.41,41.0
2020-02-29,33,41.0,,0.41,13.53
2020-03-01,13,90.0,False,0.9,11.700000000000001
2020-03-02,61,90.0,,0.9,54.9
2020-03-03,67,90.0,,0.9,60.300000000000004
2020-03-04,49,90.0,,0.9,44.1
2020-03-05,50,90.0,,0.9,45.0
2020-03-06,54,90.0,,0.9,48.6
2020-03-07,20,90.0,,0.9,18.0
2020-03-08,14,90.0,,0.9,12.6
2020-03-09,86,90.0,,0.9,77.4
2020-03-10,67,90.0,,0.9,60.300000000000004
2020-03-11,75,90.0,,0.9,67.5
2020-03-12,100,90.0,,0.9,90.0
2020-03-13,89,90.0,,0.9,80.10000000000001
2020-03-14,24,90.0,,0.9,21.6
2020-03-15,24,90.0,,0.9,21.6
2020-03-16,81,90.0,,0.9,72.9
2020-03-17,84,90.0,,0.9,75.60000000000001
2020-03-18,87,90.0,,0.9,78.3
2020-03-19,82,90.0,,0.9,73.8
2020-03-20,77,90.0,,0.9,69.3
2020-03-21,31,90.0,,0.9,27.900000000000002
2020-03-22,22,90.0,,0.9,19.8
2020-03-23,72,90.0,,0.9,64.8
2020-03-24,77,90.0,,0.9,69.3
2020-03-25,83,90.0,,0.9,74.7
2020-03-26,71,90.0,,0.9,63.9
2020-03-27,67,90.0,,0.9,60.300000000000004
2020-03-28,15,90.0,,0.9,13.5
2020-03-29,15,90.0,,0.9,13.5
2020-03-30,57,90.0,,0.9,51.300000000000004
2020-03-31,55,90.0,,0.9,49.5
2020-04-01,100,57.0,False,0.57,56.99999999999999
2020-04-02,71,57.0,,0.57,40.47
2020-04-03,66,57.0,,0.57,37.62
2020-04-04,27,57.0,,0.57,15.389999999999999
2020-04-05,27,57.0,,0.57,15.389999999999999
2020-04-06,67,57.0,,0.57,38.19
2020-04-07,89,57.0,,0.57,50.73
2020-04-08,80,57.0,,0.57,45.599999999999994
2020-04-09,85,57.0,,0.57,48.449999999999996
2020-04-10,34,57.0,,0.57,19.38
2020-04-11,22,57.0,,0.57,12.54
2020-04-12,17,57.0,,0.57,9.69
2020-04-13,84,57.0,,0.57,47.879999999999995
2020-04-14,97,57.0,,0.57,55.28999999999999
2020-04-15,85,57.0,,0.57,48.449999999999996
2020-04-16,94,57.0,,0.57,53.58
2020-04-17,94,57.0,,0.57,53.58
2020-04-18,28,57.0,,0.57,15.959999999999999
2020-04-19,23,57.0,,0.57,13.11
2020-04-20,82,57.0,,0.57,46.739999999999995
2020-04-21,88,57.0,,0.57,50.16
2020-04-22,75,57.0,,0.57,42.74999999999999
2020-04-23,80,57.0,,0.57,45.599999999999994
2020-04-24,57,57.0,,0.57,32.489999999999995
2020-04-25,24,57.0,,0.57,13.68
2020-04-26,15,57.0,,0.57,8.549999999999999
2020-04-27,70,57.0,,0.57,39.9
2020-04-28,73,57.0,,0.57,41.61
2020-04-29,81,57.0,,0.57,46.169999999999995
2020-04-30,94,57.0,,0.57,53.58
2020-05-01,92,53.0,False,0.53,48.760000000000005
2020-05-02,25,53.0,,0.53,13.25
2020-05-03,27,53.0,,0.53,14.31
2020-05-04,84,53.0,,0.53,44.52
2020-05-05,82,53.0,,0.53,43.46
2020-05-06,88,53.0,,0.53,46.64
2020-05-07,95,53.0,,0.53,50.35
2020-05-08,99,53.0,,0.53,52.470000000000006
2020-05-09,35,53.0,,0.53,18.55
2020-05-10,28,53.0,,0.53,14.84
2020-05-11,100,53.0,,0.53,53.0
2020-05-12,96,53.0,,0.53,50.88
2020-05-13,97,53.0,,0.53,51.410000000000004
2020-05-14,91,53.0,,0.53,48.230000000000004
2020-05-15,80,53.0,,0.53,42.400000000000006
2020-05-16,25,53.0,,0.53,13.25
2020-05-17,18,53.0,,0.53,9.540000000000001
2020-05-18,84,53.0,,0.53,44.52
2020-05-19,79,53.0,,0.53,41.870000000000005
2020-05-20,82,53.0,,0.53,43.46
2020-05-21,73,53.0,,0.53,38.690000000000005
2020-05-22,70,53.0,,0.53,37.1
2020-05-23,17,53.0,,0.53,9.01
2020-05-24,16,53.0,,0.53,8.48
2020-05-25,21,53.0,,0.53,11.13
2020-05-26,85,53.0,,0.53,45.050000000000004
2020-05-27,90,53.0,,0.53,47.7
2020-05-28,88,53.0,,0.53,46.64
2020-05-29,79,53.0,,0.53,41.870000000000005
2020-05-30,27,53.0,,0.53,14.31
2020-05-31,26,53.0,,0.53,13.780000000000001
2020-06-01,59,59.0,False,0.59,34.809999999999995
2020-06-02,52,59.0,,0.59,30.68
2020-06-03,55,59.0,,0.59,32.449999999999996
2020-06-04,58,59.0,,0.59,34.22
2020-06-05,68,59.0,,0.59,40.12
2020-06-06,22,59.0,,0.59,12.979999999999999
2020-06-07,17,59.0,,0.59,10.03
2020-06-08,67,59.0,,0.59,39.53
2020-06-09,77,59.0,,0.59,45.43
2020-06-10,87,59.0,,0.59,51.33
2020-06-11,100,59.0,,0.59,59.0
2020-06-12,78,59.0,,0.59,46.019999999999996
2020-06-13,24,59.0,,0.59,14.16
2020-06-14,17,59.0,,0.59,10.03
2020-06-15,67,59.0,,0.59,39.53
2020-06-16,61,59.0,,0.59,35.989999999999995
2020-06-17,70,59.0,,0.59,41.3
2020-06-18,58,59.0,,0.59,34.22
2020-06-19,62,59.0,,0.59,36.58
2020-06-20,19,59.0,,0.59,11.209999999999999
2020-06-21,17,59.0,,0.59,10.03
2020-06-22,59,59.0,,0.59,34.809999999999995
2020-06-23,70,59.0,,0.59,41.3
2020-06-24,63,59.0,,0.59,37.169999999999995
2020-06-25,67,59.0,,0.59,39.53
2020-06-26,67,59.0,,0.59,39.53
2020-06-27,26,59.0,,0.59,15.34
2020-06-28,18,59.0,,0.59,10.62
2020-06-29,72,59.0,,0.59,42.48
2020-06-30,64,59.0,,0.59,37.76
2020-07-01,64,67.0,False,0.67,42.88
2020-07-02,68,67.0,,0.67,45.56
2020-07-03,22,67.0,,0.67,14.74
2020-07-04,16,67.0,,0.67,10.72
2020-07-05,19,67.0,,0.67,12.73
2020-07-06,65,67.0,,0.67,43.550000000000004
2020-07-07,73,67.0,,0.67,48.910000000000004
2020-07-08,65,67.0,,0.67,43.550000000000004
2020-07-09,80,67.0,,0.67,53.6
2020-07-10,73,67.0,,0.67,48.910000000000004
2020-07-11,27,67.0,,0.67,18.09
2020-07-12,18,67.0,,0.67,12.06
2020-07-13,96,67.0,,0.67,64.32000000000001
2020-07-14,86,67.0,,0.67,57.620000000000005
2020-07-15,70,67.0,,0.67,46.900000000000006
2020-07-16,80,67.0,,0.67,53.6
2020-07-17,77,67.0,,0.67,51.59
2020-07-18,21,67.0,,0.67,14.07
2020-07-19,19,67.0,,0.67,12.73
2020-07-20,74,67.0,,0.67,49.580000000000005
2020-07-21,93,67.0,,0.67,62.31
2020-07-22,82,67.0,,0.67,54.940000000000005
2020-07-23,86,67.0,,0.67,57.620000000000005
2020-07-24,72,67.0,,0.67,48.24
2020-07-25,27,67.0,,0.67,18.09
2020-07-26,21,67.0,,0.67,14.07
2020-07-27,60,67.0,,0.67,40.2
2020-07-28,70,67.0,,0.67,46.900000000000006
2020-07-29,66,67.0,,0.67,44.220000000000006
2020-07-30,83,67.0,,0.67,55.61000000000001
2020-07-31,100,67.0,,0.67,67.0
2020-08-01,28,58.0,False,0.58,16.24
2020-08-02,21,58.0,,0.58,12.18
2020-08-03,74,58.0,,0.58,42.919999999999995
2020-08-04,74,58.0,,0.58,42.919999999999995
2020-08-05,71,58.0,,0.58,41.18
2020-08-06,74,58.0,,0.58,42.919999999999995
2020-08-07,82,58.0,,0.58,47.559999999999995
2020-08-08,26,58.0,,0.58,15.079999999999998
2020-08-09,16,58.0,,0.58,9.28
2020-08-10,68,58.0,,0.58,39.44
2020-08-11,80,58.0,,0.58,46.4
2020-08-12,82,58.0,,0.58,47.559999999999995
2020-08-13,81,58.0,,0.58,46.98
2020-08-14,76,58.0,,0.58,44.08
2020-08-15,25,58.0,,0.58,14.499999999999998
2020-08-16,22,58.0,,0.58,12.76
2020-08-17,61,58.0,,0.58,35.379999999999995
2020-08-18,81,58.0,,0.58,46.98
2020-08-19,72,58.0,,0.58,41.76
2020-08-20,75,58.0,,0.58,43.5
2020-08-21,70,58.0,,0.58,40.599999999999994
2020-08-22,24,58.0,,0.58,13.919999999999998
2020-08-23,24,58.0,,0.58,13.919999999999998
2020-08-24,71,58.0,,0.58,41.18
2020-08-25,79,58.0,,0.58,45.82
2020-08-26,92,58.0,,0.58,53.36
2020-08-27,100,58.0,,0.58,57.99999999999999
2020-08-28,84,58.0,,0.58,48.72
2020-08-29,28,58.0,,0.58,16.24
2020-08-30,19,58.0,,0.58,11.02
2020-08-31,80,58.0,,0.58,46.4
2020-09-01,63,89.0,False,0.89,56.07
2020-09-02,63,89.0,,0.89,56.07
2020-09-03,100,89.0,,0.89,89.0
2020-09-04,98,89.0,,0.89,87.22
2020-09-05,24,89.0,,0.89,21.36
2020-09-06,13,89.0,,0.89,11.57
2020-09-07,15,89.0,,0.89,13.35
2020-09-08,94,89.0,,0.89,83.66
2020-09-09,81,89.0,,0.89,72.09
2020-09-10,72,89.0,,0.89,64.08
2020-09-11,64,89.0,,0.89,56.96
2020-09-12,18,89.0,,0.89,16.02
2020-09-13,13,89.0,,0.89,11.57
2020-09-14,53,89.0,,0.89,47.17
2020-09-15,51,89.0,,0.89,45.39
2020-09-16,47,89.0,,0.89,41.83
2020-09-17,62,89.0,,0.89,55.18
2020-09-18,64,89.0,,0.89,56.96
2020-09-19,18,89.0,,0.89,16.02
2020-09-20,13,89.0,,0.89,11.57
2020-09-21,59,89.0,,0.89,52.51
2020-09-22,57,89.0,,0.89,50.730000000000004
2020-09-23,64,89.0,,0.89,56.96
2020-09-24,55,89.0,,0.89,48.95
2020-09-25,48,89.0,,0.89,42.72
2020-09-26,13,89.0,,0.89,11.57
2020-09-27,15,89.0,,0.89,13.35
2020-09-28,44,89.0,,0.89,39.160000000000004
2020-09-29,47,89.0,,0.89,41.83
2020-09-30,41,89.0,,0.89,36.49
2020-10-01,83,60.0,False,0.6,49.8
2020-10-02,96,60.0,,0.6,57.599999999999994
2020-10-03,24,60.0,,0.6,14.399999999999999
2020-10-04,15,60.0,,0.6,9.0
2020-10-05,76,60.0,,0.6,45.6
2020-10-06,95,60.0,,0.6,57.0
2020-10-07,72,60.0,,0.6,43.199999999999996
2020-10-08,58,60.0,,0.6,34.8
2020-10-09,72,60.0,,0.6,43.199999999999996
2020-10-10,14,60.0,,0.6,8.4
2020-10-11,14,60.0,,0.6,8.4
2020-10-12,88,60.0,,0.6,52.8
2020-10-13,90,60.0,,0.6,54.0
2020-10-14,78,60.0,,0.6,46.8
2020-10-15,79,60.0,,0.6,47.4
2020-10-16,73,60.0,,0.6,43.8
2020-10-17,21,60.0,,0.6,12.6
2020-10-18,19,60.0,,0.6,11.4
2020-10-19,67,60.0,,0.6,40.199999999999996
2020-10-20,72,60.0,,0.6,43.199999999999996
2020-10-21,58,60.0,,0.6,34.8
2020-10-22,67,60.0,,0.6,40.199999999999996
2020-10-23,65,60.0,,0.6,39.0
2020-10-24,23,60.0,,0.6,13.799999999999999
2020-10-25,16,60.0,,0.6,9.6
2020-10-26,82,60.0,,0.6,49.199999999999996
2020-10-27,67,60.0,,0.6,40.199999999999996
2020-10-28,91,60.0,,0.6,54.6
2020-10-29,90,60.0,,0.6,54.0
2020-10-30,100,60.0,,0.6,60.0
2020-10-31,26,60.0,,0.6,15.6
2020-11-01,14,53.0,False,0.53,7.42
2020-11-02,85,53.0,,0.53,45.050000000000004
2020-11-03,73,53.0,,0.53,38.690000000000005
2020-11-04,69,53.0,,0.53,36.57
2020-11-05,78,53.0,,0.53,41.34
2020-11-06,62,53.0,,0.53,32.86
2020-11-07,22,53.0,,0.53,11.66
2020-11-08,18,53.0,,0.53,9.540000000000001
2020-11-09,100,53.0,,0.53,53.0
2020-11-10,93,53.0,,0.53,49.29
2020-11-11,81,53.0,,0.53,42.93
2020-11-12,74,53.0,,0.53,39.22
2020-11-13,66,53.0,,0.53,34.980000000000004
2020-11-14,21,53.0,,0.53,11.13
2020-11-15,16,53.0,,0.53,8.48
2020-11-16,77,53.0,,0.53,40.81
2020-11-17,65,53.0,,0.53,34.45
2020-11-18,65,53.0,,0.53,34.45
2020-11-19,59,53.0,,0.53,31.270000000000003
2020-11-20,61,53.0,,0.53,32.33
2020-11-21,15,53.0,,0.53,7.95
2020-11-22,18,53.0,,0.53,9.540000000000001
2020-11-23,61,53.0,,0.53,32.33
2020-11-24,74,53.0,,0.53,39.22
2020-11-25,59,53.0,,0.53,31.270000000000003
2020-11-26,22,53.0,,0.53,11.66
2020-11-27,37,53.0,,0.53,19.61
2020-11-28,24,53.0,,0.53,12.72
2020-11-29,19,53.0,,0.53,10.07
2020-11-30,70,53.0,,0.53,37.1
2020-12-01,88,49.0,False,0.49,43.12
2020-12-02,92,49.0,,0.49,45.08
2020-12-03,83,49.0,,0.49,40.67
2020-12-04,89,49.0,,0.49,43.61
2020-12-05,29,49.0,,0.49,14.209999999999999
2020-12-06,19,49.0,,0.49,9.31
2020-12-07,68,49.0,,0.49,33.32
2020-12-08,75,49.0,,0.49,36.75
2020-12-09,98,49.0,,0.49,48.019999999999996
2020-12-10,100,49.0,,0.49,49.0
2020-12-11,91,49.0,,0.49,44.589999999999996
2020-12-12,25,49.0,,0.49,12.25
2020-12-13,23,49.0,,0.49,11.27
2020-12-14,77,49.0,,0.49,37.73
2020-12-15,75,49.0,,0.49,36.75
2020-12-16,82,49.0,,0.49,40.18
2020-12-17,89,49.0,,0.49,43.61
2020-12-18,81,49.0,,0.49,39.69
2020-12-19,34,49.0,,0.49,16.66
2020-12-20,36,49.0,,0.49,17.64
2020-12-21,73,49.0,,0.49,35.769999999999996
2020-12-22,87,49.0,,0.49,42.63
2020-12-23,84,49.0,,0.49,41.16
2020-12-24,80,49.0,,0.49,39.2
2020-12-25,32,49.0,,0.49,15.68
2020-12-26,33,49.0,,0.49,16.169999999999998
2020-12-27,26,49.0,,0.49,12.74
2020-12-28,84,49.0,,0.49,41.16
2020-12-29,95,49.0,,0.49,46.55
2020-12-30,84,49.0,,0.49,41.16
2020-12-31,66,49.0,,0.49,32.339999999999996
2021-01-01,32,52.0,False,0.52,16.64
2021-01-02,17,52.0,,0.52,8.84
2021-01-03,28,52.0,,0.52,14.56
2021-01-04,84,52.0,,0.52,43.68
2021-01-05,77,52.0,,0.52,40.04
2021-01-06,91,52.0,,0.52,47.32
2021-01-07,88,52.0,,0.52,45.760000000000005
2021-01-08,93,52.0,,0.52,48.36
2021-01-09,34,52.0,,0.52,17.68
2021-01-10,22,52.0,,0.52,11.440000000000001
2021-01-11,76,52.0,,0.52,39.52
2021-01-12,73,52.0,,0.52,37.96
2021-01-13,78,52.0,,0.52,40.56
2021-01-14,71,52.0,,0.52,36.92
2021-01-15,76,52.0,,0.52,39.52
2021-01-16,27,52.0,,0.52,14.040000000000001
2021-01-17,15,52.0,,0.52,7.800000000000001
2021-01-18,19,52.0,,0.52,9.88
2021-01-19,60,52.0,,0.52,31.200000000000003
2021-01-20,95,52.0,,0.52,49.4
2021-01-21,95,52.0,,0.52,49.4
2021-01-22,85,52.0,,0.52,44.2
2021-01-23,28,52.0,,0.52,14.56
2021-01-24,22,52.0,,0.52,11.440000000000001
2021-01-25,74,52.0,,0.52,38.480000000000004
2021-01-26,82,52.0,,0.52,42.64
2021-01-27,100,52.0,,0.52,52.0
2021-01-28,97,52.0,,0.52,50.440000000000005
2021-01-29,98,52.0,,0.52,50.96
2021-01-30,32,52.0,,0.52,16.64
2021-01-31,28,52.0,,0.52,14.56
2021-02-01,63,66.0,False,0.66,41.580000000000005
2021-02-02,63,66.0,,0.66,41.580000000000005
2021-02-03,73,66.0,,0.66,48.18
2021-02-04,58,66.0,,0.66,38.28
2021-02-05,57,66.0,,0.66,37.620000000000005
2021-02-06,31,66.0,,0.66,20.46
2021-02-07,22,66.0,,0.66,14.520000000000001
2021-02-08,54,66.0,,0.66,35.64
2021-02-09,55,66.0,,0.66,36.300000000000004
2021-02-10,55,66.0,,0.66,36.300000000000004
2021-02-11,52,66.0,,0.66,34.32
2021-02-12,51,66.0,,0.66,33.660000000000004
2021-02-13,25,66.0,,0.66,16.5
2021-02-14,22,66.0,,0.66,14.520000000000001
2021-02-15,21,66.0,,0.66,13.860000000000001
2021-02-16,54,66.0,,0.66,35.64
2021-02-17,63,66.0,,0.66,41.580000000000005
2021-02-18,52,66.0,,0.66,34.32
2021-02-19,63,66.0,,0.66,41.580000000000005
2021-02-20,24,66.0,,0.66,15.84
2021-02-21,14,66.0,,0.66,9.24
2021-02-22,66,66.0,,0.66,43.56
2021-02-23,98,66.0,,0.66,64.68
2021-02-24,79,66.0,,0.66,52.14
2021-02-25,100,66.0,,0.66,66.0
2021-02-26,99,66.0,,0.66,65.34
2021-02-27,29,66.0,,0.66,19.14
2021-02-28,22,66.0,,0.66,14.520000000000001
2021-03-01,53,100.0,False,1.0,53.0
2021-03-02,55,100.0,,1.0,55.0
2021-03-03,71,100.0,,1.0,71.0
2021-03-04,94,100.0,,1.0,94.0
2021-03-05,100,100.0,,1.0,100.0
2021-03-06,30,100.0,,1.0,30.0
2021-03-07,18,100.0,,1.0,18.0
2021-03-08,82,100.0,,1.0,82.0
2021-03-09,93,100.0,,1.0,93.0
2021-03-10,80,100.0,,1.0,80.0
2021-03-11,68,100.0,,1.0,68.0
2021-03-12,82,100.0,,1.0,82.0
2021-03-13,20,100.0,,1.0,20.0
2021-03-14,17,100.0,,1.0,17.0
2021-03-15,57,100.0,,1.0,57.0
2021-03-16,58,100.0,,1.0,58.0
2021-03-17,58,100.0,,1.0,58.0
2021-03-18,61,100.0,,1.0,61.0
2021-03-19,58,100.0,,1.0,58.0
2021-03-20,28,100.0,,1.0,28.0
2021-03-21,24,100.0,,1.0,24.0
2021-03-22,58,100.0,,1.0,58.0
2021-03-23,60,100.0,,1.0,60.0
2021-03-24,63,100.0,,1.0,63.0
2021-03-25,72,100.0,,1.0,72.0
2021-03-26,63,100.0,,1.0,63.0
2021-03-27,20,100.0,,1.0,20.0
2021-03-28,21,100.0,,1.0,21.0
2021-03-29,56,100.0,,1.0,56.0
2021-03-30,65,100.0,,1.0,65.0
2021-03-31,53,100.0,,1.0,53.0
2021-04-01,92,62.0,False,0.62,57.04
2021-04-02,41,62.0,,0.62,25.419999999999998
2021-04-03,31,62.0,,0.62,19.22
2021-04-04,31,62.0,,0.62,19.22
2021-04-05,98,62.0,,0.62,60.76
2021-04-06,100,62.0,,0.62,62.0
2021-04-07,82,62.0,,0.62,50.839999999999996
2021-04-08,88,62.0,,0.62,54.56
2021-04-09,97,62.0,,0.62,60.14
2021-04-10,31,62.0,,0.62,19.22
2021-04-11,31,62.0,,0.62,19.22
2021-04-12,81,62.0,,0.62,50.22
2021-04-13,79,62.0,,0.62,48.98
2021-04-14,95,62.0,,0.62,58.9
2021-04-15,93,62.0,,0.62,57.66
2021-04-16,89,62.0,,0.62,55.18
