date,TQQQ_unscaled,TQQQ_monthly,isPartial,scale,TQQQ
2019-08-27,77,32.0,,0.32,24.64
2019-08-28,84,32.0,,0.32,26.88
2019-08-29,73,32.0,,0.32,23.36
2019-08-30,74,32.0,,0.32,23.68
2019-08-31,5,32.0,,0.32,1.6
2019-09-01,6,21.0,False,0.21,1.26
2019-09-02,27,21.0,,0.21,5.67
2019-09-03,55,21.0,,0.21,11.549999999999999
2019-09-04,71,21.0,,0.21,14.91
2019-09-05,100,21.0,,0.21,21.0
2019-09-06,68,21.0,,0.21,14.28
2019-09-07,9,21.0,,0.21,1.89
2019-09-08,6,21.0,,0.21,1.26
2019-09-09,84,21.0,,0.21,17.64
2019-09-10,94,21.0,,0.21,19.74
2019-09-11,60,21.0,,0.21,12.6
2019-09-12,82,21.0,,0.21,17.22
2019-09-13,74,21.0,,0.21,15.54
2019-09-14,10,21.0,,0.21,2.1
2019-09-15,3,21.0,,0.21,0.63
2019-09-16,67,21.0,,0.21,14.07
2019-09-17,60,21.0,,0.21,12.6
2019-09-18,78,21.0,,0.21,16.38
2019-09-19,50,21.0,,0.21,10.5
2019-09-20,72,21.0,,0.21,15.12
2019-09-21,6,21.0,,0.21,1.26
2019-09-22,12,21.0,,0.21,2.52
2019-09-23,52,21.0,,0.21,10.92
2019-09-24,39,21.0,,0.21,8.19
2019-09-25,56,21.0,,0.21,11.76
2019-09-26,49,21.0,,0.21,10.29
2019-09-27,74,21.0,,0.21,15.54
2019-09-28,13,21.0,,0.21,2.73
2019-09-29,6,21.0,,0.21,1.26
2019-09-30,64,21.0,,0.21,13.44
2019-10-01,71,22.0,False,0.22,15.62
2019-10-02,56,22.0,,0.22,12.32
2019-10-03,100,22.0,,0.22,22.0
2019-10-04,86,22.0,,0.22,18.92
2019-10-05,24,22.0,,0.22,5.28
2019-10-06,3,22.0,,0.22,0.66
2019-10-07,55,22.0,,0.22,12.1
2019-10-08,92,22.0,,0.22,20.24
2019-10-09,100,22.0,,0.22,22.0
2019-10-10,55,22.0,,0.22,12.1
2019-10-11,62,22.0,,0.22,13.64
2019-10-12,14,22.0,,0.22,3.08
2019-10-13,10,22.0,,0.22,2.2
2019-10-14,61,22.0,,0.22,13.42
2019-10-15,72,22.0,,0.22,15.84
2019-10-16,89,22.0,,0.22,19.580000000000002
2019-10-17,79,22.0,,0.22,17.38
2019-10-18,64,22.0,,0.22,14.08
2019-10-19,14,22.0,,0.22,3.08
2019-10-20,3,22.0,,0.22,0.66
2019-10-21,73,22.0,,0.22,16.06
2019-10-22,80,22.0,,0.22,17.6
2019-10-23,77,22.0,,0.22,16.94
2019-10-24,57,22.0,,0.22,12.540000000000001
2019-10-25,62,22.0,,0.22,13.64
2019-10-26,14,22.0,,0.22,3.08
2019-10-27,7,22.0,,0.22,1.54
2019-10-28,72,22.0,,0.22,15.84
2019-10-29,53,22.0,,0.22,11.66
2019-10-30,37,22.0,,0.22,8.14
2019-10-31,55,22.0,,0.22,12.1
2019-11-01,80,19.0,False,0.19,15.2
2019-11-02,19,19.0,,0.19,3.61
2019-11-03,7,19.0,,0.19,1.33
2019-11-04,57,19.0,,0.19,10.83
2019-11-05,60,19.0,,0.19,11.4
2019-11-06,82,19.0,,0.19,15.58
2019-11-07,76,19.0,,0.19,14.44
2019-11-08,64,19.0,,0.19,12.16
2019-11-09,15,19.0,,0.19,2.85
2019-11-10,7,19.0,,0.19,1.33
2019-11-11,44,19.0,,0.19,8.36
2019-11-12,67,19.0,,0.19,12.73
2019-11-13,52,19.0,,0.19,9.88
2019-11-14,80,19.0,,0.19,15.2
2019-11-15,77,19.0,,0.19,14.63
2019-11-16,18,19.0,,0.19,3.42
2019-11-17,11,19.0,,0.19,2.09
2019-11-18,71,19.0,,0.19,13.49
2019-11-19,100,19.0,,0.19,19.0
2019-11-20,95,19.0,,0.19,18.05
2019-11-21,60,19.0,,0.19,11.4
2019-11-22,77,19.0,,0.19,14.63
2019-11-23,11,19.0,,0.19,2.09
2019-11-24,11,19.0,,0.19,2.09
2019-11-25,63,19.0,,0.19,11.97
2019-11-26,76,19.0,,0.19,14.44
2019-11-27,75,19.0,,0.19,14.25
2019-11-28,15,19.0,,0.19,2.85
2019-11-29,38,19.0,,0.19,7.22
2019-11-30,25,19.0,,0.19,4.75
2019-12-01,11,19.0,False,0.19,2.09
2019-12-02,51,19.0,,0.19,9.69
2019-12-03,85,19.0,,0.19,16.15
2019-12-04,100,19.0,,0.19,19.0
2019-12-05,75,19.0,,0.19,14.25
2019-12-06,78,19.0,,0.19,14.82
2019-12-07,28,19.0,,0.19,5.32
2019-12-08,0,19.0,,0.19,0.0
2019-12-09,40,19.0,,0.19,7.6
2019-12-10,48,19.0,,0.19,9.120000000000001
2019-12-11,53,19.0,,0.19,10.07
2019-12-12,68,19.0,,0.19,12.92
2019-12-13,85,19.0,,0.19,16.15
2019-12-14,24,19.0,,0.19,4.5600000000000005
2019-12-15,8,19.0,,0.19,1.52
2019-12-16,77,19.0,,0.19,14.63
2019-12-17,82,19.0,,0.19,15.58
2019-12-18,72,19.0,,0.19,13.68
2019-12-19,90,19.0,,0.19,17.1
2019-12-20,97,19.0,,0.19,18.43
2019-12-21,25,19.0,,0.19,4.75
2019-12-22,29,19.0,,0.19,5.51
2019-12-23,57,19.0,,0.19,10.83
2019-12-24,96,19.0,,0.19,18.240000000000002
2019-12-25,18,19.0,,0.19,3.42
2019-12-26,80,19.0,,0.19,15.2
2019-12-27,97,19.0,,0.19,18.43
2019-12-28,32,19.0,,0.19,6.08
2019-12-29,19,19.0,,0.19,3.61
2019-12-30,88,19.0,,0.19,16.72
2019-12-31,64,19.0,,0.19,12.16
2020-01-01,17,29.0,False,0.29,4.93
2020-01-02,85,29.0,,0.29,24.65
2020-01-03,68,29.0,,0.29,19.72
2020-01-04,23,29.0,,0.29,6.67
2020-01-05,2,29.0,,0.29,0.58
2020-01-06,54,29.0,,0.29,15.659999999999998
2020-01-07,52,29.0,,0.29,15.079999999999998
2020-01-08,81,29.0,,0.29,23.49
2020-01-09,56,29.0,,0.29,16.24
2020-01-10,61,29.0,,0.29,17.689999999999998
2020-01-11,16,29.0,,0.29,4.64
2020-01-12,12,29.0,,0.29,3.4799999999999995
2020-01-13,46,29.0,,0.29,13.34
2020-01-14,78,29.0,,0.29,22.619999999999997
2020-01-15,77,29.0,,0.29,22.33
2020-01-16,62,29.0,,0.29,17.98
2020-01-17,76,29.0,,0.29,22.04
2020-01-18,17,29.0,,0.29,4.93
2020-01-19,12,29.0,,0.29,3.4799999999999995
2020-01-20,17,29.0,,0.29,4.93
2020-01-21,57,29.0,,0.29,16.529999999999998
2020-01-22,92,29.0,,0.29,26.68
2020-01-23,80,29.0,,0.29,23.2
2020-01-24,70,29.0,,0.29,20.299999999999997
2020-01-25,12,29.0,,0.29,3.4799999999999995
2020-01-26,7,29.0,,0.29,2.03
2020-01-27,91,29.0,,0.29,26.389999999999997
2020-01-28,97,29.0,,0.29,28.13
2020-01-29,76,29.0,,0.29,22.04
2020-01-30,92,29.0,,0.29,26.68
2020-01-31,100,29.0,,0.29,28.999999999999996
2020-02-01,10,49.0,False,0.49,4.9
2020-02-02,2,49.0,,0.49,0.98
2020-02-03,21,49.0,,0.49,10.29
2020-02-04,32,49.0,,0.49,15.68
2020-02-05,44,49.0,,0.49,21.56
2020-02-06,36,49.0,,0.49,17.64
2020-02-07,30,49.0,,0.49,14.7
2020-02-08,8,49.0,,0.49,3.92
2020-02-09,3,49.0,,0.49,1.47
2020-02-10,27,49.0,,0.49,13.23
2020-02-11,41,49.0,,0.49,20.09
2020-02-12,33,49.0,,0.49,16.169999999999998
2020-02-13,27,49.0,,0.49,13.23
2020-02-14,31,49.0,,0.49,15.19
2020-02-15,8,49.0,,0.49,3.92
2020-02-16,8,49.0,,0.49,3.92
2020-02-17,9,49.0,,0.49,4.41
2020-02-18,21,49.0,,0.49,10.29
2020-02-19,29,49.0,,0.49,14.209999999999999
2020-02-20,42,49.0,,0.49,20.58
2020-02-21,41,49.0,,0.49,20.09
2020-02-22,12,49.0,,0.49,5.88
2020-02-23,2,49.0,,0.49,0.98
2020-02-24,72,49.0,,0.49,35.28
2020-02-25,77,49.0,,0.49,37.73
2020-02-26,56,49.0,,0.49,27.439999999999998
2020-02-27,82,49.0,,0.49,40.18
2020-02-28,100,49.0,,0.49,49.0
2020-02-29,20,49.0,,0.49,9.8
2020-03-01,5,100.0,False,1.0,5.0
2020-03-02,77,100.0,,1.0,77.0
2020-03-03,63,100.0,,1.0,63.0
2020-03-04,55,100.0,,1.0,55.0
2020-03-05,57,100.0,,1.0,57.0
2020-03-06,66,100.0,,1.0,66.0
2020-03-07,15,100.0,,1.0,15.0
2020-03-08,3,100.0,,1.0,3.0
2020-03-09,71,100.0,,1.0,71.0
2020-03-10,74,100.0,,1.0,74.0
2020-03-11,60,100.0,,1.0,60.0
2020-03-12,80,100.0,,1.0,80.0
2020-03-13,96,100.0,,1.0,96.0
2020-03-14,24,100.0,,1.0,24.0
2020-03-15,10,100.0,,1.0,10.0
2020-03-16,88,100.0,,1.0,88.0
2020-03-17,100,100.0,,1.0,100.0
2020-03-18,79,100.0,,1.0,79.0
2020-03-19,86,100.0,,1.0,86.0
2020-03-20,88,100.0,,1.0,88.0
2020-03-21,20,100.0,,1.0,20.0
2020-03-22,16,100.0,,1.0,16.0
2020-03-23,77,100.0,,1.0,77.0
2020-03-24,89,100.0,,1.0,89.0
2020-03-25,89,100.0,,1.0,89.0
2020-03-26,74,100.0,,1.0,74.0
2020-03-27,60,100.0,,1.0,60.0
2020-03-28,12,100.0,,1.0,12.0
2020-03-29,12,100.0,,1.0,12.0
2020-03-30,43,100.0,,1.0,43.0
2020-03-31,52,100.0,,1.0,52.0
2020-04-01,81,65.0,False,0.65,52.65
2020-04-02,70,65.0,,0.65,45.5
2020-04-03,75,65.0,,0.65,48.75
2020-04-04,14,65.0,,0.65,9.1
2020-04-05,8,65.0,,0.65,5.2
2020-04-06,88,65.0,,0.65,57.2
2020-04-07,93,65.0,,0.65,60.45
2020-04-08,76,65.0,,0.65,49.4
2020-04-09,78,65.0,,0.65,50.7
2020-04-10,16,65.0,,0.65,10.4
2020-04-11,17,65.0,,0.65,11.05
2020-04-12,10,65.0,,0.65,6.5
2020-04-13,56,65.0,,0.65,36.4
2020-04-14,70,65.0,,0.65,45.5
2020-04-15,88,65.0,,0.65,57.2
2020-04-16,74,65.0,,0.65,48.1
2020-04-17,100,65.0,,0.65,65.0
2020-04-18,19,65.0,,0.65,12.35
2020-04-19,12,65.0,,0.65,7.800000000000001
2020-04-20,69,65.0,,0.65,44.85
2020-04-21,99,65.0,,0.65,64.35000000000001
2020-04-22,79,65.0,,0.65,51.35
2020-04-23,59,65.0,,0.65,38.35
2020-04-24,61,65.0,,0.65,39.65
2020-04-25,22,65.0,,0.65,14.3
2020-04-26,12,65.0,,0.65,7.800000000000001
2020-04-27,50,65.0,,0.65,32.5
2020-04-28,70,65.0,,0.65,45.5
2020-04-29,79,65.0,,0.65,51.35
2020-04-30,77,65.0,,0.65,50.050000000000004
2020-05-01,100,54.0,False,0.54,54.0
2020-05-02,19,54.0,,0.54,10.260000000000002
2020-05-03,14,54.0,,0.54,7.5600000000000005
2020-05-04,67,54.0,,0.54,36.18
2020-05-05,90,54.0,,0.54,48.6
2020-05-06,87,54.0,,0.54,46.980000000000004
2020-05-07,79,54.0,,0.54,42.660000000000004
2020-05-08,85,54.0,,0.54,45.900000000000006
2020-05-09,21,54.0,,0.54,11.34
2020-05-10,17,54.0,,0.54,9.18
2020-05-11,97,54.0,,0.54,52.38
2020-05-12,88,54.0,,0.54,47.52
2020-05-13,84,54.0,,0.54,45.36
2020-05-14,98,54.0,,0.54,52.92
2020-05-15,95,54.0,,0.54,51.300000000000004
2020-05-16,12,54.0,,0.54,6.48
2020-05-17,9,54.0,,0.54,4.86
2020-05-18,82,54.0,,0.54,44.28
2020-05-19,82,54.0,,0.54,44.28
2020-05-20,91,54.0,,0.54,49.14
2020-05-21,75,54.0,,0.54,40.5
2020-05-22,66,54.0,,0.54,35.64
2020-05-23,17,54.0,,0.54,9.18
2020-05-24,10,54.0,,0.54,5.4
2020-05-25,9,54.0,,0.54,4.86
2020-05-26,68,54.0,,0.54,36.72
2020-05-27,69,54.0,,0.54,37.260000000000005
2020-05-28,89,54.0,,0.54,48.06
2020-05-29,85,54.0,,0.54,45.900000000000006
2020-05-30,26,54.0,,0.54,14.040000000000001
2020-05-31,11,54.0,,0.54,5.94
2020-06-01,67,59.0,False,0.59,39.53
2020-06-02,63,59.0,,0.59,37.169999999999995
2020-06-03,88,59.0,,0.59,51.919999999999995
2020-06-04,63,59.0,,0.59,37.169999999999995
2020-06-05,91,59.0,,0.59,53.69
2020-06-06,17,59.0,,0.59,10.03
2020-06-07,21,59.0,,0.59,12.389999999999999
2020-06-08,64,59.0,,0.59,37.76
2020-06-09,57,59.0,,0.59,33.629999999999995
2020-06-10,82,59.0,,0.59,48.379999999999995
2020-06-11,94,59.0,,0.59,55.459999999999994
2020-06-12,100,59.0,,0.59,59.0
2020-06-13,28,59.0,,0.59,16.52
2020-06-14,8,59.0,,0.59,4.72
2020-06-15,57,59.0,,0.59,33.629999999999995
2020-06-16,85,59.0,,0.59,50.15
2020-06-17,77,59.0,,0.59,45.43
2020-06-18,53,59.0,,0.59,31.27
2020-06-19,64,59.0,,0.59,37.76
2020-06-20,24,59.0,,0.59,14.16
2020-06-21,15,59.0,,0.59,8.85
2020-06-22,49,59.0,,0.59,28.91
2020-06-23,93,59.0,,0.59,54.87
2020-06-24,72,59.0,,0.59,42.48
2020-06-25,68,59.0,,0.59,40.12
2020-06-26,77,59.0,,0.59,45.43
2020-06-27,17,59.0,,0.59,10.03
2020-06-28,14,59.0,,0.59,8.26
2020-06-29,77,59.0,,0.59,45.43
2020-06-30,80,59.0,,0.59,47.199999999999996
2020-07-01,68,63.0,False,0.63,42.84
2020-07-02,64,63.0,,0.63,40.32
2020-07-03,22,63.0,,0.63,13.86
2020-07-04,8,63.0,,0.63,5.04
2020-07-05,13,63.0,,0.63,8.19
2020-07-06,67,63.0,,0.63,42.21
2020-07-07,75,63.0,,0.63,47.25
2020-07-08,59,63.0,,0.63,37.17
2020-07-09,78,63.0,,0.63,49.14
2020-07-10,79,63.0,,0.63,49.77
2020-07-11,24,63.0,,0.63,15.120000000000001
2020-07-12,18,63.0,,0.63,11.34
2020-07-13,91,63.0,,0.63,57.33
2020-07-14,100,63.0,,0.63,63.0
2020-07-15,85,63.0,,0.63,53.55
2020-07-16,68,63.0,,0.63,42.84
2020-07-17,76,63.0,,0.63,47.88
2020-07-18,13,63.0,,0.63,8.19
2020-07-19,10,63.0,,0.63,6.3
2020-07-20,71,63.0,,0.63,44.73
2020-07-21,70,63.0,,0.63,44.1
2020-07-22,69,63.0,,0.63,43.47
2020-07-23,81,63.0,,0.63,51.03
2020-07-24,79,63.0,,0.63,49.77
2020-07-25,15,63.0,,0.63,9.45
2020-07-26,9,63.0,,0.63,5.67
2020-07-27,78,63.0,,0.63,49.14
2020-07-28,81,63.0,,0.63,51.03
2020-07-29,69,63.0,,0.63,43.47
2020-07-30,90,63.0,,0.63,56.7
2020-07-31,78,63.0,,0.63,49.14
2020-08-01,24,56.0,False,0.56,13.440000000000001
2020-08-02,12,56.0,,0.56,6.720000000000001
2020-08-03,89,56.0,,0.56,49.84
2020-08-04,68,56.0,,0.56,38.080000000000005
2020-08-05,64,56.0,,0.56,35.84
2020-08-06,65,56.0,,0.56,36.400000000000006
2020-08-07,100,56.0,,0.56,56.00000000000001
2020-08-08,21,56.0,,0.56,11.760000000000002
2020-08-09,18,56.0,,0.56,10.080000000000002
2020-08-10,56,56.0,,0.56,31.360000000000003
2020-08-11,77,56.0,,0.56,43.120000000000005
2020-08-12,69,56.0,,0.56,38.64
2020-08-13,53,56.0,,0.56,29.680000000000003
2020-08-14,69,56.0,,0.56,38.64
2020-08-15,29,56.0,,0.56,16.240000000000002
2020-08-16,15,56.0,,0.56,8.4
2020-08-17,61,56.0,,0.56,34.160000000000004
2020-08-18,70,56.0,,0.56,39.2
2020-08-19,82,56.0,,0.56,45.92
2020-08-20,58,56.0,,0.56,32.480000000000004
2020-08-21,59,56.0,,0.56,33.040000000000006
2020-08-22,13,56.0,,0.56,7.280000000000001
2020-08-23,16,56.0,,0.56,8.96
2020-08-24,74,56.0,,0.56,41.440000000000005
2020-08-25,83,56.0,,0.56,46.480000000000004
2020-08-26,83,56.0,,0.56,46.480000000000004
2020-08-27,81,56.0,,0.56,45.36000000000001
2020-08-28,82,56.0,,0.56,45.92
2020-08-29,26,56.0,,0.56,14.560000000000002
2020-08-30,16,56.0,,0.56,8.96
2020-08-31,81,56.0,,0.56,45.36000000000001
2020-09-01,47,85.0,False,0.85,39.949999999999996
2020-09-02,62,85.0,,0.85,52.699999999999996
2020-09-03,100,85.0,,0.85,85.0
2020-09-04,94,85.0,,0.85,79.89999999999999
2020-09-05,22,85.0,,0.85,18.7
2020-09-06,11,85.0,,0.85,9.35
2020-09-07,9,85.0,,0.85,7.6499999999999995
2020-09-08,73,85.0,,0.85,62.05
2020-09-09,79,85.0,,0.85,67.14999999999999
2020-09-10,63,85.0,,0.85,53.55
2020-09-11,68,85.0,,0.85,57.8
2020-09-12,15,85.0,,0.85,12.75
2020-09-13,5,85.0,,0.85,4.25
2020-09-14,55,85.0,,0.85,46.75
2020-09-15,51,85.0,,0.85,43.35
2020-09-16,51,85.0,,0.85,43.35
2020-09-17,56,85.0,,0.85,47.6
2020-09-18,54,85.0,,0.85,45.9
2020-09-19,8,85.0,,0.85,6.8
2020-09-20,10,85.0,,0.85,8.5
2020-09-21,55,85.0,,0.85,46.75
2020-09-22,48,85.0,,0.85,40.8
2020-09-23,73,85.0,,0.85,62.05
2020-09-24,51,85.0,,0.85,43.35
2020-09-25,53,85.0,,0.85,45.05
2020-09-26,12,85.0,,0.85,10.2
2020-09-27,6,85.0,,0.85,5.1
2020-09-28,53,85.0,,0.85,45.05
2020-09-29,42,85.0,,0.85,35.699999999999996
2020-09-30,40,85.0,,0.85,34.0
2020-10-01,64,74.0,False,0.74,47.36
2020-10-02,89,74.0,,0.74,65.86
2020-10-03,18,74.0,,0.74,13.32
2020-10-04,12,74.0,,0.74,8.879999999999999
2020-10-05,62,74.0,,0.74,45.88
2020-10-06,57,74.0,,0.74,42.18
2020-10-07,62,74.0,,0.74,45.88
2020-10-08,62,74.0,,0.74,45.88
2020-10-09,61,74.0,,0.74,45.14
2020-10-10,10,74.0,,0.74,7.4
2020-10-11,8,74.0,,0.74,5.92
2020-10-12,86,74.0,,0.74,63.64
2020-10-13,68,74.0,,0.74,50.32
2020-10-14,65,74.0,,0.74,48.1
2020-10-15,68,74.0,,0.74,50.32
2020-10-16,71,74.0,,0.74,52.54
2020-10-17,17,74.0,,0.74,12.58
2020-10-18,9,74.0,,0.74,6.66
2020-10-19,76,74.0,,0.74,56.24
2020-10-20,65,74.0,,0.74,48.1
2020-10-21,52,74.0,,0.74,38.48
2020-10-22,50,74.0,,0.74,37.0
2020-10-23,40,74.0,,0.74,29.6
2020-10-24,8,74.0,,0.74,5.92
2020-10-25,8,74.0,,0.74,5.92
2020-10-26,45,74.0,,0.74,33.3
2020-10-27,54,74.0,,0.74,39.96
2020-10-28,77,74.0,,0.74,56.98
2020-10-29,76,74.0,,0.74,56.24
2020-10-30,100,74.0,,0.74,74.0
2020-10-31,9,74.0,,0.74,6.66
2020-11-01,16,54.0,False,0.54,8.64
2020-11-02,76,54.0,,0.54,41.040000000000006
2020-11-03,87,54.0,,0.54,46.980000000000004
2020-11-04,88,54.0,,0.54,47.52
2020-11-05,85,54.0,,0.54,45.900000000000006
2020-11-06,69,54.0,,0.54,37.260000000000005
2020-11-07,13,54.0,,0.54,7.0200000000000005
2020-11-08,15,54.0,,0.54,8.100000000000001
2020-11-09,98,54.0,,0.54,52.92
2020-11-10,100,54.0,,0.54,54.0
2020-11-11,69,54.0,,0.54,37.260000000000005
2020-11-12,76,54.0,,0.54,41.040000000000006
2020-11-13,81,54.0,,0.54,43.74
2020-11-14,22,54.0,,0.54,11.88
2020-11-15,3,54.0,,0.54,1.62
2020-11-16,59,54.0,,0.54,31.860000000000003
2020-11-17,75,54.0,,0.54,40.5
2020-11-18,69,54.0,,0.54,37.260000000000005
2020-11-19,58,54.0,,0.54,31.32
2020-11-20,57,54.0,,0.54,30.78
2020-11-21,20,54.0,,0.54,10.8
2020-11-22,10,54.0,,0.54,5.4
2020-11-23,58,54.0,,0.54,31.32
2020-11-24,53,54.0,,0.54,28.62
2020-11-25,55,54.0,,0.54,29.700000000000003
2020-11-26,14,54.0,,0.54,7.5600000000000005
2020-11-27,56,54.0,,0.54,30.240000000000002
2020-11-28,14,54.0,,0.54,7.5600000000000005
2020-11-29,10,54.0,,0.54,5.4
2020-11-30,53,54.0,,0.54,28.62
2020-12-01,77,41.0,False,0.41,31.569999999999997
2020-12-02,71,41.0,,0.41,29.11
2020-12-03,74,41.0,,0.41,30.34
2020-12-04,65,41.0,,0.41,26.65
2020-12-05,24,41.0,,0.41,9.84
2020-12-06,15,41.0,,0.41,6.1499999999999995
2020-12-07,76,41.0,,0.41,31.159999999999997
2020-12-08,77,41.0,,0.41,31.569999999999997
2020-12-09,100,41.0,,0.41,41.0
2020-12-10,73,41.0,,0.41,29.93
2020-12-11,78,41.0,,0.41,31.979999999999997
2020-12-12,23,41.0,,0.41,9.43
2020-12-13,17,41.0,,0.41,6.97
2020-12-14,68,41.0,,0.41,27.88
2020-12-15,82,41.0,,0.41,33.62
2020-12-16,78,41.0,,0.41,31.979999999999997
2020-12-17,60,41.0,,0.41,24.599999999999998
2020-12-18,60,41.0,,0.41,24.599999999999998
2020-12-19,19,41.0,,0.41,7.789999999999999
2020-12-20,14,41.0,,0.41,5.739999999999999
2020-12-21,67,41.0,,0.41,27.47
2020-12-22,68,41.0,,0.41,27.88
2020-12-23,62,41.0,,0.41,25.419999999999998
2020-12-24,58,41.0,,0.41,23.779999999999998
2020-12-25,10,41.0,,0.41,4.1
2020-12-26,13,41.0,,0.41,5.33
2020-12-27,10,41.0,,0.41,4.1
2020-12-28,89,41.0,,0.41,36.489999999999995
2020-12-29,54,41.0,,0.41,22.139999999999997
2020-12-30,71,41.0,,0.41,29.11
2020-12-31,70,41.0,,0.41,28.7
2021-01-01,7,52.0,False,0.52,3.64
2021-01-02,10,52.0,,0.52,5.2
2021-01-03,7,52.0,,0.52,3.64
2021-01-04,32,52.0,,0.52,16.64
2021-01-05,29,52.0,,0.52,15.08
2021-01-06,39,52.0,,0.52,20.28
2021-01-07,39,52.0,,0.52,20.28
2021-01-08,39,52.0,,0.52,20.28
2021-01-09,12,52.0,,0.52,6.24
2021-01-10,5,52.0,,0.52,2.6
2021-01-11,23,52.0,,0.52,11.96
2021-01-12,29,52.0,,0.52,15.08
2021-01-13,25,52.0,,0.52,13.0
2021-01-14,24,52.0,,0.52,12.48
2021-01-15,34,52.0,,0.52,17.68
2021-01-16,4,52.0,,0.52,2.08
2021-01-17,5,52.0,,0.52,2.6
2021-01-18,2,52.0,,0.52,1.04
2021-01-19,34,52.0,,0.52,17.68
2021-01-20,34,52.0,,0.52,17.68
2021-01-21,100,52.0,,0.52,52.0
2021-01-22,39,52.0,,0.52,20.28
2021-01-23,10,52.0,,0.52,5.2
2021-01-24,8,52.0,,0.52,4.16
2021-01-25,38,52.0,,0.52,19.76
2021-01-26,29,52.0,,0.52,15.08
2021-01-27,43,52.0,,0.52,22.36
2021-01-28,48,52.0,,0.52,24.96
2021-01-29,46,52.0,,0.52,23.92
2021-01-30,11,52.0,,0.52,5.720000000000001
2021-01-31,8,52.0,,0.52,4.16
2021-02-01,60,62.0,False,0.62,37.2
2021-02-02,72,62.0,,0.62,44.64
2021-02-03,53,62.0,,0.62,32.86
2021-02-04,71,62.0,,0.62,44.02
2021-02-05,63,62.0,,0.62,39.06
2021-02-06,22,62.0,,0.62,13.64
2021-02-07,14,62.0,,0.62,8.68
2021-02-08,53,62.0,,0.62,32.86
2021-02-09,57,62.0,,0.62,35.339999999999996
2021-02-10,67,62.0,,0.62,41.54
2021-02-11,55,62.0,,0.62,34.1
2021-02-12,53,62.0,,0.62,32.86
2021-02-13,22,62.0,,0.62,13.64
2021-02-14,10,62.0,,0.62,6.2
2021-02-15,11,62.0,,0.62,6.82
2021-02-16,49,62.0,,0.62,30.38
2021-02-17,53,62.0,,0.62,32.86
2021-02-18,56,62.0,,0.62,34.72
2021-02-19,53,62.0,,0.62,32.86
2021-02-20,15,62.0,,0.62,9.3
2021-02-21,16,62.0,,0.62,9.92
2021-02-22,55,62.0,,0.62,34.1
2021-02-23,100,62.0,,0.62,62.0
2021-02-24,72,62.0,,0.62,44.64
2021-02-25,92,62.0,,0.62,57.04
2021-02-26,98,62.0,,0.62,60.76
2021-02-27,26,62.0,,0.62,16.12
2021-02-28,19,62.0,,0.62,11.78
2021-03-01,77,75.0,False,0.75,57.75
2021-03-02,67,75.0,,0.75,50.25
2021-03-03,63,75.0,,0.75,47.25
2021-03-04,96,75.0,,0.75,72.0
2021-03-05,100,75.0,,0.75,75.0
2021-03-06,18,75.0,,0.75,13.5
2021-03-07,12,75.0,,0.75,9.0
2021-03-08,79,75.0,,0.75,59.25
2021-03-09,87,75.0,,0.75,65.25
2021-03-10,74,75.0,,0.75,55.5
2021-03-11,69,75.0,,0.75,51.75
2021-03-12,67,75.0,,0.75,50.25
2021-03-13,15,75.0,,0.75,11.25
2021-03-14,10,75.0,,0.75,7.5
2021-03-15,60,75.0,,0.75,45.0
2021-03-16,60,75.0,,0.75,45.0
2021-03-17,59,75.0,,0.75,44.25
2021-03-18,75,75.0,,0.75,56.25
2021-03-19,59,75.0,,0.75,44.25
2021-03-20,8,75.0,,0.75,6.0
2021-03-21,16,75.0,,0.75,12.0
2021-03-22,53,75.0,,0.75,39.75
2021-03-23,69,75.0,,0.75,51.75
2021-03-24,55,75.0,,0.75,41.25
2021-03-25,42,75.0,,0.75,31.5
2021-03-26,64,75.0,,0.75,48.0
2021-03-27,15,75.0,,0.75,11.25
2021-03-28,9,75.0,,0.75,6.75
2021-03-29,49,75.0,,0.75,36.75
2021-03-30,60,75.0,,0.75,45.0
2021-03-31,51,75.0,,0.75,38.25
2021-04-01,96,54.0,False,0.54,51.84
2021-04-02,31,54.0,,0.54,16.740000000000002
2021-04-03,9,54.0,,0.54,4.86
2021-04-04,9,54.0,,0.54,4.86
2021-04-05,90,54.0,,0.54,48.6
2021-04-06,89,54.0,,0.54,48.06
2021-04-07,74,54.0,,0.54,39.96
2021-04-08,90,54.0,,0.54,48.6
2021-04-09,95,54.0,,0.54,51.300000000000004
2021-04-10,17,54.0,,0.54,9.18
2021-04-11,16,54.0,,0.54,8.64
2021-04-12,87,54.0,,0.54,46.980000000000004
2021-04-13,82,54.0,,0.54,44.28
2021-04-14,100,54.0,,0.54,54.0
2021-04-15,89,54.0,,0.54,48.06
2021-04-16,94,54.0,,0.54,50.760000000000005
2021-04-17,21,54.0,,0.54,11.34
2021-04-18,16,54.0,,0.54,8.64
2021-04-19,63,54.0,,0.54,34.02
2021-04-20,70,54.0,,0.54,37.800000000000004
2021-04-21,59,54.0,,0.54,31.860000000000003
2021-04-22,75,54.0,,0.54,40.5
2021-04-23,67,54.0,,0.54,36.18
2021-04-24,10,54.0,,0.54,5.4
2021-04-25,13,54.0,,0.54,7.0200000000000005
2021-04-26,60,54.0,,0.54,32.400000000000006
2021-04-27,79,54.0,,0.54,42.660000000000004
2021-04-28,70,54.0,,0.54,37.800000000000004
2021-04-29,66,54.0,,0.54,35.64
