date,ET_unscaled,ET_monthly,isPartial,scale,ET
2019-07-08,82,66.0,,0.66,54.120000000000005
2019-07-09,88,66.0,,0.66,58.080000000000005
2019-07-10,76,66.0,,0.66,50.160000000000004
2019-07-11,91,66.0,,0.66,60.06
2019-07-12,88,66.0,,0.66,58.080000000000005
2019-07-13,78,66.0,,0.66,51.480000000000004
2019-07-14,86,66.0,,0.66,56.760000000000005
2019-07-15,86,66.0,,0.66,56.760000000000005
2019-07-16,93,66.0,,0.66,61.38
2019-07-17,90,66.0,,0.66,59.400000000000006
2019-07-18,85,66.0,,0.66,56.1
2019-07-19,90,66.0,,0.66,59.400000000000006
2019-07-20,94,66.0,,0.66,62.040000000000006
2019-07-21,73,66.0,,0.66,48.18
2019-07-22,79,66.0,,0.66,52.14
2019-07-23,78,66.0,,0.66,51.480000000000004
2019-07-24,86,66.0,,0.66,56.760000000000005
2019-07-25,82,66.0,,0.66,54.120000000000005
2019-07-26,84,66.0,,0.66,55.440000000000005
2019-07-27,72,66.0,,0.66,47.52
2019-07-28,75,66.0,,0.66,49.5
2019-07-29,81,66.0,,0.66,53.46
2019-07-30,92,66.0,,0.66,60.720000000000006
2019-07-31,100,66.0,,0.66,66.0
2019-08-01,96,72.0,False,0.72,69.12
2019-08-02,94,72.0,,0.72,67.67999999999999
2019-08-03,83,72.0,,0.72,59.76
2019-08-04,89,72.0,,0.72,64.08
2019-08-05,94,72.0,,0.72,67.67999999999999
2019-08-06,100,72.0,,0.72,72.0
2019-08-07,98,72.0,,0.72,70.56
2019-08-08,96,72.0,,0.72,69.12
2019-08-09,76,72.0,,0.72,54.72
2019-08-10,71,72.0,,0.72,51.12
2019-08-11,60,72.0,,0.72,43.199999999999996
2019-08-12,81,72.0,,0.72,58.32
2019-08-13,93,72.0,,0.72,66.96
2019-08-14,83,72.0,,0.72,59.76
2019-08-15,92,72.0,,0.72,66.24
2019-08-16,85,72.0,,0.72,61.199999999999996
2019-08-17,87,72.0,,0.72,62.64
2019-08-18,82,72.0,,0.72,59.04
2019-08-19,94,72.0,,0.72,67.67999999999999
2019-08-20,86,72.0,,0.72,61.919999999999995
2019-08-21,93,72.0,,0.72,66.96
2019-08-22,93,72.0,,0.72,66.96
2019-08-23,87,72.0,,0.72,62.64
2019-08-24,91,72.0,,0.72,65.52
2019-08-25,78,72.0,,0.72,56.16
2019-08-26,90,72.0,,0.72,64.8
2019-08-27,94,72.0,,0.72,67.67999999999999
2019-08-28,92,72.0,,0.72,66.24
2019-08-29,89,72.0,,0.72,64.08
2019-08-30,87,72.0,,0.72,62.64
2019-08-31,78,72.0,,0.72,56.16
2019-09-01,73,75.0,False,0.75,54.75
2019-09-02,74,75.0,,0.75,55.5
2019-09-03,79,75.0,,0.75,59.25
2019-09-04,88,75.0,,0.75,66.0
2019-09-05,92,75.0,,0.75,69.0
2019-09-06,83,75.0,,0.75,62.25
2019-09-07,79,75.0,,0.75,59.25
2019-09-08,84,75.0,,0.75,63.0
2019-09-09,89,75.0,,0.75,66.75
2019-09-10,100,75.0,,0.75,75.0
2019-09-11,85,75.0,,0.75,63.75
2019-09-12,89,75.0,,0.75,66.75
2019-09-13,84,75.0,,0.75,63.0
2019-09-14,78,75.0,,0.75,58.5
2019-09-15,73,75.0,,0.75,54.75
2019-09-16,85,75.0,,0.75,63.75
2019-09-17,86,75.0,,0.75,64.5
2019-09-18,85,75.0,,0.75,63.75
2019-09-19,87,75.0,,0.75,65.25
2019-09-20,81,75.0,,0.75,60.75
2019-09-21,73,75.0,,0.75,54.75
2019-09-22,78,75.0,,0.75,58.5
2019-09-23,82,75.0,,0.75,61.5
2019-09-24,85,75.0,,0.75,63.75
2019-09-25,81,75.0,,0.75,60.75
2019-09-26,88,75.0,,0.75,66.0
2019-09-27,86,75.0,,0.75,64.5
2019-09-28,72,75.0,,0.75,54.0
2019-09-29,77,75.0,,0.75,57.75
2019-09-30,83,75.0,,0.75,62.25
2019-10-01,79,81.0,False,0.81,63.99
2019-10-02,76,81.0,,0.81,61.56
2019-10-03,78,81.0,,0.81,63.18000000000001
2019-10-04,77,81.0,,0.81,62.370000000000005
2019-10-05,66,81.0,,0.81,53.46
2019-10-06,66,81.0,,0.81,53.46
2019-10-07,78,81.0,,0.81,63.18000000000001
2019-10-08,78,81.0,,0.81,63.18000000000001
2019-10-09,76,81.0,,0.81,61.56
2019-10-10,82,81.0,,0.81,66.42
2019-10-11,73,81.0,,0.81,59.13
2019-10-12,80,81.0,,0.81,64.80000000000001
2019-10-13,78,81.0,,0.81,63.18000000000001
2019-10-14,77,81.0,,0.81,62.370000000000005
2019-10-15,77,81.0,,0.81,62.370000000000005
2019-10-16,80,81.0,,0.81,64.80000000000001
2019-10-17,84,81.0,,0.81,68.04
2019-10-18,77,81.0,,0.81,62.370000000000005
2019-10-19,64,81.0,,0.81,51.84
2019-10-20,66,81.0,,0.81,53.46
2019-10-21,75,81.0,,0.81,60.75000000000001
2019-10-22,98,81.0,,0.81,79.38000000000001
2019-10-23,100,81.0,,0.81,81.0
2019-10-24,83,81.0,,0.81,67.23
2019-10-25,80,81.0,,0.81,64.80000000000001
2019-10-26,70,81.0,,0.81,56.7
2019-10-27,71,81.0,,0.81,57.510000000000005
2019-10-28,86,81.0,,0.81,69.66000000000001
2019-10-29,86,81.0,,0.81,69.66000000000001
2019-10-30,87,81.0,,0.81,70.47
2019-10-31,89,81.0,,0.81,72.09
2019-11-01,37,91.0,False,0.91,33.67
2019-11-02,33,91.0,,0.91,30.03
2019-11-03,33,91.0,,0.91,30.03
2019-11-04,35,91.0,,0.91,31.85
2019-11-05,41,91.0,,0.91,37.31
2019-11-06,38,91.0,,0.91,34.58
2019-11-07,38,91.0,,0.91,34.58
2019-11-08,36,91.0,,0.91,32.76
2019-11-09,35,91.0,,0.91,31.85
2019-11-10,45,91.0,,0.91,40.95
2019-11-11,37,91.0,,0.91,33.67
2019-11-12,37,91.0,,0.91,33.67
2019-11-13,37,91.0,,0.91,33.67
2019-11-14,38,91.0,,0.91,34.58
2019-11-15,35,91.0,,0.91,31.85
2019-11-16,32,91.0,,0.91,29.12
2019-11-17,33,91.0,,0.91,30.03
2019-11-18,40,91.0,,0.91,36.4
2019-11-19,37,91.0,,0.91,33.67
2019-11-20,37,91.0,,0.91,33.67
2019-11-21,39,91.0,,0.91,35.49
2019-11-22,34,91.0,,0.91,30.94
2019-11-23,32,91.0,,0.91,29.12
2019-11-24,32,91.0,,0.91,29.12
2019-11-25,35,91.0,,0.91,31.85
2019-11-26,37,91.0,,0.91,33.67
2019-11-27,39,91.0,,0.91,35.49
2019-11-28,93,91.0,,0.91,84.63000000000001
2019-11-29,100,91.0,,0.91,91.0
2019-11-30,77,91.0,,0.91,70.07000000000001
2019-12-01,90,95.0,False,0.95,85.5
2019-12-02,81,95.0,,0.95,76.95
2019-12-03,86,95.0,,0.95,81.7
2019-12-04,82,95.0,,0.95,77.89999999999999
2019-12-05,84,95.0,,0.95,79.8
2019-12-06,75,95.0,,0.95,71.25
2019-12-07,85,95.0,,0.95,80.75
2019-12-08,78,95.0,,0.95,74.1
2019-12-09,73,95.0,,0.95,69.35
2019-12-10,81,95.0,,0.95,76.95
2019-12-11,74,95.0,,0.95,70.3
2019-12-12,74,95.0,,0.95,70.3
2019-12-13,76,95.0,,0.95,72.2
2019-12-14,84,95.0,,0.95,79.8
2019-12-15,72,95.0,,0.95,68.39999999999999
2019-12-16,71,95.0,,0.95,67.45
2019-12-17,71,95.0,,0.95,67.45
2019-12-18,67,95.0,,0.95,63.65
2019-12-19,67,95.0,,0.95,63.65
2019-12-20,64,95.0,,0.95,60.8
2019-12-21,62,95.0,,0.95,58.9
2019-12-22,55,95.0,,0.95,52.25
2019-12-23,58,95.0,,0.95,55.099999999999994
2019-12-24,70,95.0,,0.95,66.5
2019-12-25,100,95.0,,0.95,95.0
2019-12-26,66,95.0,,0.95,62.699999999999996
2019-12-27,64,95.0,,0.95,60.8
2019-12-28,57,95.0,,0.95,54.15
2019-12-29,60,95.0,,0.95,57.0
2019-12-30,57,95.0,,0.95,54.15
2019-12-31,53,95.0,,0.95,50.349999999999994
2020-01-01,76,83.0,False,0.83,63.08
2020-01-02,71,83.0,,0.83,58.93
2020-01-03,66,83.0,,0.83,54.779999999999994
2020-01-04,70,83.0,,0.83,58.099999999999994
2020-01-05,100,83.0,,0.83,83.0
2020-01-06,97,83.0,,0.83,80.50999999999999
2020-01-07,70,83.0,,0.83,58.099999999999994
2020-01-08,88,83.0,,0.83,73.03999999999999
2020-01-09,87,83.0,,0.83,72.21
2020-01-10,76,83.0,,0.83,63.08
2020-01-11,74,83.0,,0.83,61.419999999999995
2020-01-12,65,83.0,,0.83,53.949999999999996
2020-01-13,79,83.0,,0.83,65.57
2020-01-14,82,83.0,,0.83,68.06
2020-01-15,88,83.0,,0.83,73.03999999999999
2020-01-16,86,83.0,,0.83,71.38
2020-01-17,85,83.0,,0.83,70.55
2020-01-18,80,83.0,,0.83,66.39999999999999
2020-01-19,83,83.0,,0.83,68.89
2020-01-20,79,83.0,,0.83,65.57
2020-01-21,80,83.0,,0.83,66.39999999999999
2020-01-22,85,83.0,,0.83,70.55
2020-01-23,81,83.0,,0.83,67.22999999999999
2020-01-24,74,83.0,,0.83,61.419999999999995
2020-01-25,62,83.0,,0.83,51.46
2020-01-26,63,83.0,,0.83,52.29
2020-01-27,76,83.0,,0.83,63.08
2020-01-28,78,83.0,,0.83,64.74
2020-01-29,75,83.0,,0.83,62.25
2020-01-30,80,83.0,,0.83,66.39999999999999
2020-01-31,84,83.0,,0.83,69.72
2020-02-01,80,89.0,False,0.89,71.2
2020-02-02,88,89.0,,0.89,78.32000000000001
2020-02-03,77,89.0,,0.89,68.53
2020-02-04,88,89.0,,0.89,78.32000000000001
2020-02-05,89,89.0,,0.89,79.21000000000001
2020-02-06,90,89.0,,0.89,80.1
2020-02-07,84,89.0,,0.89,74.76
2020-02-08,72,89.0,,0.89,64.08
2020-02-09,77,89.0,,0.89,68.53
2020-02-10,89,89.0,,0.89,79.21000000000001
2020-02-11,82,89.0,,0.89,72.98
2020-02-12,92,89.0,,0.89,81.88
2020-02-13,83,89.0,,0.89,73.87
2020-02-14,90,89.0,,0.89,80.1
2020-02-15,78,89.0,,0.89,69.42
2020-02-16,81,89.0,,0.89,72.09
2020-02-17,77,89.0,,0.89,68.53
2020-02-18,82,89.0,,0.89,72.98
2020-02-19,100,89.0,,0.89,89.0
2020-02-20,97,89.0,,0.89,86.33
2020-02-21,89,89.0,,0.89,79.21000000000001
2020-02-22,79,89.0,,0.89,70.31
2020-02-23,75,89.0,,0.89,66.75
2020-02-24,93,89.0,,0.89,82.77
2020-02-25,92,89.0,,0.89,81.88
2020-02-26,93,89.0,,0.89,82.77
2020-02-27,83,89.0,,0.89,73.87
2020-02-28,89,89.0,,0.89,79.21000000000001
2020-02-29,70,89.0,,0.89,62.300000000000004
2020-03-01,39,94.0,False,0.94,36.66
2020-03-02,45,94.0,,0.94,42.3
2020-03-03,47,94.0,,0.94,44.18
2020-03-04,41,94.0,,0.94,38.54
2020-03-05,46,94.0,,0.94,43.239999999999995
2020-03-06,44,94.0,,0.94,41.36
2020-03-07,33,94.0,,0.94,31.02
2020-03-08,37,94.0,,0.94,34.78
2020-03-09,45,94.0,,0.94,42.3
2020-03-10,43,94.0,,0.94,40.419999999999995
2020-03-11,47,94.0,,0.94,44.18
2020-03-12,48,94.0,,0.94,45.12
2020-03-13,43,94.0,,0.94,40.419999999999995
2020-03-14,39,94.0,,0.94,36.66
2020-03-15,43,94.0,,0.94,40.419999999999995
2020-03-16,43,94.0,,0.94,40.419999999999995
2020-03-17,43,94.0,,0.94,40.419999999999995
2020-03-18,45,94.0,,0.94,42.3
2020-03-19,48,94.0,,0.94,45.12
2020-03-20,47,94.0,,0.94,44.18
2020-03-21,37,94.0,,0.94,34.78
2020-03-22,39,94.0,,0.94,36.66
2020-03-23,48,94.0,,0.94,45.12
2020-03-24,50,94.0,,0.94,47.0
2020-03-25,57,94.0,,0.94,53.58
2020-03-26,59,94.0,,0.94,55.459999999999994
2020-03-27,100,94.0,,0.94,94.0
2020-03-28,57,94.0,,0.94,53.58
2020-03-29,48,94.0,,0.94,45.12
2020-03-30,49,94.0,,0.94,46.059999999999995
2020-03-31,50,94.0,,0.94,47.0
2020-04-01,87,93.0,False,0.93,80.91000000000001
2020-04-02,81,93.0,,0.93,75.33
2020-04-03,84,93.0,,0.93,78.12
2020-04-04,69,93.0,,0.93,64.17
2020-04-05,66,93.0,,0.93,61.38
2020-04-06,83,93.0,,0.93,77.19
2020-04-07,83,93.0,,0.93,77.19
2020-04-08,90,93.0,,0.93,83.7
2020-04-09,86,93.0,,0.93,79.98
2020-04-10,80,93.0,,0.93,74.4
2020-04-11,70,93.0,,0.93,65.10000000000001
2020-04-12,83,93.0,,0.93,77.19
2020-04-13,83,93.0,,0.93,77.19
2020-04-14,87,93.0,,0.93,80.91000000000001
2020-04-15,88,93.0,,0.93,81.84
2020-04-16,87,93.0,,0.93,80.91000000000001
2020-04-17,83,93.0,,0.93,77.19
2020-04-18,82,93.0,,0.93,76.26
2020-04-19,77,93.0,,0.93,71.61
2020-04-20,98,93.0,,0.93,91.14
2020-04-21,91,93.0,,0.93,84.63000000000001
2020-04-22,85,93.0,,0.93,79.05
2020-04-23,100,93.0,,0.93,93.0
2020-04-24,85,93.0,,0.93,79.05
2020-04-25,69,93.0,,0.93,64.17
2020-04-26,77,93.0,,0.93,71.61
2020-04-27,85,93.0,,0.93,79.05
2020-04-28,81,93.0,,0.93,75.33
2020-04-29,90,93.0,,0.93,83.7
2020-04-30,87,93.0,,0.93,80.91000000000001
2020-05-01,74,88.0,False,0.88,65.12
2020-05-02,69,88.0,,0.88,60.72
2020-05-03,64,88.0,,0.88,56.32
2020-05-04,78,88.0,,0.88,68.64
2020-05-05,75,88.0,,0.88,66.0
2020-05-06,80,88.0,,0.88,70.4
2020-05-07,85,88.0,,0.88,74.8
2020-05-08,100,88.0,,0.88,88.0
2020-05-09,75,88.0,,0.88,66.0
2020-05-10,63,88.0,,0.88,55.44
2020-05-11,83,88.0,,0.88,73.04
2020-05-12,78,88.0,,0.88,68.64
2020-05-13,78,88.0,,0.88,68.64
2020-05-14,79,88.0,,0.88,69.52
2020-05-15,75,88.0,,0.88,66.0
2020-05-16,65,88.0,,0.88,57.2
2020-05-17,61,88.0,,0.88,53.68
2020-05-18,75,88.0,,0.88,66.0
2020-05-19,77,88.0,,0.88,67.76
2020-05-20,83,88.0,,0.88,73.04
2020-05-21,75,88.0,,0.88,66.0
2020-05-22,75,88.0,,0.88,66.0
2020-05-23,62,88.0,,0.88,54.56
2020-05-24,68,88.0,,0.88,59.84
2020-05-25,68,88.0,,0.88,59.84
2020-05-26,80,88.0,,0.88,70.4
2020-05-27,80,88.0,,0.88,70.4
2020-05-28,74,88.0,,0.88,65.12
2020-05-29,71,88.0,,0.88,62.48
2020-05-30,65,88.0,,0.88,57.2
2020-05-31,58,88.0,,0.88,51.04
2020-06-01,66,91.0,False,0.91,60.06
2020-06-02,65,91.0,,0.91,59.15
2020-06-03,66,91.0,,0.91,60.06
2020-06-04,65,91.0,,0.91,59.15
2020-06-05,68,91.0,,0.91,61.88
2020-06-06,64,91.0,,0.91,58.24
2020-06-07,66,91.0,,0.91,60.06
2020-06-08,73,91.0,,0.91,66.43
2020-06-09,71,91.0,,0.91,64.61
2020-06-10,75,91.0,,0.91,68.25
2020-06-11,78,91.0,,0.91,70.98
2020-06-12,70,91.0,,0.91,63.7
2020-06-13,77,91.0,,0.91,70.07000000000001
2020-06-14,81,91.0,,0.91,73.71000000000001
2020-06-15,100,91.0,,0.91,91.0
2020-06-16,74,91.0,,0.91,67.34
2020-06-17,83,91.0,,0.91,75.53
2020-06-18,70,91.0,,0.91,63.7
2020-06-19,67,91.0,,0.91,60.97
2020-06-20,59,91.0,,0.91,53.690000000000005
2020-06-21,63,91.0,,0.91,57.330000000000005
2020-06-22,68,91.0,,0.91,61.88
2020-06-23,68,91.0,,0.91,61.88
2020-06-24,66,91.0,,0.91,60.06
2020-06-25,67,91.0,,0.91,60.97
2020-06-26,66,91.0,,0.91,60.06
2020-06-27,65,91.0,,0.91,59.15
2020-06-28,58,91.0,,0.91,52.78
2020-06-29,71,91.0,,0.91,64.61
2020-06-30,74,91.0,,0.91,67.34
2020-07-01,83,84.0,False,0.84,69.72
2020-07-02,81,84.0,,0.84,68.03999999999999
2020-07-03,98,84.0,,0.84,82.32
2020-07-04,72,84.0,,0.84,60.48
2020-07-05,73,84.0,,0.84,61.32
2020-07-06,89,84.0,,0.84,74.75999999999999
2020-07-07,76,84.0,,0.84,63.839999999999996
2020-07-08,73,84.0,,0.84,61.32
2020-07-09,76,84.0,,0.84,63.839999999999996
2020-07-10,79,84.0,,0.84,66.36
2020-07-11,100,84.0,,0.84,84.0
2020-07-12,84,84.0,,0.84,70.56
2020-07-13,83,84.0,,0.84,69.72
2020-07-14,81,84.0,,0.84,68.03999999999999
2020-07-15,84,84.0,,0.84,70.56
2020-07-16,81,84.0,,0.84,68.03999999999999
2020-07-17,82,84.0,,0.84,68.88
2020-07-18,76,84.0,,0.84,63.839999999999996
2020-07-19,81,84.0,,0.84,68.03999999999999
2020-07-20,85,84.0,,0.84,71.39999999999999
2020-07-21,89,84.0,,0.84,74.75999999999999
2020-07-22,88,84.0,,0.84,73.92
2020-07-23,80,84.0,,0.84,67.2
2020-07-24,86,84.0,,0.84,72.24
2020-07-25,79,84.0,,0.84,66.36
2020-07-26,69,84.0,,0.84,57.96
2020-07-27,91,84.0,,0.84,76.44
2020-07-28,89,84.0,,0.84,74.75999999999999
2020-07-29,89,84.0,,0.84,74.75999999999999
2020-07-30,93,84.0,,0.84,78.11999999999999
2020-07-31,89,84.0,,0.84,74.75999999999999
2020-08-01,91,80.0,False,0.8,72.8
2020-08-02,80,80.0,,0.8,64.0
2020-08-03,95,80.0,,0.8,76.0
2020-08-04,80,80.0,,0.8,64.0
2020-08-05,92,80.0,,0.8,73.60000000000001
2020-08-06,88,80.0,,0.8,70.4
2020-08-07,100,80.0,,0.8,80.0
2020-08-08,74,80.0,,0.8,59.2
2020-08-09,77,80.0,,0.8,61.6
2020-08-10,87,80.0,,0.8,69.60000000000001
2020-08-11,88,80.0,,0.8,70.4
2020-08-12,80,80.0,,0.8,64.0
2020-08-13,92,80.0,,0.8,73.60000000000001
2020-08-14,89,80.0,,0.8,71.2
2020-08-15,87,80.0,,0.8,69.60000000000001
2020-08-16,75,80.0,,0.8,60.0
2020-08-17,79,80.0,,0.8,63.2
2020-08-18,90,80.0,,0.8,72.0
2020-08-19,86,80.0,,0.8,68.8
2020-08-20,81,80.0,,0.8,64.8
2020-08-21,80,80.0,,0.8,64.0
2020-08-22,73,80.0,,0.8,58.400000000000006
2020-08-23,80,80.0,,0.8,64.0
2020-08-24,84,80.0,,0.8,67.2
2020-08-25,85,80.0,,0.8,68.0
2020-08-26,92,80.0,,0.8,73.60000000000001
2020-08-27,91,80.0,,0.8,72.8
2020-08-28,87,80.0,,0.8,69.60000000000001
2020-08-29,80,80.0,,0.8,64.0
2020-08-30,85,80.0,,0.8,68.0
2020-08-31,88,80.0,,0.8,70.4
2020-09-01,62,84.0,False,0.84,52.08
2020-09-02,62,84.0,,0.84,52.08
2020-09-03,60,84.0,,0.84,50.4
2020-09-04,57,84.0,,0.84,47.879999999999995
2020-09-05,56,84.0,,0.84,47.04
2020-09-06,50,84.0,,0.84,42.0
2020-09-07,57,84.0,,0.84,47.879999999999995
2020-09-08,60,84.0,,0.84,50.4
2020-09-09,60,84.0,,0.84,50.4
2020-09-10,67,84.0,,0.84,56.28
2020-09-11,63,84.0,,0.84,52.919999999999995
2020-09-12,56,84.0,,0.84,47.04
2020-09-13,57,84.0,,0.84,47.879999999999995
2020-09-14,68,84.0,,0.84,57.12
2020-09-15,72,84.0,,0.84,60.48
2020-09-16,68,84.0,,0.84,57.12
2020-09-17,69,84.0,,0.84,57.96
2020-09-18,66,84.0,,0.84,55.44
2020-09-19,59,84.0,,0.84,49.559999999999995
2020-09-20,54,84.0,,0.84,45.36
2020-09-21,63,84.0,,0.84,52.919999999999995
2020-09-22,63,84.0,,0.84,52.919999999999995
2020-09-23,64,84.0,,0.84,53.76
2020-09-24,64,84.0,,0.84,53.76
2020-09-25,70,84.0,,0.84,58.8
2020-09-26,62,84.0,,0.84,52.08
2020-09-27,65,84.0,,0.84,54.6
2020-09-28,76,84.0,,0.84,63.839999999999996
2020-09-29,100,84.0,,0.84,84.0
2020-09-30,75,84.0,,0.84,63.0
2020-10-01,92,86.0,False,0.86,79.12
2020-10-02,88,86.0,,0.86,75.67999999999999
2020-10-03,75,86.0,,0.86,64.5
2020-10-04,82,86.0,,0.86,70.52
2020-10-05,85,86.0,,0.86,73.1
2020-10-06,86,86.0,,0.86,73.96
2020-10-07,94,86.0,,0.86,80.84
2020-10-08,92,86.0,,0.86,79.12
2020-10-09,83,86.0,,0.86,71.38
2020-10-10,75,86.0,,0.86,64.5
2020-10-11,85,86.0,,0.86,73.1
2020-10-12,94,86.0,,0.86,80.84
2020-10-13,86,86.0,,0.86,73.96
2020-10-14,87,86.0,,0.86,74.82
2020-10-15,84,86.0,,0.86,72.24
2020-10-16,81,86.0,,0.86,69.66
2020-10-17,84,86.0,,0.86,72.24
2020-10-18,78,86.0,,0.86,67.08
2020-10-19,85,86.0,,0.86,73.1
2020-10-20,96,86.0,,0.86,82.56
2020-10-21,88,86.0,,0.86,75.67999999999999
2020-10-22,100,86.0,,0.86,86.0
2020-10-23,87,86.0,,0.86,74.82
2020-10-24,85,86.0,,0.86,73.1
2020-10-25,77,86.0,,0.86,66.22
2020-10-26,79,86.0,,0.86,67.94
2020-10-27,94,86.0,,0.86,80.84
2020-10-28,98,86.0,,0.86,84.28
2020-10-29,84,86.0,,0.86,72.24
2020-10-30,88,86.0,,0.86,75.67999999999999
2020-10-31,98,86.0,,0.86,84.28
2020-11-01,56,94.0,False,0.94,52.64
2020-11-02,42,94.0,,0.94,39.48
2020-11-03,54,94.0,,0.94,50.76
2020-11-04,35,94.0,,0.94,32.9
2020-11-05,37,94.0,,0.94,34.78
2020-11-06,33,94.0,,0.94,31.02
2020-11-07,36,94.0,,0.94,33.839999999999996
2020-11-08,40,94.0,,0.94,37.599999999999994
2020-11-09,45,94.0,,0.94,42.3
2020-11-10,49,94.0,,0.94,46.059999999999995
2020-11-11,56,94.0,,0.94,52.64
2020-11-12,100,94.0,,0.94,94.0
2020-11-13,49,94.0,,0.94,46.059999999999995
2020-11-14,39,94.0,,0.94,36.66
2020-11-15,38,94.0,,0.94,35.72
2020-11-16,42,94.0,,0.94,39.48
2020-11-17,47,94.0,,0.94,44.18
2020-11-18,50,94.0,,0.94,47.0
2020-11-19,66,94.0,,0.94,62.04
2020-11-20,43,94.0,,0.94,40.419999999999995
2020-11-21,39,94.0,,0.94,36.66
2020-11-22,41,94.0,,0.94,38.54
2020-11-23,49,94.0,,0.94,46.059999999999995
2020-11-24,51,94.0,,0.94,47.94
2020-11-25,61,94.0,,0.94,57.339999999999996
2020-11-26,44,94.0,,0.94,41.36
2020-11-27,43,94.0,,0.94,40.419999999999995
2020-11-28,37,94.0,,0.94,34.78
2020-11-29,41,94.0,,0.94,38.54
2020-11-30,46,94.0,,0.94,43.239999999999995
2020-12-01,93,84.0,False,0.84,78.11999999999999
2020-12-02,86,84.0,,0.84,72.24
2020-12-03,68,84.0,,0.84,57.12
2020-12-04,73,84.0,,0.84,61.32
2020-12-05,62,84.0,,0.84,52.08
2020-12-06,59,84.0,,0.84,49.559999999999995
2020-12-07,73,84.0,,0.84,61.32
2020-12-08,80,84.0,,0.84,67.2
2020-12-09,85,84.0,,0.84,71.39999999999999
2020-12-10,88,84.0,,0.84,73.92
2020-12-11,83,84.0,,0.84,69.72
2020-12-12,72,84.0,,0.84,60.48
2020-12-13,70,84.0,,0.84,58.8
2020-12-14,83,84.0,,0.84,69.72
2020-12-15,100,84.0,,0.84,84.0
2020-12-16,85,84.0,,0.84,71.39999999999999
2020-12-17,72,84.0,,0.84,60.48
2020-12-18,73,84.0,,0.84,61.32
2020-12-19,69,84.0,,0.84,57.96
2020-12-20,69,84.0,,0.84,57.96
2020-12-21,66,84.0,,0.84,55.44
2020-12-22,69,84.0,,0.84,57.96
2020-12-23,63,84.0,,0.84,52.919999999999995
2020-12-24,73,84.0,,0.84,61.32
2020-12-25,64,84.0,,0.84,53.76
2020-12-26,63,84.0,,0.84,52.919999999999995
2020-12-27,69,84.0,,0.84,57.96
2020-12-28,67,84.0,,0.84,56.28
2020-12-29,70,84.0,,0.84,58.8
2020-12-30,62,84.0,,0.84,52.08
2020-12-31,64,84.0,,0.84,53.76
2021-01-01,74,82.0,False,0.82,60.68
2021-01-02,79,82.0,,0.82,64.78
2021-01-03,70,82.0,,0.82,57.4
2021-01-04,83,82.0,,0.82,68.06
2021-01-05,82,82.0,,0.82,67.24
2021-01-06,82,82.0,,0.82,67.24
2021-01-07,77,82.0,,0.82,63.13999999999999
2021-01-08,80,82.0,,0.82,65.6
2021-01-09,71,82.0,,0.82,58.22
2021-01-10,67,82.0,,0.82,54.94
2021-01-11,74,82.0,,0.82,60.68
2021-01-12,80,82.0,,0.82,65.6
2021-01-13,78,82.0,,0.82,63.959999999999994
2021-01-14,81,82.0,,0.82,66.42
2021-01-15,83,82.0,,0.82,68.06
2021-01-16,75,82.0,,0.82,61.49999999999999
2021-01-17,72,82.0,,0.82,59.04
2021-01-18,79,82.0,,0.82,64.78
2021-01-19,98,82.0,,0.82,80.36
2021-01-20,100,82.0,,0.82,82.0
2021-01-21,94,82.0,,0.82,77.08
2021-01-22,99,82.0,,0.82,81.17999999999999
2021-01-23,84,82.0,,0.82,68.88
2021-01-24,87,82.0,,0.82,71.33999999999999
2021-01-25,81,82.0,,0.82,66.42
2021-01-26,85,82.0,,0.82,69.7
2021-01-27,77,82.0,,0.82,63.13999999999999
2021-01-28,79,82.0,,0.82,64.78
2021-01-29,77,82.0,,0.82,63.13999999999999
2021-01-30,75,82.0,,0.82,61.49999999999999
2021-01-31,87,82.0,,0.82,71.33999999999999
2021-02-01,75,89.0,False,0.89,66.75
2021-02-02,82,89.0,,0.89,72.98
2021-02-03,78,89.0,,0.89,69.42
2021-02-04,87,89.0,,0.89,77.43
2021-02-05,77,89.0,,0.89,68.53
2021-02-06,64,89.0,,0.89,56.96
2021-02-07,72,89.0,,0.89,64.08
2021-02-08,72,89.0,,0.89,64.08
2021-02-09,80,89.0,,0.89,71.2
2021-02-10,84,89.0,,0.89,74.76
2021-02-11,73,89.0,,0.89,64.97
2021-02-12,75,89.0,,0.89,66.75
2021-02-13,73,89.0,,0.89,64.97
2021-02-14,71,89.0,,0.89,63.19
2021-02-15,83,89.0,,0.89,73.87
2021-02-16,86,89.0,,0.89,76.54
2021-02-17,94,89.0,,0.89,83.66
2021-02-18,98,89.0,,0.89,87.22
2021-02-19,88,89.0,,0.89,78.32000000000001
2021-02-20,79,89.0,,0.89,70.31
2021-02-21,69,89.0,,0.89,61.410000000000004
2021-02-22,84,89.0,,0.89,74.76
2021-02-23,100,89.0,,0.89,89.0
2021-02-24,84,89.0,,0.89,74.76
2021-02-25,81,89.0,,0.89,72.09
2021-02-26,75,89.0,,0.89,66.75
2021-02-27,69,89.0,,0.89,61.410000000000004
2021-02-28,68,89.0,,0.89,60.52
2021-03-01,72,83.0,False,0.83,59.76
2021-03-02,75,83.0,,0.83,62.25
2021-03-03,75,83.0,,0.83,62.25
2021-03-04,83,83.0,,0.83,68.89
2021-03-05,73,83.0,,0.83,60.589999999999996
2021-03-06,69,83.0,,0.83,57.269999999999996
