date,AAPL_unscaled,AAPL_monthly,isPartial,scale,AAPL
2019-08-18,10,29.0,,0.29,2.9
2019-08-19,67,29.0,,0.29,19.43
2019-08-20,69,29.0,,0.29,20.009999999999998
2019-08-21,67,29.0,,0.29,19.43
2019-08-22,62,29.0,,0.29,17.98
2019-08-23,73,29.0,,0.29,21.169999999999998
2019-08-24,17,29.0,,0.29,4.93
2019-08-25,11,29.0,,0.29,3.19
2019-08-26,63,29.0,,0.29,18.27
2019-08-27,62,29.0,,0.29,17.98
2019-08-28,47,29.0,,0.29,13.629999999999999
2019-08-29,56,29.0,,0.29,16.24
2019-08-30,51,29.0,,0.29,14.79
2019-08-31,12,29.0,,0.29,3.4799999999999995
2019-09-01,6,24.0,False,0.24,1.44
2019-09-02,11,24.0,,0.24,2.6399999999999997
2019-09-03,41,24.0,,0.24,9.84
2019-09-04,50,24.0,,0.24,12.0
2019-09-05,54,24.0,,0.24,12.959999999999999
2019-09-06,52,24.0,,0.24,12.48
2019-09-07,10,24.0,,0.24,2.4
2019-09-08,7,24.0,,0.24,1.68
2019-09-09,58,24.0,,0.24,13.92
2019-09-10,100,24.0,,0.24,24.0
2019-09-11,91,24.0,,0.24,21.84
2019-09-12,86,24.0,,0.24,20.64
2019-09-13,69,24.0,,0.24,16.56
2019-09-14,15,24.0,,0.24,3.5999999999999996
2019-09-15,9,24.0,,0.24,2.16
2019-09-16,57,24.0,,0.24,13.68
2019-09-17,54,24.0,,0.24,12.959999999999999
2019-09-18,58,24.0,,0.24,13.92
2019-09-19,53,24.0,,0.24,12.719999999999999
2019-09-20,52,24.0,,0.24,12.48
2019-09-21,13,24.0,,0.24,3.12
2019-09-22,7,24.0,,0.24,1.68
2019-09-23,45,24.0,,0.24,10.799999999999999
2019-09-24,48,24.0,,0.24,11.52
2019-09-25,50,24.0,,0.24,12.0
2019-09-26,45,24.0,,0.24,10.799999999999999
2019-09-27,44,24.0,,0.24,10.559999999999999
2019-09-28,12,24.0,,0.24,2.88
2019-09-29,7,24.0,,0.24,1.68
2019-09-30,51,24.0,,0.24,12.24
2019-10-01,42,33.0,False,0.33,13.860000000000001
2019-10-02,41,33.0,,0.33,13.530000000000001
2019-10-03,36,33.0,,0.33,11.88
2019-10-04,42,33.0,,0.33,13.860000000000001
2019-10-05,10,33.0,,0.33,3.3000000000000003
2019-10-06,9,33.0,,0.33,2.97
2019-10-07,36,33.0,,0.33,11.88
2019-10-08,36,33.0,,0.33,11.88
2019-10-09,38,33.0,,0.33,12.540000000000001
2019-10-10,45,33.0,,0.33,14.850000000000001
2019-10-11,55,33.0,,0.33,18.150000000000002
2019-10-12,13,33.0,,0.33,4.29
2019-10-13,9,33.0,,0.33,2.97
2019-10-14,37,33.0,,0.33,12.21
2019-10-15,45,33.0,,0.33,14.850000000000001
2019-10-16,40,33.0,,0.33,13.200000000000001
2019-10-17,35,33.0,,0.33,11.55
2019-10-18,32,33.0,,0.33,10.56
2019-10-19,8,33.0,,0.33,2.64
2019-10-20,7,33.0,,0.33,2.31
2019-10-21,40,33.0,,0.33,13.200000000000001
2019-10-22,45,33.0,,0.33,14.850000000000001
2019-10-23,45,33.0,,0.33,14.850000000000001
2019-10-24,43,33.0,,0.33,14.190000000000001
2019-10-25,51,33.0,,0.33,16.830000000000002
2019-10-26,12,33.0,,0.33,3.96
2019-10-27,11,33.0,,0.33,3.6300000000000003
2019-10-28,55,33.0,,0.33,18.150000000000002
2019-10-29,54,33.0,,0.33,17.82
2019-10-30,100,33.0,,0.33,33.0
2019-10-31,85,33.0,,0.33,28.05
2019-11-01,100,27.0,False,0.27,27.0
2019-11-02,25,27.0,,0.27,6.75
2019-11-03,15,27.0,,0.27,4.050000000000001
2019-11-04,81,27.0,,0.27,21.87
2019-11-05,77,27.0,,0.27,20.790000000000003
2019-11-06,69,27.0,,0.27,18.630000000000003
2019-11-07,73,27.0,,0.27,19.71
2019-11-08,66,27.0,,0.27,17.82
2019-11-09,18,27.0,,0.27,4.86
2019-11-10,9,27.0,,0.27,2.43
2019-11-11,60,27.0,,0.27,16.200000000000003
2019-11-12,72,27.0,,0.27,19.44
2019-11-13,70,27.0,,0.27,18.900000000000002
2019-11-14,66,27.0,,0.27,17.82
2019-11-15,67,27.0,,0.27,18.09
2019-11-16,23,27.0,,0.27,6.210000000000001
2019-11-17,13,27.0,,0.27,3.5100000000000002
2019-11-18,68,27.0,,0.27,18.36
2019-11-19,68,27.0,,0.27,18.36
2019-11-20,69,27.0,,0.27,18.630000000000003
2019-11-21,68,27.0,,0.27,18.36
2019-11-22,51,27.0,,0.27,13.770000000000001
2019-11-23,15,27.0,,0.27,4.050000000000001
2019-11-24,10,27.0,,0.27,2.7
2019-11-25,57,27.0,,0.27,15.39
2019-11-26,62,27.0,,0.27,16.740000000000002
2019-11-27,61,27.0,,0.27,16.470000000000002
2019-11-28,19,27.0,,0.27,5.130000000000001
2019-11-29,38,27.0,,0.27,10.260000000000002
2019-11-30,11,27.0,,0.27,2.97
2019-12-01,10,27.0,False,0.27,2.7
2019-12-02,60,27.0,,0.27,16.200000000000003
2019-12-03,70,27.0,,0.27,18.900000000000002
2019-12-04,56,27.0,,0.27,15.120000000000001
2019-12-05,62,27.0,,0.27,16.740000000000002
2019-12-06,74,27.0,,0.27,19.98
2019-12-07,18,27.0,,0.27,4.86
2019-12-08,12,27.0,,0.27,3.24
2019-12-09,64,27.0,,0.27,17.28
2019-12-10,68,27.0,,0.27,18.36
2019-12-11,67,27.0,,0.27,18.09
2019-12-12,78,27.0,,0.27,21.060000000000002
2019-12-13,94,27.0,,0.27,25.380000000000003
2019-12-14,24,27.0,,0.27,6.48
2019-12-15,15,27.0,,0.27,4.050000000000001
2019-12-16,86,27.0,,0.27,23.220000000000002
2019-12-17,90,27.0,,0.27,24.3
2019-12-18,76,27.0,,0.27,20.520000000000003
2019-12-19,77,27.0,,0.27,20.790000000000003
2019-12-20,71,27.0,,0.27,19.17
2019-12-21,16,27.0,,0.27,4.32
2019-12-22,9,27.0,,0.27,2.43
2019-12-23,80,27.0,,0.27,21.6
2019-12-24,60,27.0,,0.27,16.200000000000003
2019-12-25,22,27.0,,0.27,5.94
2019-12-26,81,27.0,,0.27,21.87
2019-12-27,100,27.0,,0.27,27.0
2019-12-28,23,27.0,,0.27,6.210000000000001
2019-12-29,13,27.0,,0.27,3.5100000000000002
2019-12-30,81,27.0,,0.27,21.87
2019-12-31,85,27.0,,0.27,22.950000000000003
2020-01-01,9,43.0,False,0.43,3.87
2020-01-02,50,43.0,,0.43,21.5
2020-01-03,48,43.0,,0.43,20.64
2020-01-04,11,43.0,,0.43,4.7299999999999995
2020-01-05,7,43.0,,0.43,3.01
2020-01-06,38,43.0,,0.43,16.34
2020-01-07,38,43.0,,0.43,16.34
2020-01-08,46,43.0,,0.43,19.78
2020-01-09,52,43.0,,0.43,22.36
2020-01-10,46,43.0,,0.43,19.78
2020-01-11,13,43.0,,0.43,5.59
2020-01-12,7,43.0,,0.43,3.01
2020-01-13,41,43.0,,0.43,17.63
2020-01-14,46,43.0,,0.43,19.78
2020-01-15,44,43.0,,0.43,18.919999999999998
2020-01-16,43,43.0,,0.43,18.49
2020-01-17,43,43.0,,0.43,18.49
2020-01-18,12,43.0,,0.43,5.16
2020-01-19,5,43.0,,0.43,2.15
2020-01-20,14,43.0,,0.43,6.02
2020-01-21,33,43.0,,0.43,14.19
2020-01-22,40,43.0,,0.43,17.2
2020-01-23,38,43.0,,0.43,16.34
2020-01-24,41,43.0,,0.43,17.63
2020-01-25,10,43.0,,0.43,4.3
2020-01-26,8,43.0,,0.43,3.44
2020-01-27,44,43.0,,0.43,18.919999999999998
2020-01-28,100,43.0,,0.43,43.0
2020-01-29,100,43.0,,0.43,43.0
2020-01-30,53,43.0,,0.43,22.79
2020-01-31,52,43.0,,0.43,22.36
2020-02-01,15,44.0,False,0.44,6.6
2020-02-02,7,44.0,,0.44,3.08
2020-02-03,51,44.0,,0.44,22.44
2020-02-04,48,44.0,,0.44,21.12
2020-02-05,48,44.0,,0.44,21.12
2020-02-06,42,44.0,,0.44,18.48
2020-02-07,39,44.0,,0.44,17.16
2020-02-08,10,44.0,,0.44,4.4
2020-02-09,7,44.0,,0.44,3.08
2020-02-10,40,44.0,,0.44,17.6
2020-02-11,43,44.0,,0.44,18.92
2020-02-12,43,44.0,,0.44,18.92
2020-02-13,41,44.0,,0.44,18.04
2020-02-14,37,44.0,,0.44,16.28
2020-02-15,9,44.0,,0.44,3.96
2020-02-16,6,44.0,,0.44,2.64
2020-02-17,21,44.0,,0.44,9.24
2020-02-18,72,44.0,,0.44,31.68
2020-02-19,45,44.0,,0.44,19.8
2020-02-20,38,44.0,,0.44,16.72
2020-02-21,36,44.0,,0.44,15.84
2020-02-22,13,44.0,,0.44,5.72
2020-02-23,6,44.0,,0.44,2.64
2020-02-24,65,44.0,,0.44,28.6
2020-02-25,67,44.0,,0.44,29.48
2020-02-26,55,44.0,,0.44,24.2
2020-02-27,72,44.0,,0.44,31.68
2020-02-28,100,44.0,,0.44,44.0
2020-02-29,21,44.0,,0.44,9.24
2020-03-01,14,65.0,False,0.65,9.1
2020-03-02,92,65.0,,0.65,59.800000000000004
2020-03-03,91,65.0,,0.65,59.15
2020-03-04,73,65.0,,0.65,47.45
2020-03-05,62,65.0,,0.65,40.300000000000004
2020-03-06,64,65.0,,0.65,41.6
2020-03-07,16,65.0,,0.65,10.4
2020-03-08,12,65.0,,0.65,7.800000000000001
2020-03-09,99,65.0,,0.65,64.35000000000001
2020-03-10,82,65.0,,0.65,53.300000000000004
2020-03-11,76,65.0,,0.65,49.4
2020-03-12,100,65.0,,0.65,65.0
2020-03-13,99,65.0,,0.65,64.35000000000001
2020-03-14,29,65.0,,0.65,18.85
2020-03-15,19,65.0,,0.65,12.35
2020-03-16,97,65.0,,0.65,63.050000000000004
2020-03-17,89,65.0,,0.65,57.85
2020-03-18,87,65.0,,0.65,56.550000000000004
2020-03-19,75,65.0,,0.65,48.75
2020-03-20,65,65.0,,0.65,42.25
2020-03-21,23,65.0,,0.65,14.950000000000001
2020-03-22,13,65.0,,0.65,8.450000000000001
2020-03-23,80,65.0,,0.65,52.0
2020-03-24,80,65.0,,0.65,52.0
2020-03-25,83,65.0,,0.65,53.95
2020-03-26,66,65.0,,0.65,42.9
2020-03-27,56,65.0,,0.65,36.4
2020-03-28,14,65.0,,0.65,9.1
2020-03-29,11,65.0,,0.65,7.15
2020-03-30,53,65.0,,0.65,34.45
2020-03-31,46,65.0,,0.65,29.900000000000002
2020-04-01,51,40.0,False,0.4,20.400000000000002
2020-04-02,50,40.0,,0.4,20.0
2020-04-03,41,40.0,,0.4,16.400000000000002
2020-04-04,13,40.0,,0.4,5.2
2020-04-05,10,40.0,,0.4,4.0
2020-04-06,56,40.0,,0.4,22.400000000000002
2020-04-07,52,40.0,,0.4,20.8
2020-04-08,50,40.0,,0.4,20.0
2020-04-09,49,40.0,,0.4,19.6
2020-04-10,21,40.0,,0.4,8.4
2020-04-11,8,40.0,,0.4,3.2
2020-04-12,8,40.0,,0.4,3.2
2020-04-13,44,40.0,,0.4,17.6
2020-04-14,52,40.0,,0.4,20.8
2020-04-15,55,40.0,,0.4,22.0
2020-04-16,49,40.0,,0.4,19.6
2020-04-17,64,40.0,,0.4,25.6
2020-04-18,13,40.0,,0.4,5.2
2020-04-19,11,40.0,,0.4,4.4
2020-04-20,48,40.0,,0.4,19.200000000000003
2020-04-21,47,40.0,,0.4,18.8
2020-04-22,45,40.0,,0.4,18.0
2020-04-23,42,40.0,,0.4,16.8
2020-04-24,40,40.0,,0.4,16.0
2020-04-25,12,40.0,,0.4,4.800000000000001
2020-04-26,7,40.0,,0.4,2.8000000000000003
2020-04-27,45,40.0,,0.4,18.0
2020-04-28,44,40.0,,0.4,17.6
2020-04-29,52,40.0,,0.4,20.8
2020-04-30,100,40.0,,0.4,40.0
2020-05-01,100,31.0,False,0.31,31.0
2020-05-02,18,31.0,,0.31,5.58
2020-05-03,11,31.0,,0.31,3.41
2020-05-04,60,31.0,,0.31,18.6
2020-05-05,59,31.0,,0.31,18.29
2020-05-06,61,31.0,,0.31,18.91
2020-05-07,59,31.0,,0.31,18.29
2020-05-08,58,31.0,,0.31,17.98
2020-05-09,16,31.0,,0.31,4.96
2020-05-10,11,31.0,,0.31,3.41
2020-05-11,64,31.0,,0.31,19.84
2020-05-12,64,31.0,,0.31,19.84
2020-05-13,64,31.0,,0.31,19.84
2020-05-14,59,31.0,,0.31,18.29
2020-05-15,62,31.0,,0.31,19.22
2020-05-16,13,31.0,,0.31,4.03
2020-05-17,9,31.0,,0.31,2.79
2020-05-18,59,31.0,,0.31,18.29
2020-05-19,52,31.0,,0.31,16.12
2020-05-20,56,31.0,,0.31,17.36
2020-05-21,52,31.0,,0.31,16.12
2020-05-22,46,31.0,,0.31,14.26
2020-05-23,12,31.0,,0.31,3.7199999999999998
2020-05-24,10,31.0,,0.31,3.1
2020-05-25,11,31.0,,0.31,3.41
2020-05-26,62,31.0,,0.31,19.22
2020-05-27,53,31.0,,0.31,16.43
2020-05-28,48,31.0,,0.31,14.879999999999999
2020-05-29,45,31.0,,0.31,13.95
2020-05-30,8,31.0,,0.31,2.48
2020-05-31,9,31.0,,0.31,2.79
2020-06-01,53,39.0,False,0.39,20.67
2020-06-02,58,39.0,,0.39,22.62
2020-06-03,55,39.0,,0.39,21.45
2020-06-04,49,39.0,,0.39,19.11
2020-06-05,65,39.0,,0.39,25.35
2020-06-06,15,39.0,,0.39,5.8500000000000005
2020-06-07,14,39.0,,0.39,5.46
2020-06-08,64,39.0,,0.39,24.96
2020-06-09,76,39.0,,0.39,29.64
2020-06-10,91,39.0,,0.39,35.49
2020-06-11,97,39.0,,0.39,37.83
2020-06-12,76,39.0,,0.39,29.64
2020-06-13,17,39.0,,0.39,6.63
2020-06-14,13,39.0,,0.39,5.07
2020-06-15,70,39.0,,0.39,27.3
2020-06-16,68,39.0,,0.39,26.52
2020-06-17,75,39.0,,0.39,29.25
2020-06-18,64,39.0,,0.39,24.96
2020-06-19,73,39.0,,0.39,28.470000000000002
2020-06-20,17,39.0,,0.39,6.63
2020-06-21,11,39.0,,0.39,4.29
2020-06-22,90,39.0,,0.39,35.1
2020-06-23,100,39.0,,0.39,39.0
2020-06-24,84,39.0,,0.39,32.76
2020-06-25,80,39.0,,0.39,31.200000000000003
2020-06-26,71,39.0,,0.39,27.69
2020-06-27,23,39.0,,0.39,8.97
2020-06-28,11,39.0,,0.39,4.29
2020-06-29,72,39.0,,0.39,28.080000000000002
2020-06-30,71,39.0,,0.39,27.69
2020-07-01,24,47.0,False,0.47,11.28
2020-07-02,23,47.0,,0.47,10.809999999999999
2020-07-03,8,47.0,,0.47,3.76
2020-07-04,4,47.0,,0.47,1.88
2020-07-05,3,47.0,,0.47,1.41
2020-07-06,27,47.0,,0.47,12.69
2020-07-07,29,47.0,,0.47,13.629999999999999
2020-07-08,27,47.0,,0.47,12.69
2020-07-09,28,47.0,,0.47,13.16
2020-07-10,29,47.0,,0.47,13.629999999999999
2020-07-11,8,47.0,,0.47,3.76
2020-07-12,4,47.0,,0.47,1.88
2020-07-13,34,47.0,,0.47,15.979999999999999
2020-07-14,28,47.0,,0.47,13.16
2020-07-15,33,47.0,,0.47,15.51
2020-07-16,28,47.0,,0.47,13.16
2020-07-17,26,47.0,,0.47,12.219999999999999
2020-07-18,5,47.0,,0.47,2.3499999999999996
2020-07-19,4,47.0,,0.47,1.88
2020-07-20,27,47.0,,0.47,12.69
2020-07-21,29,47.0,,0.47,13.629999999999999
2020-07-22,25,47.0,,0.47,11.75
2020-07-23,35,47.0,,0.47,16.45
2020-07-24,33,47.0,,0.47,15.51
2020-07-25,6,47.0,,0.47,2.82
2020-07-26,4,47.0,,0.47,1.88
2020-07-27,27,47.0,,0.47,12.69
2020-07-28,28,47.0,,0.47,13.16
2020-07-29,27,47.0,,0.47,12.69
2020-07-30,68,47.0,,0.47,31.959999999999997
2020-07-31,100,47.0,,0.47,47.0
2020-08-01,20,82.0,False,0.82,16.4
2020-08-02,12,82.0,,0.82,9.84
2020-08-03,54,82.0,,0.82,44.279999999999994
2020-08-04,40,82.0,,0.82,32.8
2020-08-05,33,82.0,,0.82,27.06
2020-08-06,42,82.0,,0.82,34.44
2020-08-07,39,82.0,,0.82,31.979999999999997
2020-08-08,10,82.0,,0.82,8.2
2020-08-09,6,82.0,,0.82,4.92
2020-08-10,33,82.0,,0.82,27.06
2020-08-11,40,82.0,,0.82,32.8
2020-08-12,38,82.0,,0.82,31.159999999999997
2020-08-13,43,82.0,,0.82,35.26
2020-08-14,35,82.0,,0.82,28.7
2020-08-15,8,82.0,,0.82,6.56
2020-08-16,7,82.0,,0.82,5.739999999999999
2020-08-17,33,82.0,,0.82,27.06
2020-08-18,32,82.0,,0.82,26.24
2020-08-19,42,82.0,,0.82,34.44
2020-08-20,41,82.0,,0.82,33.62
2020-08-21,59,82.0,,0.82,48.379999999999995
2020-08-22,18,82.0,,0.82,14.76
2020-08-23,11,82.0,,0.82,9.02
2020-08-24,65,82.0,,0.82,53.3
2020-08-25,57,82.0,,0.82,46.739999999999995
2020-08-26,54,82.0,,0.82,44.279999999999994
2020-08-27,47,82.0,,0.82,38.54
2020-08-28,49,82.0,,0.82,40.18
2020-08-29,16,82.0,,0.82,13.12
2020-08-30,15,82.0,,0.82,12.299999999999999
2020-08-31,100,82.0,,0.82,82.0
2020-09-01,91,100.0,False,1.0,91.0
2020-09-02,84,100.0,,1.0,84.0
2020-09-03,88,100.0,,1.0,88.0
2020-09-04,100,100.0,,1.0,100.0
2020-09-05,19,100.0,,1.0,19.0
2020-09-06,9,100.0,,1.0,9.0
2020-09-07,15,100.0,,1.0,15.0
2020-09-08,83,100.0,,1.0,83.0
2020-09-09,75,100.0,,1.0,75.0
2020-09-10,62,100.0,,1.0,62.0
2020-09-11,56,100.0,,1.0,56.0
2020-09-12,13,100.0,,1.0,13.0
2020-09-13,8,100.0,,1.0,8.0
2020-09-14,60,100.0,,1.0,60.0
2020-09-15,70,100.0,,1.0,70.0
2020-09-16,58,100.0,,1.0,58.0
2020-09-17,54,100.0,,1.0,54.0
2020-09-18,55,100.0,,1.0,55.0
2020-09-19,13,100.0,,1.0,13.0
2020-09-20,9,100.0,,1.0,9.0
2020-09-21,58,100.0,,1.0,58.0
2020-09-22,56,100.0,,1.0,56.0
2020-09-23,53,100.0,,1.0,53.0
2020-09-24,46,100.0,,1.0,46.0
2020-09-25,47,100.0,,1.0,47.0
2020-09-26,12,100.0,,1.0,12.0
2020-09-27,7,100.0,,1.0,7.0
2020-09-28,46,100.0,,1.0,46.0
2020-09-29,41,100.0,,1.0,41.0
2020-09-30,41,100.0,,1.0,41.0
2020-10-01,51,72.0,False,0.72,36.72
2020-10-02,56,72.0,,0.72,40.32
2020-10-03,9,72.0,,0.72,6.4799999999999995
2020-10-04,8,72.0,,0.72,5.76
2020-10-05,43,72.0,,0.72,30.959999999999997
2020-10-06,49,72.0,,0.72,35.28
2020-10-07,45,72.0,,0.72,32.4
2020-10-08,40,72.0,,0.72,28.799999999999997
2020-10-09,48,72.0,,0.72,34.56
2020-10-10,12,72.0,,0.72,8.64
2020-10-11,8,72.0,,0.72,5.76
2020-10-12,69,72.0,,0.72,49.68
2020-10-13,100,72.0,,0.72,72.0
2020-10-14,69,72.0,,0.72,49.68
2020-10-15,50,72.0,,0.72,36.0
2020-10-16,48,72.0,,0.72,34.56
2020-10-17,11,72.0,,0.72,7.92
2020-10-18,8,72.0,,0.72,5.76
2020-10-19,48,72.0,,0.72,34.56
2020-10-20,45,72.0,,0.72,32.4
2020-10-21,44,72.0,,0.72,31.68
2020-10-22,43,72.0,,0.72,30.959999999999997
2020-10-23,41,72.0,,0.72,29.52
2020-10-24,9,72.0,,0.72,6.4799999999999995
2020-10-25,7,72.0,,0.72,5.04
2020-10-26,41,72.0,,0.72,29.52
2020-10-27,42,72.0,,0.72,30.24
2020-10-28,45,72.0,,0.72,32.4
2020-10-29,79,72.0,,0.72,56.879999999999995
2020-10-30,80,72.0,,0.72,57.599999999999994
2020-10-31,16,72.0,,0.72,11.52
2020-11-01,13,50.0,False,0.5,6.5
2020-11-02,78,50.0,,0.5,39.0
2020-11-03,80,50.0,,0.5,40.0
2020-11-04,54,50.0,,0.5,27.0
2020-11-05,66,50.0,,0.5,33.0
2020-11-06,67,50.0,,0.5,33.5
2020-11-07,14,50.0,,0.5,7.0
2020-11-08,11,50.0,,0.5,5.5
2020-11-09,100,50.0,,0.5,50.0
2020-11-10,92,50.0,,0.5,46.0
2020-11-11,77,50.0,,0.5,38.5
2020-11-12,67,50.0,,0.5,33.5
2020-11-13,64,50.0,,0.5,32.0
2020-11-14,16,50.0,,0.5,8.0
2020-11-15,11,50.0,,0.5,5.5
2020-11-16,66,50.0,,0.5,33.0
2020-11-17,63,50.0,,0.5,31.5
2020-11-18,70,50.0,,0.5,35.0
2020-11-19,61,50.0,,0.5,30.5
2020-11-20,57,50.0,,0.5,28.5
2020-11-21,12,50.0,,0.5,6.0
2020-11-22,10,50.0,,0.5,5.0
2020-11-23,62,50.0,,0.5,31.0
2020-11-24,80,50.0,,0.5,40.0
2020-11-25,65,50.0,,0.5,32.5
2020-11-26,17,50.0,,0.5,8.5
2020-11-27,45,50.0,,0.5,22.5
2020-11-28,12,50.0,,0.5,6.0
2020-11-29,10,50.0,,0.5,5.0
2020-11-30,63,50.0,,0.5,31.5
2020-12-01,69,54.0,False,0.54,37.260000000000005
2020-12-02,68,54.0,,0.54,36.72
2020-12-03,56,54.0,,0.54,30.240000000000002
2020-12-04,56,54.0,,0.54,30.240000000000002
2020-12-05,14,54.0,,0.54,7.5600000000000005
2020-12-06,9,54.0,,0.54,4.86
2020-12-07,55,54.0,,0.54,29.700000000000003
2020-12-08,58,54.0,,0.54,31.32
2020-12-09,60,54.0,,0.54,32.400000000000006
2020-12-10,56,54.0,,0.54,30.240000000000002
2020-12-11,46,54.0,,0.54,24.840000000000003
2020-12-12,13,54.0,,0.54,7.0200000000000005
2020-12-13,9,54.0,,0.54,4.86
2020-12-14,49,54.0,,0.54,26.46
2020-12-15,63,54.0,,0.54,34.02
2020-12-16,62,54.0,,0.54,33.480000000000004
2020-12-17,67,54.0,,0.54,36.18
2020-12-18,51,54.0,,0.54,27.540000000000003
2020-12-19,14,54.0,,0.54,7.5600000000000005
2020-12-20,9,54.0,,0.54,4.86
2020-12-21,60,54.0,,0.54,32.400000000000006
2020-12-22,100,54.0,,0.54,54.0
2020-12-23,71,54.0,,0.54,38.34
2020-12-24,53,54.0,,0.54,28.62
2020-12-25,15,54.0,,0.54,8.100000000000001
2020-12-26,10,54.0,,0.54,5.4
2020-12-27,11,54.0,,0.54,5.94
2020-12-28,72,54.0,,0.54,38.88
2020-12-29,72,54.0,,0.54,38.88
2020-12-30,62,54.0,,0.54,33.480000000000004
2020-12-31,55,54.0,,0.54,29.700000000000003
2021-01-01,11,60.0,False,0.6,6.6
2021-01-02,6,60.0,,0.6,3.5999999999999996
2021-01-03,6,60.0,,0.6,3.5999999999999996
2021-01-04,35,60.0,,0.6,21.0
2021-01-05,36,60.0,,0.6,21.599999999999998
2021-01-06,40,60.0,,0.6,24.0
2021-01-07,42,60.0,,0.6,25.2
2021-01-08,43,60.0,,0.6,25.8
2021-01-09,10,60.0,,0.6,6.0
2021-01-10,7,60.0,,0.6,4.2
2021-01-11,36,60.0,,0.6,21.599999999999998
2021-01-12,34,60.0,,0.6,20.4
2021-01-13,38,60.0,,0.6,22.8
2021-01-14,35,60.0,,0.6,21.0
2021-01-15,30,60.0,,0.6,18.0
2021-01-16,7,60.0,,0.6,4.2
2021-01-17,5,60.0,,0.6,3.0
2021-01-18,11,60.0,,0.6,6.6
2021-01-19,33,60.0,,0.6,19.8
2021-01-20,38,60.0,,0.6,22.8
2021-01-21,44,60.0,,0.6,26.4
2021-01-22,45,60.0,,0.6,27.0
2021-01-23,14,60.0,,0.6,8.4
2021-01-24,10,60.0,,0.6,6.0
2021-01-25,60,60.0,,0.6,36.0
2021-01-26,61,60.0,,0.6,36.6
2021-01-27,100,60.0,,0.6,60.0
2021-01-28,89,60.0,,0.6,53.4
2021-01-29,62,60.0,,0.6,37.199999999999996
2021-01-30,16,60.0,,0.6,9.6
2021-01-31,11,60.0,,0.6,6.6
2021-02-01,89,57.0,False,0.57,50.73
2021-02-02,78,57.0,,0.57,44.459999999999994
2021-02-03,89,57.0,,0.57,50.73
2021-02-04,100,57.0,,0.57,56.99999999999999
2021-02-05,77,57.0,,0.57,43.88999999999999
2021-02-06,22,57.0,,0.57,12.54
2021-02-07,13,57.0,,0.57,7.409999999999999
2021-02-08,70,57.0,,0.57,39.9
2021-02-09,68,57.0,,0.57,38.76
2021-02-10,65,57.0,,0.57,37.05
2021-02-11,60,57.0,,0.57,34.199999999999996
2021-02-12,54,57.0,,0.57,30.779999999999998
2021-02-13,15,57.0,,0.57,8.549999999999999
2021-02-14,10,57.0,,0.57,5.699999999999999
2021-02-15,25,57.0,,0.57,14.249999999999998
2021-02-16,62,57.0,,0.57,35.339999999999996
2021-02-17,68,57.0,,0.57,38.76
2021-02-18,68,57.0,,0.57,38.76
2021-02-19,63,57.0,,0.57,35.91
2021-02-20,17,57.0,,0.57,9.69
2021-02-21,12,57.0,,0.57,6.84
2021-02-22,72,57.0,,0.57,41.04
2021-02-23,84,57.0,,0.57,47.879999999999995
2021-02-24,81,57.0,,0.57,46.169999999999995
2021-02-25,87,57.0,,0.57,49.589999999999996
2021-02-26,79,57.0,,0.57,45.029999999999994
2021-02-27,23,57.0,,0.57,13.11
2021-02-28,15,57.0,,0.57,8.549999999999999
2021-03-01,80,56.0,False,0.56,44.800000000000004
2021-03-02,74,56.0,,0.56,41.440000000000005
2021-03-03,69,56.0,,0.56,38.64
2021-03-04,79,56.0,,0.56,44.24
2021-03-05,83,56.0,,0.56,46.480000000000004
2021-03-06,19,56.0,,0.56,10.64
2021-03-07,13,56.0,,0.56,7.280000000000001
2021-03-08,93,56.0,,0.56,52.080000000000005
2021-03-09,100,56.0,,0.56,56.00000000000001
2021-03-10,76,56.0,,0.56,42.56
2021-03-11,72,56.0,,0.56,40.32000000000001
2021-03-12,70,56.0,,0.56,39.2
2021-03-13,17,56.0,,0.56,9.520000000000001
2021-03-14,7,56.0,,0.56,3.9200000000000004
2021-03-15,76,56.0,,0.56,42.56
2021-03-16,71,56.0,,0.56,39.760000000000005
2021-03-17,64,56.0,,0.56,35.84
2021-03-18,66,56.0,,0.56,36.96
2021-03-19,70,56.0,,0.56,39.2
2021-03-20,14,56.0,,0.56,7.840000000000001
2021-03-21,10,56.0,,0.56,5.6000000000000005
2021-03-22,64,56.0,,0.56,35.84
2021-03-23,64,56.0,,0.56,35.84
2021-03-24,53,56.0,,0.56,29.680000000000003
2021-03-25,58,56.0,,0.56,32.480000000000004
2021-03-26,59,56.0,,0.56,33.040000000000006
2021-03-27,14,56.0,,0.56,7.840000000000001
2021-03-28,8,56.0,,0.56,4.48
2021-03-29,56,56.0,,0.56,31.360000000000003
2021-03-30,60,56.0,,0.56,33.6
2021-03-31,62,56.0,,0.56,34.720000000000006
2021-04-01,45,52.0,False,0.52,23.400000000000002
2021-04-02,26,52.0,,0.52,13.52
2021-04-03,6,52.0,,0.52,3.12
2021-04-04,6,52.0,,0.52,3.12
2021-04-05,50,52.0,,0.52,26.0
2021-04-06,53,52.0,,0.52,27.560000000000002
2021-04-07,46,52.0,,0.52,23.92
2021-04-08,55,52.0,,0.52,28.6
2021-04-09,57,52.0,,0.52,29.64
2021-04-10,14,52.0,,0.52,7.28
2021-04-11,8,52.0,,0.52,4.16
