date,DOW_unscaled,DOW_monthly,isPartial,scale,DOW
2019-07-31,97,17.0,,0.17,16.490000000000002
2019-08-01,36,27.0,False,0.27,9.72
2019-08-02,36,27.0,,0.27,9.72
2019-08-03,7,27.0,,0.27,1.8900000000000001
2019-08-04,4,27.0,,0.27,1.08
2019-08-05,74,27.0,,0.27,19.98
2019-08-06,75,27.0,,0.27,20.25
2019-08-07,65,27.0,,0.27,17.55
2019-08-08,48,27.0,,0.27,12.96
2019-08-09,42,27.0,,0.27,11.34
2019-08-10,8,27.0,,0.27,2.16
2019-08-11,5,27.0,,0.27,1.35
2019-08-12,39,27.0,,0.27,10.530000000000001
2019-08-13,46,27.0,,0.27,12.420000000000002
2019-08-14,88,27.0,,0.27,23.76
2019-08-15,100,27.0,,0.27,27.0
2019-08-16,66,27.0,,0.27,17.82
2019-08-17,12,27.0,,0.27,3.24
2019-08-18,7,27.0,,0.27,1.8900000000000001
2019-08-19,48,27.0,,0.27,12.96
2019-08-20,52,27.0,,0.27,14.040000000000001
2019-08-21,43,27.0,,0.27,11.610000000000001
2019-08-22,42,27.0,,0.27,11.34
2019-08-23,72,27.0,,0.27,19.44
2019-08-24,14,27.0,,0.27,3.7800000000000002
2019-08-25,8,27.0,,0.27,2.16
2019-08-26,65,27.0,,0.27,17.55
2019-08-27,58,27.0,,0.27,15.66
2019-08-28,50,27.0,,0.27,13.5
2019-08-29,45,27.0,,0.27,12.15
2019-08-30,42,27.0,,0.27,11.34
2019-08-31,9,27.0,,0.27,2.43
2019-09-01,12,18.0,False,0.18,2.16
2019-09-02,21,18.0,,0.18,3.78
2019-09-03,97,18.0,,0.18,17.46
2019-09-04,93,18.0,,0.18,16.74
2019-09-05,100,18.0,,0.18,18.0
2019-09-06,90,18.0,,0.18,16.2
2019-09-07,19,18.0,,0.18,3.42
2019-09-08,11,18.0,,0.18,1.98
2019-09-09,80,18.0,,0.18,14.399999999999999
2019-09-10,82,18.0,,0.18,14.76
2019-09-11,84,18.0,,0.18,15.12
2019-09-12,87,18.0,,0.18,15.66
2019-09-13,81,18.0,,0.18,14.58
2019-09-14,18,18.0,,0.18,3.2399999999999998
2019-09-15,12,18.0,,0.18,2.16
2019-09-16,78,18.0,,0.18,14.04
2019-09-17,80,18.0,,0.18,14.399999999999999
2019-09-18,83,18.0,,0.18,14.94
2019-09-19,74,18.0,,0.18,13.32
2019-09-20,74,18.0,,0.18,13.32
2019-09-21,16,18.0,,0.18,2.88
2019-09-22,10,18.0,,0.18,1.7999999999999998
2019-09-23,70,18.0,,0.18,12.6
2019-09-24,75,18.0,,0.18,13.5
2019-09-25,78,18.0,,0.18,14.04
2019-09-26,75,18.0,,0.18,13.5
2019-09-27,73,18.0,,0.18,13.139999999999999
2019-09-28,18,18.0,,0.18,3.2399999999999998
2019-09-29,12,18.0,,0.18,2.16
2019-09-30,70,18.0,,0.18,12.6
2019-10-01,66,17.0,False,0.17,11.22
2019-10-02,99,17.0,,0.17,16.830000000000002
2019-10-03,100,17.0,,0.17,17.0
2019-10-04,76,17.0,,0.17,12.920000000000002
2019-10-05,15,17.0,,0.17,2.5500000000000003
2019-10-06,9,17.0,,0.17,1.53
2019-10-07,64,17.0,,0.17,10.88
2019-10-08,72,17.0,,0.17,12.24
2019-10-09,70,17.0,,0.17,11.9
2019-10-10,72,17.0,,0.17,12.24
2019-10-11,76,17.0,,0.17,12.920000000000002
2019-10-12,17,17.0,,0.17,2.89
2019-10-13,10,17.0,,0.17,1.7000000000000002
2019-10-14,61,17.0,,0.17,10.370000000000001
2019-10-15,68,17.0,,0.17,11.56
2019-10-16,69,17.0,,0.17,11.73
2019-10-17,65,17.0,,0.17,11.05
2019-10-18,62,17.0,,0.17,10.540000000000001
2019-10-19,14,17.0,,0.17,2.3800000000000003
2019-10-20,9,17.0,,0.17,1.53
2019-10-21,59,17.0,,0.17,10.030000000000001
2019-10-22,59,17.0,,0.17,10.030000000000001
2019-10-23,60,17.0,,0.17,10.200000000000001
2019-10-24,59,17.0,,0.17,10.030000000000001
2019-10-25,61,17.0,,0.17,10.370000000000001
2019-10-26,12,17.0,,0.17,2.04
2019-10-27,9,17.0,,0.17,1.53
2019-10-28,59,17.0,,0.17,10.030000000000001
2019-10-29,62,17.0,,0.17,10.540000000000001
2019-10-30,63,17.0,,0.17,10.71
2019-10-31,62,17.0,,0.17,10.540000000000001
2019-11-01,100,15.0,False,0.15,15.0
2019-11-02,22,15.0,,0.15,3.3
2019-11-03,15,15.0,,0.15,2.25
2019-11-04,93,15.0,,0.15,13.95
2019-11-05,99,15.0,,0.15,14.85
2019-11-06,94,15.0,,0.15,14.1
2019-11-07,98,15.0,,0.15,14.7
2019-11-08,92,15.0,,0.15,13.799999999999999
2019-11-09,23,15.0,,0.15,3.4499999999999997
2019-11-10,11,15.0,,0.15,1.65
2019-11-11,73,15.0,,0.15,10.95
2019-11-12,89,15.0,,0.15,13.35
2019-11-13,91,15.0,,0.15,13.65
2019-11-14,85,15.0,,0.15,12.75
2019-11-15,90,15.0,,0.15,13.5
2019-11-16,27,15.0,,0.15,4.05
2019-11-17,13,15.0,,0.15,1.95
2019-11-18,84,15.0,,0.15,12.6
2019-11-19,90,15.0,,0.15,13.5
2019-11-20,87,15.0,,0.15,13.049999999999999
2019-11-21,86,15.0,,0.15,12.9
2019-11-22,85,15.0,,0.15,12.75
2019-11-23,19,15.0,,0.15,2.85
2019-11-24,12,15.0,,0.15,1.7999999999999998
2019-11-25,79,15.0,,0.15,11.85
2019-11-26,90,15.0,,0.15,13.5
2019-11-27,89,15.0,,0.15,13.35
2019-11-28,24,15.0,,0.15,3.5999999999999996
2019-11-29,59,15.0,,0.15,8.85
2019-11-30,18,15.0,,0.15,2.6999999999999997
2019-12-01,10,16.0,False,0.16,1.6
2019-12-02,75,16.0,,0.16,12.0
2019-12-03,95,16.0,,0.16,15.200000000000001
2019-12-04,91,16.0,,0.16,14.56
2019-12-05,85,16.0,,0.16,13.6
2019-12-06,91,16.0,,0.16,14.56
2019-12-07,21,16.0,,0.16,3.36
2019-12-08,10,16.0,,0.16,1.6
2019-12-09,76,16.0,,0.16,12.16
2019-12-10,85,16.0,,0.16,13.6
2019-12-11,79,16.0,,0.16,12.64
2019-12-12,90,16.0,,0.16,14.4
2019-12-13,100,16.0,,0.16,16.0
2019-12-14,22,16.0,,0.16,3.52
2019-12-15,12,16.0,,0.16,1.92
2019-12-16,86,16.0,,0.16,13.76
2019-12-17,89,16.0,,0.16,14.24
2019-12-18,89,16.0,,0.16,14.24
2019-12-19,95,16.0,,0.16,15.200000000000001
2019-12-20,91,16.0,,0.16,14.56
2019-12-21,22,16.0,,0.16,3.52
2019-12-22,12,16.0,,0.16,1.92
2019-12-23,84,16.0,,0.16,13.44
2019-12-24,74,16.0,,0.16,11.84
2019-12-25,21,16.0,,0.16,3.36
2019-12-26,86,16.0,,0.16,13.76
2019-12-27,90,16.0,,0.16,14.4
2019-12-28,21,16.0,,0.16,3.36
2019-12-29,12,16.0,,0.16,1.92
2019-12-30,83,16.0,,0.16,13.280000000000001
2019-12-31,90,16.0,,0.16,14.4
2020-01-01,21,19.0,False,0.19,3.99
2020-01-02,69,19.0,,0.19,13.11
2020-01-03,89,19.0,,0.19,16.91
2020-01-04,19,19.0,,0.19,3.61
2020-01-05,12,19.0,,0.19,2.2800000000000002
2020-01-06,73,19.0,,0.19,13.870000000000001
2020-01-07,70,19.0,,0.19,13.3
2020-01-08,89,19.0,,0.19,16.91
2020-01-09,75,19.0,,0.19,14.25
2020-01-10,78,19.0,,0.19,14.82
2020-01-11,18,19.0,,0.19,3.42
2020-01-12,9,19.0,,0.19,1.71
2020-01-13,65,19.0,,0.19,12.35
2020-01-14,71,19.0,,0.19,13.49
2020-01-15,82,19.0,,0.19,15.58
2020-01-16,79,19.0,,0.19,15.01
2020-01-17,73,19.0,,0.19,13.870000000000001
2020-01-18,19,19.0,,0.19,3.61
2020-01-19,10,19.0,,0.19,1.9
2020-01-20,37,19.0,,0.19,7.03
2020-01-21,68,19.0,,0.19,12.92
2020-01-22,68,19.0,,0.19,12.92
2020-01-23,69,19.0,,0.19,13.11
2020-01-24,68,19.0,,0.19,12.92
2020-01-25,16,19.0,,0.19,3.04
2020-01-26,10,19.0,,0.19,1.9
2020-01-27,86,19.0,,0.19,16.34
2020-01-28,93,19.0,,0.19,17.67
2020-01-29,81,19.0,,0.19,15.39
2020-01-30,81,19.0,,0.19,15.39
2020-01-31,100,19.0,,0.19,19.0
2020-02-01,5,30.0,False,0.3,1.5
2020-02-02,3,30.0,,0.3,0.8999999999999999
2020-02-03,18,30.0,,0.3,5.3999999999999995
2020-02-04,19,30.0,,0.3,5.7
2020-02-05,21,30.0,,0.3,6.3
2020-02-06,21,30.0,,0.3,6.3
2020-02-07,18,30.0,,0.3,5.3999999999999995
2020-02-08,4,30.0,,0.3,1.2
2020-02-09,2,30.0,,0.3,0.6
2020-02-10,15,30.0,,0.3,4.5
2020-02-11,16,30.0,,0.3,4.8
2020-02-12,17,30.0,,0.3,5.1
2020-02-13,17,30.0,,0.3,5.1
2020-02-14,16,30.0,,0.3,4.8
2020-02-15,3,30.0,,0.3,0.8999999999999999
2020-02-16,2,30.0,,0.3,0.6
2020-02-17,8,30.0,,0.3,2.4
2020-02-18,15,30.0,,0.3,4.5
2020-02-19,15,30.0,,0.3,4.5
2020-02-20,15,30.0,,0.3,4.5
2020-02-21,16,30.0,,0.3,4.8
2020-02-22,4,30.0,,0.3,1.2
2020-02-23,2,30.0,,0.3,0.6
2020-02-24,44,30.0,,0.3,13.2
2020-02-25,53,30.0,,0.3,15.899999999999999
2020-02-26,55,30.0,,0.3,16.5
2020-02-27,69,30.0,,0.3,20.7
2020-02-28,100,30.0,,0.3,30.0
2020-02-29,15,30.0,,0.3,4.5
2020-03-01,7,100.0,False,1.0,7.0
2020-03-02,49,100.0,,1.0,49.0
2020-03-03,48,100.0,,1.0,48.0
2020-03-04,39,100.0,,1.0,39.0
2020-03-05,40,100.0,,1.0,40.0
2020-03-06,42,100.0,,1.0,42.0
2020-03-07,7,100.0,,1.0,7.0
2020-03-08,6,100.0,,1.0,6.0
2020-03-09,81,100.0,,1.0,81.0
2020-03-10,72,100.0,,1.0,72.0
2020-03-11,67,100.0,,1.0,67.0
2020-03-12,100,100.0,,1.0,100.0
2020-03-13,96,100.0,,1.0,96.0
2020-03-14,15,100.0,,1.0,15.0
2020-03-15,16,100.0,,1.0,16.0
2020-03-16,97,100.0,,1.0,97.0
2020-03-17,86,100.0,,1.0,86.0
2020-03-18,86,100.0,,1.0,86.0
2020-03-19,78,100.0,,1.0,78.0
2020-03-20,68,100.0,,1.0,68.0
2020-03-21,13,100.0,,1.0,13.0
2020-03-22,12,100.0,,1.0,12.0
2020-03-23,70,100.0,,1.0,70.0
2020-03-24,71,100.0,,1.0,71.0
2020-03-25,73,100.0,,1.0,73.0
2020-03-26,68,100.0,,1.0,68.0
2020-03-27,61,100.0,,1.0,61.0
2020-03-28,9,100.0,,1.0,9.0
2020-03-29,9,100.0,,1.0,9.0
2020-03-30,49,100.0,,1.0,49.0
2020-03-31,44,100.0,,1.0,44.0
2020-04-01,100,54.0,False,0.54,54.0
2020-04-02,100,54.0,,0.54,54.0
2020-04-03,90,54.0,,0.54,48.6
2020-04-04,16,54.0,,0.54,8.64
2020-04-05,13,54.0,,0.54,7.0200000000000005
2020-04-06,91,54.0,,0.54,49.14
2020-04-07,98,54.0,,0.54,52.92
2020-04-08,94,54.0,,0.54,50.760000000000005
2020-04-09,98,54.0,,0.54,52.92
2020-04-10,58,54.0,,0.54,31.32
2020-04-11,13,54.0,,0.54,7.0200000000000005
2020-04-12,12,54.0,,0.54,6.48
2020-04-13,82,54.0,,0.54,44.28
2020-04-14,82,54.0,,0.54,44.28
2020-04-15,75,54.0,,0.54,40.5
2020-04-16,79,54.0,,0.54,42.660000000000004
2020-04-17,75,54.0,,0.54,40.5
2020-04-18,13,54.0,,0.54,7.0200000000000005
2020-04-19,13,54.0,,0.54,7.0200000000000005
2020-04-20,77,54.0,,0.54,41.580000000000005
2020-04-21,79,54.0,,0.54,42.660000000000004
2020-04-22,69,54.0,,0.54,37.260000000000005
2020-04-23,68,54.0,,0.54,36.72
2020-04-24,59,54.0,,0.54,31.860000000000003
2020-04-25,11,54.0,,0.54,5.94
2020-04-26,9,54.0,,0.54,4.86
2020-04-27,60,54.0,,0.54,32.400000000000006
2020-04-28,62,54.0,,0.54,33.480000000000004
2020-04-29,64,54.0,,0.54,34.56
2020-04-30,64,54.0,,0.54,34.56
2020-05-01,91,36.0,False,0.36,32.76
2020-05-02,16,36.0,,0.36,5.76
2020-05-03,15,36.0,,0.36,5.3999999999999995
2020-05-04,91,36.0,,0.36,32.76
2020-05-05,87,36.0,,0.36,31.32
2020-05-06,87,36.0,,0.36,31.32
2020-05-07,83,36.0,,0.36,29.88
2020-05-08,83,36.0,,0.36,29.88
2020-05-09,15,36.0,,0.36,5.3999999999999995
2020-05-10,13,36.0,,0.36,4.68
2020-05-11,86,36.0,,0.36,30.959999999999997
2020-05-12,84,36.0,,0.36,30.24
2020-05-13,91,36.0,,0.36,32.76
2020-05-14,96,36.0,,0.36,34.56
2020-05-15,87,36.0,,0.36,31.32
2020-05-16,15,36.0,,0.36,5.3999999999999995
2020-05-17,11,36.0,,0.36,3.96
2020-05-18,98,36.0,,0.36,35.28
2020-05-19,100,36.0,,0.36,36.0
2020-05-20,89,36.0,,0.36,32.04
2020-05-21,88,36.0,,0.36,31.68
2020-05-22,78,36.0,,0.36,28.08
2020-05-23,14,36.0,,0.36,5.04
2020-05-24,8,36.0,,0.36,2.88
2020-05-25,17,36.0,,0.36,6.12
2020-05-26,87,36.0,,0.36,31.32
2020-05-27,90,36.0,,0.36,32.4
2020-05-28,88,36.0,,0.36,31.68
2020-05-29,82,36.0,,0.36,29.52
2020-05-30,13,36.0,,0.36,4.68
2020-05-31,12,36.0,,0.36,4.32
2020-06-01,61,44.0,False,0.44,26.84
2020-06-02,59,44.0,,0.44,25.96
2020-06-03,60,44.0,,0.44,26.4
2020-06-04,62,44.0,,0.44,27.28
2020-06-05,80,44.0,,0.44,35.2
2020-06-06,13,44.0,,0.44,5.72
2020-06-07,10,44.0,,0.44,4.4
2020-06-08,67,44.0,,0.44,29.48
2020-06-09,74,44.0,,0.44,32.56
2020-06-10,70,44.0,,0.44,30.8
2020-06-11,100,44.0,,0.44,44.0
2020-06-12,97,44.0,,0.44,42.68
2020-06-13,15,44.0,,0.44,6.6
2020-06-14,11,44.0,,0.44,4.84
2020-06-15,81,44.0,,0.44,35.64
2020-06-16,84,44.0,,0.44,36.96
2020-06-17,75,44.0,,0.44,33.0
2020-06-18,70,44.0,,0.44,30.8
2020-06-19,67,44.0,,0.44,29.48
2020-06-20,12,44.0,,0.44,5.28
2020-06-21,10,44.0,,0.44,4.4
2020-06-22,64,44.0,,0.44,28.16
2020-06-23,67,44.0,,0.44,29.48
2020-06-24,70,44.0,,0.44,30.8
2020-06-25,73,44.0,,0.44,32.12
2020-06-26,72,44.0,,0.44,31.68
2020-06-27,13,44.0,,0.44,5.72
2020-06-28,11,44.0,,0.44,4.84
2020-06-29,64,44.0,,0.44,28.16
2020-06-30,65,44.0,,0.44,28.6
2020-07-01,100,34.0,False,0.34,34.0
2020-07-02,96,34.0,,0.34,32.64
2020-07-03,39,34.0,,0.34,13.260000000000002
2020-07-04,11,34.0,,0.34,3.74
2020-07-05,12,34.0,,0.34,4.08
2020-07-06,85,34.0,,0.34,28.900000000000002
2020-07-07,86,34.0,,0.34,29.240000000000002
2020-07-08,88,34.0,,0.34,29.92
2020-07-09,86,34.0,,0.34,29.240000000000002
2020-07-10,84,34.0,,0.34,28.560000000000002
2020-07-11,14,34.0,,0.34,4.760000000000001
2020-07-12,10,34.0,,0.34,3.4000000000000004
2020-07-13,87,34.0,,0.34,29.580000000000002
2020-07-14,91,34.0,,0.34,30.94
2020-07-15,87,34.0,,0.34,29.580000000000002
2020-07-16,86,34.0,,0.34,29.240000000000002
2020-07-17,83,34.0,,0.34,28.220000000000002
2020-07-18,15,34.0,,0.34,5.1000000000000005
2020-07-19,12,34.0,,0.34,4.08
2020-07-20,82,34.0,,0.34,27.880000000000003
2020-07-21,83,34.0,,0.34,28.220000000000002
2020-07-22,80,34.0,,0.34,27.200000000000003
2020-07-23,81,34.0,,0.34,27.540000000000003
2020-07-24,78,34.0,,0.34,26.520000000000003
2020-07-25,13,34.0,,0.34,4.42
2020-07-26,10,34.0,,0.34,3.4000000000000004
2020-07-27,77,34.0,,0.34,26.180000000000003
2020-07-28,73,34.0,,0.34,24.82
2020-07-29,73,34.0,,0.34,24.82
2020-07-30,89,34.0,,0.34,30.26
2020-07-31,78,34.0,,0.34,26.520000000000003
2020-08-01,16,27.0,False,0.27,4.32
2020-08-02,11,27.0,,0.27,2.97
2020-08-03,82,27.0,,0.27,22.14
2020-08-04,83,27.0,,0.27,22.41
2020-08-05,84,27.0,,0.27,22.68
2020-08-06,90,27.0,,0.27,24.3
2020-08-07,92,27.0,,0.27,24.840000000000003
2020-08-08,16,27.0,,0.27,4.32
2020-08-09,11,27.0,,0.27,2.97
2020-08-10,87,27.0,,0.27,23.490000000000002
2020-08-11,100,27.0,,0.27,27.0
2020-08-12,96,27.0,,0.27,25.92
2020-08-13,90,27.0,,0.27,24.3
2020-08-14,85,27.0,,0.27,22.950000000000003
2020-08-15,15,27.0,,0.27,4.050000000000001
2020-08-16,10,27.0,,0.27,2.7
2020-08-17,78,27.0,,0.27,21.060000000000002
2020-08-18,81,27.0,,0.27,21.87
2020-08-19,79,27.0,,0.27,21.330000000000002
2020-08-20,74,27.0,,0.27,19.98
2020-08-21,71,27.0,,0.27,19.17
2020-08-22,13,27.0,,0.27,3.5100000000000002
2020-08-23,9,27.0,,0.27,2.43
2020-08-24,74,27.0,,0.27,19.98
2020-08-25,84,27.0,,0.27,22.68
2020-08-26,76,27.0,,0.27,20.520000000000003
2020-08-27,77,27.0,,0.27,20.790000000000003
2020-08-28,76,27.0,,0.27,20.520000000000003
2020-08-29,13,27.0,,0.27,3.5100000000000002
2020-08-30,10,27.0,,0.27,2.7
2020-08-31,71,27.0,,0.27,19.17
2020-09-01,62,28.0,False,0.28,17.360000000000003
2020-09-02,68,28.0,,0.28,19.040000000000003
2020-09-03,96,28.0,,0.28,26.880000000000003
2020-09-04,100,28.0,,0.28,28.000000000000004
2020-09-05,14,28.0,,0.28,3.9200000000000004
2020-09-06,7,28.0,,0.28,1.9600000000000002
2020-09-07,15,28.0,,0.28,4.2
2020-09-08,83,28.0,,0.28,23.240000000000002
2020-09-09,83,28.0,,0.28,23.240000000000002
2020-09-10,73,28.0,,0.28,20.44
2020-09-11,69,28.0,,0.28,19.32
2020-09-12,12,28.0,,0.28,3.3600000000000003
2020-09-13,8,28.0,,0.28,2.24
2020-09-14,63,28.0,,0.28,17.64
2020-09-15,65,28.0,,0.28,18.200000000000003
2020-09-16,64,28.0,,0.28,17.92
2020-09-17,64,28.0,,0.28,17.92
2020-09-18,59,28.0,,0.28,16.520000000000003
2020-09-19,10,28.0,,0.28,2.8000000000000003
2020-09-20,8,28.0,,0.28,2.24
2020-09-21,81,28.0,,0.28,22.680000000000003
2020-09-22,77,28.0,,0.28,21.560000000000002
2020-09-23,73,28.0,,0.28,20.44
2020-09-24,73,28.0,,0.28,20.44
2020-09-25,65,28.0,,0.28,18.200000000000003
2020-09-26,12,28.0,,0.28,3.3600000000000003
2020-09-27,7,28.0,,0.28,1.9600000000000002
2020-09-28,63,28.0,,0.28,17.64
2020-09-29,67,28.0,,0.28,18.76
2020-09-30,73,28.0,,0.28,20.44
2020-10-01,63,31.0,False,0.31,19.53
2020-10-02,99,31.0,,0.31,30.69
2020-10-03,13,31.0,,0.31,4.03
2020-10-04,9,31.0,,0.31,2.79
2020-10-05,66,31.0,,0.31,20.46
2020-10-06,82,31.0,,0.31,25.419999999999998
2020-10-07,83,31.0,,0.31,25.73
2020-10-08,68,31.0,,0.31,21.08
2020-10-09,70,31.0,,0.31,21.7
2020-10-10,12,31.0,,0.31,3.7199999999999998
2020-10-11,8,31.0,,0.31,2.48
2020-10-12,67,31.0,,0.31,20.77
2020-10-13,69,31.0,,0.31,21.39
2020-10-14,66,31.0,,0.31,20.46
2020-10-15,70,31.0,,0.31,21.7
2020-10-16,61,31.0,,0.31,18.91
2020-10-17,11,31.0,,0.31,3.41
2020-10-18,8,31.0,,0.31,2.48
2020-10-19,66,31.0,,0.31,20.46
2020-10-20,71,31.0,,0.31,22.01
2020-10-21,67,31.0,,0.31,20.77
2020-10-22,64,31.0,,0.31,19.84
2020-10-23,59,31.0,,0.31,18.29
2020-10-24,10,31.0,,0.31,3.1
2020-10-25,7,31.0,,0.31,2.17
2020-10-26,81,31.0,,0.31,25.11
2020-10-27,84,31.0,,0.31,26.04
2020-10-28,100,31.0,,0.31,31.0
2020-10-29,100,31.0,,0.31,31.0
2020-10-30,93,31.0,,0.31,28.83
2020-10-31,15,31.0,,0.31,4.65
2020-11-01,8,30.0,False,0.3,2.4
2020-11-02,62,30.0,,0.3,18.599999999999998
2020-11-03,66,30.0,,0.3,19.8
2020-11-04,54,30.0,,0.3,16.2
2020-11-05,49,30.0,,0.3,14.7
2020-11-06,52,30.0,,0.3,15.6
2020-11-07,14,30.0,,0.3,4.2
2020-11-08,11,30.0,,0.3,3.3
2020-11-09,100,30.0,,0.3,30.0
2020-11-10,76,30.0,,0.3,22.8
2020-11-11,59,30.0,,0.3,17.7
2020-11-12,54,30.0,,0.3,16.2
2020-11-13,56,30.0,,0.3,16.8
2020-11-14,11,30.0,,0.3,3.3
2020-11-15,7,30.0,,0.3,2.1
2020-11-16,65,30.0,,0.3,19.5
2020-11-17,61,30.0,,0.3,18.3
2020-11-18,60,30.0,,0.3,18.0
2020-11-19,54,30.0,,0.3,16.2
2020-11-20,50,30.0,,0.3,15.0
2020-11-21,9,30.0,,0.3,2.6999999999999997
2020-11-22,6,30.0,,0.3,1.7999999999999998
2020-11-23,49,30.0,,0.3,14.7
2020-11-24,72,30.0,,0.3,21.599999999999998
2020-11-25,63,30.0,,0.3,18.9
2020-11-26,12,30.0,,0.3,3.5999999999999996
2020-11-27,34,30.0,,0.3,10.2
2020-11-28,10,30.0,,0.3,3.0
2020-11-29,6,30.0,,0.3,1.7999999999999998
2020-11-30,46,30.0,,0.3,13.799999999999999
2020-12-01,98,25.0,False,0.25,24.5
2020-12-02,91,25.0,,0.25,22.75
2020-12-03,97,25.0,,0.25,24.25
2020-12-04,99,25.0,,0.25,24.75
2020-12-05,19,25.0,,0.25,4.75
2020-12-06,12,25.0,,0.25,3.0
2020-12-07,87,25.0,,0.25,21.75
2020-12-08,90,25.0,,0.25,22.5
2020-12-09,95,25.0,,0.25,23.75
2020-12-10,90,25.0,,0.25,22.5
2020-12-11,89,25.0,,0.25,22.25
2020-12-12,17,25.0,,0.25,4.25
2020-12-13,11,25.0,,0.25,2.75
2020-12-14,85,25.0,,0.25,21.25
2020-12-15,88,25.0,,0.25,22.0
2020-12-16,87,25.0,,0.25,21.75
2020-12-17,84,25.0,,0.25,21.0
2020-12-18,83,25.0,,0.25,20.75
2020-12-19,18,25.0,,0.25,4.5
2020-12-20,11,25.0,,0.25,2.75
2020-12-21,100,25.0,,0.25,25.0
2020-12-22,91,25.0,,0.25,22.75
2020-12-23,93,25.0,,0.25,23.25
2020-12-24,61,25.0,,0.25,15.25
2020-12-25,15,25.0,,0.25,3.75
2020-12-26,11,25.0,,0.25,2.75
2020-12-27,11,25.0,,0.25,2.75
2020-12-28,78,25.0,,0.25,19.5
2020-12-29,82,25.0,,0.25,20.5
2020-12-30,74,25.0,,0.25,18.5
2020-12-31,71,25.0,,0.25,17.75
2021-01-01,16,24.0,False,0.24,3.84
2021-01-02,8,24.0,,0.24,1.92
2021-01-03,8,24.0,,0.24,1.92
2021-01-04,71,24.0,,0.24,17.04
2021-01-05,72,24.0,,0.24,17.28
2021-01-06,100,24.0,,0.24,24.0
2021-01-07,91,24.0,,0.24,21.84
2021-01-08,78,24.0,,0.24,18.72
2021-01-09,15,24.0,,0.24,3.5999999999999996
2021-01-10,9,24.0,,0.24,2.16
2021-01-11,73,24.0,,0.24,17.52
2021-01-12,72,24.0,,0.24,17.28
2021-01-13,64,24.0,,0.24,15.36
2021-01-14,66,24.0,,0.24,15.84
2021-01-15,71,24.0,,0.24,17.04
2021-01-16,13,24.0,,0.24,3.12
2021-01-17,7,24.0,,0.24,1.68
2021-01-18,32,24.0,,0.24,7.68
2021-01-19,66,24.0,,0.24,15.84
2021-01-20,79,24.0,,0.24,18.96
2021-01-21,79,24.0,,0.24,18.96
2021-01-22,67,24.0,,0.24,16.08
2021-01-23,13,24.0,,0.24,3.12
2021-01-24,8,24.0,,0.24,1.92
2021-01-25,64,24.0,,0.24,15.36
2021-01-26,68,24.0,,0.24,16.32
2021-01-27,85,24.0,,0.24,20.4
2021-01-28,98,24.0,,0.24,23.52
2021-01-29,96,24.0,,0.24,23.04
2021-01-30,19,24.0,,0.24,4.56
2021-01-31,13,24.0,,0.24,3.12
2021-02-01,97,25.0,False,0.25,24.25
2021-02-02,100,25.0,,0.25,25.0
2021-02-03,95,25.0,,0.25,23.75
2021-02-04,92,25.0,,0.25,23.0
2021-02-05,86,25.0,,0.25,21.5
2021-02-06,17,25.0,,0.25,4.25
2021-02-07,10,25.0,,0.25,2.5
2021-02-08,77,25.0,,0.25,19.25
2021-02-09,89,25.0,,0.25,22.25
2021-02-10,88,25.0,,0.25,22.0
2021-02-11,87,25.0,,0.25,21.75
2021-02-12,76,25.0,,0.25,19.0
2021-02-13,15,25.0,,0.25,3.75
2021-02-14,8,25.0,,0.25,2.0
2021-02-15,40,25.0,,0.25,10.0
2021-02-16,78,25.0,,0.25,19.5
2021-02-17,75,25.0,,0.25,18.75
2021-02-18,85,25.0,,0.25,21.25
2021-02-19,72,25.0,,0.25,18.0
2021-02-20,16,25.0,,0.25,4.0
2021-02-21,9,25.0,,0.25,2.25
2021-02-22,73,25.0,,0.25,18.25
2021-02-23,89,25.0,,0.25,22.25
2021-02-24,81,25.0,,0.25,20.25
2021-02-25,93,25.0,,0.25,23.25
2021-02-26,100,25.0,,0.25,25.0
2021-02-27,17,25.0,,0.25,4.25
2021-02-28,12,25.0,,0.25,3.0
2021-03-01,85,25.0,False,0.25,21.25
2021-03-02,91,25.0,,0.25,22.75
2021-03-03,83,25.0,,0.25,20.75
2021-03-04,97,25.0,,0.25,24.25
2021-03-05,100,25.0,,0.25,25.0
2021-03-06,19,25.0,,0.25,4.75
2021-03-07,12,25.0,,0.25,3.0
2021-03-08,89,25.0,,0.25,22.25
2021-03-09,91,25.0,,0.25,22.75
2021-03-10,89,25.0,,0.25,22.25
2021-03-11,87,25.0,,0.25,21.75
2021-03-12,83,25.0,,0.25,20.75
2021-03-13,15,25.0,,0.25,3.75
2021-03-14,10,25.0,,0.25,2.5
2021-03-15,71,25.0,,0.25,17.75
2021-03-16,74,25.0,,0.25,18.5
2021-03-17,73,25.0,,0.25,18.25
2021-03-18,77,25.0,,0.25,19.25
2021-03-19,71,25.0,,0.25,17.75
2021-03-20,13,25.0,,0.25,3.25
2021-03-21,9,25.0,,0.25,2.25
2021-03-22,65,25.0,,0.25,16.25
2021-03-23,68,25.0,,0.25,17.0
2021-03-24,69,25.0,,0.25,17.25
2021-03-25,71,25.0,,0.25,17.75
2021-03-26,66,25.0,,0.25,16.5
2021-03-27,14,25.0,,0.25,3.5
2021-03-28,9,25.0,,0.25,2.25
2021-03-29,69,25.0,,0.25,17.25
2021-03-30,65,25.0,,0.25,16.25
2021-03-31,60,25.0,,0.25,15.0
