date,ID_unscaled,ID_monthly,isPartial,scale,ID
2018-01-03,87,80.0,,0.8,69.60000000000001
2018-01-04,87,80.0,,0.8,69.60000000000001
2018-01-05,88,80.0,,0.8,70.4
2018-01-06,80,80.0,,0.8,64.0
2018-01-07,75,80.0,,0.8,60.0
2018-01-08,82,80.0,,0.8,65.60000000000001
2018-01-09,85,80.0,,0.8,68.0
2018-01-10,87,80.0,,0.8,69.60000000000001
2018-01-11,83,80.0,,0.8,66.4
2018-01-12,82,80.0,,0.8,65.60000000000001
2018-01-13,79,80.0,,0.8,63.2
2018-01-14,76,80.0,,0.8,60.800000000000004
2018-01-15,80,80.0,,0.8,64.0
2018-01-16,86,80.0,,0.8,68.8
2018-01-17,83,80.0,,0.8,66.4
2018-01-18,86,80.0,,0.8,68.8
2018-01-19,83,80.0,,0.8,66.4
2018-01-20,81,80.0,,0.8,64.8
2018-01-21,75,80.0,,0.8,60.0
2018-01-22,91,80.0,,0.8,72.8
2018-01-23,100,80.0,,0.8,80.0
2018-01-24,88,80.0,,0.8,70.4
2018-01-25,89,80.0,,0.8,71.2
2018-01-26,84,80.0,,0.8,67.2
2018-01-27,81,80.0,,0.8,64.8
2018-01-28,82,80.0,,0.8,65.60000000000001
2018-01-29,85,80.0,,0.8,68.0
2018-01-30,87,80.0,,0.8,69.60000000000001
2018-01-31,91,80.0,,0.8,72.8
2018-02-01,96,78.0,False,0.78,74.88
2018-02-02,94,78.0,,0.78,73.32000000000001
2018-02-03,92,78.0,,0.78,71.76
2018-02-04,86,78.0,,0.78,67.08
2018-02-05,85,78.0,,0.78,66.3
2018-02-06,95,78.0,,0.78,74.10000000000001
2018-02-07,92,78.0,,0.78,71.76
2018-02-08,93,78.0,,0.78,72.54
2018-02-09,91,78.0,,0.78,70.98
2018-02-10,86,78.0,,0.78,67.08
2018-02-11,84,78.0,,0.78,65.52
2018-02-12,88,78.0,,0.78,68.64
2018-02-13,90,78.0,,0.78,70.2
2018-02-14,87,78.0,,0.78,67.86
2018-02-15,90,78.0,,0.78,70.2
2018-02-16,89,78.0,,0.78,69.42
2018-02-17,90,78.0,,0.78,70.2
2018-02-18,85,78.0,,0.78,66.3
2018-02-19,88,78.0,,0.78,68.64
2018-02-20,92,78.0,,0.78,71.76
2018-02-21,91,78.0,,0.78,70.98
2018-02-22,89,78.0,,0.78,69.42
2018-02-23,96,78.0,,0.78,74.88
2018-02-24,84,78.0,,0.78,65.52
2018-02-25,84,78.0,,0.78,65.52
2018-02-26,92,78.0,,0.78,71.76
2018-02-27,100,78.0,,0.78,78.0
2018-02-28,94,78.0,,0.78,73.32000000000001
2018-03-01,96,77.0,False,0.77,73.92
2018-03-02,92,77.0,,0.77,70.84
2018-03-03,91,77.0,,0.77,70.07000000000001
2018-03-04,87,77.0,,0.77,66.99
2018-03-05,93,77.0,,0.77,71.61
2018-03-06,97,77.0,,0.77,74.69
2018-03-07,91,77.0,,0.77,70.07000000000001
2018-03-08,94,77.0,,0.77,72.38
2018-03-09,90,77.0,,0.77,69.3
2018-03-10,89,77.0,,0.77,68.53
2018-03-11,88,77.0,,0.77,67.76
2018-03-12,95,77.0,,0.77,73.15
2018-03-13,95,77.0,,0.77,73.15
2018-03-14,95,77.0,,0.77,73.15
2018-03-15,94,77.0,,0.77,72.38
2018-03-16,90,77.0,,0.77,69.3
2018-03-17,89,77.0,,0.77,68.53
2018-03-18,85,77.0,,0.77,65.45
2018-03-19,94,77.0,,0.77,72.38
2018-03-20,92,77.0,,0.77,70.84
2018-03-21,96,77.0,,0.77,73.92
2018-03-22,96,77.0,,0.77,73.92
2018-03-23,94,77.0,,0.77,72.38
2018-03-24,89,77.0,,0.77,68.53
2018-03-25,89,77.0,,0.77,68.53
2018-03-26,96,77.0,,0.77,73.92
2018-03-27,100,77.0,,0.77,77.0
2018-03-28,92,77.0,,0.77,70.84
2018-03-29,96,77.0,,0.77,73.92
2018-03-30,98,77.0,,0.77,75.46000000000001
2018-03-31,85,77.0,,0.77,65.45
2018-04-01,78,77.0,False,0.77,60.06
2018-04-02,93,77.0,,0.77,71.61
2018-04-03,91,77.0,,0.77,70.07000000000001
2018-04-04,93,77.0,,0.77,71.61
2018-04-05,97,77.0,,0.77,74.69
2018-04-06,88,77.0,,0.77,67.76
2018-04-07,87,77.0,,0.77,66.99
2018-04-08,83,77.0,,0.77,63.910000000000004
2018-04-09,94,77.0,,0.77,72.38
2018-04-10,96,77.0,,0.77,73.92
2018-04-11,89,77.0,,0.77,68.53
2018-04-12,91,77.0,,0.77,70.07000000000001
2018-04-13,90,77.0,,0.77,69.3
2018-04-14,87,77.0,,0.77,66.99
2018-04-15,83,77.0,,0.77,63.910000000000004
2018-04-16,95,77.0,,0.77,73.15
2018-04-17,100,77.0,,0.77,77.0
2018-04-18,93,77.0,,0.77,71.61
2018-04-19,89,77.0,,0.77,68.53
2018-04-20,88,77.0,,0.77,67.76
2018-04-21,84,77.0,,0.77,64.68
2018-04-22,79,77.0,,0.77,60.83
2018-04-23,88,77.0,,0.77,67.76
2018-04-24,90,77.0,,0.77,69.3
2018-04-25,86,77.0,,0.77,66.22
2018-04-26,85,77.0,,0.77,65.45
2018-04-27,88,77.0,,0.77,67.76
2018-04-28,81,77.0,,0.77,62.370000000000005
2018-04-29,80,77.0,,0.77,61.6
2018-04-30,86,77.0,,0.77,66.22
2018-05-01,94,74.0,False,0.74,69.56
2018-05-02,91,74.0,,0.74,67.34
2018-05-03,91,74.0,,0.74,67.34
2018-05-04,86,74.0,,0.74,63.64
2018-05-05,82,74.0,,0.74,60.68
2018-05-06,83,74.0,,0.74,61.42
2018-05-07,94,74.0,,0.74,69.56
2018-05-08,89,74.0,,0.74,65.86
2018-05-09,88,74.0,,0.74,65.12
2018-05-10,86,74.0,,0.74,63.64
2018-05-11,92,74.0,,0.74,68.08
2018-05-12,82,74.0,,0.74,60.68
2018-05-13,79,74.0,,0.74,58.46
2018-05-14,93,74.0,,0.74,68.82
2018-05-15,91,74.0,,0.74,67.34
2018-05-16,90,74.0,,0.74,66.6
2018-05-17,88,74.0,,0.74,65.12
2018-05-18,89,74.0,,0.74,65.86
2018-05-19,80,74.0,,0.74,59.2
2018-05-20,80,74.0,,0.74,59.2
2018-05-21,95,74.0,,0.74,70.3
2018-05-22,94,74.0,,0.74,69.56
2018-05-23,92,74.0,,0.74,68.08
2018-05-24,93,74.0,,0.74,68.82
2018-05-25,94,74.0,,0.74,69.56
2018-05-26,86,74.0,,0.74,63.64
2018-05-27,78,74.0,,0.74,57.72
2018-05-28,82,74.0,,0.74,60.68
2018-05-29,96,74.0,,0.74,71.03999999999999
2018-05-30,97,74.0,,0.74,71.78
2018-05-31,100,74.0,,0.74,74.0
2018-06-01,92,79.0,False,0.79,72.68
2018-06-02,84,79.0,,0.79,66.36
2018-06-03,81,79.0,,0.79,63.99
2018-06-04,92,79.0,,0.79,72.68
2018-06-05,95,79.0,,0.79,75.05
2018-06-06,96,79.0,,0.79,75.84
2018-06-07,98,79.0,,0.79,77.42
2018-06-08,93,79.0,,0.79,73.47
2018-06-09,82,79.0,,0.79,64.78
2018-06-10,79,79.0,,0.79,62.410000000000004
2018-06-11,96,79.0,,0.79,75.84
2018-06-12,100,79.0,,0.79,79.0
2018-06-13,99,79.0,,0.79,78.21000000000001
2018-06-14,95,79.0,,0.79,75.05
2018-06-15,94,79.0,,0.79,74.26
2018-06-16,82,79.0,,0.79,64.78
2018-06-17,80,79.0,,0.79,63.2
2018-06-18,97,79.0,,0.79,76.63000000000001
2018-06-19,98,79.0,,0.79,77.42
2018-06-20,98,79.0,,0.79,77.42
2018-06-21,98,79.0,,0.79,77.42
2018-06-22,91,79.0,,0.79,71.89
2018-06-23,84,79.0,,0.79,66.36
2018-06-24,85,79.0,,0.79,67.15
2018-06-25,96,79.0,,0.79,75.84
2018-06-26,97,79.0,,0.79,76.63000000000001
2018-06-27,98,79.0,,0.79,77.42
2018-06-28,95,79.0,,0.79,75.05
2018-06-29,98,79.0,,0.79,77.42
2018-06-30,86,79.0,,0.79,67.94
2018-07-01,81,85.0,False,0.85,68.85
2018-07-02,92,85.0,,0.85,78.2
2018-07-03,91,85.0,,0.85,77.35
2018-07-04,81,85.0,,0.85,68.85
2018-07-05,91,85.0,,0.85,77.35
2018-07-06,93,85.0,,0.85,79.05
2018-07-07,81,85.0,,0.85,68.85
2018-07-08,81,85.0,,0.85,68.85
2018-07-09,97,85.0,,0.85,82.45
2018-07-10,98,85.0,,0.85,83.3
2018-07-11,96,85.0,,0.85,81.6
2018-07-12,95,85.0,,0.85,80.75
2018-07-13,95,85.0,,0.85,80.75
2018-07-14,84,85.0,,0.85,71.39999999999999
2018-07-15,76,85.0,,0.85,64.6
2018-07-16,97,85.0,,0.85,82.45
2018-07-17,100,85.0,,0.85,85.0
2018-07-18,95,85.0,,0.85,80.75
2018-07-19,98,85.0,,0.85,83.3
2018-07-20,92,85.0,,0.85,78.2
2018-07-21,82,85.0,,0.85,69.7
2018-07-22,78,85.0,,0.85,66.3
2018-07-23,97,85.0,,0.85,82.45
2018-07-24,98,85.0,,0.85,83.3
2018-07-25,95,85.0,,0.85,80.75
2018-07-26,96,85.0,,0.85,81.6
2018-07-27,93,85.0,,0.85,79.05
2018-07-28,85,85.0,,0.85,72.25
2018-07-29,83,85.0,,0.85,70.55
2018-07-30,98,85.0,,0.85,83.3
2018-07-31,99,85.0,,0.85,84.14999999999999
2018-08-01,96,85.0,False,0.85,81.6
2018-08-02,100,85.0,,0.85,85.0
2018-08-03,86,85.0,,0.85,73.1
2018-08-04,76,85.0,,0.85,64.6
2018-08-05,70,85.0,,0.85,59.5
2018-08-06,86,85.0,,0.85,73.1
2018-08-07,85,85.0,,0.85,72.25
2018-08-08,85,85.0,,0.85,72.25
2018-08-09,82,85.0,,0.85,69.7
2018-08-10,82,85.0,,0.85,69.7
2018-08-11,72,85.0,,0.85,61.199999999999996
2018-08-12,70,85.0,,0.85,59.5
2018-08-13,85,85.0,,0.85,72.25
2018-08-14,86,85.0,,0.85,73.1
2018-08-15,84,85.0,,0.85,71.39999999999999
2018-08-16,80,85.0,,0.85,68.0
2018-08-17,80,85.0,,0.85,68.0
2018-08-18,72,85.0,,0.85,61.199999999999996
2018-08-19,72,85.0,,0.85,61.199999999999996
2018-08-20,85,85.0,,0.85,72.25
2018-08-21,81,85.0,,0.85,68.85
2018-08-22,79,85.0,,0.85,67.14999999999999
2018-08-23,82,85.0,,0.85,69.7
2018-08-24,75,85.0,,0.85,63.75
2018-08-25,72,85.0,,0.85,61.199999999999996
2018-08-26,69,85.0,,0.85,58.65
2018-08-27,79,85.0,,0.85,67.14999999999999
2018-08-28,80,85.0,,0.85,68.0
2018-08-29,78,85.0,,0.85,66.3
2018-08-30,78,85.0,,0.85,66.3
2018-08-31,74,85.0,,0.85,62.9
2018-09-01,88,78.0,False,0.78,68.64
2018-09-02,80,78.0,,0.78,62.400000000000006
2018-09-03,86,78.0,,0.78,67.08
2018-09-04,95,78.0,,0.78,74.10000000000001
2018-09-05,100,78.0,,0.78,78.0
2018-09-06,95,78.0,,0.78,74.10000000000001
2018-09-07,89,78.0,,0.78,69.42
2018-09-08,85,78.0,,0.78,66.3
2018-09-09,79,78.0,,0.78,61.620000000000005
2018-09-10,93,78.0,,0.78,72.54
2018-09-11,93,78.0,,0.78,72.54
2018-09-12,90,78.0,,0.78,70.2
2018-09-13,91,78.0,,0.78,70.98
2018-09-14,88,78.0,,0.78,68.64
2018-09-15,83,78.0,,0.78,64.74000000000001
2018-09-16,82,78.0,,0.78,63.96
2018-09-17,91,78.0,,0.78,70.98
2018-09-18,92,78.0,,0.78,71.76
2018-09-19,95,78.0,,0.78,74.10000000000001
2018-09-20,96,78.0,,0.78,74.88
2018-09-21,92,78.0,,0.78,71.76
2018-09-22,87,78.0,,0.78,67.86
2018-09-23,82,78.0,,0.78,63.96
2018-09-24,94,78.0,,0.78,73.32000000000001
2018-09-25,95,78.0,,0.78,74.10000000000001
2018-09-26,91,78.0,,0.78,70.98
2018-09-27,93,78.0,,0.78,72.54
2018-09-28,89,78.0,,0.78,69.42
2018-09-29,87,78.0,,0.78,67.86
2018-09-30,77,78.0,,0.78,60.06
2018-10-01,97,78.0,False,0.78,75.66
2018-10-02,97,78.0,,0.78,75.66
2018-10-03,92,78.0,,0.78,71.76
2018-10-04,96,78.0,,0.78,74.88
2018-10-05,93,78.0,,0.78,72.54
2018-10-06,82,78.0,,0.78,63.96
2018-10-07,75,78.0,,0.78,58.5
2018-10-08,90,78.0,,0.78,70.2
2018-10-09,99,78.0,,0.78,77.22
2018-10-10,96,78.0,,0.78,74.88
2018-10-11,91,78.0,,0.78,70.98
2018-10-12,92,78.0,,0.78,71.76
2018-10-13,82,78.0,,0.78,63.96
2018-10-14,78,78.0,,0.78,60.84
2018-10-15,92,78.0,,0.78,71.76
2018-10-16,94,78.0,,0.78,73.32000000000001
2018-10-17,100,78.0,,0.78,78.0
2018-10-18,91,78.0,,0.78,70.98
2018-10-19,90,78.0,,0.78,70.2
2018-10-20,79,78.0,,0.78,61.620000000000005
2018-10-21,80,78.0,,0.78,62.400000000000006
2018-10-22,85,78.0,,0.78,66.3
2018-10-23,89,78.0,,0.78,69.42
2018-10-24,90,78.0,,0.78,70.2
2018-10-25,89,78.0,,0.78,69.42
2018-10-26,88,78.0,,0.78,68.64
2018-10-27,79,78.0,,0.78,61.620000000000005
2018-10-28,74,78.0,,0.78,57.72
2018-10-29,89,78.0,,0.78,69.42
2018-10-30,93,78.0,,0.78,72.54
2018-10-31,89,78.0,,0.78,69.42
2018-11-01,71,72.0,False,0.72,51.12
2018-11-02,71,72.0,,0.72,51.12
2018-11-03,66,72.0,,0.72,47.519999999999996
2018-11-04,64,72.0,,0.72,46.08
2018-11-05,72,72.0,,0.72,51.839999999999996
2018-11-06,100,72.0,,0.72,72.0
2018-11-07,66,72.0,,0.72,47.519999999999996
2018-11-08,71,72.0,,0.72,51.12
2018-11-09,70,72.0,,0.72,50.4
2018-11-10,64,72.0,,0.72,46.08
2018-11-11,58,72.0,,0.72,41.76
2018-11-12,66,72.0,,0.72,47.519999999999996
2018-11-13,71,72.0,,0.72,51.12
2018-11-14,71,72.0,,0.72,51.12
2018-11-15,66,72.0,,0.72,47.519999999999996
2018-11-16,68,72.0,,0.72,48.96
2018-11-17,65,72.0,,0.72,46.8
2018-11-18,59,72.0,,0.72,42.48
2018-11-19,69,72.0,,0.72,49.68
2018-11-20,69,72.0,,0.72,49.68
2018-11-21,69,72.0,,0.72,49.68
2018-11-22,57,72.0,,0.72,41.04
2018-11-23,59,72.0,,0.72,42.48
2018-11-24,62,72.0,,0.72,44.64
2018-11-25,59,72.0,,0.72,42.48
2018-11-26,64,72.0,,0.72,46.08
2018-11-27,70,72.0,,0.72,50.4
2018-11-28,69,72.0,,0.72,49.68
2018-11-29,68,72.0,,0.72,48.96
2018-11-30,71,72.0,,0.72,51.12
2018-12-01,80,72.0,False,0.72,57.599999999999994
2018-12-02,79,72.0,,0.72,56.879999999999995
2018-12-03,85,72.0,,0.72,61.199999999999996
2018-12-04,92,72.0,,0.72,66.24
2018-12-05,84,72.0,,0.72,60.48
2018-12-06,88,72.0,,0.72,63.36
2018-12-07,90,72.0,,0.72,64.8
2018-12-08,80,72.0,,0.72,57.599999999999994
2018-12-09,74,72.0,,0.72,53.28
2018-12-10,87,72.0,,0.72,62.64
2018-12-11,88,72.0,,0.72,63.36
2018-12-12,86,72.0,,0.72,61.919999999999995
2018-12-13,87,72.0,,0.72,62.64
2018-12-14,87,72.0,,0.72,62.64
2018-12-15,86,72.0,,0.72,61.919999999999995
2018-12-16,78,72.0,,0.72,56.16
2018-12-17,85,72.0,,0.72,61.199999999999996
2018-12-18,90,72.0,,0.72,64.8
2018-12-19,90,72.0,,0.72,64.8
2018-12-20,90,72.0,,0.72,64.8
2018-12-21,89,72.0,,0.72,64.08
2018-12-22,85,72.0,,0.72,61.199999999999996
2018-12-23,76,72.0,,0.72,54.72
2018-12-24,79,72.0,,0.72,56.879999999999995
2018-12-25,99,72.0,,0.72,71.28
2018-12-26,99,72.0,,0.72,71.28
2018-12-27,100,72.0,,0.72,72.0
2018-12-28,97,72.0,,0.72,69.84
2018-12-29,86,72.0,,0.72,61.919999999999995
2018-12-30,81,72.0,,0.72,58.32
2018-12-31,87,72.0,,0.72,62.64
2019-01-01,77,79.0,False,0.79,60.830000000000005
2019-01-02,94,79.0,,0.79,74.26
2019-01-03,97,79.0,,0.79,76.63000000000001
2019-01-04,93,79.0,,0.79,73.47
2019-01-05,84,79.0,,0.79,66.36
2019-01-06,78,79.0,,0.79,61.620000000000005
2019-01-07,92,79.0,,0.79,72.68
2019-01-08,89,79.0,,0.79,70.31
2019-01-09,92,79.0,,0.79,72.68
2019-01-10,100,79.0,,0.79,79.0
2019-01-11,90,79.0,,0.79,71.10000000000001
2019-01-12,85,79.0,,0.79,67.15
2019-01-13,79,79.0,,0.79,62.410000000000004
2019-01-14,91,79.0,,0.79,71.89
2019-01-15,94,79.0,,0.79,74.26
2019-01-16,94,79.0,,0.79,74.26
2019-01-17,90,79.0,,0.79,71.10000000000001
2019-01-18,86,79.0,,0.79,67.94
2019-01-19,81,79.0,,0.79,63.99
2019-01-20,75,79.0,,0.79,59.25
2019-01-21,83,79.0,,0.79,65.57000000000001
2019-01-22,91,79.0,,0.79,71.89
2019-01-23,91,79.0,,0.79,71.89
2019-01-24,90,79.0,,0.79,71.10000000000001
2019-01-25,93,79.0,,0.79,73.47
2019-01-26,84,79.0,,0.79,66.36
2019-01-27,84,79.0,,0.79,66.36
2019-01-28,91,79.0,,0.79,71.89
2019-01-29,92,79.0,,0.79,72.68
2019-01-30,93,79.0,,0.79,73.47
2019-01-31,91,79.0,,0.79,71.89
2019-02-01,96,78.0,False,0.78,74.88
2019-02-02,92,78.0,,0.78,71.76
2019-02-03,81,78.0,,0.78,63.18
2019-02-04,89,78.0,,0.78,69.42
2019-02-05,100,78.0,,0.78,78.0
2019-02-06,96,78.0,,0.78,74.88
2019-02-07,93,78.0,,0.78,72.54
2019-02-08,93,78.0,,0.78,72.54
2019-02-09,89,78.0,,0.78,69.42
2019-02-10,84,78.0,,0.78,65.52
2019-02-11,92,78.0,,0.78,71.76
2019-02-12,96,78.0,,0.78,74.88
2019-02-13,91,78.0,,0.78,70.98
2019-02-14,90,78.0,,0.78,70.2
2019-02-15,93,78.0,,0.78,72.54
2019-02-16,88,78.0,,0.78,68.64
2019-02-17,84,78.0,,0.78,65.52
2019-02-18,91,78.0,,0.78,70.98
2019-02-19,94,78.0,,0.78,73.32000000000001
2019-02-20,97,78.0,,0.78,75.66
2019-02-21,94,78.0,,0.78,73.32000000000001
2019-02-22,91,78.0,,0.78,70.98
2019-02-23,87,78.0,,0.78,67.86
2019-02-24,84,78.0,,0.78,65.52
2019-02-25,91,78.0,,0.78,70.98
2019-02-26,96,78.0,,0.78,74.88
2019-02-27,94,78.0,,0.78,73.32000000000001
2019-02-28,94,78.0,,0.78,73.32000000000001
2019-03-01,92,77.0,False,0.77,70.84
2019-03-02,89,77.0,,0.77,68.53
2019-03-03,81,77.0,,0.77,62.370000000000005
2019-03-04,97,77.0,,0.77,74.69
2019-03-05,99,77.0,,0.77,76.23
2019-03-06,95,77.0,,0.77,73.15
2019-03-07,97,77.0,,0.77,74.69
2019-03-08,94,77.0,,0.77,72.38
2019-03-09,90,77.0,,0.77,69.3
2019-03-10,85,77.0,,0.77,65.45
2019-03-11,98,77.0,,0.77,75.46000000000001
2019-03-12,95,77.0,,0.77,73.15
2019-03-13,93,77.0,,0.77,71.61
2019-03-14,94,77.0,,0.77,72.38
2019-03-15,92,77.0,,0.77,70.84
2019-03-16,88,77.0,,0.77,67.76
2019-03-17,84,77.0,,0.77,64.68
2019-03-18,99,77.0,,0.77,76.23
2019-03-19,99,77.0,,0.77,76.23
2019-03-20,97,77.0,,0.77,74.69
2019-03-21,92,77.0,,0.77,70.84
2019-03-22,92,77.0,,0.77,70.84
2019-03-23,86,77.0,,0.77,66.22
2019-03-24,84,77.0,,0.77,64.68
2019-03-25,95,77.0,,0.77,73.15
2019-03-26,100,77.0,,0.77,77.0
2019-03-27,98,77.0,,0.77,75.46000000000001
2019-03-28,98,77.0,,0.77,75.46000000000001
2019-03-29,95,77.0,,0.77,73.15
2019-03-30,89,77.0,,0.77,68.53
2019-03-31,82,77.0,,0.77,63.14
2019-04-01,86,78.0,False,0.78,67.08
2019-04-02,88,78.0,,0.78,68.64
2019-04-03,92,78.0,,0.78,71.76
2019-04-04,89,78.0,,0.78,69.42
2019-04-05,91,78.0,,0.78,70.98
2019-04-06,84,78.0,,0.78,65.52
2019-04-07,79,78.0,,0.78,61.620000000000005
2019-04-08,91,78.0,,0.78,70.98
2019-04-09,93,78.0,,0.78,72.54
2019-04-10,100,78.0,,0.78,78.0
2019-04-11,99,78.0,,0.78,77.22
2019-04-12,93,78.0,,0.78,72.54
2019-04-13,85,78.0,,0.78,66.3
2019-04-14,87,78.0,,0.78,67.86
2019-04-15,98,78.0,,0.78,76.44
2019-04-16,95,78.0,,0.78,74.10000000000001
2019-04-17,88,78.0,,0.78,68.64
2019-04-18,87,78.0,,0.78,67.86
2019-04-19,89,78.0,,0.78,69.42
2019-04-20,82,78.0,,0.78,63.96
2019-04-21,78,78.0,,0.78,60.84
2019-04-22,90,78.0,,0.78,70.2
2019-04-23,92,78.0,,0.78,71.76
2019-04-24,89,78.0,,0.78,69.42
2019-04-25,87,78.0,,0.78,67.86
2019-04-26,83,78.0,,0.78,64.74000000000001
2019-04-27,80,78.0,,0.78,62.400000000000006
2019-04-28,77,78.0,,0.78,60.06
2019-04-29,86,78.0,,0.78,67.08
2019-04-30,86,78.0,,0.78,67.08
2019-05-01,88,76.0,False,0.76,66.88
2019-05-02,86,76.0,,0.76,65.36
2019-05-03,85,76.0,,0.76,64.6
2019-05-04,78,76.0,,0.76,59.28
2019-05-05,76,76.0,,0.76,57.76
2019-05-06,88,76.0,,0.76,66.88
2019-05-07,91,76.0,,0.76,69.16
2019-05-08,89,76.0,,0.76,67.64
2019-05-09,91,76.0,,0.76,69.16
2019-05-10,88,76.0,,0.76,66.88
2019-05-11,85,76.0,,0.76,64.6
2019-05-12,80,76.0,,0.76,60.8
2019-05-13,90,76.0,,0.76,68.4
2019-05-14,95,76.0,,0.76,72.2
2019-05-15,93,76.0,,0.76,70.68
2019-05-16,90,76.0,,0.76,68.4
2019-05-17,91,76.0,,0.76,69.16
2019-05-18,85,76.0,,0.76,64.6
2019-05-19,81,76.0,,0.76,61.56
2019-05-20,95,76.0,,0.76,72.2
2019-05-21,93,76.0,,0.76,70.68
2019-05-22,96,76.0,,0.76,72.96000000000001
2019-05-23,91,76.0,,0.76,69.16
2019-05-24,90,76.0,,0.76,68.4
2019-05-25,84,76.0,,0.76,63.84
2019-05-26,79,76.0,,0.76,60.04
2019-05-27,82,76.0,,0.76,62.32
2019-05-28,97,76.0,,0.76,73.72
2019-05-29,98,76.0,,0.76,74.48
2019-05-30,100,76.0,,0.76,76.0
2019-05-31,94,76.0,,0.76,71.44
2019-06-01,79,83.0,False,0.83,65.57
2019-06-02,73,83.0,,0.83,60.589999999999996
2019-06-03,94,83.0,,0.83,78.02
2019-06-04,91,83.0,,0.83,75.53
2019-06-05,91,83.0,,0.83,75.53
2019-06-06,92,83.0,,0.83,76.36
2019-06-07,91,83.0,,0.83,75.53
2019-06-08,78,83.0,,0.83,64.74
2019-06-09,74,83.0,,0.83,61.419999999999995
2019-06-10,90,83.0,,0.83,74.7
2019-06-11,94,83.0,,0.83,78.02
2019-06-12,93,83.0,,0.83,77.19
2019-06-13,93,83.0,,0.83,77.19
2019-06-14,85,83.0,,0.83,70.55
2019-06-15,78,83.0,,0.83,64.74
2019-06-16,75,83.0,,0.83,62.25
2019-06-17,95,83.0,,0.83,78.85
2019-06-18,97,83.0,,0.83,80.50999999999999
2019-06-19,94,83.0,,0.83,78.02
2019-06-20,92,83.0,,0.83,76.36
2019-06-21,91,83.0,,0.83,75.53
2019-06-22,81,83.0,,0.83,67.22999999999999
2019-06-23,76,83.0,,0.83,63.08
2019-06-24,94,83.0,,0.83,78.02
2019-06-25,100,83.0,,0.83,83.0
2019-06-26,94,83.0,,0.83,78.02
2019-06-27,92,83.0,,0.83,76.36
2019-06-28,94,83.0,,0.83,78.02
2019-06-29,81,83.0,,0.83,67.22999999999999
2019-06-30,79,83.0,,0.83,65.57
2019-07-01,95,82.0,False,0.82,77.89999999999999
2019-07-02,100,82.0,,0.82,82.0
2019-07-03,89,82.0,,0.82,72.97999999999999
2019-07-04,76,82.0,,0.82,62.31999999999999
2019-07-05,90,82.0,,0.82,73.8
2019-07-06,76,82.0,,0.82,62.31999999999999
2019-07-07,71,82.0,,0.82,58.22
2019-07-08,98,82.0,,0.82,80.36
2019-07-09,98,82.0,,0.82,80.36
2019-07-10,98,82.0,,0.82,80.36
2019-07-11,95,82.0,,0.82,77.89999999999999
2019-07-12,95,82.0,,0.82,77.89999999999999
2019-07-13,83,82.0,,0.82,68.06
2019-07-14,82,82.0,,0.82,67.24
2019-07-15,97,82.0,,0.82,79.53999999999999
2019-07-16,96,82.0,,0.82,78.72
2019-07-17,93,82.0,,0.82,76.25999999999999
2019-07-18,91,82.0,,0.82,74.61999999999999
2019-07-19,87,82.0,,0.82,71.33999999999999
2019-07-20,78,82.0,,0.82,63.959999999999994
2019-07-21,77,82.0,,0.82,63.13999999999999
2019-07-22,93,82.0,,0.82,76.25999999999999
2019-07-23,96,82.0,,0.82,78.72
2019-07-24,94,82.0,,0.82,77.08
2019-07-25,91,82.0,,0.82,74.61999999999999
2019-07-26,91,82.0,,0.82,74.61999999999999
2019-07-27,78,82.0,,0.82,63.959999999999994
2019-07-28,77,82.0,,0.82,63.13999999999999
2019-07-29,91,82.0,,0.82,74.61999999999999
2019-07-30,95,82.0,,0.82,77.89999999999999
2019-07-31,93,82.0,,0.82,76.25999999999999
2019-08-01,80,84.0,False,0.84,67.2
2019-08-02,83,84.0,,0.84,69.72
2019-08-03,73,84.0,,0.84,61.32
2019-08-04,68,84.0,,0.84,57.12
2019-08-05,85,84.0,,0.84,71.39999999999999
2019-08-06,86,84.0,,0.84,72.24
2019-08-07,85,84.0,,0.84,71.39999999999999
2019-08-08,85,84.0,,0.84,71.39999999999999
2019-08-09,82,84.0,,0.84,68.88
2019-08-10,73,84.0,,0.84,61.32
2019-08-11,69,84.0,,0.84,57.96
2019-08-12,90,84.0,,0.84,75.6
2019-08-13,91,84.0,,0.84,76.44
2019-08-14,89,84.0,,0.84,74.75999999999999
2019-08-15,84,84.0,,0.84,70.56
2019-08-16,82,84.0,,0.84,68.88
2019-08-17,74,84.0,,0.84,62.16
2019-08-18,69,84.0,,0.84,57.96
2019-08-19,86,84.0,,0.84,72.24
2019-08-20,88,84.0,,0.84,73.92
2019-08-21,95,84.0,,0.84,79.8
2019-08-22,100,84.0,,0.84,84.0
2019-08-23,98,84.0,,0.84,82.32
2019-08-24,79,84.0,,0.84,66.36
2019-08-25,72,84.0,,0.84,60.48
2019-08-26,89,84.0,,0.84,74.75999999999999
2019-08-27,88,84.0,,0.84,73.92
2019-08-28,84,84.0,,0.84,70.56
2019-08-29,80,84.0,,0.84,67.2
2019-08-30,76,84.0,,0.84,63.839999999999996
2019-08-31,66,84.0,,0.84,55.44
2019-09-01,74,79.0,False,0.79,58.46
2019-09-02,80,79.0,,0.79,63.2
2019-09-03,95,79.0,,0.79,75.05
2019-09-04,94,79.0,,0.79,74.26
2019-09-05,90,79.0,,0.79,71.10000000000001
2019-09-06,87,79.0,,0.79,68.73
2019-09-07,78,79.0,,0.79,61.620000000000005
