date,KO_unscaled,KO_monthly,isPartial,scale,KO
2017-12-24,79,60.0,,0.6,47.4
2017-12-25,79,60.0,,0.6,47.4
2017-12-26,84,60.0,,0.6,50.4
2017-12-27,88,60.0,,0.6,52.8
2017-12-28,80,60.0,,0.6,48.0
2017-12-29,73,60.0,,0.6,43.8
2017-12-30,79,60.0,,0.6,47.4
2017-12-31,71,60.0,,0.6,42.6
2018-01-01,91,64.0,False,0.64,58.24
2018-01-02,89,64.0,,0.64,56.96
2018-01-03,91,64.0,,0.64,58.24
2018-01-04,87,64.0,,0.64,55.68
2018-01-05,98,64.0,,0.64,62.72
2018-01-06,85,64.0,,0.64,54.4
2018-01-07,86,64.0,,0.64,55.04
2018-01-08,74,64.0,,0.64,47.36
2018-01-09,72,64.0,,0.64,46.08
2018-01-10,84,64.0,,0.64,53.76
2018-01-11,92,64.0,,0.64,58.88
2018-01-12,79,64.0,,0.64,50.56
2018-01-13,78,64.0,,0.64,49.92
2018-01-14,94,64.0,,0.64,60.160000000000004
2018-01-15,82,64.0,,0.64,52.480000000000004
2018-01-16,81,64.0,,0.64,51.84
2018-01-17,78,64.0,,0.64,49.92
2018-01-18,95,64.0,,0.64,60.800000000000004
2018-01-19,83,64.0,,0.64,53.120000000000005
2018-01-20,92,64.0,,0.64,58.88
2018-01-21,80,64.0,,0.64,51.2
2018-01-22,86,64.0,,0.64,55.04
2018-01-23,84,64.0,,0.64,53.76
2018-01-24,87,64.0,,0.64,55.68
2018-01-25,92,64.0,,0.64,58.88
2018-01-26,83,64.0,,0.64,53.120000000000005
2018-01-27,87,64.0,,0.64,55.68
2018-01-28,90,64.0,,0.64,57.6
2018-01-29,93,64.0,,0.64,59.52
2018-01-30,100,64.0,,0.64,64.0
2018-01-31,84,64.0,,0.64,53.76
2018-02-01,73,69.0,False,0.69,50.37
2018-02-02,71,69.0,,0.69,48.989999999999995
2018-02-03,73,69.0,,0.69,50.37
2018-02-04,75,69.0,,0.69,51.74999999999999
2018-02-05,67,69.0,,0.69,46.23
2018-02-06,76,69.0,,0.69,52.44
2018-02-07,80,69.0,,0.69,55.199999999999996
2018-02-08,77,69.0,,0.69,53.129999999999995
2018-02-09,79,69.0,,0.69,54.51
2018-02-10,80,69.0,,0.69,55.199999999999996
2018-02-11,100,69.0,,0.69,69.0
2018-02-12,82,69.0,,0.69,56.58
2018-02-13,82,69.0,,0.69,56.58
2018-02-14,79,69.0,,0.69,54.51
2018-02-15,78,69.0,,0.69,53.81999999999999
2018-02-16,86,69.0,,0.69,59.339999999999996
2018-02-17,82,69.0,,0.69,56.58
2018-02-18,89,69.0,,0.69,61.41
2018-02-19,79,69.0,,0.69,54.51
2018-02-20,77,69.0,,0.69,53.129999999999995
2018-02-21,65,69.0,,0.69,44.849999999999994
2018-02-22,81,69.0,,0.69,55.88999999999999
2018-02-23,75,69.0,,0.69,51.74999999999999
2018-02-24,71,69.0,,0.69,48.989999999999995
2018-02-25,83,69.0,,0.69,57.269999999999996
2018-02-26,77,69.0,,0.69,53.129999999999995
2018-02-27,79,69.0,,0.69,54.51
2018-02-28,84,69.0,,0.69,57.959999999999994
2018-03-01,75,66.0,False,0.66,49.5
2018-03-02,85,66.0,,0.66,56.1
2018-03-03,83,66.0,,0.66,54.78
2018-03-04,100,66.0,,0.66,66.0
2018-03-05,78,66.0,,0.66,51.480000000000004
2018-03-06,76,66.0,,0.66,50.160000000000004
2018-03-07,77,66.0,,0.66,50.82
2018-03-08,70,66.0,,0.66,46.2
2018-03-09,79,66.0,,0.66,52.14
2018-03-10,83,66.0,,0.66,54.78
2018-03-11,77,66.0,,0.66,50.82
2018-03-12,77,66.0,,0.66,50.82
2018-03-13,86,66.0,,0.66,56.760000000000005
2018-03-14,71,66.0,,0.66,46.86
2018-03-15,76,66.0,,0.66,50.160000000000004
2018-03-16,78,66.0,,0.66,51.480000000000004
2018-03-17,76,66.0,,0.66,50.160000000000004
2018-03-18,82,66.0,,0.66,54.120000000000005
2018-03-19,73,66.0,,0.66,48.18
2018-03-20,77,66.0,,0.66,50.82
2018-03-21,72,66.0,,0.66,47.52
2018-03-22,79,66.0,,0.66,52.14
2018-03-23,82,66.0,,0.66,54.120000000000005
2018-03-24,84,66.0,,0.66,55.440000000000005
2018-03-25,78,66.0,,0.66,51.480000000000004
2018-03-26,71,66.0,,0.66,46.86
2018-03-27,72,66.0,,0.66,47.52
2018-03-28,69,66.0,,0.66,45.54
2018-03-29,82,66.0,,0.66,54.120000000000005
2018-03-30,78,66.0,,0.66,51.480000000000004
2018-03-31,86,66.0,,0.66,56.760000000000005
2018-04-01,71,71.0,False,0.71,50.41
2018-04-02,68,71.0,,0.71,48.28
2018-04-03,69,71.0,,0.71,48.989999999999995
2018-04-04,73,71.0,,0.71,51.83
2018-04-05,65,71.0,,0.71,46.15
2018-04-06,76,71.0,,0.71,53.959999999999994
2018-04-07,100,71.0,,0.71,71.0
2018-04-08,88,71.0,,0.71,62.48
2018-04-09,76,71.0,,0.71,53.959999999999994
2018-04-10,80,71.0,,0.71,56.8
2018-04-11,77,71.0,,0.71,54.669999999999995
2018-04-12,82,71.0,,0.71,58.22
2018-04-13,78,71.0,,0.71,55.379999999999995
2018-04-14,79,71.0,,0.71,56.089999999999996
2018-04-15,78,71.0,,0.71,55.379999999999995
2018-04-16,70,71.0,,0.71,49.699999999999996
2018-04-17,73,71.0,,0.71,51.83
2018-04-18,71,71.0,,0.71,50.41
2018-04-19,73,71.0,,0.71,51.83
2018-04-20,79,71.0,,0.71,56.089999999999996
2018-04-21,72,71.0,,0.71,51.12
2018-04-22,77,71.0,,0.71,54.669999999999995
2018-04-23,70,71.0,,0.71,49.699999999999996
2018-04-24,85,71.0,,0.71,60.349999999999994
2018-04-25,63,71.0,,0.71,44.73
2018-04-26,70,71.0,,0.71,49.699999999999996
2018-04-27,68,71.0,,0.71,48.28
2018-04-28,65,71.0,,0.71,46.15
2018-04-29,76,71.0,,0.71,53.959999999999994
2018-04-30,88,71.0,,0.71,62.48
2018-05-01,73,70.0,False,0.7,51.099999999999994
2018-05-02,68,70.0,,0.7,47.599999999999994
2018-05-03,72,70.0,,0.7,50.4
2018-05-04,70,70.0,,0.7,49.0
2018-05-05,93,70.0,,0.7,65.1
2018-05-06,92,70.0,,0.7,64.39999999999999
2018-05-07,77,70.0,,0.7,53.9
2018-05-08,69,70.0,,0.7,48.3
2018-05-09,80,70.0,,0.7,56.0
2018-05-10,82,70.0,,0.7,57.4
2018-05-11,79,70.0,,0.7,55.3
2018-05-12,74,70.0,,0.7,51.8
2018-05-13,100,70.0,,0.7,70.0
2018-05-14,80,70.0,,0.7,56.0
2018-05-15,82,70.0,,0.7,57.4
2018-05-16,70,70.0,,0.7,49.0
2018-05-17,81,70.0,,0.7,56.699999999999996
2018-05-18,76,70.0,,0.7,53.199999999999996
2018-05-19,80,70.0,,0.7,56.0
2018-05-20,82,70.0,,0.7,57.4
2018-05-21,82,70.0,,0.7,57.4
2018-05-22,72,70.0,,0.7,50.4
2018-05-23,70,70.0,,0.7,49.0
2018-05-24,74,70.0,,0.7,51.8
2018-05-25,75,70.0,,0.7,52.5
2018-05-26,66,70.0,,0.7,46.199999999999996
2018-05-27,85,70.0,,0.7,59.49999999999999
2018-05-28,79,70.0,,0.7,55.3
2018-05-29,76,70.0,,0.7,53.199999999999996
2018-05-30,94,70.0,,0.7,65.8
2018-05-31,69,70.0,,0.7,48.3
2018-06-01,93,66.0,False,0.66,61.38
2018-06-02,81,66.0,,0.66,53.46
2018-06-03,76,66.0,,0.66,50.160000000000004
2018-06-04,87,66.0,,0.66,57.42
2018-06-05,69,66.0,,0.66,45.54
2018-06-06,84,66.0,,0.66,55.440000000000005
2018-06-07,79,66.0,,0.66,52.14
2018-06-08,88,66.0,,0.66,58.080000000000005
2018-06-09,75,66.0,,0.66,49.5
2018-06-10,89,66.0,,0.66,58.74
2018-06-11,83,66.0,,0.66,54.78
2018-06-12,85,66.0,,0.66,56.1
2018-06-13,89,66.0,,0.66,58.74
2018-06-14,82,66.0,,0.66,54.120000000000005
2018-06-15,82,66.0,,0.66,54.120000000000005
2018-06-16,92,66.0,,0.66,60.720000000000006
2018-06-17,85,66.0,,0.66,56.1
2018-06-18,86,66.0,,0.66,56.760000000000005
2018-06-19,80,66.0,,0.66,52.800000000000004
2018-06-20,73,66.0,,0.66,48.18
2018-06-21,76,66.0,,0.66,50.160000000000004
2018-06-22,82,66.0,,0.66,54.120000000000005
2018-06-23,80,66.0,,0.66,52.800000000000004
2018-06-24,100,66.0,,0.66,66.0
2018-06-25,78,66.0,,0.66,51.480000000000004
2018-06-26,87,66.0,,0.66,57.42
2018-06-27,70,66.0,,0.66,46.2
2018-06-28,77,66.0,,0.66,50.82
2018-06-29,96,66.0,,0.66,63.36
2018-06-30,93,66.0,,0.66,61.38
2018-07-01,70,74.0,False,0.74,51.8
2018-07-02,72,74.0,,0.74,53.28
2018-07-03,74,74.0,,0.74,54.76
2018-07-04,83,74.0,,0.74,61.42
2018-07-05,89,74.0,,0.74,65.86
2018-07-06,68,74.0,,0.74,50.32
2018-07-07,62,74.0,,0.74,45.88
2018-07-08,100,74.0,,0.74,74.0
2018-07-09,72,74.0,,0.74,53.28
2018-07-10,72,74.0,,0.74,53.28
2018-07-11,71,74.0,,0.74,52.54
2018-07-12,70,74.0,,0.74,51.8
2018-07-13,75,74.0,,0.74,55.5
2018-07-14,67,74.0,,0.74,49.58
2018-07-15,76,74.0,,0.74,56.24
2018-07-16,65,74.0,,0.74,48.1
2018-07-17,75,74.0,,0.74,55.5
2018-07-18,62,74.0,,0.74,45.88
2018-07-19,58,74.0,,0.74,42.92
2018-07-20,53,74.0,,0.74,39.22
2018-07-21,59,74.0,,0.74,43.66
2018-07-22,66,74.0,,0.74,48.839999999999996
2018-07-23,67,74.0,,0.74,49.58
2018-07-24,69,74.0,,0.74,51.06
2018-07-25,76,74.0,,0.74,56.24
2018-07-26,67,74.0,,0.74,49.58
2018-07-27,75,74.0,,0.74,55.5
2018-07-28,75,74.0,,0.74,55.5
2018-07-29,67,74.0,,0.74,49.58
2018-07-30,55,74.0,,0.74,40.7
2018-07-31,63,74.0,,0.74,46.62
2018-08-01,79,68.0,False,0.68,53.720000000000006
2018-08-02,84,68.0,,0.68,57.120000000000005
2018-08-03,86,68.0,,0.68,58.480000000000004
2018-08-04,81,68.0,,0.68,55.080000000000005
2018-08-05,85,68.0,,0.68,57.800000000000004
2018-08-06,91,68.0,,0.68,61.88
2018-08-07,86,68.0,,0.68,58.480000000000004
2018-08-08,100,68.0,,0.68,68.0
2018-08-09,87,68.0,,0.68,59.160000000000004
2018-08-10,79,68.0,,0.68,53.720000000000006
2018-08-11,72,68.0,,0.68,48.96
2018-08-12,88,68.0,,0.68,59.84
2018-08-13,77,68.0,,0.68,52.36000000000001
2018-08-14,80,68.0,,0.68,54.400000000000006
2018-08-15,79,68.0,,0.68,53.720000000000006
2018-08-16,82,68.0,,0.68,55.760000000000005
2018-08-17,77,68.0,,0.68,52.36000000000001
2018-08-18,89,68.0,,0.68,60.52
2018-08-19,84,68.0,,0.68,57.120000000000005
2018-08-20,81,68.0,,0.68,55.080000000000005
2018-08-21,77,68.0,,0.68,52.36000000000001
2018-08-22,74,68.0,,0.68,50.32
2018-08-23,80,68.0,,0.68,54.400000000000006
2018-08-24,84,68.0,,0.68,57.120000000000005
2018-08-25,87,68.0,,0.68,59.160000000000004
2018-08-26,85,68.0,,0.68,57.800000000000004
2018-08-27,78,68.0,,0.68,53.040000000000006
2018-08-28,79,68.0,,0.68,53.720000000000006
2018-08-29,89,68.0,,0.68,60.52
2018-08-30,74,68.0,,0.68,50.32
2018-08-31,79,68.0,,0.68,53.720000000000006
2018-09-01,83,62.0,False,0.62,51.46
2018-09-02,80,62.0,,0.62,49.6
2018-09-03,85,62.0,,0.62,52.7
2018-09-04,98,62.0,,0.62,60.76
2018-09-05,87,62.0,,0.62,53.94
2018-09-06,95,62.0,,0.62,58.9
2018-09-07,69,62.0,,0.62,42.78
2018-09-08,84,62.0,,0.62,52.08
2018-09-09,94,62.0,,0.62,58.28
2018-09-10,88,62.0,,0.62,54.56
2018-09-11,85,62.0,,0.62,52.7
2018-09-12,98,62.0,,0.62,60.76
2018-09-13,95,62.0,,0.62,58.9
2018-09-14,90,62.0,,0.62,55.8
2018-09-15,99,62.0,,0.62,61.38
2018-09-16,97,62.0,,0.62,60.14
2018-09-17,87,62.0,,0.62,53.94
2018-09-18,88,62.0,,0.62,54.56
2018-09-19,85,62.0,,0.62,52.7
2018-09-20,100,62.0,,0.62,62.0
2018-09-21,91,62.0,,0.62,56.42
2018-09-22,100,62.0,,0.62,62.0
2018-09-23,96,62.0,,0.62,59.519999999999996
2018-09-24,88,62.0,,0.62,54.56
2018-09-25,93,62.0,,0.62,57.66
2018-09-26,89,62.0,,0.62,55.18
2018-09-27,91,62.0,,0.62,56.42
2018-09-28,92,62.0,,0.62,57.04
2018-09-29,85,62.0,,0.62,52.7
2018-09-30,92,62.0,,0.62,57.04
2018-10-01,76,69.0,False,0.69,52.44
2018-10-02,79,69.0,,0.69,54.51
2018-10-03,75,69.0,,0.69,51.74999999999999
2018-10-04,79,69.0,,0.69,54.51
2018-10-05,75,69.0,,0.69,51.74999999999999
2018-10-06,76,69.0,,0.69,52.44
2018-10-07,100,69.0,,0.69,69.0
2018-10-08,79,69.0,,0.69,54.51
2018-10-09,81,69.0,,0.69,55.88999999999999
2018-10-10,86,69.0,,0.69,59.339999999999996
2018-10-11,85,69.0,,0.69,58.65
2018-10-12,69,69.0,,0.69,47.61
2018-10-13,82,69.0,,0.69,56.58
2018-10-14,83,69.0,,0.69,57.269999999999996
2018-10-15,82,69.0,,0.69,56.58
2018-10-16,70,69.0,,0.69,48.3
2018-10-17,68,69.0,,0.69,46.919999999999995
2018-10-18,82,69.0,,0.69,56.58
2018-10-19,76,69.0,,0.69,52.44
2018-10-20,71,69.0,,0.69,48.989999999999995
2018-10-21,75,69.0,,0.69,51.74999999999999
2018-10-22,77,69.0,,0.69,53.129999999999995
2018-10-23,71,69.0,,0.69,48.989999999999995
2018-10-24,79,69.0,,0.69,54.51
2018-10-25,75,69.0,,0.69,51.74999999999999
2018-10-26,96,69.0,,0.69,66.24
2018-10-27,86,69.0,,0.69,59.339999999999996
2018-10-28,72,69.0,,0.69,49.67999999999999
2018-10-29,74,69.0,,0.69,51.059999999999995
2018-10-30,85,69.0,,0.69,58.65
2018-10-31,78,69.0,,0.69,53.81999999999999
2018-11-01,89,65.0,False,0.65,57.85
2018-11-02,89,65.0,,0.65,57.85
2018-11-03,92,65.0,,0.65,59.800000000000004
2018-11-04,100,65.0,,0.65,65.0
2018-11-05,87,65.0,,0.65,56.550000000000004
2018-11-06,83,65.0,,0.65,53.95
2018-11-07,80,65.0,,0.65,52.0
2018-11-08,92,65.0,,0.65,59.800000000000004
2018-11-09,90,65.0,,0.65,58.5
2018-11-10,85,65.0,,0.65,55.25
2018-11-11,99,65.0,,0.65,64.35000000000001
2018-11-12,100,65.0,,0.65,65.0
2018-11-13,100,65.0,,0.65,65.0
2018-11-14,88,65.0,,0.65,57.2
2018-11-15,87,65.0,,0.65,56.550000000000004
2018-11-16,93,65.0,,0.65,60.45
2018-11-17,93,65.0,,0.65,60.45
2018-11-18,88,65.0,,0.65,57.2
2018-11-19,88,65.0,,0.65,57.2
2018-11-20,80,65.0,,0.65,52.0
2018-11-21,86,65.0,,0.65,55.9
2018-11-22,90,65.0,,0.65,58.5
2018-11-23,94,65.0,,0.65,61.1
2018-11-24,79,65.0,,0.65,51.35
2018-11-25,93,65.0,,0.65,60.45
2018-11-26,89,65.0,,0.65,57.85
2018-11-27,79,65.0,,0.65,51.35
2018-11-28,84,65.0,,0.65,54.6
2018-11-29,93,65.0,,0.65,60.45
2018-11-30,89,65.0,,0.65,57.85
2018-12-01,57,68.0,False,0.68,38.760000000000005
2018-12-02,57,68.0,,0.68,38.760000000000005
2018-12-03,55,68.0,,0.68,37.400000000000006
2018-12-04,54,68.0,,0.68,36.720000000000006
2018-12-05,46,68.0,,0.68,31.28
2018-12-06,51,68.0,,0.68,34.68
2018-12-07,51,68.0,,0.68,34.68
2018-12-08,52,68.0,,0.68,35.36
2018-12-09,64,68.0,,0.68,43.52
2018-12-10,61,68.0,,0.68,41.480000000000004
2018-12-11,54,68.0,,0.68,36.720000000000006
2018-12-12,58,68.0,,0.68,39.440000000000005
2018-12-13,49,68.0,,0.68,33.32
2018-12-14,55,68.0,,0.68,37.400000000000006
2018-12-15,58,68.0,,0.68,39.440000000000005
2018-12-16,50,68.0,,0.68,34.0
2018-12-17,54,68.0,,0.68,36.720000000000006
2018-12-18,55,68.0,,0.68,37.400000000000006
2018-12-19,49,68.0,,0.68,33.32
2018-12-20,62,68.0,,0.68,42.160000000000004
2018-12-21,61,68.0,,0.68,41.480000000000004
2018-12-22,55,68.0,,0.68,37.400000000000006
2018-12-23,59,68.0,,0.68,40.120000000000005
2018-12-24,59,68.0,,0.68,40.120000000000005
2018-12-25,54,68.0,,0.68,36.720000000000006
2018-12-26,60,68.0,,0.68,40.800000000000004
2018-12-27,64,68.0,,0.68,43.52
2018-12-28,69,68.0,,0.68,46.92
2018-12-29,72,68.0,,0.68,48.96
2018-12-30,100,68.0,,0.68,68.0
2018-12-31,62,68.0,,0.68,42.160000000000004
2019-01-01,77,76.0,False,0.76,58.52
2019-01-02,84,76.0,,0.76,63.84
2019-01-03,87,76.0,,0.76,66.12
2019-01-04,80,76.0,,0.76,60.8
2019-01-05,77,76.0,,0.76,58.52
2019-01-06,77,76.0,,0.76,58.52
2019-01-07,73,76.0,,0.76,55.480000000000004
2019-01-08,73,76.0,,0.76,55.480000000000004
2019-01-09,74,76.0,,0.76,56.24
2019-01-10,70,76.0,,0.76,53.2
2019-01-11,74,76.0,,0.76,56.24
2019-01-12,69,76.0,,0.76,52.44
2019-01-13,85,76.0,,0.76,64.6
2019-01-14,79,76.0,,0.76,60.04
2019-01-15,77,76.0,,0.76,58.52
2019-01-16,83,76.0,,0.76,63.08
2019-01-17,78,76.0,,0.76,59.28
2019-01-18,71,76.0,,0.76,53.96
2019-01-19,92,76.0,,0.76,69.92
2019-01-20,100,76.0,,0.76,76.0
2019-01-21,75,76.0,,0.76,57.0
2019-01-22,64,76.0,,0.76,48.64
2019-01-23,76,76.0,,0.76,57.76
2019-01-24,73,76.0,,0.76,55.480000000000004
2019-01-25,75,76.0,,0.76,57.0
2019-01-26,83,76.0,,0.76,63.08
2019-01-27,79,76.0,,0.76,60.04
2019-01-28,83,76.0,,0.76,63.08
2019-01-29,73,76.0,,0.76,55.480000000000004
2019-01-30,82,76.0,,0.76,62.32
2019-01-31,93,76.0,,0.76,70.68
2019-02-01,88,96.0,False,0.96,84.47999999999999
2019-02-02,100,96.0,,0.96,96.0
2019-02-03,82,96.0,,0.96,78.72
2019-02-04,54,96.0,,0.96,51.839999999999996
2019-02-05,56,96.0,,0.96,53.76
2019-02-06,59,96.0,,0.96,56.64
2019-02-07,57,96.0,,0.96,54.72
2019-02-08,61,96.0,,0.96,58.559999999999995
2019-02-09,65,96.0,,0.96,62.4
2019-02-10,64,96.0,,0.96,61.44
2019-02-11,46,96.0,,0.96,44.16
2019-02-12,49,96.0,,0.96,47.04
2019-02-13,49,96.0,,0.96,47.04
2019-02-14,64,96.0,,0.96,61.44
2019-02-15,66,96.0,,0.96,63.36
2019-02-16,57,96.0,,0.96,54.72
2019-02-17,51,96.0,,0.96,48.96
2019-02-18,57,96.0,,0.96,54.72
2019-02-19,53,96.0,,0.96,50.879999999999995
2019-02-20,50,96.0,,0.96,48.0
2019-02-21,49,96.0,,0.96,47.04
2019-02-22,52,96.0,,0.96,49.92
2019-02-23,49,96.0,,0.96,47.04
2019-02-24,46,96.0,,0.96,44.16
2019-02-25,42,96.0,,0.96,40.32
2019-02-26,42,96.0,,0.96,40.32
2019-02-27,45,96.0,,0.96,43.199999999999996
2019-02-28,40,96.0,,0.96,38.4
2019-03-01,78,71.0,False,0.71,55.379999999999995
2019-03-02,86,71.0,,0.71,61.059999999999995
2019-03-03,78,71.0,,0.71,55.379999999999995
2019-03-04,90,71.0,,0.71,63.9
2019-03-05,80,71.0,,0.71,56.8
2019-03-06,74,71.0,,0.71,52.54
2019-03-07,68,71.0,,0.71,48.28
2019-03-08,83,71.0,,0.71,58.93
2019-03-09,73,71.0,,0.71,51.83
2019-03-10,85,71.0,,0.71,60.349999999999994
2019-03-11,75,71.0,,0.71,53.25
2019-03-12,79,71.0,,0.71,56.089999999999996
2019-03-13,77,71.0,,0.71,54.669999999999995
2019-03-14,75,71.0,,0.71,53.25
2019-03-15,82,71.0,,0.71,58.22
2019-03-16,72,71.0,,0.71,51.12
2019-03-17,89,71.0,,0.71,63.19
2019-03-18,83,71.0,,0.71,58.93
2019-03-19,76,71.0,,0.71,53.959999999999994
2019-03-20,73,71.0,,0.71,51.83
2019-03-21,76,71.0,,0.71,53.959999999999994
2019-03-22,81,71.0,,0.71,57.51
2019-03-23,87,71.0,,0.71,61.769999999999996
2019-03-24,100,71.0,,0.71,71.0
2019-03-25,92,71.0,,0.71,65.32
2019-03-26,78,71.0,,0.71,55.379999999999995
2019-03-27,79,71.0,,0.71,56.089999999999996
2019-03-28,73,71.0,,0.71,51.83
2019-03-29,78,71.0,,0.71,55.379999999999995
2019-03-30,74,71.0,,0.71,52.54
2019-03-31,76,71.0,,0.71,53.959999999999994
2019-04-01,79,73.0,False,0.73,57.67
2019-04-02,62,73.0,,0.73,45.26
2019-04-03,75,73.0,,0.73,54.75
2019-04-04,78,73.0,,0.73,56.94
2019-04-05,86,73.0,,0.73,62.78
2019-04-06,100,73.0,,0.73,73.0
2019-04-07,99,73.0,,0.73,72.27
2019-04-08,91,73.0,,0.73,66.42999999999999
2019-04-09,75,73.0,,0.73,54.75
2019-04-10,71,73.0,,0.73,51.83
2019-04-11,73,73.0,,0.73,53.29
2019-04-12,67,73.0,,0.73,48.91
2019-04-13,70,73.0,,0.73,51.1
2019-04-14,60,73.0,,0.73,43.8
2019-04-15,63,73.0,,0.73,45.99
2019-04-16,73,73.0,,0.73,53.29
2019-04-17,81,73.0,,0.73,59.129999999999995
2019-04-18,68,73.0,,0.73,49.64
2019-04-19,81,73.0,,0.73,59.129999999999995
2019-04-20,82,73.0,,0.73,59.86
2019-04-21,80,73.0,,0.73,58.4
2019-04-22,67,73.0,,0.73,48.91
2019-04-23,72,73.0,,0.73,52.56
2019-04-24,65,73.0,,0.73,47.449999999999996
2019-04-25,63,73.0,,0.73,45.99
2019-04-26,58,73.0,,0.73,42.339999999999996
2019-04-27,64,73.0,,0.73,46.72
2019-04-28,68,73.0,,0.73,49.64
2019-04-29,63,73.0,,0.73,45.99
2019-04-30,67,73.0,,0.73,48.91
2019-05-01,46,81.0,False,0.81,37.260000000000005
2019-05-02,54,81.0,,0.81,43.74
2019-05-03,49,81.0,,0.81,39.690000000000005
2019-05-04,52,81.0,,0.81,42.120000000000005
2019-05-05,52,81.0,,0.81,42.120000000000005
2019-05-06,44,81.0,,0.81,35.64
2019-05-07,51,81.0,,0.81,41.31
2019-05-08,49,81.0,,0.81,39.690000000000005
2019-05-09,47,81.0,,0.81,38.07
2019-05-10,48,81.0,,0.81,38.88
2019-05-11,54,81.0,,0.81,43.74
2019-05-12,76,81.0,,0.81,61.56
2019-05-13,54,81.0,,0.81,43.74
2019-05-14,50,81.0,,0.81,40.5
2019-05-15,61,81.0,,0.81,49.410000000000004
2019-05-16,54,81.0,,0.81,43.74
2019-05-17,50,81.0,,0.81,40.5
2019-05-18,47,81.0,,0.81,38.07
2019-05-19,100,81.0,,0.81,81.0
2019-05-20,96,81.0,,0.81,77.76
2019-05-21,94,81.0,,0.81,76.14
2019-05-22,92,81.0,,0.81,74.52000000000001
2019-05-23,74,81.0,,0.81,59.940000000000005
2019-05-24,79,81.0,,0.81,63.99
2019-05-25,74,81.0,,0.81,59.940000000000005
2019-05-26,79,81.0,,0.81,63.99
2019-05-27,78,81.0,,0.81,63.18000000000001
2019-05-28,67,81.0,,0.81,54.27
2019-05-29,65,81.0,,0.81,52.650000000000006
2019-05-30,75,81.0,,0.81,60.75000000000001
2019-05-31,69,81.0,,0.81,55.89
2019-06-01,75,81.0,False,0.81,60.75000000000001
2019-06-02,88,81.0,,0.81,71.28
2019-06-03,72,81.0,,0.81,58.32000000000001
2019-06-04,70,81.0,,0.81,56.7
2019-06-05,60,81.0,,0.81,48.6
2019-06-06,67,81.0,,0.81,54.27
2019-06-07,68,81.0,,0.81,55.080000000000005
2019-06-08,73,81.0,,0.81,59.13
2019-06-09,100,81.0,,0.81,81.0
2019-06-10,70,81.0,,0.81,56.7
2019-06-11,75,81.0,,0.81,60.75000000000001
2019-06-12,68,81.0,,0.81,55.080000000000005
2019-06-13,67,81.0,,0.81,54.27
2019-06-14,67,81.0,,0.81,54.27
2019-06-15,79,81.0,,0.81,63.99
2019-06-16,80,81.0,,0.81,64.80000000000001
2019-06-17,70,81.0,,0.81,56.7
2019-06-18,62,81.0,,0.81,50.220000000000006
2019-06-19,66,81.0,,0.81,53.46
2019-06-20,70,81.0,,0.81,56.7
2019-06-21,79,81.0,,0.81,63.99
2019-06-22,79,81.0,,0.81,63.99
2019-06-23,70,81.0,,0.81,56.7
2019-06-24,70,81.0,,0.81,56.7
2019-06-25,74,81.0,,0.81,59.940000000000005
2019-06-26,73,81.0,,0.81,59.13
2019-06-27,69,81.0,,0.81,55.89
2019-06-28,74,81.0,,0.81,59.940000000000005
2019-06-29,61,81.0,,0.81,49.410000000000004
2019-06-30,68,81.0,,0.81,55.080000000000005
2019-07-01,42,88.0,False,0.88,36.96
2019-07-02,37,88.0,,0.88,32.56
2019-07-03,39,88.0,,0.88,34.32
2019-07-04,37,88.0,,0.88,32.56
2019-07-05,36,88.0,,0.88,31.68
2019-07-06,42,88.0,,0.88,36.96
2019-07-07,100,88.0,,0.88,88.0
2019-07-08,59,88.0,,0.88,51.92
2019-07-09,47,88.0,,0.88,41.36
2019-07-10,45,88.0,,0.88,39.6
2019-07-11,41,88.0,,0.88,36.08
2019-07-12,45,88.0,,0.88,39.6
2019-07-13,39,88.0,,0.88,34.32
2019-07-14,44,88.0,,0.88,38.72
2019-07-15,39,88.0,,0.88,34.32
2019-07-16,33,88.0,,0.88,29.04
2019-07-17,42,88.0,,0.88,36.96
2019-07-18,38,88.0,,0.88,33.44
2019-07-19,44,88.0,,0.88,38.72
2019-07-20,41,88.0,,0.88,36.08
2019-07-21,44,88.0,,0.88,38.72
2019-07-22,45,88.0,,0.88,39.6
2019-07-23,51,88.0,,0.88,44.88
2019-07-24,46,88.0,,0.88,40.48
2019-07-25,43,88.0,,0.88,37.84
2019-07-26,49,88.0,,0.88,43.12
2019-07-27,45,88.0,,0.88,39.6
2019-07-28,59,88.0,,0.88,51.92
2019-07-29,52,88.0,,0.88,45.76
2019-07-30,50,88.0,,0.88,44.0
2019-07-31,46,88.0,,0.88,40.48
2019-08-01,73,85.0,False,0.85,62.05
2019-08-02,68,85.0,,0.85,57.8
2019-08-03,78,85.0,,0.85,66.3
2019-08-04,100,85.0,,0.85,85.0
2019-08-05,81,85.0,,0.85,68.85
2019-08-06,77,85.0,,0.85,65.45
2019-08-07,65,85.0,,0.85,55.25
2019-08-08,83,85.0,,0.85,70.55
2019-08-09,65,85.0,,0.85,55.25
2019-08-10,79,85.0,,0.85,67.14999999999999
2019-08-11,67,85.0,,0.85,56.949999999999996
2019-08-12,65,85.0,,0.85,55.25
2019-08-13,66,85.0,,0.85,56.1
2019-08-14,66,85.0,,0.85,56.1
2019-08-15,56,85.0,,0.85,47.6
