date,WH_unscaled,WH_monthly,isPartial,scale,WH
2019-08-24,80,63.0,,0.63,50.4
2019-08-25,74,63.0,,0.63,46.62
2019-08-26,84,63.0,,0.63,52.92
2019-08-27,85,63.0,,0.63,53.55
2019-08-28,91,63.0,,0.63,57.33
2019-08-29,99,63.0,,0.63,62.37
2019-08-30,81,63.0,,0.63,51.03
2019-08-31,81,63.0,,0.63,51.03
2019-09-01,57,70.0,False,0.7,39.9
2019-09-02,71,70.0,,0.7,49.699999999999996
2019-09-03,71,70.0,,0.7,49.699999999999996
2019-09-04,68,70.0,,0.7,47.599999999999994
2019-09-05,81,70.0,,0.7,56.699999999999996
2019-09-06,75,70.0,,0.7,52.5
2019-09-07,64,70.0,,0.7,44.8
2019-09-08,67,70.0,,0.7,46.9
2019-09-09,76,70.0,,0.7,53.199999999999996
2019-09-10,90,70.0,,0.7,62.99999999999999
2019-09-11,71,70.0,,0.7,49.699999999999996
2019-09-12,85,70.0,,0.7,59.49999999999999
2019-09-13,82,70.0,,0.7,57.4
2019-09-14,67,70.0,,0.7,46.9
2019-09-15,62,70.0,,0.7,43.4
2019-09-16,68,70.0,,0.7,47.599999999999994
2019-09-17,95,70.0,,0.7,66.5
2019-09-18,78,70.0,,0.7,54.599999999999994
2019-09-19,78,70.0,,0.7,54.599999999999994
2019-09-20,75,70.0,,0.7,52.5
2019-09-21,58,70.0,,0.7,40.599999999999994
2019-09-22,65,70.0,,0.7,45.5
2019-09-23,84,70.0,,0.7,58.8
2019-09-24,83,70.0,,0.7,58.099999999999994
2019-09-25,100,70.0,,0.7,70.0
2019-09-26,79,70.0,,0.7,55.3
2019-09-27,91,70.0,,0.7,63.699999999999996
2019-09-28,71,70.0,,0.7,49.699999999999996
2019-09-29,76,70.0,,0.7,53.199999999999996
2019-09-30,79,70.0,,0.7,55.3
2019-10-01,96,73.0,False,0.73,70.08
2019-10-02,87,73.0,,0.73,63.51
2019-10-03,94,73.0,,0.73,68.62
2019-10-04,81,73.0,,0.73,59.129999999999995
2019-10-05,80,73.0,,0.73,58.4
2019-10-06,60,73.0,,0.73,43.8
2019-10-07,86,73.0,,0.73,62.78
2019-10-08,88,73.0,,0.73,64.24
2019-10-09,100,73.0,,0.73,73.0
2019-10-10,98,73.0,,0.73,71.53999999999999
2019-10-11,71,73.0,,0.73,51.83
2019-10-12,69,73.0,,0.73,50.37
2019-10-13,72,73.0,,0.73,52.56
2019-10-14,81,73.0,,0.73,59.129999999999995
2019-10-15,77,73.0,,0.73,56.21
2019-10-16,80,73.0,,0.73,58.4
2019-10-17,82,73.0,,0.73,59.86
2019-10-18,92,73.0,,0.73,67.16
2019-10-19,63,73.0,,0.73,45.99
2019-10-20,72,73.0,,0.73,52.56
2019-10-21,76,73.0,,0.73,55.48
2019-10-22,80,73.0,,0.73,58.4
2019-10-23,82,73.0,,0.73,59.86
2019-10-24,77,73.0,,0.73,56.21
2019-10-25,80,73.0,,0.73,58.4
2019-10-26,88,73.0,,0.73,64.24
2019-10-27,72,73.0,,0.73,52.56
2019-10-28,85,73.0,,0.73,62.05
2019-10-29,81,73.0,,0.73,59.129999999999995
2019-10-30,83,73.0,,0.73,60.589999999999996
2019-10-31,88,73.0,,0.73,64.24
2019-11-01,78,72.0,False,0.72,56.16
2019-11-02,70,72.0,,0.72,50.4
2019-11-03,79,72.0,,0.72,56.879999999999995
2019-11-04,76,72.0,,0.72,54.72
2019-11-05,91,72.0,,0.72,65.52
2019-11-06,84,72.0,,0.72,60.48
2019-11-07,82,72.0,,0.72,59.04
2019-11-08,70,72.0,,0.72,50.4
2019-11-09,63,72.0,,0.72,45.36
2019-11-10,68,72.0,,0.72,48.96
2019-11-11,79,72.0,,0.72,56.879999999999995
2019-11-12,79,72.0,,0.72,56.879999999999995
2019-11-13,84,72.0,,0.72,60.48
2019-11-14,73,72.0,,0.72,52.559999999999995
2019-11-15,75,72.0,,0.72,54.0
2019-11-16,56,72.0,,0.72,40.32
2019-11-17,60,72.0,,0.72,43.199999999999996
2019-11-18,93,72.0,,0.72,66.96
2019-11-19,86,72.0,,0.72,61.919999999999995
2019-11-20,100,72.0,,0.72,72.0
2019-11-21,77,72.0,,0.72,55.44
2019-11-22,85,72.0,,0.72,61.199999999999996
2019-11-23,59,72.0,,0.72,42.48
2019-11-24,70,72.0,,0.72,50.4
2019-11-25,88,72.0,,0.72,63.36
2019-11-26,85,72.0,,0.72,61.199999999999996
2019-11-27,74,72.0,,0.72,53.28
2019-11-28,85,72.0,,0.72,61.199999999999996
2019-11-29,77,72.0,,0.72,55.44
2019-11-30,73,72.0,,0.72,52.559999999999995
2019-12-01,78,72.0,False,0.72,56.16
2019-12-02,100,72.0,,0.72,72.0
2019-12-03,77,72.0,,0.72,55.44
2019-12-04,77,72.0,,0.72,55.44
2019-12-05,93,72.0,,0.72,66.96
2019-12-06,100,72.0,,0.72,72.0
2019-12-07,77,72.0,,0.72,55.44
2019-12-08,95,72.0,,0.72,68.39999999999999
2019-12-09,95,72.0,,0.72,68.39999999999999
2019-12-10,86,72.0,,0.72,61.919999999999995
2019-12-11,81,72.0,,0.72,58.32
2019-12-12,96,72.0,,0.72,69.12
2019-12-13,85,72.0,,0.72,61.199999999999996
2019-12-14,67,72.0,,0.72,48.239999999999995
2019-12-15,77,72.0,,0.72,55.44
2019-12-16,78,72.0,,0.72,56.16
2019-12-17,77,72.0,,0.72,55.44
2019-12-18,74,72.0,,0.72,53.28
2019-12-19,96,72.0,,0.72,69.12
2019-12-20,82,72.0,,0.72,59.04
2019-12-21,68,72.0,,0.72,48.96
2019-12-22,73,72.0,,0.72,52.559999999999995
2019-12-23,74,72.0,,0.72,53.28
2019-12-24,73,72.0,,0.72,52.559999999999995
2019-12-25,86,72.0,,0.72,61.919999999999995
2019-12-26,84,72.0,,0.72,60.48
2019-12-27,85,72.0,,0.72,61.199999999999996
2019-12-28,69,72.0,,0.72,49.68
2019-12-29,76,72.0,,0.72,54.72
2019-12-30,72,72.0,,0.72,51.839999999999996
2019-12-31,85,72.0,,0.72,61.199999999999996
2020-01-01,57,71.0,False,0.71,40.47
2020-01-02,57,71.0,,0.71,40.47
2020-01-03,67,71.0,,0.71,47.57
2020-01-04,65,71.0,,0.71,46.15
2020-01-05,68,71.0,,0.71,48.28
2020-01-06,69,71.0,,0.71,48.989999999999995
2020-01-07,94,71.0,,0.71,66.74
2020-01-08,86,71.0,,0.71,61.059999999999995
2020-01-09,93,71.0,,0.71,66.03
2020-01-10,78,71.0,,0.71,55.379999999999995
2020-01-11,66,71.0,,0.71,46.86
2020-01-12,67,71.0,,0.71,47.57
2020-01-13,77,71.0,,0.71,54.669999999999995
2020-01-14,92,71.0,,0.71,65.32
2020-01-15,91,71.0,,0.71,64.61
2020-01-16,75,71.0,,0.71,53.25
2020-01-17,83,71.0,,0.71,58.93
2020-01-18,74,71.0,,0.71,52.54
2020-01-19,57,71.0,,0.71,40.47
2020-01-20,64,71.0,,0.71,45.44
2020-01-21,81,71.0,,0.71,57.51
2020-01-22,81,71.0,,0.71,57.51
2020-01-23,100,71.0,,0.71,71.0
2020-01-24,95,71.0,,0.71,67.45
2020-01-25,78,71.0,,0.71,55.379999999999995
2020-01-26,66,71.0,,0.71,46.86
2020-01-27,94,71.0,,0.71,66.74
2020-01-28,81,71.0,,0.71,57.51
2020-01-29,78,71.0,,0.71,55.379999999999995
2020-01-30,83,71.0,,0.71,58.93
2020-01-31,81,71.0,,0.71,57.51
2020-02-01,70,73.0,False,0.73,51.1
2020-02-02,71,73.0,,0.73,51.83
2020-02-03,88,73.0,,0.73,64.24
2020-02-04,87,73.0,,0.73,63.51
2020-02-05,99,73.0,,0.73,72.27
2020-02-06,96,73.0,,0.73,70.08
2020-02-07,90,73.0,,0.73,65.7
2020-02-08,68,73.0,,0.73,49.64
2020-02-09,69,73.0,,0.73,50.37
2020-02-10,90,73.0,,0.73,65.7
2020-02-11,75,73.0,,0.73,54.75
2020-02-12,87,73.0,,0.73,63.51
2020-02-13,86,73.0,,0.73,62.78
2020-02-14,86,73.0,,0.73,62.78
2020-02-15,77,73.0,,0.73,56.21
2020-02-16,59,73.0,,0.73,43.07
2020-02-17,71,73.0,,0.73,51.83
2020-02-18,97,73.0,,0.73,70.81
2020-02-19,96,73.0,,0.73,70.08
2020-02-20,91,73.0,,0.73,66.42999999999999
2020-02-21,96,73.0,,0.73,70.08
2020-02-22,68,73.0,,0.73,49.64
2020-02-23,74,73.0,,0.73,54.019999999999996
2020-02-24,78,73.0,,0.73,56.94
2020-02-25,100,73.0,,0.73,73.0
2020-02-26,99,73.0,,0.73,72.27
2020-02-27,90,73.0,,0.73,65.7
2020-02-28,98,73.0,,0.73,71.53999999999999
2020-02-29,75,73.0,,0.73,54.75
2020-03-01,58,80.0,False,0.8,46.400000000000006
2020-03-02,72,80.0,,0.8,57.6
2020-03-03,66,80.0,,0.8,52.800000000000004
2020-03-04,68,80.0,,0.8,54.400000000000006
2020-03-05,71,80.0,,0.8,56.800000000000004
2020-03-06,69,80.0,,0.8,55.2
2020-03-07,57,80.0,,0.8,45.6
2020-03-08,57,80.0,,0.8,45.6
2020-03-09,63,80.0,,0.8,50.400000000000006
2020-03-10,60,80.0,,0.8,48.0
2020-03-11,72,80.0,,0.8,57.6
2020-03-12,60,80.0,,0.8,48.0
2020-03-13,66,80.0,,0.8,52.800000000000004
2020-03-14,59,80.0,,0.8,47.2
2020-03-15,62,80.0,,0.8,49.6
2020-03-16,69,80.0,,0.8,55.2
2020-03-17,68,80.0,,0.8,54.400000000000006
2020-03-18,84,80.0,,0.8,67.2
2020-03-19,75,80.0,,0.8,60.0
2020-03-20,83,80.0,,0.8,66.4
2020-03-21,70,80.0,,0.8,56.0
2020-03-22,86,80.0,,0.8,68.8
2020-03-23,100,80.0,,0.8,80.0
2020-03-24,76,80.0,,0.8,60.800000000000004
2020-03-25,84,80.0,,0.8,67.2
2020-03-26,80,80.0,,0.8,64.0
2020-03-27,73,80.0,,0.8,58.400000000000006
2020-03-28,62,80.0,,0.8,49.6
2020-03-29,68,80.0,,0.8,54.400000000000006
2020-03-30,81,80.0,,0.8,64.8
2020-03-31,82,80.0,,0.8,65.60000000000001
2020-04-01,74,100.0,False,1.0,74.0
2020-04-02,74,100.0,,1.0,74.0
2020-04-03,88,100.0,,1.0,88.0
2020-04-04,63,100.0,,1.0,63.0
2020-04-05,76,100.0,,1.0,76.0
2020-04-06,76,100.0,,1.0,76.0
2020-04-07,85,100.0,,1.0,85.0
2020-04-08,77,100.0,,1.0,77.0
2020-04-09,85,100.0,,1.0,85.0
2020-04-10,68,100.0,,1.0,68.0
2020-04-11,69,100.0,,1.0,69.0
2020-04-12,65,100.0,,1.0,65.0
2020-04-13,80,100.0,,1.0,80.0
2020-04-14,100,100.0,,1.0,100.0
2020-04-15,86,100.0,,1.0,86.0
2020-04-16,90,100.0,,1.0,90.0
2020-04-17,85,100.0,,1.0,85.0
2020-04-18,60,100.0,,1.0,60.0
2020-04-19,71,100.0,,1.0,71.0
2020-04-20,87,100.0,,1.0,87.0
2020-04-21,91,100.0,,1.0,91.0
2020-04-22,80,100.0,,1.0,80.0
2020-04-23,70,100.0,,1.0,70.0
2020-04-24,78,100.0,,1.0,78.0
2020-04-25,75,100.0,,1.0,75.0
2020-04-26,75,100.0,,1.0,75.0
2020-04-27,85,100.0,,1.0,85.0
2020-04-28,87,100.0,,1.0,87.0
2020-04-29,85,100.0,,1.0,85.0
2020-04-30,73,100.0,,1.0,73.0
2020-05-01,100,85.0,False,0.85,85.0
2020-05-02,63,85.0,,0.85,53.55
2020-05-03,49,85.0,,0.85,41.65
2020-05-04,71,85.0,,0.85,60.35
2020-05-05,66,85.0,,0.85,56.1
2020-05-06,68,85.0,,0.85,57.8
2020-05-07,67,85.0,,0.85,56.949999999999996
2020-05-08,63,85.0,,0.85,53.55
2020-05-09,71,85.0,,0.85,60.35
2020-05-10,52,85.0,,0.85,44.199999999999996
2020-05-11,64,85.0,,0.85,54.4
2020-05-12,68,85.0,,0.85,57.8
2020-05-13,56,85.0,,0.85,47.6
2020-05-14,61,85.0,,0.85,51.85
2020-05-15,56,85.0,,0.85,47.6
2020-05-16,50,85.0,,0.85,42.5
2020-05-17,53,85.0,,0.85,45.05
2020-05-18,60,85.0,,0.85,51.0
2020-05-19,58,85.0,,0.85,49.3
2020-05-20,61,85.0,,0.85,51.85
2020-05-21,55,85.0,,0.85,46.75
2020-05-22,54,85.0,,0.85,45.9
2020-05-23,50,85.0,,0.85,42.5
2020-05-24,56,85.0,,0.85,47.6
2020-05-25,55,85.0,,0.85,46.75
2020-05-26,54,85.0,,0.85,45.9
2020-05-27,55,85.0,,0.85,46.75
2020-05-28,61,85.0,,0.85,51.85
2020-05-29,56,85.0,,0.85,47.6
2020-05-30,44,85.0,,0.85,37.4
2020-05-31,44,85.0,,0.85,37.4
2020-06-01,100,74.0,False,0.74,74.0
2020-06-02,95,74.0,,0.74,70.3
2020-06-03,88,74.0,,0.74,65.12
2020-06-04,86,74.0,,0.74,63.64
2020-06-05,90,74.0,,0.74,66.6
2020-06-06,88,74.0,,0.74,65.12
2020-06-07,73,74.0,,0.74,54.019999999999996
2020-06-08,82,74.0,,0.74,60.68
2020-06-09,93,74.0,,0.74,68.82
2020-06-10,86,74.0,,0.74,63.64
2020-06-11,87,74.0,,0.74,64.38
2020-06-12,75,74.0,,0.74,55.5
2020-06-13,72,74.0,,0.74,53.28
2020-06-14,74,74.0,,0.74,54.76
2020-06-15,80,74.0,,0.74,59.2
2020-06-16,82,74.0,,0.74,60.68
2020-06-17,84,74.0,,0.74,62.16
2020-06-18,81,74.0,,0.74,59.94
2020-06-19,78,74.0,,0.74,57.72
2020-06-20,71,74.0,,0.74,52.54
2020-06-21,82,74.0,,0.74,60.68
2020-06-22,82,74.0,,0.74,60.68
2020-06-23,81,74.0,,0.74,59.94
2020-06-24,76,74.0,,0.74,56.24
2020-06-25,70,74.0,,0.74,51.8
2020-06-26,89,74.0,,0.74,65.86
2020-06-27,81,74.0,,0.74,59.94
2020-06-28,71,74.0,,0.74,52.54
2020-06-29,98,74.0,,0.74,72.52
2020-06-30,90,74.0,,0.74,66.6
2020-07-01,78,73.0,False,0.73,56.94
2020-07-02,78,73.0,,0.73,56.94
2020-07-03,79,73.0,,0.73,57.67
2020-07-04,86,73.0,,0.73,62.78
2020-07-05,88,73.0,,0.73,64.24
2020-07-06,76,73.0,,0.73,55.48
2020-07-07,80,73.0,,0.73,58.4
2020-07-08,73,73.0,,0.73,53.29
2020-07-09,79,73.0,,0.73,57.67
2020-07-10,70,73.0,,0.73,51.1
2020-07-11,85,73.0,,0.73,62.05
2020-07-12,79,73.0,,0.73,57.67
2020-07-13,82,73.0,,0.73,59.86
2020-07-14,78,73.0,,0.73,56.94
2020-07-15,91,73.0,,0.73,66.42999999999999
2020-07-16,84,73.0,,0.73,61.32
2020-07-17,86,73.0,,0.73,62.78
2020-07-18,88,73.0,,0.73,64.24
2020-07-19,97,73.0,,0.73,70.81
2020-07-20,93,73.0,,0.73,67.89
2020-07-21,100,73.0,,0.73,73.0
2020-07-22,99,73.0,,0.73,72.27
2020-07-23,90,73.0,,0.73,65.7
2020-07-24,91,73.0,,0.73,66.42999999999999
2020-07-25,94,73.0,,0.73,68.62
2020-07-26,75,73.0,,0.73,54.75
2020-07-27,75,73.0,,0.73,54.75
2020-07-28,82,73.0,,0.73,59.86
2020-07-29,83,73.0,,0.73,60.589999999999996
2020-07-30,76,73.0,,0.73,55.48
2020-07-31,87,73.0,,0.73,63.51
2020-08-01,55,78.0,False,0.78,42.9
2020-08-02,60,78.0,,0.78,46.800000000000004
2020-08-03,71,78.0,,0.78,55.38
2020-08-04,68,78.0,,0.78,53.04
2020-08-05,73,78.0,,0.78,56.940000000000005
2020-08-06,68,78.0,,0.78,53.04
2020-08-07,66,78.0,,0.78,51.480000000000004
2020-08-08,59,78.0,,0.78,46.02
2020-08-09,65,78.0,,0.78,50.7
2020-08-10,94,78.0,,0.78,73.32000000000001
2020-08-11,87,78.0,,0.78,67.86
2020-08-12,73,78.0,,0.78,56.940000000000005
2020-08-13,68,78.0,,0.78,53.04
2020-08-14,78,78.0,,0.78,60.84
2020-08-15,67,78.0,,0.78,52.260000000000005
2020-08-16,73,78.0,,0.78,56.940000000000005
2020-08-17,62,78.0,,0.78,48.36
2020-08-18,60,78.0,,0.78,46.800000000000004
2020-08-19,72,78.0,,0.78,56.160000000000004
2020-08-20,69,78.0,,0.78,53.82
2020-08-21,74,78.0,,0.78,57.72
2020-08-22,74,78.0,,0.78,57.72
2020-08-23,84,78.0,,0.78,65.52
2020-08-24,100,78.0,,0.78,78.0
2020-08-25,78,78.0,,0.78,60.84
2020-08-26,71,78.0,,0.78,55.38
2020-08-27,75,78.0,,0.78,58.5
2020-08-28,88,78.0,,0.78,68.64
2020-08-29,69,78.0,,0.78,53.82
2020-08-30,78,78.0,,0.78,60.84
2020-08-31,70,78.0,,0.78,54.6
2020-09-01,64,78.0,False,0.78,49.92
2020-09-02,80,78.0,,0.78,62.400000000000006
2020-09-03,80,78.0,,0.78,62.400000000000006
2020-09-04,82,78.0,,0.78,63.96
2020-09-05,74,78.0,,0.78,57.72
2020-09-06,84,78.0,,0.78,65.52
2020-09-07,80,78.0,,0.78,62.400000000000006
2020-09-08,81,78.0,,0.78,63.18
2020-09-09,85,78.0,,0.78,66.3
2020-09-10,89,78.0,,0.78,69.42
2020-09-11,69,78.0,,0.78,53.82
2020-09-12,60,78.0,,0.78,46.800000000000004
2020-09-13,76,78.0,,0.78,59.28
2020-09-14,89,78.0,,0.78,69.42
2020-09-15,92,78.0,,0.78,71.76
2020-09-16,91,78.0,,0.78,70.98
2020-09-17,100,78.0,,0.78,78.0
2020-09-18,73,78.0,,0.78,56.940000000000005
2020-09-19,74,78.0,,0.78,57.72
2020-09-20,77,78.0,,0.78,60.06
2020-09-21,77,78.0,,0.78,60.06
2020-09-22,88,78.0,,0.78,68.64
2020-09-23,87,78.0,,0.78,67.86
2020-09-24,89,78.0,,0.78,69.42
2020-09-25,83,78.0,,0.78,64.74000000000001
2020-09-26,64,78.0,,0.78,49.92
2020-09-27,71,78.0,,0.78,55.38
2020-09-28,86,78.0,,0.78,67.08
2020-09-29,86,78.0,,0.78,67.08
2020-09-30,87,78.0,,0.78,67.86
2020-10-01,66,89.0,False,0.89,58.74
2020-10-02,76,89.0,,0.89,67.64
2020-10-03,70,89.0,,0.89,62.300000000000004
2020-10-04,69,89.0,,0.89,61.410000000000004
2020-10-05,100,89.0,,0.89,89.0
2020-10-06,87,89.0,,0.89,77.43
2020-10-07,80,89.0,,0.89,71.2
2020-10-08,83,89.0,,0.89,73.87
2020-10-09,62,89.0,,0.89,55.18
2020-10-10,54,89.0,,0.89,48.06
2020-10-11,73,89.0,,0.89,64.97
2020-10-12,63,89.0,,0.89,56.07
2020-10-13,71,89.0,,0.89,63.19
2020-10-14,70,89.0,,0.89,62.300000000000004
2020-10-15,66,89.0,,0.89,58.74
2020-10-16,60,89.0,,0.89,53.4
2020-10-17,55,89.0,,0.89,48.95
2020-10-18,49,89.0,,0.89,43.61
2020-10-19,54,89.0,,0.89,48.06
2020-10-20,56,89.0,,0.89,49.84
2020-10-21,66,89.0,,0.89,58.74
2020-10-22,52,89.0,,0.89,46.28
2020-10-23,59,89.0,,0.89,52.51
2020-10-24,50,89.0,,0.89,44.5
2020-10-25,45,89.0,,0.89,40.05
2020-10-26,52,89.0,,0.89,46.28
2020-10-27,60,89.0,,0.89,53.4
2020-10-28,56,89.0,,0.89,49.84
2020-10-29,56,89.0,,0.89,49.84
2020-10-30,65,89.0,,0.89,57.85
2020-10-31,53,89.0,,0.89,47.17
2020-11-01,83,79.0,False,0.79,65.57000000000001
2020-11-02,83,79.0,,0.79,65.57000000000001
2020-11-03,82,79.0,,0.79,64.78
2020-11-04,84,79.0,,0.79,66.36
2020-11-05,88,79.0,,0.79,69.52000000000001
2020-11-06,81,79.0,,0.79,63.99
2020-11-07,99,79.0,,0.79,78.21000000000001
2020-11-08,89,79.0,,0.79,70.31
2020-11-09,90,79.0,,0.79,71.10000000000001
2020-11-10,92,79.0,,0.79,72.68
2020-11-11,75,79.0,,0.79,59.25
2020-11-12,77,79.0,,0.79,60.830000000000005
2020-11-13,94,79.0,,0.79,74.26
2020-11-14,72,79.0,,0.79,56.88
2020-11-15,72,79.0,,0.79,56.88
2020-11-16,89,79.0,,0.79,70.31
2020-11-17,97,79.0,,0.79,76.63000000000001
2020-11-18,86,79.0,,0.79,67.94
2020-11-19,83,79.0,,0.79,65.57000000000001
2020-11-20,100,79.0,,0.79,79.0
2020-11-21,67,79.0,,0.79,52.93
2020-11-22,72,79.0,,0.79,56.88
2020-11-23,93,79.0,,0.79,73.47
2020-11-24,82,79.0,,0.79,64.78
2020-11-25,86,79.0,,0.79,67.94
2020-11-26,74,79.0,,0.79,58.46
2020-11-27,74,79.0,,0.79,58.46
2020-11-28,67,79.0,,0.79,52.93
2020-11-29,69,79.0,,0.79,54.510000000000005
2020-11-30,85,79.0,,0.79,67.15
2020-12-01,99,76.0,False,0.76,75.24
2020-12-02,82,76.0,,0.76,62.32
2020-12-03,100,76.0,,0.76,76.0
2020-12-04,71,76.0,,0.76,53.96
2020-12-05,71,76.0,,0.76,53.96
2020-12-06,54,76.0,,0.76,41.04
2020-12-07,86,76.0,,0.76,65.36
2020-12-08,77,76.0,,0.76,58.52
2020-12-09,79,76.0,,0.76,60.04
2020-12-10,85,76.0,,0.76,64.6
2020-12-11,81,76.0,,0.76,61.56
2020-12-12,72,76.0,,0.76,54.72
2020-12-13,80,76.0,,0.76,60.8
2020-12-14,76,76.0,,0.76,57.76
2020-12-15,88,76.0,,0.76,66.88
2020-12-16,95,76.0,,0.76,72.2
2020-12-17,98,76.0,,0.76,74.48
2020-12-18,86,76.0,,0.76,65.36
2020-12-19,73,76.0,,0.76,55.480000000000004
2020-12-20,70,76.0,,0.76,53.2
2020-12-21,70,76.0,,0.76,53.2
2020-12-22,71,76.0,,0.76,53.96
2020-12-23,67,76.0,,0.76,50.92
2020-12-24,70,76.0,,0.76,53.2
2020-12-25,78,76.0,,0.76,59.28
2020-12-26,72,76.0,,0.76,54.72
2020-12-27,79,76.0,,0.76,60.04
2020-12-28,71,76.0,,0.76,53.96
2020-12-29,75,76.0,,0.76,57.0
2020-12-30,60,76.0,,0.76,45.6
2020-12-31,55,76.0,,0.76,41.8
2021-01-01,51,87.0,False,0.87,44.37
2021-01-02,42,87.0,,0.87,36.54
2021-01-03,48,87.0,,0.87,41.76
2021-01-04,52,87.0,,0.87,45.24
2021-01-05,54,87.0,,0.87,46.98
2021-01-06,63,87.0,,0.87,54.81
2021-01-07,90,87.0,,0.87,78.3
2021-01-08,61,87.0,,0.87,53.07
2021-01-09,64,87.0,,0.87,55.68
2021-01-10,67,87.0,,0.87,58.29
2021-01-11,58,87.0,,0.87,50.46
2021-01-12,52,87.0,,0.87,45.24
2021-01-13,63,87.0,,0.87,54.81
2021-01-14,62,87.0,,0.87,53.94
2021-01-15,61,87.0,,0.87,53.07
2021-01-16,69,87.0,,0.87,60.03
2021-01-17,59,87.0,,0.87,51.33
2021-01-18,57,87.0,,0.87,49.589999999999996
2021-01-19,66,87.0,,0.87,57.42
2021-01-20,85,87.0,,0.87,73.95
2021-01-21,100,87.0,,0.87,87.0
2021-01-22,85,87.0,,0.87,73.95
2021-01-23,68,87.0,,0.87,59.16
2021-01-24,56,87.0,,0.87,48.72
2021-01-25,69,87.0,,0.87,60.03
2021-01-26,63,87.0,,0.87,54.81
2021-01-27,66,87.0,,0.87,57.42
2021-01-28,70,87.0,,0.87,60.9
2021-01-29,71,87.0,,0.87,61.77
2021-01-30,63,87.0,,0.87,54.81
2021-01-31,62,87.0,,0.87,53.94
2021-02-01,88,80.0,False,0.8,70.4
2021-02-02,95,80.0,,0.8,76.0
2021-02-03,100,80.0,,0.8,80.0
2021-02-04,93,80.0,,0.8,74.4
2021-02-05,93,80.0,,0.8,74.4
2021-02-06,91,80.0,,0.8,72.8
2021-02-07,69,80.0,,0.8,55.2
2021-02-08,86,80.0,,0.8,68.8
2021-02-09,99,80.0,,0.8,79.2
2021-02-10,99,80.0,,0.8,79.2
2021-02-11,78,80.0,,0.8,62.400000000000006
2021-02-12,72,80.0,,0.8,57.6
2021-02-13,77,80.0,,0.8,61.6
2021-02-14,72,80.0,,0.8,57.6
2021-02-15,84,80.0,,0.8,67.2
2021-02-16,87,80.0,,0.8,69.60000000000001
2021-02-17,78,80.0,,0.8,62.400000000000006
2021-02-18,85,80.0,,0.8,68.0
2021-02-19,78,80.0,,0.8,62.400000000000006
2021-02-20,68,80.0,,0.8,54.400000000000006
2021-02-21,65,80.0,,0.8,52.0
2021-02-22,70,80.0,,0.8,56.0
2021-02-23,79,80.0,,0.8,63.2
2021-02-24,84,80.0,,0.8,67.2
2021-02-25,93,80.0,,0.8,74.4
2021-02-26,79,80.0,,0.8,63.2
2021-02-27,81,80.0,,0.8,64.8
2021-02-28,69,80.0,,0.8,55.2
2021-03-01,93,73.0,False,0.73,67.89
2021-03-02,87,73.0,,0.73,63.51
2021-03-03,85,73.0,,0.73,62.05
2021-03-04,87,73.0,,0.73,63.51
2021-03-05,86,73.0,,0.73,62.78
2021-03-06,74,73.0,,0.73,54.019999999999996
2021-03-07,69,73.0,,0.73,50.37
2021-03-08,84,73.0,,0.73,61.32
2021-03-09,73,73.0,,0.73,53.29
2021-03-10,100,73.0,,0.73,73.0
2021-03-11,87,73.0,,0.73,63.51
2021-03-12,75,73.0,,0.73,54.75
2021-03-13,78,73.0,,0.73,56.94
2021-03-14,68,73.0,,0.73,49.64
2021-03-15,86,73.0,,0.73,62.78
2021-03-16,81,73.0,,0.73,59.129999999999995
2021-03-17,70,73.0,,0.73,51.1
2021-03-18,88,73.0,,0.73,64.24
2021-03-19,83,73.0,,0.73,60.589999999999996
2021-03-20,87,73.0,,0.73,63.51
2021-03-21,79,73.0,,0.73,57.67
2021-03-22,83,73.0,,0.73,60.589999999999996
2021-03-23,63,73.0,,0.73,45.99
2021-03-24,85,73.0,,0.73,62.05
2021-03-25,100,73.0,,0.73,73.0
2021-03-26,77,73.0,,0.73,56.21
2021-03-27,70,73.0,,0.73,51.1
2021-03-28,80,73.0,,0.73,58.4
2021-03-29,88,73.0,,0.73,64.24
2021-03-30,76,73.0,,0.73,55.48
2021-03-31,71,73.0,,0.73,51.83
2021-04-01,89,71.0,False,0.71,63.19
2021-04-02,74,71.0,,0.71,52.54
2021-04-03,73,71.0,,0.71,51.83
2021-04-04,73,71.0,,0.71,51.83
2021-04-05,82,71.0,,0.71,58.22
2021-04-06,78,71.0,,0.71,55.379999999999995
2021-04-07,82,71.0,,0.71,58.22
2021-04-08,96,71.0,,0.71,68.16
2021-04-09,82,71.0,,0.71,58.22
2021-04-10,78,71.0,,0.71,55.379999999999995
2021-04-11,66,71.0,,0.71,46.86
2021-04-12,98,71.0,,0.71,69.58
2021-04-13,69,71.0,,0.71,48.989999999999995
2021-04-14,96,71.0,,0.71,68.16
2021-04-15,88,71.0,,0.71,62.48
2021-04-16,77,71.0,,0.71,54.669999999999995
2021-04-17,86,71.0,,0.71,61.059999999999995
2021-04-18,75,71.0,,0.71,53.25
2021-04-19,88,71.0,,0.71,62.48
2021-04-20,84,71.0,,0.71,59.64
2021-04-21,79,71.0,,0.71,56.089999999999996
2021-04-22,82,71.0,,0.71,58.22
2021-04-23,65,71.0,,0.71,46.15
2021-04-24,78,71.0,,0.71,55.379999999999995
2021-04-25,74,71.0,,0.71,52.54
2021-04-26,91,71.0,,0.71,64.61
2021-04-27,100,71.0,,0.71,71.0
