date,NOK_unscaled,NOK_monthly,isPartial,scale,NOK
2019-08-18,55,9.0,,0.09,4.95
2019-08-19,47,9.0,,0.09,4.2299999999999995
2019-08-20,56,9.0,,0.09,5.04
2019-08-21,67,9.0,,0.09,6.029999999999999
2019-08-22,54,9.0,,0.09,4.859999999999999
2019-08-23,68,9.0,,0.09,6.12
2019-08-24,51,9.0,,0.09,4.59
2019-08-25,42,9.0,,0.09,3.78
2019-08-26,79,9.0,,0.09,7.109999999999999
2019-08-27,74,9.0,,0.09,6.66
2019-08-28,84,9.0,,0.09,7.56
2019-08-29,68,9.0,,0.09,6.12
2019-08-30,91,9.0,,0.09,8.19
2019-08-31,38,9.0,,0.09,3.42
2019-09-01,42,8.0,False,0.08,3.36
2019-09-02,62,8.0,,0.08,4.96
2019-09-03,71,8.0,,0.08,5.68
2019-09-04,71,8.0,,0.08,5.68
2019-09-05,56,8.0,,0.08,4.48
2019-09-06,75,8.0,,0.08,6.0
2019-09-07,46,8.0,,0.08,3.68
2019-09-08,43,8.0,,0.08,3.44
2019-09-09,69,8.0,,0.08,5.5200000000000005
2019-09-10,62,8.0,,0.08,4.96
2019-09-11,75,8.0,,0.08,6.0
2019-09-12,79,8.0,,0.08,6.32
2019-09-13,60,8.0,,0.08,4.8
2019-09-14,47,8.0,,0.08,3.7600000000000002
2019-09-15,43,8.0,,0.08,3.44
2019-09-16,60,8.0,,0.08,4.8
2019-09-17,72,8.0,,0.08,5.76
2019-09-18,82,8.0,,0.08,6.5600000000000005
2019-09-19,73,8.0,,0.08,5.84
2019-09-20,84,8.0,,0.08,6.72
2019-09-21,55,8.0,,0.08,4.4
2019-09-22,50,8.0,,0.08,4.0
2019-09-23,72,8.0,,0.08,5.76
2019-09-24,77,8.0,,0.08,6.16
2019-09-25,59,8.0,,0.08,4.72
2019-09-26,63,8.0,,0.08,5.04
2019-09-27,70,8.0,,0.08,5.6000000000000005
2019-09-28,44,8.0,,0.08,3.52
2019-09-29,28,8.0,,0.08,2.24
2019-09-30,100,8.0,,0.08,8.0
2019-10-01,43,11.0,False,0.11,4.73
2019-10-02,42,11.0,,0.11,4.62
2019-10-03,50,11.0,,0.11,5.5
2019-10-04,50,11.0,,0.11,5.5
2019-10-05,36,11.0,,0.11,3.96
2019-10-06,21,11.0,,0.11,2.31
2019-10-07,41,11.0,,0.11,4.51
2019-10-08,29,11.0,,0.11,3.19
2019-10-09,40,11.0,,0.11,4.4
2019-10-10,34,11.0,,0.11,3.74
2019-10-11,42,11.0,,0.11,4.62
2019-10-12,28,11.0,,0.11,3.08
2019-10-13,28,11.0,,0.11,3.08
2019-10-14,45,11.0,,0.11,4.95
2019-10-15,36,11.0,,0.11,3.96
2019-10-16,45,11.0,,0.11,4.95
2019-10-17,45,11.0,,0.11,4.95
2019-10-18,49,11.0,,0.11,5.39
2019-10-19,28,11.0,,0.11,3.08
2019-10-20,30,11.0,,0.11,3.3
2019-10-21,45,11.0,,0.11,4.95
2019-10-22,44,11.0,,0.11,4.84
2019-10-23,42,11.0,,0.11,4.62
2019-10-24,100,11.0,,0.11,11.0
2019-10-25,65,11.0,,0.11,7.15
2019-10-26,20,11.0,,0.11,2.2
2019-10-27,33,11.0,,0.11,3.63
2019-10-28,48,11.0,,0.11,5.28
2019-10-29,66,11.0,,0.11,7.26
2019-10-30,57,11.0,,0.11,6.2700000000000005
2019-10-31,53,11.0,,0.11,5.83
2019-11-01,67,10.0,False,0.1,6.7
2019-11-02,57,10.0,,0.1,5.7
2019-11-03,45,10.0,,0.1,4.5
2019-11-04,87,10.0,,0.1,8.700000000000001
2019-11-05,86,10.0,,0.1,8.6
2019-11-06,88,10.0,,0.1,8.8
2019-11-07,87,10.0,,0.1,8.700000000000001
2019-11-08,79,10.0,,0.1,7.9
2019-11-09,47,10.0,,0.1,4.7
2019-11-10,57,10.0,,0.1,5.7
2019-11-11,100,10.0,,0.1,10.0
2019-11-12,77,10.0,,0.1,7.7
2019-11-13,76,10.0,,0.1,7.6000000000000005
2019-11-14,91,10.0,,0.1,9.1
2019-11-15,60,10.0,,0.1,6.0
2019-11-16,48,10.0,,0.1,4.800000000000001
2019-11-17,42,10.0,,0.1,4.2
2019-11-18,64,10.0,,0.1,6.4
2019-11-19,86,10.0,,0.1,8.6
2019-11-20,100,10.0,,0.1,10.0
2019-11-21,97,10.0,,0.1,9.700000000000001
2019-11-22,70,10.0,,0.1,7.0
2019-11-23,46,10.0,,0.1,4.6000000000000005
2019-11-24,48,10.0,,0.1,4.800000000000001
2019-11-25,89,10.0,,0.1,8.9
2019-11-26,81,10.0,,0.1,8.1
2019-11-27,99,10.0,,0.1,9.9
2019-11-28,49,10.0,,0.1,4.9
2019-11-29,91,10.0,,0.1,9.1
2019-11-30,53,10.0,,0.1,5.300000000000001
2019-12-01,48,9.0,False,0.09,4.32
2019-12-02,90,9.0,,0.09,8.1
2019-12-03,87,9.0,,0.09,7.83
2019-12-04,84,9.0,,0.09,7.56
2019-12-05,68,9.0,,0.09,6.12
2019-12-06,57,9.0,,0.09,5.13
2019-12-07,71,9.0,,0.09,6.39
2019-12-08,41,9.0,,0.09,3.69
2019-12-09,79,9.0,,0.09,7.109999999999999
2019-12-10,94,9.0,,0.09,8.459999999999999
2019-12-11,100,9.0,,0.09,9.0
2019-12-12,98,9.0,,0.09,8.82
2019-12-13,77,9.0,,0.09,6.93
2019-12-14,57,9.0,,0.09,5.13
2019-12-15,69,9.0,,0.09,6.21
2019-12-16,90,9.0,,0.09,8.1
2019-12-17,84,9.0,,0.09,7.56
2019-12-18,78,9.0,,0.09,7.02
2019-12-19,91,9.0,,0.09,8.19
2019-12-20,72,9.0,,0.09,6.4799999999999995
2019-12-21,39,9.0,,0.09,3.51
2019-12-22,53,9.0,,0.09,4.77
2019-12-23,57,9.0,,0.09,5.13
2019-12-24,60,9.0,,0.09,5.3999999999999995
2019-12-25,36,9.0,,0.09,3.2399999999999998
2019-12-26,71,9.0,,0.09,6.39
2019-12-27,75,9.0,,0.09,6.75
2019-12-28,64,9.0,,0.09,5.76
2019-12-29,56,9.0,,0.09,5.04
2019-12-30,66,9.0,,0.09,5.9399999999999995
2019-12-31,96,9.0,,0.09,8.64
2020-01-01,38,12.0,False,0.12,4.56
2020-01-02,82,12.0,,0.12,9.84
2020-01-03,79,12.0,,0.12,9.48
2020-01-04,33,12.0,,0.12,3.96
2020-01-05,52,12.0,,0.12,6.24
2020-01-06,72,12.0,,0.12,8.64
2020-01-07,94,12.0,,0.12,11.28
2020-01-08,88,12.0,,0.12,10.559999999999999
2020-01-09,100,12.0,,0.12,12.0
2020-01-10,79,12.0,,0.12,9.48
2020-01-11,41,12.0,,0.12,4.92
2020-01-12,45,12.0,,0.12,5.3999999999999995
2020-01-13,80,12.0,,0.12,9.6
2020-01-14,99,12.0,,0.12,11.879999999999999
2020-01-15,79,12.0,,0.12,9.48
2020-01-16,80,12.0,,0.12,9.6
2020-01-17,69,12.0,,0.12,8.28
2020-01-18,39,12.0,,0.12,4.68
2020-01-19,53,12.0,,0.12,6.359999999999999
2020-01-20,53,12.0,,0.12,6.359999999999999
2020-01-21,74,12.0,,0.12,8.879999999999999
2020-01-22,84,12.0,,0.12,10.08
2020-01-23,71,12.0,,0.12,8.52
2020-01-24,66,12.0,,0.12,7.92
2020-01-25,58,12.0,,0.12,6.96
2020-01-26,34,12.0,,0.12,4.08
2020-01-27,65,12.0,,0.12,7.8
2020-01-28,70,12.0,,0.12,8.4
2020-01-29,59,12.0,,0.12,7.08
2020-01-30,64,12.0,,0.12,7.68
2020-01-31,87,12.0,,0.12,10.44
2020-02-01,44,12.0,False,0.12,5.279999999999999
2020-02-02,37,12.0,,0.12,4.4399999999999995
2020-02-03,51,12.0,,0.12,6.12
2020-02-04,61,12.0,,0.12,7.319999999999999
2020-02-05,66,12.0,,0.12,7.92
2020-02-06,70,12.0,,0.12,8.4
2020-02-07,98,12.0,,0.12,11.76
2020-02-08,25,12.0,,0.12,3.0
2020-02-09,31,12.0,,0.12,3.7199999999999998
2020-02-10,73,12.0,,0.12,8.76
2020-02-11,100,12.0,,0.12,12.0
2020-02-12,64,12.0,,0.12,7.68
2020-02-13,65,12.0,,0.12,7.8
2020-02-14,66,12.0,,0.12,7.92
2020-02-15,32,12.0,,0.12,3.84
2020-02-16,48,12.0,,0.12,5.76
2020-02-17,31,12.0,,0.12,3.7199999999999998
2020-02-18,70,12.0,,0.12,8.4
2020-02-19,67,12.0,,0.12,8.04
2020-02-20,69,12.0,,0.12,8.28
2020-02-21,58,12.0,,0.12,6.96
2020-02-22,37,12.0,,0.12,4.4399999999999995
2020-02-23,47,12.0,,0.12,5.64
2020-02-24,67,12.0,,0.12,8.04
2020-02-25,56,12.0,,0.12,6.72
2020-02-26,70,12.0,,0.12,8.4
2020-02-27,68,12.0,,0.12,8.16
2020-02-28,58,12.0,,0.12,6.96
2020-02-29,41,12.0,,0.12,4.92
2020-03-01,29,12.0,False,0.12,3.48
2020-03-02,72,12.0,,0.12,8.64
2020-03-03,80,12.0,,0.12,9.6
2020-03-04,73,12.0,,0.12,8.76
2020-03-05,88,12.0,,0.12,10.559999999999999
2020-03-06,71,12.0,,0.12,8.52
2020-03-07,65,12.0,,0.12,7.8
2020-03-08,34,12.0,,0.12,4.08
2020-03-09,74,12.0,,0.12,8.879999999999999
2020-03-10,79,12.0,,0.12,9.48
2020-03-11,78,12.0,,0.12,9.36
2020-03-12,100,12.0,,0.12,12.0
2020-03-13,81,12.0,,0.12,9.719999999999999
2020-03-14,45,12.0,,0.12,5.3999999999999995
2020-03-15,47,12.0,,0.12,5.64
2020-03-16,92,12.0,,0.12,11.04
2020-03-17,78,12.0,,0.12,9.36
2020-03-18,65,12.0,,0.12,7.8
2020-03-19,88,12.0,,0.12,10.559999999999999
2020-03-20,93,12.0,,0.12,11.16
2020-03-21,56,12.0,,0.12,6.72
2020-03-22,31,12.0,,0.12,3.7199999999999998
2020-03-23,75,12.0,,0.12,9.0
2020-03-24,92,12.0,,0.12,11.04
2020-03-25,75,12.0,,0.12,9.0
2020-03-26,86,12.0,,0.12,10.32
2020-03-27,88,12.0,,0.12,10.559999999999999
2020-03-28,46,12.0,,0.12,5.52
2020-03-29,57,12.0,,0.12,6.84
2020-03-30,69,12.0,,0.12,8.28
2020-03-31,56,12.0,,0.12,6.72
2020-04-01,83,10.0,False,0.1,8.3
2020-04-02,74,10.0,,0.1,7.4
2020-04-03,65,10.0,,0.1,6.5
2020-04-04,52,10.0,,0.1,5.2
2020-04-05,45,10.0,,0.1,4.5
2020-04-06,81,10.0,,0.1,8.1
2020-04-07,74,10.0,,0.1,7.4
2020-04-08,74,10.0,,0.1,7.4
2020-04-09,70,10.0,,0.1,7.0
2020-04-10,51,10.0,,0.1,5.1000000000000005
2020-04-11,40,10.0,,0.1,4.0
2020-04-12,32,10.0,,0.1,3.2
2020-04-13,60,10.0,,0.1,6.0
2020-04-14,80,10.0,,0.1,8.0
2020-04-15,80,10.0,,0.1,8.0
2020-04-16,82,10.0,,0.1,8.200000000000001
2020-04-17,94,10.0,,0.1,9.4
2020-04-18,50,10.0,,0.1,5.0
2020-04-19,47,10.0,,0.1,4.7
2020-04-20,97,10.0,,0.1,9.700000000000001
2020-04-21,73,10.0,,0.1,7.300000000000001
2020-04-22,82,10.0,,0.1,8.200000000000001
2020-04-23,79,10.0,,0.1,7.9
2020-04-24,66,10.0,,0.1,6.6000000000000005
2020-04-25,51,10.0,,0.1,5.1000000000000005
2020-04-26,35,10.0,,0.1,3.5
2020-04-27,94,10.0,,0.1,9.4
2020-04-28,69,10.0,,0.1,6.9
2020-04-29,73,10.0,,0.1,7.300000000000001
2020-04-30,100,10.0,,0.1,10.0
2020-05-01,75,10.0,False,0.1,7.5
2020-05-02,41,10.0,,0.1,4.1000000000000005
2020-05-03,41,10.0,,0.1,4.1000000000000005
2020-05-04,57,10.0,,0.1,5.7
2020-05-05,60,10.0,,0.1,6.0
2020-05-06,72,10.0,,0.1,7.2
2020-05-07,73,10.0,,0.1,7.300000000000001
2020-05-08,65,10.0,,0.1,6.5
2020-05-09,44,10.0,,0.1,4.4
2020-05-10,46,10.0,,0.1,4.6000000000000005
2020-05-11,84,10.0,,0.1,8.4
2020-05-12,67,10.0,,0.1,6.7
2020-05-13,62,10.0,,0.1,6.2
2020-05-14,64,10.0,,0.1,6.4
2020-05-15,66,10.0,,0.1,6.6000000000000005
2020-05-16,39,10.0,,0.1,3.9000000000000004
2020-05-17,35,10.0,,0.1,3.5
2020-05-18,60,10.0,,0.1,6.0
2020-05-19,78,10.0,,0.1,7.800000000000001
2020-05-20,70,10.0,,0.1,7.0
2020-05-21,82,10.0,,0.1,8.200000000000001
2020-05-22,70,10.0,,0.1,7.0
2020-05-23,46,10.0,,0.1,4.6000000000000005
2020-05-24,55,10.0,,0.1,5.5
2020-05-25,41,10.0,,0.1,4.1000000000000005
2020-05-26,94,10.0,,0.1,9.4
2020-05-27,100,10.0,,0.1,10.0
2020-05-28,77,10.0,,0.1,7.7
2020-05-29,71,10.0,,0.1,7.1000000000000005
2020-05-30,47,10.0,,0.1,4.7
2020-05-31,43,10.0,,0.1,4.3
2020-06-01,80,13.0,False,0.13,10.4
2020-06-02,81,13.0,,0.13,10.530000000000001
2020-06-03,100,13.0,,0.13,13.0
2020-06-04,63,13.0,,0.13,8.19
2020-06-05,74,13.0,,0.13,9.620000000000001
2020-06-06,42,13.0,,0.13,5.46
2020-06-07,31,13.0,,0.13,4.03
2020-06-08,75,13.0,,0.13,9.75
2020-06-09,60,13.0,,0.13,7.800000000000001
2020-06-10,71,13.0,,0.13,9.23
2020-06-11,52,13.0,,0.13,6.76
2020-06-12,66,13.0,,0.13,8.58
2020-06-13,38,13.0,,0.13,4.94
2020-06-14,41,13.0,,0.13,5.33
2020-06-15,53,13.0,,0.13,6.890000000000001
2020-06-16,63,13.0,,0.13,8.19
2020-06-17,71,13.0,,0.13,9.23
2020-06-18,59,13.0,,0.13,7.67
2020-06-19,53,13.0,,0.13,6.890000000000001
2020-06-20,42,13.0,,0.13,5.46
2020-06-21,43,13.0,,0.13,5.59
2020-06-22,62,13.0,,0.13,8.06
2020-06-23,46,13.0,,0.13,5.98
2020-06-24,54,13.0,,0.13,7.0200000000000005
2020-06-25,74,13.0,,0.13,9.620000000000001
2020-06-26,52,13.0,,0.13,6.76
2020-06-27,31,13.0,,0.13,4.03
2020-06-28,33,13.0,,0.13,4.29
2020-06-29,76,13.0,,0.13,9.88
2020-06-30,46,13.0,,0.13,5.98
2020-07-01,42,12.0,False,0.12,5.04
2020-07-02,53,12.0,,0.12,6.359999999999999
2020-07-03,26,12.0,,0.12,3.12
2020-07-04,24,12.0,,0.12,2.88
2020-07-05,28,12.0,,0.12,3.36
2020-07-06,72,12.0,,0.12,8.64
2020-07-07,61,12.0,,0.12,7.319999999999999
2020-07-08,49,12.0,,0.12,5.88
2020-07-09,54,12.0,,0.12,6.4799999999999995
2020-07-10,61,12.0,,0.12,7.319999999999999
2020-07-11,30,12.0,,0.12,3.5999999999999996
2020-07-12,36,12.0,,0.12,4.32
2020-07-13,52,12.0,,0.12,6.24
2020-07-14,60,12.0,,0.12,7.199999999999999
2020-07-15,63,12.0,,0.12,7.56
2020-07-16,47,12.0,,0.12,5.64
2020-07-17,58,12.0,,0.12,6.96
2020-07-18,21,12.0,,0.12,2.52
2020-07-19,32,12.0,,0.12,3.84
2020-07-20,56,12.0,,0.12,6.72
2020-07-21,60,12.0,,0.12,7.199999999999999
2020-07-22,52,12.0,,0.12,6.24
2020-07-23,52,12.0,,0.12,6.24
2020-07-24,39,12.0,,0.12,4.68
2020-07-25,28,12.0,,0.12,3.36
2020-07-26,30,12.0,,0.12,3.5999999999999996
2020-07-27,51,12.0,,0.12,6.12
2020-07-28,57,12.0,,0.12,6.84
2020-07-29,61,12.0,,0.12,7.319999999999999
2020-07-30,52,12.0,,0.12,6.24
2020-07-31,100,12.0,,0.12,12.0
2020-08-01,51,11.0,False,0.11,5.61
2020-08-02,46,11.0,,0.11,5.06
2020-08-03,87,11.0,,0.11,9.57
2020-08-04,100,11.0,,0.11,11.0
2020-08-05,95,11.0,,0.11,10.45
2020-08-06,83,11.0,,0.11,9.13
2020-08-07,83,11.0,,0.11,9.13
2020-08-08,49,11.0,,0.11,5.39
2020-08-09,24,11.0,,0.11,2.64
2020-08-10,69,11.0,,0.11,7.59
2020-08-11,64,11.0,,0.11,7.04
2020-08-12,92,11.0,,0.11,10.12
2020-08-13,81,11.0,,0.11,8.91
2020-08-14,87,11.0,,0.11,9.57
2020-08-15,59,11.0,,0.11,6.49
2020-08-16,46,11.0,,0.11,5.06
2020-08-17,78,11.0,,0.11,8.58
2020-08-18,58,11.0,,0.11,6.38
2020-08-19,64,11.0,,0.11,7.04
2020-08-20,75,11.0,,0.11,8.25
2020-08-21,80,11.0,,0.11,8.8
2020-08-22,39,11.0,,0.11,4.29
2020-08-23,35,11.0,,0.11,3.85
2020-08-24,67,11.0,,0.11,7.37
2020-08-25,68,11.0,,0.11,7.48
2020-08-26,75,11.0,,0.11,8.25
2020-08-27,80,11.0,,0.11,8.8
2020-08-28,50,11.0,,0.11,5.5
2020-08-29,38,11.0,,0.11,4.18
2020-08-30,31,11.0,,0.11,3.41
2020-08-31,75,11.0,,0.11,8.25
2020-09-01,87,9.0,False,0.09,7.83
2020-09-02,83,9.0,,0.09,7.47
2020-09-03,100,9.0,,0.09,9.0
2020-09-04,85,9.0,,0.09,7.6499999999999995
2020-09-05,58,9.0,,0.09,5.22
2020-09-06,29,9.0,,0.09,2.61
2020-09-07,54,9.0,,0.09,4.859999999999999
2020-09-08,92,9.0,,0.09,8.28
2020-09-09,62,9.0,,0.09,5.58
2020-09-10,59,9.0,,0.09,5.31
2020-09-11,77,9.0,,0.09,6.93
2020-09-12,39,9.0,,0.09,3.51
2020-09-13,43,9.0,,0.09,3.8699999999999997
2020-09-14,79,9.0,,0.09,7.109999999999999
2020-09-15,80,9.0,,0.09,7.199999999999999
2020-09-16,98,9.0,,0.09,8.82
2020-09-17,51,9.0,,0.09,4.59
2020-09-18,66,9.0,,0.09,5.9399999999999995
2020-09-19,46,9.0,,0.09,4.14
2020-09-20,49,9.0,,0.09,4.41
2020-09-21,64,9.0,,0.09,5.76
2020-09-22,93,9.0,,0.09,8.37
2020-09-23,74,9.0,,0.09,6.66
2020-09-24,82,9.0,,0.09,7.38
2020-09-25,75,9.0,,0.09,6.75
2020-09-26,28,9.0,,0.09,2.52
2020-09-27,28,9.0,,0.09,2.52
2020-09-28,79,9.0,,0.09,7.109999999999999
2020-09-29,63,9.0,,0.09,5.67
2020-09-30,58,9.0,,0.09,5.22
2020-10-01,57,11.0,False,0.11,6.2700000000000005
2020-10-02,65,11.0,,0.11,7.15
2020-10-03,31,11.0,,0.11,3.41
2020-10-04,27,11.0,,0.11,2.97
2020-10-05,70,11.0,,0.11,7.7
2020-10-06,59,11.0,,0.11,6.49
2020-10-07,48,11.0,,0.11,5.28
2020-10-08,47,11.0,,0.11,5.17
2020-10-09,71,11.0,,0.11,7.81
2020-10-10,39,11.0,,0.11,4.29
2020-10-11,31,11.0,,0.11,3.41
2020-10-12,59,11.0,,0.11,6.49
2020-10-13,54,11.0,,0.11,5.94
2020-10-14,69,11.0,,0.11,7.59
2020-10-15,67,11.0,,0.11,7.37
2020-10-16,44,11.0,,0.11,4.84
2020-10-17,22,11.0,,0.11,2.42
2020-10-18,30,11.0,,0.11,3.3
2020-10-19,97,11.0,,0.11,10.67
2020-10-20,100,11.0,,0.11,11.0
2020-10-21,70,11.0,,0.11,7.7
2020-10-22,74,11.0,,0.11,8.14
2020-10-23,65,11.0,,0.11,7.15
2020-10-24,44,11.0,,0.11,4.84
2020-10-25,34,11.0,,0.11,3.74
2020-10-26,52,11.0,,0.11,5.72
2020-10-27,72,11.0,,0.11,7.92
2020-10-28,58,11.0,,0.11,6.38
2020-10-29,100,11.0,,0.11,11.0
2020-10-30,77,11.0,,0.11,8.47
2020-10-31,46,11.0,,0.11,5.06
2020-11-01,44,11.0,False,0.11,4.84
2020-11-02,56,11.0,,0.11,6.16
2020-11-03,100,11.0,,0.11,11.0
2020-11-04,41,11.0,,0.11,4.51
2020-11-05,63,11.0,,0.11,6.93
2020-11-06,57,11.0,,0.11,6.2700000000000005
2020-11-07,42,11.0,,0.11,4.62
2020-11-08,33,11.0,,0.11,3.63
2020-11-09,70,11.0,,0.11,7.7
2020-11-10,88,11.0,,0.11,9.68
2020-11-11,71,11.0,,0.11,7.81
2020-11-12,71,11.0,,0.11,7.81
2020-11-13,61,11.0,,0.11,6.71
2020-11-14,37,11.0,,0.11,4.07
2020-11-15,33,11.0,,0.11,3.63
2020-11-16,92,11.0,,0.11,10.12
2020-11-17,71,11.0,,0.11,7.81
2020-11-18,88,11.0,,0.11,9.68
2020-11-19,65,11.0,,0.11,7.15
2020-11-20,74,11.0,,0.11,8.14
2020-11-21,42,11.0,,0.11,4.62
2020-11-22,36,11.0,,0.11,3.96
2020-11-23,61,11.0,,0.11,6.71
2020-11-24,94,11.0,,0.11,10.34
2020-11-25,89,11.0,,0.11,9.790000000000001
2020-11-26,47,11.0,,0.11,5.17
2020-11-27,57,11.0,,0.11,6.2700000000000005
2020-11-28,34,11.0,,0.11,3.74
2020-11-29,45,11.0,,0.11,4.95
2020-11-30,71,11.0,,0.11,7.81
2020-12-01,70,10.0,False,0.1,7.0
2020-12-02,96,10.0,,0.1,9.600000000000001
2020-12-03,76,10.0,,0.1,7.6000000000000005
2020-12-04,82,10.0,,0.1,8.200000000000001
2020-12-05,47,10.0,,0.1,4.7
2020-12-06,24,10.0,,0.1,2.4000000000000004
2020-12-07,90,10.0,,0.1,9.0
2020-12-08,93,10.0,,0.1,9.3
2020-12-09,99,10.0,,0.1,9.9
2020-12-10,82,10.0,,0.1,8.200000000000001
2020-12-11,68,10.0,,0.1,6.800000000000001
2020-12-12,45,10.0,,0.1,4.5
2020-12-13,43,10.0,,0.1,4.3
2020-12-14,61,10.0,,0.1,6.1000000000000005
2020-12-15,67,10.0,,0.1,6.7
2020-12-16,65,10.0,,0.1,6.5
2020-12-17,81,10.0,,0.1,8.1
2020-12-18,58,10.0,,0.1,5.800000000000001
2020-12-19,55,10.0,,0.1,5.5
2020-12-20,37,10.0,,0.1,3.7
2020-12-21,63,10.0,,0.1,6.300000000000001
2020-12-22,58,10.0,,0.1,5.800000000000001
2020-12-23,78,10.0,,0.1,7.800000000000001
2020-12-24,75,10.0,,0.1,7.5
2020-12-25,43,10.0,,0.1,4.3
2020-12-26,18,10.0,,0.1,1.8
2020-12-27,45,10.0,,0.1,4.5
2020-12-28,80,10.0,,0.1,8.0
2020-12-29,100,10.0,,0.1,10.0
2020-12-30,59,10.0,,0.1,5.9
2020-12-31,75,10.0,,0.1,7.5
2021-01-01,0,100.0,False,1.0,0.0
2021-01-02,1,100.0,,1.0,1.0
2021-01-03,1,100.0,,1.0,1.0
2021-01-04,1,100.0,,1.0,1.0
2021-01-05,1,100.0,,1.0,1.0
2021-01-06,1,100.0,,1.0,1.0
2021-01-07,1,100.0,,1.0,1.0
2021-01-08,1,100.0,,1.0,1.0
2021-01-09,1,100.0,,1.0,1.0
2021-01-10,1,100.0,,1.0,1.0
2021-01-11,1,100.0,,1.0,1.0
2021-01-12,1,100.0,,1.0,1.0
2021-01-13,1,100.0,,1.0,1.0
2021-01-14,2,100.0,,1.0,2.0
2021-01-15,1,100.0,,1.0,1.0
2021-01-16,0,100.0,,1.0,0.0
2021-01-17,0,100.0,,1.0,0.0
2021-01-18,1,100.0,,1.0,1.0
2021-01-19,1,100.0,,1.0,1.0
2021-01-20,2,100.0,,1.0,2.0
2021-01-21,2,100.0,,1.0,2.0
2021-01-22,2,100.0,,1.0,2.0
2021-01-23,1,100.0,,1.0,1.0
2021-01-24,1,100.0,,1.0,1.0
2021-01-25,6,100.0,,1.0,6.0
2021-01-26,13,100.0,,1.0,13.0
2021-01-27,49,100.0,,1.0,49.0
2021-01-28,100,100.0,,1.0,100.0
2021-01-29,63,100.0,,1.0,63.0
2021-01-30,14,100.0,,1.0,14.0
2021-01-31,7,100.0,,1.0,7.0
2021-02-01,100,66.0,False,0.66,66.0
2021-02-02,77,66.0,,0.66,50.82
2021-02-03,65,66.0,,0.66,42.9
2021-02-04,62,66.0,,0.66,40.92
2021-02-05,40,66.0,,0.66,26.400000000000002
2021-02-06,12,66.0,,0.66,7.92
2021-02-07,10,66.0,,0.66,6.6000000000000005
2021-02-08,25,66.0,,0.66,16.5
2021-02-09,26,66.0,,0.66,17.16
2021-02-10,20,66.0,,0.66,13.200000000000001
2021-02-11,17,66.0,,0.66,11.22
2021-02-12,16,66.0,,0.66,10.56
2021-02-13,8,66.0,,0.66,5.28
2021-02-14,5,66.0,,0.66,3.3000000000000003
2021-02-15,6,66.0,,0.66,3.96
2021-02-16,14,66.0,,0.66,9.24
2021-02-17,11,66.0,,0.66,7.260000000000001
2021-02-18,14,66.0,,0.66,9.24
2021-02-19,12,66.0,,0.66,7.92
2021-02-20,4,66.0,,0.66,2.64
2021-02-21,4,66.0,,0.66,2.64
2021-02-22,11,66.0,,0.66,7.260000000000001
2021-02-23,11,66.0,,0.66,7.260000000000001
2021-02-24,18,66.0,,0.66,11.88
2021-02-25,35,66.0,,0.66,23.1
2021-02-26,14,66.0,,0.66,9.24
2021-02-27,5,66.0,,0.66,3.3000000000000003
2021-02-28,4,66.0,,0.66,2.64
2021-03-01,68,24.0,False,0.24,16.32
2021-03-02,72,24.0,,0.24,17.28
2021-03-03,60,24.0,,0.24,14.399999999999999
2021-03-04,44,24.0,,0.24,10.559999999999999
2021-03-05,56,24.0,,0.24,13.44
2021-03-06,23,24.0,,0.24,5.52
2021-03-07,14,24.0,,0.24,3.36
2021-03-08,72,24.0,,0.24,17.28
2021-03-09,73,24.0,,0.24,17.52
2021-03-10,62,24.0,,0.24,14.879999999999999
2021-03-11,84,24.0,,0.24,20.16
2021-03-12,63,24.0,,0.24,15.12
2021-03-13,33,24.0,,0.24,7.92
2021-03-14,19,24.0,,0.24,4.56
2021-03-15,100,24.0,,0.24,24.0
2021-03-16,85,24.0,,0.24,20.4
2021-03-17,64,24.0,,0.24,15.36
2021-03-18,60,24.0,,0.24,14.399999999999999
2021-03-19,53,24.0,,0.24,12.719999999999999
2021-03-20,26,24.0,,0.24,6.24
2021-03-21,24,24.0,,0.24,5.76
2021-03-22,56,24.0,,0.24,13.44
2021-03-23,46,24.0,,0.24,11.04
2021-03-24,50,24.0,,0.24,12.0
2021-03-25,41,24.0,,0.24,9.84
2021-03-26,47,24.0,,0.24,11.28
2021-03-27,15,24.0,,0.24,3.5999999999999996
2021-03-28,14,24.0,,0.24,3.36
2021-03-29,42,24.0,,0.24,10.08
2021-03-30,42,24.0,,0.24,10.08
2021-03-31,45,24.0,,0.24,10.799999999999999
2021-04-01,42,16.0,False,0.16,6.72
2021-04-02,15,16.0,,0.16,2.4
2021-04-03,8,16.0,,0.16,1.28
2021-04-04,15,16.0,,0.16,2.4
2021-04-05,38,16.0,,0.16,6.08
2021-04-06,31,16.0,,0.16,4.96
2021-04-07,33,16.0,,0.16,5.28
2021-04-08,39,16.0,,0.16,6.24
2021-04-09,35,16.0,,0.16,5.6000000000000005
2021-04-10,17,16.0,,0.16,2.72
2021-04-11,16,16.0,,0.16,2.56
2021-04-12,31,16.0,,0.16,4.96
2021-04-13,27,16.0,,0.16,4.32
2021-04-14,32,16.0,,0.16,5.12
2021-04-15,30,16.0,,0.16,4.8
2021-04-16,34,16.0,,0.16,5.44
2021-04-17,11,16.0,,0.16,1.76
2021-04-18,9,16.0,,0.16,1.44
