date,AMC_unscaled,AMC_monthly,isPartial,scale,AMC
2019-08-23,58,52.0,,0.52,30.16
2019-08-24,85,52.0,,0.52,44.2
2019-08-25,73,52.0,,0.52,37.96
2019-08-26,40,52.0,,0.52,20.8
2019-08-27,46,52.0,,0.52,23.92
2019-08-28,35,52.0,,0.52,18.2
2019-08-29,36,52.0,,0.52,18.72
2019-08-30,52,52.0,,0.52,27.04
2019-08-31,75,52.0,,0.52,39.0
2019-09-01,70,50.0,False,0.5,35.0
2019-09-02,64,50.0,,0.5,32.0
2019-09-03,41,50.0,,0.5,20.5
2019-09-04,32,50.0,,0.5,16.0
2019-09-05,36,50.0,,0.5,18.0
2019-09-06,56,50.0,,0.5,28.0
2019-09-07,94,50.0,,0.5,47.0
2019-09-08,70,50.0,,0.5,35.0
2019-09-09,36,50.0,,0.5,18.0
2019-09-10,41,50.0,,0.5,20.5
2019-09-11,33,50.0,,0.5,16.5
2019-09-12,35,50.0,,0.5,17.5
2019-09-13,52,50.0,,0.5,26.0
2019-09-14,100,50.0,,0.5,50.0
2019-09-15,65,50.0,,0.5,32.5
2019-09-16,34,50.0,,0.5,17.0
2019-09-17,42,50.0,,0.5,21.0
2019-09-18,34,50.0,,0.5,17.0
2019-09-19,33,50.0,,0.5,16.5
2019-09-20,51,50.0,,0.5,25.5
2019-09-21,79,50.0,,0.5,39.5
2019-09-22,62,50.0,,0.5,31.0
2019-09-23,35,50.0,,0.5,17.5
2019-09-24,40,50.0,,0.5,20.0
2019-09-25,34,50.0,,0.5,17.0
2019-09-26,32,50.0,,0.5,16.0
2019-09-27,50,50.0,,0.5,25.0
2019-09-28,74,50.0,,0.5,37.0
2019-09-29,61,50.0,,0.5,30.5
2019-09-30,36,50.0,,0.5,18.0
2019-10-01,43,50.0,False,0.5,21.5
2019-10-02,37,50.0,,0.5,18.5
2019-10-03,41,50.0,,0.5,20.5
2019-10-04,60,50.0,,0.5,30.0
2019-10-05,92,50.0,,0.5,46.0
2019-10-06,75,50.0,,0.5,37.5
2019-10-07,47,50.0,,0.5,23.5
2019-10-08,53,50.0,,0.5,26.5
2019-10-09,46,50.0,,0.5,23.0
2019-10-10,43,50.0,,0.5,21.5
2019-10-11,62,50.0,,0.5,31.0
2019-10-12,100,50.0,,0.5,50.0
2019-10-13,79,50.0,,0.5,39.5
2019-10-14,52,50.0,,0.5,26.0
2019-10-15,51,50.0,,0.5,25.5
2019-10-16,42,50.0,,0.5,21.0
2019-10-17,42,50.0,,0.5,21.0
2019-10-18,59,50.0,,0.5,29.5
2019-10-19,92,50.0,,0.5,46.0
2019-10-20,72,50.0,,0.5,36.0
2019-10-21,42,50.0,,0.5,21.0
2019-10-22,50,50.0,,0.5,25.0
2019-10-23,37,50.0,,0.5,18.5
2019-10-24,38,50.0,,0.5,19.0
2019-10-25,55,50.0,,0.5,27.5
2019-10-26,84,50.0,,0.5,42.0
2019-10-27,66,50.0,,0.5,33.0
2019-10-28,37,50.0,,0.5,18.5
2019-10-29,42,50.0,,0.5,21.0
2019-10-30,36,50.0,,0.5,18.0
2019-10-31,37,50.0,,0.5,18.5
2019-11-01,51,55.0,False,0.55,28.05
2019-11-02,75,55.0,,0.55,41.25
2019-11-03,57,55.0,,0.55,31.35
2019-11-04,35,55.0,,0.55,19.25
2019-11-05,40,55.0,,0.55,22.0
2019-11-06,33,55.0,,0.55,18.150000000000002
2019-11-07,36,55.0,,0.55,19.8
2019-11-08,49,55.0,,0.55,26.950000000000003
2019-11-09,80,55.0,,0.55,44.0
2019-11-10,66,55.0,,0.55,36.300000000000004
2019-11-11,43,55.0,,0.55,23.650000000000002
2019-11-12,37,55.0,,0.55,20.35
2019-11-13,29,55.0,,0.55,15.950000000000001
2019-11-14,32,55.0,,0.55,17.6
2019-11-15,45,55.0,,0.55,24.750000000000004
2019-11-16,71,55.0,,0.55,39.050000000000004
2019-11-17,59,55.0,,0.55,32.45
2019-11-18,34,55.0,,0.55,18.700000000000003
2019-11-19,37,55.0,,0.55,20.35
2019-11-20,34,55.0,,0.55,18.700000000000003
2019-11-21,37,55.0,,0.55,20.35
2019-11-22,59,55.0,,0.55,32.45
2019-11-23,100,55.0,,0.55,55.00000000000001
2019-11-24,76,55.0,,0.55,41.800000000000004
2019-11-25,46,55.0,,0.55,25.3
2019-11-26,56,55.0,,0.55,30.800000000000004
2019-11-27,58,55.0,,0.55,31.900000000000002
2019-11-28,58,55.0,,0.55,31.900000000000002
2019-11-29,86,55.0,,0.55,47.300000000000004
2019-11-30,86,55.0,,0.55,47.300000000000004
2019-12-01,43,61.0,False,0.61,26.23
2019-12-02,23,61.0,,0.61,14.03
2019-12-03,25,61.0,,0.61,15.25
2019-12-04,21,61.0,,0.61,12.81
2019-12-05,21,61.0,,0.61,12.81
2019-12-06,28,61.0,,0.61,17.08
2019-12-07,42,61.0,,0.61,25.62
2019-12-08,37,61.0,,0.61,22.57
2019-12-09,21,61.0,,0.61,12.81
2019-12-10,25,61.0,,0.61,15.25
2019-12-11,21,61.0,,0.61,12.81
2019-12-12,21,61.0,,0.61,12.81
2019-12-13,30,61.0,,0.61,18.3
2019-12-14,45,61.0,,0.61,27.45
2019-12-15,40,61.0,,0.61,24.4
2019-12-16,25,61.0,,0.61,15.25
2019-12-17,30,61.0,,0.61,18.3
2019-12-18,27,61.0,,0.61,16.47
2019-12-19,31,61.0,,0.61,18.91
2019-12-20,44,61.0,,0.61,26.84
2019-12-21,61,61.0,,0.61,37.21
2019-12-22,58,61.0,,0.61,35.38
2019-12-23,47,61.0,,0.61,28.669999999999998
2019-12-24,49,61.0,,0.61,29.89
2019-12-25,100,61.0,,0.61,61.0
2019-12-26,87,61.0,,0.61,53.07
2019-12-27,79,61.0,,0.61,48.19
2019-12-28,81,61.0,,0.61,49.41
2019-12-29,74,61.0,,0.61,45.14
2019-12-30,58,61.0,,0.61,35.38
2019-12-31,51,61.0,,0.61,31.11
2020-01-01,91,55.0,False,0.55,50.050000000000004
2020-01-02,56,55.0,,0.55,30.800000000000004
2020-01-03,63,55.0,,0.55,34.650000000000006
2020-01-04,86,55.0,,0.55,47.300000000000004
2020-01-05,58,55.0,,0.55,31.900000000000002
2020-01-06,36,55.0,,0.55,19.8
2020-01-07,38,55.0,,0.55,20.900000000000002
2020-01-08,33,55.0,,0.55,18.150000000000002
2020-01-09,32,55.0,,0.55,17.6
2020-01-10,45,55.0,,0.55,24.750000000000004
2020-01-11,76,55.0,,0.55,41.800000000000004
2020-01-12,56,55.0,,0.55,30.800000000000004
2020-01-13,32,55.0,,0.55,17.6
2020-01-14,36,55.0,,0.55,19.8
2020-01-15,34,55.0,,0.55,18.700000000000003
2020-01-16,36,55.0,,0.55,19.8
2020-01-17,53,55.0,,0.55,29.150000000000002
2020-01-18,100,55.0,,0.55,55.00000000000001
2020-01-19,82,55.0,,0.55,45.1
2020-01-20,62,55.0,,0.55,34.1
2020-01-21,39,55.0,,0.55,21.450000000000003
2020-01-22,31,55.0,,0.55,17.05
2020-01-23,30,55.0,,0.55,16.5
2020-01-24,42,55.0,,0.55,23.1
2020-01-25,76,55.0,,0.55,41.800000000000004
2020-01-26,54,55.0,,0.55,29.700000000000003
2020-01-27,26,55.0,,0.55,14.3
2020-01-28,30,55.0,,0.55,16.5
2020-01-29,26,55.0,,0.55,14.3
2020-01-30,25,55.0,,0.55,13.750000000000002
2020-01-31,38,55.0,,0.55,20.900000000000002
2020-02-01,62,45.0,False,0.45,27.900000000000002
2020-02-02,42,45.0,,0.45,18.900000000000002
2020-02-03,23,45.0,,0.45,10.35
2020-02-04,31,45.0,,0.45,13.950000000000001
2020-02-05,27,45.0,,0.45,12.15
2020-02-06,27,45.0,,0.45,12.15
2020-02-07,40,45.0,,0.45,18.0
2020-02-08,64,45.0,,0.45,28.8
2020-02-09,54,45.0,,0.45,24.3
2020-02-10,30,45.0,,0.45,13.5
2020-02-11,32,45.0,,0.45,14.4
2020-02-12,30,45.0,,0.45,13.5
2020-02-13,32,45.0,,0.45,14.4
2020-02-14,66,45.0,,0.45,29.7
2020-02-15,100,45.0,,0.45,45.0
2020-02-16,72,45.0,,0.45,32.4
2020-02-17,47,45.0,,0.45,21.150000000000002
2020-02-18,35,45.0,,0.45,15.75
2020-02-19,27,45.0,,0.45,12.15
2020-02-20,28,45.0,,0.45,12.6
2020-02-21,41,45.0,,0.45,18.45
2020-02-22,68,45.0,,0.45,30.6
2020-02-23,54,45.0,,0.45,24.3
2020-02-24,30,45.0,,0.45,13.5
2020-02-25,31,45.0,,0.45,13.950000000000001
2020-02-26,26,45.0,,0.45,11.700000000000001
2020-02-27,27,45.0,,0.45,12.15
2020-02-28,39,45.0,,0.45,17.55
2020-02-29,63,45.0,,0.45,28.35
2020-03-01,97,23.0,False,0.23,22.310000000000002
2020-03-02,53,23.0,,0.23,12.190000000000001
2020-03-03,55,23.0,,0.23,12.65
2020-03-04,42,23.0,,0.23,9.66
2020-03-05,44,23.0,,0.23,10.120000000000001
2020-03-06,65,23.0,,0.23,14.950000000000001
2020-03-07,100,23.0,,0.23,23.0
2020-03-08,87,23.0,,0.23,20.01
2020-03-09,48,23.0,,0.23,11.040000000000001
2020-03-10,55,23.0,,0.23,12.65
2020-03-11,44,23.0,,0.23,10.120000000000001
2020-03-12,40,23.0,,0.23,9.200000000000001
2020-03-13,60,23.0,,0.23,13.8
2020-03-14,81,23.0,,0.23,18.630000000000003
2020-03-15,63,23.0,,0.23,14.49
2020-03-16,47,23.0,,0.23,10.81
2020-03-17,46,23.0,,0.23,10.58
2020-03-18,25,23.0,,0.23,5.75
2020-03-19,21,23.0,,0.23,4.83
2020-03-20,19,23.0,,0.23,4.37
2020-03-21,19,23.0,,0.23,4.37
2020-03-22,17,23.0,,0.23,3.91
2020-03-23,14,23.0,,0.23,3.22
2020-03-24,14,23.0,,0.23,3.22
2020-03-25,12,23.0,,0.23,2.7600000000000002
2020-03-26,13,23.0,,0.23,2.99
2020-03-27,11,23.0,,0.23,2.5300000000000002
2020-03-28,12,23.0,,0.23,2.7600000000000002
2020-03-29,13,23.0,,0.23,2.99
2020-03-30,11,23.0,,0.23,2.5300000000000002
2020-03-31,12,23.0,,0.23,2.7600000000000002
2020-04-01,50,8.0,False,0.08,4.0
2020-04-02,49,8.0,,0.08,3.92
2020-04-03,51,8.0,,0.08,4.08
2020-04-04,51,8.0,,0.08,4.08
2020-04-05,61,8.0,,0.08,4.88
2020-04-06,76,8.0,,0.08,6.08
2020-04-07,71,8.0,,0.08,5.68
2020-04-08,68,8.0,,0.08,5.44
2020-04-09,85,8.0,,0.08,6.8
2020-04-10,82,8.0,,0.08,6.5600000000000005
2020-04-11,75,8.0,,0.08,6.0
2020-04-12,82,8.0,,0.08,6.5600000000000005
2020-04-13,95,8.0,,0.08,7.6000000000000005
2020-04-14,71,8.0,,0.08,5.68
2020-04-15,59,8.0,,0.08,4.72
2020-04-16,55,8.0,,0.08,4.4
2020-04-17,66,8.0,,0.08,5.28
2020-04-18,56,8.0,,0.08,4.48
2020-04-19,52,8.0,,0.08,4.16
2020-04-20,59,8.0,,0.08,4.72
2020-04-21,57,8.0,,0.08,4.5600000000000005
2020-04-22,46,8.0,,0.08,3.68
2020-04-23,43,8.0,,0.08,3.44
2020-04-24,44,8.0,,0.08,3.52
2020-04-25,44,8.0,,0.08,3.52
2020-04-26,48,8.0,,0.08,3.84
2020-04-27,50,8.0,,0.08,4.0
2020-04-28,55,8.0,,0.08,4.4
2020-04-29,100,8.0,,0.08,8.0
2020-04-30,83,8.0,,0.08,6.640000000000001
2020-05-01,54,8.0,False,0.08,4.32
2020-05-02,50,8.0,,0.08,4.0
2020-05-03,43,8.0,,0.08,3.44
2020-05-04,44,8.0,,0.08,3.52
2020-05-05,45,8.0,,0.08,3.6
2020-05-06,38,8.0,,0.08,3.04
2020-05-07,38,8.0,,0.08,3.04
2020-05-08,35,8.0,,0.08,2.8000000000000003
2020-05-09,41,8.0,,0.08,3.2800000000000002
2020-05-10,40,8.0,,0.08,3.2
2020-05-11,100,8.0,,0.08,8.0
2020-05-12,86,8.0,,0.08,6.88
2020-05-13,60,8.0,,0.08,4.8
2020-05-14,44,8.0,,0.08,3.52
2020-05-15,45,8.0,,0.08,3.6
2020-05-16,43,8.0,,0.08,3.44
2020-05-17,43,8.0,,0.08,3.44
2020-05-18,43,8.0,,0.08,3.44
2020-05-19,41,8.0,,0.08,3.2800000000000002
2020-05-20,41,8.0,,0.08,3.2800000000000002
2020-05-21,42,8.0,,0.08,3.36
2020-05-22,47,8.0,,0.08,3.7600000000000002
2020-05-23,50,8.0,,0.08,4.0
2020-05-24,48,8.0,,0.08,3.84
2020-05-25,45,8.0,,0.08,3.6
2020-05-26,44,8.0,,0.08,3.52
2020-05-27,44,8.0,,0.08,3.52
2020-05-28,41,8.0,,0.08,3.2800000000000002
2020-05-29,45,8.0,,0.08,3.6
2020-05-30,44,8.0,,0.08,3.52
2020-05-31,42,8.0,,0.08,3.36
2020-06-01,42,9.0,False,0.09,3.78
2020-06-02,43,9.0,,0.09,3.8699999999999997
2020-06-03,80,9.0,,0.09,7.199999999999999
2020-06-04,82,9.0,,0.09,7.38
2020-06-05,75,9.0,,0.09,6.75
2020-06-06,63,9.0,,0.09,5.67
2020-06-07,63,9.0,,0.09,5.67
2020-06-08,62,9.0,,0.09,5.58
2020-06-09,65,9.0,,0.09,5.85
2020-06-10,79,9.0,,0.09,7.109999999999999
2020-06-11,61,9.0,,0.09,5.49
2020-06-12,68,9.0,,0.09,6.12
2020-06-13,66,9.0,,0.09,5.9399999999999995
2020-06-14,60,9.0,,0.09,5.3999999999999995
2020-06-15,57,9.0,,0.09,5.13
2020-06-16,55,9.0,,0.09,4.95
2020-06-17,56,9.0,,0.09,5.04
2020-06-18,56,9.0,,0.09,5.04
2020-06-19,100,9.0,,0.09,9.0
2020-06-20,74,9.0,,0.09,6.66
2020-06-21,62,9.0,,0.09,5.58
2020-06-22,58,9.0,,0.09,5.22
2020-06-23,54,9.0,,0.09,4.859999999999999
2020-06-24,51,9.0,,0.09,4.59
2020-06-25,48,9.0,,0.09,4.32
2020-06-26,52,9.0,,0.09,4.68
2020-06-27,64,9.0,,0.09,5.76
2020-06-28,55,9.0,,0.09,4.95
2020-06-29,57,9.0,,0.09,5.13
2020-06-30,58,9.0,,0.09,5.22
2020-07-01,97,6.0,False,0.06,5.819999999999999
2020-07-02,81,6.0,,0.06,4.859999999999999
2020-07-03,86,6.0,,0.06,5.16
2020-07-04,89,6.0,,0.06,5.34
2020-07-05,90,6.0,,0.06,5.3999999999999995
2020-07-06,91,6.0,,0.06,5.46
2020-07-07,95,6.0,,0.06,5.7
2020-07-08,92,6.0,,0.06,5.52
2020-07-09,90,6.0,,0.06,5.3999999999999995
2020-07-10,95,6.0,,0.06,5.7
2020-07-11,86,6.0,,0.06,5.16
2020-07-12,96,6.0,,0.06,5.76
2020-07-13,89,6.0,,0.06,5.34
2020-07-14,82,6.0,,0.06,4.92
2020-07-15,79,6.0,,0.06,4.74
2020-07-16,76,6.0,,0.06,4.56
2020-07-17,89,6.0,,0.06,5.34
2020-07-18,92,6.0,,0.06,5.52
2020-07-19,92,6.0,,0.06,5.52
2020-07-20,84,6.0,,0.06,5.04
2020-07-21,74,6.0,,0.06,4.4399999999999995
2020-07-22,85,6.0,,0.06,5.1
2020-07-23,85,6.0,,0.06,5.1
2020-07-24,92,6.0,,0.06,5.52
2020-07-25,89,6.0,,0.06,5.34
2020-07-26,88,6.0,,0.06,5.279999999999999
2020-07-27,82,6.0,,0.06,4.92
2020-07-28,87,6.0,,0.06,5.22
2020-07-29,100,6.0,,0.06,6.0
2020-07-30,85,6.0,,0.06,5.1
2020-07-31,94,6.0,,0.06,5.64
2020-08-01,20,14.0,False,0.14,2.8000000000000003
2020-08-02,19,14.0,,0.14,2.66
2020-08-03,19,14.0,,0.14,2.66
2020-08-04,19,14.0,,0.14,2.66
2020-08-05,17,14.0,,0.14,2.3800000000000003
2020-08-06,19,14.0,,0.14,2.66
2020-08-07,22,14.0,,0.14,3.08
2020-08-08,22,14.0,,0.14,3.08
2020-08-09,21,14.0,,0.14,2.9400000000000004
2020-08-10,20,14.0,,0.14,2.8000000000000003
2020-08-11,17,14.0,,0.14,2.3800000000000003
2020-08-12,19,14.0,,0.14,2.66
2020-08-13,88,14.0,,0.14,12.32
2020-08-14,100,14.0,,0.14,14.000000000000002
2020-08-15,57,14.0,,0.14,7.98
2020-08-16,48,14.0,,0.14,6.720000000000001
2020-08-17,42,14.0,,0.14,5.880000000000001
2020-08-18,38,14.0,,0.14,5.32
2020-08-19,41,14.0,,0.14,5.74
2020-08-20,91,14.0,,0.14,12.740000000000002
2020-08-21,76,14.0,,0.14,10.64
2020-08-22,72,14.0,,0.14,10.080000000000002
2020-08-23,55,14.0,,0.14,7.700000000000001
2020-08-24,37,14.0,,0.14,5.180000000000001
2020-08-25,37,14.0,,0.14,5.180000000000001
2020-08-26,35,14.0,,0.14,4.9
2020-08-27,42,14.0,,0.14,5.880000000000001
2020-08-28,53,14.0,,0.14,7.420000000000001
2020-08-29,61,14.0,,0.14,8.540000000000001
2020-08-30,48,14.0,,0.14,6.720000000000001
2020-08-31,36,14.0,,0.14,5.040000000000001
2020-09-01,62,13.0,False,0.13,8.06
2020-09-02,70,13.0,,0.13,9.1
2020-09-03,67,13.0,,0.13,8.71
2020-09-04,80,13.0,,0.13,10.4
2020-09-05,100,13.0,,0.13,13.0
2020-09-06,93,13.0,,0.13,12.09
2020-09-07,81,13.0,,0.13,10.530000000000001
2020-09-08,52,13.0,,0.13,6.76
2020-09-09,53,13.0,,0.13,6.890000000000001
2020-09-10,55,13.0,,0.13,7.15
2020-09-11,62,13.0,,0.13,8.06
2020-09-12,86,13.0,,0.13,11.18
2020-09-13,73,13.0,,0.13,9.49
2020-09-14,45,13.0,,0.13,5.8500000000000005
2020-09-15,47,13.0,,0.13,6.11
2020-09-16,41,13.0,,0.13,5.33
2020-09-17,55,13.0,,0.13,7.15
2020-09-18,61,13.0,,0.13,7.930000000000001
2020-09-19,79,13.0,,0.13,10.27
2020-09-20,63,13.0,,0.13,8.19
2020-09-21,42,13.0,,0.13,5.46
2020-09-22,41,13.0,,0.13,5.33
2020-09-23,41,13.0,,0.13,5.33
2020-09-24,43,13.0,,0.13,5.59
2020-09-25,58,13.0,,0.13,7.54
2020-09-26,76,13.0,,0.13,9.88
2020-09-27,66,13.0,,0.13,8.58
2020-09-28,45,13.0,,0.13,5.8500000000000005
2020-09-29,45,13.0,,0.13,5.8500000000000005
2020-09-30,46,13.0,,0.13,5.98
2020-10-01,36,18.0,False,0.18,6.4799999999999995
2020-10-02,48,18.0,,0.18,8.64
2020-10-03,58,18.0,,0.18,10.44
2020-10-04,71,18.0,,0.18,12.78
2020-10-05,65,18.0,,0.18,11.7
2020-10-06,50,18.0,,0.18,9.0
2020-10-07,42,18.0,,0.18,7.56
2020-10-08,36,18.0,,0.18,6.4799999999999995
2020-10-09,51,18.0,,0.18,9.18
2020-10-10,64,18.0,,0.18,11.52
2020-10-11,57,18.0,,0.18,10.26
2020-10-12,48,18.0,,0.18,8.64
2020-10-13,50,18.0,,0.18,9.0
2020-10-14,49,18.0,,0.18,8.82
2020-10-15,61,18.0,,0.18,10.98
2020-10-16,93,18.0,,0.18,16.74
2020-10-17,100,18.0,,0.18,18.0
2020-10-18,100,18.0,,0.18,18.0
2020-10-19,76,18.0,,0.18,13.68
2020-10-20,61,18.0,,0.18,10.98
2020-10-21,54,18.0,,0.18,9.719999999999999
2020-10-22,50,18.0,,0.18,9.0
2020-10-23,58,18.0,,0.18,10.44
2020-10-24,74,18.0,,0.18,13.32
2020-10-25,59,18.0,,0.18,10.62
2020-10-26,45,18.0,,0.18,8.1
2020-10-27,44,18.0,,0.18,7.92
2020-10-28,38,18.0,,0.18,6.84
2020-10-29,39,18.0,,0.18,7.02
2020-10-30,50,18.0,,0.18,9.0
2020-10-31,61,18.0,,0.18,10.98
2020-11-01,96,13.0,False,0.13,12.48
2020-11-02,73,13.0,,0.13,9.49
2020-11-03,60,13.0,,0.13,7.800000000000001
2020-11-04,33,13.0,,0.13,4.29
2020-11-05,43,13.0,,0.13,5.59
2020-11-06,63,13.0,,0.13,8.19
2020-11-07,89,13.0,,0.13,11.57
2020-11-08,85,13.0,,0.13,11.05
2020-11-09,83,13.0,,0.13,10.790000000000001
2020-11-10,96,13.0,,0.13,12.48
2020-11-11,84,13.0,,0.13,10.92
2020-11-12,63,13.0,,0.13,8.19
2020-11-13,81,13.0,,0.13,10.530000000000001
2020-11-14,100,13.0,,0.13,13.0
2020-11-15,86,13.0,,0.13,11.18
2020-11-16,62,13.0,,0.13,8.06
2020-11-17,55,13.0,,0.13,7.15
2020-11-18,56,13.0,,0.13,7.28
2020-11-19,49,13.0,,0.13,6.37
2020-11-20,59,13.0,,0.13,7.67
2020-11-21,70,13.0,,0.13,9.1
2020-11-22,62,13.0,,0.13,8.06
2020-11-23,59,13.0,,0.13,7.67
2020-11-24,65,13.0,,0.13,8.450000000000001
2020-11-25,70,13.0,,0.13,9.1
2020-11-26,69,13.0,,0.13,8.97
2020-11-27,89,13.0,,0.13,11.57
2020-11-28,86,13.0,,0.13,11.18
2020-11-29,68,13.0,,0.13,8.84
2020-11-30,58,13.0,,0.13,7.54
2020-12-01,40,14.0,False,0.14,5.6000000000000005
2020-12-02,37,14.0,,0.14,5.180000000000001
2020-12-03,45,14.0,,0.14,6.300000000000001
2020-12-04,61,14.0,,0.14,8.540000000000001
2020-12-05,67,14.0,,0.14,9.38
2020-12-06,58,14.0,,0.14,8.120000000000001
2020-12-07,44,14.0,,0.14,6.16
2020-12-08,40,14.0,,0.14,5.6000000000000005
2020-12-09,39,14.0,,0.14,5.460000000000001
2020-12-10,40,14.0,,0.14,5.6000000000000005
2020-12-11,47,14.0,,0.14,6.580000000000001
2020-12-12,60,14.0,,0.14,8.4
2020-12-13,48,14.0,,0.14,6.720000000000001
2020-12-14,43,14.0,,0.14,6.0200000000000005
2020-12-15,46,14.0,,0.14,6.44
2020-12-16,42,14.0,,0.14,5.880000000000001
2020-12-17,43,14.0,,0.14,6.0200000000000005
2020-12-18,51,14.0,,0.14,7.140000000000001
2020-12-19,64,14.0,,0.14,8.96
2020-12-20,62,14.0,,0.14,8.680000000000001
2020-12-21,56,14.0,,0.14,7.840000000000001
2020-12-22,57,14.0,,0.14,7.98
2020-12-23,54,14.0,,0.14,7.5600000000000005
2020-12-24,61,14.0,,0.14,8.540000000000001
2020-12-25,100,14.0,,0.14,14.000000000000002
2020-12-26,91,14.0,,0.14,12.740000000000002
2020-12-27,74,14.0,,0.14,10.360000000000001
2020-12-28,62,14.0,,0.14,8.680000000000001
2020-12-29,61,14.0,,0.14,8.540000000000001
2020-12-30,63,14.0,,0.14,8.82
2020-12-31,57,14.0,,0.14,7.98
2021-01-01,3,51.0,False,0.51,1.53
2021-01-02,4,51.0,,0.51,2.04
2021-01-03,3,51.0,,0.51,1.53
2021-01-04,2,51.0,,0.51,1.02
2021-01-05,2,51.0,,0.51,1.02
2021-01-06,2,51.0,,0.51,1.02
2021-01-07,2,51.0,,0.51,1.02
2021-01-08,3,51.0,,0.51,1.53
2021-01-09,3,51.0,,0.51,1.53
2021-01-10,3,51.0,,0.51,1.53
2021-01-11,2,51.0,,0.51,1.02
2021-01-12,2,51.0,,0.51,1.02
2021-01-13,2,51.0,,0.51,1.02
2021-01-14,2,51.0,,0.51,1.02
2021-01-15,3,51.0,,0.51,1.53
2021-01-16,4,51.0,,0.51,2.04
2021-01-17,3,51.0,,0.51,1.53
2021-01-18,2,51.0,,0.51,1.02
2021-01-19,3,51.0,,0.51,1.53
2021-01-20,3,51.0,,0.51,1.53
2021-01-21,2,51.0,,0.51,1.02
2021-01-22,3,51.0,,0.51,1.53
2021-01-23,4,51.0,,0.51,2.04
2021-01-24,3,51.0,,0.51,1.53
2021-01-25,6,51.0,,0.51,3.06
2021-01-26,7,51.0,,0.51,3.5700000000000003
2021-01-27,65,51.0,,0.51,33.15
2021-01-28,100,51.0,,0.51,51.0
2021-01-29,74,51.0,,0.51,37.74
2021-01-30,29,51.0,,0.51,14.790000000000001
2021-01-31,16,51.0,,0.51,8.16
2021-02-01,100,59.0,False,0.59,59.0
2021-02-02,84,59.0,,0.59,49.559999999999995
2021-02-03,63,59.0,,0.59,37.169999999999995
2021-02-04,47,59.0,,0.59,27.729999999999997
2021-02-05,37,59.0,,0.59,21.83
2021-02-06,16,59.0,,0.59,9.44
2021-02-07,12,59.0,,0.59,7.08
2021-02-08,20,59.0,,0.59,11.799999999999999
2021-02-09,20,59.0,,0.59,11.799999999999999
2021-02-10,18,59.0,,0.59,10.62
2021-02-11,15,59.0,,0.59,8.85
2021-02-12,14,59.0,,0.59,8.26
2021-02-13,11,59.0,,0.59,6.489999999999999
2021-02-14,11,59.0,,0.59,6.489999999999999
2021-02-15,9,59.0,,0.59,5.31
2021-02-16,11,59.0,,0.59,6.489999999999999
2021-02-17,9,59.0,,0.59,5.31
2021-02-18,12,59.0,,0.59,7.08
2021-02-19,11,59.0,,0.59,6.489999999999999
2021-02-20,10,59.0,,0.59,5.8999999999999995
2021-02-21,9,59.0,,0.59,5.31
2021-02-22,12,59.0,,0.59,7.08
2021-02-23,17,59.0,,0.59,10.03
2021-02-24,21,59.0,,0.59,12.389999999999999
2021-02-25,41,59.0,,0.59,24.189999999999998
2021-02-26,22,59.0,,0.59,12.979999999999999
2021-02-27,16,59.0,,0.59,9.44
2021-02-28,12,59.0,,0.59,7.08
2021-03-01,78,40.0,False,0.4,31.200000000000003
2021-03-02,66,40.0,,0.4,26.400000000000002
2021-03-03,56,40.0,,0.4,22.400000000000002
2021-03-04,56,40.0,,0.4,22.400000000000002
2021-03-05,67,40.0,,0.4,26.8
2021-03-06,59,40.0,,0.4,23.6
2021-03-07,45,40.0,,0.4,18.0
2021-03-08,59,40.0,,0.4,23.6
2021-03-09,75,40.0,,0.4,30.0
2021-03-10,89,40.0,,0.4,35.6
2021-03-11,70,40.0,,0.4,28.0
2021-03-12,70,40.0,,0.4,28.0
2021-03-13,50,40.0,,0.4,20.0
2021-03-14,41,40.0,,0.4,16.400000000000002
2021-03-15,100,40.0,,0.4,40.0
2021-03-16,76,40.0,,0.4,30.400000000000002
2021-03-17,67,40.0,,0.4,26.8
2021-03-18,73,40.0,,0.4,29.200000000000003
2021-03-19,75,40.0,,0.4,30.0
2021-03-20,58,40.0,,0.4,23.200000000000003
2021-03-21,46,40.0,,0.4,18.400000000000002
2021-03-22,59,40.0,,0.4,23.6
2021-03-23,56,40.0,,0.4,22.400000000000002
2021-03-24,57,40.0,,0.4,22.8
2021-03-25,64,40.0,,0.4,25.6
2021-03-26,69,40.0,,0.4,27.6
2021-03-27,50,40.0,,0.4,20.0
2021-03-28,45,40.0,,0.4,18.0
2021-03-29,57,40.0,,0.4,22.8
2021-03-30,54,40.0,,0.4,21.6
2021-03-31,64,40.0,,0.4,25.6
2021-04-01,92,31.0,False,0.31,28.52
2021-04-02,87,31.0,,0.31,26.97
2021-04-03,82,31.0,,0.31,25.419999999999998
2021-04-04,71,31.0,,0.31,22.01
2021-04-05,82,31.0,,0.31,25.419999999999998
2021-04-06,69,31.0,,0.31,21.39
2021-04-07,61,31.0,,0.31,18.91
2021-04-08,59,31.0,,0.31,18.29
2021-04-09,73,31.0,,0.31,22.63
2021-04-10,70,31.0,,0.31,21.7
2021-04-11,60,31.0,,0.31,18.6
2021-04-12,61,31.0,,0.31,18.91
2021-04-13,60,31.0,,0.31,18.6
2021-04-14,57,31.0,,0.31,17.669999999999998
2021-04-15,65,31.0,,0.31,20.15
2021-04-16,72,31.0,,0.31,22.32
