date,SOXL_unscaled,SOXL_monthly,isPartial,scale,SOXL
2018-01-08,30,20.0,,0.2,6.0
2018-01-09,55,20.0,,0.2,11.0
2018-01-10,31,20.0,,0.2,6.2
2018-01-11,68,20.0,,0.2,13.600000000000001
2018-01-12,50,20.0,,0.2,10.0
2018-01-13,22,20.0,,0.2,4.4
2018-01-14,0,20.0,,0.2,0.0
2018-01-15,7,20.0,,0.2,1.4000000000000001
2018-01-16,55,20.0,,0.2,11.0
2018-01-17,79,20.0,,0.2,15.8
2018-01-18,62,20.0,,0.2,12.4
2018-01-19,38,20.0,,0.2,7.6000000000000005
2018-01-20,22,20.0,,0.2,4.4
2018-01-21,7,20.0,,0.2,1.4000000000000001
2018-01-22,42,20.0,,0.2,8.4
2018-01-23,30,20.0,,0.2,6.0
2018-01-24,61,20.0,,0.2,12.200000000000001
2018-01-25,61,20.0,,0.2,12.200000000000001
2018-01-26,100,20.0,,0.2,20.0
2018-01-27,15,20.0,,0.2,3.0
2018-01-28,22,20.0,,0.2,4.4
2018-01-29,60,20.0,,0.2,12.0
2018-01-30,24,20.0,,0.2,4.800000000000001
2018-01-31,73,20.0,,0.2,14.600000000000001
2018-02-01,26,19.0,False,0.19,4.94
2018-02-02,80,19.0,,0.19,15.2
2018-02-03,31,19.0,,0.19,5.89
2018-02-04,0,19.0,,0.19,0.0
2018-02-05,100,19.0,,0.19,19.0
2018-02-06,58,19.0,,0.19,11.02
2018-02-07,89,19.0,,0.19,16.91
2018-02-08,91,19.0,,0.19,17.29
2018-02-09,79,19.0,,0.19,15.01
2018-02-10,31,19.0,,0.19,5.89
2018-02-11,0,19.0,,0.19,0.0
2018-02-12,51,19.0,,0.19,9.69
2018-02-13,45,19.0,,0.19,8.55
2018-02-14,72,19.0,,0.19,13.68
2018-02-15,66,19.0,,0.19,12.540000000000001
2018-02-16,27,19.0,,0.19,5.13
2018-02-17,8,19.0,,0.19,1.52
2018-02-18,0,19.0,,0.19,0.0
2018-02-19,0,19.0,,0.19,0.0
2018-02-20,26,19.0,,0.19,4.94
2018-02-21,39,19.0,,0.19,7.41
2018-02-22,19,19.0,,0.19,3.61
2018-02-23,33,19.0,,0.19,6.2700000000000005
2018-02-24,0,19.0,,0.19,0.0
2018-02-25,23,19.0,,0.19,4.37
2018-02-26,63,19.0,,0.19,11.97
2018-02-27,71,19.0,,0.19,13.49
2018-02-28,33,19.0,,0.19,6.2700000000000005
2018-03-01,28,24.0,False,0.24,6.72
2018-03-02,34,24.0,,0.24,8.16
2018-03-03,23,24.0,,0.24,5.52
2018-03-04,0,24.0,,0.24,0.0
2018-03-05,19,24.0,,0.24,4.56
2018-03-06,38,24.0,,0.24,9.12
2018-03-07,57,24.0,,0.24,13.68
2018-03-08,34,24.0,,0.24,8.16
2018-03-09,70,24.0,,0.24,16.8
2018-03-10,17,24.0,,0.24,4.08
2018-03-11,11,24.0,,0.24,2.6399999999999997
2018-03-12,57,24.0,,0.24,13.68
2018-03-13,68,24.0,,0.24,16.32
2018-03-14,24,24.0,,0.24,5.76
2018-03-15,30,24.0,,0.24,7.199999999999999
2018-03-16,20,24.0,,0.24,4.8
2018-03-17,0,24.0,,0.24,0.0
2018-03-18,6,24.0,,0.24,1.44
2018-03-19,62,24.0,,0.24,14.879999999999999
2018-03-20,24,24.0,,0.24,5.76
2018-03-21,29,24.0,,0.24,6.96
2018-03-22,30,24.0,,0.24,7.199999999999999
2018-03-23,46,24.0,,0.24,11.04
2018-03-24,12,24.0,,0.24,2.88
2018-03-25,18,24.0,,0.24,4.32
2018-03-26,55,24.0,,0.24,13.2
2018-03-27,84,24.0,,0.24,20.16
2018-03-28,100,24.0,,0.24,24.0
2018-03-29,82,24.0,,0.24,19.68
2018-03-30,5,24.0,,0.24,1.2
2018-03-31,6,24.0,,0.24,1.44
2018-04-01,0,30.0,False,0.3,0.0
2018-04-02,67,30.0,,0.3,20.099999999999998
2018-04-03,69,30.0,,0.3,20.7
2018-04-04,28,30.0,,0.3,8.4
2018-04-05,57,30.0,,0.3,17.099999999999998
2018-04-06,47,30.0,,0.3,14.1
2018-04-07,22,30.0,,0.3,6.6
2018-04-08,17,30.0,,0.3,5.1
2018-04-09,74,30.0,,0.3,22.2
2018-04-10,42,30.0,,0.3,12.6
2018-04-11,41,30.0,,0.3,12.299999999999999
2018-04-12,28,30.0,,0.3,8.4
2018-04-13,57,30.0,,0.3,17.099999999999998
2018-04-14,6,30.0,,0.3,1.7999999999999998
2018-04-15,0,30.0,,0.3,0.0
2018-04-16,32,30.0,,0.3,9.6
2018-04-17,55,30.0,,0.3,16.5
2018-04-18,74,30.0,,0.3,22.2
2018-04-19,89,30.0,,0.3,26.7
2018-04-20,100,30.0,,0.3,30.0
2018-04-21,0,30.0,,0.3,0.0
2018-04-22,6,30.0,,0.3,1.7999999999999998
2018-04-23,54,30.0,,0.3,16.2
2018-04-24,91,30.0,,0.3,27.3
2018-04-25,36,30.0,,0.3,10.799999999999999
2018-04-26,96,30.0,,0.3,28.799999999999997
2018-04-27,94,30.0,,0.3,28.2
2018-04-28,17,30.0,,0.3,5.1
2018-04-29,6,30.0,,0.3,1.7999999999999998
2018-04-30,55,30.0,,0.3,16.5
2018-05-01,42,20.0,False,0.2,8.4
2018-05-02,64,20.0,,0.2,12.8
2018-05-03,100,20.0,,0.2,20.0
2018-05-04,88,20.0,,0.2,17.6
2018-05-05,9,20.0,,0.2,1.8
2018-05-06,9,20.0,,0.2,1.8
2018-05-07,64,20.0,,0.2,12.8
2018-05-08,78,20.0,,0.2,15.600000000000001
2018-05-09,49,20.0,,0.2,9.8
2018-05-10,43,20.0,,0.2,8.6
2018-05-11,60,20.0,,0.2,12.0
2018-05-12,18,20.0,,0.2,3.6
2018-05-13,18,20.0,,0.2,3.6
2018-05-14,81,20.0,,0.2,16.2
2018-05-15,93,20.0,,0.2,18.6
2018-05-16,57,20.0,,0.2,11.4
2018-05-17,72,20.0,,0.2,14.4
2018-05-18,38,20.0,,0.2,7.6000000000000005
2018-05-19,17,20.0,,0.2,3.4000000000000004
2018-05-20,18,20.0,,0.2,3.6
2018-05-21,58,20.0,,0.2,11.600000000000001
2018-05-22,58,20.0,,0.2,11.600000000000001
2018-05-23,74,20.0,,0.2,14.8
2018-05-24,23,20.0,,0.2,4.6000000000000005
2018-05-25,79,20.0,,0.2,15.8
2018-05-26,9,20.0,,0.2,1.8
2018-05-27,0,20.0,,0.2,0.0
2018-05-28,0,20.0,,0.2,0.0
2018-05-29,59,20.0,,0.2,11.8
2018-05-30,44,20.0,,0.2,8.8
2018-05-31,45,20.0,,0.2,9.0
2018-06-01,59,17.0,False,0.17,10.030000000000001
2018-06-02,0,17.0,,0.17,0.0
2018-06-03,16,17.0,,0.17,2.72
2018-06-04,32,17.0,,0.17,5.44
2018-06-05,45,17.0,,0.17,7.65
2018-06-06,46,17.0,,0.17,7.82
2018-06-07,39,17.0,,0.17,6.630000000000001
2018-06-08,54,17.0,,0.17,9.180000000000001
2018-06-09,0,17.0,,0.17,0.0
2018-06-10,8,17.0,,0.17,1.36
2018-06-11,44,17.0,,0.17,7.48
2018-06-12,30,17.0,,0.17,5.1000000000000005
2018-06-13,50,17.0,,0.17,8.5
2018-06-14,65,17.0,,0.17,11.05
2018-06-15,47,17.0,,0.17,7.99
2018-06-16,8,17.0,,0.17,1.36
2018-06-17,8,17.0,,0.17,1.36
2018-06-18,40,17.0,,0.17,6.800000000000001
2018-06-19,52,17.0,,0.17,8.84
2018-06-20,33,17.0,,0.17,5.61
2018-06-21,40,17.0,,0.17,6.800000000000001
2018-06-22,27,17.0,,0.17,4.590000000000001
2018-06-23,0,17.0,,0.17,0.0
2018-06-24,8,17.0,,0.17,1.36
2018-06-25,72,17.0,,0.17,12.24
2018-06-26,33,17.0,,0.17,5.61
2018-06-27,33,17.0,,0.17,5.61
2018-06-28,100,17.0,,0.17,17.0
2018-06-29,69,17.0,,0.17,11.73
2018-06-30,15,17.0,,0.17,2.5500000000000003
2018-07-01,21,16.0,False,0.16,3.36
2018-07-02,36,16.0,,0.16,5.76
2018-07-03,37,16.0,,0.16,5.92
2018-07-04,21,16.0,,0.16,3.36
2018-07-05,39,16.0,,0.16,6.24
2018-07-06,82,16.0,,0.16,13.120000000000001
2018-07-07,21,16.0,,0.16,3.36
2018-07-08,10,16.0,,0.16,1.6
2018-07-09,97,16.0,,0.16,15.52
2018-07-10,88,16.0,,0.16,14.08
2018-07-11,76,16.0,,0.16,12.16
2018-07-12,75,16.0,,0.16,12.0
2018-07-13,48,16.0,,0.16,7.68
2018-07-14,11,16.0,,0.16,1.76
2018-07-15,0,16.0,,0.16,0.0
2018-07-16,37,16.0,,0.16,5.92
2018-07-17,45,16.0,,0.16,7.2
2018-07-18,46,16.0,,0.16,7.36
2018-07-19,28,16.0,,0.16,4.48
2018-07-20,47,16.0,,0.16,7.5200000000000005
2018-07-21,0,16.0,,0.16,0.0
2018-07-22,0,16.0,,0.16,0.0
2018-07-23,9,16.0,,0.16,1.44
2018-07-24,100,16.0,,0.16,16.0
2018-07-25,72,16.0,,0.16,11.52
2018-07-26,74,16.0,,0.16,11.84
2018-07-27,38,16.0,,0.16,6.08
2018-07-28,0,16.0,,0.16,0.0
2018-07-29,11,16.0,,0.16,1.76
2018-07-30,37,16.0,,0.16,5.92
2018-07-31,36,16.0,,0.16,5.76
2018-08-01,67,16.0,False,0.16,10.72
2018-08-02,49,16.0,,0.16,7.84
2018-08-03,69,16.0,,0.16,11.040000000000001
2018-08-04,10,16.0,,0.16,1.6
2018-08-05,0,16.0,,0.16,0.0
2018-08-06,43,16.0,,0.16,6.88
2018-08-07,83,16.0,,0.16,13.280000000000001
2018-08-08,25,16.0,,0.16,4.0
2018-08-09,17,16.0,,0.16,2.72
2018-08-10,35,16.0,,0.16,5.6000000000000005
2018-08-11,10,16.0,,0.16,1.6
2018-08-12,0,16.0,,0.16,0.0
2018-08-13,60,16.0,,0.16,9.6
2018-08-14,59,16.0,,0.16,9.44
2018-08-15,60,16.0,,0.16,9.6
2018-08-16,69,16.0,,0.16,11.040000000000001
2018-08-17,43,16.0,,0.16,6.88
2018-08-18,0,16.0,,0.16,0.0
2018-08-19,30,16.0,,0.16,4.8
2018-08-20,34,16.0,,0.16,5.44
2018-08-21,92,16.0,,0.16,14.72
2018-08-22,67,16.0,,0.16,10.72
2018-08-23,60,16.0,,0.16,9.6
2018-08-24,43,16.0,,0.16,6.88
2018-08-25,0,16.0,,0.16,0.0
2018-08-26,10,16.0,,0.16,1.6
2018-08-27,58,16.0,,0.16,9.28
2018-08-28,33,16.0,,0.16,5.28
2018-08-29,59,16.0,,0.16,9.44
2018-08-30,100,16.0,,0.16,16.0
2018-08-31,8,16.0,,0.16,1.28
2018-09-01,12,11.0,False,0.11,1.32
2018-09-02,0,11.0,,0.11,0.0
2018-09-03,0,11.0,,0.11,0.0
2018-09-04,20,11.0,,0.11,2.2
2018-09-05,60,11.0,,0.11,6.6
2018-09-06,98,11.0,,0.11,10.78
2018-09-07,30,11.0,,0.11,3.3
2018-09-08,24,11.0,,0.11,2.64
2018-09-09,0,11.0,,0.11,0.0
2018-09-10,69,11.0,,0.11,7.59
2018-09-11,99,11.0,,0.11,10.89
2018-09-12,100,11.0,,0.11,11.0
2018-09-13,60,11.0,,0.11,6.6
2018-09-14,30,11.0,,0.11,3.3
2018-09-15,0,11.0,,0.11,0.0
2018-09-16,0,11.0,,0.11,0.0
2018-09-17,30,11.0,,0.11,3.3
2018-09-18,69,11.0,,0.11,7.59
2018-09-19,41,11.0,,0.11,4.51
2018-09-20,51,11.0,,0.11,5.61
2018-09-21,62,11.0,,0.11,6.82
2018-09-22,12,11.0,,0.11,1.32
2018-09-23,0,11.0,,0.11,0.0
2018-09-24,50,11.0,,0.11,5.5
2018-09-25,30,11.0,,0.11,3.3
2018-09-26,79,11.0,,0.11,8.69
2018-09-27,41,11.0,,0.11,4.51
2018-09-28,21,11.0,,0.11,2.31
2018-09-29,0,11.0,,0.11,0.0
2018-09-30,12,11.0,,0.11,1.32
2018-10-01,25,20.0,False,0.2,5.0
2018-10-02,19,20.0,,0.2,3.8000000000000003
2018-10-03,38,20.0,,0.2,7.6000000000000005
2018-10-04,39,20.0,,0.2,7.800000000000001
2018-10-05,59,20.0,,0.2,11.8
2018-10-06,15,20.0,,0.2,3.0
2018-10-07,7,20.0,,0.2,1.4000000000000001
2018-10-08,39,20.0,,0.2,7.800000000000001
2018-10-09,32,20.0,,0.2,6.4
2018-10-10,59,20.0,,0.2,11.8
2018-10-11,52,20.0,,0.2,10.4
2018-10-12,34,20.0,,0.2,6.800000000000001
2018-10-13,0,20.0,,0.2,0.0
2018-10-14,0,20.0,,0.2,0.0
2018-10-15,20,20.0,,0.2,4.0
2018-10-16,97,20.0,,0.2,19.400000000000002
2018-10-17,51,20.0,,0.2,10.200000000000001
2018-10-18,60,20.0,,0.2,12.0
2018-10-19,27,20.0,,0.2,5.4
2018-10-20,0,20.0,,0.2,0.0
2018-10-21,0,20.0,,0.2,0.0
2018-10-22,64,20.0,,0.2,12.8
2018-10-23,82,20.0,,0.2,16.400000000000002
2018-10-24,88,20.0,,0.2,17.6
2018-10-25,33,20.0,,0.2,6.6000000000000005
2018-10-26,81,20.0,,0.2,16.2
2018-10-27,23,20.0,,0.2,4.6000000000000005
2018-10-28,0,20.0,,0.2,0.0
2018-10-29,38,20.0,,0.2,7.6000000000000005
2018-10-30,78,20.0,,0.2,15.600000000000001
2018-10-31,100,20.0,,0.2,20.0
2018-11-01,99,15.0,False,0.15,14.85
2018-11-02,29,15.0,,0.15,4.35
2018-11-03,0,15.0,,0.15,0.0
2018-11-04,8,15.0,,0.15,1.2
2018-11-05,47,15.0,,0.15,7.05
2018-11-06,57,15.0,,0.15,8.549999999999999
2018-11-07,100,15.0,,0.15,15.0
2018-11-08,35,15.0,,0.15,5.25
2018-11-09,29,15.0,,0.15,4.35
2018-11-10,0,15.0,,0.15,0.0
2018-11-11,0,15.0,,0.15,0.0
2018-11-12,36,15.0,,0.15,5.3999999999999995
2018-11-13,28,15.0,,0.15,4.2
2018-11-14,21,15.0,,0.15,3.15
2018-11-15,36,15.0,,0.15,5.3999999999999995
2018-11-16,59,15.0,,0.15,8.85
2018-11-17,17,15.0,,0.15,2.55
2018-11-18,0,15.0,,0.15,0.0
2018-11-19,67,15.0,,0.15,10.049999999999999
2018-11-20,74,15.0,,0.15,11.1
2018-11-21,55,15.0,,0.15,8.25
2018-11-22,9,15.0,,0.15,1.3499999999999999
2018-11-23,24,15.0,,0.15,3.5999999999999996
2018-11-24,0,15.0,,0.15,0.0
2018-11-25,0,15.0,,0.15,0.0
2018-11-26,46,15.0,,0.15,6.8999999999999995
2018-11-27,48,15.0,,0.15,7.199999999999999
2018-11-28,21,15.0,,0.15,3.15
2018-11-29,64,15.0,,0.15,9.6
2018-11-30,42,15.0,,0.15,6.3
2018-12-01,11,12.0,False,0.12,1.3199999999999998
2018-12-02,0,12.0,,0.12,0.0
2018-12-03,46,12.0,,0.12,5.52
2018-12-04,37,12.0,,0.12,4.4399999999999995
2018-12-05,9,12.0,,0.12,1.08
2018-12-06,56,12.0,,0.12,6.72
2018-12-07,58,12.0,,0.12,6.96
2018-12-08,23,12.0,,0.12,2.76
2018-12-09,11,12.0,,0.12,1.3199999999999998
2018-12-10,47,12.0,,0.12,5.64
2018-12-11,47,12.0,,0.12,5.64
2018-12-12,95,12.0,,0.12,11.4
2018-12-13,38,12.0,,0.12,4.56
2018-12-14,46,12.0,,0.12,5.52
2018-12-15,23,12.0,,0.12,2.76
2018-12-16,0,12.0,,0.12,0.0
2018-12-17,53,12.0,,0.12,6.359999999999999
2018-12-18,36,12.0,,0.12,4.32
2018-12-19,79,12.0,,0.12,9.48
2018-12-20,100,12.0,,0.12,12.0
2018-12-21,73,12.0,,0.12,8.76
2018-12-22,24,12.0,,0.12,2.88
2018-12-23,12,12.0,,0.12,1.44
2018-12-24,47,12.0,,0.12,5.64
2018-12-25,0,12.0,,0.12,0.0
2018-12-26,55,12.0,,0.12,6.6
2018-12-27,31,12.0,,0.12,3.7199999999999998
2018-12-28,71,12.0,,0.12,8.52
2018-12-29,23,12.0,,0.12,2.76
2018-12-30,0,12.0,,0.12,0.0
2018-12-31,52,12.0,,0.12,6.24
2019-01-01,0,14.0,False,0.14,0.0
2019-01-02,36,14.0,,0.14,5.040000000000001
2019-01-03,57,14.0,,0.14,7.98
2019-01-04,85,14.0,,0.14,11.9
2019-01-05,0,14.0,,0.14,0.0
2019-01-06,0,14.0,,0.14,0.0
2019-01-07,27,14.0,,0.14,3.7800000000000002
2019-01-08,34,14.0,,0.14,4.760000000000001
2019-01-09,34,14.0,,0.14,4.760000000000001
2019-01-10,27,14.0,,0.14,3.7800000000000002
2019-01-11,28,14.0,,0.14,3.9200000000000004
2019-01-12,8,14.0,,0.14,1.12
2019-01-13,0,14.0,,0.14,0.0
2019-01-14,34,14.0,,0.14,4.760000000000001
2019-01-15,54,14.0,,0.14,7.5600000000000005
2019-01-16,27,14.0,,0.14,3.7800000000000002
2019-01-17,20,14.0,,0.14,2.8000000000000003
2019-01-18,100,14.0,,0.14,14.000000000000002
2019-01-19,0,14.0,,0.14,0.0
2019-01-20,0,14.0,,0.14,0.0
2019-01-21,7,14.0,,0.14,0.9800000000000001
2019-01-22,53,14.0,,0.14,7.420000000000001
2019-01-23,20,14.0,,0.14,2.8000000000000003
2019-01-24,33,14.0,,0.14,4.62
2019-01-25,62,14.0,,0.14,8.680000000000001
2019-01-26,8,14.0,,0.14,1.12
2019-01-27,0,14.0,,0.14,0.0
2019-01-28,53,14.0,,0.14,7.420000000000001
2019-01-29,33,14.0,,0.14,4.62
2019-01-30,40,14.0,,0.14,5.6000000000000005
2019-01-31,53,14.0,,0.14,7.420000000000001
2019-02-01,80,13.0,False,0.13,10.4
2019-02-02,12,13.0,,0.13,1.56
2019-02-03,12,13.0,,0.13,1.56
2019-02-04,38,13.0,,0.13,4.94
2019-02-05,80,13.0,,0.13,10.4
2019-02-06,79,13.0,,0.13,10.27
2019-02-07,39,13.0,,0.13,5.07
2019-02-08,30,13.0,,0.13,3.9000000000000004
2019-02-09,24,13.0,,0.13,3.12
2019-02-10,0,13.0,,0.13,0.0
2019-02-11,38,13.0,,0.13,4.94
2019-02-12,29,13.0,,0.13,3.77
2019-02-13,99,13.0,,0.13,12.870000000000001
2019-02-14,100,13.0,,0.13,13.0
2019-02-15,63,13.0,,0.13,8.19
2019-02-16,12,13.0,,0.13,1.56
2019-02-17,0,13.0,,0.13,0.0
2019-02-18,10,13.0,,0.13,1.3
2019-02-19,59,13.0,,0.13,7.67
2019-02-20,50,13.0,,0.13,6.5
2019-02-21,59,13.0,,0.13,7.67
2019-02-22,90,13.0,,0.13,11.700000000000001
2019-02-23,0,13.0,,0.13,0.0
2019-02-24,0,13.0,,0.13,0.0
2019-02-25,67,13.0,,0.13,8.71
2019-02-26,40,13.0,,0.13,5.2
2019-02-27,67,13.0,,0.13,8.71
2019-02-28,59,13.0,,0.13,7.67
2019-03-01,24,13.0,False,0.13,3.12
2019-03-02,9,13.0,,0.13,1.17
2019-03-03,9,13.0,,0.13,1.17
2019-03-04,24,13.0,,0.13,3.12
2019-03-05,24,13.0,,0.13,3.12
2019-03-06,15,13.0,,0.13,1.9500000000000002
2019-03-07,56,13.0,,0.13,7.28
2019-03-08,66,13.0,,0.13,8.58
2019-03-09,19,13.0,,0.13,2.47
2019-03-10,0,13.0,,0.13,0.0
2019-03-11,16,13.0,,0.13,2.08
2019-03-12,40,13.0,,0.13,5.2
2019-03-13,49,13.0,,0.13,6.37
2019-03-14,65,13.0,,0.13,8.450000000000001
2019-03-15,57,13.0,,0.13,7.41
2019-03-16,10,13.0,,0.13,1.3
2019-03-17,10,13.0,,0.13,1.3
2019-03-18,50,13.0,,0.13,6.5
2019-03-19,16,13.0,,0.13,2.08
2019-03-20,34,13.0,,0.13,4.42
2019-03-21,91,13.0,,0.13,11.83
2019-03-22,67,13.0,,0.13,8.71
2019-03-23,10,13.0,,0.13,1.3
2019-03-24,0,13.0,,0.13,0.0
2019-03-25,33,13.0,,0.13,4.29
2019-03-26,41,13.0,,0.13,5.33
2019-03-27,100,13.0,,0.13,13.0
2019-03-28,90,13.0,,0.13,11.700000000000001
2019-03-29,42,13.0,,0.13,5.46
2019-03-30,0,13.0,,0.13,0.0
2019-03-31,0,13.0,,0.13,0.0
2019-04-01,46,16.0,False,0.16,7.36
2019-04-02,26,16.0,,0.16,4.16
2019-04-03,33,16.0,,0.16,5.28
2019-04-04,46,16.0,,0.16,7.36
2019-04-05,28,16.0,,0.16,4.48
2019-04-06,8,16.0,,0.16,1.28
2019-04-07,8,16.0,,0.16,1.28
2019-04-08,39,16.0,,0.16,6.24
2019-04-09,39,16.0,,0.16,6.24
2019-04-10,27,16.0,,0.16,4.32
2019-04-11,7,16.0,,0.16,1.12
2019-04-12,41,16.0,,0.16,6.5600000000000005
2019-04-13,8,16.0,,0.16,1.28
2019-04-14,0,16.0,,0.16,0.0
2019-04-15,20,16.0,,0.16,3.2
2019-04-16,33,16.0,,0.16,5.28
2019-04-17,68,16.0,,0.16,10.88
2019-04-18,95,16.0,,0.16,15.200000000000001
2019-04-19,29,16.0,,0.16,4.64
2019-04-20,0,16.0,,0.16,0.0
2019-04-21,0,16.0,,0.16,0.0
2019-04-22,14,16.0,,0.16,2.24
2019-04-23,54,16.0,,0.16,8.64
2019-04-24,75,16.0,,0.16,12.0
2019-04-25,59,16.0,,0.16,9.44
2019-04-26,100,16.0,,0.16,16.0
2019-04-27,8,16.0,,0.16,1.28
2019-04-28,16,16.0,,0.16,2.56
2019-04-29,46,16.0,,0.16,7.36
2019-04-30,58,16.0,,0.16,9.28
2019-05-01,44,24.0,False,0.24,10.559999999999999
2019-05-02,22,24.0,,0.24,5.279999999999999
2019-05-03,45,24.0,,0.24,10.799999999999999
2019-05-04,7,24.0,,0.24,1.68
2019-05-05,7,24.0,,0.24,1.68
2019-05-06,44,24.0,,0.24,10.559999999999999
2019-05-07,65,24.0,,0.24,15.6
2019-05-08,55,24.0,,0.24,13.2
2019-05-09,94,24.0,,0.24,22.56
2019-05-10,40,24.0,,0.24,9.6
2019-05-11,0,24.0,,0.24,0.0
2019-05-12,14,24.0,,0.24,3.36
2019-05-13,57,24.0,,0.24,13.68
2019-05-14,74,24.0,,0.24,17.759999999999998
2019-05-15,62,24.0,,0.24,14.879999999999999
2019-05-16,61,24.0,,0.24,14.639999999999999
2019-05-17,17,24.0,,0.24,4.08
2019-05-18,0,24.0,,0.24,0.0
2019-05-19,0,24.0,,0.24,0.0
2019-05-20,84,24.0,,0.24,20.16
2019-05-21,100,24.0,,0.24,24.0
2019-05-22,86,24.0,,0.24,20.64
2019-05-23,91,24.0,,0.24,21.84
2019-05-24,83,24.0,,0.24,19.919999999999998
2019-05-25,0,24.0,,0.24,0.0
2019-05-26,7,24.0,,0.24,1.68
2019-05-27,7,24.0,,0.24,1.68
2019-05-28,29,24.0,,0.24,6.96
2019-05-29,55,24.0,,0.24,13.2
2019-05-30,28,24.0,,0.24,6.72
2019-05-31,63,24.0,,0.24,15.12
2019-06-01,0,22.0,False,0.22,0.0
2019-06-02,12,22.0,,0.22,2.64
2019-06-03,39,22.0,,0.22,8.58
2019-06-04,44,22.0,,0.22,9.68
2019-06-05,25,22.0,,0.22,5.5
2019-06-06,36,22.0,,0.22,7.92
2019-06-07,42,22.0,,0.22,9.24
2019-06-08,12,22.0,,0.22,2.64
2019-06-09,0,22.0,,0.22,0.0
2019-06-10,60,22.0,,0.22,13.2
2019-06-11,71,22.0,,0.22,15.62
2019-06-12,46,22.0,,0.22,10.12
2019-06-13,62,22.0,,0.22,13.64
2019-06-14,100,22.0,,0.22,22.0
2019-06-15,6,22.0,,0.22,1.32
2019-06-16,0,22.0,,0.22,0.0
2019-06-17,51,22.0,,0.22,11.22
2019-06-18,60,22.0,,0.22,13.2
2019-06-19,40,22.0,,0.22,8.8
2019-06-20,50,22.0,,0.22,11.0
2019-06-21,47,22.0,,0.22,10.34
2019-06-22,12,22.0,,0.22,2.64
2019-06-23,0,22.0,,0.22,0.0
2019-06-24,56,22.0,,0.22,12.32
2019-06-25,62,22.0,,0.22,13.64
2019-06-26,30,22.0,,0.22,6.6
2019-06-27,46,22.0,,0.22,10.12
2019-06-28,22,22.0,,0.22,4.84
2019-06-29,12,22.0,,0.22,2.64
2019-06-30,6,22.0,,0.22,1.32
2019-07-01,94,19.0,False,0.19,17.86
2019-07-02,67,19.0,,0.19,12.73
2019-07-03,40,19.0,,0.19,7.6
2019-07-04,15,19.0,,0.19,2.85
2019-07-05,23,19.0,,0.19,4.37
2019-07-06,15,19.0,,0.19,2.85
2019-07-07,7,19.0,,0.19,1.33
2019-07-08,26,19.0,,0.19,4.94
2019-07-09,61,19.0,,0.19,11.59
2019-07-10,40,19.0,,0.19,7.6
2019-07-11,33,19.0,,0.19,6.2700000000000005
2019-07-12,62,19.0,,0.19,11.78
2019-07-13,8,19.0,,0.19,1.52
2019-07-14,0,19.0,,0.19,0.0
2019-07-15,20,19.0,,0.19,3.8
2019-07-16,52,19.0,,0.19,9.88
2019-07-17,46,19.0,,0.19,8.74
2019-07-18,20,19.0,,0.19,3.8
2019-07-19,28,19.0,,0.19,5.32
2019-07-20,8,19.0,,0.19,1.52
2019-07-21,8,19.0,,0.19,1.52
2019-07-22,74,19.0,,0.19,14.06
2019-07-23,100,19.0,,0.19,19.0
2019-07-24,70,19.0,,0.19,13.3
2019-07-25,62,19.0,,0.19,11.78
2019-07-26,78,19.0,,0.19,14.82
2019-07-27,8,19.0,,0.19,1.52
2019-07-28,8,19.0,,0.19,1.52
2019-07-29,48,19.0,,0.19,9.120000000000001
2019-07-30,69,19.0,,0.19,13.11
2019-07-31,62,19.0,,0.19,11.78
2019-08-01,49,22.0,False,0.22,10.78
2019-08-02,69,22.0,,0.22,15.18
2019-08-03,13,22.0,,0.22,2.86
2019-08-04,0,22.0,,0.22,0.0
2019-08-05,100,22.0,,0.22,22.0
2019-08-06,77,22.0,,0.22,16.94
2019-08-07,78,22.0,,0.22,17.16
2019-08-08,66,22.0,,0.22,14.52
2019-08-09,39,22.0,,0.22,8.58
2019-08-10,6,22.0,,0.22,1.32
2019-08-11,0,22.0,,0.22,0.0
2019-08-12,43,22.0,,0.22,9.46
2019-08-13,70,22.0,,0.22,15.4
2019-08-14,52,22.0,,0.22,11.44
2019-08-15,74,22.0,,0.22,16.28
2019-08-16,43,22.0,,0.22,9.46
2019-08-17,6,22.0,,0.22,1.32
2019-08-18,12,22.0,,0.22,2.64
2019-08-19,47,22.0,,0.22,10.34
2019-08-20,37,22.0,,0.22,8.14
2019-08-21,42,22.0,,0.22,9.24
2019-08-22,16,22.0,,0.22,3.52
2019-08-23,63,22.0,,0.22,13.86
2019-08-24,0,22.0,,0.22,0.0
2019-08-25,18,22.0,,0.22,3.96
2019-08-26,15,22.0,,0.22,3.3
2019-08-27,31,22.0,,0.22,6.82
2019-08-28,26,22.0,,0.22,5.72
2019-08-29,62,22.0,,0.22,13.64
2019-08-30,56,22.0,,0.22,12.32
2019-08-31,0,22.0,,0.22,0.0
2019-09-01,13,12.0,False,0.12,1.56
2019-09-02,0,12.0,,0.12,0.0
2019-09-03,88,12.0,,0.12,10.559999999999999
2019-09-04,67,12.0,,0.12,8.04
2019-09-05,100,12.0,,0.12,12.0
2019-09-06,89,12.0,,0.12,10.68
2019-09-07,13,12.0,,0.12,1.56
2019-09-08,0,12.0,,0.12,0.0
2019-09-09,100,12.0,,0.12,12.0
2019-09-10,44,12.0,,0.12,5.279999999999999
2019-09-11,55,12.0,,0.12,6.6
