date,APR_unscaled,APR_monthly,isPartial,scale,APR
2019-08-23,98,67.0,,0.67,65.66000000000001
2019-08-24,69,67.0,,0.67,46.230000000000004
2019-08-25,63,67.0,,0.67,42.21
2019-08-26,68,67.0,,0.67,45.56
2019-08-27,95,67.0,,0.67,63.650000000000006
2019-08-28,95,67.0,,0.67,63.650000000000006
2019-08-29,86,67.0,,0.67,57.620000000000005
2019-08-30,84,67.0,,0.67,56.28
2019-08-31,66,67.0,,0.67,44.220000000000006
2019-09-01,70,66.0,False,0.66,46.2
2019-09-02,74,66.0,,0.66,48.84
2019-09-03,79,66.0,,0.66,52.14
2019-09-04,84,66.0,,0.66,55.440000000000005
2019-09-05,90,66.0,,0.66,59.400000000000006
2019-09-06,89,66.0,,0.66,58.74
2019-09-07,81,66.0,,0.66,53.46
2019-09-08,72,66.0,,0.66,47.52
2019-09-09,81,66.0,,0.66,53.46
2019-09-10,90,66.0,,0.66,59.400000000000006
2019-09-11,99,66.0,,0.66,65.34
2019-09-12,89,66.0,,0.66,58.74
2019-09-13,87,66.0,,0.66,57.42
2019-09-14,69,66.0,,0.66,45.54
2019-09-15,72,66.0,,0.66,47.52
2019-09-16,93,66.0,,0.66,61.38
2019-09-17,96,66.0,,0.66,63.36
2019-09-18,99,66.0,,0.66,65.34
2019-09-19,91,66.0,,0.66,60.06
2019-09-20,86,66.0,,0.66,56.760000000000005
2019-09-21,69,66.0,,0.66,45.54
2019-09-22,71,66.0,,0.66,46.86
2019-09-23,84,66.0,,0.66,55.440000000000005
2019-09-24,100,66.0,,0.66,66.0
2019-09-25,95,66.0,,0.66,62.7
2019-09-26,84,66.0,,0.66,55.440000000000005
2019-09-27,87,66.0,,0.66,57.42
2019-09-28,67,66.0,,0.66,44.22
2019-09-29,74,66.0,,0.66,48.84
2019-09-30,81,66.0,,0.66,53.46
2019-10-01,100,63.0,False,0.63,63.0
2019-10-02,92,63.0,,0.63,57.96
2019-10-03,93,63.0,,0.63,58.59
2019-10-04,79,63.0,,0.63,49.77
2019-10-05,79,63.0,,0.63,49.77
2019-10-06,64,63.0,,0.63,40.32
2019-10-07,96,63.0,,0.63,60.480000000000004
2019-10-08,88,63.0,,0.63,55.44
2019-10-09,100,63.0,,0.63,63.0
2019-10-10,94,63.0,,0.63,59.22
2019-10-11,83,63.0,,0.63,52.29
2019-10-12,69,63.0,,0.63,43.47
2019-10-13,56,63.0,,0.63,35.28
2019-10-14,73,63.0,,0.63,45.99
2019-10-15,87,63.0,,0.63,54.81
2019-10-16,91,63.0,,0.63,57.33
2019-10-17,95,63.0,,0.63,59.85
2019-10-18,84,63.0,,0.63,52.92
2019-10-19,57,63.0,,0.63,35.910000000000004
2019-10-20,54,63.0,,0.63,34.02
2019-10-21,83,63.0,,0.63,52.29
2019-10-22,83,63.0,,0.63,52.29
2019-10-23,91,63.0,,0.63,57.33
2019-10-24,86,63.0,,0.63,54.18
2019-10-25,73,63.0,,0.63,45.99
2019-10-26,71,63.0,,0.63,44.73
2019-10-27,49,63.0,,0.63,30.87
2019-10-28,87,63.0,,0.63,54.81
2019-10-29,83,63.0,,0.63,52.29
2019-10-30,97,63.0,,0.63,61.11
2019-10-31,75,63.0,,0.63,47.25
2019-11-01,91,60.0,False,0.6,54.6
2019-11-02,68,60.0,,0.6,40.8
2019-11-03,65,60.0,,0.6,39.0
2019-11-04,92,60.0,,0.6,55.199999999999996
2019-11-05,90,60.0,,0.6,54.0
2019-11-06,95,60.0,,0.6,57.0
2019-11-07,88,60.0,,0.6,52.8
2019-11-08,100,60.0,,0.6,60.0
2019-11-09,77,60.0,,0.6,46.199999999999996
2019-11-10,70,60.0,,0.6,42.0
2019-11-11,60,60.0,,0.6,36.0
2019-11-12,78,60.0,,0.6,46.8
2019-11-13,82,60.0,,0.6,49.199999999999996
2019-11-14,91,60.0,,0.6,54.6
2019-11-15,88,60.0,,0.6,52.8
2019-11-16,59,60.0,,0.6,35.4
2019-11-17,61,60.0,,0.6,36.6
2019-11-18,85,60.0,,0.6,51.0
2019-11-19,87,60.0,,0.6,52.199999999999996
2019-11-20,85,60.0,,0.6,51.0
2019-11-21,80,60.0,,0.6,48.0
2019-11-22,90,60.0,,0.6,54.0
2019-11-23,71,60.0,,0.6,42.6
2019-11-24,59,60.0,,0.6,35.4
2019-11-25,85,60.0,,0.6,51.0
2019-11-26,77,60.0,,0.6,46.199999999999996
2019-11-27,70,60.0,,0.6,42.0
2019-11-28,55,60.0,,0.6,33.0
2019-11-29,71,60.0,,0.6,42.6
2019-11-30,61,60.0,,0.6,36.6
2019-12-01,69,56.0,False,0.56,38.64
2019-12-02,84,56.0,,0.56,47.040000000000006
2019-12-03,95,56.0,,0.56,53.2
2019-12-04,83,56.0,,0.56,46.480000000000004
2019-12-05,84,56.0,,0.56,47.040000000000006
2019-12-06,92,56.0,,0.56,51.52
2019-12-07,74,56.0,,0.56,41.440000000000005
2019-12-08,62,56.0,,0.56,34.720000000000006
2019-12-09,87,56.0,,0.56,48.720000000000006
2019-12-10,89,56.0,,0.56,49.84
2019-12-11,82,56.0,,0.56,45.92
2019-12-12,83,56.0,,0.56,46.480000000000004
2019-12-13,100,56.0,,0.56,56.00000000000001
2019-12-14,64,56.0,,0.56,35.84
2019-12-15,64,56.0,,0.56,35.84
2019-12-16,71,56.0,,0.56,39.760000000000005
2019-12-17,83,56.0,,0.56,46.480000000000004
2019-12-18,81,56.0,,0.56,45.36000000000001
2019-12-19,80,56.0,,0.56,44.800000000000004
2019-12-20,80,56.0,,0.56,44.800000000000004
2019-12-21,59,56.0,,0.56,33.040000000000006
2019-12-22,54,56.0,,0.56,30.240000000000002
2019-12-23,65,56.0,,0.56,36.400000000000006
2019-12-24,50,56.0,,0.56,28.000000000000004
2019-12-25,46,56.0,,0.56,25.76
2019-12-26,73,56.0,,0.56,40.88
2019-12-27,80,56.0,,0.56,44.800000000000004
2019-12-28,63,56.0,,0.56,35.28
2019-12-29,62,56.0,,0.56,34.720000000000006
2019-12-30,82,56.0,,0.56,45.92
2019-12-31,68,56.0,,0.56,38.080000000000005
2020-01-01,61,63.0,False,0.63,38.43
2020-01-02,97,63.0,,0.63,61.11
2020-01-03,83,63.0,,0.63,52.29
2020-01-04,82,63.0,,0.63,51.660000000000004
2020-01-05,62,63.0,,0.63,39.06
2020-01-06,85,63.0,,0.63,53.55
2020-01-07,90,63.0,,0.63,56.7
2020-01-08,89,63.0,,0.63,56.07
2020-01-09,90,63.0,,0.63,56.7
2020-01-10,96,63.0,,0.63,60.480000000000004
2020-01-11,71,63.0,,0.63,44.73
2020-01-12,61,63.0,,0.63,38.43
2020-01-13,84,63.0,,0.63,52.92
2020-01-14,81,63.0,,0.63,51.03
2020-01-15,96,63.0,,0.63,60.480000000000004
2020-01-16,94,63.0,,0.63,59.22
2020-01-17,86,63.0,,0.63,54.18
2020-01-18,79,63.0,,0.63,49.77
2020-01-19,61,63.0,,0.63,38.43
2020-01-20,72,63.0,,0.63,45.36
2020-01-21,95,63.0,,0.63,59.85
2020-01-22,86,63.0,,0.63,54.18
2020-01-23,91,63.0,,0.63,57.33
2020-01-24,98,63.0,,0.63,61.74
2020-01-25,83,63.0,,0.63,52.29
2020-01-26,57,63.0,,0.63,35.910000000000004
2020-01-27,86,63.0,,0.63,54.18
2020-01-28,100,63.0,,0.63,63.0
2020-01-29,89,63.0,,0.63,56.07
2020-01-30,90,63.0,,0.63,56.7
2020-01-31,93,63.0,,0.63,58.59
2020-02-01,69,70.0,False,0.7,48.3
2020-02-02,61,70.0,,0.7,42.699999999999996
2020-02-03,80,70.0,,0.7,56.0
2020-02-04,71,70.0,,0.7,49.699999999999996
2020-02-05,73,70.0,,0.7,51.099999999999994
2020-02-06,78,70.0,,0.7,54.599999999999994
2020-02-07,79,70.0,,0.7,55.3
2020-02-08,80,70.0,,0.7,56.0
2020-02-09,68,70.0,,0.7,47.599999999999994
2020-02-10,81,70.0,,0.7,56.699999999999996
2020-02-11,96,70.0,,0.7,67.19999999999999
2020-02-12,82,70.0,,0.7,57.4
2020-02-13,83,70.0,,0.7,58.099999999999994
2020-02-14,77,70.0,,0.7,53.9
2020-02-15,65,70.0,,0.7,45.5
2020-02-16,71,70.0,,0.7,49.699999999999996
2020-02-17,74,70.0,,0.7,51.8
2020-02-18,96,70.0,,0.7,67.19999999999999
2020-02-19,80,70.0,,0.7,56.0
2020-02-20,100,70.0,,0.7,70.0
2020-02-21,94,70.0,,0.7,65.8
2020-02-22,81,70.0,,0.7,56.699999999999996
2020-02-23,63,70.0,,0.7,44.099999999999994
2020-02-24,82,70.0,,0.7,57.4
2020-02-25,94,70.0,,0.7,65.8
2020-02-26,88,70.0,,0.7,61.599999999999994
2020-02-27,95,70.0,,0.7,66.5
2020-02-28,84,70.0,,0.7,58.8
2020-02-29,96,70.0,,0.7,67.19999999999999
2020-03-01,67,70.0,False,0.7,46.9
2020-03-02,83,70.0,,0.7,58.099999999999994
2020-03-03,90,70.0,,0.7,62.99999999999999
2020-03-04,93,70.0,,0.7,65.1
2020-03-05,100,70.0,,0.7,70.0
2020-03-06,90,70.0,,0.7,62.99999999999999
2020-03-07,83,70.0,,0.7,58.099999999999994
2020-03-08,75,70.0,,0.7,52.5
2020-03-09,91,70.0,,0.7,63.699999999999996
2020-03-10,95,70.0,,0.7,66.5
2020-03-11,93,70.0,,0.7,65.1
2020-03-12,82,70.0,,0.7,57.4
2020-03-13,68,70.0,,0.7,47.599999999999994
2020-03-14,65,70.0,,0.7,45.5
2020-03-15,61,70.0,,0.7,42.699999999999996
2020-03-16,94,70.0,,0.7,65.8
2020-03-17,91,70.0,,0.7,63.699999999999996
2020-03-18,74,70.0,,0.7,51.8
2020-03-19,71,70.0,,0.7,49.699999999999996
2020-03-20,64,70.0,,0.7,44.8
2020-03-21,70,70.0,,0.7,49.0
2020-03-22,62,70.0,,0.7,43.4
2020-03-23,63,70.0,,0.7,44.099999999999994
2020-03-24,79,70.0,,0.7,55.3
2020-03-25,80,70.0,,0.7,56.0
2020-03-26,71,70.0,,0.7,49.699999999999996
2020-03-27,85,70.0,,0.7,59.49999999999999
2020-03-28,74,70.0,,0.7,51.8
2020-03-29,63,70.0,,0.7,44.099999999999994
2020-03-30,78,70.0,,0.7,54.599999999999994
2020-03-31,72,70.0,,0.7,50.4
2020-04-01,78,91.0,False,0.91,70.98
2020-04-02,79,91.0,,0.91,71.89
2020-04-03,75,91.0,,0.91,68.25
2020-04-04,86,91.0,,0.91,78.26
2020-04-05,70,91.0,,0.91,63.7
2020-04-06,76,91.0,,0.91,69.16
2020-04-07,90,91.0,,0.91,81.9
2020-04-08,83,91.0,,0.91,75.53
2020-04-09,85,91.0,,0.91,77.35000000000001
2020-04-10,85,91.0,,0.91,77.35000000000001
2020-04-11,71,91.0,,0.91,64.61
2020-04-12,65,91.0,,0.91,59.15
2020-04-13,92,91.0,,0.91,83.72
2020-04-14,84,91.0,,0.91,76.44
2020-04-15,92,91.0,,0.91,83.72
2020-04-16,90,91.0,,0.91,81.9
2020-04-17,92,91.0,,0.91,83.72
2020-04-18,87,91.0,,0.91,79.17
2020-04-19,79,91.0,,0.91,71.89
2020-04-20,84,91.0,,0.91,76.44
2020-04-21,84,91.0,,0.91,76.44
2020-04-22,99,91.0,,0.91,90.09
2020-04-23,88,91.0,,0.91,80.08
2020-04-24,83,91.0,,0.91,75.53
2020-04-25,77,91.0,,0.91,70.07000000000001
2020-04-26,82,91.0,,0.91,74.62
2020-04-27,86,91.0,,0.91,78.26
2020-04-28,94,91.0,,0.91,85.54
2020-04-29,92,91.0,,0.91,83.72
2020-04-30,100,91.0,,0.91,91.0
2020-05-01,100,74.0,False,0.74,74.0
2020-05-02,74,74.0,,0.74,54.76
2020-05-03,71,74.0,,0.74,52.54
2020-05-04,82,74.0,,0.74,60.68
2020-05-05,81,74.0,,0.74,59.94
2020-05-06,79,74.0,,0.74,58.46
2020-05-07,77,74.0,,0.74,56.98
2020-05-08,73,74.0,,0.74,54.019999999999996
2020-05-09,68,74.0,,0.74,50.32
2020-05-10,63,74.0,,0.74,46.62
2020-05-11,66,74.0,,0.74,48.839999999999996
2020-05-12,78,74.0,,0.74,57.72
2020-05-13,88,74.0,,0.74,65.12
2020-05-14,86,74.0,,0.74,63.64
2020-05-15,81,74.0,,0.74,59.94
2020-05-16,78,74.0,,0.74,57.72
2020-05-17,75,74.0,,0.74,55.5
2020-05-18,80,74.0,,0.74,59.2
2020-05-19,80,74.0,,0.74,59.2
2020-05-20,88,74.0,,0.74,65.12
2020-05-21,81,74.0,,0.74,59.94
2020-05-22,79,74.0,,0.74,58.46
2020-05-23,70,74.0,,0.74,51.8
2020-05-24,71,74.0,,0.74,52.54
2020-05-25,67,74.0,,0.74,49.58
2020-05-26,75,74.0,,0.74,55.5
2020-05-27,67,74.0,,0.74,49.58
2020-05-28,76,74.0,,0.74,56.24
2020-05-29,76,74.0,,0.74,56.24
2020-05-30,73,74.0,,0.74,54.019999999999996
2020-05-31,54,74.0,,0.74,39.96
2020-06-01,69,71.0,False,0.71,48.989999999999995
2020-06-02,85,71.0,,0.71,60.349999999999994
2020-06-03,93,71.0,,0.71,66.03
2020-06-04,96,71.0,,0.71,68.16
2020-06-05,86,71.0,,0.71,61.059999999999995
2020-06-06,73,71.0,,0.71,51.83
2020-06-07,75,71.0,,0.71,53.25
2020-06-08,86,71.0,,0.71,61.059999999999995
2020-06-09,85,71.0,,0.71,60.349999999999994
2020-06-10,82,71.0,,0.71,58.22
2020-06-11,97,71.0,,0.71,68.86999999999999
2020-06-12,83,71.0,,0.71,58.93
2020-06-13,83,71.0,,0.71,58.93
2020-06-14,61,71.0,,0.71,43.309999999999995
2020-06-15,88,71.0,,0.71,62.48
2020-06-16,90,71.0,,0.71,63.9
2020-06-17,88,71.0,,0.71,62.48
2020-06-18,100,71.0,,0.71,71.0
2020-06-19,78,71.0,,0.71,55.379999999999995
2020-06-20,77,71.0,,0.71,54.669999999999995
2020-06-21,67,71.0,,0.71,47.57
2020-06-22,83,71.0,,0.71,58.93
2020-06-23,80,71.0,,0.71,56.8
2020-06-24,85,71.0,,0.71,60.349999999999994
2020-06-25,99,71.0,,0.71,70.28999999999999
2020-06-26,88,71.0,,0.71,62.48
2020-06-27,79,71.0,,0.71,56.089999999999996
2020-06-28,76,71.0,,0.71,53.959999999999994
2020-06-29,94,71.0,,0.71,66.74
2020-06-30,88,71.0,,0.71,62.48
2020-07-01,93,69.0,False,0.69,64.17
2020-07-02,100,69.0,,0.69,69.0
2020-07-03,89,69.0,,0.69,61.41
2020-07-04,63,69.0,,0.69,43.47
2020-07-05,71,69.0,,0.69,48.989999999999995
2020-07-06,81,69.0,,0.69,55.88999999999999
2020-07-07,93,69.0,,0.69,64.17
2020-07-08,89,69.0,,0.69,61.41
2020-07-09,92,69.0,,0.69,63.48
2020-07-10,85,69.0,,0.69,58.65
2020-07-11,83,69.0,,0.69,57.269999999999996
2020-07-12,79,69.0,,0.69,54.51
2020-07-13,76,69.0,,0.69,52.44
2020-07-14,83,69.0,,0.69,57.269999999999996
2020-07-15,88,69.0,,0.69,60.72
2020-07-16,89,69.0,,0.69,61.41
2020-07-17,88,69.0,,0.69,60.72
2020-07-18,77,69.0,,0.69,53.129999999999995
2020-07-19,79,69.0,,0.69,54.51
2020-07-20,90,69.0,,0.69,62.099999999999994
2020-07-21,97,69.0,,0.69,66.92999999999999
2020-07-22,80,69.0,,0.69,55.199999999999996
2020-07-23,90,69.0,,0.69,62.099999999999994
2020-07-24,76,69.0,,0.69,52.44
2020-07-25,73,69.0,,0.69,50.37
2020-07-26,74,69.0,,0.69,51.059999999999995
2020-07-27,82,69.0,,0.69,56.58
2020-07-28,78,69.0,,0.69,53.81999999999999
2020-07-29,82,69.0,,0.69,56.58
2020-07-30,82,69.0,,0.69,56.58
2020-07-31,96,69.0,,0.69,66.24
2020-08-01,80,67.0,False,0.67,53.6
2020-08-02,70,67.0,,0.67,46.900000000000006
2020-08-03,77,67.0,,0.67,51.59
2020-08-04,83,67.0,,0.67,55.61000000000001
2020-08-05,100,67.0,,0.67,67.0
2020-08-06,95,67.0,,0.67,63.650000000000006
2020-08-07,91,67.0,,0.67,60.970000000000006
2020-08-08,82,67.0,,0.67,54.940000000000005
2020-08-09,63,67.0,,0.67,42.21
2020-08-10,79,67.0,,0.67,52.93
2020-08-11,79,67.0,,0.67,52.93
2020-08-12,82,67.0,,0.67,54.940000000000005
2020-08-13,87,67.0,,0.67,58.290000000000006
2020-08-14,90,67.0,,0.67,60.300000000000004
2020-08-15,80,67.0,,0.67,53.6
2020-08-16,73,67.0,,0.67,48.910000000000004
2020-08-17,71,67.0,,0.67,47.57
2020-08-18,91,67.0,,0.67,60.970000000000006
2020-08-19,90,67.0,,0.67,60.300000000000004
2020-08-20,74,67.0,,0.67,49.580000000000005
2020-08-21,82,67.0,,0.67,54.940000000000005
2020-08-22,76,67.0,,0.67,50.92
2020-08-23,72,67.0,,0.67,48.24
2020-08-24,74,67.0,,0.67,49.580000000000005
2020-08-25,83,67.0,,0.67,55.61000000000001
2020-08-26,73,67.0,,0.67,48.910000000000004
2020-08-27,82,67.0,,0.67,54.940000000000005
2020-08-28,74,67.0,,0.67,49.580000000000005
2020-08-29,78,67.0,,0.67,52.260000000000005
2020-08-30,65,67.0,,0.67,43.550000000000004
2020-08-31,75,67.0,,0.67,50.25
2020-09-01,85,64.0,False,0.64,54.4
2020-09-02,100,64.0,,0.64,64.0
2020-09-03,97,64.0,,0.64,62.08
2020-09-04,88,64.0,,0.64,56.32
2020-09-05,87,64.0,,0.64,55.68
2020-09-06,64,64.0,,0.64,40.96
2020-09-07,77,64.0,,0.64,49.28
2020-09-08,80,64.0,,0.64,51.2
2020-09-09,93,64.0,,0.64,59.52
2020-09-10,89,64.0,,0.64,56.96
2020-09-11,90,64.0,,0.64,57.6
2020-09-12,90,64.0,,0.64,57.6
2020-09-13,75,64.0,,0.64,48.0
2020-09-14,80,64.0,,0.64,51.2
2020-09-15,96,64.0,,0.64,61.44
2020-09-16,92,64.0,,0.64,58.88
2020-09-17,97,64.0,,0.64,62.08
2020-09-18,93,64.0,,0.64,59.52
2020-09-19,77,64.0,,0.64,49.28
2020-09-20,88,64.0,,0.64,56.32
2020-09-21,100,64.0,,0.64,64.0
2020-09-22,84,64.0,,0.64,53.76
2020-09-23,82,64.0,,0.64,52.480000000000004
2020-09-24,98,64.0,,0.64,62.72
2020-09-25,90,64.0,,0.64,57.6
2020-09-26,79,64.0,,0.64,50.56
2020-09-27,78,64.0,,0.64,49.92
2020-09-28,79,64.0,,0.64,50.56
2020-09-29,85,64.0,,0.64,54.4
2020-09-30,83,64.0,,0.64,53.120000000000005
2020-10-01,91,65.0,False,0.65,59.15
2020-10-02,94,65.0,,0.65,61.1
2020-10-03,71,65.0,,0.65,46.15
2020-10-04,69,65.0,,0.65,44.85
2020-10-05,80,65.0,,0.65,52.0
2020-10-06,90,65.0,,0.65,58.5
2020-10-07,83,65.0,,0.65,53.95
2020-10-08,90,65.0,,0.65,58.5
2020-10-09,85,65.0,,0.65,55.25
2020-10-10,74,65.0,,0.65,48.1
2020-10-11,63,65.0,,0.65,40.95
2020-10-12,77,65.0,,0.65,50.050000000000004
2020-10-13,82,65.0,,0.65,53.300000000000004
2020-10-14,85,65.0,,0.65,55.25
2020-10-15,100,65.0,,0.65,65.0
2020-10-16,84,65.0,,0.65,54.6
2020-10-17,84,65.0,,0.65,54.6
2020-10-18,72,65.0,,0.65,46.800000000000004
2020-10-19,82,65.0,,0.65,53.300000000000004
2020-10-20,91,65.0,,0.65,59.15
2020-10-21,84,65.0,,0.65,54.6
2020-10-22,81,65.0,,0.65,52.65
2020-10-23,76,65.0,,0.65,49.4
2020-10-24,74,65.0,,0.65,48.1
2020-10-25,67,65.0,,0.65,43.550000000000004
2020-10-26,82,65.0,,0.65,53.300000000000004
2020-10-27,84,65.0,,0.65,54.6
2020-10-28,98,65.0,,0.65,63.7
2020-10-29,96,65.0,,0.65,62.400000000000006
2020-10-30,89,65.0,,0.65,57.85
2020-10-31,78,65.0,,0.65,50.7
2020-11-01,64,58.0,False,0.58,37.12
2020-11-02,75,58.0,,0.58,43.5
2020-11-03,88,58.0,,0.58,51.04
2020-11-04,51,58.0,,0.58,29.58
2020-11-05,67,58.0,,0.58,38.86
2020-11-06,71,58.0,,0.58,41.18
2020-11-07,58,58.0,,0.58,33.64
2020-11-08,70,58.0,,0.58,40.599999999999994
2020-11-09,80,58.0,,0.58,46.4
2020-11-10,90,58.0,,0.58,52.199999999999996
2020-11-11,96,58.0,,0.58,55.67999999999999
2020-11-12,100,58.0,,0.58,57.99999999999999
2020-11-13,94,58.0,,0.58,54.519999999999996
2020-11-14,65,58.0,,0.58,37.699999999999996
2020-11-15,68,58.0,,0.58,39.44
2020-11-16,90,58.0,,0.58,52.199999999999996
2020-11-17,90,58.0,,0.58,52.199999999999996
2020-11-18,89,58.0,,0.58,51.62
2020-11-19,99,58.0,,0.58,57.419999999999995
2020-11-20,94,58.0,,0.58,54.519999999999996
2020-11-21,80,58.0,,0.58,46.4
2020-11-22,71,58.0,,0.58,41.18
2020-11-23,83,58.0,,0.58,48.13999999999999
2020-11-24,86,58.0,,0.58,49.879999999999995
2020-11-25,79,58.0,,0.58,45.82
2020-11-26,65,58.0,,0.58,37.699999999999996
2020-11-27,69,58.0,,0.58,40.019999999999996
2020-11-28,71,58.0,,0.58,41.18
2020-11-29,70,58.0,,0.58,40.599999999999994
2020-11-30,83,58.0,,0.58,48.13999999999999
2020-12-01,97,55.0,False,0.55,53.35
2020-12-02,85,55.0,,0.55,46.75000000000001
2020-12-03,86,55.0,,0.55,47.300000000000004
2020-12-04,82,55.0,,0.55,45.1
2020-12-05,70,55.0,,0.55,38.5
2020-12-06,66,55.0,,0.55,36.300000000000004
2020-12-07,84,55.0,,0.55,46.2
2020-12-08,100,55.0,,0.55,55.00000000000001
2020-12-09,90,55.0,,0.55,49.50000000000001
2020-12-10,90,55.0,,0.55,49.50000000000001
2020-12-11,82,55.0,,0.55,45.1
2020-12-12,85,55.0,,0.55,46.75000000000001
2020-12-13,70,55.0,,0.55,38.5
2020-12-14,92,55.0,,0.55,50.6
2020-12-15,89,55.0,,0.55,48.95
2020-12-16,100,55.0,,0.55,55.00000000000001
2020-12-17,92,55.0,,0.55,50.6
2020-12-18,83,55.0,,0.55,45.650000000000006
2020-12-19,70,55.0,,0.55,38.5
2020-12-20,56,55.0,,0.55,30.800000000000004
2020-12-21,78,55.0,,0.55,42.900000000000006
2020-12-22,71,55.0,,0.55,39.050000000000004
2020-12-23,85,55.0,,0.55,46.75000000000001
2020-12-24,67,55.0,,0.55,36.85
2020-12-25,50,55.0,,0.55,27.500000000000004
2020-12-26,56,55.0,,0.55,30.800000000000004
2020-12-27,66,55.0,,0.55,36.300000000000004
2020-12-28,72,55.0,,0.55,39.6
2020-12-29,77,55.0,,0.55,42.35
2020-12-30,88,55.0,,0.55,48.400000000000006
2020-12-31,84,55.0,,0.55,46.2
2021-01-01,56,59.0,False,0.59,33.04
2021-01-02,69,59.0,,0.59,40.71
2021-01-03,65,59.0,,0.59,38.35
2021-01-04,83,59.0,,0.59,48.97
2021-01-05,77,59.0,,0.59,45.43
2021-01-06,71,59.0,,0.59,41.89
2021-01-07,83,59.0,,0.59,48.97
2021-01-08,82,59.0,,0.59,48.379999999999995
2021-01-09,74,59.0,,0.59,43.66
2021-01-10,60,59.0,,0.59,35.4
2021-01-11,82,59.0,,0.59,48.379999999999995
2021-01-12,76,59.0,,0.59,44.839999999999996
2021-01-13,88,59.0,,0.59,51.919999999999995
2021-01-14,90,59.0,,0.59,53.099999999999994
2021-01-15,87,59.0,,0.59,51.33
2021-01-16,71,59.0,,0.59,41.89
2021-01-17,64,59.0,,0.59,37.76
2021-01-18,83,59.0,,0.59,48.97
2021-01-19,89,59.0,,0.59,52.51
2021-01-20,90,59.0,,0.59,53.099999999999994
2021-01-21,88,59.0,,0.59,51.919999999999995
2021-01-22,89,59.0,,0.59,52.51
2021-01-23,63,59.0,,0.59,37.169999999999995
2021-01-24,70,59.0,,0.59,41.3
2021-01-25,77,59.0,,0.59,45.43
2021-01-26,85,59.0,,0.59,50.15
2021-01-27,100,59.0,,0.59,59.0
2021-01-28,82,59.0,,0.59,48.379999999999995
2021-01-29,75,59.0,,0.59,44.25
2021-01-30,74,59.0,,0.59,43.66
2021-01-31,73,59.0,,0.59,43.07
2021-02-01,78,66.0,False,0.66,51.480000000000004
2021-02-02,79,66.0,,0.66,52.14
2021-02-03,91,66.0,,0.66,60.06
2021-02-04,91,66.0,,0.66,60.06
2021-02-05,93,66.0,,0.66,61.38
2021-02-06,64,66.0,,0.66,42.24
2021-02-07,69,66.0,,0.66,45.54
2021-02-08,76,66.0,,0.66,50.160000000000004
2021-02-09,86,66.0,,0.66,56.760000000000005
2021-02-10,88,66.0,,0.66,58.080000000000005
2021-02-11,100,66.0,,0.66,66.0
2021-02-12,88,66.0,,0.66,58.080000000000005
2021-02-13,74,66.0,,0.66,48.84
2021-02-14,68,66.0,,0.66,44.88
2021-02-15,68,66.0,,0.66,44.88
2021-02-16,85,66.0,,0.66,56.1
2021-02-17,92,66.0,,0.66,60.720000000000006
2021-02-18,96,66.0,,0.66,63.36
2021-02-19,96,66.0,,0.66,63.36
2021-02-20,79,66.0,,0.66,52.14
2021-02-21,68,66.0,,0.66,44.88
2021-02-22,80,66.0,,0.66,52.800000000000004
2021-02-23,87,66.0,,0.66,57.42
2021-02-24,92,66.0,,0.66,60.720000000000006
2021-02-25,96,66.0,,0.66,63.36
2021-02-26,96,66.0,,0.66,63.36
2021-02-27,77,66.0,,0.66,50.82
2021-02-28,79,66.0,,0.66,52.14
2021-03-01,82,70.0,False,0.7,57.4
2021-03-02,85,70.0,,0.7,59.49999999999999
2021-03-03,92,70.0,,0.7,64.39999999999999
2021-03-04,90,70.0,,0.7,62.99999999999999
2021-03-05,89,70.0,,0.7,62.3
2021-03-06,80,70.0,,0.7,56.0
2021-03-07,66,70.0,,0.7,46.199999999999996
2021-03-08,77,70.0,,0.7,53.9
2021-03-09,80,70.0,,0.7,56.0
2021-03-10,82,70.0,,0.7,57.4
2021-03-11,84,70.0,,0.7,58.8
2021-03-12,77,70.0,,0.7,53.9
2021-03-13,74,70.0,,0.7,51.8
2021-03-14,65,70.0,,0.7,45.5
2021-03-15,88,70.0,,0.7,61.599999999999994
2021-03-16,85,70.0,,0.7,59.49999999999999
2021-03-17,100,70.0,,0.7,70.0
2021-03-18,93,70.0,,0.7,65.1
2021-03-19,91,70.0,,0.7,63.699999999999996
2021-03-20,73,70.0,,0.7,51.099999999999994
2021-03-21,68,70.0,,0.7,47.599999999999994
2021-03-22,80,70.0,,0.7,56.0
2021-03-23,81,70.0,,0.7,56.699999999999996
2021-03-24,95,70.0,,0.7,66.5
2021-03-25,81,70.0,,0.7,56.699999999999996
2021-03-26,78,70.0,,0.7,54.599999999999994
2021-03-27,67,70.0,,0.7,46.9
2021-03-28,68,70.0,,0.7,47.599999999999994
2021-03-29,87,70.0,,0.7,60.9
2021-03-30,93,70.0,,0.7,65.1
2021-03-31,94,70.0,,0.7,65.8
2021-04-01,83,92.0,False,0.92,76.36
2021-04-02,79,92.0,,0.92,72.68
2021-04-03,67,92.0,,0.92,61.64
2021-04-04,67,92.0,,0.92,61.64
2021-04-05,84,92.0,,0.92,77.28
2021-04-06,74,92.0,,0.92,68.08
2021-04-07,86,92.0,,0.92,79.12
2021-04-08,90,92.0,,0.92,82.8
2021-04-09,77,92.0,,0.92,70.84
2021-04-10,75,92.0,,0.92,69.0
2021-04-11,79,92.0,,0.92,72.68
2021-04-12,78,92.0,,0.92,71.76
