date,RS_unscaled,RS_monthly,isPartial,scale,RS
2019-09-10,92,83.0,,0.83,76.36
2019-09-11,82,83.0,,0.83,68.06
2019-09-12,92,83.0,,0.83,76.36
2019-09-13,85,83.0,,0.83,70.55
2019-09-14,93,83.0,,0.83,77.19
2019-09-15,97,83.0,,0.83,80.50999999999999
2019-09-16,87,83.0,,0.83,72.21
2019-09-17,97,83.0,,0.83,80.50999999999999
2019-09-18,89,83.0,,0.83,73.86999999999999
2019-09-19,100,83.0,,0.83,83.0
2019-09-20,88,83.0,,0.83,73.03999999999999
2019-09-21,87,83.0,,0.83,72.21
2019-09-22,94,83.0,,0.83,78.02
2019-09-23,93,83.0,,0.83,77.19
2019-09-24,99,83.0,,0.83,82.17
2019-09-25,88,83.0,,0.83,73.03999999999999
2019-09-26,88,83.0,,0.83,73.03999999999999
2019-09-27,82,83.0,,0.83,68.06
2019-09-28,92,83.0,,0.83,76.36
2019-09-29,98,83.0,,0.83,81.33999999999999
2019-09-30,92,83.0,,0.83,76.36
2019-10-01,95,80.0,False,0.8,76.0
2019-10-02,92,80.0,,0.8,73.60000000000001
2019-10-03,95,80.0,,0.8,76.0
2019-10-04,90,80.0,,0.8,72.0
2019-10-05,94,80.0,,0.8,75.2
2019-10-06,88,80.0,,0.8,70.4
2019-10-07,82,80.0,,0.8,65.60000000000001
2019-10-08,87,80.0,,0.8,69.60000000000001
2019-10-09,91,80.0,,0.8,72.8
2019-10-10,88,80.0,,0.8,70.4
2019-10-11,98,80.0,,0.8,78.4
2019-10-12,94,80.0,,0.8,75.2
2019-10-13,78,80.0,,0.8,62.400000000000006
2019-10-14,92,80.0,,0.8,73.60000000000001
2019-10-15,91,80.0,,0.8,72.8
2019-10-16,83,80.0,,0.8,66.4
2019-10-17,94,80.0,,0.8,75.2
2019-10-18,82,80.0,,0.8,65.60000000000001
2019-10-19,93,80.0,,0.8,74.4
2019-10-20,88,80.0,,0.8,70.4
2019-10-21,93,80.0,,0.8,74.4
2019-10-22,100,80.0,,0.8,80.0
2019-10-23,88,80.0,,0.8,70.4
2019-10-24,84,80.0,,0.8,67.2
2019-10-25,87,80.0,,0.8,69.60000000000001
2019-10-26,85,80.0,,0.8,68.0
2019-10-27,84,80.0,,0.8,67.2
2019-10-28,77,80.0,,0.8,61.6
2019-10-29,99,80.0,,0.8,79.2
2019-10-30,83,80.0,,0.8,66.4
2019-10-31,77,80.0,,0.8,61.6
2019-11-01,77,82.0,False,0.82,63.13999999999999
2019-11-02,82,82.0,,0.82,67.24
2019-11-03,85,82.0,,0.82,69.7
2019-11-04,85,82.0,,0.82,69.7
2019-11-05,88,82.0,,0.82,72.16
2019-11-06,93,82.0,,0.82,76.25999999999999
2019-11-07,93,82.0,,0.82,76.25999999999999
2019-11-08,85,82.0,,0.82,69.7
2019-11-09,90,82.0,,0.82,73.8
2019-11-10,82,82.0,,0.82,67.24
2019-11-11,79,82.0,,0.82,64.78
2019-11-12,75,82.0,,0.82,61.49999999999999
2019-11-13,85,82.0,,0.82,69.7
2019-11-14,80,82.0,,0.82,65.6
2019-11-15,75,82.0,,0.82,61.49999999999999
2019-11-16,100,82.0,,0.82,82.0
2019-11-17,88,82.0,,0.82,72.16
2019-11-18,82,82.0,,0.82,67.24
2019-11-19,93,82.0,,0.82,76.25999999999999
2019-11-20,99,82.0,,0.82,81.17999999999999
2019-11-21,95,82.0,,0.82,77.89999999999999
2019-11-22,89,82.0,,0.82,72.97999999999999
2019-11-23,86,82.0,,0.82,70.52
2019-11-24,83,82.0,,0.82,68.06
2019-11-25,89,82.0,,0.82,72.97999999999999
2019-11-26,92,82.0,,0.82,75.44
2019-11-27,95,82.0,,0.82,77.89999999999999
2019-11-28,82,82.0,,0.82,67.24
2019-11-29,79,82.0,,0.82,64.78
2019-11-30,85,82.0,,0.82,69.7
2019-12-01,90,83.0,False,0.83,74.7
2019-12-02,87,83.0,,0.83,72.21
2019-12-03,78,83.0,,0.83,64.74
2019-12-04,88,83.0,,0.83,73.03999999999999
2019-12-05,83,83.0,,0.83,68.89
2019-12-06,93,83.0,,0.83,77.19
2019-12-07,88,83.0,,0.83,73.03999999999999
2019-12-08,82,83.0,,0.83,68.06
2019-12-09,83,83.0,,0.83,68.89
2019-12-10,85,83.0,,0.83,70.55
2019-12-11,86,83.0,,0.83,71.38
2019-12-12,84,83.0,,0.83,69.72
2019-12-13,80,83.0,,0.83,66.39999999999999
2019-12-14,83,83.0,,0.83,68.89
2019-12-15,89,83.0,,0.83,73.86999999999999
2019-12-16,92,83.0,,0.83,76.36
2019-12-17,88,83.0,,0.83,73.03999999999999
2019-12-18,90,83.0,,0.83,74.7
2019-12-19,85,83.0,,0.83,70.55
2019-12-20,84,83.0,,0.83,69.72
2019-12-21,87,83.0,,0.83,72.21
2019-12-22,93,83.0,,0.83,77.19
2019-12-23,91,83.0,,0.83,75.53
2019-12-24,84,83.0,,0.83,69.72
2019-12-25,80,83.0,,0.83,66.39999999999999
2019-12-26,95,83.0,,0.83,78.85
2019-12-27,100,83.0,,0.83,83.0
2019-12-28,89,83.0,,0.83,73.86999999999999
2019-12-29,91,83.0,,0.83,75.53
2019-12-30,87,83.0,,0.83,72.21
2019-12-31,87,83.0,,0.83,72.21
2020-01-01,88,85.0,False,0.85,74.8
2020-01-02,81,85.0,,0.85,68.85
2020-01-03,94,85.0,,0.85,79.89999999999999
2020-01-04,83,85.0,,0.85,70.55
2020-01-05,92,85.0,,0.85,78.2
2020-01-06,80,85.0,,0.85,68.0
2020-01-07,91,85.0,,0.85,77.35
2020-01-08,95,85.0,,0.85,80.75
2020-01-09,94,85.0,,0.85,79.89999999999999
2020-01-10,93,85.0,,0.85,79.05
2020-01-11,89,85.0,,0.85,75.64999999999999
2020-01-12,80,85.0,,0.85,68.0
2020-01-13,94,85.0,,0.85,79.89999999999999
2020-01-14,85,85.0,,0.85,72.25
2020-01-15,85,85.0,,0.85,72.25
2020-01-16,90,85.0,,0.85,76.5
2020-01-17,90,85.0,,0.85,76.5
2020-01-18,98,85.0,,0.85,83.3
2020-01-19,88,85.0,,0.85,74.8
2020-01-20,90,85.0,,0.85,76.5
2020-01-21,98,85.0,,0.85,83.3
2020-01-22,94,85.0,,0.85,79.89999999999999
2020-01-23,100,85.0,,0.85,85.0
2020-01-24,92,85.0,,0.85,78.2
2020-01-25,96,85.0,,0.85,81.6
2020-01-26,83,85.0,,0.85,70.55
2020-01-27,80,85.0,,0.85,68.0
2020-01-28,87,85.0,,0.85,73.95
2020-01-29,96,85.0,,0.85,81.6
2020-01-30,84,85.0,,0.85,71.39999999999999
2020-01-31,81,85.0,,0.85,68.85
2020-02-01,88,86.0,False,0.86,75.67999999999999
2020-02-02,90,86.0,,0.86,77.4
2020-02-03,87,86.0,,0.86,74.82
2020-02-04,78,86.0,,0.86,67.08
2020-02-05,84,86.0,,0.86,72.24
2020-02-06,79,86.0,,0.86,67.94
2020-02-07,85,86.0,,0.86,73.1
2020-02-08,90,86.0,,0.86,77.4
2020-02-09,93,86.0,,0.86,79.98
2020-02-10,78,86.0,,0.86,67.08
2020-02-11,95,86.0,,0.86,81.7
2020-02-12,85,86.0,,0.86,73.1
2020-02-13,97,86.0,,0.86,83.42
2020-02-14,88,86.0,,0.86,75.67999999999999
2020-02-15,92,86.0,,0.86,79.12
2020-02-16,95,86.0,,0.86,81.7
2020-02-17,93,86.0,,0.86,79.98
2020-02-18,90,86.0,,0.86,77.4
2020-02-19,88,86.0,,0.86,75.67999999999999
2020-02-20,84,86.0,,0.86,72.24
2020-02-21,83,86.0,,0.86,71.38
2020-02-22,99,86.0,,0.86,85.14
2020-02-23,92,86.0,,0.86,79.12
2020-02-24,90,86.0,,0.86,77.4
2020-02-25,95,86.0,,0.86,81.7
2020-02-26,86,86.0,,0.86,73.96
2020-02-27,92,86.0,,0.86,79.12
2020-02-28,90,86.0,,0.86,77.4
2020-02-29,100,86.0,,0.86,86.0
2020-03-01,100,80.0,False,0.8,80.0
2020-03-02,81,80.0,,0.8,64.8
2020-03-03,99,80.0,,0.8,79.2
2020-03-04,93,80.0,,0.8,74.4
2020-03-05,87,80.0,,0.8,69.60000000000001
2020-03-06,85,80.0,,0.8,68.0
2020-03-07,90,80.0,,0.8,72.0
2020-03-08,96,80.0,,0.8,76.80000000000001
2020-03-09,87,80.0,,0.8,69.60000000000001
2020-03-10,87,80.0,,0.8,69.60000000000001
2020-03-11,82,80.0,,0.8,65.60000000000001
2020-03-12,73,80.0,,0.8,58.400000000000006
2020-03-13,79,80.0,,0.8,63.2
2020-03-14,85,80.0,,0.8,68.0
2020-03-15,89,80.0,,0.8,71.2
2020-03-16,79,80.0,,0.8,63.2
2020-03-17,71,80.0,,0.8,56.800000000000004
2020-03-18,72,80.0,,0.8,57.6
2020-03-19,83,80.0,,0.8,66.4
2020-03-20,72,80.0,,0.8,57.6
2020-03-21,78,80.0,,0.8,62.400000000000006
2020-03-22,80,80.0,,0.8,64.0
2020-03-23,77,80.0,,0.8,61.6
2020-03-24,81,80.0,,0.8,64.8
2020-03-25,81,80.0,,0.8,64.8
2020-03-26,78,80.0,,0.8,62.400000000000006
2020-03-27,86,80.0,,0.8,68.8
2020-03-28,79,80.0,,0.8,63.2
2020-03-29,85,80.0,,0.8,68.0
2020-03-30,81,80.0,,0.8,64.8
2020-03-31,78,80.0,,0.8,62.400000000000006
2020-04-01,81,85.0,False,0.85,68.85
2020-04-02,79,85.0,,0.85,67.14999999999999
2020-04-03,85,85.0,,0.85,72.25
2020-04-04,92,85.0,,0.85,78.2
2020-04-05,90,85.0,,0.85,76.5
2020-04-06,82,85.0,,0.85,69.7
2020-04-07,84,85.0,,0.85,71.39999999999999
2020-04-08,88,85.0,,0.85,74.8
2020-04-09,90,85.0,,0.85,76.5
2020-04-10,94,85.0,,0.85,79.89999999999999
2020-04-11,83,85.0,,0.85,70.55
2020-04-12,95,85.0,,0.85,80.75
2020-04-13,95,85.0,,0.85,80.75
2020-04-14,91,85.0,,0.85,77.35
2020-04-15,96,85.0,,0.85,81.6
2020-04-16,89,85.0,,0.85,75.64999999999999
2020-04-17,88,85.0,,0.85,74.8
2020-04-18,98,85.0,,0.85,83.3
2020-04-19,100,85.0,,0.85,85.0
2020-04-20,95,85.0,,0.85,80.75
2020-04-21,90,85.0,,0.85,76.5
2020-04-22,86,85.0,,0.85,73.1
2020-04-23,84,85.0,,0.85,71.39999999999999
2020-04-24,86,85.0,,0.85,73.1
2020-04-25,85,85.0,,0.85,72.25
2020-04-26,94,85.0,,0.85,79.89999999999999
2020-04-27,88,85.0,,0.85,74.8
2020-04-28,95,85.0,,0.85,80.75
2020-04-29,83,85.0,,0.85,70.55
2020-04-30,86,85.0,,0.85,73.1
2020-05-01,80,91.0,False,0.91,72.8
2020-05-02,87,91.0,,0.91,79.17
2020-05-03,86,91.0,,0.91,78.26
2020-05-04,83,91.0,,0.91,75.53
2020-05-05,87,91.0,,0.91,79.17
2020-05-06,75,91.0,,0.91,68.25
2020-05-07,79,91.0,,0.91,71.89
2020-05-08,78,91.0,,0.91,70.98
2020-05-09,91,91.0,,0.91,82.81
2020-05-10,95,91.0,,0.91,86.45
2020-05-11,85,91.0,,0.91,77.35000000000001
2020-05-12,82,91.0,,0.91,74.62
2020-05-13,84,91.0,,0.91,76.44
2020-05-14,81,91.0,,0.91,73.71000000000001
2020-05-15,86,91.0,,0.91,78.26
2020-05-16,84,91.0,,0.91,76.44
2020-05-17,90,91.0,,0.91,81.9
2020-05-18,86,91.0,,0.91,78.26
2020-05-19,97,91.0,,0.91,88.27
2020-05-20,94,91.0,,0.91,85.54
2020-05-21,85,91.0,,0.91,77.35000000000001
2020-05-22,93,91.0,,0.91,84.63000000000001
2020-05-23,94,91.0,,0.91,85.54
2020-05-24,100,91.0,,0.91,91.0
2020-05-25,88,91.0,,0.91,80.08
2020-05-26,88,91.0,,0.91,80.08
2020-05-27,91,91.0,,0.91,82.81
2020-05-28,85,91.0,,0.91,77.35000000000001
2020-05-29,80,91.0,,0.91,72.8
2020-05-30,87,91.0,,0.91,79.17
2020-05-31,82,91.0,,0.91,74.62
2020-06-01,82,91.0,False,0.91,74.62
2020-06-02,88,91.0,,0.91,80.08
2020-06-03,84,91.0,,0.91,76.44
2020-06-04,84,91.0,,0.91,76.44
2020-06-05,81,91.0,,0.91,73.71000000000001
2020-06-06,85,91.0,,0.91,77.35000000000001
2020-06-07,89,91.0,,0.91,80.99000000000001
2020-06-08,81,91.0,,0.91,73.71000000000001
2020-06-09,89,91.0,,0.91,80.99000000000001
2020-06-10,85,91.0,,0.91,77.35000000000001
2020-06-11,83,91.0,,0.91,75.53
2020-06-12,89,91.0,,0.91,80.99000000000001
2020-06-13,82,91.0,,0.91,74.62
2020-06-14,86,91.0,,0.91,78.26
2020-06-15,89,91.0,,0.91,80.99000000000001
2020-06-16,85,91.0,,0.91,77.35000000000001
2020-06-17,87,91.0,,0.91,79.17
2020-06-18,89,91.0,,0.91,80.99000000000001
2020-06-19,91,91.0,,0.91,82.81
2020-06-20,91,91.0,,0.91,82.81
2020-06-21,93,91.0,,0.91,84.63000000000001
2020-06-22,91,91.0,,0.91,82.81
2020-06-23,85,91.0,,0.91,77.35000000000001
2020-06-24,86,91.0,,0.91,78.26
2020-06-25,86,91.0,,0.91,78.26
2020-06-26,89,91.0,,0.91,80.99000000000001
2020-06-27,94,91.0,,0.91,85.54
2020-06-28,88,91.0,,0.91,80.08
2020-06-29,100,91.0,,0.91,91.0
2020-06-30,90,91.0,,0.91,81.9
2020-07-01,81,90.0,False,0.9,72.9
2020-07-02,75,90.0,,0.9,67.5
2020-07-03,79,90.0,,0.9,71.10000000000001
2020-07-04,74,90.0,,0.9,66.60000000000001
2020-07-05,79,90.0,,0.9,71.10000000000001
2020-07-06,79,90.0,,0.9,71.10000000000001
2020-07-07,83,90.0,,0.9,74.7
2020-07-08,85,90.0,,0.9,76.5
2020-07-09,87,90.0,,0.9,78.3
2020-07-10,80,90.0,,0.9,72.0
2020-07-11,86,90.0,,0.9,77.4
2020-07-12,83,90.0,,0.9,74.7
2020-07-13,84,90.0,,0.9,75.60000000000001
2020-07-14,84,90.0,,0.9,75.60000000000001
2020-07-15,78,90.0,,0.9,70.2
2020-07-16,83,90.0,,0.9,74.7
2020-07-17,85,90.0,,0.9,76.5
2020-07-18,89,90.0,,0.9,80.10000000000001
2020-07-19,84,90.0,,0.9,75.60000000000001
2020-07-20,81,90.0,,0.9,72.9
2020-07-21,86,90.0,,0.9,77.4
2020-07-22,82,90.0,,0.9,73.8
2020-07-23,80,90.0,,0.9,72.0
2020-07-24,79,90.0,,0.9,71.10000000000001
2020-07-25,83,90.0,,0.9,74.7
2020-07-26,86,90.0,,0.9,77.4
2020-07-27,90,90.0,,0.9,81.0
2020-07-28,82,90.0,,0.9,73.8
2020-07-29,87,90.0,,0.9,78.3
2020-07-30,83,90.0,,0.9,74.7
2020-07-31,100,90.0,,0.9,90.0
2020-08-01,100,91.0,False,0.91,91.0
2020-08-02,90,91.0,,0.91,81.9
2020-08-03,91,91.0,,0.91,82.81
2020-08-04,90,91.0,,0.91,81.9
2020-08-05,87,91.0,,0.91,79.17
2020-08-06,88,91.0,,0.91,80.08
2020-08-07,89,91.0,,0.91,80.99000000000001
2020-08-08,100,91.0,,0.91,91.0
2020-08-09,88,91.0,,0.91,80.08
2020-08-10,82,91.0,,0.91,74.62
2020-08-11,89,91.0,,0.91,80.99000000000001
2020-08-12,77,91.0,,0.91,70.07000000000001
2020-08-13,82,91.0,,0.91,74.62
2020-08-14,84,91.0,,0.91,76.44
2020-08-15,92,91.0,,0.91,83.72
2020-08-16,87,91.0,,0.91,79.17
2020-08-17,89,91.0,,0.91,80.99000000000001
2020-08-18,88,91.0,,0.91,80.08
2020-08-19,88,91.0,,0.91,80.08
2020-08-20,81,91.0,,0.91,73.71000000000001
2020-08-21,81,91.0,,0.91,73.71000000000001
2020-08-22,89,91.0,,0.91,80.99000000000001
2020-08-23,88,91.0,,0.91,80.08
2020-08-24,83,91.0,,0.91,75.53
2020-08-25,80,91.0,,0.91,72.8
2020-08-26,78,91.0,,0.91,70.98
2020-08-27,83,91.0,,0.91,75.53
2020-08-28,79,91.0,,0.91,71.89
2020-08-29,85,91.0,,0.91,77.35000000000001
2020-08-30,90,91.0,,0.91,81.9
2020-08-31,78,91.0,,0.91,70.98
2020-09-01,89,81.0,False,0.81,72.09
2020-09-02,82,81.0,,0.81,66.42
2020-09-03,83,81.0,,0.81,67.23
2020-09-04,91,81.0,,0.81,73.71000000000001
2020-09-05,90,81.0,,0.81,72.9
2020-09-06,100,81.0,,0.81,81.0
2020-09-07,99,81.0,,0.81,80.19000000000001
2020-09-08,89,81.0,,0.81,72.09
2020-09-09,82,81.0,,0.81,66.42
2020-09-10,81,81.0,,0.81,65.61
2020-09-11,89,81.0,,0.81,72.09
2020-09-12,91,81.0,,0.81,73.71000000000001
2020-09-13,94,81.0,,0.81,76.14
2020-09-14,93,81.0,,0.81,75.33
2020-09-15,91,81.0,,0.81,73.71000000000001
2020-09-16,81,81.0,,0.81,65.61
2020-09-17,76,81.0,,0.81,61.56
2020-09-18,87,81.0,,0.81,70.47
2020-09-19,96,81.0,,0.81,77.76
2020-09-20,86,81.0,,0.81,69.66000000000001
2020-09-21,88,81.0,,0.81,71.28
2020-09-22,84,81.0,,0.81,68.04
2020-09-23,85,81.0,,0.81,68.85000000000001
2020-09-24,81,81.0,,0.81,65.61
2020-09-25,88,81.0,,0.81,71.28
2020-09-26,91,81.0,,0.81,73.71000000000001
2020-09-27,99,81.0,,0.81,80.19000000000001
2020-09-28,87,81.0,,0.81,70.47
2020-09-29,83,81.0,,0.81,67.23
2020-09-30,88,81.0,,0.81,71.28
2020-10-01,93,84.0,False,0.84,78.11999999999999
2020-10-02,82,84.0,,0.84,68.88
2020-10-03,97,84.0,,0.84,81.48
2020-10-04,92,84.0,,0.84,77.28
2020-10-05,79,84.0,,0.84,66.36
2020-10-06,87,84.0,,0.84,73.08
2020-10-07,87,84.0,,0.84,73.08
2020-10-08,88,84.0,,0.84,73.92
2020-10-09,97,84.0,,0.84,81.48
2020-10-10,94,84.0,,0.84,78.96
2020-10-11,90,84.0,,0.84,75.6
2020-10-12,95,84.0,,0.84,79.8
2020-10-13,88,84.0,,0.84,73.92
2020-10-14,82,84.0,,0.84,68.88
2020-10-15,93,84.0,,0.84,78.11999999999999
2020-10-16,100,84.0,,0.84,84.0
2020-10-17,97,84.0,,0.84,81.48
2020-10-18,88,84.0,,0.84,73.92
2020-10-19,94,84.0,,0.84,78.96
2020-10-20,91,84.0,,0.84,76.44
2020-10-21,96,84.0,,0.84,80.64
2020-10-22,88,84.0,,0.84,73.92
2020-10-23,85,84.0,,0.84,71.39999999999999
2020-10-24,85,84.0,,0.84,71.39999999999999
2020-10-25,93,84.0,,0.84,78.11999999999999
2020-10-26,83,84.0,,0.84,69.72
2020-10-27,91,84.0,,0.84,76.44
2020-10-28,81,84.0,,0.84,68.03999999999999
2020-10-29,85,84.0,,0.84,71.39999999999999
2020-10-30,88,84.0,,0.84,73.92
2020-10-31,78,84.0,,0.84,65.52
2020-11-01,90,77.0,False,0.77,69.3
2020-11-02,93,77.0,,0.77,71.61
2020-11-03,83,77.0,,0.77,63.910000000000004
2020-11-04,54,77.0,,0.77,41.58
2020-11-05,70,77.0,,0.77,53.9
2020-11-06,76,77.0,,0.77,58.52
2020-11-07,65,77.0,,0.77,50.050000000000004
2020-11-08,100,77.0,,0.77,77.0
2020-11-09,90,77.0,,0.77,69.3
2020-11-10,81,77.0,,0.77,62.370000000000005
2020-11-11,85,77.0,,0.77,65.45
2020-11-12,91,77.0,,0.77,70.07000000000001
2020-11-13,88,77.0,,0.77,67.76
2020-11-14,100,77.0,,0.77,77.0
2020-11-15,97,77.0,,0.77,74.69
2020-11-16,94,77.0,,0.77,72.38
2020-11-17,88,77.0,,0.77,67.76
2020-11-18,89,77.0,,0.77,68.53
2020-11-19,96,77.0,,0.77,73.92
2020-11-20,86,77.0,,0.77,66.22
2020-11-21,91,77.0,,0.77,70.07000000000001
2020-11-22,85,77.0,,0.77,65.45
2020-11-23,87,77.0,,0.77,66.99
2020-11-24,82,77.0,,0.77,63.14
2020-11-25,97,77.0,,0.77,74.69
2020-11-26,95,77.0,,0.77,73.15
2020-11-27,86,77.0,,0.77,66.22
2020-11-28,84,77.0,,0.77,64.68
2020-11-29,88,77.0,,0.77,67.76
2020-11-30,91,77.0,,0.77,70.07000000000001
2020-12-01,87,82.0,False,0.82,71.33999999999999
2020-12-02,89,82.0,,0.82,72.97999999999999
2020-12-03,83,82.0,,0.82,68.06
2020-12-04,82,82.0,,0.82,67.24
2020-12-05,92,82.0,,0.82,75.44
2020-12-06,90,82.0,,0.82,73.8
2020-12-07,84,82.0,,0.82,68.88
2020-12-08,71,82.0,,0.82,58.22
2020-12-09,89,82.0,,0.82,72.97999999999999
2020-12-10,92,82.0,,0.82,75.44
2020-12-11,82,82.0,,0.82,67.24
2020-12-12,81,82.0,,0.82,66.42
2020-12-13,86,82.0,,0.82,70.52
2020-12-14,84,82.0,,0.82,68.88
2020-12-15,82,82.0,,0.82,67.24
2020-12-16,78,82.0,,0.82,63.959999999999994
2020-12-17,85,82.0,,0.82,69.7
2020-12-18,80,82.0,,0.82,65.6
2020-12-19,84,82.0,,0.82,68.88
2020-12-20,91,82.0,,0.82,74.61999999999999
2020-12-21,89,82.0,,0.82,72.97999999999999
2020-12-22,81,82.0,,0.82,66.42
2020-12-23,91,82.0,,0.82,74.61999999999999
2020-12-24,82,82.0,,0.82,67.24
2020-12-25,81,82.0,,0.82,66.42
2020-12-26,84,82.0,,0.82,68.88
2020-12-27,85,82.0,,0.82,69.7
2020-12-28,85,82.0,,0.82,69.7
2020-12-29,86,82.0,,0.82,70.52
2020-12-30,100,82.0,,0.82,82.0
2020-12-31,89,82.0,,0.82,72.97999999999999
2021-01-01,75,82.0,False,0.82,61.49999999999999
2021-01-02,79,82.0,,0.82,64.78
2021-01-03,89,82.0,,0.82,72.97999999999999
2021-01-04,84,82.0,,0.82,68.88
2021-01-05,79,82.0,,0.82,64.78
2021-01-06,84,82.0,,0.82,68.88
2021-01-07,85,82.0,,0.82,69.7
2021-01-08,84,82.0,,0.82,68.88
2021-01-09,88,82.0,,0.82,72.16
2021-01-10,83,82.0,,0.82,68.06
2021-01-11,82,82.0,,0.82,67.24
2021-01-12,83,82.0,,0.82,68.06
2021-01-13,78,82.0,,0.82,63.959999999999994
2021-01-14,82,82.0,,0.82,67.24
2021-01-15,83,82.0,,0.82,68.06
2021-01-16,80,82.0,,0.82,65.6
2021-01-17,84,82.0,,0.82,68.88
2021-01-18,93,82.0,,0.82,76.25999999999999
2021-01-19,89,82.0,,0.82,72.97999999999999
2021-01-20,80,82.0,,0.82,65.6
2021-01-21,88,82.0,,0.82,72.16
2021-01-22,93,82.0,,0.82,76.25999999999999
2021-01-23,85,82.0,,0.82,69.7
2021-01-24,89,82.0,,0.82,72.97999999999999
2021-01-25,79,82.0,,0.82,64.78
2021-01-26,80,82.0,,0.82,65.6
2021-01-27,83,82.0,,0.82,68.06
2021-01-28,87,82.0,,0.82,71.33999999999999
2021-01-29,83,82.0,,0.82,68.06
2021-01-30,100,82.0,,0.82,82.0
2021-01-31,85,82.0,,0.82,69.7
2021-02-01,85,88.0,False,0.88,74.8
2021-02-02,83,88.0,,0.88,73.04
2021-02-03,89,88.0,,0.88,78.32000000000001
2021-02-04,79,88.0,,0.88,69.52
2021-02-05,83,88.0,,0.88,73.04
2021-02-06,72,88.0,,0.88,63.36
2021-02-07,87,88.0,,0.88,76.56
2021-02-08,75,88.0,,0.88,66.0
2021-02-09,80,88.0,,0.88,70.4
2021-02-10,84,88.0,,0.88,73.92
2021-02-11,97,88.0,,0.88,85.36
2021-02-12,87,88.0,,0.88,76.56
2021-02-13,91,88.0,,0.88,80.08
2021-02-14,82,88.0,,0.88,72.16
2021-02-15,84,88.0,,0.88,73.92
2021-02-16,81,88.0,,0.88,71.28
2021-02-17,80,88.0,,0.88,70.4
2021-02-18,80,88.0,,0.88,70.4
2021-02-19,79,88.0,,0.88,69.52
2021-02-20,96,88.0,,0.88,84.48
2021-02-21,87,88.0,,0.88,76.56
2021-02-22,92,88.0,,0.88,80.96
2021-02-23,93,88.0,,0.88,81.84
2021-02-24,91,88.0,,0.88,80.08
2021-02-25,89,88.0,,0.88,78.32000000000001
2021-02-26,95,88.0,,0.88,83.6
2021-02-27,97,88.0,,0.88,85.36
2021-02-28,100,88.0,,0.88,88.0
2021-03-01,86,95.0,False,0.95,81.7
2021-03-02,84,95.0,,0.95,79.8
2021-03-03,80,95.0,,0.95,76.0
2021-03-04,95,95.0,,0.95,90.25
2021-03-05,85,95.0,,0.95,80.75
2021-03-06,94,95.0,,0.95,89.3
2021-03-07,92,95.0,,0.95,87.39999999999999
2021-03-08,100,95.0,,0.95,95.0
2021-03-09,85,95.0,,0.95,80.75
2021-03-10,91,95.0,,0.95,86.45
2021-03-11,82,95.0,,0.95,77.89999999999999
2021-03-12,88,95.0,,0.95,83.6
2021-03-13,92,95.0,,0.95,87.39999999999999
2021-03-14,93,95.0,,0.95,88.35
2021-03-15,84,95.0,,0.95,79.8
2021-03-16,83,95.0,,0.95,78.85
2021-03-17,91,95.0,,0.95,86.45
2021-03-18,87,95.0,,0.95,82.64999999999999
2021-03-19,95,95.0,,0.95,90.25
2021-03-20,90,95.0,,0.95,85.5
2021-03-21,87,95.0,,0.95,82.64999999999999
2021-03-22,85,95.0,,0.95,80.75
2021-03-23,81,95.0,,0.95,76.95
2021-03-24,86,95.0,,0.95,81.7
2021-03-25,93,95.0,,0.95,88.35
2021-03-26,83,95.0,,0.95,78.85
2021-03-27,89,95.0,,0.95,84.55
2021-03-28,88,95.0,,0.95,83.6
2021-03-29,91,95.0,,0.95,86.45
2021-03-30,93,95.0,,0.95,88.35
2021-03-31,78,95.0,,0.95,74.1
2021-04-01,88,95.0,False,0.95,83.6
2021-04-02,90,95.0,,0.95,85.5
2021-04-03,84,95.0,,0.95,79.8
2021-04-04,89,95.0,,0.95,84.55
2021-04-05,85,95.0,,0.95,80.75
2021-04-06,94,95.0,,0.95,89.3
2021-04-07,91,95.0,,0.95,86.45
2021-04-08,85,95.0,,0.95,80.75
2021-04-09,90,95.0,,0.95,85.5
2021-04-10,84,95.0,,0.95,79.8
2021-04-11,98,95.0,,0.95,93.1
2021-04-12,90,95.0,,0.95,85.5
2021-04-13,89,95.0,,0.95,84.55
2021-04-14,81,95.0,,0.95,76.95
2021-04-15,86,95.0,,0.95,81.7
2021-04-16,87,95.0,,0.95,82.64999999999999
2021-04-17,98,95.0,,0.95,93.1
2021-04-18,98,95.0,,0.95,93.1
2021-04-19,83,95.0,,0.95,78.85
2021-04-20,88,95.0,,0.95,83.6
2021-04-21,86,95.0,,0.95,81.7
2021-04-22,93,95.0,,0.95,88.35
2021-04-23,85,95.0,,0.95,80.75
2021-04-24,100,95.0,,0.95,95.0
2021-04-25,87,95.0,,0.95,82.64999999999999
2021-04-26,85,95.0,,0.95,80.75
2021-04-27,89,95.0,,0.95,84.55
2021-04-28,88,95.0,,0.95,83.6
2021-04-29,89,95.0,,0.95,84.55
2021-04-30,88,95.0,,0.95,83.6
2021-05-01,93,93.0,False,0.93,86.49000000000001
2021-05-02,92,93.0,,0.93,85.56
2021-05-03,88,93.0,,0.93,81.84
2021-05-04,91,93.0,,0.93,84.63000000000001
2021-05-05,89,93.0,,0.93,82.77000000000001
2021-05-06,98,93.0,,0.93,91.14
2021-05-07,84,93.0,,0.93,78.12
2021-05-08,90,93.0,,0.93,83.7
2021-05-09,83,93.0,,0.93,77.19
