date,WE_unscaled,WE_monthly,isPartial,scale,WE
2019-08-30,98,60.0,,0.6,58.8
2019-08-31,77,60.0,,0.6,46.199999999999996
2019-09-01,73,68.0,False,0.68,49.64
2019-09-02,79,68.0,,0.68,53.720000000000006
2019-09-03,80,68.0,,0.68,54.400000000000006
2019-09-04,85,68.0,,0.68,57.800000000000004
2019-09-05,84,68.0,,0.68,57.120000000000005
2019-09-06,82,68.0,,0.68,55.760000000000005
2019-09-07,69,68.0,,0.68,46.92
2019-09-08,75,68.0,,0.68,51.00000000000001
2019-09-09,87,68.0,,0.68,59.160000000000004
2019-09-10,90,68.0,,0.68,61.2
2019-09-11,100,68.0,,0.68,68.0
2019-09-12,90,68.0,,0.68,61.2
2019-09-13,87,68.0,,0.68,59.160000000000004
2019-09-14,75,68.0,,0.68,51.00000000000001
2019-09-15,79,68.0,,0.68,53.720000000000006
2019-09-16,90,68.0,,0.68,61.2
2019-09-17,95,68.0,,0.68,64.60000000000001
2019-09-18,93,68.0,,0.68,63.24
2019-09-19,94,68.0,,0.68,63.92
2019-09-20,90,68.0,,0.68,61.2
2019-09-21,77,68.0,,0.68,52.36000000000001
2019-09-22,84,68.0,,0.68,57.120000000000005
2019-09-23,93,68.0,,0.68,63.24
2019-09-24,97,68.0,,0.68,65.96000000000001
2019-09-25,98,68.0,,0.68,66.64
2019-09-26,96,68.0,,0.68,65.28
2019-09-27,94,68.0,,0.68,63.92
2019-09-28,72,68.0,,0.68,48.96
2019-09-29,82,68.0,,0.68,55.760000000000005
2019-09-30,95,68.0,,0.68,64.60000000000001
2019-10-01,94,68.0,False,0.68,63.92
2019-10-02,96,68.0,,0.68,65.28
2019-10-03,95,68.0,,0.68,64.60000000000001
2019-10-04,92,68.0,,0.68,62.56
2019-10-05,70,68.0,,0.68,47.6
2019-10-06,85,68.0,,0.68,57.800000000000004
2019-10-07,94,68.0,,0.68,63.92
2019-10-08,95,68.0,,0.68,64.60000000000001
2019-10-09,100,68.0,,0.68,68.0
2019-10-10,98,68.0,,0.68,66.64
2019-10-11,91,68.0,,0.68,61.88
2019-10-12,78,68.0,,0.68,53.040000000000006
2019-10-13,84,68.0,,0.68,57.120000000000005
2019-10-14,99,68.0,,0.68,67.32000000000001
2019-10-15,98,68.0,,0.68,66.64
2019-10-16,95,68.0,,0.68,64.60000000000001
2019-10-17,97,68.0,,0.68,65.96000000000001
2019-10-18,87,68.0,,0.68,59.160000000000004
2019-10-19,76,68.0,,0.68,51.68000000000001
2019-10-20,85,68.0,,0.68,57.800000000000004
2019-10-21,98,68.0,,0.68,66.64
2019-10-22,95,68.0,,0.68,64.60000000000001
2019-10-23,98,68.0,,0.68,66.64
2019-10-24,98,68.0,,0.68,66.64
2019-10-25,93,68.0,,0.68,63.24
2019-10-26,82,68.0,,0.68,55.760000000000005
2019-10-27,93,68.0,,0.68,63.24
2019-10-28,100,68.0,,0.68,68.0
2019-10-29,98,68.0,,0.68,66.64
2019-10-30,100,68.0,,0.68,68.0
2019-10-31,100,68.0,,0.68,68.0
2019-11-01,81,67.0,False,0.67,54.27
2019-11-02,82,67.0,,0.67,54.940000000000005
2019-11-03,100,67.0,,0.67,67.0
2019-11-04,88,67.0,,0.67,58.96
2019-11-05,96,67.0,,0.67,64.32000000000001
2019-11-06,89,67.0,,0.67,59.63
2019-11-07,86,67.0,,0.67,57.620000000000005
2019-11-08,82,67.0,,0.67,54.940000000000005
2019-11-09,66,67.0,,0.67,44.220000000000006
2019-11-10,76,67.0,,0.67,50.92
2019-11-11,85,67.0,,0.67,56.95
2019-11-12,87,67.0,,0.67,58.290000000000006
2019-11-13,86,67.0,,0.67,57.620000000000005
2019-11-14,86,67.0,,0.67,57.620000000000005
2019-11-15,79,67.0,,0.67,52.93
2019-11-16,65,67.0,,0.67,43.550000000000004
2019-11-17,70,67.0,,0.67,46.900000000000006
2019-11-18,86,67.0,,0.67,57.620000000000005
2019-11-19,88,67.0,,0.67,58.96
2019-11-20,83,67.0,,0.67,55.61000000000001
2019-11-21,86,67.0,,0.67,57.620000000000005
2019-11-22,82,67.0,,0.67,54.940000000000005
2019-11-23,62,67.0,,0.67,41.54
2019-11-24,68,67.0,,0.67,45.56
2019-11-25,77,67.0,,0.67,51.59
2019-11-26,77,67.0,,0.67,51.59
2019-11-27,68,67.0,,0.67,45.56
2019-11-28,61,67.0,,0.67,40.870000000000005
2019-11-29,52,67.0,,0.67,34.84
2019-11-30,60,67.0,,0.67,40.2
2019-12-01,82,64.0,False,0.64,52.480000000000004
2019-12-02,91,64.0,,0.64,58.24
2019-12-03,96,64.0,,0.64,61.44
2019-12-04,99,64.0,,0.64,63.36
2019-12-05,100,64.0,,0.64,64.0
2019-12-06,92,64.0,,0.64,58.88
2019-12-07,74,64.0,,0.64,47.36
2019-12-08,87,64.0,,0.64,55.68
2019-12-09,94,64.0,,0.64,60.160000000000004
2019-12-10,100,64.0,,0.64,64.0
2019-12-11,100,64.0,,0.64,64.0
2019-12-12,99,64.0,,0.64,63.36
2019-12-13,93,64.0,,0.64,59.52
2019-12-14,75,64.0,,0.64,48.0
2019-12-15,81,64.0,,0.64,51.84
2019-12-16,95,64.0,,0.64,60.800000000000004
2019-12-17,95,64.0,,0.64,60.800000000000004
2019-12-18,93,64.0,,0.64,59.52
2019-12-19,90,64.0,,0.64,57.6
2019-12-20,78,64.0,,0.64,49.92
2019-12-21,70,64.0,,0.64,44.800000000000004
2019-12-22,68,64.0,,0.64,43.52
2019-12-23,68,64.0,,0.64,43.52
2019-12-24,68,64.0,,0.64,43.52
2019-12-25,67,64.0,,0.64,42.88
2019-12-26,66,64.0,,0.64,42.24
2019-12-27,63,64.0,,0.64,40.32
2019-12-28,60,64.0,,0.64,38.4
2019-12-29,68,64.0,,0.64,43.52
2019-12-30,74,64.0,,0.64,47.36
2019-12-31,71,64.0,,0.64,45.44
2020-01-01,73,68.0,False,0.68,49.64
2020-01-02,69,68.0,,0.68,46.92
2020-01-03,86,68.0,,0.68,58.480000000000004
2020-01-04,92,68.0,,0.68,62.56
2020-01-05,87,68.0,,0.68,59.160000000000004
2020-01-06,81,68.0,,0.68,55.080000000000005
2020-01-07,86,68.0,,0.68,58.480000000000004
2020-01-08,100,68.0,,0.68,68.0
2020-01-09,82,68.0,,0.68,55.760000000000005
2020-01-10,84,68.0,,0.68,57.120000000000005
2020-01-11,70,68.0,,0.68,47.6
2020-01-12,75,68.0,,0.68,51.00000000000001
2020-01-13,80,68.0,,0.68,54.400000000000006
2020-01-14,79,68.0,,0.68,53.720000000000006
2020-01-15,86,68.0,,0.68,58.480000000000004
2020-01-16,84,68.0,,0.68,57.120000000000005
2020-01-17,83,68.0,,0.68,56.440000000000005
2020-01-18,74,68.0,,0.68,50.32
2020-01-19,69,68.0,,0.68,46.92
2020-01-20,77,68.0,,0.68,52.36000000000001
2020-01-21,85,68.0,,0.68,57.800000000000004
2020-01-22,90,68.0,,0.68,61.2
2020-01-23,87,68.0,,0.68,59.160000000000004
2020-01-24,85,68.0,,0.68,57.800000000000004
2020-01-25,75,68.0,,0.68,51.00000000000001
2020-01-26,74,68.0,,0.68,50.32
2020-01-27,84,68.0,,0.68,57.120000000000005
2020-01-28,89,68.0,,0.68,60.52
2020-01-29,90,68.0,,0.68,61.2
2020-01-30,90,68.0,,0.68,61.2
2020-01-31,87,68.0,,0.68,59.160000000000004
2020-02-01,73,72.0,False,0.72,52.559999999999995
2020-02-02,79,72.0,,0.72,56.879999999999995
2020-02-03,87,72.0,,0.72,62.64
2020-02-04,94,72.0,,0.72,67.67999999999999
2020-02-05,93,72.0,,0.72,66.96
2020-02-06,91,72.0,,0.72,65.52
2020-02-07,91,72.0,,0.72,65.52
2020-02-08,75,72.0,,0.72,54.0
2020-02-09,80,72.0,,0.72,57.599999999999994
2020-02-10,91,72.0,,0.72,65.52
2020-02-11,95,72.0,,0.72,68.39999999999999
2020-02-12,95,72.0,,0.72,68.39999999999999
2020-02-13,94,72.0,,0.72,67.67999999999999
2020-02-14,95,72.0,,0.72,68.39999999999999
2020-02-15,78,72.0,,0.72,56.16
2020-02-16,85,72.0,,0.72,61.199999999999996
2020-02-17,90,72.0,,0.72,64.8
2020-02-18,94,72.0,,0.72,67.67999999999999
2020-02-19,96,72.0,,0.72,69.12
2020-02-20,98,72.0,,0.72,70.56
2020-02-21,92,72.0,,0.72,66.24
2020-02-22,81,72.0,,0.72,58.32
2020-02-23,86,72.0,,0.72,61.919999999999995
2020-02-24,94,72.0,,0.72,67.67999999999999
2020-02-25,98,72.0,,0.72,70.56
2020-02-26,98,72.0,,0.72,70.56
2020-02-27,96,72.0,,0.72,69.12
2020-02-28,100,72.0,,0.72,72.0
2020-02-29,85,72.0,,0.72,61.199999999999996
2020-03-01,67,90.0,False,0.9,60.300000000000004
2020-03-02,75,90.0,,0.9,67.5
2020-03-03,81,90.0,,0.9,72.9
2020-03-04,74,90.0,,0.9,66.60000000000001
2020-03-05,76,90.0,,0.9,68.4
2020-03-06,70,90.0,,0.9,63.0
2020-03-07,68,90.0,,0.9,61.2
2020-03-08,85,90.0,,0.9,76.5
2020-03-09,73,90.0,,0.9,65.7
2020-03-10,70,90.0,,0.9,63.0
2020-03-11,69,90.0,,0.9,62.1
2020-03-12,77,90.0,,0.9,69.3
2020-03-13,77,90.0,,0.9,69.3
2020-03-14,75,90.0,,0.9,67.5
2020-03-15,76,90.0,,0.9,68.4
2020-03-16,86,90.0,,0.9,77.4
2020-03-17,88,90.0,,0.9,79.2
2020-03-18,94,90.0,,0.9,84.60000000000001
2020-03-19,96,90.0,,0.9,86.4
2020-03-20,99,90.0,,0.9,89.10000000000001
2020-03-21,95,90.0,,0.9,85.5
2020-03-22,92,90.0,,0.9,82.8
2020-03-23,94,90.0,,0.9,84.60000000000001
2020-03-24,92,90.0,,0.9,82.8
2020-03-25,100,90.0,,0.9,90.0
2020-03-26,97,90.0,,0.9,87.3
2020-03-27,97,90.0,,0.9,87.3
2020-03-28,92,90.0,,0.9,82.8
2020-03-29,93,90.0,,0.9,83.7
2020-03-30,92,90.0,,0.9,82.8
2020-03-31,96,90.0,,0.9,86.4
2020-04-01,95,100.0,False,1.0,95.0
2020-04-02,94,100.0,,1.0,94.0
2020-04-03,91,100.0,,1.0,91.0
2020-04-04,89,100.0,,1.0,89.0
2020-04-05,90,100.0,,1.0,90.0
2020-04-06,93,100.0,,1.0,93.0
2020-04-07,92,100.0,,1.0,92.0
2020-04-08,93,100.0,,1.0,93.0
2020-04-09,96,100.0,,1.0,96.0
2020-04-10,92,100.0,,1.0,92.0
2020-04-11,82,100.0,,1.0,82.0
2020-04-12,83,100.0,,1.0,83.0
2020-04-13,89,100.0,,1.0,89.0
2020-04-14,88,100.0,,1.0,88.0
2020-04-15,100,100.0,,1.0,100.0
2020-04-16,95,100.0,,1.0,95.0
2020-04-17,82,100.0,,1.0,82.0
2020-04-18,79,100.0,,1.0,79.0
2020-04-19,81,100.0,,1.0,81.0
2020-04-20,83,100.0,,1.0,83.0
2020-04-21,87,100.0,,1.0,87.0
2020-04-22,87,100.0,,1.0,87.0
2020-04-23,86,100.0,,1.0,86.0
2020-04-24,79,100.0,,1.0,79.0
2020-04-25,73,100.0,,1.0,73.0
2020-04-26,75,100.0,,1.0,75.0
2020-04-27,82,100.0,,1.0,82.0
2020-04-28,81,100.0,,1.0,81.0
2020-04-29,83,100.0,,1.0,83.0
2020-04-30,85,100.0,,1.0,85.0
2020-05-01,93,86.0,False,0.86,79.98
2020-05-02,88,86.0,,0.86,75.67999999999999
2020-05-03,84,86.0,,0.86,72.24
2020-05-04,92,86.0,,0.86,79.12
2020-05-05,92,86.0,,0.86,79.12
2020-05-06,93,86.0,,0.86,79.98
2020-05-07,93,86.0,,0.86,79.98
2020-05-08,91,86.0,,0.86,78.26
2020-05-09,83,86.0,,0.86,71.38
2020-05-10,76,86.0,,0.86,65.36
2020-05-11,90,86.0,,0.86,77.4
2020-05-12,90,86.0,,0.86,77.4
2020-05-13,90,86.0,,0.86,77.4
2020-05-14,91,86.0,,0.86,78.26
2020-05-15,93,86.0,,0.86,79.98
2020-05-16,92,86.0,,0.86,79.12
2020-05-17,86,86.0,,0.86,73.96
2020-05-18,100,86.0,,0.86,86.0
2020-05-19,93,86.0,,0.86,79.98
2020-05-20,91,86.0,,0.86,78.26
2020-05-21,92,86.0,,0.86,79.12
2020-05-22,88,86.0,,0.86,75.67999999999999
2020-05-23,78,86.0,,0.86,67.08
2020-05-24,79,86.0,,0.86,67.94
2020-05-25,84,86.0,,0.86,72.24
2020-05-26,82,86.0,,0.86,70.52
2020-05-27,86,86.0,,0.86,73.96
2020-05-28,85,86.0,,0.86,73.1
2020-05-29,89,86.0,,0.86,76.53999999999999
2020-05-30,84,86.0,,0.86,72.24
2020-05-31,87,86.0,,0.86,74.82
2020-06-01,92,77.0,False,0.77,70.84
2020-06-02,100,77.0,,0.77,77.0
2020-06-03,95,77.0,,0.77,73.15
2020-06-04,90,77.0,,0.77,69.3
2020-06-05,89,77.0,,0.77,68.53
2020-06-06,83,77.0,,0.77,63.910000000000004
2020-06-07,84,77.0,,0.77,64.68
2020-06-08,83,77.0,,0.77,63.910000000000004
2020-06-09,85,77.0,,0.77,65.45
2020-06-10,88,77.0,,0.77,67.76
2020-06-11,83,77.0,,0.77,63.910000000000004
2020-06-12,81,77.0,,0.77,62.370000000000005
2020-06-13,78,77.0,,0.77,60.06
2020-06-14,78,77.0,,0.77,60.06
2020-06-15,77,77.0,,0.77,59.29
2020-06-16,78,77.0,,0.77,60.06
2020-06-17,79,77.0,,0.77,60.83
2020-06-18,78,77.0,,0.77,60.06
2020-06-19,80,77.0,,0.77,61.6
2020-06-20,75,77.0,,0.77,57.75
2020-06-21,74,77.0,,0.77,56.980000000000004
2020-06-22,75,77.0,,0.77,57.75
2020-06-23,79,77.0,,0.77,60.83
2020-06-24,76,77.0,,0.77,58.52
2020-06-25,77,77.0,,0.77,59.29
2020-06-26,77,77.0,,0.77,59.29
2020-06-27,75,77.0,,0.77,57.75
2020-06-28,78,77.0,,0.77,60.06
2020-06-29,77,77.0,,0.77,59.29
2020-06-30,77,77.0,,0.77,59.29
2020-07-01,84,74.0,False,0.74,62.16
2020-07-02,83,74.0,,0.74,61.42
2020-07-03,83,74.0,,0.74,61.42
2020-07-04,95,74.0,,0.74,70.3
2020-07-05,89,74.0,,0.74,65.86
2020-07-06,79,74.0,,0.74,58.46
2020-07-07,79,74.0,,0.74,58.46
2020-07-08,83,74.0,,0.74,61.42
2020-07-09,78,74.0,,0.74,57.72
2020-07-10,82,74.0,,0.74,60.68
2020-07-11,79,74.0,,0.74,58.46
2020-07-12,78,74.0,,0.74,57.72
2020-07-13,79,74.0,,0.74,58.46
2020-07-14,79,74.0,,0.74,58.46
2020-07-15,82,74.0,,0.74,60.68
2020-07-16,87,74.0,,0.74,64.38
2020-07-17,82,74.0,,0.74,60.68
2020-07-18,81,74.0,,0.74,59.94
2020-07-19,82,74.0,,0.74,60.68
2020-07-20,82,74.0,,0.74,60.68
2020-07-21,82,74.0,,0.74,60.68
2020-07-22,86,74.0,,0.74,63.64
2020-07-23,85,74.0,,0.74,62.9
2020-07-24,84,74.0,,0.74,62.16
2020-07-25,80,74.0,,0.74,59.2
2020-07-26,87,74.0,,0.74,64.38
2020-07-27,89,74.0,,0.74,65.86
2020-07-28,100,74.0,,0.74,74.0
2020-07-29,90,74.0,,0.74,66.6
2020-07-30,89,74.0,,0.74,65.86
2020-07-31,85,74.0,,0.74,62.9
2020-08-01,84,75.0,False,0.75,63.0
2020-08-02,83,75.0,,0.75,62.25
2020-08-03,84,75.0,,0.75,63.0
2020-08-04,82,75.0,,0.75,61.5
2020-08-05,82,75.0,,0.75,61.5
2020-08-06,82,75.0,,0.75,61.5
2020-08-07,86,75.0,,0.75,64.5
2020-08-08,88,75.0,,0.75,66.0
2020-08-09,94,75.0,,0.75,70.5
2020-08-10,92,75.0,,0.75,69.0
2020-08-11,92,75.0,,0.75,69.0
2020-08-12,90,75.0,,0.75,67.5
2020-08-13,90,75.0,,0.75,67.5
2020-08-14,87,75.0,,0.75,65.25
2020-08-15,86,75.0,,0.75,64.5
2020-08-16,87,75.0,,0.75,65.25
2020-08-17,86,75.0,,0.75,64.5
2020-08-18,90,75.0,,0.75,67.5
2020-08-19,89,75.0,,0.75,66.75
2020-08-20,97,75.0,,0.75,72.75
2020-08-21,92,75.0,,0.75,69.0
2020-08-22,83,75.0,,0.75,62.25
2020-08-23,89,75.0,,0.75,66.75
2020-08-24,89,75.0,,0.75,66.75
2020-08-25,96,75.0,,0.75,72.0
2020-08-26,99,75.0,,0.75,74.25
2020-08-27,93,75.0,,0.75,69.75
2020-08-28,100,75.0,,0.75,75.0
2020-08-29,85,75.0,,0.75,63.75
2020-08-30,90,75.0,,0.75,67.5
2020-08-31,99,75.0,,0.75,74.25
2020-09-01,89,84.0,False,0.84,74.75999999999999
2020-09-02,94,84.0,,0.84,78.96
2020-09-03,92,84.0,,0.84,77.28
2020-09-04,94,84.0,,0.84,78.96
2020-09-05,77,84.0,,0.84,64.67999999999999
2020-09-06,83,84.0,,0.84,69.72
2020-09-07,87,84.0,,0.84,73.08
2020-09-08,95,84.0,,0.84,79.8
2020-09-09,94,84.0,,0.84,78.96
2020-09-10,91,84.0,,0.84,76.44
2020-09-11,99,84.0,,0.84,83.16
2020-09-12,78,84.0,,0.84,65.52
2020-09-13,80,84.0,,0.84,67.2
2020-09-14,97,84.0,,0.84,81.48
2020-09-15,99,84.0,,0.84,83.16
2020-09-16,98,84.0,,0.84,82.32
2020-09-17,99,84.0,,0.84,83.16
2020-09-18,98,84.0,,0.84,82.32
2020-09-19,83,84.0,,0.84,69.72
2020-09-20,81,84.0,,0.84,68.03999999999999
2020-09-21,97,84.0,,0.84,81.48
2020-09-22,99,84.0,,0.84,83.16
2020-09-23,100,84.0,,0.84,84.0
2020-09-24,97,84.0,,0.84,81.48
2020-09-25,93,84.0,,0.84,78.11999999999999
2020-09-26,73,84.0,,0.84,61.32
2020-09-27,80,84.0,,0.84,67.2
2020-09-28,90,84.0,,0.84,75.6
2020-09-29,98,84.0,,0.84,82.32
2020-09-30,99,84.0,,0.84,83.16
2020-10-01,78,87.0,False,0.87,67.86
2020-10-02,79,87.0,,0.87,68.73
2020-10-03,65,87.0,,0.87,56.55
2020-10-04,66,87.0,,0.87,57.42
2020-10-05,75,87.0,,0.87,65.25
2020-10-06,76,87.0,,0.87,66.12
2020-10-07,78,87.0,,0.87,67.86
2020-10-08,76,87.0,,0.87,66.12
2020-10-09,69,87.0,,0.87,60.03
2020-10-10,56,87.0,,0.87,48.72
2020-10-11,62,87.0,,0.87,53.94
2020-10-12,67,87.0,,0.87,58.29
2020-10-13,70,87.0,,0.87,60.9
2020-10-14,67,87.0,,0.87,58.29
2020-10-15,67,87.0,,0.87,58.29
2020-10-16,68,87.0,,0.87,59.16
2020-10-17,56,87.0,,0.87,48.72
2020-10-18,62,87.0,,0.87,53.94
2020-10-19,69,87.0,,0.87,60.03
2020-10-20,71,87.0,,0.87,61.77
2020-10-21,76,87.0,,0.87,66.12
2020-10-22,78,87.0,,0.87,67.86
2020-10-23,100,87.0,,0.87,87.0
2020-10-24,92,87.0,,0.87,80.04
2020-10-25,82,87.0,,0.87,71.34
2020-10-26,85,87.0,,0.87,73.95
2020-10-27,88,87.0,,0.87,76.56
2020-10-28,76,87.0,,0.87,66.12
2020-10-29,79,87.0,,0.87,68.73
2020-10-30,75,87.0,,0.87,65.25
2020-10-31,78,87.0,,0.87,67.86
2020-11-01,59,85.0,False,0.85,50.15
2020-11-02,60,85.0,,0.85,51.0
2020-11-03,100,85.0,,0.85,85.0
2020-11-04,77,85.0,,0.85,65.45
2020-11-05,46,85.0,,0.85,39.1
2020-11-06,45,85.0,,0.85,38.25
2020-11-07,44,85.0,,0.85,37.4
2020-11-08,43,85.0,,0.85,36.55
2020-11-09,47,85.0,,0.85,39.949999999999996
2020-11-10,45,85.0,,0.85,38.25
2020-11-11,44,85.0,,0.85,37.4
2020-11-12,44,85.0,,0.85,37.4
2020-11-13,42,85.0,,0.85,35.699999999999996
2020-11-14,39,85.0,,0.85,33.15
2020-11-15,40,85.0,,0.85,34.0
2020-11-16,43,85.0,,0.85,36.55
2020-11-17,43,85.0,,0.85,36.55
2020-11-18,44,85.0,,0.85,37.4
2020-11-19,46,85.0,,0.85,39.1
2020-11-20,45,85.0,,0.85,38.25
2020-11-21,37,85.0,,0.85,31.45
2020-11-22,37,85.0,,0.85,31.45
2020-11-23,41,85.0,,0.85,34.85
2020-11-24,40,85.0,,0.85,34.0
2020-11-25,36,85.0,,0.85,30.599999999999998
2020-11-26,34,85.0,,0.85,28.9
2020-11-27,30,85.0,,0.85,25.5
2020-11-28,31,85.0,,0.85,26.349999999999998
2020-11-29,35,85.0,,0.85,29.75
2020-11-30,39,85.0,,0.85,33.15
2020-12-01,65,79.0,False,0.79,51.35
2020-12-02,63,79.0,,0.79,49.77
2020-12-03,66,79.0,,0.79,52.14
2020-12-04,66,79.0,,0.79,52.14
2020-12-05,55,79.0,,0.79,43.45
2020-12-06,56,79.0,,0.79,44.24
2020-12-07,66,79.0,,0.79,52.14
2020-12-08,67,79.0,,0.79,52.93
2020-12-09,65,79.0,,0.79,51.35
2020-12-10,66,79.0,,0.79,52.14
2020-12-11,65,79.0,,0.79,51.35
2020-12-12,55,79.0,,0.79,43.45
2020-12-13,54,79.0,,0.79,42.660000000000004
2020-12-14,64,79.0,,0.79,50.56
2020-12-15,63,79.0,,0.79,49.77
2020-12-16,69,79.0,,0.79,54.510000000000005
2020-12-17,71,79.0,,0.79,56.09
2020-12-18,64,79.0,,0.79,50.56
2020-12-19,53,79.0,,0.79,41.870000000000005
2020-12-20,61,79.0,,0.79,48.190000000000005
2020-12-21,85,79.0,,0.79,67.15
2020-12-22,87,79.0,,0.79,68.73
2020-12-23,80,79.0,,0.79,63.2
2020-12-24,71,79.0,,0.79,56.09
2020-12-25,66,79.0,,0.79,52.14
2020-12-26,70,79.0,,0.79,55.300000000000004
2020-12-27,75,79.0,,0.79,59.25
2020-12-28,100,79.0,,0.79,79.0
2020-12-29,97,79.0,,0.79,76.63000000000001
2020-12-30,91,79.0,,0.79,71.89
2020-12-31,74,79.0,,0.79,58.46
2021-01-01,88,83.0,False,0.83,73.03999999999999
2021-01-02,79,83.0,,0.83,65.57
2021-01-03,75,83.0,,0.83,62.25
2021-01-04,78,83.0,,0.83,64.74
2021-01-05,78,83.0,,0.83,64.74
2021-01-06,82,83.0,,0.83,68.06
2021-01-07,84,83.0,,0.83,69.72
2021-01-08,82,83.0,,0.83,68.06
2021-01-09,73,83.0,,0.83,60.589999999999996
2021-01-10,73,83.0,,0.83,60.589999999999996
2021-01-11,81,83.0,,0.83,67.22999999999999
2021-01-12,78,83.0,,0.83,64.74
2021-01-13,81,83.0,,0.83,67.22999999999999
2021-01-14,83,83.0,,0.83,68.89
2021-01-15,82,83.0,,0.83,68.06
2021-01-16,70,83.0,,0.83,58.099999999999994
2021-01-17,73,83.0,,0.83,60.589999999999996
2021-01-18,76,83.0,,0.83,63.08
2021-01-19,77,83.0,,0.83,63.91
2021-01-20,100,83.0,,0.83,83.0
2021-01-21,99,83.0,,0.83,82.17
2021-01-22,89,83.0,,0.83,73.86999999999999
2021-01-23,74,83.0,,0.83,61.419999999999995
2021-01-24,74,83.0,,0.83,61.419999999999995
2021-01-25,82,83.0,,0.83,68.06
2021-01-26,82,83.0,,0.83,68.06
2021-01-27,81,83.0,,0.83,67.22999999999999
2021-01-28,82,83.0,,0.83,68.06
2021-01-29,80,83.0,,0.83,66.39999999999999
2021-01-30,73,83.0,,0.83,60.589999999999996
2021-01-31,81,83.0,,0.83,67.22999999999999
2021-02-01,94,82.0,False,0.82,77.08
2021-02-02,97,82.0,,0.82,79.53999999999999
2021-02-03,91,82.0,,0.82,74.61999999999999
2021-02-04,94,82.0,,0.82,77.08
2021-02-05,96,82.0,,0.82,78.72
2021-02-06,84,82.0,,0.82,68.88
2021-02-07,86,82.0,,0.82,70.52
2021-02-08,90,82.0,,0.82,73.8
2021-02-09,95,82.0,,0.82,77.89999999999999
2021-02-10,91,82.0,,0.82,74.61999999999999
2021-02-11,95,82.0,,0.82,77.89999999999999
2021-02-12,90,82.0,,0.82,73.8
2021-02-13,80,82.0,,0.82,65.6
2021-02-14,89,82.0,,0.82,72.97999999999999
2021-02-15,100,82.0,,0.82,82.0
2021-02-16,98,82.0,,0.82,80.36
2021-02-17,92,82.0,,0.82,75.44
2021-02-18,96,82.0,,0.82,78.72
2021-02-19,93,82.0,,0.82,76.25999999999999
2021-02-20,84,82.0,,0.82,68.88
2021-02-21,83,82.0,,0.82,68.06
2021-02-22,94,82.0,,0.82,77.08
2021-02-23,92,82.0,,0.82,75.44
2021-02-24,88,82.0,,0.82,72.16
2021-02-25,94,82.0,,0.82,77.08
2021-02-26,92,82.0,,0.82,75.44
2021-02-27,84,82.0,,0.82,68.88
2021-02-28,84,82.0,,0.82,68.88
2021-03-01,85,75.0,False,0.75,63.75
2021-03-02,83,75.0,,0.75,62.25
2021-03-03,81,75.0,,0.75,60.75
2021-03-04,84,75.0,,0.75,63.0
2021-03-05,85,75.0,,0.75,63.75
2021-03-06,80,75.0,,0.75,60.0
2021-03-07,89,75.0,,0.75,66.75
2021-03-08,90,75.0,,0.75,67.5
2021-03-09,89,75.0,,0.75,66.75
2021-03-10,93,75.0,,0.75,69.75
2021-03-11,100,75.0,,0.75,75.0
2021-03-12,100,75.0,,0.75,75.0
2021-03-13,85,75.0,,0.75,63.75
2021-03-14,95,75.0,,0.75,71.25
2021-03-15,78,75.0,,0.75,58.5
2021-03-16,74,75.0,,0.75,55.5
2021-03-17,78,75.0,,0.75,58.5
2021-03-18,73,75.0,,0.75,54.75
2021-03-19,72,75.0,,0.75,54.0
2021-03-20,58,75.0,,0.75,43.5
2021-03-21,64,75.0,,0.75,48.0
2021-03-22,72,75.0,,0.75,54.0
2021-03-23,74,75.0,,0.75,55.5
2021-03-24,71,75.0,,0.75,53.25
2021-03-25,72,75.0,,0.75,54.0
2021-03-26,73,75.0,,0.75,54.75
2021-03-27,61,75.0,,0.75,45.75
2021-03-28,62,75.0,,0.75,46.5
2021-03-29,69,75.0,,0.75,51.75
2021-03-30,68,75.0,,0.75,51.0
2021-03-31,68,75.0,,0.75,51.0
2021-04-01,89,70.0,False,0.7,62.3
2021-04-02,85,70.0,,0.7,59.49999999999999
2021-04-03,81,70.0,,0.7,56.699999999999996
2021-04-04,94,70.0,,0.7,65.8
2021-04-05,100,70.0,,0.7,70.0
2021-04-06,92,70.0,,0.7,64.39999999999999
2021-04-07,89,70.0,,0.7,62.3
2021-04-08,88,70.0,,0.7,61.599999999999994
2021-04-09,91,70.0,,0.7,63.699999999999996
2021-04-10,75,70.0,,0.7,52.5
2021-04-11,82,70.0,,0.7,57.4
2021-04-12,97,70.0,,0.7,67.89999999999999
2021-04-13,96,70.0,,0.7,67.19999999999999
2021-04-14,91,70.0,,0.7,63.699999999999996
2021-04-15,95,70.0,,0.7,66.5
2021-04-16,91,70.0,,0.7,63.699999999999996
2021-04-17,76,70.0,,0.7,53.199999999999996
2021-04-18,80,70.0,,0.7,56.0
2021-04-19,96,70.0,,0.7,67.19999999999999
2021-04-20,93,70.0,,0.7,65.1
2021-04-21,89,70.0,,0.7,62.3
2021-04-22,95,70.0,,0.7,66.5
2021-04-23,92,70.0,,0.7,64.39999999999999
2021-04-24,74,70.0,,0.7,51.8
2021-04-25,86,70.0,,0.7,60.199999999999996
2021-04-26,96,70.0,,0.7,67.19999999999999
2021-04-27,96,70.0,,0.7,67.19999999999999
