date,KR_unscaled,KR_monthly,isPartial,scale,KR
2019-09-03,59,88.0,,0.88,51.92
2019-09-04,90,88.0,,0.88,79.2
2019-09-05,83,88.0,,0.88,73.04
2019-09-06,70,88.0,,0.88,61.6
2019-09-07,68,88.0,,0.88,59.84
2019-09-08,59,88.0,,0.88,51.92
2019-09-09,86,88.0,,0.88,75.68
2019-09-10,61,88.0,,0.88,53.68
2019-09-11,79,88.0,,0.88,69.52
2019-09-12,100,88.0,,0.88,88.0
2019-09-13,59,88.0,,0.88,51.92
2019-09-14,80,88.0,,0.88,70.4
2019-09-15,61,88.0,,0.88,53.68
2019-09-16,76,88.0,,0.88,66.88
2019-09-17,73,88.0,,0.88,64.24
2019-09-18,87,88.0,,0.88,76.56
2019-09-19,74,88.0,,0.88,65.12
2019-09-20,75,88.0,,0.88,66.0
2019-09-21,49,88.0,,0.88,43.12
2019-09-22,73,88.0,,0.88,64.24
2019-09-23,71,88.0,,0.88,62.48
2019-09-24,73,88.0,,0.88,64.24
2019-09-25,69,88.0,,0.88,60.72
2019-09-26,65,88.0,,0.88,57.2
2019-09-27,69,88.0,,0.88,60.72
2019-09-28,48,88.0,,0.88,42.24
2019-09-29,68,88.0,,0.88,59.84
2019-09-30,74,88.0,,0.88,65.12
2019-10-01,70,84.0,False,0.84,58.8
2019-10-02,86,84.0,,0.84,72.24
2019-10-03,100,84.0,,0.84,84.0
2019-10-04,72,84.0,,0.84,60.48
2019-10-05,67,84.0,,0.84,56.28
2019-10-06,49,84.0,,0.84,41.16
2019-10-07,68,84.0,,0.84,57.12
2019-10-08,73,84.0,,0.84,61.32
2019-10-09,87,84.0,,0.84,73.08
2019-10-10,82,84.0,,0.84,68.88
2019-10-11,76,84.0,,0.84,63.839999999999996
2019-10-12,50,84.0,,0.84,42.0
2019-10-13,67,84.0,,0.84,56.28
2019-10-14,69,84.0,,0.84,57.96
2019-10-15,83,84.0,,0.84,69.72
2019-10-16,85,84.0,,0.84,71.39999999999999
2019-10-17,81,84.0,,0.84,68.03999999999999
2019-10-18,86,84.0,,0.84,72.24
2019-10-19,59,84.0,,0.84,49.559999999999995
2019-10-20,63,84.0,,0.84,52.919999999999995
2019-10-21,78,84.0,,0.84,65.52
2019-10-22,91,84.0,,0.84,76.44
2019-10-23,94,84.0,,0.84,78.96
2019-10-24,78,84.0,,0.84,65.52
2019-10-25,64,84.0,,0.84,53.76
2019-10-26,69,84.0,,0.84,57.96
2019-10-27,66,84.0,,0.84,55.44
2019-10-28,91,84.0,,0.84,76.44
2019-10-29,82,84.0,,0.84,68.88
2019-10-30,92,84.0,,0.84,77.28
2019-10-31,83,84.0,,0.84,69.72
2019-11-01,86,84.0,False,0.84,72.24
2019-11-02,60,84.0,,0.84,50.4
2019-11-03,49,84.0,,0.84,41.16
2019-11-04,84,84.0,,0.84,70.56
2019-11-05,96,84.0,,0.84,80.64
2019-11-06,100,84.0,,0.84,84.0
2019-11-07,88,84.0,,0.84,73.92
2019-11-08,81,84.0,,0.84,68.03999999999999
2019-11-09,70,84.0,,0.84,58.8
2019-11-10,83,84.0,,0.84,69.72
2019-11-11,86,84.0,,0.84,72.24
2019-11-12,78,84.0,,0.84,65.52
2019-11-13,95,84.0,,0.84,79.8
2019-11-14,82,84.0,,0.84,68.88
2019-11-15,77,84.0,,0.84,64.67999999999999
2019-11-16,59,84.0,,0.84,49.559999999999995
2019-11-17,75,84.0,,0.84,63.0
2019-11-18,80,84.0,,0.84,67.2
2019-11-19,78,84.0,,0.84,65.52
2019-11-20,83,84.0,,0.84,69.72
2019-11-21,89,84.0,,0.84,74.75999999999999
2019-11-22,83,84.0,,0.84,69.72
2019-11-23,60,84.0,,0.84,50.4
2019-11-24,69,84.0,,0.84,57.96
2019-11-25,87,84.0,,0.84,73.08
2019-11-26,73,84.0,,0.84,61.32
2019-11-27,70,84.0,,0.84,58.8
2019-11-28,65,84.0,,0.84,54.6
2019-11-29,66,84.0,,0.84,55.44
2019-11-30,54,84.0,,0.84,45.36
2019-12-01,44,78.0,False,0.78,34.32
2019-12-02,71,78.0,,0.78,55.38
2019-12-03,73,78.0,,0.78,56.940000000000005
2019-12-04,66,78.0,,0.78,51.480000000000004
2019-12-05,100,78.0,,0.78,78.0
2019-12-06,75,78.0,,0.78,58.5
2019-12-07,53,78.0,,0.78,41.34
2019-12-08,64,78.0,,0.78,49.92
2019-12-09,55,78.0,,0.78,42.9
2019-12-10,59,78.0,,0.78,46.02
2019-12-11,71,78.0,,0.78,55.38
2019-12-12,78,78.0,,0.78,60.84
2019-12-13,69,78.0,,0.78,53.82
2019-12-14,64,78.0,,0.78,49.92
2019-12-15,56,78.0,,0.78,43.68
2019-12-16,71,78.0,,0.78,55.38
2019-12-17,76,78.0,,0.78,59.28
2019-12-18,75,78.0,,0.78,58.5
2019-12-19,59,78.0,,0.78,46.02
2019-12-20,68,78.0,,0.78,53.04
2019-12-21,52,78.0,,0.78,40.56
2019-12-22,64,78.0,,0.78,49.92
2019-12-23,67,78.0,,0.78,52.260000000000005
2019-12-24,51,78.0,,0.78,39.78
2019-12-25,65,78.0,,0.78,50.7
2019-12-26,66,78.0,,0.78,51.480000000000004
2019-12-27,64,78.0,,0.78,49.92
2019-12-28,59,78.0,,0.78,46.02
2019-12-29,36,78.0,,0.78,28.080000000000002
2019-12-30,58,78.0,,0.78,45.24
2019-12-31,56,78.0,,0.78,43.68
2020-01-01,72,79.0,False,0.79,56.88
2020-01-02,61,79.0,,0.79,48.190000000000005
2020-01-03,59,79.0,,0.79,46.61
2020-01-04,54,79.0,,0.79,42.660000000000004
2020-01-05,57,79.0,,0.79,45.03
2020-01-06,74,79.0,,0.79,58.46
2020-01-07,73,79.0,,0.79,57.67
2020-01-08,78,79.0,,0.79,61.620000000000005
2020-01-09,88,79.0,,0.79,69.52000000000001
2020-01-10,80,79.0,,0.79,63.2
2020-01-11,91,79.0,,0.79,71.89
2020-01-12,62,79.0,,0.79,48.980000000000004
2020-01-13,88,79.0,,0.79,69.52000000000001
2020-01-14,71,79.0,,0.79,56.09
2020-01-15,95,79.0,,0.79,75.05
2020-01-16,72,79.0,,0.79,56.88
2020-01-17,100,79.0,,0.79,79.0
2020-01-18,64,79.0,,0.79,50.56
2020-01-19,65,79.0,,0.79,51.35
2020-01-20,74,79.0,,0.79,58.46
2020-01-21,63,79.0,,0.79,49.77
2020-01-22,89,79.0,,0.79,70.31
2020-01-23,95,79.0,,0.79,75.05
2020-01-24,68,79.0,,0.79,53.72
2020-01-25,71,79.0,,0.79,56.09
2020-01-26,58,79.0,,0.79,45.82
2020-01-27,66,79.0,,0.79,52.14
2020-01-28,67,79.0,,0.79,52.93
2020-01-29,79,79.0,,0.79,62.410000000000004
2020-01-30,84,79.0,,0.79,66.36
2020-01-31,78,79.0,,0.79,61.620000000000005
2020-02-01,53,87.0,False,0.87,46.11
2020-02-02,48,87.0,,0.87,41.76
2020-02-03,59,87.0,,0.87,51.33
2020-02-04,57,87.0,,0.87,49.589999999999996
2020-02-05,73,87.0,,0.87,63.51
2020-02-06,89,87.0,,0.87,77.42999999999999
2020-02-07,53,87.0,,0.87,46.11
2020-02-08,56,87.0,,0.87,48.72
2020-02-09,58,87.0,,0.87,50.46
2020-02-10,63,87.0,,0.87,54.81
2020-02-11,76,87.0,,0.87,66.12
2020-02-12,75,87.0,,0.87,65.25
2020-02-13,64,87.0,,0.87,55.68
2020-02-14,71,87.0,,0.87,61.77
2020-02-15,86,87.0,,0.87,74.82
2020-02-16,52,87.0,,0.87,45.24
2020-02-17,65,87.0,,0.87,56.55
2020-02-18,100,87.0,,0.87,87.0
2020-02-19,92,87.0,,0.87,80.04
2020-02-20,86,87.0,,0.87,74.82
2020-02-21,79,87.0,,0.87,68.73
2020-02-22,64,87.0,,0.87,55.68
2020-02-23,54,87.0,,0.87,46.98
2020-02-24,82,87.0,,0.87,71.34
2020-02-25,77,87.0,,0.87,66.99
2020-02-26,72,87.0,,0.87,62.64
2020-02-27,78,87.0,,0.87,67.86
2020-02-28,80,87.0,,0.87,69.6
2020-02-29,60,87.0,,0.87,52.2
2020-03-01,55,89.0,False,0.89,48.95
2020-03-02,73,89.0,,0.89,64.97
2020-03-03,77,89.0,,0.89,68.53
2020-03-04,85,89.0,,0.89,75.65
2020-03-05,97,89.0,,0.89,86.33
2020-03-06,79,89.0,,0.89,70.31
2020-03-07,54,89.0,,0.89,48.06
2020-03-08,54,89.0,,0.89,48.06
2020-03-09,79,89.0,,0.89,70.31
2020-03-10,68,89.0,,0.89,60.52
2020-03-11,76,89.0,,0.89,67.64
2020-03-12,61,89.0,,0.89,54.29
2020-03-13,79,89.0,,0.89,70.31
2020-03-14,57,89.0,,0.89,50.730000000000004
2020-03-15,40,89.0,,0.89,35.6
2020-03-16,68,89.0,,0.89,60.52
2020-03-17,70,89.0,,0.89,62.300000000000004
2020-03-18,100,89.0,,0.89,89.0
2020-03-19,92,89.0,,0.89,81.88
2020-03-20,72,89.0,,0.89,64.08
2020-03-21,64,89.0,,0.89,56.96
2020-03-22,67,89.0,,0.89,59.63
2020-03-23,68,89.0,,0.89,60.52
2020-03-24,71,89.0,,0.89,63.19
2020-03-25,93,89.0,,0.89,82.77
2020-03-26,92,89.0,,0.89,81.88
2020-03-27,88,89.0,,0.89,78.32000000000001
2020-03-28,67,89.0,,0.89,59.63
2020-03-29,72,89.0,,0.89,64.08
2020-03-30,84,89.0,,0.89,74.76
2020-03-31,80,89.0,,0.89,71.2
2020-04-01,78,92.0,False,0.92,71.76
2020-04-02,73,92.0,,0.92,67.16
2020-04-03,74,92.0,,0.92,68.08
2020-04-04,59,92.0,,0.92,54.28
2020-04-05,54,92.0,,0.92,49.68
2020-04-06,93,92.0,,0.92,85.56
2020-04-07,86,92.0,,0.92,79.12
2020-04-08,77,92.0,,0.92,70.84
2020-04-09,100,92.0,,0.92,92.0
2020-04-10,64,92.0,,0.92,58.88
2020-04-11,64,92.0,,0.92,58.88
2020-04-12,65,92.0,,0.92,59.800000000000004
2020-04-13,72,92.0,,0.92,66.24000000000001
2020-04-14,74,92.0,,0.92,68.08
2020-04-15,83,92.0,,0.92,76.36
2020-04-16,74,92.0,,0.92,68.08
2020-04-17,78,92.0,,0.92,71.76
2020-04-18,66,92.0,,0.92,60.720000000000006
2020-04-19,63,92.0,,0.92,57.96
2020-04-20,63,92.0,,0.92,57.96
2020-04-21,80,92.0,,0.92,73.60000000000001
2020-04-22,78,92.0,,0.92,71.76
2020-04-23,74,92.0,,0.92,68.08
2020-04-24,84,92.0,,0.92,77.28
2020-04-25,60,92.0,,0.92,55.2
2020-04-26,84,92.0,,0.92,77.28
2020-04-27,76,92.0,,0.92,69.92
2020-04-28,69,92.0,,0.92,63.480000000000004
2020-04-29,76,92.0,,0.92,69.92
2020-04-30,85,92.0,,0.92,78.2
2020-05-01,77,89.0,False,0.89,68.53
2020-05-02,71,89.0,,0.89,63.19
2020-05-03,75,89.0,,0.89,66.75
2020-05-04,82,89.0,,0.89,72.98
2020-05-05,78,89.0,,0.89,69.42
2020-05-06,69,89.0,,0.89,61.410000000000004
2020-05-07,95,89.0,,0.89,84.55
2020-05-08,89,89.0,,0.89,79.21000000000001
2020-05-09,75,89.0,,0.89,66.75
2020-05-10,70,89.0,,0.89,62.300000000000004
2020-05-11,81,89.0,,0.89,72.09
2020-05-12,92,89.0,,0.89,81.88
2020-05-13,93,89.0,,0.89,82.77
2020-05-14,99,89.0,,0.89,88.11
2020-05-15,99,89.0,,0.89,88.11
2020-05-16,69,89.0,,0.89,61.410000000000004
2020-05-17,63,89.0,,0.89,56.07
2020-05-18,100,89.0,,0.89,89.0
2020-05-19,91,89.0,,0.89,80.99
2020-05-20,84,89.0,,0.89,74.76
2020-05-21,84,89.0,,0.89,74.76
2020-05-22,76,89.0,,0.89,67.64
2020-05-23,72,89.0,,0.89,64.08
2020-05-24,61,89.0,,0.89,54.29
2020-05-25,59,89.0,,0.89,52.51
2020-05-26,81,89.0,,0.89,72.09
2020-05-27,88,89.0,,0.89,78.32000000000001
2020-05-28,73,89.0,,0.89,64.97
2020-05-29,85,89.0,,0.89,75.65
2020-05-30,63,89.0,,0.89,56.07
2020-05-31,57,89.0,,0.89,50.730000000000004
2020-06-01,35,98.0,False,0.98,34.3
2020-06-02,44,98.0,,0.98,43.12
2020-06-03,46,98.0,,0.98,45.08
2020-06-04,38,98.0,,0.98,37.24
2020-06-05,44,98.0,,0.98,43.12
2020-06-06,33,98.0,,0.98,32.339999999999996
2020-06-07,31,98.0,,0.98,30.38
2020-06-08,43,98.0,,0.98,42.14
2020-06-09,54,98.0,,0.98,52.92
2020-06-10,42,98.0,,0.98,41.16
2020-06-11,49,98.0,,0.98,48.019999999999996
2020-06-12,51,98.0,,0.98,49.98
2020-06-13,36,98.0,,0.98,35.28
2020-06-14,40,98.0,,0.98,39.2
2020-06-15,56,98.0,,0.98,54.879999999999995
2020-06-16,58,98.0,,0.98,56.839999999999996
2020-06-17,73,98.0,,0.98,71.53999999999999
2020-06-18,100,98.0,,0.98,98.0
2020-06-19,74,98.0,,0.98,72.52
2020-06-20,27,98.0,,0.98,26.46
2020-06-21,30,98.0,,0.98,29.4
2020-06-22,54,98.0,,0.98,52.92
2020-06-23,57,98.0,,0.98,55.86
2020-06-24,45,98.0,,0.98,44.1
2020-06-25,49,98.0,,0.98,48.019999999999996
2020-06-26,53,98.0,,0.98,51.94
2020-06-27,40,98.0,,0.98,39.2
2020-06-28,36,98.0,,0.98,35.28
2020-06-29,43,98.0,,0.98,42.14
2020-06-30,44,98.0,,0.98,43.12
2020-07-01,94,84.0,False,0.84,78.96
2020-07-02,71,84.0,,0.84,59.64
2020-07-03,88,84.0,,0.84,73.92
2020-07-04,66,84.0,,0.84,55.44
2020-07-05,69,84.0,,0.84,57.96
2020-07-06,95,84.0,,0.84,79.8
2020-07-07,68,84.0,,0.84,57.12
2020-07-08,80,84.0,,0.84,67.2
2020-07-09,80,84.0,,0.84,67.2
2020-07-10,73,84.0,,0.84,61.32
2020-07-11,62,84.0,,0.84,52.08
2020-07-12,66,84.0,,0.84,55.44
2020-07-13,94,84.0,,0.84,78.96
2020-07-14,78,84.0,,0.84,65.52
2020-07-15,71,84.0,,0.84,59.64
2020-07-16,73,84.0,,0.84,61.32
2020-07-17,77,84.0,,0.84,64.67999999999999
2020-07-18,76,84.0,,0.84,63.839999999999996
2020-07-19,65,84.0,,0.84,54.6
2020-07-20,78,84.0,,0.84,65.52
2020-07-21,83,84.0,,0.84,69.72
2020-07-22,100,84.0,,0.84,84.0
2020-07-23,92,84.0,,0.84,77.28
2020-07-24,79,84.0,,0.84,66.36
2020-07-25,48,84.0,,0.84,40.32
2020-07-26,59,84.0,,0.84,49.559999999999995
2020-07-27,97,84.0,,0.84,81.48
2020-07-28,79,84.0,,0.84,66.36
2020-07-29,63,84.0,,0.84,52.919999999999995
2020-07-30,91,84.0,,0.84,76.44
2020-07-31,85,84.0,,0.84,71.39999999999999
2020-08-01,79,88.0,False,0.88,69.52
2020-08-02,71,88.0,,0.88,62.48
2020-08-03,84,88.0,,0.88,73.92
2020-08-04,84,88.0,,0.88,73.92
2020-08-05,75,88.0,,0.88,66.0
2020-08-06,69,88.0,,0.88,60.72
2020-08-07,77,88.0,,0.88,67.76
2020-08-08,66,88.0,,0.88,58.08
2020-08-09,75,88.0,,0.88,66.0
2020-08-10,79,88.0,,0.88,69.52
2020-08-11,68,88.0,,0.88,59.84
2020-08-12,82,88.0,,0.88,72.16
2020-08-13,91,88.0,,0.88,80.08
2020-08-14,72,88.0,,0.88,63.36
2020-08-15,78,88.0,,0.88,68.64
2020-08-16,77,88.0,,0.88,67.76
2020-08-17,77,88.0,,0.88,67.76
2020-08-18,94,88.0,,0.88,82.72
2020-08-19,87,88.0,,0.88,76.56
2020-08-20,84,88.0,,0.88,73.92
2020-08-21,89,88.0,,0.88,78.32000000000001
2020-08-22,94,88.0,,0.88,82.72
2020-08-23,63,88.0,,0.88,55.44
2020-08-24,100,88.0,,0.88,88.0
2020-08-25,79,88.0,,0.88,69.52
2020-08-26,79,88.0,,0.88,69.52
2020-08-27,78,88.0,,0.88,68.64
2020-08-28,86,88.0,,0.88,75.68
2020-08-29,77,88.0,,0.88,67.76
2020-08-30,85,88.0,,0.88,74.8
2020-08-31,94,88.0,,0.88,82.72
2020-09-01,75,97.0,False,0.97,72.75
2020-09-02,81,97.0,,0.97,78.57
2020-09-03,71,97.0,,0.97,68.87
2020-09-04,76,97.0,,0.97,73.72
2020-09-05,66,97.0,,0.97,64.02
2020-09-06,70,97.0,,0.97,67.89999999999999
2020-09-07,72,97.0,,0.97,69.84
2020-09-08,84,97.0,,0.97,81.48
2020-09-09,83,97.0,,0.97,80.50999999999999
2020-09-10,95,97.0,,0.97,92.14999999999999
2020-09-11,100,97.0,,0.97,97.0
2020-09-12,72,97.0,,0.97,69.84
2020-09-13,66,97.0,,0.97,64.02
2020-09-14,92,97.0,,0.97,89.24
2020-09-15,71,97.0,,0.97,68.87
2020-09-16,81,97.0,,0.97,78.57
2020-09-17,99,97.0,,0.97,96.03
2020-09-18,98,97.0,,0.97,95.06
2020-09-19,80,97.0,,0.97,77.6
2020-09-20,65,97.0,,0.97,63.05
2020-09-21,84,97.0,,0.97,81.48
2020-09-22,79,97.0,,0.97,76.63
2020-09-23,85,97.0,,0.97,82.45
2020-09-24,86,97.0,,0.97,83.42
2020-09-25,90,97.0,,0.97,87.3
2020-09-26,56,97.0,,0.97,54.32
2020-09-27,57,97.0,,0.97,55.29
2020-09-28,64,97.0,,0.97,62.08
2020-09-29,95,97.0,,0.97,92.14999999999999
2020-09-30,89,97.0,,0.97,86.33
2020-10-01,71,100.0,False,1.0,71.0
2020-10-02,68,100.0,,1.0,68.0
2020-10-03,71,100.0,,1.0,71.0
2020-10-04,55,100.0,,1.0,55.0
2020-10-05,80,100.0,,1.0,80.0
2020-10-06,82,100.0,,1.0,82.0
2020-10-07,80,100.0,,1.0,80.0
2020-10-08,87,100.0,,1.0,87.0
2020-10-09,82,100.0,,1.0,82.0
2020-10-10,44,100.0,,1.0,44.0
2020-10-11,61,100.0,,1.0,61.0
2020-10-12,70,100.0,,1.0,70.0
2020-10-13,80,100.0,,1.0,80.0
2020-10-14,79,100.0,,1.0,79.0
2020-10-15,88,100.0,,1.0,88.0
2020-10-16,77,100.0,,1.0,77.0
2020-10-17,45,100.0,,1.0,45.0
2020-10-18,75,100.0,,1.0,75.0
2020-10-19,78,100.0,,1.0,78.0
2020-10-20,91,100.0,,1.0,91.0
2020-10-21,84,100.0,,1.0,84.0
2020-10-22,79,100.0,,1.0,79.0
2020-10-23,78,100.0,,1.0,78.0
2020-10-24,47,100.0,,1.0,47.0
2020-10-25,60,100.0,,1.0,60.0
2020-10-26,74,100.0,,1.0,74.0
2020-10-27,81,100.0,,1.0,81.0
2020-10-28,89,100.0,,1.0,89.0
2020-10-29,89,100.0,,1.0,89.0
2020-10-30,100,100.0,,1.0,100.0
2020-10-31,69,100.0,,1.0,69.0
2020-11-01,93,94.0,False,0.94,87.42
2020-11-02,100,94.0,,0.94,94.0
2020-11-03,74,94.0,,0.94,69.56
2020-11-04,55,94.0,,0.94,51.699999999999996
2020-11-05,52,94.0,,0.94,48.879999999999995
2020-11-06,70,94.0,,0.94,65.8
2020-11-07,52,94.0,,0.94,48.879999999999995
2020-11-08,61,94.0,,0.94,57.339999999999996
2020-11-09,94,94.0,,0.94,88.36
2020-11-10,91,94.0,,0.94,85.53999999999999
2020-11-11,79,94.0,,0.94,74.25999999999999
2020-11-12,89,94.0,,0.94,83.66
2020-11-13,85,94.0,,0.94,79.89999999999999
2020-11-14,76,94.0,,0.94,71.44
2020-11-15,62,94.0,,0.94,58.279999999999994
2020-11-16,94,94.0,,0.94,88.36
2020-11-17,89,94.0,,0.94,83.66
2020-11-18,85,94.0,,0.94,79.89999999999999
2020-11-19,91,94.0,,0.94,85.53999999999999
2020-11-20,85,94.0,,0.94,79.89999999999999
2020-11-21,64,94.0,,0.94,60.16
2020-11-22,50,94.0,,0.94,47.0
2020-11-23,90,94.0,,0.94,84.6
2020-11-24,85,94.0,,0.94,79.89999999999999
2020-11-25,80,94.0,,0.94,75.19999999999999
2020-11-26,73,94.0,,0.94,68.61999999999999
2020-11-27,67,94.0,,0.94,62.98
2020-11-28,68,94.0,,0.94,63.919999999999995
2020-11-29,52,94.0,,0.94,48.879999999999995
2020-11-30,92,94.0,,0.94,86.47999999999999
2020-12-01,88,98.0,False,0.98,86.24
2020-12-02,70,98.0,,0.98,68.6
2020-12-03,100,98.0,,0.98,98.0
2020-12-04,84,98.0,,0.98,82.32
2020-12-05,67,98.0,,0.98,65.66
2020-12-06,72,98.0,,0.98,70.56
2020-12-07,82,98.0,,0.98,80.36
2020-12-08,81,98.0,,0.98,79.38
2020-12-09,78,98.0,,0.98,76.44
2020-12-10,86,98.0,,0.98,84.28
2020-12-11,76,98.0,,0.98,74.48
2020-12-12,49,98.0,,0.98,48.019999999999996
2020-12-13,50,98.0,,0.98,49.0
2020-12-14,66,98.0,,0.98,64.67999999999999
2020-12-15,68,98.0,,0.98,66.64
2020-12-16,79,98.0,,0.98,77.42
2020-12-17,80,98.0,,0.98,78.4
2020-12-18,65,98.0,,0.98,63.699999999999996
2020-12-19,59,98.0,,0.98,57.82
2020-12-20,44,98.0,,0.98,43.12
2020-12-21,58,98.0,,0.98,56.839999999999996
2020-12-22,72,98.0,,0.98,70.56
2020-12-23,57,98.0,,0.98,55.86
2020-12-24,45,98.0,,0.98,44.1
2020-12-25,57,98.0,,0.98,55.86
2020-12-26,53,98.0,,0.98,51.94
2020-12-27,45,98.0,,0.98,44.1
2020-12-28,61,98.0,,0.98,59.78
2020-12-29,59,98.0,,0.98,57.82
2020-12-30,58,98.0,,0.98,56.839999999999996
2020-12-31,62,98.0,,0.98,60.76
2021-01-01,52,95.0,False,0.95,49.4
2021-01-02,74,95.0,,0.95,70.3
2021-01-03,67,95.0,,0.95,63.65
2021-01-04,72,95.0,,0.95,68.39999999999999
2021-01-05,76,95.0,,0.95,72.2
2021-01-06,84,95.0,,0.95,79.8
2021-01-07,90,95.0,,0.95,85.5
2021-01-08,79,95.0,,0.95,75.05
2021-01-09,67,95.0,,0.95,63.65
2021-01-10,62,95.0,,0.95,58.9
2021-01-11,67,95.0,,0.95,63.65
2021-01-12,93,95.0,,0.95,88.35
2021-01-13,83,95.0,,0.95,78.85
2021-01-14,79,95.0,,0.95,75.05
2021-01-15,84,95.0,,0.95,79.8
2021-01-16,66,95.0,,0.95,62.699999999999996
2021-01-17,59,95.0,,0.95,56.05
2021-01-18,66,95.0,,0.95,62.699999999999996
2021-01-19,76,95.0,,0.95,72.2
2021-01-20,78,95.0,,0.95,74.1
2021-01-21,79,95.0,,0.95,75.05
2021-01-22,83,95.0,,0.95,78.85
2021-01-23,60,95.0,,0.95,57.0
2021-01-24,70,95.0,,0.95,66.5
2021-01-25,82,95.0,,0.95,77.89999999999999
2021-01-26,89,95.0,,0.95,84.55
2021-01-27,93,95.0,,0.95,88.35
2021-01-28,99,95.0,,0.95,94.05
2021-01-29,100,95.0,,0.95,95.0
2021-01-30,68,95.0,,0.95,64.6
2021-01-31,71,95.0,,0.95,67.45
2021-02-01,95,96.0,False,0.96,91.2
2021-02-02,85,96.0,,0.96,81.6
2021-02-03,82,96.0,,0.96,78.72
2021-02-04,94,96.0,,0.96,90.24
2021-02-05,89,96.0,,0.96,85.44
2021-02-06,67,96.0,,0.96,64.32
2021-02-07,67,96.0,,0.96,64.32
2021-02-08,69,96.0,,0.96,66.24
2021-02-09,80,96.0,,0.96,76.8
2021-02-10,74,96.0,,0.96,71.03999999999999
2021-02-11,83,96.0,,0.96,79.67999999999999
2021-02-12,100,96.0,,0.96,96.0
2021-02-13,74,96.0,,0.96,71.03999999999999
2021-02-14,66,96.0,,0.96,63.36
2021-02-15,79,96.0,,0.96,75.84
2021-02-16,65,96.0,,0.96,62.4
2021-02-17,85,96.0,,0.96,81.6
2021-02-18,81,96.0,,0.96,77.75999999999999
2021-02-19,70,96.0,,0.96,67.2
2021-02-20,64,96.0,,0.96,61.44
2021-02-21,69,96.0,,0.96,66.24
2021-02-22,77,96.0,,0.96,73.92
2021-02-23,88,96.0,,0.96,84.47999999999999
2021-02-24,79,96.0,,0.96,75.84
2021-02-25,90,96.0,,0.96,86.39999999999999
2021-02-26,94,96.0,,0.96,90.24
2021-02-27,55,96.0,,0.96,52.8
2021-02-28,68,96.0,,0.96,65.28
2021-03-01,93,91.0,False,0.91,84.63000000000001
2021-03-02,87,91.0,,0.91,79.17
2021-03-03,87,91.0,,0.91,79.17
2021-03-04,84,91.0,,0.91,76.44
2021-03-05,72,91.0,,0.91,65.52
2021-03-06,72,91.0,,0.91,65.52
2021-03-07,81,91.0,,0.91,73.71000000000001
2021-03-08,100,91.0,,0.91,91.0
2021-03-09,79,91.0,,0.91,71.89
2021-03-10,72,91.0,,0.91,65.52
2021-03-11,80,91.0,,0.91,72.8
2021-03-12,91,91.0,,0.91,82.81
2021-03-13,58,91.0,,0.91,52.78
2021-03-14,63,91.0,,0.91,57.330000000000005
2021-03-15,82,91.0,,0.91,74.62
2021-03-16,78,91.0,,0.91,70.98
2021-03-17,73,91.0,,0.91,66.43
2021-03-18,76,91.0,,0.91,69.16
2021-03-19,81,91.0,,0.91,73.71000000000001
2021-03-20,52,91.0,,0.91,47.32
2021-03-21,74,91.0,,0.91,67.34
2021-03-22,70,91.0,,0.91,63.7
2021-03-23,76,91.0,,0.91,69.16
2021-03-24,81,91.0,,0.91,73.71000000000001
2021-03-25,94,91.0,,0.91,85.54
2021-03-26,82,91.0,,0.91,74.62
2021-03-27,79,91.0,,0.91,71.89
2021-03-28,64,91.0,,0.91,58.24
2021-03-29,78,91.0,,0.91,70.98
2021-03-30,68,91.0,,0.91,61.88
2021-03-31,84,91.0,,0.91,76.44
2021-04-01,81,84.0,False,0.84,68.03999999999999
2021-04-02,98,84.0,,0.84,82.32
2021-04-03,52,84.0,,0.84,43.68
2021-04-04,71,84.0,,0.84,59.64
2021-04-05,94,84.0,,0.84,78.96
2021-04-06,81,84.0,,0.84,68.03999999999999
2021-04-07,84,84.0,,0.84,70.56
2021-04-08,88,84.0,,0.84,73.92
2021-04-09,76,84.0,,0.84,63.839999999999996
2021-04-10,63,84.0,,0.84,52.919999999999995
2021-04-11,76,84.0,,0.84,63.839999999999996
2021-04-12,73,84.0,,0.84,61.32
2021-04-13,88,84.0,,0.84,73.92
2021-04-14,90,84.0,,0.84,75.6
2021-04-15,83,84.0,,0.84,69.72
2021-04-16,84,84.0,,0.84,70.56
2021-04-17,74,84.0,,0.84,62.16
2021-04-18,77,84.0,,0.84,64.67999999999999
2021-04-19,80,84.0,,0.84,67.2
2021-04-20,100,84.0,,0.84,84.0
2021-04-21,89,84.0,,0.84,74.75999999999999
2021-04-22,74,84.0,,0.84,62.16
2021-04-23,68,84.0,,0.84,57.12
2021-04-24,76,84.0,,0.84,63.839999999999996
2021-04-25,60,84.0,,0.84,50.4
2021-04-26,95,84.0,,0.84,79.8
2021-04-27,79,84.0,,0.84,66.36
2021-04-28,88,84.0,,0.84,73.92
2021-04-29,83,84.0,,0.84,69.72
2021-04-30,82,84.0,,0.84,68.88
2021-05-01,75,88.0,False,0.88,66.0
2021-05-02,73,88.0,,0.88,64.24
2021-05-03,87,88.0,,0.88,76.56
2021-05-04,89,88.0,,0.88,78.32000000000001
2021-05-05,71,88.0,,0.88,62.48
2021-05-06,100,88.0,,0.88,88.0
2021-05-07,77,88.0,,0.88,67.76
2021-05-08,63,88.0,,0.88,55.44
2021-05-09,60,88.0,,0.88,52.8
2021-05-10,78,88.0,,0.88,68.64
