date,GL_unscaled,GL_monthly,isPartial,scale,GL
2019-09-06,85,82.0,,0.82,69.7
2019-09-07,68,82.0,,0.82,55.76
2019-09-08,82,82.0,,0.82,67.24
2019-09-09,81,82.0,,0.82,66.42
2019-09-10,83,82.0,,0.82,68.06
2019-09-11,79,82.0,,0.82,64.78
2019-09-12,99,82.0,,0.82,81.17999999999999
2019-09-13,80,82.0,,0.82,65.6
2019-09-14,59,82.0,,0.82,48.379999999999995
2019-09-15,83,82.0,,0.82,68.06
2019-09-16,74,82.0,,0.82,60.68
2019-09-17,86,82.0,,0.82,70.52
2019-09-18,81,82.0,,0.82,66.42
2019-09-19,91,82.0,,0.82,74.61999999999999
2019-09-20,71,82.0,,0.82,58.22
2019-09-21,79,82.0,,0.82,64.78
2019-09-22,66,82.0,,0.82,54.12
2019-09-23,90,82.0,,0.82,73.8
2019-09-24,80,82.0,,0.82,65.6
2019-09-25,80,82.0,,0.82,65.6
2019-09-26,77,82.0,,0.82,63.13999999999999
2019-09-27,95,82.0,,0.82,77.89999999999999
2019-09-28,92,82.0,,0.82,75.44
2019-09-29,73,82.0,,0.82,59.86
2019-09-30,91,82.0,,0.82,74.61999999999999
2019-10-01,86,78.0,False,0.78,67.08
2019-10-02,81,78.0,,0.78,63.18
2019-10-03,87,78.0,,0.78,67.86
2019-10-04,71,78.0,,0.78,55.38
2019-10-05,58,78.0,,0.78,45.24
2019-10-06,54,78.0,,0.78,42.120000000000005
2019-10-07,77,78.0,,0.78,60.06
2019-10-08,89,78.0,,0.78,69.42
2019-10-09,90,78.0,,0.78,70.2
2019-10-10,80,78.0,,0.78,62.400000000000006
2019-10-11,88,78.0,,0.78,68.64
2019-10-12,67,78.0,,0.78,52.260000000000005
2019-10-13,70,78.0,,0.78,54.6
2019-10-14,71,78.0,,0.78,55.38
2019-10-15,90,78.0,,0.78,70.2
2019-10-16,94,78.0,,0.78,73.32000000000001
2019-10-17,100,78.0,,0.78,78.0
2019-10-18,79,78.0,,0.78,61.620000000000005
2019-10-19,75,78.0,,0.78,58.5
2019-10-20,70,78.0,,0.78,54.6
2019-10-21,78,78.0,,0.78,60.84
2019-10-22,83,78.0,,0.78,64.74000000000001
2019-10-23,92,78.0,,0.78,71.76
2019-10-24,79,78.0,,0.78,61.620000000000005
2019-10-25,94,78.0,,0.78,73.32000000000001
2019-10-26,80,78.0,,0.78,62.400000000000006
2019-10-27,57,78.0,,0.78,44.46
2019-10-28,69,78.0,,0.78,53.82
2019-10-29,75,78.0,,0.78,58.5
2019-10-30,53,78.0,,0.78,41.34
2019-10-31,85,78.0,,0.78,66.3
2019-11-01,74,76.0,False,0.76,56.24
2019-11-02,65,76.0,,0.76,49.4
2019-11-03,76,76.0,,0.76,57.76
2019-11-04,89,76.0,,0.76,67.64
2019-11-05,87,76.0,,0.76,66.12
2019-11-06,93,76.0,,0.76,70.68
2019-11-07,98,76.0,,0.76,74.48
2019-11-08,94,76.0,,0.76,71.44
2019-11-09,71,76.0,,0.76,53.96
2019-11-10,74,76.0,,0.76,56.24
2019-11-11,94,76.0,,0.76,71.44
2019-11-12,76,76.0,,0.76,57.76
2019-11-13,82,76.0,,0.76,62.32
2019-11-14,94,76.0,,0.76,71.44
2019-11-15,97,76.0,,0.76,73.72
2019-11-16,87,76.0,,0.76,66.12
2019-11-17,68,76.0,,0.76,51.68
2019-11-18,94,76.0,,0.76,71.44
2019-11-19,71,76.0,,0.76,53.96
2019-11-20,94,76.0,,0.76,71.44
2019-11-21,69,76.0,,0.76,52.44
2019-11-22,95,76.0,,0.76,72.2
2019-11-23,75,76.0,,0.76,57.0
2019-11-24,100,76.0,,0.76,76.0
2019-11-25,64,76.0,,0.76,48.64
2019-11-26,79,76.0,,0.76,60.04
2019-11-27,83,76.0,,0.76,63.08
2019-11-28,55,76.0,,0.76,41.8
2019-11-29,79,76.0,,0.76,60.04
2019-11-30,70,76.0,,0.76,53.2
2019-12-01,58,76.0,False,0.76,44.08
2019-12-02,93,76.0,,0.76,70.68
2019-12-03,100,76.0,,0.76,76.0
2019-12-04,90,76.0,,0.76,68.4
2019-12-05,91,76.0,,0.76,69.16
2019-12-06,81,76.0,,0.76,61.56
2019-12-07,76,76.0,,0.76,57.76
2019-12-08,59,76.0,,0.76,44.84
2019-12-09,89,76.0,,0.76,67.64
2019-12-10,81,76.0,,0.76,61.56
2019-12-11,88,76.0,,0.76,66.88
2019-12-12,86,76.0,,0.76,65.36
2019-12-13,80,76.0,,0.76,60.8
2019-12-14,76,76.0,,0.76,57.76
2019-12-15,81,76.0,,0.76,61.56
2019-12-16,74,76.0,,0.76,56.24
2019-12-17,90,76.0,,0.76,68.4
2019-12-18,91,76.0,,0.76,69.16
2019-12-19,92,76.0,,0.76,69.92
2019-12-20,87,76.0,,0.76,66.12
2019-12-21,65,76.0,,0.76,49.4
2019-12-22,62,76.0,,0.76,47.12
2019-12-23,94,76.0,,0.76,71.44
2019-12-24,67,76.0,,0.76,50.92
2019-12-25,69,76.0,,0.76,52.44
2019-12-26,66,76.0,,0.76,50.160000000000004
2019-12-27,86,76.0,,0.76,65.36
2019-12-28,81,76.0,,0.76,61.56
2019-12-29,86,76.0,,0.76,65.36
2019-12-30,89,76.0,,0.76,67.64
2019-12-31,70,76.0,,0.76,53.2
2020-01-01,67,80.0,False,0.8,53.6
2020-01-02,69,80.0,,0.8,55.2
2020-01-03,74,80.0,,0.8,59.2
2020-01-04,65,80.0,,0.8,52.0
2020-01-05,67,80.0,,0.8,53.6
2020-01-06,93,80.0,,0.8,74.4
2020-01-07,82,80.0,,0.8,65.60000000000001
2020-01-08,81,80.0,,0.8,64.8
2020-01-09,91,80.0,,0.8,72.8
2020-01-10,89,80.0,,0.8,71.2
2020-01-11,79,80.0,,0.8,63.2
2020-01-12,62,80.0,,0.8,49.6
2020-01-13,78,80.0,,0.8,62.400000000000006
2020-01-14,94,80.0,,0.8,75.2
2020-01-15,93,80.0,,0.8,74.4
2020-01-16,96,80.0,,0.8,76.80000000000001
2020-01-17,80,80.0,,0.8,64.0
2020-01-18,80,80.0,,0.8,64.0
2020-01-19,86,80.0,,0.8,68.8
2020-01-20,99,80.0,,0.8,79.2
2020-01-21,89,80.0,,0.8,71.2
2020-01-22,100,80.0,,0.8,80.0
2020-01-23,96,80.0,,0.8,76.80000000000001
2020-01-24,83,80.0,,0.8,66.4
2020-01-25,90,80.0,,0.8,72.0
2020-01-26,58,80.0,,0.8,46.400000000000006
2020-01-27,90,80.0,,0.8,72.0
2020-01-28,86,80.0,,0.8,68.8
2020-01-29,100,80.0,,0.8,80.0
2020-01-30,100,80.0,,0.8,80.0
2020-01-31,87,80.0,,0.8,69.60000000000001
2020-02-01,82,81.0,False,0.81,66.42
2020-02-02,79,81.0,,0.81,63.99
2020-02-03,87,81.0,,0.81,70.47
2020-02-04,89,81.0,,0.81,72.09
2020-02-05,85,81.0,,0.81,68.85000000000001
2020-02-06,100,81.0,,0.81,81.0
2020-02-07,89,81.0,,0.81,72.09
2020-02-08,81,81.0,,0.81,65.61
2020-02-09,73,81.0,,0.81,59.13
2020-02-10,83,81.0,,0.81,67.23
2020-02-11,92,81.0,,0.81,74.52000000000001
2020-02-12,92,81.0,,0.81,74.52000000000001
2020-02-13,75,81.0,,0.81,60.75000000000001
2020-02-14,89,81.0,,0.81,72.09
2020-02-15,96,81.0,,0.81,77.76
2020-02-16,75,81.0,,0.81,60.75000000000001
2020-02-17,88,81.0,,0.81,71.28
2020-02-18,75,81.0,,0.81,60.75000000000001
2020-02-19,91,81.0,,0.81,73.71000000000001
2020-02-20,93,81.0,,0.81,75.33
2020-02-21,87,81.0,,0.81,70.47
2020-02-22,67,81.0,,0.81,54.27
2020-02-23,90,81.0,,0.81,72.9
2020-02-24,98,81.0,,0.81,79.38000000000001
2020-02-25,88,81.0,,0.81,71.28
2020-02-26,95,81.0,,0.81,76.95
2020-02-27,79,81.0,,0.81,63.99
2020-02-28,90,81.0,,0.81,72.9
2020-02-29,97,81.0,,0.81,78.57000000000001
2020-03-01,73,73.0,False,0.73,53.29
2020-03-02,100,73.0,,0.73,73.0
2020-03-03,93,73.0,,0.73,67.89
2020-03-04,75,73.0,,0.73,54.75
2020-03-05,83,73.0,,0.73,60.589999999999996
2020-03-06,86,73.0,,0.73,62.78
2020-03-07,84,73.0,,0.73,61.32
2020-03-08,75,73.0,,0.73,54.75
2020-03-09,79,73.0,,0.73,57.67
2020-03-10,93,73.0,,0.73,67.89
2020-03-11,64,73.0,,0.73,46.72
2020-03-12,66,73.0,,0.73,48.18
2020-03-13,66,73.0,,0.73,48.18
2020-03-14,65,73.0,,0.73,47.449999999999996
2020-03-15,66,73.0,,0.73,48.18
2020-03-16,82,73.0,,0.73,59.86
2020-03-17,76,73.0,,0.73,55.48
2020-03-18,73,73.0,,0.73,53.29
2020-03-19,69,73.0,,0.73,50.37
2020-03-20,57,73.0,,0.73,41.61
2020-03-21,59,73.0,,0.73,43.07
2020-03-22,62,73.0,,0.73,45.26
2020-03-23,73,73.0,,0.73,53.29
2020-03-24,78,73.0,,0.73,56.94
2020-03-25,70,73.0,,0.73,51.1
2020-03-26,92,73.0,,0.73,67.16
2020-03-27,84,73.0,,0.73,61.32
2020-03-28,76,73.0,,0.73,55.48
2020-03-29,72,73.0,,0.73,52.56
2020-03-30,64,73.0,,0.73,46.72
2020-03-31,62,73.0,,0.73,45.26
2020-04-01,90,71.0,False,0.71,63.9
2020-04-02,78,71.0,,0.71,55.379999999999995
2020-04-03,87,71.0,,0.71,61.769999999999996
2020-04-04,66,71.0,,0.71,46.86
2020-04-05,68,71.0,,0.71,48.28
2020-04-06,75,71.0,,0.71,53.25
2020-04-07,87,71.0,,0.71,61.769999999999996
2020-04-08,86,71.0,,0.71,61.059999999999995
2020-04-09,89,71.0,,0.71,63.19
2020-04-10,79,71.0,,0.71,56.089999999999996
2020-04-11,87,71.0,,0.71,61.769999999999996
2020-04-12,77,71.0,,0.71,54.669999999999995
2020-04-13,82,71.0,,0.71,58.22
2020-04-14,84,71.0,,0.71,59.64
2020-04-15,83,71.0,,0.71,58.93
2020-04-16,79,71.0,,0.71,56.089999999999996
2020-04-17,79,71.0,,0.71,56.089999999999996
2020-04-18,80,71.0,,0.71,56.8
2020-04-19,83,71.0,,0.71,58.93
2020-04-20,82,71.0,,0.71,58.22
2020-04-21,100,71.0,,0.71,71.0
2020-04-22,81,71.0,,0.71,57.51
2020-04-23,91,71.0,,0.71,64.61
2020-04-24,91,71.0,,0.71,64.61
2020-04-25,74,71.0,,0.71,52.54
2020-04-26,70,71.0,,0.71,49.699999999999996
2020-04-27,98,71.0,,0.71,69.58
2020-04-28,88,71.0,,0.71,62.48
2020-04-29,91,71.0,,0.71,64.61
2020-04-30,100,71.0,,0.71,71.0
2020-05-01,70,77.0,False,0.77,53.9
2020-05-02,70,77.0,,0.77,53.9
2020-05-03,77,77.0,,0.77,59.29
2020-05-04,84,77.0,,0.77,64.68
2020-05-05,85,77.0,,0.77,65.45
2020-05-06,93,77.0,,0.77,71.61
2020-05-07,100,77.0,,0.77,77.0
2020-05-08,73,77.0,,0.77,56.21
2020-05-09,76,77.0,,0.77,58.52
2020-05-10,70,77.0,,0.77,53.9
2020-05-11,95,77.0,,0.77,73.15
2020-05-12,99,77.0,,0.77,76.23
2020-05-13,77,77.0,,0.77,59.29
2020-05-14,90,77.0,,0.77,69.3
2020-05-15,80,77.0,,0.77,61.6
2020-05-16,87,77.0,,0.77,66.99
2020-05-17,79,77.0,,0.77,60.83
2020-05-18,89,77.0,,0.77,68.53
2020-05-19,73,77.0,,0.77,56.21
2020-05-20,82,77.0,,0.77,63.14
2020-05-21,87,77.0,,0.77,66.99
2020-05-22,87,77.0,,0.77,66.99
2020-05-23,84,77.0,,0.77,64.68
2020-05-24,71,77.0,,0.77,54.67
2020-05-25,87,77.0,,0.77,66.99
2020-05-26,91,77.0,,0.77,70.07000000000001
2020-05-27,89,77.0,,0.77,68.53
2020-05-28,87,77.0,,0.77,66.99
2020-05-29,92,77.0,,0.77,70.84
2020-05-30,63,77.0,,0.77,48.51
2020-05-31,69,77.0,,0.77,53.13
2020-06-01,78,85.0,False,0.85,66.3
2020-06-02,90,85.0,,0.85,76.5
2020-06-03,76,85.0,,0.85,64.6
2020-06-04,91,85.0,,0.85,77.35
2020-06-05,100,85.0,,0.85,85.0
2020-06-06,88,85.0,,0.85,74.8
2020-06-07,69,85.0,,0.85,58.65
2020-06-08,81,85.0,,0.85,68.85
2020-06-09,86,85.0,,0.85,73.1
2020-06-10,99,85.0,,0.85,84.14999999999999
2020-06-11,99,85.0,,0.85,84.14999999999999
2020-06-12,87,85.0,,0.85,73.95
2020-06-13,93,85.0,,0.85,79.05
2020-06-14,77,85.0,,0.85,65.45
2020-06-15,95,85.0,,0.85,80.75
2020-06-16,95,85.0,,0.85,80.75
2020-06-17,99,85.0,,0.85,84.14999999999999
2020-06-18,73,85.0,,0.85,62.05
2020-06-19,86,85.0,,0.85,73.1
2020-06-20,87,85.0,,0.85,73.95
2020-06-21,86,85.0,,0.85,73.1
2020-06-22,96,85.0,,0.85,81.6
2020-06-23,94,85.0,,0.85,79.89999999999999
2020-06-24,96,85.0,,0.85,81.6
2020-06-25,87,85.0,,0.85,73.95
2020-06-26,84,85.0,,0.85,71.39999999999999
2020-06-27,67,85.0,,0.85,56.949999999999996
2020-06-28,85,85.0,,0.85,72.25
2020-06-29,97,85.0,,0.85,82.45
2020-06-30,89,85.0,,0.85,75.64999999999999
2020-07-01,89,87.0,False,0.87,77.42999999999999
2020-07-02,85,87.0,,0.87,73.95
2020-07-03,85,87.0,,0.87,73.95
2020-07-04,89,87.0,,0.87,77.42999999999999
2020-07-05,75,87.0,,0.87,65.25
2020-07-06,76,87.0,,0.87,66.12
2020-07-07,95,87.0,,0.87,82.65
2020-07-08,97,87.0,,0.87,84.39
2020-07-09,92,87.0,,0.87,80.04
2020-07-10,93,87.0,,0.87,80.91
2020-07-11,94,87.0,,0.87,81.78
2020-07-12,78,87.0,,0.87,67.86
2020-07-13,100,87.0,,0.87,87.0
2020-07-14,80,87.0,,0.87,69.6
2020-07-15,83,87.0,,0.87,72.21
2020-07-16,84,87.0,,0.87,73.08
2020-07-17,91,87.0,,0.87,79.17
2020-07-18,89,87.0,,0.87,77.42999999999999
2020-07-19,82,87.0,,0.87,71.34
2020-07-20,81,87.0,,0.87,70.47
2020-07-21,100,87.0,,0.87,87.0
2020-07-22,90,87.0,,0.87,78.3
2020-07-23,86,87.0,,0.87,74.82
2020-07-24,85,87.0,,0.87,73.95
2020-07-25,97,87.0,,0.87,84.39
2020-07-26,89,87.0,,0.87,77.42999999999999
2020-07-27,81,87.0,,0.87,70.47
2020-07-28,98,87.0,,0.87,85.26
2020-07-29,87,87.0,,0.87,75.69
2020-07-30,78,87.0,,0.87,67.86
2020-07-31,99,87.0,,0.87,86.13
2020-08-01,78,82.0,False,0.82,63.959999999999994
2020-08-02,67,82.0,,0.82,54.94
2020-08-03,87,82.0,,0.82,71.33999999999999
2020-08-04,86,82.0,,0.82,70.52
2020-08-05,99,82.0,,0.82,81.17999999999999
2020-08-06,90,82.0,,0.82,73.8
2020-08-07,84,82.0,,0.82,68.88
2020-08-08,91,82.0,,0.82,74.61999999999999
2020-08-09,66,82.0,,0.82,54.12
2020-08-10,81,82.0,,0.82,66.42
2020-08-11,82,82.0,,0.82,67.24
2020-08-12,100,82.0,,0.82,82.0
2020-08-13,83,82.0,,0.82,68.06
2020-08-14,85,82.0,,0.82,69.7
2020-08-15,68,82.0,,0.82,55.76
2020-08-16,80,82.0,,0.82,65.6
2020-08-17,88,82.0,,0.82,72.16
2020-08-18,76,82.0,,0.82,62.31999999999999
2020-08-19,81,82.0,,0.82,66.42
2020-08-20,88,82.0,,0.82,72.16
2020-08-21,78,82.0,,0.82,63.959999999999994
2020-08-22,70,82.0,,0.82,57.4
2020-08-23,63,82.0,,0.82,51.66
2020-08-24,83,82.0,,0.82,68.06
2020-08-25,81,82.0,,0.82,66.42
2020-08-26,100,82.0,,0.82,82.0
2020-08-27,83,82.0,,0.82,68.06
2020-08-28,85,82.0,,0.82,69.7
2020-08-29,75,82.0,,0.82,61.49999999999999
2020-08-30,73,82.0,,0.82,59.86
2020-08-31,98,82.0,,0.82,80.36
2020-09-01,86,79.0,False,0.79,67.94
2020-09-02,80,79.0,,0.79,63.2
2020-09-03,90,79.0,,0.79,71.10000000000001
2020-09-04,100,79.0,,0.79,79.0
2020-09-05,78,79.0,,0.79,61.620000000000005
2020-09-06,69,79.0,,0.79,54.510000000000005
2020-09-07,67,79.0,,0.79,52.93
2020-09-08,94,79.0,,0.79,74.26
2020-09-09,88,79.0,,0.79,69.52000000000001
2020-09-10,92,79.0,,0.79,72.68
2020-09-11,93,79.0,,0.79,73.47
2020-09-12,75,79.0,,0.79,59.25
2020-09-13,71,79.0,,0.79,56.09
2020-09-14,82,79.0,,0.79,64.78
2020-09-15,75,79.0,,0.79,59.25
2020-09-16,79,79.0,,0.79,62.410000000000004
2020-09-17,90,79.0,,0.79,71.10000000000001
2020-09-18,81,79.0,,0.79,63.99
2020-09-19,73,79.0,,0.79,57.67
2020-09-20,74,79.0,,0.79,58.46
2020-09-21,83,79.0,,0.79,65.57000000000001
2020-09-22,97,79.0,,0.79,76.63000000000001
2020-09-23,86,79.0,,0.79,67.94
2020-09-24,78,79.0,,0.79,61.620000000000005
2020-09-25,98,79.0,,0.79,77.42
2020-09-26,84,79.0,,0.79,66.36
2020-09-27,81,79.0,,0.79,63.99
2020-09-28,85,79.0,,0.79,67.15
2020-09-29,86,79.0,,0.79,67.94
2020-09-30,84,79.0,,0.79,66.36
2020-10-01,95,80.0,False,0.8,76.0
2020-10-02,70,80.0,,0.8,56.0
2020-10-03,75,80.0,,0.8,60.0
2020-10-04,72,80.0,,0.8,57.6
2020-10-05,89,80.0,,0.8,71.2
2020-10-06,95,80.0,,0.8,76.0
2020-10-07,85,80.0,,0.8,68.0
2020-10-08,76,80.0,,0.8,60.800000000000004
2020-10-09,92,80.0,,0.8,73.60000000000001
2020-10-10,90,80.0,,0.8,72.0
2020-10-11,82,80.0,,0.8,65.60000000000001
2020-10-12,100,80.0,,0.8,80.0
2020-10-13,100,80.0,,0.8,80.0
2020-10-14,71,80.0,,0.8,56.800000000000004
2020-10-15,80,80.0,,0.8,64.0
2020-10-16,86,80.0,,0.8,68.8
2020-10-17,63,80.0,,0.8,50.400000000000006
2020-10-18,91,80.0,,0.8,72.8
2020-10-19,87,80.0,,0.8,69.60000000000001
2020-10-20,83,80.0,,0.8,66.4
2020-10-21,99,80.0,,0.8,79.2
2020-10-22,86,80.0,,0.8,68.8
2020-10-23,89,80.0,,0.8,71.2
2020-10-24,76,80.0,,0.8,60.800000000000004
2020-10-25,77,80.0,,0.8,61.6
2020-10-26,77,80.0,,0.8,61.6
2020-10-27,85,80.0,,0.8,68.0
2020-10-28,81,80.0,,0.8,64.8
2020-10-29,93,80.0,,0.8,74.4
2020-10-30,69,80.0,,0.8,55.2
2020-10-31,81,80.0,,0.8,64.8
2020-11-01,72,75.0,False,0.75,54.0
2020-11-02,88,75.0,,0.75,66.0
2020-11-03,81,75.0,,0.75,60.75
2020-11-04,54,75.0,,0.75,40.5
2020-11-05,59,75.0,,0.75,44.25
2020-11-06,60,75.0,,0.75,45.0
2020-11-07,68,75.0,,0.75,51.0
2020-11-08,54,75.0,,0.75,40.5
2020-11-09,84,75.0,,0.75,63.0
2020-11-10,87,75.0,,0.75,65.25
2020-11-11,85,75.0,,0.75,63.75
2020-11-12,85,75.0,,0.75,63.75
2020-11-13,78,75.0,,0.75,58.5
2020-11-14,70,75.0,,0.75,52.5
2020-11-15,84,75.0,,0.75,63.0
2020-11-16,95,75.0,,0.75,71.25
2020-11-17,83,75.0,,0.75,62.25
2020-11-18,89,75.0,,0.75,66.75
2020-11-19,93,75.0,,0.75,69.75
2020-11-20,90,75.0,,0.75,67.5
2020-11-21,60,75.0,,0.75,45.0
2020-11-22,90,75.0,,0.75,67.5
2020-11-23,99,75.0,,0.75,74.25
2020-11-24,100,75.0,,0.75,75.0
2020-11-25,91,75.0,,0.75,68.25
2020-11-26,72,75.0,,0.75,54.0
2020-11-27,70,75.0,,0.75,52.5
2020-11-28,69,75.0,,0.75,51.75
2020-11-29,73,75.0,,0.75,54.75
2020-11-30,76,75.0,,0.75,57.0
2020-12-01,94,77.0,False,0.77,72.38
2020-12-02,77,77.0,,0.77,59.29
2020-12-03,76,77.0,,0.77,58.52
2020-12-04,87,77.0,,0.77,66.99
2020-12-05,81,77.0,,0.77,62.370000000000005
2020-12-06,72,77.0,,0.77,55.44
2020-12-07,92,77.0,,0.77,70.84
2020-12-08,77,77.0,,0.77,59.29
2020-12-09,91,77.0,,0.77,70.07000000000001
2020-12-10,86,77.0,,0.77,66.22
2020-12-11,94,77.0,,0.77,72.38
2020-12-12,61,77.0,,0.77,46.97
2020-12-13,64,77.0,,0.77,49.28
2020-12-14,73,77.0,,0.77,56.21
2020-12-15,79,77.0,,0.77,60.83
2020-12-16,91,77.0,,0.77,70.07000000000001
2020-12-17,88,77.0,,0.77,67.76
2020-12-18,84,77.0,,0.77,64.68
2020-12-19,71,77.0,,0.77,54.67
2020-12-20,79,77.0,,0.77,60.83
2020-12-21,82,77.0,,0.77,63.14
2020-12-22,84,77.0,,0.77,64.68
2020-12-23,68,77.0,,0.77,52.36
2020-12-24,74,77.0,,0.77,56.980000000000004
2020-12-25,70,77.0,,0.77,53.9
2020-12-26,74,77.0,,0.77,56.980000000000004
2020-12-27,71,77.0,,0.77,54.67
2020-12-28,82,77.0,,0.77,63.14
2020-12-29,100,77.0,,0.77,77.0
2020-12-30,78,77.0,,0.77,60.06
2020-12-31,68,77.0,,0.77,52.36
2021-01-01,56,78.0,False,0.78,43.68
2021-01-02,76,78.0,,0.78,59.28
2021-01-03,77,78.0,,0.78,60.06
2021-01-04,74,78.0,,0.78,57.72
2021-01-05,79,78.0,,0.78,61.620000000000005
2021-01-06,78,78.0,,0.78,60.84
2021-01-07,77,78.0,,0.78,60.06
2021-01-08,73,78.0,,0.78,56.940000000000005
2021-01-09,71,78.0,,0.78,55.38
2021-01-10,69,78.0,,0.78,53.82
2021-01-11,77,78.0,,0.78,60.06
2021-01-12,81,78.0,,0.78,63.18
2021-01-13,79,78.0,,0.78,61.620000000000005
2021-01-14,78,78.0,,0.78,60.84
2021-01-15,83,78.0,,0.78,64.74000000000001
2021-01-16,63,78.0,,0.78,49.14
2021-01-17,66,78.0,,0.78,51.480000000000004
2021-01-18,92,78.0,,0.78,71.76
2021-01-19,100,78.0,,0.78,78.0
2021-01-20,81,78.0,,0.78,63.18
2021-01-21,75,78.0,,0.78,58.5
2021-01-22,74,78.0,,0.78,57.72
2021-01-23,70,78.0,,0.78,54.6
2021-01-24,91,78.0,,0.78,70.98
2021-01-25,90,78.0,,0.78,70.2
2021-01-26,91,78.0,,0.78,70.98
2021-01-27,83,78.0,,0.78,64.74000000000001
2021-01-28,81,78.0,,0.78,63.18
2021-01-29,80,78.0,,0.78,62.400000000000006
2021-01-30,62,78.0,,0.78,48.36
2021-01-31,66,78.0,,0.78,51.480000000000004
2021-02-01,88,87.0,False,0.87,76.56
2021-02-02,90,87.0,,0.87,78.3
2021-02-03,89,87.0,,0.87,77.42999999999999
2021-02-04,82,87.0,,0.87,71.34
2021-02-05,91,87.0,,0.87,79.17
2021-02-06,56,87.0,,0.87,48.72
2021-02-07,66,87.0,,0.87,57.42
2021-02-08,86,87.0,,0.87,74.82
2021-02-09,93,87.0,,0.87,80.91
2021-02-10,74,87.0,,0.87,64.38
2021-02-11,82,87.0,,0.87,71.34
2021-02-12,85,87.0,,0.87,73.95
2021-02-13,73,87.0,,0.87,63.51
2021-02-14,75,87.0,,0.87,65.25
2021-02-15,79,87.0,,0.87,68.73
2021-02-16,100,87.0,,0.87,87.0
2021-02-17,80,87.0,,0.87,69.6
2021-02-18,85,87.0,,0.87,73.95
2021-02-19,86,87.0,,0.87,74.82
2021-02-20,85,87.0,,0.87,73.95
2021-02-21,73,87.0,,0.87,63.51
2021-02-22,91,87.0,,0.87,79.17
2021-02-23,83,87.0,,0.87,72.21
2021-02-24,92,87.0,,0.87,80.04
2021-02-25,89,87.0,,0.87,77.42999999999999
2021-02-26,80,87.0,,0.87,69.6
2021-02-27,83,87.0,,0.87,72.21
2021-02-28,80,87.0,,0.87,69.6
2021-03-01,89,86.0,False,0.86,76.53999999999999
2021-03-02,85,86.0,,0.86,73.1
2021-03-03,81,86.0,,0.86,69.66
2021-03-04,93,86.0,,0.86,79.98
2021-03-05,92,86.0,,0.86,79.12
2021-03-06,76,86.0,,0.86,65.36
2021-03-07,79,86.0,,0.86,67.94
2021-03-08,94,86.0,,0.86,80.84
2021-03-09,78,86.0,,0.86,67.08
2021-03-10,90,86.0,,0.86,77.4
2021-03-11,86,86.0,,0.86,73.96
2021-03-12,90,86.0,,0.86,77.4
2021-03-13,89,86.0,,0.86,76.53999999999999
2021-03-14,69,86.0,,0.86,59.339999999999996
2021-03-15,86,86.0,,0.86,73.96
2021-03-16,93,86.0,,0.86,79.98
2021-03-17,91,86.0,,0.86,78.26
2021-03-18,92,86.0,,0.86,79.12
2021-03-19,97,86.0,,0.86,83.42
2021-03-20,72,86.0,,0.86,61.92
2021-03-21,79,86.0,,0.86,67.94
2021-03-22,70,86.0,,0.86,60.199999999999996
2021-03-23,85,86.0,,0.86,73.1
2021-03-24,85,86.0,,0.86,73.1
2021-03-25,100,86.0,,0.86,86.0
2021-03-26,82,86.0,,0.86,70.52
2021-03-27,94,86.0,,0.86,80.84
2021-03-28,87,86.0,,0.86,74.82
2021-03-29,89,86.0,,0.86,76.53999999999999
2021-03-30,91,86.0,,0.86,78.26
2021-03-31,95,86.0,,0.86,81.7
2021-04-01,86,86.0,False,0.86,73.96
2021-04-02,88,86.0,,0.86,75.67999999999999
2021-04-03,89,86.0,,0.86,76.53999999999999
2021-04-04,80,86.0,,0.86,68.8
2021-04-05,91,86.0,,0.86,78.26
2021-04-06,76,86.0,,0.86,65.36
2021-04-07,93,86.0,,0.86,79.98
2021-04-08,94,86.0,,0.86,80.84
2021-04-09,81,86.0,,0.86,69.66
2021-04-10,89,86.0,,0.86,76.53999999999999
2021-04-11,79,86.0,,0.86,67.94
2021-04-12,86,86.0,,0.86,73.96
2021-04-13,94,86.0,,0.86,80.84
2021-04-14,94,86.0,,0.86,80.84
2021-04-15,81,86.0,,0.86,69.66
2021-04-16,66,86.0,,0.86,56.76
2021-04-17,73,86.0,,0.86,62.78
2021-04-18,86,86.0,,0.86,73.96
2021-04-19,100,86.0,,0.86,86.0
2021-04-20,86,86.0,,0.86,73.96
2021-04-21,75,86.0,,0.86,64.5
2021-04-22,89,86.0,,0.86,76.53999999999999
2021-04-23,71,86.0,,0.86,61.06
2021-04-24,85,86.0,,0.86,73.1
2021-04-25,77,86.0,,0.86,66.22
2021-04-26,87,86.0,,0.86,74.82
2021-04-27,92,86.0,,0.86,79.12
2021-04-28,90,86.0,,0.86,77.4
2021-04-29,92,86.0,,0.86,79.12
2021-04-30,85,86.0,,0.86,73.1
2021-05-01,84,85.0,False,0.85,71.39999999999999
2021-05-02,68,85.0,,0.85,57.8
2021-05-03,99,85.0,,0.85,84.14999999999999
2021-05-04,100,85.0,,0.85,85.0
2021-05-05,94,85.0,,0.85,79.89999999999999
2021-05-06,87,85.0,,0.85,73.95
2021-05-07,84,85.0,,0.85,71.39999999999999
2021-05-08,76,85.0,,0.85,64.6
2021-05-09,57,85.0,,0.85,48.449999999999996
2021-05-10,97,85.0,,0.85,82.45
2021-05-11,79,85.0,,0.85,67.14999999999999
