date,MAGA_unscaled,MAGA_monthly,isPartial,scale,MAGA
2019-08-25,56,22.0,,0.22,12.32
2019-08-26,58,22.0,,0.22,12.76
2019-08-27,74,22.0,,0.22,16.28
2019-08-28,84,22.0,,0.22,18.48
2019-08-29,67,22.0,,0.22,14.74
2019-08-30,68,22.0,,0.22,14.96
2019-08-31,62,22.0,,0.22,13.64
2019-09-01,70,19.0,False,0.19,13.3
2019-09-02,89,19.0,,0.19,16.91
2019-09-03,80,19.0,,0.19,15.2
2019-09-04,84,19.0,,0.19,15.96
2019-09-05,77,19.0,,0.19,14.63
2019-09-06,73,19.0,,0.19,13.870000000000001
2019-09-07,92,19.0,,0.19,17.48
2019-09-08,73,19.0,,0.19,13.870000000000001
2019-09-09,86,19.0,,0.19,16.34
2019-09-10,100,19.0,,0.19,19.0
2019-09-11,82,19.0,,0.19,15.58
2019-09-12,90,19.0,,0.19,17.1
2019-09-13,59,19.0,,0.19,11.21
2019-09-14,74,19.0,,0.19,14.06
2019-09-15,84,19.0,,0.19,15.96
2019-09-16,70,19.0,,0.19,13.3
2019-09-17,74,19.0,,0.19,14.06
2019-09-18,70,19.0,,0.19,13.3
2019-09-19,66,19.0,,0.19,12.540000000000001
2019-09-20,61,19.0,,0.19,11.59
2019-09-21,77,19.0,,0.19,14.63
2019-09-22,82,19.0,,0.19,15.58
2019-09-23,70,19.0,,0.19,13.3
2019-09-24,80,19.0,,0.19,15.2
2019-09-25,99,19.0,,0.19,18.81
2019-09-26,66,19.0,,0.19,12.540000000000001
2019-09-27,96,19.0,,0.19,18.240000000000002
2019-09-28,92,19.0,,0.19,17.48
2019-09-29,81,19.0,,0.19,15.39
2019-09-30,78,19.0,,0.19,14.82
2019-10-01,85,18.0,False,0.18,15.299999999999999
2019-10-02,90,18.0,,0.18,16.2
2019-10-03,80,18.0,,0.18,14.399999999999999
2019-10-04,86,18.0,,0.18,15.479999999999999
2019-10-05,77,18.0,,0.18,13.86
2019-10-06,74,18.0,,0.18,13.32
2019-10-07,56,18.0,,0.18,10.08
2019-10-08,74,18.0,,0.18,13.32
2019-10-09,80,18.0,,0.18,14.399999999999999
2019-10-10,76,18.0,,0.18,13.68
2019-10-11,91,18.0,,0.18,16.38
2019-10-12,84,18.0,,0.18,15.12
2019-10-13,85,18.0,,0.18,15.299999999999999
2019-10-14,84,18.0,,0.18,15.12
2019-10-15,79,18.0,,0.18,14.219999999999999
2019-10-16,73,18.0,,0.18,13.139999999999999
2019-10-17,82,18.0,,0.18,14.76
2019-10-18,71,18.0,,0.18,12.78
2019-10-19,73,18.0,,0.18,13.139999999999999
2019-10-20,84,18.0,,0.18,15.12
2019-10-21,100,18.0,,0.18,18.0
2019-10-22,84,18.0,,0.18,15.12
2019-10-23,73,18.0,,0.18,13.139999999999999
2019-10-24,82,18.0,,0.18,14.76
2019-10-25,79,18.0,,0.18,14.219999999999999
2019-10-26,91,18.0,,0.18,16.38
2019-10-27,74,18.0,,0.18,13.32
2019-10-28,94,18.0,,0.18,16.919999999999998
2019-10-29,81,18.0,,0.18,14.58
2019-10-30,91,18.0,,0.18,16.38
2019-10-31,80,18.0,,0.18,14.399999999999999
2019-11-01,56,20.0,False,0.2,11.200000000000001
2019-11-02,53,20.0,,0.2,10.600000000000001
2019-11-03,57,20.0,,0.2,11.4
2019-11-04,74,20.0,,0.2,14.8
2019-11-05,100,20.0,,0.2,20.0
2019-11-06,55,20.0,,0.2,11.0
2019-11-07,65,20.0,,0.2,13.0
2019-11-08,56,20.0,,0.2,11.200000000000001
2019-11-09,80,20.0,,0.2,16.0
2019-11-10,60,20.0,,0.2,12.0
2019-11-11,56,20.0,,0.2,11.200000000000001
2019-11-12,63,20.0,,0.2,12.600000000000001
2019-11-13,56,20.0,,0.2,11.200000000000001
2019-11-14,58,20.0,,0.2,11.600000000000001
2019-11-15,67,20.0,,0.2,13.4
2019-11-16,56,20.0,,0.2,11.200000000000001
2019-11-17,62,20.0,,0.2,12.4
2019-11-18,49,20.0,,0.2,9.8
2019-11-19,44,20.0,,0.2,8.8
2019-11-20,42,20.0,,0.2,8.4
2019-11-21,57,20.0,,0.2,11.4
2019-11-22,43,20.0,,0.2,8.6
2019-11-23,51,20.0,,0.2,10.200000000000001
2019-11-24,43,20.0,,0.2,8.6
2019-11-25,36,20.0,,0.2,7.2
2019-11-26,42,20.0,,0.2,8.4
2019-11-27,47,20.0,,0.2,9.4
2019-11-28,51,20.0,,0.2,10.200000000000001
2019-11-29,39,20.0,,0.2,7.800000000000001
2019-11-30,50,20.0,,0.2,10.0
2019-12-01,41,20.0,False,0.2,8.200000000000001
2019-12-02,41,20.0,,0.2,8.200000000000001
2019-12-03,35,20.0,,0.2,7.0
2019-12-04,40,20.0,,0.2,8.0
2019-12-05,39,20.0,,0.2,7.800000000000001
2019-12-06,34,20.0,,0.2,6.800000000000001
2019-12-07,42,20.0,,0.2,8.4
2019-12-08,36,20.0,,0.2,7.2
2019-12-09,39,20.0,,0.2,7.800000000000001
2019-12-10,45,20.0,,0.2,9.0
2019-12-11,50,20.0,,0.2,10.0
2019-12-12,38,20.0,,0.2,7.6000000000000005
2019-12-13,56,20.0,,0.2,11.200000000000001
2019-12-14,95,20.0,,0.2,19.0
2019-12-15,100,20.0,,0.2,20.0
2019-12-16,65,20.0,,0.2,13.0
2019-12-17,69,20.0,,0.2,13.8
2019-12-18,67,20.0,,0.2,13.4
2019-12-19,74,20.0,,0.2,14.8
2019-12-20,56,20.0,,0.2,11.200000000000001
2019-12-21,57,20.0,,0.2,11.4
2019-12-22,36,20.0,,0.2,7.2
2019-12-23,39,20.0,,0.2,7.800000000000001
2019-12-24,44,20.0,,0.2,8.8
2019-12-25,36,20.0,,0.2,7.2
2019-12-26,29,20.0,,0.2,5.800000000000001
2019-12-27,41,20.0,,0.2,8.200000000000001
2019-12-28,42,20.0,,0.2,8.4
2019-12-29,51,20.0,,0.2,10.200000000000001
2019-12-30,34,20.0,,0.2,6.800000000000001
2019-12-31,45,20.0,,0.2,9.0
2020-01-01,65,20.0,False,0.2,13.0
2020-01-02,56,20.0,,0.2,11.200000000000001
2020-01-03,72,20.0,,0.2,14.4
2020-01-04,77,20.0,,0.2,15.4
2020-01-05,84,20.0,,0.2,16.8
2020-01-06,49,20.0,,0.2,9.8
2020-01-07,60,20.0,,0.2,12.0
2020-01-08,79,20.0,,0.2,15.8
2020-01-09,93,20.0,,0.2,18.6
2020-01-10,86,20.0,,0.2,17.2
2020-01-11,70,20.0,,0.2,14.0
2020-01-12,69,20.0,,0.2,13.8
2020-01-13,96,20.0,,0.2,19.200000000000003
2020-01-14,73,20.0,,0.2,14.600000000000001
2020-01-15,83,20.0,,0.2,16.6
2020-01-16,66,20.0,,0.2,13.200000000000001
2020-01-17,74,20.0,,0.2,14.8
2020-01-18,67,20.0,,0.2,13.4
2020-01-19,63,20.0,,0.2,12.600000000000001
2020-01-20,100,20.0,,0.2,20.0
2020-01-21,90,20.0,,0.2,18.0
2020-01-22,73,20.0,,0.2,14.600000000000001
2020-01-23,79,20.0,,0.2,15.8
2020-01-24,74,20.0,,0.2,14.8
2020-01-25,83,20.0,,0.2,16.6
2020-01-26,60,20.0,,0.2,12.0
2020-01-27,69,20.0,,0.2,13.8
2020-01-28,67,20.0,,0.2,13.4
2020-01-29,65,20.0,,0.2,13.0
2020-01-30,67,20.0,,0.2,13.4
2020-01-31,64,20.0,,0.2,12.8
2020-02-01,57,26.0,False,0.26,14.82
2020-02-02,56,26.0,,0.26,14.56
2020-02-03,54,26.0,,0.26,14.040000000000001
2020-02-04,46,26.0,,0.26,11.96
2020-02-05,68,26.0,,0.26,17.68
2020-02-06,57,26.0,,0.26,14.82
2020-02-07,56,26.0,,0.26,14.56
2020-02-08,51,26.0,,0.26,13.26
2020-02-09,50,26.0,,0.26,13.0
2020-02-10,53,26.0,,0.26,13.780000000000001
2020-02-11,89,26.0,,0.26,23.14
2020-02-12,98,26.0,,0.26,25.48
2020-02-13,77,26.0,,0.26,20.02
2020-02-14,67,26.0,,0.26,17.42
2020-02-15,75,26.0,,0.26,19.5
2020-02-16,71,26.0,,0.26,18.46
2020-02-17,60,26.0,,0.26,15.600000000000001
2020-02-18,53,26.0,,0.26,13.780000000000001
2020-02-19,70,26.0,,0.26,18.2
2020-02-20,99,26.0,,0.26,25.740000000000002
2020-02-21,100,26.0,,0.26,26.0
2020-02-22,80,26.0,,0.26,20.8
2020-02-23,72,26.0,,0.26,18.72
2020-02-24,54,26.0,,0.26,14.040000000000001
2020-02-25,54,26.0,,0.26,14.040000000000001
2020-02-26,57,26.0,,0.26,14.82
2020-02-27,48,26.0,,0.26,12.48
2020-02-28,44,26.0,,0.26,11.440000000000001
2020-02-29,50,26.0,,0.26,13.0
2020-03-01,83,17.0,False,0.17,14.110000000000001
2020-03-02,98,17.0,,0.17,16.66
2020-03-03,100,17.0,,0.17,17.0
2020-03-04,82,17.0,,0.17,13.940000000000001
2020-03-05,81,17.0,,0.17,13.770000000000001
2020-03-06,72,17.0,,0.17,12.24
2020-03-07,79,17.0,,0.17,13.430000000000001
2020-03-08,79,17.0,,0.17,13.430000000000001
2020-03-09,81,17.0,,0.17,13.770000000000001
2020-03-10,67,17.0,,0.17,11.39
2020-03-11,70,17.0,,0.17,11.9
2020-03-12,73,17.0,,0.17,12.41
2020-03-13,58,17.0,,0.17,9.860000000000001
2020-03-14,87,17.0,,0.17,14.790000000000001
2020-03-15,76,17.0,,0.17,12.920000000000002
2020-03-16,68,17.0,,0.17,11.56
2020-03-17,59,17.0,,0.17,10.030000000000001
2020-03-18,72,17.0,,0.17,12.24
2020-03-19,71,17.0,,0.17,12.07
2020-03-20,59,17.0,,0.17,10.030000000000001
2020-03-21,68,17.0,,0.17,11.56
2020-03-22,78,17.0,,0.17,13.260000000000002
2020-03-23,68,17.0,,0.17,11.56
2020-03-24,59,17.0,,0.17,10.030000000000001
2020-03-25,58,17.0,,0.17,9.860000000000001
2020-03-26,69,17.0,,0.17,11.73
2020-03-27,59,17.0,,0.17,10.030000000000001
2020-03-28,53,17.0,,0.17,9.01
2020-03-29,56,17.0,,0.17,9.520000000000001
2020-03-30,46,17.0,,0.17,7.82
2020-03-31,56,17.0,,0.17,9.520000000000001
2020-04-01,64,15.0,False,0.15,9.6
2020-04-02,67,15.0,,0.15,10.049999999999999
2020-04-03,64,15.0,,0.15,9.6
2020-04-04,65,15.0,,0.15,9.75
2020-04-05,95,15.0,,0.15,14.25
2020-04-06,78,15.0,,0.15,11.7
2020-04-07,72,15.0,,0.15,10.799999999999999
2020-04-08,62,15.0,,0.15,9.299999999999999
2020-04-09,79,15.0,,0.15,11.85
2020-04-10,66,15.0,,0.15,9.9
2020-04-11,66,15.0,,0.15,9.9
2020-04-12,77,15.0,,0.15,11.549999999999999
2020-04-13,67,15.0,,0.15,10.049999999999999
2020-04-14,64,15.0,,0.15,9.6
2020-04-15,97,15.0,,0.15,14.549999999999999
2020-04-16,79,15.0,,0.15,11.85
2020-04-17,77,15.0,,0.15,11.549999999999999
2020-04-18,98,15.0,,0.15,14.7
2020-04-19,87,15.0,,0.15,13.049999999999999
2020-04-20,75,15.0,,0.15,11.25
2020-04-21,79,15.0,,0.15,11.85
2020-04-22,58,15.0,,0.15,8.7
2020-04-23,63,15.0,,0.15,9.45
2020-04-24,100,15.0,,0.15,15.0
2020-04-25,86,15.0,,0.15,12.9
2020-04-26,88,15.0,,0.15,13.2
2020-04-27,59,15.0,,0.15,8.85
2020-04-28,82,15.0,,0.15,12.299999999999999
2020-04-29,71,15.0,,0.15,10.65
2020-04-30,63,15.0,,0.15,9.45
2020-05-01,10,26.0,False,0.26,2.6
2020-05-02,13,26.0,,0.26,3.38
2020-05-03,11,26.0,,0.26,2.8600000000000003
2020-05-04,8,26.0,,0.26,2.08
2020-05-05,10,26.0,,0.26,2.6
2020-05-06,7,26.0,,0.26,1.82
2020-05-07,9,26.0,,0.26,2.34
2020-05-08,10,26.0,,0.26,2.6
2020-05-09,9,26.0,,0.26,2.34
2020-05-10,9,26.0,,0.26,2.34
2020-05-11,8,26.0,,0.26,2.08
2020-05-12,9,26.0,,0.26,2.34
2020-05-13,9,26.0,,0.26,2.34
2020-05-14,7,26.0,,0.26,1.82
2020-05-15,9,26.0,,0.26,2.34
2020-05-16,11,26.0,,0.26,2.8600000000000003
2020-05-17,10,26.0,,0.26,2.6
2020-05-18,8,26.0,,0.26,2.08
2020-05-19,8,26.0,,0.26,2.08
2020-05-20,9,26.0,,0.26,2.34
2020-05-21,8,26.0,,0.26,2.08
2020-05-22,10,26.0,,0.26,2.6
2020-05-23,10,26.0,,0.26,2.6
2020-05-24,11,26.0,,0.26,2.8600000000000003
2020-05-25,12,26.0,,0.26,3.12
2020-05-26,12,26.0,,0.26,3.12
2020-05-27,15,26.0,,0.26,3.9000000000000004
2020-05-28,14,26.0,,0.26,3.64
2020-05-29,14,26.0,,0.26,3.64
2020-05-30,67,26.0,,0.26,17.42
2020-05-31,100,26.0,,0.26,26.0
2020-06-01,100,36.0,False,0.36,36.0
2020-06-02,69,36.0,,0.36,24.84
2020-06-03,53,36.0,,0.36,19.08
2020-06-04,43,36.0,,0.36,15.479999999999999
2020-06-05,50,36.0,,0.36,18.0
2020-06-06,46,36.0,,0.36,16.56
2020-06-07,39,36.0,,0.36,14.04
2020-06-08,39,36.0,,0.36,14.04
2020-06-09,31,36.0,,0.36,11.16
2020-06-10,34,36.0,,0.36,12.24
2020-06-11,32,36.0,,0.36,11.52
2020-06-12,38,36.0,,0.36,13.68
2020-06-13,43,36.0,,0.36,15.479999999999999
2020-06-14,41,36.0,,0.36,14.76
2020-06-15,36,36.0,,0.36,12.959999999999999
2020-06-16,41,36.0,,0.36,14.76
2020-06-17,46,36.0,,0.36,16.56
2020-06-18,50,36.0,,0.36,18.0
2020-06-19,62,36.0,,0.36,22.32
2020-06-20,58,36.0,,0.36,20.88
2020-06-21,61,36.0,,0.36,21.96
2020-06-22,41,36.0,,0.36,14.76
2020-06-23,43,36.0,,0.36,15.479999999999999
2020-06-24,33,36.0,,0.36,11.879999999999999
2020-06-25,42,36.0,,0.36,15.12
2020-06-26,40,36.0,,0.36,14.399999999999999
2020-06-27,49,36.0,,0.36,17.64
2020-06-28,45,36.0,,0.36,16.2
2020-06-29,47,36.0,,0.36,16.919999999999998
2020-06-30,37,36.0,,0.36,13.32
2020-07-01,75,26.0,False,0.26,19.5
2020-07-02,69,26.0,,0.26,17.94
2020-07-03,71,26.0,,0.26,18.46
2020-07-04,71,26.0,,0.26,18.46
2020-07-05,99,26.0,,0.26,25.740000000000002
2020-07-06,70,26.0,,0.26,18.2
2020-07-07,68,26.0,,0.26,17.68
2020-07-08,58,26.0,,0.26,15.08
2020-07-09,66,26.0,,0.26,17.16
2020-07-10,74,26.0,,0.26,19.240000000000002
2020-07-11,79,26.0,,0.26,20.54
2020-07-12,100,26.0,,0.26,26.0
2020-07-13,72,26.0,,0.26,18.72
2020-07-14,74,26.0,,0.26,19.240000000000002
2020-07-15,65,26.0,,0.26,16.900000000000002
2020-07-16,62,26.0,,0.26,16.12
2020-07-17,57,26.0,,0.26,14.82
2020-07-18,54,26.0,,0.26,14.040000000000001
2020-07-19,74,26.0,,0.26,19.240000000000002
2020-07-20,62,26.0,,0.26,16.12
2020-07-21,64,26.0,,0.26,16.64
2020-07-22,84,26.0,,0.26,21.84
2020-07-23,68,26.0,,0.26,17.68
2020-07-24,63,26.0,,0.26,16.38
2020-07-25,78,26.0,,0.26,20.28
2020-07-26,70,26.0,,0.26,18.2
2020-07-27,66,26.0,,0.26,17.16
2020-07-28,71,26.0,,0.26,18.46
2020-07-29,65,26.0,,0.26,16.900000000000002
2020-07-30,54,26.0,,0.26,14.040000000000001
2020-07-31,67,26.0,,0.26,17.42
2020-08-01,19,42.0,False,0.42,7.9799999999999995
2020-08-02,18,42.0,,0.42,7.56
2020-08-03,19,42.0,,0.42,7.9799999999999995
2020-08-04,14,42.0,,0.42,5.88
2020-08-05,14,42.0,,0.42,5.88
2020-08-06,17,42.0,,0.42,7.14
2020-08-07,15,42.0,,0.42,6.3
2020-08-08,17,42.0,,0.42,7.14
2020-08-09,20,42.0,,0.42,8.4
2020-08-10,16,42.0,,0.42,6.72
2020-08-11,14,42.0,,0.42,5.88
2020-08-12,16,42.0,,0.42,6.72
2020-08-13,18,42.0,,0.42,7.56
2020-08-14,25,42.0,,0.42,10.5
2020-08-15,24,42.0,,0.42,10.08
2020-08-16,22,42.0,,0.42,9.24
2020-08-17,18,42.0,,0.42,7.56
2020-08-18,20,42.0,,0.42,8.4
2020-08-19,100,42.0,,0.42,42.0
2020-08-20,90,42.0,,0.42,37.8
2020-08-21,42,42.0,,0.42,17.64
2020-08-22,43,42.0,,0.42,18.06
2020-08-23,42,42.0,,0.42,17.64
2020-08-24,30,42.0,,0.42,12.6
2020-08-25,28,42.0,,0.42,11.76
2020-08-26,37,42.0,,0.42,15.54
2020-08-27,26,42.0,,0.42,10.92
2020-08-28,33,42.0,,0.42,13.86
2020-08-29,30,42.0,,0.42,12.6
2020-08-30,28,42.0,,0.42,11.76
2020-08-31,27,42.0,,0.42,11.34
2020-09-01,65,35.0,False,0.35,22.75
2020-09-02,68,35.0,,0.35,23.799999999999997
2020-09-03,68,35.0,,0.35,23.799999999999997
2020-09-04,62,35.0,,0.35,21.7
2020-09-05,82,35.0,,0.35,28.7
2020-09-06,100,35.0,,0.35,35.0
2020-09-07,93,35.0,,0.35,32.55
2020-09-08,78,35.0,,0.35,27.299999999999997
2020-09-09,90,35.0,,0.35,31.499999999999996
2020-09-10,83,35.0,,0.35,29.049999999999997
2020-09-11,61,35.0,,0.35,21.349999999999998
2020-09-12,83,35.0,,0.35,29.049999999999997
2020-09-13,84,35.0,,0.35,29.4
2020-09-14,74,35.0,,0.35,25.9
2020-09-15,60,35.0,,0.35,21.0
2020-09-16,74,35.0,,0.35,25.9
2020-09-17,56,35.0,,0.35,19.599999999999998
2020-09-18,68,35.0,,0.35,23.799999999999997
2020-09-19,73,35.0,,0.35,25.549999999999997
2020-09-20,84,35.0,,0.35,29.4
2020-09-21,65,35.0,,0.35,22.75
2020-09-22,77,35.0,,0.35,26.95
2020-09-23,88,35.0,,0.35,30.799999999999997
2020-09-24,62,35.0,,0.35,21.7
2020-09-25,60,35.0,,0.35,21.0
2020-09-26,67,35.0,,0.35,23.45
2020-09-27,68,35.0,,0.35,23.799999999999997
2020-09-28,58,35.0,,0.35,20.299999999999997
2020-09-29,66,35.0,,0.35,23.099999999999998
2020-09-30,75,35.0,,0.35,26.25
2020-10-01,43,37.0,False,0.37,15.91
2020-10-02,48,37.0,,0.37,17.759999999999998
2020-10-03,63,37.0,,0.37,23.31
2020-10-04,58,37.0,,0.37,21.46
2020-10-05,50,37.0,,0.37,18.5
2020-10-06,34,37.0,,0.37,12.58
2020-10-07,36,37.0,,0.37,13.32
2020-10-08,44,37.0,,0.37,16.28
2020-10-09,43,37.0,,0.37,15.91
2020-10-10,43,37.0,,0.37,15.91
2020-10-11,49,37.0,,0.37,18.13
2020-10-12,47,37.0,,0.37,17.39
2020-10-13,47,37.0,,0.37,17.39
2020-10-14,60,37.0,,0.37,22.2
2020-10-15,54,37.0,,0.37,19.98
2020-10-16,46,37.0,,0.37,17.02
2020-10-17,59,37.0,,0.37,21.83
2020-10-18,69,37.0,,0.37,25.53
2020-10-19,57,37.0,,0.37,21.09
2020-10-20,46,37.0,,0.37,17.02
2020-10-21,50,37.0,,0.37,18.5
2020-10-22,50,37.0,,0.37,18.5
2020-10-23,54,37.0,,0.37,19.98
2020-10-24,56,37.0,,0.37,20.72
2020-10-25,100,37.0,,0.37,37.0
2020-10-26,50,37.0,,0.37,18.5
2020-10-27,67,37.0,,0.37,24.79
2020-10-28,65,37.0,,0.37,24.05
2020-10-29,64,37.0,,0.37,23.68
2020-10-30,59,37.0,,0.37,21.83
2020-10-31,90,37.0,,0.37,33.3
2020-11-01,11,88.0,False,0.88,9.68
2020-11-02,12,88.0,,0.88,10.56
2020-11-03,18,88.0,,0.88,15.84
2020-11-04,9,88.0,,0.88,7.92
2020-11-05,5,88.0,,0.88,4.4
2020-11-06,6,88.0,,0.88,5.28
2020-11-07,11,88.0,,0.88,9.68
2020-11-08,11,88.0,,0.88,9.68
2020-11-09,10,88.0,,0.88,8.8
2020-11-10,11,88.0,,0.88,9.68
2020-11-11,10,88.0,,0.88,8.8
2020-11-12,14,88.0,,0.88,12.32
2020-11-13,21,88.0,,0.88,18.48
2020-11-14,100,88.0,,0.88,88.0
2020-11-15,73,88.0,,0.88,64.24
2020-11-16,20,88.0,,0.88,17.6
2020-11-17,13,88.0,,0.88,11.44
2020-11-18,8,88.0,,0.88,7.04
2020-11-19,5,88.0,,0.88,4.4
2020-11-20,5,88.0,,0.88,4.4
2020-11-21,6,88.0,,0.88,5.28
2020-11-22,6,88.0,,0.88,5.28
2020-11-23,4,88.0,,0.88,3.52
2020-11-24,4,88.0,,0.88,3.52
2020-11-25,4,88.0,,0.88,3.52
2020-11-26,4,88.0,,0.88,3.52
2020-11-27,3,88.0,,0.88,2.64
2020-11-28,4,88.0,,0.88,3.52
2020-11-29,4,88.0,,0.88,3.52
2020-11-30,3,88.0,,0.88,2.64
2020-12-01,48,21.0,False,0.21,10.08
2020-12-02,41,21.0,,0.21,8.61
2020-12-03,44,21.0,,0.21,9.24
2020-12-04,51,21.0,,0.21,10.709999999999999
2020-12-05,54,21.0,,0.21,11.34
2020-12-06,50,21.0,,0.21,10.5
2020-12-07,44,21.0,,0.21,9.24
2020-12-08,41,21.0,,0.21,8.61
2020-12-09,44,21.0,,0.21,9.24
2020-12-10,49,21.0,,0.21,10.29
2020-12-11,41,21.0,,0.21,8.61
2020-12-12,100,21.0,,0.21,21.0
2020-12-13,100,21.0,,0.21,21.0
2020-12-14,67,21.0,,0.21,14.07
2020-12-15,58,21.0,,0.21,12.18
2020-12-16,49,21.0,,0.21,10.29
2020-12-17,46,21.0,,0.21,9.66
2020-12-18,51,21.0,,0.21,10.709999999999999
2020-12-19,70,21.0,,0.21,14.7
2020-12-20,63,21.0,,0.21,13.229999999999999
2020-12-21,43,21.0,,0.21,9.03
2020-12-22,52,21.0,,0.21,10.92
2020-12-23,41,21.0,,0.21,8.61
2020-12-24,37,21.0,,0.21,7.77
2020-12-25,50,21.0,,0.21,10.5
2020-12-26,43,21.0,,0.21,9.03
2020-12-27,44,21.0,,0.21,9.24
2020-12-28,48,21.0,,0.21,10.08
2020-12-29,37,21.0,,0.21,7.77
2020-12-30,44,21.0,,0.21,9.24
2020-12-31,43,21.0,,0.21,9.03
2021-01-01,16,53.0,False,0.53,8.48
2021-01-02,22,53.0,,0.53,11.66
2021-01-03,19,53.0,,0.53,10.07
2021-01-04,20,53.0,,0.53,10.600000000000001
2021-01-05,20,53.0,,0.53,10.600000000000001
2021-01-06,85,53.0,,0.53,45.050000000000004
2021-01-07,100,53.0,,0.53,53.0
2021-01-08,70,53.0,,0.53,37.1
2021-01-09,69,53.0,,0.53,36.57
2021-01-10,55,53.0,,0.53,29.150000000000002
2021-01-11,55,53.0,,0.53,29.150000000000002
2021-01-12,65,53.0,,0.53,34.45
2021-01-13,49,53.0,,0.53,25.970000000000002
2021-01-14,38,53.0,,0.53,20.14
2021-01-15,38,53.0,,0.53,20.14
2021-01-16,39,53.0,,0.53,20.67
2021-01-17,34,53.0,,0.53,18.02
2021-01-18,31,53.0,,0.53,16.43
2021-01-19,31,53.0,,0.53,16.43
2021-01-20,40,53.0,,0.53,21.200000000000003
2021-01-21,33,53.0,,0.53,17.490000000000002
2021-01-22,24,53.0,,0.53,12.72
2021-01-23,25,53.0,,0.53,13.25
2021-01-24,40,53.0,,0.53,21.200000000000003
2021-01-25,32,53.0,,0.53,16.96
2021-01-26,36,53.0,,0.53,19.080000000000002
2021-01-27,23,53.0,,0.53,12.190000000000001
2021-01-28,26,53.0,,0.53,13.780000000000001
2021-01-29,15,53.0,,0.53,7.95
2021-01-30,20,53.0,,0.53,10.600000000000001
2021-01-31,16,53.0,,0.53,8.48
2021-02-01,34,20.0,False,0.2,6.800000000000001
2021-02-02,31,20.0,,0.2,6.2
2021-02-03,34,20.0,,0.2,6.800000000000001
2021-02-04,31,20.0,,0.2,6.2
2021-02-05,32,20.0,,0.2,6.4
2021-02-06,36,20.0,,0.2,7.2
2021-02-07,34,20.0,,0.2,6.800000000000001
2021-02-08,100,20.0,,0.2,20.0
2021-02-09,53,20.0,,0.2,10.600000000000001
2021-02-10,42,20.0,,0.2,8.4
2021-02-11,42,20.0,,0.2,8.4
2021-02-12,34,20.0,,0.2,6.800000000000001
2021-02-13,43,20.0,,0.2,8.6
2021-02-14,53,20.0,,0.2,10.600000000000001
2021-02-15,46,20.0,,0.2,9.200000000000001
2021-02-16,33,20.0,,0.2,6.6000000000000005
2021-02-17,31,20.0,,0.2,6.2
2021-02-18,26,20.0,,0.2,5.2
2021-02-19,32,20.0,,0.2,6.4
2021-02-20,31,20.0,,0.2,6.2
2021-02-21,27,20.0,,0.2,5.4
2021-02-22,26,20.0,,0.2,5.2
2021-02-23,28,20.0,,0.2,5.6000000000000005
2021-02-24,25,20.0,,0.2,5.0
2021-02-25,24,20.0,,0.2,4.800000000000001
2021-02-26,25,20.0,,0.2,5.0
2021-02-27,33,20.0,,0.2,6.6000000000000005
2021-02-28,32,20.0,,0.2,6.4
2021-03-01,75,14.0,False,0.14,10.500000000000002
2021-03-02,76,14.0,,0.14,10.64
2021-03-03,85,14.0,,0.14,11.9
2021-03-04,78,14.0,,0.14,10.920000000000002
2021-03-05,82,14.0,,0.14,11.48
2021-03-06,77,14.0,,0.14,10.780000000000001
2021-03-07,92,14.0,,0.14,12.88
2021-03-08,60,14.0,,0.14,8.4
2021-03-09,75,14.0,,0.14,10.500000000000002
2021-03-10,67,14.0,,0.14,9.38
2021-03-11,50,14.0,,0.14,7.000000000000001
2021-03-12,51,14.0,,0.14,7.140000000000001
2021-03-13,63,14.0,,0.14,8.82
2021-03-14,68,14.0,,0.14,9.520000000000001
2021-03-15,56,14.0,,0.14,7.840000000000001
2021-03-16,51,14.0,,0.14,7.140000000000001
2021-03-17,58,14.0,,0.14,8.120000000000001
2021-03-18,65,14.0,,0.14,9.100000000000001
2021-03-19,78,14.0,,0.14,10.920000000000002
2021-03-20,68,14.0,,0.14,9.520000000000001
2021-03-21,83,14.0,,0.14,11.620000000000001
2021-03-22,100,14.0,,0.14,14.000000000000002
2021-03-23,81,14.0,,0.14,11.340000000000002
2021-03-24,86,14.0,,0.14,12.040000000000001
2021-03-25,68,14.0,,0.14,9.520000000000001
2021-03-26,79,14.0,,0.14,11.06
2021-03-27,75,14.0,,0.14,10.500000000000002
2021-03-28,87,14.0,,0.14,12.180000000000001
2021-03-29,60,14.0,,0.14,8.4
2021-03-30,72,14.0,,0.14,10.080000000000002
2021-03-31,52,14.0,,0.14,7.280000000000001
2021-04-01,73,14.0,False,0.14,10.22
2021-04-02,67,14.0,,0.14,9.38
2021-04-03,69,14.0,,0.14,9.66
2021-04-04,66,14.0,,0.14,9.24
2021-04-05,60,14.0,,0.14,8.4
2021-04-06,83,14.0,,0.14,11.620000000000001
2021-04-07,76,14.0,,0.14,10.64
2021-04-08,72,14.0,,0.14,10.080000000000002
2021-04-09,62,14.0,,0.14,8.680000000000001
2021-04-10,67,14.0,,0.14,9.38
2021-04-11,69,14.0,,0.14,9.66
2021-04-12,61,14.0,,0.14,8.540000000000001
2021-04-13,69,14.0,,0.14,9.66
2021-04-14,62,14.0,,0.14,8.680000000000001
2021-04-15,59,14.0,,0.14,8.260000000000002
2021-04-16,54,14.0,,0.14,7.5600000000000005
