date,PFE_unscaled,PFE_monthly,isPartial,scale,PFE
2017-12-15,79,7.0,,0.07,5.53
2017-12-16,23,7.0,,0.07,1.61
2017-12-17,23,7.0,,0.07,1.61
2017-12-18,50,7.0,,0.07,3.5000000000000004
2017-12-19,100,7.0,,0.07,7.000000000000001
2017-12-20,85,7.0,,0.07,5.95
2017-12-21,75,7.0,,0.07,5.250000000000001
2017-12-22,57,7.0,,0.07,3.99
2017-12-23,18,7.0,,0.07,1.2600000000000002
2017-12-24,22,7.0,,0.07,1.54
2017-12-25,3,7.0,,0.07,0.21000000000000002
2017-12-26,64,7.0,,0.07,4.48
2017-12-27,45,7.0,,0.07,3.1500000000000004
2017-12-28,82,7.0,,0.07,5.74
2017-12-29,50,7.0,,0.07,3.5000000000000004
2017-12-30,20,7.0,,0.07,1.4000000000000001
2017-12-31,14,7.0,,0.07,0.9800000000000001
2018-01-01,6,10.0,False,0.1,0.6000000000000001
2018-01-02,45,10.0,,0.1,4.5
2018-01-03,51,10.0,,0.1,5.1000000000000005
2018-01-04,49,10.0,,0.1,4.9
2018-01-05,44,10.0,,0.1,4.4
2018-01-06,11,10.0,,0.1,1.1
2018-01-07,12,10.0,,0.1,1.2000000000000002
2018-01-08,40,10.0,,0.1,4.0
2018-01-09,46,10.0,,0.1,4.6000000000000005
2018-01-10,46,10.0,,0.1,4.6000000000000005
2018-01-11,57,10.0,,0.1,5.7
2018-01-12,36,10.0,,0.1,3.6
2018-01-13,11,10.0,,0.1,1.1
2018-01-14,2,10.0,,0.1,0.2
2018-01-15,15,10.0,,0.1,1.5
2018-01-16,33,10.0,,0.1,3.3000000000000003
2018-01-17,33,10.0,,0.1,3.3000000000000003
2018-01-18,46,10.0,,0.1,4.6000000000000005
2018-01-19,31,10.0,,0.1,3.1
2018-01-20,14,10.0,,0.1,1.4000000000000001
2018-01-21,9,10.0,,0.1,0.9
2018-01-22,50,10.0,,0.1,5.0
2018-01-23,47,10.0,,0.1,4.7
2018-01-24,43,10.0,,0.1,4.3
2018-01-25,44,10.0,,0.1,4.4
2018-01-26,83,10.0,,0.1,8.3
2018-01-27,33,10.0,,0.1,3.3000000000000003
2018-01-28,13,10.0,,0.1,1.3
2018-01-29,59,10.0,,0.1,5.9
2018-01-30,100,10.0,,0.1,10.0
2018-01-31,71,10.0,,0.1,7.1000000000000005
2018-02-01,77,10.0,False,0.1,7.7
2018-02-02,100,10.0,,0.1,10.0
2018-02-03,32,10.0,,0.1,3.2
2018-02-04,21,10.0,,0.1,2.1
2018-02-05,73,10.0,,0.1,7.300000000000001
2018-02-06,96,10.0,,0.1,9.600000000000001
2018-02-07,74,10.0,,0.1,7.4
2018-02-08,74,10.0,,0.1,7.4
2018-02-09,75,10.0,,0.1,7.5
2018-02-10,38,10.0,,0.1,3.8000000000000003
2018-02-11,17,10.0,,0.1,1.7000000000000002
2018-02-12,69,10.0,,0.1,6.9
2018-02-13,64,10.0,,0.1,6.4
2018-02-14,67,10.0,,0.1,6.7
2018-02-15,68,10.0,,0.1,6.800000000000001
2018-02-16,85,10.0,,0.1,8.5
2018-02-17,20,10.0,,0.1,2.0
2018-02-18,6,10.0,,0.1,0.6000000000000001
2018-02-19,30,10.0,,0.1,3.0
2018-02-20,53,10.0,,0.1,5.300000000000001
2018-02-21,50,10.0,,0.1,5.0
2018-02-22,54,10.0,,0.1,5.4
2018-02-23,65,10.0,,0.1,6.5
2018-02-24,15,10.0,,0.1,1.5
2018-02-25,13,10.0,,0.1,1.3
2018-02-26,66,10.0,,0.1,6.6000000000000005
2018-02-27,70,10.0,,0.1,7.0
2018-02-28,43,10.0,,0.1,4.3
2018-03-01,66,8.0,False,0.08,5.28
2018-03-02,59,8.0,,0.08,4.72
2018-03-03,22,8.0,,0.08,1.76
2018-03-04,14,8.0,,0.08,1.12
2018-03-05,83,8.0,,0.08,6.640000000000001
2018-03-06,100,8.0,,0.08,8.0
2018-03-07,54,8.0,,0.08,4.32
2018-03-08,84,8.0,,0.08,6.72
2018-03-09,59,8.0,,0.08,4.72
2018-03-10,41,8.0,,0.08,3.2800000000000002
2018-03-11,16,8.0,,0.08,1.28
2018-03-12,68,8.0,,0.08,5.44
2018-03-13,83,8.0,,0.08,6.640000000000001
2018-03-14,64,8.0,,0.08,5.12
2018-03-15,56,8.0,,0.08,4.48
2018-03-16,54,8.0,,0.08,4.32
2018-03-17,22,8.0,,0.08,1.76
2018-03-18,14,8.0,,0.08,1.12
2018-03-19,70,8.0,,0.08,5.6000000000000005
2018-03-20,74,8.0,,0.08,5.92
2018-03-21,62,8.0,,0.08,4.96
2018-03-22,73,8.0,,0.08,5.84
2018-03-23,75,8.0,,0.08,6.0
2018-03-24,17,8.0,,0.08,1.36
2018-03-25,8,8.0,,0.08,0.64
2018-03-26,66,8.0,,0.08,5.28
2018-03-27,79,8.0,,0.08,6.32
2018-03-28,52,8.0,,0.08,4.16
2018-03-29,65,8.0,,0.08,5.2
2018-03-30,53,8.0,,0.08,4.24
2018-03-31,25,8.0,,0.08,2.0
2018-04-01,16,7.0,False,0.07,1.12
2018-04-02,60,7.0,,0.07,4.2
2018-04-03,78,7.0,,0.07,5.460000000000001
2018-04-04,66,7.0,,0.07,4.62
2018-04-05,73,7.0,,0.07,5.11
2018-04-06,62,7.0,,0.07,4.340000000000001
2018-04-07,31,7.0,,0.07,2.1700000000000004
2018-04-08,22,7.0,,0.07,1.54
2018-04-09,95,7.0,,0.07,6.65
2018-04-10,100,7.0,,0.07,7.000000000000001
2018-04-11,80,7.0,,0.07,5.6000000000000005
2018-04-12,56,7.0,,0.07,3.9200000000000004
2018-04-13,76,7.0,,0.07,5.32
2018-04-14,29,7.0,,0.07,2.0300000000000002
2018-04-15,6,7.0,,0.07,0.42000000000000004
2018-04-16,56,7.0,,0.07,3.9200000000000004
2018-04-17,88,7.0,,0.07,6.16
2018-04-18,79,7.0,,0.07,5.53
2018-04-19,74,7.0,,0.07,5.180000000000001
2018-04-20,65,7.0,,0.07,4.550000000000001
2018-04-21,23,7.0,,0.07,1.61
2018-04-22,16,7.0,,0.07,1.12
2018-04-23,69,7.0,,0.07,4.83
2018-04-24,67,7.0,,0.07,4.69
2018-04-25,71,7.0,,0.07,4.970000000000001
2018-04-26,70,7.0,,0.07,4.9
2018-04-27,74,7.0,,0.07,5.180000000000001
2018-04-28,19,7.0,,0.07,1.33
2018-04-29,10,7.0,,0.07,0.7000000000000001
2018-04-30,75,7.0,,0.07,5.250000000000001
2018-05-01,100,7.0,False,0.07,7.000000000000001
2018-05-02,61,7.0,,0.07,4.2700000000000005
2018-05-03,45,7.0,,0.07,3.1500000000000004
2018-05-04,45,7.0,,0.07,3.1500000000000004
2018-05-05,14,7.0,,0.07,0.9800000000000001
2018-05-06,10,7.0,,0.07,0.7000000000000001
2018-05-07,56,7.0,,0.07,3.9200000000000004
2018-05-08,36,7.0,,0.07,2.5200000000000005
2018-05-09,56,7.0,,0.07,3.9200000000000004
2018-05-10,47,7.0,,0.07,3.2900000000000005
2018-05-11,59,7.0,,0.07,4.130000000000001
2018-05-12,27,7.0,,0.07,1.8900000000000001
2018-05-13,17,7.0,,0.07,1.1900000000000002
2018-05-14,45,7.0,,0.07,3.1500000000000004
2018-05-15,48,7.0,,0.07,3.3600000000000003
2018-05-16,25,7.0,,0.07,1.7500000000000002
2018-05-17,42,7.0,,0.07,2.9400000000000004
2018-05-18,23,7.0,,0.07,1.61
2018-05-19,12,7.0,,0.07,0.8400000000000001
2018-05-20,14,7.0,,0.07,0.9800000000000001
2018-05-21,36,7.0,,0.07,2.5200000000000005
2018-05-22,42,7.0,,0.07,2.9400000000000004
2018-05-23,29,7.0,,0.07,2.0300000000000002
2018-05-24,45,7.0,,0.07,3.1500000000000004
2018-05-25,46,7.0,,0.07,3.22
2018-05-26,8,7.0,,0.07,0.56
2018-05-27,2,7.0,,0.07,0.14
2018-05-28,12,7.0,,0.07,0.8400000000000001
2018-05-29,24,7.0,,0.07,1.6800000000000002
2018-05-30,54,7.0,,0.07,3.7800000000000002
2018-05-31,40,7.0,,0.07,2.8000000000000003
2018-06-01,94,7.0,False,0.07,6.580000000000001
2018-06-02,14,7.0,,0.07,0.9800000000000001
2018-06-03,14,7.0,,0.07,0.9800000000000001
2018-06-04,100,7.0,,0.07,7.000000000000001
2018-06-05,86,7.0,,0.07,6.0200000000000005
2018-06-06,73,7.0,,0.07,5.11
2018-06-07,88,7.0,,0.07,6.16
2018-06-08,87,7.0,,0.07,6.090000000000001
2018-06-09,14,7.0,,0.07,0.9800000000000001
2018-06-10,28,7.0,,0.07,1.9600000000000002
2018-06-11,73,7.0,,0.07,5.11
2018-06-12,73,7.0,,0.07,5.11
2018-06-13,83,7.0,,0.07,5.8100000000000005
2018-06-14,72,7.0,,0.07,5.040000000000001
2018-06-15,61,7.0,,0.07,4.2700000000000005
2018-06-16,24,7.0,,0.07,1.6800000000000002
2018-06-17,7,7.0,,0.07,0.49000000000000005
2018-06-18,74,7.0,,0.07,5.180000000000001
2018-06-19,63,7.0,,0.07,4.41
2018-06-20,51,7.0,,0.07,3.5700000000000003
2018-06-21,56,7.0,,0.07,3.9200000000000004
2018-06-22,56,7.0,,0.07,3.9200000000000004
2018-06-23,14,7.0,,0.07,0.9800000000000001
2018-06-24,18,7.0,,0.07,1.2600000000000002
2018-06-25,52,7.0,,0.07,3.6400000000000006
2018-06-26,68,7.0,,0.07,4.760000000000001
2018-06-27,90,7.0,,0.07,6.300000000000001
2018-06-28,74,7.0,,0.07,5.180000000000001
2018-06-29,65,7.0,,0.07,4.550000000000001
2018-06-30,7,7.0,,0.07,0.49000000000000005
2018-07-01,12,9.0,False,0.09,1.08
2018-07-02,28,9.0,,0.09,2.52
2018-07-03,29,9.0,,0.09,2.61
2018-07-04,9,9.0,,0.09,0.8099999999999999
2018-07-05,40,9.0,,0.09,3.5999999999999996
2018-07-06,46,9.0,,0.09,4.14
2018-07-07,6,9.0,,0.09,0.54
2018-07-08,5,9.0,,0.09,0.44999999999999996
2018-07-09,62,9.0,,0.09,5.58
2018-07-10,48,9.0,,0.09,4.32
2018-07-11,66,9.0,,0.09,5.9399999999999995
2018-07-12,32,9.0,,0.09,2.88
2018-07-13,44,9.0,,0.09,3.96
2018-07-14,6,9.0,,0.09,0.54
2018-07-15,7,9.0,,0.09,0.63
2018-07-16,34,9.0,,0.09,3.06
2018-07-17,38,9.0,,0.09,3.42
2018-07-18,41,9.0,,0.09,3.69
2018-07-19,34,9.0,,0.09,3.06
2018-07-20,26,9.0,,0.09,2.34
2018-07-21,14,9.0,,0.09,1.26
2018-07-22,9,9.0,,0.09,0.8099999999999999
2018-07-23,41,9.0,,0.09,3.69
2018-07-24,35,9.0,,0.09,3.15
2018-07-25,44,9.0,,0.09,3.96
2018-07-26,56,9.0,,0.09,5.04
2018-07-27,41,9.0,,0.09,3.69
2018-07-28,11,9.0,,0.09,0.99
2018-07-29,11,9.0,,0.09,0.99
2018-07-30,50,9.0,,0.09,4.5
2018-07-31,100,9.0,,0.09,9.0
2018-08-01,100,11.0,False,0.11,11.0
2018-08-02,73,11.0,,0.11,8.03
2018-08-03,59,11.0,,0.11,6.49
2018-08-04,14,11.0,,0.11,1.54
2018-08-05,11,11.0,,0.11,1.21
2018-08-06,75,11.0,,0.11,8.25
2018-08-07,83,11.0,,0.11,9.13
2018-08-08,76,11.0,,0.11,8.36
2018-08-09,77,11.0,,0.11,8.47
2018-08-10,49,11.0,,0.11,5.39
2018-08-11,17,11.0,,0.11,1.87
2018-08-12,15,11.0,,0.11,1.65
2018-08-13,60,11.0,,0.11,6.6
2018-08-14,51,11.0,,0.11,5.61
2018-08-15,47,11.0,,0.11,5.17
2018-08-16,69,11.0,,0.11,7.59
2018-08-17,68,11.0,,0.11,7.48
2018-08-18,14,11.0,,0.11,1.54
2018-08-19,4,11.0,,0.11,0.44
2018-08-20,64,11.0,,0.11,7.04
2018-08-21,70,11.0,,0.11,7.7
2018-08-22,62,11.0,,0.11,6.82
2018-08-23,53,11.0,,0.11,5.83
2018-08-24,56,11.0,,0.11,6.16
2018-08-25,19,11.0,,0.11,2.09
2018-08-26,11,11.0,,0.11,1.21
2018-08-27,62,11.0,,0.11,6.82
2018-08-28,76,11.0,,0.11,8.36
2018-08-29,77,11.0,,0.11,8.47
2018-08-30,68,11.0,,0.11,7.48
2018-08-31,48,11.0,,0.11,5.28
2018-09-01,18,8.0,False,0.08,1.44
2018-09-02,13,8.0,,0.08,1.04
2018-09-03,13,8.0,,0.08,1.04
2018-09-04,73,8.0,,0.08,5.84
2018-09-05,52,8.0,,0.08,4.16
2018-09-06,81,8.0,,0.08,6.48
2018-09-07,54,8.0,,0.08,4.32
2018-09-08,26,8.0,,0.08,2.08
2018-09-09,30,8.0,,0.08,2.4
2018-09-10,51,8.0,,0.08,4.08
2018-09-11,64,8.0,,0.08,5.12
2018-09-12,86,8.0,,0.08,6.88
2018-09-13,80,8.0,,0.08,6.4
2018-09-14,74,8.0,,0.08,5.92
2018-09-15,16,8.0,,0.08,1.28
2018-09-16,10,8.0,,0.08,0.8
2018-09-17,71,8.0,,0.08,5.68
2018-09-18,89,8.0,,0.08,7.12
2018-09-19,62,8.0,,0.08,4.96
2018-09-20,55,8.0,,0.08,4.4
2018-09-21,100,8.0,,0.08,8.0
2018-09-22,16,8.0,,0.08,1.28
2018-09-23,10,8.0,,0.08,0.8
2018-09-24,82,8.0,,0.08,6.5600000000000005
2018-09-25,59,8.0,,0.08,4.72
2018-09-26,68,8.0,,0.08,5.44
2018-09-27,57,8.0,,0.08,4.5600000000000005
2018-09-28,58,8.0,,0.08,4.64
2018-09-29,24,8.0,,0.08,1.92
2018-09-30,15,8.0,,0.08,1.2
2018-10-01,60,10.0,False,0.1,6.0
2018-10-02,55,10.0,,0.1,5.5
2018-10-03,84,10.0,,0.1,8.4
2018-10-04,52,10.0,,0.1,5.2
2018-10-05,69,10.0,,0.1,6.9
2018-10-06,9,10.0,,0.1,0.9
2018-10-07,17,10.0,,0.1,1.7000000000000002
2018-10-08,49,10.0,,0.1,4.9
2018-10-09,55,10.0,,0.1,5.5
2018-10-10,100,10.0,,0.1,10.0
2018-10-11,88,10.0,,0.1,8.8
2018-10-12,65,10.0,,0.1,6.5
2018-10-13,20,10.0,,0.1,2.0
2018-10-14,19,10.0,,0.1,1.9000000000000001
2018-10-15,60,10.0,,0.1,6.0
2018-10-16,56,10.0,,0.1,5.6000000000000005
2018-10-17,66,10.0,,0.1,6.6000000000000005
2018-10-18,70,10.0,,0.1,7.0
2018-10-19,49,10.0,,0.1,4.9
2018-10-20,13,10.0,,0.1,1.3
2018-10-21,13,10.0,,0.1,1.3
2018-10-22,50,10.0,,0.1,5.0
2018-10-23,48,10.0,,0.1,4.800000000000001
2018-10-24,61,10.0,,0.1,6.1000000000000005
2018-10-25,63,10.0,,0.1,6.300000000000001
2018-10-26,56,10.0,,0.1,5.6000000000000005
2018-10-27,28,10.0,,0.1,2.8000000000000003
2018-10-28,13,10.0,,0.1,1.3
2018-10-29,66,10.0,,0.1,6.6000000000000005
2018-10-30,73,10.0,,0.1,7.300000000000001
2018-10-31,39,10.0,,0.1,3.9000000000000004
2018-11-01,94,8.0,False,0.08,7.5200000000000005
2018-11-02,52,8.0,,0.08,4.16
2018-11-03,28,8.0,,0.08,2.24
2018-11-04,6,8.0,,0.08,0.48
2018-11-05,47,8.0,,0.08,3.7600000000000002
2018-11-06,100,8.0,,0.08,8.0
2018-11-07,90,8.0,,0.08,7.2
2018-11-08,94,8.0,,0.08,7.5200000000000005
2018-11-09,96,8.0,,0.08,7.68
2018-11-10,6,8.0,,0.08,0.48
2018-11-11,12,8.0,,0.08,0.96
2018-11-12,73,8.0,,0.08,5.84
2018-11-13,89,8.0,,0.08,7.12
2018-11-14,88,8.0,,0.08,7.04
2018-11-15,91,8.0,,0.08,7.28
2018-11-16,99,8.0,,0.08,7.92
2018-11-17,37,8.0,,0.08,2.96
2018-11-18,9,8.0,,0.08,0.72
2018-11-19,63,8.0,,0.08,5.04
2018-11-20,87,8.0,,0.08,6.96
2018-11-21,50,8.0,,0.08,4.0
2018-11-22,33,8.0,,0.08,2.64
2018-11-23,68,8.0,,0.08,5.44
2018-11-24,29,8.0,,0.08,2.32
2018-11-25,14,8.0,,0.08,1.12
2018-11-26,37,8.0,,0.08,2.96
2018-11-27,65,8.0,,0.08,5.2
2018-11-28,87,8.0,,0.08,6.96
2018-11-29,85,8.0,,0.08,6.8
2018-11-30,94,8.0,,0.08,7.5200000000000005
2018-12-01,31,7.0,False,0.07,2.1700000000000004
2018-12-02,13,7.0,,0.07,0.9100000000000001
2018-12-03,64,7.0,,0.07,4.48
2018-12-04,59,7.0,,0.07,4.130000000000001
2018-12-05,31,7.0,,0.07,2.1700000000000004
2018-12-06,50,7.0,,0.07,3.5000000000000004
2018-12-07,70,7.0,,0.07,4.9
2018-12-08,25,7.0,,0.07,1.7500000000000002
2018-12-09,16,7.0,,0.07,1.12
2018-12-10,88,7.0,,0.07,6.16
2018-12-11,64,7.0,,0.07,4.48
2018-12-12,62,7.0,,0.07,4.340000000000001
2018-12-13,57,7.0,,0.07,3.99
2018-12-14,38,7.0,,0.07,2.66
2018-12-15,34,7.0,,0.07,2.3800000000000003
2018-12-16,3,7.0,,0.07,0.21000000000000002
2018-12-17,66,7.0,,0.07,4.62
2018-12-18,68,7.0,,0.07,4.760000000000001
2018-12-19,100,7.0,,0.07,7.000000000000001
2018-12-20,75,7.0,,0.07,5.250000000000001
2018-12-21,68,7.0,,0.07,4.760000000000001
2018-12-22,9,7.0,,0.07,0.6300000000000001
2018-12-23,9,7.0,,0.07,0.6300000000000001
2018-12-24,76,7.0,,0.07,5.32
2018-12-25,25,7.0,,0.07,1.7500000000000002
2018-12-26,80,7.0,,0.07,5.6000000000000005
2018-12-27,57,7.0,,0.07,3.99
2018-12-28,76,7.0,,0.07,5.32
2018-12-29,36,7.0,,0.07,2.5200000000000005
2018-12-30,3,7.0,,0.07,0.21000000000000002
2018-12-31,63,7.0,,0.07,4.41
2019-01-01,26,8.0,False,0.08,2.08
2019-01-02,39,8.0,,0.08,3.12
2019-01-03,45,8.0,,0.08,3.6
2019-01-04,59,8.0,,0.08,4.72
2019-01-05,17,8.0,,0.08,1.36
2019-01-06,17,8.0,,0.08,1.36
2019-01-07,41,8.0,,0.08,3.2800000000000002
2019-01-08,46,8.0,,0.08,3.68
2019-01-09,43,8.0,,0.08,3.44
2019-01-10,52,8.0,,0.08,4.16
2019-01-11,53,8.0,,0.08,4.24
2019-01-12,21,8.0,,0.08,1.68
2019-01-13,3,8.0,,0.08,0.24
2019-01-14,50,8.0,,0.08,4.0
2019-01-15,40,8.0,,0.08,3.2
2019-01-16,39,8.0,,0.08,3.12
2019-01-17,50,8.0,,0.08,4.0
2019-01-18,40,8.0,,0.08,3.2
2019-01-19,17,8.0,,0.08,1.36
2019-01-20,13,8.0,,0.08,1.04
2019-01-21,12,8.0,,0.08,0.96
2019-01-22,33,8.0,,0.08,2.64
2019-01-23,25,8.0,,0.08,2.0
2019-01-24,37,8.0,,0.08,2.96
2019-01-25,56,8.0,,0.08,4.48
2019-01-26,15,8.0,,0.08,1.2
2019-01-27,12,8.0,,0.08,0.96
2019-01-28,57,8.0,,0.08,4.5600000000000005
2019-01-29,100,8.0,,0.08,8.0
2019-01-30,59,8.0,,0.08,4.72
2019-01-31,49,8.0,,0.08,3.92
2019-02-01,93,8.0,False,0.08,7.44
2019-02-02,24,8.0,,0.08,1.92
2019-02-03,18,8.0,,0.08,1.44
2019-02-04,92,8.0,,0.08,7.36
2019-02-05,98,8.0,,0.08,7.84
2019-02-06,87,8.0,,0.08,6.96
2019-02-07,64,8.0,,0.08,5.12
2019-02-08,81,8.0,,0.08,6.48
2019-02-09,15,8.0,,0.08,1.2
2019-02-10,23,8.0,,0.08,1.84
2019-02-11,50,8.0,,0.08,4.0
2019-02-12,74,8.0,,0.08,5.92
2019-02-13,92,8.0,,0.08,7.36
2019-02-14,75,8.0,,0.08,6.0
2019-02-15,86,8.0,,0.08,6.88
2019-02-16,12,8.0,,0.08,0.96
2019-02-17,6,8.0,,0.08,0.48
2019-02-18,18,8.0,,0.08,1.44
2019-02-19,62,8.0,,0.08,4.96
2019-02-20,100,8.0,,0.08,8.0
2019-02-21,49,8.0,,0.08,3.92
2019-02-22,91,8.0,,0.08,7.28
2019-02-23,23,8.0,,0.08,1.84
2019-02-24,6,8.0,,0.08,0.48
2019-02-25,58,8.0,,0.08,4.64
2019-02-26,80,8.0,,0.08,6.4
2019-02-27,87,8.0,,0.08,6.96
2019-02-28,90,8.0,,0.08,7.2
2019-03-01,98,7.0,False,0.07,6.86
2019-03-02,44,7.0,,0.07,3.08
2019-03-03,30,7.0,,0.07,2.1
2019-03-04,58,7.0,,0.07,4.0600000000000005
2019-03-05,61,7.0,,0.07,4.2700000000000005
2019-03-06,67,7.0,,0.07,4.69
2019-03-07,78,7.0,,0.07,5.460000000000001
2019-03-08,72,7.0,,0.07,5.040000000000001
2019-03-09,14,7.0,,0.07,0.9800000000000001
2019-03-10,17,7.0,,0.07,1.1900000000000002
2019-03-11,73,7.0,,0.07,5.11
2019-03-12,73,7.0,,0.07,5.11
2019-03-13,74,7.0,,0.07,5.180000000000001
2019-03-14,100,7.0,,0.07,7.000000000000001
2019-03-15,77,7.0,,0.07,5.390000000000001
2019-03-16,31,7.0,,0.07,2.1700000000000004
2019-03-17,18,7.0,,0.07,1.2600000000000002
2019-03-18,79,7.0,,0.07,5.53
2019-03-19,93,7.0,,0.07,6.510000000000001
2019-03-20,82,7.0,,0.07,5.74
2019-03-21,63,7.0,,0.07,4.41
2019-03-22,79,7.0,,0.07,5.53
2019-03-23,28,7.0,,0.07,1.9600000000000002
2019-03-24,26,7.0,,0.07,1.8200000000000003
2019-03-25,60,7.0,,0.07,4.2
2019-03-26,69,7.0,,0.07,4.83
2019-03-27,67,7.0,,0.07,4.69
2019-03-28,63,7.0,,0.07,4.41
2019-03-29,91,7.0,,0.07,6.370000000000001
2019-03-30,29,7.0,,0.07,2.0300000000000002
2019-03-31,31,7.0,,0.07,2.1700000000000004
2019-04-01,45,8.0,False,0.08,3.6
2019-04-02,70,8.0,,0.08,5.6000000000000005
2019-04-03,26,8.0,,0.08,2.08
2019-04-04,37,8.0,,0.08,2.96
2019-04-05,40,8.0,,0.08,3.2
2019-04-06,13,8.0,,0.08,1.04
2019-04-07,13,8.0,,0.08,1.04
2019-04-08,57,8.0,,0.08,4.5600000000000005
2019-04-09,31,8.0,,0.08,2.48
2019-04-10,42,8.0,,0.08,3.36
2019-04-11,55,8.0,,0.08,4.4
2019-04-12,71,8.0,,0.08,5.68
2019-04-13,17,8.0,,0.08,1.36
2019-04-14,8,8.0,,0.08,0.64
2019-04-15,48,8.0,,0.08,3.84
2019-04-16,52,8.0,,0.08,4.16
2019-04-17,77,8.0,,0.08,6.16
2019-04-18,86,8.0,,0.08,6.88
2019-04-19,32,8.0,,0.08,2.56
2019-04-20,26,8.0,,0.08,2.08
2019-04-21,14,8.0,,0.08,1.12
2019-04-22,76,8.0,,0.08,6.08
2019-04-23,58,8.0,,0.08,4.64
2019-04-24,62,8.0,,0.08,4.96
2019-04-25,57,8.0,,0.08,4.5600000000000005
2019-04-26,54,8.0,,0.08,4.32
2019-04-27,15,8.0,,0.08,1.2
2019-04-28,10,8.0,,0.08,0.8
2019-04-29,71,8.0,,0.08,5.68
2019-04-30,100,8.0,,0.08,8.0
2019-05-01,96,7.0,False,0.07,6.720000000000001
2019-05-02,77,7.0,,0.07,5.390000000000001
2019-05-03,95,7.0,,0.07,6.65
2019-05-04,34,7.0,,0.07,2.3800000000000003
2019-05-05,31,7.0,,0.07,2.1700000000000004
2019-05-06,90,7.0,,0.07,6.300000000000001
2019-05-07,100,7.0,,0.07,7.000000000000001
2019-05-08,96,7.0,,0.07,6.720000000000001
2019-05-09,74,7.0,,0.07,5.180000000000001
2019-05-10,76,7.0,,0.07,5.32
2019-05-11,21,7.0,,0.07,1.4700000000000002
2019-05-12,21,7.0,,0.07,1.4700000000000002
2019-05-13,73,7.0,,0.07,5.11
2019-05-14,78,7.0,,0.07,5.460000000000001
2019-05-15,73,7.0,,0.07,5.11
2019-05-16,80,7.0,,0.07,5.6000000000000005
2019-05-17,59,7.0,,0.07,4.130000000000001
2019-05-18,32,7.0,,0.07,2.24
2019-05-19,21,7.0,,0.07,1.4700000000000002
2019-05-20,68,7.0,,0.07,4.760000000000001
2019-05-21,68,7.0,,0.07,4.760000000000001
2019-05-22,70,7.0,,0.07,4.9
2019-05-23,44,7.0,,0.07,3.08
2019-05-24,64,7.0,,0.07,4.48
2019-05-25,25,7.0,,0.07,1.7500000000000002
2019-05-26,11,7.0,,0.07,0.77
2019-05-27,10,7.0,,0.07,0.7000000000000001
2019-05-28,76,7.0,,0.07,5.32
2019-05-29,82,7.0,,0.07,5.74
2019-05-30,68,7.0,,0.07,4.760000000000001
2019-05-31,71,7.0,,0.07,4.970000000000001
2019-06-01,12,8.0,False,0.08,0.96
2019-06-02,17,8.0,,0.08,1.36
2019-06-03,64,8.0,,0.08,5.12
2019-06-04,67,8.0,,0.08,5.36
2019-06-05,90,8.0,,0.08,7.2
2019-06-06,69,8.0,,0.08,5.5200000000000005
2019-06-07,78,8.0,,0.08,6.24
2019-06-08,29,8.0,,0.08,2.32
2019-06-09,20,8.0,,0.08,1.6
2019-06-10,78,8.0,,0.08,6.24
2019-06-11,56,8.0,,0.08,4.48
2019-06-12,57,8.0,,0.08,4.5600000000000005
2019-06-13,55,8.0,,0.08,4.4
2019-06-14,48,8.0,,0.08,3.84
2019-06-15,26,8.0,,0.08,2.08
2019-06-16,14,8.0,,0.08,1.12
2019-06-17,91,8.0,,0.08,7.28
2019-06-18,94,8.0,,0.08,7.5200000000000005
2019-06-19,81,8.0,,0.08,6.48
2019-06-20,100,8.0,,0.08,8.0
2019-06-21,78,8.0,,0.08,6.24
2019-06-22,15,8.0,,0.08,1.2
2019-06-23,9,8.0,,0.08,0.72
2019-06-24,42,8.0,,0.08,3.36
2019-06-25,95,8.0,,0.08,7.6000000000000005
2019-06-26,56,8.0,,0.08,4.48
2019-06-27,69,8.0,,0.08,5.5200000000000005
2019-06-28,100,8.0,,0.08,8.0
2019-06-29,12,8.0,,0.08,0.96
2019-06-30,18,8.0,,0.08,1.44
2019-07-01,50,9.0,False,0.09,4.5
2019-07-02,34,9.0,,0.09,3.06
2019-07-03,46,9.0,,0.09,4.14
2019-07-04,16,9.0,,0.09,1.44
2019-07-05,30,9.0,,0.09,2.6999999999999997
2019-07-06,6,9.0,,0.09,0.54
2019-07-07,8,9.0,,0.09,0.72
2019-07-08,35,9.0,,0.09,3.15
2019-07-09,40,9.0,,0.09,3.5999999999999996
2019-07-10,30,9.0,,0.09,2.6999999999999997
2019-07-11,52,9.0,,0.09,4.68
2019-07-12,52,9.0,,0.09,4.68
2019-07-13,7,9.0,,0.09,0.63
2019-07-14,13,9.0,,0.09,1.17
2019-07-15,38,9.0,,0.09,3.42
2019-07-16,42,9.0,,0.09,3.78
2019-07-17,38,9.0,,0.09,3.42
2019-07-18,32,9.0,,0.09,2.88
2019-07-19,44,9.0,,0.09,3.96
2019-07-20,11,9.0,,0.09,0.99
2019-07-21,6,9.0,,0.09,0.54
2019-07-22,29,9.0,,0.09,2.61
2019-07-23,33,9.0,,0.09,2.9699999999999998
2019-07-24,53,9.0,,0.09,4.77
2019-07-25,43,9.0,,0.09,3.8699999999999997
2019-07-26,25,9.0,,0.09,2.25
2019-07-27,21,9.0,,0.09,1.89
2019-07-28,15,9.0,,0.09,1.3499999999999999
2019-07-29,93,9.0,,0.09,8.37
