date,NG_unscaled,NG_monthly,isPartial,scale,NG
2019-08-01,85,71.0,False,0.71,60.349999999999994
2019-08-02,88,71.0,,0.71,62.48
2019-08-03,71,71.0,,0.71,50.41
2019-08-04,72,71.0,,0.71,51.12
2019-08-05,91,71.0,,0.71,64.61
2019-08-06,84,71.0,,0.71,59.64
2019-08-07,82,71.0,,0.71,58.22
2019-08-08,94,71.0,,0.71,66.74
2019-08-09,97,71.0,,0.71,68.86999999999999
2019-08-10,64,71.0,,0.71,45.44
2019-08-11,71,71.0,,0.71,50.41
2019-08-12,93,71.0,,0.71,66.03
2019-08-13,88,71.0,,0.71,62.48
2019-08-14,81,71.0,,0.71,57.51
2019-08-15,84,71.0,,0.71,59.64
2019-08-16,89,71.0,,0.71,63.19
2019-08-17,75,71.0,,0.71,53.25
2019-08-18,71,71.0,,0.71,50.41
2019-08-19,95,71.0,,0.71,67.45
2019-08-20,88,71.0,,0.71,62.48
2019-08-21,92,71.0,,0.71,65.32
2019-08-22,100,71.0,,0.71,71.0
2019-08-23,93,71.0,,0.71,66.03
2019-08-24,83,71.0,,0.71,58.93
2019-08-25,78,71.0,,0.71,55.379999999999995
2019-08-26,86,71.0,,0.71,61.059999999999995
2019-08-27,99,71.0,,0.71,70.28999999999999
2019-08-28,93,71.0,,0.71,66.03
2019-08-29,97,71.0,,0.71,68.86999999999999
2019-08-30,94,71.0,,0.71,66.74
2019-08-31,80,71.0,,0.71,56.8
2019-09-01,67,78.0,False,0.78,52.260000000000005
2019-09-02,74,78.0,,0.78,57.72
2019-09-03,86,78.0,,0.78,67.08
2019-09-04,89,78.0,,0.78,69.42
2019-09-05,98,78.0,,0.78,76.44
2019-09-06,95,78.0,,0.78,74.10000000000001
2019-09-07,68,78.0,,0.78,53.04
2019-09-08,64,78.0,,0.78,49.92
2019-09-09,100,78.0,,0.78,78.0
2019-09-10,95,78.0,,0.78,74.10000000000001
2019-09-11,98,78.0,,0.78,76.44
2019-09-12,82,78.0,,0.78,63.96
2019-09-13,89,78.0,,0.78,69.42
2019-09-14,93,78.0,,0.78,72.54
2019-09-15,70,78.0,,0.78,54.6
2019-09-16,93,78.0,,0.78,72.54
2019-09-17,94,78.0,,0.78,73.32000000000001
2019-09-18,94,78.0,,0.78,73.32000000000001
2019-09-19,86,78.0,,0.78,67.08
2019-09-20,87,78.0,,0.78,67.86
2019-09-21,64,78.0,,0.78,49.92
2019-09-22,68,78.0,,0.78,53.04
2019-09-23,81,78.0,,0.78,63.18
2019-09-24,87,78.0,,0.78,67.86
2019-09-25,93,78.0,,0.78,72.54
2019-09-26,89,78.0,,0.78,69.42
2019-09-27,93,78.0,,0.78,72.54
2019-09-28,97,78.0,,0.78,75.66
2019-09-29,86,78.0,,0.78,67.08
2019-09-30,94,78.0,,0.78,73.32000000000001
2019-10-01,88,75.0,False,0.75,66.0
2019-10-02,89,75.0,,0.75,66.75
2019-10-03,84,75.0,,0.75,63.0
2019-10-04,82,75.0,,0.75,61.5
2019-10-05,66,75.0,,0.75,49.5
2019-10-06,62,75.0,,0.75,46.5
2019-10-07,82,75.0,,0.75,61.5
2019-10-08,97,75.0,,0.75,72.75
2019-10-09,97,75.0,,0.75,72.75
2019-10-10,91,75.0,,0.75,68.25
2019-10-11,100,75.0,,0.75,75.0
2019-10-12,71,75.0,,0.75,53.25
2019-10-13,73,75.0,,0.75,54.75
2019-10-14,95,75.0,,0.75,71.25
2019-10-15,92,75.0,,0.75,69.0
2019-10-16,93,75.0,,0.75,69.75
2019-10-17,85,75.0,,0.75,63.75
2019-10-18,84,75.0,,0.75,63.0
2019-10-19,79,75.0,,0.75,59.25
2019-10-20,53,75.0,,0.75,39.75
2019-10-21,91,75.0,,0.75,68.25
2019-10-22,91,75.0,,0.75,68.25
2019-10-23,80,75.0,,0.75,60.0
2019-10-24,77,75.0,,0.75,57.75
2019-10-25,67,75.0,,0.75,50.25
2019-10-26,70,75.0,,0.75,52.5
2019-10-27,68,75.0,,0.75,51.0
2019-10-28,76,75.0,,0.75,57.0
2019-10-29,84,75.0,,0.75,63.0
2019-10-30,74,75.0,,0.75,55.5
2019-10-31,84,75.0,,0.75,63.0
2019-11-01,92,69.0,False,0.69,63.48
2019-11-02,67,69.0,,0.69,46.23
2019-11-03,67,69.0,,0.69,46.23
2019-11-04,92,69.0,,0.69,63.48
2019-11-05,96,69.0,,0.69,66.24
2019-11-06,95,69.0,,0.69,65.55
2019-11-07,98,69.0,,0.69,67.61999999999999
2019-11-08,88,69.0,,0.69,60.72
2019-11-09,69,69.0,,0.69,47.61
2019-11-10,71,69.0,,0.69,48.989999999999995
2019-11-11,95,69.0,,0.69,65.55
2019-11-12,80,69.0,,0.69,55.199999999999996
2019-11-13,86,69.0,,0.69,59.339999999999996
2019-11-14,100,69.0,,0.69,69.0
2019-11-15,88,69.0,,0.69,60.72
2019-11-16,77,69.0,,0.69,53.129999999999995
2019-11-17,72,69.0,,0.69,49.67999999999999
2019-11-18,93,69.0,,0.69,64.17
2019-11-19,98,69.0,,0.69,67.61999999999999
2019-11-20,84,69.0,,0.69,57.959999999999994
2019-11-21,87,69.0,,0.69,60.029999999999994
2019-11-22,83,69.0,,0.69,57.269999999999996
2019-11-23,63,69.0,,0.69,43.47
2019-11-24,69,69.0,,0.69,47.61
2019-11-25,83,69.0,,0.69,57.269999999999996
2019-11-26,85,69.0,,0.69,58.65
2019-11-27,86,69.0,,0.69,59.339999999999996
2019-11-28,81,69.0,,0.69,55.88999999999999
2019-11-29,60,69.0,,0.69,41.4
2019-11-30,66,69.0,,0.69,45.54
2019-12-01,69,63.0,False,0.63,43.47
2019-12-02,76,63.0,,0.63,47.88
2019-12-03,93,63.0,,0.63,58.59
2019-12-04,88,63.0,,0.63,55.44
2019-12-05,97,63.0,,0.63,61.11
2019-12-06,86,63.0,,0.63,54.18
2019-12-07,72,63.0,,0.63,45.36
2019-12-08,80,63.0,,0.63,50.4
2019-12-09,85,63.0,,0.63,53.55
2019-12-10,88,63.0,,0.63,55.44
2019-12-11,94,63.0,,0.63,59.22
2019-12-12,77,63.0,,0.63,48.51
2019-12-13,81,63.0,,0.63,51.03
2019-12-14,58,63.0,,0.63,36.54
2019-12-15,71,63.0,,0.63,44.73
2019-12-16,79,63.0,,0.63,49.77
2019-12-17,100,63.0,,0.63,63.0
2019-12-18,75,63.0,,0.63,47.25
2019-12-19,84,63.0,,0.63,52.92
2019-12-20,75,63.0,,0.63,47.25
2019-12-21,82,63.0,,0.63,51.660000000000004
2019-12-22,75,63.0,,0.63,47.25
2019-12-23,82,63.0,,0.63,51.660000000000004
2019-12-24,68,63.0,,0.63,42.84
2019-12-25,64,63.0,,0.63,40.32
2019-12-26,78,63.0,,0.63,49.14
2019-12-27,76,63.0,,0.63,47.88
2019-12-28,63,63.0,,0.63,39.69
2019-12-29,65,63.0,,0.63,40.95
2019-12-30,86,63.0,,0.63,54.18
2019-12-31,71,63.0,,0.63,44.73
2020-01-01,68,70.0,False,0.7,47.599999999999994
2020-01-02,77,70.0,,0.7,53.9
2020-01-03,85,70.0,,0.7,59.49999999999999
2020-01-04,71,70.0,,0.7,49.699999999999996
2020-01-05,82,70.0,,0.7,57.4
2020-01-06,79,70.0,,0.7,55.3
2020-01-07,84,70.0,,0.7,58.8
2020-01-08,100,70.0,,0.7,70.0
2020-01-09,89,70.0,,0.7,62.3
2020-01-10,98,70.0,,0.7,68.6
2020-01-11,68,70.0,,0.7,47.599999999999994
2020-01-12,76,70.0,,0.7,53.199999999999996
2020-01-13,90,70.0,,0.7,62.99999999999999
2020-01-14,88,70.0,,0.7,61.599999999999994
2020-01-15,90,70.0,,0.7,62.99999999999999
2020-01-16,80,70.0,,0.7,56.0
2020-01-17,92,70.0,,0.7,64.39999999999999
2020-01-18,70,70.0,,0.7,49.0
2020-01-19,77,70.0,,0.7,53.9
2020-01-20,80,70.0,,0.7,56.0
2020-01-21,96,70.0,,0.7,67.19999999999999
2020-01-22,92,70.0,,0.7,64.39999999999999
2020-01-23,92,70.0,,0.7,64.39999999999999
2020-01-24,96,70.0,,0.7,67.19999999999999
2020-01-25,74,70.0,,0.7,51.8
2020-01-26,58,70.0,,0.7,40.599999999999994
2020-01-27,78,70.0,,0.7,54.599999999999994
2020-01-28,89,70.0,,0.7,62.3
2020-01-29,89,70.0,,0.7,62.3
2020-01-30,94,70.0,,0.7,65.8
2020-01-31,97,70.0,,0.7,67.89999999999999
2020-02-01,75,71.0,False,0.71,53.25
2020-02-02,67,71.0,,0.71,47.57
2020-02-03,89,71.0,,0.71,63.19
2020-02-04,83,71.0,,0.71,58.93
2020-02-05,93,71.0,,0.71,66.03
2020-02-06,90,71.0,,0.71,63.9
2020-02-07,87,71.0,,0.71,61.769999999999996
2020-02-08,68,71.0,,0.71,48.28
2020-02-09,68,71.0,,0.71,48.28
2020-02-10,92,71.0,,0.71,65.32
2020-02-11,89,71.0,,0.71,63.19
2020-02-12,100,71.0,,0.71,71.0
2020-02-13,82,71.0,,0.71,58.22
2020-02-14,85,71.0,,0.71,60.349999999999994
2020-02-15,86,71.0,,0.71,61.059999999999995
2020-02-16,69,71.0,,0.71,48.989999999999995
2020-02-17,85,71.0,,0.71,60.349999999999994
2020-02-18,91,71.0,,0.71,64.61
2020-02-19,96,71.0,,0.71,68.16
2020-02-20,90,71.0,,0.71,63.9
2020-02-21,85,71.0,,0.71,60.349999999999994
2020-02-22,81,71.0,,0.71,57.51
2020-02-23,80,71.0,,0.71,56.8
2020-02-24,80,71.0,,0.71,56.8
2020-02-25,93,71.0,,0.71,66.03
2020-02-26,82,71.0,,0.71,58.22
2020-02-27,81,71.0,,0.71,57.51
2020-02-28,75,71.0,,0.71,53.25
2020-02-29,59,71.0,,0.71,41.89
2020-03-01,97,71.0,False,0.71,68.86999999999999
2020-03-02,83,71.0,,0.71,58.93
2020-03-03,92,71.0,,0.71,65.32
2020-03-04,86,71.0,,0.71,61.059999999999995
2020-03-05,90,71.0,,0.71,63.9
2020-03-06,88,71.0,,0.71,62.48
2020-03-07,82,71.0,,0.71,58.22
2020-03-08,79,71.0,,0.71,56.089999999999996
2020-03-09,81,71.0,,0.71,57.51
2020-03-10,100,71.0,,0.71,71.0
2020-03-11,88,71.0,,0.71,62.48
2020-03-12,82,71.0,,0.71,58.22
2020-03-13,80,71.0,,0.71,56.8
2020-03-14,79,71.0,,0.71,56.089999999999996
2020-03-15,79,71.0,,0.71,56.089999999999996
2020-03-16,87,71.0,,0.71,61.769999999999996
2020-03-17,92,71.0,,0.71,65.32
2020-03-18,92,71.0,,0.71,65.32
2020-03-19,97,71.0,,0.71,68.86999999999999
2020-03-20,91,71.0,,0.71,64.61
2020-03-21,90,71.0,,0.71,63.9
2020-03-22,94,71.0,,0.71,66.74
2020-03-23,87,71.0,,0.71,61.769999999999996
2020-03-24,94,71.0,,0.71,66.74
2020-03-25,92,71.0,,0.71,65.32
2020-03-26,99,71.0,,0.71,70.28999999999999
2020-03-27,92,71.0,,0.71,65.32
2020-03-28,86,71.0,,0.71,61.059999999999995
2020-03-29,94,71.0,,0.71,66.74
2020-03-30,87,71.0,,0.71,61.769999999999996
2020-03-31,93,71.0,,0.71,66.03
2020-04-01,65,81.0,False,0.81,52.650000000000006
2020-04-02,71,81.0,,0.81,57.510000000000005
2020-04-03,69,81.0,,0.81,55.89
2020-04-04,63,81.0,,0.81,51.03
2020-04-05,100,81.0,,0.81,81.0
2020-04-06,77,81.0,,0.81,62.370000000000005
2020-04-07,67,81.0,,0.81,54.27
2020-04-08,69,81.0,,0.81,55.89
2020-04-09,73,81.0,,0.81,59.13
2020-04-10,70,81.0,,0.81,56.7
2020-04-11,70,81.0,,0.81,56.7
2020-04-12,66,81.0,,0.81,53.46
2020-04-13,66,81.0,,0.81,53.46
2020-04-14,70,81.0,,0.81,56.7
2020-04-15,65,81.0,,0.81,52.650000000000006
2020-04-16,62,81.0,,0.81,50.220000000000006
2020-04-17,66,81.0,,0.81,53.46
2020-04-18,68,81.0,,0.81,55.080000000000005
2020-04-19,61,81.0,,0.81,49.410000000000004
2020-04-20,66,81.0,,0.81,53.46
2020-04-21,66,81.0,,0.81,53.46
2020-04-22,73,81.0,,0.81,59.13
2020-04-23,76,81.0,,0.81,61.56
2020-04-24,60,81.0,,0.81,48.6
2020-04-25,60,81.0,,0.81,48.6
2020-04-26,69,81.0,,0.81,55.89
2020-04-27,67,81.0,,0.81,54.27
2020-04-28,70,81.0,,0.81,56.7
2020-04-29,72,81.0,,0.81,58.32000000000001
2020-04-30,71,81.0,,0.81,57.510000000000005
2020-05-01,82,77.0,False,0.77,63.14
2020-05-02,83,77.0,,0.77,63.910000000000004
2020-05-03,91,77.0,,0.77,70.07000000000001
2020-05-04,94,77.0,,0.77,72.38
2020-05-05,89,77.0,,0.77,68.53
2020-05-06,83,77.0,,0.77,63.910000000000004
2020-05-07,95,77.0,,0.77,73.15
2020-05-08,92,77.0,,0.77,70.84
2020-05-09,71,77.0,,0.77,54.67
2020-05-10,80,77.0,,0.77,61.6
2020-05-11,91,77.0,,0.77,70.07000000000001
2020-05-12,76,77.0,,0.77,58.52
2020-05-13,89,77.0,,0.77,68.53
2020-05-14,86,77.0,,0.77,66.22
2020-05-15,86,77.0,,0.77,66.22
2020-05-16,74,77.0,,0.77,56.980000000000004
2020-05-17,78,77.0,,0.77,60.06
2020-05-18,95,77.0,,0.77,73.15
2020-05-19,92,77.0,,0.77,70.84
2020-05-20,97,77.0,,0.77,74.69
2020-05-21,97,77.0,,0.77,74.69
2020-05-22,89,77.0,,0.77,68.53
2020-05-23,73,77.0,,0.77,56.21
2020-05-24,88,77.0,,0.77,67.76
2020-05-25,84,77.0,,0.77,64.68
2020-05-26,91,77.0,,0.77,70.07000000000001
2020-05-27,100,77.0,,0.77,77.0
2020-05-28,92,77.0,,0.77,70.84
2020-05-29,91,77.0,,0.77,70.07000000000001
2020-05-30,82,77.0,,0.77,63.14
2020-05-31,89,77.0,,0.77,68.53
2020-06-01,92,76.0,False,0.76,69.92
2020-06-02,89,76.0,,0.76,67.64
2020-06-03,100,76.0,,0.76,76.0
2020-06-04,79,76.0,,0.76,60.04
2020-06-05,84,76.0,,0.76,63.84
2020-06-06,79,76.0,,0.76,60.04
2020-06-07,81,76.0,,0.76,61.56
2020-06-08,89,76.0,,0.76,67.64
2020-06-09,84,76.0,,0.76,63.84
2020-06-10,86,76.0,,0.76,65.36
2020-06-11,91,76.0,,0.76,69.16
2020-06-12,93,76.0,,0.76,70.68
2020-06-13,79,76.0,,0.76,60.04
2020-06-14,77,76.0,,0.76,58.52
2020-06-15,92,76.0,,0.76,69.92
2020-06-16,80,76.0,,0.76,60.8
2020-06-17,84,76.0,,0.76,63.84
2020-06-18,95,76.0,,0.76,72.2
2020-06-19,90,76.0,,0.76,68.4
2020-06-20,79,76.0,,0.76,60.04
2020-06-21,75,76.0,,0.76,57.0
2020-06-22,84,76.0,,0.76,63.84
2020-06-23,90,76.0,,0.76,68.4
2020-06-24,90,76.0,,0.76,68.4
2020-06-25,89,76.0,,0.76,67.64
2020-06-26,89,76.0,,0.76,67.64
2020-06-27,76,76.0,,0.76,57.76
2020-06-28,83,76.0,,0.76,63.08
2020-06-29,90,76.0,,0.76,68.4
2020-06-30,86,76.0,,0.76,65.36
2020-07-01,65,72.0,False,0.72,46.8
2020-07-02,65,72.0,,0.72,46.8
2020-07-03,64,72.0,,0.72,46.08
2020-07-04,70,72.0,,0.72,50.4
2020-07-05,73,72.0,,0.72,52.559999999999995
2020-07-06,100,72.0,,0.72,72.0
2020-07-07,75,72.0,,0.72,54.0
2020-07-08,73,72.0,,0.72,52.559999999999995
2020-07-09,61,72.0,,0.72,43.92
2020-07-10,70,72.0,,0.72,50.4
2020-07-11,71,72.0,,0.72,51.12
2020-07-12,59,72.0,,0.72,42.48
2020-07-13,77,72.0,,0.72,55.44
2020-07-14,68,72.0,,0.72,48.96
2020-07-15,75,72.0,,0.72,54.0
2020-07-16,69,72.0,,0.72,49.68
2020-07-17,72,72.0,,0.72,51.839999999999996
2020-07-18,53,72.0,,0.72,38.16
2020-07-19,55,72.0,,0.72,39.6
2020-07-20,66,72.0,,0.72,47.519999999999996
2020-07-21,81,72.0,,0.72,58.32
2020-07-22,73,72.0,,0.72,52.559999999999995
2020-07-23,78,72.0,,0.72,56.16
2020-07-24,78,72.0,,0.72,56.16
2020-07-25,59,72.0,,0.72,42.48
2020-07-26,69,72.0,,0.72,49.68
2020-07-27,87,72.0,,0.72,62.64
2020-07-28,77,72.0,,0.72,55.44
2020-07-29,79,72.0,,0.72,56.879999999999995
2020-07-30,73,72.0,,0.72,52.559999999999995
2020-07-31,62,72.0,,0.72,44.64
2020-08-01,78,71.0,False,0.71,55.379999999999995
2020-08-02,86,71.0,,0.71,61.059999999999995
2020-08-03,91,71.0,,0.71,64.61
2020-08-04,86,71.0,,0.71,61.059999999999995
2020-08-05,79,71.0,,0.71,56.089999999999996
2020-08-06,100,71.0,,0.71,71.0
2020-08-07,91,71.0,,0.71,64.61
2020-08-08,80,71.0,,0.71,56.8
2020-08-09,76,71.0,,0.71,53.959999999999994
2020-08-10,90,71.0,,0.71,63.9
2020-08-11,97,71.0,,0.71,68.86999999999999
2020-08-12,87,71.0,,0.71,61.769999999999996
2020-08-13,92,71.0,,0.71,65.32
2020-08-14,83,71.0,,0.71,58.93
2020-08-15,75,71.0,,0.71,53.25
2020-08-16,69,71.0,,0.71,48.989999999999995
2020-08-17,77,71.0,,0.71,54.669999999999995
2020-08-18,79,71.0,,0.71,56.089999999999996
2020-08-19,81,71.0,,0.71,57.51
2020-08-20,84,71.0,,0.71,59.64
2020-08-21,76,71.0,,0.71,53.959999999999994
2020-08-22,79,71.0,,0.71,56.089999999999996
2020-08-23,79,71.0,,0.71,56.089999999999996
2020-08-24,86,71.0,,0.71,61.059999999999995
2020-08-25,85,71.0,,0.71,60.349999999999994
2020-08-26,79,71.0,,0.71,56.089999999999996
2020-08-27,78,71.0,,0.71,55.379999999999995
2020-08-28,78,71.0,,0.71,55.379999999999995
2020-08-29,74,71.0,,0.71,52.54
2020-08-30,84,71.0,,0.71,59.64
2020-08-31,80,71.0,,0.71,56.8
2020-09-01,90,73.0,False,0.73,65.7
2020-09-02,86,73.0,,0.73,62.78
2020-09-03,100,73.0,,0.73,73.0
2020-09-04,95,73.0,,0.73,69.35
2020-09-05,88,73.0,,0.73,64.24
2020-09-06,85,73.0,,0.73,62.05
2020-09-07,85,73.0,,0.73,62.05
2020-09-08,94,73.0,,0.73,68.62
2020-09-09,97,73.0,,0.73,70.81
2020-09-10,90,73.0,,0.73,65.7
2020-09-11,86,73.0,,0.73,62.78
2020-09-12,84,73.0,,0.73,61.32
2020-09-13,79,73.0,,0.73,57.67
2020-09-14,79,73.0,,0.73,57.67
2020-09-15,98,73.0,,0.73,71.53999999999999
2020-09-16,96,73.0,,0.73,70.08
2020-09-17,87,73.0,,0.73,63.51
2020-09-18,97,73.0,,0.73,70.81
2020-09-19,82,73.0,,0.73,59.86
2020-09-20,81,73.0,,0.73,59.129999999999995
2020-09-21,91,73.0,,0.73,66.42999999999999
2020-09-22,88,73.0,,0.73,64.24
2020-09-23,86,73.0,,0.73,62.78
2020-09-24,97,73.0,,0.73,70.81
2020-09-25,88,73.0,,0.73,64.24
2020-09-26,86,73.0,,0.73,62.78
2020-09-27,80,73.0,,0.73,58.4
2020-09-28,92,73.0,,0.73,67.16
2020-09-29,86,73.0,,0.73,62.78
2020-09-30,80,73.0,,0.73,58.4
2020-10-01,60,82.0,False,0.82,49.199999999999996
2020-10-02,52,82.0,,0.82,42.64
2020-10-03,52,82.0,,0.82,42.64
2020-10-04,42,82.0,,0.82,34.44
2020-10-05,46,82.0,,0.82,37.72
2020-10-06,56,82.0,,0.82,45.919999999999995
2020-10-07,55,82.0,,0.82,45.099999999999994
2020-10-08,54,82.0,,0.82,44.279999999999994
2020-10-09,52,82.0,,0.82,42.64
2020-10-10,45,82.0,,0.82,36.9
2020-10-11,45,82.0,,0.82,36.9
2020-10-12,50,82.0,,0.82,41.0
2020-10-13,56,82.0,,0.82,45.919999999999995
2020-10-14,57,82.0,,0.82,46.739999999999995
2020-10-15,51,82.0,,0.82,41.82
2020-10-16,45,82.0,,0.82,36.9
2020-10-17,53,82.0,,0.82,43.46
2020-10-18,43,82.0,,0.82,35.26
2020-10-19,55,82.0,,0.82,45.099999999999994
2020-10-20,64,82.0,,0.82,52.48
2020-10-21,58,82.0,,0.82,47.559999999999995
2020-10-22,60,82.0,,0.82,49.199999999999996
2020-10-23,61,82.0,,0.82,50.019999999999996
2020-10-24,40,82.0,,0.82,32.8
2020-10-25,47,82.0,,0.82,38.54
2020-10-26,100,82.0,,0.82,82.0
2020-10-27,96,82.0,,0.82,78.72
2020-10-28,83,82.0,,0.82,68.06
2020-10-29,86,82.0,,0.82,70.52
2020-10-30,60,82.0,,0.82,49.199999999999996
2020-10-31,54,82.0,,0.82,44.279999999999994
2020-11-01,16,100.0,False,1.0,16.0
2020-11-02,18,100.0,,1.0,18.0
2020-11-03,16,100.0,,1.0,16.0
2020-11-04,10,100.0,,1.0,10.0
2020-11-05,13,100.0,,1.0,13.0
2020-11-06,15,100.0,,1.0,15.0
2020-11-07,10,100.0,,1.0,10.0
2020-11-08,13,100.0,,1.0,13.0
2020-11-09,16,100.0,,1.0,16.0
2020-11-10,15,100.0,,1.0,15.0
2020-11-11,15,100.0,,1.0,15.0
2020-11-12,15,100.0,,1.0,15.0
2020-11-13,100,100.0,,1.0,100.0
2020-11-14,81,100.0,,1.0,81.0
2020-11-15,31,100.0,,1.0,31.0
2020-11-16,39,100.0,,1.0,39.0
2020-11-17,33,100.0,,1.0,33.0
2020-11-18,19,100.0,,1.0,19.0
2020-11-19,17,100.0,,1.0,17.0
2020-11-20,17,100.0,,1.0,17.0
2020-11-21,16,100.0,,1.0,16.0
2020-11-22,16,100.0,,1.0,16.0
2020-11-23,18,100.0,,1.0,18.0
2020-11-24,18,100.0,,1.0,18.0
2020-11-25,15,100.0,,1.0,15.0
2020-11-26,12,100.0,,1.0,12.0
2020-11-27,13,100.0,,1.0,13.0
2020-11-28,14,100.0,,1.0,14.0
2020-11-29,15,100.0,,1.0,15.0
2020-11-30,14,100.0,,1.0,14.0
2020-12-01,100,64.0,False,0.64,64.0
2020-12-02,100,64.0,,0.64,64.0
2020-12-03,95,64.0,,0.64,60.800000000000004
2020-12-04,88,64.0,,0.64,56.32
2020-12-05,76,64.0,,0.64,48.64
2020-12-06,87,64.0,,0.64,55.68
2020-12-07,88,64.0,,0.64,56.32
2020-12-08,92,64.0,,0.64,58.88
2020-12-09,77,64.0,,0.64,49.28
2020-12-10,90,64.0,,0.64,57.6
2020-12-11,82,64.0,,0.64,52.480000000000004
2020-12-12,72,64.0,,0.64,46.08
2020-12-13,68,64.0,,0.64,43.52
2020-12-14,84,64.0,,0.64,53.76
2020-12-15,80,64.0,,0.64,51.2
2020-12-16,76,64.0,,0.64,48.64
2020-12-17,89,64.0,,0.64,56.96
2020-12-18,85,64.0,,0.64,54.4
2020-12-19,74,64.0,,0.64,47.36
2020-12-20,74,64.0,,0.64,47.36
2020-12-21,87,64.0,,0.64,55.68
2020-12-22,77,64.0,,0.64,49.28
2020-12-23,74,64.0,,0.64,47.36
2020-12-24,70,64.0,,0.64,44.800000000000004
2020-12-25,84,64.0,,0.64,53.76
2020-12-26,75,64.0,,0.64,48.0
2020-12-27,76,64.0,,0.64,48.64
2020-12-28,83,64.0,,0.64,53.120000000000005
2020-12-29,81,64.0,,0.64,51.84
2020-12-30,79,64.0,,0.64,50.56
2020-12-31,81,64.0,,0.64,51.84
2021-01-01,66,66.0,False,0.66,43.56
2021-01-02,55,66.0,,0.66,36.300000000000004
2021-01-03,66,66.0,,0.66,43.56
2021-01-04,76,66.0,,0.66,50.160000000000004
2021-01-05,79,66.0,,0.66,52.14
2021-01-06,70,66.0,,0.66,46.2
2021-01-07,78,66.0,,0.66,51.480000000000004
2021-01-08,77,66.0,,0.66,50.82
2021-01-09,64,66.0,,0.66,42.24
2021-01-10,59,66.0,,0.66,38.940000000000005
2021-01-11,72,66.0,,0.66,47.52
2021-01-12,76,66.0,,0.66,50.160000000000004
2021-01-13,81,66.0,,0.66,53.46
2021-01-14,85,66.0,,0.66,56.1
2021-01-15,78,66.0,,0.66,51.480000000000004
2021-01-16,69,66.0,,0.66,45.54
2021-01-17,64,66.0,,0.66,42.24
2021-01-18,75,66.0,,0.66,49.5
2021-01-19,92,66.0,,0.66,60.720000000000006
2021-01-20,83,66.0,,0.66,54.78
2021-01-21,100,66.0,,0.66,66.0
2021-01-22,74,66.0,,0.66,48.84
2021-01-23,72,66.0,,0.66,47.52
2021-01-24,69,66.0,,0.66,45.54
2021-01-25,86,66.0,,0.66,56.760000000000005
2021-01-26,78,66.0,,0.66,51.480000000000004
2021-01-27,82,66.0,,0.66,54.120000000000005
2021-01-28,77,66.0,,0.66,50.82
2021-01-29,72,66.0,,0.66,47.52
2021-01-30,77,66.0,,0.66,50.82
2021-01-31,71,66.0,,0.66,46.86
2021-02-01,71,71.0,False,0.71,50.41
2021-02-02,82,71.0,,0.71,58.22
2021-02-03,77,71.0,,0.71,54.669999999999995
2021-02-04,75,71.0,,0.71,53.25
2021-02-05,74,71.0,,0.71,52.54
2021-02-06,74,71.0,,0.71,52.54
2021-02-07,64,71.0,,0.71,45.44
2021-02-08,74,71.0,,0.71,52.54
2021-02-09,80,71.0,,0.71,56.8
2021-02-10,78,71.0,,0.71,55.379999999999995
2021-02-11,77,71.0,,0.71,54.669999999999995
2021-02-12,76,71.0,,0.71,53.959999999999994
2021-02-13,58,71.0,,0.71,41.18
2021-02-14,72,71.0,,0.71,51.12
2021-02-15,69,71.0,,0.71,48.989999999999995
2021-02-16,76,71.0,,0.71,53.959999999999994
2021-02-17,73,71.0,,0.71,51.83
2021-02-18,78,71.0,,0.71,55.379999999999995
2021-02-19,73,71.0,,0.71,51.83
2021-02-20,73,71.0,,0.71,51.83
2021-02-21,63,71.0,,0.71,44.73
2021-02-22,63,71.0,,0.71,44.73
2021-02-23,68,71.0,,0.71,48.28
2021-02-24,73,71.0,,0.71,51.83
2021-02-25,72,71.0,,0.71,51.12
2021-02-26,68,71.0,,0.71,48.28
2021-02-27,96,71.0,,0.71,68.16
2021-02-28,100,71.0,,0.71,71.0
2021-03-01,85,70.0,False,0.7,59.49999999999999
2021-03-02,100,70.0,,0.7,70.0
2021-03-03,75,70.0,,0.7,52.5
2021-03-04,95,70.0,,0.7,66.5
2021-03-05,86,70.0,,0.7,60.199999999999996
2021-03-06,73,70.0,,0.7,51.099999999999994
2021-03-07,74,70.0,,0.7,51.8
2021-03-08,86,70.0,,0.7,60.199999999999996
2021-03-09,86,70.0,,0.7,60.199999999999996
2021-03-10,83,70.0,,0.7,58.099999999999994
2021-03-11,76,70.0,,0.7,53.199999999999996
2021-03-12,72,70.0,,0.7,50.4
2021-03-13,63,70.0,,0.7,44.099999999999994
2021-03-14,70,70.0,,0.7,49.0
2021-03-15,98,70.0,,0.7,68.6
2021-03-16,80,70.0,,0.7,56.0
2021-03-17,80,70.0,,0.7,56.0
2021-03-18,80,70.0,,0.7,56.0
2021-03-19,80,70.0,,0.7,56.0
2021-03-20,66,70.0,,0.7,46.199999999999996
2021-03-21,79,70.0,,0.7,55.3
2021-03-22,78,70.0,,0.7,54.599999999999994
2021-03-23,91,70.0,,0.7,63.699999999999996
2021-03-24,76,70.0,,0.7,53.199999999999996
2021-03-25,81,70.0,,0.7,56.699999999999996
2021-03-26,78,70.0,,0.7,54.599999999999994
2021-03-27,84,70.0,,0.7,58.8
2021-03-28,70,70.0,,0.7,49.0
