date,SPXU_unscaled,SPXU_monthly,isPartial,scale,SPXU
2021-11-16,39,7.0,,0.07,2.7300000000000004
2021-11-17,0,7.0,,0.07,0.0
2021-11-18,14,7.0,,0.07,0.9800000000000001
2021-11-19,28,7.0,,0.07,1.9600000000000002
2021-11-20,0,7.0,,0.07,0.0
2021-11-21,0,7.0,,0.07,0.0
2021-11-22,0,7.0,,0.07,0.0
2021-11-23,14,7.0,,0.07,0.9800000000000001
2021-11-24,41,7.0,,0.07,2.87
2021-11-25,15,7.0,,0.07,1.05
2021-11-26,100,7.0,,0.07,7.000000000000001
2021-11-27,0,7.0,,0.07,0.0
2021-11-28,0,7.0,,0.07,0.0
2021-11-29,13,7.0,,0.07,0.9100000000000001
2021-11-30,26,7.0,,0.07,1.8200000000000003
2021-12-01,59,8.0,False,0.08,4.72
2021-12-02,15,8.0,,0.08,1.2
2021-12-03,47,8.0,,0.08,3.7600000000000002
2021-12-04,0,8.0,,0.08,0.0
2021-12-05,17,8.0,,0.08,1.36
2021-12-06,30,8.0,,0.08,2.4
2021-12-07,15,8.0,,0.08,1.2
2021-12-08,63,8.0,,0.08,5.04
2021-12-09,16,8.0,,0.08,1.28
2021-12-10,16,8.0,,0.08,1.28
2021-12-11,0,8.0,,0.08,0.0
2021-12-12,34,8.0,,0.08,2.72
2021-12-13,16,8.0,,0.08,1.28
2021-12-14,47,8.0,,0.08,3.7600000000000002
2021-12-15,47,8.0,,0.08,3.7600000000000002
2021-12-16,33,8.0,,0.08,2.64
2021-12-17,33,8.0,,0.08,2.64
2021-12-18,0,8.0,,0.08,0.0
2021-12-19,0,8.0,,0.08,0.0
2021-12-20,100,8.0,,0.08,8.0
2021-12-21,33,8.0,,0.08,2.64
2021-12-22,0,8.0,,0.08,0.0
2021-12-23,34,8.0,,0.08,2.72
2021-12-24,0,8.0,,0.08,0.0
2021-12-25,0,8.0,,0.08,0.0
2021-12-26,18,8.0,,0.08,1.44
2021-12-27,65,8.0,,0.08,5.2
2021-12-28,32,8.0,,0.08,2.56
2021-12-29,32,8.0,,0.08,2.56
2021-12-30,0,8.0,,0.08,0.0
2021-12-31,0,8.0,,0.08,0.0
