date,SPXU_unscaled,SPXU_monthly,isPartial,scale,SPXU
2020-03-28,23,100.0,,1.0,23.0
2020-03-29,23,100.0,,1.0,23.0
2020-03-30,74,100.0,,1.0,74.0
2020-03-31,61,100.0,,1.0,61.0
2020-04-01,100,83.0,False,0.83,83.0
2020-04-02,81,83.0,,0.83,67.22999999999999
2020-04-03,70,83.0,,0.83,58.099999999999994
2020-04-04,11,83.0,,0.83,9.129999999999999
2020-04-05,6,83.0,,0.83,4.9799999999999995
2020-04-06,60,83.0,,0.83,49.8
2020-04-07,62,83.0,,0.83,51.46
2020-04-08,55,83.0,,0.83,45.65
2020-04-09,61,83.0,,0.83,50.629999999999995
2020-04-10,23,83.0,,0.83,19.09
2020-04-11,4,83.0,,0.83,3.32
2020-04-12,11,83.0,,0.83,9.129999999999999
2020-04-13,49,83.0,,0.83,40.669999999999995
2020-04-14,56,83.0,,0.83,46.48
2020-04-15,52,83.0,,0.83,43.16
2020-04-16,53,83.0,,0.83,43.989999999999995
2020-04-17,64,83.0,,0.83,53.12
2020-04-18,10,83.0,,0.83,8.299999999999999
2020-04-19,17,83.0,,0.83,14.11
2020-04-20,60,83.0,,0.83,49.8
2020-04-21,72,83.0,,0.83,59.76
2020-04-22,25,83.0,,0.83,20.75
2020-04-23,41,83.0,,0.83,34.03
2020-04-24,35,83.0,,0.83,29.049999999999997
2020-04-25,6,83.0,,0.83,4.9799999999999995
2020-04-26,6,83.0,,0.83,4.9799999999999995
2020-04-27,36,83.0,,0.83,29.88
2020-04-28,31,83.0,,0.83,25.73
2020-04-29,40,83.0,,0.83,33.199999999999996
2020-04-30,58,83.0,,0.83,48.14
2020-05-01,100,58.0,False,0.58,57.99999999999999
2020-05-02,25,58.0,,0.58,14.499999999999998
2020-05-03,32,58.0,,0.58,18.56
2020-05-04,87,58.0,,0.58,50.459999999999994
2020-05-05,59,58.0,,0.58,34.22
2020-05-06,75,58.0,,0.58,43.5
2020-05-07,57,58.0,,0.58,33.059999999999995
2020-05-08,61,58.0,,0.58,35.379999999999995
2020-05-09,18,58.0,,0.58,10.44
2020-05-10,3,58.0,,0.58,1.7399999999999998
2020-05-11,54,58.0,,0.58,31.319999999999997
2020-05-12,53,58.0,,0.58,30.74
2020-05-13,69,58.0,,0.58,40.019999999999996
2020-05-14,62,58.0,,0.58,35.96
2020-05-15,44,58.0,,0.58,25.52
2020-05-16,6,58.0,,0.58,3.4799999999999995
2020-05-17,3,58.0,,0.58,1.7399999999999998
2020-05-18,63,58.0,,0.58,36.54
2020-05-19,38,58.0,,0.58,22.04
2020-05-20,46,58.0,,0.58,26.68
2020-05-21,42,58.0,,0.58,24.36
2020-05-22,39,58.0,,0.58,22.619999999999997
2020-05-23,6,58.0,,0.58,3.4799999999999995
2020-05-24,7,58.0,,0.58,4.06
2020-05-25,10,58.0,,0.58,5.8
2020-05-26,37,58.0,,0.58,21.459999999999997
2020-05-27,47,58.0,,0.58,27.259999999999998
2020-05-28,57,58.0,,0.58,33.059999999999995
2020-05-29,37,58.0,,0.58,21.459999999999997
2020-05-30,10,58.0,,0.58,5.8
2020-05-31,10,58.0,,0.58,5.8
2020-06-01,39,54.0,False,0.54,21.060000000000002
2020-06-02,23,54.0,,0.54,12.420000000000002
2020-06-03,48,54.0,,0.54,25.92
2020-06-04,24,54.0,,0.54,12.96
2020-06-05,31,54.0,,0.54,16.740000000000002
2020-06-06,10,54.0,,0.54,5.4
2020-06-07,3,54.0,,0.54,1.62
2020-06-08,26,54.0,,0.54,14.040000000000001
2020-06-09,20,54.0,,0.54,10.8
2020-06-10,46,54.0,,0.54,24.840000000000003
2020-06-11,100,54.0,,0.54,54.0
2020-06-12,62,54.0,,0.54,33.480000000000004
2020-06-13,11,54.0,,0.54,5.94
2020-06-14,5,54.0,,0.54,2.7
2020-06-15,73,54.0,,0.54,39.42
2020-06-16,32,54.0,,0.54,17.28
2020-06-17,35,54.0,,0.54,18.900000000000002
2020-06-18,19,54.0,,0.54,10.260000000000002
2020-06-19,41,54.0,,0.54,22.14
2020-06-20,5,54.0,,0.54,2.7
2020-06-21,8,54.0,,0.54,4.32
2020-06-22,33,54.0,,0.54,17.82
2020-06-23,31,54.0,,0.54,16.740000000000002
2020-06-24,42,54.0,,0.54,22.68
2020-06-25,45,54.0,,0.54,24.3
2020-06-26,57,54.0,,0.54,30.78
2020-06-27,19,54.0,,0.54,10.260000000000002
2020-06-28,3,54.0,,0.54,1.62
2020-06-29,17,54.0,,0.54,9.18
2020-06-30,22,54.0,,0.54,11.88
2020-07-01,45,35.0,False,0.35,15.749999999999998
2020-07-02,51,35.0,,0.35,17.849999999999998
2020-07-03,11,35.0,,0.35,3.8499999999999996
2020-07-04,0,35.0,,0.35,0.0
2020-07-05,0,35.0,,0.35,0.0
2020-07-06,45,35.0,,0.35,15.749999999999998
2020-07-07,85,35.0,,0.35,29.749999999999996
2020-07-08,20,35.0,,0.35,7.0
2020-07-09,41,35.0,,0.35,14.35
2020-07-10,31,35.0,,0.35,10.85
2020-07-11,12,35.0,,0.35,4.199999999999999
2020-07-12,12,35.0,,0.35,4.199999999999999
2020-07-13,61,35.0,,0.35,21.349999999999998
2020-07-14,35,35.0,,0.35,12.25
2020-07-15,81,35.0,,0.35,28.349999999999998
2020-07-16,72,35.0,,0.35,25.2
2020-07-17,85,35.0,,0.35,29.749999999999996
2020-07-18,12,35.0,,0.35,4.199999999999999
2020-07-19,6,35.0,,0.35,2.0999999999999996
2020-07-20,47,35.0,,0.35,16.45
2020-07-21,67,35.0,,0.35,23.45
2020-07-22,88,35.0,,0.35,30.799999999999997
2020-07-23,46,35.0,,0.35,16.099999999999998
2020-07-24,100,35.0,,0.35,35.0
2020-07-25,24,35.0,,0.35,8.399999999999999
2020-07-26,0,35.0,,0.35,0.0
2020-07-27,41,35.0,,0.35,14.35
2020-07-28,63,35.0,,0.35,22.049999999999997
2020-07-29,57,35.0,,0.35,19.95
2020-07-30,36,35.0,,0.35,12.6
2020-07-31,48,35.0,,0.35,16.799999999999997
2020-08-01,9,21.0,False,0.21,1.89
2020-08-02,0,21.0,,0.21,0.0
2020-08-03,38,21.0,,0.21,7.9799999999999995
2020-08-04,68,21.0,,0.21,14.28
2020-08-05,100,21.0,,0.21,21.0
2020-08-06,92,21.0,,0.21,19.32
2020-08-07,32,21.0,,0.21,6.72
2020-08-08,27,21.0,,0.21,5.67
2020-08-09,9,21.0,,0.21,1.89
2020-08-10,38,21.0,,0.21,7.9799999999999995
2020-08-11,68,21.0,,0.21,14.28
2020-08-12,45,21.0,,0.21,9.45
2020-08-13,75,21.0,,0.21,15.75
2020-08-14,23,21.0,,0.21,4.83
2020-08-15,9,21.0,,0.21,1.89
2020-08-16,9,21.0,,0.21,1.89
2020-08-17,75,21.0,,0.21,15.75
2020-08-18,15,21.0,,0.21,3.15
2020-08-19,81,21.0,,0.21,17.009999999999998
2020-08-20,22,21.0,,0.21,4.62
2020-08-21,30,21.0,,0.21,6.3
2020-08-22,18,21.0,,0.21,3.78
2020-08-23,0,21.0,,0.21,0.0
2020-08-24,72,21.0,,0.21,15.12
2020-08-25,29,21.0,,0.21,6.09
2020-08-26,50,21.0,,0.21,10.5
2020-08-27,63,21.0,,0.21,13.229999999999999
2020-08-28,74,21.0,,0.21,15.54
2020-08-29,0,21.0,,0.21,0.0
2020-08-30,0,21.0,,0.21,0.0
2020-08-31,43,21.0,,0.21,9.03
2020-09-01,51,30.0,False,0.3,15.299999999999999
2020-09-02,28,30.0,,0.3,8.4
2020-09-03,100,30.0,,0.3,30.0
2020-09-04,76,30.0,,0.3,22.8
2020-09-05,14,30.0,,0.3,4.2
2020-09-06,21,30.0,,0.3,6.3
2020-09-07,13,30.0,,0.3,3.9
2020-09-08,95,30.0,,0.3,28.5
2020-09-09,62,30.0,,0.3,18.599999999999998
2020-09-10,49,30.0,,0.3,14.7
2020-09-11,45,30.0,,0.3,13.5
2020-09-12,0,30.0,,0.3,0.0
2020-09-13,0,30.0,,0.3,0.0
2020-09-14,34,30.0,,0.3,10.2
2020-09-15,33,30.0,,0.3,9.9
2020-09-16,34,30.0,,0.3,10.2
2020-09-17,44,30.0,,0.3,13.2
2020-09-18,63,30.0,,0.3,18.9
2020-09-19,0,30.0,,0.3,0.0
2020-09-20,0,30.0,,0.3,0.0
2020-09-21,78,30.0,,0.3,23.4
2020-09-22,66,30.0,,0.3,19.8
2020-09-23,79,30.0,,0.3,23.7
2020-09-24,82,30.0,,0.3,24.599999999999998
2020-09-25,44,30.0,,0.3,13.2
2020-09-26,0,30.0,,0.3,0.0
2020-09-27,7,30.0,,0.3,2.1
2020-09-28,49,30.0,,0.3,14.7
2020-09-29,42,30.0,,0.3,12.6
2020-09-30,43,30.0,,0.3,12.9
2020-10-01,20,18.0,False,0.18,3.5999999999999996
2020-10-02,42,18.0,,0.18,7.56
2020-10-03,8,18.0,,0.18,1.44
2020-10-04,8,18.0,,0.18,1.44
2020-10-05,41,18.0,,0.18,7.38
2020-10-06,41,18.0,,0.18,7.38
2020-10-07,55,18.0,,0.18,9.9
2020-10-08,20,18.0,,0.18,3.5999999999999996
2020-10-09,0,18.0,,0.18,0.0
2020-10-10,0,18.0,,0.18,0.0
2020-10-11,0,18.0,,0.18,0.0
2020-10-12,38,18.0,,0.18,6.84
2020-10-13,15,18.0,,0.18,2.6999999999999997
2020-10-14,47,18.0,,0.18,8.459999999999999
2020-10-15,61,18.0,,0.18,10.98
2020-10-16,16,18.0,,0.18,2.88
2020-10-17,0,18.0,,0.18,0.0
2020-10-18,0,18.0,,0.18,0.0
2020-10-19,23,18.0,,0.18,4.14
2020-10-20,8,18.0,,0.18,1.44
2020-10-21,16,18.0,,0.18,2.88
2020-10-22,23,18.0,,0.18,4.14
2020-10-23,24,18.0,,0.18,4.32
2020-10-24,9,18.0,,0.18,1.6199999999999999
2020-10-25,0,18.0,,0.18,0.0
2020-10-26,53,18.0,,0.18,9.54
2020-10-27,55,18.0,,0.18,9.9
2020-10-28,100,18.0,,0.18,18.0
2020-10-29,92,18.0,,0.18,16.56
2020-10-30,48,18.0,,0.18,8.64
2020-10-31,18,18.0,,0.18,3.2399999999999998
2020-11-01,0,20.0,False,0.2,0.0
2020-11-02,100,20.0,,0.2,20.0
2020-11-03,56,20.0,,0.2,11.200000000000001
2020-11-04,32,20.0,,0.2,6.4
2020-11-05,54,20.0,,0.2,10.8
2020-11-06,41,20.0,,0.2,8.200000000000001
2020-11-07,32,20.0,,0.2,6.4
2020-11-08,9,20.0,,0.2,1.8
2020-11-09,64,20.0,,0.2,12.8
2020-11-10,24,20.0,,0.2,4.800000000000001
2020-11-11,71,20.0,,0.2,14.200000000000001
2020-11-12,70,20.0,,0.2,14.0
2020-11-13,24,20.0,,0.2,4.800000000000001
2020-11-14,0,20.0,,0.2,0.0
2020-11-15,0,20.0,,0.2,0.0
2020-11-16,41,20.0,,0.2,8.200000000000001
2020-11-17,65,20.0,,0.2,13.0
2020-11-18,50,20.0,,0.2,10.0
2020-11-19,41,20.0,,0.2,8.200000000000001
2020-11-20,51,20.0,,0.2,10.200000000000001
2020-11-21,0,20.0,,0.2,0.0
2020-11-22,0,20.0,,0.2,0.0
2020-11-23,33,20.0,,0.2,6.6000000000000005
2020-11-24,60,20.0,,0.2,12.0
2020-11-25,60,20.0,,0.2,12.0
2020-11-26,0,20.0,,0.2,0.0
2020-11-27,17,20.0,,0.2,3.4000000000000004
2020-11-28,9,20.0,,0.2,1.8
2020-11-29,0,20.0,,0.2,0.0
2020-11-30,23,20.0,,0.2,4.6000000000000005
2020-12-01,33,14.0,False,0.14,4.62
2020-12-02,44,14.0,,0.14,6.16
2020-12-03,22,14.0,,0.14,3.08
2020-12-04,68,14.0,,0.14,9.520000000000001
2020-12-05,0,14.0,,0.14,0.0
2020-12-06,0,14.0,,0.14,0.0
2020-12-07,55,14.0,,0.14,7.700000000000001
2020-12-08,55,14.0,,0.14,7.700000000000001
2020-12-09,22,14.0,,0.14,3.08
2020-12-10,55,14.0,,0.14,7.700000000000001
2020-12-11,34,14.0,,0.14,4.760000000000001
2020-12-12,0,14.0,,0.14,0.0
2020-12-13,0,14.0,,0.14,0.0
2020-12-14,55,14.0,,0.14,7.700000000000001
2020-12-15,100,14.0,,0.14,14.000000000000002
2020-12-16,23,14.0,,0.14,3.22
2020-12-17,11,14.0,,0.14,1.54
2020-12-18,82,14.0,,0.14,11.48
2020-12-19,0,14.0,,0.14,0.0
2020-12-20,0,14.0,,0.14,0.0
2020-12-21,58,14.0,,0.14,8.120000000000001
2020-12-22,47,14.0,,0.14,6.580000000000001
2020-12-23,24,14.0,,0.14,3.3600000000000003
2020-12-24,37,14.0,,0.14,5.180000000000001
2020-12-25,14,14.0,,0.14,1.9600000000000002
2020-12-26,0,14.0,,0.14,0.0
2020-12-27,0,14.0,,0.14,0.0
2020-12-28,23,14.0,,0.14,3.22
2020-12-29,12,14.0,,0.14,1.6800000000000002
2020-12-30,58,14.0,,0.14,8.120000000000001
2020-12-31,70,14.0,,0.14,9.8
2021-01-01,0,16.0,False,0.16,0.0
2021-01-02,0,16.0,,0.16,0.0
2021-01-03,15,16.0,,0.16,2.4
2021-01-04,40,16.0,,0.16,6.4
2021-01-05,53,16.0,,0.16,8.48
2021-01-06,20,16.0,,0.16,3.2
2021-01-07,33,16.0,,0.16,5.28
2021-01-08,20,16.0,,0.16,3.2
2021-01-09,22,16.0,,0.16,3.52
2021-01-10,0,16.0,,0.16,0.0
2021-01-11,13,16.0,,0.16,2.08
2021-01-12,20,16.0,,0.16,3.2
2021-01-13,41,16.0,,0.16,6.5600000000000005
2021-01-14,21,16.0,,0.16,3.36
2021-01-15,27,16.0,,0.16,4.32
2021-01-16,7,16.0,,0.16,1.12
2021-01-17,7,16.0,,0.16,1.12
2021-01-18,7,16.0,,0.16,1.12
2021-01-19,14,16.0,,0.16,2.24
2021-01-20,27,16.0,,0.16,4.32
2021-01-21,94,16.0,,0.16,15.040000000000001
2021-01-22,34,16.0,,0.16,5.44
2021-01-23,7,16.0,,0.16,1.12
2021-01-24,0,16.0,,0.16,0.0
2021-01-25,47,16.0,,0.16,7.5200000000000005
2021-01-26,20,16.0,,0.16,3.2
2021-01-27,100,16.0,,0.16,16.0
2021-01-28,27,16.0,,0.16,4.32
2021-01-29,27,16.0,,0.16,4.32
2021-01-30,15,16.0,,0.16,2.4
2021-01-31,0,16.0,,0.16,0.0
2021-02-01,75,15.0,False,0.15,11.25
2021-02-02,64,15.0,,0.15,9.6
2021-02-03,88,15.0,,0.15,13.2
2021-02-04,55,15.0,,0.15,8.25
2021-02-05,34,15.0,,0.15,5.1
2021-02-06,12,15.0,,0.15,1.7999999999999998
2021-02-07,0,15.0,,0.15,0.0
2021-02-08,53,15.0,,0.15,7.949999999999999
2021-02-09,78,15.0,,0.15,11.7
2021-02-10,44,15.0,,0.15,6.6
2021-02-11,33,15.0,,0.15,4.95
2021-02-12,11,15.0,,0.15,1.65
2021-02-13,12,15.0,,0.15,1.7999999999999998
2021-02-14,24,15.0,,0.15,3.5999999999999996
2021-02-15,12,15.0,,0.15,1.7999999999999998
2021-02-16,11,15.0,,0.15,1.65
2021-02-17,0,15.0,,0.15,0.0
2021-02-18,56,15.0,,0.15,8.4
2021-02-19,11,15.0,,0.15,1.65
2021-02-20,13,15.0,,0.15,1.95
2021-02-21,0,15.0,,0.15,0.0
2021-02-22,43,15.0,,0.15,6.45
2021-02-23,34,15.0,,0.15,5.1
2021-02-24,22,15.0,,0.15,3.3
2021-02-25,100,15.0,,0.15,15.0
2021-02-26,45,15.0,,0.15,6.75
2021-02-27,25,15.0,,0.15,3.75
2021-02-28,12,15.0,,0.15,1.7999999999999998
2021-03-01,100,10.0,False,0.1,10.0
2021-03-02,100,10.0,,0.1,10.0
2021-03-03,20,10.0,,0.1,2.0
2021-03-04,60,10.0,,0.1,6.0
2021-03-05,82,10.0,,0.1,8.200000000000001
2021-03-06,45,10.0,,0.1,4.5
2021-03-07,0,10.0,,0.1,0.0
2021-03-08,40,10.0,,0.1,4.0
2021-03-09,80,10.0,,0.1,8.0
2021-03-10,39,10.0,,0.1,3.9000000000000004
2021-03-11,80,10.0,,0.1,8.0
2021-03-12,20,10.0,,0.1,2.0
2021-03-13,21,10.0,,0.1,2.1
2021-03-14,21,10.0,,0.1,2.1
2021-03-15,49,10.0,,0.1,4.9
2021-03-16,0,10.0,,0.1,0.0
2021-03-17,58,10.0,,0.1,5.800000000000001
2021-03-18,19,10.0,,0.1,1.9000000000000001
2021-03-19,80,10.0,,0.1,8.0
2021-03-20,0,10.0,,0.1,0.0
2021-03-21,0,10.0,,0.1,0.0
2021-03-22,20,10.0,,0.1,2.0
2021-03-23,99,10.0,,0.1,9.9
2021-03-24,19,10.0,,0.1,1.9000000000000001
2021-03-25,79,10.0,,0.1,7.9
2021-03-26,20,10.0,,0.1,2.0
2021-03-27,0,10.0,,0.1,0.0
2021-03-28,0,10.0,,0.1,0.0
2021-03-29,40,10.0,,0.1,4.0
2021-03-30,81,10.0,,0.1,8.1
2021-03-31,39,10.0,,0.1,3.9000000000000004
2021-04-01,72,7.0,False,0.07,5.040000000000001
2021-04-02,0,7.0,,0.07,0.0
2021-04-03,0,7.0,,0.07,0.0
2021-04-04,0,7.0,,0.07,0.0
2021-04-05,100,7.0,,0.07,7.000000000000001
2021-04-06,24,7.0,,0.07,1.6800000000000002
2021-04-07,24,7.0,,0.07,1.6800000000000002
2021-04-08,47,7.0,,0.07,3.2900000000000005
2021-04-09,0,7.0,,0.07,0.0
2021-04-10,27,7.0,,0.07,1.8900000000000001
2021-04-11,0,7.0,,0.07,0.0
2021-04-12,24,7.0,,0.07,1.6800000000000002
2021-04-13,48,7.0,,0.07,3.3600000000000003
2021-04-14,24,7.0,,0.07,1.6800000000000002
2021-04-15,24,7.0,,0.07,1.6800000000000002
2021-04-16,24,7.0,,0.07,1.6800000000000002
2021-04-17,0,7.0,,0.07,0.0
2021-04-18,27,7.0,,0.07,1.8900000000000001
2021-04-19,24,7.0,,0.07,1.6800000000000002
2021-04-20,23,7.0,,0.07,1.61
2021-04-21,71,7.0,,0.07,4.970000000000001
2021-04-22,98,7.0,,0.07,6.86
2021-04-23,98,7.0,,0.07,6.86
2021-04-24,0,7.0,,0.07,0.0
2021-04-25,28,7.0,,0.07,1.9600000000000002
2021-04-26,72,7.0,,0.07,5.040000000000001
2021-04-27,49,7.0,,0.07,3.43
2021-04-28,0,7.0,,0.07,0.0
2021-04-29,71,7.0,,0.07,4.970000000000001
2021-04-30,23,7.0,,0.07,1.61
2021-05-01,13,8.0,False,0.08,1.04
2021-05-02,0,8.0,,0.08,0.0
2021-05-03,23,8.0,,0.08,1.84
2021-05-04,33,8.0,,0.08,2.64
2021-05-05,11,8.0,,0.08,0.88
2021-05-06,0,8.0,,0.08,0.0
2021-05-07,12,8.0,,0.08,0.96
2021-05-08,0,8.0,,0.08,0.0
2021-05-09,0,8.0,,0.08,0.0
2021-05-10,47,8.0,,0.08,3.7600000000000002
2021-05-11,45,8.0,,0.08,3.6
2021-05-12,100,8.0,,0.08,8.0
2021-05-13,34,8.0,,0.08,2.72
2021-05-14,12,8.0,,0.08,0.96
2021-05-15,13,8.0,,0.08,1.04
2021-05-16,13,8.0,,0.08,1.04
2021-05-17,23,8.0,,0.08,1.84
2021-05-18,23,8.0,,0.08,1.84
2021-05-19,11,8.0,,0.08,0.88
2021-05-20,12,8.0,,0.08,0.96
2021-05-21,23,8.0,,0.08,1.84
2021-05-22,0,8.0,,0.08,0.0
2021-05-23,13,8.0,,0.08,1.04
2021-05-24,46,8.0,,0.08,3.68
2021-05-25,12,8.0,,0.08,0.96
2021-05-26,11,8.0,,0.08,0.88
2021-05-27,34,8.0,,0.08,2.72
2021-05-28,35,8.0,,0.08,2.8000000000000003
2021-05-29,0,8.0,,0.08,0.0
2021-05-30,0,8.0,,0.08,0.0
2021-05-31,0,8.0,,0.08,0.0
2021-06-01,61,7.0,False,0.07,4.2700000000000005
2021-06-02,0,7.0,,0.07,0.0
2021-06-03,41,7.0,,0.07,2.87
2021-06-04,21,7.0,,0.07,1.4700000000000002
2021-06-05,0,7.0,,0.07,0.0
2021-06-06,0,7.0,,0.07,0.0
2021-06-07,100,7.0,,0.07,7.000000000000001
2021-06-08,40,7.0,,0.07,2.8000000000000003
2021-06-09,40,7.0,,0.07,2.8000000000000003
2021-06-10,41,7.0,,0.07,2.87
2021-06-11,21,7.0,,0.07,1.4700000000000002
2021-06-12,0,7.0,,0.07,0.0
2021-06-13,0,7.0,,0.07,0.0
2021-06-14,0,7.0,,0.07,0.0
2021-06-15,81,7.0,,0.07,5.670000000000001
2021-06-16,61,7.0,,0.07,4.2700000000000005
2021-06-17,21,7.0,,0.07,1.4700000000000002
2021-06-18,85,7.0,,0.07,5.95
2021-06-19,23,7.0,,0.07,1.61
2021-06-20,24,7.0,,0.07,1.6800000000000002
2021-06-21,41,7.0,,0.07,2.87
2021-06-22,63,7.0,,0.07,4.41
2021-06-23,20,7.0,,0.07,1.4000000000000001
2021-06-24,63,7.0,,0.07,4.41
2021-06-25,0,7.0,,0.07,0.0
2021-06-26,0,7.0,,0.07,0.0
2021-06-27,0,7.0,,0.07,0.0
2021-06-28,21,7.0,,0.07,1.4700000000000002
2021-06-29,63,7.0,,0.07,4.41
2021-06-30,0,7.0,,0.07,0.0
2021-07-01,0,7.0,False,0.07,0.0
2021-07-02,20,7.0,,0.07,1.4000000000000001
2021-07-03,0,7.0,,0.07,0.0
2021-07-04,24,7.0,,0.07,1.6800000000000002
2021-07-05,0,7.0,,0.07,0.0
2021-07-06,60,7.0,,0.07,4.2
2021-07-07,19,7.0,,0.07,1.33
2021-07-08,80,7.0,,0.07,5.6000000000000005
2021-07-09,61,7.0,,0.07,4.2700000000000005
2021-07-10,45,7.0,,0.07,3.1500000000000004
2021-07-11,0,7.0,,0.07,0.0
2021-07-12,80,7.0,,0.07,5.6000000000000005
2021-07-13,20,7.0,,0.07,1.4000000000000001
2021-07-14,39,7.0,,0.07,2.7300000000000004
2021-07-15,0,7.0,,0.07,0.0
2021-07-16,100,7.0,,0.07,7.000000000000001
2021-07-17,22,7.0,,0.07,1.54
2021-07-18,22,7.0,,0.07,1.54
2021-07-19,59,7.0,,0.07,4.130000000000001
2021-07-20,40,7.0,,0.07,2.8000000000000003
2021-07-21,0,7.0,,0.07,0.0
2021-07-22,22,7.0,,0.07,1.54
2021-07-23,0,7.0,,0.07,0.0
2021-07-24,0,7.0,,0.07,0.0
2021-07-25,0,7.0,,0.07,0.0
2021-07-26,40,7.0,,0.07,2.8000000000000003
2021-07-27,60,7.0,,0.07,4.2
2021-07-28,40,7.0,,0.07,2.8000000000000003
2021-07-29,39,7.0,,0.07,2.7300000000000004
2021-07-30,39,7.0,,0.07,2.7300000000000004
2021-07-31,0,7.0,,0.07,0.0
2021-08-01,0,6.0,False,0.06,0.0
2021-08-02,0,6.0,,0.06,0.0
2021-08-03,49,6.0,,0.06,2.94
2021-08-04,0,6.0,,0.06,0.0
2021-08-05,25,6.0,,0.06,1.5
2021-08-06,51,6.0,,0.06,3.06
2021-08-07,0,6.0,,0.06,0.0
2021-08-08,28,6.0,,0.06,1.68
2021-08-09,25,6.0,,0.06,1.5
2021-08-10,76,6.0,,0.06,4.56
2021-08-11,24,6.0,,0.06,1.44
2021-08-12,50,6.0,,0.06,3.0
2021-08-13,51,6.0,,0.06,3.06
2021-08-14,0,6.0,,0.06,0.0
2021-08-15,0,6.0,,0.06,0.0
2021-08-16,0,6.0,,0.06,0.0
2021-08-17,73,6.0,,0.06,4.38
2021-08-18,24,6.0,,0.06,1.44
2021-08-19,98,6.0,,0.06,5.88
2021-08-20,24,6.0,,0.06,1.44
2021-08-21,0,6.0,,0.06,0.0
2021-08-22,0,6.0,,0.06,0.0
2021-08-23,50,6.0,,0.06,3.0
2021-08-24,0,6.0,,0.06,0.0
2021-08-25,49,6.0,,0.06,2.94
2021-08-26,51,6.0,,0.06,3.06
2021-08-27,75,6.0,,0.06,4.5
2021-08-28,0,6.0,,0.06,0.0
2021-08-29,27,6.0,,0.06,1.6199999999999999
2021-08-30,48,6.0,,0.06,2.88
2021-08-31,100,6.0,,0.06,6.0
2021-09-01,12,13.0,False,0.13,1.56
2021-09-02,25,13.0,,0.13,3.25
2021-09-03,39,13.0,,0.13,5.07
2021-09-04,15,13.0,,0.13,1.9500000000000002
2021-09-05,0,13.0,,0.13,0.0
2021-09-06,0,13.0,,0.13,0.0
2021-09-07,38,13.0,,0.13,4.94
2021-09-08,25,13.0,,0.13,3.25
2021-09-09,25,13.0,,0.13,3.25
2021-09-10,26,13.0,,0.13,3.38
2021-09-11,43,13.0,,0.13,5.59
2021-09-12,0,13.0,,0.13,0.0
2021-09-13,13,13.0,,0.13,1.69
2021-09-14,0,13.0,,0.13,0.0
2021-09-15,12,13.0,,0.13,1.56
2021-09-16,0,13.0,,0.13,0.0
2021-09-17,13,13.0,,0.13,1.69
2021-09-18,14,13.0,,0.13,1.82
2021-09-19,14,13.0,,0.13,1.82
2021-09-20,100,13.0,,0.13,13.0
2021-09-21,77,13.0,,0.13,10.01
2021-09-22,74,13.0,,0.13,9.620000000000001
2021-09-23,38,13.0,,0.13,4.94
2021-09-24,65,13.0,,0.13,8.450000000000001
2021-09-25,0,13.0,,0.13,0.0
2021-09-26,0,13.0,,0.13,0.0
2021-09-27,62,13.0,,0.13,8.06
2021-09-28,76,13.0,,0.13,9.88
2021-09-29,99,13.0,,0.13,12.870000000000001
2021-09-30,13,13.0,,0.13,1.69
2021-10-01,72,10.0,False,0.1,7.2
2021-10-02,0,10.0,,0.1,0.0
2021-10-03,0,10.0,,0.1,0.0
2021-10-04,100,10.0,,0.1,10.0
2021-10-05,88,10.0,,0.1,8.8
2021-10-06,34,10.0,,0.1,3.4000000000000004
2021-10-07,53,10.0,,0.1,5.300000000000001
2021-10-08,91,10.0,,0.1,9.1
2021-10-09,0,10.0,,0.1,0.0
2021-10-10,0,10.0,,0.1,0.0
2021-10-11,18,10.0,,0.1,1.8
2021-10-12,0,10.0,,0.1,0.0
2021-10-13,54,10.0,,0.1,5.4
2021-10-14,88,10.0,,0.1,8.8
2021-10-15,36,10.0,,0.1,3.6
2021-10-16,20,10.0,,0.1,2.0
2021-10-17,0,10.0,,0.1,0.0
2021-10-18,17,10.0,,0.1,1.7000000000000002
2021-10-19,36,10.0,,0.1,3.6
2021-10-20,53,10.0,,0.1,5.300000000000001
2021-10-21,70,10.0,,0.1,7.0
2021-10-22,18,10.0,,0.1,1.8
2021-10-23,0,10.0,,0.1,0.0
2021-10-24,0,10.0,,0.1,0.0
2021-10-25,35,10.0,,0.1,3.5
2021-10-26,69,10.0,,0.1,6.9
2021-10-27,69,10.0,,0.1,6.9
2021-10-28,18,10.0,,0.1,1.8
2021-10-29,18,10.0,,0.1,1.8
2021-10-30,0,10.0,,0.1,0.0
2021-10-31,0,10.0,,0.1,0.0
2021-11-01,14,7.0,False,0.07,0.9800000000000001
2021-11-02,27,7.0,,0.07,1.8900000000000001
2021-11-03,40,7.0,,0.07,2.8000000000000003
2021-11-04,56,7.0,,0.07,3.9200000000000004
2021-11-05,28,7.0,,0.07,1.9600000000000002
2021-11-06,15,7.0,,0.07,1.05
2021-11-07,0,7.0,,0.07,0.0
2021-11-08,28,7.0,,0.07,1.9600000000000002
2021-11-09,0,7.0,,0.07,0.0
2021-11-10,81,7.0,,0.07,5.670000000000001
2021-11-11,0,7.0,,0.07,0.0
2021-11-12,0,7.0,,0.07,0.0
2021-11-13,0,7.0,,0.07,0.0
2021-11-14,0,7.0,,0.07,0.0
2021-11-15,14,7.0,,0.07,0.9800000000000001
