date,BA_unscaled,BA_monthly,isPartial,scale,BA
2019-07-07,64,58.0,,0.58,37.12
2019-07-08,82,58.0,,0.58,47.559999999999995
2019-07-09,82,58.0,,0.58,47.559999999999995
2019-07-10,82,58.0,,0.58,47.559999999999995
2019-07-11,81,58.0,,0.58,46.98
2019-07-12,85,58.0,,0.58,49.3
2019-07-13,73,58.0,,0.58,42.339999999999996
2019-07-14,76,58.0,,0.58,44.08
2019-07-15,77,58.0,,0.58,44.66
2019-07-16,76,58.0,,0.58,44.08
2019-07-17,76,58.0,,0.58,44.08
2019-07-18,82,58.0,,0.58,47.559999999999995
2019-07-19,91,58.0,,0.58,52.779999999999994
2019-07-20,69,58.0,,0.58,40.019999999999996
2019-07-21,64,58.0,,0.58,37.12
2019-07-22,79,58.0,,0.58,45.82
2019-07-23,82,58.0,,0.58,47.559999999999995
2019-07-24,100,58.0,,0.58,57.99999999999999
2019-07-25,94,58.0,,0.58,54.519999999999996
2019-07-26,90,58.0,,0.58,52.199999999999996
2019-07-27,72,58.0,,0.58,41.76
2019-07-28,70,58.0,,0.58,40.599999999999994
2019-07-29,86,58.0,,0.58,49.879999999999995
2019-07-30,80,58.0,,0.58,46.4
2019-07-31,83,58.0,,0.58,48.13999999999999
2019-08-01,90,58.0,False,0.58,52.199999999999996
2019-08-02,82,58.0,,0.58,47.559999999999995
2019-08-03,70,58.0,,0.58,40.599999999999994
2019-08-04,73,58.0,,0.58,42.339999999999996
2019-08-05,85,58.0,,0.58,49.3
2019-08-06,89,58.0,,0.58,51.62
2019-08-07,86,58.0,,0.58,49.879999999999995
2019-08-08,91,58.0,,0.58,52.779999999999994
2019-08-09,82,58.0,,0.58,47.559999999999995
2019-08-10,77,58.0,,0.58,44.66
2019-08-11,66,58.0,,0.58,38.279999999999994
2019-08-12,94,58.0,,0.58,54.519999999999996
2019-08-13,80,58.0,,0.58,46.4
2019-08-14,85,58.0,,0.58,49.3
2019-08-15,84,58.0,,0.58,48.72
2019-08-16,82,58.0,,0.58,47.559999999999995
2019-08-17,75,58.0,,0.58,43.5
2019-08-18,73,58.0,,0.58,42.339999999999996
2019-08-19,89,58.0,,0.58,51.62
2019-08-20,88,58.0,,0.58,51.04
2019-08-21,88,58.0,,0.58,51.04
2019-08-22,93,58.0,,0.58,53.94
2019-08-23,100,58.0,,0.58,57.99999999999999
2019-08-24,86,58.0,,0.58,49.879999999999995
2019-08-25,76,58.0,,0.58,44.08
2019-08-26,93,58.0,,0.58,53.94
2019-08-27,86,58.0,,0.58,49.879999999999995
2019-08-28,86,58.0,,0.58,49.879999999999995
2019-08-29,84,58.0,,0.58,48.72
2019-08-30,86,58.0,,0.58,49.879999999999995
2019-08-31,72,58.0,,0.58,41.76
2019-09-01,77,58.0,False,0.58,44.66
2019-09-02,77,58.0,,0.58,44.66
2019-09-03,88,58.0,,0.58,51.04
2019-09-04,90,58.0,,0.58,52.199999999999996
2019-09-05,91,58.0,,0.58,52.779999999999994
2019-09-06,85,58.0,,0.58,49.3
2019-09-07,78,58.0,,0.58,45.239999999999995
2019-09-08,76,58.0,,0.58,44.08
2019-09-09,93,58.0,,0.58,53.94
2019-09-10,89,58.0,,0.58,51.62
2019-09-11,100,58.0,,0.58,57.99999999999999
2019-09-12,98,58.0,,0.58,56.839999999999996
2019-09-13,88,58.0,,0.58,51.04
2019-09-14,78,58.0,,0.58,45.239999999999995
2019-09-15,80,58.0,,0.58,46.4
2019-09-16,93,58.0,,0.58,53.94
2019-09-17,90,58.0,,0.58,52.199999999999996
2019-09-18,95,58.0,,0.58,55.099999999999994
2019-09-19,89,58.0,,0.58,51.62
2019-09-20,92,58.0,,0.58,53.36
2019-09-21,76,58.0,,0.58,44.08
2019-09-22,81,58.0,,0.58,46.98
2019-09-23,93,58.0,,0.58,53.94
2019-09-24,89,58.0,,0.58,51.62
2019-09-25,94,58.0,,0.58,54.519999999999996
2019-09-26,90,58.0,,0.58,52.199999999999996
2019-09-27,85,58.0,,0.58,49.3
2019-09-28,76,58.0,,0.58,44.08
2019-09-29,71,58.0,,0.58,41.18
2019-09-30,89,58.0,,0.58,51.62
2019-10-01,76,62.0,False,0.62,47.12
2019-10-02,77,62.0,,0.62,47.74
2019-10-03,68,62.0,,0.62,42.16
2019-10-04,69,62.0,,0.62,42.78
2019-10-05,60,62.0,,0.62,37.2
2019-10-06,67,62.0,,0.62,41.54
2019-10-07,72,62.0,,0.62,44.64
2019-10-08,75,62.0,,0.62,46.5
2019-10-09,76,62.0,,0.62,47.12
2019-10-10,77,62.0,,0.62,47.74
2019-10-11,77,62.0,,0.62,47.74
2019-10-12,75,62.0,,0.62,46.5
2019-10-13,67,62.0,,0.62,41.54
2019-10-14,80,62.0,,0.62,49.6
2019-10-15,75,62.0,,0.62,46.5
2019-10-16,73,62.0,,0.62,45.26
2019-10-17,76,62.0,,0.62,47.12
2019-10-18,88,62.0,,0.62,54.56
2019-10-19,72,62.0,,0.62,44.64
2019-10-20,69,62.0,,0.62,42.78
2019-10-21,95,62.0,,0.62,58.9
2019-10-22,91,62.0,,0.62,56.42
2019-10-23,100,62.0,,0.62,62.0
2019-10-24,85,62.0,,0.62,52.7
2019-10-25,82,62.0,,0.62,50.839999999999996
2019-10-26,61,62.0,,0.62,37.82
2019-10-27,67,62.0,,0.62,41.54
2019-10-28,81,62.0,,0.62,50.22
2019-10-29,85,62.0,,0.62,52.7
2019-10-30,77,62.0,,0.62,47.74
2019-10-31,75,62.0,,0.62,46.5
2019-11-01,84,56.0,False,0.56,47.040000000000006
2019-11-02,76,56.0,,0.56,42.56
2019-11-03,80,56.0,,0.56,44.800000000000004
2019-11-04,94,56.0,,0.56,52.64000000000001
2019-11-05,99,56.0,,0.56,55.440000000000005
2019-11-06,89,56.0,,0.56,49.84
2019-11-07,88,56.0,,0.56,49.28
2019-11-08,83,56.0,,0.56,46.480000000000004
2019-11-09,76,56.0,,0.56,42.56
2019-11-10,70,56.0,,0.56,39.2
2019-11-11,100,56.0,,0.56,56.00000000000001
2019-11-12,89,56.0,,0.56,49.84
2019-11-13,84,56.0,,0.56,47.040000000000006
2019-11-14,81,56.0,,0.56,45.36000000000001
2019-11-15,81,56.0,,0.56,45.36000000000001
2019-11-16,75,56.0,,0.56,42.00000000000001
2019-11-17,76,56.0,,0.56,42.56
2019-11-18,90,56.0,,0.56,50.400000000000006
2019-11-19,87,56.0,,0.56,48.720000000000006
2019-11-20,92,56.0,,0.56,51.52
2019-11-21,85,56.0,,0.56,47.6
2019-11-22,84,56.0,,0.56,47.040000000000006
2019-11-23,73,56.0,,0.56,40.88
2019-11-24,75,56.0,,0.56,42.00000000000001
2019-11-25,87,56.0,,0.56,48.720000000000006
2019-11-26,83,56.0,,0.56,46.480000000000004
2019-11-27,91,56.0,,0.56,50.96000000000001
2019-11-28,83,56.0,,0.56,46.480000000000004
2019-11-29,68,56.0,,0.56,38.080000000000005
2019-11-30,71,56.0,,0.56,39.760000000000005
2019-12-01,54,59.0,False,0.59,31.86
2019-12-02,61,59.0,,0.59,35.989999999999995
2019-12-03,62,59.0,,0.59,36.58
2019-12-04,62,59.0,,0.59,36.58
2019-12-05,59,59.0,,0.59,34.809999999999995
2019-12-06,61,59.0,,0.59,35.989999999999995
2019-12-07,53,59.0,,0.59,31.27
2019-12-08,57,59.0,,0.59,33.629999999999995
2019-12-09,57,59.0,,0.59,33.629999999999995
2019-12-10,62,59.0,,0.59,36.58
2019-12-11,59,59.0,,0.59,34.809999999999995
2019-12-12,64,59.0,,0.59,37.76
2019-12-13,64,59.0,,0.59,37.76
2019-12-14,52,59.0,,0.59,30.68
2019-12-15,55,59.0,,0.59,32.449999999999996
2019-12-16,76,59.0,,0.59,44.839999999999996
2019-12-17,100,59.0,,0.59,59.0
2019-12-18,69,59.0,,0.59,40.71
2019-12-19,70,59.0,,0.59,41.3
2019-12-20,70,59.0,,0.59,41.3
2019-12-21,54,59.0,,0.59,31.86
2019-12-22,56,59.0,,0.59,33.04
2019-12-23,90,59.0,,0.59,53.099999999999994
2019-12-24,70,59.0,,0.59,41.3
2019-12-25,56,59.0,,0.59,33.04
2019-12-26,63,59.0,,0.59,37.169999999999995
2019-12-27,63,59.0,,0.59,37.169999999999995
2019-12-28,55,59.0,,0.59,32.449999999999996
2019-12-29,48,59.0,,0.59,28.32
2019-12-30,63,59.0,,0.59,37.169999999999995
2019-12-31,61,59.0,,0.59,35.989999999999995
2020-01-01,60,65.0,False,0.65,39.0
2020-01-02,74,65.0,,0.65,48.1
2020-01-03,80,65.0,,0.65,52.0
2020-01-04,61,65.0,,0.65,39.65
2020-01-05,63,65.0,,0.65,40.95
2020-01-06,68,65.0,,0.65,44.2
2020-01-07,79,65.0,,0.65,51.35
2020-01-08,91,65.0,,0.65,59.15
2020-01-09,83,65.0,,0.65,53.95
2020-01-10,79,65.0,,0.65,51.35
2020-01-11,62,65.0,,0.65,40.300000000000004
2020-01-12,62,65.0,,0.65,40.300000000000004
2020-01-13,71,65.0,,0.65,46.15
2020-01-14,76,65.0,,0.65,49.4
2020-01-15,79,65.0,,0.65,51.35
2020-01-16,67,65.0,,0.65,43.550000000000004
2020-01-17,72,65.0,,0.65,46.800000000000004
2020-01-18,64,65.0,,0.65,41.6
2020-01-19,60,65.0,,0.65,39.0
2020-01-20,72,65.0,,0.65,46.800000000000004
2020-01-21,91,65.0,,0.65,59.15
2020-01-22,89,65.0,,0.65,57.85
2020-01-23,81,65.0,,0.65,52.65
2020-01-24,87,65.0,,0.65,56.550000000000004
2020-01-25,71,65.0,,0.65,46.15
2020-01-26,59,65.0,,0.65,38.35
2020-01-27,74,65.0,,0.65,48.1
2020-01-28,78,65.0,,0.65,50.7
2020-01-29,100,65.0,,0.65,65.0
2020-01-30,75,65.0,,0.65,48.75
2020-01-31,77,65.0,,0.65,50.050000000000004
2020-02-01,72,61.0,False,0.61,43.92
2020-02-02,69,61.0,,0.61,42.089999999999996
2020-02-03,81,61.0,,0.61,49.41
2020-02-04,85,61.0,,0.61,51.85
2020-02-05,86,61.0,,0.61,52.46
2020-02-06,100,61.0,,0.61,61.0
2020-02-07,77,61.0,,0.61,46.97
2020-02-08,74,61.0,,0.61,45.14
2020-02-09,85,61.0,,0.61,51.85
2020-02-10,92,61.0,,0.61,56.12
2020-02-11,90,61.0,,0.61,54.9
2020-02-12,88,61.0,,0.61,53.68
2020-02-13,86,61.0,,0.61,52.46
2020-02-14,90,61.0,,0.61,54.9
2020-02-15,75,61.0,,0.61,45.75
2020-02-16,68,61.0,,0.61,41.48
2020-02-17,72,61.0,,0.61,43.92
2020-02-18,78,61.0,,0.61,47.58
2020-02-19,88,61.0,,0.61,53.68
2020-02-20,85,61.0,,0.61,51.85
2020-02-21,82,61.0,,0.61,50.019999999999996
2020-02-22,71,61.0,,0.61,43.31
2020-02-23,74,61.0,,0.61,45.14
2020-02-24,85,61.0,,0.61,51.85
2020-02-25,90,61.0,,0.61,54.9
2020-02-26,84,61.0,,0.61,51.24
2020-02-27,89,61.0,,0.61,54.29
2020-02-28,95,61.0,,0.61,57.949999999999996
2020-02-29,78,61.0,,0.61,47.58
2020-03-01,33,88.0,False,0.88,29.04
2020-03-02,41,88.0,,0.88,36.08
2020-03-03,42,88.0,,0.88,36.96
2020-03-04,36,88.0,,0.88,31.68
2020-03-05,42,88.0,,0.88,36.96
2020-03-06,43,88.0,,0.88,37.84
2020-03-07,36,88.0,,0.88,31.68
2020-03-08,35,88.0,,0.88,30.8
2020-03-09,43,88.0,,0.88,37.84
2020-03-10,42,88.0,,0.88,36.96
2020-03-11,57,88.0,,0.88,50.160000000000004
2020-03-12,71,88.0,,0.88,62.48
2020-03-13,56,88.0,,0.88,49.28
2020-03-14,41,88.0,,0.88,36.08
2020-03-15,34,88.0,,0.88,29.92
2020-03-16,60,88.0,,0.88,52.8
2020-03-17,71,88.0,,0.88,62.48
2020-03-18,79,88.0,,0.88,69.52
2020-03-19,75,88.0,,0.88,66.0
2020-03-20,64,88.0,,0.88,56.32
2020-03-21,40,88.0,,0.88,35.2
2020-03-22,36,88.0,,0.88,31.68
2020-03-23,71,88.0,,0.88,62.48
2020-03-24,77,88.0,,0.88,67.76
2020-03-25,97,88.0,,0.88,85.36
2020-03-26,100,88.0,,0.88,88.0
2020-03-27,90,88.0,,0.88,79.2
2020-03-28,39,88.0,,0.88,34.32
2020-03-29,39,88.0,,0.88,34.32
2020-03-30,71,88.0,,0.88,62.48
2020-03-31,61,88.0,,0.88,53.68
2020-04-01,88,89.0,False,0.89,78.32000000000001
2020-04-02,97,89.0,,0.89,86.33
2020-04-03,86,89.0,,0.89,76.54
2020-04-04,49,89.0,,0.89,43.61
2020-04-05,49,89.0,,0.89,43.61
2020-04-06,88,89.0,,0.89,78.32000000000001
2020-04-07,97,89.0,,0.89,86.33
2020-04-08,93,89.0,,0.89,82.77
2020-04-09,79,89.0,,0.89,70.31
2020-04-10,57,89.0,,0.89,50.730000000000004
2020-04-11,50,89.0,,0.89,44.5
2020-04-12,47,89.0,,0.89,41.83
2020-04-13,76,89.0,,0.89,67.64
2020-04-14,77,89.0,,0.89,68.53
2020-04-15,84,89.0,,0.89,74.76
2020-04-16,93,89.0,,0.89,82.77
2020-04-17,100,89.0,,0.89,89.0
2020-04-18,53,89.0,,0.89,47.17
2020-04-19,51,89.0,,0.89,45.39
2020-04-20,77,89.0,,0.89,68.53
2020-04-21,82,89.0,,0.89,72.98
2020-04-22,78,89.0,,0.89,69.42
2020-04-23,77,89.0,,0.89,68.53
2020-04-24,78,89.0,,0.89,69.42
2020-04-25,49,89.0,,0.89,43.61
2020-04-26,49,89.0,,0.89,43.61
2020-04-27,86,89.0,,0.89,76.54
2020-04-28,84,89.0,,0.89,74.76
2020-04-29,100,89.0,,0.89,89.0
2020-04-30,82,89.0,,0.89,72.98
2020-05-01,86,78.0,False,0.78,67.08
2020-05-02,55,78.0,,0.78,42.9
2020-05-03,57,78.0,,0.78,44.46
2020-05-04,86,78.0,,0.78,67.08
2020-05-05,85,78.0,,0.78,66.3
2020-05-06,78,78.0,,0.78,60.84
2020-05-07,92,78.0,,0.78,71.76
2020-05-08,81,78.0,,0.78,63.18
2020-05-09,53,78.0,,0.78,41.34
2020-05-10,53,78.0,,0.78,41.34
2020-05-11,79,78.0,,0.78,61.620000000000005
2020-05-12,78,78.0,,0.78,60.84
2020-05-13,80,78.0,,0.78,62.400000000000006
2020-05-14,82,78.0,,0.78,63.96
2020-05-15,78,78.0,,0.78,60.84
2020-05-16,56,78.0,,0.78,43.68
2020-05-17,49,78.0,,0.78,38.22
2020-05-18,90,78.0,,0.78,70.2
2020-05-19,87,78.0,,0.78,67.86
2020-05-20,82,78.0,,0.78,63.96
2020-05-21,91,78.0,,0.78,70.98
2020-05-22,83,78.0,,0.78,64.74000000000001
2020-05-23,55,78.0,,0.78,42.9
2020-05-24,56,78.0,,0.78,43.68
2020-05-25,50,78.0,,0.78,39.0
2020-05-26,81,78.0,,0.78,63.18
2020-05-27,97,78.0,,0.78,75.66
2020-05-28,100,78.0,,0.78,78.0
2020-05-29,81,78.0,,0.78,63.18
2020-05-30,53,78.0,,0.78,41.34
2020-05-31,51,78.0,,0.78,39.78
2020-06-01,52,100.0,False,1.0,52.0
2020-06-02,56,100.0,,1.0,56.0
2020-06-03,70,100.0,,1.0,70.0
2020-06-04,82,100.0,,1.0,82.0
2020-06-05,91,100.0,,1.0,91.0
2020-06-06,48,100.0,,1.0,48.0
2020-06-07,46,100.0,,1.0,46.0
2020-06-08,93,100.0,,1.0,93.0
2020-06-09,100,100.0,,1.0,100.0
2020-06-10,90,100.0,,1.0,90.0
2020-06-11,99,100.0,,1.0,99.0
2020-06-12,94,100.0,,1.0,94.0
2020-06-13,47,100.0,,1.0,47.0
2020-06-14,40,100.0,,1.0,40.0
2020-06-15,72,100.0,,1.0,72.0
2020-06-16,81,100.0,,1.0,81.0
2020-06-17,72,100.0,,1.0,72.0
2020-06-18,63,100.0,,1.0,63.0
2020-06-19,59,100.0,,1.0,59.0
2020-06-20,39,100.0,,1.0,39.0
2020-06-21,36,100.0,,1.0,36.0
2020-06-22,62,100.0,,1.0,62.0
2020-06-23,60,100.0,,1.0,60.0
2020-06-24,62,100.0,,1.0,62.0
2020-06-25,65,100.0,,1.0,65.0
2020-06-26,60,100.0,,1.0,60.0
2020-06-27,39,100.0,,1.0,39.0
2020-06-28,38,100.0,,1.0,38.0
2020-06-29,88,100.0,,1.0,88.0
2020-06-30,78,100.0,,1.0,78.0
2020-07-01,100,72.0,False,0.72,72.0
2020-07-02,90,72.0,,0.72,64.8
2020-07-03,65,72.0,,0.72,46.8
2020-07-04,53,72.0,,0.72,38.16
2020-07-05,55,72.0,,0.72,39.6
2020-07-06,99,72.0,,0.72,71.28
2020-07-07,82,72.0,,0.72,59.04
2020-07-08,85,72.0,,0.72,61.199999999999996
2020-07-09,84,72.0,,0.72,60.48
2020-07-10,85,72.0,,0.72,61.199999999999996
2020-07-11,55,72.0,,0.72,39.6
2020-07-12,55,72.0,,0.72,39.6
2020-07-13,91,72.0,,0.72,65.52
2020-07-14,76,72.0,,0.72,54.72
2020-07-15,91,72.0,,0.72,65.52
2020-07-16,84,72.0,,0.72,60.48
2020-07-17,83,72.0,,0.72,59.76
2020-07-18,57,72.0,,0.72,41.04
2020-07-19,53,72.0,,0.72,38.16
2020-07-20,80,72.0,,0.72,57.599999999999994
2020-07-21,80,72.0,,0.72,57.599999999999994
2020-07-22,75,72.0,,0.72,54.0
2020-07-23,78,72.0,,0.72,56.16
2020-07-24,74,72.0,,0.72,53.28
2020-07-25,57,72.0,,0.72,41.04
2020-07-26,55,72.0,,0.72,39.6
2020-07-27,75,72.0,,0.72,54.0
2020-07-28,78,72.0,,0.72,56.16
2020-07-29,98,72.0,,0.72,70.56
2020-07-30,79,72.0,,0.72,56.879999999999995
2020-07-31,81,72.0,,0.72,58.32
2020-08-01,60,66.0,False,0.66,39.6
2020-08-02,63,66.0,,0.66,41.580000000000005
2020-08-03,82,66.0,,0.66,54.120000000000005
2020-08-04,90,66.0,,0.66,59.400000000000006
2020-08-05,81,66.0,,0.66,53.46
2020-08-06,87,66.0,,0.66,57.42
2020-08-07,81,66.0,,0.66,53.46
2020-08-08,68,66.0,,0.66,44.88
2020-08-09,57,66.0,,0.66,37.620000000000005
2020-08-10,83,66.0,,0.66,54.78
2020-08-11,100,66.0,,0.66,66.0
2020-08-12,84,66.0,,0.66,55.440000000000005
2020-08-13,81,66.0,,0.66,53.46
2020-08-14,76,66.0,,0.66,50.160000000000004
2020-08-15,62,66.0,,0.66,40.92
2020-08-16,60,66.0,,0.66,39.6
2020-08-17,71,66.0,,0.66,46.86
2020-08-18,77,66.0,,0.66,50.82
2020-08-19,75,66.0,,0.66,49.5
2020-08-20,74,66.0,,0.66,48.84
2020-08-21,77,66.0,,0.66,50.82
2020-08-22,58,66.0,,0.66,38.28
2020-08-23,61,66.0,,0.66,40.260000000000005
2020-08-24,90,66.0,,0.66,59.400000000000006
2020-08-25,84,66.0,,0.66,55.440000000000005
2020-08-26,76,66.0,,0.66,50.160000000000004
2020-08-27,82,66.0,,0.66,54.120000000000005
2020-08-28,81,66.0,,0.66,53.46
2020-08-29,58,66.0,,0.66,38.28
2020-08-30,59,66.0,,0.66,38.940000000000005
2020-08-31,74,66.0,,0.66,48.84
2020-09-01,95,65.0,False,0.65,61.75
2020-09-02,93,65.0,,0.65,60.45
2020-09-03,94,65.0,,0.65,61.1
2020-09-04,97,65.0,,0.65,63.050000000000004
2020-09-05,81,65.0,,0.65,52.65
2020-09-06,77,65.0,,0.65,50.050000000000004
2020-09-07,78,65.0,,0.65,50.7
2020-09-08,92,65.0,,0.65,59.800000000000004
2020-09-09,93,65.0,,0.65,60.45
2020-09-10,93,65.0,,0.65,60.45
2020-09-11,84,65.0,,0.65,54.6
2020-09-12,72,65.0,,0.65,46.800000000000004
2020-09-13,70,65.0,,0.65,45.5
2020-09-14,96,65.0,,0.65,62.400000000000006
2020-09-15,84,65.0,,0.65,54.6
2020-09-16,100,65.0,,0.65,65.0
2020-09-17,85,65.0,,0.65,55.25
2020-09-18,88,65.0,,0.65,57.2
2020-09-19,69,65.0,,0.65,44.85
2020-09-20,67,65.0,,0.65,43.550000000000004
2020-09-21,93,65.0,,0.65,60.45
2020-09-22,84,65.0,,0.65,54.6
2020-09-23,86,65.0,,0.65,55.9
2020-09-24,95,65.0,,0.65,61.75
2020-09-25,100,65.0,,0.65,65.0
2020-09-26,76,65.0,,0.65,49.4
2020-09-27,74,65.0,,0.65,48.1
2020-09-28,100,65.0,,0.65,65.0
2020-09-29,88,65.0,,0.65,57.2
2020-09-30,97,65.0,,0.65,63.050000000000004
2020-10-01,89,64.0,False,0.64,56.96
2020-10-02,80,64.0,,0.64,51.2
2020-10-03,60,64.0,,0.64,38.4
2020-10-04,56,64.0,,0.64,35.84
2020-10-05,77,64.0,,0.64,49.28
2020-10-06,90,64.0,,0.64,57.6
2020-10-07,93,64.0,,0.64,59.52
2020-10-08,77,64.0,,0.64,49.28
2020-10-09,79,64.0,,0.64,50.56
2020-10-10,62,64.0,,0.64,39.68
2020-10-11,63,64.0,,0.64,40.32
2020-10-12,75,64.0,,0.64,48.0
2020-10-13,77,64.0,,0.64,49.28
2020-10-14,86,64.0,,0.64,55.04
2020-10-15,78,64.0,,0.64,49.92
2020-10-16,88,64.0,,0.64,56.32
2020-10-17,68,64.0,,0.64,43.52
2020-10-18,65,64.0,,0.64,41.6
2020-10-19,82,64.0,,0.64,52.480000000000004
2020-10-20,75,64.0,,0.64,48.0
2020-10-21,74,64.0,,0.64,47.36
2020-10-22,71,64.0,,0.64,45.44
2020-10-23,87,64.0,,0.64,55.68
2020-10-24,65,64.0,,0.64,41.6
2020-10-25,56,64.0,,0.64,35.84
2020-10-26,79,64.0,,0.64,50.56
2020-10-27,85,64.0,,0.64,54.4
2020-10-28,100,64.0,,0.64,64.0
2020-10-29,91,64.0,,0.64,58.24
2020-10-30,81,64.0,,0.64,51.84
2020-10-31,61,64.0,,0.64,39.04
2020-11-01,38,66.0,False,0.66,25.080000000000002
2020-11-02,54,66.0,,0.66,35.64
2020-11-03,54,66.0,,0.66,35.64
2020-11-04,44,66.0,,0.66,29.040000000000003
2020-11-05,46,66.0,,0.66,30.360000000000003
2020-11-06,44,66.0,,0.66,29.040000000000003
2020-11-07,37,66.0,,0.66,24.42
2020-11-08,36,66.0,,0.66,23.76
2020-11-09,72,66.0,,0.66,47.52
2020-11-10,77,66.0,,0.66,50.82
2020-11-11,65,66.0,,0.66,42.9
2020-11-12,61,66.0,,0.66,40.260000000000005
2020-11-13,54,66.0,,0.66,35.64
2020-11-14,46,66.0,,0.66,30.360000000000003
2020-11-15,39,66.0,,0.66,25.740000000000002
2020-11-16,70,66.0,,0.66,46.2
2020-11-17,73,66.0,,0.66,48.18
2020-11-18,100,66.0,,0.66,66.0
2020-11-19,71,66.0,,0.66,46.86
2020-11-20,58,66.0,,0.66,38.28
2020-11-21,43,66.0,,0.66,28.380000000000003
2020-11-22,38,66.0,,0.66,25.080000000000002
2020-11-23,64,66.0,,0.66,42.24
2020-11-24,76,66.0,,0.66,50.160000000000004
2020-11-25,63,66.0,,0.66,41.580000000000005
2020-11-26,47,66.0,,0.66,31.020000000000003
2020-11-27,45,66.0,,0.66,29.700000000000003
2020-11-28,38,66.0,,0.66,25.080000000000002
2020-11-29,40,66.0,,0.66,26.400000000000002
2020-11-30,54,66.0,,0.66,35.64
2020-12-01,70,62.0,False,0.62,43.4
2020-12-02,77,62.0,,0.62,47.74
2020-12-03,100,62.0,,0.62,62.0
2020-12-04,85,62.0,,0.62,52.7
2020-12-05,53,62.0,,0.62,32.86
2020-12-06,51,62.0,,0.62,31.62
2020-12-07,75,62.0,,0.62,46.5
2020-12-08,81,62.0,,0.62,50.22
2020-12-09,75,62.0,,0.62,46.5
2020-12-10,73,62.0,,0.62,45.26
2020-12-11,65,62.0,,0.62,40.3
2020-12-12,49,62.0,,0.62,30.38
2020-12-13,50,62.0,,0.62,31.0
2020-12-14,73,62.0,,0.62,45.26
2020-12-15,71,62.0,,0.62,44.02
2020-12-16,69,62.0,,0.62,42.78
2020-12-17,73,62.0,,0.62,45.26
2020-12-18,68,62.0,,0.62,42.16
2020-12-19,55,62.0,,0.62,34.1
2020-12-20,51,62.0,,0.62,31.62
2020-12-21,66,62.0,,0.62,40.92
2020-12-22,72,62.0,,0.62,44.64
2020-12-23,61,62.0,,0.62,37.82
2020-12-24,62,62.0,,0.62,38.44
2020-12-25,52,62.0,,0.62,32.24
2020-12-26,42,62.0,,0.62,26.04
2020-12-27,50,62.0,,0.62,31.0
2020-12-28,69,62.0,,0.62,42.78
2020-12-29,72,62.0,,0.62,44.64
2020-12-30,68,62.0,,0.62,42.16
2020-12-31,59,62.0,,0.62,36.58
2021-01-01,61,57.0,False,0.57,34.769999999999996
2021-01-02,52,57.0,,0.57,29.639999999999997
2021-01-03,60,57.0,,0.57,34.199999999999996
2021-01-04,81,57.0,,0.57,46.169999999999995
2021-01-05,89,57.0,,0.57,50.73
2021-01-06,75,57.0,,0.57,42.74999999999999
2021-01-07,83,57.0,,0.57,47.309999999999995
2021-01-08,87,57.0,,0.57,49.589999999999996
2021-01-09,72,57.0,,0.57,41.04
2021-01-10,62,57.0,,0.57,35.339999999999996
2021-01-11,85,57.0,,0.57,48.449999999999996
2021-01-12,86,57.0,,0.57,49.019999999999996
2021-01-13,81,57.0,,0.57,46.169999999999995
2021-01-14,81,57.0,,0.57,46.169999999999995
2021-01-15,75,57.0,,0.57,42.74999999999999
2021-01-16,62,57.0,,0.57,35.339999999999996
2021-01-17,49,57.0,,0.57,27.929999999999996
2021-01-18,64,57.0,,0.57,36.48
2021-01-19,81,57.0,,0.57,46.169999999999995
2021-01-20,80,57.0,,0.57,45.599999999999994
2021-01-21,75,57.0,,0.57,42.74999999999999
2021-01-22,81,57.0,,0.57,46.169999999999995
2021-01-23,65,57.0,,0.57,37.05
2021-01-24,58,57.0,,0.57,33.059999999999995
2021-01-25,77,57.0,,0.57,43.88999999999999
2021-01-26,81,57.0,,0.57,46.169999999999995
2021-01-27,100,57.0,,0.57,56.99999999999999
2021-01-28,88,57.0,,0.57,50.16
2021-01-29,78,57.0,,0.57,44.459999999999994
2021-01-30,67,57.0,,0.57,38.19
2021-01-31,64,57.0,,0.57,36.48
2021-02-01,72,60.0,False,0.6,43.199999999999996
2021-02-02,78,60.0,,0.6,46.8
2021-02-03,78,60.0,,0.6,46.8
2021-02-04,76,60.0,,0.6,45.6
2021-02-05,74,60.0,,0.6,44.4
2021-02-06,58,60.0,,0.6,34.8
2021-02-07,55,60.0,,0.6,33.0
2021-02-08,72,60.0,,0.6,43.199999999999996
2021-02-09,78,60.0,,0.6,46.8
2021-02-10,74,60.0,,0.6,44.4
2021-02-11,70,60.0,,0.6,42.0
2021-02-12,69,60.0,,0.6,41.4
2021-02-13,51,60.0,,0.6,30.599999999999998
2021-02-14,50,60.0,,0.6,30.0
2021-02-15,63,60.0,,0.6,37.8
2021-02-16,76,60.0,,0.6,45.6
2021-02-17,77,60.0,,0.6,46.199999999999996
2021-02-18,72,60.0,,0.6,43.199999999999996
2021-02-19,72,60.0,,0.6,43.199999999999996
2021-02-20,61,60.0,,0.6,36.6
2021-02-21,62,60.0,,0.6,37.199999999999996
2021-02-22,100,60.0,,0.6,60.0
2021-02-23,81,60.0,,0.6,48.6
2021-02-24,88,60.0,,0.6,52.8
2021-02-25,85,60.0,,0.6,51.0
2021-02-26,79,60.0,,0.6,47.4
2021-02-27,61,60.0,,0.6,36.6
2021-02-28,51,60.0,,0.6,30.599999999999998
2021-03-01,79,63.0,False,0.63,49.77
