date,OI_unscaled,OI_monthly,isPartial,scale,OI
2019-08-29,80,73.0,,0.73,58.4
2019-08-30,77,73.0,,0.73,56.21
2019-08-31,57,73.0,,0.73,41.61
2019-09-01,67,79.0,False,0.79,52.93
2019-09-02,94,79.0,,0.79,74.26
2019-09-03,80,79.0,,0.79,63.2
2019-09-04,59,79.0,,0.79,46.61
2019-09-05,83,79.0,,0.79,65.57000000000001
2019-09-06,81,79.0,,0.79,63.99
2019-09-07,65,79.0,,0.79,51.35
2019-09-08,62,79.0,,0.79,48.980000000000004
2019-09-09,66,79.0,,0.79,52.14
2019-09-10,88,79.0,,0.79,69.52000000000001
2019-09-11,77,79.0,,0.79,60.830000000000005
2019-09-12,84,79.0,,0.79,66.36
2019-09-13,70,79.0,,0.79,55.300000000000004
2019-09-14,72,79.0,,0.79,56.88
2019-09-15,65,79.0,,0.79,51.35
2019-09-16,68,79.0,,0.79,53.72
2019-09-17,89,79.0,,0.79,70.31
2019-09-18,93,79.0,,0.79,73.47
2019-09-19,75,79.0,,0.79,59.25
2019-09-20,85,79.0,,0.79,67.15
2019-09-21,74,79.0,,0.79,58.46
2019-09-22,74,79.0,,0.79,58.46
2019-09-23,78,79.0,,0.79,61.620000000000005
2019-09-24,90,79.0,,0.79,71.10000000000001
2019-09-25,80,79.0,,0.79,63.2
2019-09-26,100,79.0,,0.79,79.0
2019-09-27,88,79.0,,0.79,69.52000000000001
2019-09-28,73,79.0,,0.79,57.67
2019-09-29,64,79.0,,0.79,50.56
2019-09-30,90,79.0,,0.79,71.10000000000001
2019-10-01,58,79.0,False,0.79,45.82
2019-10-02,55,79.0,,0.79,43.45
2019-10-03,75,79.0,,0.79,59.25
2019-10-04,76,79.0,,0.79,60.040000000000006
2019-10-05,61,79.0,,0.79,48.190000000000005
2019-10-06,83,79.0,,0.79,65.57000000000001
2019-10-07,72,79.0,,0.79,56.88
2019-10-08,84,79.0,,0.79,66.36
2019-10-09,75,79.0,,0.79,59.25
2019-10-10,67,79.0,,0.79,52.93
2019-10-11,53,79.0,,0.79,41.870000000000005
2019-10-12,72,79.0,,0.79,56.88
2019-10-13,72,79.0,,0.79,56.88
2019-10-14,79,79.0,,0.79,62.410000000000004
2019-10-15,82,79.0,,0.79,64.78
2019-10-16,77,79.0,,0.79,60.830000000000005
2019-10-17,85,79.0,,0.79,67.15
2019-10-18,72,79.0,,0.79,56.88
2019-10-19,72,79.0,,0.79,56.88
2019-10-20,76,79.0,,0.79,60.040000000000006
2019-10-21,94,79.0,,0.79,74.26
2019-10-22,69,79.0,,0.79,54.510000000000005
2019-10-23,73,79.0,,0.79,57.67
2019-10-24,75,79.0,,0.79,59.25
2019-10-25,80,79.0,,0.79,63.2
2019-10-26,73,79.0,,0.79,57.67
2019-10-27,82,79.0,,0.79,64.78
2019-10-28,79,79.0,,0.79,62.410000000000004
2019-10-29,100,79.0,,0.79,79.0
2019-10-30,76,79.0,,0.79,60.040000000000006
2019-10-31,68,79.0,,0.79,53.72
2019-11-01,81,80.0,False,0.8,64.8
2019-11-02,84,80.0,,0.8,67.2
2019-11-03,64,80.0,,0.8,51.2
2019-11-04,92,80.0,,0.8,73.60000000000001
2019-11-05,83,80.0,,0.8,66.4
2019-11-06,75,80.0,,0.8,60.0
2019-11-07,94,80.0,,0.8,75.2
2019-11-08,71,80.0,,0.8,56.800000000000004
2019-11-09,70,80.0,,0.8,56.0
2019-11-10,88,80.0,,0.8,70.4
2019-11-11,72,80.0,,0.8,57.6
2019-11-12,98,80.0,,0.8,78.4
2019-11-13,81,80.0,,0.8,64.8
2019-11-14,100,80.0,,0.8,80.0
2019-11-15,74,80.0,,0.8,59.2
2019-11-16,80,80.0,,0.8,64.0
2019-11-17,92,80.0,,0.8,73.60000000000001
2019-11-18,91,80.0,,0.8,72.8
2019-11-19,83,80.0,,0.8,66.4
2019-11-20,86,80.0,,0.8,68.8
2019-11-21,98,80.0,,0.8,78.4
2019-11-22,64,80.0,,0.8,51.2
2019-11-23,91,80.0,,0.8,72.8
2019-11-24,87,80.0,,0.8,69.60000000000001
2019-11-25,86,80.0,,0.8,68.8
2019-11-26,73,80.0,,0.8,58.400000000000006
2019-11-27,84,80.0,,0.8,67.2
2019-11-28,61,80.0,,0.8,48.800000000000004
2019-11-29,72,80.0,,0.8,57.6
2019-11-30,68,80.0,,0.8,54.400000000000006
2019-12-01,86,77.0,False,0.77,66.22
2019-12-02,93,77.0,,0.77,71.61
2019-12-03,69,77.0,,0.77,53.13
2019-12-04,93,77.0,,0.77,71.61
2019-12-05,75,77.0,,0.77,57.75
2019-12-06,89,77.0,,0.77,68.53
2019-12-07,74,77.0,,0.77,56.980000000000004
2019-12-08,77,77.0,,0.77,59.29
2019-12-09,63,77.0,,0.77,48.51
2019-12-10,87,77.0,,0.77,66.99
2019-12-11,76,77.0,,0.77,58.52
2019-12-12,93,77.0,,0.77,71.61
2019-12-13,93,77.0,,0.77,71.61
2019-12-14,76,77.0,,0.77,58.52
2019-12-15,76,77.0,,0.77,58.52
2019-12-16,78,77.0,,0.77,60.06
2019-12-17,71,77.0,,0.77,54.67
2019-12-18,75,77.0,,0.77,57.75
2019-12-19,83,77.0,,0.77,63.910000000000004
2019-12-20,81,77.0,,0.77,62.370000000000005
2019-12-21,86,77.0,,0.77,66.22
2019-12-22,71,77.0,,0.77,54.67
2019-12-23,71,77.0,,0.77,54.67
2019-12-24,74,77.0,,0.77,56.980000000000004
2019-12-25,84,77.0,,0.77,64.68
2019-12-26,100,77.0,,0.77,77.0
2019-12-27,62,77.0,,0.77,47.74
2019-12-28,85,77.0,,0.77,65.45
2019-12-29,77,77.0,,0.77,59.29
2019-12-30,76,77.0,,0.77,58.52
2019-12-31,88,77.0,,0.77,67.76
2020-01-01,60,81.0,False,0.81,48.6
2020-01-02,69,81.0,,0.81,55.89
2020-01-03,81,81.0,,0.81,65.61
2020-01-04,77,81.0,,0.81,62.370000000000005
2020-01-05,60,81.0,,0.81,48.6
2020-01-06,75,81.0,,0.81,60.75000000000001
2020-01-07,80,81.0,,0.81,64.80000000000001
2020-01-08,67,81.0,,0.81,54.27
2020-01-09,80,81.0,,0.81,64.80000000000001
2020-01-10,85,81.0,,0.81,68.85000000000001
2020-01-11,76,81.0,,0.81,61.56
2020-01-12,89,81.0,,0.81,72.09
2020-01-13,67,81.0,,0.81,54.27
2020-01-14,100,81.0,,0.81,81.0
2020-01-15,75,81.0,,0.81,60.75000000000001
2020-01-16,92,81.0,,0.81,74.52000000000001
2020-01-17,80,81.0,,0.81,64.80000000000001
2020-01-18,68,81.0,,0.81,55.080000000000005
2020-01-19,85,81.0,,0.81,68.85000000000001
2020-01-20,85,81.0,,0.81,68.85000000000001
2020-01-21,83,81.0,,0.81,67.23
2020-01-22,92,81.0,,0.81,74.52000000000001
2020-01-23,95,81.0,,0.81,76.95
2020-01-24,83,81.0,,0.81,67.23
2020-01-25,89,81.0,,0.81,72.09
2020-01-26,83,81.0,,0.81,67.23
2020-01-27,77,81.0,,0.81,62.370000000000005
2020-01-28,84,81.0,,0.81,68.04
2020-01-29,82,81.0,,0.81,66.42
2020-01-30,79,81.0,,0.81,63.99
2020-01-31,95,81.0,,0.81,76.95
2020-02-01,62,88.0,False,0.88,54.56
2020-02-02,69,88.0,,0.88,60.72
2020-02-03,80,88.0,,0.88,70.4
2020-02-04,67,88.0,,0.88,58.96
2020-02-05,77,88.0,,0.88,67.76
2020-02-06,90,88.0,,0.88,79.2
2020-02-07,76,88.0,,0.88,66.88
2020-02-08,66,88.0,,0.88,58.08
2020-02-09,81,88.0,,0.88,71.28
2020-02-10,73,88.0,,0.88,64.24
2020-02-11,67,88.0,,0.88,58.96
2020-02-12,90,88.0,,0.88,79.2
2020-02-13,82,88.0,,0.88,72.16
2020-02-14,76,88.0,,0.88,66.88
2020-02-15,74,88.0,,0.88,65.12
2020-02-16,61,88.0,,0.88,53.68
2020-02-17,69,88.0,,0.88,60.72
2020-02-18,97,88.0,,0.88,85.36
2020-02-19,84,88.0,,0.88,73.92
2020-02-20,85,88.0,,0.88,74.8
2020-02-21,96,88.0,,0.88,84.48
2020-02-22,79,88.0,,0.88,69.52
2020-02-23,87,88.0,,0.88,76.56
2020-02-24,69,88.0,,0.88,60.72
2020-02-25,85,88.0,,0.88,74.8
2020-02-26,100,88.0,,0.88,88.0
2020-02-27,78,88.0,,0.88,68.64
2020-02-28,73,88.0,,0.88,64.24
2020-02-29,80,88.0,,0.88,70.4
2020-03-01,100,83.0,False,0.83,83.0
2020-03-02,91,83.0,,0.83,75.53
2020-03-03,84,83.0,,0.83,69.72
2020-03-04,90,83.0,,0.83,74.7
2020-03-05,81,83.0,,0.83,67.22999999999999
2020-03-06,80,83.0,,0.83,66.39999999999999
2020-03-07,78,83.0,,0.83,64.74
2020-03-08,75,83.0,,0.83,62.25
2020-03-09,91,83.0,,0.83,75.53
2020-03-10,99,83.0,,0.83,82.17
2020-03-11,72,83.0,,0.83,59.76
2020-03-12,81,83.0,,0.83,67.22999999999999
2020-03-13,90,83.0,,0.83,74.7
2020-03-14,83,83.0,,0.83,68.89
2020-03-15,69,83.0,,0.83,57.269999999999996
2020-03-16,86,83.0,,0.83,71.38
2020-03-17,80,83.0,,0.83,66.39999999999999
2020-03-18,76,83.0,,0.83,63.08
2020-03-19,93,83.0,,0.83,77.19
2020-03-20,73,83.0,,0.83,60.589999999999996
2020-03-21,52,83.0,,0.83,43.16
2020-03-22,92,83.0,,0.83,76.36
2020-03-23,82,83.0,,0.83,68.06
2020-03-24,78,83.0,,0.83,64.74
2020-03-25,71,83.0,,0.83,58.93
2020-03-26,71,83.0,,0.83,58.93
2020-03-27,98,83.0,,0.83,81.33999999999999
2020-03-28,91,83.0,,0.83,75.53
2020-03-29,85,83.0,,0.83,70.55
2020-03-30,90,83.0,,0.83,74.7
2020-03-31,93,83.0,,0.83,77.19
2020-04-01,72,91.0,False,0.91,65.52
2020-04-02,74,91.0,,0.91,67.34
2020-04-03,75,91.0,,0.91,68.25
2020-04-04,66,91.0,,0.91,60.06
2020-04-05,72,91.0,,0.91,65.52
2020-04-06,88,91.0,,0.91,80.08
2020-04-07,85,91.0,,0.91,77.35000000000001
2020-04-08,86,91.0,,0.91,78.26
2020-04-09,93,91.0,,0.91,84.63000000000001
2020-04-10,72,91.0,,0.91,65.52
2020-04-11,68,91.0,,0.91,61.88
2020-04-12,76,91.0,,0.91,69.16
2020-04-13,72,91.0,,0.91,65.52
2020-04-14,80,91.0,,0.91,72.8
2020-04-15,82,91.0,,0.91,74.62
2020-04-16,85,91.0,,0.91,77.35000000000001
2020-04-17,95,91.0,,0.91,86.45
2020-04-18,84,91.0,,0.91,76.44
2020-04-19,87,91.0,,0.91,79.17
2020-04-20,100,91.0,,0.91,91.0
2020-04-21,93,91.0,,0.91,84.63000000000001
2020-04-22,89,91.0,,0.91,80.99000000000001
2020-04-23,88,91.0,,0.91,80.08
2020-04-24,86,91.0,,0.91,78.26
2020-04-25,85,91.0,,0.91,77.35000000000001
2020-04-26,77,91.0,,0.91,70.07000000000001
2020-04-27,97,91.0,,0.91,88.27
2020-04-28,87,91.0,,0.91,79.17
2020-04-29,89,91.0,,0.91,80.99000000000001
2020-04-30,79,91.0,,0.91,71.89
2020-05-01,78,94.0,False,0.94,73.32
2020-05-02,82,94.0,,0.94,77.08
2020-05-03,83,94.0,,0.94,78.02
2020-05-04,100,94.0,,0.94,94.0
2020-05-05,89,94.0,,0.94,83.66
2020-05-06,92,94.0,,0.94,86.47999999999999
2020-05-07,69,94.0,,0.94,64.86
2020-05-08,79,94.0,,0.94,74.25999999999999
2020-05-09,85,94.0,,0.94,79.89999999999999
2020-05-10,88,94.0,,0.94,82.72
2020-05-11,87,94.0,,0.94,81.78
2020-05-12,88,94.0,,0.94,82.72
2020-05-13,68,94.0,,0.94,63.919999999999995
2020-05-14,92,94.0,,0.94,86.47999999999999
2020-05-15,80,94.0,,0.94,75.19999999999999
2020-05-16,70,94.0,,0.94,65.8
2020-05-17,72,94.0,,0.94,67.67999999999999
2020-05-18,88,94.0,,0.94,82.72
2020-05-19,78,94.0,,0.94,73.32
2020-05-20,84,94.0,,0.94,78.96
2020-05-21,77,94.0,,0.94,72.38
2020-05-22,87,94.0,,0.94,81.78
2020-05-23,66,94.0,,0.94,62.04
2020-05-24,88,94.0,,0.94,82.72
2020-05-25,97,94.0,,0.94,91.17999999999999
2020-05-26,81,94.0,,0.94,76.14
2020-05-27,83,94.0,,0.94,78.02
2020-05-28,68,94.0,,0.94,63.919999999999995
2020-05-29,70,94.0,,0.94,65.8
2020-05-30,73,94.0,,0.94,68.61999999999999
2020-05-31,78,94.0,,0.94,73.32
2020-06-01,90,92.0,False,0.92,82.8
2020-06-02,93,92.0,,0.92,85.56
2020-06-03,83,92.0,,0.92,76.36
2020-06-04,74,92.0,,0.92,68.08
2020-06-05,94,92.0,,0.92,86.48
2020-06-06,67,92.0,,0.92,61.64
2020-06-07,67,92.0,,0.92,61.64
2020-06-08,80,92.0,,0.92,73.60000000000001
2020-06-09,79,92.0,,0.92,72.68
2020-06-10,80,92.0,,0.92,73.60000000000001
2020-06-11,89,92.0,,0.92,81.88000000000001
2020-06-12,92,92.0,,0.92,84.64
2020-06-13,79,92.0,,0.92,72.68
2020-06-14,100,92.0,,0.92,92.0
2020-06-15,78,92.0,,0.92,71.76
2020-06-16,77,92.0,,0.92,70.84
2020-06-17,93,92.0,,0.92,85.56
2020-06-18,78,92.0,,0.92,71.76
2020-06-19,92,92.0,,0.92,84.64
2020-06-20,91,92.0,,0.92,83.72
2020-06-21,82,92.0,,0.92,75.44
2020-06-22,81,92.0,,0.92,74.52000000000001
2020-06-23,98,92.0,,0.92,90.16000000000001
2020-06-24,92,92.0,,0.92,84.64
2020-06-25,78,92.0,,0.92,71.76
2020-06-26,85,92.0,,0.92,78.2
2020-06-27,91,92.0,,0.92,83.72
2020-06-28,75,92.0,,0.92,69.0
2020-06-29,81,92.0,,0.92,74.52000000000001
2020-06-30,67,92.0,,0.92,61.64
2020-07-01,76,89.0,False,0.89,67.64
2020-07-02,67,89.0,,0.89,59.63
2020-07-03,66,89.0,,0.89,58.74
2020-07-04,76,89.0,,0.89,67.64
2020-07-05,80,89.0,,0.89,71.2
2020-07-06,68,89.0,,0.89,60.52
2020-07-07,70,89.0,,0.89,62.300000000000004
2020-07-08,71,89.0,,0.89,63.19
2020-07-09,72,89.0,,0.89,64.08
2020-07-10,77,89.0,,0.89,68.53
2020-07-11,86,89.0,,0.89,76.54
2020-07-12,89,89.0,,0.89,79.21000000000001
2020-07-13,69,89.0,,0.89,61.410000000000004
2020-07-14,89,89.0,,0.89,79.21000000000001
2020-07-15,74,89.0,,0.89,65.86
2020-07-16,76,89.0,,0.89,67.64
2020-07-17,100,89.0,,0.89,89.0
2020-07-18,73,89.0,,0.89,64.97
2020-07-19,78,89.0,,0.89,69.42
2020-07-20,87,89.0,,0.89,77.43
2020-07-21,78,89.0,,0.89,69.42
2020-07-22,72,89.0,,0.89,64.08
2020-07-23,83,89.0,,0.89,73.87
2020-07-24,69,89.0,,0.89,61.410000000000004
2020-07-25,74,89.0,,0.89,65.86
2020-07-26,84,89.0,,0.89,74.76
2020-07-27,67,89.0,,0.89,59.63
2020-07-28,86,89.0,,0.89,76.54
2020-07-29,93,89.0,,0.89,82.77
2020-07-30,75,89.0,,0.89,66.75
2020-07-31,83,89.0,,0.89,73.87
2020-08-01,80,85.0,False,0.85,68.0
2020-08-02,92,85.0,,0.85,78.2
2020-08-03,75,85.0,,0.85,63.75
2020-08-04,90,85.0,,0.85,76.5
2020-08-05,89,85.0,,0.85,75.64999999999999
2020-08-06,93,85.0,,0.85,79.05
2020-08-07,82,85.0,,0.85,69.7
2020-08-08,72,85.0,,0.85,61.199999999999996
2020-08-09,91,85.0,,0.85,77.35
2020-08-10,92,85.0,,0.85,78.2
2020-08-11,69,85.0,,0.85,58.65
2020-08-12,74,85.0,,0.85,62.9
2020-08-13,79,85.0,,0.85,67.14999999999999
2020-08-14,67,85.0,,0.85,56.949999999999996
2020-08-15,67,85.0,,0.85,56.949999999999996
2020-08-16,84,85.0,,0.85,71.39999999999999
2020-08-17,76,85.0,,0.85,64.6
2020-08-18,62,85.0,,0.85,52.699999999999996
2020-08-19,77,85.0,,0.85,65.45
2020-08-20,93,85.0,,0.85,79.05
2020-08-21,81,85.0,,0.85,68.85
2020-08-22,84,85.0,,0.85,71.39999999999999
2020-08-23,89,85.0,,0.85,75.64999999999999
2020-08-24,84,85.0,,0.85,71.39999999999999
2020-08-25,81,85.0,,0.85,68.85
2020-08-26,64,85.0,,0.85,54.4
2020-08-27,80,85.0,,0.85,68.0
2020-08-28,100,85.0,,0.85,85.0
2020-08-29,93,85.0,,0.85,79.05
2020-08-30,89,85.0,,0.85,75.64999999999999
2020-08-31,69,85.0,,0.85,58.65
2020-09-01,83,85.0,False,0.85,70.55
2020-09-02,95,85.0,,0.85,80.75
2020-09-03,84,85.0,,0.85,71.39999999999999
2020-09-04,89,85.0,,0.85,75.64999999999999
2020-09-05,72,85.0,,0.85,61.199999999999996
2020-09-06,100,85.0,,0.85,85.0
2020-09-07,69,85.0,,0.85,58.65
2020-09-08,85,85.0,,0.85,72.25
2020-09-09,90,85.0,,0.85,76.5
2020-09-10,75,85.0,,0.85,63.75
2020-09-11,73,85.0,,0.85,62.05
2020-09-12,85,85.0,,0.85,72.25
2020-09-13,74,85.0,,0.85,62.9
2020-09-14,79,85.0,,0.85,67.14999999999999
2020-09-15,83,85.0,,0.85,70.55
2020-09-16,77,85.0,,0.85,65.45
2020-09-17,83,85.0,,0.85,70.55
2020-09-18,79,85.0,,0.85,67.14999999999999
2020-09-19,93,85.0,,0.85,79.05
2020-09-20,78,85.0,,0.85,66.3
2020-09-21,83,85.0,,0.85,70.55
2020-09-22,89,85.0,,0.85,75.64999999999999
2020-09-23,93,85.0,,0.85,79.05
2020-09-24,75,85.0,,0.85,63.75
2020-09-25,84,85.0,,0.85,71.39999999999999
2020-09-26,71,85.0,,0.85,60.35
2020-09-27,90,85.0,,0.85,76.5
2020-09-28,85,85.0,,0.85,72.25
2020-09-29,81,85.0,,0.85,68.85
2020-09-30,90,85.0,,0.85,76.5
2020-10-01,75,84.0,False,0.84,63.0
2020-10-02,82,84.0,,0.84,68.88
2020-10-03,63,84.0,,0.84,52.919999999999995
2020-10-04,74,84.0,,0.84,62.16
2020-10-05,89,84.0,,0.84,74.75999999999999
2020-10-06,74,84.0,,0.84,62.16
2020-10-07,80,84.0,,0.84,67.2
2020-10-08,65,84.0,,0.84,54.6
2020-10-09,80,84.0,,0.84,67.2
2020-10-10,72,84.0,,0.84,60.48
2020-10-11,59,84.0,,0.84,49.559999999999995
2020-10-12,96,84.0,,0.84,80.64
2020-10-13,74,84.0,,0.84,62.16
2020-10-14,100,84.0,,0.84,84.0
2020-10-15,85,84.0,,0.84,71.39999999999999
2020-10-16,83,84.0,,0.84,69.72
2020-10-17,87,84.0,,0.84,73.08
2020-10-18,78,84.0,,0.84,65.52
2020-10-19,61,84.0,,0.84,51.239999999999995
2020-10-20,62,84.0,,0.84,52.08
2020-10-21,91,84.0,,0.84,76.44
2020-10-22,87,84.0,,0.84,73.08
2020-10-23,90,84.0,,0.84,75.6
2020-10-24,70,84.0,,0.84,58.8
2020-10-25,92,84.0,,0.84,77.28
2020-10-26,75,84.0,,0.84,63.0
2020-10-27,88,84.0,,0.84,73.92
2020-10-28,61,84.0,,0.84,51.239999999999995
2020-10-29,87,84.0,,0.84,73.08
2020-10-30,83,84.0,,0.84,69.72
2020-10-31,88,84.0,,0.84,73.92
2020-11-01,52,77.0,False,0.77,40.04
2020-11-02,77,77.0,,0.77,59.29
2020-11-03,84,77.0,,0.77,64.68
2020-11-04,52,77.0,,0.77,40.04
2020-11-05,63,77.0,,0.77,48.51
2020-11-06,60,77.0,,0.77,46.2
2020-11-07,61,77.0,,0.77,46.97
2020-11-08,72,77.0,,0.77,55.44
2020-11-09,69,77.0,,0.77,53.13
2020-11-10,76,77.0,,0.77,58.52
2020-11-11,85,77.0,,0.77,65.45
2020-11-12,80,77.0,,0.77,61.6
2020-11-13,82,77.0,,0.77,63.14
2020-11-14,98,77.0,,0.77,75.46000000000001
2020-11-15,66,77.0,,0.77,50.82
2020-11-16,63,77.0,,0.77,48.51
2020-11-17,80,77.0,,0.77,61.6
2020-11-18,71,77.0,,0.77,54.67
2020-11-19,83,77.0,,0.77,63.910000000000004
2020-11-20,92,77.0,,0.77,70.84
2020-11-21,85,77.0,,0.77,65.45
2020-11-22,89,77.0,,0.77,68.53
2020-11-23,77,77.0,,0.77,59.29
2020-11-24,80,77.0,,0.77,61.6
2020-11-25,78,77.0,,0.77,60.06
2020-11-26,100,77.0,,0.77,77.0
2020-11-27,85,77.0,,0.77,65.45
2020-11-28,86,77.0,,0.77,66.22
2020-11-29,78,77.0,,0.77,60.06
2020-11-30,67,77.0,,0.77,51.59
2020-12-01,62,85.0,False,0.85,52.699999999999996
2020-12-02,75,85.0,,0.85,63.75
2020-12-03,82,85.0,,0.85,69.7
2020-12-04,86,85.0,,0.85,73.1
2020-12-05,95,85.0,,0.85,80.75
2020-12-06,76,85.0,,0.85,64.6
2020-12-07,70,85.0,,0.85,59.5
2020-12-08,97,85.0,,0.85,82.45
2020-12-09,71,85.0,,0.85,60.35
2020-12-10,69,85.0,,0.85,58.65
2020-12-11,74,85.0,,0.85,62.9
2020-12-12,69,85.0,,0.85,58.65
2020-12-13,84,85.0,,0.85,71.39999999999999
2020-12-14,94,85.0,,0.85,79.89999999999999
2020-12-15,69,85.0,,0.85,58.65
2020-12-16,74,85.0,,0.85,62.9
2020-12-17,85,85.0,,0.85,72.25
2020-12-18,89,85.0,,0.85,75.64999999999999
2020-12-19,78,85.0,,0.85,66.3
2020-12-20,91,85.0,,0.85,77.35
2020-12-21,68,85.0,,0.85,57.8
2020-12-22,89,85.0,,0.85,75.64999999999999
2020-12-23,95,85.0,,0.85,80.75
2020-12-24,58,85.0,,0.85,49.3
2020-12-25,100,85.0,,0.85,85.0
2020-12-26,83,85.0,,0.85,70.55
2020-12-27,70,85.0,,0.85,59.5
2020-12-28,54,85.0,,0.85,45.9
2020-12-29,87,85.0,,0.85,73.95
2020-12-30,77,85.0,,0.85,65.45
2020-12-31,69,85.0,,0.85,58.65
2021-01-01,76,82.0,False,0.82,62.31999999999999
2021-01-02,79,82.0,,0.82,64.78
2021-01-03,79,82.0,,0.82,64.78
2021-01-04,80,82.0,,0.82,65.6
2021-01-05,92,82.0,,0.82,75.44
2021-01-06,77,82.0,,0.82,63.13999999999999
2021-01-07,89,82.0,,0.82,72.97999999999999
2021-01-08,76,82.0,,0.82,62.31999999999999
2021-01-09,64,82.0,,0.82,52.48
2021-01-10,90,82.0,,0.82,73.8
2021-01-11,67,82.0,,0.82,54.94
2021-01-12,86,82.0,,0.82,70.52
2021-01-13,84,82.0,,0.82,68.88
2021-01-14,90,82.0,,0.82,73.8
2021-01-15,86,82.0,,0.82,70.52
2021-01-16,88,82.0,,0.82,72.16
2021-01-17,70,82.0,,0.82,57.4
2021-01-18,75,82.0,,0.82,61.49999999999999
2021-01-19,76,82.0,,0.82,62.31999999999999
2021-01-20,77,82.0,,0.82,63.13999999999999
2021-01-21,90,82.0,,0.82,73.8
2021-01-22,97,82.0,,0.82,79.53999999999999
2021-01-23,79,82.0,,0.82,64.78
2021-01-24,65,82.0,,0.82,53.3
2021-01-25,99,82.0,,0.82,81.17999999999999
2021-01-26,71,82.0,,0.82,58.22
2021-01-27,89,82.0,,0.82,72.97999999999999
2021-01-28,91,82.0,,0.82,74.61999999999999
2021-01-29,91,82.0,,0.82,74.61999999999999
2021-01-30,71,82.0,,0.82,58.22
2021-01-31,100,82.0,,0.82,82.0
2021-02-01,51,86.0,False,0.86,43.86
2021-02-02,63,86.0,,0.86,54.18
2021-02-03,77,86.0,,0.86,66.22
2021-02-04,71,86.0,,0.86,61.06
2021-02-05,69,86.0,,0.86,59.339999999999996
2021-02-06,62,86.0,,0.86,53.32
2021-02-07,65,86.0,,0.86,55.9
2021-02-08,66,86.0,,0.86,56.76
2021-02-09,81,86.0,,0.86,69.66
2021-02-10,100,86.0,,0.86,86.0
2021-02-11,64,86.0,,0.86,55.04
2021-02-12,82,86.0,,0.86,70.52
2021-02-13,72,86.0,,0.86,61.92
2021-02-14,71,86.0,,0.86,61.06
2021-02-15,79,86.0,,0.86,67.94
2021-02-16,64,86.0,,0.86,55.04
2021-02-17,60,86.0,,0.86,51.6
2021-02-18,77,86.0,,0.86,66.22
2021-02-19,69,86.0,,0.86,59.339999999999996
2021-02-20,69,86.0,,0.86,59.339999999999996
2021-02-21,84,86.0,,0.86,72.24
2021-02-22,78,86.0,,0.86,67.08
2021-02-23,70,86.0,,0.86,60.199999999999996
2021-02-24,77,86.0,,0.86,66.22
2021-02-25,76,86.0,,0.86,65.36
2021-02-26,73,86.0,,0.86,62.78
2021-02-27,69,86.0,,0.86,59.339999999999996
2021-02-28,65,86.0,,0.86,55.9
2021-03-01,61,88.0,False,0.88,53.68
2021-03-02,65,88.0,,0.88,57.2
2021-03-03,45,88.0,,0.88,39.6
2021-03-04,51,88.0,,0.88,44.88
2021-03-05,53,88.0,,0.88,46.64
2021-03-06,52,88.0,,0.88,45.76
2021-03-07,52,88.0,,0.88,45.76
2021-03-08,69,88.0,,0.88,60.72
2021-03-09,49,88.0,,0.88,43.12
2021-03-10,47,88.0,,0.88,41.36
2021-03-11,55,88.0,,0.88,48.4
2021-03-12,48,88.0,,0.88,42.24
2021-03-13,53,88.0,,0.88,46.64
2021-03-14,63,88.0,,0.88,55.44
2021-03-15,44,88.0,,0.88,38.72
2021-03-16,46,88.0,,0.88,40.48
2021-03-17,66,88.0,,0.88,58.08
2021-03-18,52,88.0,,0.88,45.76
2021-03-19,52,88.0,,0.88,45.76
2021-03-20,49,88.0,,0.88,43.12
2021-03-21,57,88.0,,0.88,50.160000000000004
2021-03-22,55,88.0,,0.88,48.4
2021-03-23,56,88.0,,0.88,49.28
2021-03-24,53,88.0,,0.88,46.64
2021-03-25,63,88.0,,0.88,55.44
2021-03-26,63,88.0,,0.88,55.44
2021-03-27,59,88.0,,0.88,51.92
2021-03-28,55,88.0,,0.88,48.4
2021-03-29,70,88.0,,0.88,61.6
2021-03-30,68,88.0,,0.88,59.84
2021-03-31,100,88.0,,0.88,88.0
2021-04-01,99,85.0,False,0.85,84.14999999999999
2021-04-02,78,85.0,,0.85,66.3
2021-04-03,64,85.0,,0.85,54.4
2021-04-04,91,85.0,,0.85,77.35
2021-04-05,81,85.0,,0.85,68.85
2021-04-06,68,85.0,,0.85,57.8
2021-04-07,88,85.0,,0.85,74.8
2021-04-08,77,85.0,,0.85,65.45
2021-04-09,65,85.0,,0.85,55.25
2021-04-10,94,85.0,,0.85,79.89999999999999
2021-04-11,75,85.0,,0.85,63.75
2021-04-12,72,85.0,,0.85,61.199999999999996
2021-04-13,100,85.0,,0.85,85.0
2021-04-14,67,85.0,,0.85,56.949999999999996
2021-04-15,78,85.0,,0.85,66.3
2021-04-16,82,85.0,,0.85,69.7
2021-04-17,67,85.0,,0.85,56.949999999999996
2021-04-18,72,85.0,,0.85,61.199999999999996
2021-04-19,69,85.0,,0.85,58.65
2021-04-20,76,85.0,,0.85,64.6
2021-04-21,66,85.0,,0.85,56.1
2021-04-22,83,85.0,,0.85,70.55
2021-04-23,95,85.0,,0.85,80.75
2021-04-24,75,85.0,,0.85,63.75
2021-04-25,74,85.0,,0.85,62.9
2021-04-26,75,85.0,,0.85,63.75
2021-04-27,82,85.0,,0.85,69.7
2021-04-28,86,85.0,,0.85,73.1
