date,ULTA_unscaled,ULTA_monthly,isPartial,scale,ULTA
2019-08-21,66,55.0,,0.55,36.300000000000004
2019-08-22,66,55.0,,0.55,36.300000000000004
2019-08-23,70,55.0,,0.55,38.5
2019-08-24,85,55.0,,0.55,46.75000000000001
2019-08-25,98,55.0,,0.55,53.900000000000006
2019-08-26,63,55.0,,0.55,34.650000000000006
2019-08-27,66,55.0,,0.55,36.300000000000004
2019-08-28,67,55.0,,0.55,36.85
2019-08-29,74,55.0,,0.55,40.7
2019-08-30,92,55.0,,0.55,50.6
2019-08-31,94,55.0,,0.55,51.7
2019-09-01,84,59.0,False,0.59,49.559999999999995
2019-09-02,89,59.0,,0.59,52.51
2019-09-03,66,59.0,,0.59,38.94
2019-09-04,64,59.0,,0.59,37.76
2019-09-05,64,59.0,,0.59,37.76
2019-09-06,71,59.0,,0.59,41.89
2019-09-07,89,59.0,,0.59,52.51
2019-09-08,85,59.0,,0.59,50.15
2019-09-09,60,59.0,,0.59,35.4
2019-09-10,57,59.0,,0.59,33.629999999999995
2019-09-11,57,59.0,,0.59,33.629999999999995
2019-09-12,59,59.0,,0.59,34.809999999999995
2019-09-13,67,59.0,,0.59,39.53
2019-09-14,100,59.0,,0.59,59.0
2019-09-15,96,59.0,,0.59,56.64
2019-09-16,61,59.0,,0.59,35.989999999999995
2019-09-17,57,59.0,,0.59,33.629999999999995
2019-09-18,58,59.0,,0.59,34.22
2019-09-19,64,59.0,,0.59,37.76
2019-09-20,73,59.0,,0.59,43.07
2019-09-21,93,59.0,,0.59,54.87
2019-09-22,88,59.0,,0.59,51.919999999999995
2019-09-23,53,59.0,,0.59,31.27
2019-09-24,56,59.0,,0.59,33.04
2019-09-25,56,59.0,,0.59,33.04
2019-09-26,53,59.0,,0.59,31.27
2019-09-27,64,59.0,,0.59,37.76
2019-09-28,80,59.0,,0.59,47.199999999999996
2019-09-29,70,59.0,,0.59,41.3
2019-09-30,52,59.0,,0.59,30.68
2019-10-01,60,54.0,False,0.54,32.400000000000006
2019-10-02,62,54.0,,0.54,33.480000000000004
2019-10-03,59,54.0,,0.54,31.860000000000003
2019-10-04,70,54.0,,0.54,37.800000000000004
2019-10-05,87,54.0,,0.54,46.980000000000004
2019-10-06,94,54.0,,0.54,50.760000000000005
2019-10-07,64,54.0,,0.54,34.56
2019-10-08,64,54.0,,0.54,34.56
2019-10-09,59,54.0,,0.54,31.860000000000003
2019-10-10,67,54.0,,0.54,36.18
2019-10-11,71,54.0,,0.54,38.34
2019-10-12,93,54.0,,0.54,50.220000000000006
2019-10-13,90,54.0,,0.54,48.6
2019-10-14,68,54.0,,0.54,36.72
2019-10-15,60,54.0,,0.54,32.400000000000006
2019-10-16,57,54.0,,0.54,30.78
2019-10-17,67,54.0,,0.54,36.18
2019-10-18,77,54.0,,0.54,41.580000000000005
2019-10-19,100,54.0,,0.54,54.0
2019-10-20,93,54.0,,0.54,50.220000000000006
2019-10-21,63,54.0,,0.54,34.02
2019-10-22,64,54.0,,0.54,34.56
2019-10-23,66,54.0,,0.54,35.64
2019-10-24,64,54.0,,0.54,34.56
2019-10-25,73,54.0,,0.54,39.42
2019-10-26,100,54.0,,0.54,54.0
2019-10-27,83,54.0,,0.54,44.82
2019-10-28,57,54.0,,0.54,30.78
2019-10-29,57,54.0,,0.54,30.78
2019-10-30,61,54.0,,0.54,32.940000000000005
2019-10-31,60,54.0,,0.54,32.400000000000006
2019-11-01,20,79.0,False,0.79,15.8
2019-11-02,26,79.0,,0.79,20.54
2019-11-03,25,79.0,,0.79,19.75
2019-11-04,18,79.0,,0.79,14.22
2019-11-05,17,79.0,,0.79,13.43
2019-11-06,17,79.0,,0.79,13.43
2019-11-07,18,79.0,,0.79,14.22
2019-11-08,20,79.0,,0.79,15.8
2019-11-09,25,79.0,,0.79,19.75
2019-11-10,24,79.0,,0.79,18.96
2019-11-11,23,79.0,,0.79,18.17
2019-11-12,19,79.0,,0.79,15.010000000000002
2019-11-13,17,79.0,,0.79,13.43
2019-11-14,17,79.0,,0.79,13.43
2019-11-15,21,79.0,,0.79,16.59
2019-11-16,30,79.0,,0.79,23.700000000000003
2019-11-17,30,79.0,,0.79,23.700000000000003
2019-11-18,21,79.0,,0.79,16.59
2019-11-19,19,79.0,,0.79,15.010000000000002
2019-11-20,20,79.0,,0.79,15.8
2019-11-21,21,79.0,,0.79,16.59
2019-11-22,24,79.0,,0.79,18.96
2019-11-23,28,79.0,,0.79,22.12
2019-11-24,30,79.0,,0.79,23.700000000000003
2019-11-25,23,79.0,,0.79,18.17
2019-11-26,23,79.0,,0.79,18.17
2019-11-27,29,79.0,,0.79,22.91
2019-11-28,54,79.0,,0.79,42.660000000000004
2019-11-29,100,79.0,,0.79,79.0
2019-11-30,44,79.0,,0.79,34.760000000000005
2019-12-01,67,100.0,False,1.0,67.0
2019-12-02,83,100.0,,1.0,83.0
2019-12-03,62,100.0,,1.0,62.0
2019-12-04,46,100.0,,1.0,46.0
2019-12-05,48,100.0,,1.0,48.0
2019-12-06,51,100.0,,1.0,51.0
2019-12-07,64,100.0,,1.0,64.0
2019-12-08,62,100.0,,1.0,62.0
2019-12-09,48,100.0,,1.0,48.0
2019-12-10,48,100.0,,1.0,48.0
2019-12-11,50,100.0,,1.0,50.0
2019-12-12,53,100.0,,1.0,53.0
2019-12-13,57,100.0,,1.0,57.0
2019-12-14,71,100.0,,1.0,71.0
2019-12-15,73,100.0,,1.0,73.0
2019-12-16,58,100.0,,1.0,58.0
2019-12-17,57,100.0,,1.0,57.0
2019-12-18,57,100.0,,1.0,57.0
2019-12-19,59,100.0,,1.0,59.0
2019-12-20,69,100.0,,1.0,69.0
2019-12-21,85,100.0,,1.0,85.0
2019-12-22,92,100.0,,1.0,92.0
2019-12-23,85,100.0,,1.0,85.0
2019-12-24,100,100.0,,1.0,100.0
2019-12-25,51,100.0,,1.0,51.0
2019-12-26,70,100.0,,1.0,70.0
2019-12-27,63,100.0,,1.0,63.0
2019-12-28,64,100.0,,1.0,64.0
2019-12-29,60,100.0,,1.0,60.0
2019-12-30,53,100.0,,1.0,53.0
2019-12-31,59,100.0,,1.0,59.0
2020-01-01,93,58.0,False,0.58,53.94
2020-01-02,83,58.0,,0.58,48.13999999999999
2020-01-03,84,58.0,,0.58,48.72
2020-01-04,96,58.0,,0.58,55.67999999999999
2020-01-05,100,58.0,,0.58,57.99999999999999
2020-01-06,69,58.0,,0.58,40.019999999999996
2020-01-07,60,58.0,,0.58,34.8
2020-01-08,62,58.0,,0.58,35.96
2020-01-09,63,58.0,,0.58,36.54
2020-01-10,68,58.0,,0.58,39.44
2020-01-11,81,58.0,,0.58,46.98
2020-01-12,85,58.0,,0.58,49.3
2020-01-13,57,58.0,,0.58,33.059999999999995
2020-01-14,57,58.0,,0.58,33.059999999999995
2020-01-15,56,58.0,,0.58,32.48
2020-01-16,60,58.0,,0.58,34.8
2020-01-17,68,58.0,,0.58,39.44
2020-01-18,84,58.0,,0.58,48.72
2020-01-19,84,58.0,,0.58,48.72
2020-01-20,76,58.0,,0.58,44.08
2020-01-21,56,58.0,,0.58,32.48
2020-01-22,58,58.0,,0.58,33.64
2020-01-23,59,58.0,,0.58,34.22
2020-01-24,69,58.0,,0.58,40.019999999999996
2020-01-25,88,58.0,,0.58,51.04
2020-01-26,79,58.0,,0.58,45.82
2020-01-27,53,58.0,,0.58,30.74
2020-01-28,54,58.0,,0.58,31.319999999999997
2020-01-29,54,58.0,,0.58,31.319999999999997
2020-01-30,57,58.0,,0.58,33.059999999999995
2020-01-31,69,58.0,,0.58,40.019999999999996
2020-02-01,100,57.0,False,0.57,56.99999999999999
2020-02-02,91,57.0,,0.57,51.87
2020-02-03,56,57.0,,0.57,31.919999999999998
2020-02-04,59,57.0,,0.57,33.629999999999995
2020-02-05,58,57.0,,0.57,33.059999999999995
2020-02-06,65,57.0,,0.57,37.05
2020-02-07,70,57.0,,0.57,39.9
2020-02-08,91,57.0,,0.57,51.87
2020-02-09,92,57.0,,0.57,52.44
2020-02-10,61,57.0,,0.57,34.769999999999996
2020-02-11,60,57.0,,0.57,34.199999999999996
2020-02-12,66,57.0,,0.57,37.62
2020-02-13,68,57.0,,0.57,38.76
2020-02-14,80,57.0,,0.57,45.599999999999994
2020-02-15,90,57.0,,0.57,51.3
2020-02-16,95,57.0,,0.57,54.15
2020-02-17,82,57.0,,0.57,46.739999999999995
2020-02-18,65,57.0,,0.57,37.05
2020-02-19,67,57.0,,0.57,38.19
2020-02-20,68,57.0,,0.57,38.76
2020-02-21,71,57.0,,0.57,40.47
2020-02-22,91,57.0,,0.57,51.87
2020-02-23,94,57.0,,0.57,53.58
2020-02-24,65,57.0,,0.57,37.05
2020-02-25,59,57.0,,0.57,33.629999999999995
2020-02-26,61,57.0,,0.57,34.769999999999996
2020-02-27,66,57.0,,0.57,37.62
2020-02-28,81,57.0,,0.57,46.169999999999995
2020-02-29,99,57.0,,0.57,56.42999999999999
2020-03-01,98,52.0,False,0.52,50.96
2020-03-02,64,52.0,,0.52,33.28
2020-03-03,63,52.0,,0.52,32.76
2020-03-04,64,52.0,,0.52,33.28
2020-03-05,66,52.0,,0.52,34.32
2020-03-06,69,52.0,,0.52,35.88
2020-03-07,93,52.0,,0.52,48.36
2020-03-08,100,52.0,,0.52,52.0
2020-03-09,67,52.0,,0.52,34.84
2020-03-10,64,52.0,,0.52,33.28
2020-03-11,64,52.0,,0.52,33.28
2020-03-12,60,52.0,,0.52,31.200000000000003
2020-03-13,62,52.0,,0.52,32.24
2020-03-14,82,52.0,,0.52,42.64
2020-03-15,97,52.0,,0.52,50.440000000000005
2020-03-16,70,52.0,,0.52,36.4
2020-03-17,75,52.0,,0.52,39.0
2020-03-18,82,52.0,,0.52,42.64
2020-03-19,81,52.0,,0.52,42.120000000000005
2020-03-20,80,52.0,,0.52,41.6
2020-03-21,90,52.0,,0.52,46.800000000000004
2020-03-22,74,52.0,,0.52,38.480000000000004
2020-03-23,59,52.0,,0.52,30.68
2020-03-24,57,52.0,,0.52,29.64
2020-03-25,58,52.0,,0.52,30.16
2020-03-26,58,52.0,,0.52,30.16
2020-03-27,58,52.0,,0.52,30.16
2020-03-28,67,52.0,,0.52,34.84
2020-03-29,62,52.0,,0.52,32.24
2020-03-30,56,52.0,,0.52,29.12
2020-03-31,57,52.0,,0.52,29.64
2020-04-01,82,48.0,False,0.48,39.36
2020-04-02,78,48.0,,0.48,37.44
2020-04-03,85,48.0,,0.48,40.8
2020-04-04,97,48.0,,0.48,46.559999999999995
2020-04-05,82,48.0,,0.48,39.36
2020-04-06,72,48.0,,0.48,34.56
2020-04-07,71,48.0,,0.48,34.08
2020-04-08,76,48.0,,0.48,36.48
2020-04-09,77,48.0,,0.48,36.96
2020-04-10,90,48.0,,0.48,43.199999999999996
2020-04-11,97,48.0,,0.48,46.559999999999995
2020-04-12,80,48.0,,0.48,38.4
2020-04-13,85,48.0,,0.48,40.8
2020-04-14,87,48.0,,0.48,41.76
2020-04-15,95,48.0,,0.48,45.6
2020-04-16,96,48.0,,0.48,46.08
2020-04-17,95,48.0,,0.48,45.6
2020-04-18,100,48.0,,0.48,48.0
2020-04-19,89,48.0,,0.48,42.72
2020-04-20,82,48.0,,0.48,39.36
2020-04-21,85,48.0,,0.48,40.8
2020-04-22,82,48.0,,0.48,39.36
2020-04-23,86,48.0,,0.48,41.28
2020-04-24,84,48.0,,0.48,40.32
2020-04-25,80,48.0,,0.48,38.4
2020-04-26,80,48.0,,0.48,38.4
2020-04-27,83,48.0,,0.48,39.839999999999996
2020-04-28,77,48.0,,0.48,36.96
2020-04-29,81,48.0,,0.48,38.879999999999995
2020-04-30,90,48.0,,0.48,43.199999999999996
2020-05-01,73,66.0,False,0.66,48.18
2020-05-02,74,66.0,,0.66,48.84
2020-05-03,69,66.0,,0.66,45.54
2020-05-04,72,66.0,,0.66,47.52
2020-05-05,71,66.0,,0.66,46.86
2020-05-06,72,66.0,,0.66,47.52
2020-05-07,73,66.0,,0.66,48.18
2020-05-08,82,66.0,,0.66,54.120000000000005
2020-05-09,99,66.0,,0.66,65.34
2020-05-10,80,66.0,,0.66,52.800000000000004
2020-05-11,79,66.0,,0.66,52.14
2020-05-12,85,66.0,,0.66,56.1
2020-05-13,83,66.0,,0.66,54.78
2020-05-14,79,66.0,,0.66,52.14
2020-05-15,88,66.0,,0.66,58.080000000000005
2020-05-16,100,66.0,,0.66,66.0
2020-05-17,95,66.0,,0.66,62.7
2020-05-18,86,66.0,,0.66,56.760000000000005
2020-05-19,83,66.0,,0.66,54.78
2020-05-20,89,66.0,,0.66,58.74
2020-05-21,92,66.0,,0.66,60.720000000000006
2020-05-22,96,66.0,,0.66,63.36
2020-05-23,98,66.0,,0.66,64.68
2020-05-24,95,66.0,,0.66,62.7
2020-05-25,87,66.0,,0.66,57.42
2020-05-26,85,66.0,,0.66,56.1
2020-05-27,85,66.0,,0.66,56.1
2020-05-28,83,66.0,,0.66,54.78
2020-05-29,90,66.0,,0.66,59.400000000000006
2020-05-30,96,66.0,,0.66,63.36
2020-05-31,83,66.0,,0.66,54.78
2020-06-01,84,66.0,False,0.66,55.440000000000005
2020-06-02,71,66.0,,0.66,46.86
2020-06-03,78,66.0,,0.66,51.480000000000004
2020-06-04,77,66.0,,0.66,50.82
2020-06-05,88,66.0,,0.66,58.080000000000005
2020-06-06,92,66.0,,0.66,60.720000000000006
2020-06-07,93,66.0,,0.66,61.38
2020-06-08,79,66.0,,0.66,52.14
2020-06-09,84,66.0,,0.66,55.440000000000005
2020-06-10,85,66.0,,0.66,56.1
2020-06-11,89,66.0,,0.66,58.74
2020-06-12,92,66.0,,0.66,60.720000000000006
2020-06-13,100,66.0,,0.66,66.0
2020-06-14,92,66.0,,0.66,60.720000000000006
2020-06-15,86,66.0,,0.66,56.760000000000005
2020-06-16,89,66.0,,0.66,58.74
2020-06-17,85,66.0,,0.66,56.1
2020-06-18,85,66.0,,0.66,56.1
2020-06-19,95,66.0,,0.66,62.7
2020-06-20,98,66.0,,0.66,64.68
2020-06-21,82,66.0,,0.66,54.120000000000005
2020-06-22,75,66.0,,0.66,49.5
2020-06-23,78,66.0,,0.66,51.480000000000004
2020-06-24,80,66.0,,0.66,52.800000000000004
2020-06-25,83,66.0,,0.66,54.78
2020-06-26,89,66.0,,0.66,58.74
2020-06-27,95,66.0,,0.66,62.7
2020-06-28,91,66.0,,0.66,60.06
2020-06-29,82,66.0,,0.66,54.120000000000005
2020-06-30,78,66.0,,0.66,51.480000000000004
2020-07-01,98,58.0,False,0.58,56.839999999999996
2020-07-02,89,58.0,,0.58,51.62
2020-07-03,100,58.0,,0.58,57.99999999999999
2020-07-04,88,58.0,,0.58,51.04
2020-07-05,83,58.0,,0.58,48.13999999999999
2020-07-06,82,58.0,,0.58,47.559999999999995
2020-07-07,80,58.0,,0.58,46.4
2020-07-08,85,58.0,,0.58,49.3
2020-07-09,85,58.0,,0.58,49.3
2020-07-10,85,58.0,,0.58,49.3
2020-07-11,95,58.0,,0.58,55.099999999999994
2020-07-12,89,58.0,,0.58,51.62
2020-07-13,77,58.0,,0.58,44.66
2020-07-14,79,58.0,,0.58,45.82
2020-07-15,88,58.0,,0.58,51.04
2020-07-16,81,58.0,,0.58,46.98
2020-07-17,90,58.0,,0.58,52.199999999999996
2020-07-18,92,58.0,,0.58,53.36
2020-07-19,89,58.0,,0.58,51.62
2020-07-20,84,58.0,,0.58,48.72
2020-07-21,83,58.0,,0.58,48.13999999999999
2020-07-22,86,58.0,,0.58,49.879999999999995
2020-07-23,79,58.0,,0.58,45.82
2020-07-24,86,58.0,,0.58,49.879999999999995
2020-07-25,96,58.0,,0.58,55.67999999999999
2020-07-26,89,58.0,,0.58,51.62
2020-07-27,77,58.0,,0.58,44.66
2020-07-28,76,58.0,,0.58,44.08
2020-07-29,80,58.0,,0.58,46.4
2020-07-30,79,58.0,,0.58,45.82
2020-07-31,85,58.0,,0.58,49.3
2020-08-01,83,54.0,False,0.54,44.82
2020-08-02,85,54.0,,0.54,45.900000000000006
2020-08-03,71,54.0,,0.54,38.34
2020-08-04,69,54.0,,0.54,37.260000000000005
2020-08-05,73,54.0,,0.54,39.42
2020-08-06,74,54.0,,0.54,39.96
2020-08-07,78,54.0,,0.54,42.120000000000005
2020-08-08,84,54.0,,0.54,45.36
2020-08-09,86,54.0,,0.54,46.440000000000005
2020-08-10,70,54.0,,0.54,37.800000000000004
2020-08-11,67,54.0,,0.54,36.18
2020-08-12,69,54.0,,0.54,37.260000000000005
2020-08-13,70,54.0,,0.54,37.800000000000004
2020-08-14,71,54.0,,0.54,38.34
2020-08-15,82,54.0,,0.54,44.28
2020-08-16,77,54.0,,0.54,41.580000000000005
2020-08-17,61,54.0,,0.54,32.940000000000005
2020-08-18,68,54.0,,0.54,36.72
2020-08-19,67,54.0,,0.54,36.18
2020-08-20,66,54.0,,0.54,35.64
2020-08-21,72,54.0,,0.54,38.88
2020-08-22,88,54.0,,0.54,47.52
2020-08-23,79,54.0,,0.54,42.660000000000004
2020-08-24,62,54.0,,0.54,33.480000000000004
2020-08-25,61,54.0,,0.54,32.940000000000005
2020-08-26,63,54.0,,0.54,34.02
2020-08-27,64,54.0,,0.54,34.56
2020-08-28,78,54.0,,0.54,42.120000000000005
2020-08-29,88,54.0,,0.54,47.52
2020-08-30,100,54.0,,0.54,54.0
2020-08-31,70,54.0,,0.54,37.800000000000004
2020-09-01,69,51.0,False,0.51,35.19
2020-09-02,77,51.0,,0.51,39.27
2020-09-03,73,51.0,,0.51,37.230000000000004
2020-09-04,83,51.0,,0.51,42.33
2020-09-05,100,51.0,,0.51,51.0
2020-09-06,90,51.0,,0.51,45.9
2020-09-07,92,51.0,,0.51,46.92
2020-09-08,63,51.0,,0.51,32.13
2020-09-09,65,51.0,,0.51,33.15
2020-09-10,67,51.0,,0.51,34.17
2020-09-11,73,51.0,,0.51,37.230000000000004
2020-09-12,91,51.0,,0.51,46.410000000000004
2020-09-13,90,51.0,,0.51,45.9
2020-09-14,68,51.0,,0.51,34.68
2020-09-15,68,51.0,,0.51,34.68
2020-09-16,68,51.0,,0.51,34.68
2020-09-17,65,51.0,,0.51,33.15
2020-09-18,79,51.0,,0.51,40.29
2020-09-19,94,51.0,,0.51,47.94
2020-09-20,85,51.0,,0.51,43.35
2020-09-21,60,51.0,,0.51,30.6
2020-09-22,60,51.0,,0.51,30.6
2020-09-23,58,51.0,,0.51,29.580000000000002
2020-09-24,59,51.0,,0.51,30.09
2020-09-25,66,51.0,,0.51,33.660000000000004
2020-09-26,82,51.0,,0.51,41.82
2020-09-27,78,51.0,,0.51,39.78
2020-09-28,59,51.0,,0.51,30.09
2020-09-29,59,51.0,,0.51,30.09
2020-09-30,65,51.0,,0.51,33.15
2020-10-01,64,53.0,False,0.53,33.92
2020-10-02,66,53.0,,0.53,34.980000000000004
2020-10-03,78,53.0,,0.53,41.34
2020-10-04,100,53.0,,0.53,53.0
2020-10-05,61,53.0,,0.53,32.33
2020-10-06,59,53.0,,0.53,31.270000000000003
2020-10-07,60,53.0,,0.53,31.8
2020-10-08,59,53.0,,0.53,31.270000000000003
2020-10-09,70,53.0,,0.53,37.1
2020-10-10,78,53.0,,0.53,41.34
2020-10-11,73,53.0,,0.53,38.690000000000005
2020-10-12,64,53.0,,0.53,33.92
2020-10-13,57,53.0,,0.53,30.21
2020-10-14,62,53.0,,0.53,32.86
2020-10-15,59,53.0,,0.53,31.270000000000003
2020-10-16,67,53.0,,0.53,35.510000000000005
2020-10-17,79,53.0,,0.53,41.870000000000005
2020-10-18,76,53.0,,0.53,40.28
2020-10-19,58,53.0,,0.53,30.740000000000002
2020-10-20,62,53.0,,0.53,32.86
2020-10-21,60,53.0,,0.53,31.8
2020-10-22,63,53.0,,0.53,33.39
2020-10-23,69,53.0,,0.53,36.57
2020-10-24,79,53.0,,0.53,41.870000000000005
2020-10-25,75,53.0,,0.53,39.75
2020-10-26,59,53.0,,0.53,31.270000000000003
2020-10-27,58,53.0,,0.53,30.740000000000002
2020-10-28,59,53.0,,0.53,31.270000000000003
2020-10-29,65,53.0,,0.53,34.45
2020-10-30,74,53.0,,0.53,39.22
2020-10-31,79,53.0,,0.53,41.870000000000005
2020-11-01,33,77.0,False,0.77,25.41
2020-11-02,29,77.0,,0.77,22.330000000000002
2020-11-03,27,77.0,,0.77,20.79
2020-11-04,17,77.0,,0.77,13.09
2020-11-05,23,77.0,,0.77,17.71
2020-11-06,26,77.0,,0.77,20.02
2020-11-07,32,77.0,,0.77,24.64
2020-11-08,38,77.0,,0.77,29.26
2020-11-09,31,77.0,,0.77,23.87
2020-11-10,33,77.0,,0.77,25.41
2020-11-11,38,77.0,,0.77,29.26
2020-11-12,35,77.0,,0.77,26.95
2020-11-13,37,77.0,,0.77,28.490000000000002
2020-11-14,43,77.0,,0.77,33.11
2020-11-15,47,77.0,,0.77,36.19
2020-11-16,35,77.0,,0.77,26.95
2020-11-17,33,77.0,,0.77,25.41
2020-11-18,34,77.0,,0.77,26.18
2020-11-19,33,77.0,,0.77,25.41
2020-11-20,40,77.0,,0.77,30.8
2020-11-21,47,77.0,,0.77,36.19
2020-11-22,63,77.0,,0.77,48.51
2020-11-23,45,77.0,,0.77,34.65
2020-11-24,49,77.0,,0.77,37.730000000000004
2020-11-25,51,77.0,,0.77,39.27
2020-11-26,52,77.0,,0.77,40.04
2020-11-27,100,77.0,,0.77,77.0
2020-11-28,68,77.0,,0.77,52.36
2020-11-29,56,77.0,,0.77,43.120000000000005
2020-11-30,61,77.0,,0.77,46.97
2020-12-01,75,89.0,False,0.89,66.75
2020-12-02,56,89.0,,0.89,49.84
2020-12-03,60,89.0,,0.89,53.4
2020-12-04,63,89.0,,0.89,56.07
2020-12-05,76,89.0,,0.89,67.64
2020-12-06,75,89.0,,0.89,66.75
2020-12-07,60,89.0,,0.89,53.4
2020-12-08,58,89.0,,0.89,51.62
2020-12-09,67,89.0,,0.89,59.63
2020-12-10,66,89.0,,0.89,58.74
2020-12-11,72,89.0,,0.89,64.08
2020-12-12,80,89.0,,0.89,71.2
2020-12-13,80,89.0,,0.89,71.2
2020-12-14,64,89.0,,0.89,56.96
2020-12-15,65,89.0,,0.89,57.85
2020-12-16,66,89.0,,0.89,58.74
2020-12-17,66,89.0,,0.89,58.74
2020-12-18,77,89.0,,0.89,68.53
2020-12-19,87,89.0,,0.89,77.43
2020-12-20,89,89.0,,0.89,79.21000000000001
2020-12-21,79,89.0,,0.89,70.31
2020-12-22,80,89.0,,0.89,71.2
2020-12-23,90,89.0,,0.89,80.1
2020-12-24,100,89.0,,0.89,89.0
2020-12-25,58,89.0,,0.89,51.62
2020-12-26,86,89.0,,0.89,76.54
2020-12-27,82,89.0,,0.89,72.98
2020-12-28,69,89.0,,0.89,61.410000000000004
2020-12-29,63,89.0,,0.89,56.07
2020-12-30,62,89.0,,0.89,55.18
2020-12-31,67,89.0,,0.89,59.63
2021-01-01,96,61.0,False,0.61,58.56
2021-01-02,98,61.0,,0.61,59.78
2021-01-03,100,61.0,,0.61,61.0
2021-01-04,70,61.0,,0.61,42.699999999999996
2021-01-05,69,61.0,,0.61,42.089999999999996
2021-01-06,63,61.0,,0.61,38.43
2021-01-07,64,61.0,,0.61,39.04
2021-01-08,68,61.0,,0.61,41.48
2021-01-09,81,61.0,,0.61,49.41
2021-01-10,81,61.0,,0.61,49.41
2021-01-11,59,61.0,,0.61,35.99
2021-01-12,56,61.0,,0.61,34.16
2021-01-13,60,61.0,,0.61,36.6
2021-01-14,57,61.0,,0.61,34.769999999999996
2021-01-15,68,61.0,,0.61,41.48
2021-01-16,80,61.0,,0.61,48.8
2021-01-17,80,61.0,,0.61,48.8
2021-01-18,67,61.0,,0.61,40.87
2021-01-19,58,61.0,,0.61,35.38
2021-01-20,54,61.0,,0.61,32.94
2021-01-21,54,61.0,,0.61,32.94
2021-01-22,59,61.0,,0.61,35.99
2021-01-23,77,61.0,,0.61,46.97
2021-01-24,74,61.0,,0.61,45.14
2021-01-25,51,61.0,,0.61,31.11
2021-01-26,54,61.0,,0.61,32.94
2021-01-27,53,61.0,,0.61,32.33
2021-01-28,57,61.0,,0.61,34.769999999999996
2021-01-29,64,61.0,,0.61,39.04
2021-01-30,78,61.0,,0.61,47.58
2021-01-31,73,61.0,,0.61,44.53
2021-02-01,63,56.0,False,0.56,35.28
2021-02-02,65,56.0,,0.56,36.400000000000006
2021-02-03,68,56.0,,0.56,38.080000000000005
2021-02-04,73,56.0,,0.56,40.88
2021-02-05,78,56.0,,0.56,43.68000000000001
2021-02-06,96,56.0,,0.56,53.760000000000005
2021-02-07,80,56.0,,0.56,44.800000000000004
2021-02-08,67,56.0,,0.56,37.52
2021-02-09,73,56.0,,0.56,40.88
2021-02-10,78,56.0,,0.56,43.68000000000001
2021-02-11,71,56.0,,0.56,39.760000000000005
2021-02-12,82,56.0,,0.56,45.92
2021-02-13,96,56.0,,0.56,53.760000000000005
2021-02-14,95,56.0,,0.56,53.2
2021-02-15,70,56.0,,0.56,39.2
2021-02-16,62,56.0,,0.56,34.720000000000006
2021-02-17,59,56.0,,0.56,33.040000000000006
2021-02-18,67,56.0,,0.56,37.52
2021-02-19,78,56.0,,0.56,43.68000000000001
2021-02-20,98,56.0,,0.56,54.88
2021-02-21,100,56.0,,0.56,56.00000000000001
2021-02-22,67,56.0,,0.56,37.52
2021-02-23,69,56.0,,0.56,38.64
2021-02-24,73,56.0,,0.56,40.88
2021-02-25,81,56.0,,0.56,45.36000000000001
2021-02-26,85,56.0,,0.56,47.6
2021-02-27,94,56.0,,0.56,52.64000000000001
2021-02-28,97,56.0,,0.56,54.32000000000001
2021-03-01,53,63.0,False,0.63,33.39
2021-03-02,52,63.0,,0.63,32.76
2021-03-03,54,63.0,,0.63,34.02
2021-03-04,57,63.0,,0.63,35.910000000000004
2021-03-05,61,63.0,,0.63,38.43
2021-03-06,73,63.0,,0.63,45.99
2021-03-07,75,63.0,,0.63,47.25
2021-03-08,54,63.0,,0.63,34.02
2021-03-09,51,63.0,,0.63,32.13
2021-03-10,55,63.0,,0.63,34.65
2021-03-11,57,63.0,,0.63,35.910000000000004
2021-03-12,66,63.0,,0.63,41.58
2021-03-13,78,63.0,,0.63,49.14
2021-03-14,86,63.0,,0.63,54.18
2021-03-15,60,63.0,,0.63,37.8
2021-03-16,57,63.0,,0.63,35.910000000000004
2021-03-17,66,63.0,,0.63,41.58
2021-03-18,67,63.0,,0.63,42.21
2021-03-19,79,63.0,,0.63,49.77
2021-03-20,100,63.0,,0.63,63.0
2021-03-21,95,63.0,,0.63,59.85
2021-03-22,66,63.0,,0.63,41.58
2021-03-23,64,63.0,,0.63,40.32
2021-03-24,65,63.0,,0.63,40.95
2021-03-25,67,63.0,,0.63,42.21
2021-03-26,69,63.0,,0.63,43.47
2021-03-27,86,63.0,,0.63,54.18
2021-03-28,82,63.0,,0.63,51.660000000000004
2021-03-29,58,63.0,,0.63,36.54
2021-03-30,59,63.0,,0.63,37.17
2021-03-31,58,63.0,,0.63,36.54
2021-04-01,75,55.0,False,0.55,41.25
2021-04-02,90,55.0,,0.55,49.50000000000001
2021-04-03,100,55.0,,0.55,55.00000000000001
2021-04-04,90,55.0,,0.55,49.50000000000001
2021-04-05,67,55.0,,0.55,36.85
2021-04-06,62,55.0,,0.55,34.1
2021-04-07,63,55.0,,0.55,34.650000000000006
2021-04-08,61,55.0,,0.55,33.550000000000004
2021-04-09,66,55.0,,0.55,36.300000000000004
2021-04-10,85,55.0,,0.55,46.75000000000001
2021-04-11,86,55.0,,0.55,47.300000000000004
2021-04-12,65,55.0,,0.55,35.75
2021-04-13,65,55.0,,0.55,35.75
2021-04-14,62,55.0,,0.55,34.1
