date,IT_unscaled,IT_monthly,isPartial,scale,IT
2019-08-25,93,77.0,,0.77,71.61
2019-08-26,94,77.0,,0.77,72.38
2019-08-27,91,77.0,,0.77,70.07000000000001
2019-08-28,100,77.0,,0.77,77.0
2019-08-29,98,77.0,,0.77,75.46000000000001
2019-08-30,92,77.0,,0.77,70.84
2019-08-31,90,77.0,,0.77,69.3
2019-09-01,72,90.0,False,0.9,64.8
2019-09-02,74,90.0,,0.9,66.60000000000001
2019-09-03,73,90.0,,0.9,65.7
2019-09-04,75,90.0,,0.9,67.5
2019-09-05,82,90.0,,0.9,73.8
2019-09-06,93,90.0,,0.9,83.7
2019-09-07,98,90.0,,0.9,88.2
2019-09-08,100,90.0,,0.9,90.0
2019-09-09,86,90.0,,0.9,77.4
2019-09-10,84,90.0,,0.9,75.60000000000001
2019-09-11,84,90.0,,0.9,75.60000000000001
2019-09-12,82,90.0,,0.9,73.8
2019-09-13,79,90.0,,0.9,71.10000000000001
2019-09-14,84,90.0,,0.9,75.60000000000001
2019-09-15,83,90.0,,0.9,74.7
2019-09-16,79,90.0,,0.9,71.10000000000001
2019-09-17,79,90.0,,0.9,71.10000000000001
2019-09-18,79,90.0,,0.9,71.10000000000001
2019-09-19,79,90.0,,0.9,71.10000000000001
2019-09-20,77,90.0,,0.9,69.3
2019-09-21,79,90.0,,0.9,71.10000000000001
2019-09-22,79,90.0,,0.9,71.10000000000001
2019-09-23,76,90.0,,0.9,68.4
2019-09-24,79,90.0,,0.9,71.10000000000001
2019-09-25,79,90.0,,0.9,71.10000000000001
2019-09-26,78,90.0,,0.9,70.2
2019-09-27,76,90.0,,0.9,68.4
2019-09-28,73,90.0,,0.9,65.7
2019-09-29,79,90.0,,0.9,71.10000000000001
2019-09-30,80,90.0,,0.9,72.0
2019-10-01,95,84.0,False,0.84,79.8
2019-10-02,95,84.0,,0.84,79.8
2019-10-03,94,84.0,,0.84,78.96
2019-10-04,95,84.0,,0.84,79.8
2019-10-05,91,84.0,,0.84,76.44
2019-10-06,97,84.0,,0.84,81.48
2019-10-07,97,84.0,,0.84,81.48
2019-10-08,99,84.0,,0.84,83.16
2019-10-09,100,84.0,,0.84,84.0
2019-10-10,100,84.0,,0.84,84.0
2019-10-11,94,84.0,,0.84,78.96
2019-10-12,94,84.0,,0.84,78.96
2019-10-13,94,84.0,,0.84,78.96
2019-10-14,94,84.0,,0.84,78.96
2019-10-15,96,84.0,,0.84,80.64
2019-10-16,98,84.0,,0.84,82.32
2019-10-17,99,84.0,,0.84,83.16
2019-10-18,95,84.0,,0.84,79.8
2019-10-19,88,84.0,,0.84,73.92
2019-10-20,92,84.0,,0.84,77.28
2019-10-21,99,84.0,,0.84,83.16
2019-10-22,97,84.0,,0.84,81.48
2019-10-23,95,84.0,,0.84,79.8
2019-10-24,96,84.0,,0.84,80.64
2019-10-25,94,84.0,,0.84,78.96
2019-10-26,90,84.0,,0.84,75.6
2019-10-27,90,84.0,,0.84,75.6
2019-10-28,98,84.0,,0.84,82.32
2019-10-29,98,84.0,,0.84,82.32
2019-10-30,97,84.0,,0.84,81.48
2019-10-31,97,84.0,,0.84,81.48
2019-11-01,88,85.0,False,0.85,74.8
2019-11-02,89,85.0,,0.85,75.64999999999999
2019-11-03,100,85.0,,0.85,85.0
2019-11-04,94,85.0,,0.85,79.89999999999999
2019-11-05,92,85.0,,0.85,78.2
2019-11-06,92,85.0,,0.85,78.2
2019-11-07,92,85.0,,0.85,78.2
2019-11-08,90,85.0,,0.85,76.5
2019-11-09,86,85.0,,0.85,73.1
2019-11-10,89,85.0,,0.85,75.64999999999999
2019-11-11,90,85.0,,0.85,76.5
2019-11-12,97,85.0,,0.85,82.45
2019-11-13,95,85.0,,0.85,80.75
2019-11-14,96,85.0,,0.85,81.6
2019-11-15,88,85.0,,0.85,74.8
2019-11-16,84,85.0,,0.85,71.39999999999999
2019-11-17,87,85.0,,0.85,73.95
2019-11-18,93,85.0,,0.85,79.05
2019-11-19,94,85.0,,0.85,79.89999999999999
2019-11-20,98,85.0,,0.85,83.3
2019-11-21,95,85.0,,0.85,80.75
2019-11-22,92,85.0,,0.85,78.2
2019-11-23,87,85.0,,0.85,73.95
2019-11-24,87,85.0,,0.85,73.95
2019-11-25,90,85.0,,0.85,76.5
2019-11-26,92,85.0,,0.85,78.2
2019-11-27,88,85.0,,0.85,74.8
2019-11-28,93,85.0,,0.85,79.05
2019-11-29,78,85.0,,0.85,66.3
2019-11-30,83,85.0,,0.85,70.55
2019-12-01,91,81.0,False,0.81,73.71000000000001
2019-12-02,92,81.0,,0.81,74.52000000000001
2019-12-03,96,81.0,,0.81,77.76
2019-12-04,98,81.0,,0.81,79.38000000000001
2019-12-05,100,81.0,,0.81,81.0
2019-12-06,92,81.0,,0.81,74.52000000000001
2019-12-07,85,81.0,,0.81,68.85000000000001
2019-12-08,87,81.0,,0.81,70.47
2019-12-09,93,81.0,,0.81,75.33
2019-12-10,97,81.0,,0.81,78.57000000000001
2019-12-11,98,81.0,,0.81,79.38000000000001
2019-12-12,97,81.0,,0.81,78.57000000000001
2019-12-13,94,81.0,,0.81,76.14
2019-12-14,90,81.0,,0.81,72.9
2019-12-15,93,81.0,,0.81,75.33
2019-12-16,94,81.0,,0.81,76.14
2019-12-17,94,81.0,,0.81,76.14
2019-12-18,92,81.0,,0.81,74.52000000000001
2019-12-19,95,81.0,,0.81,76.95
2019-12-20,88,81.0,,0.81,71.28
2019-12-21,87,81.0,,0.81,70.47
2019-12-22,87,81.0,,0.81,70.47
2019-12-23,85,81.0,,0.81,68.85000000000001
2019-12-24,89,81.0,,0.81,72.09
2019-12-25,93,81.0,,0.81,75.33
2019-12-26,89,81.0,,0.81,72.09
2019-12-27,89,81.0,,0.81,72.09
2019-12-28,93,81.0,,0.81,75.33
2019-12-29,89,81.0,,0.81,72.09
2019-12-30,89,81.0,,0.81,72.09
2019-12-31,93,81.0,,0.81,75.33
2020-01-01,97,84.0,False,0.84,81.48
2020-01-02,89,84.0,,0.84,74.75999999999999
2020-01-03,87,84.0,,0.84,73.08
2020-01-04,87,84.0,,0.84,73.08
2020-01-05,90,84.0,,0.84,75.6
2020-01-06,88,84.0,,0.84,73.92
2020-01-07,93,84.0,,0.84,78.11999999999999
2020-01-08,93,84.0,,0.84,78.11999999999999
2020-01-09,93,84.0,,0.84,78.11999999999999
2020-01-10,91,84.0,,0.84,76.44
2020-01-11,90,84.0,,0.84,75.6
2020-01-12,90,84.0,,0.84,75.6
2020-01-13,91,84.0,,0.84,76.44
2020-01-14,93,84.0,,0.84,78.11999999999999
2020-01-15,97,84.0,,0.84,81.48
2020-01-16,95,84.0,,0.84,79.8
2020-01-17,93,84.0,,0.84,78.11999999999999
2020-01-18,93,84.0,,0.84,78.11999999999999
2020-01-19,89,84.0,,0.84,74.75999999999999
2020-01-20,90,84.0,,0.84,75.6
2020-01-21,95,84.0,,0.84,79.8
2020-01-22,97,84.0,,0.84,81.48
2020-01-23,96,84.0,,0.84,80.64
2020-01-24,95,84.0,,0.84,79.8
2020-01-25,92,84.0,,0.84,77.28
2020-01-26,88,84.0,,0.84,73.92
2020-01-27,94,84.0,,0.84,78.96
2020-01-28,99,84.0,,0.84,83.16
2020-01-29,97,84.0,,0.84,81.48
2020-01-30,100,84.0,,0.84,84.0
2020-01-31,98,84.0,,0.84,82.32
2020-02-01,87,88.0,False,0.88,76.56
2020-02-02,92,88.0,,0.88,80.96
2020-02-03,92,88.0,,0.88,80.96
2020-02-04,94,88.0,,0.88,82.72
2020-02-05,94,88.0,,0.88,82.72
2020-02-06,98,88.0,,0.88,86.24
2020-02-07,91,88.0,,0.88,80.08
2020-02-08,87,88.0,,0.88,76.56
2020-02-09,93,88.0,,0.88,81.84
2020-02-10,95,88.0,,0.88,83.6
2020-02-11,97,88.0,,0.88,85.36
2020-02-12,96,88.0,,0.88,84.48
2020-02-13,93,88.0,,0.88,81.84
2020-02-14,90,88.0,,0.88,79.2
2020-02-15,88,88.0,,0.88,77.44
2020-02-16,93,88.0,,0.88,81.84
2020-02-17,90,88.0,,0.88,79.2
2020-02-18,93,88.0,,0.88,81.84
2020-02-19,98,88.0,,0.88,86.24
2020-02-20,100,88.0,,0.88,88.0
2020-02-21,95,88.0,,0.88,83.6
2020-02-22,89,88.0,,0.88,78.32000000000001
2020-02-23,91,88.0,,0.88,80.08
2020-02-24,96,88.0,,0.88,84.48
2020-02-25,97,88.0,,0.88,85.36
2020-02-26,98,88.0,,0.88,86.24
2020-02-27,95,88.0,,0.88,83.6
2020-02-28,96,88.0,,0.88,84.48
2020-02-29,89,88.0,,0.88,78.32000000000001
2020-03-01,87,88.0,False,0.88,76.56
2020-03-02,91,88.0,,0.88,80.08
2020-03-03,90,88.0,,0.88,79.2
2020-03-04,89,88.0,,0.88,78.32000000000001
2020-03-05,93,88.0,,0.88,81.84
2020-03-06,88,88.0,,0.88,77.44
2020-03-07,84,88.0,,0.88,73.92
2020-03-08,100,88.0,,0.88,88.0
2020-03-09,91,88.0,,0.88,80.08
2020-03-10,89,88.0,,0.88,78.32000000000001
2020-03-11,88,88.0,,0.88,77.44
2020-03-12,87,88.0,,0.88,76.56
2020-03-13,85,88.0,,0.88,74.8
2020-03-14,89,88.0,,0.88,78.32000000000001
2020-03-15,88,88.0,,0.88,77.44
2020-03-16,82,88.0,,0.88,72.16
2020-03-17,85,88.0,,0.88,74.8
2020-03-18,88,88.0,,0.88,77.44
2020-03-19,88,88.0,,0.88,77.44
2020-03-20,85,88.0,,0.88,74.8
2020-03-21,89,88.0,,0.88,78.32000000000001
2020-03-22,87,88.0,,0.88,76.56
2020-03-23,88,88.0,,0.88,77.44
2020-03-24,91,88.0,,0.88,80.08
2020-03-25,92,88.0,,0.88,80.96
2020-03-26,90,88.0,,0.88,79.2
2020-03-27,94,88.0,,0.88,82.72
2020-03-28,88,88.0,,0.88,77.44
2020-03-29,94,88.0,,0.88,82.72
2020-03-30,93,88.0,,0.88,81.84
2020-03-31,95,88.0,,0.88,83.6
2020-04-01,94,94.0,False,0.94,88.36
2020-04-02,95,94.0,,0.94,89.3
2020-04-03,89,94.0,,0.94,83.66
2020-04-04,93,94.0,,0.94,87.42
2020-04-05,93,94.0,,0.94,87.42
2020-04-06,92,94.0,,0.94,86.47999999999999
2020-04-07,91,94.0,,0.94,85.53999999999999
2020-04-08,94,94.0,,0.94,88.36
2020-04-09,93,94.0,,0.94,87.42
2020-04-10,96,94.0,,0.94,90.24
2020-04-11,91,94.0,,0.94,85.53999999999999
2020-04-12,94,94.0,,0.94,88.36
2020-04-13,91,94.0,,0.94,85.53999999999999
2020-04-14,95,94.0,,0.94,89.3
2020-04-15,97,94.0,,0.94,91.17999999999999
2020-04-16,97,94.0,,0.94,91.17999999999999
2020-04-17,93,94.0,,0.94,87.42
2020-04-18,92,94.0,,0.94,86.47999999999999
2020-04-19,94,94.0,,0.94,88.36
2020-04-20,95,94.0,,0.94,89.3
2020-04-21,96,94.0,,0.94,90.24
2020-04-22,100,94.0,,0.94,94.0
2020-04-23,95,94.0,,0.94,89.3
2020-04-24,96,94.0,,0.94,90.24
2020-04-25,88,94.0,,0.94,82.72
2020-04-26,94,94.0,,0.94,88.36
2020-04-27,96,94.0,,0.94,90.24
2020-04-28,97,94.0,,0.94,91.17999999999999
2020-04-29,96,94.0,,0.94,90.24
2020-04-30,99,94.0,,0.94,93.05999999999999
2020-05-01,99,94.0,False,0.94,93.05999999999999
2020-05-02,97,94.0,,0.94,91.17999999999999
2020-05-03,99,94.0,,0.94,93.05999999999999
2020-05-04,99,94.0,,0.94,93.05999999999999
2020-05-05,96,94.0,,0.94,90.24
2020-05-06,100,94.0,,0.94,94.0
2020-05-07,98,94.0,,0.94,92.11999999999999
2020-05-08,92,94.0,,0.94,86.47999999999999
2020-05-09,94,94.0,,0.94,88.36
2020-05-10,93,94.0,,0.94,87.42
2020-05-11,99,94.0,,0.94,93.05999999999999
2020-05-12,97,94.0,,0.94,91.17999999999999
2020-05-13,94,94.0,,0.94,88.36
2020-05-14,98,94.0,,0.94,92.11999999999999
2020-05-15,96,94.0,,0.94,90.24
2020-05-16,96,94.0,,0.94,90.24
2020-05-17,94,94.0,,0.94,88.36
2020-05-18,98,94.0,,0.94,92.11999999999999
2020-05-19,98,94.0,,0.94,92.11999999999999
2020-05-20,95,94.0,,0.94,89.3
2020-05-21,99,94.0,,0.94,93.05999999999999
2020-05-22,95,94.0,,0.94,89.3
2020-05-23,96,94.0,,0.94,90.24
2020-05-24,93,94.0,,0.94,87.42
2020-05-25,98,94.0,,0.94,92.11999999999999
2020-05-26,94,94.0,,0.94,88.36
2020-05-27,98,94.0,,0.94,92.11999999999999
2020-05-28,93,94.0,,0.94,87.42
2020-05-29,94,94.0,,0.94,88.36
2020-05-30,93,94.0,,0.94,87.42
2020-05-31,89,94.0,,0.94,83.66
2020-06-01,92,90.0,False,0.9,82.8
2020-06-02,94,90.0,,0.9,84.60000000000001
2020-06-03,96,90.0,,0.9,86.4
2020-06-04,95,90.0,,0.9,85.5
2020-06-05,98,90.0,,0.9,88.2
2020-06-06,95,90.0,,0.9,85.5
2020-06-07,100,90.0,,0.9,90.0
2020-06-08,94,90.0,,0.9,84.60000000000001
2020-06-09,95,90.0,,0.9,85.5
2020-06-10,96,90.0,,0.9,86.4
2020-06-11,96,90.0,,0.9,86.4
2020-06-12,95,90.0,,0.9,85.5
2020-06-13,95,90.0,,0.9,85.5
2020-06-14,95,90.0,,0.9,85.5
2020-06-15,96,90.0,,0.9,86.4
2020-06-16,95,90.0,,0.9,85.5
2020-06-17,95,90.0,,0.9,85.5
2020-06-18,98,90.0,,0.9,88.2
2020-06-19,96,90.0,,0.9,86.4
2020-06-20,96,90.0,,0.9,86.4
2020-06-21,96,90.0,,0.9,86.4
2020-06-22,100,90.0,,0.9,90.0
2020-06-23,96,90.0,,0.9,86.4
2020-06-24,92,90.0,,0.9,82.8
2020-06-25,96,90.0,,0.9,86.4
2020-06-26,96,90.0,,0.9,86.4
2020-06-27,98,90.0,,0.9,88.2
2020-06-28,99,90.0,,0.9,89.10000000000001
2020-06-29,96,90.0,,0.9,86.4
2020-06-30,95,90.0,,0.9,85.5
2020-07-01,96,86.0,False,0.86,82.56
2020-07-02,95,86.0,,0.86,81.7
2020-07-03,98,86.0,,0.86,84.28
2020-07-04,100,86.0,,0.86,86.0
2020-07-05,97,86.0,,0.86,83.42
2020-07-06,93,86.0,,0.86,79.98
2020-07-07,96,86.0,,0.86,82.56
2020-07-08,99,86.0,,0.86,85.14
2020-07-09,95,86.0,,0.86,81.7
2020-07-10,96,86.0,,0.86,82.56
2020-07-11,97,86.0,,0.86,83.42
2020-07-12,98,86.0,,0.86,84.28
2020-07-13,95,86.0,,0.86,81.7
2020-07-14,93,86.0,,0.86,79.98
2020-07-15,97,86.0,,0.86,83.42
2020-07-16,95,86.0,,0.86,81.7
2020-07-17,97,86.0,,0.86,83.42
2020-07-18,99,86.0,,0.86,85.14
2020-07-19,97,86.0,,0.86,83.42
2020-07-20,93,86.0,,0.86,79.98
2020-07-21,97,86.0,,0.86,83.42
2020-07-22,100,86.0,,0.86,86.0
2020-07-23,96,86.0,,0.86,82.56
2020-07-24,93,86.0,,0.86,79.98
2020-07-25,95,86.0,,0.86,81.7
2020-07-26,98,86.0,,0.86,84.28
2020-07-27,95,86.0,,0.86,81.7
2020-07-28,93,86.0,,0.86,79.98
2020-07-29,94,86.0,,0.86,80.84
2020-07-30,92,86.0,,0.86,79.12
2020-07-31,95,86.0,,0.86,81.7
2020-08-01,97,85.0,False,0.85,82.45
2020-08-02,97,85.0,,0.85,82.45
2020-08-03,94,85.0,,0.85,79.89999999999999
2020-08-04,92,85.0,,0.85,78.2
2020-08-05,95,85.0,,0.85,80.75
2020-08-06,92,85.0,,0.85,78.2
2020-08-07,95,85.0,,0.85,80.75
2020-08-08,95,85.0,,0.85,80.75
2020-08-09,96,85.0,,0.85,81.6
2020-08-10,94,85.0,,0.85,79.89999999999999
2020-08-11,93,85.0,,0.85,79.05
2020-08-12,91,85.0,,0.85,77.35
2020-08-13,94,85.0,,0.85,79.89999999999999
2020-08-14,95,85.0,,0.85,80.75
2020-08-15,93,85.0,,0.85,79.05
2020-08-16,93,85.0,,0.85,79.05
2020-08-17,94,85.0,,0.85,79.89999999999999
2020-08-18,94,85.0,,0.85,79.89999999999999
2020-08-19,96,85.0,,0.85,81.6
2020-08-20,94,85.0,,0.85,79.89999999999999
2020-08-21,93,85.0,,0.85,79.05
2020-08-22,95,85.0,,0.85,80.75
2020-08-23,96,85.0,,0.85,81.6
2020-08-24,93,85.0,,0.85,79.05
2020-08-25,95,85.0,,0.85,80.75
2020-08-26,96,85.0,,0.85,81.6
2020-08-27,100,85.0,,0.85,85.0
2020-08-28,100,85.0,,0.85,85.0
2020-08-29,94,85.0,,0.85,79.89999999999999
2020-08-30,97,85.0,,0.85,82.45
2020-08-31,98,85.0,,0.85,83.3
2020-09-01,90,91.0,False,0.91,81.9
2020-09-02,92,91.0,,0.91,83.72
2020-09-03,89,91.0,,0.91,80.99000000000001
2020-09-04,91,91.0,,0.91,82.81
2020-09-05,83,91.0,,0.91,75.53
2020-09-06,87,91.0,,0.91,79.17
2020-09-07,86,91.0,,0.91,78.26
2020-09-08,91,91.0,,0.91,82.81
2020-09-09,92,91.0,,0.91,83.72
2020-09-10,91,91.0,,0.91,82.81
2020-09-11,90,91.0,,0.91,81.9
2020-09-12,83,91.0,,0.91,75.53
2020-09-13,85,91.0,,0.91,77.35000000000001
2020-09-14,92,91.0,,0.91,83.72
2020-09-15,97,91.0,,0.91,88.27
2020-09-16,93,91.0,,0.91,84.63000000000001
2020-09-17,93,91.0,,0.91,84.63000000000001
2020-09-18,93,91.0,,0.91,84.63000000000001
2020-09-19,85,91.0,,0.91,77.35000000000001
2020-09-20,84,91.0,,0.91,76.44
2020-09-21,94,91.0,,0.91,85.54
2020-09-22,96,91.0,,0.91,87.36
2020-09-23,100,91.0,,0.91,91.0
2020-09-24,93,91.0,,0.91,84.63000000000001
2020-09-25,96,91.0,,0.91,87.36
2020-09-26,84,91.0,,0.91,76.44
2020-09-27,83,91.0,,0.91,75.53
2020-09-28,92,91.0,,0.91,83.72
2020-09-29,95,91.0,,0.91,86.45
2020-09-30,91,91.0,,0.91,82.81
2020-10-01,96,92.0,False,0.92,88.32000000000001
2020-10-02,97,92.0,,0.92,89.24000000000001
2020-10-03,87,92.0,,0.92,80.04
2020-10-04,89,92.0,,0.92,81.88000000000001
2020-10-05,97,92.0,,0.92,89.24000000000001
2020-10-06,93,92.0,,0.92,85.56
2020-10-07,100,92.0,,0.92,92.0
2020-10-08,100,92.0,,0.92,92.0
2020-10-09,95,92.0,,0.92,87.4
2020-10-10,87,92.0,,0.92,80.04
2020-10-11,87,92.0,,0.92,80.04
2020-10-12,90,92.0,,0.92,82.8
2020-10-13,90,92.0,,0.92,82.8
2020-10-14,93,92.0,,0.92,85.56
2020-10-15,93,92.0,,0.92,85.56
2020-10-16,95,92.0,,0.92,87.4
2020-10-17,87,92.0,,0.92,80.04
2020-10-18,91,92.0,,0.92,83.72
2020-10-19,96,92.0,,0.92,88.32000000000001
2020-10-20,98,92.0,,0.92,90.16000000000001
2020-10-21,98,92.0,,0.92,90.16000000000001
2020-10-22,96,92.0,,0.92,88.32000000000001
2020-10-23,97,92.0,,0.92,89.24000000000001
2020-10-24,85,92.0,,0.92,78.2
2020-10-25,89,92.0,,0.92,81.88000000000001
2020-10-26,98,92.0,,0.92,90.16000000000001
2020-10-27,96,92.0,,0.92,88.32000000000001
2020-10-28,97,92.0,,0.92,89.24000000000001
2020-10-29,95,92.0,,0.92,87.4
2020-10-30,94,92.0,,0.92,86.48
2020-10-31,89,92.0,,0.92,81.88000000000001
2020-11-01,100,85.0,False,0.85,85.0
2020-11-02,95,85.0,,0.85,80.75
2020-11-03,89,85.0,,0.85,75.64999999999999
2020-11-04,63,85.0,,0.85,53.55
2020-11-05,72,85.0,,0.85,61.199999999999996
2020-11-06,77,85.0,,0.85,65.45
2020-11-07,73,85.0,,0.85,62.05
2020-11-08,84,85.0,,0.85,71.39999999999999
2020-11-09,93,85.0,,0.85,79.05
2020-11-10,96,85.0,,0.85,81.6
2020-11-11,88,85.0,,0.85,74.8
2020-11-12,92,85.0,,0.85,78.2
2020-11-13,93,85.0,,0.85,79.05
2020-11-14,86,85.0,,0.85,73.1
2020-11-15,90,85.0,,0.85,76.5
2020-11-16,93,85.0,,0.85,79.05
2020-11-17,93,85.0,,0.85,79.05
2020-11-18,98,85.0,,0.85,83.3
2020-11-19,94,85.0,,0.85,79.89999999999999
2020-11-20,97,85.0,,0.85,82.45
2020-11-21,88,85.0,,0.85,74.8
2020-11-22,86,85.0,,0.85,73.1
2020-11-23,92,85.0,,0.85,78.2
2020-11-24,92,85.0,,0.85,78.2
2020-11-25,91,85.0,,0.85,77.35
2020-11-26,92,85.0,,0.85,78.2
2020-11-27,79,85.0,,0.85,67.14999999999999
2020-11-28,81,85.0,,0.85,68.85
2020-11-29,84,85.0,,0.85,71.39999999999999
2020-11-30,89,85.0,,0.85,75.64999999999999
2020-12-01,100,88.0,False,0.88,88.0
2020-12-02,94,88.0,,0.88,82.72
2020-12-03,97,88.0,,0.88,85.36
2020-12-04,94,88.0,,0.88,82.72
2020-12-05,88,88.0,,0.88,77.44
2020-12-06,90,88.0,,0.88,79.2
2020-12-07,96,88.0,,0.88,84.48
2020-12-08,99,88.0,,0.88,87.12
2020-12-09,98,88.0,,0.88,86.24
2020-12-10,96,88.0,,0.88,84.48
2020-12-11,96,88.0,,0.88,84.48
2020-12-12,89,88.0,,0.88,78.32000000000001
2020-12-13,88,88.0,,0.88,77.44
2020-12-14,95,88.0,,0.88,83.6
2020-12-15,98,88.0,,0.88,86.24
2020-12-16,100,88.0,,0.88,88.0
2020-12-17,97,88.0,,0.88,85.36
2020-12-18,96,88.0,,0.88,84.48
2020-12-19,92,88.0,,0.88,80.96
2020-12-20,88,88.0,,0.88,77.44
2020-12-21,89,88.0,,0.88,78.32000000000001
2020-12-22,93,88.0,,0.88,81.84
2020-12-23,87,88.0,,0.88,76.56
2020-12-24,87,88.0,,0.88,76.56
2020-12-25,90,88.0,,0.88,79.2
2020-12-26,90,88.0,,0.88,79.2
2020-12-27,86,88.0,,0.88,75.68
2020-12-28,90,88.0,,0.88,79.2
2020-12-29,91,88.0,,0.88,80.08
2020-12-30,90,88.0,,0.88,79.2
2020-12-31,92,88.0,,0.88,80.96
2021-01-01,93,93.0,False,0.93,86.49000000000001
2021-01-02,86,93.0,,0.93,79.98
2021-01-03,87,93.0,,0.93,80.91000000000001
2021-01-04,87,93.0,,0.93,80.91000000000001
2021-01-05,92,93.0,,0.93,85.56
2021-01-06,87,93.0,,0.93,80.91000000000001
2021-01-07,90,93.0,,0.93,83.7
2021-01-08,92,93.0,,0.93,85.56
2021-01-09,87,93.0,,0.93,80.91000000000001
2021-01-10,90,93.0,,0.93,83.7
2021-01-11,92,93.0,,0.93,85.56
2021-01-12,90,93.0,,0.93,83.7
2021-01-13,96,93.0,,0.93,89.28
2021-01-14,96,93.0,,0.93,89.28
2021-01-15,94,93.0,,0.93,87.42
2021-01-16,86,93.0,,0.93,79.98
2021-01-17,89,93.0,,0.93,82.77000000000001
2021-01-18,90,93.0,,0.93,83.7
2021-01-19,95,93.0,,0.93,88.35000000000001
2021-01-20,95,93.0,,0.93,88.35000000000001
2021-01-21,93,93.0,,0.93,86.49000000000001
2021-01-22,96,93.0,,0.93,89.28
2021-01-23,88,93.0,,0.93,81.84
2021-01-24,90,93.0,,0.93,83.7
2021-01-25,95,93.0,,0.93,88.35000000000001
2021-01-26,96,93.0,,0.93,89.28
2021-01-27,100,93.0,,0.93,93.0
2021-01-28,96,93.0,,0.93,89.28
2021-01-29,97,93.0,,0.93,90.21000000000001
2021-01-30,89,93.0,,0.93,82.77000000000001
2021-01-31,94,93.0,,0.93,87.42
2021-02-01,93,97.0,False,0.97,90.21
2021-02-02,94,97.0,,0.97,91.17999999999999
2021-02-03,96,97.0,,0.97,93.12
2021-02-04,100,97.0,,0.97,97.0
2021-02-05,96,97.0,,0.97,93.12
2021-02-06,89,97.0,,0.97,86.33
2021-02-07,92,97.0,,0.97,89.24
2021-02-08,96,97.0,,0.97,93.12
2021-02-09,98,97.0,,0.97,95.06
2021-02-10,97,97.0,,0.97,94.09
2021-02-11,96,97.0,,0.97,93.12
2021-02-12,96,97.0,,0.97,93.12
2021-02-13,92,97.0,,0.97,89.24
2021-02-14,95,97.0,,0.97,92.14999999999999
2021-02-15,97,97.0,,0.97,94.09
2021-02-16,98,97.0,,0.97,95.06
2021-02-17,98,97.0,,0.97,95.06
2021-02-18,100,97.0,,0.97,97.0
2021-02-19,97,97.0,,0.97,94.09
2021-02-20,94,97.0,,0.97,91.17999999999999
2021-02-21,93,97.0,,0.97,90.21
2021-02-22,97,97.0,,0.97,94.09
2021-02-23,99,97.0,,0.97,96.03
2021-02-24,96,97.0,,0.97,93.12
2021-02-25,98,97.0,,0.97,95.06
2021-02-26,96,97.0,,0.97,93.12
2021-02-27,93,97.0,,0.97,90.21
2021-02-28,92,97.0,,0.97,89.24
2021-03-01,95,91.0,False,0.91,86.45
2021-03-02,100,91.0,,0.91,91.0
2021-03-03,95,91.0,,0.91,86.45
2021-03-04,97,91.0,,0.91,88.27
2021-03-05,94,91.0,,0.91,85.54
2021-03-06,90,91.0,,0.91,81.9
2021-03-07,91,91.0,,0.91,82.81
2021-03-08,93,91.0,,0.91,84.63000000000001
2021-03-09,94,91.0,,0.91,85.54
2021-03-10,92,91.0,,0.91,83.72
2021-03-11,94,91.0,,0.91,85.54
2021-03-12,91,91.0,,0.91,82.81
2021-03-13,85,91.0,,0.91,77.35000000000001
2021-03-14,98,91.0,,0.91,89.18
2021-03-15,91,91.0,,0.91,82.81
2021-03-16,92,91.0,,0.91,83.72
2021-03-17,93,91.0,,0.91,84.63000000000001
2021-03-18,92,91.0,,0.91,83.72
2021-03-19,90,91.0,,0.91,81.9
2021-03-20,87,91.0,,0.91,79.17
2021-03-21,88,91.0,,0.91,80.08
2021-03-22,93,91.0,,0.91,84.63000000000001
2021-03-23,95,91.0,,0.91,86.45
2021-03-24,91,91.0,,0.91,82.81
2021-03-25,93,91.0,,0.91,84.63000000000001
2021-03-26,91,91.0,,0.91,82.81
2021-03-27,90,91.0,,0.91,81.9
2021-03-28,90,91.0,,0.91,81.9
2021-03-29,91,91.0,,0.91,82.81
2021-03-30,96,91.0,,0.91,87.36
2021-03-31,90,91.0,,0.91,81.9
2021-04-01,95,92.0,False,0.92,87.4
2021-04-02,92,92.0,,0.92,84.64
2021-04-03,88,92.0,,0.92,80.96000000000001
2021-04-04,90,92.0,,0.92,82.8
2021-04-05,94,92.0,,0.92,86.48
2021-04-06,95,92.0,,0.92,87.4
2021-04-07,94,92.0,,0.92,86.48
2021-04-08,96,92.0,,0.92,88.32000000000001
2021-04-09,92,92.0,,0.92,84.64
2021-04-10,93,92.0,,0.92,85.56
2021-04-11,96,92.0,,0.92,88.32000000000001
2021-04-12,94,92.0,,0.92,86.48
2021-04-13,96,92.0,,0.92,88.32000000000001
2021-04-14,96,92.0,,0.92,88.32000000000001
2021-04-15,95,92.0,,0.92,87.4
2021-04-16,97,92.0,,0.92,89.24000000000001
2021-04-17,91,92.0,,0.92,83.72
2021-04-18,94,92.0,,0.92,86.48
2021-04-19,95,92.0,,0.92,87.4
2021-04-20,96,92.0,,0.92,88.32000000000001
2021-04-21,95,92.0,,0.92,87.4
2021-04-22,99,92.0,,0.92,91.08
2021-04-23,96,92.0,,0.92,88.32000000000001
2021-04-24,92,92.0,,0.92,84.64
