date,MAN_unscaled,MAN_monthly,isPartial,scale,MAN
2019-08-28,78,66.0,,0.66,51.480000000000004
2019-08-29,78,66.0,,0.66,51.480000000000004
2019-08-30,79,66.0,,0.66,52.14
2019-08-31,89,66.0,,0.66,58.74
2019-09-01,99,64.0,False,0.64,63.36
2019-09-02,96,64.0,,0.64,61.44
2019-09-03,87,64.0,,0.64,55.68
2019-09-04,83,64.0,,0.64,53.120000000000005
2019-09-05,82,64.0,,0.64,52.480000000000004
2019-09-06,80,64.0,,0.64,51.2
2019-09-07,86,64.0,,0.64,55.04
2019-09-08,89,64.0,,0.64,56.96
2019-09-09,79,64.0,,0.64,50.56
2019-09-10,78,64.0,,0.64,49.92
2019-09-11,82,64.0,,0.64,52.480000000000004
2019-09-12,81,64.0,,0.64,51.84
2019-09-13,78,64.0,,0.64,49.92
2019-09-14,100,64.0,,0.64,64.0
2019-09-15,90,64.0,,0.64,57.6
2019-09-16,79,64.0,,0.64,50.56
2019-09-17,82,64.0,,0.64,52.480000000000004
2019-09-18,83,64.0,,0.64,53.120000000000005
2019-09-19,82,64.0,,0.64,52.480000000000004
2019-09-20,82,64.0,,0.64,52.480000000000004
2019-09-21,94,64.0,,0.64,60.160000000000004
2019-09-22,95,64.0,,0.64,60.800000000000004
2019-09-23,85,64.0,,0.64,54.4
2019-09-24,86,64.0,,0.64,55.04
2019-09-25,86,64.0,,0.64,55.04
2019-09-26,83,64.0,,0.64,53.120000000000005
2019-09-27,92,64.0,,0.64,58.88
2019-09-28,92,64.0,,0.64,58.88
2019-09-29,97,64.0,,0.64,62.08
2019-09-30,86,64.0,,0.64,55.04
2019-10-01,74,64.0,False,0.64,47.36
2019-10-02,74,64.0,,0.64,47.36
2019-10-03,76,64.0,,0.64,48.64
2019-10-04,77,64.0,,0.64,49.28
2019-10-05,82,64.0,,0.64,52.480000000000004
2019-10-06,88,64.0,,0.64,56.32
2019-10-07,78,64.0,,0.64,49.92
2019-10-08,76,64.0,,0.64,48.64
2019-10-09,77,64.0,,0.64,49.28
2019-10-10,80,64.0,,0.64,51.2
2019-10-11,83,64.0,,0.64,53.120000000000005
2019-10-12,100,64.0,,0.64,64.0
2019-10-13,92,64.0,,0.64,58.88
2019-10-14,78,64.0,,0.64,49.92
2019-10-15,76,64.0,,0.64,48.64
2019-10-16,74,64.0,,0.64,47.36
2019-10-17,73,64.0,,0.64,46.72
2019-10-18,76,64.0,,0.64,48.64
2019-10-19,90,64.0,,0.64,57.6
2019-10-20,97,64.0,,0.64,62.08
2019-10-21,78,64.0,,0.64,49.92
2019-10-22,76,64.0,,0.64,48.64
2019-10-23,76,64.0,,0.64,48.64
2019-10-24,77,64.0,,0.64,49.28
2019-10-25,80,64.0,,0.64,51.2
2019-10-26,88,64.0,,0.64,56.32
2019-10-27,84,64.0,,0.64,53.76
2019-10-28,74,64.0,,0.64,47.36
2019-10-29,74,64.0,,0.64,47.36
2019-10-30,79,64.0,,0.64,50.56
2019-10-31,77,64.0,,0.64,49.28
2019-11-01,84,62.0,False,0.62,52.08
2019-11-02,92,62.0,,0.62,57.04
2019-11-03,89,62.0,,0.62,55.18
2019-11-04,82,62.0,,0.62,50.839999999999996
2019-11-05,84,62.0,,0.62,52.08
2019-11-06,83,62.0,,0.62,51.46
2019-11-07,87,62.0,,0.62,53.94
2019-11-08,85,62.0,,0.62,52.7
2019-11-09,91,62.0,,0.62,56.42
2019-11-10,100,62.0,,0.62,62.0
2019-11-11,84,62.0,,0.62,52.08
2019-11-12,81,62.0,,0.62,50.22
2019-11-13,85,62.0,,0.62,52.7
2019-11-14,84,62.0,,0.62,52.08
2019-11-15,82,62.0,,0.62,50.839999999999996
2019-11-16,93,62.0,,0.62,57.66
2019-11-17,100,62.0,,0.62,62.0
2019-11-18,90,62.0,,0.62,55.8
2019-11-19,86,62.0,,0.62,53.32
2019-11-20,86,62.0,,0.62,53.32
2019-11-21,85,62.0,,0.62,52.7
2019-11-22,86,62.0,,0.62,53.32
2019-11-23,90,62.0,,0.62,55.8
2019-11-24,94,62.0,,0.62,58.28
2019-11-25,79,62.0,,0.62,48.98
2019-11-26,83,62.0,,0.62,51.46
2019-11-27,81,62.0,,0.62,50.22
2019-11-28,91,62.0,,0.62,56.42
2019-11-29,80,62.0,,0.62,49.6
2019-11-30,86,62.0,,0.62,53.32
2019-12-01,97,63.0,False,0.63,61.11
2019-12-02,80,63.0,,0.63,50.4
2019-12-03,86,63.0,,0.63,54.18
2019-12-04,91,63.0,,0.63,57.33
2019-12-05,92,63.0,,0.63,57.96
2019-12-06,89,63.0,,0.63,56.07
2019-12-07,100,63.0,,0.63,63.0
2019-12-08,91,63.0,,0.63,57.33
2019-12-09,86,63.0,,0.63,54.18
2019-12-10,87,63.0,,0.63,54.81
2019-12-11,90,63.0,,0.63,56.7
2019-12-12,91,63.0,,0.63,57.33
2019-12-13,90,63.0,,0.63,56.7
2019-12-14,91,63.0,,0.63,57.33
2019-12-15,99,63.0,,0.63,62.37
2019-12-16,89,63.0,,0.63,56.07
2019-12-17,91,63.0,,0.63,57.33
2019-12-18,87,63.0,,0.63,54.81
2019-12-19,87,63.0,,0.63,54.81
2019-12-20,87,63.0,,0.63,54.81
2019-12-21,92,63.0,,0.63,57.96
2019-12-22,97,63.0,,0.63,61.11
2019-12-23,86,63.0,,0.63,54.18
2019-12-24,87,63.0,,0.63,54.81
2019-12-25,100,63.0,,0.63,63.0
2019-12-26,96,63.0,,0.63,60.480000000000004
2019-12-27,93,63.0,,0.63,58.59
2019-12-28,97,63.0,,0.63,61.11
2019-12-29,96,63.0,,0.63,60.480000000000004
2019-12-30,89,63.0,,0.63,56.07
2019-12-31,94,63.0,,0.63,59.22
2020-01-01,90,62.0,False,0.62,55.8
2020-01-02,78,62.0,,0.62,48.36
2020-01-03,76,62.0,,0.62,47.12
2020-01-04,81,62.0,,0.62,50.22
2020-01-05,79,62.0,,0.62,48.98
2020-01-06,73,62.0,,0.62,45.26
2020-01-07,80,62.0,,0.62,49.6
2020-01-08,73,62.0,,0.62,45.26
2020-01-09,74,62.0,,0.62,45.88
2020-01-10,74,62.0,,0.62,45.88
2020-01-11,84,62.0,,0.62,52.08
2020-01-12,85,62.0,,0.62,52.7
2020-01-13,75,62.0,,0.62,46.5
2020-01-14,81,62.0,,0.62,50.22
2020-01-15,100,62.0,,0.62,62.0
2020-01-16,81,62.0,,0.62,50.22
2020-01-17,83,62.0,,0.62,51.46
2020-01-18,90,62.0,,0.62,55.8
2020-01-19,95,62.0,,0.62,58.9
2020-01-20,74,62.0,,0.62,45.88
2020-01-21,76,62.0,,0.62,47.12
2020-01-22,77,62.0,,0.62,47.74
2020-01-23,77,62.0,,0.62,47.74
2020-01-24,78,62.0,,0.62,48.36
2020-01-25,84,62.0,,0.62,52.08
2020-01-26,84,62.0,,0.62,52.08
2020-01-27,77,62.0,,0.62,47.74
2020-01-28,74,62.0,,0.62,45.88
2020-01-29,83,62.0,,0.62,51.46
2020-01-30,74,62.0,,0.62,45.88
2020-01-31,76,62.0,,0.62,47.12
2020-02-01,79,64.0,False,0.64,50.56
2020-02-02,82,64.0,,0.64,52.480000000000004
2020-02-03,68,64.0,,0.64,43.52
2020-02-04,68,64.0,,0.64,43.52
2020-02-05,71,64.0,,0.64,45.44
2020-02-06,70,64.0,,0.64,44.800000000000004
2020-02-07,71,64.0,,0.64,45.44
2020-02-08,75,64.0,,0.64,48.0
2020-02-09,82,64.0,,0.64,52.480000000000004
2020-02-10,74,64.0,,0.64,47.36
2020-02-11,71,64.0,,0.64,45.44
2020-02-12,71,64.0,,0.64,45.44
2020-02-13,69,64.0,,0.64,44.160000000000004
2020-02-14,76,64.0,,0.64,48.64
2020-02-15,75,64.0,,0.64,48.0
2020-02-16,82,64.0,,0.64,52.480000000000004
2020-02-17,78,64.0,,0.64,49.92
2020-02-18,73,64.0,,0.64,46.72
2020-02-19,69,64.0,,0.64,44.160000000000004
2020-02-20,72,64.0,,0.64,46.08
2020-02-21,71,64.0,,0.64,45.44
2020-02-22,77,64.0,,0.64,49.28
2020-02-23,79,64.0,,0.64,50.56
2020-02-24,73,64.0,,0.64,46.72
2020-02-25,74,64.0,,0.64,47.36
2020-02-26,77,64.0,,0.64,49.28
2020-02-27,86,64.0,,0.64,55.04
2020-02-28,93,64.0,,0.64,59.52
2020-02-29,100,64.0,,0.64,64.0
2020-03-01,100,63.0,False,0.63,63.0
2020-03-02,78,63.0,,0.63,49.14
2020-03-03,75,63.0,,0.63,47.25
2020-03-04,71,63.0,,0.63,44.73
2020-03-05,79,63.0,,0.63,49.77
2020-03-06,78,63.0,,0.63,49.14
2020-03-07,83,63.0,,0.63,52.29
2020-03-08,90,63.0,,0.63,56.7
2020-03-09,72,63.0,,0.63,45.36
2020-03-10,69,63.0,,0.63,43.47
2020-03-11,70,63.0,,0.63,44.1
2020-03-12,71,63.0,,0.63,44.73
2020-03-13,69,63.0,,0.63,43.47
2020-03-14,84,63.0,,0.63,52.92
2020-03-15,80,63.0,,0.63,50.4
2020-03-16,62,63.0,,0.63,39.06
2020-03-17,62,63.0,,0.63,39.06
2020-03-18,64,63.0,,0.63,40.32
2020-03-19,65,63.0,,0.63,40.95
2020-03-20,68,63.0,,0.63,42.84
2020-03-21,81,63.0,,0.63,51.03
2020-03-22,85,63.0,,0.63,53.55
2020-03-23,70,63.0,,0.63,44.1
2020-03-24,75,63.0,,0.63,47.25
2020-03-25,73,63.0,,0.63,45.99
2020-03-26,70,63.0,,0.63,44.1
2020-03-27,72,63.0,,0.63,45.36
2020-03-28,84,63.0,,0.63,52.92
2020-03-29,90,63.0,,0.63,56.7
2020-03-30,69,63.0,,0.63,43.47
2020-03-31,70,63.0,,0.63,44.1
2020-04-01,85,59.0,False,0.59,50.15
2020-04-02,87,59.0,,0.59,51.33
2020-04-03,87,59.0,,0.59,51.33
2020-04-04,98,59.0,,0.59,57.82
2020-04-05,100,59.0,,0.59,59.0
2020-04-06,85,59.0,,0.59,50.15
2020-04-07,81,59.0,,0.59,47.79
2020-04-08,84,59.0,,0.59,49.559999999999995
2020-04-09,85,59.0,,0.59,50.15
2020-04-10,91,59.0,,0.59,53.69
2020-04-11,95,59.0,,0.59,56.05
2020-04-12,100,59.0,,0.59,59.0
2020-04-13,84,59.0,,0.59,49.559999999999995
2020-04-14,84,59.0,,0.59,49.559999999999995
2020-04-15,82,59.0,,0.59,48.379999999999995
2020-04-16,85,59.0,,0.59,50.15
2020-04-17,89,59.0,,0.59,52.51
2020-04-18,97,59.0,,0.59,57.23
2020-04-19,99,59.0,,0.59,58.41
2020-04-20,81,59.0,,0.59,47.79
2020-04-21,85,59.0,,0.59,50.15
2020-04-22,82,59.0,,0.59,48.379999999999995
2020-04-23,85,59.0,,0.59,50.15
2020-04-24,84,59.0,,0.59,49.559999999999995
2020-04-25,93,59.0,,0.59,54.87
2020-04-26,96,59.0,,0.59,56.64
2020-04-27,83,59.0,,0.59,48.97
2020-04-28,81,59.0,,0.59,47.79
2020-04-29,84,59.0,,0.59,49.559999999999995
2020-04-30,86,59.0,,0.59,50.739999999999995
2020-05-01,65,63.0,False,0.63,40.95
2020-05-02,73,63.0,,0.63,45.99
2020-05-03,78,63.0,,0.63,49.14
2020-05-04,65,63.0,,0.63,40.95
2020-05-05,62,63.0,,0.63,39.06
2020-05-06,71,63.0,,0.63,44.73
2020-05-07,74,63.0,,0.63,46.62
2020-05-08,69,63.0,,0.63,43.47
2020-05-09,72,63.0,,0.63,45.36
2020-05-10,72,63.0,,0.63,45.36
2020-05-11,65,63.0,,0.63,40.95
2020-05-12,64,63.0,,0.63,40.32
2020-05-13,64,63.0,,0.63,40.32
2020-05-14,64,63.0,,0.63,40.32
2020-05-15,63,63.0,,0.63,39.69
2020-05-16,70,63.0,,0.63,44.1
2020-05-17,70,63.0,,0.63,44.1
2020-05-18,65,63.0,,0.63,40.95
2020-05-19,65,63.0,,0.63,40.95
2020-05-20,63,63.0,,0.63,39.69
2020-05-21,64,63.0,,0.63,40.32
2020-05-22,68,63.0,,0.63,42.84
2020-05-23,72,63.0,,0.63,45.36
2020-05-24,78,63.0,,0.63,49.14
2020-05-25,77,63.0,,0.63,48.51
2020-05-26,76,63.0,,0.63,47.88
2020-05-27,91,63.0,,0.63,57.33
2020-05-28,83,63.0,,0.63,52.29
2020-05-29,81,63.0,,0.63,51.03
2020-05-30,90,63.0,,0.63,56.7
2020-05-31,100,63.0,,0.63,63.0
2020-06-01,85,72.0,False,0.72,61.199999999999996
2020-06-02,77,72.0,,0.72,55.44
2020-06-03,76,72.0,,0.72,54.72
2020-06-04,72,72.0,,0.72,51.839999999999996
2020-06-05,96,72.0,,0.72,69.12
2020-06-06,93,72.0,,0.72,66.96
2020-06-07,88,72.0,,0.72,63.36
2020-06-08,72,72.0,,0.72,51.839999999999996
2020-06-09,77,72.0,,0.72,55.44
2020-06-10,75,72.0,,0.72,54.0
2020-06-11,72,72.0,,0.72,51.839999999999996
2020-06-12,75,72.0,,0.72,54.0
2020-06-13,89,72.0,,0.72,64.08
2020-06-14,96,72.0,,0.72,69.12
2020-06-15,80,72.0,,0.72,57.599999999999994
2020-06-16,80,72.0,,0.72,57.599999999999994
2020-06-17,83,72.0,,0.72,59.76
2020-06-18,81,72.0,,0.72,58.32
2020-06-19,82,72.0,,0.72,59.04
2020-06-20,86,72.0,,0.72,61.919999999999995
2020-06-21,89,72.0,,0.72,64.08
2020-06-22,77,72.0,,0.72,55.44
2020-06-23,73,72.0,,0.72,52.559999999999995
2020-06-24,72,72.0,,0.72,51.839999999999996
2020-06-25,82,72.0,,0.72,59.04
2020-06-26,85,72.0,,0.72,61.199999999999996
2020-06-27,100,72.0,,0.72,72.0
2020-06-28,96,72.0,,0.72,69.12
2020-06-29,76,72.0,,0.72,54.72
2020-06-30,76,72.0,,0.72,54.72
2020-07-01,81,62.0,False,0.62,50.22
2020-07-02,80,62.0,,0.62,49.6
2020-07-03,83,62.0,,0.62,51.46
2020-07-04,93,62.0,,0.62,57.66
2020-07-05,97,62.0,,0.62,60.14
2020-07-06,78,62.0,,0.62,48.36
2020-07-07,80,62.0,,0.62,49.6
2020-07-08,79,62.0,,0.62,48.98
2020-07-09,78,62.0,,0.62,48.36
2020-07-10,83,62.0,,0.62,51.46
2020-07-11,90,62.0,,0.62,55.8
2020-07-12,88,62.0,,0.62,54.56
2020-07-13,76,62.0,,0.62,47.12
2020-07-14,74,62.0,,0.62,45.88
2020-07-15,73,62.0,,0.62,45.26
2020-07-16,75,62.0,,0.62,46.5
2020-07-17,78,62.0,,0.62,48.36
2020-07-18,89,62.0,,0.62,55.18
2020-07-19,99,62.0,,0.62,61.38
2020-07-20,77,62.0,,0.62,47.74
2020-07-21,76,62.0,,0.62,47.12
2020-07-22,82,62.0,,0.62,50.839999999999996
2020-07-23,81,62.0,,0.62,50.22
2020-07-24,84,62.0,,0.62,52.08
2020-07-25,94,62.0,,0.62,58.28
2020-07-26,100,62.0,,0.62,62.0
2020-07-27,80,62.0,,0.62,49.6
2020-07-28,79,62.0,,0.62,48.98
2020-07-29,79,62.0,,0.62,48.98
2020-07-30,77,62.0,,0.62,47.74
2020-07-31,75,62.0,,0.62,46.5
2020-08-01,87,60.0,False,0.6,52.199999999999996
2020-08-02,93,60.0,,0.6,55.8
2020-08-03,76,60.0,,0.6,45.6
2020-08-04,76,60.0,,0.6,45.6
2020-08-05,76,60.0,,0.6,45.6
2020-08-06,76,60.0,,0.6,45.6
2020-08-07,89,60.0,,0.6,53.4
2020-08-08,92,60.0,,0.6,55.199999999999996
2020-08-09,94,60.0,,0.6,56.4
2020-08-10,83,60.0,,0.6,49.8
2020-08-11,76,60.0,,0.6,45.6
2020-08-12,77,60.0,,0.6,46.199999999999996
2020-08-13,78,60.0,,0.6,46.8
2020-08-14,84,60.0,,0.6,50.4
2020-08-15,99,60.0,,0.6,59.4
2020-08-16,100,60.0,,0.6,60.0
2020-08-17,81,60.0,,0.6,48.6
2020-08-18,80,60.0,,0.6,48.0
2020-08-19,77,60.0,,0.6,46.199999999999996
2020-08-20,71,60.0,,0.6,42.6
2020-08-21,75,60.0,,0.6,45.0
2020-08-22,88,60.0,,0.6,52.8
2020-08-23,91,60.0,,0.6,54.6
2020-08-24,89,60.0,,0.6,53.4
2020-08-25,90,60.0,,0.6,54.0
2020-08-26,87,60.0,,0.6,52.199999999999996
2020-08-27,88,60.0,,0.6,52.8
2020-08-28,92,60.0,,0.6,55.199999999999996
2020-08-29,91,60.0,,0.6,54.6
2020-08-30,94,60.0,,0.6,56.4
2020-08-31,81,60.0,,0.6,48.6
2020-09-01,76,60.0,False,0.6,45.6
2020-09-02,77,60.0,,0.6,46.199999999999996
2020-09-03,77,60.0,,0.6,46.199999999999996
2020-09-04,80,60.0,,0.6,48.0
2020-09-05,83,60.0,,0.6,49.8
2020-09-06,86,60.0,,0.6,51.6
2020-09-07,100,60.0,,0.6,60.0
2020-09-08,85,60.0,,0.6,51.0
2020-09-09,80,60.0,,0.6,48.0
2020-09-10,73,60.0,,0.6,43.8
2020-09-11,83,60.0,,0.6,49.8
2020-09-12,93,60.0,,0.6,55.8
2020-09-13,91,60.0,,0.6,54.6
2020-09-14,77,60.0,,0.6,46.199999999999996
2020-09-15,77,60.0,,0.6,46.199999999999996
2020-09-16,77,60.0,,0.6,46.199999999999996
2020-09-17,76,60.0,,0.6,45.6
2020-09-18,77,60.0,,0.6,46.199999999999996
2020-09-19,84,60.0,,0.6,50.4
2020-09-20,86,60.0,,0.6,51.6
2020-09-21,77,60.0,,0.6,46.199999999999996
2020-09-22,75,60.0,,0.6,45.0
2020-09-23,77,60.0,,0.6,46.199999999999996
2020-09-24,76,60.0,,0.6,45.6
2020-09-25,77,60.0,,0.6,46.199999999999996
2020-09-26,89,60.0,,0.6,53.4
2020-09-27,87,60.0,,0.6,52.199999999999996
2020-09-28,75,60.0,,0.6,45.0
2020-09-29,73,60.0,,0.6,43.8
2020-09-30,84,60.0,,0.6,50.4
2020-10-01,85,60.0,False,0.6,51.0
2020-10-02,82,60.0,,0.6,49.199999999999996
2020-10-03,89,60.0,,0.6,53.4
2020-10-04,100,60.0,,0.6,60.0
2020-10-05,79,60.0,,0.6,47.4
2020-10-06,84,60.0,,0.6,50.4
2020-10-07,82,60.0,,0.6,49.199999999999996
2020-10-08,81,60.0,,0.6,48.6
2020-10-09,81,60.0,,0.6,48.6
2020-10-10,88,60.0,,0.6,52.8
2020-10-11,91,60.0,,0.6,54.6
2020-10-12,80,60.0,,0.6,48.0
2020-10-13,85,60.0,,0.6,51.0
2020-10-14,86,60.0,,0.6,51.6
2020-10-15,82,60.0,,0.6,49.199999999999996
2020-10-16,84,60.0,,0.6,50.4
2020-10-17,96,60.0,,0.6,57.599999999999994
2020-10-18,95,60.0,,0.6,57.0
2020-10-19,83,60.0,,0.6,49.8
2020-10-20,89,60.0,,0.6,53.4
2020-10-21,84,60.0,,0.6,50.4
2020-10-22,83,60.0,,0.6,49.8
2020-10-23,85,60.0,,0.6,51.0
2020-10-24,100,60.0,,0.6,60.0
2020-10-25,93,60.0,,0.6,55.8
2020-10-26,83,60.0,,0.6,49.8
2020-10-27,85,60.0,,0.6,51.0
2020-10-28,89,60.0,,0.6,53.4
2020-10-29,87,60.0,,0.6,52.199999999999996
2020-10-30,87,60.0,,0.6,52.199999999999996
2020-10-31,95,60.0,,0.6,57.0
2020-11-01,100,58.0,False,0.58,57.99999999999999
2020-11-02,79,58.0,,0.58,45.82
2020-11-03,75,58.0,,0.58,43.5
2020-11-04,49,58.0,,0.58,28.419999999999998
2020-11-05,56,58.0,,0.58,32.48
2020-11-06,65,58.0,,0.58,37.699999999999996
2020-11-07,77,58.0,,0.58,44.66
2020-11-08,88,58.0,,0.58,51.04
2020-11-09,74,58.0,,0.58,42.919999999999995
2020-11-10,77,58.0,,0.58,44.66
2020-11-11,78,58.0,,0.58,45.239999999999995
2020-11-12,79,58.0,,0.58,45.82
2020-11-13,83,58.0,,0.58,48.13999999999999
2020-11-14,92,58.0,,0.58,53.36
2020-11-15,95,58.0,,0.58,55.099999999999994
2020-11-16,83,58.0,,0.58,48.13999999999999
2020-11-17,81,58.0,,0.58,46.98
2020-11-18,87,58.0,,0.58,50.459999999999994
2020-11-19,81,58.0,,0.58,46.98
2020-11-20,83,58.0,,0.58,48.13999999999999
2020-11-21,95,58.0,,0.58,55.099999999999994
2020-11-22,94,58.0,,0.58,54.519999999999996
2020-11-23,87,58.0,,0.58,50.459999999999994
2020-11-24,89,58.0,,0.58,51.62
2020-11-25,82,58.0,,0.58,47.559999999999995
2020-11-26,86,58.0,,0.58,49.879999999999995
2020-11-27,86,58.0,,0.58,49.879999999999995
2020-11-28,86,58.0,,0.58,49.879999999999995
2020-11-29,90,58.0,,0.58,52.199999999999996
2020-11-30,76,58.0,,0.58,44.08
2020-12-01,79,60.0,False,0.6,47.4
2020-12-02,83,60.0,,0.6,49.8
2020-12-03,81,60.0,,0.6,48.6
2020-12-04,82,60.0,,0.6,49.199999999999996
2020-12-05,92,60.0,,0.6,55.199999999999996
2020-12-06,89,60.0,,0.6,53.4
2020-12-07,81,60.0,,0.6,48.6
2020-12-08,89,60.0,,0.6,53.4
2020-12-09,90,60.0,,0.6,54.0
2020-12-10,86,60.0,,0.6,51.6
2020-12-11,92,60.0,,0.6,55.199999999999996
2020-12-12,98,60.0,,0.6,58.8
2020-12-13,100,60.0,,0.6,60.0
2020-12-14,84,60.0,,0.6,50.4
2020-12-15,83,60.0,,0.6,49.8
2020-12-16,89,60.0,,0.6,53.4
2020-12-17,87,60.0,,0.6,52.199999999999996
2020-12-18,81,60.0,,0.6,48.6
2020-12-19,88,60.0,,0.6,52.8
2020-12-20,94,60.0,,0.6,56.4
2020-12-21,78,60.0,,0.6,46.8
2020-12-22,80,60.0,,0.6,48.0
2020-12-23,83,60.0,,0.6,49.8
2020-12-24,84,60.0,,0.6,50.4
2020-12-25,88,60.0,,0.6,52.8
2020-12-26,91,60.0,,0.6,54.6
2020-12-27,91,60.0,,0.6,54.6
2020-12-28,82,60.0,,0.6,49.199999999999996
2020-12-29,85,60.0,,0.6,51.0
2020-12-30,83,60.0,,0.6,49.8
2020-12-31,81,60.0,,0.6,48.6
2021-01-01,94,60.0,False,0.6,56.4
2021-01-02,88,60.0,,0.6,52.8
2021-01-03,88,60.0,,0.6,52.8
2021-01-04,73,60.0,,0.6,43.8
2021-01-05,75,60.0,,0.6,45.0
2021-01-06,76,60.0,,0.6,45.6
2021-01-07,83,60.0,,0.6,49.8
2021-01-08,91,60.0,,0.6,54.6
2021-01-09,95,60.0,,0.6,57.0
2021-01-10,88,60.0,,0.6,52.8
2021-01-11,76,60.0,,0.6,45.6
2021-01-12,79,60.0,,0.6,47.4
2021-01-13,78,60.0,,0.6,46.8
2021-01-14,75,60.0,,0.6,45.0
2021-01-15,75,60.0,,0.6,45.0
2021-01-16,86,60.0,,0.6,51.6
2021-01-17,100,60.0,,0.6,60.0
2021-01-18,86,60.0,,0.6,51.6
2021-01-19,80,60.0,,0.6,48.0
2021-01-20,78,60.0,,0.6,46.8
2021-01-21,76,60.0,,0.6,45.6
2021-01-22,77,60.0,,0.6,46.199999999999996
2021-01-23,86,60.0,,0.6,51.6
2021-01-24,95,60.0,,0.6,57.0
2021-01-25,74,60.0,,0.6,44.4
2021-01-26,78,60.0,,0.6,46.8
2021-01-27,78,60.0,,0.6,46.8
2021-01-28,75,60.0,,0.6,45.0
2021-01-29,80,60.0,,0.6,48.0
2021-01-30,93,60.0,,0.6,55.8
2021-01-31,92,60.0,,0.6,55.199999999999996
2021-02-01,76,61.0,False,0.61,46.36
2021-02-02,81,61.0,,0.61,49.41
2021-02-03,82,61.0,,0.61,50.019999999999996
2021-02-04,76,61.0,,0.61,46.36
2021-02-05,85,61.0,,0.61,51.85
2021-02-06,98,61.0,,0.61,59.78
2021-02-07,100,61.0,,0.61,61.0
2021-02-08,84,61.0,,0.61,51.24
2021-02-09,84,61.0,,0.61,51.24
2021-02-10,82,61.0,,0.61,50.019999999999996
2021-02-11,80,61.0,,0.61,48.8
2021-02-12,82,61.0,,0.61,50.019999999999996
2021-02-13,86,61.0,,0.61,52.46
2021-02-14,91,61.0,,0.61,55.51
2021-02-15,82,61.0,,0.61,50.019999999999996
2021-02-16,77,61.0,,0.61,46.97
2021-02-17,76,61.0,,0.61,46.36
2021-02-18,80,61.0,,0.61,48.8
2021-02-19,77,61.0,,0.61,46.97
2021-02-20,86,61.0,,0.61,52.46
2021-02-21,97,61.0,,0.61,59.17
2021-02-22,77,61.0,,0.61,46.97
2021-02-23,77,61.0,,0.61,46.97
2021-02-24,90,61.0,,0.61,54.9
2021-02-25,84,61.0,,0.61,51.24
2021-02-26,80,61.0,,0.61,48.8
2021-02-27,90,61.0,,0.61,54.9
2021-02-28,94,61.0,,0.61,57.339999999999996
2021-03-01,81,55.0,False,0.55,44.550000000000004
2021-03-02,83,55.0,,0.55,45.650000000000006
2021-03-03,80,55.0,,0.55,44.0
2021-03-04,83,55.0,,0.55,45.650000000000006
2021-03-05,80,55.0,,0.55,44.0
2021-03-06,90,55.0,,0.55,49.50000000000001
2021-03-07,100,55.0,,0.55,55.00000000000001
2021-03-08,79,55.0,,0.55,43.45
2021-03-09,76,55.0,,0.55,41.800000000000004
2021-03-10,76,55.0,,0.55,41.800000000000004
2021-03-11,86,55.0,,0.55,47.300000000000004
2021-03-12,79,55.0,,0.55,43.45
2021-03-13,84,55.0,,0.55,46.2
2021-03-14,89,55.0,,0.55,48.95
2021-03-15,73,55.0,,0.55,40.150000000000006
2021-03-16,80,55.0,,0.55,44.0
2021-03-17,77,55.0,,0.55,42.35
2021-03-18,89,55.0,,0.55,48.95
2021-03-19,81,55.0,,0.55,44.550000000000004
2021-03-20,87,55.0,,0.55,47.85
2021-03-21,95,55.0,,0.55,52.25000000000001
2021-03-22,81,55.0,,0.55,44.550000000000004
2021-03-23,81,55.0,,0.55,44.550000000000004
2021-03-24,81,55.0,,0.55,44.550000000000004
2021-03-25,81,55.0,,0.55,44.550000000000004
2021-03-26,83,55.0,,0.55,45.650000000000006
2021-03-27,89,55.0,,0.55,48.95
2021-03-28,92,55.0,,0.55,50.6
2021-03-29,81,55.0,,0.55,44.550000000000004
2021-03-30,82,55.0,,0.55,45.1
2021-03-31,80,55.0,,0.55,44.0
2021-04-01,75,58.0,False,0.58,43.5
2021-04-02,77,58.0,,0.58,44.66
2021-04-03,85,58.0,,0.58,49.3
2021-04-04,91,58.0,,0.58,52.779999999999994
2021-04-05,75,58.0,,0.58,43.5
2021-04-06,78,58.0,,0.58,45.239999999999995
2021-04-07,75,58.0,,0.58,43.5
2021-04-08,78,58.0,,0.58,45.239999999999995
2021-04-09,78,58.0,,0.58,45.239999999999995
2021-04-10,85,58.0,,0.58,49.3
2021-04-11,91,58.0,,0.58,52.779999999999994
2021-04-12,80,58.0,,0.58,46.4
2021-04-13,78,58.0,,0.58,45.239999999999995
2021-04-14,84,58.0,,0.58,48.72
2021-04-15,86,58.0,,0.58,49.879999999999995
2021-04-16,83,58.0,,0.58,48.13999999999999
2021-04-17,97,58.0,,0.58,56.26
2021-04-18,91,58.0,,0.58,52.779999999999994
2021-04-19,81,58.0,,0.58,46.98
2021-04-20,77,58.0,,0.58,44.66
2021-04-21,82,58.0,,0.58,47.559999999999995
2021-04-22,78,58.0,,0.58,45.239999999999995
2021-04-23,81,58.0,,0.58,46.98
2021-04-24,85,58.0,,0.58,49.3
2021-04-25,100,58.0,,0.58,57.99999999999999
2021-04-26,80,58.0,,0.58,46.4
2021-04-27,80,58.0,,0.58,46.4
2021-04-28,90,58.0,,0.58,52.199999999999996
2021-04-29,85,58.0,,0.58,49.3
