date,CAN_unscaled,CAN_monthly,isPartial,scale,CAN
2017-12-19,90,66.0,,0.66,59.400000000000006
2017-12-20,91,66.0,,0.66,60.06
2017-12-21,89,66.0,,0.66,58.74
2017-12-22,87,66.0,,0.66,57.42
2017-12-23,92,66.0,,0.66,60.720000000000006
2017-12-24,93,66.0,,0.66,61.38
2017-12-25,94,66.0,,0.66,62.040000000000006
2017-12-26,95,66.0,,0.66,62.7
2017-12-27,100,66.0,,0.66,66.0
2017-12-28,98,66.0,,0.66,64.68
2017-12-29,94,66.0,,0.66,62.040000000000006
2017-12-30,100,66.0,,0.66,66.0
2017-12-31,96,66.0,,0.66,63.36
2018-01-01,87,68.0,False,0.68,59.160000000000004
2018-01-02,87,68.0,,0.68,59.160000000000004
2018-01-03,92,68.0,,0.68,62.56
2018-01-04,89,68.0,,0.68,60.52
2018-01-05,92,68.0,,0.68,62.56
2018-01-06,98,68.0,,0.68,66.64
2018-01-07,100,68.0,,0.68,68.0
2018-01-08,89,68.0,,0.68,60.52
2018-01-09,87,68.0,,0.68,59.160000000000004
2018-01-10,89,68.0,,0.68,60.52
2018-01-11,88,68.0,,0.68,59.84
2018-01-12,88,68.0,,0.68,59.84
2018-01-13,93,68.0,,0.68,63.24
2018-01-14,93,68.0,,0.68,63.24
2018-01-15,90,68.0,,0.68,61.2
2018-01-16,85,68.0,,0.68,57.800000000000004
2018-01-17,87,68.0,,0.68,59.160000000000004
2018-01-18,89,68.0,,0.68,60.52
2018-01-19,90,68.0,,0.68,61.2
2018-01-20,96,68.0,,0.68,65.28
2018-01-21,95,68.0,,0.68,64.60000000000001
2018-01-22,90,68.0,,0.68,61.2
2018-01-23,91,68.0,,0.68,61.88
2018-01-24,90,68.0,,0.68,61.2
2018-01-25,88,68.0,,0.68,59.84
2018-01-26,87,68.0,,0.68,59.160000000000004
2018-01-27,95,68.0,,0.68,64.60000000000001
2018-01-28,96,68.0,,0.68,65.28
2018-01-29,89,68.0,,0.68,60.52
2018-01-30,92,68.0,,0.68,62.56
2018-01-31,92,68.0,,0.68,62.56
2018-02-01,91,70.0,False,0.7,63.699999999999996
2018-02-02,90,70.0,,0.7,62.99999999999999
2018-02-03,98,70.0,,0.7,68.6
2018-02-04,100,70.0,,0.7,70.0
2018-02-05,82,70.0,,0.7,57.4
2018-02-06,92,70.0,,0.7,64.39999999999999
2018-02-07,91,70.0,,0.7,63.699999999999996
2018-02-08,91,70.0,,0.7,63.699999999999996
2018-02-09,87,70.0,,0.7,60.9
2018-02-10,91,70.0,,0.7,63.699999999999996
2018-02-11,98,70.0,,0.7,68.6
2018-02-12,91,70.0,,0.7,63.699999999999996
2018-02-13,91,70.0,,0.7,63.699999999999996
2018-02-14,89,70.0,,0.7,62.3
2018-02-15,94,70.0,,0.7,65.8
2018-02-16,92,70.0,,0.7,64.39999999999999
2018-02-17,97,70.0,,0.7,67.89999999999999
2018-02-18,96,70.0,,0.7,67.19999999999999
2018-02-19,96,70.0,,0.7,67.19999999999999
2018-02-20,94,70.0,,0.7,65.8
2018-02-21,97,70.0,,0.7,67.89999999999999
2018-02-22,94,70.0,,0.7,65.8
2018-02-23,95,70.0,,0.7,66.5
2018-02-24,95,70.0,,0.7,66.5
2018-02-25,100,70.0,,0.7,70.0
2018-02-26,94,70.0,,0.7,65.8
2018-02-27,96,70.0,,0.7,67.19999999999999
2018-02-28,94,70.0,,0.7,65.8
2018-03-01,89,69.0,False,0.69,61.41
2018-03-02,81,69.0,,0.69,55.88999999999999
2018-03-03,88,69.0,,0.69,60.72
2018-03-04,91,69.0,,0.69,62.78999999999999
2018-03-05,84,69.0,,0.69,57.959999999999994
2018-03-06,85,69.0,,0.69,58.65
2018-03-07,85,69.0,,0.69,58.65
2018-03-08,84,69.0,,0.69,57.959999999999994
2018-03-09,83,69.0,,0.69,57.269999999999996
2018-03-10,87,69.0,,0.69,60.029999999999994
2018-03-11,90,69.0,,0.69,62.099999999999994
2018-03-12,87,69.0,,0.69,60.029999999999994
2018-03-13,91,69.0,,0.69,62.78999999999999
2018-03-14,86,69.0,,0.69,59.339999999999996
2018-03-15,88,69.0,,0.69,60.72
2018-03-16,87,69.0,,0.69,60.029999999999994
2018-03-17,95,69.0,,0.69,65.55
2018-03-18,98,69.0,,0.69,67.61999999999999
2018-03-19,89,69.0,,0.69,61.41
2018-03-20,88,69.0,,0.69,60.72
2018-03-21,86,69.0,,0.69,59.339999999999996
2018-03-22,87,69.0,,0.69,60.029999999999994
2018-03-23,88,69.0,,0.69,60.72
2018-03-24,94,69.0,,0.69,64.86
2018-03-25,100,69.0,,0.69,69.0
2018-03-26,91,69.0,,0.69,62.78999999999999
2018-03-27,92,69.0,,0.69,63.48
2018-03-28,92,69.0,,0.69,63.48
2018-03-29,90,69.0,,0.69,62.099999999999994
2018-03-30,90,69.0,,0.69,62.099999999999994
2018-03-31,95,69.0,,0.69,65.55
2018-04-01,94,68.0,False,0.68,63.92
2018-04-02,89,68.0,,0.68,60.52
2018-04-03,90,68.0,,0.68,61.2
2018-04-04,92,68.0,,0.68,62.56
2018-04-05,91,68.0,,0.68,61.88
2018-04-06,88,68.0,,0.68,59.84
2018-04-07,95,68.0,,0.68,64.60000000000001
2018-04-08,97,68.0,,0.68,65.96000000000001
2018-04-09,94,68.0,,0.68,63.92
2018-04-10,92,68.0,,0.68,62.56
2018-04-11,92,68.0,,0.68,62.56
2018-04-12,91,68.0,,0.68,61.88
2018-04-13,89,68.0,,0.68,60.52
2018-04-14,95,68.0,,0.68,64.60000000000001
2018-04-15,100,68.0,,0.68,68.0
2018-04-16,91,68.0,,0.68,61.88
2018-04-17,95,68.0,,0.68,64.60000000000001
2018-04-18,91,68.0,,0.68,61.88
2018-04-19,88,68.0,,0.68,59.84
2018-04-20,85,68.0,,0.68,57.800000000000004
2018-04-21,90,68.0,,0.68,61.2
2018-04-22,97,68.0,,0.68,65.96000000000001
2018-04-23,89,68.0,,0.68,60.52
2018-04-24,89,68.0,,0.68,60.52
2018-04-25,87,68.0,,0.68,59.160000000000004
2018-04-26,89,68.0,,0.68,60.52
2018-04-27,84,68.0,,0.68,57.120000000000005
2018-04-28,90,68.0,,0.68,61.2
2018-04-29,91,68.0,,0.68,61.88
2018-04-30,88,68.0,,0.68,59.84
2018-05-01,90,66.0,False,0.66,59.400000000000006
2018-05-02,92,66.0,,0.66,60.720000000000006
2018-05-03,92,66.0,,0.66,60.720000000000006
2018-05-04,91,66.0,,0.66,60.06
2018-05-05,93,66.0,,0.66,61.38
2018-05-06,99,66.0,,0.66,65.34
2018-05-07,94,66.0,,0.66,62.040000000000006
2018-05-08,94,66.0,,0.66,62.040000000000006
2018-05-09,93,66.0,,0.66,61.38
2018-05-10,92,66.0,,0.66,60.720000000000006
2018-05-11,91,66.0,,0.66,60.06
2018-05-12,94,66.0,,0.66,62.040000000000006
2018-05-13,94,66.0,,0.66,62.040000000000006
2018-05-14,94,66.0,,0.66,62.040000000000006
2018-05-15,88,66.0,,0.66,58.080000000000005
2018-05-16,92,66.0,,0.66,60.720000000000006
2018-05-17,94,66.0,,0.66,62.040000000000006
2018-05-18,89,66.0,,0.66,58.74
2018-05-19,91,66.0,,0.66,60.06
2018-05-20,95,66.0,,0.66,62.7
2018-05-21,91,66.0,,0.66,60.06
2018-05-22,94,66.0,,0.66,62.040000000000006
2018-05-23,93,66.0,,0.66,61.38
2018-05-24,93,66.0,,0.66,61.38
2018-05-25,90,66.0,,0.66,59.400000000000006
2018-05-26,94,66.0,,0.66,62.040000000000006
2018-05-27,100,66.0,,0.66,66.0
2018-05-28,98,66.0,,0.66,64.68
2018-05-29,91,66.0,,0.66,60.06
2018-05-30,90,66.0,,0.66,59.400000000000006
2018-05-31,92,66.0,,0.66,60.720000000000006
2018-06-01,89,70.0,False,0.7,62.3
2018-06-02,95,70.0,,0.7,66.5
2018-06-03,100,70.0,,0.7,70.0
2018-06-04,91,70.0,,0.7,63.699999999999996
2018-06-05,91,70.0,,0.7,63.699999999999996
2018-06-06,92,70.0,,0.7,64.39999999999999
2018-06-07,94,70.0,,0.7,65.8
2018-06-08,89,70.0,,0.7,62.3
2018-06-09,94,70.0,,0.7,65.8
2018-06-10,97,70.0,,0.7,67.89999999999999
2018-06-11,93,70.0,,0.7,65.1
2018-06-12,96,70.0,,0.7,67.19999999999999
2018-06-13,100,70.0,,0.7,70.0
2018-06-14,96,70.0,,0.7,67.19999999999999
2018-06-15,92,70.0,,0.7,64.39999999999999
2018-06-16,98,70.0,,0.7,68.6
2018-06-17,98,70.0,,0.7,68.6
2018-06-18,95,70.0,,0.7,66.5
2018-06-19,92,70.0,,0.7,64.39999999999999
2018-06-20,97,70.0,,0.7,67.89999999999999
2018-06-21,92,70.0,,0.7,64.39999999999999
2018-06-22,92,70.0,,0.7,64.39999999999999
2018-06-23,99,70.0,,0.7,69.3
2018-06-24,99,70.0,,0.7,69.3
2018-06-25,93,70.0,,0.7,65.1
2018-06-26,93,70.0,,0.7,65.1
2018-06-27,93,70.0,,0.7,65.1
2018-06-28,93,70.0,,0.7,65.1
2018-06-29,94,70.0,,0.7,65.8
2018-06-30,96,70.0,,0.7,67.19999999999999
2018-07-01,98,75.0,False,0.75,73.5
2018-07-02,91,75.0,,0.75,68.25
2018-07-03,93,75.0,,0.75,69.75
2018-07-04,95,75.0,,0.75,71.25
2018-07-05,91,75.0,,0.75,68.25
2018-07-06,92,75.0,,0.75,69.0
2018-07-07,94,75.0,,0.75,70.5
2018-07-08,99,75.0,,0.75,74.25
2018-07-09,93,75.0,,0.75,69.75
2018-07-10,94,75.0,,0.75,70.5
2018-07-11,93,75.0,,0.75,69.75
2018-07-12,95,75.0,,0.75,71.25
2018-07-13,92,75.0,,0.75,69.0
2018-07-14,96,75.0,,0.75,72.0
2018-07-15,94,75.0,,0.75,70.5
2018-07-16,95,75.0,,0.75,71.25
2018-07-17,93,75.0,,0.75,69.75
2018-07-18,93,75.0,,0.75,69.75
2018-07-19,94,75.0,,0.75,70.5
2018-07-20,93,75.0,,0.75,69.75
2018-07-21,94,75.0,,0.75,70.5
2018-07-22,98,75.0,,0.75,73.5
2018-07-23,95,75.0,,0.75,71.25
2018-07-24,94,75.0,,0.75,70.5
2018-07-25,92,75.0,,0.75,69.0
2018-07-26,92,75.0,,0.75,69.0
2018-07-27,92,75.0,,0.75,69.0
2018-07-28,97,75.0,,0.75,72.75
2018-07-29,100,75.0,,0.75,75.0
2018-07-30,97,75.0,,0.75,72.75
2018-07-31,94,75.0,,0.75,70.5
2018-08-01,92,70.0,False,0.7,64.39999999999999
2018-08-02,92,70.0,,0.7,64.39999999999999
2018-08-03,93,70.0,,0.7,65.1
2018-08-04,95,70.0,,0.7,66.5
2018-08-05,100,70.0,,0.7,70.0
2018-08-06,91,70.0,,0.7,63.699999999999996
2018-08-07,93,70.0,,0.7,65.1
2018-08-08,93,70.0,,0.7,65.1
2018-08-09,90,70.0,,0.7,62.99999999999999
2018-08-10,90,70.0,,0.7,62.99999999999999
2018-08-11,94,70.0,,0.7,65.8
2018-08-12,97,70.0,,0.7,67.89999999999999
2018-08-13,90,70.0,,0.7,62.99999999999999
2018-08-14,93,70.0,,0.7,65.1
2018-08-15,93,70.0,,0.7,65.1
2018-08-16,90,70.0,,0.7,62.99999999999999
2018-08-17,90,70.0,,0.7,62.99999999999999
2018-08-18,94,70.0,,0.7,65.8
2018-08-19,98,70.0,,0.7,68.6
2018-08-20,90,70.0,,0.7,62.99999999999999
2018-08-21,90,70.0,,0.7,62.99999999999999
2018-08-22,92,70.0,,0.7,64.39999999999999
2018-08-23,93,70.0,,0.7,65.1
2018-08-24,87,70.0,,0.7,60.9
2018-08-25,92,70.0,,0.7,64.39999999999999
2018-08-26,93,70.0,,0.7,65.1
2018-08-27,90,70.0,,0.7,62.99999999999999
2018-08-28,92,70.0,,0.7,64.39999999999999
2018-08-29,91,70.0,,0.7,63.699999999999996
2018-08-30,90,70.0,,0.7,62.99999999999999
2018-08-31,89,70.0,,0.7,62.3
2018-09-01,92,69.0,False,0.69,63.48
2018-09-02,100,69.0,,0.69,69.0
2018-09-03,100,69.0,,0.69,69.0
2018-09-04,91,69.0,,0.69,62.78999999999999
2018-09-05,92,69.0,,0.69,63.48
2018-09-06,91,69.0,,0.69,62.78999999999999
2018-09-07,86,69.0,,0.69,59.339999999999996
2018-09-08,92,69.0,,0.69,63.48
2018-09-09,96,69.0,,0.69,66.24
2018-09-10,89,69.0,,0.69,61.41
2018-09-11,93,69.0,,0.69,64.17
2018-09-12,95,69.0,,0.69,65.55
2018-09-13,92,69.0,,0.69,63.48
2018-09-14,89,69.0,,0.69,61.41
2018-09-15,95,69.0,,0.69,65.55
2018-09-16,98,69.0,,0.69,67.61999999999999
2018-09-17,91,69.0,,0.69,62.78999999999999
2018-09-18,95,69.0,,0.69,65.55
2018-09-19,94,69.0,,0.69,64.86
2018-09-20,98,69.0,,0.69,67.61999999999999
2018-09-21,91,69.0,,0.69,62.78999999999999
2018-09-22,95,69.0,,0.69,65.55
2018-09-23,98,69.0,,0.69,67.61999999999999
2018-09-24,93,69.0,,0.69,64.17
2018-09-25,94,69.0,,0.69,64.86
2018-09-26,96,69.0,,0.69,66.24
2018-09-27,92,69.0,,0.69,63.48
2018-09-28,92,69.0,,0.69,63.48
2018-09-29,93,69.0,,0.69,64.17
2018-09-30,98,69.0,,0.69,67.61999999999999
2018-10-01,97,72.0,False,0.72,69.84
2018-10-02,100,72.0,,0.72,72.0
2018-10-03,95,72.0,,0.72,68.39999999999999
2018-10-04,94,72.0,,0.72,67.67999999999999
2018-10-05,91,72.0,,0.72,65.52
2018-10-06,94,72.0,,0.72,67.67999999999999
2018-10-07,95,72.0,,0.72,68.39999999999999
2018-10-08,97,72.0,,0.72,69.84
2018-10-09,95,72.0,,0.72,68.39999999999999
2018-10-10,98,72.0,,0.72,70.56
2018-10-11,95,72.0,,0.72,68.39999999999999
2018-10-12,93,72.0,,0.72,66.96
2018-10-13,97,72.0,,0.72,69.84
2018-10-14,100,72.0,,0.72,72.0
2018-10-15,96,72.0,,0.72,69.12
2018-10-16,97,72.0,,0.72,69.84
2018-10-17,94,72.0,,0.72,67.67999999999999
2018-10-18,96,72.0,,0.72,69.12
2018-10-19,95,72.0,,0.72,68.39999999999999
2018-10-20,98,72.0,,0.72,70.56
2018-10-21,96,72.0,,0.72,69.12
2018-10-22,94,72.0,,0.72,67.67999999999999
2018-10-23,99,72.0,,0.72,71.28
2018-10-24,96,72.0,,0.72,69.12
2018-10-25,95,72.0,,0.72,68.39999999999999
2018-10-26,93,72.0,,0.72,66.96
2018-10-27,96,72.0,,0.72,69.12
2018-10-28,97,72.0,,0.72,69.84
2018-10-29,97,72.0,,0.72,69.84
2018-10-30,96,72.0,,0.72,69.12
2018-10-31,94,72.0,,0.72,67.67999999999999
2018-11-01,86,71.0,False,0.71,61.059999999999995
2018-11-02,86,71.0,,0.71,61.059999999999995
2018-11-03,90,71.0,,0.71,63.9
2018-11-04,92,71.0,,0.71,65.32
2018-11-05,89,71.0,,0.71,63.19
2018-11-06,100,71.0,,0.71,71.0
2018-11-07,83,71.0,,0.71,58.93
2018-11-08,86,71.0,,0.71,61.059999999999995
2018-11-09,86,71.0,,0.71,61.059999999999995
2018-11-10,86,71.0,,0.71,61.059999999999995
2018-11-11,90,71.0,,0.71,63.9
2018-11-12,86,71.0,,0.71,61.059999999999995
2018-11-13,86,71.0,,0.71,61.059999999999995
2018-11-14,86,71.0,,0.71,61.059999999999995
2018-11-15,87,71.0,,0.71,61.769999999999996
2018-11-16,85,71.0,,0.71,60.349999999999994
2018-11-17,92,71.0,,0.71,65.32
2018-11-18,92,71.0,,0.71,65.32
2018-11-19,90,71.0,,0.71,63.9
2018-11-20,89,71.0,,0.71,63.19
2018-11-21,92,71.0,,0.71,65.32
2018-11-22,93,71.0,,0.71,66.03
2018-11-23,83,71.0,,0.71,58.93
2018-11-24,87,71.0,,0.71,61.769999999999996
2018-11-25,91,71.0,,0.71,64.61
2018-11-26,86,71.0,,0.71,61.059999999999995
2018-11-27,87,71.0,,0.71,61.769999999999996
2018-11-28,88,71.0,,0.71,62.48
2018-11-29,92,71.0,,0.71,65.32
2018-11-30,88,71.0,,0.71,62.48
2018-12-01,87,72.0,False,0.72,62.64
2018-12-02,88,72.0,,0.72,63.36
2018-12-03,90,72.0,,0.72,64.8
2018-12-04,89,72.0,,0.72,64.08
2018-12-05,86,72.0,,0.72,61.919999999999995
2018-12-06,90,72.0,,0.72,64.8
2018-12-07,88,72.0,,0.72,63.36
2018-12-08,89,72.0,,0.72,64.08
2018-12-09,92,72.0,,0.72,66.24
2018-12-10,87,72.0,,0.72,62.64
2018-12-11,91,72.0,,0.72,65.52
2018-12-12,90,72.0,,0.72,64.8
2018-12-13,90,72.0,,0.72,64.8
2018-12-14,86,72.0,,0.72,61.919999999999995
2018-12-15,91,72.0,,0.72,65.52
2018-12-16,91,72.0,,0.72,65.52
2018-12-17,91,72.0,,0.72,65.52
2018-12-18,93,72.0,,0.72,66.96
2018-12-19,88,72.0,,0.72,63.36
2018-12-20,88,72.0,,0.72,63.36
2018-12-21,89,72.0,,0.72,64.08
2018-12-22,96,72.0,,0.72,69.12
2018-12-23,94,72.0,,0.72,67.67999999999999
2018-12-24,92,72.0,,0.72,66.24
2018-12-25,94,72.0,,0.72,67.67999999999999
2018-12-26,95,72.0,,0.72,68.39999999999999
2018-12-27,92,72.0,,0.72,66.24
2018-12-28,90,72.0,,0.72,64.8
2018-12-29,100,72.0,,0.72,72.0
2018-12-30,98,72.0,,0.72,70.56
2018-12-31,92,72.0,,0.72,66.24
2019-01-01,93,74.0,False,0.74,68.82
2019-01-02,93,74.0,,0.74,68.82
2019-01-03,96,74.0,,0.74,71.03999999999999
2019-01-04,91,74.0,,0.74,67.34
2019-01-05,96,74.0,,0.74,71.03999999999999
2019-01-06,100,74.0,,0.74,74.0
2019-01-07,90,74.0,,0.74,66.6
2019-01-08,89,74.0,,0.74,65.86
2019-01-09,93,74.0,,0.74,68.82
2019-01-10,90,74.0,,0.74,66.6
2019-01-11,90,74.0,,0.74,66.6
2019-01-12,94,74.0,,0.74,69.56
2019-01-13,94,74.0,,0.74,69.56
2019-01-14,89,74.0,,0.74,65.86
2019-01-15,90,74.0,,0.74,66.6
2019-01-16,92,74.0,,0.74,68.08
2019-01-17,91,74.0,,0.74,67.34
2019-01-18,86,74.0,,0.74,63.64
2019-01-19,96,74.0,,0.74,71.03999999999999
2019-01-20,94,74.0,,0.74,69.56
2019-01-21,93,74.0,,0.74,68.82
2019-01-22,91,74.0,,0.74,67.34
2019-01-23,92,74.0,,0.74,68.08
2019-01-24,91,74.0,,0.74,67.34
2019-01-25,91,74.0,,0.74,67.34
2019-01-26,93,74.0,,0.74,68.82
2019-01-27,97,74.0,,0.74,71.78
2019-01-28,94,74.0,,0.74,69.56
2019-01-29,91,74.0,,0.74,67.34
2019-01-30,93,74.0,,0.74,68.82
2019-01-31,93,74.0,,0.74,68.82
2019-02-01,88,76.0,False,0.76,66.88
2019-02-02,96,76.0,,0.76,72.96000000000001
2019-02-03,99,76.0,,0.76,75.24
2019-02-04,85,76.0,,0.76,64.6
2019-02-05,94,76.0,,0.76,71.44
2019-02-06,88,76.0,,0.76,66.88
2019-02-07,92,76.0,,0.76,69.92
2019-02-08,90,76.0,,0.76,68.4
2019-02-09,94,76.0,,0.76,71.44
2019-02-10,98,76.0,,0.76,74.48
2019-02-11,89,76.0,,0.76,67.64
2019-02-12,91,76.0,,0.76,69.16
2019-02-13,90,76.0,,0.76,68.4
2019-02-14,84,76.0,,0.76,63.84
2019-02-15,87,76.0,,0.76,66.12
2019-02-16,93,76.0,,0.76,70.68
2019-02-17,96,76.0,,0.76,72.96000000000001
2019-02-18,92,76.0,,0.76,69.92
2019-02-19,93,76.0,,0.76,70.68
2019-02-20,91,76.0,,0.76,69.16
2019-02-21,89,76.0,,0.76,67.64
2019-02-22,89,76.0,,0.76,67.64
2019-02-23,93,76.0,,0.76,70.68
2019-02-24,100,76.0,,0.76,76.0
2019-02-25,93,76.0,,0.76,70.68
2019-02-26,89,76.0,,0.76,67.64
2019-02-27,88,76.0,,0.76,66.88
2019-02-28,92,76.0,,0.76,69.92
2019-03-01,89,75.0,False,0.75,66.75
2019-03-02,93,75.0,,0.75,69.75
2019-03-03,96,75.0,,0.75,72.0
2019-03-04,92,75.0,,0.75,69.0
2019-03-05,96,75.0,,0.75,72.0
2019-03-06,92,75.0,,0.75,69.0
2019-03-07,91,75.0,,0.75,68.25
2019-03-08,90,75.0,,0.75,67.5
2019-03-09,95,75.0,,0.75,71.25
2019-03-10,96,75.0,,0.75,72.0
2019-03-11,91,75.0,,0.75,68.25
2019-03-12,94,75.0,,0.75,70.5
2019-03-13,94,75.0,,0.75,70.5
2019-03-14,91,75.0,,0.75,68.25
2019-03-15,90,75.0,,0.75,67.5
2019-03-16,96,75.0,,0.75,72.0
2019-03-17,98,75.0,,0.75,73.5
2019-03-18,94,75.0,,0.75,70.5
2019-03-19,96,75.0,,0.75,72.0
2019-03-20,96,75.0,,0.75,72.0
2019-03-21,90,75.0,,0.75,67.5
2019-03-22,89,75.0,,0.75,66.75
2019-03-23,96,75.0,,0.75,72.0
2019-03-24,100,75.0,,0.75,75.0
2019-03-25,93,75.0,,0.75,69.75
2019-03-26,96,75.0,,0.75,72.0
2019-03-27,95,75.0,,0.75,71.25
2019-03-28,93,75.0,,0.75,69.75
2019-03-29,89,75.0,,0.75,66.75
2019-03-30,97,75.0,,0.75,72.75
2019-03-31,97,75.0,,0.75,72.75
2019-04-01,85,77.0,False,0.77,65.45
2019-04-02,89,77.0,,0.77,68.53
2019-04-03,90,77.0,,0.77,69.3
2019-04-04,89,77.0,,0.77,68.53
2019-04-05,89,77.0,,0.77,68.53
2019-04-06,93,77.0,,0.77,71.61
2019-04-07,96,77.0,,0.77,73.92
2019-04-08,92,77.0,,0.77,70.84
2019-04-09,91,77.0,,0.77,70.07000000000001
2019-04-10,90,77.0,,0.77,69.3
2019-04-11,89,77.0,,0.77,68.53
2019-04-12,92,77.0,,0.77,70.84
2019-04-13,94,77.0,,0.77,72.38
2019-04-14,100,77.0,,0.77,77.0
2019-04-15,94,77.0,,0.77,72.38
2019-04-16,92,77.0,,0.77,70.84
2019-04-17,90,77.0,,0.77,69.3
2019-04-18,90,77.0,,0.77,69.3
2019-04-19,92,77.0,,0.77,70.84
2019-04-20,94,77.0,,0.77,72.38
2019-04-21,95,77.0,,0.77,73.15
2019-04-22,91,77.0,,0.77,70.07000000000001
2019-04-23,92,77.0,,0.77,70.84
2019-04-24,91,77.0,,0.77,70.07000000000001
2019-04-25,91,77.0,,0.77,70.07000000000001
2019-04-26,86,77.0,,0.77,66.22
2019-04-27,91,77.0,,0.77,70.07000000000001
2019-04-28,94,77.0,,0.77,72.38
2019-04-29,93,77.0,,0.77,71.61
2019-04-30,88,77.0,,0.77,67.76
2019-05-01,93,74.0,False,0.74,68.82
2019-05-02,89,74.0,,0.74,65.86
2019-05-03,91,74.0,,0.74,67.34
2019-05-04,93,74.0,,0.74,68.82
2019-05-05,99,74.0,,0.74,73.26
2019-05-06,90,74.0,,0.74,66.6
2019-05-07,90,74.0,,0.74,66.6
2019-05-08,94,74.0,,0.74,69.56
2019-05-09,91,74.0,,0.74,67.34
2019-05-10,88,74.0,,0.74,65.12
2019-05-11,94,74.0,,0.74,69.56
2019-05-12,94,74.0,,0.74,69.56
2019-05-13,91,74.0,,0.74,67.34
2019-05-14,92,74.0,,0.74,68.08
2019-05-15,98,74.0,,0.74,72.52
2019-05-16,91,74.0,,0.74,67.34
2019-05-17,92,74.0,,0.74,68.08
2019-05-18,93,74.0,,0.74,68.82
2019-05-19,99,74.0,,0.74,73.26
2019-05-20,89,74.0,,0.74,65.86
2019-05-21,93,74.0,,0.74,68.82
2019-05-22,94,74.0,,0.74,69.56
2019-05-23,91,74.0,,0.74,67.34
2019-05-24,91,74.0,,0.74,67.34
2019-05-25,96,74.0,,0.74,71.03999999999999
2019-05-26,96,74.0,,0.74,71.03999999999999
2019-05-27,100,74.0,,0.74,74.0
2019-05-28,92,74.0,,0.74,68.08
2019-05-29,91,74.0,,0.74,67.34
2019-05-30,91,74.0,,0.74,67.34
2019-05-31,89,74.0,,0.74,65.86
2019-06-01,93,77.0,False,0.77,71.61
2019-06-02,96,77.0,,0.77,73.92
2019-06-03,90,77.0,,0.77,69.3
2019-06-04,90,77.0,,0.77,69.3
2019-06-05,93,77.0,,0.77,71.61
2019-06-06,94,77.0,,0.77,72.38
2019-06-07,92,77.0,,0.77,70.84
2019-06-08,97,77.0,,0.77,74.69
2019-06-09,97,77.0,,0.77,74.69
2019-06-10,91,77.0,,0.77,70.07000000000001
2019-06-11,93,77.0,,0.77,71.61
2019-06-12,95,77.0,,0.77,73.15
2019-06-13,92,77.0,,0.77,70.84
2019-06-14,88,77.0,,0.77,67.76
2019-06-15,95,77.0,,0.77,73.15
2019-06-16,96,77.0,,0.77,73.92
2019-06-17,92,77.0,,0.77,70.84
2019-06-18,94,77.0,,0.77,72.38
2019-06-19,94,77.0,,0.77,72.38
2019-06-20,94,77.0,,0.77,72.38
2019-06-21,92,77.0,,0.77,70.84
2019-06-22,96,77.0,,0.77,73.92
2019-06-23,100,77.0,,0.77,77.0
2019-06-24,95,77.0,,0.77,73.15
2019-06-25,95,77.0,,0.77,73.15
2019-06-26,94,77.0,,0.77,72.38
2019-06-27,97,77.0,,0.77,74.69
2019-06-28,95,77.0,,0.77,73.15
2019-06-29,98,77.0,,0.77,75.46000000000001
2019-06-30,99,77.0,,0.77,76.23
2019-07-01,95,76.0,False,0.76,72.2
2019-07-02,92,76.0,,0.76,69.92
2019-07-03,91,76.0,,0.76,69.16
2019-07-04,91,76.0,,0.76,69.16
2019-07-05,90,76.0,,0.76,68.4
2019-07-06,94,76.0,,0.76,71.44
2019-07-07,96,76.0,,0.76,72.96000000000001
2019-07-08,91,76.0,,0.76,69.16
2019-07-09,93,76.0,,0.76,70.68
2019-07-10,93,76.0,,0.76,70.68
2019-07-11,95,76.0,,0.76,72.2
2019-07-12,90,76.0,,0.76,68.4
2019-07-13,100,76.0,,0.76,76.0
2019-07-14,100,76.0,,0.76,76.0
2019-07-15,95,76.0,,0.76,72.2
2019-07-16,94,76.0,,0.76,71.44
2019-07-17,94,76.0,,0.76,71.44
2019-07-18,93,76.0,,0.76,70.68
2019-07-19,93,76.0,,0.76,70.68
2019-07-20,92,76.0,,0.76,69.92
2019-07-21,97,76.0,,0.76,73.72
2019-07-22,91,76.0,,0.76,69.16
2019-07-23,95,76.0,,0.76,72.2
2019-07-24,93,76.0,,0.76,70.68
2019-07-25,90,76.0,,0.76,68.4
2019-07-26,92,76.0,,0.76,69.92
2019-07-27,97,76.0,,0.76,73.72
2019-07-28,100,76.0,,0.76,76.0
2019-07-29,91,76.0,,0.76,69.16
2019-07-30,93,76.0,,0.76,70.68
2019-07-31,94,76.0,,0.76,71.44
2019-08-01,90,76.0,False,0.76,68.4
2019-08-02,92,76.0,,0.76,69.92
2019-08-03,100,76.0,,0.76,76.0
2019-08-04,96,76.0,,0.76,72.96000000000001
2019-08-05,93,76.0,,0.76,70.68
2019-08-06,94,76.0,,0.76,71.44
2019-08-07,92,76.0,,0.76,69.92
2019-08-08,92,76.0,,0.76,69.92
2019-08-09,96,76.0,,0.76,72.96000000000001
2019-08-10,97,76.0,,0.76,73.72
2019-08-11,98,76.0,,0.76,74.48
2019-08-12,91,76.0,,0.76,69.16
2019-08-13,94,76.0,,0.76,71.44
2019-08-14,97,76.0,,0.76,73.72
2019-08-15,92,76.0,,0.76,69.92
2019-08-16,90,76.0,,0.76,68.4
