date,AMAT_unscaled,AMAT_monthly,isPartial,scale,AMAT
2021-04-19,40,75.0,,0.75,30.0
2021-04-20,38,75.0,,0.75,28.5
2021-04-21,47,75.0,,0.75,35.25
2021-04-22,62,75.0,,0.75,46.5
2021-04-23,51,75.0,,0.75,38.25
2021-04-24,9,75.0,,0.75,6.75
2021-04-25,12,75.0,,0.75,9.0
2021-04-26,32,75.0,,0.75,24.0
2021-04-27,46,75.0,,0.75,34.5
2021-04-28,33,75.0,,0.75,24.75
2021-04-29,45,75.0,,0.75,33.75
2021-04-30,31,75.0,,0.75,23.25
2021-05-01,16,66.0,False,0.66,10.56
2021-05-02,20,66.0,,0.66,13.200000000000001
2021-05-03,33,66.0,,0.66,21.78
2021-05-04,44,66.0,,0.66,29.040000000000003
2021-05-05,43,66.0,,0.66,28.380000000000003
2021-05-06,42,66.0,,0.66,27.720000000000002
2021-05-07,34,66.0,,0.66,22.44
2021-05-08,11,66.0,,0.66,7.260000000000001
2021-05-09,14,66.0,,0.66,9.24
2021-05-10,53,66.0,,0.66,34.980000000000004
2021-05-11,48,66.0,,0.66,31.68
2021-05-12,52,66.0,,0.66,34.32
2021-05-13,49,66.0,,0.66,32.34
2021-05-14,46,66.0,,0.66,30.360000000000003
2021-05-15,23,66.0,,0.66,15.180000000000001
2021-05-16,21,66.0,,0.66,13.860000000000001
2021-05-17,32,66.0,,0.66,21.12
2021-05-18,36,66.0,,0.66,23.76
2021-05-19,41,66.0,,0.66,27.060000000000002
2021-05-20,100,66.0,,0.66,66.0
2021-05-21,87,66.0,,0.66,57.42
2021-05-22,26,66.0,,0.66,17.16
2021-05-23,14,66.0,,0.66,9.24
2021-05-24,49,66.0,,0.66,32.34
2021-05-25,55,66.0,,0.66,36.300000000000004
2021-05-26,52,66.0,,0.66,34.32
2021-05-27,46,66.0,,0.66,30.360000000000003
2021-05-28,35,66.0,,0.66,23.1
2021-05-29,18,66.0,,0.66,11.88
2021-05-30,8,66.0,,0.66,5.28
2021-05-31,9,66.0,,0.66,5.94
2021-06-01,77,59.0,False,0.59,45.43
2021-06-02,70,59.0,,0.59,41.3
2021-06-03,63,59.0,,0.59,37.169999999999995
2021-06-04,100,59.0,,0.59,59.0
2021-06-05,49,59.0,,0.59,28.91
2021-06-06,28,59.0,,0.59,16.52
2021-06-07,64,59.0,,0.59,37.76
2021-06-08,56,59.0,,0.59,33.04
2021-06-09,51,59.0,,0.59,30.09
2021-06-10,48,59.0,,0.59,28.32
2021-06-11,75,59.0,,0.59,44.25
2021-06-12,28,59.0,,0.59,16.52
2021-06-13,27,59.0,,0.59,15.93
2021-06-14,67,59.0,,0.59,39.53
2021-06-15,65,59.0,,0.59,38.35
2021-06-16,74,59.0,,0.59,43.66
2021-06-17,72,59.0,,0.59,42.48
2021-06-18,68,59.0,,0.59,40.12
2021-06-19,28,59.0,,0.59,16.52
2021-06-20,31,59.0,,0.59,18.29
2021-06-21,57,59.0,,0.59,33.629999999999995
2021-06-22,92,59.0,,0.59,54.279999999999994
2021-06-23,64,59.0,,0.59,37.76
2021-06-24,70,59.0,,0.59,41.3
2021-06-25,58,59.0,,0.59,34.22
2021-06-26,13,59.0,,0.59,7.67
2021-06-27,29,59.0,,0.59,17.11
2021-06-28,92,59.0,,0.59,54.279999999999994
2021-06-29,90,59.0,,0.59,53.099999999999994
2021-06-30,80,59.0,,0.59,47.199999999999996
2021-07-01,97,43.0,False,0.43,41.71
2021-07-02,82,43.0,,0.43,35.26
2021-07-03,29,43.0,,0.43,12.47
2021-07-04,27,43.0,,0.43,11.61
2021-07-05,37,43.0,,0.43,15.91
2021-07-06,65,43.0,,0.43,27.95
2021-07-07,100,43.0,,0.43,43.0
2021-07-08,65,43.0,,0.43,27.95
2021-07-09,86,43.0,,0.43,36.98
2021-07-10,33,43.0,,0.43,14.19
2021-07-11,36,43.0,,0.43,15.48
2021-07-12,62,43.0,,0.43,26.66
2021-07-13,59,43.0,,0.43,25.37
2021-07-14,67,43.0,,0.43,28.81
2021-07-15,61,43.0,,0.43,26.23
2021-07-16,59,43.0,,0.43,25.37
2021-07-17,33,43.0,,0.43,14.19
2021-07-18,11,43.0,,0.43,4.7299999999999995
2021-07-19,96,43.0,,0.43,41.28
2021-07-20,97,43.0,,0.43,41.71
2021-07-21,76,43.0,,0.43,32.68
2021-07-22,49,43.0,,0.43,21.07
2021-07-23,91,43.0,,0.43,39.13
2021-07-24,18,43.0,,0.43,7.74
2021-07-25,26,43.0,,0.43,11.18
2021-07-26,77,43.0,,0.43,33.11
2021-07-27,74,43.0,,0.43,31.82
2021-07-28,77,43.0,,0.43,33.11
2021-07-29,61,43.0,,0.43,26.23
2021-07-30,96,43.0,,0.43,41.28
2021-07-31,25,43.0,,0.43,10.75
2021-08-01,18,65.0,False,0.65,11.700000000000001
2021-08-02,49,65.0,,0.65,31.85
2021-08-03,65,65.0,,0.65,42.25
2021-08-04,57,65.0,,0.65,37.050000000000004
2021-08-05,48,65.0,,0.65,31.200000000000003
2021-08-06,42,65.0,,0.65,27.3
2021-08-07,26,65.0,,0.65,16.900000000000002
2021-08-08,20,65.0,,0.65,13.0
2021-08-09,30,65.0,,0.65,19.5
2021-08-10,53,65.0,,0.65,34.45
2021-08-11,43,65.0,,0.65,27.95
2021-08-12,81,65.0,,0.65,52.65
2021-08-13,49,65.0,,0.65,31.85
2021-08-14,20,65.0,,0.65,13.0
2021-08-15,14,65.0,,0.65,9.1
2021-08-16,56,65.0,,0.65,36.4
2021-08-17,82,65.0,,0.65,53.300000000000004
2021-08-18,56,65.0,,0.65,36.4
2021-08-19,98,65.0,,0.65,63.7
2021-08-20,100,65.0,,0.65,65.0
2021-08-21,18,65.0,,0.65,11.700000000000001
2021-08-22,18,65.0,,0.65,11.700000000000001
2021-08-23,68,65.0,,0.65,44.2
2021-08-24,58,65.0,,0.65,37.7
2021-08-25,56,65.0,,0.65,36.4
2021-08-26,55,65.0,,0.65,35.75
2021-08-27,68,65.0,,0.65,44.2
2021-08-28,36,65.0,,0.65,23.400000000000002
2021-08-29,39,65.0,,0.65,25.35
2021-08-30,41,65.0,,0.65,26.650000000000002
2021-08-31,36,65.0,,0.65,23.400000000000002
2021-09-01,78,49.0,False,0.49,38.22
2021-09-02,54,49.0,,0.49,26.46
2021-09-03,84,49.0,,0.49,41.16
2021-09-04,45,49.0,,0.49,22.05
2021-09-05,41,49.0,,0.49,20.09
2021-09-06,33,49.0,,0.49,16.169999999999998
2021-09-07,49,49.0,,0.49,24.009999999999998
2021-09-08,48,49.0,,0.49,23.52
2021-09-09,62,49.0,,0.49,30.38
2021-09-10,90,49.0,,0.49,44.1
2021-09-11,37,49.0,,0.49,18.13
2021-09-12,27,49.0,,0.49,13.23
2021-09-13,52,49.0,,0.49,25.48
2021-09-14,70,49.0,,0.49,34.3
2021-09-15,61,49.0,,0.49,29.89
2021-09-16,68,49.0,,0.49,33.32
2021-09-17,61,49.0,,0.49,29.89
2021-09-18,30,49.0,,0.49,14.7
2021-09-19,36,49.0,,0.49,17.64
2021-09-20,80,49.0,,0.49,39.2
2021-09-21,77,49.0,,0.49,37.73
2021-09-22,71,49.0,,0.49,34.79
2021-09-23,67,49.0,,0.49,32.83
2021-09-24,64,49.0,,0.49,31.36
2021-09-25,40,49.0,,0.49,19.6
2021-09-26,27,49.0,,0.49,13.23
2021-09-27,35,49.0,,0.49,17.15
2021-09-28,86,49.0,,0.49,42.14
2021-09-29,100,49.0,,0.49,49.0
2021-09-30,60,49.0,,0.49,29.4
2021-10-01,70,48.0,False,0.48,33.6
2021-10-02,40,48.0,,0.48,19.2
2021-10-03,42,48.0,,0.48,20.16
2021-10-04,59,48.0,,0.48,28.32
2021-10-05,88,48.0,,0.48,42.239999999999995
2021-10-06,92,48.0,,0.48,44.16
2021-10-07,91,48.0,,0.48,43.68
2021-10-08,74,48.0,,0.48,35.519999999999996
2021-10-09,44,48.0,,0.48,21.119999999999997
2021-10-10,7,48.0,,0.48,3.36
2021-10-11,62,48.0,,0.48,29.759999999999998
2021-10-12,75,48.0,,0.48,36.0
2021-10-13,87,48.0,,0.48,41.76
2021-10-14,95,48.0,,0.48,45.6
2021-10-15,63,48.0,,0.48,30.24
2021-10-16,77,48.0,,0.48,36.96
2021-10-17,18,48.0,,0.48,8.64
2021-10-18,87,48.0,,0.48,41.76
2021-10-19,53,48.0,,0.48,25.439999999999998
2021-10-20,78,48.0,,0.48,37.44
2021-10-21,97,48.0,,0.48,46.559999999999995
2021-10-22,85,48.0,,0.48,40.8
2021-10-23,51,48.0,,0.48,24.48
2021-10-24,35,48.0,,0.48,16.8
2021-10-25,100,48.0,,0.48,48.0
2021-10-26,77,48.0,,0.48,36.96
2021-10-27,61,48.0,,0.48,29.279999999999998
2021-10-28,88,48.0,,0.48,42.239999999999995
2021-10-29,89,48.0,,0.48,42.72
2021-10-30,46,48.0,,0.48,22.08
2021-10-31,30,48.0,,0.48,14.399999999999999
2021-11-01,37,69.0,False,0.69,25.529999999999998
2021-11-02,44,69.0,,0.69,30.36
2021-11-03,26,69.0,,0.69,17.939999999999998
2021-11-04,31,69.0,,0.69,21.389999999999997
2021-11-05,44,69.0,,0.69,30.36
2021-11-06,29,69.0,,0.69,20.009999999999998
2021-11-07,19,69.0,,0.69,13.11
2021-11-08,47,69.0,,0.69,32.43
2021-11-09,42,69.0,,0.69,28.979999999999997
2021-11-10,29,69.0,,0.69,20.009999999999998
2021-11-11,33,69.0,,0.69,22.77
2021-11-12,31,69.0,,0.69,21.389999999999997
2021-11-13,33,69.0,,0.69,22.77
2021-11-14,33,69.0,,0.69,22.77
2021-11-15,49,69.0,,0.69,33.809999999999995
2021-11-16,58,69.0,,0.69,40.019999999999996
2021-11-17,38,69.0,,0.69,26.22
2021-11-18,100,69.0,,0.69,69.0
2021-11-19,98,69.0,,0.69,67.61999999999999
2021-11-20,16,69.0,,0.69,11.04
2021-11-21,13,69.0,,0.69,8.969999999999999
2021-11-22,36,69.0,,0.69,24.839999999999996
2021-11-23,32,69.0,,0.69,22.08
2021-11-24,38,69.0,,0.69,26.22
2021-11-25,8,69.0,,0.69,5.52
2021-11-26,18,69.0,,0.69,12.419999999999998
2021-11-27,14,69.0,,0.69,9.66
2021-11-28,19,69.0,,0.69,13.11
2021-11-29,36,69.0,,0.69,24.839999999999996
2021-11-30,36,69.0,,0.69,24.839999999999996
2021-12-01,99,52.0,False,0.52,51.480000000000004
2021-12-02,65,52.0,,0.52,33.800000000000004
2021-12-03,70,52.0,,0.52,36.4
2021-12-04,36,52.0,,0.52,18.72
2021-12-05,21,52.0,,0.52,10.92
2021-12-06,66,52.0,,0.52,34.32
2021-12-07,100,52.0,,0.52,52.0
2021-12-08,79,52.0,,0.52,41.08
2021-12-09,89,52.0,,0.52,46.28
2021-12-10,66,52.0,,0.52,34.32
2021-12-11,18,52.0,,0.52,9.36
2021-12-12,18,52.0,,0.52,9.36
2021-12-13,88,52.0,,0.52,45.760000000000005
2021-12-14,46,52.0,,0.52,23.92
2021-12-15,78,52.0,,0.52,40.56
2021-12-16,79,52.0,,0.52,41.08
2021-12-17,46,52.0,,0.52,23.92
2021-12-18,9,52.0,,0.52,4.68
2021-12-19,37,52.0,,0.52,19.240000000000002
2021-12-20,78,52.0,,0.52,40.56
2021-12-21,51,52.0,,0.52,26.52
2021-12-22,65,52.0,,0.52,33.800000000000004
2021-12-23,73,52.0,,0.52,37.96
2021-12-24,44,52.0,,0.52,22.880000000000003
2021-12-25,31,52.0,,0.52,16.12
2021-12-26,35,52.0,,0.52,18.2
2021-12-27,73,52.0,,0.52,37.96
2021-12-28,67,52.0,,0.52,34.84
2021-12-29,68,52.0,,0.52,35.36
2021-12-30,87,52.0,,0.52,45.24
2021-12-31,52,52.0,,0.52,27.04
