date,ICE_unscaled,ICE_monthly,isPartial,scale,ICE
2018-11-06,56,68.0,,0.68,38.080000000000005
2018-11-07,56,68.0,,0.68,38.080000000000005
2018-11-08,66,68.0,,0.68,44.88
2018-11-09,73,68.0,,0.68,49.64
2018-11-10,91,68.0,,0.68,61.88
2018-11-11,92,68.0,,0.68,62.56
2018-11-12,76,68.0,,0.68,51.68000000000001
2018-11-13,74,68.0,,0.68,50.32
2018-11-14,72,68.0,,0.68,48.96
2018-11-15,76,68.0,,0.68,51.68000000000001
2018-11-16,80,68.0,,0.68,54.400000000000006
2018-11-17,96,68.0,,0.68,65.28
2018-11-18,99,68.0,,0.68,67.32000000000001
2018-11-19,85,68.0,,0.68,57.800000000000004
2018-11-20,77,68.0,,0.68,52.36000000000001
2018-11-21,79,68.0,,0.68,53.720000000000006
2018-11-22,77,68.0,,0.68,52.36000000000001
2018-11-23,86,68.0,,0.68,58.480000000000004
2018-11-24,100,68.0,,0.68,68.0
2018-11-25,98,68.0,,0.68,66.64
2018-11-26,77,68.0,,0.68,52.36000000000001
2018-11-27,75,68.0,,0.68,51.00000000000001
2018-11-28,80,68.0,,0.68,54.400000000000006
2018-11-29,81,68.0,,0.68,55.080000000000005
2018-11-30,85,68.0,,0.68,57.800000000000004
2018-12-01,78,82.0,False,0.82,63.959999999999994
2018-12-02,81,82.0,,0.82,66.42
2018-12-03,63,82.0,,0.82,51.66
2018-12-04,62,82.0,,0.82,50.839999999999996
2018-12-05,61,82.0,,0.82,50.019999999999996
2018-12-06,68,82.0,,0.82,55.76
2018-12-07,72,82.0,,0.82,59.04
2018-12-08,91,82.0,,0.82,74.61999999999999
2018-12-09,91,82.0,,0.82,74.61999999999999
2018-12-10,68,82.0,,0.82,55.76
2018-12-11,68,82.0,,0.82,55.76
2018-12-12,65,82.0,,0.82,53.3
2018-12-13,63,82.0,,0.82,51.66
2018-12-14,69,82.0,,0.82,56.58
2018-12-15,89,82.0,,0.82,72.97999999999999
2018-12-16,88,82.0,,0.82,72.16
2018-12-17,66,82.0,,0.82,54.12
2018-12-18,65,82.0,,0.82,53.3
2018-12-19,67,82.0,,0.82,54.94
2018-12-20,68,82.0,,0.82,55.76
2018-12-21,74,82.0,,0.82,60.68
2018-12-22,89,82.0,,0.82,72.97999999999999
2018-12-23,90,82.0,,0.82,73.8
2018-12-24,77,82.0,,0.82,63.13999999999999
2018-12-25,72,82.0,,0.82,59.04
2018-12-26,85,82.0,,0.82,69.7
2018-12-27,84,82.0,,0.82,68.88
2018-12-28,85,82.0,,0.82,69.7
2018-12-29,96,82.0,,0.82,78.72
2018-12-30,100,82.0,,0.82,82.0
2018-12-31,83,82.0,,0.82,68.06
2019-01-01,79,83.0,False,0.83,65.57
2019-01-02,70,83.0,,0.83,58.099999999999994
2019-01-03,69,83.0,,0.83,57.269999999999996
2019-01-04,71,83.0,,0.83,58.93
2019-01-05,86,83.0,,0.83,71.38
2019-01-06,89,83.0,,0.83,73.86999999999999
2019-01-07,60,83.0,,0.83,49.8
2019-01-08,54,83.0,,0.83,44.82
2019-01-09,58,83.0,,0.83,48.14
2019-01-10,59,83.0,,0.83,48.97
2019-01-11,65,83.0,,0.83,53.949999999999996
2019-01-12,86,83.0,,0.83,71.38
2019-01-13,81,83.0,,0.83,67.22999999999999
2019-01-14,60,83.0,,0.83,49.8
2019-01-15,58,83.0,,0.83,48.14
2019-01-16,63,83.0,,0.83,52.29
2019-01-17,63,83.0,,0.83,52.29
2019-01-18,65,83.0,,0.83,53.949999999999996
2019-01-19,100,83.0,,0.83,83.0
2019-01-20,96,83.0,,0.83,79.67999999999999
2019-01-21,75,83.0,,0.83,62.25
2019-01-22,66,83.0,,0.83,54.779999999999994
2019-01-23,63,83.0,,0.83,52.29
2019-01-24,62,83.0,,0.83,51.46
2019-01-25,66,83.0,,0.83,54.779999999999994
2019-01-26,89,83.0,,0.83,73.86999999999999
2019-01-27,87,83.0,,0.83,72.21
2019-01-28,63,83.0,,0.83,52.29
2019-01-29,60,83.0,,0.83,49.8
2019-01-30,62,83.0,,0.83,51.46
2019-01-31,63,83.0,,0.83,52.29
2019-02-01,80,79.0,False,0.79,63.2
2019-02-02,100,79.0,,0.79,79.0
2019-02-03,95,79.0,,0.79,75.05
2019-02-04,75,79.0,,0.79,59.25
2019-02-05,78,79.0,,0.79,61.620000000000005
2019-02-06,74,79.0,,0.79,58.46
2019-02-07,72,79.0,,0.79,56.88
2019-02-08,73,79.0,,0.79,57.67
2019-02-09,88,79.0,,0.79,69.52000000000001
2019-02-10,94,79.0,,0.79,74.26
2019-02-11,67,79.0,,0.79,52.93
2019-02-12,64,79.0,,0.79,50.56
2019-02-13,63,79.0,,0.79,49.77
2019-02-14,62,79.0,,0.79,48.980000000000004
2019-02-15,69,79.0,,0.79,54.510000000000005
2019-02-16,88,79.0,,0.79,69.52000000000001
2019-02-17,89,79.0,,0.79,70.31
2019-02-18,75,79.0,,0.79,59.25
2019-02-19,62,79.0,,0.79,48.980000000000004
2019-02-20,61,79.0,,0.79,48.190000000000005
2019-02-21,59,79.0,,0.79,46.61
2019-02-22,65,79.0,,0.79,51.35
2019-02-23,82,79.0,,0.79,64.78
2019-02-24,83,79.0,,0.79,65.57000000000001
2019-02-25,62,79.0,,0.79,48.980000000000004
2019-02-26,61,79.0,,0.79,48.190000000000005
2019-02-27,61,79.0,,0.79,48.190000000000005
2019-02-28,60,79.0,,0.79,47.400000000000006
2019-03-01,76,70.0,False,0.7,53.199999999999996
2019-03-02,100,70.0,,0.7,70.0
2019-03-03,96,70.0,,0.7,67.19999999999999
2019-03-04,69,70.0,,0.7,48.3
2019-03-05,69,70.0,,0.7,48.3
2019-03-06,68,70.0,,0.7,47.599999999999994
2019-03-07,68,70.0,,0.7,47.599999999999994
2019-03-08,72,70.0,,0.7,50.4
2019-03-09,88,70.0,,0.7,61.599999999999994
2019-03-10,93,70.0,,0.7,65.1
2019-03-11,74,70.0,,0.7,51.8
2019-03-12,70,70.0,,0.7,49.0
2019-03-13,67,70.0,,0.7,46.9
2019-03-14,70,70.0,,0.7,49.0
2019-03-15,70,70.0,,0.7,49.0
2019-03-16,89,70.0,,0.7,62.3
2019-03-17,94,70.0,,0.7,65.8
2019-03-18,71,70.0,,0.7,49.699999999999996
2019-03-19,67,70.0,,0.7,46.9
2019-03-20,89,70.0,,0.7,62.3
2019-03-21,74,70.0,,0.7,51.8
2019-03-22,73,70.0,,0.7,51.099999999999994
2019-03-23,88,70.0,,0.7,61.599999999999994
2019-03-24,100,70.0,,0.7,70.0
2019-03-25,72,70.0,,0.7,50.4
2019-03-26,69,70.0,,0.7,48.3
2019-03-27,69,70.0,,0.7,48.3
2019-03-28,72,70.0,,0.7,50.4
2019-03-29,73,70.0,,0.7,51.099999999999994
2019-03-30,97,70.0,,0.7,67.89999999999999
2019-03-31,96,70.0,,0.7,67.19999999999999
2019-04-01,65,68.0,False,0.68,44.2
2019-04-02,62,68.0,,0.68,42.160000000000004
2019-04-03,66,68.0,,0.68,44.88
2019-04-04,65,68.0,,0.68,44.2
2019-04-05,70,68.0,,0.68,47.6
2019-04-06,90,68.0,,0.68,61.2
2019-04-07,100,68.0,,0.68,68.0
2019-04-08,69,68.0,,0.68,46.92
2019-04-09,69,68.0,,0.68,46.92
2019-04-10,68,68.0,,0.68,46.24
2019-04-11,68,68.0,,0.68,46.24
2019-04-12,69,68.0,,0.68,46.92
2019-04-13,86,68.0,,0.68,58.480000000000004
2019-04-14,92,68.0,,0.68,62.56
2019-04-15,68,68.0,,0.68,46.24
2019-04-16,66,68.0,,0.68,44.88
2019-04-17,66,68.0,,0.68,44.88
2019-04-18,70,68.0,,0.68,47.6
2019-04-19,77,68.0,,0.68,52.36000000000001
2019-04-20,82,68.0,,0.68,55.760000000000005
2019-04-21,91,68.0,,0.68,61.88
2019-04-22,68,68.0,,0.68,46.24
2019-04-23,68,68.0,,0.68,46.24
2019-04-24,69,68.0,,0.68,46.92
2019-04-25,70,68.0,,0.68,47.6
2019-04-26,69,68.0,,0.68,46.92
2019-04-27,84,68.0,,0.68,57.120000000000005
2019-04-28,94,68.0,,0.68,63.92
2019-04-29,75,68.0,,0.68,51.00000000000001
2019-04-30,69,68.0,,0.68,46.92
2019-05-01,58,75.0,False,0.75,43.5
2019-05-02,59,75.0,,0.75,44.25
2019-05-03,61,75.0,,0.75,45.75
2019-05-04,74,75.0,,0.75,55.5
2019-05-05,78,75.0,,0.75,58.5
2019-05-06,63,75.0,,0.75,47.25
2019-05-07,59,75.0,,0.75,44.25
2019-05-08,57,75.0,,0.75,42.75
2019-05-09,58,75.0,,0.75,43.5
2019-05-10,58,75.0,,0.75,43.5
2019-05-11,74,75.0,,0.75,55.5
2019-05-12,78,75.0,,0.75,58.5
2019-05-13,59,75.0,,0.75,44.25
2019-05-14,59,75.0,,0.75,44.25
2019-05-15,58,75.0,,0.75,43.5
2019-05-16,60,75.0,,0.75,45.0
2019-05-17,62,75.0,,0.75,46.5
2019-05-18,78,75.0,,0.75,58.5
2019-05-19,83,75.0,,0.75,62.25
2019-05-20,68,75.0,,0.75,51.0
2019-05-21,62,75.0,,0.75,46.5
2019-05-22,64,75.0,,0.75,48.0
2019-05-23,63,75.0,,0.75,47.25
2019-05-24,70,75.0,,0.75,52.5
2019-05-25,88,75.0,,0.75,66.0
2019-05-26,98,75.0,,0.75,73.5
2019-05-27,100,75.0,,0.75,75.0
2019-05-28,66,75.0,,0.75,49.5
2019-05-29,61,75.0,,0.75,45.75
2019-05-30,63,75.0,,0.75,47.25
2019-05-31,67,75.0,,0.75,50.25
2019-06-01,69,83.0,False,0.83,57.269999999999996
2019-06-02,76,83.0,,0.83,63.08
2019-06-03,55,83.0,,0.83,45.65
2019-06-04,56,83.0,,0.83,46.48
2019-06-05,55,83.0,,0.83,45.65
2019-06-06,55,83.0,,0.83,45.65
2019-06-07,59,83.0,,0.83,48.97
2019-06-08,70,83.0,,0.83,58.099999999999994
2019-06-09,77,83.0,,0.83,63.91
2019-06-10,60,83.0,,0.83,49.8
2019-06-11,55,83.0,,0.83,45.65
2019-06-12,57,83.0,,0.83,47.309999999999995
2019-06-13,58,83.0,,0.83,48.14
2019-06-14,57,83.0,,0.83,47.309999999999995
2019-06-15,74,83.0,,0.83,61.419999999999995
2019-06-16,79,83.0,,0.83,65.57
2019-06-17,58,83.0,,0.83,48.14
2019-06-18,56,83.0,,0.83,46.48
2019-06-19,59,83.0,,0.83,48.97
2019-06-20,61,83.0,,0.83,50.629999999999995
2019-06-21,71,83.0,,0.83,58.93
2019-06-22,100,83.0,,0.83,83.0
2019-06-23,97,83.0,,0.83,80.50999999999999
2019-06-24,69,83.0,,0.83,57.269999999999996
2019-06-25,64,83.0,,0.83,53.12
2019-06-26,66,83.0,,0.83,54.779999999999994
2019-06-27,65,83.0,,0.83,53.949999999999996
2019-06-28,66,83.0,,0.83,54.779999999999994
2019-06-29,82,83.0,,0.83,68.06
2019-06-30,84,83.0,,0.83,69.72
2019-07-01,47,100.0,False,1.0,47.0
2019-07-02,50,100.0,,1.0,50.0
2019-07-03,51,100.0,,1.0,51.0
2019-07-04,66,100.0,,1.0,66.0
2019-07-05,69,100.0,,1.0,69.0
2019-07-06,67,100.0,,1.0,67.0
2019-07-07,64,100.0,,1.0,64.0
2019-07-08,50,100.0,,1.0,50.0
2019-07-09,48,100.0,,1.0,48.0
2019-07-10,49,100.0,,1.0,49.0
2019-07-11,51,100.0,,1.0,51.0
2019-07-12,56,100.0,,1.0,56.0
2019-07-13,74,100.0,,1.0,74.0
2019-07-14,92,100.0,,1.0,92.0
2019-07-15,62,100.0,,1.0,62.0
2019-07-16,57,100.0,,1.0,57.0
2019-07-17,55,100.0,,1.0,55.0
2019-07-18,51,100.0,,1.0,51.0
2019-07-19,53,100.0,,1.0,53.0
2019-07-20,64,100.0,,1.0,64.0
2019-07-21,100,100.0,,1.0,100.0
2019-07-22,58,100.0,,1.0,58.0
2019-07-23,46,100.0,,1.0,46.0
2019-07-24,47,100.0,,1.0,47.0
2019-07-25,46,100.0,,1.0,46.0
2019-07-26,47,100.0,,1.0,47.0
2019-07-27,57,100.0,,1.0,57.0
2019-07-28,61,100.0,,1.0,61.0
2019-07-29,45,100.0,,1.0,45.0
2019-07-30,43,100.0,,1.0,43.0
2019-07-31,43,100.0,,1.0,43.0
2019-08-01,73,75.0,False,0.75,54.75
2019-08-02,78,75.0,,0.75,58.5
2019-08-03,94,75.0,,0.75,70.5
2019-08-04,100,75.0,,0.75,75.0
2019-08-05,75,75.0,,0.75,56.25
2019-08-06,70,75.0,,0.75,52.5
2019-08-07,73,75.0,,0.75,54.75
2019-08-08,86,75.0,,0.75,64.5
2019-08-09,88,75.0,,0.75,66.0
2019-08-10,94,75.0,,0.75,70.5
2019-08-11,97,75.0,,0.75,72.75
2019-08-12,76,75.0,,0.75,57.0
2019-08-13,69,75.0,,0.75,51.75
2019-08-14,71,75.0,,0.75,53.25
2019-08-15,73,75.0,,0.75,54.75
2019-08-16,71,75.0,,0.75,53.25
2019-08-17,87,75.0,,0.75,65.25
2019-08-18,91,75.0,,0.75,68.25
2019-08-19,71,75.0,,0.75,53.25
2019-08-20,65,75.0,,0.75,48.75
2019-08-21,65,75.0,,0.75,48.75
2019-08-22,63,75.0,,0.75,47.25
2019-08-23,64,75.0,,0.75,48.0
2019-08-24,80,75.0,,0.75,60.0
2019-08-25,86,75.0,,0.75,64.5
2019-08-26,60,75.0,,0.75,45.0
2019-08-27,59,75.0,,0.75,44.25
2019-08-28,61,75.0,,0.75,45.75
2019-08-29,60,75.0,,0.75,45.0
2019-08-30,62,75.0,,0.75,46.5
2019-08-31,75,75.0,,0.75,56.25
2019-09-01,100,64.0,False,0.64,64.0
2019-09-02,98,64.0,,0.64,62.72
2019-09-03,66,64.0,,0.64,42.24
2019-09-04,68,64.0,,0.64,43.52
2019-09-05,65,64.0,,0.64,41.6
2019-09-06,69,64.0,,0.64,44.160000000000004
2019-09-07,88,64.0,,0.64,56.32
2019-09-08,89,64.0,,0.64,56.96
2019-09-09,65,64.0,,0.64,41.6
2019-09-10,64,64.0,,0.64,40.96
2019-09-11,67,64.0,,0.64,42.88
2019-09-12,67,64.0,,0.64,42.88
2019-09-13,68,64.0,,0.64,43.52
2019-09-14,87,64.0,,0.64,55.68
2019-09-15,87,64.0,,0.64,55.68
2019-09-16,67,64.0,,0.64,42.88
2019-09-17,64,64.0,,0.64,40.96
2019-09-18,64,64.0,,0.64,40.96
2019-09-19,65,64.0,,0.64,41.6
2019-09-20,68,64.0,,0.64,43.52
2019-09-21,85,64.0,,0.64,54.4
2019-09-22,90,64.0,,0.64,57.6
2019-09-23,66,64.0,,0.64,42.24
2019-09-24,67,64.0,,0.64,42.88
2019-09-25,66,64.0,,0.64,42.24
2019-09-26,72,64.0,,0.64,46.08
2019-09-27,75,64.0,,0.64,48.0
2019-09-28,88,64.0,,0.64,56.32
2019-09-29,89,64.0,,0.64,56.96
2019-09-30,65,64.0,,0.64,41.6
2019-10-01,78,60.0,False,0.6,46.8
2019-10-02,79,60.0,,0.6,47.4
2019-10-03,79,60.0,,0.6,47.4
2019-10-04,83,60.0,,0.6,49.8
2019-10-05,95,60.0,,0.6,57.0
2019-10-06,100,60.0,,0.6,60.0
2019-10-07,78,60.0,,0.6,46.8
2019-10-08,76,60.0,,0.6,45.6
2019-10-09,80,60.0,,0.6,48.0
2019-10-10,83,60.0,,0.6,49.8
2019-10-11,85,60.0,,0.6,51.0
2019-10-12,98,60.0,,0.6,58.8
2019-10-13,97,60.0,,0.6,58.199999999999996
2019-10-14,82,60.0,,0.6,49.199999999999996
2019-10-15,73,60.0,,0.6,43.8
2019-10-16,72,60.0,,0.6,43.199999999999996
2019-10-17,74,60.0,,0.6,44.4
2019-10-18,81,60.0,,0.6,48.6
2019-10-19,96,60.0,,0.6,57.599999999999994
2019-10-20,99,60.0,,0.6,59.4
2019-10-21,79,60.0,,0.6,47.4
2019-10-22,77,60.0,,0.6,46.199999999999996
2019-10-23,79,60.0,,0.6,47.4
2019-10-24,80,60.0,,0.6,48.0
2019-10-25,85,60.0,,0.6,51.0
2019-10-26,100,60.0,,0.6,60.0
2019-10-27,99,60.0,,0.6,59.4
2019-10-28,78,60.0,,0.6,46.8
2019-10-29,76,60.0,,0.6,45.6
2019-10-30,84,60.0,,0.6,50.4
2019-10-31,80,60.0,,0.6,48.0
2019-11-01,60,69.0,False,0.69,41.4
2019-11-02,76,69.0,,0.69,52.44
2019-11-03,76,69.0,,0.69,52.44
2019-11-04,63,69.0,,0.69,43.47
2019-11-05,62,69.0,,0.69,42.779999999999994
2019-11-06,62,69.0,,0.69,42.779999999999994
2019-11-07,66,69.0,,0.69,45.54
2019-11-08,71,69.0,,0.69,48.989999999999995
2019-11-09,81,69.0,,0.69,55.88999999999999
2019-11-10,89,69.0,,0.69,61.41
2019-11-11,77,69.0,,0.69,53.129999999999995
2019-11-12,76,69.0,,0.69,52.44
2019-11-13,69,69.0,,0.69,47.61
2019-11-14,71,69.0,,0.69,48.989999999999995
2019-11-15,73,69.0,,0.69,50.37
2019-11-16,90,69.0,,0.69,62.099999999999994
2019-11-17,96,69.0,,0.69,66.24
2019-11-18,73,69.0,,0.69,50.37
2019-11-19,71,69.0,,0.69,48.989999999999995
2019-11-20,69,69.0,,0.69,47.61
2019-11-21,72,69.0,,0.69,49.67999999999999
2019-11-22,76,69.0,,0.69,52.44
2019-11-23,91,69.0,,0.69,62.78999999999999
2019-11-24,99,69.0,,0.69,68.30999999999999
2019-11-25,78,69.0,,0.69,53.81999999999999
2019-11-26,77,69.0,,0.69,53.129999999999995
2019-11-27,81,69.0,,0.69,55.88999999999999
2019-11-28,81,69.0,,0.69,55.88999999999999
2019-11-29,88,69.0,,0.69,60.72
2019-11-30,100,69.0,,0.69,69.0
2019-12-01,77,81.0,False,0.81,62.370000000000005
2019-12-02,60,81.0,,0.81,48.6
2019-12-03,58,81.0,,0.81,46.980000000000004
2019-12-04,59,81.0,,0.81,47.790000000000006
2019-12-05,60,81.0,,0.81,48.6
2019-12-06,66,81.0,,0.81,53.46
2019-12-07,83,81.0,,0.81,67.23
2019-12-08,82,81.0,,0.81,66.42
2019-12-09,63,81.0,,0.81,51.03
2019-12-10,59,81.0,,0.81,47.790000000000006
2019-12-11,62,81.0,,0.81,50.220000000000006
2019-12-12,63,81.0,,0.81,51.03
2019-12-13,69,81.0,,0.81,55.89
2019-12-14,85,81.0,,0.81,68.85000000000001
2019-12-15,87,81.0,,0.81,70.47
2019-12-16,69,81.0,,0.81,55.89
2019-12-17,68,81.0,,0.81,55.080000000000005
2019-12-18,64,81.0,,0.81,51.84
2019-12-19,65,81.0,,0.81,52.650000000000006
2019-12-20,70,81.0,,0.81,56.7
2019-12-21,90,81.0,,0.81,72.9
2019-12-22,97,81.0,,0.81,78.57000000000001
2019-12-23,82,81.0,,0.81,66.42
2019-12-24,76,81.0,,0.81,61.56
2019-12-25,78,81.0,,0.81,63.18000000000001
2019-12-26,87,81.0,,0.81,70.47
2019-12-27,91,81.0,,0.81,73.71000000000001
2019-12-28,100,81.0,,0.81,81.0
2019-12-29,97,81.0,,0.81,78.57000000000001
2019-12-30,86,81.0,,0.81,69.66000000000001
2019-12-31,81,81.0,,0.81,65.61
2020-01-01,98,76.0,False,0.76,74.48
2020-01-02,89,76.0,,0.76,67.64
2020-01-03,88,76.0,,0.76,66.88
2020-01-04,99,76.0,,0.76,75.24
2020-01-05,100,76.0,,0.76,76.0
2020-01-06,72,76.0,,0.76,54.72
2020-01-07,67,76.0,,0.76,50.92
2020-01-08,68,76.0,,0.76,51.68
2020-01-09,67,76.0,,0.76,50.92
2020-01-10,74,76.0,,0.76,56.24
2020-01-11,99,76.0,,0.76,75.24
2020-01-12,95,76.0,,0.76,72.2
2020-01-13,69,76.0,,0.76,52.44
2020-01-14,66,76.0,,0.76,50.160000000000004
2020-01-15,70,76.0,,0.76,53.2
2020-01-16,69,76.0,,0.76,52.44
2020-01-17,76,76.0,,0.76,57.76
2020-01-18,98,76.0,,0.76,74.48
2020-01-19,95,76.0,,0.76,72.2
2020-01-20,84,76.0,,0.76,63.84
2020-01-21,66,76.0,,0.76,50.160000000000004
2020-01-22,67,76.0,,0.76,50.92
2020-01-23,69,76.0,,0.76,52.44
2020-01-24,77,76.0,,0.76,58.52
2020-01-25,95,76.0,,0.76,72.2
2020-01-26,89,76.0,,0.76,67.64
2020-01-27,64,76.0,,0.76,48.64
2020-01-28,63,76.0,,0.76,47.88
2020-01-29,64,76.0,,0.76,48.64
2020-01-30,65,76.0,,0.76,49.4
2020-01-31,72,76.0,,0.76,54.72
2020-02-01,96,71.0,False,0.71,68.16
2020-02-02,90,71.0,,0.71,63.9
2020-02-03,59,71.0,,0.71,41.89
2020-02-04,62,71.0,,0.71,44.019999999999996
2020-02-05,67,71.0,,0.71,47.57
2020-02-06,65,71.0,,0.71,46.15
2020-02-07,71,71.0,,0.71,50.41
2020-02-08,93,71.0,,0.71,66.03
2020-02-09,93,71.0,,0.71,66.03
2020-02-10,68,71.0,,0.71,48.28
2020-02-11,64,71.0,,0.71,45.44
2020-02-12,65,71.0,,0.71,46.15
2020-02-13,67,71.0,,0.71,47.57
2020-02-14,72,71.0,,0.71,51.12
2020-02-15,95,71.0,,0.71,67.45
2020-02-16,100,71.0,,0.71,71.0
2020-02-17,78,71.0,,0.71,55.379999999999995
2020-02-18,67,71.0,,0.71,47.57
2020-02-19,68,71.0,,0.71,48.28
2020-02-20,68,71.0,,0.71,48.28
2020-02-21,78,71.0,,0.71,55.379999999999995
2020-02-22,98,71.0,,0.71,69.58
2020-02-23,97,71.0,,0.71,68.86999999999999
2020-02-24,76,71.0,,0.71,53.959999999999994
2020-02-25,67,71.0,,0.71,47.57
2020-02-26,63,71.0,,0.71,44.73
2020-02-27,63,71.0,,0.71,44.73
2020-02-28,71,71.0,,0.71,50.41
2020-02-29,86,71.0,,0.71,61.059999999999995
2020-03-01,100,58.0,False,0.58,57.99999999999999
2020-03-02,80,58.0,,0.58,46.4
2020-03-03,74,58.0,,0.58,42.919999999999995
2020-03-04,70,58.0,,0.58,40.599999999999994
2020-03-05,74,58.0,,0.58,42.919999999999995
2020-03-06,78,58.0,,0.58,45.239999999999995
2020-03-07,94,58.0,,0.58,54.519999999999996
2020-03-08,100,58.0,,0.58,57.99999999999999
2020-03-09,74,58.0,,0.58,42.919999999999995
2020-03-10,67,58.0,,0.58,38.86
2020-03-11,64,58.0,,0.58,37.12
2020-03-12,59,58.0,,0.58,34.22
2020-03-13,62,58.0,,0.58,35.96
2020-03-14,76,58.0,,0.58,44.08
2020-03-15,75,58.0,,0.58,43.5
2020-03-16,56,58.0,,0.58,32.48
2020-03-17,51,58.0,,0.58,29.58
2020-03-18,51,58.0,,0.58,29.58
2020-03-19,51,58.0,,0.58,29.58
2020-03-20,55,58.0,,0.58,31.9
2020-03-21,64,58.0,,0.58,37.12
2020-03-22,64,58.0,,0.58,37.12
2020-03-23,49,58.0,,0.58,28.419999999999998
2020-03-24,60,58.0,,0.58,34.8
2020-03-25,57,58.0,,0.58,33.059999999999995
2020-03-26,62,58.0,,0.58,35.96
2020-03-27,63,58.0,,0.58,36.54
2020-03-28,73,58.0,,0.58,42.339999999999996
2020-03-29,74,58.0,,0.58,42.919999999999995
2020-03-30,56,58.0,,0.58,32.48
2020-03-31,57,58.0,,0.58,33.059999999999995
2020-04-01,65,61.0,False,0.61,39.65
2020-04-02,65,61.0,,0.61,39.65
2020-04-03,73,61.0,,0.61,44.53
2020-04-04,85,61.0,,0.61,51.85
2020-04-05,84,61.0,,0.61,51.24
2020-04-06,70,61.0,,0.61,42.699999999999996
2020-04-07,69,61.0,,0.61,42.089999999999996
2020-04-08,71,61.0,,0.61,43.31
2020-04-09,75,61.0,,0.61,45.75
2020-04-10,75,61.0,,0.61,45.75
2020-04-11,83,61.0,,0.61,50.629999999999995
2020-04-12,78,61.0,,0.61,47.58
2020-04-13,65,61.0,,0.61,39.65
2020-04-14,67,61.0,,0.61,40.87
2020-04-15,67,61.0,,0.61,40.87
2020-04-16,72,61.0,,0.61,43.92
2020-04-17,80,61.0,,0.61,48.8
2020-04-18,97,61.0,,0.61,59.17
2020-04-19,96,61.0,,0.61,58.56
2020-04-20,78,61.0,,0.61,47.58
2020-04-21,85,61.0,,0.61,51.85
2020-04-22,84,61.0,,0.61,51.24
2020-04-23,84,61.0,,0.61,51.24
2020-04-24,82,61.0,,0.61,50.019999999999996
2020-04-25,97,61.0,,0.61,59.17
2020-04-26,100,61.0,,0.61,61.0
2020-04-27,82,61.0,,0.61,50.019999999999996
2020-04-28,84,61.0,,0.61,51.24
2020-04-29,78,61.0,,0.61,47.58
2020-04-30,80,61.0,,0.61,48.8
2020-05-01,62,78.0,False,0.78,48.36
2020-05-02,81,78.0,,0.78,63.18
2020-05-03,91,78.0,,0.78,70.98
2020-05-04,65,78.0,,0.78,50.7
2020-05-05,62,78.0,,0.78,48.36
2020-05-06,64,78.0,,0.78,49.92
2020-05-07,65,78.0,,0.78,50.7
2020-05-08,62,78.0,,0.78,48.36
2020-05-09,75,78.0,,0.78,58.5
2020-05-10,83,78.0,,0.78,64.74000000000001
2020-05-11,61,78.0,,0.78,47.58
2020-05-12,61,78.0,,0.78,47.58
2020-05-13,63,78.0,,0.78,49.14
2020-05-14,66,78.0,,0.78,51.480000000000004
2020-05-15,69,78.0,,0.78,53.82
2020-05-16,86,78.0,,0.78,67.08
2020-05-17,86,78.0,,0.78,67.08
2020-05-18,67,78.0,,0.78,52.260000000000005
2020-05-19,66,78.0,,0.78,51.480000000000004
2020-05-20,66,78.0,,0.78,51.480000000000004
2020-05-21,69,78.0,,0.78,53.82
2020-05-22,72,78.0,,0.78,56.160000000000004
2020-05-23,89,78.0,,0.78,69.42
2020-05-24,100,78.0,,0.78,78.0
2020-05-25,95,78.0,,0.78,74.10000000000001
2020-05-26,76,78.0,,0.78,59.28
2020-05-27,75,78.0,,0.78,58.5
2020-05-28,75,78.0,,0.78,58.5
2020-05-29,74,78.0,,0.78,57.72
2020-05-30,87,78.0,,0.78,67.86
2020-05-31,93,78.0,,0.78,72.54
2020-06-01,62,83.0,False,0.83,51.46
2020-06-02,62,83.0,,0.83,51.46
2020-06-03,66,83.0,,0.83,54.779999999999994
2020-06-04,68,83.0,,0.83,56.44
2020-06-05,70,83.0,,0.83,58.099999999999994
2020-06-06,87,83.0,,0.83,72.21
2020-06-07,97,83.0,,0.83,80.50999999999999
2020-06-08,71,83.0,,0.83,58.93
2020-06-09,73,83.0,,0.83,60.589999999999996
2020-06-10,74,83.0,,0.83,61.419999999999995
2020-06-11,73,83.0,,0.83,60.589999999999996
2020-06-12,75,83.0,,0.83,62.25
2020-06-13,89,83.0,,0.83,73.86999999999999
2020-06-14,89,83.0,,0.83,73.86999999999999
2020-06-15,73,83.0,,0.83,60.589999999999996
2020-06-16,70,83.0,,0.83,58.099999999999994
2020-06-17,71,83.0,,0.83,58.93
2020-06-18,72,83.0,,0.83,59.76
2020-06-19,73,83.0,,0.83,60.589999999999996
2020-06-20,89,83.0,,0.83,73.86999999999999
2020-06-21,100,83.0,,0.83,83.0
2020-06-22,74,83.0,,0.83,61.419999999999995
2020-06-23,71,83.0,,0.83,58.93
2020-06-24,70,83.0,,0.83,58.099999999999994
2020-06-25,71,83.0,,0.83,58.93
2020-06-26,75,83.0,,0.83,62.25
2020-06-27,88,83.0,,0.83,73.03999999999999
2020-06-28,94,83.0,,0.83,78.02
2020-06-29,73,83.0,,0.83,60.589999999999996
2020-06-30,73,83.0,,0.83,60.589999999999996
2020-07-01,51,91.0,False,0.91,46.410000000000004
