date,ICE_unscaled,ICE_monthly,isPartial,scale,ICE
2020-07-02,55,91.0,,0.91,50.050000000000004
2020-07-03,66,91.0,,0.91,60.06
2020-07-04,78,91.0,,0.91,70.98
2020-07-05,70,91.0,,0.91,63.7
2020-07-06,58,91.0,,0.91,52.78
2020-07-07,60,91.0,,0.91,54.6
2020-07-08,58,91.0,,0.91,52.78
2020-07-09,55,91.0,,0.91,50.050000000000004
2020-07-10,58,91.0,,0.91,52.78
2020-07-11,64,91.0,,0.91,58.24
2020-07-12,72,91.0,,0.91,65.52
2020-07-13,53,91.0,,0.91,48.230000000000004
2020-07-14,51,91.0,,0.91,46.410000000000004
2020-07-15,52,91.0,,0.91,47.32
2020-07-16,51,91.0,,0.91,46.410000000000004
2020-07-17,56,91.0,,0.91,50.96
2020-07-18,72,91.0,,0.91,65.52
2020-07-19,100,91.0,,0.91,91.0
2020-07-20,66,91.0,,0.91,60.06
2020-07-21,54,91.0,,0.91,49.14
2020-07-22,52,91.0,,0.91,47.32
2020-07-23,57,91.0,,0.91,51.870000000000005
2020-07-24,63,91.0,,0.91,57.330000000000005
2020-07-25,72,91.0,,0.91,65.52
2020-07-26,73,91.0,,0.91,66.43
2020-07-27,52,91.0,,0.91,47.32
2020-07-28,52,91.0,,0.91,47.32
2020-07-29,50,91.0,,0.91,45.5
2020-07-30,50,91.0,,0.91,45.5
2020-07-31,51,91.0,,0.91,46.410000000000004
2020-08-01,94,79.0,False,0.79,74.26
2020-08-02,99,79.0,,0.79,78.21000000000001
2020-08-03,73,79.0,,0.79,57.67
2020-08-04,70,79.0,,0.79,55.300000000000004
2020-08-05,75,79.0,,0.79,59.25
2020-08-06,75,79.0,,0.79,59.25
2020-08-07,78,79.0,,0.79,61.620000000000005
2020-08-08,94,79.0,,0.79,74.26
2020-08-09,100,79.0,,0.79,79.0
2020-08-10,77,79.0,,0.79,60.830000000000005
2020-08-11,74,79.0,,0.79,58.46
2020-08-12,73,79.0,,0.79,57.67
2020-08-13,78,79.0,,0.79,61.620000000000005
2020-08-14,76,79.0,,0.79,60.040000000000006
2020-08-15,94,79.0,,0.79,74.26
2020-08-16,99,79.0,,0.79,78.21000000000001
2020-08-17,74,79.0,,0.79,58.46
2020-08-18,67,79.0,,0.79,52.93
2020-08-19,71,79.0,,0.79,56.09
2020-08-20,70,79.0,,0.79,55.300000000000004
2020-08-21,73,79.0,,0.79,57.67
2020-08-22,91,79.0,,0.79,71.89
2020-08-23,91,79.0,,0.79,71.89
2020-08-24,69,79.0,,0.79,54.510000000000005
2020-08-25,64,79.0,,0.79,50.56
2020-08-26,67,79.0,,0.79,52.93
2020-08-27,66,79.0,,0.79,52.14
2020-08-28,76,79.0,,0.79,60.040000000000006
2020-08-29,86,79.0,,0.79,67.94
2020-08-30,90,79.0,,0.79,71.10000000000001
2020-08-31,65,79.0,,0.79,51.35
2020-09-01,65,66.0,False,0.66,42.9
2020-09-02,66,66.0,,0.66,43.56
2020-09-03,64,66.0,,0.66,42.24
2020-09-04,73,66.0,,0.66,48.18
2020-09-05,92,66.0,,0.66,60.720000000000006
2020-09-06,100,66.0,,0.66,66.0
2020-09-07,94,66.0,,0.66,62.040000000000006
2020-09-08,67,66.0,,0.66,44.22
2020-09-09,62,66.0,,0.66,40.92
2020-09-10,60,66.0,,0.66,39.6
2020-09-11,61,66.0,,0.66,40.260000000000005
2020-09-12,80,66.0,,0.66,52.800000000000004
2020-09-13,83,66.0,,0.66,54.78
2020-09-14,66,66.0,,0.66,43.56
2020-09-15,79,66.0,,0.66,52.14
2020-09-16,75,66.0,,0.66,49.5
2020-09-17,71,66.0,,0.66,46.86
2020-09-18,69,66.0,,0.66,45.54
2020-09-19,74,66.0,,0.66,48.84
2020-09-20,79,66.0,,0.66,52.14
2020-09-21,60,66.0,,0.66,39.6
2020-09-22,61,66.0,,0.66,40.260000000000005
2020-09-23,62,66.0,,0.66,40.92
2020-09-24,62,66.0,,0.66,40.92
2020-09-25,64,66.0,,0.66,42.24
2020-09-26,78,66.0,,0.66,51.480000000000004
2020-09-27,77,66.0,,0.66,50.82
2020-09-28,57,66.0,,0.66,37.620000000000005
2020-09-29,59,66.0,,0.66,38.940000000000005
2020-09-30,57,66.0,,0.66,37.620000000000005
2020-10-01,67,64.0,False,0.64,42.88
2020-10-02,65,64.0,,0.64,41.6
2020-10-03,79,64.0,,0.64,50.56
2020-10-04,80,64.0,,0.64,51.2
2020-10-05,64,64.0,,0.64,40.96
2020-10-06,64,64.0,,0.64,40.96
2020-10-07,66,64.0,,0.64,42.24
2020-10-08,64,64.0,,0.64,40.96
2020-10-09,70,64.0,,0.64,44.800000000000004
2020-10-10,79,64.0,,0.64,50.56
2020-10-11,83,64.0,,0.64,53.120000000000005
2020-10-12,65,64.0,,0.64,41.6
2020-10-13,63,64.0,,0.64,40.32
2020-10-14,73,64.0,,0.64,46.72
2020-10-15,89,64.0,,0.64,56.96
2020-10-16,83,64.0,,0.64,53.120000000000005
2020-10-17,100,64.0,,0.64,64.0
2020-10-18,87,64.0,,0.64,55.68
2020-10-19,68,64.0,,0.64,43.52
2020-10-20,75,64.0,,0.64,48.0
2020-10-21,73,64.0,,0.64,46.72
2020-10-22,70,64.0,,0.64,44.800000000000004
2020-10-23,76,64.0,,0.64,48.64
2020-10-24,81,64.0,,0.64,51.84
2020-10-25,81,64.0,,0.64,51.84
2020-10-26,68,64.0,,0.64,43.52
2020-10-27,70,64.0,,0.64,44.800000000000004
2020-10-28,65,64.0,,0.64,41.6
2020-10-29,65,64.0,,0.64,41.6
2020-10-30,73,64.0,,0.64,46.72
2020-10-31,81,64.0,,0.64,51.84
2020-11-01,82,59.0,False,0.59,48.379999999999995
2020-11-02,73,59.0,,0.59,43.07
2020-11-03,68,59.0,,0.59,40.12
2020-11-04,42,59.0,,0.59,24.779999999999998
2020-11-05,52,59.0,,0.59,30.68
2020-11-06,65,59.0,,0.59,38.35
2020-11-07,81,59.0,,0.59,47.79
2020-11-08,100,59.0,,0.59,59.0
2020-11-09,80,59.0,,0.59,47.199999999999996
2020-11-10,81,59.0,,0.59,47.79
2020-11-11,75,59.0,,0.59,44.25
2020-11-12,77,59.0,,0.59,45.43
2020-11-13,82,59.0,,0.59,48.379999999999995
2020-11-14,95,59.0,,0.59,56.05
2020-11-15,100,59.0,,0.59,59.0
2020-11-16,80,59.0,,0.59,47.199999999999996
2020-11-17,79,59.0,,0.59,46.61
2020-11-18,82,59.0,,0.59,48.379999999999995
2020-11-19,76,59.0,,0.59,44.839999999999996
2020-11-20,83,59.0,,0.59,48.97
2020-11-21,97,59.0,,0.59,57.23
2020-11-22,100,59.0,,0.59,59.0
2020-11-23,88,59.0,,0.59,51.919999999999995
2020-11-24,82,59.0,,0.59,48.379999999999995
2020-11-25,85,59.0,,0.59,50.15
2020-11-26,84,59.0,,0.59,49.559999999999995
2020-11-27,91,59.0,,0.59,53.69
2020-11-28,100,59.0,,0.59,59.0
2020-11-29,98,59.0,,0.59,57.82
2020-11-30,81,59.0,,0.59,47.79
2020-12-01,63,71.0,False,0.71,44.73
2020-12-02,64,71.0,,0.71,45.44
2020-12-03,64,71.0,,0.71,45.44
2020-12-04,69,71.0,,0.71,48.989999999999995
2020-12-05,81,71.0,,0.71,57.51
2020-12-06,82,71.0,,0.71,58.22
2020-12-07,67,71.0,,0.71,47.57
2020-12-08,67,71.0,,0.71,47.57
2020-12-09,67,71.0,,0.71,47.57
2020-12-10,68,71.0,,0.71,48.28
2020-12-11,75,71.0,,0.71,53.25
2020-12-12,92,71.0,,0.71,65.32
2020-12-13,91,71.0,,0.71,64.61
2020-12-14,73,71.0,,0.71,51.83
2020-12-15,73,71.0,,0.71,51.83
2020-12-16,76,71.0,,0.71,53.959999999999994
2020-12-17,76,71.0,,0.71,53.959999999999994
2020-12-18,80,71.0,,0.71,56.8
2020-12-19,94,71.0,,0.71,66.74
2020-12-20,100,71.0,,0.71,71.0
2020-12-21,78,71.0,,0.71,55.379999999999995
2020-12-22,77,71.0,,0.71,54.669999999999995
2020-12-23,78,71.0,,0.71,55.379999999999995
2020-12-24,76,71.0,,0.71,53.959999999999994
2020-12-25,76,71.0,,0.71,53.959999999999994
2020-12-26,94,71.0,,0.71,66.74
2020-12-27,98,71.0,,0.71,69.58
2020-12-28,90,71.0,,0.71,63.9
2020-12-29,88,71.0,,0.71,62.48
2020-12-30,87,71.0,,0.71,61.769999999999996
2020-12-31,86,71.0,,0.71,61.059999999999995
2021-01-01,91,74.0,False,0.74,67.34
2021-01-02,100,74.0,,0.74,74.0
2021-01-03,94,74.0,,0.74,69.56
2021-01-04,66,74.0,,0.74,48.839999999999996
2021-01-05,64,74.0,,0.74,47.36
2021-01-06,60,74.0,,0.74,44.4
2021-01-07,62,74.0,,0.74,45.88
2021-01-08,72,74.0,,0.74,53.28
2021-01-09,87,74.0,,0.74,64.38
2021-01-10,90,74.0,,0.74,66.6
2021-01-11,71,74.0,,0.74,52.54
2021-01-12,66,74.0,,0.74,48.839999999999996
2021-01-13,68,74.0,,0.74,50.32
2021-01-14,70,74.0,,0.74,51.8
2021-01-15,72,74.0,,0.74,53.28
2021-01-16,95,74.0,,0.74,70.3
2021-01-17,93,74.0,,0.74,68.82
2021-01-18,82,74.0,,0.74,60.68
2021-01-19,70,74.0,,0.74,51.8
2021-01-20,63,74.0,,0.74,46.62
2021-01-21,66,74.0,,0.74,48.839999999999996
2021-01-22,73,74.0,,0.74,54.019999999999996
2021-01-23,89,74.0,,0.74,65.86
2021-01-24,89,74.0,,0.74,65.86
2021-01-25,70,74.0,,0.74,51.8
2021-01-26,68,74.0,,0.74,50.32
2021-01-27,69,74.0,,0.74,51.06
2021-01-28,66,74.0,,0.74,48.839999999999996
2021-01-29,70,74.0,,0.74,51.8
2021-01-30,88,74.0,,0.74,65.12
2021-01-31,91,74.0,,0.74,67.34
2021-02-01,57,84.0,False,0.84,47.879999999999995
2021-02-02,54,84.0,,0.84,45.36
2021-02-03,59,84.0,,0.84,49.559999999999995
2021-02-04,57,84.0,,0.84,47.879999999999995
2021-02-05,61,84.0,,0.84,51.239999999999995
2021-02-06,76,84.0,,0.84,63.839999999999996
2021-02-07,70,84.0,,0.84,58.8
2021-02-08,55,84.0,,0.84,46.199999999999996
2021-02-09,61,84.0,,0.84,51.239999999999995
2021-02-10,67,84.0,,0.84,56.28
2021-02-11,73,84.0,,0.84,61.32
2021-02-12,77,84.0,,0.84,64.67999999999999
2021-02-13,94,84.0,,0.84,78.96
2021-02-14,100,84.0,,0.84,84.0
2021-02-15,94,84.0,,0.84,78.96
2021-02-16,82,84.0,,0.84,68.88
2021-02-17,76,84.0,,0.84,63.839999999999996
2021-02-18,78,84.0,,0.84,65.52
2021-02-19,77,84.0,,0.84,64.67999999999999
2021-02-20,86,84.0,,0.84,72.24
2021-02-21,85,84.0,,0.84,71.39999999999999
2021-02-22,63,84.0,,0.84,52.919999999999995
2021-02-23,56,84.0,,0.84,47.04
2021-02-24,57,84.0,,0.84,47.879999999999995
2021-02-25,54,84.0,,0.84,45.36
2021-02-26,58,84.0,,0.84,48.72
2021-02-27,71,84.0,,0.84,59.64
2021-02-28,70,84.0,,0.84,58.8
2021-03-01,70,68.0,False,0.68,47.6
2021-03-02,71,68.0,,0.68,48.28
2021-03-03,72,68.0,,0.68,48.96
2021-03-04,71,68.0,,0.68,48.28
2021-03-05,72,68.0,,0.68,48.96
2021-03-06,90,68.0,,0.68,61.2
2021-03-07,95,68.0,,0.68,64.60000000000001
2021-03-08,74,68.0,,0.68,50.32
2021-03-09,69,68.0,,0.68,46.92
2021-03-10,68,68.0,,0.68,46.24
2021-03-11,71,68.0,,0.68,48.28
2021-03-12,72,68.0,,0.68,48.96
2021-03-13,87,68.0,,0.68,59.160000000000004
2021-03-14,90,68.0,,0.68,61.2
2021-03-15,65,68.0,,0.68,44.2
2021-03-16,67,68.0,,0.68,45.56
2021-03-17,65,68.0,,0.68,44.2
2021-03-18,69,68.0,,0.68,46.92
2021-03-19,73,68.0,,0.68,49.64
2021-03-20,88,68.0,,0.68,59.84
2021-03-21,100,68.0,,0.68,68.0
2021-03-22,76,68.0,,0.68,51.68000000000001
2021-03-23,72,68.0,,0.68,48.96
2021-03-24,70,68.0,,0.68,47.6
2021-03-25,70,68.0,,0.68,47.6
2021-03-26,78,68.0,,0.68,53.040000000000006
2021-03-27,98,68.0,,0.68,66.64
2021-03-28,96,68.0,,0.68,65.28
2021-03-29,74,68.0,,0.68,50.32
2021-03-30,77,68.0,,0.68,52.36000000000001
2021-03-31,71,68.0,,0.68,48.28
2021-04-01,65,72.0,False,0.72,46.8
2021-04-02,72,72.0,,0.72,51.839999999999996
2021-04-03,83,72.0,,0.72,59.76
2021-04-04,88,72.0,,0.72,63.36
2021-04-05,68,72.0,,0.72,48.96
2021-04-06,67,72.0,,0.72,48.239999999999995
2021-04-07,70,72.0,,0.72,50.4
2021-04-08,72,72.0,,0.72,51.839999999999996
2021-04-09,74,72.0,,0.72,53.28
2021-04-10,90,72.0,,0.72,64.8
2021-04-11,97,72.0,,0.72,69.84
2021-04-12,70,72.0,,0.72,50.4
2021-04-13,67,72.0,,0.72,48.239999999999995
2021-04-14,66,72.0,,0.72,47.519999999999996
2021-04-15,66,72.0,,0.72,47.519999999999996
2021-04-16,71,72.0,,0.72,51.12
2021-04-17,87,72.0,,0.72,62.64
2021-04-18,100,72.0,,0.72,72.0
2021-04-19,72,72.0,,0.72,51.839999999999996
2021-04-20,66,72.0,,0.72,47.519999999999996
2021-04-21,64,72.0,,0.72,46.08
2021-04-22,66,72.0,,0.72,47.519999999999996
2021-04-23,70,72.0,,0.72,50.4
2021-04-24,91,72.0,,0.72,65.52
2021-04-25,94,72.0,,0.72,67.67999999999999
2021-04-26,72,72.0,,0.72,51.839999999999996
2021-04-27,72,72.0,,0.72,51.839999999999996
2021-04-28,71,72.0,,0.72,51.12
2021-04-29,70,72.0,,0.72,50.4
2021-04-30,76,72.0,,0.72,54.72
2021-05-01,80,79.0,False,0.79,63.2
2021-05-02,94,79.0,,0.79,74.26
2021-05-03,67,79.0,,0.79,52.93
2021-05-04,59,79.0,,0.79,46.61
2021-05-05,63,79.0,,0.79,49.77
2021-05-06,61,79.0,,0.79,48.190000000000005
2021-05-07,66,79.0,,0.79,52.14
2021-05-08,79,79.0,,0.79,62.410000000000004
2021-05-09,91,79.0,,0.79,71.89
2021-05-10,63,79.0,,0.79,49.77
2021-05-11,62,79.0,,0.79,48.980000000000004
2021-05-12,60,79.0,,0.79,47.400000000000006
2021-05-13,65,79.0,,0.79,51.35
2021-05-14,68,79.0,,0.79,53.72
2021-05-15,85,79.0,,0.79,67.15
2021-05-16,93,79.0,,0.79,73.47
2021-05-17,69,79.0,,0.79,54.510000000000005
2021-05-18,67,79.0,,0.79,52.93
2021-05-19,68,79.0,,0.79,53.72
2021-05-20,71,79.0,,0.79,56.09
2021-05-21,74,79.0,,0.79,58.46
2021-05-22,93,79.0,,0.79,73.47
2021-05-23,100,79.0,,0.79,79.0
2021-05-24,74,79.0,,0.79,58.46
2021-05-25,69,79.0,,0.79,54.510000000000005
2021-05-26,73,79.0,,0.79,57.67
2021-05-27,71,79.0,,0.79,56.09
2021-05-28,73,79.0,,0.79,57.67
2021-05-29,86,79.0,,0.79,67.94
2021-05-30,98,79.0,,0.79,77.42
2021-05-31,99,79.0,,0.79,78.21000000000001
2021-06-01,59,90.0,False,0.9,53.1
2021-06-02,55,90.0,,0.9,49.5
2021-06-03,56,90.0,,0.9,50.4
2021-06-04,62,90.0,,0.9,55.800000000000004
2021-06-05,77,90.0,,0.9,69.3
2021-06-06,79,90.0,,0.9,71.10000000000001
2021-06-07,60,90.0,,0.9,54.0
2021-06-08,60,90.0,,0.9,54.0
2021-06-09,61,90.0,,0.9,54.9
2021-06-10,60,90.0,,0.9,54.0
2021-06-11,63,90.0,,0.9,56.7
2021-06-12,74,90.0,,0.9,66.60000000000001
2021-06-13,81,90.0,,0.9,72.9
2021-06-14,64,90.0,,0.9,57.6
2021-06-15,62,90.0,,0.9,55.800000000000004
2021-06-16,64,90.0,,0.9,57.6
2021-06-17,65,90.0,,0.9,58.5
2021-06-18,67,90.0,,0.9,60.300000000000004
2021-06-19,80,90.0,,0.9,72.0
2021-06-20,87,90.0,,0.9,78.3
2021-06-21,67,90.0,,0.9,60.300000000000004
2021-06-22,62,90.0,,0.9,55.800000000000004
2021-06-23,63,90.0,,0.9,56.7
2021-06-24,63,90.0,,0.9,56.7
2021-06-25,66,90.0,,0.9,59.4
2021-06-26,89,90.0,,0.9,80.10000000000001
2021-06-27,100,90.0,,0.9,90.0
2021-06-28,76,90.0,,0.9,68.4
2021-06-29,71,90.0,,0.9,63.9
2021-06-30,68,90.0,,0.9,61.2
2021-07-01,65,91.0,False,0.91,59.15
2021-07-02,66,91.0,,0.91,60.06
2021-07-03,80,91.0,,0.91,72.8
2021-07-04,92,91.0,,0.91,83.72
2021-07-05,86,91.0,,0.91,78.26
2021-07-06,66,91.0,,0.91,60.06
2021-07-07,63,91.0,,0.91,57.330000000000005
2021-07-08,64,91.0,,0.91,58.24
2021-07-09,64,91.0,,0.91,58.24
2021-07-10,78,91.0,,0.91,70.98
2021-07-11,79,91.0,,0.91,71.89
2021-07-12,63,91.0,,0.91,57.330000000000005
2021-07-13,62,91.0,,0.91,56.42
2021-07-14,64,91.0,,0.91,58.24
2021-07-15,63,91.0,,0.91,57.330000000000005
2021-07-16,65,91.0,,0.91,59.15
2021-07-17,80,91.0,,0.91,72.8
2021-07-18,100,91.0,,0.91,91.0
2021-07-19,77,91.0,,0.91,70.07000000000001
2021-07-20,65,91.0,,0.91,59.15
2021-07-21,71,91.0,,0.91,64.61
2021-07-22,66,91.0,,0.91,60.06
2021-07-23,65,91.0,,0.91,59.15
2021-07-24,77,91.0,,0.91,70.07000000000001
2021-07-25,83,91.0,,0.91,75.53
2021-07-26,64,91.0,,0.91,58.24
2021-07-27,60,91.0,,0.91,54.6
2021-07-28,62,91.0,,0.91,56.42
2021-07-29,57,91.0,,0.91,51.870000000000005
2021-07-30,58,91.0,,0.91,52.78
2021-07-31,72,91.0,,0.91,65.52
2021-08-01,100,80.0,False,0.8,80.0
2021-08-02,78,80.0,,0.8,62.400000000000006
2021-08-03,77,80.0,,0.8,61.6
2021-08-04,78,80.0,,0.8,62.400000000000006
2021-08-05,76,80.0,,0.8,60.800000000000004
2021-08-06,79,80.0,,0.8,63.2
2021-08-07,94,80.0,,0.8,75.2
2021-08-08,100,80.0,,0.8,80.0
2021-08-09,77,80.0,,0.8,61.6
2021-08-10,74,80.0,,0.8,59.2
2021-08-11,73,80.0,,0.8,58.400000000000006
2021-08-12,75,80.0,,0.8,60.0
2021-08-13,82,80.0,,0.8,65.60000000000001
2021-08-14,96,80.0,,0.8,76.80000000000001
2021-08-15,99,80.0,,0.8,79.2
2021-08-16,74,80.0,,0.8,59.2
2021-08-17,69,80.0,,0.8,55.2
2021-08-18,72,80.0,,0.8,57.6
2021-08-19,68,80.0,,0.8,54.400000000000006
2021-08-20,72,80.0,,0.8,57.6
2021-08-21,88,80.0,,0.8,70.4
2021-08-22,92,80.0,,0.8,73.60000000000001
2021-08-23,66,80.0,,0.8,52.800000000000004
2021-08-24,66,80.0,,0.8,52.800000000000004
2021-08-25,68,80.0,,0.8,54.400000000000006
2021-08-26,70,80.0,,0.8,56.0
2021-08-27,68,80.0,,0.8,54.400000000000006
2021-08-28,90,80.0,,0.8,72.0
2021-08-29,89,80.0,,0.8,71.2
2021-08-30,68,80.0,,0.8,54.400000000000006
2021-08-31,64,80.0,,0.8,51.2
2021-09-01,66,67.0,False,0.67,44.220000000000006
2021-09-02,67,67.0,,0.67,44.89
2021-09-03,73,67.0,,0.67,48.910000000000004
2021-09-04,94,67.0,,0.67,62.980000000000004
2021-09-05,100,67.0,,0.67,67.0
2021-09-06,99,67.0,,0.67,66.33
2021-09-07,69,67.0,,0.67,46.230000000000004
2021-09-08,66,67.0,,0.67,44.220000000000006
2021-09-09,63,67.0,,0.67,42.21
2021-09-10,70,67.0,,0.67,46.900000000000006
2021-09-11,85,67.0,,0.67,56.95
2021-09-12,90,67.0,,0.67,60.300000000000004
2021-09-13,70,67.0,,0.67,46.900000000000006
2021-09-14,62,67.0,,0.67,41.54
2021-09-15,67,67.0,,0.67,44.89
2021-09-16,65,67.0,,0.67,43.550000000000004
2021-09-17,65,67.0,,0.67,43.550000000000004
2021-09-18,87,67.0,,0.67,58.290000000000006
2021-09-19,90,67.0,,0.67,60.300000000000004
2021-09-20,64,67.0,,0.67,42.88
2021-09-21,63,67.0,,0.67,42.21
2021-09-22,65,67.0,,0.67,43.550000000000004
2021-09-23,61,67.0,,0.67,40.870000000000005
2021-09-24,68,67.0,,0.67,45.56
2021-09-25,80,67.0,,0.67,53.6
2021-09-26,82,67.0,,0.67,54.940000000000005
2021-09-27,67,67.0,,0.67,44.89
2021-09-28,58,67.0,,0.67,38.86
2021-09-29,63,67.0,,0.67,42.21
2021-09-30,61,67.0,,0.67,40.870000000000005
2021-10-01,80,62.0,False,0.62,49.6
2021-10-02,100,62.0,,0.62,62.0
2021-10-03,97,62.0,,0.62,60.14
2021-10-04,77,62.0,,0.62,47.74
2021-10-05,68,62.0,,0.62,42.16
2021-10-06,75,62.0,,0.62,46.5
2021-10-07,74,62.0,,0.62,45.88
2021-10-08,84,62.0,,0.62,52.08
2021-10-09,99,62.0,,0.62,61.38
2021-10-10,97,62.0,,0.62,60.14
2021-10-11,78,62.0,,0.62,48.36
2021-10-12,73,62.0,,0.62,45.26
2021-10-13,73,62.0,,0.62,45.26
2021-10-14,81,62.0,,0.62,50.22
2021-10-15,84,62.0,,0.62,52.08
2021-10-16,95,62.0,,0.62,58.9
2021-10-17,100,62.0,,0.62,62.0
2021-10-18,69,62.0,,0.62,42.78
2021-10-19,72,62.0,,0.62,44.64
2021-10-20,73,62.0,,0.62,45.26
2021-10-21,77,62.0,,0.62,47.74
2021-10-22,77,62.0,,0.62,47.74
2021-10-23,94,62.0,,0.62,58.28
2021-10-24,94,62.0,,0.62,58.28
2021-10-25,73,62.0,,0.62,45.26
2021-10-26,67,62.0,,0.62,41.54
2021-10-27,71,62.0,,0.62,44.02
2021-10-28,71,62.0,,0.62,44.02
2021-10-29,80,62.0,,0.62,49.6
2021-10-30,96,62.0,,0.62,59.519999999999996
2021-10-31,86,62.0,,0.62,53.32
2021-11-01,55,69.0,False,0.69,37.949999999999996
2021-11-02,56,69.0,,0.69,38.64
2021-11-03,59,69.0,,0.69,40.709999999999994
2021-11-04,63,69.0,,0.69,43.47
2021-11-05,66,69.0,,0.69,45.54
2021-11-06,82,69.0,,0.69,56.58
2021-11-07,83,69.0,,0.69,57.269999999999996
2021-11-08,66,69.0,,0.69,45.54
2021-11-09,63,69.0,,0.69,43.47
2021-11-10,68,69.0,,0.69,46.919999999999995
2021-11-11,69,69.0,,0.69,47.61
2021-11-12,73,69.0,,0.69,50.37
2021-11-13,87,69.0,,0.69,60.029999999999994
2021-11-14,92,69.0,,0.69,63.48
2021-11-15,68,69.0,,0.69,46.919999999999995
2021-11-16,68,69.0,,0.69,46.919999999999995
2021-11-17,69,69.0,,0.69,47.61
2021-11-18,68,69.0,,0.69,46.919999999999995
2021-11-19,71,69.0,,0.69,48.989999999999995
2021-11-20,91,69.0,,0.69,62.78999999999999
2021-11-21,92,69.0,,0.69,63.48
2021-11-22,76,69.0,,0.69,52.44
2021-11-23,77,69.0,,0.69,53.129999999999995
2021-11-24,76,69.0,,0.69,52.44
2021-11-25,77,69.0,,0.69,53.129999999999995
2021-11-26,91,69.0,,0.69,62.78999999999999
2021-11-27,100,69.0,,0.69,69.0
2021-11-28,96,69.0,,0.69,66.24
2021-11-29,77,69.0,,0.69,53.129999999999995
2021-11-30,73,69.0,,0.69,50.37
2021-12-01,64,82.0,False,0.82,52.48
2021-12-02,67,82.0,,0.82,54.94
2021-12-03,72,82.0,,0.82,59.04
2021-12-04,95,82.0,,0.82,77.89999999999999
2021-12-05,96,82.0,,0.82,78.72
2021-12-06,71,82.0,,0.82,58.22
2021-12-07,68,82.0,,0.82,55.76
2021-12-08,71,82.0,,0.82,58.22
2021-12-09,69,82.0,,0.82,56.58
2021-12-10,74,82.0,,0.82,60.68
2021-12-11,97,82.0,,0.82,79.53999999999999
2021-12-12,96,82.0,,0.82,78.72
2021-12-13,74,82.0,,0.82,60.68
2021-12-14,68,82.0,,0.82,55.76
2021-12-15,68,82.0,,0.82,55.76
2021-12-16,69,82.0,,0.82,56.58
2021-12-17,72,82.0,,0.82,59.04
2021-12-18,96,82.0,,0.82,78.72
2021-12-19,95,82.0,,0.82,77.89999999999999
2021-12-20,83,82.0,,0.82,68.06
2021-12-21,80,82.0,,0.82,65.6
2021-12-22,82,82.0,,0.82,67.24
2021-12-23,84,82.0,,0.82,68.88
2021-12-24,81,82.0,,0.82,66.42
2021-12-25,81,82.0,,0.82,66.42
2021-12-26,100,82.0,,0.82,82.0
2021-12-27,92,82.0,,0.82,75.44
2021-12-28,95,82.0,,0.82,77.89999999999999
2021-12-29,90,82.0,,0.82,73.8
2021-12-30,89,82.0,,0.82,72.97999999999999
2021-12-31,89,82.0,,0.82,72.97999999999999
