date,SPY_unscaled,SPY_monthly,isPartial,scale,SPY
2017-12-16,80,50.0,,0.5,40.0
2017-12-17,83,50.0,,0.5,41.5
2017-12-18,77,50.0,,0.5,38.5
2017-12-19,76,50.0,,0.5,38.0
2017-12-20,83,50.0,,0.5,41.5
2017-12-21,72,50.0,,0.5,36.0
2017-12-22,78,50.0,,0.5,39.0
2017-12-23,87,50.0,,0.5,43.5
2017-12-24,81,50.0,,0.5,40.5
2017-12-25,80,50.0,,0.5,40.0
2017-12-26,92,50.0,,0.5,46.0
2017-12-27,87,50.0,,0.5,43.5
2017-12-28,97,50.0,,0.5,48.5
2017-12-29,85,50.0,,0.5,42.5
2017-12-30,89,50.0,,0.5,44.5
2017-12-31,100,50.0,,0.5,50.0
2018-01-01,100,51.0,False,0.51,51.0
2018-01-02,88,51.0,,0.51,44.88
2018-01-03,81,51.0,,0.51,41.31
2018-01-04,84,51.0,,0.51,42.84
2018-01-05,90,51.0,,0.51,45.9
2018-01-06,93,51.0,,0.51,47.43
2018-01-07,93,51.0,,0.51,47.43
2018-01-08,84,51.0,,0.51,42.84
2018-01-09,80,51.0,,0.51,40.8
2018-01-10,83,51.0,,0.51,42.33
2018-01-11,85,51.0,,0.51,43.35
2018-01-12,100,51.0,,0.51,51.0
2018-01-13,85,51.0,,0.51,43.35
2018-01-14,97,51.0,,0.51,49.47
2018-01-15,80,51.0,,0.51,40.8
2018-01-16,88,51.0,,0.51,44.88
2018-01-17,92,51.0,,0.51,46.92
2018-01-18,86,51.0,,0.51,43.86
2018-01-19,87,51.0,,0.51,44.37
2018-01-20,88,51.0,,0.51,44.88
2018-01-21,89,51.0,,0.51,45.39
2018-01-22,93,51.0,,0.51,47.43
2018-01-23,87,51.0,,0.51,44.37
2018-01-24,87,51.0,,0.51,44.37
2018-01-25,93,51.0,,0.51,47.43
2018-01-26,92,51.0,,0.51,46.92
2018-01-27,89,51.0,,0.51,45.39
2018-01-28,90,51.0,,0.51,45.9
2018-01-29,87,51.0,,0.51,44.37
2018-01-30,90,51.0,,0.51,45.9
2018-01-31,91,51.0,,0.51,46.410000000000004
2018-02-01,75,53.0,False,0.53,39.75
2018-02-02,75,53.0,,0.53,39.75
2018-02-03,76,53.0,,0.53,40.28
2018-02-04,77,53.0,,0.53,40.81
2018-02-05,85,53.0,,0.53,45.050000000000004
2018-02-06,100,53.0,,0.53,53.0
2018-02-07,83,53.0,,0.53,43.99
2018-02-08,92,53.0,,0.53,48.760000000000005
2018-02-09,93,53.0,,0.53,49.29
2018-02-10,83,53.0,,0.53,43.99
2018-02-11,70,53.0,,0.53,37.1
2018-02-12,71,53.0,,0.53,37.63
2018-02-13,76,53.0,,0.53,40.28
2018-02-14,74,53.0,,0.53,39.22
2018-02-15,67,53.0,,0.53,35.510000000000005
2018-02-16,72,53.0,,0.53,38.160000000000004
2018-02-17,72,53.0,,0.53,38.160000000000004
2018-02-18,71,53.0,,0.53,37.63
2018-02-19,70,53.0,,0.53,37.1
2018-02-20,75,53.0,,0.53,39.75
2018-02-21,68,53.0,,0.53,36.04
2018-02-22,72,53.0,,0.53,38.160000000000004
2018-02-23,69,53.0,,0.53,36.57
2018-02-24,71,53.0,,0.53,37.63
2018-02-25,71,53.0,,0.53,37.63
2018-02-26,71,53.0,,0.53,37.63
2018-02-27,78,53.0,,0.53,41.34
2018-02-28,75,53.0,,0.53,39.75
2018-03-01,71,56.0,False,0.56,39.760000000000005
2018-03-02,79,56.0,,0.56,44.24
2018-03-03,75,56.0,,0.56,42.00000000000001
2018-03-04,71,56.0,,0.56,39.760000000000005
2018-03-05,86,56.0,,0.56,48.160000000000004
2018-03-06,88,56.0,,0.56,49.28
2018-03-07,96,56.0,,0.56,53.760000000000005
2018-03-08,94,56.0,,0.56,52.64000000000001
2018-03-09,89,56.0,,0.56,49.84
2018-03-10,81,56.0,,0.56,45.36000000000001
2018-03-11,82,56.0,,0.56,45.92
2018-03-12,81,56.0,,0.56,45.36000000000001
2018-03-13,93,56.0,,0.56,52.080000000000005
2018-03-14,89,56.0,,0.56,49.84
2018-03-15,93,56.0,,0.56,52.080000000000005
2018-03-16,87,56.0,,0.56,48.720000000000006
2018-03-17,77,56.0,,0.56,43.120000000000005
2018-03-18,71,56.0,,0.56,39.760000000000005
2018-03-19,79,56.0,,0.56,44.24
2018-03-20,77,56.0,,0.56,43.120000000000005
2018-03-21,91,56.0,,0.56,50.96000000000001
2018-03-22,100,56.0,,0.56,56.00000000000001
2018-03-23,94,56.0,,0.56,52.64000000000001
2018-03-24,84,56.0,,0.56,47.040000000000006
2018-03-25,81,56.0,,0.56,45.36000000000001
2018-03-26,99,56.0,,0.56,55.440000000000005
2018-03-27,94,56.0,,0.56,52.64000000000001
2018-03-28,97,56.0,,0.56,54.32000000000001
2018-03-29,83,56.0,,0.56,46.480000000000004
2018-03-30,78,56.0,,0.56,43.68000000000001
2018-03-31,80,56.0,,0.56,44.800000000000004
2018-04-01,89,53.0,False,0.53,47.17
2018-04-02,100,53.0,,0.53,53.0
2018-04-03,84,53.0,,0.53,44.52
2018-04-04,84,53.0,,0.53,44.52
2018-04-05,83,53.0,,0.53,43.99
2018-04-06,94,53.0,,0.53,49.82
2018-04-07,94,53.0,,0.53,49.82
2018-04-08,88,53.0,,0.53,46.64
2018-04-09,96,53.0,,0.53,50.88
2018-04-10,91,53.0,,0.53,48.230000000000004
2018-04-11,82,53.0,,0.53,43.46
2018-04-12,77,53.0,,0.53,40.81
2018-04-13,86,53.0,,0.53,45.580000000000005
2018-04-14,87,53.0,,0.53,46.11
2018-04-15,82,53.0,,0.53,43.46
2018-04-16,79,53.0,,0.53,41.870000000000005
2018-04-17,79,53.0,,0.53,41.870000000000005
2018-04-18,85,53.0,,0.53,45.050000000000004
2018-04-19,85,53.0,,0.53,45.050000000000004
2018-04-20,78,53.0,,0.53,41.34
2018-04-21,84,53.0,,0.53,44.52
2018-04-22,85,53.0,,0.53,45.050000000000004
2018-04-23,79,53.0,,0.53,41.870000000000005
2018-04-24,80,53.0,,0.53,42.400000000000006
2018-04-25,90,53.0,,0.53,47.7
2018-04-26,83,53.0,,0.53,43.99
2018-04-27,80,53.0,,0.53,42.400000000000006
2018-04-28,82,53.0,,0.53,43.46
2018-04-29,84,53.0,,0.53,44.52
2018-04-30,77,53.0,,0.53,40.81
2018-05-01,79,55.0,False,0.55,43.45
2018-05-02,80,55.0,,0.55,44.0
2018-05-03,78,55.0,,0.55,42.900000000000006
2018-05-04,76,55.0,,0.55,41.800000000000004
2018-05-05,77,55.0,,0.55,42.35
2018-05-06,84,55.0,,0.55,46.2
2018-05-07,72,55.0,,0.55,39.6
2018-05-08,77,55.0,,0.55,42.35
2018-05-09,76,55.0,,0.55,41.800000000000004
2018-05-10,79,55.0,,0.55,43.45
2018-05-11,84,55.0,,0.55,46.2
2018-05-12,95,55.0,,0.55,52.25000000000001
2018-05-13,95,55.0,,0.55,52.25000000000001
2018-05-14,86,55.0,,0.55,47.300000000000004
2018-05-15,78,55.0,,0.55,42.900000000000006
2018-05-16,90,55.0,,0.55,49.50000000000001
2018-05-17,100,55.0,,0.55,55.00000000000001
2018-05-18,93,55.0,,0.55,51.150000000000006
2018-05-19,94,55.0,,0.55,51.7
2018-05-20,87,55.0,,0.55,47.85
2018-05-21,86,55.0,,0.55,47.300000000000004
2018-05-22,85,55.0,,0.55,46.75000000000001
2018-05-23,90,55.0,,0.55,49.50000000000001
2018-05-24,86,55.0,,0.55,47.300000000000004
2018-05-25,86,55.0,,0.55,47.300000000000004
2018-05-26,88,55.0,,0.55,48.400000000000006
2018-05-27,89,55.0,,0.55,48.95
2018-05-28,88,55.0,,0.55,48.400000000000006
2018-05-29,81,55.0,,0.55,44.550000000000004
2018-05-30,84,55.0,,0.55,46.2
2018-05-31,84,55.0,,0.55,46.2
2018-06-01,93,50.0,False,0.5,46.5
2018-06-02,91,50.0,,0.5,45.5
2018-06-03,96,50.0,,0.5,48.0
2018-06-04,86,50.0,,0.5,43.0
2018-06-05,85,50.0,,0.5,42.5
2018-06-06,86,50.0,,0.5,43.0
2018-06-07,86,50.0,,0.5,43.0
2018-06-08,85,50.0,,0.5,42.5
2018-06-09,94,50.0,,0.5,47.0
2018-06-10,95,50.0,,0.5,47.5
2018-06-11,85,50.0,,0.5,42.5
2018-06-12,87,50.0,,0.5,43.5
2018-06-13,90,50.0,,0.5,45.0
2018-06-14,80,50.0,,0.5,40.0
2018-06-15,91,50.0,,0.5,45.5
2018-06-16,75,50.0,,0.5,37.5
2018-06-17,84,50.0,,0.5,42.0
2018-06-18,89,50.0,,0.5,44.5
2018-06-19,82,50.0,,0.5,41.0
2018-06-20,84,50.0,,0.5,42.0
2018-06-21,85,50.0,,0.5,42.5
2018-06-22,89,50.0,,0.5,44.5
2018-06-23,96,50.0,,0.5,48.0
2018-06-24,87,50.0,,0.5,43.5
2018-06-25,96,50.0,,0.5,48.0
2018-06-26,85,50.0,,0.5,42.5
2018-06-27,97,50.0,,0.5,48.5
2018-06-28,89,50.0,,0.5,44.5
2018-06-29,93,50.0,,0.5,46.5
2018-06-30,100,50.0,,0.5,50.0
2018-07-01,65,62.0,False,0.62,40.3
2018-07-02,61,62.0,,0.62,37.82
2018-07-03,62,62.0,,0.62,38.44
2018-07-04,67,62.0,,0.62,41.54
2018-07-05,61,62.0,,0.62,37.82
2018-07-06,62,62.0,,0.62,38.44
2018-07-07,71,62.0,,0.62,44.02
2018-07-08,71,62.0,,0.62,44.02
2018-07-09,58,62.0,,0.62,35.96
2018-07-10,77,62.0,,0.62,47.74
2018-07-11,70,62.0,,0.62,43.4
2018-07-12,65,62.0,,0.62,40.3
2018-07-13,66,62.0,,0.62,40.92
2018-07-14,66,62.0,,0.62,40.92
2018-07-15,64,62.0,,0.62,39.68
2018-07-16,63,62.0,,0.62,39.06
2018-07-17,82,62.0,,0.62,50.839999999999996
2018-07-18,82,62.0,,0.62,50.839999999999996
2018-07-19,91,62.0,,0.62,56.42
2018-07-20,83,62.0,,0.62,51.46
2018-07-21,74,62.0,,0.62,45.88
2018-07-22,83,62.0,,0.62,51.46
2018-07-23,74,62.0,,0.62,45.88
2018-07-24,74,62.0,,0.62,45.88
2018-07-25,74,62.0,,0.62,45.88
2018-07-26,81,62.0,,0.62,50.22
2018-07-27,100,62.0,,0.62,62.0
2018-07-28,86,62.0,,0.62,53.32
2018-07-29,78,62.0,,0.62,48.36
2018-07-30,75,62.0,,0.62,46.5
2018-07-31,80,62.0,,0.62,49.6
2018-08-01,36,99.0,False,0.99,35.64
2018-08-02,52,99.0,,0.99,51.48
2018-08-03,79,99.0,,0.99,78.21
2018-08-04,100,99.0,,0.99,99.0
2018-08-05,87,99.0,,0.99,86.13
2018-08-06,59,99.0,,0.99,58.41
2018-08-07,61,99.0,,0.99,60.39
2018-08-08,52,99.0,,0.99,51.48
2018-08-09,47,99.0,,0.99,46.53
2018-08-10,60,99.0,,0.99,59.4
2018-08-11,79,99.0,,0.99,78.21
2018-08-12,72,99.0,,0.99,71.28
2018-08-13,48,99.0,,0.99,47.519999999999996
2018-08-14,45,99.0,,0.99,44.55
2018-08-15,40,99.0,,0.99,39.6
2018-08-16,36,99.0,,0.99,35.64
2018-08-17,45,99.0,,0.99,44.55
2018-08-18,53,99.0,,0.99,52.47
2018-08-19,50,99.0,,0.99,49.5
2018-08-20,32,99.0,,0.99,31.68
2018-08-21,35,99.0,,0.99,34.65
2018-08-22,33,99.0,,0.99,32.67
2018-08-23,29,99.0,,0.99,28.71
2018-08-24,32,99.0,,0.99,31.68
2018-08-25,37,99.0,,0.99,36.63
2018-08-26,33,99.0,,0.99,32.67
2018-08-27,26,99.0,,0.99,25.74
2018-08-28,26,99.0,,0.99,25.74
2018-08-29,26,99.0,,0.99,25.74
2018-08-30,25,99.0,,0.99,24.75
2018-08-31,24,99.0,,0.99,23.759999999999998
2018-09-01,100,51.0,False,0.51,51.0
2018-09-02,97,51.0,,0.51,49.47
2018-09-03,99,51.0,,0.51,50.49
2018-09-04,78,51.0,,0.51,39.78
2018-09-05,72,51.0,,0.51,36.72
2018-09-06,73,51.0,,0.51,37.230000000000004
2018-09-07,80,51.0,,0.51,40.8
2018-09-08,88,51.0,,0.51,44.88
2018-09-09,81,51.0,,0.51,41.31
2018-09-10,79,51.0,,0.51,40.29
2018-09-11,74,51.0,,0.51,37.74
2018-09-12,74,51.0,,0.51,37.74
2018-09-13,77,51.0,,0.51,39.27
2018-09-14,80,51.0,,0.51,40.8
2018-09-15,90,51.0,,0.51,45.9
2018-09-16,88,51.0,,0.51,44.88
2018-09-17,79,51.0,,0.51,40.29
2018-09-18,80,51.0,,0.51,40.8
2018-09-19,82,51.0,,0.51,41.82
2018-09-20,85,51.0,,0.51,43.35
2018-09-21,84,51.0,,0.51,42.84
2018-09-22,86,51.0,,0.51,43.86
2018-09-23,90,51.0,,0.51,45.9
2018-09-24,77,51.0,,0.51,39.27
2018-09-25,78,51.0,,0.51,39.78
2018-09-26,80,51.0,,0.51,40.8
2018-09-27,76,51.0,,0.51,38.76
2018-09-28,81,51.0,,0.51,41.31
2018-09-29,81,51.0,,0.51,41.31
2018-09-30,79,51.0,,0.51,40.29
2018-10-01,74,53.0,False,0.53,39.22
2018-10-02,70,53.0,,0.53,37.1
2018-10-03,74,53.0,,0.53,39.22
2018-10-04,82,53.0,,0.53,43.46
2018-10-05,81,53.0,,0.53,42.93
2018-10-06,76,53.0,,0.53,40.28
2018-10-07,80,53.0,,0.53,42.400000000000006
2018-10-08,76,53.0,,0.53,40.28
2018-10-09,78,53.0,,0.53,41.34
2018-10-10,86,53.0,,0.53,45.580000000000005
2018-10-11,96,53.0,,0.53,50.88
2018-10-12,85,53.0,,0.53,45.050000000000004
2018-10-13,78,53.0,,0.53,41.34
2018-10-14,80,53.0,,0.53,42.400000000000006
2018-10-15,78,53.0,,0.53,41.34
2018-10-16,77,53.0,,0.53,40.81
2018-10-17,76,53.0,,0.53,40.28
2018-10-18,86,53.0,,0.53,45.580000000000005
2018-10-19,78,53.0,,0.53,41.34
2018-10-20,81,53.0,,0.53,42.93
2018-10-21,81,53.0,,0.53,42.93
2018-10-22,78,53.0,,0.53,41.34
2018-10-23,79,53.0,,0.53,41.870000000000005
2018-10-24,77,53.0,,0.53,40.81
2018-10-25,96,53.0,,0.53,50.88
2018-10-26,100,53.0,,0.53,53.0
2018-10-27,77,53.0,,0.53,40.81
2018-10-28,77,53.0,,0.53,40.81
2018-10-29,84,53.0,,0.53,44.52
2018-10-30,85,53.0,,0.53,45.050000000000004
2018-10-31,84,53.0,,0.53,44.52
2018-11-01,84,57.0,False,0.57,47.879999999999995
2018-11-02,82,57.0,,0.57,46.739999999999995
2018-11-03,88,57.0,,0.57,50.16
2018-11-04,100,57.0,,0.57,56.99999999999999
2018-11-05,78,57.0,,0.57,44.459999999999994
2018-11-06,73,57.0,,0.57,41.61
2018-11-07,67,57.0,,0.57,38.19
2018-11-08,69,57.0,,0.57,39.33
2018-11-09,67,57.0,,0.57,38.19
2018-11-10,76,57.0,,0.57,43.31999999999999
2018-11-11,85,57.0,,0.57,48.449999999999996
2018-11-12,82,57.0,,0.57,46.739999999999995
2018-11-13,65,57.0,,0.57,37.05
2018-11-14,70,57.0,,0.57,39.9
2018-11-15,70,57.0,,0.57,39.9
2018-11-16,69,57.0,,0.57,39.33
2018-11-17,78,57.0,,0.57,44.459999999999994
2018-11-18,82,57.0,,0.57,46.739999999999995
2018-11-19,83,57.0,,0.57,47.309999999999995
2018-11-20,73,57.0,,0.57,41.61
2018-11-21,74,57.0,,0.57,42.18
2018-11-22,74,57.0,,0.57,42.18
2018-11-23,81,57.0,,0.57,46.169999999999995
2018-11-24,80,57.0,,0.57,45.599999999999994
2018-11-25,79,57.0,,0.57,45.029999999999994
2018-11-26,72,57.0,,0.57,41.04
2018-11-27,75,57.0,,0.57,42.74999999999999
2018-11-28,70,57.0,,0.57,39.9
2018-11-29,68,57.0,,0.57,38.76
2018-11-30,67,57.0,,0.57,38.19
2018-12-01,71,59.0,False,0.59,41.89
2018-12-02,68,59.0,,0.59,40.12
2018-12-03,64,59.0,,0.59,37.76
2018-12-04,71,59.0,,0.59,41.89
2018-12-05,62,59.0,,0.59,36.58
2018-12-06,72,59.0,,0.59,42.48
2018-12-07,71,59.0,,0.59,41.89
2018-12-08,75,59.0,,0.59,44.25
2018-12-09,68,59.0,,0.59,40.12
2018-12-10,79,59.0,,0.59,46.61
2018-12-11,72,59.0,,0.59,42.48
2018-12-12,78,59.0,,0.59,46.019999999999996
2018-12-13,81,59.0,,0.59,47.79
2018-12-14,76,59.0,,0.59,44.839999999999996
2018-12-15,69,59.0,,0.59,40.71
2018-12-16,71,59.0,,0.59,41.89
2018-12-17,76,59.0,,0.59,44.839999999999996
2018-12-18,82,59.0,,0.59,48.379999999999995
2018-12-19,87,59.0,,0.59,51.33
2018-12-20,84,59.0,,0.59,49.559999999999995
2018-12-21,93,59.0,,0.59,54.87
2018-12-22,76,59.0,,0.59,44.839999999999996
2018-12-23,73,59.0,,0.59,43.07
2018-12-24,85,59.0,,0.59,50.15
2018-12-25,77,59.0,,0.59,45.43
2018-12-26,100,59.0,,0.59,59.0
2018-12-27,91,59.0,,0.59,53.69
2018-12-28,86,59.0,,0.59,50.739999999999995
2018-12-29,76,59.0,,0.59,44.839999999999996
2018-12-30,65,59.0,,0.59,38.35
2018-12-31,77,59.0,,0.59,45.43
2019-01-01,75,53.0,False,0.53,39.75
2019-01-02,91,53.0,,0.53,48.230000000000004
2019-01-03,100,53.0,,0.53,53.0
2019-01-04,89,53.0,,0.53,47.17
2019-01-05,75,53.0,,0.53,39.75
2019-01-06,71,53.0,,0.53,37.63
2019-01-07,75,53.0,,0.53,39.75
2019-01-08,76,53.0,,0.53,40.28
2019-01-09,75,53.0,,0.53,39.75
2019-01-10,73,53.0,,0.53,38.690000000000005
2019-01-11,77,53.0,,0.53,40.81
2019-01-12,80,53.0,,0.53,42.400000000000006
2019-01-13,79,53.0,,0.53,41.870000000000005
2019-01-14,78,53.0,,0.53,41.34
2019-01-15,69,53.0,,0.53,36.57
2019-01-16,73,53.0,,0.53,38.690000000000005
2019-01-17,70,53.0,,0.53,37.1
2019-01-18,76,53.0,,0.53,40.28
2019-01-19,77,53.0,,0.53,40.81
2019-01-20,69,53.0,,0.53,36.57
2019-01-21,66,53.0,,0.53,34.980000000000004
2019-01-22,70,53.0,,0.53,37.1
2019-01-23,71,53.0,,0.53,37.63
2019-01-24,68,53.0,,0.53,36.04
2019-01-25,74,53.0,,0.53,39.22
2019-01-26,79,53.0,,0.53,41.870000000000005
2019-01-27,83,53.0,,0.53,43.99
2019-01-28,75,53.0,,0.53,39.75
2019-01-29,71,53.0,,0.53,37.63
2019-01-30,72,53.0,,0.53,38.160000000000004
2019-01-31,71,53.0,,0.53,37.63
2019-02-01,92,49.0,False,0.49,45.08
2019-02-02,86,49.0,,0.49,42.14
2019-02-03,86,49.0,,0.49,42.14
2019-02-04,80,49.0,,0.49,39.2
2019-02-05,88,49.0,,0.49,43.12
2019-02-06,84,49.0,,0.49,41.16
2019-02-07,89,49.0,,0.49,43.61
2019-02-08,95,49.0,,0.49,46.55
2019-02-09,96,49.0,,0.49,47.04
2019-02-10,98,49.0,,0.49,48.019999999999996
2019-02-11,91,49.0,,0.49,44.589999999999996
2019-02-12,97,49.0,,0.49,47.53
2019-02-13,92,49.0,,0.49,45.08
2019-02-14,90,49.0,,0.49,44.1
2019-02-15,93,49.0,,0.49,45.57
2019-02-16,92,49.0,,0.49,45.08
2019-02-17,97,49.0,,0.49,47.53
2019-02-18,86,49.0,,0.49,42.14
2019-02-19,88,49.0,,0.49,43.12
2019-02-20,95,49.0,,0.49,46.55
2019-02-21,94,49.0,,0.49,46.06
2019-02-22,96,49.0,,0.49,47.04
2019-02-23,95,49.0,,0.49,46.55
2019-02-24,100,49.0,,0.49,49.0
2019-02-25,99,49.0,,0.49,48.51
2019-02-26,95,49.0,,0.49,46.55
2019-02-27,93,49.0,,0.49,45.57
2019-02-28,92,49.0,,0.49,45.08
2019-03-01,83,54.0,False,0.54,44.82
2019-03-02,88,54.0,,0.54,47.52
2019-03-03,86,54.0,,0.54,46.440000000000005
2019-03-04,82,54.0,,0.54,44.28
2019-03-05,83,54.0,,0.54,44.82
2019-03-06,78,54.0,,0.54,42.120000000000005
2019-03-07,81,54.0,,0.54,43.74
2019-03-08,82,54.0,,0.54,44.28
2019-03-09,91,54.0,,0.54,49.14
2019-03-10,95,54.0,,0.54,51.300000000000004
2019-03-11,96,54.0,,0.54,51.84
2019-03-12,85,54.0,,0.54,45.900000000000006
2019-03-13,100,54.0,,0.54,54.0
2019-03-14,97,54.0,,0.54,52.38
2019-03-15,82,54.0,,0.54,44.28
2019-03-16,89,54.0,,0.54,48.06
2019-03-17,85,54.0,,0.54,45.900000000000006
2019-03-18,84,54.0,,0.54,45.36
2019-03-19,86,54.0,,0.54,46.440000000000005
2019-03-20,98,54.0,,0.54,52.92
2019-03-21,86,54.0,,0.54,46.440000000000005
2019-03-22,99,54.0,,0.54,53.46
2019-03-23,97,54.0,,0.54,52.38
2019-03-24,84,54.0,,0.54,45.36
2019-03-25,86,54.0,,0.54,46.440000000000005
2019-03-26,84,54.0,,0.54,45.36
2019-03-27,80,54.0,,0.54,43.2
2019-03-28,78,54.0,,0.54,42.120000000000005
2019-03-29,84,54.0,,0.54,45.36
2019-03-30,81,54.0,,0.54,43.74
2019-03-31,75,54.0,,0.54,40.5
2019-04-01,72,55.0,False,0.55,39.6
2019-04-02,83,55.0,,0.55,45.650000000000006
2019-04-03,80,55.0,,0.55,44.0
2019-04-04,85,55.0,,0.55,46.75000000000001
2019-04-05,92,55.0,,0.55,50.6
2019-04-06,84,55.0,,0.55,46.2
2019-04-07,100,55.0,,0.55,55.00000000000001
2019-04-08,90,55.0,,0.55,49.50000000000001
2019-04-09,81,55.0,,0.55,44.550000000000004
2019-04-10,89,55.0,,0.55,48.95
2019-04-11,76,55.0,,0.55,41.800000000000004
2019-04-12,87,55.0,,0.55,47.85
2019-04-13,82,55.0,,0.55,45.1
2019-04-14,82,55.0,,0.55,45.1
2019-04-15,74,55.0,,0.55,40.7
2019-04-16,68,55.0,,0.55,37.400000000000006
2019-04-17,73,55.0,,0.55,40.150000000000006
2019-04-18,84,55.0,,0.55,46.2
2019-04-19,80,55.0,,0.55,44.0
2019-04-20,81,55.0,,0.55,44.550000000000004
2019-04-21,83,55.0,,0.55,45.650000000000006
2019-04-22,77,55.0,,0.55,42.35
2019-04-23,78,55.0,,0.55,42.900000000000006
2019-04-24,78,55.0,,0.55,42.900000000000006
2019-04-25,73,55.0,,0.55,40.150000000000006
2019-04-26,65,55.0,,0.55,35.75
2019-04-27,73,55.0,,0.55,40.150000000000006
2019-04-28,82,55.0,,0.55,45.1
2019-04-29,83,55.0,,0.55,45.650000000000006
2019-04-30,91,55.0,,0.55,50.050000000000004
2019-05-01,89,56.0,False,0.56,49.84
2019-05-02,90,56.0,,0.56,50.400000000000006
2019-05-03,94,56.0,,0.56,52.64000000000001
2019-05-04,82,56.0,,0.56,45.92
2019-05-05,82,56.0,,0.56,45.92
2019-05-06,93,56.0,,0.56,52.080000000000005
2019-05-07,91,56.0,,0.56,50.96000000000001
2019-05-08,90,56.0,,0.56,50.400000000000006
2019-05-09,92,56.0,,0.56,51.52
2019-05-10,93,56.0,,0.56,52.080000000000005
2019-05-11,87,56.0,,0.56,48.720000000000006
2019-05-12,92,56.0,,0.56,51.52
2019-05-13,100,56.0,,0.56,56.00000000000001
2019-05-14,89,56.0,,0.56,49.84
2019-05-15,80,56.0,,0.56,44.800000000000004
2019-05-16,78,56.0,,0.56,43.68000000000001
2019-05-17,84,56.0,,0.56,47.040000000000006
2019-05-18,78,56.0,,0.56,43.68000000000001
2019-05-19,79,56.0,,0.56,44.24
2019-05-20,78,56.0,,0.56,43.68000000000001
2019-05-21,80,56.0,,0.56,44.800000000000004
2019-05-22,78,56.0,,0.56,43.68000000000001
2019-05-23,79,56.0,,0.56,44.24
2019-05-24,81,56.0,,0.56,45.36000000000001
2019-05-25,77,56.0,,0.56,43.120000000000005
2019-05-26,80,56.0,,0.56,44.800000000000004
2019-05-27,76,56.0,,0.56,42.56
2019-05-28,79,56.0,,0.56,44.24
2019-05-29,88,56.0,,0.56,49.28
2019-05-30,79,56.0,,0.56,44.24
2019-05-31,85,56.0,,0.56,47.6
2019-06-01,60,55.0,False,0.55,33.0
2019-06-02,61,55.0,,0.55,33.550000000000004
2019-06-03,72,55.0,,0.55,39.6
2019-06-04,67,55.0,,0.55,36.85
2019-06-05,67,55.0,,0.55,36.85
2019-06-06,67,55.0,,0.55,36.85
2019-06-07,65,55.0,,0.55,35.75
2019-06-08,58,55.0,,0.55,31.900000000000002
2019-06-09,56,55.0,,0.55,30.800000000000004
2019-06-10,66,55.0,,0.55,36.300000000000004
2019-06-11,62,55.0,,0.55,34.1
2019-06-12,63,55.0,,0.55,34.650000000000006
2019-06-13,66,55.0,,0.55,36.300000000000004
2019-06-14,58,55.0,,0.55,31.900000000000002
2019-06-15,62,55.0,,0.55,34.1
2019-06-16,62,55.0,,0.55,34.1
2019-06-17,67,55.0,,0.55,36.85
2019-06-18,65,55.0,,0.55,35.75
2019-06-19,61,55.0,,0.55,33.550000000000004
2019-06-20,76,55.0,,0.55,41.800000000000004
2019-06-21,78,55.0,,0.55,42.900000000000006
2019-06-22,65,55.0,,0.55,35.75
2019-06-23,67,55.0,,0.55,36.85
2019-06-24,62,55.0,,0.55,34.1
2019-06-25,60,55.0,,0.55,33.0
2019-06-26,66,55.0,,0.55,36.300000000000004
2019-06-27,60,55.0,,0.55,33.0
2019-06-28,65,55.0,,0.55,35.75
2019-06-29,75,55.0,,0.55,41.25
2019-06-30,100,55.0,,0.55,55.00000000000001
2019-07-01,100,55.0,False,0.55,55.00000000000001
2019-07-02,92,55.0,,0.55,50.6
2019-07-03,94,55.0,,0.55,51.7
2019-07-04,89,55.0,,0.55,48.95
2019-07-05,91,55.0,,0.55,50.050000000000004
2019-07-06,89,55.0,,0.55,48.95
2019-07-07,78,55.0,,0.55,42.900000000000006
2019-07-08,79,55.0,,0.55,43.45
2019-07-09,93,55.0,,0.55,51.150000000000006
2019-07-10,82,55.0,,0.55,45.1
2019-07-11,83,55.0,,0.55,45.650000000000006
2019-07-12,85,55.0,,0.55,46.75000000000001
2019-07-13,86,55.0,,0.55,47.300000000000004
2019-07-14,88,55.0,,0.55,48.400000000000006
2019-07-15,76,55.0,,0.55,41.800000000000004
2019-07-16,78,55.0,,0.55,42.900000000000006
2019-07-17,84,55.0,,0.55,46.2
2019-07-18,84,55.0,,0.55,46.2
2019-07-19,84,55.0,,0.55,46.2
2019-07-20,82,55.0,,0.55,45.1
2019-07-21,81,55.0,,0.55,44.550000000000004
2019-07-22,86,55.0,,0.55,47.300000000000004
2019-07-23,81,55.0,,0.55,44.550000000000004
2019-07-24,85,55.0,,0.55,46.75000000000001
2019-07-25,76,55.0,,0.55,41.800000000000004
2019-07-26,81,55.0,,0.55,44.550000000000004
2019-07-27,81,55.0,,0.55,44.550000000000004
2019-07-28,84,55.0,,0.55,46.2
2019-07-29,80,55.0,,0.55,44.0
2019-07-30,76,55.0,,0.55,41.800000000000004
2019-07-31,82,55.0,,0.55,45.1
2019-08-01,78,56.0,False,0.56,43.68000000000001
2019-08-02,82,56.0,,0.56,45.92
2019-08-03,78,56.0,,0.56,43.68000000000001
2019-08-04,78,56.0,,0.56,43.68000000000001
2019-08-05,100,56.0,,0.56,56.00000000000001
2019-08-06,95,56.0,,0.56,53.2
2019-08-07,91,56.0,,0.56,50.96000000000001
