date,CHK_unscaled,CHK_monthly,isPartial,scale,CHK
2019-08-15,53,57.0,,0.57,30.209999999999997
2019-08-16,42,57.0,,0.57,23.939999999999998
2019-08-17,14,57.0,,0.57,7.9799999999999995
2019-08-18,10,57.0,,0.57,5.699999999999999
2019-08-19,68,57.0,,0.57,38.76
2019-08-20,57,57.0,,0.57,32.489999999999995
2019-08-21,58,57.0,,0.57,33.059999999999995
2019-08-22,47,57.0,,0.57,26.79
2019-08-23,44,57.0,,0.57,25.08
2019-08-24,17,57.0,,0.57,9.69
2019-08-25,9,57.0,,0.57,5.13
2019-08-26,45,57.0,,0.57,25.65
2019-08-27,37,57.0,,0.57,21.09
2019-08-28,59,57.0,,0.57,33.629999999999995
2019-08-29,48,57.0,,0.57,27.36
2019-08-30,36,57.0,,0.57,20.52
2019-08-31,10,57.0,,0.57,5.699999999999999
2019-09-01,7,62.0,False,0.62,4.34
2019-09-02,7,62.0,,0.62,4.34
2019-09-03,18,62.0,,0.62,11.16
2019-09-04,30,62.0,,0.62,18.6
2019-09-05,38,62.0,,0.62,23.56
2019-09-06,33,62.0,,0.62,20.46
2019-09-07,10,62.0,,0.62,6.2
2019-09-08,4,62.0,,0.62,2.48
2019-09-09,49,62.0,,0.62,30.38
2019-09-10,49,62.0,,0.62,30.38
2019-09-11,49,62.0,,0.62,30.38
2019-09-12,45,62.0,,0.62,27.9
2019-09-13,37,62.0,,0.62,22.94
2019-09-14,11,62.0,,0.62,6.82
2019-09-15,11,62.0,,0.62,6.82
2019-09-16,100,62.0,,0.62,62.0
2019-09-17,68,62.0,,0.62,42.16
2019-09-18,53,62.0,,0.62,32.86
2019-09-19,49,62.0,,0.62,30.38
2019-09-20,36,62.0,,0.62,22.32
2019-09-21,9,62.0,,0.62,5.58
2019-09-22,8,62.0,,0.62,4.96
2019-09-23,28,62.0,,0.62,17.36
2019-09-24,30,62.0,,0.62,18.6
2019-09-25,38,62.0,,0.62,23.56
2019-09-26,35,62.0,,0.62,21.7
2019-09-27,36,62.0,,0.62,22.32
2019-09-28,12,62.0,,0.62,7.4399999999999995
2019-09-29,7,62.0,,0.62,4.34
2019-09-30,31,62.0,,0.62,19.22
2019-10-01,67,50.0,False,0.5,33.5
2019-10-02,88,50.0,,0.5,44.0
2019-10-03,100,50.0,,0.5,50.0
2019-10-04,80,50.0,,0.5,40.0
2019-10-05,31,50.0,,0.5,15.5
2019-10-06,27,50.0,,0.5,13.5
2019-10-07,62,50.0,,0.5,31.0
2019-10-08,84,50.0,,0.5,42.0
2019-10-09,75,50.0,,0.5,37.5
2019-10-10,81,50.0,,0.5,40.5
2019-10-11,91,50.0,,0.5,45.5
2019-10-12,33,50.0,,0.5,16.5
2019-10-13,24,50.0,,0.5,12.0
2019-10-14,72,50.0,,0.5,36.0
2019-10-15,70,50.0,,0.5,35.0
2019-10-16,75,50.0,,0.5,37.5
2019-10-17,90,50.0,,0.5,45.0
2019-10-18,94,50.0,,0.5,47.0
2019-10-19,29,50.0,,0.5,14.5
2019-10-20,22,50.0,,0.5,11.0
2019-10-21,70,50.0,,0.5,35.0
2019-10-22,77,50.0,,0.5,38.5
2019-10-23,99,50.0,,0.5,49.5
2019-10-24,93,50.0,,0.5,46.5
2019-10-25,97,50.0,,0.5,48.5
2019-10-26,30,50.0,,0.5,15.0
2019-10-27,26,50.0,,0.5,13.0
2019-10-28,78,50.0,,0.5,39.0
2019-10-29,85,50.0,,0.5,42.5
2019-10-30,85,50.0,,0.5,42.5
2019-10-31,66,50.0,,0.5,33.0
2019-11-01,32,85.0,False,0.85,27.2
2019-11-02,9,85.0,,0.85,7.6499999999999995
2019-11-03,8,85.0,,0.85,6.8
2019-11-04,51,85.0,,0.85,43.35
2019-11-05,88,85.0,,0.85,74.8
2019-11-06,100,85.0,,0.85,85.0
2019-11-07,85,85.0,,0.85,72.25
2019-11-08,78,85.0,,0.85,66.3
2019-11-09,24,85.0,,0.85,20.4
2019-11-10,14,85.0,,0.85,11.9
2019-11-11,50,85.0,,0.85,42.5
2019-11-12,83,85.0,,0.85,70.55
2019-11-13,88,85.0,,0.85,74.8
2019-11-14,83,85.0,,0.85,70.55
2019-11-15,63,85.0,,0.85,53.55
2019-11-16,22,85.0,,0.85,18.7
2019-11-17,15,85.0,,0.85,12.75
2019-11-18,56,85.0,,0.85,47.6
2019-11-19,73,85.0,,0.85,62.05
2019-11-20,69,85.0,,0.85,58.65
2019-11-21,62,85.0,,0.85,52.699999999999996
2019-11-22,48,85.0,,0.85,40.8
2019-11-23,13,85.0,,0.85,11.049999999999999
2019-11-24,11,85.0,,0.85,9.35
2019-11-25,39,85.0,,0.85,33.15
2019-11-26,58,85.0,,0.85,49.3
2019-11-27,38,85.0,,0.85,32.3
2019-11-28,18,85.0,,0.85,15.299999999999999
2019-11-29,26,85.0,,0.85,22.099999999999998
2019-11-30,14,85.0,,0.85,11.9
2019-12-01,12,75.0,False,0.75,9.0
2019-12-02,53,75.0,,0.75,39.75
2019-12-03,64,75.0,,0.75,48.0
2019-12-04,98,75.0,,0.75,73.5
2019-12-05,89,75.0,,0.75,66.75
2019-12-06,82,75.0,,0.75,61.5
2019-12-07,23,75.0,,0.75,17.25
2019-12-08,22,75.0,,0.75,16.5
2019-12-09,68,75.0,,0.75,51.0
2019-12-10,72,75.0,,0.75,54.0
2019-12-11,61,75.0,,0.75,45.75
2019-12-12,69,75.0,,0.75,51.75
2019-12-13,61,75.0,,0.75,45.75
2019-12-14,22,75.0,,0.75,16.5
2019-12-15,11,75.0,,0.75,8.25
2019-12-16,74,75.0,,0.75,55.5
2019-12-17,68,75.0,,0.75,51.0
2019-12-18,83,75.0,,0.75,62.25
2019-12-19,100,75.0,,0.75,75.0
2019-12-20,82,75.0,,0.75,61.5
2019-12-21,25,75.0,,0.75,18.75
2019-12-22,17,75.0,,0.75,12.75
2019-12-23,75,75.0,,0.75,56.25
2019-12-24,45,75.0,,0.75,33.75
2019-12-25,16,75.0,,0.75,12.0
2019-12-26,59,75.0,,0.75,44.25
2019-12-27,69,75.0,,0.75,51.75
2019-12-28,25,75.0,,0.75,18.75
2019-12-29,13,75.0,,0.75,9.75
2019-12-30,48,75.0,,0.75,36.0
2019-12-31,56,75.0,,0.75,42.0
2020-01-01,16,66.0,False,0.66,10.56
2020-01-02,68,66.0,,0.66,44.88
2020-01-03,100,66.0,,0.66,66.0
2020-01-04,43,66.0,,0.66,28.380000000000003
2020-01-05,20,66.0,,0.66,13.200000000000001
2020-01-06,83,66.0,,0.66,54.78
2020-01-07,91,66.0,,0.66,60.06
2020-01-08,91,66.0,,0.66,60.06
2020-01-09,60,66.0,,0.66,39.6
2020-01-10,84,66.0,,0.66,55.440000000000005
2020-01-11,29,66.0,,0.66,19.14
2020-01-12,15,66.0,,0.66,9.9
2020-01-13,78,66.0,,0.66,51.480000000000004
2020-01-14,67,66.0,,0.66,44.22
2020-01-15,65,66.0,,0.66,42.9
2020-01-16,62,66.0,,0.66,40.92
2020-01-17,55,66.0,,0.66,36.300000000000004
2020-01-18,21,66.0,,0.66,13.860000000000001
2020-01-19,20,66.0,,0.66,13.200000000000001
2020-01-20,24,66.0,,0.66,15.84
2020-01-21,66,66.0,,0.66,43.56
2020-01-22,57,66.0,,0.66,37.620000000000005
2020-01-23,61,66.0,,0.66,40.260000000000005
2020-01-24,70,66.0,,0.66,46.2
2020-01-25,15,66.0,,0.66,9.9
2020-01-26,14,66.0,,0.66,9.24
2020-01-27,56,66.0,,0.66,36.96
2020-01-28,60,66.0,,0.66,39.6
2020-01-29,76,66.0,,0.66,50.160000000000004
2020-01-30,77,66.0,,0.66,50.82
2020-01-31,60,66.0,,0.66,39.6
2020-02-01,20,62.0,False,0.62,12.4
2020-02-02,16,62.0,,0.62,9.92
2020-02-03,39,62.0,,0.62,24.18
2020-02-04,55,62.0,,0.62,34.1
2020-02-05,65,62.0,,0.62,40.3
2020-02-06,47,62.0,,0.62,29.14
2020-02-07,42,62.0,,0.62,26.04
2020-02-08,13,62.0,,0.62,8.06
2020-02-09,8,62.0,,0.62,4.96
2020-02-10,35,62.0,,0.62,21.7
2020-02-11,42,62.0,,0.62,26.04
2020-02-12,55,62.0,,0.62,34.1
2020-02-13,41,62.0,,0.62,25.419999999999998
2020-02-14,56,62.0,,0.62,34.72
2020-02-15,20,62.0,,0.62,12.4
2020-02-16,10,62.0,,0.62,6.2
2020-02-17,22,62.0,,0.62,13.64
2020-02-18,42,62.0,,0.62,26.04
2020-02-19,57,62.0,,0.62,35.339999999999996
2020-02-20,65,62.0,,0.62,40.3
2020-02-21,42,62.0,,0.62,26.04
2020-02-22,17,62.0,,0.62,10.54
2020-02-23,10,62.0,,0.62,6.2
2020-02-24,46,62.0,,0.62,28.52
2020-02-25,48,62.0,,0.62,29.759999999999998
2020-02-26,100,62.0,,0.62,62.0
2020-02-27,86,62.0,,0.62,53.32
2020-02-28,66,62.0,,0.62,40.92
2020-02-29,27,62.0,,0.62,16.74
2020-03-01,11,69.0,False,0.69,7.59
2020-03-02,61,69.0,,0.69,42.089999999999996
2020-03-03,70,69.0,,0.69,48.3
2020-03-04,62,69.0,,0.69,42.779999999999994
2020-03-05,48,69.0,,0.69,33.12
2020-03-06,54,69.0,,0.69,37.26
2020-03-07,22,69.0,,0.69,15.18
2020-03-08,16,69.0,,0.69,11.04
2020-03-09,100,69.0,,0.69,69.0
2020-03-10,90,69.0,,0.69,62.099999999999994
2020-03-11,72,69.0,,0.69,49.67999999999999
2020-03-12,76,69.0,,0.69,52.44
2020-03-13,76,69.0,,0.69,52.44
2020-03-14,47,69.0,,0.69,32.43
2020-03-15,22,69.0,,0.69,15.18
2020-03-16,84,69.0,,0.69,57.959999999999994
2020-03-17,65,69.0,,0.69,44.849999999999994
2020-03-18,69,69.0,,0.69,47.61
2020-03-19,55,69.0,,0.69,37.949999999999996
2020-03-20,48,69.0,,0.69,33.12
2020-03-21,18,69.0,,0.69,12.419999999999998
2020-03-22,12,69.0,,0.69,8.28
2020-03-23,33,69.0,,0.69,22.77
2020-03-24,48,69.0,,0.69,33.12
2020-03-25,50,69.0,,0.69,34.5
2020-03-26,42,69.0,,0.69,28.979999999999997
2020-03-27,38,69.0,,0.69,26.22
2020-03-28,19,69.0,,0.69,13.11
2020-03-29,11,69.0,,0.69,7.59
2020-03-30,41,69.0,,0.69,28.29
2020-03-31,40,69.0,,0.69,27.599999999999998
2020-04-01,36,78.0,False,0.78,28.080000000000002
2020-04-02,41,78.0,,0.78,31.98
2020-04-03,34,78.0,,0.78,26.52
2020-04-04,21,78.0,,0.78,16.38
2020-04-05,29,78.0,,0.78,22.62
2020-04-06,35,78.0,,0.78,27.3
2020-04-07,41,78.0,,0.78,31.98
2020-04-08,39,78.0,,0.78,30.42
2020-04-09,42,78.0,,0.78,32.76
2020-04-10,18,78.0,,0.78,14.040000000000001
2020-04-11,15,78.0,,0.78,11.700000000000001
2020-04-12,10,78.0,,0.78,7.800000000000001
2020-04-13,49,78.0,,0.78,38.22
2020-04-14,50,78.0,,0.78,39.0
2020-04-15,100,78.0,,0.78,78.0
2020-04-16,68,78.0,,0.78,53.04
2020-04-17,44,78.0,,0.78,34.32
2020-04-18,27,78.0,,0.78,21.060000000000002
2020-04-19,14,78.0,,0.78,10.92
2020-04-20,54,78.0,,0.78,42.120000000000005
2020-04-21,43,78.0,,0.78,33.54
2020-04-22,43,78.0,,0.78,33.54
2020-04-23,79,78.0,,0.78,61.620000000000005
2020-04-24,81,78.0,,0.78,63.18
2020-04-25,29,78.0,,0.78,22.62
2020-04-26,18,78.0,,0.78,14.040000000000001
2020-04-27,63,78.0,,0.78,49.14
2020-04-28,44,78.0,,0.78,34.32
2020-04-29,59,78.0,,0.78,46.02
2020-04-30,80,78.0,,0.78,62.400000000000006
2020-05-01,100,45.0,False,0.45,45.0
2020-05-02,26,45.0,,0.45,11.700000000000001
2020-05-03,28,45.0,,0.45,12.6
2020-05-04,67,45.0,,0.45,30.150000000000002
2020-05-05,69,45.0,,0.45,31.05
2020-05-06,62,45.0,,0.45,27.900000000000002
2020-05-07,61,45.0,,0.45,27.45
2020-05-08,57,45.0,,0.45,25.650000000000002
2020-05-09,32,45.0,,0.45,14.4
2020-05-10,17,45.0,,0.45,7.65
2020-05-11,66,45.0,,0.45,29.7
2020-05-12,100,45.0,,0.45,45.0
2020-05-13,69,45.0,,0.45,31.05
2020-05-14,57,45.0,,0.45,25.650000000000002
2020-05-15,88,45.0,,0.45,39.6
2020-05-16,32,45.0,,0.45,14.4
2020-05-17,15,45.0,,0.45,6.75
2020-05-18,61,45.0,,0.45,27.45
2020-05-19,61,45.0,,0.45,27.45
2020-05-20,58,45.0,,0.45,26.1
2020-05-21,50,45.0,,0.45,22.5
2020-05-22,53,45.0,,0.45,23.85
2020-05-23,21,45.0,,0.45,9.450000000000001
2020-05-24,11,45.0,,0.45,4.95
2020-05-25,16,45.0,,0.45,7.2
2020-05-26,42,45.0,,0.45,18.900000000000002
2020-05-27,47,45.0,,0.45,21.150000000000002
2020-05-28,47,45.0,,0.45,21.150000000000002
2020-05-29,43,45.0,,0.45,19.35
2020-05-30,10,45.0,,0.45,4.5
2020-05-31,12,45.0,,0.45,5.4
2020-06-01,6,100.0,False,1.0,6.0
2020-06-02,7,100.0,,1.0,7.0
2020-06-03,6,100.0,,1.0,6.0
2020-06-04,4,100.0,,1.0,4.0
2020-06-05,11,100.0,,1.0,11.0
2020-06-06,8,100.0,,1.0,8.0
2020-06-07,7,100.0,,1.0,7.0
2020-06-08,70,100.0,,1.0,70.0
2020-06-09,100,100.0,,1.0,100.0
2020-06-10,43,100.0,,1.0,43.0
2020-06-11,28,100.0,,1.0,28.0
2020-06-12,23,100.0,,1.0,23.0
2020-06-13,7,100.0,,1.0,7.0
2020-06-14,3,100.0,,1.0,3.0
2020-06-15,13,100.0,,1.0,13.0
2020-06-16,22,100.0,,1.0,22.0
2020-06-17,16,100.0,,1.0,16.0
2020-06-18,15,100.0,,1.0,15.0
2020-06-19,13,100.0,,1.0,13.0
2020-06-20,5,100.0,,1.0,5.0
2020-06-21,3,100.0,,1.0,3.0
2020-06-22,13,100.0,,1.0,13.0
2020-06-23,12,100.0,,1.0,12.0
2020-06-24,11,100.0,,1.0,11.0
2020-06-25,11,100.0,,1.0,11.0
2020-06-26,11,100.0,,1.0,11.0
2020-06-27,4,100.0,,1.0,4.0
2020-06-28,11,100.0,,1.0,11.0
2020-06-29,37,100.0,,1.0,37.0
2020-06-30,18,100.0,,1.0,18.0
2020-07-01,100,23.0,False,0.23,23.0
2020-07-02,59,23.0,,0.23,13.57
2020-07-03,43,23.0,,0.23,9.89
2020-07-04,30,23.0,,0.23,6.9
2020-07-05,14,23.0,,0.23,3.22
2020-07-06,65,23.0,,0.23,14.950000000000001
2020-07-07,50,23.0,,0.23,11.5
2020-07-08,61,23.0,,0.23,14.030000000000001
2020-07-09,57,23.0,,0.23,13.110000000000001
2020-07-10,47,23.0,,0.23,10.81
2020-07-11,19,23.0,,0.23,4.37
2020-07-12,14,23.0,,0.23,3.22
2020-07-13,33,23.0,,0.23,7.590000000000001
2020-07-14,36,23.0,,0.23,8.280000000000001
2020-07-15,46,23.0,,0.23,10.58
2020-07-16,28,23.0,,0.23,6.44
2020-07-17,41,23.0,,0.23,9.43
2020-07-18,16,23.0,,0.23,3.68
2020-07-19,13,23.0,,0.23,2.99
2020-07-20,26,23.0,,0.23,5.98
2020-07-21,25,23.0,,0.23,5.75
2020-07-22,30,23.0,,0.23,6.9
2020-07-23,33,23.0,,0.23,7.590000000000001
2020-07-24,26,23.0,,0.23,5.98
2020-07-25,15,23.0,,0.23,3.45
2020-07-26,9,23.0,,0.23,2.0700000000000003
2020-07-27,28,23.0,,0.23,6.44
2020-07-28,31,23.0,,0.23,7.13
2020-07-29,21,23.0,,0.23,4.83
2020-07-30,18,23.0,,0.23,4.140000000000001
2020-07-31,26,23.0,,0.23,5.98
2020-08-01,43,12.0,False,0.12,5.16
2020-08-02,24,12.0,,0.12,2.88
2020-08-03,100,12.0,,0.12,12.0
2020-08-04,53,12.0,,0.12,6.359999999999999
2020-08-05,100,12.0,,0.12,12.0
2020-08-06,79,12.0,,0.12,9.48
2020-08-07,74,12.0,,0.12,8.879999999999999
2020-08-08,34,12.0,,0.12,4.08
2020-08-09,38,12.0,,0.12,4.56
2020-08-10,70,12.0,,0.12,8.4
2020-08-11,78,12.0,,0.12,9.36
2020-08-12,74,12.0,,0.12,8.879999999999999
2020-08-13,78,12.0,,0.12,9.36
2020-08-14,42,12.0,,0.12,5.04
2020-08-15,61,12.0,,0.12,7.319999999999999
2020-08-16,33,12.0,,0.12,3.96
2020-08-17,65,12.0,,0.12,7.8
2020-08-18,56,12.0,,0.12,6.72
2020-08-19,56,12.0,,0.12,6.72
2020-08-20,64,12.0,,0.12,7.68
2020-08-21,74,12.0,,0.12,8.879999999999999
2020-08-22,43,12.0,,0.12,5.16
2020-08-23,24,12.0,,0.12,2.88
2020-08-24,58,12.0,,0.12,6.96
2020-08-25,66,12.0,,0.12,7.92
2020-08-26,62,12.0,,0.12,7.4399999999999995
2020-08-27,46,12.0,,0.12,5.52
2020-08-28,60,12.0,,0.12,7.199999999999999
2020-08-29,50,12.0,,0.12,6.0
2020-08-30,42,12.0,,0.12,5.04
2020-08-31,58,12.0,,0.12,6.96
2020-09-01,45,11.0,False,0.11,4.95
2020-09-02,78,11.0,,0.11,8.58
2020-09-03,57,11.0,,0.11,6.2700000000000005
2020-09-04,78,11.0,,0.11,8.58
2020-09-05,21,11.0,,0.11,2.31
2020-09-06,26,11.0,,0.11,2.86
2020-09-07,39,11.0,,0.11,4.29
2020-09-08,78,11.0,,0.11,8.58
2020-09-09,74,11.0,,0.11,8.14
2020-09-10,75,11.0,,0.11,8.25
2020-09-11,50,11.0,,0.11,5.5
2020-09-12,60,11.0,,0.11,6.6
2020-09-13,39,11.0,,0.11,4.29
2020-09-14,74,11.0,,0.11,8.14
2020-09-15,69,11.0,,0.11,7.59
2020-09-16,90,11.0,,0.11,9.9
2020-09-17,76,11.0,,0.11,8.36
2020-09-18,100,11.0,,0.11,11.0
2020-09-19,25,11.0,,0.11,2.75
2020-09-20,70,11.0,,0.11,7.7
2020-09-21,53,11.0,,0.11,5.83
2020-09-22,64,11.0,,0.11,7.04
2020-09-23,79,11.0,,0.11,8.69
2020-09-24,52,11.0,,0.11,5.72
2020-09-25,41,11.0,,0.11,4.51
2020-09-26,43,11.0,,0.11,4.73
2020-09-27,52,11.0,,0.11,5.72
2020-09-28,44,11.0,,0.11,4.84
2020-09-29,57,11.0,,0.11,6.2700000000000005
2020-09-30,45,11.0,,0.11,4.95
2020-10-01,55,9.0,False,0.09,4.95
2020-10-02,69,9.0,,0.09,6.21
2020-10-03,52,9.0,,0.09,4.68
2020-10-04,15,9.0,,0.09,1.3499999999999999
2020-10-05,99,9.0,,0.09,8.91
2020-10-06,73,9.0,,0.09,6.569999999999999
2020-10-07,75,9.0,,0.09,6.75
2020-10-08,61,9.0,,0.09,5.49
2020-10-09,93,9.0,,0.09,8.37
2020-10-10,63,9.0,,0.09,5.67
2020-10-11,46,9.0,,0.09,4.14
2020-10-12,55,9.0,,0.09,4.95
2020-10-13,56,9.0,,0.09,5.04
2020-10-14,92,9.0,,0.09,8.28
2020-10-15,69,9.0,,0.09,6.21
2020-10-16,100,9.0,,0.09,9.0
2020-10-17,48,9.0,,0.09,4.32
2020-10-18,63,9.0,,0.09,5.67
2020-10-19,56,9.0,,0.09,5.04
2020-10-20,57,9.0,,0.09,5.13
2020-10-21,43,9.0,,0.09,3.8699999999999997
2020-10-22,92,9.0,,0.09,8.28
2020-10-23,51,9.0,,0.09,4.59
2020-10-24,32,9.0,,0.09,2.88
2020-10-25,55,9.0,,0.09,4.95
2020-10-26,28,9.0,,0.09,2.52
2020-10-27,99,9.0,,0.09,8.91
2020-10-28,91,9.0,,0.09,8.19
2020-10-29,48,9.0,,0.09,4.32
2020-10-30,94,9.0,,0.09,8.459999999999999
2020-10-31,25,9.0,,0.09,2.25
2020-11-01,54,9.0,False,0.09,4.859999999999999
2020-11-02,57,9.0,,0.09,5.13
2020-11-03,72,9.0,,0.09,6.4799999999999995
2020-11-04,37,9.0,,0.09,3.33
2020-11-05,25,9.0,,0.09,2.25
2020-11-06,51,9.0,,0.09,4.59
2020-11-07,22,9.0,,0.09,1.98
2020-11-08,18,9.0,,0.09,1.6199999999999999
2020-11-09,61,9.0,,0.09,5.49
2020-11-10,94,9.0,,0.09,8.459999999999999
2020-11-11,82,9.0,,0.09,7.38
2020-11-12,75,9.0,,0.09,6.75
2020-11-13,67,9.0,,0.09,6.029999999999999
2020-11-14,19,9.0,,0.09,1.71
2020-11-15,69,9.0,,0.09,6.21
2020-11-16,45,9.0,,0.09,4.05
2020-11-17,100,9.0,,0.09,9.0
2020-11-18,63,9.0,,0.09,5.67
2020-11-19,73,9.0,,0.09,6.569999999999999
2020-11-20,41,9.0,,0.09,3.69
2020-11-21,57,9.0,,0.09,5.13
2020-11-22,12,9.0,,0.09,1.08
2020-11-23,35,9.0,,0.09,3.15
2020-11-24,53,9.0,,0.09,4.77
2020-11-25,59,9.0,,0.09,5.31
2020-11-26,18,9.0,,0.09,1.6199999999999999
2020-11-27,48,9.0,,0.09,4.32
2020-11-28,12,9.0,,0.09,1.08
2020-11-29,30,9.0,,0.09,2.6999999999999997
2020-11-30,48,9.0,,0.09,4.32
2020-12-01,81,8.0,False,0.08,6.48
2020-12-02,54,8.0,,0.08,4.32
2020-12-03,88,8.0,,0.08,7.04
2020-12-04,90,8.0,,0.08,7.2
2020-12-05,30,8.0,,0.08,2.4
2020-12-06,15,8.0,,0.08,1.2
2020-12-07,20,8.0,,0.08,1.6
2020-12-08,54,8.0,,0.08,4.32
2020-12-09,49,8.0,,0.08,3.92
2020-12-10,89,8.0,,0.08,7.12
2020-12-11,98,8.0,,0.08,7.84
2020-12-12,38,8.0,,0.08,3.04
2020-12-13,60,8.0,,0.08,4.8
2020-12-14,68,8.0,,0.08,5.44
2020-12-15,75,8.0,,0.08,6.0
2020-12-16,56,8.0,,0.08,4.48
2020-12-17,69,8.0,,0.08,5.5200000000000005
2020-12-18,58,8.0,,0.08,4.64
2020-12-19,55,8.0,,0.08,4.4
2020-12-20,32,8.0,,0.08,2.56
2020-12-21,36,8.0,,0.08,2.88
2020-12-22,80,8.0,,0.08,6.4
2020-12-23,75,8.0,,0.08,6.0
2020-12-24,62,8.0,,0.08,4.96
2020-12-25,44,8.0,,0.08,3.52
2020-12-26,41,8.0,,0.08,3.2800000000000002
2020-12-27,75,8.0,,0.08,6.0
2020-12-28,57,8.0,,0.08,4.5600000000000005
2020-12-29,100,8.0,,0.08,8.0
2020-12-30,100,8.0,,0.08,8.0
2020-12-31,86,8.0,,0.08,6.88
2021-01-01,30,11.0,False,0.11,3.3
2021-01-02,24,11.0,,0.11,2.64
2021-01-03,57,11.0,,0.11,6.2700000000000005
2021-01-04,55,11.0,,0.11,6.05
2021-01-05,86,11.0,,0.11,9.46
2021-01-06,34,11.0,,0.11,3.74
2021-01-07,82,11.0,,0.11,9.02
2021-01-08,57,11.0,,0.11,6.2700000000000005
2021-01-09,47,11.0,,0.11,5.17
2021-01-10,9,11.0,,0.11,0.99
2021-01-11,68,11.0,,0.11,7.48
2021-01-12,35,11.0,,0.11,3.85
2021-01-13,62,11.0,,0.11,6.82
2021-01-14,76,11.0,,0.11,8.36
2021-01-15,83,11.0,,0.11,9.13
2021-01-16,33,11.0,,0.11,3.63
2021-01-17,9,11.0,,0.11,0.99
2021-01-18,32,11.0,,0.11,3.52
2021-01-19,70,11.0,,0.11,7.7
2021-01-20,56,11.0,,0.11,6.16
2021-01-21,52,11.0,,0.11,5.72
2021-01-22,70,11.0,,0.11,7.7
2021-01-23,34,11.0,,0.11,3.74
2021-01-24,48,11.0,,0.11,5.28
2021-01-25,47,11.0,,0.11,5.17
2021-01-26,48,11.0,,0.11,5.28
2021-01-27,47,11.0,,0.11,5.17
2021-01-28,100,11.0,,0.11,11.0
2021-01-29,83,11.0,,0.11,9.13
2021-01-30,44,11.0,,0.11,4.84
2021-01-31,49,11.0,,0.11,5.39
2021-02-01,30,14.0,False,0.14,4.2
2021-02-02,43,14.0,,0.14,6.0200000000000005
2021-02-03,33,14.0,,0.14,4.62
2021-02-04,44,14.0,,0.14,6.16
2021-02-05,43,14.0,,0.14,6.0200000000000005
2021-02-06,12,14.0,,0.14,1.6800000000000002
2021-02-07,10,14.0,,0.14,1.4000000000000001
2021-02-08,32,14.0,,0.14,4.48
2021-02-09,45,14.0,,0.14,6.300000000000001
2021-02-10,100,14.0,,0.14,14.000000000000002
2021-02-11,44,14.0,,0.14,6.16
2021-02-12,61,14.0,,0.14,8.540000000000001
2021-02-13,20,14.0,,0.14,2.8000000000000003
2021-02-14,7,14.0,,0.14,0.9800000000000001
2021-02-15,16,14.0,,0.14,2.24
2021-02-16,14,14.0,,0.14,1.9600000000000002
2021-02-17,52,14.0,,0.14,7.280000000000001
2021-02-18,47,14.0,,0.14,6.580000000000001
2021-02-19,29,14.0,,0.14,4.0600000000000005
2021-02-20,28,14.0,,0.14,3.9200000000000004
2021-02-21,33,14.0,,0.14,4.62
2021-02-22,39,14.0,,0.14,5.460000000000001
2021-02-23,29,14.0,,0.14,4.0600000000000005
2021-02-24,29,14.0,,0.14,4.0600000000000005
2021-02-25,25,14.0,,0.14,3.5000000000000004
2021-02-26,32,14.0,,0.14,4.48
2021-02-27,15,14.0,,0.14,2.1
2021-02-28,22,14.0,,0.14,3.08
2021-03-01,100,8.0,False,0.08,8.0
2021-03-02,75,8.0,,0.08,6.0
2021-03-03,19,8.0,,0.08,1.52
2021-03-04,57,8.0,,0.08,4.5600000000000005
2021-03-05,39,8.0,,0.08,3.12
2021-03-06,28,8.0,,0.08,2.24
2021-03-07,36,8.0,,0.08,2.88
2021-03-08,38,8.0,,0.08,3.04
2021-03-09,44,8.0,,0.08,3.52
2021-03-10,49,8.0,,0.08,3.92
2021-03-11,63,8.0,,0.08,5.04
2021-03-12,58,8.0,,0.08,4.64
2021-03-13,47,8.0,,0.08,3.7600000000000002
2021-03-14,47,8.0,,0.08,3.7600000000000002
2021-03-15,77,8.0,,0.08,6.16
2021-03-16,64,8.0,,0.08,5.12
2021-03-17,61,8.0,,0.08,4.88
2021-03-18,61,8.0,,0.08,4.88
2021-03-19,63,8.0,,0.08,5.04
2021-03-20,49,8.0,,0.08,3.92
2021-03-21,35,8.0,,0.08,2.8000000000000003
2021-03-22,75,8.0,,0.08,6.0
2021-03-23,37,8.0,,0.08,2.96
2021-03-24,67,8.0,,0.08,5.36
2021-03-25,69,8.0,,0.08,5.5200000000000005
2021-03-26,51,8.0,,0.08,4.08
2021-03-27,29,8.0,,0.08,2.32
2021-03-28,42,8.0,,0.08,3.36
2021-03-29,51,8.0,,0.08,4.08
2021-03-30,45,8.0,,0.08,3.6
2021-03-31,61,8.0,,0.08,4.88
2021-04-01,44,8.0,False,0.08,3.52
2021-04-02,33,8.0,,0.08,2.64
2021-04-03,36,8.0,,0.08,2.88
2021-04-04,44,8.0,,0.08,3.52
2021-04-05,91,8.0,,0.08,7.28
2021-04-06,43,8.0,,0.08,3.44
2021-04-07,80,8.0,,0.08,6.4
2021-04-08,67,8.0,,0.08,5.36
2021-04-09,49,8.0,,0.08,3.92
2021-04-10,55,8.0,,0.08,4.4
2021-04-11,28,8.0,,0.08,2.24
2021-04-12,31,8.0,,0.08,2.48
2021-04-13,37,8.0,,0.08,2.96
2021-04-14,61,8.0,,0.08,4.88
2021-04-15,55,8.0,,0.08,4.4
2021-04-16,50,8.0,,0.08,4.0
2021-04-17,28,8.0,,0.08,2.24
