date,PTON_unscaled,PTON_monthly,isPartial,scale,PTON
2018-01-16,0,1.0,,0.01,0.0
2018-01-17,0,1.0,,0.01,0.0
2018-01-18,34,1.0,,0.01,0.34
2018-01-19,0,1.0,,0.01,0.0
2018-01-20,0,1.0,,0.01,0.0
2018-01-21,0,1.0,,0.01,0.0
2018-01-22,66,1.0,,0.01,0.66
2018-01-23,0,1.0,,0.01,0.0
2018-01-24,34,1.0,,0.01,0.34
2018-01-25,0,1.0,,0.01,0.0
2018-01-26,0,1.0,,0.01,0.0
2018-01-27,0,1.0,,0.01,0.0
2018-01-28,0,1.0,,0.01,0.0
2018-01-29,0,1.0,,0.01,0.0
2018-01-30,0,1.0,,0.01,0.0
2018-01-31,67,1.0,,0.01,0.67
2018-02-01,0,1.0,False,0.01,0.0
2018-02-02,0,1.0,,0.01,0.0
2018-02-03,51,1.0,,0.01,0.51
2018-02-04,50,1.0,,0.01,0.5
2018-02-05,41,1.0,,0.01,0.41000000000000003
2018-02-06,0,1.0,,0.01,0.0
2018-02-07,83,1.0,,0.01,0.8300000000000001
2018-02-08,0,1.0,,0.01,0.0
2018-02-09,43,1.0,,0.01,0.43
2018-02-10,0,1.0,,0.01,0.0
2018-02-11,50,1.0,,0.01,0.5
2018-02-12,0,1.0,,0.01,0.0
2018-02-13,42,1.0,,0.01,0.42
2018-02-14,0,1.0,,0.01,0.0
2018-02-15,87,1.0,,0.01,0.87
2018-02-16,0,1.0,,0.01,0.0
2018-02-17,0,1.0,,0.01,0.0
2018-02-18,0,1.0,,0.01,0.0
2018-02-19,44,1.0,,0.01,0.44
2018-02-20,84,1.0,,0.01,0.84
2018-02-21,0,1.0,,0.01,0.0
2018-02-22,0,1.0,,0.01,0.0
2018-02-23,0,1.0,,0.01,0.0
2018-02-24,100,1.0,,0.01,1.0
2018-02-25,51,1.0,,0.01,0.51
2018-02-26,41,1.0,,0.01,0.41000000000000003
2018-02-27,84,1.0,,0.01,0.84
2018-02-28,0,1.0,,0.01,0.0
2018-03-01,52,1.0,False,0.01,0.52
2018-03-02,27,1.0,,0.01,0.27
2018-03-03,0,1.0,,0.01,0.0
2018-03-04,0,1.0,,0.01,0.0
2018-03-05,27,1.0,,0.01,0.27
2018-03-06,0,1.0,,0.01,0.0
2018-03-07,0,1.0,,0.01,0.0
2018-03-08,27,1.0,,0.01,0.27
2018-03-09,0,1.0,,0.01,0.0
2018-03-10,65,1.0,,0.01,0.65
2018-03-11,64,1.0,,0.01,0.64
2018-03-12,27,1.0,,0.01,0.27
2018-03-13,0,1.0,,0.01,0.0
2018-03-14,27,1.0,,0.01,0.27
2018-03-15,28,1.0,,0.01,0.28
2018-03-16,0,1.0,,0.01,0.0
2018-03-17,0,1.0,,0.01,0.0
2018-03-18,100,1.0,,0.01,1.0
2018-03-19,27,1.0,,0.01,0.27
2018-03-20,0,1.0,,0.01,0.0
2018-03-21,0,1.0,,0.01,0.0
2018-03-22,28,1.0,,0.01,0.28
2018-03-23,29,1.0,,0.01,0.29
2018-03-24,33,1.0,,0.01,0.33
2018-03-25,33,1.0,,0.01,0.33
2018-03-26,28,1.0,,0.01,0.28
2018-03-27,28,1.0,,0.01,0.28
2018-03-28,28,1.0,,0.01,0.28
2018-03-29,58,1.0,,0.01,0.58
2018-03-30,60,1.0,,0.01,0.6
2018-03-31,0,1.0,,0.01,0.0
2018-04-01,0,1.0,False,0.01,0.0
2018-04-02,0,1.0,,0.01,0.0
2018-04-03,0,1.0,,0.01,0.0
2018-04-04,51,1.0,,0.01,0.51
2018-04-05,52,1.0,,0.01,0.52
2018-04-06,0,1.0,,0.01,0.0
2018-04-07,60,1.0,,0.01,0.6
2018-04-08,0,1.0,,0.01,0.0
2018-04-09,51,1.0,,0.01,0.51
2018-04-10,0,1.0,,0.01,0.0
2018-04-11,50,1.0,,0.01,0.5
2018-04-12,51,1.0,,0.01,0.51
2018-04-13,52,1.0,,0.01,0.52
2018-04-14,0,1.0,,0.01,0.0
2018-04-15,0,1.0,,0.01,0.0
2018-04-16,0,1.0,,0.01,0.0
2018-04-17,50,1.0,,0.01,0.5
2018-04-18,0,1.0,,0.01,0.0
2018-04-19,0,1.0,,0.01,0.0
2018-04-20,0,1.0,,0.01,0.0
2018-04-21,0,1.0,,0.01,0.0
2018-04-22,0,1.0,,0.01,0.0
2018-04-23,49,1.0,,0.01,0.49
2018-04-24,0,1.0,,0.01,0.0
2018-04-25,49,1.0,,0.01,0.49
2018-04-26,0,1.0,,0.01,0.0
2018-04-27,52,1.0,,0.01,0.52
2018-04-28,0,1.0,,0.01,0.0
2018-04-29,0,1.0,,0.01,0.0
2018-04-30,100,1.0,,0.01,1.0
2018-05-01,0,1.0,False,0.01,0.0
2018-05-02,0,1.0,,0.01,0.0
2018-05-03,0,1.0,,0.01,0.0
2018-05-04,33,1.0,,0.01,0.33
2018-05-05,0,1.0,,0.01,0.0
2018-05-06,40,1.0,,0.01,0.4
2018-05-07,0,1.0,,0.01,0.0
2018-05-08,0,1.0,,0.01,0.0
2018-05-09,0,1.0,,0.01,0.0
2018-05-10,33,1.0,,0.01,0.33
2018-05-11,34,1.0,,0.01,0.34
2018-05-12,0,1.0,,0.01,0.0
2018-05-13,40,1.0,,0.01,0.4
2018-05-14,100,1.0,,0.01,1.0
2018-05-15,65,1.0,,0.01,0.65
2018-05-16,32,1.0,,0.01,0.32
2018-05-17,33,1.0,,0.01,0.33
2018-05-18,68,1.0,,0.01,0.68
2018-05-19,0,1.0,,0.01,0.0
2018-05-20,0,1.0,,0.01,0.0
2018-05-21,33,1.0,,0.01,0.33
2018-05-22,33,1.0,,0.01,0.33
2018-05-23,0,1.0,,0.01,0.0
2018-05-24,35,1.0,,0.01,0.35000000000000003
2018-05-25,36,1.0,,0.01,0.36
2018-05-26,0,1.0,,0.01,0.0
2018-05-27,82,1.0,,0.01,0.8200000000000001
2018-05-28,39,1.0,,0.01,0.39
2018-05-29,0,1.0,,0.01,0.0
2018-05-30,66,1.0,,0.01,0.66
2018-05-31,67,1.0,,0.01,0.67
2018-06-01,25,1.0,False,0.01,0.25
2018-06-02,60,1.0,,0.01,0.6
2018-06-03,30,1.0,,0.01,0.3
2018-06-04,24,1.0,,0.01,0.24
2018-06-05,0,1.0,,0.01,0.0
2018-06-06,0,1.0,,0.01,0.0
2018-06-07,0,1.0,,0.01,0.0
2018-06-08,26,1.0,,0.01,0.26
2018-06-09,0,1.0,,0.01,0.0
2018-06-10,29,1.0,,0.01,0.29
2018-06-11,0,1.0,,0.01,0.0
2018-06-12,46,1.0,,0.01,0.46
2018-06-13,0,1.0,,0.01,0.0
2018-06-14,0,1.0,,0.01,0.0
2018-06-15,26,1.0,,0.01,0.26
2018-06-16,0,1.0,,0.01,0.0
2018-06-17,0,1.0,,0.01,0.0
2018-06-18,100,1.0,,0.01,1.0
2018-06-19,0,1.0,,0.01,0.0
2018-06-20,25,1.0,,0.01,0.25
2018-06-21,25,1.0,,0.01,0.25
2018-06-22,25,1.0,,0.01,0.25
2018-06-23,87,1.0,,0.01,0.87
2018-06-24,30,1.0,,0.01,0.3
2018-06-25,0,1.0,,0.01,0.0
2018-06-26,75,1.0,,0.01,0.75
2018-06-27,25,1.0,,0.01,0.25
2018-06-28,0,1.0,,0.01,0.0
2018-06-29,26,1.0,,0.01,0.26
2018-06-30,29,1.0,,0.01,0.29
2018-07-01,39,1.0,False,0.01,0.39
2018-07-02,33,1.0,,0.01,0.33
2018-07-03,0,1.0,,0.01,0.0
2018-07-04,0,1.0,,0.01,0.0
2018-07-05,0,1.0,,0.01,0.0
2018-07-06,0,1.0,,0.01,0.0
2018-07-07,39,1.0,,0.01,0.39
2018-07-08,0,1.0,,0.01,0.0
2018-07-09,0,1.0,,0.01,0.0
2018-07-10,0,1.0,,0.01,0.0
2018-07-11,62,1.0,,0.01,0.62
2018-07-12,0,1.0,,0.01,0.0
2018-07-13,35,1.0,,0.01,0.35000000000000003
2018-07-14,39,1.0,,0.01,0.39
2018-07-15,0,1.0,,0.01,0.0
2018-07-16,0,1.0,,0.01,0.0
2018-07-17,100,1.0,,0.01,1.0
2018-07-18,34,1.0,,0.01,0.34
2018-07-19,69,1.0,,0.01,0.6900000000000001
2018-07-20,0,1.0,,0.01,0.0
2018-07-21,0,1.0,,0.01,0.0
2018-07-22,0,1.0,,0.01,0.0
2018-07-23,0,1.0,,0.01,0.0
2018-07-24,67,1.0,,0.01,0.67
2018-07-25,0,1.0,,0.01,0.0
2018-07-26,0,1.0,,0.01,0.0
2018-07-27,35,1.0,,0.01,0.35000000000000003
2018-07-28,0,1.0,,0.01,0.0
2018-07-29,40,1.0,,0.01,0.4
2018-07-30,34,1.0,,0.01,0.34
2018-07-31,0,1.0,,0.01,0.0
2018-08-01,43,1.0,False,0.01,0.43
2018-08-02,0,1.0,,0.01,0.0
2018-08-03,0,1.0,,0.01,0.0
2018-08-04,26,1.0,,0.01,0.26
2018-08-05,25,1.0,,0.01,0.25
2018-08-06,22,1.0,,0.01,0.22
2018-08-07,43,1.0,,0.01,0.43
2018-08-08,0,1.0,,0.01,0.0
2018-08-09,0,1.0,,0.01,0.0
2018-08-10,22,1.0,,0.01,0.22
2018-08-11,100,1.0,,0.01,1.0
2018-08-12,0,1.0,,0.01,0.0
2018-08-13,22,1.0,,0.01,0.22
2018-08-14,22,1.0,,0.01,0.22
2018-08-15,22,1.0,,0.01,0.22
2018-08-16,22,1.0,,0.01,0.22
2018-08-17,0,1.0,,0.01,0.0
2018-08-18,0,1.0,,0.01,0.0
2018-08-19,26,1.0,,0.01,0.26
2018-08-20,0,1.0,,0.01,0.0
2018-08-21,0,1.0,,0.01,0.0
2018-08-22,0,1.0,,0.01,0.0
2018-08-23,22,1.0,,0.01,0.22
2018-08-24,44,1.0,,0.01,0.44
2018-08-25,0,1.0,,0.01,0.0
2018-08-26,0,1.0,,0.01,0.0
2018-08-27,43,1.0,,0.01,0.43
2018-08-28,0,1.0,,0.01,0.0
2018-08-29,0,1.0,,0.01,0.0
2018-08-30,22,1.0,,0.01,0.22
2018-08-31,22,1.0,,0.01,0.22
2018-09-01,40,1.0,False,0.01,0.4
2018-09-02,41,1.0,,0.01,0.41000000000000003
2018-09-03,0,1.0,,0.01,0.0
2018-09-04,34,1.0,,0.01,0.34
2018-09-05,0,1.0,,0.01,0.0
2018-09-06,33,1.0,,0.01,0.33
2018-09-07,33,1.0,,0.01,0.33
2018-09-08,0,1.0,,0.01,0.0
2018-09-09,0,1.0,,0.01,0.0
2018-09-10,0,1.0,,0.01,0.0
2018-09-11,0,1.0,,0.01,0.0
2018-09-12,33,1.0,,0.01,0.33
2018-09-13,33,1.0,,0.01,0.33
2018-09-14,34,1.0,,0.01,0.34
2018-09-15,40,1.0,,0.01,0.4
2018-09-16,39,1.0,,0.01,0.39
2018-09-17,33,1.0,,0.01,0.33
2018-09-18,65,1.0,,0.01,0.65
2018-09-19,0,1.0,,0.01,0.0
2018-09-20,0,1.0,,0.01,0.0
2018-09-21,68,1.0,,0.01,0.68
2018-09-22,41,1.0,,0.01,0.41000000000000003
2018-09-23,39,1.0,,0.01,0.39
2018-09-24,0,1.0,,0.01,0.0
2018-09-25,100,1.0,,0.01,1.0
2018-09-26,0,1.0,,0.01,0.0
2018-09-27,67,1.0,,0.01,0.67
2018-09-28,34,1.0,,0.01,0.34
2018-09-29,41,1.0,,0.01,0.41000000000000003
2018-09-30,0,1.0,,0.01,0.0
2018-10-01,0,1.0,False,0.01,0.0
2018-10-02,27,1.0,,0.01,0.27
2018-10-03,0,1.0,,0.01,0.0
2018-10-04,56,1.0,,0.01,0.56
2018-10-05,0,1.0,,0.01,0.0
2018-10-06,100,1.0,,0.01,1.0
2018-10-07,32,1.0,,0.01,0.32
2018-10-08,0,1.0,,0.01,0.0
2018-10-09,28,1.0,,0.01,0.28
2018-10-10,28,1.0,,0.01,0.28
2018-10-11,0,1.0,,0.01,0.0
2018-10-12,29,1.0,,0.01,0.29
2018-10-13,0,1.0,,0.01,0.0
2018-10-14,0,1.0,,0.01,0.0
2018-10-15,0,1.0,,0.01,0.0
2018-10-16,28,1.0,,0.01,0.28
2018-10-17,28,1.0,,0.01,0.28
2018-10-18,0,1.0,,0.01,0.0
2018-10-19,29,1.0,,0.01,0.29
2018-10-20,0,1.0,,0.01,0.0
2018-10-21,0,1.0,,0.01,0.0
2018-10-22,28,1.0,,0.01,0.28
2018-10-23,55,1.0,,0.01,0.55
2018-10-24,27,1.0,,0.01,0.27
2018-10-25,28,1.0,,0.01,0.28
2018-10-26,0,1.0,,0.01,0.0
2018-10-27,0,1.0,,0.01,0.0
2018-10-28,33,1.0,,0.01,0.33
2018-10-29,27,1.0,,0.01,0.27
2018-10-30,0,1.0,,0.01,0.0
2018-10-31,29,1.0,,0.01,0.29
2018-11-01,30,1.0,False,0.01,0.3
2018-11-02,29,1.0,,0.01,0.29
2018-11-03,34,1.0,,0.01,0.34
2018-11-04,32,1.0,,0.01,0.32
2018-11-05,52,1.0,,0.01,0.52
2018-11-06,28,1.0,,0.01,0.28
2018-11-07,73,1.0,,0.01,0.73
2018-11-08,0,1.0,,0.01,0.0
2018-11-09,29,1.0,,0.01,0.29
2018-11-10,33,1.0,,0.01,0.33
2018-11-11,66,1.0,,0.01,0.66
2018-11-12,28,1.0,,0.01,0.28
2018-11-13,0,1.0,,0.01,0.0
2018-11-14,28,1.0,,0.01,0.28
2018-11-15,56,1.0,,0.01,0.56
2018-11-16,58,1.0,,0.01,0.58
2018-11-17,68,1.0,,0.01,0.68
2018-11-18,100,1.0,,0.01,1.0
2018-11-19,0,1.0,,0.01,0.0
2018-11-20,29,1.0,,0.01,0.29
2018-11-21,0,1.0,,0.01,0.0
2018-11-22,0,1.0,,0.01,0.0
2018-11-23,0,1.0,,0.01,0.0
2018-11-24,64,1.0,,0.01,0.64
2018-11-25,32,1.0,,0.01,0.32
2018-11-26,0,1.0,,0.01,0.0
2018-11-27,0,1.0,,0.01,0.0
2018-11-28,27,1.0,,0.01,0.27
2018-11-29,0,1.0,,0.01,0.0
2018-11-30,27,1.0,,0.01,0.27
2018-12-01,0,1.0,False,0.01,0.0
2018-12-02,0,1.0,,0.01,0.0
2018-12-03,32,1.0,,0.01,0.32
2018-12-04,0,1.0,,0.01,0.0
2018-12-05,64,1.0,,0.01,0.64
2018-12-06,33,1.0,,0.01,0.33
2018-12-07,34,1.0,,0.01,0.34
2018-12-08,0,1.0,,0.01,0.0
2018-12-09,0,1.0,,0.01,0.0
2018-12-10,0,1.0,,0.01,0.0
2018-12-11,0,1.0,,0.01,0.0
2018-12-12,100,1.0,,0.01,1.0
2018-12-13,33,1.0,,0.01,0.33
2018-12-14,65,1.0,,0.01,0.65
2018-12-15,41,1.0,,0.01,0.41000000000000003
2018-12-16,0,1.0,,0.01,0.0
2018-12-17,62,1.0,,0.01,0.62
2018-12-18,64,1.0,,0.01,0.64
2018-12-19,35,1.0,,0.01,0.35000000000000003
2018-12-20,35,1.0,,0.01,0.35000000000000003
2018-12-21,73,1.0,,0.01,0.73
2018-12-22,0,1.0,,0.01,0.0
2018-12-23,0,1.0,,0.01,0.0
2018-12-24,82,1.0,,0.01,0.8200000000000001
2018-12-25,0,1.0,,0.01,0.0
2018-12-26,0,1.0,,0.01,0.0
2018-12-27,0,1.0,,0.01,0.0
2018-12-28,0,1.0,,0.01,0.0
2018-12-29,40,1.0,,0.01,0.4
2018-12-30,0,1.0,,0.01,0.0
2018-12-31,37,1.0,,0.01,0.37
2019-01-01,0,1.0,False,0.01,0.0
2019-01-02,0,1.0,,0.01,0.0
2019-01-03,71,1.0,,0.01,0.71
2019-01-04,35,1.0,,0.01,0.35000000000000003
2019-01-05,39,1.0,,0.01,0.39
2019-01-06,39,1.0,,0.01,0.39
2019-01-07,68,1.0,,0.01,0.68
2019-01-08,66,1.0,,0.01,0.66
2019-01-09,34,1.0,,0.01,0.34
2019-01-10,0,1.0,,0.01,0.0
2019-01-11,0,1.0,,0.01,0.0
2019-01-12,80,1.0,,0.01,0.8
2019-01-13,0,1.0,,0.01,0.0
2019-01-14,0,1.0,,0.01,0.0
2019-01-15,0,1.0,,0.01,0.0
2019-01-16,34,1.0,,0.01,0.34
2019-01-17,100,1.0,,0.01,1.0
2019-01-18,33,1.0,,0.01,0.33
2019-01-19,39,1.0,,0.01,0.39
2019-01-20,38,1.0,,0.01,0.38
2019-01-21,34,1.0,,0.01,0.34
2019-01-22,33,1.0,,0.01,0.33
2019-01-23,33,1.0,,0.01,0.33
2019-01-24,0,1.0,,0.01,0.0
2019-01-25,69,1.0,,0.01,0.6900000000000001
2019-01-26,80,1.0,,0.01,0.8
2019-01-27,40,1.0,,0.01,0.4
2019-01-28,0,1.0,,0.01,0.0
2019-01-29,65,1.0,,0.01,0.65
2019-01-30,0,1.0,,0.01,0.0
2019-01-31,33,1.0,,0.01,0.33
2019-02-01,17,1.0,False,0.01,0.17
2019-02-02,0,1.0,,0.01,0.0
2019-02-03,41,1.0,,0.01,0.41000000000000003
2019-02-04,17,1.0,,0.01,0.17
2019-02-05,35,1.0,,0.01,0.35000000000000003
2019-02-06,34,1.0,,0.01,0.34
2019-02-07,34,1.0,,0.01,0.34
2019-02-08,53,1.0,,0.01,0.53
2019-02-09,0,1.0,,0.01,0.0
2019-02-10,20,1.0,,0.01,0.2
2019-02-11,33,1.0,,0.01,0.33
2019-02-12,17,1.0,,0.01,0.17
2019-02-13,0,1.0,,0.01,0.0
2019-02-14,17,1.0,,0.01,0.17
2019-02-15,0,1.0,,0.01,0.0
2019-02-16,0,1.0,,0.01,0.0
2019-02-17,21,1.0,,0.01,0.21
2019-02-18,0,1.0,,0.01,0.0
2019-02-19,17,1.0,,0.01,0.17
2019-02-20,0,1.0,,0.01,0.0
2019-02-21,34,1.0,,0.01,0.34
2019-02-22,18,1.0,,0.01,0.18
2019-02-23,100,1.0,,0.01,1.0
2019-02-24,21,1.0,,0.01,0.21
2019-02-25,0,1.0,,0.01,0.0
2019-02-26,17,1.0,,0.01,0.17
2019-02-27,17,1.0,,0.01,0.17
2019-02-28,0,1.0,,0.01,0.0
2019-03-01,0,1.0,False,0.01,0.0
2019-03-02,38,1.0,,0.01,0.38
2019-03-03,0,1.0,,0.01,0.0
2019-03-04,0,1.0,,0.01,0.0
2019-03-05,0,1.0,,0.01,0.0
2019-03-06,94,1.0,,0.01,0.9400000000000001
2019-03-07,0,1.0,,0.01,0.0
2019-03-08,67,1.0,,0.01,0.67
2019-03-09,0,1.0,,0.01,0.0
2019-03-10,0,1.0,,0.01,0.0
2019-03-11,65,1.0,,0.01,0.65
2019-03-12,33,1.0,,0.01,0.33
2019-03-13,0,1.0,,0.01,0.0
2019-03-14,0,1.0,,0.01,0.0
2019-03-15,33,1.0,,0.01,0.33
2019-03-16,78,1.0,,0.01,0.78
2019-03-17,0,1.0,,0.01,0.0
2019-03-18,68,1.0,,0.01,0.68
2019-03-19,0,1.0,,0.01,0.0
2019-03-20,0,1.0,,0.01,0.0
2019-03-21,100,1.0,,0.01,1.0
2019-03-22,34,1.0,,0.01,0.34
2019-03-23,39,1.0,,0.01,0.39
2019-03-24,37,1.0,,0.01,0.37
2019-03-25,0,1.0,,0.01,0.0
2019-03-26,0,1.0,,0.01,0.0
2019-03-27,0,1.0,,0.01,0.0
2019-03-28,67,1.0,,0.01,0.67
2019-03-29,34,1.0,,0.01,0.34
2019-03-30,0,1.0,,0.01,0.0
2019-03-31,0,1.0,,0.01,0.0
2019-04-01,34,1.0,False,0.01,0.34
2019-04-02,17,1.0,,0.01,0.17
2019-04-03,0,1.0,,0.01,0.0
2019-04-04,100,1.0,,0.01,1.0
2019-04-05,0,1.0,,0.01,0.0
2019-04-06,42,1.0,,0.01,0.42
2019-04-07,0,1.0,,0.01,0.0
2019-04-08,0,1.0,,0.01,0.0
2019-04-09,33,1.0,,0.01,0.33
2019-04-10,0,1.0,,0.01,0.0
2019-04-11,17,1.0,,0.01,0.17
2019-04-12,35,1.0,,0.01,0.35000000000000003
2019-04-13,62,1.0,,0.01,0.62
2019-04-14,21,1.0,,0.01,0.21
2019-04-15,17,1.0,,0.01,0.17
2019-04-16,0,1.0,,0.01,0.0
2019-04-17,0,1.0,,0.01,0.0
2019-04-18,35,1.0,,0.01,0.35000000000000003
2019-04-19,19,1.0,,0.01,0.19
2019-04-20,0,1.0,,0.01,0.0
2019-04-21,45,1.0,,0.01,0.45
2019-04-22,0,1.0,,0.01,0.0
2019-04-23,35,1.0,,0.01,0.35000000000000003
2019-04-24,0,1.0,,0.01,0.0
2019-04-25,34,1.0,,0.01,0.34
2019-04-26,0,1.0,,0.01,0.0
2019-04-27,21,1.0,,0.01,0.21
2019-04-28,0,1.0,,0.01,0.0
2019-04-29,34,1.0,,0.01,0.34
2019-04-30,17,1.0,,0.01,0.17
2019-05-01,66,1.0,False,0.01,0.66
2019-05-02,65,1.0,,0.01,0.65
2019-05-03,0,1.0,,0.01,0.0
2019-05-04,39,1.0,,0.01,0.39
2019-05-05,40,1.0,,0.01,0.4
2019-05-06,33,1.0,,0.01,0.33
2019-05-07,0,1.0,,0.01,0.0
2019-05-08,0,1.0,,0.01,0.0
2019-05-09,33,1.0,,0.01,0.33
2019-05-10,0,1.0,,0.01,0.0
2019-05-11,0,1.0,,0.01,0.0
2019-05-12,41,1.0,,0.01,0.41000000000000003
2019-05-13,0,1.0,,0.01,0.0
2019-05-14,34,1.0,,0.01,0.34
2019-05-15,0,1.0,,0.01,0.0
2019-05-16,0,1.0,,0.01,0.0
2019-05-17,35,1.0,,0.01,0.35000000000000003
2019-05-18,0,1.0,,0.01,0.0
2019-05-19,0,1.0,,0.01,0.0
2019-05-20,100,1.0,,0.01,1.0
2019-05-21,0,1.0,,0.01,0.0
2019-05-22,0,1.0,,0.01,0.0
2019-05-23,34,1.0,,0.01,0.34
2019-05-24,0,1.0,,0.01,0.0
2019-05-25,42,1.0,,0.01,0.42
2019-05-26,0,1.0,,0.01,0.0
2019-05-27,0,1.0,,0.01,0.0
2019-05-28,0,1.0,,0.01,0.0
2019-05-29,0,1.0,,0.01,0.0
2019-05-30,33,1.0,,0.01,0.33
2019-05-31,34,1.0,,0.01,0.34
2019-06-01,0,1.0,False,0.01,0.0
2019-06-02,0,1.0,,0.01,0.0
2019-06-03,80,1.0,,0.01,0.8
2019-06-04,40,1.0,,0.01,0.4
2019-06-05,41,1.0,,0.01,0.41000000000000003
2019-06-06,0,1.0,,0.01,0.0
2019-06-07,0,1.0,,0.01,0.0
2019-06-08,98,1.0,,0.01,0.98
2019-06-09,48,1.0,,0.01,0.48
2019-06-10,81,1.0,,0.01,0.81
2019-06-11,41,1.0,,0.01,0.41000000000000003
2019-06-12,41,1.0,,0.01,0.41000000000000003
2019-06-13,42,1.0,,0.01,0.42
2019-06-14,41,1.0,,0.01,0.41000000000000003
2019-06-15,48,1.0,,0.01,0.48
2019-06-16,0,1.0,,0.01,0.0
2019-06-17,0,1.0,,0.01,0.0
2019-06-18,81,1.0,,0.01,0.81
2019-06-19,40,1.0,,0.01,0.4
2019-06-20,0,1.0,,0.01,0.0
2019-06-21,0,1.0,,0.01,0.0
2019-06-22,0,1.0,,0.01,0.0
2019-06-23,100,1.0,,0.01,1.0
2019-06-24,0,1.0,,0.01,0.0
2019-06-25,0,1.0,,0.01,0.0
2019-06-26,0,1.0,,0.01,0.0
2019-06-27,41,1.0,,0.01,0.41000000000000003
2019-06-28,88,1.0,,0.01,0.88
2019-06-29,49,1.0,,0.01,0.49
2019-06-30,0,1.0,,0.01,0.0
2019-07-01,0,1.0,False,0.01,0.0
2019-07-02,0,1.0,,0.01,0.0
2019-07-03,0,1.0,,0.01,0.0
2019-07-04,0,1.0,,0.01,0.0
2019-07-05,23,1.0,,0.01,0.23
2019-07-06,0,1.0,,0.01,0.0
2019-07-07,22,1.0,,0.01,0.22
2019-07-08,39,1.0,,0.01,0.39
2019-07-09,100,1.0,,0.01,1.0
2019-07-10,40,1.0,,0.01,0.4
2019-07-11,20,1.0,,0.01,0.2
2019-07-12,20,1.0,,0.01,0.2
2019-07-13,24,1.0,,0.01,0.24
2019-07-14,0,1.0,,0.01,0.0
2019-07-15,20,1.0,,0.01,0.2
2019-07-16,19,1.0,,0.01,0.19
2019-07-17,20,1.0,,0.01,0.2
2019-07-18,20,1.0,,0.01,0.2
2019-07-19,0,1.0,,0.01,0.0
2019-07-20,23,1.0,,0.01,0.23
2019-07-21,23,1.0,,0.01,0.23
2019-07-22,0,1.0,,0.01,0.0
2019-07-23,20,1.0,,0.01,0.2
2019-07-24,21,1.0,,0.01,0.21
2019-07-25,0,1.0,,0.01,0.0
2019-07-26,0,1.0,,0.01,0.0
2019-07-27,0,1.0,,0.01,0.0
2019-07-28,24,1.0,,0.01,0.24
2019-07-29,20,1.0,,0.01,0.2
2019-07-30,0,1.0,,0.01,0.0
2019-07-31,21,1.0,,0.01,0.21
2019-08-01,0,1.0,False,0.01,0.0
2019-08-02,0,1.0,,0.01,0.0
2019-08-03,0,1.0,,0.01,0.0
2019-08-04,28,1.0,,0.01,0.28
2019-08-05,25,1.0,,0.01,0.25
2019-08-06,0,1.0,,0.01,0.0
2019-08-07,100,1.0,,0.01,1.0
2019-08-08,25,1.0,,0.01,0.25
2019-08-09,0,1.0,,0.01,0.0
2019-08-10,0,1.0,,0.01,0.0
2019-08-11,28,1.0,,0.01,0.28
2019-08-12,24,1.0,,0.01,0.24
2019-08-13,24,1.0,,0.01,0.24
2019-08-14,47,1.0,,0.01,0.47000000000000003
2019-08-15,47,1.0,,0.01,0.47000000000000003
2019-08-16,48,1.0,,0.01,0.48
2019-08-17,0,1.0,,0.01,0.0
2019-08-18,55,1.0,,0.01,0.55
2019-08-19,0,1.0,,0.01,0.0
2019-08-20,23,1.0,,0.01,0.23
2019-08-21,0,1.0,,0.01,0.0
2019-08-22,47,1.0,,0.01,0.47000000000000003
2019-08-23,0,1.0,,0.01,0.0
2019-08-24,55,1.0,,0.01,0.55
2019-08-25,55,1.0,,0.01,0.55
2019-08-26,0,1.0,,0.01,0.0
2019-08-27,0,1.0,,0.01,0.0
2019-08-28,92,1.0,,0.01,0.92
2019-08-29,46,1.0,,0.01,0.46
2019-08-30,22,1.0,,0.01,0.22
2019-08-31,26,1.0,,0.01,0.26
2019-09-01,0,23.0,False,0.23,0.0
2019-09-02,0,23.0,,0.23,0.0
2019-09-03,0,23.0,,0.23,0.0
2019-09-04,0,23.0,,0.23,0.0
2019-09-05,0,23.0,,0.23,0.0
2019-09-06,0,23.0,,0.23,0.0
2019-09-07,0,23.0,,0.23,0.0
2019-09-08,0,23.0,,0.23,0.0
2019-09-09,0,23.0,,0.23,0.0
2019-09-10,1,23.0,,0.23,0.23
2019-09-11,2,23.0,,0.23,0.46
2019-09-12,2,23.0,,0.23,0.46
2019-09-13,1,23.0,,0.23,0.23
2019-09-14,0,23.0,,0.23,0.0
2019-09-15,1,23.0,,0.23,0.23
2019-09-16,1,23.0,,0.23,0.23
2019-09-17,1,23.0,,0.23,0.23
2019-09-18,1,23.0,,0.23,0.23
2019-09-19,1,23.0,,0.23,0.23
2019-09-20,2,23.0,,0.23,0.46
2019-09-21,0,23.0,,0.23,0.0
2019-09-22,0,23.0,,0.23,0.0
2019-09-23,0,23.0,,0.23,0.0
2019-09-24,1,23.0,,0.23,0.23
2019-09-25,3,23.0,,0.23,0.6900000000000001
2019-09-26,100,23.0,,0.23,23.0
2019-09-27,62,23.0,,0.23,14.26
2019-09-28,15,23.0,,0.23,3.45
2019-09-29,3,23.0,,0.23,0.6900000000000001
2019-09-30,21,23.0,,0.23,4.83
2019-10-01,80,18.0,False,0.18,14.399999999999999
2019-10-02,100,18.0,,0.18,18.0
