date,NIO_unscaled,NIO_monthly,isPartial,scale,NIO
2019-09-05,30,6.0,,0.06,1.7999999999999998
2019-09-06,26,6.0,,0.06,1.56
2019-09-07,9,6.0,,0.06,0.54
2019-09-08,7,6.0,,0.06,0.42
2019-09-09,25,6.0,,0.06,1.5
2019-09-10,32,6.0,,0.06,1.92
2019-09-11,25,6.0,,0.06,1.5
2019-09-12,27,6.0,,0.06,1.6199999999999999
2019-09-13,23,6.0,,0.06,1.38
2019-09-14,7,6.0,,0.06,0.42
2019-09-15,11,6.0,,0.06,0.6599999999999999
2019-09-16,25,6.0,,0.06,1.5
2019-09-17,26,6.0,,0.06,1.56
2019-09-18,25,6.0,,0.06,1.5
2019-09-19,27,6.0,,0.06,1.6199999999999999
2019-09-20,20,6.0,,0.06,1.2
2019-09-21,12,6.0,,0.06,0.72
2019-09-22,8,6.0,,0.06,0.48
2019-09-23,47,6.0,,0.06,2.82
2019-09-24,100,6.0,,0.06,6.0
2019-09-25,58,6.0,,0.06,3.48
2019-09-26,50,6.0,,0.06,3.0
2019-09-27,53,6.0,,0.06,3.1799999999999997
2019-09-28,20,6.0,,0.06,1.2
2019-09-29,12,6.0,,0.06,0.72
2019-09-30,53,6.0,,0.06,3.1799999999999997
2019-10-01,100,6.0,False,0.06,6.0
2019-10-02,98,6.0,,0.06,5.88
2019-10-03,85,6.0,,0.06,5.1
2019-10-04,61,6.0,,0.06,3.6599999999999997
2019-10-05,21,6.0,,0.06,1.26
2019-10-06,18,6.0,,0.06,1.08
2019-10-07,53,6.0,,0.06,3.1799999999999997
2019-10-08,84,6.0,,0.06,5.04
2019-10-09,61,6.0,,0.06,3.6599999999999997
2019-10-10,57,6.0,,0.06,3.42
2019-10-11,55,6.0,,0.06,3.3
2019-10-12,24,6.0,,0.06,1.44
2019-10-13,18,6.0,,0.06,1.08
2019-10-14,44,6.0,,0.06,2.6399999999999997
2019-10-15,44,6.0,,0.06,2.6399999999999997
2019-10-16,54,6.0,,0.06,3.2399999999999998
2019-10-17,51,6.0,,0.06,3.06
2019-10-18,42,6.0,,0.06,2.52
2019-10-19,22,6.0,,0.06,1.3199999999999998
2019-10-20,14,6.0,,0.06,0.84
2019-10-21,51,6.0,,0.06,3.06
2019-10-22,49,6.0,,0.06,2.94
2019-10-23,48,6.0,,0.06,2.88
2019-10-24,61,6.0,,0.06,3.6599999999999997
2019-10-25,36,6.0,,0.06,2.16
2019-10-26,15,6.0,,0.06,0.8999999999999999
2019-10-27,19,6.0,,0.06,1.14
2019-10-28,55,6.0,,0.06,3.3
2019-10-29,43,6.0,,0.06,2.58
2019-10-30,38,6.0,,0.06,2.28
2019-10-31,44,6.0,,0.06,2.6399999999999997
2019-11-01,35,6.0,False,0.06,2.1
2019-11-02,21,6.0,,0.06,1.26
2019-11-03,11,6.0,,0.06,0.6599999999999999
2019-11-04,53,6.0,,0.06,3.1799999999999997
2019-11-05,100,6.0,,0.06,6.0
2019-11-06,90,6.0,,0.06,5.3999999999999995
2019-11-07,61,6.0,,0.06,3.6599999999999997
2019-11-08,44,6.0,,0.06,2.6399999999999997
2019-11-09,22,6.0,,0.06,1.3199999999999998
2019-11-10,12,6.0,,0.06,0.72
2019-11-11,42,6.0,,0.06,2.52
2019-11-12,51,6.0,,0.06,3.06
2019-11-13,37,6.0,,0.06,2.2199999999999998
2019-11-14,42,6.0,,0.06,2.52
2019-11-15,37,6.0,,0.06,2.2199999999999998
2019-11-16,17,6.0,,0.06,1.02
2019-11-17,13,6.0,,0.06,0.78
2019-11-18,42,6.0,,0.06,2.52
2019-11-19,49,6.0,,0.06,2.94
2019-11-20,34,6.0,,0.06,2.04
2019-11-21,37,6.0,,0.06,2.2199999999999998
2019-11-22,37,6.0,,0.06,2.2199999999999998
2019-11-23,13,6.0,,0.06,0.78
2019-11-24,14,6.0,,0.06,0.84
2019-11-25,42,6.0,,0.06,2.52
2019-11-26,53,6.0,,0.06,3.1799999999999997
2019-11-27,61,6.0,,0.06,3.6599999999999997
2019-11-28,23,6.0,,0.06,1.38
2019-11-29,35,6.0,,0.06,2.1
2019-11-30,14,6.0,,0.06,0.84
2019-12-01,6,7.0,False,0.07,0.42000000000000004
2019-12-02,19,7.0,,0.07,1.33
2019-12-03,26,7.0,,0.07,1.8200000000000003
2019-12-04,20,7.0,,0.07,1.4000000000000001
2019-12-05,24,7.0,,0.07,1.6800000000000002
2019-12-06,18,7.0,,0.07,1.2600000000000002
2019-12-07,8,7.0,,0.07,0.56
2019-12-08,5,7.0,,0.07,0.35000000000000003
2019-12-09,15,7.0,,0.07,1.05
2019-12-10,23,7.0,,0.07,1.61
2019-12-11,15,7.0,,0.07,1.05
2019-12-12,13,7.0,,0.07,0.9100000000000001
2019-12-13,18,7.0,,0.07,1.2600000000000002
2019-12-14,7,7.0,,0.07,0.49000000000000005
2019-12-15,6,7.0,,0.07,0.42000000000000004
2019-12-16,18,7.0,,0.07,1.2600000000000002
2019-12-17,24,7.0,,0.07,1.6800000000000002
2019-12-18,21,7.0,,0.07,1.4700000000000002
2019-12-19,19,7.0,,0.07,1.33
2019-12-20,22,7.0,,0.07,1.54
2019-12-21,12,7.0,,0.07,0.8400000000000001
2019-12-22,7,7.0,,0.07,0.49000000000000005
2019-12-23,20,7.0,,0.07,1.4000000000000001
2019-12-24,16,7.0,,0.07,1.12
2019-12-25,9,7.0,,0.07,0.6300000000000001
2019-12-26,18,7.0,,0.07,1.2600000000000002
2019-12-27,19,7.0,,0.07,1.33
2019-12-28,14,7.0,,0.07,0.9800000000000001
2019-12-29,11,7.0,,0.07,0.77
2019-12-30,100,7.0,,0.07,7.000000000000001
2019-12-31,94,7.0,,0.07,6.580000000000001
2020-01-01,34,14.0,False,0.14,4.760000000000001
2020-01-02,61,14.0,,0.14,8.540000000000001
2020-01-03,52,14.0,,0.14,7.280000000000001
2020-01-04,17,14.0,,0.14,2.3800000000000003
2020-01-05,15,14.0,,0.14,2.1
2020-01-06,52,14.0,,0.14,7.280000000000001
2020-01-07,52,14.0,,0.14,7.280000000000001
2020-01-08,49,14.0,,0.14,6.86
2020-01-09,41,14.0,,0.14,5.74
2020-01-10,34,14.0,,0.14,4.760000000000001
2020-01-11,15,14.0,,0.14,2.1
2020-01-12,9,14.0,,0.14,1.2600000000000002
2020-01-13,38,14.0,,0.14,5.32
2020-01-14,38,14.0,,0.14,5.32
2020-01-15,88,14.0,,0.14,12.32
2020-01-16,68,14.0,,0.14,9.520000000000001
2020-01-17,63,14.0,,0.14,8.82
2020-01-18,28,14.0,,0.14,3.9200000000000004
2020-01-19,18,14.0,,0.14,2.5200000000000005
2020-01-20,24,14.0,,0.14,3.3600000000000003
2020-01-21,81,14.0,,0.14,11.340000000000002
2020-01-22,100,14.0,,0.14,14.000000000000002
2020-01-23,77,14.0,,0.14,10.780000000000001
2020-01-24,68,14.0,,0.14,9.520000000000001
2020-01-25,20,14.0,,0.14,2.8000000000000003
2020-01-26,17,14.0,,0.14,2.3800000000000003
2020-01-27,49,14.0,,0.14,6.86
2020-01-28,53,14.0,,0.14,7.420000000000001
2020-01-29,53,14.0,,0.14,7.420000000000001
2020-01-30,52,14.0,,0.14,7.280000000000001
2020-01-31,45,14.0,,0.14,6.300000000000001
2020-02-01,22,10.0,False,0.1,2.2
2020-02-02,12,10.0,,0.1,1.2000000000000002
2020-02-03,54,10.0,,0.1,5.4
2020-02-04,70,10.0,,0.1,7.0
2020-02-05,71,10.0,,0.1,7.1000000000000005
2020-02-06,56,10.0,,0.1,5.6000000000000005
2020-02-07,54,10.0,,0.1,5.4
2020-02-08,23,10.0,,0.1,2.3000000000000003
2020-02-09,14,10.0,,0.1,1.4000000000000001
2020-02-10,53,10.0,,0.1,5.300000000000001
2020-02-11,53,10.0,,0.1,5.300000000000001
2020-02-12,45,10.0,,0.1,4.5
2020-02-13,43,10.0,,0.1,4.3
2020-02-14,47,10.0,,0.1,4.7
2020-02-15,20,10.0,,0.1,2.0
2020-02-16,11,10.0,,0.1,1.1
2020-02-17,21,10.0,,0.1,2.1
2020-02-18,37,10.0,,0.1,3.7
2020-02-19,48,10.0,,0.1,4.800000000000001
2020-02-20,48,10.0,,0.1,4.800000000000001
2020-02-21,40,10.0,,0.1,4.0
2020-02-22,15,10.0,,0.1,1.5
2020-02-23,10,10.0,,0.1,1.0
2020-02-24,37,10.0,,0.1,3.7
2020-02-25,100,10.0,,0.1,10.0
2020-02-26,65,10.0,,0.1,6.5
2020-02-27,51,10.0,,0.1,5.1000000000000005
2020-02-28,39,10.0,,0.1,3.9000000000000004
2020-02-29,19,10.0,,0.1,1.9000000000000001
2020-03-01,23,6.0,False,0.06,1.38
2020-03-02,78,6.0,,0.06,4.68
2020-03-03,100,6.0,,0.06,6.0
2020-03-04,89,6.0,,0.06,5.34
2020-03-05,88,6.0,,0.06,5.279999999999999
2020-03-06,72,6.0,,0.06,4.32
2020-03-07,36,6.0,,0.06,2.16
2020-03-08,22,6.0,,0.06,1.3199999999999998
2020-03-09,86,6.0,,0.06,5.16
2020-03-10,76,6.0,,0.06,4.56
2020-03-11,64,6.0,,0.06,3.84
2020-03-12,67,6.0,,0.06,4.02
2020-03-13,64,6.0,,0.06,3.84
2020-03-14,25,6.0,,0.06,1.5
2020-03-15,21,6.0,,0.06,1.26
2020-03-16,60,6.0,,0.06,3.5999999999999996
2020-03-17,52,6.0,,0.06,3.12
2020-03-18,78,6.0,,0.06,4.68
2020-03-19,55,6.0,,0.06,3.3
2020-03-20,62,6.0,,0.06,3.7199999999999998
2020-03-21,26,6.0,,0.06,1.56
2020-03-22,20,6.0,,0.06,1.2
2020-03-23,57,6.0,,0.06,3.42
2020-03-24,61,6.0,,0.06,3.6599999999999997
2020-03-25,59,6.0,,0.06,3.54
2020-03-26,57,6.0,,0.06,3.42
2020-03-27,46,6.0,,0.06,2.76
2020-03-28,24,6.0,,0.06,1.44
2020-03-29,27,6.0,,0.06,1.6199999999999999
2020-03-30,47,6.0,,0.06,2.82
2020-03-31,45,6.0,,0.06,2.6999999999999997
2020-04-01,52,5.0,False,0.05,2.6
2020-04-02,52,5.0,,0.05,2.6
2020-04-03,49,5.0,,0.05,2.45
2020-04-04,26,5.0,,0.05,1.3
2020-04-05,20,5.0,,0.05,1.0
2020-04-06,52,5.0,,0.05,2.6
2020-04-07,66,5.0,,0.05,3.3000000000000003
2020-04-08,55,5.0,,0.05,2.75
2020-04-09,53,5.0,,0.05,2.6500000000000004
2020-04-10,27,5.0,,0.05,1.35
2020-04-11,16,5.0,,0.05,0.8
2020-04-12,13,5.0,,0.05,0.65
2020-04-13,59,5.0,,0.05,2.95
2020-04-14,66,5.0,,0.05,3.3000000000000003
2020-04-15,57,5.0,,0.05,2.85
2020-04-16,60,5.0,,0.05,3.0
2020-04-17,67,5.0,,0.05,3.35
2020-04-18,28,5.0,,0.05,1.4000000000000001
2020-04-19,24,5.0,,0.05,1.2000000000000002
2020-04-20,44,5.0,,0.05,2.2
2020-04-21,42,5.0,,0.05,2.1
2020-04-22,51,5.0,,0.05,2.5500000000000003
2020-04-23,50,5.0,,0.05,2.5
2020-04-24,47,5.0,,0.05,2.35
2020-04-25,29,5.0,,0.05,1.4500000000000002
2020-04-26,24,5.0,,0.05,1.2000000000000002
2020-04-27,65,5.0,,0.05,3.25
2020-04-28,68,5.0,,0.05,3.4000000000000004
2020-04-29,100,5.0,,0.05,5.0
2020-04-30,76,5.0,,0.05,3.8000000000000003
2020-05-01,38,6.0,False,0.06,2.28
2020-05-02,18,6.0,,0.06,1.08
2020-05-03,15,6.0,,0.06,0.8999999999999999
2020-05-04,45,6.0,,0.06,2.6999999999999997
2020-05-05,50,6.0,,0.06,3.0
2020-05-06,61,6.0,,0.06,3.6599999999999997
2020-05-07,63,6.0,,0.06,3.78
2020-05-08,56,6.0,,0.06,3.36
2020-05-09,24,6.0,,0.06,1.44
2020-05-10,21,6.0,,0.06,1.26
2020-05-11,50,6.0,,0.06,3.0
2020-05-12,41,6.0,,0.06,2.46
2020-05-13,41,6.0,,0.06,2.46
2020-05-14,44,6.0,,0.06,2.6399999999999997
2020-05-15,34,6.0,,0.06,2.04
2020-05-16,16,6.0,,0.06,0.96
2020-05-17,20,6.0,,0.06,1.2
2020-05-18,53,6.0,,0.06,3.1799999999999997
2020-05-19,48,6.0,,0.06,2.88
2020-05-20,61,6.0,,0.06,3.6599999999999997
2020-05-21,47,6.0,,0.06,2.82
2020-05-22,45,6.0,,0.06,2.6999999999999997
2020-05-23,17,6.0,,0.06,1.02
2020-05-24,14,6.0,,0.06,0.84
2020-05-25,20,6.0,,0.06,1.2
2020-05-26,65,6.0,,0.06,3.9
2020-05-27,83,6.0,,0.06,4.9799999999999995
2020-05-28,100,6.0,,0.06,6.0
2020-05-29,61,6.0,,0.06,3.6599999999999997
2020-05-30,24,6.0,,0.06,1.44
2020-05-31,23,6.0,,0.06,1.38
2020-06-01,43,17.0,False,0.17,7.3100000000000005
2020-06-02,51,17.0,,0.17,8.67
2020-06-03,100,17.0,,0.17,17.0
2020-06-04,97,17.0,,0.17,16.490000000000002
2020-06-05,84,17.0,,0.17,14.280000000000001
2020-06-06,26,17.0,,0.17,4.42
2020-06-07,20,17.0,,0.17,3.4000000000000004
2020-06-08,61,17.0,,0.17,10.370000000000001
2020-06-09,93,17.0,,0.17,15.81
2020-06-10,85,17.0,,0.17,14.450000000000001
2020-06-11,63,17.0,,0.17,10.71
2020-06-12,57,17.0,,0.17,9.690000000000001
2020-06-13,20,17.0,,0.17,3.4000000000000004
2020-06-14,17,17.0,,0.17,2.89
2020-06-15,69,17.0,,0.17,11.73
2020-06-16,86,17.0,,0.17,14.620000000000001
2020-06-17,65,17.0,,0.17,11.05
2020-06-18,77,17.0,,0.17,13.090000000000002
2020-06-19,92,17.0,,0.17,15.64
2020-06-20,28,17.0,,0.17,4.760000000000001
2020-06-21,24,17.0,,0.17,4.08
2020-06-22,81,17.0,,0.17,13.770000000000001
2020-06-23,82,17.0,,0.17,13.940000000000001
2020-06-24,76,17.0,,0.17,12.920000000000002
2020-06-25,64,17.0,,0.17,10.88
2020-06-26,57,17.0,,0.17,9.690000000000001
2020-06-27,18,17.0,,0.17,3.06
2020-06-28,16,17.0,,0.17,2.72
2020-06-29,56,17.0,,0.17,9.520000000000001
2020-06-30,73,17.0,,0.17,12.41
2020-07-01,23,43.0,False,0.43,9.89
2020-07-02,46,43.0,,0.43,19.78
2020-07-03,26,43.0,,0.43,11.18
2020-07-04,14,43.0,,0.43,6.02
2020-07-05,15,43.0,,0.43,6.45
2020-07-06,68,43.0,,0.43,29.24
2020-07-07,77,43.0,,0.43,33.11
2020-07-08,100,43.0,,0.43,43.0
2020-07-09,85,43.0,,0.43,36.55
2020-07-10,84,43.0,,0.43,36.12
2020-07-11,29,43.0,,0.43,12.47
2020-07-12,21,43.0,,0.43,9.03
2020-07-13,73,43.0,,0.43,31.39
2020-07-14,59,43.0,,0.43,25.37
2020-07-15,54,43.0,,0.43,23.22
2020-07-16,49,43.0,,0.43,21.07
2020-07-17,66,43.0,,0.43,28.38
2020-07-18,27,43.0,,0.43,11.61
2020-07-19,16,43.0,,0.43,6.88
2020-07-20,53,43.0,,0.43,22.79
2020-07-21,50,43.0,,0.43,21.5
2020-07-22,45,43.0,,0.43,19.35
2020-07-23,38,43.0,,0.43,16.34
2020-07-24,36,43.0,,0.43,15.48
2020-07-25,15,43.0,,0.43,6.45
2020-07-26,10,43.0,,0.43,4.3
2020-07-27,35,43.0,,0.43,15.049999999999999
2020-07-28,33,43.0,,0.43,14.19
2020-07-29,33,43.0,,0.43,14.19
2020-07-30,30,43.0,,0.43,12.9
2020-07-31,30,43.0,,0.43,12.9
2020-08-01,12,37.0,False,0.37,4.4399999999999995
2020-08-02,11,37.0,,0.37,4.07
2020-08-03,41,37.0,,0.37,15.17
2020-08-04,44,37.0,,0.37,16.28
2020-08-05,36,37.0,,0.37,13.32
2020-08-06,32,37.0,,0.37,11.84
2020-08-07,30,37.0,,0.37,11.1
2020-08-08,12,37.0,,0.37,4.4399999999999995
2020-08-09,12,37.0,,0.37,4.4399999999999995
2020-08-10,42,37.0,,0.37,15.54
2020-08-11,64,37.0,,0.37,23.68
2020-08-12,40,37.0,,0.37,14.8
2020-08-13,31,37.0,,0.37,11.47
2020-08-14,28,37.0,,0.37,10.36
2020-08-15,9,37.0,,0.37,3.33
2020-08-16,9,37.0,,0.37,3.33
2020-08-17,28,37.0,,0.37,10.36
2020-08-18,34,37.0,,0.37,12.58
2020-08-19,30,37.0,,0.37,11.1
2020-08-20,29,37.0,,0.37,10.73
2020-08-21,33,37.0,,0.37,12.209999999999999
2020-08-22,13,37.0,,0.37,4.81
2020-08-23,11,37.0,,0.37,4.07
2020-08-24,32,37.0,,0.37,11.84
2020-08-25,67,37.0,,0.37,24.79
2020-08-26,100,37.0,,0.37,37.0
2020-08-27,86,37.0,,0.37,31.82
2020-08-28,69,37.0,,0.37,25.53
2020-08-29,20,37.0,,0.37,7.4
2020-08-30,15,37.0,,0.37,5.55
2020-08-31,58,37.0,,0.37,21.46
2020-09-01,100,31.0,False,0.31,31.0
2020-09-02,92,31.0,,0.31,28.52
2020-09-03,75,31.0,,0.31,23.25
2020-09-04,66,31.0,,0.31,20.46
2020-09-05,25,31.0,,0.31,7.75
2020-09-06,18,31.0,,0.31,5.58
2020-09-07,25,31.0,,0.31,7.75
2020-09-08,72,31.0,,0.31,22.32
2020-09-09,73,31.0,,0.31,22.63
2020-09-10,65,31.0,,0.31,20.15
2020-09-11,60,31.0,,0.31,18.6
2020-09-12,19,31.0,,0.31,5.89
2020-09-13,15,31.0,,0.31,4.65
2020-09-14,59,31.0,,0.31,18.29
2020-09-15,67,31.0,,0.31,20.77
2020-09-16,60,31.0,,0.31,18.6
2020-09-17,55,31.0,,0.31,17.05
2020-09-18,52,31.0,,0.31,16.12
2020-09-19,22,31.0,,0.31,6.82
2020-09-20,18,31.0,,0.31,5.58
2020-09-21,59,31.0,,0.31,18.29
2020-09-22,51,31.0,,0.31,15.81
2020-09-23,49,31.0,,0.31,15.19
2020-09-24,46,31.0,,0.31,14.26
2020-09-25,53,31.0,,0.31,16.43
2020-09-26,25,31.0,,0.31,7.75
2020-09-27,16,31.0,,0.31,4.96
2020-09-28,52,31.0,,0.31,16.12
2020-09-29,78,31.0,,0.31,24.18
2020-09-30,98,31.0,,0.31,30.38
2020-10-01,39,45.0,False,0.45,17.55
2020-10-02,36,45.0,,0.45,16.2
2020-10-03,13,45.0,,0.45,5.8500000000000005
2020-10-04,9,45.0,,0.45,4.05
2020-10-05,33,45.0,,0.45,14.85
2020-10-06,30,45.0,,0.45,13.5
2020-10-07,33,45.0,,0.45,14.85
2020-10-08,31,45.0,,0.45,13.950000000000001
2020-10-09,32,45.0,,0.45,14.4
2020-10-10,9,45.0,,0.45,4.05
2020-10-11,6,45.0,,0.45,2.7
2020-10-12,30,45.0,,0.45,13.5
2020-10-13,29,45.0,,0.45,13.05
2020-10-14,90,45.0,,0.45,40.5
2020-10-15,100,45.0,,0.45,45.0
2020-10-16,75,45.0,,0.45,33.75
2020-10-17,23,45.0,,0.45,10.35
2020-10-18,17,45.0,,0.45,7.65
2020-10-19,55,45.0,,0.45,24.75
2020-10-20,46,45.0,,0.45,20.7
2020-10-21,48,45.0,,0.45,21.6
2020-10-22,43,45.0,,0.45,19.35
2020-10-23,39,45.0,,0.45,17.55
2020-10-24,15,45.0,,0.45,6.75
2020-10-25,12,45.0,,0.45,5.4
2020-10-26,37,45.0,,0.45,16.650000000000002
2020-10-27,44,45.0,,0.45,19.8
2020-10-28,42,45.0,,0.45,18.900000000000002
2020-10-29,70,45.0,,0.45,31.5
2020-10-30,67,45.0,,0.45,30.150000000000002
2020-10-31,20,45.0,,0.45,9.0
2020-11-01,9,100.0,False,1.0,9.0
2020-11-02,43,100.0,,1.0,43.0
2020-11-03,47,100.0,,1.0,47.0
2020-11-04,35,100.0,,1.0,35.0
2020-11-05,45,100.0,,1.0,45.0
2020-11-06,51,100.0,,1.0,51.0
2020-11-07,17,100.0,,1.0,17.0
2020-11-08,14,100.0,,1.0,14.0
2020-11-09,56,100.0,,1.0,56.0
2020-11-10,51,100.0,,1.0,51.0
2020-11-11,46,100.0,,1.0,46.0
2020-11-12,67,100.0,,1.0,67.0
2020-11-13,96,100.0,,1.0,96.0
2020-11-14,30,100.0,,1.0,30.0
2020-11-15,22,100.0,,1.0,22.0
2020-11-16,75,100.0,,1.0,75.0
2020-11-17,100,100.0,,1.0,100.0
2020-11-18,83,100.0,,1.0,83.0
2020-11-19,63,100.0,,1.0,63.0
2020-11-20,59,100.0,,1.0,59.0
2020-11-21,19,100.0,,1.0,19.0
2020-11-22,14,100.0,,1.0,14.0
2020-11-23,60,100.0,,1.0,60.0
2020-11-24,79,100.0,,1.0,79.0
2020-11-25,65,100.0,,1.0,65.0
2020-11-26,20,100.0,,1.0,20.0
2020-11-27,39,100.0,,1.0,39.0
2020-11-28,16,100.0,,1.0,16.0
2020-11-29,13,100.0,,1.0,13.0
2020-11-30,49,100.0,,1.0,49.0
2020-12-01,93,77.0,False,0.77,71.61
2020-12-02,100,77.0,,0.77,77.0
2020-12-03,80,77.0,,0.77,61.6
2020-12-04,73,77.0,,0.77,56.21
2020-12-05,26,77.0,,0.77,20.02
2020-12-06,16,77.0,,0.77,12.32
2020-12-07,63,77.0,,0.77,48.51
2020-12-08,60,77.0,,0.77,46.2
2020-12-09,58,77.0,,0.77,44.660000000000004
2020-12-10,58,77.0,,0.77,44.660000000000004
2020-12-11,65,77.0,,0.77,50.050000000000004
2020-12-12,23,77.0,,0.77,17.71
2020-12-13,14,77.0,,0.77,10.780000000000001
2020-12-14,61,77.0,,0.77,46.97
2020-12-15,61,77.0,,0.77,46.97
2020-12-16,58,77.0,,0.77,44.660000000000004
2020-12-17,53,77.0,,0.77,40.81
2020-12-18,59,77.0,,0.77,45.43
2020-12-19,22,77.0,,0.77,16.94
2020-12-20,18,77.0,,0.77,13.86
2020-12-21,53,77.0,,0.77,40.81
2020-12-22,58,77.0,,0.77,44.660000000000004
2020-12-23,46,77.0,,0.77,35.42
2020-12-24,37,77.0,,0.77,28.490000000000002
2020-12-25,15,77.0,,0.77,11.55
2020-12-26,14,77.0,,0.77,10.780000000000001
2020-12-27,14,77.0,,0.77,10.780000000000001
2020-12-28,51,77.0,,0.77,39.27
2020-12-29,47,77.0,,0.77,36.19
2020-12-30,48,77.0,,0.77,36.96
2020-12-31,52,77.0,,0.77,40.04
2021-01-01,19,95.0,False,0.95,18.05
2021-01-02,18,95.0,,0.95,17.099999999999998
2021-01-03,20,95.0,,0.95,19.0
2021-01-04,63,95.0,,0.95,59.849999999999994
2021-01-05,54,95.0,,0.95,51.3
2021-01-06,51,95.0,,0.95,48.449999999999996
2021-01-07,55,95.0,,0.95,52.25
2021-01-08,73,95.0,,0.95,69.35
2021-01-09,69,95.0,,0.95,65.55
2021-01-10,46,95.0,,0.95,43.699999999999996
2021-01-11,100,95.0,,0.95,95.0
2021-01-12,86,95.0,,0.95,81.7
2021-01-13,65,95.0,,0.95,61.75
2021-01-14,56,95.0,,0.95,53.199999999999996
2021-01-15,57,95.0,,0.95,54.15
2021-01-16,19,95.0,,0.95,18.05
2021-01-17,15,95.0,,0.95,14.25
2021-01-18,20,95.0,,0.95,19.0
2021-01-19,46,95.0,,0.95,43.699999999999996
2021-01-20,45,95.0,,0.95,42.75
2021-01-21,41,95.0,,0.95,38.949999999999996
2021-01-22,45,95.0,,0.95,42.75
2021-01-23,18,95.0,,0.95,17.099999999999998
2021-01-24,13,95.0,,0.95,12.35
2021-01-25,47,95.0,,0.95,44.65
2021-01-26,46,95.0,,0.95,43.699999999999996
2021-01-27,43,95.0,,0.95,40.85
2021-01-28,48,95.0,,0.95,45.599999999999994
2021-01-29,44,95.0,,0.95,41.8
2021-01-30,19,95.0,,0.95,18.05
2021-01-31,14,95.0,,0.95,13.299999999999999
2021-02-01,92,68.0,False,0.68,62.56
2021-02-02,91,68.0,,0.68,61.88
2021-02-03,86,68.0,,0.68,58.480000000000004
2021-02-04,73,68.0,,0.68,49.64
2021-02-05,69,68.0,,0.68,46.92
2021-02-06,29,68.0,,0.68,19.720000000000002
2021-02-07,22,68.0,,0.68,14.96
2021-02-08,67,68.0,,0.68,45.56
2021-02-09,89,68.0,,0.68,60.52
2021-02-10,86,68.0,,0.68,58.480000000000004
2021-02-11,66,68.0,,0.68,44.88
2021-02-12,61,68.0,,0.68,41.480000000000004
2021-02-13,24,68.0,,0.68,16.32
2021-02-14,17,68.0,,0.68,11.56
2021-02-15,27,68.0,,0.68,18.360000000000003
2021-02-16,61,68.0,,0.68,41.480000000000004
2021-02-17,64,68.0,,0.68,43.52
2021-02-18,65,68.0,,0.68,44.2
2021-02-19,66,68.0,,0.68,44.88
2021-02-20,23,68.0,,0.68,15.64
2021-02-21,19,68.0,,0.68,12.920000000000002
2021-02-22,69,68.0,,0.68,46.92
2021-02-23,100,68.0,,0.68,68.0
2021-02-24,83,68.0,,0.68,56.440000000000005
2021-02-25,78,68.0,,0.68,53.040000000000006
2021-02-26,83,68.0,,0.68,56.440000000000005
2021-02-27,27,68.0,,0.68,18.360000000000003
2021-02-28,20,68.0,,0.68,13.600000000000001
2021-03-01,90,67.0,False,0.67,60.300000000000004
2021-03-02,100,67.0,,0.67,67.0
2021-03-03,71,67.0,,0.67,47.57
2021-03-04,75,67.0,,0.67,50.25
2021-03-05,78,67.0,,0.67,52.260000000000005
2021-03-06,25,67.0,,0.67,16.75
2021-03-07,17,67.0,,0.67,11.39
2021-03-08,62,67.0,,0.67,41.54
2021-03-09,73,67.0,,0.67,48.910000000000004
2021-03-10,64,67.0,,0.67,42.88
2021-03-11,55,67.0,,0.67,36.85
2021-03-12,55,67.0,,0.67,36.85
2021-03-13,16,67.0,,0.67,10.72
2021-03-14,11,67.0,,0.67,7.37
2021-03-15,46,67.0,,0.67,30.82
2021-03-16,44,67.0,,0.67,29.48
2021-03-17,43,67.0,,0.67,28.810000000000002
2021-03-18,43,67.0,,0.67,28.810000000000002
2021-03-19,39,67.0,,0.67,26.130000000000003
2021-03-20,12,67.0,,0.67,8.040000000000001
2021-03-21,10,67.0,,0.67,6.7
2021-03-22,41,67.0,,0.67,27.470000000000002
2021-03-23,36,67.0,,0.67,24.12
2021-03-24,49,67.0,,0.67,32.830000000000005
2021-03-25,51,67.0,,0.67,34.17
2021-03-26,55,67.0,,0.67,36.85
2021-03-27,16,67.0,,0.67,10.72
2021-03-28,13,67.0,,0.67,8.71
2021-03-29,45,67.0,,0.67,30.150000000000002
2021-03-30,42,67.0,,0.67,28.14
2021-03-31,45,67.0,,0.67,30.150000000000002
2021-04-01,98,48.0,False,0.48,47.04
2021-04-02,48,48.0,,0.48,23.04
2021-04-03,19,48.0,,0.48,9.12
2021-04-04,17,48.0,,0.48,8.16
2021-04-05,76,48.0,,0.48,36.48
2021-04-06,71,48.0,,0.48,34.08
2021-04-07,70,48.0,,0.48,33.6
2021-04-08,72,48.0,,0.48,34.56
2021-04-09,65,48.0,,0.48,31.2
2021-04-10,24,48.0,,0.48,11.52
2021-04-11,17,48.0,,0.48,8.16
2021-04-12,69,48.0,,0.48,33.12
2021-04-13,65,48.0,,0.48,31.2
2021-04-14,70,48.0,,0.48,33.6
2021-04-15,82,48.0,,0.48,39.36
2021-04-16,74,48.0,,0.48,35.519999999999996
2021-04-17,25,48.0,,0.48,12.0
2021-04-18,19,48.0,,0.48,9.12
2021-04-19,73,48.0,,0.48,35.04
2021-04-20,71,48.0,,0.48,34.08
2021-04-21,70,48.0,,0.48,33.6
2021-04-22,75,48.0,,0.48,36.0
2021-04-23,75,48.0,,0.48,36.0
