date,CSCO_unscaled,CSCO_monthly,isPartial,scale,CSCO
2021-04-28,67,45.0,,0.45,30.150000000000002
2021-04-29,68,45.0,,0.45,30.6
2021-04-30,54,45.0,,0.45,24.3
2021-05-01,11,48.0,False,0.48,5.279999999999999
2021-05-02,9,48.0,,0.48,4.32
2021-05-03,35,48.0,,0.48,16.8
2021-05-04,40,48.0,,0.48,19.2
2021-05-05,37,48.0,,0.48,17.759999999999998
2021-05-06,44,48.0,,0.48,21.119999999999997
2021-05-07,58,48.0,,0.48,27.84
2021-05-08,17,48.0,,0.48,8.16
2021-05-09,6,48.0,,0.48,2.88
2021-05-10,48,48.0,,0.48,23.04
2021-05-11,47,48.0,,0.48,22.56
2021-05-12,52,48.0,,0.48,24.96
2021-05-13,65,48.0,,0.48,31.2
2021-05-14,38,48.0,,0.48,18.24
2021-05-15,11,48.0,,0.48,5.279999999999999
2021-05-16,6,48.0,,0.48,2.88
2021-05-17,51,48.0,,0.48,24.48
2021-05-18,48,48.0,,0.48,23.04
2021-05-19,87,48.0,,0.48,41.76
2021-05-20,100,48.0,,0.48,48.0
2021-05-21,41,48.0,,0.48,19.68
2021-05-22,8,48.0,,0.48,3.84
2021-05-23,9,48.0,,0.48,4.32
2021-05-24,45,48.0,,0.48,21.599999999999998
2021-05-25,38,48.0,,0.48,18.24
2021-05-26,27,48.0,,0.48,12.959999999999999
2021-05-27,42,48.0,,0.48,20.16
2021-05-28,34,48.0,,0.48,16.32
2021-05-29,14,48.0,,0.48,6.72
2021-05-30,3,48.0,,0.48,1.44
2021-05-31,6,48.0,,0.48,2.88
2021-06-01,69,45.0,False,0.45,31.05
2021-06-02,72,45.0,,0.45,32.4
2021-06-03,61,45.0,,0.45,27.45
2021-06-04,84,45.0,,0.45,37.800000000000004
2021-06-05,35,45.0,,0.45,15.75
2021-06-06,6,45.0,,0.45,2.7
2021-06-07,60,45.0,,0.45,27.0
2021-06-08,73,45.0,,0.45,32.85
2021-06-09,71,45.0,,0.45,31.95
2021-06-10,99,45.0,,0.45,44.550000000000004
2021-06-11,82,45.0,,0.45,36.9
2021-06-12,29,45.0,,0.45,13.05
2021-06-13,11,45.0,,0.45,4.95
2021-06-14,81,45.0,,0.45,36.45
2021-06-15,99,45.0,,0.45,44.550000000000004
2021-06-16,69,45.0,,0.45,31.05
2021-06-17,60,45.0,,0.45,27.0
2021-06-18,45,45.0,,0.45,20.25
2021-06-19,26,45.0,,0.45,11.700000000000001
2021-06-20,21,45.0,,0.45,9.450000000000001
2021-06-21,72,45.0,,0.45,32.4
2021-06-22,81,45.0,,0.45,36.45
2021-06-23,87,45.0,,0.45,39.15
2021-06-24,61,45.0,,0.45,27.45
2021-06-25,100,45.0,,0.45,45.0
2021-06-26,15,45.0,,0.45,6.75
2021-06-27,21,45.0,,0.45,9.450000000000001
2021-06-28,73,45.0,,0.45,32.85
2021-06-29,100,45.0,,0.45,45.0
2021-06-30,61,45.0,,0.45,27.45
2021-07-01,55,39.0,False,0.39,21.45
2021-07-02,75,39.0,,0.39,29.25
2021-07-03,12,39.0,,0.39,4.68
2021-07-04,5,39.0,,0.39,1.9500000000000002
2021-07-05,9,39.0,,0.39,3.5100000000000002
2021-07-06,56,39.0,,0.39,21.84
2021-07-07,54,39.0,,0.39,21.060000000000002
2021-07-08,47,39.0,,0.39,18.330000000000002
2021-07-09,56,39.0,,0.39,21.84
2021-07-10,16,39.0,,0.39,6.24
2021-07-11,9,39.0,,0.39,3.5100000000000002
2021-07-12,45,39.0,,0.39,17.55
2021-07-13,66,39.0,,0.39,25.740000000000002
2021-07-14,44,39.0,,0.39,17.16
2021-07-15,43,39.0,,0.39,16.77
2021-07-16,56,39.0,,0.39,21.84
2021-07-17,18,39.0,,0.39,7.0200000000000005
2021-07-18,9,39.0,,0.39,3.5100000000000002
2021-07-19,53,39.0,,0.39,20.67
2021-07-20,55,39.0,,0.39,21.45
2021-07-21,38,39.0,,0.39,14.82
2021-07-22,54,39.0,,0.39,21.060000000000002
2021-07-23,58,39.0,,0.39,22.62
2021-07-24,19,39.0,,0.39,7.41
2021-07-25,14,39.0,,0.39,5.46
2021-07-26,100,39.0,,0.39,39.0
2021-07-27,70,39.0,,0.39,27.3
2021-07-28,61,39.0,,0.39,23.79
2021-07-29,55,39.0,,0.39,21.45
2021-07-30,36,39.0,,0.39,14.040000000000001
2021-07-31,20,39.0,,0.39,7.800000000000001
2021-08-01,7,55.0,False,0.55,3.8500000000000005
2021-08-02,38,55.0,,0.55,20.900000000000002
2021-08-03,38,55.0,,0.55,20.900000000000002
2021-08-04,47,55.0,,0.55,25.85
2021-08-05,48,55.0,,0.55,26.400000000000002
2021-08-06,41,55.0,,0.55,22.55
2021-08-07,14,55.0,,0.55,7.700000000000001
2021-08-08,3,55.0,,0.55,1.6500000000000001
2021-08-09,41,55.0,,0.55,22.55
2021-08-10,44,55.0,,0.55,24.200000000000003
2021-08-11,50,55.0,,0.55,27.500000000000004
2021-08-12,47,55.0,,0.55,25.85
2021-08-13,43,55.0,,0.55,23.650000000000002
2021-08-14,17,55.0,,0.55,9.350000000000001
2021-08-15,16,55.0,,0.55,8.8
2021-08-16,38,55.0,,0.55,20.900000000000002
2021-08-17,56,55.0,,0.55,30.800000000000004
2021-08-18,97,55.0,,0.55,53.35
2021-08-19,100,55.0,,0.55,55.00000000000001
2021-08-20,66,55.0,,0.55,36.300000000000004
2021-08-21,27,55.0,,0.55,14.850000000000001
2021-08-22,5,55.0,,0.55,2.75
2021-08-23,71,55.0,,0.55,39.050000000000004
2021-08-24,74,55.0,,0.55,40.7
2021-08-25,69,55.0,,0.55,37.95
2021-08-26,68,55.0,,0.55,37.400000000000006
2021-08-27,53,55.0,,0.55,29.150000000000002
2021-08-28,12,55.0,,0.55,6.6000000000000005
2021-08-29,5,55.0,,0.55,2.75
2021-08-30,43,55.0,,0.55,23.650000000000002
2021-08-31,48,55.0,,0.55,26.400000000000002
2021-09-01,54,38.0,False,0.38,20.52
2021-09-02,44,38.0,,0.38,16.72
2021-09-03,68,38.0,,0.38,25.84
2021-09-04,14,38.0,,0.38,5.32
2021-09-05,11,38.0,,0.38,4.18
2021-09-06,19,38.0,,0.38,7.22
2021-09-07,69,38.0,,0.38,26.22
2021-09-08,34,38.0,,0.38,12.92
2021-09-09,61,38.0,,0.38,23.18
2021-09-10,63,38.0,,0.38,23.94
2021-09-11,11,38.0,,0.38,4.18
2021-09-12,0,38.0,,0.38,0.0
2021-09-13,49,38.0,,0.38,18.62
2021-09-14,39,38.0,,0.38,14.82
2021-09-15,60,38.0,,0.38,22.8
2021-09-16,100,38.0,,0.38,38.0
2021-09-17,62,38.0,,0.38,23.56
2021-09-18,27,38.0,,0.38,10.26
2021-09-19,14,38.0,,0.38,5.32
2021-09-20,31,38.0,,0.38,11.78
2021-09-21,57,38.0,,0.38,21.66
2021-09-22,76,38.0,,0.38,28.88
2021-09-23,51,38.0,,0.38,19.38
2021-09-24,65,38.0,,0.38,24.7
2021-09-25,22,38.0,,0.38,8.36
2021-09-26,11,38.0,,0.38,4.18
2021-09-27,58,38.0,,0.38,22.04
2021-09-28,56,38.0,,0.38,21.28
2021-09-29,52,38.0,,0.38,19.76
2021-09-30,71,38.0,,0.38,26.98
2021-10-01,81,35.0,False,0.35,28.349999999999998
2021-10-02,24,35.0,,0.35,8.399999999999999
2021-10-03,13,35.0,,0.35,4.55
2021-10-04,46,35.0,,0.35,16.099999999999998
2021-10-05,88,35.0,,0.35,30.799999999999997
2021-10-06,93,35.0,,0.35,32.55
2021-10-07,49,35.0,,0.35,17.15
2021-10-08,60,35.0,,0.35,21.0
2021-10-09,28,35.0,,0.35,9.799999999999999
2021-10-10,13,35.0,,0.35,4.55
2021-10-11,55,35.0,,0.35,19.25
2021-10-12,52,35.0,,0.35,18.2
2021-10-13,50,35.0,,0.35,17.5
2021-10-14,86,35.0,,0.35,30.099999999999998
2021-10-15,65,35.0,,0.35,22.75
2021-10-16,34,35.0,,0.35,11.899999999999999
2021-10-17,27,35.0,,0.35,9.45
2021-10-18,73,35.0,,0.35,25.549999999999997
2021-10-19,100,35.0,,0.35,35.0
2021-10-20,55,35.0,,0.35,19.25
2021-10-21,70,35.0,,0.35,24.5
2021-10-22,59,35.0,,0.35,20.65
2021-10-23,17,35.0,,0.35,5.949999999999999
2021-10-24,17,35.0,,0.35,5.949999999999999
2021-10-25,82,35.0,,0.35,28.7
2021-10-26,75,35.0,,0.35,26.25
2021-10-27,60,35.0,,0.35,21.0
2021-10-28,64,35.0,,0.35,22.4
2021-10-29,62,35.0,,0.35,21.7
2021-10-30,40,35.0,,0.35,14.0
2021-10-31,10,35.0,,0.35,3.5
2021-11-01,28,51.0,False,0.51,14.280000000000001
2021-11-02,27,51.0,,0.51,13.77
2021-11-03,36,51.0,,0.51,18.36
2021-11-04,24,51.0,,0.51,12.24
2021-11-05,30,51.0,,0.51,15.3
2021-11-06,9,51.0,,0.51,4.59
2021-11-07,10,51.0,,0.51,5.1
2021-11-08,31,51.0,,0.51,15.81
2021-11-09,23,51.0,,0.51,11.73
2021-11-10,22,51.0,,0.51,11.22
2021-11-11,33,51.0,,0.51,16.830000000000002
2021-11-12,30,51.0,,0.51,15.3
2021-11-13,9,51.0,,0.51,4.59
2021-11-14,4,51.0,,0.51,2.04
2021-11-15,32,51.0,,0.51,16.32
2021-11-16,42,51.0,,0.51,21.42
2021-11-17,65,51.0,,0.51,33.15
2021-11-18,100,51.0,,0.51,51.0
2021-11-19,55,51.0,,0.51,28.05
2021-11-20,10,51.0,,0.51,5.1
2021-11-21,6,51.0,,0.51,3.06
2021-11-22,31,51.0,,0.51,15.81
2021-11-23,33,51.0,,0.51,16.830000000000002
2021-11-24,16,51.0,,0.51,8.16
2021-11-25,9,51.0,,0.51,4.59
2021-11-26,28,51.0,,0.51,14.280000000000001
2021-11-27,5,51.0,,0.51,2.55
2021-11-28,1,51.0,,0.51,0.51
2021-11-29,20,51.0,,0.51,10.2
2021-11-30,25,51.0,,0.51,12.75
2021-12-01,50,47.0,False,0.47,23.5
2021-12-02,82,47.0,,0.47,38.54
2021-12-03,69,47.0,,0.47,32.43
2021-12-04,9,47.0,,0.47,4.2299999999999995
2021-12-05,7,47.0,,0.47,3.29
2021-12-06,52,47.0,,0.47,24.439999999999998
2021-12-07,64,47.0,,0.47,30.08
2021-12-08,78,47.0,,0.47,36.66
2021-12-09,61,47.0,,0.47,28.669999999999998
2021-12-10,70,47.0,,0.47,32.9
2021-12-11,25,47.0,,0.47,11.75
2021-12-12,11,47.0,,0.47,5.17
2021-12-13,35,47.0,,0.47,16.45
2021-12-14,66,47.0,,0.47,31.02
2021-12-15,53,47.0,,0.47,24.91
2021-12-16,100,47.0,,0.47,47.0
2021-12-17,75,47.0,,0.47,35.25
2021-12-18,16,47.0,,0.47,7.52
2021-12-19,21,47.0,,0.47,9.87
2021-12-20,52,47.0,,0.47,24.439999999999998
2021-12-21,75,47.0,,0.47,35.25
2021-12-22,53,47.0,,0.47,24.91
2021-12-23,53,47.0,,0.47,24.91
2021-12-24,29,47.0,,0.47,13.629999999999999
2021-12-25,8,47.0,,0.47,3.76
2021-12-26,7,47.0,,0.47,3.29
2021-12-27,61,47.0,,0.47,28.669999999999998
2021-12-28,64,47.0,,0.47,30.08
2021-12-29,68,47.0,,0.47,31.959999999999997
2021-12-30,56,47.0,,0.47,26.32
2021-12-31,42,47.0,,0.47,19.74
