date,EDIT_unscaled,EDIT_monthly,isPartial,scale,EDIT
2017-12-23,65,57.0,,0.57,37.05
2017-12-24,64,57.0,,0.57,36.48
2017-12-25,68,57.0,,0.57,38.76
2017-12-26,78,57.0,,0.57,44.459999999999994
2017-12-27,81,57.0,,0.57,46.169999999999995
2017-12-28,82,57.0,,0.57,46.739999999999995
2017-12-29,77,57.0,,0.57,43.88999999999999
2017-12-30,71,57.0,,0.57,40.47
2017-12-31,73,57.0,,0.57,41.61
2018-01-01,63,63.0,False,0.63,39.69
2018-01-02,81,63.0,,0.63,51.03
2018-01-03,92,63.0,,0.63,57.96
2018-01-04,88,63.0,,0.63,55.44
2018-01-05,84,63.0,,0.63,52.92
2018-01-06,67,63.0,,0.63,42.21
2018-01-07,67,63.0,,0.63,42.21
2018-01-08,89,63.0,,0.63,56.07
2018-01-09,91,63.0,,0.63,57.33
2018-01-10,93,63.0,,0.63,58.59
2018-01-11,80,63.0,,0.63,50.4
2018-01-12,91,63.0,,0.63,57.33
2018-01-13,64,63.0,,0.63,40.32
2018-01-14,69,63.0,,0.63,43.47
2018-01-15,77,63.0,,0.63,48.51
2018-01-16,92,63.0,,0.63,57.96
2018-01-17,90,63.0,,0.63,56.7
2018-01-18,95,63.0,,0.63,59.85
2018-01-19,91,63.0,,0.63,57.33
2018-01-20,64,63.0,,0.63,40.32
2018-01-21,71,63.0,,0.63,44.73
2018-01-22,91,63.0,,0.63,57.33
2018-01-23,95,63.0,,0.63,59.85
2018-01-24,95,63.0,,0.63,59.85
2018-01-25,92,63.0,,0.63,57.96
2018-01-26,92,63.0,,0.63,57.96
2018-01-27,72,63.0,,0.63,45.36
2018-01-28,78,63.0,,0.63,49.14
2018-01-29,93,63.0,,0.63,58.59
2018-01-30,95,63.0,,0.63,59.85
2018-01-31,100,63.0,,0.63,63.0
2018-02-01,100,62.0,False,0.62,62.0
2018-02-02,93,62.0,,0.62,57.66
2018-02-03,74,62.0,,0.62,45.88
2018-02-04,70,62.0,,0.62,43.4
2018-02-05,84,62.0,,0.62,52.08
2018-02-06,94,62.0,,0.62,58.28
2018-02-07,97,62.0,,0.62,60.14
2018-02-08,95,62.0,,0.62,58.9
2018-02-09,84,62.0,,0.62,52.08
2018-02-10,69,62.0,,0.62,42.78
2018-02-11,67,62.0,,0.62,41.54
2018-02-12,86,62.0,,0.62,53.32
2018-02-13,90,62.0,,0.62,55.8
2018-02-14,93,62.0,,0.62,57.66
2018-02-15,94,62.0,,0.62,58.28
2018-02-16,81,62.0,,0.62,50.22
2018-02-17,69,62.0,,0.62,42.78
2018-02-18,64,62.0,,0.62,39.68
2018-02-19,76,62.0,,0.62,47.12
2018-02-20,91,62.0,,0.62,56.42
2018-02-21,90,62.0,,0.62,55.8
2018-02-22,90,62.0,,0.62,55.8
2018-02-23,86,62.0,,0.62,53.32
2018-02-24,69,62.0,,0.62,42.78
2018-02-25,74,62.0,,0.62,45.88
2018-02-26,95,62.0,,0.62,58.9
2018-02-27,95,62.0,,0.62,58.9
2018-02-28,99,62.0,,0.62,61.38
2018-03-01,98,63.0,False,0.63,61.74
2018-03-02,83,63.0,,0.63,52.29
2018-03-03,69,63.0,,0.63,43.47
2018-03-04,69,63.0,,0.63,43.47
2018-03-05,99,63.0,,0.63,62.37
2018-03-06,94,63.0,,0.63,59.22
2018-03-07,98,63.0,,0.63,61.74
2018-03-08,96,63.0,,0.63,60.480000000000004
2018-03-09,86,63.0,,0.63,54.18
2018-03-10,69,63.0,,0.63,43.47
2018-03-11,76,63.0,,0.63,47.88
2018-03-12,83,63.0,,0.63,52.29
2018-03-13,96,63.0,,0.63,60.480000000000004
2018-03-14,95,63.0,,0.63,59.85
2018-03-15,97,63.0,,0.63,61.11
2018-03-16,84,63.0,,0.63,52.92
2018-03-17,66,63.0,,0.63,41.58
2018-03-18,77,63.0,,0.63,48.51
2018-03-19,95,63.0,,0.63,59.85
2018-03-20,96,63.0,,0.63,60.480000000000004
2018-03-21,95,63.0,,0.63,59.85
2018-03-22,94,63.0,,0.63,59.22
2018-03-23,82,63.0,,0.63,51.660000000000004
2018-03-24,67,63.0,,0.63,42.21
2018-03-25,68,63.0,,0.63,42.84
2018-03-26,100,63.0,,0.63,63.0
2018-03-27,92,63.0,,0.63,57.96
2018-03-28,100,63.0,,0.63,63.0
2018-03-29,98,63.0,,0.63,61.74
2018-03-30,87,63.0,,0.63,54.81
2018-03-31,73,63.0,,0.63,45.99
2018-04-01,65,63.0,False,0.63,40.95
2018-04-02,87,63.0,,0.63,54.81
2018-04-03,99,63.0,,0.63,62.37
2018-04-04,99,63.0,,0.63,62.37
2018-04-05,99,63.0,,0.63,62.37
2018-04-06,95,63.0,,0.63,59.85
2018-04-07,65,63.0,,0.63,40.95
2018-04-08,68,63.0,,0.63,42.84
2018-04-09,95,63.0,,0.63,59.85
2018-04-10,97,63.0,,0.63,61.11
2018-04-11,100,63.0,,0.63,63.0
2018-04-12,95,63.0,,0.63,59.85
2018-04-13,95,63.0,,0.63,59.85
2018-04-14,68,63.0,,0.63,42.84
2018-04-15,70,63.0,,0.63,44.1
2018-04-16,93,63.0,,0.63,58.59
2018-04-17,95,63.0,,0.63,59.85
2018-04-18,99,63.0,,0.63,62.37
2018-04-19,90,63.0,,0.63,56.7
2018-04-20,83,63.0,,0.63,52.29
2018-04-21,67,63.0,,0.63,42.21
2018-04-22,74,63.0,,0.63,46.62
2018-04-23,90,63.0,,0.63,56.7
2018-04-24,96,63.0,,0.63,60.480000000000004
2018-04-25,94,63.0,,0.63,59.22
2018-04-26,99,63.0,,0.63,62.37
2018-04-27,81,63.0,,0.63,51.03
2018-04-28,66,63.0,,0.63,41.58
2018-04-29,74,63.0,,0.63,46.62
2018-04-30,90,63.0,,0.63,56.7
2018-05-01,87,64.0,False,0.64,55.68
2018-05-02,94,64.0,,0.64,60.160000000000004
2018-05-03,90,64.0,,0.64,57.6
2018-05-04,84,64.0,,0.64,53.76
2018-05-05,71,64.0,,0.64,45.44
2018-05-06,69,64.0,,0.64,44.160000000000004
2018-05-07,91,64.0,,0.64,58.24
2018-05-08,93,64.0,,0.64,59.52
2018-05-09,89,64.0,,0.64,56.96
2018-05-10,93,64.0,,0.64,59.52
2018-05-11,94,64.0,,0.64,60.160000000000004
2018-05-12,61,64.0,,0.64,39.04
2018-05-13,65,64.0,,0.64,41.6
2018-05-14,97,64.0,,0.64,62.08
2018-05-15,98,64.0,,0.64,62.72
2018-05-16,88,64.0,,0.64,56.32
2018-05-17,92,64.0,,0.64,58.88
2018-05-18,92,64.0,,0.64,58.88
2018-05-19,69,64.0,,0.64,44.160000000000004
2018-05-20,71,64.0,,0.64,45.44
2018-05-21,94,64.0,,0.64,60.160000000000004
2018-05-22,98,64.0,,0.64,62.72
2018-05-23,100,64.0,,0.64,64.0
2018-05-24,99,64.0,,0.64,63.36
2018-05-25,92,64.0,,0.64,58.88
2018-05-26,58,64.0,,0.64,37.12
2018-05-27,67,64.0,,0.64,42.88
2018-05-28,75,64.0,,0.64,48.0
2018-05-29,89,64.0,,0.64,56.96
2018-05-30,94,64.0,,0.64,60.160000000000004
2018-05-31,97,64.0,,0.64,62.08
2018-06-01,81,62.0,False,0.62,50.22
2018-06-02,73,62.0,,0.62,45.26
2018-06-03,74,62.0,,0.62,45.88
2018-06-04,80,62.0,,0.62,49.6
2018-06-05,98,62.0,,0.62,60.76
2018-06-06,82,62.0,,0.62,50.839999999999996
2018-06-07,100,62.0,,0.62,62.0
2018-06-08,85,62.0,,0.62,52.7
2018-06-09,61,62.0,,0.62,37.82
2018-06-10,70,62.0,,0.62,43.4
2018-06-11,91,62.0,,0.62,56.42
2018-06-12,92,62.0,,0.62,57.04
2018-06-13,93,62.0,,0.62,57.66
2018-06-14,88,62.0,,0.62,54.56
2018-06-15,87,62.0,,0.62,53.94
2018-06-16,66,62.0,,0.62,40.92
2018-06-17,69,62.0,,0.62,42.78
2018-06-18,96,62.0,,0.62,59.519999999999996
2018-06-19,99,62.0,,0.62,61.38
2018-06-20,96,62.0,,0.62,59.519999999999996
2018-06-21,97,62.0,,0.62,60.14
2018-06-22,86,62.0,,0.62,53.32
2018-06-23,68,62.0,,0.62,42.16
2018-06-24,67,62.0,,0.62,41.54
2018-06-25,94,62.0,,0.62,58.28
2018-06-26,98,62.0,,0.62,60.76
2018-06-27,92,62.0,,0.62,57.04
2018-06-28,87,62.0,,0.62,53.94
2018-06-29,86,62.0,,0.62,53.32
2018-06-30,63,62.0,,0.62,39.06
2018-07-01,68,64.0,False,0.64,43.52
2018-07-02,87,64.0,,0.64,55.68
2018-07-03,83,64.0,,0.64,53.120000000000005
2018-07-04,67,64.0,,0.64,42.88
2018-07-05,84,64.0,,0.64,53.76
2018-07-06,85,64.0,,0.64,54.4
2018-07-07,64,64.0,,0.64,40.96
2018-07-08,67,64.0,,0.64,42.88
2018-07-09,94,64.0,,0.64,60.160000000000004
2018-07-10,97,64.0,,0.64,62.08
2018-07-11,92,64.0,,0.64,58.88
2018-07-12,96,64.0,,0.64,61.44
2018-07-13,86,64.0,,0.64,55.04
2018-07-14,67,64.0,,0.64,42.88
2018-07-15,70,64.0,,0.64,44.800000000000004
2018-07-16,95,64.0,,0.64,60.800000000000004
2018-07-17,94,64.0,,0.64,60.160000000000004
2018-07-18,96,64.0,,0.64,61.44
2018-07-19,97,64.0,,0.64,62.08
2018-07-20,86,64.0,,0.64,55.04
2018-07-21,61,64.0,,0.64,39.04
2018-07-22,66,64.0,,0.64,42.24
2018-07-23,93,64.0,,0.64,59.52
2018-07-24,99,64.0,,0.64,63.36
2018-07-25,94,64.0,,0.64,60.160000000000004
2018-07-26,84,64.0,,0.64,53.76
2018-07-27,85,64.0,,0.64,54.4
2018-07-28,60,64.0,,0.64,38.4
2018-07-29,70,64.0,,0.64,44.800000000000004
2018-07-30,98,64.0,,0.64,62.72
2018-07-31,100,64.0,,0.64,64.0
2018-08-01,97,63.0,False,0.63,61.11
2018-08-02,92,63.0,,0.63,57.96
2018-08-03,85,63.0,,0.63,53.55
2018-08-04,70,63.0,,0.63,44.1
2018-08-05,70,63.0,,0.63,44.1
2018-08-06,99,63.0,,0.63,62.37
2018-08-07,96,63.0,,0.63,60.480000000000004
2018-08-08,96,63.0,,0.63,60.480000000000004
2018-08-09,92,63.0,,0.63,57.96
2018-08-10,84,63.0,,0.63,52.92
2018-08-11,65,63.0,,0.63,40.95
2018-08-12,70,63.0,,0.63,44.1
2018-08-13,88,63.0,,0.63,55.44
2018-08-14,99,63.0,,0.63,62.37
2018-08-15,97,63.0,,0.63,61.11
2018-08-16,89,63.0,,0.63,56.07
2018-08-17,84,63.0,,0.63,52.92
2018-08-18,69,63.0,,0.63,43.47
2018-08-19,69,63.0,,0.63,43.47
2018-08-20,85,63.0,,0.63,53.55
2018-08-21,94,63.0,,0.63,59.22
2018-08-22,97,63.0,,0.63,61.11
2018-08-23,86,63.0,,0.63,54.18
2018-08-24,83,63.0,,0.63,52.29
2018-08-25,72,63.0,,0.63,45.36
2018-08-26,73,63.0,,0.63,45.99
2018-08-27,97,63.0,,0.63,61.11
2018-08-28,94,63.0,,0.63,59.22
2018-08-29,100,63.0,,0.63,63.0
2018-08-30,95,63.0,,0.63,59.85
2018-08-31,86,63.0,,0.63,54.18
2018-09-01,58,63.0,False,0.63,36.54
2018-09-02,60,63.0,,0.63,37.8
2018-09-03,68,63.0,,0.63,42.84
2018-09-04,84,63.0,,0.63,52.92
2018-09-05,84,63.0,,0.63,52.92
2018-09-06,83,63.0,,0.63,52.29
2018-09-07,75,63.0,,0.63,47.25
2018-09-08,61,63.0,,0.63,38.43
2018-09-09,68,63.0,,0.63,42.84
2018-09-10,86,63.0,,0.63,54.18
2018-09-11,86,63.0,,0.63,54.18
2018-09-12,92,63.0,,0.63,57.96
2018-09-13,87,63.0,,0.63,54.81
2018-09-14,76,63.0,,0.63,47.88
2018-09-15,58,63.0,,0.63,36.54
2018-09-16,65,63.0,,0.63,40.95
2018-09-17,87,63.0,,0.63,54.81
2018-09-18,87,63.0,,0.63,54.81
2018-09-19,100,63.0,,0.63,63.0
2018-09-20,88,63.0,,0.63,55.44
2018-09-21,77,63.0,,0.63,48.51
2018-09-22,65,63.0,,0.63,40.95
2018-09-23,67,63.0,,0.63,42.21
2018-09-24,92,63.0,,0.63,57.96
2018-09-25,87,63.0,,0.63,54.81
2018-09-26,90,63.0,,0.63,56.7
2018-09-27,84,63.0,,0.63,52.92
2018-09-28,86,63.0,,0.63,54.18
2018-09-29,61,63.0,,0.63,38.43
2018-09-30,69,63.0,,0.63,43.47
2018-10-01,98,63.0,False,0.63,61.74
2018-10-02,96,63.0,,0.63,60.480000000000004
2018-10-03,98,63.0,,0.63,61.74
2018-10-04,94,63.0,,0.63,59.22
2018-10-05,94,63.0,,0.63,59.22
2018-10-06,70,63.0,,0.63,44.1
2018-10-07,66,63.0,,0.63,41.58
2018-10-08,93,63.0,,0.63,58.59
2018-10-09,97,63.0,,0.63,61.11
2018-10-10,97,63.0,,0.63,61.11
2018-10-11,95,63.0,,0.63,59.85
2018-10-12,89,63.0,,0.63,56.07
2018-10-13,70,63.0,,0.63,44.1
2018-10-14,75,63.0,,0.63,47.25
2018-10-15,100,63.0,,0.63,63.0
2018-10-16,95,63.0,,0.63,59.85
2018-10-17,94,63.0,,0.63,59.22
2018-10-18,99,63.0,,0.63,62.37
2018-10-19,85,63.0,,0.63,53.55
2018-10-20,60,63.0,,0.63,37.8
2018-10-21,70,63.0,,0.63,44.1
2018-10-22,98,63.0,,0.63,61.74
2018-10-23,95,63.0,,0.63,59.85
2018-10-24,93,63.0,,0.63,58.59
2018-10-25,96,63.0,,0.63,60.480000000000004
2018-10-26,87,63.0,,0.63,54.81
2018-10-27,58,63.0,,0.63,36.54
2018-10-28,71,63.0,,0.63,44.73
2018-10-29,93,63.0,,0.63,58.59
2018-10-30,96,63.0,,0.63,60.480000000000004
2018-10-31,88,63.0,,0.63,55.44
2018-11-01,99,58.0,False,0.58,57.419999999999995
2018-11-02,96,58.0,,0.58,55.67999999999999
2018-11-03,63,58.0,,0.58,36.54
2018-11-04,73,58.0,,0.58,42.339999999999996
2018-11-05,87,58.0,,0.58,50.459999999999994
2018-11-06,98,58.0,,0.58,56.839999999999996
2018-11-07,85,58.0,,0.58,49.3
2018-11-08,92,58.0,,0.58,53.36
2018-11-09,88,58.0,,0.58,51.04
2018-11-10,62,58.0,,0.58,35.96
2018-11-11,64,58.0,,0.58,37.12
2018-11-12,86,58.0,,0.58,49.879999999999995
2018-11-13,99,58.0,,0.58,57.419999999999995
2018-11-14,97,58.0,,0.58,56.26
2018-11-15,94,58.0,,0.58,54.519999999999996
2018-11-16,83,58.0,,0.58,48.13999999999999
2018-11-17,63,58.0,,0.58,36.54
2018-11-18,72,58.0,,0.58,41.76
2018-11-19,87,58.0,,0.58,50.459999999999994
2018-11-20,89,58.0,,0.58,51.62
2018-11-21,85,58.0,,0.58,49.3
2018-11-22,60,58.0,,0.58,34.8
2018-11-23,63,58.0,,0.58,36.54
2018-11-24,69,58.0,,0.58,40.019999999999996
2018-11-25,72,58.0,,0.58,41.76
2018-11-26,86,58.0,,0.58,49.879999999999995
2018-11-27,100,58.0,,0.58,57.99999999999999
2018-11-28,100,58.0,,0.58,57.99999999999999
2018-11-29,97,58.0,,0.58,56.26
2018-11-30,90,58.0,,0.58,52.199999999999996
2018-12-01,70,58.0,False,0.58,40.599999999999994
2018-12-02,72,58.0,,0.58,41.76
2018-12-03,93,58.0,,0.58,53.94
2018-12-04,100,58.0,,0.58,57.99999999999999
2018-12-05,95,58.0,,0.58,55.099999999999994
2018-12-06,97,58.0,,0.58,56.26
2018-12-07,88,58.0,,0.58,51.04
2018-12-08,68,58.0,,0.58,39.44
2018-12-09,73,58.0,,0.58,42.339999999999996
2018-12-10,93,58.0,,0.58,53.94
2018-12-11,99,58.0,,0.58,57.419999999999995
2018-12-12,96,58.0,,0.58,55.67999999999999
2018-12-13,96,58.0,,0.58,55.67999999999999
2018-12-14,87,58.0,,0.58,50.459999999999994
2018-12-15,62,58.0,,0.58,35.96
2018-12-16,69,58.0,,0.58,40.019999999999996
2018-12-17,93,58.0,,0.58,53.94
2018-12-18,81,58.0,,0.58,46.98
2018-12-19,89,58.0,,0.58,51.62
2018-12-20,87,58.0,,0.58,50.459999999999994
2018-12-21,81,58.0,,0.58,46.98
2018-12-22,69,58.0,,0.58,40.019999999999996
2018-12-23,63,58.0,,0.58,36.54
2018-12-24,64,58.0,,0.58,37.12
2018-12-25,69,58.0,,0.58,40.019999999999996
2018-12-26,79,58.0,,0.58,45.82
2018-12-27,82,58.0,,0.58,47.559999999999995
2018-12-28,82,58.0,,0.58,47.559999999999995
2018-12-29,75,58.0,,0.58,43.5
2018-12-30,79,58.0,,0.58,45.82
2018-12-31,84,58.0,,0.58,48.72
2019-01-01,76,69.0,False,0.69,52.44
2019-01-02,95,69.0,,0.69,65.55
2019-01-03,96,69.0,,0.69,66.24
2019-01-04,93,69.0,,0.69,64.17
2019-01-05,73,69.0,,0.69,50.37
2019-01-06,74,69.0,,0.69,51.059999999999995
2019-01-07,87,69.0,,0.69,60.029999999999994
2019-01-08,90,69.0,,0.69,62.099999999999994
2019-01-09,93,69.0,,0.69,64.17
2019-01-10,94,69.0,,0.69,64.86
2019-01-11,88,69.0,,0.69,60.72
2019-01-12,72,69.0,,0.69,49.67999999999999
2019-01-13,71,69.0,,0.69,48.989999999999995
2019-01-14,93,69.0,,0.69,64.17
2019-01-15,97,69.0,,0.69,66.92999999999999
2019-01-16,95,69.0,,0.69,65.55
2019-01-17,94,69.0,,0.69,64.86
2019-01-18,84,69.0,,0.69,57.959999999999994
2019-01-19,73,69.0,,0.69,50.37
2019-01-20,72,69.0,,0.69,49.67999999999999
2019-01-21,83,69.0,,0.69,57.269999999999996
2019-01-22,96,69.0,,0.69,66.24
2019-01-23,97,69.0,,0.69,66.92999999999999
2019-01-24,90,69.0,,0.69,62.099999999999994
2019-01-25,89,69.0,,0.69,61.41
2019-01-26,67,69.0,,0.69,46.23
2019-01-27,72,69.0,,0.69,49.67999999999999
2019-01-28,88,69.0,,0.69,60.72
2019-01-29,94,69.0,,0.69,64.86
2019-01-30,96,69.0,,0.69,66.24
2019-01-31,100,69.0,,0.69,69.0
2019-02-01,93,65.0,False,0.65,60.45
2019-02-02,71,65.0,,0.65,46.15
2019-02-03,76,65.0,,0.65,49.4
2019-02-04,93,65.0,,0.65,60.45
2019-02-05,100,65.0,,0.65,65.0
2019-02-06,96,65.0,,0.65,62.400000000000006
2019-02-07,97,65.0,,0.65,63.050000000000004
2019-02-08,98,65.0,,0.65,63.7
2019-02-09,72,65.0,,0.65,46.800000000000004
2019-02-10,74,65.0,,0.65,48.1
2019-02-11,95,65.0,,0.65,61.75
2019-02-12,96,65.0,,0.65,62.400000000000006
2019-02-13,95,65.0,,0.65,61.75
2019-02-14,97,65.0,,0.65,63.050000000000004
2019-02-15,88,65.0,,0.65,57.2
2019-02-16,72,65.0,,0.65,46.800000000000004
2019-02-17,73,65.0,,0.65,47.45
2019-02-18,81,65.0,,0.65,52.65
2019-02-19,99,65.0,,0.65,64.35000000000001
2019-02-20,100,65.0,,0.65,65.0
2019-02-21,96,65.0,,0.65,62.400000000000006
2019-02-22,85,65.0,,0.65,55.25
2019-02-23,76,65.0,,0.65,49.4
2019-02-24,75,65.0,,0.65,48.75
2019-02-25,88,65.0,,0.65,57.2
2019-02-26,99,65.0,,0.65,64.35000000000001
2019-02-27,95,65.0,,0.65,61.75
2019-02-28,95,65.0,,0.65,61.75
2019-03-01,91,62.0,False,0.62,56.42
2019-03-02,75,62.0,,0.62,46.5
2019-03-03,75,62.0,,0.62,46.5
2019-03-04,89,62.0,,0.62,55.18
2019-03-05,94,62.0,,0.62,58.28
2019-03-06,100,62.0,,0.62,62.0
2019-03-07,98,62.0,,0.62,60.76
2019-03-08,91,62.0,,0.62,56.42
2019-03-09,74,62.0,,0.62,45.88
2019-03-10,70,62.0,,0.62,43.4
2019-03-11,92,62.0,,0.62,57.04
2019-03-12,96,62.0,,0.62,59.519999999999996
2019-03-13,96,62.0,,0.62,59.519999999999996
2019-03-14,89,62.0,,0.62,55.18
2019-03-15,92,62.0,,0.62,57.04
2019-03-16,71,62.0,,0.62,44.02
2019-03-17,74,62.0,,0.62,45.88
2019-03-18,98,62.0,,0.62,60.76
2019-03-19,94,62.0,,0.62,58.28
2019-03-20,98,62.0,,0.62,60.76
2019-03-21,90,62.0,,0.62,55.8
2019-03-22,82,62.0,,0.62,50.839999999999996
2019-03-23,72,62.0,,0.62,44.64
2019-03-24,66,62.0,,0.62,40.92
2019-03-25,95,62.0,,0.62,58.9
2019-03-26,97,62.0,,0.62,60.14
2019-03-27,98,62.0,,0.62,60.76
2019-03-28,98,62.0,,0.62,60.76
2019-03-29,82,62.0,,0.62,50.839999999999996
2019-03-30,70,62.0,,0.62,43.4
2019-03-31,75,62.0,,0.62,46.5
2019-04-01,93,62.0,False,0.62,57.66
2019-04-02,92,62.0,,0.62,57.04
2019-04-03,89,62.0,,0.62,55.18
2019-04-04,91,62.0,,0.62,56.42
2019-04-05,89,62.0,,0.62,55.18
2019-04-06,64,62.0,,0.62,39.68
2019-04-07,69,62.0,,0.62,42.78
2019-04-08,83,62.0,,0.62,51.46
2019-04-09,86,62.0,,0.62,53.32
2019-04-10,100,62.0,,0.62,62.0
2019-04-11,89,62.0,,0.62,55.18
2019-04-12,88,62.0,,0.62,54.56
2019-04-13,71,62.0,,0.62,44.02
2019-04-14,69,62.0,,0.62,42.78
2019-04-15,87,62.0,,0.62,53.94
2019-04-16,88,62.0,,0.62,54.56
2019-04-17,91,62.0,,0.62,56.42
2019-04-18,87,62.0,,0.62,53.94
2019-04-19,76,62.0,,0.62,47.12
2019-04-20,68,62.0,,0.62,42.16
2019-04-21,65,62.0,,0.62,40.3
2019-04-22,79,62.0,,0.62,48.98
2019-04-23,90,62.0,,0.62,55.8
2019-04-24,91,62.0,,0.62,56.42
2019-04-25,90,62.0,,0.62,55.8
2019-04-26,77,62.0,,0.62,47.74
2019-04-27,62,62.0,,0.62,38.44
2019-04-28,72,62.0,,0.62,44.64
2019-04-29,87,62.0,,0.62,53.94
2019-04-30,90,62.0,,0.62,55.8
2019-05-01,95,63.0,False,0.63,59.85
2019-05-02,92,63.0,,0.63,57.96
2019-05-03,78,63.0,,0.63,49.14
2019-05-04,60,63.0,,0.63,37.8
2019-05-05,71,63.0,,0.63,44.73
2019-05-06,89,63.0,,0.63,56.07
2019-05-07,88,63.0,,0.63,55.44
2019-05-08,91,63.0,,0.63,57.33
2019-05-09,93,63.0,,0.63,58.59
2019-05-10,75,63.0,,0.63,47.25
2019-05-11,69,63.0,,0.63,43.47
2019-05-12,69,63.0,,0.63,43.47
2019-05-13,87,63.0,,0.63,54.81
2019-05-14,93,63.0,,0.63,58.59
2019-05-15,91,63.0,,0.63,57.33
2019-05-16,94,63.0,,0.63,59.22
2019-05-17,81,63.0,,0.63,51.03
2019-05-18,70,63.0,,0.63,44.1
2019-05-19,74,63.0,,0.63,46.62
2019-05-20,89,63.0,,0.63,56.07
2019-05-21,90,63.0,,0.63,56.7
2019-05-22,100,63.0,,0.63,63.0
2019-05-23,90,63.0,,0.63,56.7
2019-05-24,82,63.0,,0.63,51.660000000000004
2019-05-25,64,63.0,,0.63,40.32
2019-05-26,62,63.0,,0.63,39.06
2019-05-27,69,63.0,,0.63,43.47
2019-05-28,97,63.0,,0.63,61.11
2019-05-29,93,63.0,,0.63,58.59
2019-05-30,93,63.0,,0.63,58.59
2019-05-31,88,63.0,,0.63,55.44
2019-06-01,64,64.0,False,0.64,40.96
2019-06-02,66,64.0,,0.64,42.24
2019-06-03,81,64.0,,0.64,51.84
2019-06-04,86,64.0,,0.64,55.04
2019-06-05,92,64.0,,0.64,58.88
2019-06-06,87,64.0,,0.64,55.68
2019-06-07,78,64.0,,0.64,49.92
2019-06-08,62,64.0,,0.64,39.68
2019-06-09,68,64.0,,0.64,43.52
2019-06-10,87,64.0,,0.64,55.68
2019-06-11,92,64.0,,0.64,58.88
2019-06-12,88,64.0,,0.64,56.32
2019-06-13,100,64.0,,0.64,64.0
2019-06-14,84,64.0,,0.64,53.76
2019-06-15,65,64.0,,0.64,41.6
2019-06-16,69,64.0,,0.64,44.160000000000004
2019-06-17,83,64.0,,0.64,53.120000000000005
2019-06-18,93,64.0,,0.64,59.52
2019-06-19,90,64.0,,0.64,57.6
2019-06-20,89,64.0,,0.64,56.96
2019-06-21,85,64.0,,0.64,54.4
2019-06-22,60,64.0,,0.64,38.4
2019-06-23,65,64.0,,0.64,41.6
2019-06-24,84,64.0,,0.64,53.76
2019-06-25,95,64.0,,0.64,60.800000000000004
2019-06-26,91,64.0,,0.64,58.24
2019-06-27,94,64.0,,0.64,60.160000000000004
2019-06-28,82,64.0,,0.64,52.480000000000004
2019-06-29,67,64.0,,0.64,42.88
2019-06-30,64,64.0,,0.64,40.96
2019-07-01,93,65.0,False,0.65,60.45
2019-07-02,95,65.0,,0.65,61.75
2019-07-03,92,65.0,,0.65,59.800000000000004
2019-07-04,62,65.0,,0.65,40.300000000000004
2019-07-05,73,65.0,,0.65,47.45
2019-07-06,65,65.0,,0.65,42.25
2019-07-07,60,65.0,,0.65,39.0
2019-07-08,97,65.0,,0.65,63.050000000000004
2019-07-09,97,65.0,,0.65,63.050000000000004
2019-07-10,96,65.0,,0.65,62.400000000000006
2019-07-11,96,65.0,,0.65,62.400000000000006
2019-07-12,84,65.0,,0.65,54.6
2019-07-13,67,65.0,,0.65,43.550000000000004
2019-07-14,70,65.0,,0.65,45.5
2019-07-15,89,65.0,,0.65,57.85
2019-07-16,97,65.0,,0.65,63.050000000000004
2019-07-17,100,65.0,,0.65,65.0
2019-07-18,97,65.0,,0.65,63.050000000000004
2019-07-19,91,65.0,,0.65,59.15
2019-07-20,68,65.0,,0.65,44.2
2019-07-21,72,65.0,,0.65,46.800000000000004
2019-07-22,92,65.0,,0.65,59.800000000000004
2019-07-23,100,65.0,,0.65,65.0
2019-07-24,93,65.0,,0.65,60.45
2019-07-25,98,65.0,,0.65,63.7
2019-07-26,80,65.0,,0.65,52.0
2019-07-27,65,65.0,,0.65,42.25
2019-07-28,69,65.0,,0.65,44.85
2019-07-29,89,65.0,,0.65,57.85
2019-07-30,96,65.0,,0.65,62.400000000000006
2019-07-31,97,65.0,,0.65,63.050000000000004
2019-08-01,86,63.0,False,0.63,54.18
2019-08-02,77,63.0,,0.63,48.51
2019-08-03,66,63.0,,0.63,41.58
2019-08-04,63,63.0,,0.63,39.69
2019-08-05,81,63.0,,0.63,51.03
2019-08-06,95,63.0,,0.63,59.85
2019-08-07,84,63.0,,0.63,52.92
2019-08-08,89,63.0,,0.63,56.07
2019-08-09,92,63.0,,0.63,57.96
2019-08-10,61,63.0,,0.63,38.43
2019-08-11,67,63.0,,0.63,42.21
2019-08-12,93,63.0,,0.63,58.59
2019-08-13,100,63.0,,0.63,63.0
2019-08-14,93,63.0,,0.63,58.59
2019-08-15,89,63.0,,0.63,56.07
2019-08-16,90,63.0,,0.63,56.7
2019-08-17,67,63.0,,0.63,42.21
2019-08-18,67,63.0,,0.63,42.21
2019-08-19,88,63.0,,0.63,55.44
2019-08-20,94,63.0,,0.63,59.22
2019-08-21,95,63.0,,0.63,59.85
2019-08-22,92,63.0,,0.63,57.96
2019-08-23,77,63.0,,0.63,48.51
2019-08-24,67,63.0,,0.63,42.21
2019-08-25,63,63.0,,0.63,39.69
2019-08-26,97,63.0,,0.63,61.11
2019-08-27,88,63.0,,0.63,55.44
2019-08-28,89,63.0,,0.63,56.07
2019-08-29,89,63.0,,0.63,56.07
