date,EDIT_unscaled,EDIT_monthly,isPartial,scale,EDIT
2021-04-27,97,65.0,,0.65,63.050000000000004
2021-04-28,100,65.0,,0.65,65.0
2021-04-29,95,65.0,,0.65,61.75
2021-04-30,91,65.0,,0.65,59.15
2021-05-01,75,65.0,False,0.65,48.75
2021-05-02,75,65.0,,0.65,48.75
2021-05-03,92,65.0,,0.65,59.800000000000004
2021-05-04,93,65.0,,0.65,60.45
2021-05-05,98,65.0,,0.65,63.7
2021-05-06,93,65.0,,0.65,60.45
2021-05-07,80,65.0,,0.65,52.0
2021-05-08,75,65.0,,0.65,48.75
2021-05-09,77,65.0,,0.65,50.050000000000004
2021-05-10,94,65.0,,0.65,61.1
2021-05-11,97,65.0,,0.65,63.050000000000004
2021-05-12,93,65.0,,0.65,60.45
2021-05-13,95,65.0,,0.65,61.75
2021-05-14,92,65.0,,0.65,59.800000000000004
2021-05-15,69,65.0,,0.65,44.85
2021-05-16,77,65.0,,0.65,50.050000000000004
2021-05-17,100,65.0,,0.65,65.0
2021-05-18,93,65.0,,0.65,60.45
2021-05-19,90,65.0,,0.65,58.5
2021-05-20,94,65.0,,0.65,61.1
2021-05-21,90,65.0,,0.65,58.5
2021-05-22,73,65.0,,0.65,47.45
2021-05-23,81,65.0,,0.65,52.65
2021-05-24,97,65.0,,0.65,63.050000000000004
2021-05-25,93,65.0,,0.65,60.45
2021-05-26,93,65.0,,0.65,60.45
2021-05-27,95,65.0,,0.65,61.75
2021-05-28,87,65.0,,0.65,56.550000000000004
2021-05-29,71,65.0,,0.65,46.15
2021-05-30,71,65.0,,0.65,46.15
2021-05-31,76,65.0,,0.65,49.4
2021-06-01,95,66.0,False,0.66,62.7
2021-06-02,94,66.0,,0.66,62.040000000000006
2021-06-03,98,66.0,,0.66,64.68
2021-06-04,78,66.0,,0.66,51.480000000000004
2021-06-05,72,66.0,,0.66,47.52
2021-06-06,71,66.0,,0.66,46.86
2021-06-07,95,66.0,,0.66,62.7
2021-06-08,88,66.0,,0.66,58.080000000000005
2021-06-09,95,66.0,,0.66,62.7
2021-06-10,94,66.0,,0.66,62.040000000000006
2021-06-11,93,66.0,,0.66,61.38
2021-06-12,77,66.0,,0.66,50.82
2021-06-13,71,66.0,,0.66,46.86
2021-06-14,95,66.0,,0.66,62.7
2021-06-15,88,66.0,,0.66,58.080000000000005
2021-06-16,95,66.0,,0.66,62.7
2021-06-17,98,66.0,,0.66,64.68
2021-06-18,91,66.0,,0.66,60.06
2021-06-19,68,66.0,,0.66,44.88
2021-06-20,72,66.0,,0.66,47.52
2021-06-21,92,66.0,,0.66,60.720000000000006
2021-06-22,100,66.0,,0.66,66.0
2021-06-23,99,66.0,,0.66,65.34
2021-06-24,92,66.0,,0.66,60.720000000000006
2021-06-25,83,66.0,,0.66,54.78
2021-06-26,74,66.0,,0.66,48.84
2021-06-27,75,66.0,,0.66,49.5
2021-06-28,93,66.0,,0.66,61.38
2021-06-29,96,66.0,,0.66,63.36
2021-06-30,98,66.0,,0.66,64.68
2021-07-01,91,62.0,False,0.62,56.42
2021-07-02,91,62.0,,0.62,56.42
2021-07-03,65,62.0,,0.62,40.3
2021-07-04,69,62.0,,0.62,42.78
2021-07-05,75,62.0,,0.62,46.5
2021-07-06,95,62.0,,0.62,58.9
2021-07-07,96,62.0,,0.62,59.519999999999996
2021-07-08,98,62.0,,0.62,60.76
2021-07-09,93,62.0,,0.62,57.66
2021-07-10,72,62.0,,0.62,44.64
2021-07-11,69,62.0,,0.62,42.78
2021-07-12,98,62.0,,0.62,60.76
2021-07-13,93,62.0,,0.62,57.66
2021-07-14,88,62.0,,0.62,54.56
2021-07-15,96,62.0,,0.62,59.519999999999996
2021-07-16,80,62.0,,0.62,49.6
2021-07-17,75,62.0,,0.62,46.5
2021-07-18,68,62.0,,0.62,42.16
2021-07-19,95,62.0,,0.62,58.9
2021-07-20,100,62.0,,0.62,62.0
2021-07-21,96,62.0,,0.62,59.519999999999996
2021-07-22,82,62.0,,0.62,50.839999999999996
2021-07-23,91,62.0,,0.62,56.42
2021-07-24,74,62.0,,0.62,45.88
2021-07-25,71,62.0,,0.62,44.02
2021-07-26,94,62.0,,0.62,58.28
2021-07-27,99,62.0,,0.62,61.38
2021-07-28,92,62.0,,0.62,57.04
2021-07-29,91,62.0,,0.62,56.42
2021-07-30,91,62.0,,0.62,56.42
2021-07-31,67,62.0,,0.62,41.54
2021-08-01,72,65.0,False,0.65,46.800000000000004
2021-08-02,88,65.0,,0.65,57.2
2021-08-03,95,65.0,,0.65,61.75
2021-08-04,100,65.0,,0.65,65.0
2021-08-05,91,65.0,,0.65,59.15
2021-08-06,82,65.0,,0.65,53.300000000000004
2021-08-07,67,65.0,,0.65,43.550000000000004
2021-08-08,67,65.0,,0.65,43.550000000000004
2021-08-09,91,65.0,,0.65,59.15
2021-08-10,89,65.0,,0.65,57.85
2021-08-11,92,65.0,,0.65,59.800000000000004
2021-08-12,78,65.0,,0.65,50.7
2021-08-13,80,65.0,,0.65,52.0
2021-08-14,70,65.0,,0.65,45.5
2021-08-15,71,65.0,,0.65,46.15
2021-08-16,82,65.0,,0.65,53.300000000000004
2021-08-17,77,65.0,,0.65,50.050000000000004
2021-08-18,98,65.0,,0.65,63.7
2021-08-19,90,65.0,,0.65,58.5
2021-08-20,86,65.0,,0.65,55.9
2021-08-21,70,65.0,,0.65,45.5
2021-08-22,75,65.0,,0.65,48.75
2021-08-23,94,65.0,,0.65,61.1
2021-08-24,95,65.0,,0.65,61.75
2021-08-25,92,65.0,,0.65,59.800000000000004
2021-08-26,92,65.0,,0.65,59.800000000000004
2021-08-27,92,65.0,,0.65,59.800000000000004
2021-08-28,68,65.0,,0.65,44.2
2021-08-29,69,65.0,,0.65,44.85
2021-08-30,88,65.0,,0.65,57.2
2021-08-31,94,65.0,,0.65,61.1
2021-09-01,92,63.0,False,0.63,57.96
2021-09-02,90,63.0,,0.63,56.7
2021-09-03,80,63.0,,0.63,50.4
2021-09-04,71,63.0,,0.63,44.73
2021-09-05,67,63.0,,0.63,42.21
2021-09-06,76,63.0,,0.63,47.88
2021-09-07,93,63.0,,0.63,58.59
2021-09-08,93,63.0,,0.63,58.59
2021-09-09,96,63.0,,0.63,60.480000000000004
2021-09-10,83,63.0,,0.63,52.29
2021-09-11,69,63.0,,0.63,43.47
2021-09-12,73,63.0,,0.63,45.99
2021-09-13,90,63.0,,0.63,56.7
2021-09-14,94,63.0,,0.63,59.22
2021-09-15,91,63.0,,0.63,57.33
2021-09-16,84,63.0,,0.63,52.92
2021-09-17,86,63.0,,0.63,54.18
2021-09-18,71,63.0,,0.63,44.73
2021-09-19,70,63.0,,0.63,44.1
2021-09-20,81,63.0,,0.63,51.03
2021-09-21,100,63.0,,0.63,63.0
2021-09-22,93,63.0,,0.63,58.59
2021-09-23,99,63.0,,0.63,62.37
2021-09-24,80,63.0,,0.63,50.4
2021-09-25,71,63.0,,0.63,44.73
2021-09-26,74,63.0,,0.63,46.62
2021-09-27,92,63.0,,0.63,57.96
2021-09-28,90,63.0,,0.63,56.7
2021-09-29,94,63.0,,0.63,59.22
2021-09-30,100,63.0,,0.63,63.0
2021-10-01,87,66.0,False,0.66,57.42
2021-10-02,75,66.0,,0.66,49.5
2021-10-03,76,66.0,,0.66,50.160000000000004
2021-10-04,92,66.0,,0.66,60.720000000000006
2021-10-05,97,66.0,,0.66,64.02
2021-10-06,100,66.0,,0.66,66.0
2021-10-07,99,66.0,,0.66,65.34
2021-10-08,85,66.0,,0.66,56.1
2021-10-09,72,66.0,,0.66,47.52
2021-10-10,74,66.0,,0.66,48.84
2021-10-11,97,66.0,,0.66,64.02
2021-10-12,98,66.0,,0.66,64.68
2021-10-13,98,66.0,,0.66,64.68
2021-10-14,98,66.0,,0.66,64.68
2021-10-15,87,66.0,,0.66,57.42
2021-10-16,69,66.0,,0.66,45.54
2021-10-17,74,66.0,,0.66,48.84
2021-10-18,97,66.0,,0.66,64.02
2021-10-19,94,66.0,,0.66,62.040000000000006
2021-10-20,96,66.0,,0.66,63.36
2021-10-21,93,66.0,,0.66,61.38
2021-10-22,95,66.0,,0.66,62.7
2021-10-23,72,66.0,,0.66,47.52
2021-10-24,76,66.0,,0.66,50.160000000000004
2021-10-25,92,66.0,,0.66,60.720000000000006
2021-10-26,99,66.0,,0.66,65.34
2021-10-27,95,66.0,,0.66,62.7
2021-10-28,99,66.0,,0.66,65.34
2021-10-29,86,66.0,,0.66,56.760000000000005
2021-10-30,67,66.0,,0.66,44.22
2021-10-31,77,66.0,,0.66,50.82
2021-11-01,90,63.0,False,0.63,56.7
2021-11-02,94,63.0,,0.63,59.22
2021-11-03,92,63.0,,0.63,57.96
2021-11-04,89,63.0,,0.63,56.07
2021-11-05,81,63.0,,0.63,51.03
2021-11-06,76,63.0,,0.63,47.88
2021-11-07,76,63.0,,0.63,47.88
2021-11-08,90,63.0,,0.63,56.7
2021-11-09,97,63.0,,0.63,61.11
2021-11-10,93,63.0,,0.63,58.59
2021-11-11,85,63.0,,0.63,53.55
2021-11-12,85,63.0,,0.63,53.55
2021-11-13,77,63.0,,0.63,48.51
2021-11-14,76,63.0,,0.63,47.88
2021-11-15,93,63.0,,0.63,58.59
2021-11-16,92,63.0,,0.63,57.96
2021-11-17,98,63.0,,0.63,61.74
2021-11-18,98,63.0,,0.63,61.74
2021-11-19,87,63.0,,0.63,54.81
2021-11-20,75,63.0,,0.63,47.25
2021-11-21,73,63.0,,0.63,45.99
2021-11-22,86,63.0,,0.63,54.18
2021-11-23,87,63.0,,0.63,54.81
2021-11-24,87,63.0,,0.63,54.81
2021-11-25,72,63.0,,0.63,45.36
2021-11-26,73,63.0,,0.63,45.99
2021-11-27,70,63.0,,0.63,44.1
2021-11-28,73,63.0,,0.63,45.99
2021-11-29,91,63.0,,0.63,57.33
2021-11-30,100,63.0,,0.63,63.0
2021-12-01,100,64.0,False,0.64,64.0
2021-12-02,98,64.0,,0.64,62.72
2021-12-03,94,64.0,,0.64,60.160000000000004
2021-12-04,77,64.0,,0.64,49.28
2021-12-05,78,64.0,,0.64,49.92
2021-12-06,91,64.0,,0.64,58.24
2021-12-07,92,64.0,,0.64,58.88
2021-12-08,88,64.0,,0.64,56.32
2021-12-09,100,64.0,,0.64,64.0
2021-12-10,89,64.0,,0.64,56.96
2021-12-11,73,64.0,,0.64,46.72
2021-12-12,78,64.0,,0.64,49.92
2021-12-13,99,64.0,,0.64,63.36
2021-12-14,88,64.0,,0.64,56.32
2021-12-15,100,64.0,,0.64,64.0
2021-12-16,86,64.0,,0.64,55.04
2021-12-17,80,64.0,,0.64,51.2
2021-12-18,75,64.0,,0.64,48.0
2021-12-19,68,64.0,,0.64,43.52
2021-12-20,87,64.0,,0.64,55.68
2021-12-21,86,64.0,,0.64,55.04
2021-12-22,89,64.0,,0.64,56.96
2021-12-23,82,64.0,,0.64,52.480000000000004
2021-12-24,76,64.0,,0.64,48.64
2021-12-25,72,64.0,,0.64,46.08
2021-12-26,72,64.0,,0.64,46.08
2021-12-27,79,64.0,,0.64,50.56
2021-12-28,89,64.0,,0.64,56.96
2021-12-29,84,64.0,,0.64,53.76
2021-12-30,88,64.0,,0.64,56.32
2021-12-31,85,64.0,,0.64,54.4
