date,F_unscaled,F_monthly,isPartial,scale,F
2019-09-03,88,86.0,,0.86,75.67999999999999
2019-09-04,90,86.0,,0.86,77.4
2019-09-05,94,86.0,,0.86,80.84
2019-09-06,89,86.0,,0.86,76.53999999999999
2019-09-07,90,86.0,,0.86,77.4
2019-09-08,91,86.0,,0.86,78.26
2019-09-09,94,86.0,,0.86,80.84
2019-09-10,94,86.0,,0.86,80.84
2019-09-11,94,86.0,,0.86,80.84
2019-09-12,95,86.0,,0.86,81.7
2019-09-13,93,86.0,,0.86,79.98
2019-09-14,91,86.0,,0.86,78.26
2019-09-15,87,86.0,,0.86,74.82
2019-09-16,97,86.0,,0.86,83.42
2019-09-17,96,86.0,,0.86,82.56
2019-09-18,96,86.0,,0.86,82.56
2019-09-19,95,86.0,,0.86,81.7
2019-09-20,92,86.0,,0.86,79.12
2019-09-21,93,86.0,,0.86,79.98
2019-09-22,90,86.0,,0.86,77.4
2019-09-23,94,86.0,,0.86,80.84
2019-09-24,95,86.0,,0.86,81.7
2019-09-25,100,86.0,,0.86,86.0
2019-09-26,97,86.0,,0.86,83.42
2019-09-27,94,86.0,,0.86,80.84
2019-09-28,92,86.0,,0.86,79.12
2019-09-29,92,86.0,,0.86,79.12
2019-09-30,95,86.0,,0.86,81.7
2019-10-01,89,91.0,False,0.91,80.99000000000001
2019-10-02,93,91.0,,0.91,84.63000000000001
2019-10-03,92,91.0,,0.91,83.72
2019-10-04,91,91.0,,0.91,82.81
2019-10-05,85,91.0,,0.91,77.35000000000001
2019-10-06,85,91.0,,0.91,77.35000000000001
2019-10-07,89,91.0,,0.91,80.99000000000001
2019-10-08,88,91.0,,0.91,80.08
2019-10-09,93,91.0,,0.91,84.63000000000001
2019-10-10,92,91.0,,0.91,83.72
2019-10-11,91,91.0,,0.91,82.81
2019-10-12,87,91.0,,0.91,79.17
2019-10-13,84,91.0,,0.91,76.44
2019-10-14,89,91.0,,0.91,80.99000000000001
2019-10-15,95,91.0,,0.91,86.45
2019-10-16,100,91.0,,0.91,91.0
2019-10-17,97,91.0,,0.91,88.27
2019-10-18,94,91.0,,0.91,85.54
2019-10-19,97,91.0,,0.91,88.27
2019-10-20,91,91.0,,0.91,82.81
2019-10-21,92,91.0,,0.91,83.72
2019-10-22,91,91.0,,0.91,82.81
2019-10-23,94,91.0,,0.91,85.54
2019-10-24,94,91.0,,0.91,85.54
2019-10-25,90,91.0,,0.91,81.9
2019-10-26,87,91.0,,0.91,79.17
2019-10-27,87,91.0,,0.91,79.17
2019-10-28,91,91.0,,0.91,82.81
2019-10-29,90,91.0,,0.91,81.9
2019-10-30,97,91.0,,0.91,88.27
2019-10-31,90,91.0,,0.91,81.9
2019-11-01,74,91.0,False,0.91,67.34
2019-11-02,70,91.0,,0.91,63.7
2019-11-03,71,91.0,,0.91,64.61
2019-11-04,75,91.0,,0.91,68.25
2019-11-05,80,91.0,,0.91,72.8
2019-11-06,78,91.0,,0.91,70.98
2019-11-07,79,91.0,,0.91,71.89
2019-11-08,77,91.0,,0.91,70.07000000000001
2019-11-09,76,91.0,,0.91,69.16
2019-11-10,71,91.0,,0.91,64.61
2019-11-11,77,91.0,,0.91,70.07000000000001
2019-11-12,81,91.0,,0.91,73.71000000000001
2019-11-13,80,91.0,,0.91,72.8
2019-11-14,76,91.0,,0.91,69.16
2019-11-15,72,91.0,,0.91,65.52
2019-11-16,72,91.0,,0.91,65.52
2019-11-17,72,91.0,,0.91,65.52
2019-11-18,75,91.0,,0.91,68.25
2019-11-19,75,91.0,,0.91,68.25
2019-11-20,74,91.0,,0.91,67.34
2019-11-21,72,91.0,,0.91,65.52
2019-11-22,79,91.0,,0.91,71.89
2019-11-23,73,91.0,,0.91,66.43
2019-11-24,69,91.0,,0.91,62.79
2019-11-25,71,91.0,,0.91,64.61
2019-11-26,75,91.0,,0.91,68.25
2019-11-27,100,91.0,,0.91,91.0
2019-11-28,81,91.0,,0.91,73.71000000000001
2019-11-29,66,91.0,,0.91,60.06
2019-11-30,66,91.0,,0.91,60.06
2019-12-01,79,90.0,False,0.9,71.10000000000001
2019-12-02,81,90.0,,0.9,72.9
2019-12-03,81,90.0,,0.9,72.9
2019-12-04,84,90.0,,0.9,75.60000000000001
2019-12-05,84,90.0,,0.9,75.60000000000001
2019-12-06,84,90.0,,0.9,75.60000000000001
2019-12-07,80,90.0,,0.9,72.0
2019-12-08,79,90.0,,0.9,71.10000000000001
2019-12-09,79,90.0,,0.9,71.10000000000001
2019-12-10,83,90.0,,0.9,74.7
2019-12-11,83,90.0,,0.9,74.7
2019-12-12,81,90.0,,0.9,72.9
2019-12-13,82,90.0,,0.9,73.8
2019-12-14,80,90.0,,0.9,72.0
2019-12-15,81,90.0,,0.9,72.9
2019-12-16,85,90.0,,0.9,76.5
2019-12-17,89,90.0,,0.9,80.10000000000001
2019-12-18,92,90.0,,0.9,82.8
2019-12-19,100,90.0,,0.9,90.0
2019-12-20,95,90.0,,0.9,85.5
2019-12-21,90,90.0,,0.9,81.0
2019-12-22,89,90.0,,0.9,80.10000000000001
2019-12-23,84,90.0,,0.9,75.60000000000001
2019-12-24,88,90.0,,0.9,79.2
2019-12-25,92,90.0,,0.9,82.8
2019-12-26,84,90.0,,0.9,75.60000000000001
2019-12-27,84,90.0,,0.9,75.60000000000001
2019-12-28,87,90.0,,0.9,78.3
2019-12-29,84,90.0,,0.9,75.60000000000001
2019-12-30,87,90.0,,0.9,78.3
2019-12-31,88,90.0,,0.9,79.2
2020-01-01,76,96.0,False,0.96,72.96
2020-01-02,78,96.0,,0.96,74.88
2020-01-03,74,96.0,,0.96,71.03999999999999
2020-01-04,79,96.0,,0.96,75.84
2020-01-05,79,96.0,,0.96,75.84
2020-01-06,77,96.0,,0.96,73.92
2020-01-07,83,96.0,,0.96,79.67999999999999
2020-01-08,81,96.0,,0.96,77.75999999999999
2020-01-09,82,96.0,,0.96,78.72
2020-01-10,79,96.0,,0.96,75.84
2020-01-11,80,96.0,,0.96,76.8
2020-01-12,79,96.0,,0.96,75.84
2020-01-13,78,96.0,,0.96,74.88
2020-01-14,84,96.0,,0.96,80.64
2020-01-15,91,96.0,,0.96,87.36
2020-01-16,83,96.0,,0.96,79.67999999999999
2020-01-17,77,96.0,,0.96,73.92
2020-01-18,78,96.0,,0.96,74.88
2020-01-19,76,96.0,,0.96,72.96
2020-01-20,78,96.0,,0.96,74.88
2020-01-21,90,96.0,,0.96,86.39999999999999
2020-01-22,86,96.0,,0.96,82.56
2020-01-23,84,96.0,,0.96,80.64
2020-01-24,77,96.0,,0.96,73.92
2020-01-25,77,96.0,,0.96,73.92
2020-01-26,72,96.0,,0.96,69.12
2020-01-27,77,96.0,,0.96,73.92
2020-01-28,100,96.0,,0.96,96.0
2020-01-29,89,96.0,,0.96,85.44
2020-01-30,83,96.0,,0.96,79.67999999999999
2020-01-31,81,96.0,,0.96,77.75999999999999
2020-02-01,71,100.0,False,1.0,71.0
2020-02-02,72,100.0,,1.0,72.0
2020-02-03,72,100.0,,1.0,72.0
2020-02-04,90,100.0,,1.0,90.0
2020-02-05,88,100.0,,1.0,88.0
2020-02-06,88,100.0,,1.0,88.0
2020-02-07,80,100.0,,1.0,80.0
2020-02-08,73,100.0,,1.0,73.0
2020-02-09,74,100.0,,1.0,74.0
2020-02-10,76,100.0,,1.0,76.0
2020-02-11,83,100.0,,1.0,83.0
2020-02-12,76,100.0,,1.0,76.0
2020-02-13,77,100.0,,1.0,77.0
2020-02-14,76,100.0,,1.0,76.0
2020-02-15,70,100.0,,1.0,70.0
2020-02-16,73,100.0,,1.0,73.0
2020-02-17,74,100.0,,1.0,74.0
2020-02-18,100,100.0,,1.0,100.0
2020-02-19,85,100.0,,1.0,85.0
2020-02-20,80,100.0,,1.0,80.0
2020-02-21,77,100.0,,1.0,77.0
2020-02-22,73,100.0,,1.0,73.0
2020-02-23,69,100.0,,1.0,69.0
2020-02-24,78,100.0,,1.0,78.0
2020-02-25,84,100.0,,1.0,84.0
2020-02-26,76,100.0,,1.0,76.0
2020-02-27,76,100.0,,1.0,76.0
2020-02-28,77,100.0,,1.0,77.0
2020-02-29,71,100.0,,1.0,71.0
2020-03-01,89,93.0,False,0.93,82.77000000000001
2020-03-02,91,93.0,,0.93,84.63000000000001
2020-03-03,99,93.0,,0.93,92.07000000000001
2020-03-04,94,93.0,,0.93,87.42
2020-03-05,90,93.0,,0.93,83.7
2020-03-06,90,93.0,,0.93,83.7
2020-03-07,84,93.0,,0.93,78.12
2020-03-08,86,93.0,,0.93,79.98
2020-03-09,92,93.0,,0.93,85.56
2020-03-10,94,93.0,,0.93,87.42
2020-03-11,91,93.0,,0.93,84.63000000000001
2020-03-12,88,93.0,,0.93,81.84
2020-03-13,89,93.0,,0.93,82.77000000000001
2020-03-14,89,93.0,,0.93,82.77000000000001
2020-03-15,89,93.0,,0.93,82.77000000000001
2020-03-16,91,93.0,,0.93,84.63000000000001
2020-03-17,89,93.0,,0.93,82.77000000000001
2020-03-18,95,93.0,,0.93,88.35000000000001
2020-03-19,92,93.0,,0.93,85.56
2020-03-20,87,93.0,,0.93,80.91000000000001
2020-03-21,90,93.0,,0.93,83.7
2020-03-22,89,93.0,,0.93,82.77000000000001
2020-03-23,91,93.0,,0.93,84.63000000000001
2020-03-24,99,93.0,,0.93,92.07000000000001
2020-03-25,100,93.0,,0.93,93.0
2020-03-26,96,93.0,,0.93,89.28
2020-03-27,96,93.0,,0.93,89.28
2020-03-28,90,93.0,,0.93,83.7
2020-03-29,91,93.0,,0.93,84.63000000000001
2020-03-30,92,93.0,,0.93,85.56
2020-03-31,95,93.0,,0.93,88.35000000000001
2020-04-01,93,100.0,False,1.0,93.0
2020-04-02,92,100.0,,1.0,92.0
2020-04-03,92,100.0,,1.0,92.0
2020-04-04,100,100.0,,1.0,100.0
2020-04-05,96,100.0,,1.0,96.0
2020-04-06,93,100.0,,1.0,93.0
2020-04-07,100,100.0,,1.0,100.0
2020-04-08,99,100.0,,1.0,99.0
2020-04-09,97,100.0,,1.0,97.0
2020-04-10,91,100.0,,1.0,91.0
2020-04-11,88,100.0,,1.0,88.0
2020-04-12,93,100.0,,1.0,93.0
2020-04-13,92,100.0,,1.0,92.0
2020-04-14,91,100.0,,1.0,91.0
2020-04-15,89,100.0,,1.0,89.0
2020-04-16,94,100.0,,1.0,94.0
2020-04-17,93,100.0,,1.0,93.0
2020-04-18,89,100.0,,1.0,89.0
2020-04-19,88,100.0,,1.0,88.0
2020-04-20,89,100.0,,1.0,89.0
2020-04-21,93,100.0,,1.0,93.0
2020-04-22,95,100.0,,1.0,95.0
2020-04-23,94,100.0,,1.0,94.0
2020-04-24,90,100.0,,1.0,90.0
2020-04-25,85,100.0,,1.0,85.0
2020-04-26,88,100.0,,1.0,88.0
2020-04-27,90,100.0,,1.0,90.0
2020-04-28,96,100.0,,1.0,96.0
2020-04-29,95,100.0,,1.0,95.0
2020-04-30,97,100.0,,1.0,97.0
2020-05-01,88,93.0,False,0.93,81.84
2020-05-02,87,93.0,,0.93,80.91000000000001
2020-05-03,87,93.0,,0.93,80.91000000000001
2020-05-04,94,93.0,,0.93,87.42
2020-05-05,100,93.0,,0.93,93.0
2020-05-06,99,93.0,,0.93,92.07000000000001
2020-05-07,92,93.0,,0.93,85.56
2020-05-08,91,93.0,,0.93,84.63000000000001
2020-05-09,88,93.0,,0.93,81.84
2020-05-10,89,93.0,,0.93,82.77000000000001
2020-05-11,91,93.0,,0.93,84.63000000000001
2020-05-12,93,93.0,,0.93,86.49000000000001
2020-05-13,90,93.0,,0.93,83.7
2020-05-14,91,93.0,,0.93,84.63000000000001
2020-05-15,88,93.0,,0.93,81.84
2020-05-16,91,93.0,,0.93,84.63000000000001
2020-05-17,85,93.0,,0.93,79.05
2020-05-18,87,93.0,,0.93,80.91000000000001
2020-05-19,90,93.0,,0.93,83.7
2020-05-20,89,93.0,,0.93,82.77000000000001
2020-05-21,91,93.0,,0.93,84.63000000000001
2020-05-22,88,93.0,,0.93,81.84
2020-05-23,85,93.0,,0.93,79.05
2020-05-24,88,93.0,,0.93,81.84
2020-05-25,89,93.0,,0.93,82.77000000000001
2020-05-26,89,93.0,,0.93,82.77000000000001
2020-05-27,91,93.0,,0.93,84.63000000000001
2020-05-28,92,93.0,,0.93,85.56
2020-05-29,86,93.0,,0.93,79.98
2020-05-30,88,93.0,,0.93,81.84
2020-05-31,85,93.0,,0.93,79.05
2020-06-01,85,95.0,False,0.95,80.75
2020-06-02,86,95.0,,0.95,81.7
2020-06-03,89,95.0,,0.95,84.55
2020-06-04,86,95.0,,0.95,81.7
2020-06-05,87,95.0,,0.95,82.64999999999999
2020-06-06,86,95.0,,0.95,81.7
2020-06-07,89,95.0,,0.95,84.55
2020-06-08,88,95.0,,0.95,83.6
2020-06-09,94,95.0,,0.95,89.3
2020-06-10,92,95.0,,0.95,87.39999999999999
2020-06-11,87,95.0,,0.95,82.64999999999999
2020-06-12,91,95.0,,0.95,86.45
2020-06-13,92,95.0,,0.95,87.39999999999999
2020-06-14,96,95.0,,0.95,91.19999999999999
2020-06-15,94,95.0,,0.95,89.3
2020-06-16,95,95.0,,0.95,90.25
2020-06-17,94,95.0,,0.95,89.3
2020-06-18,97,95.0,,0.95,92.14999999999999
2020-06-19,95,95.0,,0.95,90.25
2020-06-20,93,95.0,,0.95,88.35
2020-06-21,94,95.0,,0.95,89.3
2020-06-22,93,95.0,,0.95,88.35
2020-06-23,94,95.0,,0.95,89.3
2020-06-24,90,95.0,,0.95,85.5
2020-06-25,90,95.0,,0.95,85.5
2020-06-26,100,95.0,,0.95,95.0
2020-06-27,90,95.0,,0.95,85.5
2020-06-28,91,95.0,,0.95,86.45
2020-06-29,89,95.0,,0.95,84.55
2020-06-30,89,95.0,,0.95,84.55
2020-07-01,94,93.0,False,0.93,87.42
2020-07-02,93,93.0,,0.93,86.49000000000001
2020-07-03,95,93.0,,0.93,88.35000000000001
2020-07-04,97,93.0,,0.93,90.21000000000001
2020-07-05,99,93.0,,0.93,92.07000000000001
2020-07-06,91,93.0,,0.93,84.63000000000001
2020-07-07,98,93.0,,0.93,91.14
2020-07-08,96,93.0,,0.93,89.28
2020-07-09,95,93.0,,0.93,88.35000000000001
2020-07-10,99,93.0,,0.93,92.07000000000001
2020-07-11,99,93.0,,0.93,92.07000000000001
2020-07-12,95,93.0,,0.93,88.35000000000001
2020-07-13,95,93.0,,0.93,88.35000000000001
2020-07-14,93,93.0,,0.93,86.49000000000001
2020-07-15,96,93.0,,0.93,89.28
2020-07-16,90,93.0,,0.93,83.7
2020-07-17,97,93.0,,0.93,90.21000000000001
2020-07-18,100,93.0,,0.93,93.0
2020-07-19,99,93.0,,0.93,92.07000000000001
2020-07-20,98,93.0,,0.93,91.14
2020-07-21,96,93.0,,0.93,89.28
2020-07-22,97,93.0,,0.93,90.21000000000001
2020-07-23,91,93.0,,0.93,84.63000000000001
2020-07-24,94,93.0,,0.93,87.42
2020-07-25,92,93.0,,0.93,85.56
2020-07-26,96,93.0,,0.93,89.28
2020-07-27,92,93.0,,0.93,85.56
2020-07-28,95,93.0,,0.93,88.35000000000001
2020-07-29,94,93.0,,0.93,87.42
2020-07-30,98,93.0,,0.93,91.14
2020-07-31,100,93.0,,0.93,93.0
2020-08-01,94,90.0,False,0.9,84.60000000000001
2020-08-02,94,90.0,,0.9,84.60000000000001
2020-08-03,91,90.0,,0.9,81.9
2020-08-04,89,90.0,,0.9,80.10000000000001
2020-08-05,89,90.0,,0.9,80.10000000000001
2020-08-06,91,90.0,,0.9,81.9
2020-08-07,95,90.0,,0.9,85.5
2020-08-08,95,90.0,,0.9,85.5
2020-08-09,95,90.0,,0.9,85.5
2020-08-10,93,90.0,,0.9,83.7
2020-08-11,94,90.0,,0.9,84.60000000000001
2020-08-12,91,90.0,,0.9,81.9
2020-08-13,89,90.0,,0.9,80.10000000000001
2020-08-14,98,90.0,,0.9,88.2
2020-08-15,95,90.0,,0.9,85.5
2020-08-16,97,90.0,,0.9,87.3
2020-08-17,100,90.0,,0.9,90.0
2020-08-18,95,90.0,,0.9,85.5
2020-08-19,94,90.0,,0.9,84.60000000000001
2020-08-20,91,90.0,,0.9,81.9
2020-08-21,95,90.0,,0.9,85.5
2020-08-22,91,90.0,,0.9,81.9
2020-08-23,92,90.0,,0.9,82.8
2020-08-24,95,90.0,,0.9,85.5
2020-08-25,95,90.0,,0.9,85.5
2020-08-26,94,90.0,,0.9,84.60000000000001
2020-08-27,93,90.0,,0.9,83.7
2020-08-28,95,90.0,,0.9,85.5
2020-08-29,90,90.0,,0.9,81.0
2020-08-30,94,90.0,,0.9,84.60000000000001
2020-08-31,95,90.0,,0.9,85.5
2020-09-01,92,93.0,False,0.93,85.56
2020-09-02,93,93.0,,0.93,86.49000000000001
2020-09-03,94,93.0,,0.93,87.42
2020-09-04,95,93.0,,0.93,88.35000000000001
2020-09-05,91,93.0,,0.93,84.63000000000001
2020-09-06,99,93.0,,0.93,92.07000000000001
2020-09-07,99,93.0,,0.93,92.07000000000001
2020-09-08,99,93.0,,0.93,92.07000000000001
2020-09-09,95,93.0,,0.93,88.35000000000001
2020-09-10,93,93.0,,0.93,86.49000000000001
2020-09-11,92,93.0,,0.93,85.56
2020-09-12,89,93.0,,0.93,82.77000000000001
2020-09-13,88,93.0,,0.93,81.84
2020-09-14,97,93.0,,0.93,90.21000000000001
2020-09-15,98,93.0,,0.93,91.14
2020-09-16,100,93.0,,0.93,93.0
2020-09-17,95,93.0,,0.93,88.35000000000001
2020-09-18,92,93.0,,0.93,85.56
2020-09-19,94,93.0,,0.93,87.42
2020-09-20,89,93.0,,0.93,82.77000000000001
2020-09-21,100,93.0,,0.93,93.0
2020-09-22,94,93.0,,0.93,87.42
2020-09-23,96,93.0,,0.93,89.28
2020-09-24,97,93.0,,0.93,90.21000000000001
2020-09-25,97,93.0,,0.93,90.21000000000001
2020-09-26,90,93.0,,0.93,83.7
2020-09-27,91,93.0,,0.93,84.63000000000001
2020-09-28,92,93.0,,0.93,85.56
2020-09-29,98,93.0,,0.93,91.14
2020-09-30,96,93.0,,0.93,89.28
2020-10-01,95,93.0,False,0.93,88.35000000000001
2020-10-02,94,93.0,,0.93,87.42
2020-10-03,93,93.0,,0.93,86.49000000000001
2020-10-04,88,93.0,,0.93,81.84
2020-10-05,97,93.0,,0.93,90.21000000000001
2020-10-06,93,93.0,,0.93,86.49000000000001
2020-10-07,96,93.0,,0.93,89.28
2020-10-08,95,93.0,,0.93,88.35000000000001
2020-10-09,94,93.0,,0.93,87.42
2020-10-10,94,93.0,,0.93,87.42
2020-10-11,90,93.0,,0.93,83.7
2020-10-12,96,93.0,,0.93,89.28
2020-10-13,96,93.0,,0.93,89.28
2020-10-14,94,93.0,,0.93,87.42
2020-10-15,94,93.0,,0.93,87.42
2020-10-16,96,93.0,,0.93,89.28
2020-10-17,92,93.0,,0.93,85.56
2020-10-18,94,93.0,,0.93,87.42
2020-10-19,96,93.0,,0.93,89.28
2020-10-20,96,93.0,,0.93,89.28
2020-10-21,95,93.0,,0.93,88.35000000000001
2020-10-22,95,93.0,,0.93,88.35000000000001
2020-10-23,97,93.0,,0.93,90.21000000000001
2020-10-24,94,93.0,,0.93,87.42
2020-10-25,92,93.0,,0.93,85.56
2020-10-26,93,93.0,,0.93,86.49000000000001
2020-10-27,100,93.0,,0.93,93.0
2020-10-28,97,93.0,,0.93,90.21000000000001
2020-10-29,98,93.0,,0.93,91.14
2020-10-30,100,93.0,,0.93,93.0
2020-10-31,94,93.0,,0.93,87.42
2020-11-01,87,87.0,False,0.87,75.69
2020-11-02,97,87.0,,0.87,84.39
2020-11-03,91,87.0,,0.87,79.17
2020-11-04,61,87.0,,0.87,53.07
2020-11-05,68,87.0,,0.87,59.16
2020-11-06,76,87.0,,0.87,66.12
2020-11-07,81,87.0,,0.87,70.47
2020-11-08,86,87.0,,0.87,74.82
2020-11-09,97,87.0,,0.87,84.39
2020-11-10,95,87.0,,0.87,82.65
2020-11-11,89,87.0,,0.87,77.42999999999999
2020-11-12,92,87.0,,0.87,80.04
2020-11-13,93,87.0,,0.87,80.91
2020-11-14,89,87.0,,0.87,77.42999999999999
2020-11-15,90,87.0,,0.87,78.3
2020-11-16,97,87.0,,0.87,84.39
2020-11-17,97,87.0,,0.87,84.39
2020-11-18,100,87.0,,0.87,87.0
2020-11-19,98,87.0,,0.87,85.26
2020-11-20,94,87.0,,0.87,81.78
2020-11-21,91,87.0,,0.87,79.17
2020-11-22,93,87.0,,0.87,80.91
2020-11-23,94,87.0,,0.87,81.78
2020-11-24,98,87.0,,0.87,85.26
2020-11-25,92,87.0,,0.87,80.04
2020-11-26,95,87.0,,0.87,82.65
2020-11-27,83,87.0,,0.87,72.21
2020-11-28,85,87.0,,0.87,73.95
2020-11-29,88,87.0,,0.87,76.56
2020-11-30,91,87.0,,0.87,79.17
2020-12-01,99,88.0,False,0.88,87.12
2020-12-02,97,88.0,,0.88,85.36
2020-12-03,96,88.0,,0.88,84.48
2020-12-04,99,88.0,,0.88,87.12
2020-12-05,93,88.0,,0.88,81.84
2020-12-06,88,88.0,,0.88,77.44
2020-12-07,96,88.0,,0.88,84.48
2020-12-08,99,88.0,,0.88,87.12
2020-12-09,99,88.0,,0.88,87.12
2020-12-10,97,88.0,,0.88,85.36
2020-12-11,99,88.0,,0.88,87.12
2020-12-12,89,88.0,,0.88,78.32000000000001
2020-12-13,91,88.0,,0.88,80.08
2020-12-14,94,88.0,,0.88,82.72
2020-12-15,95,88.0,,0.88,83.6
2020-12-16,97,88.0,,0.88,85.36
2020-12-17,98,88.0,,0.88,86.24
2020-12-18,97,88.0,,0.88,85.36
2020-12-19,93,88.0,,0.88,81.84
2020-12-20,87,88.0,,0.88,76.56
2020-12-21,90,88.0,,0.88,79.2
2020-12-22,89,88.0,,0.88,78.32000000000001
2020-12-23,92,88.0,,0.88,80.96
2020-12-24,92,88.0,,0.88,80.96
2020-12-25,100,88.0,,0.88,88.0
2020-12-26,92,88.0,,0.88,80.96
2020-12-27,89,88.0,,0.88,78.32000000000001
2020-12-28,87,88.0,,0.88,76.56
2020-12-29,88,88.0,,0.88,77.44
2020-12-30,90,88.0,,0.88,79.2
2020-12-31,91,88.0,,0.88,80.08
2021-01-01,92,86.0,False,0.86,79.12
2021-01-02,89,86.0,,0.86,76.53999999999999
2021-01-03,87,86.0,,0.86,74.82
2021-01-04,89,86.0,,0.86,76.53999999999999
2021-01-05,91,86.0,,0.86,78.26
2021-01-06,89,86.0,,0.86,76.53999999999999
2021-01-07,89,86.0,,0.86,76.53999999999999
2021-01-08,92,86.0,,0.86,79.12
2021-01-09,89,86.0,,0.86,76.53999999999999
2021-01-10,91,86.0,,0.86,78.26
2021-01-11,93,86.0,,0.86,79.98
2021-01-12,96,86.0,,0.86,82.56
2021-01-13,97,86.0,,0.86,83.42
2021-01-14,96,86.0,,0.86,82.56
2021-01-15,95,86.0,,0.86,81.7
2021-01-16,89,86.0,,0.86,76.53999999999999
2021-01-17,86,86.0,,0.86,73.96
2021-01-18,91,86.0,,0.86,78.26
2021-01-19,95,86.0,,0.86,81.7
2021-01-20,99,86.0,,0.86,85.14
2021-01-21,99,86.0,,0.86,85.14
2021-01-22,95,86.0,,0.86,81.7
2021-01-23,95,86.0,,0.86,81.7
2021-01-24,97,86.0,,0.86,83.42
2021-01-25,97,86.0,,0.86,83.42
2021-01-26,97,86.0,,0.86,83.42
2021-01-27,97,86.0,,0.86,83.42
2021-01-28,99,86.0,,0.86,85.14
2021-01-29,100,86.0,,0.86,86.0
2021-01-30,97,86.0,,0.86,83.42
2021-01-31,95,86.0,,0.86,81.7
2021-02-01,89,92.0,False,0.92,81.88000000000001
2021-02-02,90,92.0,,0.92,82.8
2021-02-03,92,92.0,,0.92,84.64
2021-02-04,93,92.0,,0.92,85.56
2021-02-05,95,92.0,,0.92,87.4
2021-02-06,88,92.0,,0.92,80.96000000000001
2021-02-07,89,92.0,,0.92,81.88000000000001
2021-02-08,87,92.0,,0.92,80.04
2021-02-09,91,92.0,,0.92,83.72
2021-02-10,91,92.0,,0.92,83.72
2021-02-11,100,92.0,,0.92,92.0
2021-02-12,96,92.0,,0.92,88.32000000000001
2021-02-13,90,92.0,,0.92,82.8
2021-02-14,90,92.0,,0.92,82.8
2021-02-15,98,92.0,,0.92,90.16000000000001
2021-02-16,93,92.0,,0.92,85.56
2021-02-17,90,92.0,,0.92,82.8
2021-02-18,93,92.0,,0.92,85.56
2021-02-19,92,92.0,,0.92,84.64
2021-02-20,91,92.0,,0.92,83.72
2021-02-21,87,92.0,,0.92,80.04
2021-02-22,87,92.0,,0.92,80.04
2021-02-23,92,92.0,,0.92,84.64
2021-02-24,90,92.0,,0.92,82.8
2021-02-25,90,92.0,,0.92,82.8
2021-02-26,89,92.0,,0.92,81.88000000000001
2021-02-27,82,92.0,,0.92,75.44
2021-02-28,86,92.0,,0.92,79.12
2021-03-01,97,87.0,False,0.87,84.39
2021-03-02,100,87.0,,0.87,87.0
2021-03-03,94,87.0,,0.87,81.78
2021-03-04,99,87.0,,0.87,86.13
2021-03-05,97,87.0,,0.87,84.39
2021-03-06,90,87.0,,0.87,78.3
2021-03-07,91,87.0,,0.87,79.17
2021-03-08,94,87.0,,0.87,81.78
2021-03-09,97,87.0,,0.87,84.39
2021-03-10,92,87.0,,0.87,80.04
2021-03-11,91,87.0,,0.87,79.17
2021-03-12,96,87.0,,0.87,83.52
2021-03-13,88,87.0,,0.87,76.56
2021-03-14,89,87.0,,0.87,77.42999999999999
2021-03-15,89,87.0,,0.87,77.42999999999999
2021-03-16,93,87.0,,0.87,80.91
2021-03-17,91,87.0,,0.87,79.17
2021-03-18,93,87.0,,0.87,80.91
2021-03-19,92,87.0,,0.87,80.04
2021-03-20,89,87.0,,0.87,77.42999999999999
2021-03-21,91,87.0,,0.87,79.17
2021-03-22,93,87.0,,0.87,80.91
2021-03-23,96,87.0,,0.87,83.52
2021-03-24,95,87.0,,0.87,82.65
2021-03-25,96,87.0,,0.87,83.52
2021-03-26,95,87.0,,0.87,82.65
2021-03-27,92,87.0,,0.87,80.04
2021-03-28,91,87.0,,0.87,79.17
2021-03-29,94,87.0,,0.87,81.78
2021-03-30,93,87.0,,0.87,80.91
2021-03-31,96,87.0,,0.87,83.52
2021-04-01,94,86.0,False,0.86,80.84
2021-04-02,94,86.0,,0.86,80.84
2021-04-03,92,86.0,,0.86,79.12
2021-04-04,97,86.0,,0.86,83.42
2021-04-05,95,86.0,,0.86,81.7
2021-04-06,92,86.0,,0.86,79.12
2021-04-07,94,86.0,,0.86,80.84
2021-04-08,97,86.0,,0.86,83.42
2021-04-09,97,86.0,,0.86,83.42
2021-04-10,90,86.0,,0.86,77.4
2021-04-11,92,86.0,,0.86,79.12
2021-04-12,96,86.0,,0.86,82.56
2021-04-13,95,86.0,,0.86,81.7
2021-04-14,94,86.0,,0.86,80.84
2021-04-15,96,86.0,,0.86,82.56
2021-04-16,94,86.0,,0.86,80.84
2021-04-17,92,86.0,,0.86,79.12
2021-04-18,94,86.0,,0.86,80.84
2021-04-19,96,86.0,,0.86,82.56
2021-04-20,94,86.0,,0.86,80.84
2021-04-21,94,86.0,,0.86,80.84
2021-04-22,95,86.0,,0.86,81.7
2021-04-23,94,86.0,,0.86,80.84
2021-04-24,91,86.0,,0.86,78.26
2021-04-25,94,86.0,,0.86,80.84
2021-04-26,97,86.0,,0.86,83.42
2021-04-27,98,86.0,,0.86,84.28
2021-04-28,100,86.0,,0.86,86.0
2021-04-29,99,86.0,,0.86,85.14
2021-04-30,94,86.0,,0.86,80.84
2021-05-01,85,85.0,False,0.85,72.25
2021-05-02,85,85.0,,0.85,72.25
2021-05-03,88,85.0,,0.85,74.8
