date,LINK_unscaled,LINK_monthly,isPartial,scale,LINK
2019-09-05,98,81.0,,0.81,79.38000000000001
2019-09-06,94,81.0,,0.81,76.14
2019-09-07,86,81.0,,0.81,69.66000000000001
2019-09-08,86,81.0,,0.81,69.66000000000001
2019-09-09,98,81.0,,0.81,79.38000000000001
2019-09-10,98,81.0,,0.81,79.38000000000001
2019-09-11,100,81.0,,0.81,81.0
2019-09-12,96,81.0,,0.81,77.76
2019-09-13,90,81.0,,0.81,72.9
2019-09-14,83,81.0,,0.81,67.23
2019-09-15,82,81.0,,0.81,66.42
2019-09-16,94,81.0,,0.81,76.14
2019-09-17,97,81.0,,0.81,78.57000000000001
2019-09-18,98,81.0,,0.81,79.38000000000001
2019-09-19,98,81.0,,0.81,79.38000000000001
2019-09-20,95,81.0,,0.81,76.95
2019-09-21,87,81.0,,0.81,70.47
2019-09-22,89,81.0,,0.81,72.09
2019-09-23,98,81.0,,0.81,79.38000000000001
2019-09-24,98,81.0,,0.81,79.38000000000001
2019-09-25,99,81.0,,0.81,80.19000000000001
2019-09-26,100,81.0,,0.81,81.0
2019-09-27,96,81.0,,0.81,77.76
2019-09-28,89,81.0,,0.81,72.09
2019-09-29,86,81.0,,0.81,69.66000000000001
2019-09-30,99,81.0,,0.81,80.19000000000001
2019-10-01,98,78.0,False,0.78,76.44
2019-10-02,96,78.0,,0.78,74.88
2019-10-03,97,78.0,,0.78,75.66
2019-10-04,96,78.0,,0.78,74.88
2019-10-05,80,78.0,,0.78,62.400000000000006
2019-10-06,83,78.0,,0.78,64.74000000000001
2019-10-07,100,78.0,,0.78,78.0
2019-10-08,98,78.0,,0.78,76.44
2019-10-09,98,78.0,,0.78,76.44
2019-10-10,100,78.0,,0.78,78.0
2019-10-11,91,78.0,,0.78,70.98
2019-10-12,86,78.0,,0.78,67.08
2019-10-13,78,78.0,,0.78,60.84
2019-10-14,91,78.0,,0.78,70.98
2019-10-15,96,78.0,,0.78,74.88
2019-10-16,94,78.0,,0.78,73.32000000000001
2019-10-17,95,78.0,,0.78,74.10000000000001
2019-10-18,89,78.0,,0.78,69.42
2019-10-19,80,78.0,,0.78,62.400000000000006
2019-10-20,79,78.0,,0.78,61.620000000000005
2019-10-21,97,78.0,,0.78,75.66
2019-10-22,96,78.0,,0.78,74.88
2019-10-23,97,78.0,,0.78,75.66
2019-10-24,93,78.0,,0.78,72.54
2019-10-25,92,78.0,,0.78,71.76
2019-10-26,80,78.0,,0.78,62.400000000000006
2019-10-27,77,78.0,,0.78,60.06
2019-10-28,91,78.0,,0.78,70.98
2019-10-29,89,78.0,,0.78,69.42
2019-10-30,93,78.0,,0.78,72.54
2019-10-31,91,78.0,,0.78,70.98
2019-11-01,93,75.0,False,0.75,69.75
2019-11-02,82,75.0,,0.75,61.5
2019-11-03,81,75.0,,0.75,60.75
2019-11-04,95,75.0,,0.75,71.25
2019-11-05,97,75.0,,0.75,72.75
2019-11-06,94,75.0,,0.75,70.5
2019-11-07,97,75.0,,0.75,72.75
2019-11-08,95,75.0,,0.75,71.25
2019-11-09,84,75.0,,0.75,63.0
2019-11-10,81,75.0,,0.75,60.75
2019-11-11,92,75.0,,0.75,69.0
2019-11-12,97,75.0,,0.75,72.75
2019-11-13,96,75.0,,0.75,72.0
2019-11-14,92,75.0,,0.75,69.0
2019-11-15,96,75.0,,0.75,72.0
2019-11-16,89,75.0,,0.75,66.75
2019-11-17,88,75.0,,0.75,66.0
2019-11-18,99,75.0,,0.75,74.25
2019-11-19,100,75.0,,0.75,75.0
2019-11-20,99,75.0,,0.75,74.25
2019-11-21,98,75.0,,0.75,73.5
2019-11-22,90,75.0,,0.75,67.5
2019-11-23,86,75.0,,0.75,64.5
2019-11-24,85,75.0,,0.75,63.75
2019-11-25,94,75.0,,0.75,70.5
2019-11-26,97,75.0,,0.75,72.75
2019-11-27,92,75.0,,0.75,69.0
2019-11-28,76,75.0,,0.75,57.0
2019-11-29,86,75.0,,0.75,64.5
2019-11-30,87,75.0,,0.75,65.25
2019-12-01,74,77.0,False,0.77,56.980000000000004
2019-12-02,91,77.0,,0.77,70.07000000000001
2019-12-03,89,77.0,,0.77,68.53
2019-12-04,90,77.0,,0.77,69.3
2019-12-05,90,77.0,,0.77,69.3
2019-12-06,87,77.0,,0.77,66.99
2019-12-07,79,77.0,,0.77,60.83
2019-12-08,72,77.0,,0.77,55.44
2019-12-09,85,77.0,,0.77,65.45
2019-12-10,90,77.0,,0.77,69.3
2019-12-11,86,77.0,,0.77,66.22
2019-12-12,87,77.0,,0.77,66.99
2019-12-13,85,77.0,,0.77,65.45
2019-12-14,83,77.0,,0.77,63.910000000000004
2019-12-15,82,77.0,,0.77,63.14
2019-12-16,87,77.0,,0.77,66.99
2019-12-17,86,77.0,,0.77,66.22
2019-12-18,89,77.0,,0.77,68.53
2019-12-19,88,77.0,,0.77,67.76
2019-12-20,86,77.0,,0.77,66.22
2019-12-21,80,77.0,,0.77,61.6
2019-12-22,81,77.0,,0.77,62.370000000000005
2019-12-23,81,77.0,,0.77,62.370000000000005
2019-12-24,79,77.0,,0.77,60.83
2019-12-25,98,77.0,,0.77,75.46000000000001
2019-12-26,100,77.0,,0.77,77.0
2019-12-27,94,77.0,,0.77,72.38
2019-12-28,90,77.0,,0.77,69.3
2019-12-29,82,77.0,,0.77,63.14
2019-12-30,94,77.0,,0.77,72.38
2019-12-31,86,77.0,,0.77,66.22
2020-01-01,70,82.0,False,0.82,57.4
2020-01-02,78,82.0,,0.82,63.959999999999994
2020-01-03,75,82.0,,0.82,61.49999999999999
2020-01-04,72,82.0,,0.82,59.04
2020-01-05,69,82.0,,0.82,56.58
2020-01-06,100,82.0,,0.82,82.0
2020-01-07,82,82.0,,0.82,67.24
2020-01-08,78,82.0,,0.82,63.959999999999994
2020-01-09,79,82.0,,0.82,64.78
2020-01-10,77,82.0,,0.82,63.13999999999999
2020-01-11,69,82.0,,0.82,56.58
2020-01-12,67,82.0,,0.82,54.94
2020-01-13,75,82.0,,0.82,61.49999999999999
2020-01-14,74,82.0,,0.82,60.68
2020-01-15,76,82.0,,0.82,62.31999999999999
2020-01-16,78,82.0,,0.82,63.959999999999994
2020-01-17,76,82.0,,0.82,62.31999999999999
2020-01-18,70,82.0,,0.82,57.4
2020-01-19,73,82.0,,0.82,59.86
2020-01-20,72,82.0,,0.82,59.04
2020-01-21,79,82.0,,0.82,64.78
2020-01-22,80,82.0,,0.82,65.6
2020-01-23,78,82.0,,0.82,63.959999999999994
2020-01-24,77,82.0,,0.82,63.13999999999999
2020-01-25,69,82.0,,0.82,56.58
2020-01-26,63,82.0,,0.82,51.66
2020-01-27,75,82.0,,0.82,61.49999999999999
2020-01-28,77,82.0,,0.82,63.13999999999999
2020-01-29,79,82.0,,0.82,64.78
2020-01-30,78,82.0,,0.82,63.959999999999994
2020-01-31,74,82.0,,0.82,60.68
2020-02-01,85,80.0,False,0.8,68.0
2020-02-02,86,80.0,,0.8,68.8
2020-02-03,90,80.0,,0.8,72.0
2020-02-04,96,80.0,,0.8,76.80000000000001
2020-02-05,100,80.0,,0.8,80.0
2020-02-06,96,80.0,,0.8,76.80000000000001
2020-02-07,98,80.0,,0.8,78.4
2020-02-08,87,80.0,,0.8,69.60000000000001
2020-02-09,89,80.0,,0.8,71.2
2020-02-10,99,80.0,,0.8,79.2
2020-02-11,99,80.0,,0.8,79.2
2020-02-12,98,80.0,,0.8,78.4
2020-02-13,96,80.0,,0.8,76.80000000000001
2020-02-14,92,80.0,,0.8,73.60000000000001
2020-02-15,88,80.0,,0.8,70.4
2020-02-16,85,80.0,,0.8,68.0
2020-02-17,97,80.0,,0.8,77.60000000000001
2020-02-18,96,80.0,,0.8,76.80000000000001
2020-02-19,99,80.0,,0.8,79.2
2020-02-20,96,80.0,,0.8,76.80000000000001
2020-02-21,97,80.0,,0.8,77.60000000000001
2020-02-22,89,80.0,,0.8,71.2
2020-02-23,87,80.0,,0.8,69.60000000000001
2020-02-24,96,80.0,,0.8,76.80000000000001
2020-02-25,96,80.0,,0.8,76.80000000000001
2020-02-26,94,80.0,,0.8,75.2
2020-02-27,96,80.0,,0.8,76.80000000000001
2020-02-28,100,80.0,,0.8,80.0
2020-02-29,90,80.0,,0.8,72.0
2020-03-01,77,86.0,False,0.86,66.22
2020-03-02,80,86.0,,0.86,68.8
2020-03-03,86,86.0,,0.86,73.96
2020-03-04,76,86.0,,0.86,65.36
2020-03-05,81,86.0,,0.86,69.66
2020-03-06,78,86.0,,0.86,67.08
2020-03-07,73,86.0,,0.86,62.78
2020-03-08,75,86.0,,0.86,64.5
2020-03-09,79,86.0,,0.86,67.94
2020-03-10,80,86.0,,0.86,68.8
2020-03-11,76,86.0,,0.86,65.36
2020-03-12,71,86.0,,0.86,61.06
2020-03-13,73,86.0,,0.86,62.78
2020-03-14,77,86.0,,0.86,66.22
2020-03-15,73,86.0,,0.86,62.78
2020-03-16,82,86.0,,0.86,70.52
2020-03-17,83,86.0,,0.86,71.38
2020-03-18,88,86.0,,0.86,75.67999999999999
2020-03-19,89,86.0,,0.86,76.53999999999999
2020-03-20,85,86.0,,0.86,73.1
2020-03-21,83,86.0,,0.86,71.38
2020-03-22,85,86.0,,0.86,73.1
2020-03-23,94,86.0,,0.86,80.84
2020-03-24,95,86.0,,0.86,81.7
2020-03-25,100,86.0,,0.86,86.0
2020-03-26,94,86.0,,0.86,80.84
2020-03-27,95,86.0,,0.86,81.7
2020-03-28,89,86.0,,0.86,76.53999999999999
2020-03-29,88,86.0,,0.86,75.67999999999999
2020-03-30,93,86.0,,0.86,79.98
2020-03-31,96,86.0,,0.86,82.56
2020-04-01,97,100.0,False,1.0,97.0
2020-04-02,97,100.0,,1.0,97.0
2020-04-03,93,100.0,,1.0,93.0
2020-04-04,90,100.0,,1.0,90.0
2020-04-05,86,100.0,,1.0,86.0
2020-04-06,92,100.0,,1.0,92.0
2020-04-07,96,100.0,,1.0,96.0
2020-04-08,93,100.0,,1.0,93.0
2020-04-09,97,100.0,,1.0,97.0
2020-04-10,97,100.0,,1.0,97.0
2020-04-11,89,100.0,,1.0,89.0
2020-04-12,85,100.0,,1.0,85.0
2020-04-13,94,100.0,,1.0,94.0
2020-04-14,98,100.0,,1.0,98.0
2020-04-15,100,100.0,,1.0,100.0
2020-04-16,97,100.0,,1.0,97.0
2020-04-17,91,100.0,,1.0,91.0
2020-04-18,88,100.0,,1.0,88.0
2020-04-19,89,100.0,,1.0,89.0
2020-04-20,95,100.0,,1.0,95.0
2020-04-21,97,100.0,,1.0,97.0
2020-04-22,100,100.0,,1.0,100.0
2020-04-23,93,100.0,,1.0,93.0
2020-04-24,89,100.0,,1.0,89.0
2020-04-25,81,100.0,,1.0,81.0
2020-04-26,83,100.0,,1.0,83.0
2020-04-27,90,100.0,,1.0,90.0
2020-04-28,90,100.0,,1.0,90.0
2020-04-29,92,100.0,,1.0,92.0
2020-04-30,92,100.0,,1.0,92.0
2020-05-01,96,90.0,False,0.9,86.4
2020-05-02,91,90.0,,0.9,81.9
2020-05-03,91,90.0,,0.9,81.9
2020-05-04,96,90.0,,0.9,86.4
2020-05-05,96,90.0,,0.9,86.4
2020-05-06,100,90.0,,0.9,90.0
2020-05-07,98,90.0,,0.9,88.2
2020-05-08,92,90.0,,0.9,82.8
2020-05-09,87,90.0,,0.9,78.3
2020-05-10,88,90.0,,0.9,79.2
2020-05-11,96,90.0,,0.9,86.4
2020-05-12,98,90.0,,0.9,88.2
2020-05-13,96,90.0,,0.9,86.4
2020-05-14,97,90.0,,0.9,87.3
2020-05-15,94,90.0,,0.9,84.60000000000001
2020-05-16,86,90.0,,0.9,77.4
2020-05-17,90,90.0,,0.9,81.0
2020-05-18,96,90.0,,0.9,86.4
2020-05-19,94,90.0,,0.9,84.60000000000001
2020-05-20,96,90.0,,0.9,86.4
2020-05-21,96,90.0,,0.9,86.4
2020-05-22,91,90.0,,0.9,81.9
2020-05-23,84,90.0,,0.9,75.60000000000001
2020-05-24,81,90.0,,0.9,72.9
2020-05-25,84,90.0,,0.9,75.60000000000001
2020-05-26,94,90.0,,0.9,84.60000000000001
2020-05-27,94,90.0,,0.9,84.60000000000001
2020-05-28,92,90.0,,0.9,82.8
2020-05-29,93,90.0,,0.9,83.7
2020-05-30,85,90.0,,0.9,76.5
2020-05-31,88,90.0,,0.9,79.2
2020-06-01,82,96.0,False,0.96,78.72
2020-06-02,100,96.0,,0.96,96.0
2020-06-03,90,96.0,,0.96,86.39999999999999
2020-06-04,84,96.0,,0.96,80.64
2020-06-05,82,96.0,,0.96,78.72
2020-06-06,72,96.0,,0.96,69.12
2020-06-07,79,96.0,,0.96,75.84
2020-06-08,79,96.0,,0.96,75.84
2020-06-09,81,96.0,,0.96,77.75999999999999
2020-06-10,81,96.0,,0.96,77.75999999999999
2020-06-11,81,96.0,,0.96,77.75999999999999
2020-06-12,78,96.0,,0.96,74.88
2020-06-13,76,96.0,,0.96,72.96
2020-06-14,73,96.0,,0.96,70.08
2020-06-15,80,96.0,,0.96,76.8
2020-06-16,80,96.0,,0.96,76.8
2020-06-17,83,96.0,,0.96,79.67999999999999
2020-06-18,83,96.0,,0.96,79.67999999999999
2020-06-19,75,96.0,,0.96,72.0
2020-06-20,71,96.0,,0.96,68.16
2020-06-21,67,96.0,,0.96,64.32
2020-06-22,83,96.0,,0.96,79.67999999999999
2020-06-23,82,96.0,,0.96,78.72
2020-06-24,80,96.0,,0.96,76.8
2020-06-25,81,96.0,,0.96,77.75999999999999
2020-06-26,79,96.0,,0.96,75.84
2020-06-27,74,96.0,,0.96,71.03999999999999
2020-06-28,76,96.0,,0.96,72.96
2020-06-29,79,96.0,,0.96,75.84
2020-06-30,84,96.0,,0.96,80.64
2020-07-01,93,91.0,False,0.91,84.63000000000001
2020-07-02,89,91.0,,0.91,80.99000000000001
2020-07-03,85,91.0,,0.91,77.35000000000001
2020-07-04,83,91.0,,0.91,75.53
2020-07-05,79,91.0,,0.91,71.89
2020-07-06,91,91.0,,0.91,82.81
2020-07-07,95,91.0,,0.91,86.45
2020-07-08,97,91.0,,0.91,88.27
2020-07-09,96,91.0,,0.91,87.36
2020-07-10,93,91.0,,0.91,84.63000000000001
2020-07-11,85,91.0,,0.91,77.35000000000001
2020-07-12,86,91.0,,0.91,78.26
2020-07-13,95,91.0,,0.91,86.45
2020-07-14,93,91.0,,0.91,84.63000000000001
2020-07-15,95,91.0,,0.91,86.45
2020-07-16,96,91.0,,0.91,87.36
2020-07-17,95,91.0,,0.91,86.45
2020-07-18,87,91.0,,0.91,79.17
2020-07-19,87,91.0,,0.91,79.17
2020-07-20,94,91.0,,0.91,85.54
2020-07-21,97,91.0,,0.91,88.27
2020-07-22,95,91.0,,0.91,86.45
2020-07-23,95,91.0,,0.91,86.45
2020-07-24,93,91.0,,0.91,84.63000000000001
2020-07-25,88,91.0,,0.91,80.08
2020-07-26,86,91.0,,0.91,78.26
2020-07-27,92,91.0,,0.91,83.72
2020-07-28,100,91.0,,0.91,91.0
2020-07-29,100,91.0,,0.91,91.0
2020-07-30,95,91.0,,0.91,86.45
2020-07-31,94,91.0,,0.91,85.54
2020-08-01,84,98.0,False,0.98,82.32
2020-08-02,84,98.0,,0.98,82.32
2020-08-03,92,98.0,,0.98,90.16
2020-08-04,91,98.0,,0.98,89.17999999999999
2020-08-05,93,98.0,,0.98,91.14
2020-08-06,91,98.0,,0.98,89.17999999999999
2020-08-07,93,98.0,,0.98,91.14
2020-08-08,83,98.0,,0.98,81.34
2020-08-09,82,98.0,,0.98,80.36
2020-08-10,92,98.0,,0.98,90.16
2020-08-11,97,98.0,,0.98,95.06
2020-08-12,94,98.0,,0.98,92.12
2020-08-13,97,98.0,,0.98,95.06
2020-08-14,94,98.0,,0.98,92.12
2020-08-15,88,98.0,,0.98,86.24
2020-08-16,86,98.0,,0.98,84.28
2020-08-17,98,98.0,,0.98,96.03999999999999
2020-08-18,98,98.0,,0.98,96.03999999999999
2020-08-19,96,98.0,,0.98,94.08
2020-08-20,96,98.0,,0.98,94.08
2020-08-21,96,98.0,,0.98,94.08
2020-08-22,89,98.0,,0.98,87.22
2020-08-23,88,98.0,,0.98,86.24
2020-08-24,94,98.0,,0.98,92.12
2020-08-25,96,98.0,,0.98,94.08
2020-08-26,95,98.0,,0.98,93.1
2020-08-27,91,98.0,,0.98,89.17999999999999
2020-08-28,95,98.0,,0.98,93.1
2020-08-29,83,98.0,,0.98,81.34
2020-08-30,95,98.0,,0.98,93.1
2020-08-31,100,98.0,,0.98,98.0
2020-09-01,97,98.0,False,0.98,95.06
2020-09-02,98,98.0,,0.98,96.03999999999999
2020-09-03,91,98.0,,0.98,89.17999999999999
2020-09-04,90,98.0,,0.98,88.2
2020-09-05,78,98.0,,0.98,76.44
2020-09-06,77,98.0,,0.98,75.46
2020-09-07,83,98.0,,0.98,81.34
2020-09-08,92,98.0,,0.98,90.16
2020-09-09,91,98.0,,0.98,89.17999999999999
2020-09-10,87,98.0,,0.98,85.26
2020-09-11,89,98.0,,0.98,87.22
2020-09-12,77,98.0,,0.98,75.46
2020-09-13,80,98.0,,0.98,78.4
2020-09-14,94,98.0,,0.98,92.12
2020-09-15,89,98.0,,0.98,87.22
2020-09-16,93,98.0,,0.98,91.14
2020-09-17,90,98.0,,0.98,88.2
2020-09-18,86,98.0,,0.98,84.28
2020-09-19,76,98.0,,0.98,74.48
2020-09-20,80,98.0,,0.98,78.4
2020-09-21,92,98.0,,0.98,90.16
2020-09-22,89,98.0,,0.98,87.22
2020-09-23,92,98.0,,0.98,90.16
2020-09-24,88,98.0,,0.98,86.24
2020-09-25,87,98.0,,0.98,85.26
2020-09-26,78,98.0,,0.98,76.44
2020-09-27,79,98.0,,0.98,77.42
2020-09-28,91,98.0,,0.98,89.17999999999999
2020-09-29,91,98.0,,0.98,89.17999999999999
2020-09-30,100,98.0,,0.98,98.0
2020-10-01,93,89.0,False,0.89,82.77
2020-10-02,87,89.0,,0.89,77.43
2020-10-03,79,89.0,,0.89,70.31
2020-10-04,79,89.0,,0.89,70.31
2020-10-05,90,89.0,,0.89,80.1
2020-10-06,93,89.0,,0.89,82.77
2020-10-07,100,89.0,,0.89,89.0
2020-10-08,91,89.0,,0.89,80.99
2020-10-09,87,89.0,,0.89,77.43
2020-10-10,78,89.0,,0.89,69.42
2020-10-11,77,89.0,,0.89,68.53
2020-10-12,86,89.0,,0.89,76.54
2020-10-13,90,89.0,,0.89,80.1
2020-10-14,96,89.0,,0.89,85.44
2020-10-15,90,89.0,,0.89,80.1
2020-10-16,88,89.0,,0.89,78.32000000000001
2020-10-17,85,89.0,,0.89,75.65
2020-10-18,84,89.0,,0.89,74.76
2020-10-19,89,89.0,,0.89,79.21000000000001
2020-10-20,100,89.0,,0.89,89.0
2020-10-21,96,89.0,,0.89,85.44
2020-10-22,88,89.0,,0.89,78.32000000000001
2020-10-23,83,89.0,,0.89,73.87
2020-10-24,78,89.0,,0.89,69.42
2020-10-25,78,89.0,,0.89,69.42
2020-10-26,88,89.0,,0.89,78.32000000000001
2020-10-27,95,89.0,,0.89,84.55
2020-10-28,85,89.0,,0.89,75.65
2020-10-29,89,89.0,,0.89,79.21000000000001
2020-10-30,87,89.0,,0.89,77.43
2020-10-31,77,89.0,,0.89,68.53
2020-11-01,86,82.0,False,0.82,70.52
2020-11-02,94,82.0,,0.82,77.08
2020-11-03,91,82.0,,0.82,74.61999999999999
2020-11-04,57,82.0,,0.82,46.739999999999995
2020-11-05,68,82.0,,0.82,55.76
2020-11-06,73,82.0,,0.82,59.86
2020-11-07,69,82.0,,0.82,56.58
2020-11-08,80,82.0,,0.82,65.6
2020-11-09,89,82.0,,0.82,72.97999999999999
2020-11-10,98,82.0,,0.82,80.36
2020-11-11,93,82.0,,0.82,76.25999999999999
2020-11-12,96,82.0,,0.82,78.72
2020-11-13,92,82.0,,0.82,75.44
2020-11-14,87,82.0,,0.82,71.33999999999999
2020-11-15,89,82.0,,0.82,72.97999999999999
2020-11-16,94,82.0,,0.82,77.08
2020-11-17,100,82.0,,0.82,82.0
2020-11-18,98,82.0,,0.82,80.36
2020-11-19,97,82.0,,0.82,79.53999999999999
2020-11-20,96,82.0,,0.82,78.72
2020-11-21,86,82.0,,0.82,70.52
2020-11-22,82,82.0,,0.82,67.24
2020-11-23,92,82.0,,0.82,75.44
2020-11-24,99,82.0,,0.82,81.17999999999999
2020-11-25,96,82.0,,0.82,78.72
2020-11-26,78,82.0,,0.82,63.959999999999994
2020-11-27,86,82.0,,0.82,70.52
2020-11-28,90,82.0,,0.82,73.8
2020-11-29,90,82.0,,0.82,73.8
2020-11-30,97,82.0,,0.82,79.53999999999999
2020-12-01,97,86.0,False,0.86,83.42
2020-12-02,95,86.0,,0.86,81.7
2020-12-03,94,86.0,,0.86,80.84
2020-12-04,93,86.0,,0.86,79.98
2020-12-05,89,86.0,,0.86,76.53999999999999
2020-12-06,82,86.0,,0.86,70.52
2020-12-07,91,86.0,,0.86,78.26
2020-12-08,94,86.0,,0.86,80.84
2020-12-09,94,86.0,,0.86,80.84
2020-12-10,91,86.0,,0.86,78.26
2020-12-11,92,86.0,,0.86,79.12
2020-12-12,83,86.0,,0.86,71.38
2020-12-13,79,86.0,,0.86,67.94
2020-12-14,87,86.0,,0.86,74.82
2020-12-15,93,86.0,,0.86,79.98
2020-12-16,93,86.0,,0.86,79.98
2020-12-17,89,86.0,,0.86,76.53999999999999
2020-12-18,87,86.0,,0.86,74.82
2020-12-19,84,86.0,,0.86,72.24
2020-12-20,78,86.0,,0.86,67.08
2020-12-21,88,86.0,,0.86,75.67999999999999
2020-12-22,89,86.0,,0.86,76.53999999999999
2020-12-23,84,86.0,,0.86,72.24
2020-12-24,79,86.0,,0.86,67.94
2020-12-25,100,86.0,,0.86,86.0
2020-12-26,97,86.0,,0.86,83.42
2020-12-27,88,86.0,,0.86,75.67999999999999
2020-12-28,92,86.0,,0.86,79.12
2020-12-29,95,86.0,,0.86,81.7
2020-12-30,87,86.0,,0.86,74.82
2020-12-31,85,86.0,,0.86,73.1
2021-01-01,81,84.0,False,0.84,68.03999999999999
2021-01-02,90,84.0,,0.84,75.6
2021-01-03,89,84.0,,0.84,74.75999999999999
2021-01-04,92,84.0,,0.84,77.28
2021-01-05,95,84.0,,0.84,79.8
2021-01-06,87,84.0,,0.84,73.08
2021-01-07,91,84.0,,0.84,76.44
2021-01-08,88,84.0,,0.84,73.92
2021-01-09,85,84.0,,0.84,71.39999999999999
2021-01-10,80,84.0,,0.84,67.2
2021-01-11,93,84.0,,0.84,78.11999999999999
2021-01-12,92,84.0,,0.84,77.28
2021-01-13,92,84.0,,0.84,77.28
2021-01-14,94,84.0,,0.84,78.96
2021-01-15,93,84.0,,0.84,78.11999999999999
2021-01-16,83,84.0,,0.84,69.72
2021-01-17,83,84.0,,0.84,69.72
2021-01-18,91,84.0,,0.84,76.44
2021-01-19,100,84.0,,0.84,84.0
2021-01-20,92,84.0,,0.84,77.28
2021-01-21,91,84.0,,0.84,76.44
2021-01-22,89,84.0,,0.84,74.75999999999999
2021-01-23,86,84.0,,0.84,72.24
2021-01-24,88,84.0,,0.84,73.92
2021-01-25,97,84.0,,0.84,81.48
2021-01-26,99,84.0,,0.84,83.16
2021-01-27,97,84.0,,0.84,81.48
2021-01-28,93,84.0,,0.84,78.11999999999999
2021-01-29,91,84.0,,0.84,76.44
2021-01-30,85,84.0,,0.84,71.39999999999999
2021-01-31,88,84.0,,0.84,73.92
2021-02-01,96,87.0,False,0.87,83.52
2021-02-02,95,87.0,,0.87,82.65
2021-02-03,96,87.0,,0.87,83.52
2021-02-04,98,87.0,,0.87,85.26
2021-02-05,92,87.0,,0.87,80.04
2021-02-06,86,87.0,,0.87,74.82
2021-02-07,83,87.0,,0.87,72.21
2021-02-08,88,87.0,,0.87,76.56
2021-02-09,100,87.0,,0.87,87.0
2021-02-10,97,87.0,,0.87,84.39
2021-02-11,92,87.0,,0.87,80.04
2021-02-12,90,87.0,,0.87,78.3
2021-02-13,81,87.0,,0.87,70.47
2021-02-14,81,87.0,,0.87,70.47
2021-02-15,89,87.0,,0.87,77.42999999999999
2021-02-16,92,87.0,,0.87,80.04
2021-02-17,89,87.0,,0.87,77.42999999999999
2021-02-18,94,87.0,,0.87,81.78
2021-02-19,91,87.0,,0.87,79.17
2021-02-20,85,87.0,,0.87,73.95
2021-02-21,85,87.0,,0.87,73.95
2021-02-22,98,87.0,,0.87,85.26
2021-02-23,93,87.0,,0.87,80.91
2021-02-24,93,87.0,,0.87,80.91
2021-02-25,91,87.0,,0.87,79.17
2021-02-26,94,87.0,,0.87,81.78
2021-02-27,85,87.0,,0.87,73.95
2021-02-28,85,87.0,,0.87,73.95
2021-03-01,97,81.0,False,0.81,78.57000000000001
2021-03-02,98,81.0,,0.81,79.38000000000001
2021-03-03,95,81.0,,0.81,76.95
2021-03-04,100,81.0,,0.81,81.0
2021-03-05,97,81.0,,0.81,78.57000000000001
2021-03-06,89,81.0,,0.81,72.09
2021-03-07,89,81.0,,0.81,72.09
2021-03-08,97,81.0,,0.81,78.57000000000001
2021-03-09,98,81.0,,0.81,79.38000000000001
2021-03-10,97,81.0,,0.81,78.57000000000001
2021-03-11,93,81.0,,0.81,75.33
2021-03-12,95,81.0,,0.81,76.95
2021-03-13,86,81.0,,0.81,69.66000000000001
2021-03-14,87,81.0,,0.81,70.47
2021-03-15,90,81.0,,0.81,72.9
2021-03-16,92,81.0,,0.81,74.52000000000001
2021-03-17,95,81.0,,0.81,76.95
2021-03-18,95,81.0,,0.81,76.95
2021-03-19,93,81.0,,0.81,75.33
2021-03-20,85,81.0,,0.81,68.85000000000001
2021-03-21,86,81.0,,0.81,69.66000000000001
2021-03-22,97,81.0,,0.81,78.57000000000001
2021-03-23,97,81.0,,0.81,78.57000000000001
2021-03-24,96,81.0,,0.81,77.76
2021-03-25,96,81.0,,0.81,77.76
2021-03-26,95,81.0,,0.81,76.95
2021-03-27,82,81.0,,0.81,66.42
2021-03-28,87,81.0,,0.81,70.47
2021-03-29,99,81.0,,0.81,80.19000000000001
2021-03-30,98,81.0,,0.81,79.38000000000001
2021-03-31,100,81.0,,0.81,81.0
2021-04-01,99,87.0,False,0.87,86.13
2021-04-02,96,87.0,,0.87,83.52
2021-04-03,88,87.0,,0.87,76.56
2021-04-04,84,87.0,,0.87,73.08
2021-04-05,99,87.0,,0.87,86.13
2021-04-06,98,87.0,,0.87,85.26
2021-04-07,96,87.0,,0.87,83.52
2021-04-08,96,87.0,,0.87,83.52
2021-04-09,91,87.0,,0.87,79.17
2021-04-10,86,87.0,,0.87,74.82
2021-04-11,89,87.0,,0.87,77.42999999999999
2021-04-12,98,87.0,,0.87,85.26
2021-04-13,98,87.0,,0.87,85.26
2021-04-14,99,87.0,,0.87,86.13
2021-04-15,97,87.0,,0.87,84.39
2021-04-16,99,87.0,,0.87,86.13
2021-04-17,93,87.0,,0.87,80.91
2021-04-18,91,87.0,,0.87,79.17
2021-04-19,99,87.0,,0.87,86.13
2021-04-20,98,87.0,,0.87,85.26
2021-04-21,98,87.0,,0.87,85.26
2021-04-22,99,87.0,,0.87,86.13
2021-04-23,98,87.0,,0.87,85.26
2021-04-24,90,87.0,,0.87,78.3
2021-04-25,90,87.0,,0.87,78.3
2021-04-26,97,87.0,,0.87,84.39
2021-04-27,100,87.0,,0.87,87.0
2021-04-28,96,87.0,,0.87,83.52
2021-04-29,99,87.0,,0.87,86.13
2021-04-30,94,87.0,,0.87,81.78
2021-05-01,86,82.0,False,0.82,70.52
2021-05-02,82,82.0,,0.82,67.24
2021-05-03,95,82.0,,0.82,77.89999999999999
2021-05-04,97,82.0,,0.82,79.53999999999999
2021-05-05,95,82.0,,0.82,77.89999999999999
