date,NET_unscaled,NET_monthly,isPartial,scale,NET
2019-08-25,100,61.0,,0.61,61.0
2019-08-26,82,61.0,,0.61,50.019999999999996
2019-08-27,82,61.0,,0.61,50.019999999999996
2019-08-28,77,61.0,,0.61,46.97
2019-08-29,78,61.0,,0.61,47.58
2019-08-30,73,61.0,,0.61,44.53
2019-08-31,71,61.0,,0.61,43.31
2019-09-01,95,58.0,False,0.58,55.099999999999994
2019-09-02,97,58.0,,0.58,56.26
2019-09-03,89,58.0,,0.58,51.62
2019-09-04,91,58.0,,0.58,52.779999999999994
2019-09-05,91,58.0,,0.58,52.779999999999994
2019-09-06,91,58.0,,0.58,52.779999999999994
2019-09-07,96,58.0,,0.58,55.67999999999999
2019-09-08,95,58.0,,0.58,55.099999999999994
2019-09-09,96,58.0,,0.58,55.67999999999999
2019-09-10,93,58.0,,0.58,53.94
2019-09-11,95,58.0,,0.58,55.099999999999994
2019-09-12,92,58.0,,0.58,53.36
2019-09-13,95,58.0,,0.58,55.099999999999994
2019-09-14,89,58.0,,0.58,51.62
2019-09-15,96,58.0,,0.58,55.67999999999999
2019-09-16,97,58.0,,0.58,56.26
2019-09-17,98,58.0,,0.58,56.839999999999996
2019-09-18,95,58.0,,0.58,55.099999999999994
2019-09-19,96,58.0,,0.58,55.67999999999999
2019-09-20,93,58.0,,0.58,53.94
2019-09-21,91,58.0,,0.58,52.779999999999994
2019-09-22,100,58.0,,0.58,57.99999999999999
2019-09-23,96,58.0,,0.58,55.67999999999999
2019-09-24,99,58.0,,0.58,57.419999999999995
2019-09-25,98,58.0,,0.58,56.839999999999996
2019-09-26,95,58.0,,0.58,55.099999999999994
2019-09-27,96,58.0,,0.58,55.67999999999999
2019-09-28,90,58.0,,0.58,52.199999999999996
2019-09-29,94,58.0,,0.58,54.519999999999996
2019-09-30,95,58.0,,0.58,55.099999999999994
2019-10-01,96,58.0,False,0.58,55.67999999999999
2019-10-02,97,58.0,,0.58,56.26
2019-10-03,91,58.0,,0.58,52.779999999999994
2019-10-04,90,58.0,,0.58,52.199999999999996
2019-10-05,86,58.0,,0.58,49.879999999999995
2019-10-06,90,58.0,,0.58,52.199999999999996
2019-10-07,92,58.0,,0.58,53.36
2019-10-08,94,58.0,,0.58,54.519999999999996
2019-10-09,96,58.0,,0.58,55.67999999999999
2019-10-10,93,58.0,,0.58,53.94
2019-10-11,92,58.0,,0.58,53.36
2019-10-12,89,58.0,,0.58,51.62
2019-10-13,90,58.0,,0.58,52.199999999999996
2019-10-14,89,58.0,,0.58,51.62
2019-10-15,88,58.0,,0.58,51.04
2019-10-16,93,58.0,,0.58,53.94
2019-10-17,96,58.0,,0.58,55.67999999999999
2019-10-18,87,58.0,,0.58,50.459999999999994
2019-10-19,85,58.0,,0.58,49.3
2019-10-20,91,58.0,,0.58,52.779999999999994
2019-10-21,93,58.0,,0.58,53.94
2019-10-22,94,58.0,,0.58,54.519999999999996
2019-10-23,91,58.0,,0.58,52.779999999999994
2019-10-24,86,58.0,,0.58,49.879999999999995
2019-10-25,89,58.0,,0.58,51.62
2019-10-26,88,58.0,,0.58,51.04
2019-10-27,88,58.0,,0.58,51.04
2019-10-28,87,58.0,,0.58,50.459999999999994
2019-10-29,92,58.0,,0.58,53.36
2019-10-30,100,58.0,,0.58,57.99999999999999
2019-10-31,90,58.0,,0.58,52.199999999999996
2019-11-01,77,60.0,False,0.6,46.199999999999996
2019-11-02,80,60.0,,0.6,48.0
2019-11-03,93,60.0,,0.6,55.8
2019-11-04,85,60.0,,0.6,51.0
2019-11-05,88,60.0,,0.6,52.8
2019-11-06,83,60.0,,0.6,49.8
2019-11-07,89,60.0,,0.6,53.4
2019-11-08,93,60.0,,0.6,55.8
2019-11-09,88,60.0,,0.6,52.8
2019-11-10,90,60.0,,0.6,54.0
2019-11-11,92,60.0,,0.6,55.199999999999996
2019-11-12,85,60.0,,0.6,51.0
2019-11-13,88,60.0,,0.6,52.8
2019-11-14,90,60.0,,0.6,54.0
2019-11-15,84,60.0,,0.6,50.4
2019-11-16,83,60.0,,0.6,49.8
2019-11-17,89,60.0,,0.6,53.4
2019-11-18,90,60.0,,0.6,54.0
2019-11-19,88,60.0,,0.6,52.8
2019-11-20,100,60.0,,0.6,60.0
2019-11-21,95,60.0,,0.6,57.0
2019-11-22,89,60.0,,0.6,53.4
2019-11-23,86,60.0,,0.6,51.6
2019-11-24,92,60.0,,0.6,55.199999999999996
2019-11-25,97,60.0,,0.6,58.199999999999996
2019-11-26,94,60.0,,0.6,56.4
2019-11-27,88,60.0,,0.6,52.8
2019-11-28,90,60.0,,0.6,54.0
2019-11-29,81,60.0,,0.6,48.6
2019-11-30,84,60.0,,0.6,50.4
2019-12-01,83,66.0,False,0.66,54.78
2019-12-02,80,66.0,,0.66,52.800000000000004
2019-12-03,85,66.0,,0.66,56.1
2019-12-04,93,66.0,,0.66,61.38
2019-12-05,86,66.0,,0.66,56.760000000000005
2019-12-06,82,66.0,,0.66,54.120000000000005
2019-12-07,80,66.0,,0.66,52.800000000000004
2019-12-08,85,66.0,,0.66,56.1
2019-12-09,87,66.0,,0.66,57.42
2019-12-10,85,66.0,,0.66,56.1
2019-12-11,88,66.0,,0.66,58.080000000000005
2019-12-12,88,66.0,,0.66,58.080000000000005
2019-12-13,84,66.0,,0.66,55.440000000000005
2019-12-14,84,66.0,,0.66,55.440000000000005
2019-12-15,92,66.0,,0.66,60.720000000000006
2019-12-16,86,66.0,,0.66,56.760000000000005
2019-12-17,88,66.0,,0.66,58.080000000000005
2019-12-18,85,66.0,,0.66,56.1
2019-12-19,85,66.0,,0.66,56.1
2019-12-20,89,66.0,,0.66,58.74
2019-12-21,84,66.0,,0.66,55.440000000000005
2019-12-22,89,66.0,,0.66,58.74
2019-12-23,89,66.0,,0.66,58.74
2019-12-24,86,66.0,,0.66,56.760000000000005
2019-12-25,90,66.0,,0.66,59.400000000000006
2019-12-26,92,66.0,,0.66,60.720000000000006
2019-12-27,92,66.0,,0.66,60.720000000000006
2019-12-28,94,66.0,,0.66,62.040000000000006
2019-12-29,100,66.0,,0.66,66.0
2019-12-30,95,66.0,,0.66,62.7
2019-12-31,94,66.0,,0.66,62.040000000000006
2020-01-01,79,72.0,False,0.72,56.879999999999995
2020-01-02,77,72.0,,0.72,55.44
2020-01-03,70,72.0,,0.72,50.4
2020-01-04,69,72.0,,0.72,49.68
2020-01-05,78,72.0,,0.72,56.16
2020-01-06,74,72.0,,0.72,53.28
2020-01-07,69,72.0,,0.72,49.68
2020-01-08,67,72.0,,0.72,48.239999999999995
2020-01-09,70,72.0,,0.72,50.4
2020-01-10,67,72.0,,0.72,48.239999999999995
2020-01-11,70,72.0,,0.72,50.4
2020-01-12,71,72.0,,0.72,51.12
2020-01-13,70,72.0,,0.72,50.4
2020-01-14,67,72.0,,0.72,48.239999999999995
2020-01-15,76,72.0,,0.72,54.72
2020-01-16,67,72.0,,0.72,48.239999999999995
2020-01-17,68,72.0,,0.72,48.96
2020-01-18,77,72.0,,0.72,55.44
2020-01-19,87,72.0,,0.72,62.64
2020-01-20,75,72.0,,0.72,54.0
2020-01-21,75,72.0,,0.72,54.0
2020-01-22,70,72.0,,0.72,50.4
2020-01-23,72,72.0,,0.72,51.839999999999996
2020-01-24,67,72.0,,0.72,48.239999999999995
2020-01-25,70,72.0,,0.72,50.4
2020-01-26,97,72.0,,0.72,69.84
2020-01-27,100,72.0,,0.72,72.0
2020-01-28,83,72.0,,0.72,59.76
2020-01-29,78,72.0,,0.72,56.16
2020-01-30,77,72.0,,0.72,55.44
2020-01-31,78,72.0,,0.72,56.16
2020-02-01,88,71.0,False,0.71,62.48
2020-02-02,95,71.0,,0.71,67.45
2020-02-03,100,71.0,,0.71,71.0
2020-02-04,82,71.0,,0.71,58.22
2020-02-05,85,71.0,,0.71,60.349999999999994
2020-02-06,82,71.0,,0.71,58.22
2020-02-07,79,71.0,,0.71,56.089999999999996
2020-02-08,86,71.0,,0.71,61.059999999999995
2020-02-09,89,71.0,,0.71,63.19
2020-02-10,88,71.0,,0.71,62.48
2020-02-11,81,71.0,,0.71,57.51
2020-02-12,79,71.0,,0.71,56.089999999999996
2020-02-13,79,71.0,,0.71,56.089999999999996
2020-02-14,76,71.0,,0.71,53.959999999999994
2020-02-15,79,71.0,,0.71,56.089999999999996
2020-02-16,90,71.0,,0.71,63.9
2020-02-17,83,71.0,,0.71,58.93
2020-02-18,86,71.0,,0.71,61.059999999999995
2020-02-19,88,71.0,,0.71,62.48
2020-02-20,99,71.0,,0.71,70.28999999999999
2020-02-21,85,71.0,,0.71,60.349999999999994
2020-02-22,87,71.0,,0.71,61.769999999999996
2020-02-23,92,71.0,,0.71,65.32
2020-02-24,90,71.0,,0.71,63.9
2020-02-25,86,71.0,,0.71,61.059999999999995
2020-02-26,82,71.0,,0.71,58.22
2020-02-27,77,71.0,,0.71,54.669999999999995
2020-02-28,77,71.0,,0.71,54.669999999999995
2020-02-29,80,71.0,,0.71,56.8
2020-03-01,94,62.0,False,0.62,58.28
2020-03-02,89,62.0,,0.62,55.18
2020-03-03,88,62.0,,0.62,54.56
2020-03-04,88,62.0,,0.62,54.56
2020-03-05,86,62.0,,0.62,53.32
2020-03-06,80,62.0,,0.62,49.6
2020-03-07,82,62.0,,0.62,50.839999999999996
2020-03-08,82,62.0,,0.62,50.839999999999996
2020-03-09,76,62.0,,0.62,47.12
2020-03-10,76,62.0,,0.62,47.12
2020-03-11,73,62.0,,0.62,45.26
2020-03-12,66,62.0,,0.62,40.92
2020-03-13,63,62.0,,0.62,39.06
2020-03-14,75,62.0,,0.62,46.5
2020-03-15,75,62.0,,0.62,46.5
2020-03-16,68,62.0,,0.62,42.16
2020-03-17,67,62.0,,0.62,41.54
2020-03-18,70,62.0,,0.62,43.4
2020-03-19,69,62.0,,0.62,42.78
2020-03-20,69,62.0,,0.62,42.78
2020-03-21,82,62.0,,0.62,50.839999999999996
2020-03-22,85,62.0,,0.62,52.7
2020-03-23,75,62.0,,0.62,46.5
2020-03-24,81,62.0,,0.62,50.22
2020-03-25,83,62.0,,0.62,51.46
2020-03-26,84,62.0,,0.62,52.08
2020-03-27,88,62.0,,0.62,54.56
2020-03-28,90,62.0,,0.62,55.8
2020-03-29,100,62.0,,0.62,62.0
2020-03-30,84,62.0,,0.62,52.08
2020-03-31,83,62.0,,0.62,51.46
2020-04-01,72,75.0,False,0.75,54.0
2020-04-02,74,75.0,,0.75,55.5
2020-04-03,76,75.0,,0.75,57.0
2020-04-04,82,75.0,,0.75,61.5
2020-04-05,89,75.0,,0.75,66.75
2020-04-06,78,75.0,,0.75,58.5
2020-04-07,78,75.0,,0.75,58.5
2020-04-08,82,75.0,,0.75,61.5
2020-04-09,83,75.0,,0.75,62.25
2020-04-10,84,75.0,,0.75,63.0
2020-04-11,87,75.0,,0.75,65.25
2020-04-12,94,75.0,,0.75,70.5
2020-04-13,83,75.0,,0.75,62.25
2020-04-14,81,75.0,,0.75,60.75
2020-04-15,76,75.0,,0.75,57.0
2020-04-16,79,75.0,,0.75,59.25
2020-04-17,78,75.0,,0.75,58.5
2020-04-18,86,75.0,,0.75,64.5
2020-04-19,95,75.0,,0.75,71.25
2020-04-20,89,75.0,,0.75,66.75
2020-04-21,85,75.0,,0.75,63.75
2020-04-22,89,75.0,,0.75,66.75
2020-04-23,81,75.0,,0.75,60.75
2020-04-24,83,75.0,,0.75,62.25
2020-04-25,100,75.0,,0.75,75.0
2020-04-26,96,75.0,,0.75,72.0
2020-04-27,89,75.0,,0.75,66.75
2020-04-28,84,75.0,,0.75,63.0
2020-04-29,79,75.0,,0.75,59.25
2020-04-30,85,75.0,,0.75,63.75
2020-05-01,88,71.0,False,0.71,62.48
2020-05-02,95,71.0,,0.71,67.45
2020-05-03,93,71.0,,0.71,66.03
2020-05-04,86,71.0,,0.71,61.059999999999995
2020-05-05,83,71.0,,0.71,58.93
2020-05-06,86,71.0,,0.71,61.059999999999995
2020-05-07,85,71.0,,0.71,60.349999999999994
2020-05-08,82,71.0,,0.71,58.22
2020-05-09,94,71.0,,0.71,66.74
2020-05-10,95,71.0,,0.71,67.45
2020-05-11,87,71.0,,0.71,61.769999999999996
2020-05-12,88,71.0,,0.71,62.48
2020-05-13,86,71.0,,0.71,61.059999999999995
2020-05-14,94,71.0,,0.71,66.74
2020-05-15,91,71.0,,0.71,64.61
2020-05-16,92,71.0,,0.71,65.32
2020-05-17,97,71.0,,0.71,68.86999999999999
2020-05-18,91,71.0,,0.71,64.61
2020-05-19,88,71.0,,0.71,62.48
2020-05-20,89,71.0,,0.71,63.19
2020-05-21,85,71.0,,0.71,60.349999999999994
2020-05-22,83,71.0,,0.71,58.93
2020-05-23,89,71.0,,0.71,63.19
2020-05-24,99,71.0,,0.71,70.28999999999999
2020-05-25,100,71.0,,0.71,71.0
2020-05-26,85,71.0,,0.71,60.349999999999994
2020-05-27,80,71.0,,0.71,56.8
2020-05-28,79,71.0,,0.71,56.089999999999996
2020-05-29,77,71.0,,0.71,54.669999999999995
2020-05-30,78,71.0,,0.71,55.379999999999995
2020-05-31,75,71.0,,0.71,53.25
2020-06-01,75,67.0,False,0.67,50.25
2020-06-02,70,67.0,,0.67,46.900000000000006
2020-06-03,72,67.0,,0.67,48.24
2020-06-04,77,67.0,,0.67,51.59
2020-06-05,80,67.0,,0.67,53.6
2020-06-06,83,67.0,,0.67,55.61000000000001
2020-06-07,95,67.0,,0.67,63.650000000000006
2020-06-08,79,67.0,,0.67,52.93
2020-06-09,81,67.0,,0.67,54.27
2020-06-10,82,67.0,,0.67,54.940000000000005
2020-06-11,78,67.0,,0.67,52.260000000000005
2020-06-12,78,67.0,,0.67,52.260000000000005
2020-06-13,77,67.0,,0.67,51.59
2020-06-14,85,67.0,,0.67,56.95
2020-06-15,76,67.0,,0.67,50.92
2020-06-16,76,67.0,,0.67,50.92
2020-06-17,82,67.0,,0.67,54.940000000000005
2020-06-18,79,67.0,,0.67,52.93
2020-06-19,77,67.0,,0.67,51.59
2020-06-20,79,67.0,,0.67,52.93
2020-06-21,82,67.0,,0.67,54.940000000000005
2020-06-22,81,67.0,,0.67,54.27
2020-06-23,90,67.0,,0.67,60.300000000000004
2020-06-24,88,67.0,,0.67,58.96
2020-06-25,88,67.0,,0.67,58.96
2020-06-26,90,67.0,,0.67,60.300000000000004
2020-06-27,96,67.0,,0.67,64.32000000000001
2020-06-28,100,67.0,,0.67,67.0
2020-06-29,91,67.0,,0.67,60.970000000000006
2020-06-30,92,67.0,,0.67,61.64
2020-07-01,84,70.0,False,0.7,58.8
2020-07-02,83,70.0,,0.7,58.099999999999994
2020-07-03,85,70.0,,0.7,59.49999999999999
2020-07-04,93,70.0,,0.7,65.1
2020-07-05,100,70.0,,0.7,70.0
2020-07-06,89,70.0,,0.7,62.3
2020-07-07,90,70.0,,0.7,62.99999999999999
2020-07-08,88,70.0,,0.7,61.599999999999994
2020-07-09,84,70.0,,0.7,58.8
2020-07-10,88,70.0,,0.7,61.599999999999994
2020-07-11,95,70.0,,0.7,66.5
2020-07-12,98,70.0,,0.7,68.6
2020-07-13,89,70.0,,0.7,62.3
2020-07-14,90,70.0,,0.7,62.99999999999999
2020-07-15,82,70.0,,0.7,57.4
2020-07-16,77,70.0,,0.7,53.9
2020-07-17,79,70.0,,0.7,55.3
2020-07-18,81,70.0,,0.7,56.699999999999996
2020-07-19,83,70.0,,0.7,58.099999999999994
2020-07-20,79,70.0,,0.7,55.3
2020-07-21,76,70.0,,0.7,53.199999999999996
2020-07-22,82,70.0,,0.7,57.4
2020-07-23,81,70.0,,0.7,56.699999999999996
2020-07-24,77,70.0,,0.7,53.9
2020-07-25,85,70.0,,0.7,59.49999999999999
2020-07-26,85,70.0,,0.7,59.49999999999999
2020-07-27,74,70.0,,0.7,51.8
2020-07-28,78,70.0,,0.7,54.599999999999994
2020-07-29,81,70.0,,0.7,56.699999999999996
2020-07-30,80,70.0,,0.7,56.0
2020-07-31,76,70.0,,0.7,53.199999999999996
2020-08-01,79,64.0,False,0.64,50.56
2020-08-02,87,64.0,,0.64,55.68
2020-08-03,81,64.0,,0.64,51.84
2020-08-04,77,64.0,,0.64,49.28
2020-08-05,79,64.0,,0.64,50.56
2020-08-06,82,64.0,,0.64,52.480000000000004
2020-08-07,83,64.0,,0.64,53.120000000000005
2020-08-08,85,64.0,,0.64,54.4
2020-08-09,87,64.0,,0.64,55.68
2020-08-10,78,64.0,,0.64,49.92
2020-08-11,78,64.0,,0.64,49.92
2020-08-12,78,64.0,,0.64,49.92
2020-08-13,80,64.0,,0.64,51.2
2020-08-14,80,64.0,,0.64,51.2
2020-08-15,81,64.0,,0.64,51.84
2020-08-16,87,64.0,,0.64,55.68
2020-08-17,77,64.0,,0.64,49.28
2020-08-18,76,64.0,,0.64,48.64
2020-08-19,74,64.0,,0.64,47.36
2020-08-20,77,64.0,,0.64,49.28
2020-08-21,84,64.0,,0.64,53.76
2020-08-22,83,64.0,,0.64,53.120000000000005
2020-08-23,87,64.0,,0.64,55.68
2020-08-24,77,64.0,,0.64,49.28
2020-08-25,75,64.0,,0.64,48.0
2020-08-26,77,64.0,,0.64,49.28
2020-08-27,76,64.0,,0.64,48.64
2020-08-28,78,64.0,,0.64,49.92
2020-08-29,90,64.0,,0.64,57.6
2020-08-30,100,64.0,,0.64,64.0
2020-08-31,89,64.0,,0.64,56.96
2020-09-01,90,71.0,False,0.71,63.9
2020-09-02,89,71.0,,0.71,63.19
2020-09-03,84,71.0,,0.71,59.64
2020-09-04,86,71.0,,0.71,61.059999999999995
2020-09-05,94,71.0,,0.71,66.74
2020-09-06,95,71.0,,0.71,67.45
2020-09-07,100,71.0,,0.71,71.0
2020-09-08,87,71.0,,0.71,61.769999999999996
2020-09-09,89,71.0,,0.71,63.19
2020-09-10,84,71.0,,0.71,59.64
2020-09-11,86,71.0,,0.71,61.059999999999995
2020-09-12,90,71.0,,0.71,63.9
2020-09-13,98,71.0,,0.71,69.58
2020-09-14,87,71.0,,0.71,61.769999999999996
2020-09-15,87,71.0,,0.71,61.769999999999996
2020-09-16,87,71.0,,0.71,61.769999999999996
2020-09-17,85,71.0,,0.71,60.349999999999994
2020-09-18,87,71.0,,0.71,61.769999999999996
2020-09-19,90,71.0,,0.71,63.9
2020-09-20,91,71.0,,0.71,64.61
2020-09-21,88,71.0,,0.71,62.48
2020-09-22,87,71.0,,0.71,61.769999999999996
2020-09-23,88,71.0,,0.71,62.48
2020-09-24,86,71.0,,0.71,61.059999999999995
2020-09-25,89,71.0,,0.71,63.19
2020-09-26,89,71.0,,0.71,63.19
2020-09-27,92,71.0,,0.71,65.32
2020-09-28,90,71.0,,0.71,63.9
2020-09-29,91,71.0,,0.71,64.61
2020-09-30,93,71.0,,0.71,66.03
2020-10-01,85,71.0,False,0.71,60.349999999999994
2020-10-02,84,71.0,,0.71,59.64
2020-10-03,84,71.0,,0.71,59.64
2020-10-04,88,71.0,,0.71,62.48
2020-10-05,86,71.0,,0.71,61.059999999999995
2020-10-06,89,71.0,,0.71,63.19
2020-10-07,94,71.0,,0.71,66.74
2020-10-08,87,71.0,,0.71,61.769999999999996
2020-10-09,91,71.0,,0.71,64.61
2020-10-10,89,71.0,,0.71,63.19
2020-10-11,96,71.0,,0.71,68.16
2020-10-12,93,71.0,,0.71,66.03
2020-10-13,89,71.0,,0.71,63.19
2020-10-14,90,71.0,,0.71,63.9
2020-10-15,94,71.0,,0.71,66.74
2020-10-16,98,71.0,,0.71,69.58
2020-10-17,98,71.0,,0.71,69.58
2020-10-18,100,71.0,,0.71,71.0
2020-10-19,92,71.0,,0.71,65.32
2020-10-20,97,71.0,,0.71,68.86999999999999
2020-10-21,97,71.0,,0.71,68.86999999999999
2020-10-22,95,71.0,,0.71,67.45
2020-10-23,99,71.0,,0.71,70.28999999999999
2020-10-24,94,71.0,,0.71,66.74
2020-10-25,99,71.0,,0.71,70.28999999999999
2020-10-26,89,71.0,,0.71,63.19
2020-10-27,93,71.0,,0.71,66.03
2020-10-28,94,71.0,,0.71,66.74
2020-10-29,91,71.0,,0.71,64.61
2020-10-30,91,71.0,,0.71,64.61
2020-10-31,92,71.0,,0.71,65.32
2020-11-01,77,73.0,False,0.73,56.21
2020-11-02,72,73.0,,0.73,52.56
2020-11-03,73,73.0,,0.73,53.29
2020-11-04,44,73.0,,0.73,32.12
2020-11-05,53,73.0,,0.73,38.69
2020-11-06,59,73.0,,0.73,43.07
2020-11-07,62,73.0,,0.73,45.26
2020-11-08,79,73.0,,0.73,57.67
2020-11-09,77,73.0,,0.73,56.21
2020-11-10,75,73.0,,0.73,54.75
2020-11-11,75,73.0,,0.73,54.75
2020-11-12,74,73.0,,0.73,54.019999999999996
2020-11-13,73,73.0,,0.73,53.29
2020-11-14,77,73.0,,0.73,56.21
2020-11-15,83,73.0,,0.73,60.589999999999996
2020-11-16,79,73.0,,0.73,57.67
2020-11-17,81,73.0,,0.73,59.129999999999995
2020-11-18,81,73.0,,0.73,59.129999999999995
2020-11-19,78,73.0,,0.73,56.94
2020-11-20,94,73.0,,0.73,68.62
2020-11-21,83,73.0,,0.73,60.589999999999996
2020-11-22,82,73.0,,0.73,59.86
2020-11-23,78,73.0,,0.73,56.94
2020-11-24,82,73.0,,0.73,59.86
2020-11-25,79,73.0,,0.73,57.67
2020-11-26,81,73.0,,0.73,59.129999999999995
2020-11-27,79,73.0,,0.73,57.67
2020-11-28,81,73.0,,0.73,59.129999999999995
2020-11-29,100,73.0,,0.73,73.0
2020-11-30,80,73.0,,0.73,58.4
2020-12-01,91,76.0,False,0.76,69.16
2020-12-02,94,76.0,,0.76,71.44
2020-12-03,94,76.0,,0.76,71.44
2020-12-04,94,76.0,,0.76,71.44
2020-12-05,97,76.0,,0.76,73.72
2020-12-06,99,76.0,,0.76,75.24
2020-12-07,100,76.0,,0.76,76.0
2020-12-08,92,76.0,,0.76,69.92
2020-12-09,89,76.0,,0.76,67.64
2020-12-10,88,76.0,,0.76,66.88
2020-12-11,92,76.0,,0.76,69.92
2020-12-12,94,76.0,,0.76,71.44
2020-12-13,97,76.0,,0.76,73.72
2020-12-14,86,76.0,,0.76,65.36
2020-12-15,94,76.0,,0.76,71.44
2020-12-16,96,76.0,,0.76,72.96000000000001
2020-12-17,97,76.0,,0.76,73.72
2020-12-18,92,76.0,,0.76,69.92
2020-12-19,92,76.0,,0.76,69.92
2020-12-20,97,76.0,,0.76,73.72
2020-12-21,91,76.0,,0.76,69.16
2020-12-22,90,76.0,,0.76,68.4
2020-12-23,89,76.0,,0.76,67.64
2020-12-24,89,76.0,,0.76,67.64
2020-12-25,95,76.0,,0.76,72.2
2020-12-26,96,76.0,,0.76,72.96000000000001
2020-12-27,98,76.0,,0.76,74.48
2020-12-28,92,76.0,,0.76,69.92
2020-12-29,98,76.0,,0.76,74.48
2020-12-30,98,76.0,,0.76,74.48
2020-12-31,96,76.0,,0.76,72.96000000000001
2021-01-01,84,82.0,False,0.82,68.88
2021-01-02,76,82.0,,0.82,62.31999999999999
2021-01-03,83,82.0,,0.82,68.06
2021-01-04,70,82.0,,0.82,57.4
2021-01-05,71,82.0,,0.82,58.22
2021-01-06,72,82.0,,0.82,59.04
2021-01-07,78,82.0,,0.82,63.959999999999994
2021-01-08,82,82.0,,0.82,67.24
2021-01-09,79,82.0,,0.82,64.78
2021-01-10,79,82.0,,0.82,64.78
2021-01-11,71,82.0,,0.82,58.22
2021-01-12,70,82.0,,0.82,57.4
2021-01-13,72,82.0,,0.82,59.04
2021-01-14,74,82.0,,0.82,60.68
2021-01-15,73,82.0,,0.82,59.86
2021-01-16,77,82.0,,0.82,63.13999999999999
2021-01-17,79,82.0,,0.82,64.78
2021-01-18,80,82.0,,0.82,65.6
2021-01-19,75,82.0,,0.82,61.49999999999999
2021-01-20,78,82.0,,0.82,63.959999999999994
2021-01-21,75,82.0,,0.82,61.49999999999999
2021-01-22,74,82.0,,0.82,60.68
2021-01-23,81,82.0,,0.82,66.42
2021-01-24,100,82.0,,0.82,82.0
2021-01-25,76,82.0,,0.82,62.31999999999999
2021-01-26,71,82.0,,0.82,58.22
2021-01-27,70,82.0,,0.82,57.4
2021-01-28,72,82.0,,0.82,59.04
2021-01-29,76,82.0,,0.82,62.31999999999999
2021-01-30,76,82.0,,0.82,62.31999999999999
2021-01-31,86,82.0,,0.82,70.52
2021-02-01,75,84.0,False,0.84,63.0
2021-02-02,76,84.0,,0.84,63.839999999999996
2021-02-03,81,84.0,,0.84,68.03999999999999
2021-02-04,79,84.0,,0.84,66.36
2021-02-05,76,84.0,,0.84,63.839999999999996
2021-02-06,81,84.0,,0.84,68.03999999999999
2021-02-07,86,84.0,,0.84,72.24
2021-02-08,100,84.0,,0.84,84.0
2021-02-09,76,84.0,,0.84,63.839999999999996
2021-02-10,71,84.0,,0.84,59.64
2021-02-11,72,84.0,,0.84,60.48
2021-02-12,74,84.0,,0.84,62.16
2021-02-13,75,84.0,,0.84,63.0
2021-02-14,80,84.0,,0.84,67.2
2021-02-15,73,84.0,,0.84,61.32
2021-02-16,73,84.0,,0.84,61.32
2021-02-17,75,84.0,,0.84,63.0
2021-02-18,77,84.0,,0.84,64.67999999999999
2021-02-19,77,84.0,,0.84,64.67999999999999
2021-02-20,79,84.0,,0.84,66.36
2021-02-21,84,84.0,,0.84,70.56
2021-02-22,79,84.0,,0.84,66.36
2021-02-23,78,84.0,,0.84,65.52
2021-02-24,73,84.0,,0.84,61.32
2021-02-25,70,84.0,,0.84,58.8
2021-02-26,68,84.0,,0.84,57.12
2021-02-27,72,84.0,,0.84,60.48
2021-02-28,77,84.0,,0.84,64.67999999999999
2021-03-01,94,71.0,False,0.71,66.74
2021-03-02,89,71.0,,0.71,63.19
2021-03-03,86,71.0,,0.71,61.059999999999995
2021-03-04,89,71.0,,0.71,63.19
2021-03-05,87,71.0,,0.71,61.769999999999996
2021-03-06,90,71.0,,0.71,63.9
2021-03-07,99,71.0,,0.71,70.28999999999999
2021-03-08,100,71.0,,0.71,71.0
2021-03-09,96,71.0,,0.71,68.16
2021-03-10,88,71.0,,0.71,62.48
2021-03-11,86,71.0,,0.71,61.059999999999995
2021-03-12,90,71.0,,0.71,63.9
2021-03-13,87,71.0,,0.71,61.769999999999996
2021-03-14,93,71.0,,0.71,66.03
2021-03-15,82,71.0,,0.71,58.22
2021-03-16,84,71.0,,0.71,59.64
2021-03-17,81,71.0,,0.71,57.51
2021-03-18,97,71.0,,0.71,68.86999999999999
2021-03-19,86,71.0,,0.71,61.059999999999995
2021-03-20,83,71.0,,0.71,58.93
2021-03-21,92,71.0,,0.71,65.32
2021-03-22,83,71.0,,0.71,58.93
2021-03-23,83,71.0,,0.71,58.93
2021-03-24,81,71.0,,0.71,57.51
2021-03-25,80,71.0,,0.71,56.8
2021-03-26,81,71.0,,0.71,57.51
2021-03-27,82,71.0,,0.71,58.22
2021-03-28,91,71.0,,0.71,64.61
2021-03-29,84,71.0,,0.71,59.64
2021-03-30,80,71.0,,0.71,56.8
2021-03-31,78,71.0,,0.71,55.379999999999995
2021-04-01,78,73.0,False,0.73,56.94
2021-04-02,79,73.0,,0.73,57.67
2021-04-03,84,73.0,,0.73,61.32
2021-04-04,92,73.0,,0.73,67.16
2021-04-05,86,73.0,,0.73,62.78
2021-04-06,86,73.0,,0.73,62.78
2021-04-07,87,73.0,,0.73,63.51
2021-04-08,80,73.0,,0.73,58.4
2021-04-09,94,73.0,,0.73,68.62
2021-04-10,94,73.0,,0.73,68.62
2021-04-11,98,73.0,,0.73,71.53999999999999
2021-04-12,86,73.0,,0.73,62.78
2021-04-13,85,73.0,,0.73,62.05
2021-04-14,82,73.0,,0.73,59.86
2021-04-15,83,73.0,,0.73,60.589999999999996
