date,DIA_unscaled,DIA_monthly,isPartial,scale,DIA
2021-04-28,37,47.0,,0.47,17.39
2021-04-29,43,47.0,,0.47,20.209999999999997
2021-04-30,100,47.0,,0.47,47.0
2021-05-01,15,79.0,False,0.79,11.850000000000001
2021-05-02,13,79.0,,0.79,10.27
2021-05-03,12,79.0,,0.79,9.48
2021-05-04,11,79.0,,0.79,8.690000000000001
2021-05-05,12,79.0,,0.79,9.48
2021-05-06,11,79.0,,0.79,8.690000000000001
2021-05-07,14,79.0,,0.79,11.06
2021-05-08,17,79.0,,0.79,13.43
2021-05-09,100,79.0,,0.79,79.0
2021-05-10,61,79.0,,0.79,48.190000000000005
2021-05-11,14,79.0,,0.79,11.06
2021-05-12,9,79.0,,0.79,7.11
2021-05-13,9,79.0,,0.79,7.11
2021-05-14,8,79.0,,0.79,6.32
2021-05-15,11,79.0,,0.79,8.690000000000001
2021-05-16,8,79.0,,0.79,6.32
2021-05-17,8,79.0,,0.79,6.32
2021-05-18,7,79.0,,0.79,5.53
2021-05-19,7,79.0,,0.79,5.53
2021-05-20,8,79.0,,0.79,6.32
2021-05-21,8,79.0,,0.79,6.32
2021-05-22,8,79.0,,0.79,6.32
2021-05-23,9,79.0,,0.79,7.11
2021-05-24,8,79.0,,0.79,6.32
2021-05-25,9,79.0,,0.79,7.11
2021-05-26,8,79.0,,0.79,6.32
2021-05-27,8,79.0,,0.79,6.32
2021-05-28,8,79.0,,0.79,6.32
2021-05-29,7,79.0,,0.79,5.53
2021-05-30,16,79.0,,0.79,12.64
2021-05-31,10,79.0,,0.79,7.9
2021-06-01,13,65.0,False,0.65,8.450000000000001
2021-06-02,13,65.0,,0.65,8.450000000000001
2021-06-03,12,65.0,,0.65,7.800000000000001
2021-06-04,12,65.0,,0.65,7.800000000000001
2021-06-05,12,65.0,,0.65,7.800000000000001
2021-06-06,11,65.0,,0.65,7.15
2021-06-07,12,65.0,,0.65,7.800000000000001
2021-06-08,14,65.0,,0.65,9.1
2021-06-09,13,65.0,,0.65,8.450000000000001
2021-06-10,14,65.0,,0.65,9.1
2021-06-11,14,65.0,,0.65,9.1
2021-06-12,15,65.0,,0.65,9.75
2021-06-13,20,65.0,,0.65,13.0
2021-06-14,15,65.0,,0.65,9.75
2021-06-15,14,65.0,,0.65,9.1
2021-06-16,17,65.0,,0.65,11.05
2021-06-17,31,65.0,,0.65,20.150000000000002
2021-06-18,22,65.0,,0.65,14.3
2021-06-19,22,65.0,,0.65,14.3
2021-06-20,100,65.0,,0.65,65.0
2021-06-21,16,65.0,,0.65,10.4
2021-06-22,10,65.0,,0.65,6.5
2021-06-23,9,65.0,,0.65,5.8500000000000005
2021-06-24,12,65.0,,0.65,7.800000000000001
2021-06-25,9,65.0,,0.65,5.8500000000000005
2021-06-26,9,65.0,,0.65,5.8500000000000005
2021-06-27,8,65.0,,0.65,5.2
2021-06-28,8,65.0,,0.65,5.2
2021-06-29,10,65.0,,0.65,6.5
2021-06-30,9,65.0,,0.65,5.8500000000000005
2021-07-01,67,38.0,False,0.38,25.46
2021-07-02,59,38.0,,0.38,22.42
2021-07-03,61,38.0,,0.38,23.18
2021-07-04,70,38.0,,0.38,26.6
2021-07-05,66,38.0,,0.38,25.080000000000002
2021-07-06,61,38.0,,0.38,23.18
2021-07-07,58,38.0,,0.38,22.04
2021-07-08,68,38.0,,0.38,25.84
2021-07-09,67,38.0,,0.38,25.46
2021-07-10,59,38.0,,0.38,22.42
2021-07-11,58,38.0,,0.38,22.04
2021-07-12,62,38.0,,0.38,23.56
2021-07-13,62,38.0,,0.38,23.56
2021-07-14,65,38.0,,0.38,24.7
2021-07-15,59,38.0,,0.38,22.42
2021-07-16,66,38.0,,0.38,25.080000000000002
2021-07-17,61,38.0,,0.38,23.18
2021-07-18,62,38.0,,0.38,23.56
2021-07-19,58,38.0,,0.38,22.04
2021-07-20,79,38.0,,0.38,30.02
2021-07-21,67,38.0,,0.38,25.46
2021-07-22,61,38.0,,0.38,23.18
2021-07-23,60,38.0,,0.38,22.8
2021-07-24,61,38.0,,0.38,23.18
2021-07-25,100,38.0,,0.38,38.0
2021-07-26,66,38.0,,0.38,25.080000000000002
2021-07-27,60,38.0,,0.38,22.8
2021-07-28,55,38.0,,0.38,20.9
2021-07-29,61,38.0,,0.38,23.18
2021-07-30,61,38.0,,0.38,23.18
2021-07-31,61,38.0,,0.38,23.18
2021-08-01,71,39.0,False,0.39,27.69
2021-08-02,65,39.0,,0.39,25.35
2021-08-03,55,39.0,,0.39,21.45
2021-08-04,63,39.0,,0.39,24.57
2021-08-05,63,39.0,,0.39,24.57
2021-08-06,62,39.0,,0.39,24.18
2021-08-07,65,39.0,,0.39,25.35
2021-08-08,75,39.0,,0.39,29.25
2021-08-09,64,39.0,,0.39,24.96
2021-08-10,66,39.0,,0.39,25.740000000000002
2021-08-11,59,39.0,,0.39,23.01
2021-08-12,64,39.0,,0.39,24.96
2021-08-13,65,39.0,,0.39,25.35
2021-08-14,61,39.0,,0.39,23.79
2021-08-15,67,39.0,,0.39,26.130000000000003
2021-08-16,69,39.0,,0.39,26.91
2021-08-17,64,39.0,,0.39,24.96
2021-08-18,62,39.0,,0.39,24.18
2021-08-19,67,39.0,,0.39,26.130000000000003
2021-08-20,67,39.0,,0.39,26.130000000000003
2021-08-21,68,39.0,,0.39,26.52
2021-08-22,64,39.0,,0.39,24.96
2021-08-23,66,39.0,,0.39,25.740000000000002
2021-08-24,61,39.0,,0.39,23.79
2021-08-25,63,39.0,,0.39,24.57
2021-08-26,74,39.0,,0.39,28.86
2021-08-27,71,39.0,,0.39,27.69
2021-08-28,100,39.0,,0.39,39.0
2021-08-29,73,39.0,,0.39,28.470000000000002
2021-08-30,68,39.0,,0.39,26.52
2021-08-31,66,39.0,,0.39,25.740000000000002
2021-09-01,67,45.0,False,0.45,30.150000000000002
2021-09-02,70,45.0,,0.45,31.5
2021-09-03,63,45.0,,0.45,28.35
2021-09-04,62,45.0,,0.45,27.900000000000002
2021-09-05,69,45.0,,0.45,31.05
2021-09-06,75,45.0,,0.45,33.75
2021-09-07,71,45.0,,0.45,31.95
2021-09-08,71,45.0,,0.45,31.95
2021-09-09,68,45.0,,0.45,30.6
2021-09-10,76,45.0,,0.45,34.2
2021-09-11,66,45.0,,0.45,29.7
2021-09-12,64,45.0,,0.45,28.8
2021-09-13,71,45.0,,0.45,31.95
2021-09-14,79,45.0,,0.45,35.550000000000004
2021-09-15,100,45.0,,0.45,45.0
2021-09-16,100,45.0,,0.45,45.0
2021-09-17,69,45.0,,0.45,31.05
2021-09-18,71,45.0,,0.45,31.95
2021-09-19,67,45.0,,0.45,30.150000000000002
2021-09-20,63,45.0,,0.45,28.35
2021-09-21,84,45.0,,0.45,37.800000000000004
2021-09-22,69,45.0,,0.45,31.05
2021-09-23,71,45.0,,0.45,31.95
2021-09-24,74,45.0,,0.45,33.300000000000004
2021-09-25,66,45.0,,0.45,29.7
2021-09-26,67,45.0,,0.45,30.150000000000002
2021-09-27,72,45.0,,0.45,32.4
2021-09-28,70,45.0,,0.45,31.5
2021-09-29,85,45.0,,0.45,38.25
2021-09-30,83,45.0,,0.45,37.35
2021-10-01,43,64.0,False,0.64,27.52
2021-10-02,32,64.0,,0.64,20.48
2021-10-03,33,64.0,,0.64,21.12
2021-10-04,38,64.0,,0.64,24.32
2021-10-05,36,64.0,,0.64,23.04
2021-10-06,38,64.0,,0.64,24.32
2021-10-07,37,64.0,,0.64,23.68
2021-10-08,38,64.0,,0.64,24.32
2021-10-09,33,64.0,,0.64,21.12
2021-10-10,36,64.0,,0.64,23.04
2021-10-11,43,64.0,,0.64,27.52
2021-10-12,41,64.0,,0.64,26.240000000000002
2021-10-13,40,64.0,,0.64,25.6
2021-10-14,40,64.0,,0.64,25.6
2021-10-15,42,64.0,,0.64,26.88
2021-10-16,41,64.0,,0.64,26.240000000000002
2021-10-17,44,64.0,,0.64,28.16
2021-10-18,40,64.0,,0.64,25.6
2021-10-19,46,64.0,,0.64,29.44
2021-10-20,43,64.0,,0.64,27.52
2021-10-21,42,64.0,,0.64,26.88
2021-10-22,47,64.0,,0.64,30.080000000000002
2021-10-23,49,64.0,,0.64,31.36
2021-10-24,50,64.0,,0.64,32.0
2021-10-25,51,64.0,,0.64,32.64
2021-10-26,55,64.0,,0.64,35.2
2021-10-27,59,64.0,,0.64,37.76
2021-10-28,75,64.0,,0.64,48.0
2021-10-29,78,64.0,,0.64,49.92
2021-10-30,76,64.0,,0.64,48.64
2021-10-31,100,64.0,,0.64,64.0
2021-11-01,100,67.0,False,0.67,67.0
2021-11-02,99,67.0,,0.67,66.33
2021-11-03,50,67.0,,0.67,33.5
2021-11-04,29,67.0,,0.67,19.43
2021-11-05,29,67.0,,0.67,19.43
2021-11-06,24,67.0,,0.67,16.080000000000002
2021-11-07,21,67.0,,0.67,14.07
2021-11-08,24,67.0,,0.67,16.080000000000002
2021-11-09,21,67.0,,0.67,14.07
2021-11-10,23,67.0,,0.67,15.41
2021-11-11,27,67.0,,0.67,18.09
2021-11-12,21,67.0,,0.67,14.07
2021-11-13,21,67.0,,0.67,14.07
2021-11-14,19,67.0,,0.67,12.73
2021-11-15,20,67.0,,0.67,13.4
2021-11-16,19,67.0,,0.67,12.73
2021-11-17,21,67.0,,0.67,14.07
2021-11-18,20,67.0,,0.67,13.4
2021-11-19,26,67.0,,0.67,17.42
2021-11-20,21,67.0,,0.67,14.07
2021-11-21,20,67.0,,0.67,13.4
2021-11-22,24,67.0,,0.67,16.080000000000002
2021-11-23,23,67.0,,0.67,15.41
2021-11-24,27,67.0,,0.67,18.09
2021-11-25,73,67.0,,0.67,48.910000000000004
2021-11-26,26,67.0,,0.67,17.42
2021-11-27,16,67.0,,0.67,10.72
2021-11-28,18,67.0,,0.67,12.06
2021-11-29,16,67.0,,0.67,10.72
2021-11-30,17,67.0,,0.67,11.39
2021-12-01,61,42.0,False,0.42,25.619999999999997
2021-12-02,63,42.0,,0.42,26.459999999999997
2021-12-03,65,42.0,,0.42,27.3
2021-12-04,60,42.0,,0.42,25.2
2021-12-05,48,42.0,,0.42,20.16
2021-12-06,62,42.0,,0.42,26.04
2021-12-07,68,42.0,,0.42,28.56
2021-12-08,87,42.0,,0.42,36.54
2021-12-09,69,42.0,,0.42,28.98
2021-12-10,67,42.0,,0.42,28.14
2021-12-11,64,42.0,,0.42,26.88
2021-12-12,98,42.0,,0.42,41.16
2021-12-13,70,42.0,,0.42,29.4
2021-12-14,65,42.0,,0.42,27.3
2021-12-15,62,42.0,,0.42,26.04
2021-12-16,57,42.0,,0.42,23.939999999999998
2021-12-17,66,42.0,,0.42,27.72
2021-12-18,63,42.0,,0.42,26.459999999999997
2021-12-19,53,42.0,,0.42,22.259999999999998
2021-12-20,62,42.0,,0.42,26.04
2021-12-21,65,42.0,,0.42,27.3
2021-12-22,64,42.0,,0.42,26.88
2021-12-23,59,42.0,,0.42,24.779999999999998
2021-12-24,61,42.0,,0.42,25.619999999999997
2021-12-25,66,42.0,,0.42,27.72
2021-12-26,67,42.0,,0.42,28.14
2021-12-27,67,42.0,,0.42,28.14
2021-12-28,100,42.0,,0.42,42.0
2021-12-29,76,42.0,,0.42,31.919999999999998
2021-12-30,63,42.0,,0.42,26.459999999999997
2021-12-31,67,42.0,,0.42,28.14
