date,BOOM_unscaled,BOOM_monthly,isPartial,scale,BOOM
2021-04-05,87,63.0,,0.63,54.81
2021-04-06,88,63.0,,0.63,55.44
2021-04-07,88,63.0,,0.63,55.44
2021-04-08,87,63.0,,0.63,54.81
2021-04-09,92,63.0,,0.63,57.96
2021-04-10,83,63.0,,0.63,52.29
2021-04-11,87,63.0,,0.63,54.81
2021-04-12,91,63.0,,0.63,57.33
2021-04-13,96,63.0,,0.63,60.480000000000004
2021-04-14,90,63.0,,0.63,56.7
2021-04-15,100,63.0,,0.63,63.0
2021-04-16,89,63.0,,0.63,56.07
2021-04-17,86,63.0,,0.63,54.18
2021-04-18,87,63.0,,0.63,54.81
2021-04-19,95,63.0,,0.63,59.85
2021-04-20,88,63.0,,0.63,55.44
2021-04-21,91,63.0,,0.63,57.33
2021-04-22,95,63.0,,0.63,59.85
2021-04-23,94,63.0,,0.63,59.22
2021-04-24,85,63.0,,0.63,53.55
2021-04-25,85,63.0,,0.63,53.55
2021-04-26,91,63.0,,0.63,57.33
2021-04-27,90,63.0,,0.63,56.7
2021-04-28,97,63.0,,0.63,61.11
2021-04-29,93,63.0,,0.63,58.59
2021-04-30,90,63.0,,0.63,56.7
2021-05-01,79,62.0,False,0.62,48.98
2021-05-02,92,62.0,,0.62,57.04
2021-05-03,94,62.0,,0.62,58.28
2021-05-04,93,62.0,,0.62,57.66
2021-05-05,95,62.0,,0.62,58.9
2021-05-06,100,62.0,,0.62,62.0
2021-05-07,93,62.0,,0.62,57.66
2021-05-08,83,62.0,,0.62,51.46
2021-05-09,87,62.0,,0.62,53.94
2021-05-10,100,62.0,,0.62,62.0
2021-05-11,93,62.0,,0.62,57.66
2021-05-12,93,62.0,,0.62,57.66
2021-05-13,93,62.0,,0.62,57.66
2021-05-14,90,62.0,,0.62,55.8
2021-05-15,89,62.0,,0.62,55.18
2021-05-16,88,62.0,,0.62,54.56
2021-05-17,95,62.0,,0.62,58.9
2021-05-18,100,62.0,,0.62,62.0
2021-05-19,91,62.0,,0.62,56.42
2021-05-20,96,62.0,,0.62,59.519999999999996
2021-05-21,94,62.0,,0.62,58.28
2021-05-22,89,62.0,,0.62,55.18
2021-05-23,90,62.0,,0.62,55.8
2021-05-24,96,62.0,,0.62,59.519999999999996
2021-05-25,90,62.0,,0.62,55.8
2021-05-26,92,62.0,,0.62,57.04
2021-05-27,97,62.0,,0.62,60.14
2021-05-28,95,62.0,,0.62,58.9
2021-05-29,79,62.0,,0.62,48.98
2021-05-30,91,62.0,,0.62,56.42
2021-05-31,86,62.0,,0.62,53.32
2021-06-01,57,67.0,False,0.67,38.190000000000005
2021-06-02,58,67.0,,0.67,38.86
2021-06-03,100,67.0,,0.67,67.0
2021-06-04,91,67.0,,0.67,60.970000000000006
2021-06-05,70,67.0,,0.67,46.900000000000006
2021-06-06,58,67.0,,0.67,38.86
2021-06-07,58,67.0,,0.67,38.86
2021-06-08,61,67.0,,0.67,40.870000000000005
2021-06-09,74,67.0,,0.67,49.580000000000005
2021-06-10,72,67.0,,0.67,48.24
2021-06-11,67,67.0,,0.67,44.89
2021-06-12,64,67.0,,0.67,42.88
2021-06-13,64,67.0,,0.67,42.88
2021-06-14,58,67.0,,0.67,38.86
2021-06-15,58,67.0,,0.67,38.86
2021-06-16,62,67.0,,0.67,41.54
2021-06-17,56,67.0,,0.67,37.52
2021-06-18,59,67.0,,0.67,39.53
2021-06-19,56,67.0,,0.67,37.52
2021-06-20,56,67.0,,0.67,37.52
2021-06-21,56,67.0,,0.67,37.52
2021-06-22,52,67.0,,0.67,34.84
2021-06-23,60,67.0,,0.67,40.2
2021-06-24,65,67.0,,0.67,43.550000000000004
2021-06-25,63,67.0,,0.67,42.21
2021-06-26,71,67.0,,0.67,47.57
2021-06-27,65,67.0,,0.67,43.550000000000004
2021-06-28,67,67.0,,0.67,44.89
2021-06-29,64,67.0,,0.67,42.88
2021-06-30,65,67.0,,0.67,43.550000000000004
2021-07-01,56,62.0,False,0.62,34.72
2021-07-02,64,62.0,,0.62,39.68
2021-07-03,82,62.0,,0.62,50.839999999999996
2021-07-04,100,62.0,,0.62,62.0
2021-07-05,85,62.0,,0.62,52.7
2021-07-06,51,62.0,,0.62,31.62
2021-07-07,47,62.0,,0.62,29.14
2021-07-08,51,62.0,,0.62,31.62
2021-07-09,57,62.0,,0.62,35.339999999999996
2021-07-10,61,62.0,,0.62,37.82
2021-07-11,57,62.0,,0.62,35.339999999999996
2021-07-12,50,62.0,,0.62,31.0
2021-07-13,51,62.0,,0.62,31.62
2021-07-14,47,62.0,,0.62,29.14
2021-07-15,46,62.0,,0.62,28.52
2021-07-16,48,62.0,,0.62,29.759999999999998
2021-07-17,50,62.0,,0.62,31.0
2021-07-18,47,62.0,,0.62,29.14
2021-07-19,43,62.0,,0.62,26.66
2021-07-20,44,62.0,,0.62,27.28
2021-07-21,45,62.0,,0.62,27.9
2021-07-22,45,62.0,,0.62,27.9
2021-07-23,47,62.0,,0.62,29.14
2021-07-24,45,62.0,,0.62,27.9
2021-07-25,48,62.0,,0.62,29.759999999999998
2021-07-26,46,62.0,,0.62,28.52
2021-07-27,46,62.0,,0.62,28.52
2021-07-28,43,62.0,,0.62,26.66
2021-07-29,42,62.0,,0.62,26.04
2021-07-30,44,62.0,,0.62,27.28
2021-07-31,46,62.0,,0.62,28.52
2021-08-01,85,56.0,False,0.56,47.6
2021-08-02,89,56.0,,0.56,49.84
2021-08-03,78,56.0,,0.56,43.68000000000001
2021-08-04,91,56.0,,0.56,50.96000000000001
2021-08-05,80,56.0,,0.56,44.800000000000004
2021-08-06,91,56.0,,0.56,50.96000000000001
2021-08-07,93,56.0,,0.56,52.080000000000005
2021-08-08,87,56.0,,0.56,48.720000000000006
2021-08-09,74,56.0,,0.56,41.440000000000005
2021-08-10,82,56.0,,0.56,45.92
2021-08-11,88,56.0,,0.56,49.28
2021-08-12,89,56.0,,0.56,49.84
2021-08-13,86,56.0,,0.56,48.160000000000004
2021-08-14,93,56.0,,0.56,52.080000000000005
2021-08-15,100,56.0,,0.56,56.00000000000001
2021-08-16,85,56.0,,0.56,47.6
2021-08-17,89,56.0,,0.56,49.84
2021-08-18,83,56.0,,0.56,46.480000000000004
2021-08-19,88,56.0,,0.56,49.28
2021-08-20,85,56.0,,0.56,47.6
2021-08-21,95,56.0,,0.56,53.2
2021-08-22,91,56.0,,0.56,50.96000000000001
2021-08-23,88,56.0,,0.56,49.28
2021-08-24,83,56.0,,0.56,46.480000000000004
2021-08-25,92,56.0,,0.56,51.52
2021-08-26,93,56.0,,0.56,52.080000000000005
2021-08-27,88,56.0,,0.56,49.28
2021-08-28,92,56.0,,0.56,51.52
2021-08-29,96,56.0,,0.56,53.760000000000005
2021-08-30,89,56.0,,0.56,49.84
2021-08-31,84,56.0,,0.56,47.040000000000006
2021-09-01,80,62.0,False,0.62,49.6
2021-09-02,88,62.0,,0.62,54.56
2021-09-03,75,62.0,,0.62,46.5
2021-09-04,85,62.0,,0.62,52.7
2021-09-05,82,62.0,,0.62,50.839999999999996
2021-09-06,76,62.0,,0.62,47.12
2021-09-07,83,62.0,,0.62,51.46
2021-09-08,84,62.0,,0.62,52.08
2021-09-09,84,62.0,,0.62,52.08
2021-09-10,87,62.0,,0.62,53.94
2021-09-11,88,62.0,,0.62,54.56
2021-09-12,98,62.0,,0.62,60.76
2021-09-13,86,62.0,,0.62,53.32
2021-09-14,85,62.0,,0.62,52.7
2021-09-15,89,62.0,,0.62,55.18
2021-09-16,92,62.0,,0.62,57.04
2021-09-17,85,62.0,,0.62,52.7
2021-09-18,100,62.0,,0.62,62.0
2021-09-19,92,62.0,,0.62,57.04
2021-09-20,85,62.0,,0.62,52.7
2021-09-21,77,62.0,,0.62,47.74
2021-09-22,88,62.0,,0.62,54.56
2021-09-23,86,62.0,,0.62,53.32
2021-09-24,76,62.0,,0.62,47.12
2021-09-25,79,62.0,,0.62,48.98
2021-09-26,75,62.0,,0.62,46.5
2021-09-27,94,62.0,,0.62,58.28
2021-09-28,93,62.0,,0.62,57.66
2021-09-29,90,62.0,,0.62,55.8
2021-09-30,81,62.0,,0.62,50.22
2021-10-01,100,60.0,False,0.6,60.0
2021-10-02,58,60.0,,0.6,34.8
2021-10-03,51,60.0,,0.6,30.599999999999998
2021-10-04,65,60.0,,0.6,39.0
2021-10-05,64,60.0,,0.6,38.4
2021-10-06,62,60.0,,0.6,37.199999999999996
2021-10-07,59,60.0,,0.6,35.4
2021-10-08,62,60.0,,0.6,37.199999999999996
2021-10-09,56,60.0,,0.6,33.6
2021-10-10,58,60.0,,0.6,34.8
2021-10-11,63,60.0,,0.6,37.8
2021-10-12,59,60.0,,0.6,35.4
2021-10-13,63,60.0,,0.6,37.8
2021-10-14,60,60.0,,0.6,36.0
2021-10-15,54,60.0,,0.6,32.4
2021-10-16,61,60.0,,0.6,36.6
2021-10-17,56,60.0,,0.6,33.6
2021-10-18,56,60.0,,0.6,33.6
2021-10-19,58,60.0,,0.6,34.8
2021-10-20,59,60.0,,0.6,35.4
2021-10-21,52,60.0,,0.6,31.2
2021-10-22,60,60.0,,0.6,36.0
2021-10-23,57,60.0,,0.6,34.199999999999996
2021-10-24,57,60.0,,0.6,34.199999999999996
2021-10-25,55,60.0,,0.6,33.0
2021-10-26,59,60.0,,0.6,35.4
2021-10-27,59,60.0,,0.6,35.4
2021-10-28,60,60.0,,0.6,36.0
2021-10-29,58,60.0,,0.6,34.8
2021-10-30,52,60.0,,0.6,31.2
2021-10-31,53,60.0,,0.6,31.799999999999997
2021-11-01,26,100.0,False,1.0,26.0
2021-11-02,24,100.0,,1.0,24.0
2021-11-03,26,100.0,,1.0,26.0
2021-11-04,27,100.0,,1.0,27.0
2021-11-05,27,100.0,,1.0,27.0
2021-11-06,24,100.0,,1.0,24.0
2021-11-07,26,100.0,,1.0,26.0
2021-11-08,30,100.0,,1.0,30.0
2021-11-09,36,100.0,,1.0,36.0
2021-11-10,30,100.0,,1.0,30.0
2021-11-11,32,100.0,,1.0,32.0
2021-11-12,35,100.0,,1.0,35.0
2021-11-13,33,100.0,,1.0,33.0
2021-11-14,34,100.0,,1.0,34.0
2021-11-15,32,100.0,,1.0,32.0
2021-11-16,38,100.0,,1.0,38.0
2021-11-17,35,100.0,,1.0,35.0
2021-11-18,37,100.0,,1.0,37.0
2021-11-19,45,100.0,,1.0,45.0
2021-11-20,85,100.0,,1.0,85.0
2021-11-21,100,100.0,,1.0,100.0
2021-11-22,74,100.0,,1.0,74.0
2021-11-23,67,100.0,,1.0,67.0
2021-11-24,60,100.0,,1.0,60.0
2021-11-25,60,100.0,,1.0,60.0
2021-11-26,58,100.0,,1.0,58.0
2021-11-27,69,100.0,,1.0,69.0
2021-11-28,70,100.0,,1.0,70.0
2021-11-29,48,100.0,,1.0,48.0
2021-11-30,43,100.0,,1.0,43.0
2021-12-01,84,81.0,False,0.81,68.04
2021-12-02,87,81.0,,0.81,70.47
2021-12-03,77,81.0,,0.81,62.370000000000005
2021-12-04,87,81.0,,0.81,70.47
2021-12-05,85,81.0,,0.81,68.85000000000001
2021-12-06,74,81.0,,0.81,59.940000000000005
2021-12-07,75,81.0,,0.81,60.75000000000001
2021-12-08,75,81.0,,0.81,60.75000000000001
2021-12-09,68,81.0,,0.81,55.080000000000005
2021-12-10,72,81.0,,0.81,58.32000000000001
2021-12-11,80,81.0,,0.81,64.80000000000001
2021-12-12,78,81.0,,0.81,63.18000000000001
2021-12-13,73,81.0,,0.81,59.13
2021-12-14,71,81.0,,0.81,57.510000000000005
2021-12-15,67,81.0,,0.81,54.27
2021-12-16,73,81.0,,0.81,59.13
2021-12-17,71,81.0,,0.81,57.510000000000005
2021-12-18,73,81.0,,0.81,59.13
2021-12-19,75,81.0,,0.81,60.75000000000001
2021-12-20,72,81.0,,0.81,58.32000000000001
2021-12-21,100,81.0,,0.81,81.0
2021-12-22,78,81.0,,0.81,63.18000000000001
2021-12-23,68,81.0,,0.81,55.080000000000005
2021-12-24,83,81.0,,0.81,67.23
2021-12-25,80,81.0,,0.81,64.80000000000001
2021-12-26,85,81.0,,0.81,68.85000000000001
2021-12-27,80,81.0,,0.81,64.80000000000001
2021-12-28,85,81.0,,0.81,68.85000000000001
2021-12-29,89,81.0,,0.81,72.09
2021-12-30,93,81.0,,0.81,75.33
2021-12-31,94,81.0,,0.81,76.14
