date,TTWO_unscaled,TTWO_monthly,isPartial,scale,TTWO
2017-12-18,59,31.0,,0.31,18.29
2017-12-19,53,31.0,,0.31,16.43
2017-12-20,34,31.0,,0.31,10.54
2017-12-21,50,31.0,,0.31,15.5
2017-12-22,37,31.0,,0.31,11.47
2017-12-23,8,31.0,,0.31,2.48
2017-12-24,17,31.0,,0.31,5.27
2017-12-25,9,31.0,,0.31,2.79
2017-12-26,23,31.0,,0.31,7.13
2017-12-27,22,31.0,,0.31,6.82
2017-12-28,14,31.0,,0.31,4.34
2017-12-29,36,31.0,,0.31,11.16
2017-12-30,0,31.0,,0.31,0.0
2017-12-31,15,31.0,,0.31,4.65
2018-01-01,0,39.0,False,0.39,0.0
2018-01-02,10,39.0,,0.39,3.9000000000000004
2018-01-03,38,39.0,,0.39,14.82
2018-01-04,57,39.0,,0.39,22.23
2018-01-05,43,39.0,,0.39,16.77
2018-01-06,11,39.0,,0.39,4.29
2018-01-07,11,39.0,,0.39,4.29
2018-01-08,9,39.0,,0.39,3.5100000000000002
2018-01-09,86,39.0,,0.39,33.54
2018-01-10,33,39.0,,0.39,12.870000000000001
2018-01-11,41,39.0,,0.39,15.99
2018-01-12,37,39.0,,0.39,14.43
2018-01-13,16,39.0,,0.39,6.24
2018-01-14,16,39.0,,0.39,6.24
2018-01-15,10,39.0,,0.39,3.9000000000000004
2018-01-16,46,39.0,,0.39,17.94
2018-01-17,45,39.0,,0.39,17.55
2018-01-18,18,39.0,,0.39,7.0200000000000005
2018-01-19,23,39.0,,0.39,8.97
2018-01-20,5,39.0,,0.39,1.9500000000000002
2018-01-21,5,39.0,,0.39,1.9500000000000002
2018-01-22,36,39.0,,0.39,14.040000000000001
2018-01-23,40,39.0,,0.39,15.600000000000001
2018-01-24,41,39.0,,0.39,15.99
2018-01-25,27,39.0,,0.39,10.530000000000001
2018-01-26,14,39.0,,0.39,5.46
2018-01-27,22,39.0,,0.39,8.58
2018-01-28,11,39.0,,0.39,4.29
2018-01-29,53,39.0,,0.39,20.67
2018-01-30,31,39.0,,0.39,12.09
2018-01-31,100,39.0,,0.39,39.0
2018-02-01,56,57.0,False,0.57,31.919999999999998
2018-02-02,22,57.0,,0.57,12.54
2018-02-03,8,57.0,,0.57,4.56
2018-02-04,5,57.0,,0.57,2.8499999999999996
2018-02-05,36,57.0,,0.57,20.52
2018-02-06,26,57.0,,0.57,14.819999999999999
2018-02-07,74,57.0,,0.57,42.18
2018-02-08,100,57.0,,0.57,56.99999999999999
2018-02-09,33,57.0,,0.57,18.81
2018-02-10,5,57.0,,0.57,2.8499999999999996
2018-02-11,3,57.0,,0.57,1.71
2018-02-12,21,57.0,,0.57,11.969999999999999
2018-02-13,19,57.0,,0.57,10.829999999999998
2018-02-14,17,57.0,,0.57,9.69
2018-02-15,13,57.0,,0.57,7.409999999999999
2018-02-16,13,57.0,,0.57,7.409999999999999
2018-02-17,13,57.0,,0.57,7.409999999999999
2018-02-18,10,57.0,,0.57,5.699999999999999
2018-02-19,4,57.0,,0.57,2.28
2018-02-20,13,57.0,,0.57,7.409999999999999
2018-02-21,17,57.0,,0.57,9.69
2018-02-22,9,57.0,,0.57,5.13
2018-02-23,20,57.0,,0.57,11.399999999999999
2018-02-24,10,57.0,,0.57,5.699999999999999
2018-02-25,0,57.0,,0.57,0.0
2018-02-26,19,57.0,,0.57,10.829999999999998
2018-02-27,13,57.0,,0.57,7.409999999999999
2018-02-28,20,57.0,,0.57,11.399999999999999
2018-03-01,33,36.0,False,0.36,11.879999999999999
2018-03-02,40,36.0,,0.36,14.399999999999999
2018-03-03,24,36.0,,0.36,8.64
2018-03-04,0,36.0,,0.36,0.0
2018-03-05,15,36.0,,0.36,5.3999999999999995
2018-03-06,44,36.0,,0.36,15.84
2018-03-07,44,36.0,,0.36,15.84
2018-03-08,39,36.0,,0.36,14.04
2018-03-09,26,36.0,,0.36,9.36
2018-03-10,12,36.0,,0.36,4.32
2018-03-11,23,36.0,,0.36,8.28
2018-03-12,44,36.0,,0.36,15.84
2018-03-13,15,36.0,,0.36,5.3999999999999995
2018-03-14,100,36.0,,0.36,36.0
2018-03-15,30,36.0,,0.36,10.799999999999999
2018-03-16,46,36.0,,0.36,16.56
2018-03-17,24,36.0,,0.36,8.64
2018-03-18,12,36.0,,0.36,4.32
2018-03-19,59,36.0,,0.36,21.24
2018-03-20,44,36.0,,0.36,15.84
2018-03-21,20,36.0,,0.36,7.199999999999999
2018-03-22,36,36.0,,0.36,12.959999999999999
2018-03-23,47,36.0,,0.36,16.919999999999998
2018-03-24,6,36.0,,0.36,2.16
2018-03-25,12,36.0,,0.36,4.32
2018-03-26,26,36.0,,0.36,9.36
2018-03-27,51,36.0,,0.36,18.36
2018-03-28,26,36.0,,0.36,9.36
2018-03-29,37,36.0,,0.36,13.32
2018-03-30,11,36.0,,0.36,3.96
2018-03-31,0,36.0,,0.36,0.0
2018-04-01,0,29.0,False,0.29,0.0
2018-04-02,57,29.0,,0.29,16.529999999999998
2018-04-03,66,29.0,,0.29,19.139999999999997
2018-04-04,56,29.0,,0.29,16.24
2018-04-05,69,29.0,,0.29,20.009999999999998
2018-04-06,68,29.0,,0.29,19.72
2018-04-07,39,29.0,,0.29,11.309999999999999
2018-04-08,13,29.0,,0.29,3.7699999999999996
2018-04-09,89,29.0,,0.29,25.81
2018-04-10,67,29.0,,0.29,19.43
2018-04-11,55,29.0,,0.29,15.95
2018-04-12,45,29.0,,0.29,13.049999999999999
2018-04-13,69,29.0,,0.29,20.009999999999998
2018-04-14,13,29.0,,0.29,3.7699999999999996
2018-04-15,13,29.0,,0.29,3.7699999999999996
2018-04-16,54,29.0,,0.29,15.659999999999998
2018-04-17,77,29.0,,0.29,22.33
2018-04-18,100,29.0,,0.29,28.999999999999996
2018-04-19,78,29.0,,0.29,22.619999999999997
2018-04-20,34,29.0,,0.29,9.86
2018-04-21,14,29.0,,0.29,4.06
2018-04-22,0,29.0,,0.29,0.0
2018-04-23,86,29.0,,0.29,24.939999999999998
2018-04-24,87,29.0,,0.29,25.229999999999997
2018-04-25,97,29.0,,0.29,28.13
2018-04-26,77,29.0,,0.29,22.33
2018-04-27,56,29.0,,0.29,16.24
2018-04-28,27,29.0,,0.29,7.829999999999999
2018-04-29,13,29.0,,0.29,3.7699999999999996
2018-04-30,87,29.0,,0.29,25.229999999999997
2018-05-01,25,53.0,False,0.53,13.25
2018-05-02,25,53.0,,0.53,13.25
2018-05-03,34,53.0,,0.53,18.02
2018-05-04,27,53.0,,0.53,14.31
2018-05-05,11,53.0,,0.53,5.83
2018-05-06,11,53.0,,0.53,5.83
2018-05-07,17,53.0,,0.53,9.01
2018-05-08,34,53.0,,0.53,18.02
2018-05-09,37,53.0,,0.53,19.61
2018-05-10,20,53.0,,0.53,10.600000000000001
2018-05-11,33,53.0,,0.53,17.490000000000002
2018-05-12,4,53.0,,0.53,2.12
2018-05-13,11,53.0,,0.53,5.83
2018-05-14,21,53.0,,0.53,11.13
2018-05-15,34,53.0,,0.53,18.02
2018-05-16,100,53.0,,0.53,53.0
2018-05-17,78,53.0,,0.53,41.34
2018-05-18,33,53.0,,0.53,17.490000000000002
2018-05-19,14,53.0,,0.53,7.42
2018-05-20,14,53.0,,0.53,7.42
2018-05-21,32,53.0,,0.53,16.96
2018-05-22,43,53.0,,0.53,22.790000000000003
2018-05-23,21,53.0,,0.53,11.13
2018-05-24,18,53.0,,0.53,9.540000000000001
2018-05-25,29,53.0,,0.53,15.370000000000001
2018-05-26,11,53.0,,0.53,5.83
2018-05-27,15,53.0,,0.53,7.95
2018-05-28,7,53.0,,0.53,3.71
2018-05-29,29,53.0,,0.53,15.370000000000001
2018-05-30,12,53.0,,0.53,6.36
2018-05-31,0,53.0,,0.53,0.0
2018-06-01,68,31.0,False,0.31,21.08
2018-06-02,18,31.0,,0.31,5.58
2018-06-03,27,31.0,,0.31,8.37
2018-06-04,22,31.0,,0.31,6.82
2018-06-05,74,31.0,,0.31,22.94
2018-06-06,53,31.0,,0.31,16.43
2018-06-07,45,31.0,,0.31,13.95
2018-06-08,46,31.0,,0.31,14.26
2018-06-09,44,31.0,,0.31,13.64
2018-06-10,18,31.0,,0.31,5.58
2018-06-11,58,31.0,,0.31,17.98
2018-06-12,48,31.0,,0.31,14.879999999999999
2018-06-13,100,31.0,,0.31,31.0
2018-06-14,74,31.0,,0.31,22.94
2018-06-15,54,31.0,,0.31,16.74
2018-06-16,18,31.0,,0.31,5.58
2018-06-17,18,31.0,,0.31,5.58
2018-06-18,38,31.0,,0.31,11.78
2018-06-19,22,31.0,,0.31,6.82
2018-06-20,31,31.0,,0.31,9.61
2018-06-21,38,31.0,,0.31,11.78
2018-06-22,15,31.0,,0.31,4.65
2018-06-23,17,31.0,,0.31,5.27
2018-06-24,0,31.0,,0.31,0.0
2018-06-25,30,31.0,,0.31,9.3
2018-06-26,46,31.0,,0.31,14.26
2018-06-27,22,31.0,,0.31,6.82
2018-06-28,23,31.0,,0.31,7.13
2018-06-29,47,31.0,,0.31,14.57
2018-06-30,9,31.0,,0.31,2.79
2018-07-01,0,30.0,False,0.3,0.0
2018-07-02,20,30.0,,0.3,6.0
2018-07-03,27,30.0,,0.3,8.1
2018-07-04,0,30.0,,0.3,0.0
2018-07-05,0,30.0,,0.3,0.0
2018-07-06,40,30.0,,0.3,12.0
2018-07-07,8,30.0,,0.3,2.4
2018-07-08,15,30.0,,0.3,4.5
2018-07-09,39,30.0,,0.3,11.7
2018-07-10,13,30.0,,0.3,3.9
2018-07-11,37,30.0,,0.3,11.1
2018-07-12,41,30.0,,0.3,12.299999999999999
2018-07-13,41,30.0,,0.3,12.299999999999999
2018-07-14,0,30.0,,0.3,0.0
2018-07-15,0,30.0,,0.3,0.0
2018-07-16,27,30.0,,0.3,8.1
2018-07-17,46,30.0,,0.3,13.799999999999999
2018-07-18,53,30.0,,0.3,15.899999999999999
2018-07-19,89,30.0,,0.3,26.7
2018-07-20,27,30.0,,0.3,8.1
2018-07-21,15,30.0,,0.3,4.5
2018-07-22,23,30.0,,0.3,6.8999999999999995
2018-07-23,40,30.0,,0.3,12.0
2018-07-24,26,30.0,,0.3,7.8
2018-07-25,52,30.0,,0.3,15.6
2018-07-26,20,30.0,,0.3,6.0
2018-07-27,62,30.0,,0.3,18.599999999999998
2018-07-28,23,30.0,,0.3,6.8999999999999995
2018-07-29,24,30.0,,0.3,7.199999999999999
2018-07-30,100,30.0,,0.3,30.0
2018-07-31,84,30.0,,0.3,25.2
2018-08-01,26,62.0,False,0.62,16.12
2018-08-02,94,62.0,,0.62,58.28
2018-08-03,100,62.0,,0.62,62.0
2018-08-04,20,62.0,,0.62,12.4
2018-08-05,5,62.0,,0.62,3.1
2018-08-06,26,62.0,,0.62,16.12
2018-08-07,21,62.0,,0.62,13.02
2018-08-08,17,62.0,,0.62,10.54
2018-08-09,24,62.0,,0.62,14.879999999999999
2018-08-10,31,62.0,,0.62,19.22
2018-08-11,7,62.0,,0.62,4.34
2018-08-12,3,62.0,,0.62,1.8599999999999999
2018-08-13,24,62.0,,0.62,14.879999999999999
2018-08-14,22,62.0,,0.62,13.64
2018-08-15,13,62.0,,0.62,8.06
2018-08-16,22,62.0,,0.62,13.64
2018-08-17,13,62.0,,0.62,8.06
2018-08-18,5,62.0,,0.62,3.1
2018-08-19,3,62.0,,0.62,1.8599999999999999
2018-08-20,13,62.0,,0.62,8.06
2018-08-21,26,62.0,,0.62,16.12
2018-08-22,13,62.0,,0.62,8.06
2018-08-23,18,62.0,,0.62,11.16
2018-08-24,9,62.0,,0.62,5.58
2018-08-25,8,62.0,,0.62,4.96
2018-08-26,8,62.0,,0.62,4.96
2018-08-27,21,62.0,,0.62,13.02
2018-08-28,23,62.0,,0.62,14.26
2018-08-29,6,62.0,,0.62,3.7199999999999998
2018-08-30,28,62.0,,0.62,17.36
2018-08-31,22,62.0,,0.62,13.64
2018-09-01,8,40.0,False,0.4,3.2
2018-09-02,25,40.0,,0.4,10.0
2018-09-03,8,40.0,,0.4,3.2
2018-09-04,34,40.0,,0.4,13.600000000000001
2018-09-05,88,40.0,,0.4,35.2
2018-09-06,100,40.0,,0.4,40.0
2018-09-07,54,40.0,,0.4,21.6
2018-09-08,16,40.0,,0.4,6.4
2018-09-09,8,40.0,,0.4,3.2
2018-09-10,40,40.0,,0.4,16.0
2018-09-11,100,40.0,,0.4,40.0
2018-09-12,68,40.0,,0.4,27.200000000000003
2018-09-13,34,40.0,,0.4,13.600000000000001
2018-09-14,55,40.0,,0.4,22.0
2018-09-15,24,40.0,,0.4,9.600000000000001
2018-09-16,40,40.0,,0.4,16.0
2018-09-17,47,40.0,,0.4,18.8
2018-09-18,27,40.0,,0.4,10.8
2018-09-19,41,40.0,,0.4,16.400000000000002
2018-09-20,82,40.0,,0.4,32.800000000000004
2018-09-21,70,40.0,,0.4,28.0
2018-09-22,25,40.0,,0.4,10.0
2018-09-23,24,40.0,,0.4,9.600000000000001
2018-09-24,88,40.0,,0.4,35.2
2018-09-25,68,40.0,,0.4,27.200000000000003
2018-09-26,46,40.0,,0.4,18.400000000000002
2018-09-27,62,40.0,,0.4,24.8
2018-09-28,42,40.0,,0.4,16.8
2018-09-29,17,40.0,,0.4,6.800000000000001
2018-09-30,24,40.0,,0.4,9.600000000000001
2018-10-01,23,82.0,False,0.82,18.86
2018-10-02,26,82.0,,0.82,21.32
2018-10-03,23,82.0,,0.82,18.86
2018-10-04,36,82.0,,0.82,29.52
2018-10-05,19,82.0,,0.82,15.579999999999998
2018-10-06,9,82.0,,0.82,7.38
2018-10-07,6,82.0,,0.82,4.92
2018-10-08,22,82.0,,0.82,18.04
2018-10-09,26,82.0,,0.82,21.32
2018-10-10,27,82.0,,0.82,22.139999999999997
2018-10-11,29,82.0,,0.82,23.779999999999998
2018-10-12,30,82.0,,0.82,24.599999999999998
2018-10-13,3,82.0,,0.82,2.46
2018-10-14,6,82.0,,0.82,4.92
2018-10-15,31,82.0,,0.82,25.419999999999998
2018-10-16,22,82.0,,0.82,18.04
2018-10-17,38,82.0,,0.82,31.159999999999997
2018-10-18,39,82.0,,0.82,31.979999999999997
2018-10-19,33,82.0,,0.82,27.06
2018-10-20,20,82.0,,0.82,16.4
2018-10-21,9,82.0,,0.82,7.38
2018-10-22,26,82.0,,0.82,21.32
2018-10-23,28,82.0,,0.82,22.959999999999997
2018-10-24,40,82.0,,0.82,32.8
2018-10-25,68,82.0,,0.82,55.76
2018-10-26,100,82.0,,0.82,82.0
2018-10-27,35,82.0,,0.82,28.7
2018-10-28,9,82.0,,0.82,7.38
2018-10-29,73,82.0,,0.82,59.86
2018-10-30,82,82.0,,0.82,67.24
2018-10-31,81,82.0,,0.82,66.42
2018-11-01,61,89.0,False,0.89,54.29
2018-11-02,30,89.0,,0.89,26.7
2018-11-03,16,89.0,,0.89,14.24
2018-11-04,7,89.0,,0.89,6.23
2018-11-05,20,89.0,,0.89,17.8
2018-11-06,44,89.0,,0.89,39.160000000000004
2018-11-07,48,89.0,,0.89,42.72
2018-11-08,100,89.0,,0.89,89.0
2018-11-09,89,89.0,,0.89,79.21000000000001
2018-11-10,20,89.0,,0.89,17.8
2018-11-11,17,89.0,,0.89,15.13
2018-11-12,32,89.0,,0.89,28.48
2018-11-13,38,89.0,,0.89,33.82
2018-11-14,32,89.0,,0.89,28.48
2018-11-15,53,89.0,,0.89,47.17
2018-11-16,52,89.0,,0.89,46.28
2018-11-17,23,89.0,,0.89,20.47
2018-11-18,10,89.0,,0.89,8.9
2018-11-19,35,89.0,,0.89,31.150000000000002
2018-11-20,29,89.0,,0.89,25.81
2018-11-21,12,89.0,,0.89,10.68
2018-11-22,8,89.0,,0.89,7.12
2018-11-23,12,89.0,,0.89,10.68
2018-11-24,15,89.0,,0.89,13.35
2018-11-25,7,89.0,,0.89,6.23
2018-11-26,27,89.0,,0.89,24.03
2018-11-27,24,89.0,,0.89,21.36
2018-11-28,29,89.0,,0.89,25.81
2018-11-29,44,89.0,,0.89,39.160000000000004
2018-11-30,35,89.0,,0.89,31.150000000000002
2018-12-01,28,63.0,False,0.63,17.64
2018-12-02,21,63.0,,0.63,13.23
2018-12-03,100,63.0,,0.63,63.0
2018-12-04,86,63.0,,0.63,54.18
2018-12-05,32,63.0,,0.63,20.16
2018-12-06,66,63.0,,0.63,41.58
2018-12-07,50,63.0,,0.63,31.5
2018-12-08,7,63.0,,0.63,4.41
2018-12-09,3,63.0,,0.63,1.8900000000000001
2018-12-10,33,63.0,,0.63,20.79
2018-12-11,39,63.0,,0.63,24.57
2018-12-12,36,63.0,,0.63,22.68
2018-12-13,21,63.0,,0.63,13.23
2018-12-14,21,63.0,,0.63,13.23
2018-12-15,26,63.0,,0.63,16.38
2018-12-16,15,63.0,,0.63,9.45
2018-12-17,36,63.0,,0.63,22.68
2018-12-18,23,63.0,,0.63,14.49
2018-12-19,25,63.0,,0.63,15.75
2018-12-20,13,63.0,,0.63,8.19
2018-12-21,43,63.0,,0.63,27.09
2018-12-22,19,63.0,,0.63,11.97
2018-12-23,8,63.0,,0.63,5.04
2018-12-24,22,63.0,,0.63,13.86
2018-12-25,25,63.0,,0.63,15.75
2018-12-26,60,63.0,,0.63,37.8
2018-12-27,26,63.0,,0.63,16.38
2018-12-28,32,63.0,,0.63,20.16
2018-12-29,18,63.0,,0.63,11.34
2018-12-30,22,63.0,,0.63,13.86
2018-12-31,30,63.0,,0.63,18.9
2019-01-01,6,52.0,False,0.52,3.12
2019-01-02,55,52.0,,0.52,28.6
2019-01-03,59,52.0,,0.52,30.68
2019-01-04,59,52.0,,0.52,30.68
2019-01-05,16,52.0,,0.52,8.32
2019-01-06,5,52.0,,0.52,2.6
2019-01-07,47,52.0,,0.52,24.44
2019-01-08,78,52.0,,0.52,40.56
2019-01-09,38,52.0,,0.52,19.76
2019-01-10,60,52.0,,0.52,31.200000000000003
2019-01-11,62,52.0,,0.52,32.24
2019-01-12,22,52.0,,0.52,11.440000000000001
2019-01-13,5,52.0,,0.52,2.6
2019-01-14,61,52.0,,0.52,31.720000000000002
2019-01-15,55,52.0,,0.52,28.6
2019-01-16,47,52.0,,0.52,24.44
2019-01-17,46,52.0,,0.52,23.92
2019-01-18,23,52.0,,0.52,11.96
2019-01-19,22,52.0,,0.52,11.440000000000001
2019-01-20,31,52.0,,0.52,16.12
2019-01-21,33,52.0,,0.52,17.16
2019-01-22,27,52.0,,0.52,14.040000000000001
2019-01-23,100,52.0,,0.52,52.0
2019-01-24,87,52.0,,0.52,45.24
2019-01-25,33,52.0,,0.52,17.16
2019-01-26,22,52.0,,0.52,11.440000000000001
2019-01-27,34,52.0,,0.52,17.68
2019-01-28,37,52.0,,0.52,19.240000000000002
2019-01-29,41,52.0,,0.52,21.32
2019-01-30,32,52.0,,0.52,16.64
2019-01-31,41,52.0,,0.52,21.32
2019-02-01,8,100.0,False,1.0,8.0
2019-02-02,8,100.0,,1.0,8.0
2019-02-03,3,100.0,,1.0,3.0
2019-02-04,15,100.0,,1.0,15.0
2019-02-05,24,100.0,,1.0,24.0
2019-02-06,100,100.0,,1.0,100.0
2019-02-07,32,100.0,,1.0,32.0
2019-02-08,24,100.0,,1.0,24.0
2019-02-09,8,100.0,,1.0,8.0
2019-02-10,0,100.0,,1.0,0.0
2019-02-11,27,100.0,,1.0,27.0
2019-02-12,44,100.0,,1.0,44.0
2019-02-13,30,100.0,,1.0,30.0
2019-02-14,22,100.0,,1.0,22.0
2019-02-15,10,100.0,,1.0,10.0
2019-02-16,8,100.0,,1.0,8.0
2019-02-17,3,100.0,,1.0,3.0
2019-02-18,6,100.0,,1.0,6.0
2019-02-19,12,100.0,,1.0,12.0
2019-02-20,27,100.0,,1.0,27.0
2019-02-21,32,100.0,,1.0,32.0
2019-02-22,19,100.0,,1.0,19.0
2019-02-23,3,100.0,,1.0,3.0
2019-02-24,3,100.0,,1.0,3.0
2019-02-25,21,100.0,,1.0,21.0
2019-02-26,21,100.0,,1.0,21.0
2019-02-27,19,100.0,,1.0,19.0
2019-02-28,28,100.0,,1.0,28.0
2019-03-01,49,47.0,False,0.47,23.029999999999998
2019-03-02,8,47.0,,0.47,3.76
2019-03-03,0,47.0,,0.47,0.0
2019-03-04,32,47.0,,0.47,15.04
2019-03-05,46,47.0,,0.47,21.619999999999997
2019-03-06,24,47.0,,0.47,11.28
2019-03-07,25,47.0,,0.47,11.75
2019-03-08,36,47.0,,0.47,16.919999999999998
2019-03-09,8,47.0,,0.47,3.76
2019-03-10,8,47.0,,0.47,3.76
2019-03-11,21,47.0,,0.47,9.87
2019-03-12,46,47.0,,0.47,21.619999999999997
2019-03-13,100,47.0,,0.47,47.0
2019-03-14,68,47.0,,0.47,31.959999999999997
2019-03-15,50,47.0,,0.47,23.5
2019-03-16,8,47.0,,0.47,3.76
2019-03-17,4,47.0,,0.47,1.88
2019-03-18,33,47.0,,0.47,15.51
2019-03-19,28,47.0,,0.47,13.16
2019-03-20,59,47.0,,0.47,27.729999999999997
2019-03-21,47,47.0,,0.47,22.09
2019-03-22,33,47.0,,0.47,15.51
2019-03-23,17,47.0,,0.47,7.989999999999999
2019-03-24,12,47.0,,0.47,5.64
2019-03-25,25,47.0,,0.47,11.75
2019-03-26,26,47.0,,0.47,12.219999999999999
2019-03-27,15,47.0,,0.47,7.05
2019-03-28,36,47.0,,0.47,16.919999999999998
2019-03-29,26,47.0,,0.47,12.219999999999999
2019-03-30,13,47.0,,0.47,6.109999999999999
2019-03-31,0,47.0,,0.47,0.0
2019-04-01,34,45.0,False,0.45,15.3
2019-04-02,48,45.0,,0.45,21.6
2019-04-03,49,45.0,,0.45,22.05
2019-04-04,100,45.0,,0.45,45.0
2019-04-05,61,45.0,,0.45,27.45
2019-04-06,24,45.0,,0.45,10.8
2019-04-07,6,45.0,,0.45,2.7
2019-04-08,38,45.0,,0.45,17.1
2019-04-09,33,45.0,,0.45,14.85
2019-04-10,24,45.0,,0.45,10.8
2019-04-11,67,45.0,,0.45,30.150000000000002
2019-04-12,40,45.0,,0.45,18.0
2019-04-13,6,45.0,,0.45,2.7
2019-04-14,0,45.0,,0.45,0.0
2019-04-15,63,45.0,,0.45,28.35
2019-04-16,58,45.0,,0.45,26.1
2019-04-17,55,45.0,,0.45,24.75
2019-04-18,30,45.0,,0.45,13.5
2019-04-19,11,45.0,,0.45,4.95
2019-04-20,18,45.0,,0.45,8.1
2019-04-21,6,45.0,,0.45,2.7
2019-04-22,35,45.0,,0.45,15.75
2019-04-23,40,45.0,,0.45,18.0
2019-04-24,50,45.0,,0.45,22.5
2019-04-25,53,45.0,,0.45,23.85
2019-04-26,29,45.0,,0.45,13.05
2019-04-27,18,45.0,,0.45,8.1
2019-04-28,18,45.0,,0.45,8.1
2019-04-29,58,45.0,,0.45,26.1
2019-04-30,28,45.0,,0.45,12.6
2019-05-01,32,52.0,False,0.52,16.64
2019-05-02,21,52.0,,0.52,10.92
2019-05-03,32,52.0,,0.52,16.64
2019-05-04,6,52.0,,0.52,3.12
2019-05-05,0,52.0,,0.52,0.0
2019-05-06,18,52.0,,0.52,9.36
2019-05-07,28,52.0,,0.52,14.56
2019-05-08,29,52.0,,0.52,15.08
2019-05-09,34,52.0,,0.52,17.68
2019-05-10,27,52.0,,0.52,14.040000000000001
2019-05-11,10,52.0,,0.52,5.2
2019-05-12,16,52.0,,0.52,8.32
2019-05-13,100,52.0,,0.52,52.0
2019-05-14,62,52.0,,0.52,32.24
2019-05-15,30,52.0,,0.52,15.600000000000001
2019-05-16,34,52.0,,0.52,17.68
2019-05-17,17,52.0,,0.52,8.84
2019-05-18,16,52.0,,0.52,8.32
2019-05-19,10,52.0,,0.52,5.2
2019-05-20,45,52.0,,0.52,23.400000000000002
2019-05-21,34,52.0,,0.52,17.68
2019-05-22,22,52.0,,0.52,11.440000000000001
2019-05-23,8,52.0,,0.52,4.16
2019-05-24,20,52.0,,0.52,10.4
2019-05-25,3,52.0,,0.52,1.56
2019-05-26,7,52.0,,0.52,3.64
2019-05-27,10,52.0,,0.52,5.2
2019-05-28,8,52.0,,0.52,4.16
2019-05-29,21,52.0,,0.52,10.92
2019-05-30,16,52.0,,0.52,8.32
2019-05-31,19,52.0,,0.52,9.88
2019-06-01,18,32.0,False,0.32,5.76
2019-06-02,45,32.0,,0.32,14.4
2019-06-03,38,32.0,,0.32,12.16
2019-06-04,68,32.0,,0.32,21.76
2019-06-05,92,32.0,,0.32,29.44
2019-06-06,70,32.0,,0.32,22.400000000000002
2019-06-07,56,32.0,,0.32,17.92
2019-06-08,65,32.0,,0.32,20.8
2019-06-09,9,32.0,,0.32,2.88
2019-06-10,100,32.0,,0.32,32.0
2019-06-11,62,32.0,,0.32,19.84
2019-06-12,55,32.0,,0.32,17.6
2019-06-13,39,32.0,,0.32,12.48
2019-06-14,23,32.0,,0.32,7.36
2019-06-15,9,32.0,,0.32,2.88
2019-06-16,9,32.0,,0.32,2.88
2019-06-17,47,32.0,,0.32,15.040000000000001
2019-06-18,8,32.0,,0.32,2.56
2019-06-19,76,32.0,,0.32,24.32
2019-06-20,39,32.0,,0.32,12.48
2019-06-21,56,32.0,,0.32,17.92
2019-06-22,9,32.0,,0.32,2.88
2019-06-23,28,32.0,,0.32,8.96
2019-06-24,31,32.0,,0.32,9.92
2019-06-25,32,32.0,,0.32,10.24
2019-06-26,39,32.0,,0.32,12.48
2019-06-27,31,32.0,,0.32,9.92
2019-06-28,50,32.0,,0.32,16.0
2019-06-29,28,32.0,,0.32,8.96
2019-06-30,0,32.0,,0.32,0.0
2019-07-01,72,29.0,False,0.29,20.88
2019-07-02,80,29.0,,0.29,23.2
2019-07-03,45,29.0,,0.29,13.049999999999999
2019-07-04,0,29.0,,0.29,0.0
2019-07-05,61,29.0,,0.29,17.689999999999998
2019-07-06,20,29.0,,0.29,5.8
2019-07-07,0,29.0,,0.29,0.0
2019-07-08,61,29.0,,0.29,17.689999999999998
2019-07-09,45,29.0,,0.29,13.049999999999999
2019-07-10,71,29.0,,0.29,20.59
2019-07-11,35,29.0,,0.29,10.149999999999999
2019-07-12,45,29.0,,0.29,13.049999999999999
2019-07-13,0,29.0,,0.29,0.0
2019-07-14,11,29.0,,0.29,3.19
2019-07-15,35,29.0,,0.29,10.149999999999999
2019-07-16,51,29.0,,0.29,14.79
2019-07-17,44,29.0,,0.29,12.76
2019-07-18,36,29.0,,0.29,10.44
2019-07-19,92,29.0,,0.29,26.68
2019-07-20,0,29.0,,0.29,0.0
2019-07-21,10,29.0,,0.29,2.9
2019-07-22,9,29.0,,0.29,2.61
2019-07-23,53,29.0,,0.29,15.37
2019-07-24,37,29.0,,0.29,10.729999999999999
2019-07-25,64,29.0,,0.29,18.56
2019-07-26,28,29.0,,0.29,8.12
2019-07-27,32,29.0,,0.29,9.28
2019-07-28,32,29.0,,0.29,9.28
2019-07-29,63,29.0,,0.29,18.27
2019-07-30,100,29.0,,0.29,28.999999999999996
2019-07-31,74,29.0,,0.29,21.459999999999997
2019-08-01,12,46.0,False,0.46,5.5200000000000005
2019-08-02,16,46.0,,0.46,7.36
2019-08-03,0,46.0,,0.46,0.0
2019-08-04,11,46.0,,0.46,5.0600000000000005
2019-08-05,100,46.0,,0.46,46.0
2019-08-06,93,46.0,,0.46,42.78
2019-08-07,50,46.0,,0.46,23.0
2019-08-08,28,46.0,,0.46,12.88
2019-08-09,19,46.0,,0.46,8.74
2019-08-10,11,46.0,,0.46,5.0600000000000005
2019-08-11,11,46.0,,0.46,5.0600000000000005
2019-08-12,27,46.0,,0.46,12.42
2019-08-13,27,46.0,,0.46,12.42
2019-08-14,32,46.0,,0.46,14.72
2019-08-15,18,46.0,,0.46,8.280000000000001
2019-08-16,18,46.0,,0.46,8.280000000000001
