date,MGM_unscaled,MGM_monthly,isPartial,scale,MGM
2016-06-27,81,53.0,,0.53,42.93
2016-06-28,87,53.0,,0.53,46.11
2016-06-29,97,53.0,,0.53,51.410000000000004
2016-06-30,91,53.0,,0.53,48.230000000000004
2016-07-01,82,56.0,False,0.56,45.92
2016-07-02,91,56.0,,0.56,50.96000000000001
2016-07-03,94,56.0,,0.56,52.64000000000001
2016-07-04,94,56.0,,0.56,52.64000000000001
2016-07-05,100,56.0,,0.56,56.00000000000001
2016-07-06,78,56.0,,0.56,43.68000000000001
2016-07-07,95,56.0,,0.56,53.2
2016-07-08,87,56.0,,0.56,48.720000000000006
2016-07-09,94,56.0,,0.56,52.64000000000001
2016-07-10,91,56.0,,0.56,50.96000000000001
2016-07-11,81,56.0,,0.56,45.36000000000001
2016-07-12,82,56.0,,0.56,45.92
2016-07-13,88,56.0,,0.56,49.28
2016-07-14,82,56.0,,0.56,45.92
2016-07-15,80,56.0,,0.56,44.800000000000004
2016-07-16,89,56.0,,0.56,49.84
2016-07-17,78,56.0,,0.56,43.68000000000001
2016-07-18,97,56.0,,0.56,54.32000000000001
2016-07-19,96,56.0,,0.56,53.760000000000005
2016-07-20,99,56.0,,0.56,55.440000000000005
2016-07-21,98,56.0,,0.56,54.88
2016-07-22,94,56.0,,0.56,52.64000000000001
2016-07-23,89,56.0,,0.56,49.84
2016-07-24,94,56.0,,0.56,52.64000000000001
2016-07-25,99,56.0,,0.56,55.440000000000005
2016-07-26,81,56.0,,0.56,45.36000000000001
2016-07-27,81,56.0,,0.56,45.36000000000001
2016-07-28,89,56.0,,0.56,49.84
2016-07-29,88,56.0,,0.56,49.28
2016-07-30,93,56.0,,0.56,52.080000000000005
2016-07-31,94,56.0,,0.56,52.64000000000001
2016-08-01,89,52.0,False,0.52,46.28
2016-08-02,100,52.0,,0.52,52.0
2016-08-03,88,52.0,,0.52,45.760000000000005
2016-08-04,90,52.0,,0.52,46.800000000000004
2016-08-05,100,52.0,,0.52,52.0
2016-08-06,86,52.0,,0.52,44.72
2016-08-07,77,52.0,,0.52,40.04
2016-08-08,86,52.0,,0.52,44.72
2016-08-09,92,52.0,,0.52,47.84
2016-08-10,79,52.0,,0.52,41.08
2016-08-11,85,52.0,,0.52,44.2
2016-08-12,81,52.0,,0.52,42.120000000000005
2016-08-13,81,52.0,,0.52,42.120000000000005
2016-08-14,86,52.0,,0.52,44.72
2016-08-15,87,52.0,,0.52,45.24
2016-08-16,83,52.0,,0.52,43.160000000000004
2016-08-17,79,52.0,,0.52,41.08
2016-08-18,89,52.0,,0.52,46.28
2016-08-19,88,52.0,,0.52,45.760000000000005
2016-08-20,85,52.0,,0.52,44.2
2016-08-21,78,52.0,,0.52,40.56
2016-08-22,86,52.0,,0.52,44.72
2016-08-23,73,52.0,,0.52,37.96
2016-08-24,79,52.0,,0.52,41.08
2016-08-25,76,52.0,,0.52,39.52
2016-08-26,71,52.0,,0.52,36.92
2016-08-27,78,52.0,,0.52,40.56
2016-08-28,83,52.0,,0.52,43.160000000000004
2016-08-29,85,52.0,,0.52,44.2
2016-08-30,67,52.0,,0.52,34.84
2016-08-31,72,52.0,,0.52,37.44
2016-09-01,85,48.0,False,0.48,40.8
2016-09-02,73,48.0,,0.48,35.04
2016-09-03,83,48.0,,0.48,39.839999999999996
2016-09-04,88,48.0,,0.48,42.239999999999995
2016-09-05,92,48.0,,0.48,44.16
2016-09-06,82,48.0,,0.48,39.36
2016-09-07,90,48.0,,0.48,43.199999999999996
2016-09-08,84,48.0,,0.48,40.32
2016-09-09,87,48.0,,0.48,41.76
2016-09-10,91,48.0,,0.48,43.68
2016-09-11,83,48.0,,0.48,39.839999999999996
2016-09-12,71,48.0,,0.48,34.08
2016-09-13,79,48.0,,0.48,37.92
2016-09-14,92,48.0,,0.48,44.16
2016-09-15,83,48.0,,0.48,39.839999999999996
2016-09-16,92,48.0,,0.48,44.16
2016-09-17,100,48.0,,0.48,48.0
2016-09-18,79,48.0,,0.48,37.92
2016-09-19,78,48.0,,0.48,37.44
2016-09-20,82,48.0,,0.48,39.36
2016-09-21,92,48.0,,0.48,44.16
2016-09-22,88,48.0,,0.48,42.239999999999995
2016-09-23,95,48.0,,0.48,45.6
2016-09-24,96,48.0,,0.48,46.08
2016-09-25,87,48.0,,0.48,41.76
2016-09-26,90,48.0,,0.48,43.199999999999996
2016-09-27,80,48.0,,0.48,38.4
2016-09-28,95,48.0,,0.48,45.6
2016-09-29,82,48.0,,0.48,39.36
2016-09-30,79,48.0,,0.48,37.92
2016-10-01,79,53.0,False,0.53,41.870000000000005
2016-10-02,64,53.0,,0.53,33.92
2016-10-03,89,53.0,,0.53,47.17
2016-10-04,83,53.0,,0.53,43.99
2016-10-05,72,53.0,,0.53,38.160000000000004
2016-10-06,83,53.0,,0.53,43.99
2016-10-07,68,53.0,,0.53,36.04
2016-10-08,76,53.0,,0.53,40.28
2016-10-09,76,53.0,,0.53,40.28
2016-10-10,77,53.0,,0.53,40.81
2016-10-11,81,53.0,,0.53,42.93
2016-10-12,85,53.0,,0.53,45.050000000000004
2016-10-13,93,53.0,,0.53,49.29
2016-10-14,100,53.0,,0.53,53.0
2016-10-15,88,53.0,,0.53,46.64
2016-10-16,70,53.0,,0.53,37.1
2016-10-17,78,53.0,,0.53,41.34
2016-10-18,82,53.0,,0.53,43.46
2016-10-19,88,53.0,,0.53,46.64
2016-10-20,80,53.0,,0.53,42.400000000000006
2016-10-21,73,53.0,,0.53,38.690000000000005
2016-10-22,90,53.0,,0.53,47.7
2016-10-23,74,53.0,,0.53,39.22
2016-10-24,76,53.0,,0.53,40.28
2016-10-25,79,53.0,,0.53,41.870000000000005
2016-10-26,84,53.0,,0.53,44.52
2016-10-27,76,53.0,,0.53,40.28
2016-10-28,78,53.0,,0.53,41.34
2016-10-29,79,53.0,,0.53,41.870000000000005
2016-10-30,86,53.0,,0.53,45.580000000000005
2016-10-31,71,53.0,,0.53,37.63
2016-11-01,76,53.0,False,0.53,40.28
2016-11-02,72,53.0,,0.53,38.160000000000004
2016-11-03,74,53.0,,0.53,39.22
2016-11-04,81,53.0,,0.53,42.93
2016-11-05,77,53.0,,0.53,40.81
2016-11-06,81,53.0,,0.53,42.93
2016-11-07,80,53.0,,0.53,42.400000000000006
2016-11-08,72,53.0,,0.53,38.160000000000004
2016-11-09,43,53.0,,0.53,22.790000000000003
2016-11-10,69,53.0,,0.53,36.57
2016-11-11,70,53.0,,0.53,37.1
2016-11-12,84,53.0,,0.53,44.52
2016-11-13,89,53.0,,0.53,47.17
2016-11-14,79,53.0,,0.53,41.870000000000005
2016-11-15,76,53.0,,0.53,40.28
2016-11-16,82,53.0,,0.53,43.46
2016-11-17,89,53.0,,0.53,47.17
2016-11-18,90,53.0,,0.53,47.7
2016-11-19,87,53.0,,0.53,46.11
2016-11-20,77,53.0,,0.53,40.81
2016-11-21,95,53.0,,0.53,50.35
2016-11-22,87,53.0,,0.53,46.11
2016-11-23,90,53.0,,0.53,47.7
2016-11-24,99,53.0,,0.53,52.470000000000006
2016-11-25,77,53.0,,0.53,40.81
2016-11-26,92,53.0,,0.53,48.760000000000005
2016-11-27,85,53.0,,0.53,45.050000000000004
2016-11-28,91,53.0,,0.53,48.230000000000004
2016-11-29,100,53.0,,0.53,53.0
2016-11-30,100,53.0,,0.53,53.0
2016-12-01,31,100.0,False,1.0,31.0
2016-12-02,33,100.0,,1.0,33.0
2016-12-03,37,100.0,,1.0,37.0
2016-12-04,34,100.0,,1.0,34.0
2016-12-05,38,100.0,,1.0,38.0
2016-12-06,45,100.0,,1.0,45.0
2016-12-07,42,100.0,,1.0,42.0
2016-12-08,75,100.0,,1.0,75.0
2016-12-09,100,100.0,,1.0,100.0
2016-12-10,70,100.0,,1.0,70.0
2016-12-11,53,100.0,,1.0,53.0
2016-12-12,42,100.0,,1.0,42.0
2016-12-13,34,100.0,,1.0,34.0
2016-12-14,33,100.0,,1.0,33.0
2016-12-15,30,100.0,,1.0,30.0
2016-12-16,32,100.0,,1.0,32.0
2016-12-17,37,100.0,,1.0,37.0
2016-12-18,40,100.0,,1.0,40.0
2016-12-19,34,100.0,,1.0,34.0
2016-12-20,32,100.0,,1.0,32.0
2016-12-21,33,100.0,,1.0,33.0
2016-12-22,33,100.0,,1.0,33.0
2016-12-23,34,100.0,,1.0,34.0
2016-12-24,36,100.0,,1.0,36.0
2016-12-25,48,100.0,,1.0,48.0
2016-12-26,43,100.0,,1.0,43.0
2016-12-27,45,100.0,,1.0,45.0
2016-12-28,44,100.0,,1.0,44.0
2016-12-29,43,100.0,,1.0,43.0
2016-12-30,43,100.0,,1.0,43.0
2016-12-31,42,100.0,,1.0,42.0
2017-01-01,100,69.0,False,0.69,69.0
2017-01-02,88,69.0,,0.69,60.72
2017-01-03,72,69.0,,0.69,49.67999999999999
2017-01-04,72,69.0,,0.69,49.67999999999999
2017-01-05,73,69.0,,0.69,50.37
2017-01-06,70,69.0,,0.69,48.3
2017-01-07,79,69.0,,0.69,54.51
2017-01-08,79,69.0,,0.69,54.51
2017-01-09,73,69.0,,0.69,50.37
2017-01-10,69,69.0,,0.69,47.61
2017-01-11,66,69.0,,0.69,45.54
2017-01-12,67,69.0,,0.69,46.23
2017-01-13,79,69.0,,0.69,54.51
2017-01-14,84,69.0,,0.69,57.959999999999994
2017-01-15,78,69.0,,0.69,53.81999999999999
2017-01-16,59,69.0,,0.69,40.709999999999994
2017-01-17,56,69.0,,0.69,38.64
2017-01-18,57,69.0,,0.69,39.33
2017-01-19,61,69.0,,0.69,42.089999999999996
2017-01-20,56,69.0,,0.69,38.64
2017-01-21,62,69.0,,0.69,42.779999999999994
2017-01-22,63,69.0,,0.69,43.47
2017-01-23,57,69.0,,0.69,39.33
2017-01-24,60,69.0,,0.69,41.4
2017-01-25,52,69.0,,0.69,35.879999999999995
2017-01-26,59,69.0,,0.69,40.709999999999994
2017-01-27,58,69.0,,0.69,40.019999999999996
2017-01-28,70,69.0,,0.69,48.3
2017-01-29,74,69.0,,0.69,51.059999999999995
2017-01-30,64,69.0,,0.69,44.16
2017-01-31,61,69.0,,0.69,42.089999999999996
2017-02-01,60,60.0,False,0.6,36.0
2017-02-02,64,60.0,,0.6,38.4
2017-02-03,76,60.0,,0.6,45.6
2017-02-04,88,60.0,,0.6,52.8
2017-02-05,84,60.0,,0.6,50.4
2017-02-06,56,60.0,,0.6,33.6
2017-02-07,69,60.0,,0.6,41.4
2017-02-08,64,60.0,,0.6,38.4
2017-02-09,63,60.0,,0.6,37.8
2017-02-10,70,60.0,,0.6,42.0
2017-02-11,85,60.0,,0.6,51.0
2017-02-12,88,60.0,,0.6,52.8
2017-02-13,66,60.0,,0.6,39.6
2017-02-14,69,60.0,,0.6,41.4
2017-02-15,71,60.0,,0.6,42.6
2017-02-16,79,60.0,,0.6,47.4
2017-02-17,90,60.0,,0.6,54.0
2017-02-18,100,60.0,,0.6,60.0
2017-02-19,97,60.0,,0.6,58.199999999999996
2017-02-20,70,60.0,,0.6,42.0
2017-02-21,70,60.0,,0.6,42.0
2017-02-22,67,60.0,,0.6,40.199999999999996
2017-02-23,74,60.0,,0.6,44.4
2017-02-24,74,60.0,,0.6,44.4
2017-02-25,75,60.0,,0.6,45.0
2017-02-26,91,60.0,,0.6,54.6
2017-02-27,67,60.0,,0.6,40.199999999999996
2017-02-28,65,60.0,,0.6,39.0
2017-03-01,69,63.0,False,0.63,43.47
2017-03-02,74,63.0,,0.63,46.62
2017-03-03,77,63.0,,0.63,48.51
2017-03-04,90,63.0,,0.63,56.7
2017-03-05,87,63.0,,0.63,54.81
2017-03-06,77,63.0,,0.63,48.51
2017-03-07,74,63.0,,0.63,46.62
2017-03-08,64,63.0,,0.63,40.32
2017-03-09,73,63.0,,0.63,45.99
2017-03-10,85,63.0,,0.63,53.55
2017-03-11,100,63.0,,0.63,63.0
2017-03-12,86,63.0,,0.63,54.18
2017-03-13,79,63.0,,0.63,49.77
2017-03-14,75,63.0,,0.63,47.25
2017-03-15,67,63.0,,0.63,42.21
2017-03-16,72,63.0,,0.63,45.36
2017-03-17,81,63.0,,0.63,51.03
2017-03-18,79,63.0,,0.63,49.77
2017-03-19,87,63.0,,0.63,54.81
2017-03-20,85,63.0,,0.63,53.55
2017-03-21,87,63.0,,0.63,54.81
2017-03-22,74,63.0,,0.63,46.62
2017-03-23,72,63.0,,0.63,45.36
2017-03-24,85,63.0,,0.63,53.55
2017-03-25,95,63.0,,0.63,59.85
2017-03-26,95,63.0,,0.63,59.85
2017-03-27,81,63.0,,0.63,51.03
2017-03-28,77,63.0,,0.63,48.51
2017-03-29,71,63.0,,0.63,44.73
2017-03-30,86,63.0,,0.63,54.18
2017-03-31,77,63.0,,0.63,48.51
2017-04-01,100,59.0,False,0.59,59.0
2017-04-02,87,59.0,,0.59,51.33
2017-04-03,94,59.0,,0.59,55.459999999999994
2017-04-04,85,59.0,,0.59,50.15
2017-04-05,80,59.0,,0.59,47.199999999999996
2017-04-06,82,59.0,,0.59,48.379999999999995
2017-04-07,84,59.0,,0.59,49.559999999999995
2017-04-08,91,59.0,,0.59,53.69
2017-04-09,86,59.0,,0.59,50.739999999999995
2017-04-10,85,59.0,,0.59,50.15
2017-04-11,86,59.0,,0.59,50.739999999999995
2017-04-12,79,59.0,,0.59,46.61
2017-04-13,78,59.0,,0.59,46.019999999999996
2017-04-14,78,59.0,,0.59,46.019999999999996
2017-04-15,92,59.0,,0.59,54.279999999999994
2017-04-16,87,59.0,,0.59,51.33
2017-04-17,77,59.0,,0.59,45.43
2017-04-18,79,59.0,,0.59,46.61
2017-04-19,69,59.0,,0.59,40.71
2017-04-20,85,59.0,,0.59,50.15
2017-04-21,83,59.0,,0.59,48.97
2017-04-22,88,59.0,,0.59,51.919999999999995
2017-04-23,84,59.0,,0.59,49.559999999999995
2017-04-24,79,59.0,,0.59,46.61
2017-04-25,73,59.0,,0.59,43.07
2017-04-26,84,59.0,,0.59,49.559999999999995
2017-04-27,83,59.0,,0.59,48.97
2017-04-28,72,59.0,,0.59,42.48
2017-04-29,87,59.0,,0.59,51.33
2017-04-30,80,59.0,,0.59,47.199999999999996
2017-05-01,74,64.0,False,0.64,47.36
2017-05-02,74,64.0,,0.64,47.36
2017-05-03,79,64.0,,0.64,50.56
2017-05-04,74,64.0,,0.64,47.36
2017-05-05,92,64.0,,0.64,58.88
2017-05-06,92,64.0,,0.64,58.88
2017-05-07,100,64.0,,0.64,64.0
2017-05-08,81,64.0,,0.64,51.84
2017-05-09,80,64.0,,0.64,51.2
2017-05-10,70,64.0,,0.64,44.800000000000004
2017-05-11,76,64.0,,0.64,48.64
2017-05-12,77,64.0,,0.64,49.28
2017-05-13,83,64.0,,0.64,53.120000000000005
2017-05-14,85,64.0,,0.64,54.4
2017-05-15,74,64.0,,0.64,47.36
2017-05-16,73,64.0,,0.64,46.72
2017-05-17,69,64.0,,0.64,44.160000000000004
2017-05-18,95,64.0,,0.64,60.800000000000004
2017-05-19,96,64.0,,0.64,61.44
2017-05-20,98,64.0,,0.64,62.72
2017-05-21,100,64.0,,0.64,64.0
2017-05-22,79,64.0,,0.64,50.56
2017-05-23,76,64.0,,0.64,48.64
2017-05-24,76,64.0,,0.64,48.64
2017-05-25,80,64.0,,0.64,51.2
2017-05-26,85,64.0,,0.64,54.4
2017-05-27,95,64.0,,0.64,60.800000000000004
2017-05-28,95,64.0,,0.64,60.800000000000004
2017-05-29,78,64.0,,0.64,49.92
2017-05-30,83,64.0,,0.64,53.120000000000005
2017-05-31,78,64.0,,0.64,49.92
2017-06-01,68,66.0,False,0.66,44.88
2017-06-02,67,66.0,,0.66,44.22
2017-06-03,70,66.0,,0.66,46.2
2017-06-04,82,66.0,,0.66,54.120000000000005
2017-06-05,69,66.0,,0.66,45.54
2017-06-06,72,66.0,,0.66,47.52
2017-06-07,71,66.0,,0.66,46.86
2017-06-08,68,66.0,,0.66,44.88
2017-06-09,69,66.0,,0.66,45.54
2017-06-10,80,66.0,,0.66,52.800000000000004
2017-06-11,100,66.0,,0.66,66.0
2017-06-12,85,66.0,,0.66,56.1
2017-06-13,83,66.0,,0.66,54.78
2017-06-14,95,66.0,,0.66,62.7
2017-06-15,94,66.0,,0.66,62.040000000000006
2017-06-16,82,66.0,,0.66,54.120000000000005
2017-06-17,79,66.0,,0.66,52.14
2017-06-18,88,66.0,,0.66,58.080000000000005
2017-06-19,80,66.0,,0.66,52.800000000000004
2017-06-20,75,66.0,,0.66,49.5
2017-06-21,78,66.0,,0.66,51.480000000000004
2017-06-22,77,66.0,,0.66,50.82
2017-06-23,86,66.0,,0.66,56.760000000000005
2017-06-24,88,66.0,,0.66,58.080000000000005
2017-06-25,81,66.0,,0.66,53.46
2017-06-26,79,66.0,,0.66,52.14
2017-06-27,75,66.0,,0.66,49.5
2017-06-28,83,66.0,,0.66,54.78
2017-06-29,81,66.0,,0.66,53.46
2017-06-30,82,66.0,,0.66,54.120000000000005
2017-07-01,91,67.0,False,0.67,60.970000000000006
2017-07-02,93,67.0,,0.67,62.31
2017-07-03,80,67.0,,0.67,53.6
2017-07-04,93,67.0,,0.67,62.31
2017-07-05,84,67.0,,0.67,56.28
2017-07-06,75,67.0,,0.67,50.25
2017-07-07,88,67.0,,0.67,58.96
2017-07-08,89,67.0,,0.67,59.63
2017-07-09,100,67.0,,0.67,67.0
2017-07-10,80,67.0,,0.67,53.6
2017-07-11,83,67.0,,0.67,55.61000000000001
2017-07-12,90,67.0,,0.67,60.300000000000004
2017-07-13,83,67.0,,0.67,55.61000000000001
2017-07-14,86,67.0,,0.67,57.620000000000005
2017-07-15,86,67.0,,0.67,57.620000000000005
2017-07-16,83,67.0,,0.67,55.61000000000001
2017-07-17,73,67.0,,0.67,48.910000000000004
2017-07-18,86,67.0,,0.67,57.620000000000005
2017-07-19,77,67.0,,0.67,51.59
2017-07-20,80,67.0,,0.67,53.6
2017-07-21,70,67.0,,0.67,46.900000000000006
2017-07-22,82,67.0,,0.67,54.940000000000005
2017-07-23,84,67.0,,0.67,56.28
2017-07-24,86,67.0,,0.67,57.620000000000005
2017-07-25,82,67.0,,0.67,54.940000000000005
2017-07-26,73,67.0,,0.67,48.910000000000004
2017-07-27,71,67.0,,0.67,47.57
2017-07-28,76,67.0,,0.67,50.92
2017-07-29,82,67.0,,0.67,54.940000000000005
2017-07-30,93,67.0,,0.67,62.31
2017-07-31,78,67.0,,0.67,52.260000000000005
2017-08-01,56,65.0,False,0.65,36.4
2017-08-02,57,65.0,,0.65,37.050000000000004
2017-08-03,61,65.0,,0.65,39.65
2017-08-04,57,65.0,,0.65,37.050000000000004
2017-08-05,53,65.0,,0.65,34.45
2017-08-06,63,65.0,,0.65,40.95
2017-08-07,54,65.0,,0.65,35.1
2017-08-08,60,65.0,,0.65,39.0
2017-08-09,58,65.0,,0.65,37.7
2017-08-10,56,65.0,,0.65,36.4
2017-08-11,49,65.0,,0.65,31.85
2017-08-12,55,65.0,,0.65,35.75
2017-08-13,58,65.0,,0.65,37.7
2017-08-14,55,65.0,,0.65,35.75
2017-08-15,53,65.0,,0.65,34.45
2017-08-16,49,65.0,,0.65,31.85
2017-08-17,52,65.0,,0.65,33.800000000000004
2017-08-18,55,65.0,,0.65,35.75
2017-08-19,54,65.0,,0.65,35.1
2017-08-20,60,65.0,,0.65,39.0
2017-08-21,49,65.0,,0.65,31.85
2017-08-22,53,65.0,,0.65,34.45
2017-08-23,60,65.0,,0.65,39.0
2017-08-24,58,65.0,,0.65,37.7
2017-08-25,61,65.0,,0.65,39.65
2017-08-26,72,65.0,,0.65,46.800000000000004
2017-08-27,100,65.0,,0.65,65.0
2017-08-28,51,65.0,,0.65,33.15
2017-08-29,51,65.0,,0.65,33.15
2017-08-30,43,65.0,,0.65,27.95
2017-08-31,44,65.0,,0.65,28.6
2017-09-01,73,54.0,False,0.54,39.42
2017-09-02,82,54.0,,0.54,44.28
2017-09-03,100,54.0,,0.54,54.0
2017-09-04,96,54.0,,0.54,51.84
2017-09-05,65,54.0,,0.54,35.1
2017-09-06,63,54.0,,0.54,34.02
2017-09-07,69,54.0,,0.54,37.260000000000005
2017-09-08,70,54.0,,0.54,37.800000000000004
2017-09-09,89,54.0,,0.54,48.06
2017-09-10,81,54.0,,0.54,43.74
2017-09-11,71,54.0,,0.54,38.34
2017-09-12,69,54.0,,0.54,37.260000000000005
2017-09-13,68,54.0,,0.54,36.72
2017-09-14,75,54.0,,0.54,40.5
2017-09-15,79,54.0,,0.54,42.660000000000004
2017-09-16,92,54.0,,0.54,49.68000000000001
2017-09-17,83,54.0,,0.54,44.82
2017-09-18,82,54.0,,0.54,44.28
2017-09-19,89,54.0,,0.54,48.06
2017-09-20,72,54.0,,0.54,38.88
2017-09-21,70,54.0,,0.54,37.800000000000004
2017-09-22,77,54.0,,0.54,41.580000000000005
2017-09-23,86,54.0,,0.54,46.440000000000005
2017-09-24,77,54.0,,0.54,41.580000000000005
2017-09-25,75,54.0,,0.54,40.5
2017-09-26,80,54.0,,0.54,43.2
2017-09-27,82,54.0,,0.54,44.28
2017-09-28,76,54.0,,0.54,41.040000000000006
2017-09-29,83,54.0,,0.54,44.82
2017-09-30,80,54.0,,0.54,43.2
2017-10-01,48,65.0,False,0.65,31.200000000000003
2017-10-02,100,65.0,,0.65,65.0
2017-10-03,81,65.0,,0.65,52.65
2017-10-04,62,65.0,,0.65,40.300000000000004
2017-10-05,59,65.0,,0.65,38.35
2017-10-06,54,65.0,,0.65,35.1
2017-10-07,54,65.0,,0.65,35.1
2017-10-08,56,65.0,,0.65,36.4
2017-10-09,55,65.0,,0.65,35.75
2017-10-10,44,65.0,,0.65,28.6
2017-10-11,51,65.0,,0.65,33.15
2017-10-12,52,65.0,,0.65,33.800000000000004
2017-10-13,54,65.0,,0.65,35.1
2017-10-14,47,65.0,,0.65,30.55
2017-10-15,44,65.0,,0.65,28.6
2017-10-16,47,65.0,,0.65,30.55
2017-10-17,49,65.0,,0.65,31.85
2017-10-18,49,65.0,,0.65,31.85
2017-10-19,55,65.0,,0.65,35.75
2017-10-20,50,65.0,,0.65,32.5
2017-10-21,55,65.0,,0.65,35.75
2017-10-22,49,65.0,,0.65,31.85
2017-10-23,47,65.0,,0.65,30.55
2017-10-24,43,65.0,,0.65,27.95
2017-10-25,43,65.0,,0.65,27.95
2017-10-26,40,65.0,,0.65,26.0
2017-10-27,38,65.0,,0.65,24.7
2017-10-28,43,65.0,,0.65,27.95
2017-10-29,43,65.0,,0.65,27.95
2017-10-30,37,65.0,,0.65,24.05
2017-10-31,43,65.0,,0.65,27.95
2017-11-01,77,53.0,False,0.53,40.81
2017-11-02,75,53.0,,0.53,39.75
2017-11-03,90,53.0,,0.53,47.7
2017-11-04,87,53.0,,0.53,46.11
2017-11-05,89,53.0,,0.53,47.17
2017-11-06,84,53.0,,0.53,44.52
2017-11-07,79,53.0,,0.53,41.870000000000005
2017-11-08,92,53.0,,0.53,48.760000000000005
2017-11-09,80,53.0,,0.53,42.400000000000006
2017-11-10,92,53.0,,0.53,48.760000000000005
2017-11-11,92,53.0,,0.53,48.760000000000005
2017-11-12,95,53.0,,0.53,50.35
2017-11-13,88,53.0,,0.53,46.64
2017-11-14,84,53.0,,0.53,44.52
2017-11-15,76,53.0,,0.53,40.28
2017-11-16,83,53.0,,0.53,43.99
2017-11-17,84,53.0,,0.53,44.52
2017-11-18,100,53.0,,0.53,53.0
2017-11-19,86,53.0,,0.53,45.580000000000005
2017-11-20,77,53.0,,0.53,40.81
2017-11-21,75,53.0,,0.53,39.75
2017-11-22,86,53.0,,0.53,45.580000000000005
2017-11-23,95,53.0,,0.53,50.35
2017-11-24,91,53.0,,0.53,48.230000000000004
2017-11-25,85,53.0,,0.53,45.050000000000004
2017-11-26,83,53.0,,0.53,43.99
2017-11-27,77,53.0,,0.53,40.81
2017-11-28,79,53.0,,0.53,41.870000000000005
2017-11-29,86,53.0,,0.53,45.580000000000005
2017-11-30,91,53.0,,0.53,48.230000000000004
2017-12-01,54,53.0,False,0.53,28.62
2017-12-02,72,53.0,,0.53,38.160000000000004
2017-12-03,63,53.0,,0.53,33.39
2017-12-04,65,53.0,,0.53,34.45
2017-12-05,56,53.0,,0.53,29.68
2017-12-06,60,53.0,,0.53,31.8
2017-12-07,64,53.0,,0.53,33.92
2017-12-08,72,53.0,,0.53,38.160000000000004
2017-12-09,70,53.0,,0.53,37.1
2017-12-10,71,53.0,,0.53,37.63
2017-12-11,65,53.0,,0.53,34.45
2017-12-12,56,53.0,,0.53,29.68
2017-12-13,48,53.0,,0.53,25.44
2017-12-14,57,53.0,,0.53,30.21
2017-12-15,58,53.0,,0.53,30.740000000000002
2017-12-16,66,53.0,,0.53,34.980000000000004
2017-12-17,75,53.0,,0.53,39.75
2017-12-18,67,53.0,,0.53,35.510000000000005
2017-12-19,63,53.0,,0.53,33.39
2017-12-20,74,53.0,,0.53,39.22
2017-12-21,75,53.0,,0.53,39.75
2017-12-22,67,53.0,,0.53,35.510000000000005
2017-12-23,79,53.0,,0.53,41.870000000000005
