date,MGM_unscaled,MGM_monthly,isPartial,scale,MGM
2017-12-24,85,53.0,,0.53,45.050000000000004
2017-12-25,84,53.0,,0.53,44.52
2017-12-26,93,53.0,,0.53,49.29
2017-12-27,79,53.0,,0.53,41.870000000000005
2017-12-28,79,53.0,,0.53,41.870000000000005
2017-12-29,95,53.0,,0.53,50.35
2017-12-30,88,53.0,,0.53,46.64
2017-12-31,100,53.0,,0.53,53.0
2018-01-01,85,58.0,False,0.58,49.3
2018-01-02,72,58.0,,0.58,41.76
2018-01-03,76,58.0,,0.58,44.08
2018-01-04,79,58.0,,0.58,45.82
2018-01-05,81,58.0,,0.58,46.98
2018-01-06,73,58.0,,0.58,42.339999999999996
2018-01-07,83,58.0,,0.58,48.13999999999999
2018-01-08,79,58.0,,0.58,45.82
2018-01-09,70,58.0,,0.58,40.599999999999994
2018-01-10,85,58.0,,0.58,49.3
2018-01-11,72,58.0,,0.58,41.76
2018-01-12,78,58.0,,0.58,45.239999999999995
2018-01-13,86,58.0,,0.58,49.879999999999995
2018-01-14,81,58.0,,0.58,46.98
2018-01-15,79,58.0,,0.58,45.82
2018-01-16,69,58.0,,0.58,40.019999999999996
2018-01-17,70,58.0,,0.58,40.599999999999994
2018-01-18,79,58.0,,0.58,45.82
2018-01-19,74,58.0,,0.58,42.919999999999995
2018-01-20,89,58.0,,0.58,51.62
2018-01-21,76,58.0,,0.58,44.08
2018-01-22,63,58.0,,0.58,36.54
2018-01-23,79,58.0,,0.58,45.82
2018-01-24,79,58.0,,0.58,45.82
2018-01-25,80,58.0,,0.58,46.4
2018-01-26,83,58.0,,0.58,48.13999999999999
2018-01-27,100,58.0,,0.58,57.99999999999999
2018-01-28,96,58.0,,0.58,55.67999999999999
2018-01-29,68,58.0,,0.58,39.44
2018-01-30,76,58.0,,0.58,44.08
2018-01-31,71,58.0,,0.58,41.18
2018-02-01,70,58.0,False,0.58,40.599999999999994
2018-02-02,77,58.0,,0.58,44.66
2018-02-03,83,58.0,,0.58,48.13999999999999
2018-02-04,81,58.0,,0.58,46.98
2018-02-05,61,58.0,,0.58,35.379999999999995
2018-02-06,72,58.0,,0.58,41.76
2018-02-07,66,58.0,,0.58,38.279999999999994
2018-02-08,73,58.0,,0.58,42.339999999999996
2018-02-09,72,58.0,,0.58,41.76
2018-02-10,78,58.0,,0.58,45.239999999999995
2018-02-11,79,58.0,,0.58,45.82
2018-02-12,73,58.0,,0.58,42.339999999999996
2018-02-13,80,58.0,,0.58,46.4
2018-02-14,71,58.0,,0.58,41.18
2018-02-15,73,58.0,,0.58,42.339999999999996
2018-02-16,79,58.0,,0.58,45.82
2018-02-17,91,58.0,,0.58,52.779999999999994
2018-02-18,100,58.0,,0.58,57.99999999999999
2018-02-19,77,58.0,,0.58,44.66
2018-02-20,72,58.0,,0.58,41.76
2018-02-21,80,58.0,,0.58,46.4
2018-02-22,73,58.0,,0.58,42.339999999999996
2018-02-23,79,58.0,,0.58,45.82
2018-02-24,88,58.0,,0.58,51.04
2018-02-25,91,58.0,,0.58,52.779999999999994
2018-02-26,71,58.0,,0.58,41.18
2018-02-27,66,58.0,,0.58,38.279999999999994
2018-02-28,70,58.0,,0.58,40.599999999999994
2018-03-01,71,61.0,False,0.61,43.31
2018-03-02,74,61.0,,0.61,45.14
2018-03-03,93,61.0,,0.61,56.73
2018-03-04,100,61.0,,0.61,61.0
2018-03-05,76,61.0,,0.61,46.36
2018-03-06,79,61.0,,0.61,48.19
2018-03-07,76,61.0,,0.61,46.36
2018-03-08,75,61.0,,0.61,45.75
2018-03-09,71,61.0,,0.61,43.31
2018-03-10,87,61.0,,0.61,53.07
2018-03-11,83,61.0,,0.61,50.629999999999995
2018-03-12,76,61.0,,0.61,46.36
2018-03-13,75,61.0,,0.61,45.75
2018-03-14,76,61.0,,0.61,46.36
2018-03-15,83,61.0,,0.61,50.629999999999995
2018-03-16,81,61.0,,0.61,49.41
2018-03-17,89,61.0,,0.61,54.29
2018-03-18,87,61.0,,0.61,53.07
2018-03-19,79,61.0,,0.61,48.19
2018-03-20,72,61.0,,0.61,43.92
2018-03-21,73,61.0,,0.61,44.53
2018-03-22,76,61.0,,0.61,46.36
2018-03-23,78,61.0,,0.61,47.58
2018-03-24,91,61.0,,0.61,55.51
2018-03-25,95,61.0,,0.61,57.949999999999996
2018-03-26,74,61.0,,0.61,45.14
2018-03-27,77,61.0,,0.61,46.97
2018-03-28,81,61.0,,0.61,49.41
2018-03-29,75,61.0,,0.61,45.75
2018-03-30,79,61.0,,0.61,48.19
2018-03-31,78,61.0,,0.61,47.58
2018-04-01,88,63.0,False,0.63,55.44
2018-04-02,84,63.0,,0.63,52.92
2018-04-03,91,63.0,,0.63,57.33
2018-04-04,81,63.0,,0.63,51.03
2018-04-05,78,63.0,,0.63,49.14
2018-04-06,86,63.0,,0.63,54.18
2018-04-07,84,63.0,,0.63,52.92
2018-04-08,83,63.0,,0.63,52.29
2018-04-09,81,63.0,,0.63,51.03
2018-04-10,92,63.0,,0.63,57.96
2018-04-11,92,63.0,,0.63,57.96
2018-04-12,88,63.0,,0.63,55.44
2018-04-13,83,63.0,,0.63,52.29
2018-04-14,84,63.0,,0.63,52.92
2018-04-15,100,63.0,,0.63,63.0
2018-04-16,94,63.0,,0.63,59.22
2018-04-17,82,63.0,,0.63,51.660000000000004
2018-04-18,73,63.0,,0.63,45.99
2018-04-19,81,63.0,,0.63,51.03
2018-04-20,76,63.0,,0.63,47.88
2018-04-21,93,63.0,,0.63,58.59
2018-04-22,85,63.0,,0.63,53.55
2018-04-23,85,63.0,,0.63,53.55
2018-04-24,83,63.0,,0.63,52.29
2018-04-25,80,63.0,,0.63,50.4
2018-04-26,94,63.0,,0.63,59.22
2018-04-27,78,63.0,,0.63,49.14
2018-04-28,92,63.0,,0.63,57.96
2018-04-29,87,63.0,,0.63,54.81
2018-04-30,80,63.0,,0.63,50.4
2018-05-01,63,69.0,False,0.69,43.47
2018-05-02,69,69.0,,0.69,47.61
2018-05-03,69,69.0,,0.69,47.61
2018-05-04,72,69.0,,0.69,49.67999999999999
2018-05-05,79,69.0,,0.69,54.51
2018-05-06,68,69.0,,0.69,46.919999999999995
2018-05-07,73,69.0,,0.69,50.37
2018-05-08,81,69.0,,0.69,55.88999999999999
2018-05-09,81,69.0,,0.69,55.88999999999999
2018-05-10,75,69.0,,0.69,51.74999999999999
2018-05-11,79,69.0,,0.69,54.51
2018-05-12,80,69.0,,0.69,55.199999999999996
2018-05-13,83,69.0,,0.69,57.269999999999996
2018-05-14,91,69.0,,0.69,62.78999999999999
2018-05-15,92,69.0,,0.69,63.48
2018-05-16,89,69.0,,0.69,61.41
2018-05-17,95,69.0,,0.69,65.55
2018-05-18,100,69.0,,0.69,69.0
2018-05-19,89,69.0,,0.69,61.41
2018-05-20,86,69.0,,0.69,59.339999999999996
2018-05-21,95,69.0,,0.69,65.55
2018-05-22,81,69.0,,0.69,55.88999999999999
2018-05-23,81,69.0,,0.69,55.88999999999999
2018-05-24,86,69.0,,0.69,59.339999999999996
2018-05-25,85,69.0,,0.69,58.65
2018-05-26,99,69.0,,0.69,68.30999999999999
2018-05-27,100,69.0,,0.69,69.0
2018-05-28,84,69.0,,0.69,57.959999999999994
2018-05-29,81,69.0,,0.69,55.88999999999999
2018-05-30,92,69.0,,0.69,63.48
2018-05-31,91,69.0,,0.69,62.78999999999999
2018-06-01,100,69.0,False,0.69,69.0
2018-06-02,93,69.0,,0.69,64.17
2018-06-03,92,69.0,,0.69,63.48
2018-06-04,82,69.0,,0.69,56.58
2018-06-05,76,69.0,,0.69,52.44
2018-06-06,84,69.0,,0.69,57.959999999999994
2018-06-07,78,69.0,,0.69,53.81999999999999
2018-06-08,90,69.0,,0.69,62.099999999999994
2018-06-09,98,69.0,,0.69,67.61999999999999
2018-06-10,86,69.0,,0.69,59.339999999999996
2018-06-11,78,69.0,,0.69,53.81999999999999
2018-06-12,77,69.0,,0.69,53.129999999999995
2018-06-13,83,69.0,,0.69,57.269999999999996
2018-06-14,81,69.0,,0.69,55.88999999999999
2018-06-15,77,69.0,,0.69,53.129999999999995
2018-06-16,100,69.0,,0.69,69.0
2018-06-17,81,69.0,,0.69,55.88999999999999
2018-06-18,74,69.0,,0.69,51.059999999999995
2018-06-19,77,69.0,,0.69,53.129999999999995
2018-06-20,83,69.0,,0.69,57.269999999999996
2018-06-21,83,69.0,,0.69,57.269999999999996
2018-06-22,75,69.0,,0.69,51.74999999999999
2018-06-23,94,69.0,,0.69,64.86
2018-06-24,97,69.0,,0.69,66.92999999999999
2018-06-25,82,69.0,,0.69,56.58
2018-06-26,80,69.0,,0.69,55.199999999999996
2018-06-27,89,69.0,,0.69,61.41
2018-06-28,94,69.0,,0.69,64.86
2018-06-29,85,69.0,,0.69,58.65
2018-06-30,94,69.0,,0.69,64.86
2018-07-01,52,84.0,False,0.84,43.68
2018-07-02,44,84.0,,0.84,36.96
2018-07-03,51,84.0,,0.84,42.839999999999996
2018-07-04,53,84.0,,0.84,44.519999999999996
2018-07-05,53,84.0,,0.84,44.519999999999996
2018-07-06,47,84.0,,0.84,39.48
2018-07-07,47,84.0,,0.84,39.48
2018-07-08,54,84.0,,0.84,45.36
2018-07-09,54,84.0,,0.84,45.36
2018-07-10,49,84.0,,0.84,41.16
2018-07-11,50,84.0,,0.84,42.0
2018-07-12,50,84.0,,0.84,42.0
2018-07-13,46,84.0,,0.84,38.64
2018-07-14,51,84.0,,0.84,42.839999999999996
2018-07-15,53,84.0,,0.84,44.519999999999996
2018-07-16,49,84.0,,0.84,41.16
2018-07-17,88,84.0,,0.84,73.92
2018-07-18,100,84.0,,0.84,84.0
2018-07-19,69,84.0,,0.84,57.96
2018-07-20,56,84.0,,0.84,47.04
2018-07-21,59,84.0,,0.84,49.559999999999995
2018-07-22,60,84.0,,0.84,50.4
2018-07-23,64,84.0,,0.84,53.76
2018-07-24,76,84.0,,0.84,63.839999999999996
2018-07-25,52,84.0,,0.84,43.68
2018-07-26,51,84.0,,0.84,42.839999999999996
2018-07-27,55,84.0,,0.84,46.199999999999996
2018-07-28,52,84.0,,0.84,43.68
2018-07-29,57,84.0,,0.84,47.879999999999995
2018-07-30,56,84.0,,0.84,47.04
2018-07-31,61,84.0,,0.84,51.239999999999995
2018-08-01,58,95.0,False,0.95,55.099999999999994
2018-08-02,62,95.0,,0.95,58.9
2018-08-03,61,95.0,,0.95,57.949999999999996
2018-08-04,62,95.0,,0.95,58.9
2018-08-05,62,95.0,,0.95,58.9
2018-08-06,54,95.0,,0.95,51.3
2018-08-07,57,95.0,,0.95,54.15
2018-08-08,56,95.0,,0.95,53.199999999999996
2018-08-09,56,95.0,,0.95,53.199999999999996
2018-08-10,52,95.0,,0.95,49.4
2018-08-11,60,95.0,,0.95,57.0
2018-08-12,57,95.0,,0.95,54.15
2018-08-13,53,95.0,,0.95,50.349999999999994
2018-08-14,52,95.0,,0.95,49.4
2018-08-15,54,95.0,,0.95,51.3
2018-08-16,55,95.0,,0.95,52.25
2018-08-17,56,95.0,,0.95,53.199999999999996
2018-08-18,59,95.0,,0.95,56.05
2018-08-19,57,95.0,,0.95,54.15
2018-08-20,56,95.0,,0.95,53.199999999999996
2018-08-21,63,95.0,,0.95,59.849999999999994
2018-08-22,63,95.0,,0.95,59.849999999999994
2018-08-23,69,95.0,,0.95,65.55
2018-08-24,97,95.0,,0.95,92.14999999999999
2018-08-25,100,95.0,,0.95,95.0
2018-08-26,77,95.0,,0.95,73.14999999999999
2018-08-27,59,95.0,,0.95,56.05
2018-08-28,53,95.0,,0.95,50.349999999999994
2018-08-29,52,95.0,,0.95,49.4
2018-08-30,55,95.0,,0.95,52.25
2018-08-31,58,95.0,,0.95,55.099999999999994
2018-09-01,95,77.0,False,0.77,73.15
2018-09-02,100,77.0,,0.77,77.0
2018-09-03,98,77.0,,0.77,75.46000000000001
2018-09-04,71,77.0,,0.77,54.67
2018-09-05,67,77.0,,0.77,51.59
2018-09-06,75,77.0,,0.77,57.75
2018-09-07,72,77.0,,0.77,55.44
2018-09-08,77,77.0,,0.77,59.29
2018-09-09,69,77.0,,0.77,53.13
2018-09-10,68,77.0,,0.77,52.36
2018-09-11,66,77.0,,0.77,50.82
2018-09-12,66,77.0,,0.77,50.82
2018-09-13,68,77.0,,0.77,52.36
2018-09-14,79,77.0,,0.77,60.83
2018-09-15,85,77.0,,0.77,65.45
2018-09-16,86,77.0,,0.77,66.22
2018-09-17,68,77.0,,0.77,52.36
2018-09-18,69,77.0,,0.77,53.13
2018-09-19,70,77.0,,0.77,53.9
2018-09-20,71,77.0,,0.77,54.67
2018-09-21,72,77.0,,0.77,55.44
2018-09-22,85,77.0,,0.77,65.45
2018-09-23,73,77.0,,0.77,56.21
2018-09-24,62,77.0,,0.77,47.74
2018-09-25,60,77.0,,0.77,46.2
2018-09-26,58,77.0,,0.77,44.660000000000004
2018-09-27,54,77.0,,0.77,41.58
2018-09-28,61,77.0,,0.77,46.97
2018-09-29,71,77.0,,0.77,54.67
2018-09-30,61,77.0,,0.77,46.97
2018-10-01,78,69.0,False,0.69,53.81999999999999
2018-10-02,77,69.0,,0.69,53.129999999999995
2018-10-03,71,69.0,,0.69,48.989999999999995
2018-10-04,71,69.0,,0.69,48.989999999999995
2018-10-05,83,69.0,,0.69,57.269999999999996
2018-10-06,91,69.0,,0.69,62.78999999999999
2018-10-07,98,69.0,,0.69,67.61999999999999
2018-10-08,84,69.0,,0.69,57.959999999999994
2018-10-09,78,69.0,,0.69,53.81999999999999
2018-10-10,75,69.0,,0.69,51.74999999999999
2018-10-11,72,69.0,,0.69,49.67999999999999
2018-10-12,85,69.0,,0.69,58.65
2018-10-13,93,69.0,,0.69,64.17
2018-10-14,74,69.0,,0.69,51.059999999999995
2018-10-15,71,69.0,,0.69,48.989999999999995
2018-10-16,70,69.0,,0.69,48.3
2018-10-17,64,69.0,,0.69,44.16
2018-10-18,69,69.0,,0.69,47.61
2018-10-19,87,69.0,,0.69,60.029999999999994
2018-10-20,91,69.0,,0.69,62.78999999999999
2018-10-21,76,69.0,,0.69,52.44
2018-10-22,76,69.0,,0.69,52.44
2018-10-23,76,69.0,,0.69,52.44
2018-10-24,79,69.0,,0.69,54.51
2018-10-25,74,69.0,,0.69,51.059999999999995
2018-10-26,89,69.0,,0.69,61.41
2018-10-27,100,69.0,,0.69,69.0
2018-10-28,78,69.0,,0.69,53.81999999999999
2018-10-29,74,69.0,,0.69,51.059999999999995
2018-10-30,74,69.0,,0.69,51.059999999999995
2018-10-31,78,69.0,,0.69,53.81999999999999
2018-11-01,84,69.0,False,0.69,57.959999999999994
2018-11-02,87,69.0,,0.69,60.029999999999994
2018-11-03,95,69.0,,0.69,65.55
2018-11-04,74,69.0,,0.69,51.059999999999995
2018-11-05,86,69.0,,0.69,59.339999999999996
2018-11-06,79,69.0,,0.69,54.51
2018-11-07,65,69.0,,0.69,44.849999999999994
2018-11-08,79,69.0,,0.69,54.51
2018-11-09,80,69.0,,0.69,55.199999999999996
2018-11-10,89,69.0,,0.69,61.41
2018-11-11,80,69.0,,0.69,55.199999999999996
2018-11-12,80,69.0,,0.69,55.199999999999996
2018-11-13,68,69.0,,0.69,46.919999999999995
2018-11-14,74,69.0,,0.69,51.059999999999995
2018-11-15,74,69.0,,0.69,51.059999999999995
2018-11-16,80,69.0,,0.69,55.199999999999996
2018-11-17,89,69.0,,0.69,61.41
2018-11-18,81,69.0,,0.69,55.88999999999999
2018-11-19,78,69.0,,0.69,53.81999999999999
2018-11-20,81,69.0,,0.69,55.88999999999999
2018-11-21,80,69.0,,0.69,55.199999999999996
2018-11-22,86,69.0,,0.69,59.339999999999996
2018-11-23,100,69.0,,0.69,69.0
2018-11-24,90,69.0,,0.69,62.099999999999994
2018-11-25,85,69.0,,0.69,58.65
2018-11-26,77,69.0,,0.69,53.129999999999995
2018-11-27,77,69.0,,0.69,53.129999999999995
2018-11-28,73,69.0,,0.69,50.37
2018-11-29,69,69.0,,0.69,47.61
2018-11-30,72,69.0,,0.69,49.67999999999999
2018-12-01,63,72.0,False,0.72,45.36
2018-12-02,62,72.0,,0.72,44.64
2018-12-03,56,72.0,,0.72,40.32
2018-12-04,54,72.0,,0.72,38.879999999999995
2018-12-05,55,72.0,,0.72,39.6
2018-12-06,57,72.0,,0.72,41.04
2018-12-07,61,72.0,,0.72,43.92
2018-12-08,63,72.0,,0.72,45.36
2018-12-09,58,72.0,,0.72,41.76
2018-12-10,55,72.0,,0.72,39.6
2018-12-11,53,72.0,,0.72,38.16
2018-12-12,48,72.0,,0.72,34.56
2018-12-13,64,72.0,,0.72,46.08
2018-12-14,60,72.0,,0.72,43.199999999999996
2018-12-15,77,72.0,,0.72,55.44
2018-12-16,66,72.0,,0.72,47.519999999999996
2018-12-17,59,72.0,,0.72,42.48
2018-12-18,58,72.0,,0.72,41.76
2018-12-19,61,72.0,,0.72,43.92
2018-12-20,60,72.0,,0.72,43.199999999999996
2018-12-21,65,72.0,,0.72,46.8
2018-12-22,67,72.0,,0.72,48.239999999999995
2018-12-23,70,72.0,,0.72,50.4
2018-12-24,72,72.0,,0.72,51.839999999999996
2018-12-25,79,72.0,,0.72,56.879999999999995
2018-12-26,83,72.0,,0.72,59.76
2018-12-27,87,72.0,,0.72,62.64
2018-12-28,84,72.0,,0.72,60.48
2018-12-29,100,72.0,,0.72,72.0
2018-12-30,94,72.0,,0.72,67.67999999999999
2018-12-31,90,72.0,,0.72,64.8
2019-01-01,95,73.0,False,0.73,69.35
2019-01-02,81,73.0,,0.73,59.129999999999995
2019-01-03,89,73.0,,0.73,64.97
2019-01-04,90,73.0,,0.73,65.7
2019-01-05,91,73.0,,0.73,66.42999999999999
2019-01-06,84,73.0,,0.73,61.32
2019-01-07,83,73.0,,0.73,60.589999999999996
2019-01-08,75,73.0,,0.73,54.75
2019-01-09,84,73.0,,0.73,61.32
2019-01-10,82,73.0,,0.73,59.86
2019-01-11,78,73.0,,0.73,56.94
2019-01-12,85,73.0,,0.73,62.05
2019-01-13,81,73.0,,0.73,59.129999999999995
2019-01-14,73,73.0,,0.73,53.29
2019-01-15,71,73.0,,0.73,51.83
2019-01-16,71,73.0,,0.73,51.83
2019-01-17,78,73.0,,0.73,56.94
2019-01-18,85,73.0,,0.73,62.05
2019-01-19,85,73.0,,0.73,62.05
2019-01-20,100,73.0,,0.73,73.0
2019-01-21,70,73.0,,0.73,51.1
2019-01-22,69,73.0,,0.73,50.37
2019-01-23,74,73.0,,0.73,54.019999999999996
2019-01-24,72,73.0,,0.73,52.56
2019-01-25,70,73.0,,0.73,51.1
2019-01-26,91,73.0,,0.73,66.42999999999999
2019-01-27,89,73.0,,0.73,64.97
2019-01-28,77,73.0,,0.73,56.21
2019-01-29,62,73.0,,0.73,45.26
2019-01-30,62,73.0,,0.73,45.26
2019-01-31,75,73.0,,0.73,54.75
2019-02-01,73,73.0,False,0.73,53.29
2019-02-02,82,73.0,,0.73,59.86
2019-02-03,77,73.0,,0.73,56.21
2019-02-04,66,73.0,,0.73,48.18
2019-02-05,64,73.0,,0.73,46.72
2019-02-06,69,73.0,,0.73,50.37
2019-02-07,70,73.0,,0.73,51.1
2019-02-08,77,73.0,,0.73,56.21
2019-02-09,84,73.0,,0.73,61.32
2019-02-10,80,73.0,,0.73,58.4
2019-02-11,73,73.0,,0.73,53.29
2019-02-12,71,73.0,,0.73,51.83
2019-02-13,80,73.0,,0.73,58.4
2019-02-14,77,73.0,,0.73,56.21
2019-02-15,82,73.0,,0.73,59.86
2019-02-16,100,73.0,,0.73,73.0
2019-02-17,86,73.0,,0.73,62.78
2019-02-18,73,73.0,,0.73,53.29
2019-02-19,70,73.0,,0.73,51.1
2019-02-20,65,73.0,,0.73,47.449999999999996
2019-02-21,75,73.0,,0.73,54.75
2019-02-22,72,73.0,,0.73,52.56
2019-02-23,81,73.0,,0.73,59.129999999999995
2019-02-24,84,73.0,,0.73,61.32
2019-02-25,62,73.0,,0.73,45.26
2019-02-26,76,73.0,,0.73,55.48
2019-02-27,74,73.0,,0.73,54.019999999999996
2019-02-28,77,73.0,,0.73,56.21
2019-03-01,90,76.0,False,0.76,68.4
2019-03-02,100,76.0,,0.76,76.0
2019-03-03,92,76.0,,0.76,69.92
2019-03-04,73,76.0,,0.76,55.480000000000004
2019-03-05,81,76.0,,0.76,61.56
2019-03-06,78,76.0,,0.76,59.28
2019-03-07,76,76.0,,0.76,57.76
2019-03-08,73,76.0,,0.76,55.480000000000004
2019-03-09,81,76.0,,0.76,61.56
2019-03-10,91,76.0,,0.76,69.16
2019-03-11,76,76.0,,0.76,57.76
2019-03-12,67,76.0,,0.76,50.92
2019-03-13,67,76.0,,0.76,50.92
2019-03-14,69,76.0,,0.76,52.44
2019-03-15,69,76.0,,0.76,52.44
2019-03-16,82,76.0,,0.76,62.32
2019-03-17,85,76.0,,0.76,64.6
2019-03-18,70,76.0,,0.76,53.2
2019-03-19,70,76.0,,0.76,53.2
2019-03-20,74,76.0,,0.76,56.24
2019-03-21,74,76.0,,0.76,56.24
2019-03-22,84,76.0,,0.76,63.84
2019-03-23,86,76.0,,0.76,65.36
2019-03-24,88,76.0,,0.76,66.88
2019-03-25,79,76.0,,0.76,60.04
2019-03-26,75,76.0,,0.76,57.0
2019-03-27,81,76.0,,0.76,61.56
2019-03-28,72,76.0,,0.76,54.72
2019-03-29,77,76.0,,0.76,58.52
2019-03-30,92,76.0,,0.76,69.92
2019-03-31,80,76.0,,0.76,60.8
2019-04-01,78,77.0,False,0.77,60.06
2019-04-02,87,77.0,,0.77,66.99
2019-04-03,93,77.0,,0.77,71.61
2019-04-04,87,77.0,,0.77,66.99
2019-04-05,92,77.0,,0.77,70.84
2019-04-06,100,77.0,,0.77,77.0
2019-04-07,96,77.0,,0.77,73.92
2019-04-08,95,77.0,,0.77,73.15
2019-04-09,77,77.0,,0.77,59.29
2019-04-10,74,77.0,,0.77,56.980000000000004
2019-04-11,73,77.0,,0.77,56.21
2019-04-12,83,77.0,,0.77,63.910000000000004
2019-04-13,89,77.0,,0.77,68.53
2019-04-14,85,77.0,,0.77,65.45
2019-04-15,76,77.0,,0.77,58.52
2019-04-16,72,77.0,,0.77,55.44
2019-04-17,77,77.0,,0.77,59.29
2019-04-18,76,77.0,,0.77,58.52
2019-04-19,80,77.0,,0.77,61.6
2019-04-20,86,77.0,,0.77,66.22
2019-04-21,90,77.0,,0.77,69.3
2019-04-22,83,77.0,,0.77,63.910000000000004
2019-04-23,79,77.0,,0.77,60.83
2019-04-24,73,77.0,,0.77,56.21
2019-04-25,87,77.0,,0.77,66.99
2019-04-26,96,77.0,,0.77,73.92
2019-04-27,90,77.0,,0.77,69.3
2019-04-28,85,77.0,,0.77,65.45
2019-04-29,81,77.0,,0.77,62.370000000000005
2019-04-30,83,77.0,,0.77,63.910000000000004
2019-05-01,96,72.0,False,0.72,69.12
2019-05-02,91,72.0,,0.72,65.52
2019-05-03,86,72.0,,0.72,61.919999999999995
2019-05-04,90,72.0,,0.72,64.8
2019-05-05,86,72.0,,0.72,61.919999999999995
2019-05-06,80,72.0,,0.72,57.599999999999994
2019-05-07,69,72.0,,0.72,49.68
2019-05-08,70,72.0,,0.72,50.4
2019-05-09,80,72.0,,0.72,57.599999999999994
2019-05-10,77,72.0,,0.72,55.44
2019-05-11,97,72.0,,0.72,69.84
2019-05-12,94,72.0,,0.72,67.67999999999999
2019-05-13,73,72.0,,0.72,52.559999999999995
2019-05-14,71,72.0,,0.72,51.12
2019-05-15,75,72.0,,0.72,54.0
2019-05-16,85,72.0,,0.72,61.199999999999996
2019-05-17,86,72.0,,0.72,61.919999999999995
2019-05-18,89,72.0,,0.72,64.08
2019-05-19,81,72.0,,0.72,58.32
2019-05-20,73,72.0,,0.72,52.559999999999995
2019-05-21,75,72.0,,0.72,54.0
2019-05-22,78,72.0,,0.72,56.16
2019-05-23,80,72.0,,0.72,57.599999999999994
2019-05-24,90,72.0,,0.72,64.8
2019-05-25,100,72.0,,0.72,72.0
2019-05-26,98,72.0,,0.72,70.56
2019-05-27,92,72.0,,0.72,66.24
2019-05-28,74,72.0,,0.72,53.28
2019-05-29,84,72.0,,0.72,60.48
2019-05-30,90,72.0,,0.72,64.8
2019-05-31,99,72.0,,0.72,71.28
2019-06-01,79,77.0,False,0.77,60.83
2019-06-02,77,77.0,,0.77,59.29
2019-06-03,64,77.0,,0.77,49.28
2019-06-04,63,77.0,,0.77,48.51
2019-06-05,76,77.0,,0.77,58.52
2019-06-06,73,77.0,,0.77,56.21
2019-06-07,75,77.0,,0.77,57.75
2019-06-08,85,77.0,,0.77,65.45
2019-06-09,87,77.0,,0.77,66.99
2019-06-10,71,77.0,,0.77,54.67
2019-06-11,81,77.0,,0.77,62.370000000000005
2019-06-12,74,77.0,,0.77,56.980000000000004
2019-06-13,71,77.0,,0.77,54.67
2019-06-14,91,77.0,,0.77,70.07000000000001
2019-06-15,90,77.0,,0.77,69.3
2019-06-16,91,77.0,,0.77,70.07000000000001
2019-06-17,77,77.0,,0.77,59.29
2019-06-18,77,77.0,,0.77,59.29
2019-06-19,80,77.0,,0.77,61.6
2019-06-20,77,77.0,,0.77,59.29
2019-06-21,81,77.0,,0.77,62.370000000000005
2019-06-22,100,77.0,,0.77,77.0
2019-06-23,88,77.0,,0.77,67.76
2019-06-24,82,77.0,,0.77,63.14
2019-06-25,76,77.0,,0.77,58.52
2019-06-26,79,77.0,,0.77,60.83
2019-06-27,84,77.0,,0.77,64.68
2019-06-28,82,77.0,,0.77,63.14
2019-06-29,84,77.0,,0.77,64.68
2019-06-30,86,77.0,,0.77,66.22
2019-07-01,71,82.0,False,0.82,58.22
2019-07-02,67,82.0,,0.82,54.94
2019-07-03,69,82.0,,0.82,56.58
2019-07-04,71,82.0,,0.82,58.22
2019-07-05,82,82.0,,0.82,67.24
2019-07-06,84,82.0,,0.82,68.88
2019-07-07,83,82.0,,0.82,68.06
2019-07-08,73,82.0,,0.82,59.86
2019-07-09,74,82.0,,0.82,60.68
2019-07-10,71,82.0,,0.82,58.22
2019-07-11,74,82.0,,0.82,60.68
2019-07-12,79,82.0,,0.82,64.78
2019-07-13,86,82.0,,0.82,70.52
2019-07-14,82,82.0,,0.82,67.24
2019-07-15,67,82.0,,0.82,54.94
2019-07-16,69,82.0,,0.82,56.58
2019-07-17,70,82.0,,0.82,57.4
2019-07-18,75,82.0,,0.82,61.49999999999999
2019-07-19,75,82.0,,0.82,61.49999999999999
2019-07-20,91,82.0,,0.82,74.61999999999999
2019-07-21,100,82.0,,0.82,82.0
2019-07-22,73,82.0,,0.82,59.86
2019-07-23,81,82.0,,0.82,66.42
2019-07-24,69,82.0,,0.82,56.58
2019-07-25,77,82.0,,0.82,63.13999999999999
2019-07-26,79,82.0,,0.82,64.78
2019-07-27,89,82.0,,0.82,72.97999999999999
2019-07-28,84,82.0,,0.82,68.88
2019-07-29,72,82.0,,0.82,59.04
2019-07-30,71,82.0,,0.82,58.22
2019-07-31,68,82.0,,0.82,55.76
2019-08-01,77,71.0,False,0.71,54.669999999999995
2019-08-02,89,71.0,,0.71,63.19
2019-08-03,100,71.0,,0.71,71.0
2019-08-04,97,71.0,,0.71,68.86999999999999
2019-08-05,85,71.0,,0.71,60.349999999999994
2019-08-06,85,71.0,,0.71,60.349999999999994
2019-08-07,83,71.0,,0.71,58.93
2019-08-08,79,71.0,,0.71,56.089999999999996
2019-08-09,83,71.0,,0.71,58.93
2019-08-10,92,71.0,,0.71,65.32
2019-08-11,85,71.0,,0.71,60.349999999999994
2019-08-12,85,71.0,,0.71,60.349999999999994
2019-08-13,86,71.0,,0.71,61.059999999999995
2019-08-14,74,71.0,,0.71,52.54
2019-08-15,77,71.0,,0.71,54.669999999999995
