date,NEXT_unscaled,NEXT_monthly,isPartial,scale,NEXT
2019-09-08,86,79.0,,0.79,67.94
2019-09-09,85,79.0,,0.79,67.15
2019-09-10,90,79.0,,0.79,71.10000000000001
2019-09-11,100,79.0,,0.79,79.0
2019-09-12,96,79.0,,0.79,75.84
2019-09-13,98,79.0,,0.79,77.42
2019-09-14,94,79.0,,0.79,74.26
2019-09-15,90,79.0,,0.79,71.10000000000001
2019-09-16,86,79.0,,0.79,67.94
2019-09-17,85,79.0,,0.79,67.15
2019-09-18,95,79.0,,0.79,75.05
2019-09-19,79,79.0,,0.79,62.410000000000004
2019-09-20,80,79.0,,0.79,63.2
2019-09-21,80,79.0,,0.79,63.2
2019-09-22,86,79.0,,0.79,67.94
2019-09-23,86,79.0,,0.79,67.94
2019-09-24,82,79.0,,0.79,64.78
2019-09-25,83,79.0,,0.79,65.57000000000001
2019-09-26,79,79.0,,0.79,62.410000000000004
2019-09-27,81,79.0,,0.79,63.99
2019-09-28,83,79.0,,0.79,65.57000000000001
2019-09-29,91,79.0,,0.79,71.89
2019-09-30,84,79.0,,0.79,66.36
2019-10-01,86,79.0,False,0.79,67.94
2019-10-02,86,79.0,,0.79,67.94
2019-10-03,83,79.0,,0.79,65.57000000000001
2019-10-04,87,79.0,,0.79,68.73
2019-10-05,89,79.0,,0.79,70.31
2019-10-06,100,79.0,,0.79,79.0
2019-10-07,93,79.0,,0.79,73.47
2019-10-08,92,79.0,,0.79,72.68
2019-10-09,93,79.0,,0.79,73.47
2019-10-10,96,79.0,,0.79,75.84
2019-10-11,96,79.0,,0.79,75.84
2019-10-12,98,79.0,,0.79,77.42
2019-10-13,97,79.0,,0.79,76.63000000000001
2019-10-14,91,79.0,,0.79,71.89
2019-10-15,89,79.0,,0.79,70.31
2019-10-16,91,79.0,,0.79,71.89
2019-10-17,87,79.0,,0.79,68.73
2019-10-18,85,79.0,,0.79,67.15
2019-10-19,91,79.0,,0.79,71.89
2019-10-20,99,79.0,,0.79,78.21000000000001
2019-10-21,94,79.0,,0.79,74.26
2019-10-22,83,79.0,,0.79,65.57000000000001
2019-10-23,86,79.0,,0.79,67.94
2019-10-24,90,79.0,,0.79,71.10000000000001
2019-10-25,84,79.0,,0.79,66.36
2019-10-26,92,79.0,,0.79,72.68
2019-10-27,100,79.0,,0.79,79.0
2019-10-28,97,79.0,,0.79,76.63000000000001
2019-10-29,90,79.0,,0.79,71.10000000000001
2019-10-30,96,79.0,,0.79,75.84
2019-10-31,87,79.0,,0.79,68.73
2019-11-01,88,81.0,False,0.81,71.28
2019-11-02,94,81.0,,0.81,76.14
2019-11-03,98,81.0,,0.81,79.38000000000001
2019-11-04,98,81.0,,0.81,79.38000000000001
2019-11-05,94,81.0,,0.81,76.14
2019-11-06,95,81.0,,0.81,76.95
2019-11-07,96,81.0,,0.81,77.76
2019-11-08,93,81.0,,0.81,75.33
2019-11-09,91,81.0,,0.81,73.71000000000001
2019-11-10,100,81.0,,0.81,81.0
2019-11-11,95,81.0,,0.81,76.95
2019-11-12,89,81.0,,0.81,72.09
2019-11-13,88,81.0,,0.81,71.28
2019-11-14,91,81.0,,0.81,73.71000000000001
2019-11-15,86,81.0,,0.81,69.66000000000001
2019-11-16,88,81.0,,0.81,71.28
2019-11-17,91,81.0,,0.81,73.71000000000001
2019-11-18,96,81.0,,0.81,77.76
2019-11-19,88,81.0,,0.81,71.28
2019-11-20,88,81.0,,0.81,71.28
2019-11-21,92,81.0,,0.81,74.52000000000001
2019-11-22,89,81.0,,0.81,72.09
2019-11-23,89,81.0,,0.81,72.09
2019-11-24,92,81.0,,0.81,74.52000000000001
2019-11-25,85,81.0,,0.81,68.85000000000001
2019-11-26,84,81.0,,0.81,68.04
2019-11-27,82,81.0,,0.81,66.42
2019-11-28,79,81.0,,0.81,63.99
2019-11-29,81,81.0,,0.81,65.61
2019-11-30,87,81.0,,0.81,70.47
2019-12-01,63,83.0,False,0.83,52.29
2019-12-02,60,83.0,,0.83,49.8
2019-12-03,60,83.0,,0.83,49.8
2019-12-04,60,83.0,,0.83,49.8
2019-12-05,67,83.0,,0.83,55.61
2019-12-06,67,83.0,,0.83,55.61
2019-12-07,62,83.0,,0.83,51.46
2019-12-08,70,83.0,,0.83,58.099999999999994
2019-12-09,64,83.0,,0.83,53.12
2019-12-10,63,83.0,,0.83,52.29
2019-12-11,64,83.0,,0.83,53.12
2019-12-12,68,83.0,,0.83,56.44
2019-12-13,77,83.0,,0.83,63.91
2019-12-14,81,83.0,,0.83,67.22999999999999
2019-12-15,81,83.0,,0.83,67.22999999999999
2019-12-16,65,83.0,,0.83,53.949999999999996
2019-12-17,62,83.0,,0.83,51.46
2019-12-18,61,83.0,,0.83,50.629999999999995
2019-12-19,100,83.0,,0.83,83.0
2019-12-20,61,83.0,,0.83,50.629999999999995
2019-12-21,64,83.0,,0.83,53.12
2019-12-22,63,83.0,,0.83,52.29
2019-12-23,64,83.0,,0.83,53.12
2019-12-24,58,83.0,,0.83,48.14
2019-12-25,61,83.0,,0.83,50.629999999999995
2019-12-26,63,83.0,,0.83,52.29
2019-12-27,62,83.0,,0.83,51.46
2019-12-28,66,83.0,,0.83,54.779999999999994
2019-12-29,71,83.0,,0.83,58.93
2019-12-30,85,83.0,,0.83,70.55
2019-12-31,66,83.0,,0.83,54.779999999999994
2020-01-01,63,85.0,False,0.85,53.55
2020-01-02,64,85.0,,0.85,54.4
2020-01-03,65,85.0,,0.85,55.25
2020-01-04,64,85.0,,0.85,54.4
2020-01-05,100,85.0,,0.85,85.0
2020-01-06,79,85.0,,0.85,67.14999999999999
2020-01-07,66,85.0,,0.85,56.1
2020-01-08,63,85.0,,0.85,53.55
2020-01-09,62,85.0,,0.85,52.699999999999996
2020-01-10,68,85.0,,0.85,57.8
2020-01-11,71,85.0,,0.85,60.35
2020-01-12,80,85.0,,0.85,68.0
2020-01-13,84,85.0,,0.85,71.39999999999999
2020-01-14,67,85.0,,0.85,56.949999999999996
2020-01-15,64,85.0,,0.85,54.4
2020-01-16,60,85.0,,0.85,51.0
2020-01-17,59,85.0,,0.85,50.15
2020-01-18,66,85.0,,0.85,56.1
2020-01-19,67,85.0,,0.85,56.949999999999996
2020-01-20,61,85.0,,0.85,51.85
2020-01-21,58,85.0,,0.85,49.3
2020-01-22,59,85.0,,0.85,50.15
2020-01-23,59,85.0,,0.85,50.15
2020-01-24,59,85.0,,0.85,50.15
2020-01-25,61,85.0,,0.85,51.85
2020-01-26,57,85.0,,0.85,48.449999999999996
2020-01-27,59,85.0,,0.85,50.15
2020-01-28,65,85.0,,0.85,55.25
2020-01-29,66,85.0,,0.85,56.1
2020-01-30,64,85.0,,0.85,54.4
2020-01-31,65,85.0,,0.85,55.25
2020-02-01,86,87.0,False,0.87,74.82
2020-02-02,83,87.0,,0.87,72.21
2020-02-03,86,87.0,,0.87,74.82
2020-02-04,79,87.0,,0.87,68.73
2020-02-05,84,87.0,,0.87,73.08
2020-02-06,79,87.0,,0.87,68.73
2020-02-07,83,87.0,,0.87,72.21
2020-02-08,83,87.0,,0.87,72.21
2020-02-09,85,87.0,,0.87,73.95
2020-02-10,87,87.0,,0.87,75.69
2020-02-11,83,87.0,,0.87,72.21
2020-02-12,100,87.0,,0.87,87.0
2020-02-13,79,87.0,,0.87,68.73
2020-02-14,74,87.0,,0.87,64.38
2020-02-15,76,87.0,,0.87,66.12
2020-02-16,82,87.0,,0.87,71.34
2020-02-17,81,87.0,,0.87,70.47
2020-02-18,86,87.0,,0.87,74.82
2020-02-19,86,87.0,,0.87,74.82
2020-02-20,85,87.0,,0.87,73.95
2020-02-21,79,87.0,,0.87,68.73
2020-02-22,80,87.0,,0.87,69.6
2020-02-23,96,87.0,,0.87,83.52
2020-02-24,90,87.0,,0.87,78.3
2020-02-25,89,87.0,,0.87,77.42999999999999
2020-02-26,88,87.0,,0.87,76.56
2020-02-27,81,87.0,,0.87,70.47
2020-02-28,82,87.0,,0.87,71.34
2020-02-29,80,87.0,,0.87,69.6
2020-03-01,73,79.0,False,0.79,57.67
2020-03-02,90,79.0,,0.79,71.10000000000001
2020-03-03,85,79.0,,0.79,67.15
2020-03-04,100,79.0,,0.79,79.0
2020-03-05,87,79.0,,0.79,68.73
2020-03-06,74,79.0,,0.79,58.46
2020-03-07,77,79.0,,0.79,60.830000000000005
2020-03-08,83,79.0,,0.79,65.57000000000001
2020-03-09,81,79.0,,0.79,63.99
2020-03-10,72,79.0,,0.79,56.88
2020-03-11,74,79.0,,0.79,58.46
2020-03-12,67,79.0,,0.79,52.93
2020-03-13,67,79.0,,0.79,52.93
2020-03-14,66,79.0,,0.79,52.14
2020-03-15,64,79.0,,0.79,50.56
2020-03-16,61,79.0,,0.79,48.190000000000005
2020-03-17,60,79.0,,0.79,47.400000000000006
2020-03-18,61,79.0,,0.79,48.190000000000005
2020-03-19,59,79.0,,0.79,46.61
2020-03-20,59,79.0,,0.79,46.61
2020-03-21,61,79.0,,0.79,48.190000000000005
2020-03-22,66,79.0,,0.79,52.14
2020-03-23,62,79.0,,0.79,48.980000000000004
2020-03-24,60,79.0,,0.79,47.400000000000006
2020-03-25,58,79.0,,0.79,45.82
2020-03-26,57,79.0,,0.79,45.03
2020-03-27,58,79.0,,0.79,45.82
2020-03-28,61,79.0,,0.79,48.190000000000005
2020-03-29,66,79.0,,0.79,52.14
2020-03-30,59,79.0,,0.79,46.61
2020-03-31,61,79.0,,0.79,48.190000000000005
2020-04-01,80,79.0,False,0.79,63.2
2020-04-02,70,79.0,,0.79,55.300000000000004
2020-04-03,67,79.0,,0.79,52.93
2020-04-04,69,79.0,,0.79,54.510000000000005
2020-04-05,77,79.0,,0.79,60.830000000000005
2020-04-06,77,79.0,,0.79,60.830000000000005
2020-04-07,75,79.0,,0.79,59.25
2020-04-08,77,79.0,,0.79,60.830000000000005
2020-04-09,72,79.0,,0.79,56.88
2020-04-10,71,79.0,,0.79,56.09
2020-04-11,69,79.0,,0.79,54.510000000000005
2020-04-12,71,79.0,,0.79,56.09
2020-04-13,83,79.0,,0.79,65.57000000000001
2020-04-14,78,79.0,,0.79,61.620000000000005
2020-04-15,81,79.0,,0.79,63.99
2020-04-16,88,79.0,,0.79,69.52000000000001
2020-04-17,85,79.0,,0.79,67.15
2020-04-18,76,79.0,,0.79,60.040000000000006
2020-04-19,84,79.0,,0.79,66.36
2020-04-20,90,79.0,,0.79,71.10000000000001
2020-04-21,100,79.0,,0.79,79.0
2020-04-22,94,79.0,,0.79,74.26
2020-04-23,96,79.0,,0.79,75.84
2020-04-24,94,79.0,,0.79,74.26
2020-04-25,99,79.0,,0.79,78.21000000000001
2020-04-26,88,79.0,,0.79,69.52000000000001
2020-04-27,99,79.0,,0.79,78.21000000000001
2020-04-28,90,79.0,,0.79,71.10000000000001
2020-04-29,89,79.0,,0.79,70.31
2020-04-30,87,79.0,,0.79,68.73
2020-05-01,88,82.0,False,0.82,72.16
2020-05-02,82,82.0,,0.82,67.24
2020-05-03,86,82.0,,0.82,70.52
2020-05-04,95,82.0,,0.82,77.89999999999999
2020-05-05,98,82.0,,0.82,80.36
2020-05-06,100,82.0,,0.82,82.0
2020-05-07,95,82.0,,0.82,77.89999999999999
2020-05-08,89,82.0,,0.82,72.97999999999999
2020-05-09,76,82.0,,0.82,62.31999999999999
2020-05-10,79,82.0,,0.82,64.78
2020-05-11,90,82.0,,0.82,73.8
2020-05-12,93,82.0,,0.82,76.25999999999999
2020-05-13,90,82.0,,0.82,73.8
2020-05-14,89,82.0,,0.82,72.97999999999999
2020-05-15,87,82.0,,0.82,71.33999999999999
2020-05-16,91,82.0,,0.82,74.61999999999999
2020-05-17,86,82.0,,0.82,70.52
2020-05-18,99,82.0,,0.82,81.17999999999999
2020-05-19,96,82.0,,0.82,78.72
2020-05-20,94,82.0,,0.82,77.08
2020-05-21,86,82.0,,0.82,70.52
2020-05-22,79,82.0,,0.82,64.78
2020-05-23,81,82.0,,0.82,66.42
2020-05-24,81,82.0,,0.82,66.42
2020-05-25,79,82.0,,0.82,64.78
2020-05-26,88,82.0,,0.82,72.16
2020-05-27,89,82.0,,0.82,72.97999999999999
2020-05-28,84,82.0,,0.82,68.88
2020-05-29,82,82.0,,0.82,67.24
2020-05-30,77,82.0,,0.82,63.13999999999999
2020-05-31,78,82.0,,0.82,63.959999999999994
2020-06-01,98,75.0,False,0.75,73.5
2020-06-02,91,75.0,,0.75,68.25
2020-06-03,100,75.0,,0.75,75.0
2020-06-04,99,75.0,,0.75,74.25
2020-06-05,100,75.0,,0.75,75.0
2020-06-06,90,75.0,,0.75,67.5
2020-06-07,93,75.0,,0.75,69.75
2020-06-08,90,75.0,,0.75,67.5
2020-06-09,91,75.0,,0.75,68.25
2020-06-10,91,75.0,,0.75,68.25
2020-06-11,92,75.0,,0.75,69.0
2020-06-12,91,75.0,,0.75,68.25
2020-06-13,91,75.0,,0.75,68.25
2020-06-14,88,75.0,,0.75,66.0
2020-06-15,90,75.0,,0.75,67.5
2020-06-16,91,75.0,,0.75,68.25
2020-06-17,88,75.0,,0.75,66.0
2020-06-18,89,75.0,,0.75,66.75
2020-06-19,89,75.0,,0.75,66.75
2020-06-20,88,75.0,,0.75,66.0
2020-06-21,91,75.0,,0.75,68.25
2020-06-22,99,75.0,,0.75,74.25
2020-06-23,100,75.0,,0.75,75.0
2020-06-24,89,75.0,,0.75,66.75
2020-06-25,92,75.0,,0.75,69.0
2020-06-26,87,75.0,,0.75,65.25
2020-06-27,89,75.0,,0.75,66.75
2020-06-28,93,75.0,,0.75,69.75
2020-06-29,87,75.0,,0.75,65.25
2020-06-30,90,75.0,,0.75,67.5
2020-07-01,86,76.0,False,0.76,65.36
2020-07-02,86,76.0,,0.76,65.36
2020-07-03,87,76.0,,0.76,66.12
2020-07-04,90,76.0,,0.76,68.4
2020-07-05,95,76.0,,0.76,72.2
2020-07-06,87,76.0,,0.76,66.12
2020-07-07,82,76.0,,0.76,62.32
2020-07-08,84,76.0,,0.76,63.84
2020-07-09,80,76.0,,0.76,60.8
2020-07-10,83,76.0,,0.76,63.08
2020-07-11,82,76.0,,0.76,62.32
2020-07-12,83,76.0,,0.76,63.08
2020-07-13,81,76.0,,0.76,61.56
2020-07-14,85,76.0,,0.76,64.6
2020-07-15,85,76.0,,0.76,64.6
2020-07-16,84,76.0,,0.76,63.84
2020-07-17,87,76.0,,0.76,66.12
2020-07-18,84,76.0,,0.76,63.84
2020-07-19,86,76.0,,0.76,65.36
2020-07-20,88,76.0,,0.76,66.88
2020-07-21,89,76.0,,0.76,67.64
2020-07-22,89,76.0,,0.76,67.64
2020-07-23,93,76.0,,0.76,70.68
2020-07-24,95,76.0,,0.76,72.2
2020-07-25,90,76.0,,0.76,68.4
2020-07-26,94,76.0,,0.76,71.44
2020-07-27,100,76.0,,0.76,76.0
2020-07-28,100,76.0,,0.76,76.0
2020-07-29,91,76.0,,0.76,69.16
2020-07-30,88,76.0,,0.76,66.88
2020-07-31,92,76.0,,0.76,69.92
2020-08-01,89,76.0,False,0.76,67.64
2020-08-02,97,76.0,,0.76,73.72
2020-08-03,91,76.0,,0.76,69.16
2020-08-04,84,76.0,,0.76,63.84
2020-08-05,85,76.0,,0.76,64.6
2020-08-06,84,76.0,,0.76,63.84
2020-08-07,85,76.0,,0.76,64.6
2020-08-08,85,76.0,,0.76,64.6
2020-08-09,90,76.0,,0.76,68.4
2020-08-10,86,76.0,,0.76,65.36
2020-08-11,82,76.0,,0.76,62.32
2020-08-12,80,76.0,,0.76,60.8
2020-08-13,83,76.0,,0.76,63.08
2020-08-14,81,76.0,,0.76,61.56
2020-08-15,81,76.0,,0.76,61.56
2020-08-16,89,76.0,,0.76,67.64
2020-08-17,84,76.0,,0.76,63.84
2020-08-18,81,76.0,,0.76,61.56
2020-08-19,76,76.0,,0.76,57.76
2020-08-20,79,76.0,,0.76,60.04
2020-08-21,90,76.0,,0.76,68.4
2020-08-22,88,76.0,,0.76,66.88
2020-08-23,86,76.0,,0.76,65.36
2020-08-24,86,76.0,,0.76,65.36
2020-08-25,84,76.0,,0.76,63.84
2020-08-26,84,76.0,,0.76,63.84
2020-08-27,85,76.0,,0.76,64.6
2020-08-28,85,76.0,,0.76,64.6
2020-08-29,84,76.0,,0.76,63.84
2020-08-30,94,76.0,,0.76,71.44
2020-08-31,100,76.0,,0.76,76.0
2020-09-01,51,81.0,False,0.81,41.31
2020-09-02,52,81.0,,0.81,42.120000000000005
2020-09-03,48,81.0,,0.81,38.88
2020-09-04,45,81.0,,0.81,36.45
2020-09-05,46,81.0,,0.81,37.260000000000005
2020-09-06,52,81.0,,0.81,42.120000000000005
2020-09-07,49,81.0,,0.81,39.690000000000005
2020-09-08,51,81.0,,0.81,41.31
2020-09-09,48,81.0,,0.81,38.88
2020-09-10,48,81.0,,0.81,38.88
2020-09-11,46,81.0,,0.81,37.260000000000005
2020-09-12,46,81.0,,0.81,37.260000000000005
2020-09-13,48,81.0,,0.81,38.88
2020-09-14,53,81.0,,0.81,42.93
2020-09-15,52,81.0,,0.81,42.120000000000005
2020-09-16,51,81.0,,0.81,41.31
2020-09-17,51,81.0,,0.81,41.31
2020-09-18,49,81.0,,0.81,39.690000000000005
2020-09-19,49,81.0,,0.81,39.690000000000005
2020-09-20,52,81.0,,0.81,42.120000000000005
2020-09-21,54,81.0,,0.81,43.74
2020-09-22,54,81.0,,0.81,43.74
2020-09-23,49,81.0,,0.81,39.690000000000005
2020-09-24,47,81.0,,0.81,38.07
2020-09-25,47,81.0,,0.81,38.07
2020-09-26,49,81.0,,0.81,39.690000000000005
2020-09-27,55,81.0,,0.81,44.550000000000004
2020-09-28,52,81.0,,0.81,42.120000000000005
2020-09-29,54,81.0,,0.81,43.74
2020-09-30,100,81.0,,0.81,81.0
2020-10-01,100,100.0,False,1.0,100.0
2020-10-02,98,100.0,,1.0,98.0
2020-10-03,78,100.0,,1.0,78.0
2020-10-04,72,100.0,,1.0,72.0
2020-10-05,73,100.0,,1.0,73.0
2020-10-06,78,100.0,,1.0,78.0
2020-10-07,80,100.0,,1.0,80.0
2020-10-08,77,100.0,,1.0,77.0
2020-10-09,66,100.0,,1.0,66.0
2020-10-10,61,100.0,,1.0,61.0
2020-10-11,65,100.0,,1.0,65.0
2020-10-12,66,100.0,,1.0,66.0
2020-10-13,63,100.0,,1.0,63.0
2020-10-14,69,100.0,,1.0,69.0
2020-10-15,62,100.0,,1.0,62.0
2020-10-16,63,100.0,,1.0,63.0
2020-10-17,61,100.0,,1.0,61.0
2020-10-18,68,100.0,,1.0,68.0
2020-10-19,73,100.0,,1.0,73.0
2020-10-20,82,100.0,,1.0,82.0
2020-10-21,74,100.0,,1.0,74.0
2020-10-22,77,100.0,,1.0,77.0
2020-10-23,59,100.0,,1.0,59.0
2020-10-24,59,100.0,,1.0,59.0
2020-10-25,62,100.0,,1.0,62.0
2020-10-26,61,100.0,,1.0,61.0
2020-10-27,60,100.0,,1.0,60.0
2020-10-28,57,100.0,,1.0,57.0
2020-10-29,55,100.0,,1.0,55.0
2020-10-30,57,100.0,,1.0,57.0
2020-10-31,60,100.0,,1.0,60.0
2020-11-01,97,87.0,False,0.87,84.39
2020-11-02,89,87.0,,0.87,77.42999999999999
2020-11-03,87,87.0,,0.87,75.69
2020-11-04,84,87.0,,0.87,73.08
2020-11-05,79,87.0,,0.87,68.73
2020-11-06,78,87.0,,0.87,67.86
2020-11-07,81,87.0,,0.87,70.47
2020-11-08,87,87.0,,0.87,75.69
2020-11-09,92,87.0,,0.87,80.04
2020-11-10,95,87.0,,0.87,82.65
2020-11-11,88,87.0,,0.87,76.56
2020-11-12,89,87.0,,0.87,77.42999999999999
2020-11-13,100,87.0,,0.87,87.0
2020-11-14,87,87.0,,0.87,75.69
2020-11-15,94,87.0,,0.87,81.78
2020-11-16,92,87.0,,0.87,80.04
2020-11-17,86,87.0,,0.87,74.82
2020-11-18,90,87.0,,0.87,78.3
2020-11-19,89,87.0,,0.87,77.42999999999999
2020-11-20,87,87.0,,0.87,75.69
2020-11-21,85,87.0,,0.87,73.95
2020-11-22,90,87.0,,0.87,78.3
2020-11-23,88,87.0,,0.87,76.56
2020-11-24,84,87.0,,0.87,73.08
2020-11-25,84,87.0,,0.87,73.08
2020-11-26,82,87.0,,0.87,71.34
2020-11-27,81,87.0,,0.87,70.47
2020-11-28,89,87.0,,0.87,77.42999999999999
2020-11-29,100,87.0,,0.87,87.0
2020-11-30,93,87.0,,0.87,80.91
2020-12-01,81,87.0,False,0.87,70.47
2020-12-02,76,87.0,,0.87,66.12
2020-12-03,79,87.0,,0.87,68.73
2020-12-04,83,87.0,,0.87,72.21
2020-12-05,77,87.0,,0.87,66.99
2020-12-06,83,87.0,,0.87,72.21
2020-12-07,79,87.0,,0.87,68.73
2020-12-08,77,87.0,,0.87,66.99
2020-12-09,76,87.0,,0.87,66.12
2020-12-10,75,87.0,,0.87,65.25
2020-12-11,78,87.0,,0.87,67.86
2020-12-12,79,87.0,,0.87,68.73
2020-12-13,83,87.0,,0.87,72.21
2020-12-14,78,87.0,,0.87,67.86
2020-12-15,80,87.0,,0.87,69.6
2020-12-16,80,87.0,,0.87,69.6
2020-12-17,79,87.0,,0.87,68.73
2020-12-18,80,87.0,,0.87,69.6
2020-12-19,84,87.0,,0.87,73.08
2020-12-20,85,87.0,,0.87,73.95
2020-12-21,90,87.0,,0.87,78.3
2020-12-22,95,87.0,,0.87,82.65
2020-12-23,84,87.0,,0.87,73.08
2020-12-24,75,87.0,,0.87,65.25
2020-12-25,76,87.0,,0.87,66.12
2020-12-26,83,87.0,,0.87,72.21
2020-12-27,88,87.0,,0.87,76.56
2020-12-28,100,87.0,,0.87,87.0
2020-12-29,96,87.0,,0.87,83.52
2020-12-30,90,87.0,,0.87,78.3
2020-12-31,78,87.0,,0.87,67.86
2021-01-01,60,100.0,False,1.0,60.0
2021-01-02,70,100.0,,1.0,70.0
2021-01-03,72,100.0,,1.0,72.0
2021-01-04,69,100.0,,1.0,69.0
2021-01-05,61,100.0,,1.0,61.0
2021-01-06,58,100.0,,1.0,58.0
2021-01-07,61,100.0,,1.0,61.0
2021-01-08,66,100.0,,1.0,66.0
2021-01-09,69,100.0,,1.0,69.0
2021-01-10,100,100.0,,1.0,100.0
2021-01-11,99,100.0,,1.0,99.0
2021-01-12,66,100.0,,1.0,66.0
2021-01-13,70,100.0,,1.0,70.0
2021-01-14,70,100.0,,1.0,70.0
2021-01-15,69,100.0,,1.0,69.0
2021-01-16,73,100.0,,1.0,73.0
2021-01-17,94,100.0,,1.0,94.0
2021-01-18,91,100.0,,1.0,91.0
2021-01-19,79,100.0,,1.0,79.0
2021-01-20,79,100.0,,1.0,79.0
2021-01-21,76,100.0,,1.0,76.0
2021-01-22,73,100.0,,1.0,73.0
2021-01-23,77,100.0,,1.0,77.0
2021-01-24,75,100.0,,1.0,75.0
2021-01-25,71,100.0,,1.0,71.0
2021-01-26,66,100.0,,1.0,66.0
2021-01-27,72,100.0,,1.0,72.0
2021-01-28,74,100.0,,1.0,74.0
2021-01-29,74,100.0,,1.0,74.0
2021-01-30,73,100.0,,1.0,73.0
2021-01-31,74,100.0,,1.0,74.0
2021-02-01,89,97.0,False,0.97,86.33
2021-02-02,87,97.0,,0.97,84.39
2021-02-03,86,97.0,,0.97,83.42
2021-02-04,80,97.0,,0.97,77.6
2021-02-05,88,97.0,,0.97,85.36
2021-02-06,87,97.0,,0.97,84.39
2021-02-07,83,97.0,,0.97,80.50999999999999
2021-02-08,86,97.0,,0.97,83.42
2021-02-09,86,97.0,,0.97,83.42
2021-02-10,83,97.0,,0.97,80.50999999999999
2021-02-11,80,97.0,,0.97,77.6
2021-02-12,84,97.0,,0.97,81.48
2021-02-13,79,97.0,,0.97,76.63
2021-02-14,83,97.0,,0.97,80.50999999999999
2021-02-15,81,97.0,,0.97,78.57
2021-02-16,84,97.0,,0.97,81.48
2021-02-17,86,97.0,,0.97,83.42
2021-02-18,82,97.0,,0.97,79.53999999999999
2021-02-19,81,97.0,,0.97,78.57
2021-02-20,81,97.0,,0.97,78.57
2021-02-21,88,97.0,,0.97,85.36
2021-02-22,81,97.0,,0.97,78.57
2021-02-23,78,97.0,,0.97,75.66
2021-02-24,86,97.0,,0.97,83.42
2021-02-25,92,97.0,,0.97,89.24
2021-02-26,87,97.0,,0.97,84.39
2021-02-27,92,97.0,,0.97,89.24
2021-02-28,100,97.0,,0.97,97.0
2021-03-01,90,93.0,False,0.93,83.7
2021-03-02,94,93.0,,0.93,87.42
2021-03-03,95,93.0,,0.93,88.35000000000001
2021-03-04,92,93.0,,0.93,85.56
2021-03-05,93,93.0,,0.93,86.49000000000001
2021-03-06,93,93.0,,0.93,86.49000000000001
2021-03-07,99,93.0,,0.93,92.07000000000001
2021-03-08,99,93.0,,0.93,92.07000000000001
2021-03-09,97,93.0,,0.93,90.21000000000001
2021-03-10,92,93.0,,0.93,85.56
2021-03-11,96,93.0,,0.93,89.28
2021-03-12,95,93.0,,0.93,88.35000000000001
2021-03-13,86,93.0,,0.93,79.98
2021-03-14,85,93.0,,0.93,79.05
2021-03-15,85,93.0,,0.93,79.05
2021-03-16,100,93.0,,0.93,93.0
2021-03-17,79,93.0,,0.93,73.47
2021-03-18,80,93.0,,0.93,74.4
2021-03-19,80,93.0,,0.93,74.4
2021-03-20,82,93.0,,0.93,76.26
2021-03-21,82,93.0,,0.93,76.26
2021-03-22,84,93.0,,0.93,78.12
2021-03-23,83,93.0,,0.93,77.19
2021-03-24,75,93.0,,0.93,69.75
2021-03-25,77,93.0,,0.93,71.61
2021-03-26,81,93.0,,0.93,75.33
2021-03-27,83,93.0,,0.93,77.19
2021-03-28,85,93.0,,0.93,79.05
2021-03-29,81,93.0,,0.93,75.33
2021-03-30,75,93.0,,0.93,69.75
2021-03-31,75,93.0,,0.93,69.75
2021-04-01,87,87.0,False,0.87,75.69
2021-04-02,86,87.0,,0.87,74.82
2021-04-03,84,87.0,,0.87,73.08
2021-04-04,88,87.0,,0.87,76.56
2021-04-05,87,87.0,,0.87,75.69
2021-04-06,84,87.0,,0.87,73.08
2021-04-07,83,87.0,,0.87,72.21
2021-04-08,84,87.0,,0.87,73.08
2021-04-09,95,87.0,,0.87,82.65
2021-04-10,90,87.0,,0.87,78.3
2021-04-11,91,87.0,,0.87,79.17
2021-04-12,85,87.0,,0.87,73.95
2021-04-13,85,87.0,,0.87,73.95
2021-04-14,83,87.0,,0.87,72.21
2021-04-15,85,87.0,,0.87,73.95
2021-04-16,88,87.0,,0.87,76.56
2021-04-17,96,87.0,,0.87,83.52
2021-04-18,97,87.0,,0.87,84.39
2021-04-19,87,87.0,,0.87,75.69
2021-04-20,85,87.0,,0.87,73.95
2021-04-21,86,87.0,,0.87,74.82
2021-04-22,92,87.0,,0.87,80.04
2021-04-23,90,87.0,,0.87,78.3
2021-04-24,94,87.0,,0.87,81.78
2021-04-25,99,87.0,,0.87,86.13
2021-04-26,100,87.0,,0.87,87.0
2021-04-27,96,87.0,,0.87,83.52
2021-04-28,88,87.0,,0.87,76.56
2021-04-29,85,87.0,,0.87,73.95
2021-04-30,88,87.0,,0.87,76.56
2021-05-01,93,85.0,False,0.85,79.05
2021-05-02,92,85.0,,0.85,78.2
2021-05-03,88,85.0,,0.85,74.8
2021-05-04,86,85.0,,0.85,73.1
2021-05-05,86,85.0,,0.85,73.1
2021-05-06,86,85.0,,0.85,73.1
2021-05-07,87,85.0,,0.85,73.95
2021-05-08,89,85.0,,0.85,75.64999999999999
2021-05-09,96,85.0,,0.85,81.6
2021-05-10,89,85.0,,0.85,75.64999999999999
2021-05-11,89,85.0,,0.85,75.64999999999999
2021-05-12,85,85.0,,0.85,72.25
2021-05-13,84,85.0,,0.85,71.39999999999999
