date,BEST_unscaled,BEST_monthly,isPartial,scale,BEST
2019-08-25,94,84.0,,0.84,78.96
2019-08-26,81,84.0,,0.84,68.03999999999999
2019-08-27,80,84.0,,0.84,67.2
2019-08-28,78,84.0,,0.84,65.52
2019-08-29,76,84.0,,0.84,63.839999999999996
2019-08-30,81,84.0,,0.84,68.03999999999999
2019-08-31,88,84.0,,0.84,73.92
2019-09-01,97,81.0,False,0.81,78.57000000000001
2019-09-02,100,81.0,,0.81,81.0
2019-09-03,81,81.0,,0.81,65.61
2019-09-04,77,81.0,,0.81,62.370000000000005
2019-09-05,77,81.0,,0.81,62.370000000000005
2019-09-06,78,81.0,,0.81,63.18000000000001
2019-09-07,91,81.0,,0.81,73.71000000000001
2019-09-08,95,81.0,,0.81,76.95
2019-09-09,78,81.0,,0.81,63.18000000000001
2019-09-10,78,81.0,,0.81,63.18000000000001
2019-09-11,76,81.0,,0.81,61.56
2019-09-12,76,81.0,,0.81,61.56
2019-09-13,78,81.0,,0.81,63.18000000000001
2019-09-14,91,81.0,,0.81,73.71000000000001
2019-09-15,94,81.0,,0.81,76.14
2019-09-16,83,81.0,,0.81,67.23
2019-09-17,77,81.0,,0.81,62.370000000000005
2019-09-18,80,81.0,,0.81,64.80000000000001
2019-09-19,73,81.0,,0.81,59.13
2019-09-20,79,81.0,,0.81,63.99
2019-09-21,98,81.0,,0.81,79.38000000000001
2019-09-22,93,81.0,,0.81,75.33
2019-09-23,81,81.0,,0.81,65.61
2019-09-24,81,81.0,,0.81,65.61
2019-09-25,79,81.0,,0.81,63.99
2019-09-26,74,81.0,,0.81,59.940000000000005
2019-09-27,78,81.0,,0.81,63.18000000000001
2019-09-28,96,81.0,,0.81,77.76
2019-09-29,94,81.0,,0.81,76.14
2019-09-30,81,81.0,,0.81,65.61
2019-10-01,83,77.0,False,0.77,63.910000000000004
2019-10-02,85,77.0,,0.77,65.45
2019-10-03,81,77.0,,0.77,62.370000000000005
2019-10-04,85,77.0,,0.77,65.45
2019-10-05,97,77.0,,0.77,74.69
2019-10-06,97,77.0,,0.77,74.69
2019-10-07,83,77.0,,0.77,63.910000000000004
2019-10-08,82,77.0,,0.77,63.14
2019-10-09,86,77.0,,0.77,66.22
2019-10-10,82,77.0,,0.77,63.14
2019-10-11,85,77.0,,0.77,65.45
2019-10-12,98,77.0,,0.77,75.46000000000001
2019-10-13,98,77.0,,0.77,75.46000000000001
2019-10-14,87,77.0,,0.77,66.99
2019-10-15,83,77.0,,0.77,63.910000000000004
2019-10-16,85,77.0,,0.77,65.45
2019-10-17,83,77.0,,0.77,63.910000000000004
2019-10-18,87,77.0,,0.77,66.99
2019-10-19,96,77.0,,0.77,73.92
2019-10-20,100,77.0,,0.77,77.0
2019-10-21,92,77.0,,0.77,70.84
2019-10-22,82,77.0,,0.77,63.14
2019-10-23,85,77.0,,0.77,65.45
2019-10-24,80,77.0,,0.77,61.6
2019-10-25,82,77.0,,0.77,63.14
2019-10-26,96,77.0,,0.77,73.92
2019-10-27,97,77.0,,0.77,74.69
2019-10-28,81,77.0,,0.77,62.370000000000005
2019-10-29,81,77.0,,0.77,62.370000000000005
2019-10-30,81,77.0,,0.77,62.370000000000005
2019-10-31,76,77.0,,0.77,58.52
2019-11-01,47,88.0,False,0.88,41.36
2019-11-02,55,88.0,,0.88,48.4
2019-11-03,60,88.0,,0.88,52.8
2019-11-04,51,88.0,,0.88,44.88
2019-11-05,49,88.0,,0.88,43.12
2019-11-06,48,88.0,,0.88,42.24
2019-11-07,51,88.0,,0.88,44.88
2019-11-08,53,88.0,,0.88,46.64
2019-11-09,58,88.0,,0.88,51.04
2019-11-10,62,88.0,,0.88,54.56
2019-11-11,53,88.0,,0.88,46.64
2019-11-12,51,88.0,,0.88,44.88
2019-11-13,48,88.0,,0.88,42.24
2019-11-14,49,88.0,,0.88,43.12
2019-11-15,50,88.0,,0.88,44.0
2019-11-16,62,88.0,,0.88,54.56
2019-11-17,64,88.0,,0.88,56.32
2019-11-18,52,88.0,,0.88,45.76
2019-11-19,50,88.0,,0.88,44.0
2019-11-20,52,88.0,,0.88,45.76
2019-11-21,51,88.0,,0.88,44.88
2019-11-22,54,88.0,,0.88,47.52
2019-11-23,62,88.0,,0.88,54.56
2019-11-24,69,88.0,,0.88,60.72
2019-11-25,57,88.0,,0.88,50.160000000000004
2019-11-26,61,88.0,,0.88,53.68
2019-11-27,64,88.0,,0.88,56.32
2019-11-28,83,88.0,,0.88,73.04
2019-11-29,100,88.0,,0.88,88.0
2019-11-30,76,88.0,,0.88,66.88
2019-12-01,99,96.0,False,0.96,95.03999999999999
2019-12-02,100,96.0,,0.96,96.0
2019-12-03,83,96.0,,0.96,79.67999999999999
2019-12-04,76,96.0,,0.96,72.96
2019-12-05,71,96.0,,0.96,68.16
2019-12-06,74,96.0,,0.96,71.03999999999999
2019-12-07,84,96.0,,0.96,80.64
2019-12-08,86,96.0,,0.96,82.56
2019-12-09,76,96.0,,0.96,72.96
2019-12-10,76,96.0,,0.96,72.96
2019-12-11,74,96.0,,0.96,71.03999999999999
2019-12-12,72,96.0,,0.96,69.12
2019-12-13,76,96.0,,0.96,72.96
2019-12-14,88,96.0,,0.96,84.47999999999999
2019-12-15,93,96.0,,0.96,89.28
2019-12-16,82,96.0,,0.96,78.72
2019-12-17,83,96.0,,0.96,79.67999999999999
2019-12-18,77,96.0,,0.96,73.92
2019-12-19,73,96.0,,0.96,70.08
2019-12-20,79,96.0,,0.96,75.84
2019-12-21,91,96.0,,0.96,87.36
2019-12-22,95,96.0,,0.96,91.2
2019-12-23,92,96.0,,0.96,88.32
2019-12-24,89,96.0,,0.96,85.44
2019-12-25,83,96.0,,0.96,79.67999999999999
2019-12-26,94,96.0,,0.96,90.24
2019-12-27,94,96.0,,0.96,90.24
2019-12-28,93,96.0,,0.96,89.28
2019-12-29,93,96.0,,0.96,89.28
2019-12-30,88,96.0,,0.96,84.47999999999999
2019-12-31,88,96.0,,0.96,84.47999999999999
2020-01-01,93,86.0,False,0.86,79.98
2020-01-02,95,86.0,,0.86,81.7
2020-01-03,92,86.0,,0.86,79.12
2020-01-04,95,86.0,,0.86,81.7
2020-01-05,95,86.0,,0.86,81.7
2020-01-06,83,86.0,,0.86,71.38
2020-01-07,78,86.0,,0.86,67.08
2020-01-08,74,86.0,,0.86,63.64
2020-01-09,75,86.0,,0.86,64.5
2020-01-10,82,86.0,,0.86,70.52
2020-01-11,90,86.0,,0.86,77.4
2020-01-12,94,86.0,,0.86,80.84
2020-01-13,80,86.0,,0.86,68.8
2020-01-14,82,86.0,,0.86,70.52
2020-01-15,77,86.0,,0.86,66.22
2020-01-16,78,86.0,,0.86,67.08
2020-01-17,77,86.0,,0.86,66.22
2020-01-18,100,86.0,,0.86,86.0
2020-01-19,95,86.0,,0.86,81.7
2020-01-20,86,86.0,,0.86,73.96
2020-01-21,78,86.0,,0.86,67.08
2020-01-22,75,86.0,,0.86,64.5
2020-01-23,75,86.0,,0.86,64.5
2020-01-24,78,86.0,,0.86,67.08
2020-01-25,88,86.0,,0.86,75.67999999999999
2020-01-26,86,86.0,,0.86,73.96
2020-01-27,77,86.0,,0.86,66.22
2020-01-28,76,86.0,,0.86,65.36
2020-01-29,75,86.0,,0.86,64.5
2020-01-30,73,86.0,,0.86,62.78
2020-01-31,76,86.0,,0.86,65.36
2020-02-01,95,87.0,False,0.87,82.65
2020-02-02,92,87.0,,0.87,80.04
2020-02-03,76,87.0,,0.87,66.12
2020-02-04,79,87.0,,0.87,68.73
2020-02-05,75,87.0,,0.87,65.25
2020-02-06,76,87.0,,0.87,66.12
2020-02-07,77,87.0,,0.87,66.99
2020-02-08,98,87.0,,0.87,85.26
2020-02-09,100,87.0,,0.87,87.0
2020-02-10,97,87.0,,0.87,84.39
2020-02-11,79,87.0,,0.87,68.73
2020-02-12,79,87.0,,0.87,68.73
2020-02-13,76,87.0,,0.87,66.12
2020-02-14,79,87.0,,0.87,68.73
2020-02-15,95,87.0,,0.87,82.65
2020-02-16,99,87.0,,0.87,86.13
2020-02-17,92,87.0,,0.87,80.04
2020-02-18,80,87.0,,0.87,69.6
2020-02-19,79,87.0,,0.87,68.73
2020-02-20,78,87.0,,0.87,67.86
2020-02-21,80,87.0,,0.87,69.6
2020-02-22,95,87.0,,0.87,82.65
2020-02-23,94,87.0,,0.87,81.78
2020-02-24,80,87.0,,0.87,69.6
2020-02-25,79,87.0,,0.87,68.73
2020-02-26,78,87.0,,0.87,67.86
2020-02-27,75,87.0,,0.87,65.25
2020-02-28,77,87.0,,0.87,66.99
2020-02-29,95,87.0,,0.87,82.65
2020-03-01,100,78.0,False,0.78,78.0
2020-03-02,80,78.0,,0.78,62.400000000000006
2020-03-03,79,78.0,,0.78,61.620000000000005
2020-03-04,73,78.0,,0.78,56.940000000000005
2020-03-05,75,78.0,,0.78,58.5
2020-03-06,78,78.0,,0.78,60.84
2020-03-07,93,78.0,,0.78,72.54
2020-03-08,96,78.0,,0.78,74.88
2020-03-09,78,78.0,,0.78,60.84
2020-03-10,77,78.0,,0.78,60.06
2020-03-11,71,78.0,,0.78,55.38
2020-03-12,65,78.0,,0.78,50.7
2020-03-13,72,78.0,,0.78,56.160000000000004
2020-03-14,87,78.0,,0.78,67.86
2020-03-15,87,78.0,,0.78,67.86
2020-03-16,69,78.0,,0.78,53.82
2020-03-17,72,78.0,,0.78,56.160000000000004
2020-03-18,71,78.0,,0.78,55.38
2020-03-19,72,78.0,,0.78,56.160000000000004
2020-03-20,72,78.0,,0.78,56.160000000000004
2020-03-21,93,78.0,,0.78,72.54
2020-03-22,91,78.0,,0.78,70.98
2020-03-23,74,78.0,,0.78,57.72
2020-03-24,76,78.0,,0.78,59.28
2020-03-25,75,78.0,,0.78,58.5
2020-03-26,76,78.0,,0.78,59.28
2020-03-27,82,78.0,,0.78,63.96
2020-03-28,91,78.0,,0.78,70.98
2020-03-29,96,78.0,,0.78,74.88
2020-03-30,78,78.0,,0.78,60.84
2020-03-31,80,78.0,,0.78,62.400000000000006
2020-04-01,72,92.0,False,0.92,66.24000000000001
2020-04-02,73,92.0,,0.92,67.16
2020-04-03,73,92.0,,0.92,67.16
2020-04-04,92,92.0,,0.92,84.64
2020-04-05,90,92.0,,0.92,82.8
2020-04-06,75,92.0,,0.92,69.0
2020-04-07,73,92.0,,0.92,67.16
2020-04-08,74,92.0,,0.92,68.08
2020-04-09,77,92.0,,0.92,70.84
2020-04-10,82,92.0,,0.92,75.44
2020-04-11,91,92.0,,0.92,83.72
2020-04-12,93,92.0,,0.92,85.56
2020-04-13,79,92.0,,0.92,72.68
2020-04-14,80,92.0,,0.92,73.60000000000001
2020-04-15,81,92.0,,0.92,74.52000000000001
2020-04-16,84,92.0,,0.92,77.28
2020-04-17,83,92.0,,0.92,76.36
2020-04-18,100,92.0,,0.92,92.0
2020-04-19,100,92.0,,0.92,92.0
2020-04-20,83,92.0,,0.92,76.36
2020-04-21,83,92.0,,0.92,76.36
2020-04-22,82,92.0,,0.92,75.44
2020-04-23,80,92.0,,0.92,73.60000000000001
2020-04-24,85,92.0,,0.92,78.2
2020-04-25,92,92.0,,0.92,84.64
2020-04-26,97,92.0,,0.92,89.24000000000001
2020-04-27,80,92.0,,0.92,73.60000000000001
2020-04-28,82,92.0,,0.92,75.44
2020-04-29,80,92.0,,0.92,73.60000000000001
2020-04-30,84,92.0,,0.92,77.28
2020-05-01,82,95.0,False,0.95,77.89999999999999
2020-05-02,95,95.0,,0.95,90.25
2020-05-03,97,95.0,,0.95,92.14999999999999
2020-05-04,83,95.0,,0.95,78.85
2020-05-05,83,95.0,,0.95,78.85
2020-05-06,83,95.0,,0.95,78.85
2020-05-07,76,95.0,,0.95,72.2
2020-05-08,82,95.0,,0.95,77.89999999999999
2020-05-09,93,95.0,,0.95,88.35
2020-05-10,91,95.0,,0.95,86.45
2020-05-11,83,95.0,,0.95,78.85
2020-05-12,79,95.0,,0.95,75.05
2020-05-13,78,95.0,,0.95,74.1
2020-05-14,82,95.0,,0.95,77.89999999999999
2020-05-15,84,95.0,,0.95,79.8
2020-05-16,93,95.0,,0.95,88.35
2020-05-17,94,95.0,,0.95,89.3
2020-05-18,85,95.0,,0.95,80.75
2020-05-19,84,95.0,,0.95,79.8
2020-05-20,83,95.0,,0.95,78.85
2020-05-21,79,95.0,,0.95,75.05
2020-05-22,86,95.0,,0.95,81.7
2020-05-23,94,95.0,,0.95,89.3
2020-05-24,100,95.0,,0.95,95.0
2020-05-25,98,95.0,,0.95,93.1
2020-05-26,84,95.0,,0.95,79.8
2020-05-27,81,95.0,,0.95,76.95
2020-05-28,80,95.0,,0.95,76.0
2020-05-29,77,95.0,,0.95,73.14999999999999
2020-05-30,83,95.0,,0.95,78.85
2020-05-31,86,95.0,,0.95,81.7
2020-06-01,81,93.0,False,0.93,75.33
2020-06-02,79,93.0,,0.93,73.47
2020-06-03,79,93.0,,0.93,73.47
2020-06-04,82,93.0,,0.93,76.26
2020-06-05,81,93.0,,0.93,75.33
2020-06-06,91,93.0,,0.93,84.63000000000001
2020-06-07,100,93.0,,0.93,93.0
2020-06-08,94,93.0,,0.93,87.42
2020-06-09,88,93.0,,0.93,81.84
2020-06-10,88,93.0,,0.93,81.84
2020-06-11,86,93.0,,0.93,79.98
2020-06-12,85,93.0,,0.93,79.05
2020-06-13,97,93.0,,0.93,90.21000000000001
2020-06-14,97,93.0,,0.93,90.21000000000001
2020-06-15,88,93.0,,0.93,81.84
2020-06-16,86,93.0,,0.93,79.98
2020-06-17,87,93.0,,0.93,80.91000000000001
2020-06-18,90,93.0,,0.93,83.7
2020-06-19,85,93.0,,0.93,79.05
2020-06-20,96,93.0,,0.93,89.28
2020-06-21,100,93.0,,0.93,93.0
2020-06-22,88,93.0,,0.93,81.84
2020-06-23,86,93.0,,0.93,79.98
2020-06-24,85,93.0,,0.93,79.05
2020-06-25,84,93.0,,0.93,78.12
2020-06-26,82,93.0,,0.93,76.26
2020-06-27,97,93.0,,0.93,90.21000000000001
2020-06-28,98,93.0,,0.93,91.14
2020-06-29,87,93.0,,0.93,80.91000000000001
2020-06-30,87,93.0,,0.93,80.91000000000001
2020-07-01,82,94.0,False,0.94,77.08
2020-07-02,84,94.0,,0.94,78.96
2020-07-03,89,94.0,,0.94,83.66
2020-07-04,94,94.0,,0.94,88.36
2020-07-05,96,94.0,,0.94,90.24
2020-07-06,83,94.0,,0.94,78.02
2020-07-07,82,94.0,,0.94,77.08
2020-07-08,88,94.0,,0.94,82.72
2020-07-09,82,94.0,,0.94,77.08
2020-07-10,83,94.0,,0.94,78.02
2020-07-11,94,94.0,,0.94,88.36
2020-07-12,96,94.0,,0.94,90.24
2020-07-13,79,94.0,,0.94,74.25999999999999
2020-07-14,83,94.0,,0.94,78.02
2020-07-15,79,94.0,,0.94,74.25999999999999
2020-07-16,83,94.0,,0.94,78.02
2020-07-17,85,94.0,,0.94,79.89999999999999
2020-07-18,95,94.0,,0.94,89.3
2020-07-19,94,94.0,,0.94,88.36
2020-07-20,87,94.0,,0.94,81.78
2020-07-21,85,94.0,,0.94,79.89999999999999
2020-07-22,85,94.0,,0.94,79.89999999999999
2020-07-23,85,94.0,,0.94,79.89999999999999
2020-07-24,85,94.0,,0.94,79.89999999999999
2020-07-25,93,94.0,,0.94,87.42
2020-07-26,100,94.0,,0.94,94.0
2020-07-27,85,94.0,,0.94,79.89999999999999
2020-07-28,86,94.0,,0.94,80.83999999999999
2020-07-29,86,94.0,,0.94,80.83999999999999
2020-07-30,81,94.0,,0.94,76.14
2020-07-31,81,94.0,,0.94,76.14
2020-08-01,95,91.0,False,0.91,86.45
2020-08-02,99,91.0,,0.91,90.09
2020-08-03,89,91.0,,0.91,80.99000000000001
2020-08-04,83,91.0,,0.91,75.53
2020-08-05,85,91.0,,0.91,77.35000000000001
2020-08-06,86,91.0,,0.91,78.26
2020-08-07,90,91.0,,0.91,81.9
2020-08-08,99,91.0,,0.91,90.09
2020-08-09,98,91.0,,0.91,89.18
2020-08-10,86,91.0,,0.91,78.26
2020-08-11,85,91.0,,0.91,77.35000000000001
2020-08-12,85,91.0,,0.91,77.35000000000001
2020-08-13,87,91.0,,0.91,79.17
2020-08-14,82,91.0,,0.91,74.62
2020-08-15,95,91.0,,0.91,86.45
2020-08-16,100,91.0,,0.91,91.0
2020-08-17,84,91.0,,0.91,76.44
2020-08-18,81,91.0,,0.91,73.71000000000001
2020-08-19,80,91.0,,0.91,72.8
2020-08-20,83,91.0,,0.91,75.53
2020-08-21,84,91.0,,0.91,76.44
2020-08-22,99,91.0,,0.91,90.09
2020-08-23,97,91.0,,0.91,88.27
2020-08-24,80,91.0,,0.91,72.8
2020-08-25,79,91.0,,0.91,71.89
2020-08-26,77,91.0,,0.91,70.07000000000001
2020-08-27,76,91.0,,0.91,69.16
2020-08-28,80,91.0,,0.91,72.8
2020-08-29,94,91.0,,0.91,85.54
2020-08-30,95,91.0,,0.91,86.45
2020-08-31,83,91.0,,0.91,75.53
2020-09-01,78,86.0,False,0.86,67.08
2020-09-02,82,86.0,,0.86,70.52
2020-09-03,82,86.0,,0.86,70.52
2020-09-04,81,86.0,,0.86,69.66
2020-09-05,95,86.0,,0.86,81.7
2020-09-06,100,86.0,,0.86,86.0
2020-09-07,99,86.0,,0.86,85.14
2020-09-08,80,86.0,,0.86,68.8
2020-09-09,75,86.0,,0.86,64.5
2020-09-10,80,86.0,,0.86,68.8
2020-09-11,74,86.0,,0.86,63.64
2020-09-12,92,86.0,,0.86,79.12
2020-09-13,90,86.0,,0.86,77.4
2020-09-14,78,86.0,,0.86,67.08
2020-09-15,77,86.0,,0.86,66.22
2020-09-16,77,86.0,,0.86,66.22
2020-09-17,84,86.0,,0.86,72.24
2020-09-18,80,86.0,,0.86,68.8
2020-09-19,87,86.0,,0.86,74.82
2020-09-20,92,86.0,,0.86,79.12
2020-09-21,78,86.0,,0.86,67.08
2020-09-22,79,86.0,,0.86,67.94
2020-09-23,77,86.0,,0.86,66.22
2020-09-24,77,86.0,,0.86,66.22
2020-09-25,78,86.0,,0.86,67.08
2020-09-26,96,86.0,,0.86,82.56
2020-09-27,92,86.0,,0.86,79.12
2020-09-28,77,86.0,,0.86,66.22
2020-09-29,78,86.0,,0.86,67.08
2020-09-30,74,86.0,,0.86,63.64
2020-10-01,81,88.0,False,0.88,71.28
2020-10-02,82,88.0,,0.88,72.16
2020-10-03,93,88.0,,0.88,81.84
2020-10-04,99,88.0,,0.88,87.12
2020-10-05,86,88.0,,0.88,75.68
2020-10-06,79,88.0,,0.88,69.52
2020-10-07,82,88.0,,0.88,72.16
2020-10-08,81,88.0,,0.88,71.28
2020-10-09,86,88.0,,0.88,75.68
2020-10-10,95,88.0,,0.88,83.6
2020-10-11,99,88.0,,0.88,87.12
2020-10-12,89,88.0,,0.88,78.32000000000001
2020-10-13,97,88.0,,0.88,85.36
2020-10-14,91,88.0,,0.88,80.08
2020-10-15,88,88.0,,0.88,77.44
2020-10-16,84,88.0,,0.88,73.92
2020-10-17,97,88.0,,0.88,85.36
2020-10-18,100,88.0,,0.88,88.0
2020-10-19,86,88.0,,0.88,75.68
2020-10-20,84,88.0,,0.88,73.92
2020-10-21,85,88.0,,0.88,74.8
2020-10-22,82,88.0,,0.88,72.16
2020-10-23,87,88.0,,0.88,76.56
2020-10-24,94,88.0,,0.88,82.72
2020-10-25,96,88.0,,0.88,84.48
2020-10-26,84,88.0,,0.88,73.92
2020-10-27,82,88.0,,0.88,72.16
2020-10-28,79,88.0,,0.88,69.52
2020-10-29,86,88.0,,0.88,75.68
2020-10-30,85,88.0,,0.88,74.8
2020-10-31,94,88.0,,0.88,82.72
2020-11-01,62,97.0,False,0.97,60.14
2020-11-02,57,97.0,,0.97,55.29
2020-11-03,51,97.0,,0.97,49.47
2020-11-04,30,97.0,,0.97,29.099999999999998
2020-11-05,39,97.0,,0.97,37.83
2020-11-06,45,97.0,,0.97,43.65
2020-11-07,50,97.0,,0.97,48.5
2020-11-08,57,97.0,,0.97,55.29
2020-11-09,56,97.0,,0.97,54.32
2020-11-10,59,97.0,,0.97,57.23
2020-11-11,57,97.0,,0.97,55.29
2020-11-12,70,97.0,,0.97,67.89999999999999
2020-11-13,60,97.0,,0.97,58.199999999999996
2020-11-14,67,97.0,,0.97,64.99
2020-11-15,69,97.0,,0.97,66.92999999999999
2020-11-16,59,97.0,,0.97,57.23
2020-11-17,59,97.0,,0.97,57.23
2020-11-18,60,97.0,,0.97,58.199999999999996
2020-11-19,59,97.0,,0.97,57.23
2020-11-20,57,97.0,,0.97,55.29
2020-11-21,66,97.0,,0.97,64.02
2020-11-22,77,97.0,,0.97,74.69
2020-11-23,66,97.0,,0.97,64.02
2020-11-24,65,97.0,,0.97,63.05
2020-11-25,65,97.0,,0.97,63.05
2020-11-26,82,97.0,,0.97,79.53999999999999
2020-11-27,100,97.0,,0.97,97.0
2020-11-28,84,97.0,,0.97,81.48
2020-11-29,75,97.0,,0.97,72.75
2020-11-30,74,97.0,,0.97,71.78
2020-12-01,82,100.0,False,1.0,82.0
2020-12-02,79,100.0,,1.0,79.0
2020-12-03,76,100.0,,1.0,76.0
2020-12-04,75,100.0,,1.0,75.0
2020-12-05,86,100.0,,1.0,86.0
2020-12-06,90,100.0,,1.0,90.0
2020-12-07,79,100.0,,1.0,79.0
2020-12-08,78,100.0,,1.0,78.0
2020-12-09,74,100.0,,1.0,74.0
2020-12-10,80,100.0,,1.0,80.0
2020-12-11,78,100.0,,1.0,78.0
2020-12-12,90,100.0,,1.0,90.0
2020-12-13,92,100.0,,1.0,92.0
2020-12-14,80,100.0,,1.0,80.0
2020-12-15,100,100.0,,1.0,100.0
2020-12-16,80,100.0,,1.0,80.0
2020-12-17,80,100.0,,1.0,80.0
2020-12-18,78,100.0,,1.0,78.0
2020-12-19,89,100.0,,1.0,89.0
2020-12-20,90,100.0,,1.0,90.0
2020-12-21,81,100.0,,1.0,81.0
2020-12-22,80,100.0,,1.0,80.0
2020-12-23,80,100.0,,1.0,80.0
2020-12-24,85,100.0,,1.0,85.0
2020-12-25,80,100.0,,1.0,80.0
2020-12-26,94,100.0,,1.0,94.0
2020-12-27,94,100.0,,1.0,94.0
2020-12-28,85,100.0,,1.0,85.0
2020-12-29,83,100.0,,1.0,83.0
2020-12-30,83,100.0,,1.0,83.0
2020-12-31,82,100.0,,1.0,82.0
2021-01-01,96,92.0,False,0.92,88.32000000000001
2021-01-02,100,92.0,,0.92,92.0
2021-01-03,98,92.0,,0.92,90.16000000000001
2021-01-04,81,92.0,,0.92,74.52000000000001
2021-01-05,80,92.0,,0.92,73.60000000000001
2021-01-06,69,92.0,,0.92,63.480000000000004
2021-01-07,73,92.0,,0.92,67.16
2021-01-08,74,92.0,,0.92,68.08
2021-01-09,88,92.0,,0.92,80.96000000000001
2021-01-10,92,92.0,,0.92,84.64
2021-01-11,74,92.0,,0.92,68.08
2021-01-12,74,92.0,,0.92,68.08
2021-01-13,77,92.0,,0.92,70.84
2021-01-14,75,92.0,,0.92,69.0
2021-01-15,74,92.0,,0.92,68.08
2021-01-16,87,92.0,,0.92,80.04
2021-01-17,91,92.0,,0.92,83.72
2021-01-18,82,92.0,,0.92,75.44
2021-01-19,73,92.0,,0.92,67.16
2021-01-20,69,92.0,,0.92,63.480000000000004
2021-01-21,72,92.0,,0.92,66.24000000000001
2021-01-22,76,92.0,,0.92,69.92
2021-01-23,86,92.0,,0.92,79.12
2021-01-24,87,92.0,,0.92,80.04
2021-01-25,76,92.0,,0.92,69.92
2021-01-26,74,92.0,,0.92,68.08
2021-01-27,74,92.0,,0.92,68.08
2021-01-28,76,92.0,,0.92,69.92
2021-01-29,76,92.0,,0.92,69.92
2021-01-30,89,92.0,,0.92,81.88000000000001
2021-01-31,92,92.0,,0.92,84.64
2021-02-01,85,87.0,False,0.87,73.95
2021-02-02,79,87.0,,0.87,68.73
2021-02-03,84,87.0,,0.87,73.08
2021-02-04,82,87.0,,0.87,71.34
2021-02-05,84,87.0,,0.87,73.08
2021-02-06,99,87.0,,0.87,86.13
2021-02-07,97,87.0,,0.87,84.39
2021-02-08,80,87.0,,0.87,69.6
2021-02-09,84,87.0,,0.87,73.08
2021-02-10,83,87.0,,0.87,72.21
2021-02-11,80,87.0,,0.87,69.6
2021-02-12,82,87.0,,0.87,71.34
2021-02-13,96,87.0,,0.87,83.52
2021-02-14,100,87.0,,0.87,87.0
2021-02-15,90,87.0,,0.87,78.3
2021-02-16,80,87.0,,0.87,69.6
2021-02-17,81,87.0,,0.87,70.47
2021-02-18,80,87.0,,0.87,69.6
2021-02-19,84,87.0,,0.87,73.08
2021-02-20,96,87.0,,0.87,83.52
2021-02-21,97,87.0,,0.87,84.39
2021-02-22,82,87.0,,0.87,71.34
2021-02-23,81,87.0,,0.87,70.47
2021-02-24,85,87.0,,0.87,73.95
2021-02-25,83,87.0,,0.87,72.21
2021-02-26,87,87.0,,0.87,75.69
2021-02-27,97,87.0,,0.87,84.39
2021-02-28,97,87.0,,0.87,84.39
2021-03-01,85,91.0,False,0.91,77.35000000000001
2021-03-02,84,91.0,,0.91,76.44
2021-03-03,81,91.0,,0.91,73.71000000000001
2021-03-04,80,91.0,,0.91,72.8
2021-03-05,83,91.0,,0.91,75.53
2021-03-06,93,91.0,,0.91,84.63000000000001
2021-03-07,97,91.0,,0.91,88.27
2021-03-08,83,91.0,,0.91,75.53
2021-03-09,80,91.0,,0.91,72.8
2021-03-10,84,91.0,,0.91,76.44
2021-03-11,82,91.0,,0.91,74.62
2021-03-12,83,91.0,,0.91,75.53
2021-03-13,93,91.0,,0.91,84.63000000000001
2021-03-14,96,91.0,,0.91,87.36
2021-03-15,83,91.0,,0.91,75.53
2021-03-16,84,91.0,,0.91,76.44
2021-03-17,85,91.0,,0.91,77.35000000000001
2021-03-18,85,91.0,,0.91,77.35000000000001
2021-03-19,86,91.0,,0.91,78.26
2021-03-20,96,91.0,,0.91,87.36
2021-03-21,99,91.0,,0.91,90.09
2021-03-22,84,91.0,,0.91,76.44
2021-03-23,82,91.0,,0.91,74.62
2021-03-24,85,91.0,,0.91,77.35000000000001
2021-03-25,84,91.0,,0.91,76.44
2021-03-26,83,91.0,,0.91,75.53
2021-03-27,93,91.0,,0.91,84.63000000000001
2021-03-28,100,91.0,,0.91,91.0
2021-03-29,85,91.0,,0.91,77.35000000000001
2021-03-30,84,91.0,,0.91,76.44
2021-03-31,87,91.0,,0.91,79.17
2021-04-01,82,90.0,False,0.9,73.8
2021-04-02,92,90.0,,0.9,82.8
2021-04-03,94,90.0,,0.9,84.60000000000001
2021-04-04,92,90.0,,0.9,82.8
2021-04-05,85,90.0,,0.9,76.5
2021-04-06,85,90.0,,0.9,76.5
2021-04-07,85,90.0,,0.9,76.5
2021-04-08,87,90.0,,0.9,78.3
2021-04-09,86,90.0,,0.9,77.4
2021-04-10,95,90.0,,0.9,85.5
2021-04-11,100,90.0,,0.9,90.0
2021-04-12,88,90.0,,0.9,79.2
2021-04-13,83,90.0,,0.9,74.7
2021-04-14,84,90.0,,0.9,75.60000000000001
2021-04-15,85,90.0,,0.9,76.5
2021-04-16,83,90.0,,0.9,74.7
2021-04-17,98,90.0,,0.9,88.2
2021-04-18,96,90.0,,0.9,86.4
2021-04-19,88,90.0,,0.9,79.2
2021-04-20,81,90.0,,0.9,72.9
2021-04-21,84,90.0,,0.9,75.60000000000001
2021-04-22,84,90.0,,0.9,75.60000000000001
2021-04-23,85,90.0,,0.9,76.5
2021-04-24,93,90.0,,0.9,83.7
2021-04-25,100,90.0,,0.9,90.0
2021-04-26,92,90.0,,0.9,82.8
2021-04-27,87,90.0,,0.9,78.3
2021-04-28,87,90.0,,0.9,78.3
2021-04-29,83,90.0,,0.9,74.7
