date,MF_unscaled,MF_monthly,isPartial,scale,MF
2019-08-26,52,11.0,,0.11,5.72
2019-08-27,61,11.0,,0.11,6.71
2019-08-28,67,11.0,,0.11,7.37
2019-08-29,60,11.0,,0.11,6.6
2019-08-30,58,11.0,,0.11,6.38
2019-08-31,63,11.0,,0.11,6.93
2019-09-01,55,12.0,False,0.12,6.6
2019-09-02,68,12.0,,0.12,8.16
2019-09-03,59,12.0,,0.12,7.08
2019-09-04,71,12.0,,0.12,8.52
2019-09-05,65,12.0,,0.12,7.8
2019-09-06,72,12.0,,0.12,8.64
2019-09-07,63,12.0,,0.12,7.56
2019-09-08,83,12.0,,0.12,9.959999999999999
2019-09-09,59,12.0,,0.12,7.08
2019-09-10,62,12.0,,0.12,7.4399999999999995
2019-09-11,68,12.0,,0.12,8.16
2019-09-12,72,12.0,,0.12,8.64
2019-09-13,73,12.0,,0.12,8.76
2019-09-14,77,12.0,,0.12,9.24
2019-09-15,73,12.0,,0.12,8.76
2019-09-16,65,12.0,,0.12,7.8
2019-09-17,63,12.0,,0.12,7.56
2019-09-18,68,12.0,,0.12,8.16
2019-09-19,66,12.0,,0.12,7.92
2019-09-20,75,12.0,,0.12,9.0
2019-09-21,73,12.0,,0.12,8.76
2019-09-22,72,12.0,,0.12,8.64
2019-09-23,78,12.0,,0.12,9.36
2019-09-24,66,12.0,,0.12,7.92
2019-09-25,63,12.0,,0.12,7.56
2019-09-26,77,12.0,,0.12,9.24
2019-09-27,71,12.0,,0.12,8.52
2019-09-28,100,12.0,,0.12,12.0
2019-09-29,83,12.0,,0.12,9.959999999999999
2019-09-30,82,12.0,,0.12,9.84
2019-10-01,85,11.0,False,0.11,9.35
2019-10-02,79,11.0,,0.11,8.69
2019-10-03,78,11.0,,0.11,8.58
2019-10-04,83,11.0,,0.11,9.13
2019-10-05,85,11.0,,0.11,9.35
2019-10-06,85,11.0,,0.11,9.35
2019-10-07,85,11.0,,0.11,9.35
2019-10-08,77,11.0,,0.11,8.47
2019-10-09,79,11.0,,0.11,8.69
2019-10-10,95,11.0,,0.11,10.45
2019-10-11,94,11.0,,0.11,10.34
2019-10-12,84,11.0,,0.11,9.24
2019-10-13,60,11.0,,0.11,6.6
2019-10-14,84,11.0,,0.11,9.24
2019-10-15,87,11.0,,0.11,9.57
2019-10-16,68,11.0,,0.11,7.48
2019-10-17,73,11.0,,0.11,8.03
2019-10-18,69,11.0,,0.11,7.59
2019-10-19,97,11.0,,0.11,10.67
2019-10-20,75,11.0,,0.11,8.25
2019-10-21,69,11.0,,0.11,7.59
2019-10-22,90,11.0,,0.11,9.9
2019-10-23,85,11.0,,0.11,9.35
2019-10-24,73,11.0,,0.11,8.03
2019-10-25,100,11.0,,0.11,11.0
2019-10-26,82,11.0,,0.11,9.02
2019-10-27,86,11.0,,0.11,9.46
2019-10-28,73,11.0,,0.11,8.03
2019-10-29,90,11.0,,0.11,9.9
2019-10-30,86,11.0,,0.11,9.46
2019-10-31,85,11.0,,0.11,9.35
2019-11-01,74,12.0,False,0.12,8.879999999999999
2019-11-02,89,12.0,,0.12,10.68
2019-11-03,74,12.0,,0.12,8.879999999999999
2019-11-04,65,12.0,,0.12,7.8
2019-11-05,59,12.0,,0.12,7.08
2019-11-06,66,12.0,,0.12,7.92
2019-11-07,62,12.0,,0.12,7.4399999999999995
2019-11-08,67,12.0,,0.12,8.04
2019-11-09,74,12.0,,0.12,8.879999999999999
2019-11-10,78,12.0,,0.12,9.36
2019-11-11,65,12.0,,0.12,7.8
2019-11-12,61,12.0,,0.12,7.319999999999999
2019-11-13,68,12.0,,0.12,8.16
2019-11-14,71,12.0,,0.12,8.52
2019-11-15,65,12.0,,0.12,7.8
2019-11-16,89,12.0,,0.12,10.68
2019-11-17,89,12.0,,0.12,10.68
2019-11-18,98,12.0,,0.12,11.76
2019-11-19,79,12.0,,0.12,9.48
2019-11-20,83,12.0,,0.12,9.959999999999999
2019-11-21,64,12.0,,0.12,7.68
2019-11-22,80,12.0,,0.12,9.6
2019-11-23,57,12.0,,0.12,6.84
2019-11-24,74,12.0,,0.12,8.879999999999999
2019-11-25,71,12.0,,0.12,8.52
2019-11-26,100,12.0,,0.12,12.0
2019-11-27,96,12.0,,0.12,11.52
2019-11-28,87,12.0,,0.12,10.44
2019-11-29,60,12.0,,0.12,7.199999999999999
2019-11-30,61,12.0,,0.12,7.319999999999999
2019-12-01,78,12.0,False,0.12,9.36
2019-12-02,77,12.0,,0.12,9.24
2019-12-03,88,12.0,,0.12,10.559999999999999
2019-12-04,74,12.0,,0.12,8.879999999999999
2019-12-05,76,12.0,,0.12,9.12
2019-12-06,60,12.0,,0.12,7.199999999999999
2019-12-07,77,12.0,,0.12,9.24
2019-12-08,89,12.0,,0.12,10.68
2019-12-09,73,12.0,,0.12,8.76
2019-12-10,64,12.0,,0.12,7.68
2019-12-11,79,12.0,,0.12,9.48
2019-12-12,82,12.0,,0.12,9.84
2019-12-13,74,12.0,,0.12,8.879999999999999
2019-12-14,88,12.0,,0.12,10.559999999999999
2019-12-15,57,12.0,,0.12,6.84
2019-12-16,66,12.0,,0.12,7.92
2019-12-17,67,12.0,,0.12,8.04
2019-12-18,75,12.0,,0.12,9.0
2019-12-19,85,12.0,,0.12,10.2
2019-12-20,88,12.0,,0.12,10.559999999999999
2019-12-21,75,12.0,,0.12,9.0
2019-12-22,89,12.0,,0.12,10.68
2019-12-23,94,12.0,,0.12,11.28
2019-12-24,78,12.0,,0.12,9.36
2019-12-25,100,12.0,,0.12,12.0
2019-12-26,76,12.0,,0.12,9.12
2019-12-27,71,12.0,,0.12,8.52
2019-12-28,84,12.0,,0.12,10.08
2019-12-29,71,12.0,,0.12,8.52
2019-12-30,83,12.0,,0.12,9.959999999999999
2019-12-31,78,12.0,,0.12,9.36
2020-01-01,78,12.0,False,0.12,9.36
2020-01-02,72,12.0,,0.12,8.64
2020-01-03,74,12.0,,0.12,8.879999999999999
2020-01-04,74,12.0,,0.12,8.879999999999999
2020-01-05,83,12.0,,0.12,9.959999999999999
2020-01-06,78,12.0,,0.12,9.36
2020-01-07,77,12.0,,0.12,9.24
2020-01-08,77,12.0,,0.12,9.24
2020-01-09,76,12.0,,0.12,9.12
2020-01-10,89,12.0,,0.12,10.68
2020-01-11,87,12.0,,0.12,10.44
2020-01-12,72,12.0,,0.12,8.64
2020-01-13,59,12.0,,0.12,7.08
2020-01-14,64,12.0,,0.12,7.68
2020-01-15,72,12.0,,0.12,8.64
2020-01-16,88,12.0,,0.12,10.559999999999999
2020-01-17,96,12.0,,0.12,11.52
2020-01-18,100,12.0,,0.12,12.0
2020-01-19,91,12.0,,0.12,10.92
2020-01-20,77,12.0,,0.12,9.24
2020-01-21,79,12.0,,0.12,9.48
2020-01-22,90,12.0,,0.12,10.799999999999999
2020-01-23,79,12.0,,0.12,9.48
2020-01-24,75,12.0,,0.12,9.0
2020-01-25,78,12.0,,0.12,9.36
2020-01-26,76,12.0,,0.12,9.12
2020-01-27,77,12.0,,0.12,9.24
2020-01-28,80,12.0,,0.12,9.6
2020-01-29,77,12.0,,0.12,9.24
2020-01-30,74,12.0,,0.12,8.879999999999999
2020-01-31,79,12.0,,0.12,9.48
2020-02-01,55,15.0,False,0.15,8.25
2020-02-02,52,15.0,,0.15,7.8
2020-02-03,63,15.0,,0.15,9.45
2020-02-04,60,15.0,,0.15,9.0
2020-02-05,57,15.0,,0.15,8.549999999999999
2020-02-06,67,15.0,,0.15,10.049999999999999
2020-02-07,78,15.0,,0.15,11.7
2020-02-08,72,15.0,,0.15,10.799999999999999
2020-02-09,69,15.0,,0.15,10.35
2020-02-10,67,15.0,,0.15,10.049999999999999
2020-02-11,80,15.0,,0.15,12.0
2020-02-12,67,15.0,,0.15,10.049999999999999
2020-02-13,80,15.0,,0.15,12.0
2020-02-14,86,15.0,,0.15,12.9
2020-02-15,95,15.0,,0.15,14.25
2020-02-16,100,15.0,,0.15,15.0
2020-02-17,87,15.0,,0.15,13.049999999999999
2020-02-18,79,15.0,,0.15,11.85
2020-02-19,95,15.0,,0.15,14.25
2020-02-20,72,15.0,,0.15,10.799999999999999
2020-02-21,90,15.0,,0.15,13.5
2020-02-22,93,15.0,,0.15,13.95
2020-02-23,88,15.0,,0.15,13.2
2020-02-24,86,15.0,,0.15,12.9
2020-02-25,70,15.0,,0.15,10.5
2020-02-26,68,15.0,,0.15,10.2
2020-02-27,62,15.0,,0.15,9.299999999999999
2020-02-28,62,15.0,,0.15,9.299999999999999
2020-02-29,76,15.0,,0.15,11.4
2020-03-01,85,12.0,False,0.12,10.2
2020-03-02,86,12.0,,0.12,10.32
2020-03-03,72,12.0,,0.12,8.64
2020-03-04,64,12.0,,0.12,7.68
2020-03-05,73,12.0,,0.12,8.76
2020-03-06,82,12.0,,0.12,9.84
2020-03-07,80,12.0,,0.12,9.6
2020-03-08,82,12.0,,0.12,9.84
2020-03-09,86,12.0,,0.12,10.32
2020-03-10,74,12.0,,0.12,8.879999999999999
2020-03-11,70,12.0,,0.12,8.4
2020-03-12,71,12.0,,0.12,8.52
2020-03-13,72,12.0,,0.12,8.64
2020-03-14,63,12.0,,0.12,7.56
2020-03-15,78,12.0,,0.12,9.36
2020-03-16,74,12.0,,0.12,8.879999999999999
2020-03-17,76,12.0,,0.12,9.12
2020-03-18,73,12.0,,0.12,8.76
2020-03-19,64,12.0,,0.12,7.68
2020-03-20,78,12.0,,0.12,9.36
2020-03-21,75,12.0,,0.12,9.0
2020-03-22,65,12.0,,0.12,7.8
2020-03-23,69,12.0,,0.12,8.28
2020-03-24,75,12.0,,0.12,9.0
2020-03-25,77,12.0,,0.12,9.24
2020-03-26,100,12.0,,0.12,12.0
2020-03-27,66,12.0,,0.12,7.92
2020-03-28,65,12.0,,0.12,7.8
2020-03-29,70,12.0,,0.12,8.4
2020-03-30,68,12.0,,0.12,8.16
2020-03-31,84,12.0,,0.12,10.08
2020-04-01,100,12.0,False,0.12,12.0
2020-04-02,81,12.0,,0.12,9.719999999999999
2020-04-03,93,12.0,,0.12,11.16
2020-04-04,94,12.0,,0.12,11.28
2020-04-05,79,12.0,,0.12,9.48
2020-04-06,71,12.0,,0.12,8.52
2020-04-07,66,12.0,,0.12,7.92
2020-04-08,78,12.0,,0.12,9.36
2020-04-09,92,12.0,,0.12,11.04
2020-04-10,81,12.0,,0.12,9.719999999999999
2020-04-11,80,12.0,,0.12,9.6
2020-04-12,88,12.0,,0.12,10.559999999999999
2020-04-13,70,12.0,,0.12,8.4
2020-04-14,89,12.0,,0.12,10.68
2020-04-15,75,12.0,,0.12,9.0
2020-04-16,90,12.0,,0.12,10.799999999999999
2020-04-17,67,12.0,,0.12,8.04
2020-04-18,100,12.0,,0.12,12.0
2020-04-19,99,12.0,,0.12,11.879999999999999
2020-04-20,87,12.0,,0.12,10.44
2020-04-21,78,12.0,,0.12,9.36
2020-04-22,79,12.0,,0.12,9.48
2020-04-23,84,12.0,,0.12,10.08
2020-04-24,100,12.0,,0.12,12.0
2020-04-25,77,12.0,,0.12,9.24
2020-04-26,83,12.0,,0.12,9.959999999999999
2020-04-27,91,12.0,,0.12,10.92
2020-04-28,87,12.0,,0.12,10.44
2020-04-29,87,12.0,,0.12,10.44
2020-04-30,89,12.0,,0.12,10.68
2020-05-01,81,12.0,False,0.12,9.719999999999999
2020-05-02,81,12.0,,0.12,9.719999999999999
2020-05-03,100,12.0,,0.12,12.0
2020-05-04,65,12.0,,0.12,7.8
2020-05-05,78,12.0,,0.12,9.36
2020-05-06,63,12.0,,0.12,7.56
2020-05-07,70,12.0,,0.12,8.4
2020-05-08,71,12.0,,0.12,8.52
2020-05-09,70,12.0,,0.12,8.4
2020-05-10,74,12.0,,0.12,8.879999999999999
2020-05-11,82,12.0,,0.12,9.84
2020-05-12,78,12.0,,0.12,9.36
2020-05-13,67,12.0,,0.12,8.04
2020-05-14,68,12.0,,0.12,8.16
2020-05-15,73,12.0,,0.12,8.76
2020-05-16,93,12.0,,0.12,11.16
2020-05-17,85,12.0,,0.12,10.2
2020-05-18,75,12.0,,0.12,9.0
2020-05-19,68,12.0,,0.12,8.16
2020-05-20,69,12.0,,0.12,8.28
2020-05-21,73,12.0,,0.12,8.76
2020-05-22,77,12.0,,0.12,9.24
2020-05-23,87,12.0,,0.12,10.44
2020-05-24,79,12.0,,0.12,9.48
2020-05-25,74,12.0,,0.12,8.879999999999999
2020-05-26,74,12.0,,0.12,8.879999999999999
2020-05-27,79,12.0,,0.12,9.48
2020-05-28,81,12.0,,0.12,9.719999999999999
2020-05-29,72,12.0,,0.12,8.64
2020-05-30,77,12.0,,0.12,9.24
2020-05-31,69,12.0,,0.12,8.28
2020-06-01,90,12.0,False,0.12,10.799999999999999
2020-06-02,82,12.0,,0.12,9.84
2020-06-03,85,12.0,,0.12,10.2
2020-06-04,84,12.0,,0.12,10.08
2020-06-05,85,12.0,,0.12,10.2
2020-06-06,83,12.0,,0.12,9.959999999999999
2020-06-07,90,12.0,,0.12,10.799999999999999
2020-06-08,87,12.0,,0.12,10.44
2020-06-09,87,12.0,,0.12,10.44
2020-06-10,70,12.0,,0.12,8.4
2020-06-11,100,12.0,,0.12,12.0
2020-06-12,94,12.0,,0.12,11.28
2020-06-13,86,12.0,,0.12,10.32
2020-06-14,76,12.0,,0.12,9.12
2020-06-15,86,12.0,,0.12,10.32
2020-06-16,82,12.0,,0.12,9.84
2020-06-17,80,12.0,,0.12,9.6
2020-06-18,86,12.0,,0.12,10.32
2020-06-19,96,12.0,,0.12,11.52
2020-06-20,80,12.0,,0.12,9.6
2020-06-21,78,12.0,,0.12,9.36
2020-06-22,77,12.0,,0.12,9.24
2020-06-23,78,12.0,,0.12,9.36
2020-06-24,74,12.0,,0.12,8.879999999999999
2020-06-25,79,12.0,,0.12,9.48
2020-06-26,75,12.0,,0.12,9.0
2020-06-27,79,12.0,,0.12,9.48
2020-06-28,85,12.0,,0.12,10.2
2020-06-29,98,12.0,,0.12,11.76
2020-06-30,70,12.0,,0.12,8.4
2020-07-01,100,12.0,False,0.12,12.0
2020-07-02,79,12.0,,0.12,9.48
2020-07-03,86,12.0,,0.12,10.32
2020-07-04,87,12.0,,0.12,10.44
2020-07-05,63,12.0,,0.12,7.56
2020-07-06,81,12.0,,0.12,9.719999999999999
2020-07-07,77,12.0,,0.12,9.24
2020-07-08,72,12.0,,0.12,8.64
2020-07-09,64,12.0,,0.12,7.68
2020-07-10,91,12.0,,0.12,10.92
2020-07-11,90,12.0,,0.12,10.799999999999999
2020-07-12,77,12.0,,0.12,9.24
2020-07-13,75,12.0,,0.12,9.0
2020-07-14,73,12.0,,0.12,8.76
2020-07-15,72,12.0,,0.12,8.64
2020-07-16,88,12.0,,0.12,10.559999999999999
2020-07-17,70,12.0,,0.12,8.4
2020-07-18,84,12.0,,0.12,10.08
2020-07-19,73,12.0,,0.12,8.76
2020-07-20,72,12.0,,0.12,8.64
2020-07-21,84,12.0,,0.12,10.08
2020-07-22,81,12.0,,0.12,9.719999999999999
2020-07-23,87,12.0,,0.12,10.44
2020-07-24,92,12.0,,0.12,11.04
2020-07-25,98,12.0,,0.12,11.76
2020-07-26,82,12.0,,0.12,9.84
2020-07-27,83,12.0,,0.12,9.959999999999999
2020-07-28,92,12.0,,0.12,11.04
2020-07-29,84,12.0,,0.12,10.08
2020-07-30,81,12.0,,0.12,9.719999999999999
2020-07-31,77,12.0,,0.12,9.24
2020-08-01,70,12.0,False,0.12,8.4
2020-08-02,78,12.0,,0.12,9.36
2020-08-03,74,12.0,,0.12,8.879999999999999
2020-08-04,75,12.0,,0.12,9.0
2020-08-05,89,12.0,,0.12,10.68
2020-08-06,71,12.0,,0.12,8.52
2020-08-07,84,12.0,,0.12,10.08
2020-08-08,77,12.0,,0.12,9.24
2020-08-09,82,12.0,,0.12,9.84
2020-08-10,79,12.0,,0.12,9.48
2020-08-11,88,12.0,,0.12,10.559999999999999
2020-08-12,85,12.0,,0.12,10.2
2020-08-13,75,12.0,,0.12,9.0
2020-08-14,73,12.0,,0.12,8.76
2020-08-15,83,12.0,,0.12,9.959999999999999
2020-08-16,78,12.0,,0.12,9.36
2020-08-17,77,12.0,,0.12,9.24
2020-08-18,79,12.0,,0.12,9.48
2020-08-19,77,12.0,,0.12,9.24
2020-08-20,83,12.0,,0.12,9.959999999999999
2020-08-21,76,12.0,,0.12,9.12
2020-08-22,88,12.0,,0.12,10.559999999999999
2020-08-23,100,12.0,,0.12,12.0
2020-08-24,78,12.0,,0.12,9.36
2020-08-25,88,12.0,,0.12,10.559999999999999
2020-08-26,94,12.0,,0.12,11.28
2020-08-27,84,12.0,,0.12,10.08
2020-08-28,85,12.0,,0.12,10.2
2020-08-29,87,12.0,,0.12,10.44
2020-08-30,90,12.0,,0.12,10.799999999999999
2020-08-31,73,12.0,,0.12,8.76
2020-09-01,74,12.0,False,0.12,8.879999999999999
2020-09-02,83,12.0,,0.12,9.959999999999999
2020-09-03,92,12.0,,0.12,11.04
2020-09-04,89,12.0,,0.12,10.68
2020-09-05,89,12.0,,0.12,10.68
2020-09-06,81,12.0,,0.12,9.719999999999999
2020-09-07,100,12.0,,0.12,12.0
2020-09-08,75,12.0,,0.12,9.0
2020-09-09,89,12.0,,0.12,10.68
2020-09-10,87,12.0,,0.12,10.44
2020-09-11,69,12.0,,0.12,8.28
2020-09-12,81,12.0,,0.12,9.719999999999999
2020-09-13,78,12.0,,0.12,9.36
2020-09-14,85,12.0,,0.12,10.2
2020-09-15,65,12.0,,0.12,7.8
2020-09-16,90,12.0,,0.12,10.799999999999999
2020-09-17,82,12.0,,0.12,9.84
2020-09-18,77,12.0,,0.12,9.24
2020-09-19,77,12.0,,0.12,9.24
2020-09-20,89,12.0,,0.12,10.68
2020-09-21,76,12.0,,0.12,9.12
2020-09-22,79,12.0,,0.12,9.48
2020-09-23,69,12.0,,0.12,8.28
2020-09-24,84,12.0,,0.12,10.08
2020-09-25,81,12.0,,0.12,9.719999999999999
2020-09-26,78,12.0,,0.12,9.36
2020-09-27,87,12.0,,0.12,10.44
2020-09-28,88,12.0,,0.12,10.559999999999999
2020-09-29,73,12.0,,0.12,8.76
2020-09-30,69,12.0,,0.12,8.28
2020-10-01,73,13.0,False,0.13,9.49
2020-10-02,67,13.0,,0.13,8.71
2020-10-03,58,13.0,,0.13,7.54
2020-10-04,78,13.0,,0.13,10.14
2020-10-05,71,13.0,,0.13,9.23
2020-10-06,66,13.0,,0.13,8.58
2020-10-07,62,13.0,,0.13,8.06
2020-10-08,84,13.0,,0.13,10.92
2020-10-09,76,13.0,,0.13,9.88
2020-10-10,68,13.0,,0.13,8.84
2020-10-11,69,13.0,,0.13,8.97
2020-10-12,72,13.0,,0.13,9.36
2020-10-13,77,13.0,,0.13,10.01
2020-10-14,68,13.0,,0.13,8.84
2020-10-15,88,13.0,,0.13,11.440000000000001
2020-10-16,71,13.0,,0.13,9.23
2020-10-17,81,13.0,,0.13,10.530000000000001
2020-10-18,70,13.0,,0.13,9.1
2020-10-19,68,13.0,,0.13,8.84
2020-10-20,69,13.0,,0.13,8.97
2020-10-21,79,13.0,,0.13,10.27
2020-10-22,77,13.0,,0.13,10.01
2020-10-23,76,13.0,,0.13,9.88
2020-10-24,67,13.0,,0.13,8.71
2020-10-25,79,13.0,,0.13,10.27
2020-10-26,80,13.0,,0.13,10.4
2020-10-27,85,13.0,,0.13,11.05
2020-10-28,90,13.0,,0.13,11.700000000000001
2020-10-29,86,13.0,,0.13,11.18
2020-10-30,100,13.0,,0.13,13.0
2020-10-31,88,13.0,,0.13,11.440000000000001
2020-11-01,76,13.0,False,0.13,9.88
2020-11-02,68,13.0,,0.13,8.84
2020-11-03,61,13.0,,0.13,7.930000000000001
2020-11-04,100,13.0,,0.13,13.0
2020-11-05,64,13.0,,0.13,8.32
2020-11-06,59,13.0,,0.13,7.67
2020-11-07,57,13.0,,0.13,7.41
2020-11-08,58,13.0,,0.13,7.54
2020-11-09,52,13.0,,0.13,6.76
2020-11-10,76,13.0,,0.13,9.88
2020-11-11,71,13.0,,0.13,9.23
2020-11-12,72,13.0,,0.13,9.36
2020-11-13,76,13.0,,0.13,9.88
2020-11-14,68,13.0,,0.13,8.84
2020-11-15,73,13.0,,0.13,9.49
2020-11-16,77,13.0,,0.13,10.01
2020-11-17,71,13.0,,0.13,9.23
2020-11-18,71,13.0,,0.13,9.23
2020-11-19,74,13.0,,0.13,9.620000000000001
2020-11-20,93,13.0,,0.13,12.09
2020-11-21,79,13.0,,0.13,10.27
2020-11-22,68,13.0,,0.13,8.84
2020-11-23,83,13.0,,0.13,10.790000000000001
2020-11-24,76,13.0,,0.13,9.88
2020-11-25,76,13.0,,0.13,9.88
2020-11-26,79,13.0,,0.13,10.27
2020-11-27,67,13.0,,0.13,8.71
2020-11-28,85,13.0,,0.13,11.05
2020-11-29,64,13.0,,0.13,8.32
2020-11-30,70,13.0,,0.13,9.1
2020-12-01,1,56.0,False,0.56,0.56
2020-12-02,1,56.0,,0.56,0.56
2020-12-03,1,56.0,,0.56,0.56
2020-12-04,1,56.0,,0.56,0.56
2020-12-05,1,56.0,,0.56,0.56
2020-12-06,1,56.0,,0.56,0.56
2020-12-07,1,56.0,,0.56,0.56
2020-12-08,1,56.0,,0.56,0.56
2020-12-09,1,56.0,,0.56,0.56
2020-12-10,1,56.0,,0.56,0.56
2020-12-11,1,56.0,,0.56,0.56
2020-12-12,1,56.0,,0.56,0.56
2020-12-13,1,56.0,,0.56,0.56
2020-12-14,1,56.0,,0.56,0.56
2020-12-15,1,56.0,,0.56,0.56
2020-12-16,1,56.0,,0.56,0.56
2020-12-17,1,56.0,,0.56,0.56
2020-12-18,1,56.0,,0.56,0.56
2020-12-19,2,56.0,,0.56,1.12
2020-12-20,1,56.0,,0.56,0.56
2020-12-21,1,56.0,,0.56,0.56
2020-12-22,1,56.0,,0.56,0.56
2020-12-23,1,56.0,,0.56,0.56
2020-12-24,1,56.0,,0.56,0.56
2020-12-25,1,56.0,,0.56,0.56
2020-12-26,1,56.0,,0.56,0.56
2020-12-27,1,56.0,,0.56,0.56
2020-12-28,1,56.0,,0.56,0.56
2020-12-29,2,56.0,,0.56,1.12
2020-12-30,1,56.0,,0.56,0.56
2020-12-31,100,56.0,,0.56,56.00000000000001
2021-01-01,100,100.0,False,1.0,100.0
2021-01-02,17,100.0,,1.0,17.0
2021-01-03,9,100.0,,1.0,9.0
2021-01-04,6,100.0,,1.0,6.0
2021-01-05,5,100.0,,1.0,5.0
2021-01-06,4,100.0,,1.0,4.0
2021-01-07,3,100.0,,1.0,3.0
2021-01-08,3,100.0,,1.0,3.0
2021-01-09,3,100.0,,1.0,3.0
2021-01-10,3,100.0,,1.0,3.0
2021-01-11,2,100.0,,1.0,2.0
2021-01-12,2,100.0,,1.0,2.0
2021-01-13,2,100.0,,1.0,2.0
2021-01-14,2,100.0,,1.0,2.0
2021-01-15,2,100.0,,1.0,2.0
2021-01-16,2,100.0,,1.0,2.0
2021-01-17,2,100.0,,1.0,2.0
2021-01-18,2,100.0,,1.0,2.0
2021-01-19,2,100.0,,1.0,2.0
2021-01-20,2,100.0,,1.0,2.0
2021-01-21,2,100.0,,1.0,2.0
2021-01-22,1,100.0,,1.0,1.0
2021-01-23,2,100.0,,1.0,2.0
2021-01-24,1,100.0,,1.0,1.0
2021-01-25,1,100.0,,1.0,1.0
2021-01-26,1,100.0,,1.0,1.0
2021-01-27,1,100.0,,1.0,1.0
2021-01-28,1,100.0,,1.0,1.0
2021-01-29,1,100.0,,1.0,1.0
2021-01-30,1,100.0,,1.0,1.0
2021-01-31,1,100.0,,1.0,1.0
2021-02-01,83,17.0,False,0.17,14.110000000000001
2021-02-02,72,17.0,,0.17,12.24
2021-02-03,89,17.0,,0.17,15.13
2021-02-04,93,17.0,,0.17,15.81
2021-02-05,96,17.0,,0.17,16.32
2021-02-06,87,17.0,,0.17,14.790000000000001
2021-02-07,79,17.0,,0.17,13.430000000000001
2021-02-08,87,17.0,,0.17,14.790000000000001
2021-02-09,80,17.0,,0.17,13.600000000000001
2021-02-10,69,17.0,,0.17,11.73
2021-02-11,85,17.0,,0.17,14.450000000000001
2021-02-12,83,17.0,,0.17,14.110000000000001
2021-02-13,80,17.0,,0.17,13.600000000000001
2021-02-14,83,17.0,,0.17,14.110000000000001
2021-02-15,80,17.0,,0.17,13.600000000000001
2021-02-16,71,17.0,,0.17,12.07
2021-02-17,76,17.0,,0.17,12.920000000000002
2021-02-18,80,17.0,,0.17,13.600000000000001
2021-02-19,90,17.0,,0.17,15.3
2021-02-20,100,17.0,,0.17,17.0
2021-02-21,84,17.0,,0.17,14.280000000000001
2021-02-22,68,17.0,,0.17,11.56
2021-02-23,96,17.0,,0.17,16.32
2021-02-24,79,17.0,,0.17,13.430000000000001
2021-02-25,74,17.0,,0.17,12.58
2021-02-26,76,17.0,,0.17,12.920000000000002
2021-02-27,74,17.0,,0.17,12.58
2021-02-28,83,17.0,,0.17,14.110000000000001
2021-03-01,83,16.0,False,0.16,13.280000000000001
2021-03-02,75,16.0,,0.16,12.0
2021-03-03,77,16.0,,0.16,12.32
2021-03-04,80,16.0,,0.16,12.8
2021-03-05,75,16.0,,0.16,12.0
2021-03-06,79,16.0,,0.16,12.64
2021-03-07,69,16.0,,0.16,11.040000000000001
2021-03-08,59,16.0,,0.16,9.44
2021-03-09,71,16.0,,0.16,11.36
2021-03-10,70,16.0,,0.16,11.200000000000001
2021-03-11,61,16.0,,0.16,9.76
2021-03-12,85,16.0,,0.16,13.6
2021-03-13,69,16.0,,0.16,11.040000000000001
2021-03-14,62,16.0,,0.16,9.92
2021-03-15,100,16.0,,0.16,16.0
2021-03-16,74,16.0,,0.16,11.84
2021-03-17,62,16.0,,0.16,9.92
2021-03-18,60,16.0,,0.16,9.6
2021-03-19,71,16.0,,0.16,11.36
2021-03-20,90,16.0,,0.16,14.4
2021-03-21,68,16.0,,0.16,10.88
2021-03-22,68,16.0,,0.16,10.88
2021-03-23,90,16.0,,0.16,14.4
2021-03-24,84,16.0,,0.16,13.44
2021-03-25,83,16.0,,0.16,13.280000000000001
2021-03-26,61,16.0,,0.16,9.76
2021-03-27,82,16.0,,0.16,13.120000000000001
2021-03-28,70,16.0,,0.16,11.200000000000001
2021-03-29,71,16.0,,0.16,11.36
2021-03-30,79,16.0,,0.16,12.64
2021-03-31,76,16.0,,0.16,12.16
2021-04-01,81,16.0,False,0.16,12.96
2021-04-02,82,16.0,,0.16,13.120000000000001
2021-04-03,84,16.0,,0.16,13.44
2021-04-04,78,16.0,,0.16,12.48
2021-04-05,77,16.0,,0.16,12.32
2021-04-06,75,16.0,,0.16,12.0
2021-04-07,80,16.0,,0.16,12.8
2021-04-08,71,16.0,,0.16,11.36
2021-04-09,84,16.0,,0.16,13.44
2021-04-10,100,16.0,,0.16,16.0
2021-04-11,88,16.0,,0.16,14.08
2021-04-12,92,16.0,,0.16,14.72
2021-04-13,87,16.0,,0.16,13.92
2021-04-14,75,16.0,,0.16,12.0
2021-04-15,93,16.0,,0.16,14.88
2021-04-16,70,16.0,,0.16,11.200000000000001
2021-04-17,85,16.0,,0.16,13.6
2021-04-18,83,16.0,,0.16,13.280000000000001
2021-04-19,98,16.0,,0.16,15.68
2021-04-20,80,16.0,,0.16,12.8
2021-04-21,73,16.0,,0.16,11.68
2021-04-22,74,16.0,,0.16,11.84
2021-04-23,77,16.0,,0.16,12.32
2021-04-24,89,16.0,,0.16,14.24
2021-04-25,73,16.0,,0.16,11.68
2021-04-26,98,16.0,,0.16,15.68
2021-04-27,77,16.0,,0.16,12.32
2021-04-28,79,16.0,,0.16,12.64
2021-04-29,84,16.0,,0.16,13.44
2021-04-30,78,16.0,,0.16,12.48
