date,MF_unscaled,MF_monthly,isPartial,scale,MF
2017-12-26,36,13.0,,0.13,4.68
2017-12-27,43,13.0,,0.13,5.59
2017-12-28,42,13.0,,0.13,5.46
2017-12-29,33,13.0,,0.13,4.29
2017-12-30,37,13.0,,0.13,4.8100000000000005
2017-12-31,38,13.0,,0.13,4.94
2018-01-01,64,12.0,False,0.12,7.68
2018-01-02,86,12.0,,0.12,10.32
2018-01-03,72,12.0,,0.12,8.64
2018-01-04,73,12.0,,0.12,8.76
2018-01-05,77,12.0,,0.12,9.24
2018-01-06,63,12.0,,0.12,7.56
2018-01-07,71,12.0,,0.12,8.52
2018-01-08,81,12.0,,0.12,9.719999999999999
2018-01-09,82,12.0,,0.12,9.84
2018-01-10,100,12.0,,0.12,12.0
2018-01-11,75,12.0,,0.12,9.0
2018-01-12,59,12.0,,0.12,7.08
2018-01-13,87,12.0,,0.12,10.44
2018-01-14,63,12.0,,0.12,7.56
2018-01-15,82,12.0,,0.12,9.84
2018-01-16,61,12.0,,0.12,7.319999999999999
2018-01-17,80,12.0,,0.12,9.6
2018-01-18,83,12.0,,0.12,9.959999999999999
2018-01-19,86,12.0,,0.12,10.32
2018-01-20,62,12.0,,0.12,7.4399999999999995
2018-01-21,75,12.0,,0.12,9.0
2018-01-22,80,12.0,,0.12,9.6
2018-01-23,76,12.0,,0.12,9.12
2018-01-24,87,12.0,,0.12,10.44
2018-01-25,81,12.0,,0.12,9.719999999999999
2018-01-26,90,12.0,,0.12,10.799999999999999
2018-01-27,90,12.0,,0.12,10.799999999999999
2018-01-28,86,12.0,,0.12,10.32
2018-01-29,91,12.0,,0.12,10.92
2018-01-30,78,12.0,,0.12,9.36
2018-01-31,69,12.0,,0.12,8.28
2018-02-01,81,12.0,False,0.12,9.719999999999999
2018-02-02,86,12.0,,0.12,10.32
2018-02-03,78,12.0,,0.12,9.36
2018-02-04,67,12.0,,0.12,8.04
2018-02-05,66,12.0,,0.12,7.92
2018-02-06,100,12.0,,0.12,12.0
2018-02-07,64,12.0,,0.12,7.68
2018-02-08,91,12.0,,0.12,10.92
2018-02-09,88,12.0,,0.12,10.559999999999999
2018-02-10,64,12.0,,0.12,7.68
2018-02-11,94,12.0,,0.12,11.28
2018-02-12,89,12.0,,0.12,10.68
2018-02-13,86,12.0,,0.12,10.32
2018-02-14,93,12.0,,0.12,11.16
2018-02-15,82,12.0,,0.12,9.84
2018-02-16,72,12.0,,0.12,8.64
2018-02-17,87,12.0,,0.12,10.44
2018-02-18,56,12.0,,0.12,6.72
2018-02-19,81,12.0,,0.12,9.719999999999999
2018-02-20,62,12.0,,0.12,7.4399999999999995
2018-02-21,85,12.0,,0.12,10.2
2018-02-22,71,12.0,,0.12,8.52
2018-02-23,82,12.0,,0.12,9.84
2018-02-24,71,12.0,,0.12,8.52
2018-02-25,85,12.0,,0.12,10.2
2018-02-26,83,12.0,,0.12,9.959999999999999
2018-02-27,70,12.0,,0.12,8.4
2018-02-28,87,12.0,,0.12,10.44
2018-03-01,76,13.0,False,0.13,9.88
2018-03-02,74,13.0,,0.13,9.620000000000001
2018-03-03,80,13.0,,0.13,10.4
2018-03-04,77,13.0,,0.13,10.01
2018-03-05,75,13.0,,0.13,9.75
2018-03-06,83,13.0,,0.13,10.790000000000001
2018-03-07,88,13.0,,0.13,11.440000000000001
2018-03-08,73,13.0,,0.13,9.49
2018-03-09,92,13.0,,0.13,11.96
2018-03-10,68,13.0,,0.13,8.84
2018-03-11,72,13.0,,0.13,9.36
2018-03-12,74,13.0,,0.13,9.620000000000001
2018-03-13,71,13.0,,0.13,9.23
2018-03-14,80,13.0,,0.13,10.4
2018-03-15,70,13.0,,0.13,9.1
2018-03-16,69,13.0,,0.13,8.97
2018-03-17,70,13.0,,0.13,9.1
2018-03-18,76,13.0,,0.13,9.88
2018-03-19,67,13.0,,0.13,8.71
2018-03-20,65,13.0,,0.13,8.450000000000001
2018-03-21,73,13.0,,0.13,9.49
2018-03-22,83,13.0,,0.13,10.790000000000001
2018-03-23,96,13.0,,0.13,12.48
2018-03-24,97,13.0,,0.13,12.610000000000001
2018-03-25,84,13.0,,0.13,10.92
2018-03-26,63,13.0,,0.13,8.19
2018-03-27,96,13.0,,0.13,12.48
2018-03-28,100,13.0,,0.13,13.0
2018-03-29,67,13.0,,0.13,8.71
2018-03-30,85,13.0,,0.13,11.05
2018-03-31,87,13.0,,0.13,11.31
2018-04-01,74,13.0,False,0.13,9.620000000000001
2018-04-02,91,13.0,,0.13,11.83
2018-04-03,79,13.0,,0.13,10.27
2018-04-04,86,13.0,,0.13,11.18
2018-04-05,80,13.0,,0.13,10.4
2018-04-06,76,13.0,,0.13,9.88
2018-04-07,91,13.0,,0.13,11.83
2018-04-08,89,13.0,,0.13,11.57
2018-04-09,72,13.0,,0.13,9.36
2018-04-10,90,13.0,,0.13,11.700000000000001
2018-04-11,81,13.0,,0.13,10.530000000000001
2018-04-12,84,13.0,,0.13,10.92
2018-04-13,93,13.0,,0.13,12.09
2018-04-14,78,13.0,,0.13,10.14
2018-04-15,87,13.0,,0.13,11.31
2018-04-16,88,13.0,,0.13,11.440000000000001
2018-04-17,84,13.0,,0.13,10.92
2018-04-18,76,13.0,,0.13,9.88
2018-04-19,68,13.0,,0.13,8.84
2018-04-20,80,13.0,,0.13,10.4
2018-04-21,100,13.0,,0.13,13.0
2018-04-22,74,13.0,,0.13,9.620000000000001
2018-04-23,83,13.0,,0.13,10.790000000000001
2018-04-24,70,13.0,,0.13,9.1
2018-04-25,78,13.0,,0.13,10.14
2018-04-26,74,13.0,,0.13,9.620000000000001
2018-04-27,81,13.0,,0.13,10.530000000000001
2018-04-28,65,13.0,,0.13,8.450000000000001
2018-04-29,75,13.0,,0.13,9.75
2018-04-30,81,13.0,,0.13,10.530000000000001
2018-05-01,72,13.0,False,0.13,9.36
2018-05-02,68,13.0,,0.13,8.84
2018-05-03,73,13.0,,0.13,9.49
2018-05-04,91,13.0,,0.13,11.83
2018-05-05,74,13.0,,0.13,9.620000000000001
2018-05-06,81,13.0,,0.13,10.530000000000001
2018-05-07,82,13.0,,0.13,10.66
2018-05-08,87,13.0,,0.13,11.31
2018-05-09,79,13.0,,0.13,10.27
2018-05-10,81,13.0,,0.13,10.530000000000001
2018-05-11,100,13.0,,0.13,13.0
2018-05-12,61,13.0,,0.13,7.930000000000001
2018-05-13,84,13.0,,0.13,10.92
2018-05-14,87,13.0,,0.13,11.31
2018-05-15,74,13.0,,0.13,9.620000000000001
2018-05-16,70,13.0,,0.13,9.1
2018-05-17,96,13.0,,0.13,12.48
2018-05-18,77,13.0,,0.13,10.01
2018-05-19,74,13.0,,0.13,9.620000000000001
2018-05-20,75,13.0,,0.13,9.75
2018-05-21,86,13.0,,0.13,11.18
2018-05-22,79,13.0,,0.13,10.27
2018-05-23,71,13.0,,0.13,9.23
2018-05-24,80,13.0,,0.13,10.4
2018-05-25,72,13.0,,0.13,9.36
2018-05-26,63,13.0,,0.13,8.19
2018-05-27,62,13.0,,0.13,8.06
2018-05-28,79,13.0,,0.13,10.27
2018-05-29,82,13.0,,0.13,10.66
2018-05-30,79,13.0,,0.13,10.27
2018-05-31,82,13.0,,0.13,10.66
2018-06-01,84,13.0,False,0.13,10.92
2018-06-02,91,13.0,,0.13,11.83
2018-06-03,81,13.0,,0.13,10.530000000000001
2018-06-04,81,13.0,,0.13,10.530000000000001
2018-06-05,75,13.0,,0.13,9.75
2018-06-06,79,13.0,,0.13,10.27
2018-06-07,73,13.0,,0.13,9.49
2018-06-08,62,13.0,,0.13,8.06
2018-06-09,91,13.0,,0.13,11.83
2018-06-10,68,13.0,,0.13,8.84
2018-06-11,85,13.0,,0.13,11.05
2018-06-12,92,13.0,,0.13,11.96
2018-06-13,76,13.0,,0.13,9.88
2018-06-14,80,13.0,,0.13,10.4
2018-06-15,63,13.0,,0.13,8.19
2018-06-16,92,13.0,,0.13,11.96
2018-06-17,75,13.0,,0.13,9.75
2018-06-18,83,13.0,,0.13,10.790000000000001
2018-06-19,97,13.0,,0.13,12.610000000000001
2018-06-20,96,13.0,,0.13,12.48
2018-06-21,82,13.0,,0.13,10.66
2018-06-22,97,13.0,,0.13,12.610000000000001
2018-06-23,86,13.0,,0.13,11.18
2018-06-24,75,13.0,,0.13,9.75
2018-06-25,88,13.0,,0.13,11.440000000000001
2018-06-26,82,13.0,,0.13,10.66
2018-06-27,95,13.0,,0.13,12.35
2018-06-28,81,13.0,,0.13,10.530000000000001
2018-06-29,72,13.0,,0.13,9.36
2018-06-30,100,13.0,,0.13,13.0
2018-07-01,75,12.0,False,0.12,9.0
2018-07-02,63,12.0,,0.12,7.56
2018-07-03,94,12.0,,0.12,11.28
2018-07-04,83,12.0,,0.12,9.959999999999999
2018-07-05,100,12.0,,0.12,12.0
2018-07-06,72,12.0,,0.12,8.64
2018-07-07,96,12.0,,0.12,11.52
2018-07-08,95,12.0,,0.12,11.4
2018-07-09,84,12.0,,0.12,10.08
2018-07-10,78,12.0,,0.12,9.36
2018-07-11,74,12.0,,0.12,8.879999999999999
2018-07-12,84,12.0,,0.12,10.08
2018-07-13,72,12.0,,0.12,8.64
2018-07-14,61,12.0,,0.12,7.319999999999999
2018-07-15,84,12.0,,0.12,10.08
2018-07-16,66,12.0,,0.12,7.92
2018-07-17,70,12.0,,0.12,8.4
2018-07-18,80,12.0,,0.12,9.6
2018-07-19,82,12.0,,0.12,9.84
2018-07-20,69,12.0,,0.12,8.28
2018-07-21,78,12.0,,0.12,9.36
2018-07-22,78,12.0,,0.12,9.36
2018-07-23,64,12.0,,0.12,7.68
2018-07-24,74,12.0,,0.12,8.879999999999999
2018-07-25,74,12.0,,0.12,8.879999999999999
2018-07-26,70,12.0,,0.12,8.4
2018-07-27,88,12.0,,0.12,10.559999999999999
2018-07-28,70,12.0,,0.12,8.4
2018-07-29,73,12.0,,0.12,8.76
2018-07-30,87,12.0,,0.12,10.44
2018-07-31,74,12.0,,0.12,8.879999999999999
2018-08-01,90,12.0,False,0.12,10.799999999999999
2018-08-02,85,12.0,,0.12,10.2
2018-08-03,66,12.0,,0.12,7.92
2018-08-04,95,12.0,,0.12,11.4
2018-08-05,83,12.0,,0.12,9.959999999999999
2018-08-06,89,12.0,,0.12,10.68
2018-08-07,81,12.0,,0.12,9.719999999999999
2018-08-08,99,12.0,,0.12,11.879999999999999
2018-08-09,80,12.0,,0.12,9.6
2018-08-10,89,12.0,,0.12,10.68
2018-08-11,73,12.0,,0.12,8.76
2018-08-12,83,12.0,,0.12,9.959999999999999
2018-08-13,90,12.0,,0.12,10.799999999999999
2018-08-14,82,12.0,,0.12,9.84
2018-08-15,87,12.0,,0.12,10.44
2018-08-16,76,12.0,,0.12,9.12
2018-08-17,91,12.0,,0.12,10.92
2018-08-18,90,12.0,,0.12,10.799999999999999
2018-08-19,83,12.0,,0.12,9.959999999999999
2018-08-20,99,12.0,,0.12,11.879999999999999
2018-08-21,94,12.0,,0.12,11.28
2018-08-22,84,12.0,,0.12,10.08
2018-08-23,76,12.0,,0.12,9.12
2018-08-24,82,12.0,,0.12,9.84
2018-08-25,87,12.0,,0.12,10.44
2018-08-26,79,12.0,,0.12,9.48
2018-08-27,76,12.0,,0.12,9.12
2018-08-28,81,12.0,,0.12,9.719999999999999
2018-08-29,61,12.0,,0.12,7.319999999999999
2018-08-30,100,12.0,,0.12,12.0
2018-08-31,77,12.0,,0.12,9.24
2018-09-01,94,13.0,False,0.13,12.22
2018-09-02,91,13.0,,0.13,11.83
2018-09-03,81,13.0,,0.13,10.530000000000001
2018-09-04,84,13.0,,0.13,10.92
2018-09-05,88,13.0,,0.13,11.440000000000001
2018-09-06,84,13.0,,0.13,10.92
2018-09-07,75,13.0,,0.13,9.75
2018-09-08,92,13.0,,0.13,11.96
2018-09-09,76,13.0,,0.13,9.88
2018-09-10,91,13.0,,0.13,11.83
2018-09-11,88,13.0,,0.13,11.440000000000001
2018-09-12,88,13.0,,0.13,11.440000000000001
2018-09-13,81,13.0,,0.13,10.530000000000001
2018-09-14,80,13.0,,0.13,10.4
2018-09-15,74,13.0,,0.13,9.620000000000001
2018-09-16,90,13.0,,0.13,11.700000000000001
2018-09-17,84,13.0,,0.13,10.92
2018-09-18,86,13.0,,0.13,11.18
2018-09-19,92,13.0,,0.13,11.96
2018-09-20,100,13.0,,0.13,13.0
2018-09-21,74,13.0,,0.13,9.620000000000001
2018-09-22,88,13.0,,0.13,11.440000000000001
2018-09-23,97,13.0,,0.13,12.610000000000001
2018-09-24,77,13.0,,0.13,10.01
2018-09-25,98,13.0,,0.13,12.74
2018-09-26,83,13.0,,0.13,10.790000000000001
2018-09-27,96,13.0,,0.13,12.48
2018-09-28,73,13.0,,0.13,9.49
2018-09-29,93,13.0,,0.13,12.09
2018-09-30,69,13.0,,0.13,8.97
2018-10-01,68,12.0,False,0.12,8.16
2018-10-02,81,12.0,,0.12,9.719999999999999
2018-10-03,77,12.0,,0.12,9.24
2018-10-04,73,12.0,,0.12,8.76
2018-10-05,70,12.0,,0.12,8.4
2018-10-06,75,12.0,,0.12,9.0
2018-10-07,87,12.0,,0.12,10.44
2018-10-08,73,12.0,,0.12,8.76
2018-10-09,76,12.0,,0.12,9.12
2018-10-10,82,12.0,,0.12,9.84
2018-10-11,62,12.0,,0.12,7.4399999999999995
2018-10-12,72,12.0,,0.12,8.64
2018-10-13,83,12.0,,0.12,9.959999999999999
2018-10-14,73,12.0,,0.12,8.76
2018-10-15,83,12.0,,0.12,9.959999999999999
2018-10-16,69,12.0,,0.12,8.28
2018-10-17,74,12.0,,0.12,8.879999999999999
2018-10-18,82,12.0,,0.12,9.84
2018-10-19,72,12.0,,0.12,8.64
2018-10-20,91,12.0,,0.12,10.92
2018-10-21,80,12.0,,0.12,9.6
2018-10-22,74,12.0,,0.12,8.879999999999999
2018-10-23,78,12.0,,0.12,9.36
2018-10-24,64,12.0,,0.12,7.68
2018-10-25,73,12.0,,0.12,8.76
2018-10-26,78,12.0,,0.12,9.36
2018-10-27,79,12.0,,0.12,9.48
2018-10-28,100,12.0,,0.12,12.0
2018-10-29,67,12.0,,0.12,8.04
2018-10-30,78,12.0,,0.12,9.36
2018-10-31,73,12.0,,0.12,8.76
2018-11-01,83,11.0,False,0.11,9.13
2018-11-02,82,11.0,,0.11,9.02
2018-11-03,92,11.0,,0.11,10.12
2018-11-04,79,11.0,,0.11,8.69
2018-11-05,64,11.0,,0.11,7.04
2018-11-06,69,11.0,,0.11,7.59
2018-11-07,63,11.0,,0.11,6.93
2018-11-08,84,11.0,,0.11,9.24
2018-11-09,75,11.0,,0.11,8.25
2018-11-10,97,11.0,,0.11,10.67
2018-11-11,78,11.0,,0.11,8.58
2018-11-12,74,11.0,,0.11,8.14
2018-11-13,74,11.0,,0.11,8.14
2018-11-14,69,11.0,,0.11,7.59
2018-11-15,63,11.0,,0.11,6.93
2018-11-16,68,11.0,,0.11,7.48
2018-11-17,100,11.0,,0.11,11.0
2018-11-18,78,11.0,,0.11,8.58
2018-11-19,78,11.0,,0.11,8.58
2018-11-20,93,11.0,,0.11,10.23
2018-11-21,85,11.0,,0.11,9.35
2018-11-22,78,11.0,,0.11,8.58
2018-11-23,62,11.0,,0.11,6.82
2018-11-24,64,11.0,,0.11,7.04
2018-11-25,83,11.0,,0.11,9.13
2018-11-26,65,11.0,,0.11,7.15
2018-11-27,87,11.0,,0.11,9.57
2018-11-28,69,11.0,,0.11,7.59
2018-11-29,64,11.0,,0.11,7.04
2018-11-30,90,11.0,,0.11,9.9
2018-12-01,71,12.0,False,0.12,8.52
2018-12-02,78,12.0,,0.12,9.36
2018-12-03,79,12.0,,0.12,9.48
2018-12-04,77,12.0,,0.12,9.24
2018-12-05,75,12.0,,0.12,9.0
2018-12-06,86,12.0,,0.12,10.32
2018-12-07,87,12.0,,0.12,10.44
2018-12-08,88,12.0,,0.12,10.559999999999999
2018-12-09,78,12.0,,0.12,9.36
2018-12-10,87,12.0,,0.12,10.44
2018-12-11,94,12.0,,0.12,11.28
2018-12-12,77,12.0,,0.12,9.24
2018-12-13,99,12.0,,0.12,11.879999999999999
2018-12-14,86,12.0,,0.12,10.32
2018-12-15,83,12.0,,0.12,9.959999999999999
2018-12-16,62,12.0,,0.12,7.4399999999999995
2018-12-17,88,12.0,,0.12,10.559999999999999
2018-12-18,87,12.0,,0.12,10.44
2018-12-19,84,12.0,,0.12,10.08
2018-12-20,86,12.0,,0.12,10.32
2018-12-21,100,12.0,,0.12,12.0
2018-12-22,96,12.0,,0.12,11.52
2018-12-23,82,12.0,,0.12,9.84
2018-12-24,77,12.0,,0.12,9.24
2018-12-25,84,12.0,,0.12,10.08
2018-12-26,100,12.0,,0.12,12.0
2018-12-27,84,12.0,,0.12,10.08
2018-12-28,88,12.0,,0.12,10.559999999999999
2018-12-29,72,12.0,,0.12,8.64
2018-12-30,91,12.0,,0.12,10.92
2018-12-31,62,12.0,,0.12,7.4399999999999995
2019-01-01,55,12.0,False,0.12,6.6
2019-01-02,76,12.0,,0.12,9.12
2019-01-03,83,12.0,,0.12,9.959999999999999
2019-01-04,94,12.0,,0.12,11.28
2019-01-05,97,12.0,,0.12,11.639999999999999
2019-01-06,87,12.0,,0.12,10.44
2019-01-07,75,12.0,,0.12,9.0
2019-01-08,83,12.0,,0.12,9.959999999999999
2019-01-09,88,12.0,,0.12,10.559999999999999
2019-01-10,100,12.0,,0.12,12.0
2019-01-11,64,12.0,,0.12,7.68
2019-01-12,74,12.0,,0.12,8.879999999999999
2019-01-13,72,12.0,,0.12,8.64
2019-01-14,83,12.0,,0.12,9.959999999999999
2019-01-15,72,12.0,,0.12,8.64
2019-01-16,64,12.0,,0.12,7.68
2019-01-17,80,12.0,,0.12,9.6
2019-01-18,70,12.0,,0.12,8.4
2019-01-19,62,12.0,,0.12,7.4399999999999995
2019-01-20,81,12.0,,0.12,9.719999999999999
2019-01-21,81,12.0,,0.12,9.719999999999999
2019-01-22,66,12.0,,0.12,7.92
2019-01-23,75,12.0,,0.12,9.0
2019-01-24,74,12.0,,0.12,8.879999999999999
2019-01-25,81,12.0,,0.12,9.719999999999999
2019-01-26,80,12.0,,0.12,9.6
2019-01-27,70,12.0,,0.12,8.4
2019-01-28,74,12.0,,0.12,8.879999999999999
2019-01-29,68,12.0,,0.12,8.16
2019-01-30,73,12.0,,0.12,8.76
2019-01-31,75,12.0,,0.12,9.0
2019-02-01,70,12.0,False,0.12,8.4
2019-02-02,88,12.0,,0.12,10.559999999999999
2019-02-03,84,12.0,,0.12,10.08
2019-02-04,100,12.0,,0.12,12.0
2019-02-05,87,12.0,,0.12,10.44
2019-02-06,89,12.0,,0.12,10.68
2019-02-07,88,12.0,,0.12,10.559999999999999
2019-02-08,80,12.0,,0.12,9.6
2019-02-09,86,12.0,,0.12,10.32
2019-02-10,78,12.0,,0.12,9.36
2019-02-11,84,12.0,,0.12,10.08
2019-02-12,64,12.0,,0.12,7.68
2019-02-13,87,12.0,,0.12,10.44
2019-02-14,65,12.0,,0.12,7.8
2019-02-15,72,12.0,,0.12,8.64
2019-02-16,83,12.0,,0.12,9.959999999999999
2019-02-17,85,12.0,,0.12,10.2
2019-02-18,75,12.0,,0.12,9.0
2019-02-19,70,12.0,,0.12,8.4
2019-02-20,80,12.0,,0.12,9.6
2019-02-21,82,12.0,,0.12,9.84
2019-02-22,82,12.0,,0.12,9.84
2019-02-23,81,12.0,,0.12,9.719999999999999
2019-02-24,66,12.0,,0.12,7.92
2019-02-25,67,12.0,,0.12,8.04
2019-02-26,74,12.0,,0.12,8.879999999999999
2019-02-27,74,12.0,,0.12,8.879999999999999
2019-02-28,65,12.0,,0.12,7.8
2019-03-01,67,12.0,False,0.12,8.04
2019-03-02,62,12.0,,0.12,7.4399999999999995
2019-03-03,79,12.0,,0.12,9.48
2019-03-04,78,12.0,,0.12,9.36
2019-03-05,67,12.0,,0.12,8.04
2019-03-06,62,12.0,,0.12,7.4399999999999995
2019-03-07,61,12.0,,0.12,7.319999999999999
2019-03-08,96,12.0,,0.12,11.52
2019-03-09,68,12.0,,0.12,8.16
2019-03-10,69,12.0,,0.12,8.28
2019-03-11,86,12.0,,0.12,10.32
2019-03-12,84,12.0,,0.12,10.08
2019-03-13,67,12.0,,0.12,8.04
2019-03-14,83,12.0,,0.12,9.959999999999999
2019-03-15,80,12.0,,0.12,9.6
2019-03-16,74,12.0,,0.12,8.879999999999999
2019-03-17,90,12.0,,0.12,10.799999999999999
2019-03-18,69,12.0,,0.12,8.28
2019-03-19,88,12.0,,0.12,10.559999999999999
2019-03-20,93,12.0,,0.12,11.16
2019-03-21,83,12.0,,0.12,9.959999999999999
2019-03-22,73,12.0,,0.12,8.76
2019-03-23,73,12.0,,0.12,8.76
2019-03-24,91,12.0,,0.12,10.92
2019-03-25,74,12.0,,0.12,8.879999999999999
2019-03-26,88,12.0,,0.12,10.559999999999999
2019-03-27,100,12.0,,0.12,12.0
2019-03-28,98,12.0,,0.12,11.76
2019-03-29,94,12.0,,0.12,11.28
2019-03-30,75,12.0,,0.12,9.0
2019-03-31,85,12.0,,0.12,10.2
2019-04-01,70,13.0,False,0.13,9.1
2019-04-02,65,13.0,,0.13,8.450000000000001
2019-04-03,88,13.0,,0.13,11.440000000000001
2019-04-04,88,13.0,,0.13,11.440000000000001
2019-04-05,80,13.0,,0.13,10.4
2019-04-06,93,13.0,,0.13,12.09
2019-04-07,79,13.0,,0.13,10.27
2019-04-08,83,13.0,,0.13,10.790000000000001
2019-04-09,86,13.0,,0.13,11.18
2019-04-10,81,13.0,,0.13,10.530000000000001
2019-04-11,71,13.0,,0.13,9.23
2019-04-12,100,13.0,,0.13,13.0
2019-04-13,77,13.0,,0.13,10.01
2019-04-14,86,13.0,,0.13,11.18
2019-04-15,79,13.0,,0.13,10.27
2019-04-16,76,13.0,,0.13,9.88
2019-04-17,85,13.0,,0.13,11.05
2019-04-18,66,13.0,,0.13,8.58
2019-04-19,88,13.0,,0.13,11.440000000000001
2019-04-20,71,13.0,,0.13,9.23
2019-04-21,71,13.0,,0.13,9.23
2019-04-22,80,13.0,,0.13,10.4
2019-04-23,83,13.0,,0.13,10.790000000000001
2019-04-24,64,13.0,,0.13,8.32
2019-04-25,51,13.0,,0.13,6.63
2019-04-26,73,13.0,,0.13,9.49
2019-04-27,74,13.0,,0.13,9.620000000000001
2019-04-28,76,13.0,,0.13,9.88
2019-04-29,76,13.0,,0.13,9.88
2019-04-30,74,13.0,,0.13,9.620000000000001
2019-05-01,79,12.0,False,0.12,9.48
2019-05-02,85,12.0,,0.12,10.2
2019-05-03,77,12.0,,0.12,9.24
2019-05-04,84,12.0,,0.12,10.08
2019-05-05,78,12.0,,0.12,9.36
2019-05-06,100,12.0,,0.12,12.0
2019-05-07,74,12.0,,0.12,8.879999999999999
2019-05-08,72,12.0,,0.12,8.64
2019-05-09,65,12.0,,0.12,7.8
2019-05-10,81,12.0,,0.12,9.719999999999999
2019-05-11,73,12.0,,0.12,8.76
2019-05-12,78,12.0,,0.12,9.36
2019-05-13,84,12.0,,0.12,10.08
2019-05-14,88,12.0,,0.12,10.559999999999999
2019-05-15,81,12.0,,0.12,9.719999999999999
2019-05-16,94,12.0,,0.12,11.28
2019-05-17,73,12.0,,0.12,8.76
2019-05-18,82,12.0,,0.12,9.84
2019-05-19,70,12.0,,0.12,8.4
2019-05-20,70,12.0,,0.12,8.4
2019-05-21,79,12.0,,0.12,9.48
2019-05-22,80,12.0,,0.12,9.6
2019-05-23,71,12.0,,0.12,8.52
2019-05-24,89,12.0,,0.12,10.68
2019-05-25,75,12.0,,0.12,9.0
2019-05-26,81,12.0,,0.12,9.719999999999999
2019-05-27,66,12.0,,0.12,7.92
2019-05-28,78,12.0,,0.12,9.36
2019-05-29,70,12.0,,0.12,8.4
2019-05-30,83,12.0,,0.12,9.959999999999999
2019-05-31,95,12.0,,0.12,11.4
2019-06-01,73,12.0,False,0.12,8.76
2019-06-02,73,12.0,,0.12,8.76
2019-06-03,60,12.0,,0.12,7.199999999999999
2019-06-04,80,12.0,,0.12,9.6
2019-06-05,91,12.0,,0.12,10.92
2019-06-06,82,12.0,,0.12,9.84
2019-06-07,100,12.0,,0.12,12.0
2019-06-08,79,12.0,,0.12,9.48
2019-06-09,82,12.0,,0.12,9.84
2019-06-10,82,12.0,,0.12,9.84
2019-06-11,75,12.0,,0.12,9.0
2019-06-12,75,12.0,,0.12,9.0
2019-06-13,76,12.0,,0.12,9.12
2019-06-14,79,12.0,,0.12,9.48
2019-06-15,68,12.0,,0.12,8.16
2019-06-16,68,12.0,,0.12,8.16
2019-06-17,85,12.0,,0.12,10.2
2019-06-18,76,12.0,,0.12,9.12
2019-06-19,84,12.0,,0.12,10.08
2019-06-20,70,12.0,,0.12,8.4
2019-06-21,87,12.0,,0.12,10.44
2019-06-22,87,12.0,,0.12,10.44
2019-06-23,81,12.0,,0.12,9.719999999999999
2019-06-24,77,12.0,,0.12,9.24
2019-06-25,85,12.0,,0.12,10.2
2019-06-26,78,12.0,,0.12,9.36
2019-06-27,69,12.0,,0.12,8.28
2019-06-28,86,12.0,,0.12,10.32
2019-06-29,81,12.0,,0.12,9.719999999999999
2019-06-30,75,12.0,,0.12,9.0
2019-07-01,73,13.0,False,0.13,9.49
2019-07-02,83,13.0,,0.13,10.790000000000001
2019-07-03,76,13.0,,0.13,9.88
2019-07-04,66,13.0,,0.13,8.58
2019-07-05,94,13.0,,0.13,12.22
2019-07-06,72,13.0,,0.13,9.36
2019-07-07,67,13.0,,0.13,8.71
2019-07-08,68,13.0,,0.13,8.84
2019-07-09,77,13.0,,0.13,10.01
2019-07-10,100,13.0,,0.13,13.0
2019-07-11,88,13.0,,0.13,11.440000000000001
2019-07-12,73,13.0,,0.13,9.49
2019-07-13,77,13.0,,0.13,10.01
2019-07-14,94,13.0,,0.13,12.22
2019-07-15,86,13.0,,0.13,11.18
2019-07-16,77,13.0,,0.13,10.01
2019-07-17,87,13.0,,0.13,11.31
2019-07-18,86,13.0,,0.13,11.18
2019-07-19,80,13.0,,0.13,10.4
2019-07-20,65,13.0,,0.13,8.450000000000001
2019-07-21,95,13.0,,0.13,12.35
2019-07-22,74,13.0,,0.13,9.620000000000001
2019-07-23,66,13.0,,0.13,8.58
2019-07-24,72,13.0,,0.13,9.36
2019-07-25,80,13.0,,0.13,10.4
2019-07-26,69,13.0,,0.13,8.97
2019-07-27,77,13.0,,0.13,10.01
2019-07-28,93,13.0,,0.13,12.09
2019-07-29,83,13.0,,0.13,10.790000000000001
2019-07-30,74,13.0,,0.13,9.620000000000001
2019-07-31,68,13.0,,0.13,8.84
2019-08-01,66,11.0,False,0.11,7.26
2019-08-02,59,11.0,,0.11,6.49
2019-08-03,69,11.0,,0.11,7.59
2019-08-04,61,11.0,,0.11,6.71
2019-08-05,66,11.0,,0.11,7.26
2019-08-06,58,11.0,,0.11,6.38
2019-08-07,61,11.0,,0.11,6.71
2019-08-08,81,11.0,,0.11,8.91
2019-08-09,61,11.0,,0.11,6.71
2019-08-10,59,11.0,,0.11,6.49
2019-08-11,65,11.0,,0.11,7.15
2019-08-12,70,11.0,,0.11,7.7
2019-08-13,100,11.0,,0.11,11.0
2019-08-14,79,11.0,,0.11,8.69
2019-08-15,58,11.0,,0.11,6.38
2019-08-16,76,11.0,,0.11,8.36
2019-08-17,71,11.0,,0.11,7.81
2019-08-18,63,11.0,,0.11,6.93
2019-08-19,66,11.0,,0.11,7.26
2019-08-20,68,11.0,,0.11,7.48
2019-08-21,65,11.0,,0.11,7.15
2019-08-22,56,11.0,,0.11,6.16
2019-08-23,57,11.0,,0.11,6.2700000000000005
2019-08-24,57,11.0,,0.11,6.2700000000000005
2019-08-25,61,11.0,,0.11,6.71
