date,GOOGL_unscaled,GOOGL_monthly,isPartial,scale,GOOGL
2019-08-31,38,48.0,,0.48,18.24
2019-09-01,32,66.0,False,0.66,21.12
2019-09-02,39,66.0,,0.66,25.740000000000002
2019-09-03,63,66.0,,0.66,41.580000000000005
2019-09-04,74,66.0,,0.66,48.84
2019-09-05,80,66.0,,0.66,52.800000000000004
2019-09-06,83,66.0,,0.66,54.78
2019-09-07,38,66.0,,0.66,25.080000000000002
2019-09-08,28,66.0,,0.66,18.48
2019-09-09,71,66.0,,0.66,46.86
2019-09-10,84,66.0,,0.66,55.440000000000005
2019-09-11,80,66.0,,0.66,52.800000000000004
2019-09-12,91,66.0,,0.66,60.06
2019-09-13,88,66.0,,0.66,58.080000000000005
2019-09-14,42,66.0,,0.66,27.720000000000002
2019-09-15,29,66.0,,0.66,19.14
2019-09-16,87,66.0,,0.66,57.42
2019-09-17,91,66.0,,0.66,60.06
2019-09-18,78,66.0,,0.66,51.480000000000004
2019-09-19,81,66.0,,0.66,53.46
2019-09-20,92,66.0,,0.66,60.720000000000006
2019-09-21,44,66.0,,0.66,29.040000000000003
2019-09-22,37,66.0,,0.66,24.42
2019-09-23,85,66.0,,0.66,56.1
2019-09-24,91,66.0,,0.66,60.06
2019-09-25,83,66.0,,0.66,54.78
2019-09-26,88,66.0,,0.66,58.080000000000005
2019-09-27,100,66.0,,0.66,66.0
2019-09-28,33,66.0,,0.66,21.78
2019-09-29,38,66.0,,0.66,25.080000000000002
2019-09-30,81,66.0,,0.66,53.46
2019-10-01,63,75.0,False,0.75,47.25
2019-10-02,60,75.0,,0.75,45.0
2019-10-03,59,75.0,,0.75,44.25
2019-10-04,66,75.0,,0.75,49.5
2019-10-05,29,75.0,,0.75,21.75
2019-10-06,26,75.0,,0.75,19.5
2019-10-07,58,75.0,,0.75,43.5
2019-10-08,64,75.0,,0.75,48.0
2019-10-09,54,75.0,,0.75,40.5
2019-10-10,68,75.0,,0.75,51.0
2019-10-11,60,75.0,,0.75,45.0
2019-10-12,25,75.0,,0.75,18.75
2019-10-13,27,75.0,,0.75,20.25
2019-10-14,49,75.0,,0.75,36.75
2019-10-15,61,75.0,,0.75,45.75
2019-10-16,61,75.0,,0.75,45.75
2019-10-17,64,75.0,,0.75,48.0
2019-10-18,53,75.0,,0.75,39.75
2019-10-19,25,75.0,,0.75,18.75
2019-10-20,26,75.0,,0.75,19.5
2019-10-21,66,75.0,,0.75,49.5
2019-10-22,68,75.0,,0.75,51.0
2019-10-23,63,75.0,,0.75,47.25
2019-10-24,65,75.0,,0.75,48.75
2019-10-25,64,75.0,,0.75,48.0
2019-10-26,23,75.0,,0.75,17.25
2019-10-27,25,75.0,,0.75,18.75
2019-10-28,100,75.0,,0.75,75.0
2019-10-29,88,75.0,,0.75,66.0
2019-10-30,69,75.0,,0.75,51.75
2019-10-31,66,75.0,,0.75,49.5
2019-11-01,72,58.0,False,0.58,41.76
2019-11-02,31,58.0,,0.58,17.98
2019-11-03,35,58.0,,0.58,20.299999999999997
2019-11-04,89,58.0,,0.58,51.62
2019-11-05,79,58.0,,0.58,45.82
2019-11-06,89,58.0,,0.58,51.62
2019-11-07,100,58.0,,0.58,57.99999999999999
2019-11-08,73,58.0,,0.58,42.339999999999996
2019-11-09,33,58.0,,0.58,19.139999999999997
2019-11-10,41,58.0,,0.58,23.779999999999998
2019-11-11,58,58.0,,0.58,33.64
2019-11-12,82,58.0,,0.58,47.559999999999995
2019-11-13,83,58.0,,0.58,48.13999999999999
2019-11-14,79,58.0,,0.58,45.82
2019-11-15,81,58.0,,0.58,46.98
2019-11-16,35,58.0,,0.58,20.299999999999997
2019-11-17,34,58.0,,0.58,19.72
2019-11-18,83,58.0,,0.58,48.13999999999999
2019-11-19,90,58.0,,0.58,52.199999999999996
2019-11-20,88,58.0,,0.58,51.04
2019-11-21,87,58.0,,0.58,50.459999999999994
2019-11-22,82,58.0,,0.58,47.559999999999995
2019-11-23,31,58.0,,0.58,17.98
2019-11-24,31,58.0,,0.58,17.98
2019-11-25,77,58.0,,0.58,44.66
2019-11-26,71,58.0,,0.58,41.18
2019-11-27,46,58.0,,0.58,26.68
2019-11-28,28,58.0,,0.58,16.24
2019-11-29,30,58.0,,0.58,17.4
2019-11-30,32,58.0,,0.58,18.56
2019-12-01,27,51.0,False,0.51,13.77
2019-12-02,84,51.0,,0.51,42.84
2019-12-03,95,51.0,,0.51,48.45
2019-12-04,100,51.0,,0.51,51.0
2019-12-05,88,51.0,,0.51,44.88
2019-12-06,97,51.0,,0.51,49.47
2019-12-07,36,51.0,,0.51,18.36
2019-12-08,31,51.0,,0.51,15.81
2019-12-09,81,51.0,,0.51,41.31
2019-12-10,93,51.0,,0.51,47.43
2019-12-11,91,51.0,,0.51,46.410000000000004
2019-12-12,94,51.0,,0.51,47.94
2019-12-13,86,51.0,,0.51,43.86
2019-12-14,32,51.0,,0.51,16.32
2019-12-15,38,51.0,,0.51,19.38
2019-12-16,78,51.0,,0.51,39.78
2019-12-17,74,51.0,,0.51,37.74
2019-12-18,81,51.0,,0.51,41.31
2019-12-19,69,51.0,,0.51,35.19
2019-12-20,58,51.0,,0.51,29.580000000000002
2019-12-21,27,51.0,,0.51,13.77
2019-12-22,28,51.0,,0.51,14.280000000000001
2019-12-23,44,51.0,,0.51,22.44
2019-12-24,35,51.0,,0.51,17.85
2019-12-25,30,51.0,,0.51,15.3
2019-12-26,46,51.0,,0.51,23.46
2019-12-27,39,51.0,,0.51,19.89
2019-12-28,26,51.0,,0.51,13.26
2019-12-29,29,51.0,,0.51,14.790000000000001
2019-12-30,37,51.0,,0.51,18.87
2019-12-31,43,51.0,,0.51,21.93
2020-01-01,17,57.0,False,0.57,9.69
2020-01-02,53,57.0,,0.57,30.209999999999997
2020-01-03,37,57.0,,0.57,21.09
2020-01-04,37,57.0,,0.57,21.09
2020-01-05,25,57.0,,0.57,14.249999999999998
2020-01-06,62,57.0,,0.57,35.339999999999996
2020-01-07,78,57.0,,0.57,44.459999999999994
2020-01-08,82,57.0,,0.57,46.739999999999995
2020-01-09,85,57.0,,0.57,48.449999999999996
2020-01-10,89,57.0,,0.57,50.73
2020-01-11,33,57.0,,0.57,18.81
2020-01-12,32,57.0,,0.57,18.24
2020-01-13,89,57.0,,0.57,50.73
2020-01-14,80,57.0,,0.57,45.599999999999994
2020-01-15,89,57.0,,0.57,50.73
2020-01-16,93,57.0,,0.57,53.01
2020-01-17,93,57.0,,0.57,53.01
2020-01-18,35,57.0,,0.57,19.95
2020-01-19,29,57.0,,0.57,16.529999999999998
2020-01-20,39,57.0,,0.57,22.229999999999997
2020-01-21,80,57.0,,0.57,45.599999999999994
2020-01-22,95,57.0,,0.57,54.15
2020-01-23,100,57.0,,0.57,56.99999999999999
2020-01-24,80,57.0,,0.57,45.599999999999994
2020-01-25,40,57.0,,0.57,22.799999999999997
2020-01-26,31,57.0,,0.57,17.669999999999998
2020-01-27,83,57.0,,0.57,47.309999999999995
2020-01-28,84,57.0,,0.57,47.879999999999995
2020-01-29,90,57.0,,0.57,51.3
2020-01-30,81,57.0,,0.57,46.169999999999995
2020-01-31,91,57.0,,0.57,51.87
2020-02-01,26,70.0,False,0.7,18.2
2020-02-02,31,70.0,,0.7,21.7
2020-02-03,100,70.0,,0.7,70.0
2020-02-04,90,70.0,,0.7,62.99999999999999
2020-02-05,74,70.0,,0.7,51.8
2020-02-06,73,70.0,,0.7,51.099999999999994
2020-02-07,63,70.0,,0.7,44.099999999999994
2020-02-08,26,70.0,,0.7,18.2
2020-02-09,24,70.0,,0.7,16.799999999999997
2020-02-10,71,70.0,,0.7,49.699999999999996
2020-02-11,73,70.0,,0.7,51.099999999999994
2020-02-12,75,70.0,,0.7,52.5
2020-02-13,64,70.0,,0.7,44.8
2020-02-14,56,70.0,,0.7,39.199999999999996
2020-02-15,23,70.0,,0.7,16.099999999999998
2020-02-16,29,70.0,,0.7,20.299999999999997
2020-02-17,40,70.0,,0.7,28.0
2020-02-18,66,70.0,,0.7,46.199999999999996
2020-02-19,64,70.0,,0.7,44.8
2020-02-20,58,70.0,,0.7,40.599999999999994
2020-02-21,73,70.0,,0.7,51.099999999999994
2020-02-22,22,70.0,,0.7,15.399999999999999
2020-02-23,26,70.0,,0.7,18.2
2020-02-24,65,70.0,,0.7,45.5
2020-02-25,73,70.0,,0.7,51.099999999999994
2020-02-26,74,70.0,,0.7,51.8
2020-02-27,63,70.0,,0.7,44.099999999999994
2020-02-28,79,70.0,,0.7,55.3
2020-02-29,29,70.0,,0.7,20.299999999999997
2020-03-01,40,77.0,False,0.77,30.8
2020-03-02,96,77.0,,0.77,73.92
2020-03-03,88,77.0,,0.77,67.76
2020-03-04,90,77.0,,0.77,69.3
2020-03-05,91,77.0,,0.77,70.07000000000001
2020-03-06,78,77.0,,0.77,60.06
2020-03-07,30,77.0,,0.77,23.1
2020-03-08,30,77.0,,0.77,23.1
2020-03-09,87,77.0,,0.77,66.99
2020-03-10,84,77.0,,0.77,64.68
2020-03-11,93,77.0,,0.77,71.61
2020-03-12,92,77.0,,0.77,70.84
2020-03-13,85,77.0,,0.77,65.45
2020-03-14,43,77.0,,0.77,33.11
2020-03-15,36,77.0,,0.77,27.72
2020-03-16,83,77.0,,0.77,63.910000000000004
2020-03-17,86,77.0,,0.77,66.22
2020-03-18,83,77.0,,0.77,63.910000000000004
2020-03-19,90,77.0,,0.77,69.3
2020-03-20,72,77.0,,0.77,55.44
2020-03-21,43,77.0,,0.77,33.11
2020-03-22,37,77.0,,0.77,28.490000000000002
2020-03-23,100,77.0,,0.77,77.0
2020-03-24,94,77.0,,0.77,72.38
2020-03-25,93,77.0,,0.77,71.61
2020-03-26,91,77.0,,0.77,70.07000000000001
2020-03-27,86,77.0,,0.77,66.22
2020-03-28,42,77.0,,0.77,32.34
2020-03-29,42,77.0,,0.77,32.34
2020-03-30,96,77.0,,0.77,73.92
2020-03-31,92,77.0,,0.77,70.84
2020-04-01,66,83.0,False,0.83,54.779999999999994
2020-04-02,68,83.0,,0.83,56.44
2020-04-03,61,83.0,,0.83,50.629999999999995
2020-04-04,37,83.0,,0.83,30.709999999999997
2020-04-05,28,83.0,,0.83,23.24
2020-04-06,68,83.0,,0.83,56.44
2020-04-07,60,83.0,,0.83,49.8
2020-04-08,67,83.0,,0.83,55.61
2020-04-09,62,83.0,,0.83,51.46
2020-04-10,46,83.0,,0.83,38.18
2020-04-11,23,83.0,,0.83,19.09
2020-04-12,28,83.0,,0.83,23.24
2020-04-13,63,83.0,,0.83,52.29
2020-04-14,67,83.0,,0.83,55.61
2020-04-15,63,83.0,,0.83,52.29
2020-04-16,59,83.0,,0.83,48.97
2020-04-17,66,83.0,,0.83,54.779999999999994
2020-04-18,33,83.0,,0.83,27.389999999999997
2020-04-19,28,83.0,,0.83,23.24
2020-04-20,62,83.0,,0.83,51.46
2020-04-21,69,83.0,,0.83,57.269999999999996
2020-04-22,68,83.0,,0.83,56.44
2020-04-23,67,83.0,,0.83,55.61
2020-04-24,54,83.0,,0.83,44.82
2020-04-25,30,83.0,,0.83,24.9
2020-04-26,33,83.0,,0.83,27.389999999999997
2020-04-27,68,83.0,,0.83,56.44
2020-04-28,100,83.0,,0.83,83.0
2020-04-29,90,83.0,,0.83,74.7
2020-04-30,73,83.0,,0.83,60.589999999999996
2020-05-01,85,56.0,False,0.56,47.6
2020-05-02,41,56.0,,0.56,22.96
2020-05-03,42,56.0,,0.56,23.520000000000003
2020-05-04,100,56.0,,0.56,56.00000000000001
2020-05-05,87,56.0,,0.56,48.720000000000006
2020-05-06,83,56.0,,0.56,46.480000000000004
2020-05-07,88,56.0,,0.56,49.28
2020-05-08,76,56.0,,0.56,42.56
2020-05-09,46,56.0,,0.56,25.76
2020-05-10,39,56.0,,0.56,21.840000000000003
2020-05-11,94,56.0,,0.56,52.64000000000001
2020-05-12,84,56.0,,0.56,47.040000000000006
2020-05-13,75,56.0,,0.56,42.00000000000001
2020-05-14,80,56.0,,0.56,44.800000000000004
2020-05-15,82,56.0,,0.56,45.92
2020-05-16,41,56.0,,0.56,22.96
2020-05-17,37,56.0,,0.56,20.720000000000002
2020-05-18,85,56.0,,0.56,47.6
2020-05-19,77,56.0,,0.56,43.120000000000005
2020-05-20,71,56.0,,0.56,39.760000000000005
2020-05-21,68,56.0,,0.56,38.080000000000005
2020-05-22,62,56.0,,0.56,34.720000000000006
2020-05-23,34,56.0,,0.56,19.040000000000003
2020-05-24,31,56.0,,0.56,17.360000000000003
2020-05-25,39,56.0,,0.56,21.840000000000003
2020-05-26,68,56.0,,0.56,38.080000000000005
2020-05-27,70,56.0,,0.56,39.2
2020-05-28,72,56.0,,0.56,40.32000000000001
2020-05-29,61,56.0,,0.56,34.160000000000004
2020-05-30,36,56.0,,0.56,20.160000000000004
2020-05-31,27,56.0,,0.56,15.120000000000001
2020-06-01,86,42.0,False,0.42,36.12
2020-06-02,100,42.0,,0.42,42.0
2020-06-03,87,42.0,,0.42,36.54
2020-06-04,92,42.0,,0.42,38.64
2020-06-05,89,42.0,,0.42,37.379999999999995
2020-06-06,44,42.0,,0.42,18.48
2020-06-07,30,42.0,,0.42,12.6
2020-06-08,89,42.0,,0.42,37.379999999999995
2020-06-09,81,42.0,,0.42,34.019999999999996
2020-06-10,100,42.0,,0.42,42.0
2020-06-11,95,42.0,,0.42,39.9
2020-06-12,73,42.0,,0.42,30.66
2020-06-13,45,42.0,,0.42,18.9
2020-06-14,49,42.0,,0.42,20.58
2020-06-15,75,42.0,,0.42,31.5
2020-06-16,84,42.0,,0.42,35.28
2020-06-17,88,42.0,,0.42,36.96
2020-06-18,71,42.0,,0.42,29.82
2020-06-19,74,42.0,,0.42,31.08
2020-06-20,48,42.0,,0.42,20.16
2020-06-21,41,42.0,,0.42,17.22
2020-06-22,57,42.0,,0.42,23.939999999999998
2020-06-23,99,42.0,,0.42,41.58
2020-06-24,89,42.0,,0.42,37.379999999999995
2020-06-25,71,42.0,,0.42,29.82
2020-06-26,79,42.0,,0.42,33.18
2020-06-27,51,42.0,,0.42,21.419999999999998
2020-06-28,42,42.0,,0.42,17.64
2020-06-29,83,42.0,,0.42,34.86
2020-06-30,84,42.0,,0.42,35.28
2020-07-01,51,42.0,False,0.42,21.419999999999998
2020-07-02,47,42.0,,0.42,19.74
2020-07-03,37,42.0,,0.42,15.54
2020-07-04,31,42.0,,0.42,13.02
2020-07-05,29,42.0,,0.42,12.18
2020-07-06,55,42.0,,0.42,23.099999999999998
2020-07-07,51,42.0,,0.42,21.419999999999998
2020-07-08,50,42.0,,0.42,21.0
2020-07-09,52,42.0,,0.42,21.84
2020-07-10,54,42.0,,0.42,22.68
2020-07-11,39,42.0,,0.42,16.38
2020-07-12,34,42.0,,0.42,14.28
2020-07-13,56,42.0,,0.42,23.52
2020-07-14,58,42.0,,0.42,24.36
2020-07-15,51,42.0,,0.42,21.419999999999998
2020-07-16,52,42.0,,0.42,21.84
2020-07-17,51,42.0,,0.42,21.419999999999998
2020-07-18,23,42.0,,0.42,9.66
2020-07-19,31,42.0,,0.42,13.02
2020-07-20,50,42.0,,0.42,21.0
2020-07-21,51,42.0,,0.42,21.419999999999998
2020-07-22,53,42.0,,0.42,22.259999999999998
2020-07-23,43,42.0,,0.42,18.06
2020-07-24,53,42.0,,0.42,22.259999999999998
2020-07-25,31,42.0,,0.42,13.02
2020-07-26,30,42.0,,0.42,12.6
2020-07-27,48,42.0,,0.42,20.16
2020-07-28,51,42.0,,0.42,21.419999999999998
2020-07-29,56,42.0,,0.42,23.52
2020-07-30,99,42.0,,0.42,41.58
2020-07-31,100,42.0,,0.42,42.0
2020-08-01,30,52.0,False,0.52,15.600000000000001
2020-08-02,31,52.0,,0.52,16.12
2020-08-03,70,52.0,,0.52,36.4
2020-08-04,56,52.0,,0.52,29.12
2020-08-05,54,52.0,,0.52,28.080000000000002
2020-08-06,59,52.0,,0.52,30.68
2020-08-07,46,52.0,,0.52,23.92
2020-08-08,27,52.0,,0.52,14.040000000000001
2020-08-09,34,52.0,,0.52,17.68
2020-08-10,53,52.0,,0.52,27.560000000000002
2020-08-11,60,52.0,,0.52,31.200000000000003
2020-08-12,55,52.0,,0.52,28.6
2020-08-13,57,52.0,,0.52,29.64
2020-08-14,64,52.0,,0.52,33.28
2020-08-15,26,52.0,,0.52,13.52
2020-08-16,32,52.0,,0.52,16.64
2020-08-17,69,52.0,,0.52,35.88
2020-08-18,75,52.0,,0.52,39.0
2020-08-19,83,52.0,,0.52,43.160000000000004
2020-08-20,81,52.0,,0.52,42.120000000000005
2020-08-21,77,52.0,,0.52,40.04
2020-08-22,35,52.0,,0.52,18.2
2020-08-23,39,52.0,,0.52,20.28
2020-08-24,91,52.0,,0.52,47.32
2020-08-25,98,52.0,,0.52,50.96
2020-08-26,86,52.0,,0.52,44.72
2020-08-27,85,52.0,,0.52,44.2
2020-08-28,84,52.0,,0.52,43.68
2020-08-29,35,52.0,,0.52,18.2
2020-08-30,45,52.0,,0.52,23.400000000000002
2020-08-31,100,52.0,,0.52,52.0
2020-09-01,87,86.0,False,0.86,74.82
2020-09-02,91,86.0,,0.86,78.26
2020-09-03,91,86.0,,0.86,78.26
2020-09-04,79,86.0,,0.86,67.94
2020-09-05,30,86.0,,0.86,25.8
2020-09-06,32,86.0,,0.86,27.52
2020-09-07,36,86.0,,0.86,30.96
2020-09-08,99,86.0,,0.86,85.14
2020-09-09,86,86.0,,0.86,73.96
2020-09-10,85,86.0,,0.86,73.1
2020-09-11,80,86.0,,0.86,68.8
2020-09-12,28,86.0,,0.86,24.08
2020-09-13,44,86.0,,0.86,37.839999999999996
2020-09-14,100,86.0,,0.86,86.0
2020-09-15,93,86.0,,0.86,79.98
2020-09-16,85,86.0,,0.86,73.1
2020-09-17,98,86.0,,0.86,84.28
2020-09-18,86,86.0,,0.86,73.96
2020-09-19,31,86.0,,0.86,26.66
2020-09-20,28,86.0,,0.86,24.08
2020-09-21,86,86.0,,0.86,73.96
2020-09-22,92,86.0,,0.86,79.12
2020-09-23,98,86.0,,0.86,84.28
2020-09-24,90,86.0,,0.86,77.4
2020-09-25,76,86.0,,0.86,65.36
2020-09-26,38,86.0,,0.86,32.68
2020-09-27,35,86.0,,0.86,30.099999999999998
2020-09-28,69,86.0,,0.86,59.339999999999996
2020-09-29,70,86.0,,0.86,60.199999999999996
2020-09-30,67,86.0,,0.86,57.62
2020-10-01,85,50.0,False,0.5,42.5
2020-10-02,75,50.0,,0.5,37.5
2020-10-03,37,50.0,,0.5,18.5
2020-10-04,27,50.0,,0.5,13.5
2020-10-05,77,50.0,,0.5,38.5
2020-10-06,75,50.0,,0.5,37.5
2020-10-07,73,50.0,,0.5,36.5
2020-10-08,73,50.0,,0.5,36.5
2020-10-09,56,50.0,,0.5,28.0
2020-10-10,30,50.0,,0.5,15.0
2020-10-11,28,50.0,,0.5,14.0
2020-10-12,57,50.0,,0.5,28.5
2020-10-13,70,50.0,,0.5,35.0
2020-10-14,50,50.0,,0.5,25.0
2020-10-15,63,50.0,,0.5,31.5
2020-10-16,55,50.0,,0.5,27.5
2020-10-17,31,50.0,,0.5,15.5
2020-10-18,27,50.0,,0.5,13.5
2020-10-19,63,50.0,,0.5,31.5
2020-10-20,77,50.0,,0.5,38.5
2020-10-21,67,50.0,,0.5,33.5
2020-10-22,60,50.0,,0.5,30.0
2020-10-23,67,50.0,,0.5,33.5
2020-10-24,36,50.0,,0.5,18.0
2020-10-25,25,50.0,,0.5,12.5
2020-10-26,52,50.0,,0.5,26.0
2020-10-27,54,50.0,,0.5,27.0
2020-10-28,54,50.0,,0.5,27.0
2020-10-29,88,50.0,,0.5,44.0
2020-10-30,100,50.0,,0.5,50.0
2020-10-31,35,50.0,,0.5,17.5
2020-11-01,56,40.0,False,0.4,22.400000000000002
2020-11-02,84,40.0,,0.4,33.6
2020-11-03,77,40.0,,0.4,30.8
2020-11-04,70,40.0,,0.4,28.0
2020-11-05,73,40.0,,0.4,29.200000000000003
2020-11-06,69,40.0,,0.4,27.6
2020-11-07,50,40.0,,0.4,20.0
2020-11-08,42,40.0,,0.4,16.8
2020-11-09,86,40.0,,0.4,34.4
2020-11-10,86,40.0,,0.4,34.4
2020-11-11,85,40.0,,0.4,34.0
2020-11-12,83,40.0,,0.4,33.2
2020-11-13,78,40.0,,0.4,31.200000000000003
2020-11-14,50,40.0,,0.4,20.0
2020-11-15,51,40.0,,0.4,20.400000000000002
2020-11-16,100,40.0,,0.4,40.0
2020-11-17,86,40.0,,0.4,34.4
2020-11-18,77,40.0,,0.4,30.8
2020-11-19,79,40.0,,0.4,31.6
2020-11-20,83,40.0,,0.4,33.2
2020-11-21,56,40.0,,0.4,22.400000000000002
2020-11-22,40,40.0,,0.4,16.0
2020-11-23,81,40.0,,0.4,32.4
2020-11-24,82,40.0,,0.4,32.800000000000004
2020-11-25,82,40.0,,0.4,32.800000000000004
2020-11-26,37,40.0,,0.4,14.8
2020-11-27,51,40.0,,0.4,20.400000000000002
2020-11-28,43,40.0,,0.4,17.2
2020-11-29,49,40.0,,0.4,19.6
2020-11-30,84,40.0,,0.4,33.6
2020-12-01,72,38.0,False,0.38,27.36
2020-12-02,98,38.0,,0.38,37.24
2020-12-03,82,38.0,,0.38,31.16
2020-12-04,82,38.0,,0.38,31.16
2020-12-05,49,38.0,,0.38,18.62
2020-12-06,39,38.0,,0.38,14.82
2020-12-07,88,38.0,,0.38,33.44
2020-12-08,82,38.0,,0.38,31.16
2020-12-09,85,38.0,,0.38,32.3
2020-12-10,100,38.0,,0.38,38.0
2020-12-11,67,38.0,,0.38,25.46
2020-12-12,51,38.0,,0.38,19.38
2020-12-13,41,38.0,,0.38,15.58
2020-12-14,94,38.0,,0.38,35.72
2020-12-15,84,38.0,,0.38,31.92
2020-12-16,91,38.0,,0.38,34.58
2020-12-17,79,38.0,,0.38,30.02
2020-12-18,86,38.0,,0.38,32.68
2020-12-19,45,38.0,,0.38,17.1
2020-12-20,43,38.0,,0.38,16.34
2020-12-21,67,38.0,,0.38,25.46
2020-12-22,66,38.0,,0.38,25.080000000000002
2020-12-23,50,38.0,,0.38,19.0
2020-12-24,54,38.0,,0.38,20.52
2020-12-25,39,38.0,,0.38,14.82
2020-12-26,33,38.0,,0.38,12.540000000000001
2020-12-27,37,38.0,,0.38,14.06
2020-12-28,55,38.0,,0.38,20.9
2020-12-29,57,38.0,,0.38,21.66
2020-12-30,56,38.0,,0.38,21.28
2020-12-31,47,38.0,,0.38,17.86
2021-01-01,29,38.0,False,0.38,11.02
2021-01-02,37,38.0,,0.38,14.06
2021-01-03,39,38.0,,0.38,14.82
2021-01-04,72,38.0,,0.38,27.36
2021-01-05,77,38.0,,0.38,29.26
2021-01-06,74,38.0,,0.38,28.12
2021-01-07,81,38.0,,0.38,30.78
2021-01-08,84,38.0,,0.38,31.92
2021-01-09,41,38.0,,0.38,15.58
2021-01-10,37,38.0,,0.38,14.06
2021-01-11,88,38.0,,0.38,33.44
2021-01-12,83,38.0,,0.38,31.54
2021-01-13,80,38.0,,0.38,30.4
2021-01-14,75,38.0,,0.38,28.5
2021-01-15,71,38.0,,0.38,26.98
2021-01-16,43,38.0,,0.38,16.34
2021-01-17,45,38.0,,0.38,17.1
2021-01-18,63,38.0,,0.38,23.94
2021-01-19,77,38.0,,0.38,29.26
2021-01-20,95,38.0,,0.38,36.1
2021-01-21,100,38.0,,0.38,38.0
2021-01-22,95,38.0,,0.38,36.1
2021-01-23,42,38.0,,0.38,15.96
2021-01-24,43,38.0,,0.38,16.34
2021-01-25,85,38.0,,0.38,32.3
2021-01-26,76,38.0,,0.38,28.88
2021-01-27,84,38.0,,0.38,31.92
2021-01-28,86,38.0,,0.38,32.68
2021-01-29,70,38.0,,0.38,26.6
2021-01-30,44,38.0,,0.38,16.72
2021-01-31,53,38.0,,0.38,20.14
2021-02-01,49,44.0,False,0.44,21.56
2021-02-02,82,44.0,,0.44,36.08
2021-02-03,100,44.0,,0.44,44.0
2021-02-04,47,44.0,,0.44,20.68
2021-02-05,52,44.0,,0.44,22.88
2021-02-06,34,44.0,,0.44,14.96
2021-02-07,24,44.0,,0.44,10.56
2021-02-08,51,44.0,,0.44,22.44
2021-02-09,53,44.0,,0.44,23.32
2021-02-10,46,44.0,,0.44,20.24
2021-02-11,46,44.0,,0.44,20.24
2021-02-12,45,44.0,,0.44,19.8
2021-02-13,21,44.0,,0.44,9.24
2021-02-14,24,44.0,,0.44,10.56
2021-02-15,30,44.0,,0.44,13.2
2021-02-16,49,44.0,,0.44,21.56
2021-02-17,48,44.0,,0.44,21.12
2021-02-18,49,44.0,,0.44,21.56
2021-02-19,43,44.0,,0.44,18.92
2021-02-20,27,44.0,,0.44,11.88
2021-02-21,28,44.0,,0.44,12.32
2021-02-22,49,44.0,,0.44,21.56
2021-02-23,46,44.0,,0.44,20.24
2021-02-24,45,44.0,,0.44,19.8
2021-02-25,44,44.0,,0.44,19.36
2021-02-26,41,44.0,,0.44,18.04
2021-02-27,28,44.0,,0.44,12.32
2021-02-28,29,44.0,,0.44,12.76
2021-03-01,95,39.0,False,0.39,37.050000000000004
2021-03-02,100,39.0,,0.39,39.0
2021-03-03,96,39.0,,0.39,37.44
2021-03-04,81,39.0,,0.39,31.59
2021-03-05,83,39.0,,0.39,32.370000000000005
2021-03-06,46,39.0,,0.39,17.94
2021-03-07,41,39.0,,0.39,15.99
2021-03-08,91,39.0,,0.39,35.49
2021-03-09,98,39.0,,0.39,38.22
2021-03-10,95,39.0,,0.39,37.050000000000004
2021-03-11,93,39.0,,0.39,36.27
2021-03-12,80,39.0,,0.39,31.200000000000003
2021-03-13,44,39.0,,0.39,17.16
2021-03-14,42,39.0,,0.39,16.38
2021-03-15,66,39.0,,0.39,25.740000000000002
2021-03-16,66,39.0,,0.39,25.740000000000002
2021-03-17,83,39.0,,0.39,32.370000000000005
2021-03-18,94,39.0,,0.39,36.660000000000004
2021-03-19,78,39.0,,0.39,30.42
2021-03-20,39,39.0,,0.39,15.21
2021-03-21,52,39.0,,0.39,20.28
2021-03-22,70,39.0,,0.39,27.3
2021-03-23,86,39.0,,0.39,33.54
2021-03-24,81,39.0,,0.39,31.59
2021-03-25,83,39.0,,0.39,32.370000000000005
2021-03-26,74,39.0,,0.39,28.86
2021-03-27,41,39.0,,0.39,15.99
2021-03-28,43,39.0,,0.39,16.77
2021-03-29,76,39.0,,0.39,29.64
2021-03-30,85,39.0,,0.39,33.15
2021-03-31,72,39.0,,0.39,28.080000000000002
2021-04-01,53,43.0,False,0.43,22.79
2021-04-02,44,43.0,,0.43,18.919999999999998
2021-04-03,29,43.0,,0.43,12.47
2021-04-04,30,43.0,,0.43,12.9
2021-04-05,67,43.0,,0.43,28.81
2021-04-06,57,43.0,,0.43,24.509999999999998
2021-04-07,52,43.0,,0.43,22.36
2021-04-08,57,43.0,,0.43,24.509999999999998
2021-04-09,53,43.0,,0.43,22.79
2021-04-10,27,43.0,,0.43,11.61
2021-04-11,32,43.0,,0.43,13.76
2021-04-12,55,43.0,,0.43,23.65
2021-04-13,56,43.0,,0.43,24.08
2021-04-14,50,43.0,,0.43,21.5
2021-04-15,49,43.0,,0.43,21.07
2021-04-16,52,43.0,,0.43,22.36
2021-04-17,34,43.0,,0.43,14.62
2021-04-18,21,43.0,,0.43,9.03
2021-04-19,60,43.0,,0.43,25.8
2021-04-20,63,43.0,,0.43,27.09
2021-04-21,62,43.0,,0.43,26.66
2021-04-22,58,43.0,,0.43,24.94
2021-04-23,62,43.0,,0.43,26.66
2021-04-24,38,43.0,,0.43,16.34
2021-04-25,34,43.0,,0.43,14.62
2021-04-26,73,43.0,,0.43,31.39
2021-04-27,100,43.0,,0.43,43.0
2021-04-28,99,43.0,,0.43,42.57
