date,ES_unscaled,ES_monthly,isPartial,scale,ES
2019-08-29,96,72.0,,0.72,69.12
2019-08-30,91,72.0,,0.72,65.52
2019-08-31,92,72.0,,0.72,66.24
2019-09-01,87,79.0,False,0.79,68.73
2019-09-02,90,79.0,,0.79,71.10000000000001
2019-09-03,83,79.0,,0.79,65.57000000000001
2019-09-04,89,79.0,,0.79,70.31
2019-09-05,91,79.0,,0.79,71.89
2019-09-06,88,79.0,,0.79,69.52000000000001
2019-09-07,88,79.0,,0.79,69.52000000000001
2019-09-08,91,79.0,,0.79,71.89
2019-09-09,89,79.0,,0.79,70.31
2019-09-10,95,79.0,,0.79,75.05
2019-09-11,94,79.0,,0.79,74.26
2019-09-12,94,79.0,,0.79,74.26
2019-09-13,88,79.0,,0.79,69.52000000000001
2019-09-14,90,79.0,,0.79,71.10000000000001
2019-09-15,90,79.0,,0.79,71.10000000000001
2019-09-16,92,79.0,,0.79,72.68
2019-09-17,93,79.0,,0.79,73.47
2019-09-18,95,79.0,,0.79,75.05
2019-09-19,96,79.0,,0.79,75.84
2019-09-20,89,79.0,,0.79,70.31
2019-09-21,92,79.0,,0.79,72.68
2019-09-22,92,79.0,,0.79,72.68
2019-09-23,90,79.0,,0.79,71.10000000000001
2019-09-24,96,79.0,,0.79,75.84
2019-09-25,100,79.0,,0.79,79.0
2019-09-26,98,79.0,,0.79,77.42
2019-09-27,91,79.0,,0.79,71.89
2019-09-28,97,79.0,,0.79,76.63000000000001
2019-09-29,93,79.0,,0.79,73.47
2019-09-30,88,79.0,,0.79,69.52000000000001
2019-10-01,92,80.0,False,0.8,73.60000000000001
2019-10-02,95,80.0,,0.8,76.0
2019-10-03,99,80.0,,0.8,79.2
2019-10-04,91,80.0,,0.8,72.8
2019-10-05,91,80.0,,0.8,72.8
2019-10-06,92,80.0,,0.8,73.60000000000001
2019-10-07,94,80.0,,0.8,75.2
2019-10-08,97,80.0,,0.8,77.60000000000001
2019-10-09,97,80.0,,0.8,77.60000000000001
2019-10-10,97,80.0,,0.8,77.60000000000001
2019-10-11,94,80.0,,0.8,75.2
2019-10-12,98,80.0,,0.8,78.4
2019-10-13,91,80.0,,0.8,72.8
2019-10-14,94,80.0,,0.8,75.2
2019-10-15,94,80.0,,0.8,75.2
2019-10-16,94,80.0,,0.8,75.2
2019-10-17,99,80.0,,0.8,79.2
2019-10-18,92,80.0,,0.8,73.60000000000001
2019-10-19,95,80.0,,0.8,76.0
2019-10-20,93,80.0,,0.8,74.4
2019-10-21,94,80.0,,0.8,75.2
2019-10-22,98,80.0,,0.8,78.4
2019-10-23,99,80.0,,0.8,79.2
2019-10-24,93,80.0,,0.8,74.4
2019-10-25,94,80.0,,0.8,75.2
2019-10-26,96,80.0,,0.8,76.80000000000001
2019-10-27,100,80.0,,0.8,80.0
2019-10-28,99,80.0,,0.8,79.2
2019-10-29,97,80.0,,0.8,77.60000000000001
2019-10-30,100,80.0,,0.8,80.0
2019-10-31,96,80.0,,0.8,76.80000000000001
2019-11-01,86,80.0,False,0.8,68.8
2019-11-02,92,80.0,,0.8,73.60000000000001
2019-11-03,100,80.0,,0.8,80.0
2019-11-04,87,80.0,,0.8,69.60000000000001
2019-11-05,96,80.0,,0.8,76.80000000000001
2019-11-06,100,80.0,,0.8,80.0
2019-11-07,98,80.0,,0.8,78.4
2019-11-08,92,80.0,,0.8,73.60000000000001
2019-11-09,90,80.0,,0.8,72.0
2019-11-10,91,80.0,,0.8,72.8
2019-11-11,89,80.0,,0.8,71.2
2019-11-12,97,80.0,,0.8,77.60000000000001
2019-11-13,92,80.0,,0.8,73.60000000000001
2019-11-14,96,80.0,,0.8,76.80000000000001
2019-11-15,88,80.0,,0.8,70.4
2019-11-16,89,80.0,,0.8,71.2
2019-11-17,90,80.0,,0.8,72.0
2019-11-18,87,80.0,,0.8,69.60000000000001
2019-11-19,96,80.0,,0.8,76.80000000000001
2019-11-20,97,80.0,,0.8,77.60000000000001
2019-11-21,94,80.0,,0.8,75.2
2019-11-22,88,80.0,,0.8,70.4
2019-11-23,89,80.0,,0.8,71.2
2019-11-24,86,80.0,,0.8,68.8
2019-11-25,83,80.0,,0.8,66.4
2019-11-26,85,80.0,,0.8,68.0
2019-11-27,84,80.0,,0.8,67.2
2019-11-28,91,80.0,,0.8,72.8
2019-11-29,81,80.0,,0.8,64.8
2019-11-30,81,80.0,,0.8,64.8
2019-12-01,91,75.0,False,0.75,68.25
2019-12-02,92,75.0,,0.75,69.0
2019-12-03,91,75.0,,0.75,68.25
2019-12-04,100,75.0,,0.75,75.0
2019-12-05,99,75.0,,0.75,74.25
2019-12-06,97,75.0,,0.75,72.75
2019-12-07,94,75.0,,0.75,70.5
2019-12-08,91,75.0,,0.75,68.25
2019-12-09,92,75.0,,0.75,69.0
2019-12-10,95,75.0,,0.75,71.25
2019-12-11,93,75.0,,0.75,69.75
2019-12-12,93,75.0,,0.75,69.75
2019-12-13,91,75.0,,0.75,68.25
2019-12-14,93,75.0,,0.75,69.75
2019-12-15,88,75.0,,0.75,66.0
2019-12-16,88,75.0,,0.75,66.0
2019-12-17,89,75.0,,0.75,66.75
2019-12-18,89,75.0,,0.75,66.75
2019-12-19,89,75.0,,0.75,66.75
2019-12-20,84,75.0,,0.75,63.0
2019-12-21,90,75.0,,0.75,67.5
2019-12-22,90,75.0,,0.75,67.5
2019-12-23,82,75.0,,0.75,61.5
2019-12-24,88,75.0,,0.75,66.0
2019-12-25,92,75.0,,0.75,69.0
2019-12-26,89,75.0,,0.75,66.75
2019-12-27,91,75.0,,0.75,68.25
2019-12-28,96,75.0,,0.75,72.0
2019-12-29,94,75.0,,0.75,70.5
2019-12-30,89,75.0,,0.75,66.75
2019-12-31,87,75.0,,0.75,65.25
2020-01-01,75,81.0,False,0.81,60.75000000000001
2020-01-02,76,81.0,,0.81,61.56
2020-01-03,78,81.0,,0.81,63.18000000000001
2020-01-04,85,81.0,,0.81,68.85000000000001
2020-01-05,85,81.0,,0.81,68.85000000000001
2020-01-06,79,81.0,,0.81,63.99
2020-01-07,86,81.0,,0.81,69.66000000000001
2020-01-08,86,81.0,,0.81,69.66000000000001
2020-01-09,100,81.0,,0.81,81.0
2020-01-10,88,81.0,,0.81,71.28
2020-01-11,86,81.0,,0.81,69.66000000000001
2020-01-12,86,81.0,,0.81,69.66000000000001
2020-01-13,91,81.0,,0.81,73.71000000000001
2020-01-14,95,81.0,,0.81,76.95
2020-01-15,96,81.0,,0.81,77.76
2020-01-16,93,81.0,,0.81,75.33
2020-01-17,88,81.0,,0.81,71.28
2020-01-18,89,81.0,,0.81,72.09
2020-01-19,84,81.0,,0.81,68.04
2020-01-20,84,81.0,,0.81,68.04
2020-01-21,90,81.0,,0.81,72.9
2020-01-22,100,81.0,,0.81,81.0
2020-01-23,100,81.0,,0.81,81.0
2020-01-24,96,81.0,,0.81,77.76
2020-01-25,92,81.0,,0.81,74.52000000000001
2020-01-26,85,81.0,,0.81,68.85000000000001
2020-01-27,92,81.0,,0.81,74.52000000000001
2020-01-28,96,81.0,,0.81,77.76
2020-01-29,99,81.0,,0.81,80.19000000000001
2020-01-30,95,81.0,,0.81,76.95
2020-01-31,94,81.0,,0.81,76.14
2020-02-01,87,84.0,False,0.84,73.08
2020-02-02,91,84.0,,0.84,76.44
2020-02-03,86,84.0,,0.84,72.24
2020-02-04,89,84.0,,0.84,74.75999999999999
2020-02-05,92,84.0,,0.84,77.28
2020-02-06,90,84.0,,0.84,75.6
2020-02-07,83,84.0,,0.84,69.72
2020-02-08,84,84.0,,0.84,70.56
2020-02-09,85,84.0,,0.84,71.39999999999999
2020-02-10,84,84.0,,0.84,70.56
2020-02-11,86,84.0,,0.84,72.24
2020-02-12,92,84.0,,0.84,77.28
2020-02-13,91,84.0,,0.84,76.44
2020-02-14,83,84.0,,0.84,69.72
2020-02-15,82,84.0,,0.84,68.88
2020-02-16,82,84.0,,0.84,68.88
2020-02-17,84,84.0,,0.84,70.56
2020-02-18,92,84.0,,0.84,77.28
2020-02-19,95,84.0,,0.84,79.8
2020-02-20,89,84.0,,0.84,74.75999999999999
2020-02-21,92,84.0,,0.84,77.28
2020-02-22,87,84.0,,0.84,73.08
2020-02-23,86,84.0,,0.84,72.24
2020-02-24,90,84.0,,0.84,75.6
2020-02-25,91,84.0,,0.84,76.44
2020-02-26,100,84.0,,0.84,84.0
2020-02-27,89,84.0,,0.84,74.75999999999999
2020-02-28,89,84.0,,0.84,74.75999999999999
2020-02-29,85,84.0,,0.84,71.39999999999999
2020-03-01,61,87.0,False,0.87,53.07
2020-03-02,59,87.0,,0.87,51.33
2020-03-03,61,87.0,,0.87,53.07
2020-03-04,62,87.0,,0.87,53.94
2020-03-05,62,87.0,,0.87,53.94
2020-03-06,59,87.0,,0.87,51.33
2020-03-07,57,87.0,,0.87,49.589999999999996
2020-03-08,66,87.0,,0.87,57.42
2020-03-09,59,87.0,,0.87,51.33
2020-03-10,60,87.0,,0.87,52.2
2020-03-11,66,87.0,,0.87,57.42
2020-03-12,61,87.0,,0.87,53.07
2020-03-13,56,87.0,,0.87,48.72
2020-03-14,58,87.0,,0.87,50.46
2020-03-15,61,87.0,,0.87,53.07
2020-03-16,56,87.0,,0.87,48.72
2020-03-17,57,87.0,,0.87,49.589999999999996
2020-03-18,62,87.0,,0.87,53.94
2020-03-19,65,87.0,,0.87,56.55
2020-03-20,62,87.0,,0.87,53.94
2020-03-21,62,87.0,,0.87,53.94
2020-03-22,63,87.0,,0.87,54.81
2020-03-23,71,87.0,,0.87,61.77
2020-03-24,72,87.0,,0.87,62.64
2020-03-25,72,87.0,,0.87,62.64
2020-03-26,72,87.0,,0.87,62.64
2020-03-27,74,87.0,,0.87,64.38
2020-03-28,69,87.0,,0.87,60.03
2020-03-29,71,87.0,,0.87,61.77
2020-03-30,68,87.0,,0.87,59.16
2020-03-31,100,87.0,,0.87,87.0
2020-04-01,95,90.0,False,0.9,85.5
2020-04-02,91,90.0,,0.9,81.9
2020-04-03,91,90.0,,0.9,81.9
2020-04-04,84,90.0,,0.9,75.60000000000001
2020-04-05,90,90.0,,0.9,81.0
2020-04-06,92,90.0,,0.9,82.8
2020-04-07,88,90.0,,0.9,79.2
2020-04-08,94,90.0,,0.9,84.60000000000001
2020-04-09,92,90.0,,0.9,82.8
2020-04-10,92,90.0,,0.9,82.8
2020-04-11,93,90.0,,0.9,83.7
2020-04-12,94,90.0,,0.9,84.60000000000001
2020-04-13,90,90.0,,0.9,81.0
2020-04-14,91,90.0,,0.9,81.9
2020-04-15,90,90.0,,0.9,81.0
2020-04-16,90,90.0,,0.9,81.0
2020-04-17,92,90.0,,0.9,82.8
2020-04-18,86,90.0,,0.9,77.4
2020-04-19,94,90.0,,0.9,84.60000000000001
2020-04-20,93,90.0,,0.9,83.7
2020-04-21,96,90.0,,0.9,86.4
2020-04-22,96,90.0,,0.9,86.4
2020-04-23,100,90.0,,0.9,90.0
2020-04-24,93,90.0,,0.9,83.7
2020-04-25,89,90.0,,0.9,80.10000000000001
2020-04-26,86,90.0,,0.9,77.4
2020-04-27,91,90.0,,0.9,81.9
2020-04-28,93,90.0,,0.9,83.7
2020-04-29,94,90.0,,0.9,84.60000000000001
2020-04-30,99,90.0,,0.9,89.10000000000001
2020-05-01,100,86.0,False,0.86,86.0
2020-05-02,91,86.0,,0.86,78.26
2020-05-03,91,86.0,,0.86,78.26
2020-05-04,92,86.0,,0.86,79.12
2020-05-05,96,86.0,,0.86,82.56
2020-05-06,99,86.0,,0.86,85.14
2020-05-07,98,86.0,,0.86,84.28
2020-05-08,96,86.0,,0.86,82.56
2020-05-09,86,86.0,,0.86,73.96
2020-05-10,82,86.0,,0.86,70.52
2020-05-11,85,86.0,,0.86,73.1
2020-05-12,93,86.0,,0.86,79.98
2020-05-13,90,86.0,,0.86,77.4
2020-05-14,100,86.0,,0.86,86.0
2020-05-15,94,86.0,,0.86,80.84
2020-05-16,90,86.0,,0.86,77.4
2020-05-17,91,86.0,,0.86,78.26
2020-05-18,94,86.0,,0.86,80.84
2020-05-19,99,86.0,,0.86,85.14
2020-05-20,95,86.0,,0.86,81.7
2020-05-21,95,86.0,,0.86,81.7
2020-05-22,96,86.0,,0.86,82.56
2020-05-23,87,86.0,,0.86,74.82
2020-05-24,92,86.0,,0.86,79.12
2020-05-25,99,86.0,,0.86,85.14
2020-05-26,93,86.0,,0.86,79.98
2020-05-27,89,86.0,,0.86,76.53999999999999
2020-05-28,89,86.0,,0.86,76.53999999999999
2020-05-29,85,86.0,,0.86,73.1
2020-05-30,84,86.0,,0.86,72.24
2020-05-31,84,86.0,,0.86,72.24
2020-06-01,88,82.0,False,0.82,72.16
2020-06-02,94,82.0,,0.82,77.08
2020-06-03,100,82.0,,0.82,82.0
2020-06-04,94,82.0,,0.82,77.08
2020-06-05,98,82.0,,0.82,80.36
2020-06-06,90,82.0,,0.82,73.8
2020-06-07,92,82.0,,0.82,75.44
2020-06-08,88,82.0,,0.82,72.16
2020-06-09,92,82.0,,0.82,75.44
2020-06-10,96,82.0,,0.82,78.72
2020-06-11,88,82.0,,0.82,72.16
2020-06-12,89,82.0,,0.82,72.97999999999999
2020-06-13,92,82.0,,0.82,75.44
2020-06-14,93,82.0,,0.82,76.25999999999999
2020-06-15,84,82.0,,0.82,68.88
2020-06-16,94,82.0,,0.82,77.08
2020-06-17,98,82.0,,0.82,80.36
2020-06-18,96,82.0,,0.82,78.72
2020-06-19,89,82.0,,0.82,72.97999999999999
2020-06-20,88,82.0,,0.82,72.16
2020-06-21,86,82.0,,0.82,70.52
2020-06-22,77,82.0,,0.82,63.13999999999999
2020-06-23,82,82.0,,0.82,67.24
2020-06-24,90,82.0,,0.82,73.8
2020-06-25,85,82.0,,0.82,69.7
2020-06-26,86,82.0,,0.82,70.52
2020-06-27,89,82.0,,0.82,72.97999999999999
2020-06-28,89,82.0,,0.82,72.97999999999999
2020-06-29,80,82.0,,0.82,65.6
2020-06-30,83,82.0,,0.82,68.06
2020-07-01,88,79.0,False,0.79,69.52000000000001
2020-07-02,89,79.0,,0.79,70.31
2020-07-03,90,79.0,,0.79,71.10000000000001
2020-07-04,100,79.0,,0.79,79.0
2020-07-05,97,79.0,,0.79,76.63000000000001
2020-07-06,84,79.0,,0.79,66.36
2020-07-07,89,79.0,,0.79,70.31
2020-07-08,87,79.0,,0.79,68.73
2020-07-09,87,79.0,,0.79,68.73
2020-07-10,92,79.0,,0.79,72.68
2020-07-11,94,79.0,,0.79,74.26
2020-07-12,93,79.0,,0.79,73.47
2020-07-13,85,79.0,,0.79,67.15
2020-07-14,90,79.0,,0.79,71.10000000000001
2020-07-15,93,79.0,,0.79,73.47
2020-07-16,89,79.0,,0.79,70.31
2020-07-17,90,79.0,,0.79,71.10000000000001
2020-07-18,96,79.0,,0.79,75.84
2020-07-19,91,79.0,,0.79,71.89
2020-07-20,83,79.0,,0.79,65.57000000000001
2020-07-21,90,79.0,,0.79,71.10000000000001
2020-07-22,89,79.0,,0.79,70.31
2020-07-23,87,79.0,,0.79,68.73
2020-07-24,89,79.0,,0.79,70.31
2020-07-25,92,79.0,,0.79,72.68
2020-07-26,90,79.0,,0.79,71.10000000000001
2020-07-27,85,79.0,,0.79,67.15
2020-07-28,89,79.0,,0.79,70.31
2020-07-29,89,79.0,,0.79,70.31
2020-07-30,89,79.0,,0.79,70.31
2020-07-31,89,79.0,,0.79,70.31
2020-08-01,85,78.0,False,0.78,66.3
2020-08-02,81,78.0,,0.78,63.18
2020-08-03,83,78.0,,0.78,64.74000000000001
2020-08-04,80,78.0,,0.78,62.400000000000006
2020-08-05,80,78.0,,0.78,62.400000000000006
2020-08-06,82,78.0,,0.78,63.96
2020-08-07,80,78.0,,0.78,62.400000000000006
2020-08-08,81,78.0,,0.78,63.18
2020-08-09,82,78.0,,0.78,63.96
2020-08-10,89,78.0,,0.78,69.42
2020-08-11,84,78.0,,0.78,65.52
2020-08-12,83,78.0,,0.78,64.74000000000001
2020-08-13,84,78.0,,0.78,65.52
2020-08-14,80,78.0,,0.78,62.400000000000006
2020-08-15,82,78.0,,0.78,63.96
2020-08-16,83,78.0,,0.78,64.74000000000001
2020-08-17,81,78.0,,0.78,63.18
2020-08-18,82,78.0,,0.78,63.96
2020-08-19,82,78.0,,0.78,63.96
2020-08-20,85,78.0,,0.78,66.3
2020-08-21,88,78.0,,0.78,68.64
2020-08-22,83,78.0,,0.78,64.74000000000001
2020-08-23,86,78.0,,0.78,67.08
2020-08-24,90,78.0,,0.78,70.2
2020-08-25,90,78.0,,0.78,70.2
2020-08-26,91,78.0,,0.78,70.98
2020-08-27,91,78.0,,0.78,70.98
2020-08-28,94,78.0,,0.78,73.32000000000001
2020-08-29,81,78.0,,0.78,63.18
2020-08-30,83,78.0,,0.78,64.74000000000001
2020-08-31,100,78.0,,0.78,78.0
2020-09-01,83,88.0,False,0.88,73.04
2020-09-02,82,88.0,,0.88,72.16
2020-09-03,83,88.0,,0.88,73.04
2020-09-04,78,88.0,,0.88,68.64
2020-09-05,73,88.0,,0.88,64.24
2020-09-06,71,88.0,,0.88,62.48
2020-09-07,85,88.0,,0.88,74.8
2020-09-08,80,88.0,,0.88,70.4
2020-09-09,85,88.0,,0.88,74.8
2020-09-10,90,88.0,,0.88,79.2
2020-09-11,83,88.0,,0.88,73.04
2020-09-12,73,88.0,,0.88,64.24
2020-09-13,71,88.0,,0.88,62.48
2020-09-14,100,88.0,,0.88,88.0
2020-09-15,89,88.0,,0.88,78.32000000000001
2020-09-16,86,88.0,,0.88,75.68
2020-09-17,92,88.0,,0.88,80.96
2020-09-18,92,88.0,,0.88,80.96
2020-09-19,75,88.0,,0.88,66.0
2020-09-20,72,88.0,,0.88,63.36
2020-09-21,88,88.0,,0.88,77.44
2020-09-22,89,88.0,,0.88,78.32000000000001
2020-09-23,95,88.0,,0.88,83.6
2020-09-24,92,88.0,,0.88,80.96
2020-09-25,88,88.0,,0.88,77.44
2020-09-26,75,88.0,,0.88,66.0
2020-09-27,73,88.0,,0.88,64.24
2020-09-28,81,88.0,,0.88,71.28
2020-09-29,92,88.0,,0.88,80.96
2020-09-30,92,88.0,,0.88,80.96
2020-10-01,98,95.0,False,0.95,93.1
2020-10-02,97,95.0,,0.95,92.14999999999999
2020-10-03,82,95.0,,0.95,77.89999999999999
2020-10-04,80,95.0,,0.95,76.0
2020-10-05,88,95.0,,0.95,83.6
2020-10-06,92,95.0,,0.95,87.39999999999999
2020-10-07,100,95.0,,0.95,95.0
2020-10-08,89,95.0,,0.95,84.55
2020-10-09,90,95.0,,0.95,85.5
2020-10-10,81,95.0,,0.95,76.95
2020-10-11,82,95.0,,0.95,77.89999999999999
2020-10-12,88,95.0,,0.95,83.6
2020-10-13,91,95.0,,0.95,86.45
2020-10-14,96,95.0,,0.95,91.19999999999999
2020-10-15,93,95.0,,0.95,88.35
2020-10-16,93,95.0,,0.95,88.35
2020-10-17,85,95.0,,0.95,80.75
2020-10-18,84,95.0,,0.95,79.8
2020-10-19,86,95.0,,0.95,81.7
2020-10-20,96,95.0,,0.95,91.19999999999999
2020-10-21,98,95.0,,0.95,93.1
2020-10-22,94,95.0,,0.95,89.3
2020-10-23,94,95.0,,0.95,89.3
2020-10-24,83,95.0,,0.95,78.85
2020-10-25,89,95.0,,0.95,84.55
2020-10-26,90,95.0,,0.95,85.5
2020-10-27,93,95.0,,0.95,88.35
2020-10-28,93,95.0,,0.95,88.35
2020-10-29,93,95.0,,0.95,88.35
2020-10-30,95,95.0,,0.95,90.25
2020-10-31,88,95.0,,0.95,83.6
2020-11-01,95,88.0,False,0.88,83.6
2020-11-02,99,88.0,,0.88,87.12
2020-11-03,93,88.0,,0.88,81.84
2020-11-04,90,88.0,,0.88,79.2
2020-11-05,92,88.0,,0.88,80.96
2020-11-06,92,88.0,,0.88,80.96
2020-11-07,93,88.0,,0.88,81.84
2020-11-08,88,88.0,,0.88,77.44
2020-11-09,87,88.0,,0.88,76.56
2020-11-10,98,88.0,,0.88,86.24
2020-11-11,96,88.0,,0.88,84.48
2020-11-12,100,88.0,,0.88,88.0
2020-11-13,98,88.0,,0.88,86.24
2020-11-14,88,88.0,,0.88,77.44
2020-11-15,88,88.0,,0.88,77.44
2020-11-16,94,88.0,,0.88,82.72
2020-11-17,97,88.0,,0.88,85.36
2020-11-18,98,88.0,,0.88,86.24
2020-11-19,95,88.0,,0.88,83.6
2020-11-20,96,88.0,,0.88,84.48
2020-11-21,85,88.0,,0.88,74.8
2020-11-22,86,88.0,,0.88,75.68
2020-11-23,87,88.0,,0.88,76.56
2020-11-24,88,88.0,,0.88,77.44
2020-11-25,92,88.0,,0.88,80.96
2020-11-26,91,88.0,,0.88,80.08
2020-11-27,81,88.0,,0.88,71.28
2020-11-28,84,88.0,,0.88,73.92
2020-11-29,82,88.0,,0.88,72.16
2020-11-30,90,88.0,,0.88,79.2
2020-12-01,94,86.0,False,0.86,80.84
2020-12-02,94,86.0,,0.86,80.84
2020-12-03,96,86.0,,0.86,82.56
2020-12-04,100,86.0,,0.86,86.0
2020-12-05,90,86.0,,0.86,77.4
2020-12-06,90,86.0,,0.86,77.4
2020-12-07,93,86.0,,0.86,79.98
2020-12-08,98,86.0,,0.86,84.28
2020-12-09,94,86.0,,0.86,80.84
2020-12-10,98,86.0,,0.86,84.28
2020-12-11,94,86.0,,0.86,80.84
2020-12-12,87,86.0,,0.86,74.82
2020-12-13,86,86.0,,0.86,73.96
2020-12-14,93,86.0,,0.86,79.98
2020-12-15,90,86.0,,0.86,77.4
2020-12-16,97,86.0,,0.86,83.42
2020-12-17,93,86.0,,0.86,79.98
2020-12-18,90,86.0,,0.86,77.4
2020-12-19,89,86.0,,0.86,76.53999999999999
2020-12-20,87,86.0,,0.86,74.82
2020-12-21,81,86.0,,0.86,69.66
2020-12-22,82,86.0,,0.86,70.52
2020-12-23,85,86.0,,0.86,73.1
2020-12-24,80,86.0,,0.86,68.8
2020-12-25,80,86.0,,0.86,68.8
2020-12-26,83,86.0,,0.86,71.38
2020-12-27,85,86.0,,0.86,73.1
2020-12-28,85,86.0,,0.86,73.1
2020-12-29,85,86.0,,0.86,73.1
2020-12-30,83,86.0,,0.86,71.38
2020-12-31,79,86.0,,0.86,67.94
2021-01-01,67,91.0,False,0.91,60.97
2021-01-02,71,91.0,,0.91,64.61
2021-01-03,73,91.0,,0.91,66.43
2021-01-04,70,91.0,,0.91,63.7
2021-01-05,78,91.0,,0.91,70.98
2021-01-06,83,91.0,,0.91,75.53
2021-01-07,83,91.0,,0.91,75.53
2021-01-08,87,91.0,,0.91,79.17
2021-01-09,77,91.0,,0.91,70.07000000000001
2021-01-10,77,91.0,,0.91,70.07000000000001
2021-01-11,80,91.0,,0.91,72.8
2021-01-12,86,91.0,,0.91,78.26
2021-01-13,90,91.0,,0.91,81.9
2021-01-14,89,91.0,,0.91,80.99000000000001
2021-01-15,90,91.0,,0.91,81.9
2021-01-16,81,91.0,,0.91,73.71000000000001
2021-01-17,80,91.0,,0.91,72.8
2021-01-18,80,91.0,,0.91,72.8
2021-01-19,90,91.0,,0.91,81.9
2021-01-20,93,91.0,,0.91,84.63000000000001
2021-01-21,94,91.0,,0.91,85.54
2021-01-22,88,91.0,,0.91,80.08
2021-01-23,82,91.0,,0.91,74.62
2021-01-24,83,91.0,,0.91,75.53
2021-01-25,90,91.0,,0.91,81.9
2021-01-26,93,91.0,,0.91,84.63000000000001
2021-01-27,97,91.0,,0.91,88.27
2021-01-28,100,91.0,,0.91,91.0
2021-01-29,93,91.0,,0.91,84.63000000000001
2021-01-30,87,91.0,,0.91,79.17
2021-01-31,85,91.0,,0.91,77.35000000000001
2021-02-01,78,97.0,False,0.97,75.66
2021-02-02,91,97.0,,0.97,88.27
2021-02-03,96,97.0,,0.97,93.12
2021-02-04,95,97.0,,0.97,92.14999999999999
2021-02-05,88,97.0,,0.97,85.36
2021-02-06,86,97.0,,0.97,83.42
2021-02-07,86,97.0,,0.97,83.42
2021-02-08,92,97.0,,0.97,89.24
2021-02-09,90,97.0,,0.97,87.3
2021-02-10,94,97.0,,0.97,91.17999999999999
2021-02-11,97,97.0,,0.97,94.09
2021-02-12,89,97.0,,0.97,86.33
2021-02-13,81,97.0,,0.97,78.57
2021-02-14,81,97.0,,0.97,78.57
2021-02-15,77,97.0,,0.97,74.69
2021-02-16,84,97.0,,0.97,81.48
2021-02-17,90,97.0,,0.97,87.3
2021-02-18,91,97.0,,0.97,88.27
2021-02-19,100,97.0,,0.97,97.0
2021-02-20,87,97.0,,0.97,84.39
2021-02-21,86,97.0,,0.97,83.42
2021-02-22,92,97.0,,0.97,89.24
2021-02-23,96,97.0,,0.97,93.12
2021-02-24,95,97.0,,0.97,92.14999999999999
2021-02-25,91,97.0,,0.97,88.27
2021-02-26,93,97.0,,0.97,90.21
2021-02-27,85,97.0,,0.97,82.45
2021-02-28,84,97.0,,0.97,81.48
2021-03-01,85,94.0,False,0.94,79.89999999999999
2021-03-02,90,94.0,,0.94,84.6
2021-03-03,96,94.0,,0.94,90.24
2021-03-04,96,94.0,,0.94,90.24
2021-03-05,94,94.0,,0.94,88.36
2021-03-06,85,94.0,,0.94,79.89999999999999
2021-03-07,86,94.0,,0.94,80.83999999999999
2021-03-08,94,94.0,,0.94,88.36
2021-03-09,92,94.0,,0.94,86.47999999999999
2021-03-10,94,94.0,,0.94,88.36
2021-03-11,94,94.0,,0.94,88.36
2021-03-12,89,94.0,,0.94,83.66
2021-03-13,80,94.0,,0.94,75.19999999999999
2021-03-14,93,94.0,,0.94,87.42
2021-03-15,91,94.0,,0.94,85.53999999999999
2021-03-16,100,94.0,,0.94,94.0
2021-03-17,90,94.0,,0.94,84.6
2021-03-18,94,94.0,,0.94,88.36
2021-03-19,90,94.0,,0.94,84.6
2021-03-20,82,94.0,,0.94,77.08
2021-03-21,81,94.0,,0.94,76.14
2021-03-22,86,94.0,,0.94,80.83999999999999
2021-03-23,91,94.0,,0.94,85.53999999999999
2021-03-24,98,94.0,,0.94,92.11999999999999
2021-03-25,94,94.0,,0.94,88.36
2021-03-26,89,94.0,,0.94,83.66
2021-03-27,84,94.0,,0.94,78.96
2021-03-28,85,94.0,,0.94,79.89999999999999
2021-03-29,83,94.0,,0.94,78.02
2021-03-30,84,94.0,,0.94,78.96
2021-03-31,83,94.0,,0.94,78.02
2021-04-01,86,92.0,False,0.92,79.12
2021-04-02,83,92.0,,0.92,76.36
2021-04-03,82,92.0,,0.92,75.44
2021-04-04,86,92.0,,0.92,79.12
2021-04-05,79,92.0,,0.92,72.68
2021-04-06,86,92.0,,0.92,79.12
2021-04-07,90,92.0,,0.92,82.8
2021-04-08,90,92.0,,0.92,82.8
2021-04-09,88,92.0,,0.92,80.96000000000001
2021-04-10,83,92.0,,0.92,76.36
2021-04-11,85,92.0,,0.92,78.2
2021-04-12,94,92.0,,0.92,86.48
2021-04-13,93,92.0,,0.92,85.56
2021-04-14,93,92.0,,0.92,85.56
2021-04-15,97,92.0,,0.92,89.24000000000001
2021-04-16,90,92.0,,0.92,82.8
2021-04-17,84,92.0,,0.92,77.28
2021-04-18,84,92.0,,0.92,77.28
2021-04-19,89,92.0,,0.92,81.88000000000001
2021-04-20,94,92.0,,0.92,86.48
2021-04-21,93,92.0,,0.92,85.56
2021-04-22,100,92.0,,0.92,92.0
2021-04-23,92,92.0,,0.92,84.64
2021-04-24,85,92.0,,0.92,78.2
2021-04-25,86,92.0,,0.92,79.12
2021-04-26,90,92.0,,0.92,82.8
2021-04-27,98,92.0,,0.92,90.16000000000001
2021-04-28,97,92.0,,0.92,89.24000000000001
2021-04-29,97,92.0,,0.92,89.24000000000001
2021-04-30,96,92.0,,0.92,88.32000000000001
2021-05-01,84,93.0,False,0.93,78.12
