date,VTI_unscaled,VTI_monthly,isPartial,scale,VTI
2017-12-22,75,15.0,,0.15,11.25
2017-12-23,29,15.0,,0.15,4.35
2017-12-24,13,15.0,,0.15,1.95
2017-12-25,19,15.0,,0.15,2.85
2017-12-26,57,15.0,,0.15,8.549999999999999
2017-12-27,63,15.0,,0.15,9.45
2017-12-28,78,15.0,,0.15,11.7
2017-12-29,72,15.0,,0.15,10.799999999999999
2017-12-30,28,15.0,,0.15,4.2
2017-12-31,21,15.0,,0.15,3.15
2018-01-01,17,19.0,False,0.19,3.23
2018-01-02,80,19.0,,0.19,15.2
2018-01-03,89,19.0,,0.19,16.91
2018-01-04,75,19.0,,0.19,14.25
2018-01-05,63,19.0,,0.19,11.97
2018-01-06,33,19.0,,0.19,6.2700000000000005
2018-01-07,27,19.0,,0.19,5.13
2018-01-08,68,19.0,,0.19,12.92
2018-01-09,75,19.0,,0.19,14.25
2018-01-10,67,19.0,,0.19,12.73
2018-01-11,51,19.0,,0.19,9.69
2018-01-12,77,19.0,,0.19,14.63
2018-01-13,35,19.0,,0.19,6.65
2018-01-14,13,19.0,,0.19,2.47
2018-01-15,39,19.0,,0.19,7.41
2018-01-16,83,19.0,,0.19,15.77
2018-01-17,56,19.0,,0.19,10.64
2018-01-18,77,19.0,,0.19,14.63
2018-01-19,67,19.0,,0.19,12.73
2018-01-20,33,19.0,,0.19,6.2700000000000005
2018-01-21,21,19.0,,0.19,3.99
2018-01-22,63,19.0,,0.19,11.97
2018-01-23,84,19.0,,0.19,15.96
2018-01-24,92,19.0,,0.19,17.48
2018-01-25,85,19.0,,0.19,16.15
2018-01-26,94,19.0,,0.19,17.86
2018-01-27,24,19.0,,0.19,4.5600000000000005
2018-01-28,20,19.0,,0.19,3.8
2018-01-29,45,19.0,,0.19,8.55
2018-01-30,100,19.0,,0.19,19.0
2018-01-31,91,19.0,,0.19,17.29
2018-02-01,30,27.0,False,0.27,8.100000000000001
2018-02-02,38,27.0,,0.27,10.260000000000002
2018-02-03,14,27.0,,0.27,3.7800000000000002
2018-02-04,5,27.0,,0.27,1.35
2018-02-05,54,27.0,,0.27,14.580000000000002
2018-02-06,100,27.0,,0.27,27.0
2018-02-07,53,27.0,,0.27,14.31
2018-02-08,63,27.0,,0.27,17.01
2018-02-09,72,27.0,,0.27,19.44
2018-02-10,20,27.0,,0.27,5.4
2018-02-11,6,27.0,,0.27,1.62
2018-02-12,44,27.0,,0.27,11.88
2018-02-13,41,27.0,,0.27,11.07
2018-02-14,51,27.0,,0.27,13.770000000000001
2018-02-15,50,27.0,,0.27,13.5
2018-02-16,34,27.0,,0.27,9.18
2018-02-17,6,27.0,,0.27,1.62
2018-02-18,11,27.0,,0.27,2.97
2018-02-19,13,27.0,,0.27,3.5100000000000002
2018-02-20,32,27.0,,0.27,8.64
2018-02-21,26,27.0,,0.27,7.0200000000000005
2018-02-22,22,27.0,,0.27,5.94
2018-02-23,39,27.0,,0.27,10.530000000000001
2018-02-24,9,27.0,,0.27,2.43
2018-02-25,5,27.0,,0.27,1.35
2018-02-26,29,27.0,,0.27,7.83
2018-02-27,33,27.0,,0.27,8.91
2018-02-28,30,27.0,,0.27,8.100000000000001
2018-03-01,60,19.0,False,0.19,11.4
2018-03-02,71,19.0,,0.19,13.49
2018-03-03,26,19.0,,0.19,4.94
2018-03-04,14,19.0,,0.19,2.66
2018-03-05,69,19.0,,0.19,13.11
2018-03-06,72,19.0,,0.19,13.68
2018-03-07,69,19.0,,0.19,13.11
2018-03-08,47,19.0,,0.19,8.93
2018-03-09,65,19.0,,0.19,12.35
2018-03-10,23,19.0,,0.19,4.37
2018-03-11,9,19.0,,0.19,1.71
2018-03-12,40,19.0,,0.19,7.6
2018-03-13,62,19.0,,0.19,11.78
2018-03-14,60,19.0,,0.19,11.4
2018-03-15,45,19.0,,0.19,8.55
2018-03-16,48,19.0,,0.19,9.120000000000001
2018-03-17,26,19.0,,0.19,4.94
2018-03-18,11,19.0,,0.19,2.09
2018-03-19,49,19.0,,0.19,9.31
2018-03-20,57,19.0,,0.19,10.83
2018-03-21,40,19.0,,0.19,7.6
2018-03-22,74,19.0,,0.19,14.06
2018-03-23,68,19.0,,0.19,12.92
2018-03-24,39,19.0,,0.19,7.41
2018-03-25,19,19.0,,0.19,3.61
2018-03-26,100,19.0,,0.19,19.0
2018-03-27,84,19.0,,0.19,15.96
2018-03-28,92,19.0,,0.19,17.48
2018-03-29,68,19.0,,0.19,12.92
2018-03-30,45,19.0,,0.19,8.55
2018-03-31,24,19.0,,0.19,4.5600000000000005
2018-04-01,5,20.0,False,0.2,1.0
2018-04-02,73,20.0,,0.2,14.600000000000001
2018-04-03,71,20.0,,0.2,14.200000000000001
2018-04-04,100,20.0,,0.2,20.0
2018-04-05,74,20.0,,0.2,14.8
2018-04-06,69,20.0,,0.2,13.8
2018-04-07,19,20.0,,0.2,3.8000000000000003
2018-04-08,13,20.0,,0.2,2.6
2018-04-09,76,20.0,,0.2,15.200000000000001
2018-04-10,73,20.0,,0.2,14.600000000000001
2018-04-11,58,20.0,,0.2,11.600000000000001
2018-04-12,68,20.0,,0.2,13.600000000000001
2018-04-13,53,20.0,,0.2,10.600000000000001
2018-04-14,17,20.0,,0.2,3.4000000000000004
2018-04-15,18,20.0,,0.2,3.6
2018-04-16,40,20.0,,0.2,8.0
2018-04-17,73,20.0,,0.2,14.600000000000001
2018-04-18,60,20.0,,0.2,12.0
2018-04-19,55,20.0,,0.2,11.0
2018-04-20,50,20.0,,0.2,10.0
2018-04-21,14,20.0,,0.2,2.8000000000000003
2018-04-22,6,20.0,,0.2,1.2000000000000002
2018-04-23,58,20.0,,0.2,11.600000000000001
2018-04-24,75,20.0,,0.2,15.0
2018-04-25,50,20.0,,0.2,10.0
2018-04-26,63,20.0,,0.2,12.600000000000001
2018-04-27,48,20.0,,0.2,9.600000000000001
2018-04-28,8,20.0,,0.2,1.6
2018-04-29,15,20.0,,0.2,3.0
2018-04-30,61,20.0,,0.2,12.200000000000001
2018-05-01,84,17.0,False,0.17,14.280000000000001
2018-05-02,68,17.0,,0.17,11.56
2018-05-03,100,17.0,,0.17,17.0
2018-05-04,84,17.0,,0.17,14.280000000000001
2018-05-05,31,17.0,,0.17,5.2700000000000005
2018-05-06,29,17.0,,0.17,4.930000000000001
2018-05-07,74,17.0,,0.17,12.58
2018-05-08,77,17.0,,0.17,13.090000000000002
2018-05-09,91,17.0,,0.17,15.47
2018-05-10,80,17.0,,0.17,13.600000000000001
2018-05-11,57,17.0,,0.17,9.690000000000001
2018-05-12,38,17.0,,0.17,6.460000000000001
2018-05-13,25,17.0,,0.17,4.25
2018-05-14,86,17.0,,0.17,14.620000000000001
2018-05-15,78,17.0,,0.17,13.260000000000002
2018-05-16,85,17.0,,0.17,14.450000000000001
2018-05-17,50,17.0,,0.17,8.5
2018-05-18,84,17.0,,0.17,14.280000000000001
2018-05-19,11,17.0,,0.17,1.87
2018-05-20,18,17.0,,0.17,3.06
2018-05-21,72,17.0,,0.17,12.24
2018-05-22,80,17.0,,0.17,13.600000000000001
2018-05-23,66,17.0,,0.17,11.22
2018-05-24,66,17.0,,0.17,11.22
2018-05-25,86,17.0,,0.17,14.620000000000001
2018-05-26,21,17.0,,0.17,3.5700000000000003
2018-05-27,21,17.0,,0.17,3.5700000000000003
2018-05-28,24,17.0,,0.17,4.08
2018-05-29,63,17.0,,0.17,10.71
2018-05-30,57,17.0,,0.17,9.690000000000001
2018-05-31,98,17.0,,0.17,16.66
2018-06-01,96,18.0,False,0.18,17.28
2018-06-02,22,18.0,,0.18,3.96
2018-06-03,24,18.0,,0.18,4.32
2018-06-04,100,18.0,,0.18,18.0
2018-06-05,92,18.0,,0.18,16.56
2018-06-06,93,18.0,,0.18,16.74
2018-06-07,77,18.0,,0.18,13.86
2018-06-08,83,18.0,,0.18,14.94
2018-06-09,34,18.0,,0.18,6.12
2018-06-10,4,18.0,,0.18,0.72
2018-06-11,76,18.0,,0.18,13.68
2018-06-12,65,18.0,,0.18,11.7
2018-06-13,78,18.0,,0.18,14.04
2018-06-14,78,18.0,,0.18,14.04
2018-06-15,83,18.0,,0.18,14.94
2018-06-16,39,18.0,,0.18,7.02
2018-06-17,22,18.0,,0.18,3.96
2018-06-18,68,18.0,,0.18,12.24
2018-06-19,90,18.0,,0.18,16.2
2018-06-20,88,18.0,,0.18,15.84
2018-06-21,83,18.0,,0.18,14.94
2018-06-22,80,18.0,,0.18,14.399999999999999
2018-06-23,17,18.0,,0.18,3.06
2018-06-24,31,18.0,,0.18,5.58
2018-06-25,89,18.0,,0.18,16.02
2018-06-26,65,18.0,,0.18,11.7
2018-06-27,65,18.0,,0.18,11.7
2018-06-28,84,18.0,,0.18,15.12
2018-06-29,77,18.0,,0.18,13.86
2018-06-30,19,18.0,,0.18,3.42
2018-07-01,11,18.0,False,0.18,1.98
2018-07-02,64,18.0,,0.18,11.52
2018-07-03,65,18.0,,0.18,11.7
2018-07-04,20,18.0,,0.18,3.5999999999999996
2018-07-05,74,18.0,,0.18,13.32
2018-07-06,59,18.0,,0.18,10.62
2018-07-07,13,18.0,,0.18,2.34
2018-07-08,20,18.0,,0.18,3.5999999999999996
2018-07-09,79,18.0,,0.18,14.219999999999999
2018-07-10,86,18.0,,0.18,15.479999999999999
2018-07-11,59,18.0,,0.18,10.62
2018-07-12,62,18.0,,0.18,11.16
2018-07-13,76,18.0,,0.18,13.68
2018-07-14,22,18.0,,0.18,3.96
2018-07-15,16,18.0,,0.18,2.88
2018-07-16,61,18.0,,0.18,10.98
2018-07-17,60,18.0,,0.18,10.799999999999999
2018-07-18,55,18.0,,0.18,9.9
2018-07-19,79,18.0,,0.18,14.219999999999999
2018-07-20,50,18.0,,0.18,9.0
2018-07-21,18,18.0,,0.18,3.2399999999999998
2018-07-22,16,18.0,,0.18,2.88
2018-07-23,48,18.0,,0.18,8.64
2018-07-24,80,18.0,,0.18,14.399999999999999
2018-07-25,78,18.0,,0.18,14.04
2018-07-26,76,18.0,,0.18,13.68
2018-07-27,87,18.0,,0.18,15.66
2018-07-28,22,18.0,,0.18,3.96
2018-07-29,26,18.0,,0.18,4.68
2018-07-30,61,18.0,,0.18,10.98
2018-07-31,100,18.0,,0.18,18.0
2018-08-01,51,19.0,False,0.19,9.69
2018-08-02,79,19.0,,0.19,15.01
2018-08-03,65,19.0,,0.19,12.35
2018-08-04,11,19.0,,0.19,2.09
2018-08-05,31,19.0,,0.19,5.89
2018-08-06,65,19.0,,0.19,12.35
2018-08-07,86,19.0,,0.19,16.34
2018-08-08,69,19.0,,0.19,13.11
2018-08-09,61,19.0,,0.19,11.59
2018-08-10,48,19.0,,0.19,9.120000000000001
2018-08-11,21,19.0,,0.19,3.99
2018-08-12,11,19.0,,0.19,2.09
2018-08-13,67,19.0,,0.19,12.73
2018-08-14,70,19.0,,0.19,13.3
2018-08-15,91,19.0,,0.19,17.29
2018-08-16,67,19.0,,0.19,12.73
2018-08-17,85,19.0,,0.19,16.15
2018-08-18,39,19.0,,0.19,7.41
2018-08-19,11,19.0,,0.19,2.09
2018-08-20,53,19.0,,0.19,10.07
2018-08-21,68,19.0,,0.19,12.92
2018-08-22,70,19.0,,0.19,13.3
2018-08-23,76,19.0,,0.19,14.44
2018-08-24,63,19.0,,0.19,11.97
2018-08-25,21,19.0,,0.19,3.99
2018-08-26,10,19.0,,0.19,1.9
2018-08-27,52,19.0,,0.19,9.88
2018-08-28,84,19.0,,0.19,15.96
2018-08-29,100,19.0,,0.19,19.0
2018-08-30,71,19.0,,0.19,13.49
2018-08-31,48,19.0,,0.19,9.120000000000001
2018-09-01,18,16.0,False,0.16,2.88
2018-09-02,10,16.0,,0.16,1.6
2018-09-03,12,16.0,,0.16,1.92
2018-09-04,58,16.0,,0.16,9.28
2018-09-05,82,16.0,,0.16,13.120000000000001
2018-09-06,53,16.0,,0.16,8.48
2018-09-07,70,16.0,,0.16,11.200000000000001
2018-09-08,32,16.0,,0.16,5.12
2018-09-09,23,16.0,,0.16,3.68
2018-09-10,63,16.0,,0.16,10.08
2018-09-11,86,16.0,,0.16,13.76
2018-09-12,77,16.0,,0.16,12.32
2018-09-13,74,16.0,,0.16,11.84
2018-09-14,66,16.0,,0.16,10.56
2018-09-15,10,16.0,,0.16,1.6
2018-09-16,24,16.0,,0.16,3.84
2018-09-17,50,16.0,,0.16,8.0
2018-09-18,71,16.0,,0.16,11.36
2018-09-19,89,16.0,,0.16,14.24
2018-09-20,100,16.0,,0.16,16.0
2018-09-21,84,16.0,,0.16,13.44
2018-09-22,31,16.0,,0.16,4.96
2018-09-23,20,16.0,,0.16,3.2
2018-09-24,67,16.0,,0.16,10.72
2018-09-25,71,16.0,,0.16,11.36
2018-09-26,64,16.0,,0.16,10.24
2018-09-27,68,16.0,,0.16,10.88
2018-09-28,67,16.0,,0.16,10.72
2018-09-29,16,16.0,,0.16,2.56
2018-09-30,10,16.0,,0.16,1.6
2018-10-01,27,28.0,False,0.28,7.5600000000000005
2018-10-02,26,28.0,,0.28,7.280000000000001
2018-10-03,23,28.0,,0.28,6.44
2018-10-04,25,28.0,,0.28,7.000000000000001
2018-10-05,24,28.0,,0.28,6.720000000000001
2018-10-06,10,28.0,,0.28,2.8000000000000003
2018-10-07,8,28.0,,0.28,2.24
2018-10-08,30,28.0,,0.28,8.4
2018-10-09,34,28.0,,0.28,9.520000000000001
2018-10-10,49,28.0,,0.28,13.72
2018-10-11,100,28.0,,0.28,28.000000000000004
2018-10-12,68,28.0,,0.28,19.040000000000003
2018-10-13,17,28.0,,0.28,4.760000000000001
2018-10-14,10,28.0,,0.28,2.8000000000000003
2018-10-15,48,28.0,,0.28,13.440000000000001
2018-10-16,49,28.0,,0.28,13.72
2018-10-17,34,28.0,,0.28,9.520000000000001
2018-10-18,34,28.0,,0.28,9.520000000000001
2018-10-19,37,28.0,,0.28,10.360000000000001
2018-10-20,8,28.0,,0.28,2.24
2018-10-21,9,28.0,,0.28,2.5200000000000005
2018-10-22,33,28.0,,0.28,9.24
2018-10-23,55,28.0,,0.28,15.400000000000002
2018-10-24,49,28.0,,0.28,13.72
2018-10-25,74,28.0,,0.28,20.720000000000002
2018-10-26,51,28.0,,0.28,14.280000000000001
2018-10-27,15,28.0,,0.28,4.2
2018-10-28,10,28.0,,0.28,2.8000000000000003
2018-10-29,41,28.0,,0.28,11.48
2018-10-30,46,28.0,,0.28,12.88
2018-10-31,36,28.0,,0.28,10.080000000000002
2018-11-01,70,22.0,False,0.22,15.4
2018-11-02,100,22.0,,0.22,22.0
2018-11-03,41,22.0,,0.22,9.02
2018-11-04,23,22.0,,0.22,5.06
2018-11-05,74,22.0,,0.22,16.28
2018-11-06,81,22.0,,0.22,17.82
2018-11-07,72,22.0,,0.22,15.84
2018-11-08,71,22.0,,0.22,15.62
2018-11-09,57,22.0,,0.22,12.540000000000001
2018-11-10,18,22.0,,0.22,3.96
2018-11-11,19,22.0,,0.22,4.18
2018-11-12,48,22.0,,0.22,10.56
2018-11-13,58,22.0,,0.22,12.76
2018-11-14,64,22.0,,0.22,14.08
2018-11-15,70,22.0,,0.22,15.4
2018-11-16,53,22.0,,0.22,11.66
2018-11-17,15,22.0,,0.22,3.3
2018-11-18,18,22.0,,0.22,3.96
2018-11-19,76,22.0,,0.22,16.72
2018-11-20,95,22.0,,0.22,20.9
2018-11-21,83,22.0,,0.22,18.26
2018-11-22,26,22.0,,0.22,5.72
2018-11-23,28,22.0,,0.22,6.16
2018-11-24,24,22.0,,0.22,5.28
2018-11-25,13,22.0,,0.22,2.86
2018-11-26,54,22.0,,0.22,11.88
2018-11-27,60,22.0,,0.22,13.2
2018-11-28,88,22.0,,0.22,19.36
2018-11-29,71,22.0,,0.22,15.62
2018-11-30,70,22.0,,0.22,15.4
2018-12-01,9,29.0,False,0.29,2.61
2018-12-02,10,29.0,,0.29,2.9
2018-12-03,49,29.0,,0.29,14.209999999999999
2018-12-04,49,29.0,,0.29,14.209999999999999
2018-12-05,26,29.0,,0.29,7.539999999999999
2018-12-06,50,29.0,,0.29,14.499999999999998
2018-12-07,49,29.0,,0.29,14.209999999999999
2018-12-08,14,29.0,,0.29,4.06
2018-12-09,8,29.0,,0.29,2.32
2018-12-10,50,29.0,,0.29,14.499999999999998
2018-12-11,46,29.0,,0.29,13.34
2018-12-12,42,29.0,,0.29,12.18
2018-12-13,40,29.0,,0.29,11.6
2018-12-14,47,29.0,,0.29,13.629999999999999
2018-12-15,9,29.0,,0.29,2.61
2018-12-16,8,29.0,,0.29,2.32
2018-12-17,55,29.0,,0.29,15.95
2018-12-18,45,29.0,,0.29,13.049999999999999
2018-12-19,54,29.0,,0.29,15.659999999999998
2018-12-20,71,29.0,,0.29,20.59
2018-12-21,77,29.0,,0.29,22.33
2018-12-22,26,29.0,,0.29,7.539999999999999
2018-12-23,20,29.0,,0.29,5.8
2018-12-24,72,29.0,,0.29,20.88
2018-12-25,27,29.0,,0.29,7.829999999999999
2018-12-26,90,29.0,,0.29,26.099999999999998
2018-12-27,100,29.0,,0.29,28.999999999999996
2018-12-28,61,29.0,,0.29,17.689999999999998
2018-12-29,15,29.0,,0.29,4.35
2018-12-30,14,29.0,,0.29,4.06
2018-12-31,57,29.0,,0.29,16.529999999999998
2019-01-01,27,27.0,False,0.27,7.290000000000001
2019-01-02,76,27.0,,0.27,20.520000000000003
2019-01-03,83,27.0,,0.27,22.41
2019-01-04,100,27.0,,0.27,27.0
2019-01-05,14,27.0,,0.27,3.7800000000000002
2019-01-06,17,27.0,,0.27,4.59
2019-01-07,65,27.0,,0.27,17.55
2019-01-08,70,27.0,,0.27,18.900000000000002
2019-01-09,72,27.0,,0.27,19.44
2019-01-10,82,27.0,,0.27,22.14
2019-01-11,58,27.0,,0.27,15.66
2019-01-12,17,27.0,,0.27,4.59
2019-01-13,14,27.0,,0.27,3.7800000000000002
2019-01-14,57,27.0,,0.27,15.39
2019-01-15,58,27.0,,0.27,15.66
2019-01-16,59,27.0,,0.27,15.930000000000001
2019-01-17,69,27.0,,0.27,18.630000000000003
2019-01-18,67,27.0,,0.27,18.09
2019-01-19,24,27.0,,0.27,6.48
2019-01-20,18,27.0,,0.27,4.86
2019-01-21,22,27.0,,0.27,5.94
2019-01-22,67,27.0,,0.27,18.09
2019-01-23,52,27.0,,0.27,14.040000000000001
2019-01-24,73,27.0,,0.27,19.71
2019-01-25,53,27.0,,0.27,14.31
2019-01-26,20,27.0,,0.27,5.4
2019-01-27,6,27.0,,0.27,1.62
2019-01-28,56,27.0,,0.27,15.120000000000001
2019-01-29,45,27.0,,0.27,12.15
2019-01-30,63,27.0,,0.27,17.01
2019-01-31,53,27.0,,0.27,14.31
2019-02-01,100,23.0,False,0.23,23.0
2019-02-02,18,23.0,,0.23,4.140000000000001
2019-02-03,20,23.0,,0.23,4.6000000000000005
2019-02-04,62,23.0,,0.23,14.26
2019-02-05,92,23.0,,0.23,21.16
2019-02-06,76,23.0,,0.23,17.48
2019-02-07,63,23.0,,0.23,14.49
2019-02-08,77,23.0,,0.23,17.71
2019-02-09,30,23.0,,0.23,6.9
2019-02-10,16,23.0,,0.23,3.68
2019-02-11,74,23.0,,0.23,17.02
2019-02-12,80,23.0,,0.23,18.400000000000002
2019-02-13,67,23.0,,0.23,15.41
2019-02-14,82,23.0,,0.23,18.86
2019-02-15,81,23.0,,0.23,18.630000000000003
2019-02-16,28,23.0,,0.23,6.44
2019-02-17,16,23.0,,0.23,3.68
2019-02-18,26,23.0,,0.23,5.98
2019-02-19,74,23.0,,0.23,17.02
2019-02-20,76,23.0,,0.23,17.48
2019-02-21,74,23.0,,0.23,17.02
2019-02-22,63,23.0,,0.23,14.49
2019-02-23,25,23.0,,0.23,5.75
2019-02-24,24,23.0,,0.23,5.5200000000000005
2019-02-25,64,23.0,,0.23,14.72
2019-02-26,61,23.0,,0.23,14.030000000000001
2019-02-27,57,23.0,,0.23,13.110000000000001
2019-02-28,76,23.0,,0.23,17.48
2019-03-01,76,22.0,False,0.22,16.72
2019-03-02,23,22.0,,0.22,5.06
2019-03-03,27,22.0,,0.22,5.94
2019-03-04,93,22.0,,0.22,20.46
2019-03-05,87,22.0,,0.22,19.14
2019-03-06,95,22.0,,0.22,20.9
2019-03-07,73,22.0,,0.22,16.06
2019-03-08,85,22.0,,0.22,18.7
2019-03-09,20,22.0,,0.22,4.4
2019-03-10,21,22.0,,0.22,4.62
2019-03-11,98,22.0,,0.22,21.56
2019-03-12,99,22.0,,0.22,21.78
2019-03-13,100,22.0,,0.22,22.0
2019-03-14,91,22.0,,0.22,20.02
2019-03-15,82,22.0,,0.22,18.04
2019-03-16,25,22.0,,0.22,5.5
2019-03-17,15,22.0,,0.22,3.3
2019-03-18,87,22.0,,0.22,19.14
2019-03-19,97,22.0,,0.22,21.34
2019-03-20,70,22.0,,0.22,15.4
2019-03-21,95,22.0,,0.22,20.9
2019-03-22,81,22.0,,0.22,17.82
2019-03-23,18,22.0,,0.22,3.96
2019-03-24,27,22.0,,0.22,5.94
2019-03-25,94,22.0,,0.22,20.68
2019-03-26,87,22.0,,0.22,19.14
2019-03-27,67,22.0,,0.22,14.74
2019-03-28,100,22.0,,0.22,22.0
2019-03-29,91,22.0,,0.22,20.02
2019-03-30,20,22.0,,0.22,4.4
2019-03-31,18,22.0,,0.22,3.96
2019-04-01,72,23.0,False,0.23,16.560000000000002
2019-04-02,83,23.0,,0.23,19.09
2019-04-03,97,23.0,,0.23,22.310000000000002
2019-04-04,84,23.0,,0.23,19.32
2019-04-05,100,23.0,,0.23,23.0
2019-04-06,47,23.0,,0.23,10.81
2019-04-07,20,23.0,,0.23,4.6000000000000005
2019-04-08,92,23.0,,0.23,21.16
2019-04-09,79,23.0,,0.23,18.17
2019-04-10,81,23.0,,0.23,18.630000000000003
2019-04-11,68,23.0,,0.23,15.64
2019-04-12,69,23.0,,0.23,15.870000000000001
2019-04-13,22,23.0,,0.23,5.0600000000000005
2019-04-14,26,23.0,,0.23,5.98
2019-04-15,71,23.0,,0.23,16.330000000000002
2019-04-16,76,23.0,,0.23,17.48
2019-04-17,79,23.0,,0.23,18.17
2019-04-18,70,23.0,,0.23,16.1
2019-04-19,45,23.0,,0.23,10.35
2019-04-20,25,23.0,,0.23,5.75
2019-04-21,27,23.0,,0.23,6.21
2019-04-22,75,23.0,,0.23,17.25
2019-04-23,85,23.0,,0.23,19.55
2019-04-24,98,23.0,,0.23,22.540000000000003
2019-04-25,67,23.0,,0.23,15.41
2019-04-26,66,23.0,,0.23,15.180000000000001
2019-04-27,23,23.0,,0.23,5.29
2019-04-28,16,23.0,,0.23,3.68
2019-04-29,64,23.0,,0.23,14.72
2019-04-30,75,23.0,,0.23,17.25
2019-05-01,64,28.0,False,0.28,17.92
2019-05-02,56,28.0,,0.28,15.680000000000001
2019-05-03,71,28.0,,0.28,19.880000000000003
2019-05-04,18,28.0,,0.28,5.040000000000001
2019-05-05,16,28.0,,0.28,4.48
2019-05-06,69,28.0,,0.28,19.32
2019-05-07,74,28.0,,0.28,20.720000000000002
2019-05-08,67,28.0,,0.28,18.76
2019-05-09,70,28.0,,0.28,19.6
2019-05-10,81,28.0,,0.28,22.680000000000003
2019-05-11,16,28.0,,0.28,4.48
2019-05-12,20,28.0,,0.28,5.6000000000000005
2019-05-13,100,28.0,,0.28,28.000000000000004
2019-05-14,82,28.0,,0.28,22.96
2019-05-15,83,28.0,,0.28,23.240000000000002
2019-05-16,64,28.0,,0.28,17.92
2019-05-17,53,28.0,,0.28,14.840000000000002
2019-05-18,15,28.0,,0.28,4.2
2019-05-19,17,28.0,,0.28,4.760000000000001
2019-05-20,60,28.0,,0.28,16.8
2019-05-21,58,28.0,,0.28,16.240000000000002
2019-05-22,66,28.0,,0.28,18.48
2019-05-23,65,28.0,,0.28,18.200000000000003
2019-05-24,57,28.0,,0.28,15.96
2019-05-25,10,28.0,,0.28,2.8000000000000003
2019-05-26,18,28.0,,0.28,5.040000000000001
2019-05-27,11,28.0,,0.28,3.08
2019-05-28,51,28.0,,0.28,14.280000000000001
2019-05-29,63,28.0,,0.28,17.64
2019-05-30,73,28.0,,0.28,20.44
2019-05-31,80,28.0,,0.28,22.400000000000002
2019-06-01,27,22.0,False,0.22,5.94
2019-06-02,28,22.0,,0.22,6.16
2019-06-03,93,22.0,,0.22,20.46
2019-06-04,98,22.0,,0.22,21.56
2019-06-05,82,22.0,,0.22,18.04
2019-06-06,95,22.0,,0.22,20.9
2019-06-07,100,22.0,,0.22,22.0
2019-06-08,21,22.0,,0.22,4.62
2019-06-09,14,22.0,,0.22,3.08
2019-06-10,68,22.0,,0.22,14.96
2019-06-11,99,22.0,,0.22,21.78
2019-06-12,48,22.0,,0.22,10.56
2019-06-13,74,22.0,,0.22,16.28
2019-06-14,81,22.0,,0.22,17.82
2019-06-15,23,22.0,,0.22,5.06
2019-06-16,15,22.0,,0.22,3.3
2019-06-17,69,22.0,,0.22,15.18
2019-06-18,78,22.0,,0.22,17.16
2019-06-19,83,22.0,,0.22,18.26
2019-06-20,92,22.0,,0.22,20.24
2019-06-21,58,22.0,,0.22,12.76
2019-06-22,25,22.0,,0.22,5.5
2019-06-23,10,22.0,,0.22,2.2
2019-06-24,77,22.0,,0.22,16.94
2019-06-25,57,22.0,,0.22,12.540000000000001
2019-06-26,66,22.0,,0.22,14.52
2019-06-27,83,22.0,,0.22,18.26
2019-06-28,81,22.0,,0.22,17.82
2019-06-29,23,22.0,,0.22,5.06
2019-06-30,15,22.0,,0.22,3.3
2019-07-01,82,21.0,False,0.21,17.22
2019-07-02,65,21.0,,0.21,13.65
2019-07-03,71,21.0,,0.21,14.91
2019-07-04,31,21.0,,0.21,6.51
2019-07-05,63,21.0,,0.21,13.229999999999999
2019-07-06,26,21.0,,0.21,5.46
2019-07-07,7,21.0,,0.21,1.47
2019-07-08,62,21.0,,0.21,13.02
2019-07-09,79,21.0,,0.21,16.59
2019-07-10,91,21.0,,0.21,19.11
2019-07-11,100,21.0,,0.21,21.0
2019-07-12,74,21.0,,0.21,15.54
2019-07-13,24,21.0,,0.21,5.04
2019-07-14,22,21.0,,0.21,4.62
2019-07-15,59,21.0,,0.21,12.389999999999999
2019-07-16,55,21.0,,0.21,11.549999999999999
2019-07-17,65,21.0,,0.21,13.65
2019-07-18,67,21.0,,0.21,14.07
2019-07-19,59,21.0,,0.21,12.389999999999999
2019-07-20,20,21.0,,0.21,4.2
2019-07-21,13,21.0,,0.21,2.73
2019-07-22,68,21.0,,0.21,14.28
2019-07-23,57,21.0,,0.21,11.969999999999999
2019-07-24,68,21.0,,0.21,14.28
2019-07-25,61,21.0,,0.21,12.809999999999999
2019-07-26,79,21.0,,0.21,16.59
2019-07-27,15,21.0,,0.21,3.15
2019-07-28,16,21.0,,0.21,3.36
2019-07-29,59,21.0,,0.21,12.389999999999999
2019-07-30,44,21.0,,0.21,9.24
2019-07-31,88,21.0,,0.21,18.48
2019-08-01,55,29.0,False,0.29,15.95
2019-08-02,67,29.0,,0.29,19.43
2019-08-03,12,29.0,,0.29,3.4799999999999995
2019-08-04,16,29.0,,0.29,4.64
2019-08-05,100,29.0,,0.29,28.999999999999996
2019-08-06,99,29.0,,0.29,28.709999999999997
2019-08-07,69,29.0,,0.29,20.009999999999998
2019-08-08,62,29.0,,0.29,17.98
2019-08-09,57,29.0,,0.29,16.529999999999998
2019-08-10,21,29.0,,0.29,6.09
2019-08-11,19,29.0,,0.29,5.51
2019-08-12,51,29.0,,0.29,14.79
2019-08-13,65,29.0,,0.29,18.849999999999998
2019-08-14,99,29.0,,0.29,28.709999999999997
2019-08-15,96,29.0,,0.29,27.839999999999996
2019-08-16,76,29.0,,0.29,22.04
2019-08-17,15,29.0,,0.29,4.35
