date,TSLA_unscaled,TSLA_monthly,isPartial,scale,TSLA
2019-08-14,86,12.0,,0.12,10.32
2019-08-15,85,12.0,,0.12,10.2
2019-08-16,69,12.0,,0.12,8.28
2019-08-17,20,12.0,,0.12,2.4
2019-08-18,11,12.0,,0.12,1.3199999999999998
2019-08-19,75,12.0,,0.12,9.0
2019-08-20,78,12.0,,0.12,9.36
2019-08-21,75,12.0,,0.12,9.0
2019-08-22,78,12.0,,0.12,9.36
2019-08-23,88,12.0,,0.12,10.559999999999999
2019-08-24,26,12.0,,0.12,3.12
2019-08-25,17,12.0,,0.12,2.04
2019-08-26,69,12.0,,0.12,8.28
2019-08-27,75,12.0,,0.12,9.0
2019-08-28,60,12.0,,0.12,7.199999999999999
2019-08-29,62,12.0,,0.12,7.4399999999999995
2019-08-30,84,12.0,,0.12,10.08
2019-08-31,15,12.0,,0.12,1.7999999999999998
2019-09-01,14,10.0,False,0.1,1.4000000000000001
2019-09-02,17,10.0,,0.1,1.7000000000000002
2019-09-03,73,10.0,,0.1,7.300000000000001
2019-09-04,78,10.0,,0.1,7.800000000000001
2019-09-05,86,10.0,,0.1,8.6
2019-09-06,64,10.0,,0.1,6.4
2019-09-07,20,10.0,,0.1,2.0
2019-09-08,17,10.0,,0.1,1.7000000000000002
2019-09-09,69,10.0,,0.1,6.9
2019-09-10,68,10.0,,0.1,6.800000000000001
2019-09-11,100,10.0,,0.1,10.0
2019-09-12,97,10.0,,0.1,9.700000000000001
2019-09-13,73,10.0,,0.1,7.300000000000001
2019-09-14,22,10.0,,0.1,2.2
2019-09-15,12,10.0,,0.1,1.2000000000000002
2019-09-16,82,10.0,,0.1,8.200000000000001
2019-09-17,79,10.0,,0.1,7.9
2019-09-18,68,10.0,,0.1,6.800000000000001
2019-09-19,72,10.0,,0.1,7.2
2019-09-20,59,10.0,,0.1,5.9
2019-09-21,16,10.0,,0.1,1.6
2019-09-22,7,10.0,,0.1,0.7000000000000001
2019-09-23,64,10.0,,0.1,6.4
2019-09-24,85,10.0,,0.1,8.5
2019-09-25,78,10.0,,0.1,7.800000000000001
2019-09-26,94,10.0,,0.1,9.4
2019-09-27,87,10.0,,0.1,8.700000000000001
2019-09-28,28,10.0,,0.1,2.8000000000000003
2019-09-29,17,10.0,,0.1,1.7000000000000002
2019-09-30,73,10.0,,0.1,7.300000000000001
2019-10-01,20,19.0,False,0.19,3.8
2019-10-02,32,19.0,,0.19,6.08
2019-10-03,36,19.0,,0.19,6.84
2019-10-04,19,19.0,,0.19,3.61
2019-10-05,5,19.0,,0.19,0.95
2019-10-06,3,19.0,,0.19,0.5700000000000001
2019-10-07,19,19.0,,0.19,3.61
2019-10-08,19,19.0,,0.19,3.61
2019-10-09,20,19.0,,0.19,3.8
2019-10-10,20,19.0,,0.19,3.8
2019-10-11,17,19.0,,0.19,3.23
2019-10-12,5,19.0,,0.19,0.95
2019-10-13,4,19.0,,0.19,0.76
2019-10-14,22,19.0,,0.19,4.18
2019-10-15,24,19.0,,0.19,4.5600000000000005
2019-10-16,19,19.0,,0.19,3.61
2019-10-17,24,19.0,,0.19,4.5600000000000005
2019-10-18,19,19.0,,0.19,3.61
2019-10-19,3,19.0,,0.19,0.5700000000000001
2019-10-20,4,19.0,,0.19,0.76
2019-10-21,18,19.0,,0.19,3.42
2019-10-22,22,19.0,,0.19,4.18
2019-10-23,69,19.0,,0.19,13.11
2019-10-24,100,19.0,,0.19,19.0
2019-10-25,70,19.0,,0.19,13.3
2019-10-26,19,19.0,,0.19,3.61
2019-10-27,8,19.0,,0.19,1.52
2019-10-28,40,19.0,,0.19,7.6
2019-10-29,35,19.0,,0.19,6.65
2019-10-30,30,19.0,,0.19,5.7
2019-10-31,24,19.0,,0.19,4.5600000000000005
2019-11-01,26,17.0,False,0.17,4.42
2019-11-02,7,17.0,,0.17,1.1900000000000002
2019-11-03,6,17.0,,0.17,1.02
2019-11-04,26,17.0,,0.17,4.42
2019-11-05,27,17.0,,0.17,4.590000000000001
2019-11-06,25,17.0,,0.17,4.25
2019-11-07,32,17.0,,0.17,5.44
2019-11-08,31,17.0,,0.17,5.2700000000000005
2019-11-09,6,17.0,,0.17,1.02
2019-11-10,5,17.0,,0.17,0.8500000000000001
2019-11-11,26,17.0,,0.17,4.42
2019-11-12,32,17.0,,0.17,5.44
2019-11-13,35,17.0,,0.17,5.95
2019-11-14,32,17.0,,0.17,5.44
2019-11-15,25,17.0,,0.17,4.25
2019-11-16,7,17.0,,0.17,1.1900000000000002
2019-11-17,5,17.0,,0.17,0.8500000000000001
2019-11-18,25,17.0,,0.17,4.25
2019-11-19,29,17.0,,0.17,4.930000000000001
2019-11-20,32,17.0,,0.17,5.44
2019-11-21,37,17.0,,0.17,6.29
2019-11-22,100,17.0,,0.17,17.0
2019-11-23,25,17.0,,0.17,4.25
2019-11-24,15,17.0,,0.17,2.5500000000000003
2019-11-25,51,17.0,,0.17,8.67
2019-11-26,33,17.0,,0.17,5.61
2019-11-27,31,17.0,,0.17,5.2700000000000005
2019-11-28,9,17.0,,0.17,1.53
2019-11-29,16,17.0,,0.17,2.72
2019-11-30,6,17.0,,0.17,1.02
2019-12-01,7,18.0,False,0.18,1.26
2019-12-02,32,18.0,,0.18,5.76
2019-12-03,36,18.0,,0.18,6.4799999999999995
2019-12-04,34,18.0,,0.18,6.12
2019-12-05,31,18.0,,0.18,5.58
2019-12-06,35,18.0,,0.18,6.3
2019-12-07,16,18.0,,0.18,2.88
2019-12-08,5,18.0,,0.18,0.8999999999999999
2019-12-09,34,18.0,,0.18,6.12
2019-12-10,29,18.0,,0.18,5.22
2019-12-11,39,18.0,,0.18,7.02
2019-12-12,43,18.0,,0.18,7.739999999999999
2019-12-13,39,18.0,,0.18,7.02
2019-12-14,11,18.0,,0.18,1.98
2019-12-15,6,18.0,,0.18,1.08
2019-12-16,57,18.0,,0.18,10.26
2019-12-17,56,18.0,,0.18,10.08
2019-12-18,66,18.0,,0.18,11.879999999999999
2019-12-19,88,18.0,,0.18,15.84
2019-12-20,72,18.0,,0.18,12.959999999999999
2019-12-21,21,18.0,,0.18,3.78
2019-12-22,13,18.0,,0.18,2.34
2019-12-23,100,18.0,,0.18,18.0
2019-12-24,65,18.0,,0.18,11.7
2019-12-25,19,18.0,,0.18,3.42
2019-12-26,61,18.0,,0.18,10.98
2019-12-27,63,18.0,,0.18,11.34
2019-12-28,20,18.0,,0.18,3.5999999999999996
2019-12-29,13,18.0,,0.18,2.34
2019-12-30,71,18.0,,0.18,12.78
2019-12-31,55,18.0,,0.18,9.9
2020-01-01,6,43.0,False,0.43,2.58
2020-01-02,21,43.0,,0.43,9.03
2020-01-03,35,43.0,,0.43,15.049999999999999
2020-01-04,9,43.0,,0.43,3.87
2020-01-05,4,43.0,,0.43,1.72
2020-01-06,23,43.0,,0.43,9.89
2020-01-07,34,43.0,,0.43,14.62
2020-01-08,47,43.0,,0.43,20.21
2020-01-09,41,43.0,,0.43,17.63
2020-01-10,32,43.0,,0.43,13.76
2020-01-11,9,43.0,,0.43,3.87
2020-01-12,5,43.0,,0.43,2.15
2020-01-13,48,43.0,,0.43,20.64
2020-01-14,54,43.0,,0.43,23.22
2020-01-15,46,43.0,,0.43,19.78
2020-01-16,46,43.0,,0.43,19.78
2020-01-17,36,43.0,,0.43,15.48
2020-01-18,10,43.0,,0.43,4.3
2020-01-19,5,43.0,,0.43,2.15
2020-01-20,10,43.0,,0.43,4.3
2020-01-21,36,43.0,,0.43,15.48
2020-01-22,60,43.0,,0.43,25.8
2020-01-23,47,43.0,,0.43,20.21
2020-01-24,35,43.0,,0.43,15.049999999999999
2020-01-25,10,43.0,,0.43,4.3
2020-01-26,6,43.0,,0.43,2.58
2020-01-27,32,43.0,,0.43,13.76
2020-01-28,33,43.0,,0.43,14.19
2020-01-29,75,43.0,,0.43,32.25
2020-01-30,100,43.0,,0.43,43.0
2020-01-31,56,43.0,,0.43,24.08
2020-02-01,8,78.0,False,0.78,6.24
2020-02-02,3,78.0,,0.78,2.34
2020-02-03,50,78.0,,0.78,39.0
2020-02-04,99,78.0,,0.78,77.22
2020-02-05,100,78.0,,0.78,78.0
2020-02-06,65,78.0,,0.78,50.7
2020-02-07,40,78.0,,0.78,31.200000000000003
2020-02-08,10,78.0,,0.78,7.800000000000001
2020-02-09,6,78.0,,0.78,4.68
2020-02-10,34,78.0,,0.78,26.52
2020-02-11,31,78.0,,0.78,24.18
2020-02-12,25,78.0,,0.78,19.5
2020-02-13,34,78.0,,0.78,26.52
2020-02-14,27,78.0,,0.78,21.060000000000002
2020-02-15,6,78.0,,0.78,4.68
2020-02-16,4,78.0,,0.78,3.12
2020-02-17,9,78.0,,0.78,7.0200000000000005
2020-02-18,26,78.0,,0.78,20.28
2020-02-19,38,78.0,,0.78,29.64
2020-02-20,33,78.0,,0.78,25.740000000000002
2020-02-21,26,78.0,,0.78,20.28
2020-02-22,7,78.0,,0.78,5.46
2020-02-23,4,78.0,,0.78,3.12
2020-02-24,27,78.0,,0.78,21.060000000000002
2020-02-25,28,78.0,,0.78,21.84
2020-02-26,25,78.0,,0.78,19.5
2020-02-27,34,78.0,,0.78,26.52
2020-02-28,38,78.0,,0.78,29.64
2020-02-29,9,78.0,,0.78,7.0200000000000005
2020-03-01,15,48.0,False,0.48,7.199999999999999
2020-03-02,85,48.0,,0.48,40.8
2020-03-03,86,48.0,,0.48,41.28
2020-03-04,70,48.0,,0.48,33.6
2020-03-05,62,48.0,,0.48,29.759999999999998
2020-03-06,59,48.0,,0.48,28.32
2020-03-07,18,48.0,,0.48,8.64
2020-03-08,13,48.0,,0.48,6.24
2020-03-09,92,48.0,,0.48,44.16
2020-03-10,83,48.0,,0.48,39.839999999999996
2020-03-11,69,48.0,,0.48,33.12
2020-03-12,95,48.0,,0.48,45.6
2020-03-13,86,48.0,,0.48,41.28
2020-03-14,21,48.0,,0.48,10.08
2020-03-15,17,48.0,,0.48,8.16
2020-03-16,80,48.0,,0.48,38.4
2020-03-17,77,48.0,,0.48,36.96
2020-03-18,100,48.0,,0.48,48.0
2020-03-19,100,48.0,,0.48,48.0
2020-03-20,86,48.0,,0.48,41.28
2020-03-21,26,48.0,,0.48,12.48
2020-03-22,15,48.0,,0.48,7.199999999999999
2020-03-23,66,48.0,,0.48,31.68
2020-03-24,71,48.0,,0.48,34.08
2020-03-25,71,48.0,,0.48,34.08
2020-03-26,61,48.0,,0.48,29.279999999999998
2020-03-27,54,48.0,,0.48,25.919999999999998
2020-03-28,15,48.0,,0.48,7.199999999999999
2020-03-29,12,48.0,,0.48,5.76
2020-03-30,43,48.0,,0.48,20.64
2020-03-31,46,48.0,,0.48,22.08
2020-04-01,45,39.0,False,0.39,17.55
2020-04-02,62,39.0,,0.39,24.18
2020-04-03,69,39.0,,0.39,26.91
2020-04-04,14,39.0,,0.39,5.46
2020-04-05,9,39.0,,0.39,3.5100000000000002
2020-04-06,47,39.0,,0.39,18.330000000000002
2020-04-07,44,39.0,,0.39,17.16
2020-04-08,49,39.0,,0.39,19.11
2020-04-09,44,39.0,,0.39,17.16
2020-04-10,22,39.0,,0.39,8.58
2020-04-11,6,39.0,,0.39,2.34
2020-04-12,7,39.0,,0.39,2.73
2020-04-13,55,39.0,,0.39,21.45
2020-04-14,77,39.0,,0.39,30.03
2020-04-15,78,39.0,,0.39,30.42
2020-04-16,61,39.0,,0.39,23.79
2020-04-17,53,39.0,,0.39,20.67
2020-04-18,14,39.0,,0.39,5.46
2020-04-19,11,39.0,,0.39,4.29
2020-04-20,44,39.0,,0.39,17.16
2020-04-21,50,39.0,,0.39,19.5
2020-04-22,50,39.0,,0.39,19.5
2020-04-23,43,39.0,,0.39,16.77
2020-04-24,37,39.0,,0.39,14.43
2020-04-25,10,39.0,,0.39,3.9000000000000004
2020-04-26,7,39.0,,0.39,2.73
2020-04-27,51,39.0,,0.39,19.89
2020-04-28,58,39.0,,0.39,22.62
2020-04-29,96,39.0,,0.39,37.44
2020-04-30,100,39.0,,0.39,39.0
2020-05-01,100,31.0,False,0.31,31.0
2020-05-02,36,31.0,,0.31,11.16
2020-05-03,17,31.0,,0.31,5.27
2020-05-04,58,31.0,,0.31,17.98
2020-05-05,54,31.0,,0.31,16.74
2020-05-06,44,31.0,,0.31,13.64
2020-05-07,44,31.0,,0.31,13.64
2020-05-08,44,31.0,,0.31,13.64
2020-05-09,15,31.0,,0.31,4.65
2020-05-10,13,31.0,,0.31,4.03
2020-05-11,52,31.0,,0.31,16.12
2020-05-12,51,31.0,,0.31,15.81
2020-05-13,43,31.0,,0.31,13.33
2020-05-14,39,31.0,,0.31,12.09
2020-05-15,38,31.0,,0.31,11.78
2020-05-16,10,31.0,,0.31,3.1
2020-05-17,7,31.0,,0.31,2.17
2020-05-18,38,31.0,,0.31,11.78
2020-05-19,34,31.0,,0.31,10.54
2020-05-20,31,31.0,,0.31,9.61
2020-05-21,31,31.0,,0.31,9.61
2020-05-22,30,31.0,,0.31,9.3
2020-05-23,9,31.0,,0.31,2.79
2020-05-24,6,31.0,,0.31,1.8599999999999999
2020-05-25,8,31.0,,0.31,2.48
2020-05-26,32,31.0,,0.31,9.92
2020-05-27,41,31.0,,0.31,12.709999999999999
2020-05-28,32,31.0,,0.31,9.92
2020-05-29,30,31.0,,0.31,9.3
2020-05-30,14,31.0,,0.31,4.34
2020-05-31,13,31.0,,0.31,4.03
2020-06-01,63,34.0,False,0.34,21.42
2020-06-02,62,34.0,,0.34,21.080000000000002
2020-06-03,50,34.0,,0.34,17.0
2020-06-04,38,34.0,,0.34,12.920000000000002
2020-06-05,45,34.0,,0.34,15.3
2020-06-06,13,34.0,,0.34,4.42
2020-06-07,8,34.0,,0.34,2.72
2020-06-08,54,34.0,,0.34,18.360000000000003
2020-06-09,64,34.0,,0.34,21.76
2020-06-10,97,34.0,,0.34,32.980000000000004
2020-06-11,100,34.0,,0.34,34.0
2020-06-12,72,34.0,,0.34,24.48
2020-06-13,18,34.0,,0.34,6.12
2020-06-14,11,34.0,,0.34,3.74
2020-06-15,56,34.0,,0.34,19.040000000000003
2020-06-16,63,34.0,,0.34,21.42
2020-06-17,51,34.0,,0.34,17.34
2020-06-18,53,34.0,,0.34,18.02
2020-06-19,50,34.0,,0.34,17.0
2020-06-20,15,34.0,,0.34,5.1000000000000005
2020-06-21,11,34.0,,0.34,3.74
2020-06-22,45,34.0,,0.34,15.3
2020-06-23,46,34.0,,0.34,15.64
2020-06-24,47,34.0,,0.34,15.98
2020-06-25,48,34.0,,0.34,16.32
2020-06-26,47,34.0,,0.34,15.98
2020-06-27,14,34.0,,0.34,4.760000000000001
2020-06-28,9,34.0,,0.34,3.06
2020-06-29,46,34.0,,0.34,15.64
2020-06-30,67,34.0,,0.34,22.78
2020-07-01,33,71.0,False,0.71,23.43
2020-07-02,50,71.0,,0.71,35.5
2020-07-03,16,71.0,,0.71,11.36
2020-07-04,6,71.0,,0.71,4.26
2020-07-05,6,71.0,,0.71,4.26
2020-07-06,52,71.0,,0.71,36.92
2020-07-07,58,71.0,,0.71,41.18
2020-07-08,41,71.0,,0.71,29.11
2020-07-09,38,71.0,,0.71,26.979999999999997
2020-07-10,51,71.0,,0.71,36.21
2020-07-11,19,71.0,,0.71,13.489999999999998
2020-07-12,10,71.0,,0.71,7.1
2020-07-13,91,71.0,,0.71,64.61
2020-07-14,72,71.0,,0.71,51.12
2020-07-15,51,71.0,,0.71,36.21
2020-07-16,48,71.0,,0.71,34.08
2020-07-17,38,71.0,,0.71,26.979999999999997
2020-07-18,10,71.0,,0.71,7.1
2020-07-19,8,71.0,,0.71,5.68
2020-07-20,50,71.0,,0.71,35.5
2020-07-21,57,71.0,,0.71,40.47
2020-07-22,100,71.0,,0.71,71.0
2020-07-23,91,71.0,,0.71,64.61
2020-07-24,56,71.0,,0.71,39.76
2020-07-25,12,71.0,,0.71,8.52
2020-07-26,8,71.0,,0.71,5.68
2020-07-27,39,71.0,,0.71,27.689999999999998
2020-07-28,40,71.0,,0.71,28.4
2020-07-29,33,71.0,,0.71,23.43
2020-07-30,32,71.0,,0.71,22.72
2020-07-31,30,71.0,,0.71,21.299999999999997
2020-08-01,8,64.0,False,0.64,5.12
2020-08-02,6,64.0,,0.64,3.84
2020-08-03,24,64.0,,0.64,15.36
2020-08-04,22,64.0,,0.64,14.08
2020-08-05,21,64.0,,0.64,13.44
2020-08-06,19,64.0,,0.64,12.16
2020-08-07,19,64.0,,0.64,12.16
2020-08-08,6,64.0,,0.64,3.84
2020-08-09,3,64.0,,0.64,1.92
2020-08-10,20,64.0,,0.64,12.8
2020-08-11,32,64.0,,0.64,20.48
2020-08-12,53,64.0,,0.64,33.92
2020-08-13,44,64.0,,0.64,28.16
2020-08-14,36,64.0,,0.64,23.04
2020-08-15,10,64.0,,0.64,6.4
2020-08-16,6,64.0,,0.64,3.84
2020-08-17,44,64.0,,0.64,28.16
2020-08-18,55,64.0,,0.64,35.2
2020-08-19,45,64.0,,0.64,28.8
2020-08-20,56,64.0,,0.64,35.84
2020-08-21,61,64.0,,0.64,39.04
2020-08-22,15,64.0,,0.64,9.6
2020-08-23,9,64.0,,0.64,5.76
2020-08-24,52,64.0,,0.64,33.28
2020-08-25,44,64.0,,0.64,28.16
2020-08-26,46,64.0,,0.64,29.44
2020-08-27,50,64.0,,0.64,32.0
2020-08-28,54,64.0,,0.64,34.56
2020-08-29,16,64.0,,0.64,10.24
2020-08-30,13,64.0,,0.64,8.32
2020-08-31,100,64.0,,0.64,64.0
2020-09-01,96,100.0,False,1.0,96.0
2020-09-02,85,100.0,,1.0,85.0
2020-09-03,84,100.0,,1.0,84.0
2020-09-04,91,100.0,,1.0,91.0
2020-09-05,26,100.0,,1.0,26.0
2020-09-06,11,100.0,,1.0,11.0
2020-09-07,17,100.0,,1.0,17.0
2020-09-08,100,100.0,,1.0,100.0
2020-09-09,84,100.0,,1.0,84.0
2020-09-10,65,100.0,,1.0,65.0
2020-09-11,50,100.0,,1.0,50.0
2020-09-12,13,100.0,,1.0,13.0
2020-09-13,7,100.0,,1.0,7.0
2020-09-14,54,100.0,,1.0,54.0
2020-09-15,60,100.0,,1.0,60.0
2020-09-16,52,100.0,,1.0,52.0
2020-09-17,44,100.0,,1.0,44.0
2020-09-18,47,100.0,,1.0,47.0
2020-09-19,12,100.0,,1.0,12.0
2020-09-20,8,100.0,,1.0,8.0
2020-09-21,58,100.0,,1.0,58.0
2020-09-22,84,100.0,,1.0,84.0
2020-09-23,85,100.0,,1.0,85.0
2020-09-24,58,100.0,,1.0,58.0
2020-09-25,44,100.0,,1.0,44.0
2020-09-26,11,100.0,,1.0,11.0
2020-09-27,7,100.0,,1.0,7.0
2020-09-28,39,100.0,,1.0,39.0
2020-09-29,37,100.0,,1.0,37.0
2020-09-30,33,100.0,,1.0,33.0
2020-10-01,71,50.0,False,0.5,35.5
2020-10-02,84,50.0,,0.5,42.0
2020-10-03,20,50.0,,0.5,10.0
2020-10-04,11,50.0,,0.5,5.5
2020-10-05,65,50.0,,0.5,32.5
2020-10-06,57,50.0,,0.5,28.5
2020-10-07,54,50.0,,0.5,27.0
2020-10-08,54,50.0,,0.5,27.0
2020-10-09,52,50.0,,0.5,26.0
2020-10-10,14,50.0,,0.5,7.0
2020-10-11,8,50.0,,0.5,4.0
2020-10-12,53,50.0,,0.5,26.5
2020-10-13,54,50.0,,0.5,27.0
2020-10-14,60,50.0,,0.5,30.0
2020-10-15,53,50.0,,0.5,26.5
2020-10-16,50,50.0,,0.5,25.0
2020-10-17,13,50.0,,0.5,6.5
2020-10-18,9,50.0,,0.5,4.5
2020-10-19,49,50.0,,0.5,24.5
2020-10-20,51,50.0,,0.5,25.5
2020-10-21,100,50.0,,0.5,50.0
2020-10-22,93,50.0,,0.5,46.5
2020-10-23,62,50.0,,0.5,31.0
2020-10-24,13,50.0,,0.5,6.5
2020-10-25,10,50.0,,0.5,5.0
2020-10-26,44,50.0,,0.5,22.0
2020-10-27,44,50.0,,0.5,22.0
2020-10-28,47,50.0,,0.5,23.5
2020-10-29,46,50.0,,0.5,23.0
2020-10-30,50,50.0,,0.5,25.0
2020-10-31,11,50.0,,0.5,5.5
2020-11-01,7,49.0,False,0.49,3.4299999999999997
2020-11-02,33,49.0,,0.49,16.169999999999998
2020-11-03,35,49.0,,0.49,17.15
2020-11-04,24,49.0,,0.49,11.76
2020-11-05,25,49.0,,0.49,12.25
2020-11-06,26,49.0,,0.49,12.74
2020-11-07,8,49.0,,0.49,3.92
2020-11-08,5,49.0,,0.49,2.45
2020-11-09,38,49.0,,0.49,18.62
2020-11-10,33,49.0,,0.49,16.169999999999998
2020-11-11,28,49.0,,0.49,13.719999999999999
2020-11-12,27,49.0,,0.49,13.23
2020-11-13,31,49.0,,0.49,15.19
2020-11-14,8,49.0,,0.49,3.92
2020-11-15,5,49.0,,0.49,2.45
2020-11-16,47,49.0,,0.49,23.03
2020-11-17,100,49.0,,0.49,49.0
2020-11-18,72,49.0,,0.49,35.28
2020-11-19,72,49.0,,0.49,35.28
2020-11-20,56,49.0,,0.49,27.439999999999998
2020-11-21,13,49.0,,0.49,6.37
2020-11-22,8,49.0,,0.49,3.92
2020-11-23,51,49.0,,0.49,24.99
2020-11-24,82,49.0,,0.49,40.18
2020-11-25,71,49.0,,0.49,34.79
2020-11-26,23,49.0,,0.49,11.27
2020-11-27,48,49.0,,0.49,23.52
2020-11-28,13,49.0,,0.49,6.37
2020-11-29,10,49.0,,0.49,4.9
2020-11-30,59,49.0,,0.49,28.91
2020-12-01,67,70.0,False,0.7,46.9
2020-12-02,65,70.0,,0.7,45.5
2020-12-03,65,70.0,,0.7,45.5
2020-12-04,59,70.0,,0.7,41.3
2020-12-05,15,70.0,,0.7,10.5
2020-12-06,12,70.0,,0.7,8.399999999999999
2020-12-07,71,70.0,,0.7,49.699999999999996
2020-12-08,90,70.0,,0.7,62.99999999999999
2020-12-09,82,70.0,,0.7,57.4
2020-12-10,84,70.0,,0.7,58.8
2020-12-11,68,70.0,,0.7,47.599999999999994
2020-12-12,18,70.0,,0.7,12.6
2020-12-13,10,70.0,,0.7,7.0
2020-12-14,58,70.0,,0.7,40.599999999999994
2020-12-15,54,70.0,,0.7,37.8
2020-12-16,55,70.0,,0.7,38.5
2020-12-17,59,70.0,,0.7,41.3
2020-12-18,100,70.0,,0.7,70.0
2020-12-19,35,70.0,,0.7,24.5
2020-12-20,16,70.0,,0.7,11.2
2020-12-21,83,70.0,,0.7,58.099999999999994
2020-12-22,83,70.0,,0.7,58.099999999999994
2020-12-23,65,70.0,,0.7,45.5
2020-12-24,47,70.0,,0.7,32.9
2020-12-25,14,70.0,,0.7,9.799999999999999
2020-12-26,10,70.0,,0.7,7.0
2020-12-27,10,70.0,,0.7,7.0
2020-12-28,51,70.0,,0.7,35.699999999999996
2020-12-29,44,70.0,,0.7,30.799999999999997
2020-12-30,51,70.0,,0.7,35.699999999999996
2020-12-31,60,70.0,,0.7,42.0
2021-01-01,14,65.0,False,0.65,9.1
2021-01-02,12,65.0,,0.65,7.800000000000001
2021-01-03,10,65.0,,0.65,6.5
2021-01-04,47,65.0,,0.65,30.55
2021-01-05,47,65.0,,0.65,30.55
2021-01-06,54,65.0,,0.65,35.1
2021-01-07,81,65.0,,0.65,52.65
2021-01-08,100,65.0,,0.65,65.0
2021-01-09,27,65.0,,0.65,17.55
2021-01-10,15,65.0,,0.65,9.75
2021-01-11,74,65.0,,0.65,48.1
2021-01-12,71,65.0,,0.65,46.15
2021-01-13,63,65.0,,0.65,40.95
2021-01-14,57,65.0,,0.65,37.050000000000004
2021-01-15,47,65.0,,0.65,30.55
2021-01-16,13,65.0,,0.65,8.450000000000001
2021-01-17,9,65.0,,0.65,5.8500000000000005
2021-01-18,16,65.0,,0.65,10.4
2021-01-19,43,65.0,,0.65,27.95
2021-01-20,43,65.0,,0.65,27.95
2021-01-21,41,65.0,,0.65,26.650000000000002
2021-01-22,40,65.0,,0.65,26.0
2021-01-23,9,65.0,,0.65,5.8500000000000005
2021-01-24,8,65.0,,0.65,5.2
2021-01-25,47,65.0,,0.65,30.55
2021-01-26,47,65.0,,0.65,30.55
2021-01-27,73,65.0,,0.65,47.45
2021-01-28,74,65.0,,0.65,48.1
2021-01-29,52,65.0,,0.65,33.800000000000004
2021-01-30,16,65.0,,0.65,10.4
2021-01-31,9,65.0,,0.65,5.8500000000000005
2021-02-01,45,58.0,False,0.58,26.099999999999998
2021-02-02,46,58.0,,0.58,26.68
2021-02-03,45,58.0,,0.58,26.099999999999998
2021-02-04,38,58.0,,0.58,22.04
2021-02-05,33,58.0,,0.58,19.139999999999997
2021-02-06,10,58.0,,0.58,5.8
2021-02-07,6,58.0,,0.58,3.4799999999999995
2021-02-08,38,58.0,,0.58,22.04
2021-02-09,39,58.0,,0.58,22.619999999999997
2021-02-10,44,58.0,,0.58,25.52
2021-02-11,40,58.0,,0.58,23.2
2021-02-12,41,58.0,,0.58,23.779999999999998
2021-02-13,12,58.0,,0.58,6.959999999999999
2021-02-14,7,58.0,,0.58,4.06
2021-02-15,12,58.0,,0.58,6.959999999999999
2021-02-16,34,58.0,,0.58,19.72
2021-02-17,43,58.0,,0.58,24.939999999999998
2021-02-18,42,58.0,,0.58,24.36
2021-02-19,34,58.0,,0.58,19.72
2021-02-20,9,58.0,,0.58,5.22
2021-02-21,7,58.0,,0.58,4.06
2021-02-22,48,58.0,,0.58,27.839999999999996
2021-02-23,100,58.0,,0.58,57.99999999999999
2021-02-24,69,58.0,,0.58,40.019999999999996
2021-02-25,62,58.0,,0.58,35.96
2021-02-26,61,58.0,,0.58,35.379999999999995
2021-02-27,15,58.0,,0.58,8.7
2021-02-28,10,58.0,,0.58,5.8
2021-03-01,52,65.0,False,0.65,33.800000000000004
2021-03-02,50,65.0,,0.65,32.5
2021-03-03,55,65.0,,0.65,35.75
2021-03-04,74,65.0,,0.65,48.1
2021-03-05,100,65.0,,0.65,65.0
2021-03-06,27,65.0,,0.65,17.55
2021-03-07,15,65.0,,0.65,9.75
2021-03-08,80,65.0,,0.65,52.0
2021-03-09,99,65.0,,0.65,64.35000000000001
2021-03-10,88,65.0,,0.65,57.2
2021-03-11,63,65.0,,0.65,40.95
2021-03-12,58,65.0,,0.65,37.7
2021-03-13,14,65.0,,0.65,9.1
2021-03-14,7,65.0,,0.65,4.55
2021-03-15,52,65.0,,0.65,33.800000000000004
2021-03-16,46,65.0,,0.65,29.900000000000002
2021-03-17,49,65.0,,0.65,31.85
2021-03-18,48,65.0,,0.65,31.200000000000003
2021-03-19,48,65.0,,0.65,31.200000000000003
2021-03-20,12,65.0,,0.65,7.800000000000001
2021-03-21,10,65.0,,0.65,6.5
2021-03-22,53,65.0,,0.65,34.45
2021-03-23,49,65.0,,0.65,31.85
2021-03-24,49,65.0,,0.65,31.85
2021-03-25,46,65.0,,0.65,29.900000000000002
2021-03-26,53,65.0,,0.65,34.45
2021-03-27,12,65.0,,0.65,7.800000000000001
2021-03-28,7,65.0,,0.65,4.55
2021-03-29,45,65.0,,0.65,29.25
2021-03-30,48,65.0,,0.65,31.200000000000003
2021-03-31,47,65.0,,0.65,30.55
2021-04-01,66,52.0,False,0.52,34.32
2021-04-02,37,52.0,,0.52,19.240000000000002
2021-04-03,12,52.0,,0.52,6.24
2021-04-04,13,52.0,,0.52,6.76
2021-04-05,90,52.0,,0.52,46.800000000000004
2021-04-06,66,52.0,,0.52,34.32
2021-04-07,52,52.0,,0.52,27.04
2021-04-08,48,52.0,,0.52,24.96
2021-04-09,48,52.0,,0.52,24.96
2021-04-10,12,52.0,,0.52,6.24
2021-04-11,8,52.0,,0.52,4.16
2021-04-12,52,52.0,,0.52,27.04
2021-04-13,75,52.0,,0.52,39.0
