date,SQQQ_unscaled,SQQQ_monthly,isPartial,scale,SQQQ
2019-08-28,54,20.0,,0.2,10.8
2019-08-29,54,20.0,,0.2,10.8
2019-08-30,28,20.0,,0.2,5.6000000000000005
2019-08-31,0,20.0,,0.2,0.0
2019-09-01,0,13.0,False,0.13,0.0
2019-09-02,7,13.0,,0.13,0.91
2019-09-03,68,13.0,,0.13,8.84
2019-09-04,87,13.0,,0.13,11.31
2019-09-05,81,13.0,,0.13,10.530000000000001
2019-09-06,75,13.0,,0.13,9.75
2019-09-07,7,13.0,,0.13,0.91
2019-09-08,7,13.0,,0.13,0.91
2019-09-09,75,13.0,,0.13,9.75
2019-09-10,87,13.0,,0.13,11.31
2019-09-11,87,13.0,,0.13,11.31
2019-09-12,75,13.0,,0.13,9.75
2019-09-13,100,13.0,,0.13,13.0
2019-09-14,8,13.0,,0.13,1.04
2019-09-15,0,13.0,,0.13,0.0
2019-09-16,73,13.0,,0.13,9.49
2019-09-17,37,13.0,,0.13,4.8100000000000005
2019-09-18,74,13.0,,0.13,9.620000000000001
2019-09-19,50,13.0,,0.13,6.5
2019-09-20,51,13.0,,0.13,6.63
2019-09-21,0,13.0,,0.13,0.0
2019-09-22,15,13.0,,0.13,1.9500000000000002
2019-09-23,86,13.0,,0.13,11.18
2019-09-24,69,13.0,,0.13,8.97
2019-09-25,50,13.0,,0.13,6.5
2019-09-26,70,13.0,,0.13,9.1
2019-09-27,71,13.0,,0.13,9.23
2019-09-28,47,13.0,,0.13,6.11
2019-09-29,8,13.0,,0.13,1.04
2019-09-30,38,13.0,,0.13,4.94
2019-10-01,37,17.0,False,0.17,6.29
2019-10-02,87,17.0,,0.17,14.790000000000001
2019-10-03,51,17.0,,0.17,8.67
2019-10-04,68,17.0,,0.17,11.56
2019-10-05,6,17.0,,0.17,1.02
2019-10-06,0,17.0,,0.17,0.0
2019-10-07,80,17.0,,0.17,13.600000000000001
2019-10-08,62,17.0,,0.17,10.540000000000001
2019-10-09,43,17.0,,0.17,7.3100000000000005
2019-10-10,57,17.0,,0.17,9.690000000000001
2019-10-11,92,17.0,,0.17,15.64
2019-10-12,12,17.0,,0.17,2.04
2019-10-13,11,17.0,,0.17,1.87
2019-10-14,91,17.0,,0.17,15.47
2019-10-15,75,17.0,,0.17,12.750000000000002
2019-10-16,61,17.0,,0.17,10.370000000000001
2019-10-17,72,17.0,,0.17,12.24
2019-10-18,86,17.0,,0.17,14.620000000000001
2019-10-19,17,17.0,,0.17,2.89
2019-10-20,0,17.0,,0.17,0.0
2019-10-21,60,17.0,,0.17,10.200000000000001
2019-10-22,54,17.0,,0.17,9.180000000000001
2019-10-23,51,17.0,,0.17,8.67
2019-10-24,84,17.0,,0.17,14.280000000000001
2019-10-25,82,17.0,,0.17,13.940000000000001
2019-10-26,22,17.0,,0.17,3.74
2019-10-27,0,17.0,,0.17,0.0
2019-10-28,100,17.0,,0.17,17.0
2019-10-29,41,17.0,,0.17,6.970000000000001
2019-10-30,65,17.0,,0.17,11.05
2019-10-31,61,17.0,,0.17,10.370000000000001
2019-11-01,72,13.0,False,0.13,9.36
2019-11-02,13,13.0,,0.13,1.69
2019-11-03,0,13.0,,0.13,0.0
2019-11-04,47,13.0,,0.13,6.11
2019-11-05,89,13.0,,0.13,11.57
2019-11-06,94,13.0,,0.13,12.22
2019-11-07,84,13.0,,0.13,10.92
2019-11-08,58,13.0,,0.13,7.54
2019-11-09,0,13.0,,0.13,0.0
2019-11-10,12,13.0,,0.13,1.56
2019-11-11,52,13.0,,0.13,6.76
2019-11-12,56,13.0,,0.13,7.28
2019-11-13,51,13.0,,0.13,6.63
2019-11-14,72,13.0,,0.13,9.36
2019-11-15,77,13.0,,0.13,10.01
2019-11-16,24,13.0,,0.13,3.12
2019-11-17,6,13.0,,0.13,0.78
2019-11-18,67,13.0,,0.13,8.71
2019-11-19,52,13.0,,0.13,6.76
2019-11-20,84,13.0,,0.13,10.92
2019-11-21,100,13.0,,0.13,13.0
2019-11-22,53,13.0,,0.13,6.890000000000001
2019-11-23,12,13.0,,0.13,1.56
2019-11-24,6,13.0,,0.13,0.78
2019-11-25,42,13.0,,0.13,5.46
2019-11-26,33,13.0,,0.13,4.29
2019-11-27,51,13.0,,0.13,6.63
2019-11-28,25,13.0,,0.13,3.25
2019-11-29,23,13.0,,0.13,2.99
2019-11-30,6,13.0,,0.13,0.78
2019-12-01,10,12.0,False,0.12,1.2
2019-12-02,34,12.0,,0.12,4.08
2019-12-03,100,12.0,,0.12,12.0
2019-12-04,66,12.0,,0.12,7.92
2019-12-05,72,12.0,,0.12,8.64
2019-12-06,72,12.0,,0.12,8.64
2019-12-07,5,12.0,,0.12,0.6
2019-12-08,5,12.0,,0.12,0.6
2019-12-09,45,12.0,,0.12,5.3999999999999995
2019-12-10,50,12.0,,0.12,6.0
2019-12-11,57,12.0,,0.12,6.84
2019-12-12,67,12.0,,0.12,8.04
2019-12-13,36,12.0,,0.12,4.32
2019-12-14,5,12.0,,0.12,0.6
2019-12-15,5,12.0,,0.12,0.6
2019-12-16,22,12.0,,0.12,2.6399999999999997
2019-12-17,45,12.0,,0.12,5.3999999999999995
2019-12-18,18,12.0,,0.12,2.16
2019-12-19,42,12.0,,0.12,5.04
2019-12-20,67,12.0,,0.12,8.04
2019-12-21,11,12.0,,0.12,1.3199999999999998
2019-12-22,6,12.0,,0.12,0.72
2019-12-23,60,12.0,,0.12,7.199999999999999
2019-12-24,37,12.0,,0.12,4.4399999999999995
2019-12-25,12,12.0,,0.12,1.44
2019-12-26,26,12.0,,0.12,3.12
2019-12-27,44,12.0,,0.12,5.279999999999999
2019-12-28,11,12.0,,0.12,1.3199999999999998
2019-12-29,5,12.0,,0.12,0.6
2019-12-30,59,12.0,,0.12,7.08
2019-12-31,20,12.0,,0.12,2.4
2020-01-01,0,16.0,False,0.16,0.0
2020-01-02,30,16.0,,0.16,4.8
2020-01-03,84,16.0,,0.16,13.44
2020-01-04,8,16.0,,0.16,1.28
2020-01-05,0,16.0,,0.16,0.0
2020-01-06,43,16.0,,0.16,6.88
2020-01-07,47,16.0,,0.16,7.5200000000000005
2020-01-08,50,16.0,,0.16,8.0
2020-01-09,61,16.0,,0.16,9.76
2020-01-10,57,16.0,,0.16,9.120000000000001
2020-01-11,8,16.0,,0.16,1.28
2020-01-12,16,16.0,,0.16,2.56
2020-01-13,56,16.0,,0.16,8.96
2020-01-14,28,16.0,,0.16,4.48
2020-01-15,41,16.0,,0.16,6.5600000000000005
2020-01-16,49,16.0,,0.16,7.84
2020-01-17,39,16.0,,0.16,6.24
2020-01-18,21,16.0,,0.16,3.36
2020-01-19,4,16.0,,0.16,0.64
2020-01-20,4,16.0,,0.16,0.64
2020-01-21,35,16.0,,0.16,5.6000000000000005
2020-01-22,64,16.0,,0.16,10.24
2020-01-23,39,16.0,,0.16,6.24
2020-01-24,42,16.0,,0.16,6.72
2020-01-25,12,16.0,,0.16,1.92
2020-01-26,8,16.0,,0.16,1.28
2020-01-27,100,16.0,,0.16,16.0
2020-01-28,45,16.0,,0.16,7.2
2020-01-29,53,16.0,,0.16,8.48
2020-01-30,74,16.0,,0.16,11.84
2020-01-31,97,16.0,,0.16,15.52
2020-02-01,2,30.0,False,0.3,0.6
2020-02-02,0,30.0,,0.3,0.0
2020-02-03,12,30.0,,0.3,3.5999999999999996
2020-02-04,15,30.0,,0.3,4.5
2020-02-05,20,30.0,,0.3,6.0
2020-02-06,14,30.0,,0.3,4.2
2020-02-07,14,30.0,,0.3,4.2
2020-02-08,1,30.0,,0.3,0.3
2020-02-09,1,30.0,,0.3,0.3
2020-02-10,11,30.0,,0.3,3.3
2020-02-11,12,30.0,,0.3,3.5999999999999996
2020-02-12,13,30.0,,0.3,3.9
2020-02-13,13,30.0,,0.3,3.9
2020-02-14,17,30.0,,0.3,5.1
2020-02-15,3,30.0,,0.3,0.8999999999999999
2020-02-16,2,30.0,,0.3,0.6
2020-02-17,3,30.0,,0.3,0.8999999999999999
2020-02-18,7,30.0,,0.3,2.1
2020-02-19,15,30.0,,0.3,4.5
2020-02-20,12,30.0,,0.3,3.5999999999999996
2020-02-21,20,30.0,,0.3,6.0
2020-02-22,4,30.0,,0.3,1.2
2020-02-23,2,30.0,,0.3,0.6
2020-02-24,38,30.0,,0.3,11.4
2020-02-25,60,30.0,,0.3,18.0
2020-02-26,43,30.0,,0.3,12.9
2020-02-27,71,30.0,,0.3,21.3
2020-02-28,100,30.0,,0.3,30.0
2020-02-29,16,30.0,,0.3,4.8
2020-03-01,6,100.0,False,1.0,6.0
2020-03-02,29,100.0,,1.0,29.0
2020-03-03,28,100.0,,1.0,28.0
2020-03-04,33,100.0,,1.0,33.0
2020-03-05,28,100.0,,1.0,28.0
2020-03-06,41,100.0,,1.0,41.0
2020-03-07,10,100.0,,1.0,10.0
2020-03-08,7,100.0,,1.0,7.0
2020-03-09,62,100.0,,1.0,62.0
2020-03-10,42,100.0,,1.0,42.0
2020-03-11,54,100.0,,1.0,54.0
2020-03-12,100,100.0,,1.0,100.0
2020-03-13,79,100.0,,1.0,79.0
2020-03-14,28,100.0,,1.0,28.0
2020-03-15,17,100.0,,1.0,17.0
2020-03-16,97,100.0,,1.0,97.0
2020-03-17,56,100.0,,1.0,56.0
2020-03-18,77,100.0,,1.0,77.0
2020-03-19,68,100.0,,1.0,68.0
2020-03-20,56,100.0,,1.0,56.0
2020-03-21,19,100.0,,1.0,19.0
2020-03-22,13,100.0,,1.0,13.0
2020-03-23,67,100.0,,1.0,67.0
2020-03-24,63,100.0,,1.0,63.0
2020-03-25,63,100.0,,1.0,63.0
2020-03-26,68,100.0,,1.0,68.0
2020-03-27,68,100.0,,1.0,68.0
2020-03-28,15,100.0,,1.0,15.0
2020-03-29,12,100.0,,1.0,12.0
2020-03-30,53,100.0,,1.0,53.0
2020-03-31,53,100.0,,1.0,53.0
2020-04-01,100,63.0,False,0.63,63.0
2020-04-02,60,63.0,,0.63,37.8
2020-04-03,52,63.0,,0.63,32.76
2020-04-04,10,63.0,,0.63,6.3
2020-04-05,11,63.0,,0.63,6.93
2020-04-06,51,63.0,,0.63,32.13
2020-04-07,68,63.0,,0.63,42.84
2020-04-08,61,63.0,,0.63,38.43
2020-04-09,64,63.0,,0.63,40.32
2020-04-10,18,63.0,,0.63,11.34
2020-04-11,7,63.0,,0.63,4.41
2020-04-12,8,63.0,,0.63,5.04
2020-04-13,46,63.0,,0.63,28.98
2020-04-14,57,63.0,,0.63,35.910000000000004
2020-04-15,51,63.0,,0.63,32.13
2020-04-16,40,63.0,,0.63,25.2
2020-04-17,39,63.0,,0.63,24.57
2020-04-18,10,63.0,,0.63,6.3
2020-04-19,7,63.0,,0.63,4.41
2020-04-20,44,63.0,,0.63,27.72
2020-04-21,49,63.0,,0.63,30.87
2020-04-22,37,63.0,,0.63,23.31
2020-04-23,35,63.0,,0.63,22.05
2020-04-24,30,63.0,,0.63,18.9
2020-04-25,7,63.0,,0.63,4.41
2020-04-26,6,63.0,,0.63,3.7800000000000002
2020-04-27,30,63.0,,0.63,18.9
2020-04-28,35,63.0,,0.63,22.05
2020-04-29,44,63.0,,0.63,27.72
2020-04-30,51,63.0,,0.63,32.13
2020-05-01,100,38.0,False,0.38,38.0
2020-05-02,18,38.0,,0.38,6.84
2020-05-03,14,38.0,,0.38,5.32
2020-05-04,56,38.0,,0.38,21.28
2020-05-05,56,38.0,,0.38,21.28
2020-05-06,51,38.0,,0.38,19.38
2020-05-07,56,38.0,,0.38,21.28
2020-05-08,61,38.0,,0.38,23.18
2020-05-09,12,38.0,,0.38,4.5600000000000005
2020-05-10,5,38.0,,0.38,1.9
2020-05-11,47,38.0,,0.38,17.86
2020-05-12,69,38.0,,0.38,26.22
2020-05-13,69,38.0,,0.38,26.22
2020-05-14,53,38.0,,0.38,20.14
2020-05-15,49,38.0,,0.38,18.62
2020-05-16,15,38.0,,0.38,5.7
2020-05-17,7,38.0,,0.38,2.66
2020-05-18,38,38.0,,0.38,14.44
2020-05-19,61,38.0,,0.38,23.18
2020-05-20,55,38.0,,0.38,20.9
2020-05-21,58,38.0,,0.38,22.04
2020-05-22,37,38.0,,0.38,14.06
2020-05-23,8,38.0,,0.38,3.04
2020-05-24,2,38.0,,0.38,0.76
2020-05-25,8,38.0,,0.38,3.04
2020-05-26,49,38.0,,0.38,18.62
2020-05-27,33,38.0,,0.38,12.540000000000001
2020-05-28,33,38.0,,0.38,12.540000000000001
2020-05-29,34,38.0,,0.38,12.92
2020-05-30,6,38.0,,0.38,2.2800000000000002
2020-05-31,8,38.0,,0.38,3.04
2020-06-01,40,41.0,False,0.41,16.4
2020-06-02,36,41.0,,0.41,14.76
2020-06-03,33,41.0,,0.41,13.53
2020-06-04,47,41.0,,0.41,19.27
2020-06-05,27,41.0,,0.41,11.069999999999999
2020-06-06,1,41.0,,0.41,0.41
2020-06-07,8,41.0,,0.41,3.28
2020-06-08,45,41.0,,0.41,18.45
2020-06-09,43,41.0,,0.41,17.63
2020-06-10,53,41.0,,0.41,21.73
2020-06-11,100,41.0,,0.41,41.0
2020-06-12,74,41.0,,0.41,30.34
2020-06-13,9,41.0,,0.41,3.69
2020-06-14,6,41.0,,0.41,2.46
2020-06-15,44,41.0,,0.41,18.04
2020-06-16,40,41.0,,0.41,16.4
2020-06-17,32,41.0,,0.41,13.12
2020-06-18,41,41.0,,0.41,16.81
2020-06-19,42,41.0,,0.41,17.22
2020-06-20,23,41.0,,0.41,9.43
2020-06-21,5,41.0,,0.41,2.05
2020-06-22,42,41.0,,0.41,17.22
2020-06-23,46,41.0,,0.41,18.86
2020-06-24,80,41.0,,0.41,32.8
2020-06-25,52,41.0,,0.41,21.32
2020-06-26,60,41.0,,0.41,24.599999999999998
2020-06-27,26,41.0,,0.41,10.66
2020-06-28,18,41.0,,0.41,7.38
2020-06-29,43,41.0,,0.41,17.63
2020-06-30,42,41.0,,0.41,17.22
2020-07-01,51,43.0,False,0.43,21.93
2020-07-02,56,43.0,,0.43,24.08
2020-07-03,19,43.0,,0.43,8.17
2020-07-04,4,43.0,,0.43,1.72
2020-07-05,8,43.0,,0.43,3.44
2020-07-06,76,43.0,,0.43,32.68
2020-07-07,73,43.0,,0.43,31.39
2020-07-08,45,43.0,,0.43,19.35
2020-07-09,64,43.0,,0.43,27.52
2020-07-10,76,43.0,,0.43,32.68
2020-07-11,20,43.0,,0.43,8.6
2020-07-12,11,43.0,,0.43,4.7299999999999995
2020-07-13,75,43.0,,0.43,32.25
2020-07-14,75,43.0,,0.43,32.25
2020-07-15,48,43.0,,0.43,20.64
2020-07-16,62,43.0,,0.43,26.66
2020-07-17,67,43.0,,0.43,28.81
2020-07-18,15,43.0,,0.43,6.45
2020-07-19,6,43.0,,0.43,2.58
2020-07-20,68,43.0,,0.43,29.24
2020-07-21,67,43.0,,0.43,28.81
2020-07-22,40,43.0,,0.43,17.2
2020-07-23,68,43.0,,0.43,29.24
2020-07-24,100,43.0,,0.43,43.0
2020-07-25,21,43.0,,0.43,9.03
2020-07-26,13,43.0,,0.43,5.59
2020-07-27,34,43.0,,0.43,14.62
2020-07-28,61,43.0,,0.43,26.23
2020-07-29,61,43.0,,0.43,26.23
2020-07-30,65,43.0,,0.43,27.95
2020-07-31,69,43.0,,0.43,29.669999999999998
2020-08-01,10,34.0,False,0.34,3.4000000000000004
2020-08-02,11,34.0,,0.34,3.74
2020-08-03,34,34.0,,0.34,11.56
2020-08-04,43,34.0,,0.34,14.620000000000001
2020-08-05,32,34.0,,0.34,10.88
2020-08-06,45,34.0,,0.34,15.3
2020-08-07,51,34.0,,0.34,17.34
2020-08-08,11,34.0,,0.34,3.74
2020-08-09,10,34.0,,0.34,3.4000000000000004
2020-08-10,35,34.0,,0.34,11.9
2020-08-11,34,34.0,,0.34,11.56
2020-08-12,40,34.0,,0.34,13.600000000000001
2020-08-13,40,34.0,,0.34,13.600000000000001
2020-08-14,32,34.0,,0.34,10.88
2020-08-15,7,34.0,,0.34,2.3800000000000003
2020-08-16,7,34.0,,0.34,2.3800000000000003
2020-08-17,37,34.0,,0.34,12.58
2020-08-18,100,34.0,,0.34,34.0
2020-08-19,53,34.0,,0.34,18.02
2020-08-20,40,34.0,,0.34,13.600000000000001
2020-08-21,38,34.0,,0.34,12.920000000000002
2020-08-22,10,34.0,,0.34,3.4000000000000004
2020-08-23,4,34.0,,0.34,1.36
2020-08-24,37,34.0,,0.34,12.58
2020-08-25,25,34.0,,0.34,8.5
2020-08-26,40,34.0,,0.34,13.600000000000001
2020-08-27,31,34.0,,0.34,10.540000000000001
2020-08-28,30,34.0,,0.34,10.200000000000001
2020-08-29,3,34.0,,0.34,1.02
2020-08-30,7,34.0,,0.34,2.3800000000000003
2020-08-31,22,34.0,,0.34,7.48
2020-09-01,22,56.0,False,0.56,12.32
2020-09-02,37,56.0,,0.56,20.720000000000002
2020-09-03,86,56.0,,0.56,48.160000000000004
2020-09-04,100,56.0,,0.56,56.00000000000001
2020-09-05,20,56.0,,0.56,11.200000000000001
2020-09-06,4,56.0,,0.56,2.24
2020-09-07,10,56.0,,0.56,5.6000000000000005
2020-09-08,76,56.0,,0.56,42.56
2020-09-09,49,56.0,,0.56,27.44
2020-09-10,55,56.0,,0.56,30.800000000000004
2020-09-11,60,56.0,,0.56,33.6
2020-09-12,29,56.0,,0.56,16.240000000000002
2020-09-13,5,56.0,,0.56,2.8000000000000003
2020-09-14,35,56.0,,0.56,19.6
2020-09-15,39,56.0,,0.56,21.840000000000003
2020-09-16,41,56.0,,0.56,22.96
2020-09-17,46,56.0,,0.56,25.76
2020-09-18,63,56.0,,0.56,35.28
2020-09-19,12,56.0,,0.56,6.720000000000001
2020-09-20,9,56.0,,0.56,5.040000000000001
2020-09-21,55,56.0,,0.56,30.800000000000004
2020-09-22,48,56.0,,0.56,26.880000000000003
2020-09-23,61,56.0,,0.56,34.160000000000004
2020-09-24,45,56.0,,0.56,25.200000000000003
2020-09-25,38,56.0,,0.56,21.28
2020-09-26,17,56.0,,0.56,9.520000000000001
2020-09-27,8,56.0,,0.56,4.48
2020-09-28,26,56.0,,0.56,14.560000000000002
2020-09-29,34,56.0,,0.56,19.040000000000003
2020-09-30,44,56.0,,0.56,24.64
2020-10-01,46,40.0,False,0.4,18.400000000000002
2020-10-02,80,40.0,,0.4,32.0
2020-10-03,13,40.0,,0.4,5.2
2020-10-04,18,40.0,,0.4,7.2
2020-10-05,45,40.0,,0.4,18.0
2020-10-06,35,40.0,,0.4,14.0
2020-10-07,45,40.0,,0.4,18.0
2020-10-08,44,40.0,,0.4,17.6
2020-10-09,34,40.0,,0.4,13.600000000000001
2020-10-10,2,40.0,,0.4,0.8
2020-10-11,3,40.0,,0.4,1.2000000000000002
2020-10-12,65,40.0,,0.4,26.0
2020-10-13,60,40.0,,0.4,24.0
2020-10-14,54,40.0,,0.4,21.6
2020-10-15,35,40.0,,0.4,14.0
2020-10-16,30,40.0,,0.4,12.0
2020-10-17,14,40.0,,0.4,5.6000000000000005
2020-10-18,12,40.0,,0.4,4.800000000000001
2020-10-19,32,40.0,,0.4,12.8
2020-10-20,53,40.0,,0.4,21.200000000000003
2020-10-21,27,40.0,,0.4,10.8
2020-10-22,26,40.0,,0.4,10.4
2020-10-23,24,40.0,,0.4,9.600000000000001
2020-10-24,5,40.0,,0.4,2.0
2020-10-25,7,40.0,,0.4,2.8000000000000003
2020-10-26,71,40.0,,0.4,28.400000000000002
2020-10-27,45,40.0,,0.4,18.0
2020-10-28,66,40.0,,0.4,26.400000000000002
2020-10-29,77,40.0,,0.4,30.8
2020-10-30,100,40.0,,0.4,40.0
2020-10-31,13,40.0,,0.4,5.2
2020-11-01,17,33.0,False,0.33,5.61
2020-11-02,100,33.0,,0.33,33.0
2020-11-03,75,33.0,,0.33,24.75
2020-11-04,77,33.0,,0.33,25.41
2020-11-05,69,33.0,,0.33,22.77
2020-11-06,58,33.0,,0.33,19.14
2020-11-07,32,33.0,,0.33,10.56
2020-11-08,11,33.0,,0.33,3.6300000000000003
2020-11-09,98,33.0,,0.33,32.34
2020-11-10,74,33.0,,0.33,24.42
2020-11-11,69,33.0,,0.33,22.77
2020-11-12,61,33.0,,0.33,20.130000000000003
2020-11-13,69,33.0,,0.33,22.77
2020-11-14,14,33.0,,0.33,4.62
2020-11-15,2,33.0,,0.33,0.66
2020-11-16,43,33.0,,0.33,14.190000000000001
2020-11-17,48,33.0,,0.33,15.84
2020-11-18,35,33.0,,0.33,11.55
2020-11-19,32,33.0,,0.33,10.56
2020-11-20,59,33.0,,0.33,19.470000000000002
2020-11-21,21,33.0,,0.33,6.930000000000001
2020-11-22,5,33.0,,0.33,1.6500000000000001
2020-11-23,46,33.0,,0.33,15.180000000000001
2020-11-24,42,33.0,,0.33,13.860000000000001
2020-11-25,47,33.0,,0.33,15.510000000000002
2020-11-26,7,33.0,,0.33,2.31
2020-11-27,26,33.0,,0.33,8.58
2020-11-28,7,33.0,,0.33,2.31
2020-11-29,20,33.0,,0.33,6.6000000000000005
2020-11-30,39,33.0,,0.33,12.870000000000001
2020-12-01,79,25.0,False,0.25,19.75
2020-12-02,47,25.0,,0.25,11.75
2020-12-03,71,25.0,,0.25,17.75
2020-12-04,76,25.0,,0.25,19.0
2020-12-05,23,25.0,,0.25,5.75
2020-12-06,3,25.0,,0.25,0.75
2020-12-07,60,25.0,,0.25,15.0
2020-12-08,68,25.0,,0.25,17.0
2020-12-09,100,25.0,,0.25,25.0
2020-12-10,48,25.0,,0.25,12.0
2020-12-11,86,25.0,,0.25,21.5
2020-12-12,20,25.0,,0.25,5.0
2020-12-13,10,25.0,,0.25,2.5
2020-12-14,80,25.0,,0.25,20.0
2020-12-15,51,25.0,,0.25,12.75
2020-12-16,46,25.0,,0.25,11.5
2020-12-17,57,25.0,,0.25,14.25
2020-12-18,57,25.0,,0.25,14.25
2020-12-19,24,25.0,,0.25,6.0
2020-12-20,17,25.0,,0.25,4.25
2020-12-21,72,25.0,,0.25,18.0
2020-12-22,61,25.0,,0.25,15.25
2020-12-23,39,25.0,,0.25,9.75
2020-12-24,54,25.0,,0.25,13.5
2020-12-25,15,25.0,,0.25,3.75
2020-12-26,11,25.0,,0.25,2.75
2020-12-27,7,25.0,,0.25,1.75
2020-12-28,78,25.0,,0.25,19.5
2020-12-29,53,25.0,,0.25,13.25
2020-12-30,40,25.0,,0.25,10.0
2020-12-31,59,25.0,,0.25,14.75
2021-01-01,8,29.0,False,0.29,2.32
2021-01-02,5,29.0,,0.29,1.45
2021-01-03,13,29.0,,0.29,3.7699999999999996
2021-01-04,52,29.0,,0.29,15.079999999999998
2021-01-05,53,29.0,,0.29,15.37
2021-01-06,65,29.0,,0.29,18.849999999999998
2021-01-07,68,29.0,,0.29,19.72
2021-01-08,83,29.0,,0.29,24.069999999999997
2021-01-09,28,29.0,,0.29,8.12
2021-01-10,10,29.0,,0.29,2.9
2021-01-11,61,29.0,,0.29,17.689999999999998
2021-01-12,48,29.0,,0.29,13.919999999999998
2021-01-13,40,29.0,,0.29,11.6
2021-01-14,24,29.0,,0.29,6.959999999999999
2021-01-15,74,29.0,,0.29,21.459999999999997
2021-01-16,36,29.0,,0.29,10.44
2021-01-17,10,29.0,,0.29,2.9
2021-01-18,12,29.0,,0.29,3.4799999999999995
2021-01-19,42,29.0,,0.29,12.18
2021-01-20,50,29.0,,0.29,14.499999999999998
2021-01-21,55,29.0,,0.29,15.95
2021-01-22,65,29.0,,0.29,18.849999999999998
2021-01-23,13,29.0,,0.29,3.7699999999999996
2021-01-24,0,29.0,,0.29,0.0
2021-01-25,66,29.0,,0.29,19.139999999999997
2021-01-26,70,29.0,,0.29,20.299999999999997
2021-01-27,80,29.0,,0.29,23.2
2021-01-28,85,29.0,,0.29,24.65
2021-01-29,100,29.0,,0.29,28.999999999999996
2021-01-30,52,29.0,,0.29,15.079999999999998
2021-01-31,29,29.0,,0.29,8.41
2021-02-01,57,35.0,False,0.35,19.95
2021-02-02,51,35.0,,0.35,17.849999999999998
2021-02-03,42,35.0,,0.35,14.7
2021-02-04,45,35.0,,0.35,15.749999999999998
2021-02-05,45,35.0,,0.35,15.749999999999998
2021-02-06,15,35.0,,0.35,5.25
2021-02-07,9,35.0,,0.35,3.15
2021-02-08,24,35.0,,0.35,8.399999999999999
2021-02-09,32,35.0,,0.35,11.2
2021-02-10,39,35.0,,0.35,13.649999999999999
2021-02-11,38,35.0,,0.35,13.299999999999999
2021-02-12,24,35.0,,0.35,8.399999999999999
2021-02-13,9,35.0,,0.35,3.15
2021-02-14,7,35.0,,0.35,2.4499999999999997
2021-02-15,11,35.0,,0.35,3.8499999999999996
2021-02-16,24,35.0,,0.35,8.399999999999999
2021-02-17,42,35.0,,0.35,14.7
2021-02-18,59,35.0,,0.35,20.65
2021-02-19,39,35.0,,0.35,13.649999999999999
2021-02-20,6,35.0,,0.35,2.0999999999999996
2021-02-21,10,35.0,,0.35,3.5
2021-02-22,62,35.0,,0.35,21.7
2021-02-23,99,35.0,,0.35,34.65
2021-02-24,57,35.0,,0.35,19.95
2021-02-25,100,35.0,,0.35,35.0
2021-02-26,92,35.0,,0.35,32.199999999999996
2021-02-27,13,35.0,,0.35,4.55
2021-02-28,21,35.0,,0.35,7.35
2021-03-01,29,45.0,False,0.45,13.05
2021-03-02,28,45.0,,0.45,12.6
2021-03-03,40,45.0,,0.45,18.0
2021-03-04,100,45.0,,0.45,45.0
2021-03-05,95,45.0,,0.45,42.75
2021-03-06,20,45.0,,0.45,9.0
2021-03-07,18,45.0,,0.45,8.1
2021-03-08,50,45.0,,0.45,22.5
2021-03-09,48,45.0,,0.45,21.6
2021-03-10,39,45.0,,0.45,17.55
2021-03-11,40,45.0,,0.45,18.0
2021-03-12,34,45.0,,0.45,15.3
2021-03-13,10,45.0,,0.45,4.5
2021-03-14,8,45.0,,0.45,3.6
2021-03-15,29,45.0,,0.45,13.05
2021-03-16,27,45.0,,0.45,12.15
2021-03-17,27,45.0,,0.45,12.15
2021-03-18,43,45.0,,0.45,19.35
2021-03-19,43,45.0,,0.45,19.35
2021-03-20,11,45.0,,0.45,4.95
2021-03-21,5,45.0,,0.45,2.25
2021-03-22,21,45.0,,0.45,9.450000000000001
2021-03-23,30,45.0,,0.45,13.5
2021-03-24,33,45.0,,0.45,14.85
2021-03-25,53,45.0,,0.45,23.85
2021-03-26,23,45.0,,0.45,10.35
2021-03-27,15,45.0,,0.45,6.75
2021-03-28,4,45.0,,0.45,1.8
2021-03-29,25,45.0,,0.45,11.25
2021-03-30,36,45.0,,0.45,16.2
2021-03-31,34,45.0,,0.45,15.3
2021-04-01,99,25.0,False,0.25,24.75
2021-04-02,27,25.0,,0.25,6.75
2021-04-03,15,25.0,,0.25,3.75
2021-04-04,4,25.0,,0.25,1.0
2021-04-05,83,25.0,,0.25,20.75
2021-04-06,60,25.0,,0.25,15.0
2021-04-07,72,25.0,,0.25,18.0
2021-04-08,47,25.0,,0.25,11.75
2021-04-09,50,25.0,,0.25,12.5
2021-04-10,4,25.0,,0.25,1.0
2021-04-11,25,25.0,,0.25,6.25
2021-04-12,60,25.0,,0.25,15.0
2021-04-13,44,25.0,,0.25,11.0
2021-04-14,97,25.0,,0.25,24.25
2021-04-15,95,25.0,,0.25,23.75
2021-04-16,74,25.0,,0.25,18.5
2021-04-17,0,25.0,,0.25,0.0
2021-04-18,18,25.0,,0.25,4.5
2021-04-19,63,25.0,,0.25,15.75
2021-04-20,93,25.0,,0.25,23.25
2021-04-21,100,25.0,,0.25,25.0
2021-04-22,80,25.0,,0.25,20.0
2021-04-23,81,25.0,,0.25,20.25
2021-04-24,18,25.0,,0.25,4.5
2021-04-25,15,25.0,,0.25,3.75
2021-04-26,67,25.0,,0.25,16.75
