date,JAN_unscaled,JAN_monthly,isPartial,scale,JAN
2019-08-05,92,14.0,,0.14,12.88
2019-08-06,82,14.0,,0.14,11.48
2019-08-07,85,14.0,,0.14,11.9
2019-08-08,93,14.0,,0.14,13.020000000000001
2019-08-09,80,14.0,,0.14,11.200000000000001
2019-08-10,88,14.0,,0.14,12.32
2019-08-11,91,14.0,,0.14,12.740000000000002
2019-08-12,97,14.0,,0.14,13.580000000000002
2019-08-13,100,14.0,,0.14,14.000000000000002
2019-08-14,90,14.0,,0.14,12.600000000000001
2019-08-15,83,14.0,,0.14,11.620000000000001
2019-08-16,95,14.0,,0.14,13.3
2019-08-17,88,14.0,,0.14,12.32
2019-08-18,91,14.0,,0.14,12.740000000000002
2019-08-19,79,14.0,,0.14,11.06
2019-08-20,87,14.0,,0.14,12.180000000000001
2019-08-21,87,14.0,,0.14,12.180000000000001
2019-08-22,89,14.0,,0.14,12.46
2019-08-23,84,14.0,,0.14,11.760000000000002
2019-08-24,93,14.0,,0.14,13.020000000000001
2019-08-25,94,14.0,,0.14,13.160000000000002
2019-08-26,90,14.0,,0.14,12.600000000000001
2019-08-27,93,14.0,,0.14,13.020000000000001
2019-08-28,94,14.0,,0.14,13.160000000000002
2019-08-29,92,14.0,,0.14,12.88
2019-08-30,80,14.0,,0.14,11.200000000000001
2019-08-31,69,14.0,,0.14,9.66
2019-09-01,68,14.0,False,0.14,9.520000000000001
2019-09-02,73,14.0,,0.14,10.22
2019-09-03,76,14.0,,0.14,10.64
2019-09-04,81,14.0,,0.14,11.340000000000002
2019-09-05,67,14.0,,0.14,9.38
2019-09-06,74,14.0,,0.14,10.360000000000001
2019-09-07,66,14.0,,0.14,9.24
2019-09-08,68,14.0,,0.14,9.520000000000001
2019-09-09,78,14.0,,0.14,10.920000000000002
2019-09-10,89,14.0,,0.14,12.46
2019-09-11,77,14.0,,0.14,10.780000000000001
2019-09-12,80,14.0,,0.14,11.200000000000001
2019-09-13,69,14.0,,0.14,9.66
2019-09-14,70,14.0,,0.14,9.8
2019-09-15,79,14.0,,0.14,11.06
2019-09-16,75,14.0,,0.14,10.500000000000002
2019-09-17,76,14.0,,0.14,10.64
2019-09-18,81,14.0,,0.14,11.340000000000002
2019-09-19,74,14.0,,0.14,10.360000000000001
2019-09-20,75,14.0,,0.14,10.500000000000002
2019-09-21,69,14.0,,0.14,9.66
2019-09-22,79,14.0,,0.14,11.06
2019-09-23,100,14.0,,0.14,14.000000000000002
2019-09-24,93,14.0,,0.14,13.020000000000001
2019-09-25,81,14.0,,0.14,11.340000000000002
2019-09-26,82,14.0,,0.14,11.48
2019-09-27,77,14.0,,0.14,10.780000000000001
2019-09-28,80,14.0,,0.14,11.200000000000001
2019-09-29,83,14.0,,0.14,11.620000000000001
2019-09-30,81,14.0,,0.14,11.340000000000002
2019-10-01,86,15.0,False,0.15,12.9
2019-10-02,81,15.0,,0.15,12.15
2019-10-03,78,15.0,,0.15,11.7
2019-10-04,76,15.0,,0.15,11.4
2019-10-05,68,15.0,,0.15,10.2
2019-10-06,70,15.0,,0.15,10.5
2019-10-07,77,15.0,,0.15,11.549999999999999
2019-10-08,77,15.0,,0.15,11.549999999999999
2019-10-09,88,15.0,,0.15,13.2
2019-10-10,76,15.0,,0.15,11.4
2019-10-11,75,15.0,,0.15,11.25
2019-10-12,71,15.0,,0.15,10.65
2019-10-13,79,15.0,,0.15,11.85
2019-10-14,79,15.0,,0.15,11.85
2019-10-15,89,15.0,,0.15,13.35
2019-10-16,89,15.0,,0.15,13.35
2019-10-17,90,15.0,,0.15,13.5
2019-10-18,88,15.0,,0.15,13.2
2019-10-19,84,15.0,,0.15,12.6
2019-10-20,83,15.0,,0.15,12.45
2019-10-21,86,15.0,,0.15,12.9
2019-10-22,83,15.0,,0.15,12.45
2019-10-23,87,15.0,,0.15,13.049999999999999
2019-10-24,100,15.0,,0.15,15.0
2019-10-25,79,15.0,,0.15,11.85
2019-10-26,79,15.0,,0.15,11.85
2019-10-27,74,15.0,,0.15,11.1
2019-10-28,92,15.0,,0.15,13.799999999999999
2019-10-29,80,15.0,,0.15,12.0
2019-10-30,83,15.0,,0.15,12.45
2019-10-31,77,15.0,,0.15,11.549999999999999
2019-11-01,86,16.0,False,0.16,13.76
2019-11-02,71,16.0,,0.16,11.36
2019-11-03,81,16.0,,0.16,12.96
2019-11-04,93,16.0,,0.16,14.88
2019-11-05,94,16.0,,0.16,15.040000000000001
2019-11-06,92,16.0,,0.16,14.72
2019-11-07,90,16.0,,0.16,14.4
2019-11-08,81,16.0,,0.16,12.96
2019-11-09,79,16.0,,0.16,12.64
2019-11-10,71,16.0,,0.16,11.36
2019-11-11,85,16.0,,0.16,13.6
2019-11-12,91,16.0,,0.16,14.56
2019-11-13,90,16.0,,0.16,14.4
2019-11-14,90,16.0,,0.16,14.4
2019-11-15,75,16.0,,0.16,12.0
2019-11-16,90,16.0,,0.16,14.4
2019-11-17,100,16.0,,0.16,16.0
2019-11-18,99,16.0,,0.16,15.84
2019-11-19,92,16.0,,0.16,14.72
2019-11-20,88,16.0,,0.16,14.08
2019-11-21,93,16.0,,0.16,14.88
2019-11-22,93,16.0,,0.16,14.88
2019-11-23,81,16.0,,0.16,12.96
2019-11-24,78,16.0,,0.16,12.48
2019-11-25,96,16.0,,0.16,15.36
2019-11-26,90,16.0,,0.16,14.4
2019-11-27,86,16.0,,0.16,13.76
2019-11-28,85,16.0,,0.16,13.6
2019-11-29,75,16.0,,0.16,12.0
2019-11-30,78,16.0,,0.16,12.48
2019-12-01,30,26.0,False,0.26,7.800000000000001
2019-12-02,35,26.0,,0.26,9.1
2019-12-03,32,26.0,,0.26,8.32
2019-12-04,36,26.0,,0.26,9.36
2019-12-05,38,26.0,,0.26,9.88
2019-12-06,36,26.0,,0.26,9.36
2019-12-07,33,26.0,,0.26,8.58
2019-12-08,34,26.0,,0.26,8.84
2019-12-09,38,26.0,,0.26,9.88
2019-12-10,38,26.0,,0.26,9.88
2019-12-11,39,26.0,,0.26,10.14
2019-12-12,42,26.0,,0.26,10.92
2019-12-13,39,26.0,,0.26,10.14
2019-12-14,36,26.0,,0.26,9.36
2019-12-15,37,26.0,,0.26,9.620000000000001
2019-12-16,44,26.0,,0.26,11.440000000000001
2019-12-17,45,26.0,,0.26,11.700000000000001
2019-12-18,44,26.0,,0.26,11.440000000000001
2019-12-19,46,26.0,,0.26,11.96
2019-12-20,45,26.0,,0.26,11.700000000000001
2019-12-21,42,26.0,,0.26,10.92
2019-12-22,42,26.0,,0.26,10.92
2019-12-23,48,26.0,,0.26,12.48
2019-12-24,41,26.0,,0.26,10.66
2019-12-25,46,26.0,,0.26,11.96
2019-12-26,55,26.0,,0.26,14.3
2019-12-27,59,26.0,,0.26,15.34
2019-12-28,65,26.0,,0.26,16.900000000000002
2019-12-29,70,26.0,,0.26,18.2
2019-12-30,87,26.0,,0.26,22.62
2019-12-31,100,26.0,,0.26,26.0
2020-01-01,100,79.0,False,0.79,79.0
2020-01-02,92,79.0,,0.79,72.68
2020-01-03,83,79.0,,0.79,65.57000000000001
2020-01-04,84,79.0,,0.79,66.36
2020-01-05,86,79.0,,0.79,67.94
2020-01-06,82,79.0,,0.79,64.78
2020-01-07,84,79.0,,0.79,66.36
2020-01-08,83,79.0,,0.79,65.57000000000001
2020-01-09,83,79.0,,0.79,65.57000000000001
2020-01-10,84,79.0,,0.79,66.36
2020-01-11,88,79.0,,0.79,69.52000000000001
2020-01-12,87,79.0,,0.79,68.73
2020-01-13,80,79.0,,0.79,63.2
2020-01-14,77,79.0,,0.79,60.830000000000005
2020-01-15,82,79.0,,0.79,64.78
2020-01-16,78,79.0,,0.79,61.620000000000005
2020-01-17,78,79.0,,0.79,61.620000000000005
2020-01-18,87,79.0,,0.79,68.73
2020-01-19,85,79.0,,0.79,67.15
2020-01-20,85,79.0,,0.79,67.15
2020-01-21,73,79.0,,0.79,57.67
2020-01-22,69,79.0,,0.79,54.510000000000005
2020-01-23,75,79.0,,0.79,59.25
2020-01-24,71,79.0,,0.79,56.09
2020-01-25,74,79.0,,0.79,58.46
2020-01-26,69,79.0,,0.79,54.510000000000005
2020-01-27,62,79.0,,0.79,48.980000000000004
2020-01-28,67,79.0,,0.79,52.93
2020-01-29,66,79.0,,0.79,52.14
2020-01-30,68,79.0,,0.79,53.72
2020-01-31,63,79.0,,0.79,49.77
2020-02-01,100,21.0,False,0.21,21.0
2020-02-02,61,21.0,,0.21,12.809999999999999
2020-02-03,54,21.0,,0.21,11.34
2020-02-04,52,21.0,,0.21,10.92
2020-02-05,46,21.0,,0.21,9.66
2020-02-06,45,21.0,,0.21,9.45
2020-02-07,43,21.0,,0.21,9.03
2020-02-08,40,21.0,,0.21,8.4
2020-02-09,42,21.0,,0.21,8.82
2020-02-10,39,21.0,,0.21,8.19
2020-02-11,41,21.0,,0.21,8.61
2020-02-12,39,21.0,,0.21,8.19
2020-02-13,37,21.0,,0.21,7.77
2020-02-14,37,21.0,,0.21,7.77
2020-02-15,35,21.0,,0.21,7.35
2020-02-16,62,21.0,,0.21,13.02
2020-02-17,38,21.0,,0.21,7.9799999999999995
2020-02-18,40,21.0,,0.21,8.4
2020-02-19,37,21.0,,0.21,7.77
2020-02-20,34,21.0,,0.21,7.14
2020-02-21,36,21.0,,0.21,7.56
2020-02-22,30,21.0,,0.21,6.3
2020-02-23,30,21.0,,0.21,6.3
2020-02-24,31,21.0,,0.21,6.51
2020-02-25,33,21.0,,0.21,6.93
2020-02-26,30,21.0,,0.21,6.3
2020-02-27,30,21.0,,0.21,6.3
2020-02-28,31,21.0,,0.21,6.51
2020-02-29,27,21.0,,0.21,5.67
2020-03-01,47,15.0,False,0.15,7.05
2020-03-02,52,15.0,,0.15,7.8
2020-03-03,50,15.0,,0.15,7.5
2020-03-04,46,15.0,,0.15,6.8999999999999995
2020-03-05,46,15.0,,0.15,6.8999999999999995
2020-03-06,46,15.0,,0.15,6.8999999999999995
2020-03-07,49,15.0,,0.15,7.35
2020-03-08,47,15.0,,0.15,7.05
2020-03-09,56,15.0,,0.15,8.4
2020-03-10,45,15.0,,0.15,6.75
2020-03-11,51,15.0,,0.15,7.6499999999999995
2020-03-12,45,15.0,,0.15,6.75
2020-03-13,40,15.0,,0.15,6.0
2020-03-14,41,15.0,,0.15,6.1499999999999995
2020-03-15,43,15.0,,0.15,6.45
2020-03-16,44,15.0,,0.15,6.6
2020-03-17,41,15.0,,0.15,6.1499999999999995
2020-03-18,43,15.0,,0.15,6.45
2020-03-19,42,15.0,,0.15,6.3
2020-03-20,42,15.0,,0.15,6.3
2020-03-21,47,15.0,,0.15,7.05
2020-03-22,44,15.0,,0.15,6.6
2020-03-23,48,15.0,,0.15,7.199999999999999
2020-03-24,49,15.0,,0.15,7.35
2020-03-25,50,15.0,,0.15,7.5
2020-03-26,54,15.0,,0.15,8.1
2020-03-27,49,15.0,,0.15,7.35
2020-03-28,52,15.0,,0.15,7.8
2020-03-29,100,15.0,,0.15,15.0
2020-03-30,63,15.0,,0.15,9.45
2020-03-31,56,15.0,,0.15,8.4
2020-04-01,95,16.0,False,0.16,15.200000000000001
2020-04-02,100,16.0,,0.16,16.0
2020-04-03,91,16.0,,0.16,14.56
2020-04-04,97,16.0,,0.16,15.52
2020-04-05,97,16.0,,0.16,15.52
2020-04-06,91,16.0,,0.16,14.56
2020-04-07,86,16.0,,0.16,13.76
2020-04-08,92,16.0,,0.16,14.72
2020-04-09,91,16.0,,0.16,14.56
2020-04-10,85,16.0,,0.16,13.6
2020-04-11,98,16.0,,0.16,15.68
2020-04-12,92,16.0,,0.16,14.72
2020-04-13,96,16.0,,0.16,15.36
2020-04-14,85,16.0,,0.16,13.6
2020-04-15,81,16.0,,0.16,12.96
2020-04-16,80,16.0,,0.16,12.8
2020-04-17,83,16.0,,0.16,13.280000000000001
2020-04-18,88,16.0,,0.16,14.08
2020-04-19,97,16.0,,0.16,15.52
2020-04-20,85,16.0,,0.16,13.6
2020-04-21,81,16.0,,0.16,12.96
2020-04-22,83,16.0,,0.16,13.280000000000001
2020-04-23,91,16.0,,0.16,14.56
2020-04-24,74,16.0,,0.16,11.84
2020-04-25,81,16.0,,0.16,12.96
2020-04-26,94,16.0,,0.16,15.040000000000001
2020-04-27,79,16.0,,0.16,12.64
2020-04-28,76,16.0,,0.16,12.16
2020-04-29,79,16.0,,0.16,12.64
2020-04-30,82,16.0,,0.16,13.120000000000001
2020-05-01,88,14.0,False,0.14,12.32
2020-05-02,92,14.0,,0.14,12.88
2020-05-03,98,14.0,,0.14,13.72
2020-05-04,100,14.0,,0.14,14.000000000000002
2020-05-05,93,14.0,,0.14,13.020000000000001
2020-05-06,85,14.0,,0.14,11.9
2020-05-07,89,14.0,,0.14,12.46
2020-05-08,87,14.0,,0.14,12.180000000000001
2020-05-09,98,14.0,,0.14,13.72
2020-05-10,89,14.0,,0.14,12.46
2020-05-11,90,14.0,,0.14,12.600000000000001
2020-05-12,86,14.0,,0.14,12.040000000000001
2020-05-13,86,14.0,,0.14,12.040000000000001
2020-05-14,94,14.0,,0.14,13.160000000000002
2020-05-15,90,14.0,,0.14,12.600000000000001
2020-05-16,86,14.0,,0.14,12.040000000000001
2020-05-17,89,14.0,,0.14,12.46
2020-05-18,96,14.0,,0.14,13.440000000000001
2020-05-19,91,14.0,,0.14,12.740000000000002
2020-05-20,84,14.0,,0.14,11.760000000000002
2020-05-21,90,14.0,,0.14,12.600000000000001
2020-05-22,81,14.0,,0.14,11.340000000000002
2020-05-23,88,14.0,,0.14,12.32
2020-05-24,84,14.0,,0.14,11.760000000000002
2020-05-25,83,14.0,,0.14,11.620000000000001
2020-05-26,88,14.0,,0.14,12.32
2020-05-27,81,14.0,,0.14,11.340000000000002
2020-05-28,84,14.0,,0.14,11.760000000000002
2020-05-29,84,14.0,,0.14,11.760000000000002
2020-05-30,77,14.0,,0.14,10.780000000000001
2020-05-31,76,14.0,,0.14,10.64
2020-06-01,100,15.0,False,0.15,15.0
2020-06-02,74,15.0,,0.15,11.1
2020-06-03,60,15.0,,0.15,9.0
2020-06-04,52,15.0,,0.15,7.8
2020-06-05,59,15.0,,0.15,8.85
2020-06-06,53,15.0,,0.15,7.949999999999999
2020-06-07,66,15.0,,0.15,9.9
2020-06-08,60,15.0,,0.15,9.0
2020-06-09,56,15.0,,0.15,8.4
2020-06-10,53,15.0,,0.15,7.949999999999999
2020-06-11,56,15.0,,0.15,8.4
2020-06-12,55,15.0,,0.15,8.25
2020-06-13,57,15.0,,0.15,8.549999999999999
2020-06-14,53,15.0,,0.15,7.949999999999999
2020-06-15,57,15.0,,0.15,8.549999999999999
2020-06-16,55,15.0,,0.15,8.25
2020-06-17,55,15.0,,0.15,8.25
2020-06-18,61,15.0,,0.15,9.15
2020-06-19,52,15.0,,0.15,7.8
2020-06-20,51,15.0,,0.15,7.6499999999999995
2020-06-21,55,15.0,,0.15,8.25
2020-06-22,53,15.0,,0.15,7.949999999999999
2020-06-23,60,15.0,,0.15,9.0
2020-06-24,57,15.0,,0.15,8.549999999999999
2020-06-25,56,15.0,,0.15,8.4
2020-06-26,58,15.0,,0.15,8.7
2020-06-27,52,15.0,,0.15,7.8
2020-06-28,56,15.0,,0.15,8.4
2020-06-29,55,15.0,,0.15,8.25
2020-06-30,58,15.0,,0.15,8.7
2020-07-01,73,14.0,False,0.14,10.22
2020-07-02,77,14.0,,0.14,10.780000000000001
2020-07-03,75,14.0,,0.14,10.500000000000002
2020-07-04,78,14.0,,0.14,10.920000000000002
2020-07-05,95,14.0,,0.14,13.3
2020-07-06,81,14.0,,0.14,11.340000000000002
2020-07-07,75,14.0,,0.14,10.500000000000002
2020-07-08,76,14.0,,0.14,10.64
2020-07-09,80,14.0,,0.14,11.200000000000001
2020-07-10,76,14.0,,0.14,10.64
2020-07-11,88,14.0,,0.14,12.32
2020-07-12,80,14.0,,0.14,11.200000000000001
2020-07-13,84,14.0,,0.14,11.760000000000002
2020-07-14,78,14.0,,0.14,10.920000000000002
2020-07-15,87,14.0,,0.14,12.180000000000001
2020-07-16,81,14.0,,0.14,11.340000000000002
2020-07-17,86,14.0,,0.14,12.040000000000001
2020-07-18,83,14.0,,0.14,11.620000000000001
2020-07-19,89,14.0,,0.14,12.46
2020-07-20,86,14.0,,0.14,12.040000000000001
2020-07-21,85,14.0,,0.14,11.9
2020-07-22,76,14.0,,0.14,10.64
2020-07-23,90,14.0,,0.14,12.600000000000001
2020-07-24,89,14.0,,0.14,12.46
2020-07-25,100,14.0,,0.14,14.000000000000002
2020-07-26,98,14.0,,0.14,13.72
2020-07-27,86,14.0,,0.14,12.040000000000001
2020-07-28,83,14.0,,0.14,11.620000000000001
2020-07-29,85,14.0,,0.14,11.9
2020-07-30,76,14.0,,0.14,10.64
2020-07-31,77,14.0,,0.14,10.780000000000001
2020-08-01,86,13.0,False,0.13,11.18
2020-08-02,79,13.0,,0.13,10.27
2020-08-03,76,13.0,,0.13,9.88
2020-08-04,76,13.0,,0.13,9.88
2020-08-05,80,13.0,,0.13,10.4
2020-08-06,77,13.0,,0.13,10.01
2020-08-07,77,13.0,,0.13,10.01
2020-08-08,69,13.0,,0.13,8.97
2020-08-09,85,13.0,,0.13,11.05
2020-08-10,78,13.0,,0.13,10.14
2020-08-11,81,13.0,,0.13,10.530000000000001
2020-08-12,77,13.0,,0.13,10.01
2020-08-13,72,13.0,,0.13,9.36
2020-08-14,77,13.0,,0.13,10.01
2020-08-15,76,13.0,,0.13,9.88
2020-08-16,79,13.0,,0.13,10.27
2020-08-17,80,13.0,,0.13,10.4
2020-08-18,79,13.0,,0.13,10.27
2020-08-19,77,13.0,,0.13,10.01
2020-08-20,87,13.0,,0.13,11.31
2020-08-21,75,13.0,,0.13,9.75
2020-08-22,79,13.0,,0.13,10.27
2020-08-23,84,13.0,,0.13,10.92
2020-08-24,86,13.0,,0.13,11.18
2020-08-25,75,13.0,,0.13,9.75
2020-08-26,67,13.0,,0.13,8.71
2020-08-27,74,13.0,,0.13,9.620000000000001
2020-08-28,79,13.0,,0.13,10.27
2020-08-29,80,13.0,,0.13,10.4
2020-08-30,100,13.0,,0.13,13.0
2020-08-31,77,13.0,,0.13,10.01
2020-09-01,38,15.0,False,0.15,5.7
2020-09-02,40,15.0,,0.15,6.0
2020-09-03,43,15.0,,0.15,6.45
2020-09-04,37,15.0,,0.15,5.55
2020-09-05,49,15.0,,0.15,7.35
2020-09-06,39,15.0,,0.15,5.85
2020-09-07,39,15.0,,0.15,5.85
2020-09-08,41,15.0,,0.15,6.1499999999999995
2020-09-09,36,15.0,,0.15,5.3999999999999995
2020-09-10,35,15.0,,0.15,5.25
2020-09-11,37,15.0,,0.15,5.55
2020-09-12,40,15.0,,0.15,6.0
2020-09-13,39,15.0,,0.15,5.85
2020-09-14,40,15.0,,0.15,6.0
2020-09-15,36,15.0,,0.15,5.3999999999999995
2020-09-16,41,15.0,,0.15,6.1499999999999995
2020-09-17,38,15.0,,0.15,5.7
2020-09-18,39,15.0,,0.15,5.85
2020-09-19,45,15.0,,0.15,6.75
2020-09-20,42,15.0,,0.15,6.3
2020-09-21,40,15.0,,0.15,6.0
2020-09-22,43,15.0,,0.15,6.45
2020-09-23,44,15.0,,0.15,6.6
2020-09-24,41,15.0,,0.15,6.1499999999999995
2020-09-25,43,15.0,,0.15,6.45
2020-09-26,43,15.0,,0.15,6.45
2020-09-27,100,15.0,,0.15,15.0
2020-09-28,47,15.0,,0.15,7.05
2020-09-29,45,15.0,,0.15,6.75
2020-09-30,39,15.0,,0.15,5.85
2020-10-01,89,14.0,False,0.14,12.46
2020-10-02,86,14.0,,0.14,12.040000000000001
2020-10-03,83,14.0,,0.14,11.620000000000001
2020-10-04,77,14.0,,0.14,10.780000000000001
2020-10-05,87,14.0,,0.14,12.180000000000001
2020-10-06,87,14.0,,0.14,12.180000000000001
2020-10-07,99,14.0,,0.14,13.860000000000001
2020-10-08,85,14.0,,0.14,11.9
2020-10-09,88,14.0,,0.14,12.32
2020-10-10,84,14.0,,0.14,11.760000000000002
2020-10-11,85,14.0,,0.14,11.9
2020-10-12,79,14.0,,0.14,11.06
2020-10-13,88,14.0,,0.14,12.32
2020-10-14,91,14.0,,0.14,12.740000000000002
2020-10-15,87,14.0,,0.14,12.180000000000001
2020-10-16,89,14.0,,0.14,12.46
2020-10-17,100,14.0,,0.14,14.000000000000002
2020-10-18,94,14.0,,0.14,13.160000000000002
2020-10-19,88,14.0,,0.14,12.32
2020-10-20,83,14.0,,0.14,11.620000000000001
2020-10-21,87,14.0,,0.14,12.180000000000001
2020-10-22,86,14.0,,0.14,12.040000000000001
2020-10-23,93,14.0,,0.14,13.020000000000001
2020-10-24,83,14.0,,0.14,11.620000000000001
2020-10-25,94,14.0,,0.14,13.160000000000002
2020-10-26,77,14.0,,0.14,10.780000000000001
2020-10-27,84,14.0,,0.14,11.760000000000002
2020-10-28,86,14.0,,0.14,12.040000000000001
2020-10-29,92,14.0,,0.14,12.88
2020-10-30,93,14.0,,0.14,13.020000000000001
2020-10-31,87,14.0,,0.14,12.180000000000001
2020-11-01,100,15.0,False,0.15,15.0
2020-11-02,90,15.0,,0.15,13.5
2020-11-03,82,15.0,,0.15,12.299999999999999
2020-11-04,51,15.0,,0.15,7.6499999999999995
2020-11-05,55,15.0,,0.15,8.25
2020-11-06,68,15.0,,0.15,10.2
2020-11-07,86,15.0,,0.15,12.9
2020-11-08,99,15.0,,0.15,14.85
2020-11-09,99,15.0,,0.15,14.85
2020-11-10,93,15.0,,0.15,13.95
2020-11-11,89,15.0,,0.15,13.35
2020-11-12,89,15.0,,0.15,13.35
2020-11-13,83,15.0,,0.15,12.45
2020-11-14,84,15.0,,0.15,12.6
2020-11-15,90,15.0,,0.15,13.5
2020-11-16,89,15.0,,0.15,13.35
2020-11-17,89,15.0,,0.15,13.35
2020-11-18,92,15.0,,0.15,13.799999999999999
2020-11-19,94,15.0,,0.15,14.1
2020-11-20,95,15.0,,0.15,14.25
2020-11-21,95,15.0,,0.15,14.25
2020-11-22,84,15.0,,0.15,12.6
2020-11-23,96,15.0,,0.15,14.399999999999999
2020-11-24,96,15.0,,0.15,14.399999999999999
2020-11-25,91,15.0,,0.15,13.65
2020-11-26,77,15.0,,0.15,11.549999999999999
2020-11-27,81,15.0,,0.15,12.15
2020-11-28,92,15.0,,0.15,13.799999999999999
2020-11-29,89,15.0,,0.15,13.35
2020-11-30,83,15.0,,0.15,12.45
2020-12-01,31,25.0,False,0.25,7.75
2020-12-02,31,25.0,,0.25,7.75
2020-12-03,33,25.0,,0.25,8.25
2020-12-04,31,25.0,,0.25,7.75
2020-12-05,39,25.0,,0.25,9.75
2020-12-06,36,25.0,,0.25,9.0
2020-12-07,35,25.0,,0.25,8.75
2020-12-08,32,25.0,,0.25,8.0
2020-12-09,36,25.0,,0.25,9.0
2020-12-10,34,25.0,,0.25,8.5
2020-12-11,33,25.0,,0.25,8.25
2020-12-12,34,25.0,,0.25,8.5
2020-12-13,31,25.0,,0.25,7.75
2020-12-14,37,25.0,,0.25,9.25
2020-12-15,42,25.0,,0.25,10.5
2020-12-16,42,25.0,,0.25,10.5
2020-12-17,40,25.0,,0.25,10.0
2020-12-18,42,25.0,,0.25,10.5
2020-12-19,41,25.0,,0.25,10.25
2020-12-20,43,25.0,,0.25,10.75
2020-12-21,46,25.0,,0.25,11.5
2020-12-22,47,25.0,,0.25,11.75
2020-12-23,43,25.0,,0.25,10.75
2020-12-24,42,25.0,,0.25,10.5
2020-12-25,41,25.0,,0.25,10.25
2020-12-26,56,25.0,,0.25,14.0
2020-12-27,60,25.0,,0.25,15.0
2020-12-28,68,25.0,,0.25,17.0
2020-12-29,71,25.0,,0.25,17.75
2020-12-30,84,25.0,,0.25,21.0
2020-12-31,100,25.0,,0.25,25.0
2021-01-01,70,100.0,False,1.0,70.0
2021-01-02,75,100.0,,1.0,75.0
2021-01-03,76,100.0,,1.0,76.0
2021-01-04,68,100.0,,1.0,68.0
2021-01-05,67,100.0,,1.0,67.0
2021-01-06,74,100.0,,1.0,74.0
2021-01-07,79,100.0,,1.0,79.0
2021-01-08,69,100.0,,1.0,69.0
2021-01-09,80,100.0,,1.0,80.0
2021-01-10,85,100.0,,1.0,85.0
2021-01-11,77,100.0,,1.0,77.0
2021-01-12,68,100.0,,1.0,68.0
2021-01-13,78,100.0,,1.0,78.0
2021-01-14,86,100.0,,1.0,86.0
2021-01-15,70,100.0,,1.0,70.0
2021-01-16,83,100.0,,1.0,83.0
2021-01-17,100,100.0,,1.0,100.0
2021-01-18,74,100.0,,1.0,74.0
2021-01-19,69,100.0,,1.0,69.0
2021-01-20,79,100.0,,1.0,79.0
2021-01-21,83,100.0,,1.0,83.0
2021-01-22,64,100.0,,1.0,64.0
2021-01-23,93,100.0,,1.0,93.0
2021-01-24,67,100.0,,1.0,67.0
2021-01-25,56,100.0,,1.0,56.0
2021-01-26,54,100.0,,1.0,54.0
2021-01-27,52,100.0,,1.0,52.0
2021-01-28,52,100.0,,1.0,52.0
2021-01-29,47,100.0,,1.0,47.0
2021-01-30,49,100.0,,1.0,49.0
2021-01-31,48,100.0,,1.0,48.0
2021-02-01,100,26.0,False,0.26,26.0
2021-02-02,79,26.0,,0.26,20.54
2021-02-03,76,26.0,,0.26,19.76
2021-02-04,71,26.0,,0.26,18.46
2021-02-05,70,26.0,,0.26,18.2
2021-02-06,61,26.0,,0.26,15.860000000000001
2021-02-07,62,26.0,,0.26,16.12
2021-02-08,51,26.0,,0.26,13.26
2021-02-09,59,26.0,,0.26,15.34
2021-02-10,60,26.0,,0.26,15.600000000000001
2021-02-11,62,26.0,,0.26,16.12
2021-02-12,68,26.0,,0.26,17.68
2021-02-13,59,26.0,,0.26,15.34
2021-02-14,56,26.0,,0.26,14.56
2021-02-15,52,26.0,,0.26,13.52
2021-02-16,48,26.0,,0.26,12.48
2021-02-17,55,26.0,,0.26,14.3
2021-02-18,48,26.0,,0.26,12.48
2021-02-19,49,26.0,,0.26,12.74
2021-02-20,49,26.0,,0.26,12.74
2021-02-21,52,26.0,,0.26,13.52
2021-02-22,45,26.0,,0.26,11.700000000000001
2021-02-23,48,26.0,,0.26,12.48
2021-02-24,48,26.0,,0.26,12.48
2021-02-25,48,26.0,,0.26,12.48
2021-02-26,45,26.0,,0.26,11.700000000000001
2021-02-27,45,26.0,,0.26,11.700000000000001
2021-02-28,48,26.0,,0.26,12.48
2021-03-01,28,20.0,False,0.2,5.6000000000000005
2021-03-02,26,20.0,,0.2,5.2
2021-03-03,30,20.0,,0.2,6.0
2021-03-04,31,20.0,,0.2,6.2
2021-03-05,31,20.0,,0.2,6.2
2021-03-06,38,20.0,,0.2,7.6000000000000005
2021-03-07,100,20.0,,0.2,20.0
2021-03-08,29,20.0,,0.2,5.800000000000001
2021-03-09,23,20.0,,0.2,4.6000000000000005
2021-03-10,23,20.0,,0.2,4.6000000000000005
2021-03-11,23,20.0,,0.2,4.6000000000000005
2021-03-12,23,20.0,,0.2,4.6000000000000005
2021-03-13,18,20.0,,0.2,3.6
2021-03-14,21,20.0,,0.2,4.2
2021-03-15,21,20.0,,0.2,4.2
2021-03-16,19,20.0,,0.2,3.8000000000000003
2021-03-17,19,20.0,,0.2,3.8000000000000003
2021-03-18,21,20.0,,0.2,4.2
2021-03-19,19,20.0,,0.2,3.8000000000000003
2021-03-20,18,20.0,,0.2,3.6
2021-03-21,20,20.0,,0.2,4.0
2021-03-22,20,20.0,,0.2,4.0
2021-03-23,19,20.0,,0.2,3.8000000000000003
2021-03-24,18,20.0,,0.2,3.6
2021-03-25,19,20.0,,0.2,3.8000000000000003
2021-03-26,20,20.0,,0.2,4.0
2021-03-27,19,20.0,,0.2,3.8000000000000003
