date,SHOP_unscaled,SHOP_monthly,isPartial,scale,SHOP
2019-08-24,93,84.0,,0.84,78.11999999999999
2019-08-25,87,84.0,,0.84,73.08
2019-08-26,72,84.0,,0.84,60.48
2019-08-27,73,84.0,,0.84,61.32
2019-08-28,70,84.0,,0.84,58.8
2019-08-29,71,84.0,,0.84,59.64
2019-08-30,78,84.0,,0.84,65.52
2019-08-31,90,84.0,,0.84,75.6
2019-09-01,89,79.0,False,0.79,70.31
2019-09-02,93,79.0,,0.79,73.47
2019-09-03,77,79.0,,0.79,60.830000000000005
2019-09-04,73,79.0,,0.79,57.67
2019-09-05,73,79.0,,0.79,57.67
2019-09-06,79,79.0,,0.79,62.410000000000004
2019-09-07,98,79.0,,0.79,77.42
2019-09-08,83,79.0,,0.79,65.57000000000001
2019-09-09,76,79.0,,0.79,60.040000000000006
2019-09-10,71,79.0,,0.79,56.09
2019-09-11,71,79.0,,0.79,56.09
2019-09-12,74,79.0,,0.79,58.46
2019-09-13,82,79.0,,0.79,64.78
2019-09-14,97,79.0,,0.79,76.63000000000001
2019-09-15,83,79.0,,0.79,65.57000000000001
2019-09-16,74,79.0,,0.79,58.46
2019-09-17,72,79.0,,0.79,56.88
2019-09-18,71,79.0,,0.79,56.09
2019-09-19,71,79.0,,0.79,56.09
2019-09-20,81,79.0,,0.79,63.99
2019-09-21,95,79.0,,0.79,75.05
2019-09-22,85,79.0,,0.79,67.15
2019-09-23,73,79.0,,0.79,57.67
2019-09-24,70,79.0,,0.79,55.300000000000004
2019-09-25,71,79.0,,0.79,56.09
2019-09-26,73,79.0,,0.79,57.67
2019-09-27,79,79.0,,0.79,62.410000000000004
2019-09-28,100,79.0,,0.79,79.0
2019-09-29,86,79.0,,0.79,67.94
2019-09-30,75,79.0,,0.79,59.25
2019-10-01,77,74.0,False,0.74,56.98
2019-10-02,74,74.0,,0.74,54.76
2019-10-03,79,74.0,,0.74,58.46
2019-10-04,84,74.0,,0.74,62.16
2019-10-05,96,74.0,,0.74,71.03999999999999
2019-10-06,88,74.0,,0.74,65.12
2019-10-07,76,74.0,,0.74,56.24
2019-10-08,75,74.0,,0.74,55.5
2019-10-09,74,74.0,,0.74,54.76
2019-10-10,77,74.0,,0.74,56.98
2019-10-11,82,74.0,,0.74,60.68
2019-10-12,100,74.0,,0.74,74.0
2019-10-13,86,74.0,,0.74,63.64
2019-10-14,80,74.0,,0.74,59.2
2019-10-15,75,74.0,,0.74,55.5
2019-10-16,74,74.0,,0.74,54.76
2019-10-17,77,74.0,,0.74,56.98
2019-10-18,86,74.0,,0.74,63.64
2019-10-19,100,74.0,,0.74,74.0
2019-10-20,89,74.0,,0.74,65.86
2019-10-21,80,74.0,,0.74,59.2
2019-10-22,77,74.0,,0.74,56.98
2019-10-23,76,74.0,,0.74,56.24
2019-10-24,77,74.0,,0.74,56.98
2019-10-25,81,74.0,,0.74,59.94
2019-10-26,94,74.0,,0.74,69.56
2019-10-27,83,74.0,,0.74,61.42
2019-10-28,77,74.0,,0.74,56.98
2019-10-29,73,74.0,,0.74,54.019999999999996
2019-10-30,74,74.0,,0.74,54.76
2019-10-31,74,74.0,,0.74,54.76
2019-11-01,67,83.0,False,0.83,55.61
2019-11-02,79,83.0,,0.83,65.57
2019-11-03,71,83.0,,0.83,58.93
2019-11-04,63,83.0,,0.83,52.29
2019-11-05,62,83.0,,0.83,51.46
2019-11-06,61,83.0,,0.83,50.629999999999995
2019-11-07,63,83.0,,0.83,52.29
2019-11-08,69,83.0,,0.83,57.269999999999996
2019-11-09,80,83.0,,0.83,66.39999999999999
2019-11-10,74,83.0,,0.83,61.419999999999995
2019-11-11,68,83.0,,0.83,56.44
2019-11-12,61,83.0,,0.83,50.629999999999995
2019-11-13,58,83.0,,0.83,48.14
2019-11-14,60,83.0,,0.83,49.8
2019-11-15,66,83.0,,0.83,54.779999999999994
2019-11-16,81,83.0,,0.83,67.22999999999999
2019-11-17,75,83.0,,0.83,62.25
2019-11-18,65,83.0,,0.83,53.949999999999996
2019-11-19,62,83.0,,0.83,51.46
2019-11-20,62,83.0,,0.83,51.46
2019-11-21,65,83.0,,0.83,53.949999999999996
2019-11-22,69,83.0,,0.83,57.269999999999996
2019-11-23,83,83.0,,0.83,68.89
2019-11-24,76,83.0,,0.83,63.08
2019-11-25,70,83.0,,0.83,58.099999999999994
2019-11-26,72,83.0,,0.83,59.76
2019-11-27,82,83.0,,0.83,68.06
2019-11-28,83,83.0,,0.83,68.89
2019-11-29,100,83.0,,0.83,83.0
2019-11-30,92,83.0,,0.83,76.36
2019-12-01,81,87.0,False,0.87,70.47
2019-12-02,77,87.0,,0.87,66.99
2019-12-03,73,87.0,,0.87,63.51
2019-12-04,68,87.0,,0.87,59.16
2019-12-05,71,87.0,,0.87,61.77
2019-12-06,76,87.0,,0.87,66.12
2019-12-07,85,87.0,,0.87,73.95
2019-12-08,79,87.0,,0.87,68.73
2019-12-09,71,87.0,,0.87,61.77
2019-12-10,70,87.0,,0.87,60.9
2019-12-11,70,87.0,,0.87,60.9
2019-12-12,72,87.0,,0.87,62.64
2019-12-13,81,87.0,,0.87,70.47
2019-12-14,98,87.0,,0.87,85.26
2019-12-15,86,87.0,,0.87,74.82
2019-12-16,79,87.0,,0.87,68.73
2019-12-17,76,87.0,,0.87,66.12
2019-12-18,73,87.0,,0.87,63.51
2019-12-19,76,87.0,,0.87,66.12
2019-12-20,82,87.0,,0.87,71.34
2019-12-21,98,87.0,,0.87,85.26
2019-12-22,92,87.0,,0.87,80.04
2019-12-23,96,87.0,,0.87,83.52
2019-12-24,100,87.0,,0.87,87.0
2019-12-25,79,87.0,,0.87,68.73
2019-12-26,88,87.0,,0.87,76.56
2019-12-27,85,87.0,,0.87,73.95
2019-12-28,87,87.0,,0.87,75.69
2019-12-29,78,87.0,,0.87,67.86
2019-12-30,82,87.0,,0.87,71.34
2019-12-31,87,87.0,,0.87,75.69
2020-01-01,98,74.0,False,0.74,72.52
2020-01-02,92,74.0,,0.74,68.08
2020-01-03,92,74.0,,0.74,68.08
2020-01-04,100,74.0,,0.74,74.0
2020-01-05,90,74.0,,0.74,66.6
2020-01-06,81,74.0,,0.74,59.94
2020-01-07,80,74.0,,0.74,59.2
2020-01-08,76,74.0,,0.74,56.24
2020-01-09,77,74.0,,0.74,56.98
2020-01-10,82,74.0,,0.74,60.68
2020-01-11,97,74.0,,0.74,71.78
2020-01-12,85,74.0,,0.74,62.9
2020-01-13,80,74.0,,0.74,59.2
2020-01-14,74,74.0,,0.74,54.76
2020-01-15,78,74.0,,0.74,57.72
2020-01-16,77,74.0,,0.74,56.98
2020-01-17,82,74.0,,0.74,60.68
2020-01-18,99,74.0,,0.74,73.26
2020-01-19,91,74.0,,0.74,67.34
2020-01-20,93,74.0,,0.74,68.82
2020-01-21,78,74.0,,0.74,57.72
2020-01-22,76,74.0,,0.74,56.24
2020-01-23,78,74.0,,0.74,57.72
2020-01-24,83,74.0,,0.74,61.42
2020-01-25,99,74.0,,0.74,73.26
2020-01-26,84,74.0,,0.74,62.16
2020-01-27,76,74.0,,0.74,56.24
2020-01-28,75,74.0,,0.74,55.5
2020-01-29,77,74.0,,0.74,56.98
2020-01-30,77,74.0,,0.74,56.98
2020-01-31,85,74.0,,0.74,62.9
2020-02-01,93,77.0,False,0.77,71.61
2020-02-02,81,77.0,,0.77,62.370000000000005
2020-02-03,69,77.0,,0.77,53.13
2020-02-04,68,77.0,,0.77,52.36
2020-02-05,71,77.0,,0.77,54.67
2020-02-06,69,77.0,,0.77,53.13
2020-02-07,78,77.0,,0.77,60.06
2020-02-08,97,77.0,,0.77,74.69
2020-02-09,83,77.0,,0.77,63.910000000000004
2020-02-10,73,77.0,,0.77,56.21
2020-02-11,74,77.0,,0.77,56.980000000000004
2020-02-12,73,77.0,,0.77,56.21
2020-02-13,78,77.0,,0.77,60.06
2020-02-14,92,77.0,,0.77,70.84
2020-02-15,96,77.0,,0.77,73.92
2020-02-16,93,77.0,,0.77,71.61
2020-02-17,82,77.0,,0.77,63.14
2020-02-18,69,77.0,,0.77,53.13
2020-02-19,71,77.0,,0.77,54.67
2020-02-20,71,77.0,,0.77,54.67
2020-02-21,79,77.0,,0.77,60.83
2020-02-22,98,77.0,,0.77,75.46000000000001
2020-02-23,88,77.0,,0.77,67.76
2020-02-24,73,77.0,,0.77,56.21
2020-02-25,73,77.0,,0.77,56.21
2020-02-26,72,77.0,,0.77,55.44
2020-02-27,76,77.0,,0.77,58.52
2020-02-28,81,77.0,,0.77,62.370000000000005
2020-02-29,100,77.0,,0.77,77.0
2020-03-01,94,75.0,False,0.75,70.5
2020-03-02,75,75.0,,0.75,56.25
2020-03-03,73,75.0,,0.75,54.75
2020-03-04,70,75.0,,0.75,52.5
2020-03-05,75,75.0,,0.75,56.25
2020-03-06,79,75.0,,0.75,59.25
2020-03-07,100,75.0,,0.75,75.0
2020-03-08,89,75.0,,0.75,66.75
2020-03-09,75,75.0,,0.75,56.25
2020-03-10,69,75.0,,0.75,51.75
2020-03-11,68,75.0,,0.75,51.0
2020-03-12,68,75.0,,0.75,51.0
2020-03-13,75,75.0,,0.75,56.25
2020-03-14,96,75.0,,0.75,72.0
2020-03-15,87,75.0,,0.75,65.25
2020-03-16,77,75.0,,0.75,57.75
2020-03-17,77,75.0,,0.75,57.75
2020-03-18,79,75.0,,0.75,59.25
2020-03-19,80,75.0,,0.75,60.0
2020-03-20,88,75.0,,0.75,66.0
2020-03-21,96,75.0,,0.75,72.0
2020-03-22,84,75.0,,0.75,63.0
2020-03-23,77,75.0,,0.75,57.75
2020-03-24,72,75.0,,0.75,54.0
2020-03-25,74,75.0,,0.75,55.5
2020-03-26,75,75.0,,0.75,56.25
2020-03-27,77,75.0,,0.75,57.75
2020-03-28,87,75.0,,0.75,65.25
2020-03-29,79,75.0,,0.75,59.25
2020-03-30,70,75.0,,0.75,52.5
2020-03-31,72,75.0,,0.75,54.0
2020-04-01,79,77.0,False,0.77,60.83
2020-04-02,77,77.0,,0.77,59.29
2020-04-03,86,77.0,,0.77,66.22
2020-04-04,100,77.0,,0.77,77.0
2020-04-05,92,77.0,,0.77,70.84
2020-04-06,82,77.0,,0.77,63.14
2020-04-07,78,77.0,,0.77,60.06
2020-04-08,79,77.0,,0.77,60.83
2020-04-09,79,77.0,,0.77,60.83
2020-04-10,86,77.0,,0.77,66.22
2020-04-11,91,77.0,,0.77,70.07000000000001
2020-04-12,81,77.0,,0.77,62.370000000000005
2020-04-13,75,77.0,,0.77,57.75
2020-04-14,76,77.0,,0.77,58.52
2020-04-15,82,77.0,,0.77,63.14
2020-04-16,84,77.0,,0.77,64.68
2020-04-17,86,77.0,,0.77,66.22
2020-04-18,97,77.0,,0.77,74.69
2020-04-19,92,77.0,,0.77,70.84
2020-04-20,86,77.0,,0.77,66.22
2020-04-21,82,77.0,,0.77,63.14
2020-04-22,82,77.0,,0.77,63.14
2020-04-23,81,77.0,,0.77,62.370000000000005
2020-04-24,86,77.0,,0.77,66.22
2020-04-25,93,77.0,,0.77,71.61
2020-04-26,91,77.0,,0.77,70.07000000000001
2020-04-27,87,77.0,,0.77,66.99
2020-04-28,86,77.0,,0.77,66.22
2020-04-29,84,77.0,,0.77,64.68
2020-04-30,88,77.0,,0.77,67.76
2020-05-01,82,95.0,False,0.95,77.89999999999999
2020-05-02,93,95.0,,0.95,88.35
2020-05-03,87,95.0,,0.95,82.64999999999999
2020-05-04,81,95.0,,0.95,76.95
2020-05-05,81,95.0,,0.95,76.95
2020-05-06,78,95.0,,0.95,74.1
2020-05-07,79,95.0,,0.95,75.05
2020-05-08,87,95.0,,0.95,82.64999999999999
2020-05-09,98,95.0,,0.95,93.1
2020-05-10,87,95.0,,0.95,82.64999999999999
2020-05-11,82,95.0,,0.95,77.89999999999999
2020-05-12,80,95.0,,0.95,76.0
2020-05-13,79,95.0,,0.95,75.05
2020-05-14,79,95.0,,0.95,75.05
2020-05-15,88,95.0,,0.95,83.6
2020-05-16,98,95.0,,0.95,93.1
2020-05-17,89,95.0,,0.95,84.55
2020-05-18,86,95.0,,0.95,81.7
2020-05-19,82,95.0,,0.95,77.89999999999999
2020-05-20,86,95.0,,0.95,81.7
2020-05-21,87,95.0,,0.95,82.64999999999999
2020-05-22,92,95.0,,0.95,87.39999999999999
2020-05-23,100,95.0,,0.95,95.0
2020-05-24,96,95.0,,0.95,91.19999999999999
2020-05-25,94,95.0,,0.95,89.3
2020-05-26,89,95.0,,0.95,84.55
2020-05-27,93,95.0,,0.95,88.35
2020-05-28,89,95.0,,0.95,84.55
2020-05-29,90,95.0,,0.95,85.5
2020-05-30,100,95.0,,0.95,95.0
2020-05-31,93,95.0,,0.95,88.35
2020-06-01,82,100.0,False,1.0,82.0
2020-06-02,81,100.0,,1.0,81.0
2020-06-03,78,100.0,,1.0,78.0
2020-06-04,80,100.0,,1.0,80.0
2020-06-05,86,100.0,,1.0,86.0
2020-06-06,97,100.0,,1.0,97.0
2020-06-07,88,100.0,,1.0,88.0
2020-06-08,83,100.0,,1.0,83.0
2020-06-09,81,100.0,,1.0,81.0
2020-06-10,81,100.0,,1.0,81.0
2020-06-11,83,100.0,,1.0,83.0
2020-06-12,84,100.0,,1.0,84.0
2020-06-13,100,100.0,,1.0,100.0
2020-06-14,87,100.0,,1.0,87.0
2020-06-15,85,100.0,,1.0,85.0
2020-06-16,84,100.0,,1.0,84.0
2020-06-17,81,100.0,,1.0,81.0
2020-06-18,82,100.0,,1.0,82.0
2020-06-19,87,100.0,,1.0,87.0
2020-06-20,98,100.0,,1.0,98.0
2020-06-21,85,100.0,,1.0,85.0
2020-06-22,83,100.0,,1.0,83.0
2020-06-23,82,100.0,,1.0,82.0
2020-06-24,78,100.0,,1.0,78.0
2020-06-25,83,100.0,,1.0,83.0
2020-06-26,87,100.0,,1.0,87.0
2020-06-27,95,100.0,,1.0,95.0
2020-06-28,85,100.0,,1.0,85.0
2020-06-29,83,100.0,,1.0,83.0
2020-06-30,81,100.0,,1.0,81.0
2020-07-01,81,95.0,False,0.95,76.95
2020-07-02,86,95.0,,0.95,81.7
2020-07-03,100,95.0,,0.95,95.0
2020-07-04,91,95.0,,0.95,86.45
2020-07-05,82,95.0,,0.95,77.89999999999999
2020-07-06,81,95.0,,0.95,76.95
2020-07-07,80,95.0,,0.95,76.0
2020-07-08,76,95.0,,0.95,72.2
2020-07-09,79,95.0,,0.95,75.05
2020-07-10,80,95.0,,0.95,76.0
2020-07-11,89,95.0,,0.95,84.55
2020-07-12,80,95.0,,0.95,76.0
2020-07-13,79,95.0,,0.95,75.05
2020-07-14,77,95.0,,0.95,73.14999999999999
2020-07-15,72,95.0,,0.95,68.39999999999999
2020-07-16,78,95.0,,0.95,74.1
2020-07-17,82,95.0,,0.95,77.89999999999999
2020-07-18,92,95.0,,0.95,87.39999999999999
2020-07-19,82,95.0,,0.95,77.89999999999999
2020-07-20,76,95.0,,0.95,72.2
2020-07-21,78,95.0,,0.95,74.1
2020-07-22,78,95.0,,0.95,74.1
2020-07-23,78,95.0,,0.95,74.1
2020-07-24,83,95.0,,0.95,78.85
2020-07-25,92,95.0,,0.95,87.39999999999999
2020-07-26,80,95.0,,0.95,76.0
2020-07-27,76,95.0,,0.95,72.2
2020-07-28,77,95.0,,0.95,73.14999999999999
2020-07-29,77,95.0,,0.95,73.14999999999999
2020-07-30,77,95.0,,0.95,73.14999999999999
2020-07-31,80,95.0,,0.95,76.0
2020-08-01,99,92.0,False,0.92,91.08
2020-08-02,87,92.0,,0.92,80.04
2020-08-03,80,92.0,,0.92,73.60000000000001
2020-08-04,79,92.0,,0.92,72.68
2020-08-05,77,92.0,,0.92,70.84
2020-08-06,82,92.0,,0.92,75.44
2020-08-07,88,92.0,,0.92,80.96000000000001
2020-08-08,98,92.0,,0.92,90.16000000000001
2020-08-09,84,92.0,,0.92,77.28
2020-08-10,80,92.0,,0.92,73.60000000000001
2020-08-11,78,92.0,,0.92,71.76
2020-08-12,78,92.0,,0.92,71.76
2020-08-13,80,92.0,,0.92,73.60000000000001
2020-08-14,88,92.0,,0.92,80.96000000000001
2020-08-15,100,92.0,,0.92,92.0
2020-08-16,90,92.0,,0.92,82.8
2020-08-17,84,92.0,,0.92,77.28
2020-08-18,82,92.0,,0.92,75.44
2020-08-19,77,92.0,,0.92,70.84
2020-08-20,79,92.0,,0.92,72.68
2020-08-21,81,92.0,,0.92,74.52000000000001
2020-08-22,99,92.0,,0.92,91.08
2020-08-23,84,92.0,,0.92,77.28
2020-08-24,76,92.0,,0.92,69.92
2020-08-25,77,92.0,,0.92,70.84
2020-08-26,74,92.0,,0.92,68.08
2020-08-27,76,92.0,,0.92,69.92
2020-08-28,78,92.0,,0.92,71.76
2020-08-29,94,92.0,,0.92,86.48
2020-08-30,84,92.0,,0.92,77.28
2020-08-31,75,92.0,,0.92,69.0
2020-09-01,73,84.0,False,0.84,61.32
2020-09-02,72,84.0,,0.84,60.48
2020-09-03,77,84.0,,0.84,64.67999999999999
2020-09-04,84,84.0,,0.84,70.56
2020-09-05,100,84.0,,0.84,84.0
2020-09-06,89,84.0,,0.84,74.75999999999999
2020-09-07,87,84.0,,0.84,73.08
2020-09-08,72,84.0,,0.84,60.48
2020-09-09,73,84.0,,0.84,61.32
2020-09-10,72,84.0,,0.84,60.48
2020-09-11,75,84.0,,0.84,63.0
2020-09-12,90,84.0,,0.84,75.6
2020-09-13,78,84.0,,0.84,65.52
2020-09-14,71,84.0,,0.84,59.64
2020-09-15,71,84.0,,0.84,59.64
2020-09-16,69,84.0,,0.84,57.96
2020-09-17,70,84.0,,0.84,58.8
2020-09-18,77,84.0,,0.84,64.67999999999999
2020-09-19,88,84.0,,0.84,73.92
2020-09-20,79,84.0,,0.84,66.36
2020-09-21,69,84.0,,0.84,57.96
2020-09-22,67,84.0,,0.84,56.28
2020-09-23,69,84.0,,0.84,57.96
2020-09-24,69,84.0,,0.84,57.96
2020-09-25,78,84.0,,0.84,65.52
2020-09-26,91,84.0,,0.84,76.44
2020-09-27,80,84.0,,0.84,67.2
2020-09-28,72,84.0,,0.84,60.48
2020-09-29,70,84.0,,0.84,58.8
2020-09-30,66,84.0,,0.84,55.44
2020-10-01,78,86.0,False,0.86,67.08
2020-10-02,80,86.0,,0.86,68.8
2020-10-03,98,86.0,,0.86,84.28
2020-10-04,84,86.0,,0.86,72.24
2020-10-05,79,86.0,,0.86,67.94
2020-10-06,75,86.0,,0.86,64.5
2020-10-07,75,86.0,,0.86,64.5
2020-10-08,76,86.0,,0.86,65.36
2020-10-09,89,86.0,,0.86,76.53999999999999
2020-10-10,100,86.0,,0.86,86.0
2020-10-11,88,86.0,,0.86,75.67999999999999
2020-10-12,84,86.0,,0.86,72.24
2020-10-13,78,86.0,,0.86,67.08
2020-10-14,78,86.0,,0.86,67.08
2020-10-15,81,86.0,,0.86,69.66
2020-10-16,85,86.0,,0.86,73.1
2020-10-17,100,86.0,,0.86,86.0
2020-10-18,88,86.0,,0.86,75.67999999999999
2020-10-19,82,86.0,,0.86,70.52
2020-10-20,77,86.0,,0.86,66.22
2020-10-21,80,86.0,,0.86,68.8
2020-10-22,79,86.0,,0.86,67.94
2020-10-23,90,86.0,,0.86,77.4
2020-10-24,96,86.0,,0.86,82.56
2020-10-25,82,86.0,,0.86,70.52
2020-10-26,77,86.0,,0.86,66.22
2020-10-27,78,86.0,,0.86,67.08
2020-10-28,77,86.0,,0.86,66.22
2020-10-29,80,86.0,,0.86,68.8
2020-10-30,85,86.0,,0.86,73.1
2020-10-31,92,86.0,,0.86,79.12
2020-11-01,71,86.0,False,0.86,61.06
2020-11-02,67,86.0,,0.86,57.62
2020-11-03,61,86.0,,0.86,52.46
2020-11-04,38,86.0,,0.86,32.68
2020-11-05,50,86.0,,0.86,43.0
2020-11-06,59,86.0,,0.86,50.74
2020-11-07,68,86.0,,0.86,58.48
2020-11-08,68,86.0,,0.86,58.48
2020-11-09,67,86.0,,0.86,57.62
2020-11-10,68,86.0,,0.86,58.48
2020-11-11,72,86.0,,0.86,61.92
2020-11-12,69,86.0,,0.86,59.339999999999996
2020-11-13,75,86.0,,0.86,64.5
2020-11-14,86,86.0,,0.86,73.96
2020-11-15,79,86.0,,0.86,67.94
2020-11-16,70,86.0,,0.86,60.199999999999996
2020-11-17,69,86.0,,0.86,59.339999999999996
2020-11-18,72,86.0,,0.86,61.92
2020-11-19,72,86.0,,0.86,61.92
2020-11-20,78,86.0,,0.86,67.08
2020-11-21,90,86.0,,0.86,77.4
2020-11-22,82,86.0,,0.86,70.52
2020-11-23,78,86.0,,0.86,67.08
2020-11-24,77,86.0,,0.86,66.22
2020-11-25,81,86.0,,0.86,69.66
2020-11-26,83,86.0,,0.86,71.38
2020-11-27,100,86.0,,0.86,86.0
2020-11-28,93,86.0,,0.86,79.98
2020-11-29,80,86.0,,0.86,68.8
2020-11-30,76,86.0,,0.86,65.36
2020-12-01,81,93.0,False,0.93,75.33
2020-12-02,75,93.0,,0.93,69.75
2020-12-03,77,93.0,,0.93,71.61
2020-12-04,86,93.0,,0.93,79.98
2020-12-05,100,93.0,,0.93,93.0
2020-12-06,86,93.0,,0.93,79.98
2020-12-07,80,93.0,,0.93,74.4
2020-12-08,79,93.0,,0.93,73.47
2020-12-09,79,93.0,,0.93,73.47
2020-12-10,80,93.0,,0.93,74.4
2020-12-11,87,93.0,,0.93,80.91000000000001
2020-12-12,97,93.0,,0.93,90.21000000000001
2020-12-13,86,93.0,,0.93,79.98
2020-12-14,79,93.0,,0.93,73.47
2020-12-15,81,93.0,,0.93,75.33
2020-12-16,81,93.0,,0.93,75.33
2020-12-17,79,93.0,,0.93,73.47
2020-12-18,86,93.0,,0.93,79.98
2020-12-19,100,93.0,,0.93,93.0
2020-12-20,92,93.0,,0.93,85.56
2020-12-21,88,93.0,,0.93,81.84
2020-12-22,88,93.0,,0.93,81.84
2020-12-23,94,93.0,,0.93,87.42
2020-12-24,98,93.0,,0.93,91.14
2020-12-25,78,93.0,,0.93,72.54
2020-12-26,95,93.0,,0.93,88.35000000000001
2020-12-27,81,93.0,,0.93,75.33
2020-12-28,84,93.0,,0.93,78.12
2020-12-29,80,93.0,,0.93,74.4
2020-12-30,85,93.0,,0.93,79.05
2020-12-31,91,93.0,,0.93,84.63000000000001
2021-01-01,91,83.0,False,0.83,75.53
2021-01-02,100,83.0,,0.83,83.0
2021-01-03,87,83.0,,0.83,72.21
2021-01-04,80,83.0,,0.83,66.39999999999999
2021-01-05,76,83.0,,0.83,63.08
2021-01-06,72,83.0,,0.83,59.76
2021-01-07,74,83.0,,0.83,61.419999999999995
2021-01-08,79,83.0,,0.83,65.57
2021-01-09,94,83.0,,0.83,78.02
2021-01-10,79,83.0,,0.83,65.57
2021-01-11,76,83.0,,0.83,63.08
2021-01-12,77,83.0,,0.83,63.91
2021-01-13,76,83.0,,0.83,63.08
2021-01-14,79,83.0,,0.83,65.57
2021-01-15,83,83.0,,0.83,68.89
2021-01-16,92,83.0,,0.83,76.36
2021-01-17,84,83.0,,0.83,69.72
2021-01-18,86,83.0,,0.83,71.38
2021-01-19,76,83.0,,0.83,63.08
2021-01-20,71,83.0,,0.83,58.93
2021-01-21,73,83.0,,0.83,60.589999999999996
2021-01-22,81,83.0,,0.83,67.22999999999999
2021-01-23,91,83.0,,0.83,75.53
2021-01-24,80,83.0,,0.83,66.39999999999999
2021-01-25,75,83.0,,0.83,62.25
2021-01-26,73,83.0,,0.83,60.589999999999996
2021-01-27,74,83.0,,0.83,61.419999999999995
2021-01-28,76,83.0,,0.83,63.08
2021-01-29,79,83.0,,0.83,65.57
2021-01-30,91,83.0,,0.83,75.53
2021-01-31,81,83.0,,0.83,67.22999999999999
2021-02-01,73,83.0,False,0.83,60.589999999999996
2021-02-02,73,83.0,,0.83,60.589999999999996
2021-02-03,77,83.0,,0.83,63.91
2021-02-04,77,83.0,,0.83,63.91
2021-02-05,82,83.0,,0.83,68.06
2021-02-06,94,83.0,,0.83,78.02
2021-02-07,78,83.0,,0.83,64.74
2021-02-08,76,83.0,,0.83,63.08
2021-02-09,74,83.0,,0.83,61.419999999999995
2021-02-10,79,83.0,,0.83,65.57
2021-02-11,75,83.0,,0.83,62.25
2021-02-12,85,83.0,,0.83,70.55
2021-02-13,97,83.0,,0.83,80.50999999999999
2021-02-14,85,83.0,,0.83,70.55
2021-02-15,76,83.0,,0.83,63.08
2021-02-16,70,83.0,,0.83,58.099999999999994
2021-02-17,72,83.0,,0.83,59.76
2021-02-18,72,83.0,,0.83,59.76
2021-02-19,78,83.0,,0.83,64.74
2021-02-20,95,83.0,,0.83,78.85
2021-02-21,82,83.0,,0.83,68.06
2021-02-22,76,83.0,,0.83,63.08
2021-02-23,74,83.0,,0.83,61.419999999999995
2021-02-24,77,83.0,,0.83,63.91
2021-02-25,79,83.0,,0.83,65.57
2021-02-26,82,83.0,,0.83,68.06
2021-02-27,100,83.0,,0.83,83.0
2021-02-28,87,83.0,,0.83,72.21
2021-03-01,73,90.0,False,0.9,65.7
2021-03-02,71,90.0,,0.9,63.9
2021-03-03,73,90.0,,0.9,65.7
2021-03-04,73,90.0,,0.9,65.7
2021-03-05,80,90.0,,0.9,72.0
2021-03-06,91,90.0,,0.9,81.9
2021-03-07,84,90.0,,0.9,75.60000000000001
2021-03-08,76,90.0,,0.9,68.4
2021-03-09,71,90.0,,0.9,63.9
2021-03-10,71,90.0,,0.9,63.9
2021-03-11,74,90.0,,0.9,66.60000000000001
2021-03-12,76,90.0,,0.9,68.4
2021-03-13,94,90.0,,0.9,84.60000000000001
2021-03-14,83,90.0,,0.9,74.7
2021-03-15,72,90.0,,0.9,64.8
2021-03-16,77,90.0,,0.9,69.3
2021-03-17,78,90.0,,0.9,70.2
2021-03-18,83,90.0,,0.9,74.7
2021-03-19,87,90.0,,0.9,78.3
2021-03-20,100,90.0,,0.9,90.0
2021-03-21,89,90.0,,0.9,80.10000000000001
2021-03-22,81,90.0,,0.9,72.9
2021-03-23,77,90.0,,0.9,69.3
2021-03-24,79,90.0,,0.9,71.10000000000001
2021-03-25,80,90.0,,0.9,72.0
2021-03-26,84,90.0,,0.9,75.60000000000001
2021-03-27,97,90.0,,0.9,87.3
2021-03-28,88,90.0,,0.9,79.2
2021-03-29,80,90.0,,0.9,72.0
2021-03-30,80,90.0,,0.9,72.0
2021-03-31,79,90.0,,0.9,71.10000000000001
2021-04-01,85,91.0,False,0.91,77.35000000000001
2021-04-02,95,91.0,,0.91,86.45
2021-04-03,100,91.0,,0.91,91.0
2021-04-04,86,91.0,,0.91,78.26
2021-04-05,84,91.0,,0.91,76.44
2021-04-06,80,91.0,,0.91,72.8
2021-04-07,82,91.0,,0.91,74.62
2021-04-08,82,91.0,,0.91,74.62
2021-04-09,87,91.0,,0.91,79.17
2021-04-10,95,91.0,,0.91,86.45
2021-04-11,88,91.0,,0.91,80.08
2021-04-12,79,91.0,,0.91,71.89
2021-04-13,77,91.0,,0.91,70.07000000000001
2021-04-14,76,91.0,,0.91,69.16
2021-04-15,79,91.0,,0.91,71.89
2021-04-16,83,91.0,,0.91,75.53
2021-04-17,96,91.0,,0.91,87.36
2021-04-18,85,91.0,,0.91,77.35000000000001
2021-04-19,78,91.0,,0.91,70.98
2021-04-20,82,91.0,,0.91,74.62
2021-04-21,81,91.0,,0.91,73.71000000000001
2021-04-22,78,91.0,,0.91,70.98
2021-04-23,82,91.0,,0.91,74.62
2021-04-24,91,91.0,,0.91,82.81
2021-04-25,87,91.0,,0.91,79.17
2021-04-26,77,91.0,,0.91,70.07000000000001
2021-04-27,76,91.0,,0.91,69.16
2021-04-28,77,91.0,,0.91,70.07000000000001
2021-04-29,77,91.0,,0.91,70.07000000000001
2021-04-30,82,91.0,,0.91,74.62
